[219071] ['(2-2i)', '(4-8i)', '(5-3i)', '(5+i)'] -> ((2-2i) * ((5+i) - ((4-8i) - (5-3i))))
[120745] ['(1-9i)', '(1+4i)', '(3+6i)', '(4+9i)'] -> ((4+9i) - ((1-9i) + ((1+4i) * (3+6i))))
[120747] ['(1-9i)', '(1+4i)', '(3+6i)', '(5+3i)'] -> (((1-9i) + (5+3i)) * ((3+6i) - (1+4i)))
[120848] ['(1-9i)', '(1+4i)', '(3+9i)', '(5-4i)'] -> ((6-6i) * (4 + ((1-4i) - (3-6i))))
[120863] ['(1-9i)', '(1+4i)', '(3+9i)', '(7+4i)'] -> (((1-9i) + (3+9i)) * ((7+4i) - (1+4i)))
[120885] ['(1-9i)', '(1+4i)', '(4-9i)', '(4+5i)'] -> ((1-9i) * ((1+4i) + ((4-9i) / (4+5i))))
[120906] ['(1-9i)', '(1+4i)', '(4-9i)', '(7-4i)'] -> (((1+4i) + (7-4i)) * ((4-9i) - (1-9i)))
[120963] ['(1-9i)', '(1+4i)', '(4-8i)', '(9+3i)'] -> ((-3i * (6+8i)) - (-9i * 2))
[120982] ['(1-9i)', '(1+4i)', '(4-7i)', '(6+6i)'] -> ((6+6i) * ((4-7i) - ((1-9i) + (1+4i))))
[121000] ['(1-9i)', '(1+4i)', '(4-7i)', '9'] -> ((8-2i) - ((1+i) * (-i - (9-8i))))
[121001] ['(1-9i)', '(1+4i)', '(4-7i)', '(9+2i)'] -> (-9i + (-3i * ((2+i) - (5-7i))))
[121022] ['(1-9i)', '(1+4i)', '(4-6i)', '(5+i)'] -> (((1-9i) - (5+i)) + ((1+4i) * (4-6i)))
[121039] ['(1-9i)', '(1+4i)', '(4-6i)', '(9+i)'] -> (((1-9i) * (1+4i)) - ((4-6i) + (9+i)))
[121072] ['(1-9i)', '(1+4i)', '(4-5i)', '9'] -> (((1-7i) * ((3+i) - (3-3i))) - (4+4i))
[121086] ['(1-9i)', '(1+4i)', '(4-4i)', '(5-2i)'] -> ((4-4i) * ((5-2i) - ((1-9i) + (1+4i))))
[121106] ['(1-9i)', '(1+4i)', '(4-4i)', '(9-i)'] -> ((9-3i) - ((1+i) * (-i - (9-7i))))
[121121] ['(1-9i)', '(1+4i)', '(4-3i)', '(6-6i)'] -> ((6-6i) * ((4-3i) - ((1-9i) + (1+4i))))
[121131] ['(1-9i)', '(1+4i)', '(4-3i)', '(7-4i)'] -> (((1-9i) + (7-4i)) + ((1+4i) * (4-3i)))
[121141] ['(1-9i)', '(1+4i)', '(4-3i)', '(9-2i)'] -> (((1-9i) * (1+4i)) - ((4-3i) + (9-2i)))
[121181] ['(1-9i)', '(1+4i)', '(4-2i)', '(9-3i)'] -> (((1-9i) * (1+4i)) - ((4-2i) + (9-3i)))
[121216] ['(1-9i)', '(1+4i)', '(4-i)', '(9-4i)'] -> (((1-9i) * (1+4i)) - ((4-i) + (9-4i)))
[121223] ['(1-9i)', '(1+4i)', '4', '(4+5i)'] -> (4 * ((4+5i) + ((1-9i) + (1+4i))))
[121238] ['(1-9i)', '(1+4i)', '4', '(8-5i)'] -> (4 * ((8-5i) - ((1-9i) + (1+4i))))
[121242] ['(1-9i)', '(1+4i)', '4', '(9-5i)'] -> (((1-9i) * (1+4i)) - (4 + (9-5i)))
[121278] ['(1-9i)', '(1+4i)', '(4+i)', '(9-6i)'] -> (((1-9i) * (1+4i)) - ((4+i) + (9-6i)))
[121308] ['(1-9i)', '(1+4i)', '(4+2i)', '(9-7i)'] -> (((1-9i) * (1+4i)) - ((4+2i) + (9-7i)))
[121334] ['(1-9i)', '(1+4i)', '(4+3i)', '8'] -> (((4+3i) - (1-9i)) / ((1+4i) / 8))
[121340] ['(1-9i)', '(1+4i)', '(4+3i)', '(9-8i)'] -> (((1-9i) * (1+4i)) - ((4+3i) + (9-8i)))
[121344] ['(1-9i)', '(1+4i)', '(4+4i)', '(5-8i)'] -> ((4+4i) * ((5-8i) - ((1-9i) + (1+4i))))
[121355] ['(1-9i)', '(1+4i)', '(4+4i)', '(7+9i)'] -> (((4-3i) + (5-6i)) + ((6+i) + (9+8i)))
[121526] ['(1-9i)', '(1+4i)', '(5-9i)', '(5-4i)'] -> (((1+4i) + (5-4i)) * ((5-9i) - (1-9i)))
[121550] ['(1-9i)', '(1+4i)', '(5-9i)', '(8+4i)'] -> (((8+2i) - (4+2i)) / ((1-i) / (6-6i)))
[121589] ['(1-9i)', '(1+4i)', '(5-8i)', '(8+3i)'] -> (((1-i) * (6+8i)) + ((4+2i) + (6-4i)))
[121624] ['(1-9i)', '(1+4i)', '(5-7i)', '(8+2i)'] -> ((-3i * (4+9i)) - (-9i + (3-3i)))
[121654] ['(1-9i)', '(1+4i)', '(5-6i)', '(6+5i)'] -> (((1-9i) - (6+5i)) + ((1+4i) * (5-6i)))
[121664] ['(1-9i)', '(1+4i)', '(5-6i)', '(8+i)'] -> (-9i * (((3-3i) / (9+9i)) - -3i))
[121730] ['(1-9i)', '(1+4i)', '(5-4i)', '(8-i)'] -> (((4-3i) + (5-6i)) + ((7+4i) + (8+5i)))
[121745] ['(1-9i)', '(1+4i)', '(5-4i)', '(9+4i)'] -> ((1-9i) * ((1+4i) - ((9+4i) / (5-4i))))
[121754] ['(1-9i)', '(1+4i)', '(5-3i)', '(6-8i)'] -> (((1-9i) + (6-8i)) + ((1+4i) * (5-3i)))
[121765] ['(1-9i)', '(1+4i)', '(5-3i)', '(8-2i)'] -> (((4-3i) + (5-6i)) + ((7+6i) + (8+3i)))
[121790] ['(1-9i)', '(1+4i)', '(5-2i)', '(8-3i)'] -> (((1-9i) * (1+4i)) - ((5-2i) + (8-3i)))
[121823] ['(1-9i)', '(1+4i)', '(5-i)', '(8-4i)'] -> (((1-9i) * (1+4i)) - ((5-i) + (8-4i)))
[121854] ['(1-9i)', '(1+4i)', '5', '(8-5i)'] -> (((1-9i) * (1+4i)) - (5 + (8-5i)))
[121884] ['(1-9i)', '(1+4i)', '(5+i)', '(8-6i)'] -> (((1-9i) * (1+4i)) - ((5+i) + (8-6i)))
[121918] ['(1-9i)', '(1+4i)', '(5+2i)', '(8-7i)'] -> (((3-6i) - 9) * ((3+4i) - (5+2i)))
[121957] ['(1-9i)', '(1+4i)', '(5+3i)', '(8-8i)'] -> (((1-9i) * (1+4i)) - ((5+3i) + (8-8i)))
[121966] ['(1-9i)', '(1+4i)', '(5+4i)', '(5+9i)'] -> (((1-9i) + (5+9i)) * ((5+4i) - (1+4i)))
[121982] ['(1-9i)', '(1+4i)', '(5+4i)', '(8-9i)'] -> (((1-9i) * (1+4i)) - ((5+4i) + (8-9i)))
[122047] ['(1-9i)', '(1+4i)', '(5+7i)', '6'] -> ((4-8i) * ((1+2i) - (-i / (2+i))))
[122055] ['(1-9i)', '(1+4i)', '(5+7i)', '(7-6i)'] -> (((1+2i) + (5-8i)) * ((2+i) - -i))
[122122] ['(1-9i)', '(1+4i)', '(6-9i)', '(7+4i)'] -> (((1-9i) * (1+4i)) - ((6-9i) + (7+4i)))
[122149] ['(1-9i)', '(1+4i)', '(6-8i)', '(7+3i)'] -> (((1-9i) * (1+4i)) - ((6-8i) + (7+3i)))
[122177] ['(1-9i)', '(1+4i)', '(6-7i)', '(7+2i)'] -> ((3-3i) - ((3-3i) * ((3-8i) - (6-4i))))
[122194] ['(1-9i)', '(1+4i)', '(6-6i)', '(7+i)'] -> (((1-9i) * (1+4i)) - ((6-6i) + (7+i)))
[122197] ['(1-9i)', '(1+4i)', '(6-6i)', '(7+9i)'] -> (((1-9i) - (7+9i)) + ((1+4i) * (6-6i)))
[122209] ['(1-9i)', '(1+4i)', '(6-5i)', '6'] -> (6 * ((6-5i) - ((1-9i) + (1+4i))))
[122217] ['(1-9i)', '(1+4i)', '(6-5i)', '7'] -> (((3-3i) + (9-9i)) * ((5+6i) - (4+5i)))
[122230] ['(1-9i)', '(1+4i)', '(6-4i)', '(7-i)'] -> (((1-9i) * (1+4i)) - ((6-4i) + (7-i)))
[122250] ['(1-9i)', '(1+4i)', '(6-3i)', '(7-2i)'] -> (((1-9i) * (1+4i)) - ((6-3i) + (7-2i)))
[122270] ['(1-9i)', '(1+4i)', '(6-2i)', '(7-3i)'] -> ((3-3i) - ((1-7i) * ((5-2i) - (5+i))))
[122271] ['(1-9i)', '(1+4i)', '(6-2i)', '(8-2i)'] -> ((6-2i) - ((8-2i) * ((1-9i) / (1+4i))))
[122285] ['(1-9i)', '(1+4i)', '(6-i)', '(7-4i)'] -> (((1-9i) * (1+4i)) - ((6-i) + (7-4i)))
[122308] ['(1-9i)', '(1+4i)', '6', '(7-5i)'] -> ((3-3i) * (((4+5i) + (6-8i)) - (6-7i)))
[122328] ['(1-9i)', '(1+4i)', '(6+i)', '(7-6i)'] -> (((1-9i) * (1+4i)) - ((6+i) + (7-6i)))
[122352] ['(1-9i)', '(1+4i)', '(6+2i)', '(7-7i)'] -> (((1-9i) * (1+4i)) - ((6+2i) + (7-7i)))
[122369] ['(1-9i)', '(1+4i)', '(6+3i)', '(7-8i)'] -> (((1-9i) * (1+4i)) - ((6+3i) + (7-8i)))
[122393] ['(1-9i)', '(1+4i)', '(6+4i)', '(7-9i)'] -> (((1-9i) * (1+4i)) - ((6+4i) + (7-9i)))
[122988] ['(1-9i)', '(1+5i)', '(1+5i)', '(2-6i)'] -> ((2-6i) + ((1+5i) * ((1-9i) + (1+5i))))
[123037] ['(1-9i)', '(1+5i)', '(1+6i)', '(2+8i)'] -> (((1+6i) * ((1-9i) + (1+5i))) - (2+8i))
[123063] ['(1-9i)', '(1+5i)', '(1+6i)', '(7-7i)'] -> ((-4i * 3) * ((2-7i) - (2-9i)))
[123093] ['(1-9i)', '(1+5i)', '(1+7i)', '(5+i)'] -> (((1-9i) + (1+7i)) * ((1+5i) + (5+i)))
[123126] ['(1-9i)', '(1+5i)', '(1+8i)', '(3+3i)'] -> (((1-9i) * ((1+8i) - (1+5i))) - (3+3i))
[123149] ['(1-9i)', '(1+5i)', '(1+8i)', '(9+7i)'] -> (((9+7i) * ((1-9i) + (1+8i))) - (1+5i))
[123200] ['(1-9i)', '(1+5i)', '(2-8i)', '(4+i)'] -> ((2-8i) * ((1+5i) + ((1-9i) / (4+i))))
[123206] ['(1-9i)', '(1+5i)', '(2-8i)', '(5-5i)'] -> ((3-3i) - ((9-3i) * ((3-8i) - (5-7i))))
[123247] ['(1-9i)', '(1+5i)', '(2-7i)', '(7-9i)'] -> (((7-9i) * ((2-7i) - (1-9i))) - (1+5i))
[123273] ['(1-9i)', '(1+5i)', '(2-6i)', '(4-7i)'] -> (((6-3i) * (7-5i)) - ((2-5i) * (9-3i)))
[123293] ['(1-9i)', '(1+5i)', '(2-6i)', '(6+5i)'] -> ((1-9i) + ((6+5i) * ((1+5i) + (2-6i))))
[123315] ['(1-9i)', '(1+5i)', '(2-6i)', '(9-5i)'] -> (((1-9i) - (9-5i)) + ((1+5i) * (2-6i)))
[123338] ['(1-9i)', '(1+5i)', '(2-5i)', '(4-4i)'] -> (((1-9i) - (4-4i)) + ((1+5i) * (2-5i)))
[123357] ['(1-9i)', '(1+5i)', '(2-5i)', '(7+9i)'] -> (((1-9i) + (7+9i)) * ((1+5i) + (2-5i)))
[123362] ['(1-9i)', '(1+5i)', '(2-5i)', '(9-9i)'] -> (((1+5i) + (2-5i)) * ((9-9i) - (1-9i)))
[123382] ['(1-9i)', '(1+5i)', '(2-4i)', '(3+4i)'] -> ((6+6i) * (((7-5i) / (1-i)) - (4+3i)))
[123424] ['(1-9i)', '(1+5i)', '(2-3i)', '(2+5i)'] -> ((2-3i) * ((2+5i) - ((1-9i) / (1+5i))))
[123442] ['(1-9i)', '(1+5i)', '(2-3i)', '(6+2i)'] -> (((1-9i) + (6+2i)) + ((1+5i) * (2-3i)))
[123483] ['(1-9i)', '(1+5i)', '(2-2i)', '(6-8i)'] -> ((2-2i) * ((6-8i) - ((1-9i) - (1+5i))))
[123499] ['(1-9i)', '(1+5i)', '(2-2i)', '(8+2i)'] -> ((2-2i) * ((8+2i) - ((1-9i) + (1+5i))))
[123513] ['(1-9i)', '(1+5i)', '(2-i)', '3'] -> (3 * ((1-9i) + ((1+5i) * (2-i))))
[123525] ['(1-9i)', '(1+5i)', '(2-i)', '(6-3i)'] -> ((6-3i) * ((1+5i) + ((1-9i) / (2-i))))
[123538] ['(1-9i)', '(1+5i)', '(2-i)', '(8+6i)'] -> (((6+8i) - (9+8i)) - (-9i * -3i))
[123544] ['(1-9i)', '(1+5i)', '2', '(2+4i)'] -> (((2+4i) + ((1-9i) * (1+5i))) / 2)
[123549] ['(1-9i)', '(1+5i)', '2', '(3+3i)'] -> (-3i * (((9-6i) / (6+9i)) - -9i))
[123615] ['(1-9i)', '(1+5i)', '(2+i)', '(8-6i)'] -> (((1-9i) * (1+5i)) - ((2+i) * (8-6i)))
[123630] ['(1-9i)', '(1+5i)', '(2+2i)', '(4-2i)'] -> ((7+5i) + ((1-i) * ((4+3i) + (7+3i))))
[123648] ['(1-9i)', '(1+5i)', '(2+2i)', '(6+8i)'] -> ((2+2i) * ((6+8i) + ((1-9i) - (1+5i))))
[123674] ['(1-9i)', '(1+5i)', '(2+3i)', '(4+4i)'] -> (((6-5i) * ((8-2i) - (5-4i))) - (4-3i))
[123694] ['(1-9i)', '(1+5i)', '(2+3i)', '(8+2i)'] -> ((7+7i) + ((1-i) * ((4+3i) + (8+2i))))
[123702] ['(1-9i)', '(1+5i)', '(2+3i)', '(9+9i)'] -> (((1+5i) * ((1-9i) + (2+3i))) - (9+9i))
[123706] ['(1-9i)', '(1+5i)', '(2+4i)', '(3-4i)'] -> (((2-5i) * (8+8i)) - ((6-2i) * (6-2i)))
[123709] ['(1-9i)', '(1+5i)', '(2+4i)', '(3+4i)'] -> ((2+4i) + ((3+4i) * ((1-9i) + (1+5i))))
[123713] ['(1-9i)', '(1+5i)', '(2+4i)', '4'] -> (4 + ((2+4i) * ((1-9i) + (1+5i))))
[123724] ['(1-9i)', '(1+5i)', '(2+4i)', '6'] -> ((-i + (7-3i)) + ((1+2i) * (5-6i)))
[123728] ['(1-9i)', '(1+5i)', '(2+4i)', '(7+5i)'] -> ((7+5i) - ((1-9i) + ((1+5i) * (2+4i))))
[123742] ['(1-9i)', '(1+5i)', '(2+5i)', '(2+6i)'] -> ((2+6i) - ((1-9i) + ((1+5i) * (2+5i))))
[123776] ['(1-9i)', '(1+5i)', '(2+6i)', '(3-i)'] -> (((1-9i) + (2+6i)) * ((1+5i) + (3-i)))
[123787] ['(1-9i)', '(1+5i)', '(2+6i)', '(4+4i)'] -> (((3-3i) * (4+6i)) * ((6-6i) / (9-6i)))
[123792] ['(1-9i)', '(1+5i)', '(2+6i)', '(5+9i)'] -> (((1-9i) + (2+6i)) * ((5+9i) - (1+5i)))
[123831] ['(1-9i)', '(1+5i)', '(2+7i)', '(5+5i)'] -> (((5+5i) * ((1-9i) + (2+7i))) - (1+5i))
[123848] ['(1-9i)', '(1+5i)', '(2+7i)', '(8+6i)'] -> (((2+7i) * ((1-9i) + (1+5i))) - (8+6i))
[123855] ['(1-9i)', '(1+5i)', '(2+8i)', '(3-3i)'] -> ((3-3i) * ((2+8i) + ((1-9i) + (1+5i))))
[123863] ['(1-9i)', '(1+5i)', '(2+8i)', '(4-6i)'] -> (((1-9i) * ((2+8i) - (1+5i))) - (4-6i))
[123882] ['(1-9i)', '(1+5i)', '(2+8i)', '(7+4i)'] -> (((1-i) * (4+3i)) + ((8+9i) + (9-8i)))
[123914] ['(1-9i)', '(1+5i)', '(2+9i)', '(7-5i)'] -> (((1-9i) + (2+9i)) * ((1+5i) + (7-5i)))
[123929] ['(1-9i)', '(1+5i)', '(2+9i)', '(9+5i)'] -> (((1-9i) + (2+9i)) * ((9+5i) - (1+5i)))
[123937] ['(1-9i)', '(1+5i)', '(3-9i)', '(4-6i)'] -> (((4-3i) + (5-4i)) + ((6+9i) + (9-2i)))
[124086] ['(1-9i)', '(1+5i)', '(3-6i)', '(5-5i)'] -> (((5-5i) * ((3-6i) - (1-9i))) - (1+5i))
[124130] ['(1-9i)', '(1+5i)', '(3-5i)', '(5+i)'] -> (((1-9i) - (5+i)) + ((1+5i) * (3-5i)))
[124137] ['(1-9i)', '(1+5i)', '(3-5i)', '(5+9i)'] -> (((1-i) * ((4+9i) + (8+7i))) - (4+4i))
[124142] ['(1-9i)', '(1+5i)', '(3-5i)', '(7-9i)'] -> (((1+5i) + (3-5i)) * ((7-9i) - (1-9i)))
[124214] ['(1-9i)', '(1+5i)', '(3-3i)', '(5-3i)'] -> (((1-9i) + (5-3i)) + ((1+5i) * (3-3i)))
[124217] ['(1-9i)', '(1+5i)', '(3-3i)', '6'] -> ((6+6i) * ((4+3i) + ((1-7i) - (3-2i))))
[124249] ['(1-9i)', '(1+5i)', '(3-2i)', '(6-4i)'] -> (((3-2i) * ((6-4i) - (1-9i))) - (1+5i))
[124283] ['(1-9i)', '(1+5i)', '(3-i)', '5'] -> ((1-9i) + ((3-i) * ((1+5i) + 5)))
[124294] ['(1-9i)', '(1+5i)', '(3-i)', '(7+i)'] -> (((1-8i) - -7i) * ((4+6i) + (8+6i)))
[124299] ['(1-9i)', '(1+5i)', '(3-i)', '(8-5i)'] -> (((3-i) * ((8-5i) - (1-9i))) - (1+5i))
[124341] ['(1-9i)', '(1+5i)', '3', '(6-3i)'] -> (((1-9i) * 3) + ((1+5i) * (6-3i)))
[124344] ['(1-9i)', '(1+5i)', '3', '(6+4i)'] -> (3 * ((6+4i) + ((1-9i) + (1+5i))))
[124397] ['(1-9i)', '(1+5i)', '(3+i)', '(7-i)'] -> (((1-9i) + (1+5i)) + ((3+i) * (7-i)))
[124399] ['(1-9i)', '(1+5i)', '(3+i)', '(7+8i)'] -> ((4+4i) * ((9-5i) - ((1-i) + (5-i))))
[124470] ['(1-9i)', '(1+5i)', '(3+3i)', '(6-8i)'] -> ((3+3i) * ((6-8i) - ((1-9i) + (1+5i))))
[124475] ['(1-9i)', '(1+5i)', '(3+3i)', '(6+6i)'] -> ((6+6i) + ((3+3i) * ((1-9i) + (1+5i))))
[124536] ['(1-9i)', '(1+5i)', '(3+5i)', '(4+8i)'] -> (((1-9i) + (3+5i)) * ((4+8i) - (1+5i)))
[124573] ['(1-9i)', '(1+5i)', '(3+6i)', '6'] -> ((4+4i) * (((1-i) * (5+6i)) - (8+4i)))
[124608] ['(1-9i)', '(1+5i)', '(3+7i)', '(5+3i)'] -> (((1-9i) + (5+3i)) * ((3+7i) - (1+5i)))
[124668] ['(1-9i)', '(1+5i)', '(3+9i)', '(5-5i)'] -> (((1-9i) + (3+9i)) * ((1+5i) + (5-5i)))
[124681] ['(1-9i)', '(1+5i)', '(3+9i)', '(7+5i)'] -> (((3-6i) * (3+5i)) - ((7+6i) + (8-9i)))
[124705] ['(1-9i)', '(1+5i)', '(4-9i)', '(7-5i)'] -> (((1+5i) + (7-5i)) * ((4-9i) - (1-9i)))
[124721] ['(1-9i)', '(1+5i)', '(4-8i)', '(4-3i)'] -> (((1-9i) + (4-8i)) + ((1+5i) * (4-3i)))
[124737] ['(1-9i)', '(1+5i)', '(4-8i)', '(8-i)'] -> (((8-i) * ((4-8i) - (1-9i))) - (1+5i))
[124771] ['(1-9i)', '(1+5i)', '(4-6i)', '(4+5i)'] -> (((6-2i) - (6+4i)) / ((1-i) / (4+4i)))
[124783] ['(1-9i)', '(1+5i)', '(4-6i)', '(6+6i)'] -> ((6+6i) * ((4-6i) - ((1-9i) + (1+5i))))
[124812] ['(1-9i)', '(1+5i)', '(4-5i)', '(6+6i)'] -> (((1-9i) - (6+6i)) + ((1+5i) * (4-5i)))
[124836] ['(1-9i)', '(1+5i)', '(4-4i)', '(5-i)'] -> ((4-4i) * ((5-i) - ((1-9i) + (1+5i))))
[124866] ['(1-9i)', '(1+5i)', '(4-3i)', '(4+2i)'] -> ((8+4i) + ((1-i) * ((4+4i) + (6+2i))))
[124894] ['(1-9i)', '(1+5i)', '(4-2i)', '(4+3i)'] -> (((1-9i) + (1+5i)) + ((4-2i) * (4+3i)))
[124905] ['(1-9i)', '(1+5i)', '(4-2i)', '(6-6i)'] -> ((6-6i) * ((4-2i) - ((1-9i) + (1+5i))))
[124915] ['(1-9i)', '(1+5i)', '(4-2i)', '(9-9i)'] -> (((4-3i) + (8-9i)) * ((6-2i) - (5-3i)))
[124954] ['(1-9i)', '(1+5i)', '4', '(4+4i)'] -> (4 * ((4+4i) + ((1-9i) + (1+5i))))
[124971] ['(1-9i)', '(1+5i)', '4', '(8-4i)'] -> (4 * ((8-4i) - ((1-9i) + (1+5i))))
[125047] ['(1-9i)', '(1+5i)', '(4+4i)', '(5-7i)'] -> ((4+4i) * ((5-7i) - ((1-9i) + (1+5i))))
[125087] ['(1-9i)', '(1+5i)', '(4+5i)', '(5+6i)'] -> (((1-9i) * (4+5i)) + ((1+5i) * (5+6i)))
[125102] ['(1-9i)', '(1+5i)', '(4+5i)', '(7+9i)'] -> (((1-9i) + (7+9i)) * ((4+5i) - (1+5i)))
[125143] ['(1-9i)', '(1+5i)', '(4+6i)', '(8-4i)'] -> (((4+6i) * ((1-9i) + (1+5i))) - (8-4i))
[125144] ['(1-9i)', '(1+5i)', '(4+6i)', '8'] -> (((4+6i) - (1-9i)) / ((1+5i) / 8))
[125217] ['(1-9i)', '(1+5i)', '(4+9i)', '(5+i)'] -> (((5+i) * ((1-9i) + (4+9i))) - (1+5i))
[125241] ['(1-9i)', '(1+5i)', '(5-9i)', '(5-5i)'] -> (((1+5i) + (5-5i)) * ((5-9i) - (1-9i)))
[125406] ['(1-9i)', '(1+5i)', '(5-4i)', '8'] -> (8 * ((5-4i) - ((1-9i) + (1+5i))))
[125508] ['(1-9i)', '(1+5i)', '5', '(6-8i)'] -> ((5 * ((6-8i) - (1-9i))) - (1+5i))
[125528] ['(1-9i)', '(1+5i)', '(5+i)', '(6-9i)'] -> (((5+i) * ((6-9i) - (1-9i))) - (1+5i))
[125614] ['(1-9i)', '(1+5i)', '(5+5i)', '(5+9i)'] -> (((1-9i) + (5+9i)) * ((5+5i) - (1+5i)))
[125671] ['(1-9i)', '(1+5i)', '(5+7i)', '(9-7i)'] -> ((5+7i) - ((9-7i) * ((1-9i) / (1+5i))))
[125816] ['(1-9i)', '(1+5i)', '(6-4i)', '6'] -> (6 * ((6-4i) - ((1-9i) + (1+5i))))
[126404] ['(1-9i)', '(1+5i)', '(8-8i)', '(9-3i)'] -> (((8-8i) * (9-3i)) / ((1-9i) + (1+5i)))
[126562] ['(1-9i)', '(1+5i)', '(9-i)', '(9+6i)'] -> (((9-i) - (1-9i)) / ((1+5i) / (9+6i)))
[126594] ['(1-9i)', '(1+6i)', '(1+6i)', '(4-9i)'] -> ((4-9i) + ((1+6i) * ((1-9i) + (1+6i))))
[126598] ['(1-9i)', '(1+6i)', '(1+6i)', '(4-4i)'] -> ((-9i + ((3-2i) * (6-9i))) / -2i)
[126641] ['(1-9i)', '(1+6i)', '(1+7i)', '5'] -> (((1-i) * (4+5i)) + ((7+5i) + (8-6i)))
[126666] ['(1-9i)', '(1+6i)', '(1+8i)', '(2+7i)'] -> (((2+7i) * ((1-9i) + (1+6i))) - (1+8i))
[126723] ['(1-9i)', '(1+6i)', '(2-9i)', '(5-5i)'] -> (((1+6i) + (2-9i)) * ((5-5i) - (1-9i)))
[126834] ['(1-9i)', '(1+6i)', '(2-7i)', '(6+5i)'] -> ((1-9i) + ((6+5i) * ((1+6i) + (2-7i))))
[126859] ['(1-9i)', '(1+6i)', '(2-6i)', '(2+6i)'] -> ((2-6i) + ((2+6i) * ((1-9i) + (1+6i))))
[126865] ['(1-9i)', '(1+6i)', '(2-6i)', '(3-3i)'] -> (((1-9i) + (2-6i)) + ((1+6i) * (3-3i)))
[126903] ['(1-9i)', '(1+6i)', '(2-6i)', '(9-9i)'] -> (((1+6i) + (2-6i)) * ((9-9i) - (1-9i)))
[126944] ['(1-9i)', '(1+6i)', '(2-5i)', '(9-2i)'] -> ((4+4i) * ((3+4i) + ((3-8i) - (3-i))))
[126955] ['(1-9i)', '(1+6i)', '(2-4i)', '(3-i)'] -> (((1-9i) - (3-i)) + ((1+6i) * (2-4i)))
[126999] ['(1-9i)', '(1+6i)', '(2-3i)', '3'] -> (((1-9i) + 3) + ((1+6i) * (2-3i)))
[127002] ['(1-9i)', '(1+6i)', '(2-3i)', '(3+5i)'] -> (((1-9i) + (3+5i)) * ((1+6i) + (2-3i)))
[127040] ['(1-9i)', '(1+6i)', '(2-2i)', '(4+9i)'] -> (((1-7i) + (2+4i)) * ((4-3i) - -7i))
[127044] ['(1-9i)', '(1+6i)', '(2-2i)', '(6-9i)'] -> (((3-i) * (7-i)) - ((1-7i) - (5+3i)))
[127056] ['(1-9i)', '(1+6i)', '(2-2i)', '(8+3i)'] -> ((2-2i) * ((8+3i) - ((1-9i) + (1+6i))))
[127060] ['(1-9i)', '(1+6i)', '(2-2i)', '(9-i)'] -> (((1-9i) + (9-i)) + ((1+6i) * (2-2i)))
[127067] ['(1-9i)', '(1+6i)', '(2-i)', '(3+3i)'] -> ((3+3i) * ((2-i) + ((1-9i) + (1+6i))))
[127104] ['(1-9i)', '(1+6i)', '2', '(4-4i)'] -> ((4-4i) * ((1-9i) + ((1+6i) * 2)))
[127108] ['(1-9i)', '(1+6i)', '2', '(4+6i)'] -> (((4+6i) * ((1-9i) + (1+6i))) - 2)
[127120] ['(1-9i)', '(1+6i)', '2', '(7-3i)'] -> ((((1-9i) * (1+6i)) - (7-3i)) / 2)
[127124] ['(1-9i)', '(1+6i)', '2', '(8-8i)'] -> ((8-8i) * ((1+6i) + ((1-9i) / 2)))
[127153] ['(1-9i)', '(1+6i)', '(2+i)', '(7+2i)'] -> ((1+6i) + ((2+i) * ((1-9i) + (7+2i))))
[127172] ['(1-9i)', '(1+6i)', '(2+2i)', '(4-3i)'] -> ((2+2i) * ((4-3i) + ((1-9i) + (1+6i))))
[127189] ['(1-9i)', '(1+6i)', '(2+2i)', '(6+9i)'] -> ((2+2i) * ((6+9i) + ((1-9i) - (1+6i))))
[127192] ['(1-9i)', '(1+6i)', '(2+2i)', '(8-9i)'] -> ((2+2i) * ((8-9i) - ((1-9i) + (1+6i))))
[127224] ['(1-9i)', '(1+6i)', '(2+3i)', '(6-9i)'] -> (((1-9i) * (2+3i)) + ((1+6i) - (6-9i)))
[127227] ['(1-9i)', '(1+6i)', '(2+3i)', '6'] -> (6 * ((2+3i) + ((1-9i) + (1+6i))))
[127245] ['(1-9i)', '(1+6i)', '(2+3i)', '(9+6i)'] -> (((6-6i) * (6-2i)) / ((1-7i) / (3-i)))
[127255] ['(1-9i)', '(1+6i)', '(2+4i)', '(3+7i)'] -> ((8-6i) - ((8+3i) * ((1-4i) - (3-4i))))
[127279] ['(1-9i)', '(1+6i)', '(2+4i)', '(8-2i)'] -> ((8-2i) + ((2+4i) * ((1-9i) + (1+6i))))
[127298] ['(1-9i)', '(1+6i)', '(2+5i)', '(5-4i)'] -> (((3-3i) - (9-3i)) * ((4+8i) - (8+8i)))
[127316] ['(1-9i)', '(1+6i)', '(2+6i)', '(3-2i)'] -> (((1-9i) + (2+6i)) * ((1+6i) + (3-2i)))
[127359] ['(1-9i)', '(1+6i)', '(2+7i)', '(3-3i)'] -> ((3-3i) * ((2+7i) + ((1-9i) + (1+6i))))
[127376] ['(1-9i)', '(1+6i)', '(2+7i)', '(5+4i)'] -> ((2+7i) + ((5+4i) * ((1-9i) + (1+6i))))
[127431] ['(1-9i)', '(1+6i)', '(2+9i)', '(4-6i)'] -> (((1-9i) * ((2+9i) - (1+6i))) - (4-6i))
