[177292] ['4/7', '5/6', '5/3', '9/4', '6'] -> ((((5/6 + 5/3) * 6) / 4/7) - 9/4)
[193852] ['3/5', '3/4', '6/7', '9/4', '8'] -> ((6/7 * 8) * (9/4 + (3/4 / 3/5)))
[193853] ['2/5', '4/7', '6/5', '7/4', '7'] -> (((7 + (4/7 * 7/4)) * 6/5) / 2/5)
[193854] ['3/7', '7/9', '1', '8/5', '5/2'] -> (8/5 / ((1 / 5/2) - (3/7 * 7/9)))
[193855] ['4/5', '6/7', '7/5', '9/4', '5'] -> (5 / (9/4 - (7/5 / (4/5 * 6/7))))
[193856] ['1/5', '1/3', '4/9', '1/2', '1'] -> ((1/3 + (1 / 1/5)) / (4/9 * 1/2))
[193857] ['3/7', '9/8', '3/2', '2', '9/2'] -> (9/2 / (3/2 - (9/8 / (3/7 * 2))))
[193858] ['1/9', '4/7', '8/9', '7/3', '9'] -> (8/9 / (((4/7 * 7/3) / 9) - 1/9))
[193859] ['3/7', '5/8', '7/9', '5/4', '6'] -> ((6 + (5/4 / 5/8)) / (3/7 * 7/9))
[193860] ['1/3', '7/9', '7/8', '3/2', '6'] -> ((((6 * 7/9) / 1/3) * 3/2) / 7/8)
[193861] ['5/7', '7/8', '7/8', '4/3', '2'] -> (2 / (4/3 - (5/7 * (7/8 + 7/8))))
[193862] ['7/9', '4/5', '5/3', '9/2', '9'] -> (4/5 / ((9/2 / 9) - (7/9 / 5/3)))
[193863] ['2/5', '4/7', '6/5', '9/5', '7'] -> (6/5 / ((9/5 / (4/7 * 7)) - 2/5))
[193864] ['1/7', '1/2', '3/4', '4/3', '7'] -> (1/2 * ((7 / 1/7) - (3/4 * 4/3)))
[193865] ['4/5', '6/7', '7/5', '5/2', '5'] -> ((7/5 / (6/7 - 4/5)) - (5/2 / 5))
[193866] ['3/5', '3/4', '6/7', '5/2', '8'] -> ((3/4 + 8) * (3/5 + (6/7 * 5/2)))
[193867] ['1/3', '7/9', '7/8', '5/3', '6'] -> (((6 / 1/3) - 5/3) / (7/9 * 7/8))
[193868] ['2/9', '5/9', '8/9', '7/6', '3'] -> ((8/9 / 2/9) / (5/9 - (7/6 / 3)))
[193869] ['1/9', '4/7', '8/9', '7/2', '9'] -> (8/9 * (9 + ((7/2 * 4/7) / 1/9)))
[193870] ['3/4', '3/4', '3/4', '7/4', '8'] -> ((3/4 * 8) / (7/4 - (3/4 + 3/4)))
[193871] ['1/7', '1/6', '2/5', '1', '8/3'] -> (((8/3 + (1 / 1/7)) / 2/5) - 1/6)
[193872] ['2/5', '4/7', '6/5', '8/3', '7'] -> (7 * ((2/5 * 4/7) + (6/5 * 8/3)))
[193873] ['4/5', '6/7', '7/5', '8/3', '5'] -> (8/3 * (4/5 + (7/5 * (6/7 + 5))))
[193874] ['2/9', '5/9', '8/9', '6/5', '3'] -> (((3 + (5/9 + 8/9)) * 6/5) / 2/9)
[193875] ['1/7', '1/2', '3/4', '8/5', '7'] -> (((7 / (1/2 - 1/7)) - 8/5) / 3/4)
[193876] ['3/7', '5/8', '7/9', '3/2', '6'] -> ((3/2 * 6) / ((5/8 / 7/9) - 3/7))
[193877] ['2/5', '4/7', '6/5', '9/2', '7'] -> ((((4/7 * 9/2) - 6/5) * 7) / 2/5)
[193878] ['3/4', '3/4', '3/4', '7/3', '8'] -> (8 / (7/3 - ((3/4 + 3/4) / 3/4)))
[193879] ['2/9', '5/9', '8/9', '5/4', '3'] -> ((8/9 + (5/4 * (5/9 + 3))) / 2/9)
[193880] ['1/7', '1/2', '3/4', '5/3', '7'] -> (7 / (1/7 * (5/3 + (1/2 * 3/4))))
[193881] ['3/7', '5/8', '7/9', '8/5', '6'] -> (((6 / 5/8) - 8/5) / (3/7 * 7/9))
[193882] ['1/5', '1/3', '4/9', '5/6', '1'] -> (1 / ((5/6 * (1/5 / 4/9)) - 1/3))
[193883] ['3/7', '7/9', '1', '5/3', '9/4'] -> ((1 / ((7/9 / 5/3) - 3/7)) - 9/4)
[193884] ['1/3', '7/9', '7/8', '5/2', '6'] -> ((7/8 + 5/2) * (6 + (1/3 + 7/9)))
[193885] ['2/9', '5/9', '8/9', '9/7', '3'] -> (8/9 / (5/9 - (3 * (2/9 / 9/7))))
[193886] ['3/4', '3/4', '7/9', '7/9', '8'] -> ((3/4 * 8) / ((7/9 / 7/9) - 3/4))
[193887] ['3/5', '3/4', '7/8', '7/8', '8'] -> (8 * ((3/4 / 3/5) + (7/8 + 7/8)))
[193888] ['3/5', '8/9', '7/6', '7/6', '6'] -> (6 * ((8/9 + 7/6) + (7/6 / 3/5)))
[193889] ['2/9', '5/9', '8/9', '7/5', '3'] -> (8/9 / (((5/9 * 7/5) / 3) - 2/9))
[193890] ['3/5', '3/4', '7/8', '8/9', '8'] -> ((8 / 8/9) / ((3/4 / 3/5) - 7/8))
[193891] ['1/5', '1/3', '4/9', '7/8', '1'] -> (1 / (7/8 - (4/9 / (1/5 + 1/3))))
[193892] ['5/7', '7/8', '7/8', '2', '7/3'] -> (2 / ((7/8 + 7/8) - (5/7 * 7/3)))
[193893] ['1/7', '1/6', '3/7', '3/5', '1'] -> (((3/7 / (1/7 * 3/5)) - 1) / 1/6)
[193894] ['3/4', '3/4', '7/9', '6/7', '8'] -> (8 / ((3/4 / 3/4) - (7/9 * 6/7)))
[193895] ['4/5', '6/7', '3/2', '9/5', '5'] -> ((9/5 / (6/7 - 4/5)) - (3/2 * 5))
[193896] ['1/9', '4/7', '9/8', '5/4', '9'] -> (((5/4 / 1/9) + (9 / 4/7)) / 9/8)
[193897] ['3/5', '8/9', '7/6', '5/4', '6'] -> ((6 + (7/6 / 5/4)) / (8/9 - 3/5))
[193898] ['1/3', '7/9', '8/9', '9/7', '6'] -> (((9/7 + (6 / 7/9)) * 8/9) / 1/3)
[193899] ['3/7', '7/9', '1', '5/3', '8/3'] -> (8/3 / ((7/9 + 5/3) - (1 / 3/7)))
[193900] ['1/5', '1/3', '4/9', '1', '9/8'] -> ((1 / 1/5) / ((4/9 / 1/3) - 9/8))
[193901] ['4/5', '6/7', '3/2', '9/4', '5'] -> (5 * ((4/5 + 9/4) + (3/2 / 6/7)))
[193902] ['2/5', '4/7', '5/4', '5/3', '7'] -> (((7 * 4/7) / 2/5) / (5/3 - 5/4))
[193903] ['1/3', '7/9', '8/9', '7/5', '6'] -> ((8/9 * 6) / ((7/9 / 7/5) - 1/3))
[193904] ['2/9', '5/9', '8/9', '9/5', '3'] -> (3 / (((5/9 / 8/9) / 9/5) - 2/9))
[193905] ['1/7', '1/2', '7/9', '6/7', '7'] -> ((6/7 / 1/7) + (7 / (1/2 * 7/9)))
[193906] ['4/5', '6/7', '3/2', '7/3', '5'] -> ((6/7 + (4/5 * 3/2)) * (7/3 * 5))
[193907] ['2/9', '5/9', '8/9', '9/4', '3'] -> (3 / ((5/9 / 8/9) - (2/9 * 9/4)))
[193908] ['5/7', '7/8', '7/8', '2', '9/2'] -> (9/2 / ((5/7 * 7/8) - (7/8 / 2)))
[193909] ['1/3', '7/9', '8/9', '8/5', '6'] -> (((7/9 + (8/9 / 8/5)) * 6) / 1/3)
[193910] ['3/5', '3/4', '7/8', '5/4', '8'] -> (8 / ((7/8 / (3/4 * 5/4)) - 3/5))
[193911] ['3/5', '8/9', '7/6', '8/5', '6'] -> (6 * (8/9 + ((8/5 * 7/6) / 3/5)))
[193912] ['3/5', '3/4', '7/8', '9/7', '8'] -> (8 * ((3/4 / 7/8) + (9/7 / 3/5)))
[193913] ['7/9', '4/5', '9/4', '5/2', '9'] -> ((4/5 * 5/2) + (9/4 * (7/9 + 9)))
[193914] ['1/7', '1/2', '7/9', '8/7', '7'] -> (7 / (7/9 * (1/2 - (1/7 / 8/7))))
[193915] ['3/4', '3/4', '7/9', '5/4', '8'] -> (8 * (7/9 + (5/4 / (3/4 * 3/4))))
[193916] ['1/9', '4/7', '9/8', '5/3', '9'] -> (5/3 / ((1/9 / 4/7) - (9/8 / 9)))
[193917] ['2/5', '4/7', '5/4', '5/2', '7'] -> (7 * ((4/7 / 2/5) + (5/2 / 5/4)))
[193918] ['3/7', '5/8', '7/9', '9/2', '6'] -> (6 / (3/7 - ((5/8 / 7/9) / 9/2)))
[193919] ['1/7', '1/2', '7/9', '7/6', '7'] -> ((7 + ((1/2 + 7/6) / 1/7)) / 7/9)
[193920] ['7/9', '4/5', '9/4', '7/2', '9'] -> ((((7/9 + 9) * 9/4) / 4/5) - 7/2)
[193921] ['1/5', '1/3', '4/9', '1', '4/3'] -> (((1 / 1/5) + (4/3 / 4/9)) / 1/3)
[193922] ['3/5', '3/4', '7/8', '8/5', '8'] -> ((8 * (3/5 / 8/5)) / (7/8 - 3/4))
[193923] ['3/5', '8/9', '7/6', '7/4', '6'] -> (7/6 + (6 * (8/9 + (7/4 / 3/5))))
[193924] ['3/4', '3/4', '7/9', '7/5', '8'] -> (8 / (3/4 - ((3/4 * 7/9) / 7/5)))
[193925] ['1/7', '1/2', '7/9', '6/5', '7'] -> ((7 / (7/9 * (1/2 - 1/7))) - 6/5)
[193926] ['1/3', '7/9', '9/8', '7/6', '6'] -> (((6 / (1/3 * 7/9)) * 7/6) / 9/8)
[193927] ['3/5', '8/9', '7/6', '9/4', '6'] -> ((((6 * 9/4) / 3/5) - 7/6) / 8/9)
[193928] ['3/4', '3/4', '7/9', '7/4', '8'] -> ((3/4 + (3/4 / 7/9)) * (7/4 * 8))
[193929] ['7/9', '4/5', '7/3', '7/3', '9'] -> (((7/3 + (7/3 * 9)) * 4/5) / 7/9)
[193930] ['4/5', '6/7', '8/5', '9/5', '5'] -> ((4/5 + (8/5 / 6/7)) * (9/5 * 5))
[193931] ['3/7', '7/9', '1', '7/4', '8/3'] -> ((8/3 / 7/9) / ((1 / 7/4) - 3/7))
[193932] ['1/7', '1/2', '7/9', '9/7', '7'] -> (1/2 * ((7 / 1/7) - (7/9 * 9/7)))
[193933] ['7/9', '4/5', '7/3', '7/2', '9'] -> (((7/2 * 4/5) / 7/9) * (9 - 7/3))
[193934] ['1/5', '1/3', '4/9', '1', '7/4'] -> ((7/4 / (1/5 * 1/3)) - (1 / 4/9))
[193935] ['1/3', '7/9', '9/8', '9/7', '6'] -> ((9/7 + (6 / 7/9)) / (1/3 * 9/8))
[193936] ['3/4', '3/4', '7/9', '9/2', '8'] -> ((8 + (9/2 / 3/4)) / (3/4 * 7/9))
[193937] ['4/5', '6/7', '8/5', '7/3', '5'] -> ((6/7 * 7/3) * (5 * (4/5 + 8/5)))
[193938] ['3/5', '3/4', '7/8', '7/3', '8'] -> (7/3 + (((3/4 + 7/8) * 8) / 3/5))
[193939] ['1/7', '1/2', '7/9', '7/5', '7'] -> (((7/9 + 7) * (1/7 + 7/5)) / 1/2)
[193940] ['3/4', '3/4', '4/5', '4/5', '8'] -> ((3/4 * 8) / ((4/5 / 4/5) - 3/4))
[193941] ['7/9', '4/5', '7/3', '9/2', '9'] -> ((9/2 + ((7/3 + 9) / 4/5)) / 7/9)
[193942] ['1/7', '1/6', '4/9', '4/7', '1'] -> (1 / (1/6 * (4/7 - (1/7 / 4/9))))
[193943] ['1/3', '7/9', '9/8', '7/5', '6'] -> ((6 / 9/8) / ((7/9 / 7/5) - 1/3))
[193944] ['3/4', '3/4', '4/5', '5/6', '8'] -> (8 / ((3/4 / 3/4) - (4/5 * 5/6)))
[193945] ['7/9', '4/5', '5/2', '5/2', '9'] -> (4/5 / ((7/9 / 5/2) - (5/2 / 9)))
[193946] ['1/9', '4/7', '9/8', '7/2', '9'] -> ((9 + ((7/2 * 4/7) / 1/9)) / 9/8)
[193947] ['3/5', '3/4', '7/8', '7/2', '8'] -> (8 / (3/4 - (7/8 / (3/5 * 7/2))))
[193948] ['1/5', '1/3', '4/9', '1', '5/2'] -> ((1/3 + 1) / ((1/5 * 5/2) - 4/9))
[193949] ['2/9', '5/9', '9/8', '8/3', '3'] -> ((3 + (8/3 / 2/9)) / (5/9 * 9/8))
[193950] ['3/5', '8/9', '6/5', '6/5', '6'] -> ((3/5 * 6) / ((6/5 / 8/9) - 6/5))
[193951] ['3/4', '3/4', '4/5', '6/7', '8'] -> (8 / (4/5 - (3/4 / (3/4 + 6/7))))
[193952] ['3/7', '9/8', '7/4', '2', '9/4'] -> (3/7 / ((9/8 - 9/4) + (2 / 7/4)))
[193953] ['2/5', '4/7', '9/7', '9/4', '7'] -> (9/7 / (((4/7 + 9/4) / 2/5) - 7))
[193954] ['1/7', '1/2', '7/9', '5/3', '7'] -> ((7 - 5/3) / (7/9 * (1/7 / 1/2)))
[193955] ['2/9', '5/9', '9/8', '3', '9/2'] -> (9/2 / (3 - ((9/8 * 5/9) / 2/9)))
[193956] ['1/7', '1/6', '4/9', '5/7', '1'] -> ((1/7 + ((5/7 + 1) / 4/9)) / 1/6)
[193957] ['3/7', '5/8', '4/5', '5/4', '6'] -> (((4/5 * 5/4) + (6 / 3/7)) / 5/8)
[193958] ['1/9', '4/7', '8/7', '6/5', '9'] -> (9 + ((8/7 / 6/5) / (1/9 * 4/7)))
[193959] ['1/5', '1/3', '4/9', '1', '7/2'] -> ((7/2 / (1/3 - 1/5)) - (1 / 4/9))
[193960] ['7/9', '4/5', '8/3', '7/2', '9'] -> (9 + ((8/3 * 7/2) / (7/9 * 4/5)))
[193961] ['1/3', '7/9', '9/8', '9/4', '6'] -> ((9/8 + 9/4) * (6 + (1/3 + 7/9)))
[193962] ['3/7', '5/8', '4/5', '4/3', '6'] -> (6 * ((4/5 / 3/7) + (4/3 / 5/8)))
[193963] ['1/7', '1/2', '7/9', '9/4', '7'] -> (((9/4 * 7/9) / 1/2) * (7 - 1/7))
[193964] ['1/5', '1/3', '1/2', '1/2', '1'] -> ((1/2 + ((1/2 + 1) / 1/5)) / 1/3)
[193965] ['2/5', '4/7', '4/3', '4/3', '7'] -> (7 * (((4/7 + 4/3) / 2/5) - 4/3))
[193966] ['3/4', '3/4', '4/5', '5/4', '8'] -> ((3/4 * 8) / ((4/5 * 5/4) - 3/4))
[193967] ['1/5', '1/3', '1/2', '5/9', '1'] -> ((1/3 + 1) / (5/9 * (1/5 * 1/2)))
[193968] ['3/5', '8/9', '6/5', '7/4', '6'] -> (6 * (7/4 + (6/5 / (3/5 * 8/9))))
[193969] ['3/7', '9/8', '7/4', '2', '7/2'] -> (3/7 / ((2 / (7/2 - 7/4)) - 9/8))
[193970] ['2/5', '4/7', '4/3', '3/2', '7'] -> (7 * ((4/7 / 2/5) + (4/3 * 3/2)))
[193971] ['1/7', '1/2', '7/9', '8/3', '7'] -> ((8/3 / 1/2) / ((1/7 * 7) - 7/9))
[193972] ['4/5', '6/7', '5/3', '8/3', '5'] -> ((5/3 + 5) * (8/3 + (4/5 / 6/7)))
[193973] ['7/9', '4/5', '7/2', '9/2', '9'] -> (4/5 * ((9 * (9/2 - 7/9)) - 7/2))
[193974] ['3/7', '7/9', '1', '9/4', '5/2'] -> ((5/2 / (3/7 * (1 - 7/9))) - 9/4)
[193975] ['1/5', '1/3', '1/2', '2/3', '1'] -> ((1/2 + (1 / (1/5 * 2/3))) / 1/3)
[193976] ['3/5', '8/9', '6/5', '7/2', '6'] -> (6/5 / ((7/2 / 6) - (3/5 * 8/9)))
[193977] ['2/5', '4/7', '4/3', '7/4', '7'] -> (((7 * 4/7) / 2/5) / (7/4 - 4/3))
[193978] ['1/9', '4/7', '8/7', '7/4', '9'] -> ((8/7 / 4/7) / ((7/4 / 9) - 1/9))
[193979] ['1/3', '7/9', '8/7', '9/7', '6'] -> (((6 + (7/9 * 9/7)) * 8/7) / 1/3)
[193980] ['3/4', '3/4', '4/5', '3/2', '8'] -> ((3/2 / (4/5 - 3/4)) - (3/4 * 8))
[193981] ['3/7', '7/9', '1', '9/4', '8/3'] -> (8/3 / ((1 / 9/4) - (3/7 * 7/9)))
[193982] ['3/5', '3/4', '8/9', '5/3', '8'] -> (8 / ((3/5 * 5/3) - (3/4 * 8/9)))
[193983] ['1/7', '1/6', '4/9', '1', '9/8'] -> (((4/9 / 1/7) + (1 / 9/8)) / 1/6)
[193984] ['1/7', '1/2', '4/5', '4/5', '7'] -> (1/2 * ((7 / 1/7) - (4/5 / 4/5)))
[193985] ['1/5', '1/3', '1/2', '3/4', '1'] -> ((1 / (1/5 * 1/2)) / (3/4 - 1/3))
[193986] ['3/4', '3/4', '4/5', '7/3', '8'] -> ((7/3 + (3/4 / 3/4)) * (8 - 4/5))
[193987] ['1/9', '4/7', '8/7', '9/5', '9'] -> ((8/7 * 9) / (1/9 + (4/7 / 9/5)))
[193988] ['3/7', '5/8', '4/5', '9/5', '6'] -> (((6 / 3/7) - (4/5 - 9/5)) / 5/8)
[193989] ['1/5', '1/3', '1/2', '7/9', '1'] -> ((1/3 + 1) / (1/5 * (7/9 - 1/2)))
[193990] ['1/3', '7/9', '8/7', '3/2', '6'] -> ((8/7 * 3/2) * ((6 * 7/9) / 1/3))
[193991] ['3/5', '3/4', '8/9', '7/2', '8'] -> ((8/9 + 8) * (7/2 - (3/5 / 3/4)))
[193992] ['3/4', '3/4', '4/5', '8/3', '8'] -> (8/3 * ((8 / 4/5) - (3/4 / 3/4)))
[193993] ['1/9', '4/7', '8/7', '9/4', '9'] -> (4/7 + ((1/9 + 9) * (8/7 * 9/4)))
[193994] ['1/7', '1/6', '4/9', '1', '6/5'] -> ((1 / (1/7 * (4/9 - 1/6))) - 6/5)
[193995] ['5/7', '7/8', '9/8', '7/6', '2'] -> (2 / (7/6 * (7/8 - (5/7 * 9/8))))
[193996] ['2/5', '4/7', '4/3', '5/2', '7'] -> ((2/5 + (4/3 * 5/2)) * (7 - 4/7))
[193997] ['4/5', '6/7', '7/4', '9/4', '5'] -> (6/7 / ((5 * (4/5 / 7/4)) - 9/4))
[193998] ['3/7', '5/8', '4/5', '9/4', '6'] -> ((9/4 / (3/7 * (4/5 - 5/8))) - 6)
[193999] ['7/9', '5/6', '5/6', '9/8', '9'] -> ((5/6 + (5/6 * 9)) / (9/8 - 7/9))
[194000] ['5/7', '7/8', '9/8', '6/5', '2'] -> ((6/5 * 2) / ((7/8 / 5/7) - 9/8))
[194001] ['1/3', '7/9', '8/7', '5/3', '6'] -> ((((6 / 1/3) - 5/3) * 8/7) / 7/9)
[194002] ['4/5', '6/7', '7/4', '7/3', '5'] -> (6/7 / (7/4 - (5 * (4/5 / 7/3))))
[194003] ['2/5', '4/7', '4/3', '7/2', '7'] -> ((4/7 * 7) / (7/2 - (4/3 / 2/5)))
[194004] ['3/7', '9/8', '9/5', '2', '7/2'] -> (2 / ((9/8 / 7/2) - (3/7 / 9/5)))
[194005] ['3/5', '3/4', '9/8', '9/8', '8'] -> (8 * (((9/8 + 9/8) / 3/5) - 3/4))
[194006] ['1/5', '1/3', '1/2', '1', '8/7'] -> (1 / (1/5 * (1/2 - (1/3 / 8/7))))
[194007] ['3/4', '3/4', '5/6', '6/7', '8'] -> (8 / (((3/4 / 3/4) / 6/7) - 5/6))
[194008] ['3/7', '5/8', '4/5', '5/2', '6'] -> (((6 / (3/7 * 4/5)) - 5/2) / 5/8)
[194009] ['4/5', '6/7', '7/4', '5/2', '5'] -> (5 * ((4/5 + 5/2) + (6/7 * 7/4)))
[194010] ['3/5', '8/9', '5/4', '8/5', '6'] -> ((6 + (8/5 / 3/5)) / (5/4 - 8/9))
[194011] ['5/7', '7/8', '9/8', '5/4', '2'] -> ((5/7 + (2 / 7/8)) / (5/4 - 9/8))
[194012] ['2/5', '4/7', '7/5', '7/5', '7'] -> (2/5 + (7 * (7/5 + (4/7 + 7/5))))
[194013] ['1/5', '1/3', '1/2', '1', '7/6'] -> (((1/2 + 7/6) / (1/5 * 1/3)) - 1)
[194014] ['1/7', '1/2', '4/5', '7/6', '7'] -> (7 / (1/2 - (7/6 * (1/7 / 4/5))))
[194015] ['2/9', '5/9', '8/7', '8/3', '3'] -> ((((8/3 / 8/7) - 5/9) * 3) / 2/9)
[194016] ['1/9', '4/7', '7/6', '7/6', '9'] -> ((7/6 / 1/9) + (9 / (4/7 * 7/6)))
[194017] ['4/5', '6/7', '7/4', '8/3', '5'] -> (5 * (4/5 + (8/3 * (6/7 * 7/4))))
[194018] ['2/9', '5/9', '8/7', '3', '7/2'] -> (3 / ((7/2 * (2/9 / 8/7)) - 5/9))
[194019] ['1/3', '7/9', '8/7', '9/4', '6'] -> ((6 + (9/4 * (7/9 * 8/7))) / 1/3)
[194020] ['7/9', '5/6', '5/6', '9/7', '9'] -> (9 * ((7/9 * 9/7) + (5/6 + 5/6)))
[194021] ['3/7', '5/8', '4/5', '9/2', '6'] -> (((9/2 + 6) / 3/7) - (5/8 * 4/5))
[194022] ['1/7', '1/2', '4/5', '5/4', '7'] -> (1/2 * ((7 / 1/7) - (4/5 * 5/4)))
[194023] ['2/9', '5/9', '8/7', '3', '9/2'] -> ((8/7 * 3) * (9/2 + (5/9 / 2/9)))
[194024] ['1/7', '1/6', '4/9', '1', '5/3'] -> (((1 + (4/9 / 1/6)) / 1/7) - 5/3)
[194025] ['1/5', '1/3', '1/2', '1', '4/3'] -> ((1/3 + ((1 + 4/3) / 1/5)) / 1/2)
[194026] ['3/5', '3/4', '9/8', '4/3', '8'] -> (8 * ((3/4 / (4/3 - 9/8)) - 3/5))
[194027] ['3/5', '8/9', '5/4', '9/4', '6'] -> ((6 / 9/4) / ((8/9 / 5/4) - 3/5))
[194028] ['3/7', '7/9', '1', '5/2', '9/2'] -> ((9/2 + (1 + 5/2)) / (3/7 * 7/9))
[194029] ['2/5', '4/7', '7/5', '7/4', '7'] -> (((4/7 + (7/5 / 7/4)) * 7) / 2/5)
[194030] ['3/7', '9/8', '2', '9/4', '5/2'] -> (2 * (((5/2 * 9/4) / 3/7) - 9/8))
[194031] ['5/7', '7/8', '9/8', '3/2', '2'] -> (3/2 / ((5/7 * 7/8) - (9/8 / 2)))
[194032] ['7/9', '5/6', '5/6', '7/5', '9'] -> ((5/6 + (5/6 / 7/9)) * (7/5 * 9))
[194033] ['1/9', '4/7', '7/6', '5/4', '9'] -> ((4/7 * 7/6) / ((5/4 / 9) - 1/9))
[194034] ['3/7', '5/8', '5/6', '5/6', '6'] -> (((5/6 / 5/6) + (6 / 3/7)) / 5/8)
[194035] ['3/5', '8/9', '5/4', '7/3', '6'] -> (6 * (8/9 + (7/3 / (3/5 * 5/4))))
[194036] ['1/5', '1/3', '1/2', '1', '7/4'] -> ((1 / 1/2) / (7/4 - (1/3 / 1/5)))
[194037] ['1/3', '7/9', '8/7', '7/2', '6'] -> ((1/3 + (7/2 * 6)) / (7/9 * 8/7))
[194038] ['3/7', '7/9', '1', '8/3', '9/2'] -> (8/3 / ((3/7 * 7/9) - (1 / 9/2)))
[194039] ['4/5', '6/7', '9/5', '5/2', '5'] -> ((9/5 / (6/7 - 4/5)) - (5/2 + 5))
[194040] ['3/4', '3/4', '6/7', '9/8', '8'] -> ((3/4 * 8) / (9/8 - (3/4 / 6/7)))
[194041] ['3/7', '5/8', '5/6', '8/9', '6'] -> (6 * (8/9 + (5/6 / (3/7 * 5/8))))
[194042] ['1/3', '7/9', '8/7', '9/2', '6'] -> (((1/3 / 7/9) + (9/2 * 6)) / 8/7)
[194043] ['3/7', '7/9', '1', '7/2', '7/2'] -> ((7/2 + (1 + 7/2)) / (3/7 * 7/9))
[194044] ['3/5', '8/9', '5/4', '7/2', '6'] -> ((8/9 * 5/4) * (3/5 + (7/2 * 6)))
[194045] ['7/9', '5/6', '5/6', '9/5', '9'] -> ((5/6 + (7/9 * 5/6)) * (9/5 * 9))
[194046] ['1/5', '1/3', '1/2', '1', '9/4'] -> (((1/3 + (1 / 1/5)) * 9/4) / 1/2)
[194047] ['3/7', '9/8', '2', '9/4', '7/2'] -> (9/8 + (9/4 * (2 + (7/2 / 3/7))))
[194048] ['2/5', '4/7', '7/5', '8/3', '7'] -> (8/3 * (7 + ((7/5 * 4/7) / 2/5)))
[194049] ['3/4', '3/4', '6/7', '7/6', '8'] -> ((3/4 * 8) / ((6/7 * 7/6) - 3/4))
[194050] ['1/3', '7/9', '7/6', '7/6', '6'] -> (6 / ((7/6 * 7/6) - (1/3 + 7/9)))
[194051] ['1/7', '1/6', '4/9', '1', '7/3'] -> (1 / ((1/6 / 4/9) - (1/7 * 7/3)))
[194052] ['3/5', '3/4', '9/8', '7/2', '8'] -> ((3/5 * 8) * (7/2 + (9/8 / 3/4)))
[194053] ['1/7', '1/2', '4/5', '7/4', '7'] -> ((1/2 + 7) / (7/4 * (1/7 / 4/5)))
[194054] ['1/3', '7/9', '7/6', '6/5', '6'] -> (((6 + (7/9 / 7/6)) * 6/5) / 1/3)
[194055] ['3/7', '4/5', '4/5', '5/6', '1'] -> (4/5 / ((4/5 / 3/7) - (5/6 + 1)))
[194056] ['3/7', '9/8', '2', '7/3', '7/3'] -> ((3/7 * 7/3) / ((7/3 / 2) - 9/8))
[194057] ['3/4', '3/4', '6/7', '6/5', '8'] -> (((6/7 + 6/5) * (3/4 + 8)) / 3/4)
[194058] ['1/9', '4/7', '7/6', '5/3', '9'] -> ((9 * (1/9 + 5/3)) / (4/7 * 7/6))
[194059] ['3/5', '8/9', '9/7', '4/3', '6'] -> ((9/7 * 6) * (8/9 + (4/3 / 3/5)))
[194060] ['3/7', '5/8', '5/6', '6/5', '6'] -> (((5/6 * 6/5) + (6 / 3/7)) / 5/8)
[194061] ['2/5', '4/7', '3/2', '3/2', '7'] -> (3/2 * ((3/2 / 2/5) + (7 / 4/7)))
[194062] ['7/9', '5/6', '5/6', '7/2', '9'] -> (7/2 * (9 - ((5/6 + 5/6) / 7/9)))
[194063] ['3/4', '3/4', '6/7', '5/4', '8'] -> (8 * (5/4 + ((3/4 + 3/4) / 6/7)))
[194064] ['1/7', '1/6', '4/9', '1', '8/3'] -> (1 / (8/3 - (1/6 / (1/7 * 4/9))))
[194065] ['1/7', '1/2', '4/5', '9/4', '7'] -> ((7 / 4/5) - (1/2 - (9/4 / 1/7)))
[194066] ['3/7', '9/8', '2', '7/3', '5/2'] -> (3/7 / (5/2 - (2 + (9/8 / 7/3))))
[194067] ['3/7', '4/5', '4/5', '8/9', '1'] -> ((4/5 + (4/5 / 3/7)) / (1 - 8/9))
[194068] ['1/9', '4/7', '7/6', '7/4', '9'] -> (9 + (((7/6 + 7/4) * 4/7) / 1/9))
[194069] ['3/7', '5/8', '5/6', '5/4', '6'] -> ((5/6 * 6) / ((5/8 / 3/7) - 5/4))
[194070] ['3/5', '3/4', '8/7', '6/5', '8'] -> (((3/4 + (6/5 / 8/7)) * 8) / 3/5)
[194071] ['1/7', '1/2', '4/5', '7/3', '7'] -> (7 / ((1/2 / 4/5) - (1/7 * 7/3)))
[194072] ['1/7', '1/6', '4/9', '1', '7/2'] -> (((1/6 + 7/2) + (1 / 1/7)) / 4/9)
[194073] ['2/9', '5/9', '7/6', '7/3', '3'] -> (3 + ((7/6 + (7/3 / 2/9)) / 5/9))
[194074] ['3/4', '3/4', '6/7', '3/2', '8'] -> (8 / (3/2 - ((3/4 / 3/4) / 6/7)))
[194075] ['1/9', '4/7', '7/6', '9/5', '9'] -> ((9/5 / (4/7 * 7/6)) * (9 - 1/9))
[194076] ['7/9', '5/6', '6/7', '7/8', '9'] -> (9 / ((5/6 / (7/9 * 6/7)) - 7/8))
[194077] ['1/7', '1/2', '4/5', '5/2', '7'] -> ((7 / (5/2 * (1/7 * 4/5))) - 1/2)
[194078] ['3/7', '9/8', '2', '7/3', '9/2'] -> (9/2 / (3/7 - ((9/8 / 2) / 7/3)))
[194079] ['2/5', '4/7', '3/2', '9/5', '7'] -> ((4/7 * 7) * (3/2 + (9/5 / 2/5)))
[194080] ['4/5', '6/7', '7/3', '7/3', '5'] -> (5 * (4/5 + (6/7 * (7/3 + 7/3))))
