[168436] ['2/5', '4/7', '5/8', '9/8', '6'] -> 6 / 4/7 / (5/8 / 2/5 - 9/8)
[175773] ['5/7', '7/9', '9/4', '5/2', '9'] -> 5/2 + 9/4 * (9 + 5/7 * 7/9)
[175774] ['3/7', '5/9', '7/8', '8/9', '2'] -> 2 / 7/8 / (3/7 + 5/9 - 8/9)
[175775] ['2/3', '2/3', '7/8', '2', '5/2'] -> 5/2 / ((2/3 + 7/8) / 2 - 2/3)
[175776] ['2/7', '7/6', '6/5', '4/3', '6'] -> 6/5 * (7/6 + 4/3) + 6 / 2/7
[175777] ['4/7', '4/5', '8/7', '7/2', '6'] -> 7/2 * (8/7 / 4/5 - (4/7 - 6))
[175778] ['1/9', '1/4', '4/7', '5/2', '9'] -> 9 * (5/2 + 1/9 / 4/7) - 1/4
[175779] ['6/7', '7/5', '7/3', '8/3', '3'] -> 8/3 / (7/5 * (6/7 - 7/3 / 3))
[175780] ['3/4', '8/9', '8/5', '9/5', '5'] -> (9/5 + 8/5 / 8/9) / (3/4 / 5)
[175781] ['4/5', '7/8', '5/3', '5/3', '4'] -> 4 / (4/5 * (5/3 - 7/8 * 5/3))
[175782] ['1/4', '2/3', '5/7', '5/7', '7'] -> (5/7 + 5/7) * 7 / (2/3 - 1/4)
[175783] ['2/3', '2/3', '7/8', '2', '8/3'] -> 2/3 / (2/3 * 8/3 - 7/8 * 2)
[175784] ['4/7', '3/5', '8/7', '5/4', '8'] -> 8/7 / 5/4 / (3/5 - 4/7) - 8
[175785] ['1/9', '1/4', '4/7', '8/3', '9'] -> 9 + (1/4 + 8/3) / (1/9 / 4/7)
[175786] ['3/7', '3/7', '1', '9/7', '5/2'] -> (3/7 + 9/7) / (3/7 * 5/2 - 1)
[175787] ['2/7', '7/6', '6/5', '3/2', '6'] -> 3/2 / (6/5 - 7/6) - 6 / 2/7
[175788] ['3/7', '3/7', '1', '9/7', '8/3'] -> 9/7 * 8/3 / (1 - (3/7 + 3/7))
[175789] ['4/7', '2/3', '8/5', '5/3', '3'] -> 3 / (2/3 / 4/7 - 5/3 / 8/5)
[175790] ['1/4', '2/3', '5/7', '7/9', '7'] -> 2/3 / (7/9 - (5/7 + 1/4 / 7))
[175791] ['1/6', '5/6', '6/7', '8/9', '1'] -> (1/6 + 1 / 6/7) / (8/9 - 5/6)
[175792] ['1/9', '1/4', '4/7', '7/2', '9'] -> 4/7 * 7/2 / (1/9 - 1/4 / 9)
[175793] ['3/8', '6/7', '8/5', '7/2', '7'] -> 8/5 * (7 + 7/2 / (3/8 / 6/7))
[175794] ['3/7', '5/9', '7/8', '7/6', '2'] -> 2 / 3/7 / (7/8 / 7/6 - 5/9)
[175795] ['4/7', '3/5', '8/7', '3/2', '8'] -> 8 * (4/7 / 8/7 + 3/2 / 3/5)
[175796] ['2/3', '2/3', '8/9', '8/9', '2'] -> 8/9 * 2 / (2/3 - 2/3 * 8/9)
[175797] ['4/5', '7/8', '5/3', '9/5', '4'] -> 4/5 / (7/8 * 4 - (5/3 + 9/5))
[175798] ['2/5', '7/9', '8/7', '9/5', '6'] -> 8/7 * 9/5 * 6 / (2/5 / 7/9)
[175799] ['5/7', '7/9', '7/3', '5/2', '9'] -> 5/2 * (9 / 5/7 - 7/3 / 7/9)
[175800] ['3/7', '3/7', '1', '9/7', '9/2'] -> 9/2 * (1 / 3/7 + 9/7 / 3/7)
[175801] ['4/7', '3/5', '8/7', '7/4', '8'] -> 8 / (7/4 * (8/7 - 4/7 / 3/5))
[175802] ['2/3', '2/3', '8/9', '8/7', '2'] -> (2/3 + 2) / (8/9 / 8/7 - 2/3)
[175803] ['6/7', '7/5', '5/2', '3', '7/2'] -> 7/5 * (3 * (5/2 + 7/2) - 6/7)
[175804] ['2/7', '7/6', '6/5', '9/5', '6'] -> 9/5 + (6/5 + 6 / 7/6) / 2/7
[175805] ['4/7', '4/5', '7/6', '9/7', '6'] -> 6 * (4/7 / (9/7 - 7/6) - 4/5)
[175806] ['4/5', '7/8', '5/3', '7/3', '4'] -> 4 / 4/5 / (7/8 + 5/3 - 7/3)
[175807] ['5/7', '7/9', '7/3', '7/2', '9'] -> 7/2 * (9 - 7/3 * 5/7 / 7/9)
[175808] ['6/7', '7/5', '5/2', '3', '9/2'] -> 7/5 * 5/2 * (3 + 6/7 * 9/2)
[175809] ['3/4', '8/9', '5/3', '9/5', '5'] -> 8/9 + (5/3 + 9/5) / (3/4 / 5)
[175810] ['3/7', '5/9', '7/8', '9/7', '2'] -> (9/7 + 2) / (3/7 * (7/8 - 5/9))
[175811] ['2/3', '2/3', '8/9', '9/7', '2'] -> 2 / (2/3 - 2/3 / 8/9 / 9/7)
[175812] ['2/7', '7/6', '6/5', '5/2', '6'] -> 5/2 * (6 + 6/5 / (2/7 * 7/6))
[175813] ['4/7', '3/5', '8/7', '9/2', '8'] -> 3/5 * 8 * (9/2 + 4/7 / 8/7)
[175814] ['1/4', '2/3', '5/7', '5/4', '7'] -> 5/7 / 5/4 * 7 / (1/4 * 2/3)
[175815] ['4/5', '7/8', '5/3', '7/2', '4'] -> 7/2 / (5/3 * (7/8 - 4/5)) - 4
[175816] ['1/6', '5/6', '6/7', '1', '9/7'] -> 6/7 / (1/6 * 9/7) / (1 - 5/6)
[175817] ['3/7', '5/9', '7/8', '4/3', '2'] -> 2 / (5/9 - 3/7) / (7/8 / 4/3)
[175818] ['6/7', '7/5', '8/3', '3', '9/2'] -> 8/3 * 6/7 * 7/5 * (3 + 9/2)
[175819] ['3/4', '8/9', '5/3', '5/2', '5'] -> 5/3 / 5/2 * 5 / (8/9 - 3/4)
[175820] ['5/7', '7/9', '5/2', '9/2', '9'] -> 7/9 * 9 * (9/2 - 5/7) - 5/2
[175821] ['2/3', '2/3', '8/9', '7/4', '2'] -> 2/3 / (2/3 - 8/9 - (7/4 - 2))
[175822] ['1/9', '1/4', '3/5', '7/9', '9'] -> 9 / (1/9 / (7/9 - 3/5) - 1/4)
[175823] ['1/4', '2/3', '5/7', '7/5', '7'] -> 5/7 / (1/4 * 2/3) * (7 - 7/5)
[175824] ['1/6', '5/6', '6/7', '1', '4/3'] -> 4/3 / 1/6 / (1 / 6/7 - 5/6)
[175825] ['2/3', '2/3', '8/9', '9/5', '2'] -> 8/9 / (2/3 / 9/5 - 2/3 / 2)
[175826] ['3/4', '8/9', '5/3', '7/2', '5'] -> 3/4 * 8/9 + 7/2 * (5/3 + 5)
[175827] ['1/9', '1/4', '3/5', '4/5', '9'] -> 9 / 1/4 - 4/5 / (1/9 * 3/5)
[175828] ['2/7', '7/6', '5/4', '5/4', '6'] -> (6 + 5/4 / (7/6 * 5/4)) / 2/7
[175829] ['2/5', '7/9', '7/6', '7/6', '6'] -> (7/6 + 6 / (2/5 / 7/6)) / 7/9
[175830] ['4/7', '2/3', '5/3', '7/4', '3'] -> 2/3 / 7/4 / (4/7 - 5/3 / 3)
[175831] ['2/3', '2/3', '8/9', '2', '5/2'] -> 2/3 / ((5/2 - 2/3) / 2 - 8/9)
[175832] ['2/7', '7/6', '5/4', '9/7', '6'] -> 6 * (9/7 / (2/7 / 7/6) - 5/4)
[175833] ['1/9', '1/4', '3/5', '5/6', '9'] -> 9 / (1/4 * (1/9 + 5/6 / 3/5))
[175834] ['3/7', '5/9', '7/8', '5/3', '2'] -> 2 / (7/8 * (3/7 - 5/9 / 5/3))
[175835] ['4/7', '4/5', '7/6', '5/2', '6'] -> 7/6 * 5/2 * 6 * (4/7 + 4/5)
[175836] ['4/5', '7/8', '7/4', '5/2', '4'] -> 5/2 * (4/5 + 4) / (7/8 / 7/4)
[175837] ['6/7', '3/2', '3/2', '7/4', '3'] -> 3/2 / (7/4 / (6/7 / 3/2) - 3)
[175838] ['1/4', '2/3', '5/7', '9/5', '7'] -> 5/7 * 9/5 * 7 / (1/4 / 2/3)
[175839] ['2/7', '7/6', '5/4', '7/5', '6'] -> (7/5 + 6 / 2/7) / (7/6 / 5/4)
[175840] ['5/7', '7/9', '7/2', '7/2', '9'] -> 5/7 * 9 * (7/9 + 7/2) - 7/2
[175841] ['4/7', '3/5', '7/6', '5/3', '8'] -> 8 / (3/5 * 5/3 - 4/7 * 7/6)
[175842] ['2/3', '2/3', '8/9', '2', '9/2'] -> (2 + 2/3 + 8/9) / (2/3 / 9/2)
[175843] ['3/8', '6/7', '7/4', '5/2', '7'] -> 6/7 * 7 * (7/4 * 5/2 - 3/8)
[175844] ['1/9', '1/4', '3/5', '6/7', '9'] -> 9 / (1/4 / 3/5 / 6/7 - 1/9)
[175845] ['4/5', '7/8', '7/4', '7/2', '4'] -> 4 * (7/2 + 7/4 / (4/5 * 7/8))
[175846] ['2/7', '7/6', '5/4', '8/5', '6'] -> (6 + 5/4 * 8/5) / (2/7 * 7/6)
[175847] ['2/3', '2/3', '9/8', '9/8', '2'] -> 2 / (9/8 * (2/3 - 2/3 / 9/8))
[175848] ['3/4', '8/9', '7/4', '5/2', '5'] -> 3/4 / (5 / 5/2 - 7/4 / 8/9)
[175849] ['4/7', '4/5', '7/6', '9/2', '6'] -> 4/5 * 9/2 * (6 + 4/7 * 7/6)
[175850] ['4/5', '7/8', '7/4', '4', '9/2'] -> (4/5 + 4) * (9/2 + 7/8 / 7/4)
[175851] ['3/7', '5/9', '7/8', '9/5', '2'] -> 5/9 * 9/5 / (7/8 / 3/7 - 2)
[175852] ['4/7', '3/5', '7/6', '7/3', '8'] -> 7/3 * (4/7 / 3/5 + 7/6 * 8)
[175853] ['2/5', '7/9', '7/6', '7/3', '6'] -> 6 * (7/3 + 7/9 / (2/5 * 7/6))
[175854] ['4/7', '2/3', '7/4', '7/4', '3'] -> 4/7 / 2/3 / (7/4 - 3 / 7/4)
[175855] ['6/7', '3/2', '3/2', '5/2', '3'] -> 3 / (3/2 / (6/7 / 3/2) - 5/2)
[175856] ['2/3', '2/3', '9/8', '9/7', '2'] -> 2 / (2/3 - 2/3 * 9/8 / 9/7)
[175857] ['3/4', '8/9', '9/5', '9/5', '5'] -> 5 * (3/4 + (9/5 + 9/5) / 8/9)
[175858] ['3/8', '6/7', '9/5', '7/3', '7'] -> (7 - 6/7 * 7/3) / (3/8 / 9/5)
[175859] ['4/7', '4/5', '6/5', '3/2', '6'] -> (4/5 + 6/5) * (3/2 + 6 / 4/7)
[175860] ['2/7', '7/6', '5/4', '8/3', '6'] -> 6 * ((8/3 - 7/6) / 2/7 - 5/4)
[175861] ['3/7', '5/9', '7/8', '2', '5/2'] -> 5/2 / (3/7 * 5/9) / (7/8 / 2)
[175862] ['4/5', '7/8', '9/5', '4', '9/2'] -> (4/5 + 4) * (7/8 + 9/2) - 9/5
[175863] ['1/6', '5/6', '6/7', '1', '7/3'] -> (1 + 5/6 * 6/7) / (1/6 / 7/3)
[175864] ['4/7', '3/5', '6/5', '6/5', '8'] -> (3/5 + 6/5) / (4/7 / 8) - 6/5
[175865] ['1/9', '1/4', '3/5', '6/5', '9'] -> 6/5 / (3/5 * (1/9 - 1/4 / 9))
[175866] ['4/7', '2/3', '7/4', '9/4', '3'] -> 2/3 * 9/4 / (7/4 / 4/7 - 3)
[175867] ['3/7', '5/9', '7/8', '2', '8/3'] -> 8/3 / (3/7 - 5/9 / 7/8 / 2)
[175868] ['4/5', '7/8', '9/4', '9/4', '4'] -> 9/4 / (4 - (7/8 + 9/4) / 4/5)
[175869] ['3/8', '6/7', '9/5', '8/3', '7'] -> 9/5 * (7 / (3/8 / 6/7) - 8/3)
[175870] ['1/4', '2/3', '3/4', '7/5', '7'] -> (7 / (3/4 * 7/5) - 2/3) / 1/4
[175871] ['2/5', '7/9', '6/5', '6/5', '6'] -> (2/5 + 6) / (6/5 - 7/9 * 6/5)
[175872] ['2/7', '7/6', '9/7', '4/3', '6'] -> (9/7 * 4/3 + 6 / 7/6) / 2/7
[175873] ['4/7', '2/3', '7/4', '7/3', '3'] -> 2/3 / 7/3 / (7/4 / 3 - 4/7)
[175874] ['3/4', '8/9', '9/5', '9/2', '5'] -> 5 * (9/5 + 9/2 * 3/4 * 8/9)
[175875] ['4/7', '4/5', '6/5', '9/5', '6'] -> 6 / ((9/5 - 6/5) / 4/7 - 4/5)
[175876] ['1/6', '5/6', '7/8', '7/8', '1'] -> (1/6 + 7/8) / (7/8 - 5/6) - 1
[175877] ['2/7', '7/6', '9/7', '7/5', '6'] -> (6 - 9/7 / 7/6) / (2/7 / 7/5)
[175878] ['4/5', '7/8', '9/4', '7/2', '4'] -> 4 * (7/2 + 4/5 * (7/8 + 9/4))
[175879] ['4/7', '3/5', '6/5', '7/5', '8'] -> 7/5 * (4/7 + 8) / (3/5 / 6/5)
[175880] ['6/7', '3/2', '8/5', '9/4', '3'] -> 3/2 / (9/4 - 3 / (6/7 * 8/5))
[175881] ['2/5', '7/9', '6/5', '9/7', '6'] -> 6 * (7/9 * 9/7 + 6/5 / 2/5)
[175882] ['4/7', '4/5', '6/5', '9/4', '6'] -> 6 / (4/7 * (6/5 - 4/5)) - 9/4
[175883] ['3/8', '6/7', '9/4', '9/4', '7'] -> 9/4 / 7 / (6/7 - 3/8 * 9/4)
[175884] ['4/7', '2/3', '7/4', '3', '9/2'] -> 9/2 / (7/4 * (2/3 - 4/7)) - 3
[175885] ['3/4', '8/9', '9/4', '7/2', '5'] -> 7/2 * 5 / (3/4 * 8/9) - 9/4
[175886] ['2/3', '2/3', '9/8', '2', '7/3'] -> 2/3 / 2/3 / (7/3 / 2 - 9/8)
[175887] ['4/7', '3/5', '6/5', '8/5', '8'] -> (8 / 4/7 - (6/5 - 8/5)) / 3/5
[175888] ['2/3', '2/3', '9/8', '2', '5/2'] -> 2 * 5/2 / (2/3 + 2/3 - 9/8)
[175889] ['4/5', '7/8', '7/3', '5/2', '4'] -> 5/2 / (7/8 - 4/5) - 7/3 * 4
[175890] ['2/5', '7/9', '6/5', '7/5', '6'] -> (6 / (7/9 / 7/5) - 6/5) / 2/5
[175891] ['4/7', '4/5', '6/5', '9/2', '6'] -> 6 * (6/5 * 9/2 - 4/5 / 4/7)
[175892] ['1/9', '1/4', '3/5', '7/2', '9'] -> (1/4 + 7/2) * 9 * (1/9 + 3/5)
[175893] ['1/4', '2/3', '7/9', '8/9', '7'] -> (2/3 - 7/9 - (8/9 - 7)) / 1/4
[175894] ['3/4', '8/9', '7/3', '5/2', '5'] -> 5 / (3/4 * (8/9 + 5/2) - 7/3)
[175895] ['1/6', '5/6', '7/8', '1', '7/5'] -> 1 / (5/6 - 1/6 - 7/8 / 7/5)
[175896] ['3/8', '6/7', '9/4', '8/3', '7'] -> 9/4 * (8/3 + 7 / 6/7) - 3/8
[175897] ['1/4', '2/3', '7/9', '9/8', '7'] -> 7 / (1/4 - 9/8 + 7/9 / 2/3)
[175898] ['4/7', '3/5', '6/5', '7/3', '8'] -> (3/5 + 4/7 * 6/5) * 7/3 * 8
[175899] ['4/5', '7/8', '5/2', '4', '9/2'] -> 9/2 / (5/2 * (4/5 + 7/8) - 4)
[175900] ['4/7', '4/5', '5/4', '9/7', '6'] -> (9/7 + 4/5 * 5/4) / (4/7 / 6)
[175901] ['2/3', '2/3', '9/8', '2', '9/2'] -> 2/3 / ((9/8 + 2) / 9/2 - 2/3)
[175902] ['6/7', '3/2', '5/3', '5/3', '3'] -> 6/7 / (5/3 - 3/2) * (5/3 + 3)
[175903] ['4/7', '2/3', '9/5', '8/3', '3'] -> 9/5 * (3 / (4/7 / 8/3) - 2/3)
[175904] ['3/7', '3/7', '1', '3/2', '8/5'] -> 3/7 / (3/7 * 3/2 - 1 / 8/5)
[175905] ['2/7', '7/6', '4/3', '3/2', '6'] -> (6 + 4/3 * 3/2) / (2/7 * 7/6)
[175906] ['3/7', '5/9', '8/9', '9/7', '2'] -> 3/7 / (9/7 / 2 - 5/9 / 8/9)
[175907] ['1/6', '5/6', '7/8', '1', '7/4'] -> (7/4 + (7/8 + 1) / 5/6) / 1/6
[175908] ['3/4', '8/9', '5/2', '5/2', '5'] -> 5 / (3/4 * (5/2 - 8/9 * 5/2))
[175909] ['1/4', '2/3', '7/9', '8/7', '7'] -> 7 * (2/3 + 8/7) / (7/9 - 1/4)
[175910] ['2/3', '2/3', '8/7', '8/7', '2'] -> 8/7 * 2 / (2/3 * 8/7 - 2/3)
[175911] ['1/9', '1/4', '5/8', '7/9', '9'] -> (5/8 * (7/9 + 9) - 1/9) / 1/4
[175912] ['3/8', '6/7', '5/2', '5/2', '7'] -> (7 * (5/2 - 6/7) - 5/2) / 3/8
[175913] ['5/7', '4/5', '4/5', '5/3', '9'] -> 9 * (4/5 + 5/3 / (5/7 / 4/5))
[175914] ['3/7', '5/9', '8/9', '4/3', '2'] -> 2 / (5/9 / (3/7 * 4/3) - 8/9)
[175915] ['1/6', '5/6', '7/8', '1', '9/5'] -> 9/5 / (1/6 / 5/6 + 7/8 - 1)
[175916] ['4/7', '4/5', '5/4', '3/2', '6'] -> 6 / (5/4 / (4/7 / 4/5) - 3/2)
[175917] ['3/4', '8/9', '5/2', '8/3', '5'] -> (8/9 + 8/3) * (5 - (3/4 - 5/2))
[175918] ['1/4', '2/3', '7/9', '6/5', '7'] -> (2/3 / 6/5 + 7/9 * 7) / 1/4
[175919] ['2/3', '2/3', '8/7', '5/4', '2'] -> 2 / (5/4 - (2/3 + 2/3) / 8/7)
[175920] ['4/5', '7/8', '7/2', '4', '9/2'] -> 7/8 + (9/2 + 7/2 * 4) / 4/5
[175921] ['2/7', '7/6', '4/3', '9/5', '6'] -> (6 / 7/6 - 4/3) / (2/7 / 9/5)
[175922] ['4/7', '3/5', '5/4', '4/3', '8'] -> 8 / (4/7 * (4/3 - 3/5 * 5/4))
[175923] ['1/4', '2/3', '7/9', '5/4', '7'] -> 7 / ((1/4 + 7/9) / 2/3 - 5/4)
[175924] ['4/7', '4/5', '5/4', '7/4', '6'] -> 6 / 5/4 / (4/7 * 7/4 - 4/5)
[175925] ['3/7', '5/9', '8/9', '3/2', '2'] -> 8/9 / (2 / 3/2 - 5/9 / 3/7)
[175926] ['4/7', '2/3', '9/4', '5/2', '3'] -> 3 / (9/4 / (4/7 / 2/3) - 5/2)
[175927] ['1/6', '5/6', '8/9', '8/9', '1'] -> (1/6 + 1) / (5/6 / 8/9 - 8/9)
[175928] ['4/7', '4/5', '5/4', '9/4', '6'] -> 6 * (9/4 + 5/4 / (4/7 / 4/5))
[175929] ['3/8', '6/7', '8/3', '9/2', '7'] -> 6/7 * ((9/2 + 7) / 3/8 - 8/3)
[175930] ['1/9', '1/4', '5/8', '7/8', '9'] -> 9 / (1/9 * (7/8 + 5/8 / 1/4))
[175931] ['2/7', '7/6', '4/3', '5/2', '6'] -> 6 / (7/6 / 2/7 - (4/3 + 5/2))
[175932] ['6/7', '3/2', '5/3', '3', '7/2'] -> 3/2 + (6/7 + 3) * 5/3 * 7/2
[175933] ['3/4', '9/8', '9/8', '9/8', '5'] -> 5 / (9/8 / (3/4 * 9/8) - 9/8)
[175934] ['4/7', '3/5', '5/4', '3/2', '8'] -> 8 / 4/7 / (5/4 / 3/5 - 3/2)
[175935] ['4/5', '8/9', '8/9', '8/7', '4'] -> 8/9 / (8/7 - 8/9 / 4/5) - 4
[175936] ['4/7', '2/3', '9/4', '8/3', '3'] -> (9/4 + 3) * (4/7 + 8/3 / 2/3)
[175937] ['4/7', '4/5', '5/4', '7/3', '6'] -> 5/4 * 7/3 * 6 * (4/7 + 4/5)
[175938] ['3/8', '6/7', '7/2', '7/2', '7'] -> 6/7 * 7/2 / (7/2 / 7 - 3/8)
[175939] ['1/9', '1/4', '5/8', '9/8', '9'] -> (1/9 + 5/8 / 9/8) / (1/4 / 9)
[175940] ['3/4', '9/8', '9/8', '8/7', '5'] -> 9/8 * 5 / (9/8 / 8/7 - 3/4)
[175941] ['2/3', '2/3', '8/7', '7/4', '2'] -> 8/7 / (2/3 / 7/4 - 2/3 / 2)
[175942] ['1/4', '2/3', '7/9', '9/5', '7'] -> 2/3 / (1/4 / 9/5 - 7/9 / 7)
[175943] ['3/7', '3/7', '1', '3/2', '9/2'] -> 1 - 3/2 + 9/2 / (3/7 * 3/7)
[175944] ['2/7', '7/6', '7/5', '5/3', '6'] -> (6 + 5/3 / 7/5) / 2/7 - 7/6
[175945] ['3/4', '9/8', '9/8', '6/5', '5'] -> 6/5 * 5 / (9/8 / 9/8 - 3/4)
[175946] ['4/7', '4/5', '5/4', '9/2', '6'] -> 9/2 / (4/5 / 4/7 - 5/4) - 6
[175947] ['4/7', '3/5', '5/4', '9/5', '8'] -> (3/5 + 9/5 / 4/7) / (5/4 / 8)
[175948] ['1/9', '1/4', '5/8', '7/6', '9'] -> (7/6 + 5/8 / 1/4) / 1/9 - 9
[175949] ['6/7', '3/2', '7/4', '7/3', '3'] -> 3 * 6/7 * 7/3 / (7/4 - 3/2)
[175950] ['4/7', '4/5', '9/7', '9/7', '6'] -> 6 / (4/7 + 9/7 - 9/7 / 4/5)
[175951] ['2/5', '7/9', '5/4', '5/3', '6'] -> (5/4 + 5/3) / (7/9 / (2/5 + 6))
[175952] ['1/4', '2/3', '4/5', '6/7', '7'] -> (7 / 6/7 - 2/3) / (1/4 / 4/5)
[175953] ['3/4', '9/8', '9/8', '9/7', '5'] -> 5 / (9/8 / 9/7 - 3/4 / 9/8)
[175954] ['4/7', '2/3', '5/2', '8/3', '3'] -> 8/3 * (5/2 / 2/3 + 3 / 4/7)
[175955] ['4/5', '8/9', '8/9', '5/3', '4'] -> 8/9 / 5/3 * 4 / (8/9 - 4/5)
[175956] ['6/7', '3/2', '7/4', '5/2', '3'] -> (5/2 + 3 / 6/7) / (7/4 - 3/2)
[175957] ['5/7', '4/5', '5/6', '9/8', '9'] -> 5/7 * (4/5 + 9) / (9/8 - 5/6)
[175958] ['3/8', '7/8', '7/8', '5/4', '7'] -> (5/4 * 7 - 7/8) / (3/8 * 7/8)
[175959] ['4/7', '3/5', '5/4', '7/3', '8'] -> 8 / (7/3 * (3/5 - 4/7 / 5/4))
[175960] ['3/7', '5/9', '8/9', '2', '7/2'] -> 3/7 * 8/9 / (2 / 7/2 - 5/9)
[175961] ['6/7', '3/2', '7/4', '8/3', '3'] -> (3/2 + 6/7 * 7/4) * 8/3 * 3
[175962] ['2/7', '7/6', '7/5', '5/2', '6'] -> 5/2 / (7/6 / 7/5) + 6 / 2/7
[175963] ['6/7', '3/2', '7/4', '3', '7/2'] -> (3 + 6/7 * 7/2) / (7/4 - 3/2)
[175964] ['4/7', '4/5', '9/7', '5/3', '6'] -> 4/5 * 6 / (9/7 / 5/3 - 4/7)
[175965] ['2/5', '7/9', '5/4', '7/3', '6'] -> 7/3 * (2/5 + 6) / (7/9 / 5/4)
[175966] ['4/7', '2/3', '3', '7/2', '7/2'] -> (7/2 + 7/2 * (4/7 + 3)) / 2/3
[175967] ['2/7', '7/6', '7/5', '8/3', '6'] -> 6 / (7/6 / (2/7 * 7/5) - 8/3)
[175968] ['1/4', '2/3', '4/5', '8/7', '7'] -> 7 / (2/3 - 1/4) / (4/5 / 8/7)
[175969] ['5/7', '4/5', '5/6', '6/5', '9'] -> 9 * (5/6 / 5/7 + 6/5 / 4/5)
[175970] ['1/9', '1/4', '5/8', '8/5', '9'] -> 8/5 / (1/9 - 1/4 / 5/8 / 9)
[175971] ['4/7', '3/5', '5/4', '8/3', '8'] -> 8 / (4/7 * (8/3 - 5/4 / 3/5))
[175972] ['2/3', '2/3', '7/6', '9/7', '2'] -> 2/3 / 7/6 / (2/3 - 9/7 / 2)
[175973] ['3/7', '5/9', '9/8', '8/7', '2'] -> 3/7 / 9/8 / (8/7 / 2 - 5/9)
[175974] ['4/7', '4/5', '9/7', '9/4', '6'] -> 6 / (9/4 - (9/7 + 4/7 / 4/5))
[175975] ['3/4', '9/8', '9/8', '7/4', '5'] -> (7/4 + 5) / (9/8 - 3/4 * 9/8)
[175976] ['3/7', '3/7', '1', '8/5', '5/2'] -> 3/7 * 8/5 / (3/7 - 1 / 5/2)
[175977] ['6/7', '3/2', '9/5', '5/2', '3'] -> 3 / (5/2 * (9/5 - 3/2 / 6/7))
[175978] ['4/7', '3/5', '5/4', '9/2', '8'] -> 4/7 * 8 * (9/2 + 3/5 * 5/4)
[175979] ['2/3', '2/3', '7/6', '8/5', '2'] -> 2 / (7/6 - (2/3 + 2/3 / 8/5))
[175980] ['1/9', '1/4', '5/8', '7/2', '9'] -> (1/9 * 9 + 7/2 / 1/4) / 5/8
[175981] ['2/5', '7/9', '9/7', '4/3', '6'] -> 4/3 * (6 / (2/5 * 7/9) - 9/7)
[175982] ['3/7', '3/7', '1', '8/5', '7/2'] -> 3/7 / (1 / 7/2 - 3/7 / 8/5)
[175983] ['2/3', '2/3', '7/6', '7/4', '2'] -> 2/3 / 2/3 / (7/6 * 7/4 - 2)
[175984] ['3/4', '9/8', '9/8', '5/2', '5'] -> 5 / (5/2 / (3/4 + 9/8) - 9/8)
[175985] ['4/7', '4/5', '9/7', '8/3', '6'] -> 4/7 + 8/3 * (9/7 + 6 / 4/5)
[175986] ['1/9', '1/4', '5/8', '9/2', '9'] -> 9 / (1/4 + 5/8 - 1/9 * 9/2)
[175987] ['4/7', '3/5', '9/7', '9/7', '8'] -> 8 / (3/5 / 9/7) / (9/7 - 4/7)
[175988] ['6/7', '3/2', '9/5', '8/3', '3'] -> 9/5 * 8/3 * (3/2 + 3 / 6/7)
[175989] ['4/5', '8/9', '8/9', '4', '9/2'] -> 9/2 * (8/9 + 4 / (4/5 / 8/9))
[175990] ['2/3', '2/3', '7/6', '9/5', '2'] -> (2/3 + 2/3) / (7/6 - 2 / 9/5)
[175991] ['3/7', '3/7', '1', '8/5', '9/2'] -> 9/2 * (3/7 + 1) / (3/7 / 8/5)
[175992] ['4/7', '5/7', '5/7', '3/4', '3'] -> 3 * (5/7 + 5/7) / (3/4 - 4/7)
[175993] ['3/4', '9/8', '9/8', '8/3', '5'] -> (9/8 + 9/8 * 5) / (3/4 / 8/3)
[175994] ['5/7', '4/5', '5/6', '3/2', '9'] -> 9 * (3/2 + 5/7 * (4/5 + 5/6))
[175995] ['1/9', '1/4', '2/3', '2/3', '9'] -> 9 / 1/4 - (2/3 + 2/3) / 1/9
[175996] ['4/7', '4/5', '4/3', '4/3', '6'] -> 6 * (4/3 / 4/7 + 4/3 / 4/5)
[175997] ['2/5', '7/9', '9/7', '5/3', '6'] -> 6 / (2/5 / 5/3) - 7/9 * 9/7
[175998] ['5/7', '4/5', '5/6', '8/5', '9'] -> 9 * (4/5 + 8/5 / (5/7 / 5/6))
[175999] ['3/7', '3/7', '1', '5/3', '7/4'] -> (1 + 3/7 / 3/7) / (7/4 - 5/3)
[176000] ['3/7', '5/9', '9/8', '7/5', '2'] -> 3/7 * 7/5 / (9/8 / 5/9 - 2)
[176001] ['1/4', '2/3', '4/5', '9/2', '7'] -> 7 / (1/4 * 9/2 - 2/3 / 4/5)
[176002] ['3/8', '7/8', '8/9', '8/9', '7'] -> (8/9 / 8/9 + 7 / 7/8) / 3/8
[176003] ['3/4', '9/8', '8/7', '8/7', '5'] -> 5 / (8/7 / (3/4 * 8/7) - 9/8)
[176004] ['2/3', '2/3', '7/6', '2', '9/2'] -> 9/2 * (2/3 + 2) / (7/6 - 2/3)
[176005] ['2/5', '7/9', '9/7', '7/4', '6'] -> 6 / 9/7 / (7/9 / 2/5 - 7/4)
[176006] ['1/9', '1/4', '2/3', '7/9', '9'] -> 2/3 / (1/4 + 7/9 - 1/9 * 9)
[176007] ['5/7', '4/5', '5/6', '7/4', '9'] -> 9 / 5/6 / (5/7 * 7/4 - 4/5)
[176008] ['2/3', '2/3', '6/5', '5/4', '2'] -> (6/5 + 2) / (2/3 - 2/3 / 5/4)
