[5] ['1/7', '5/9', '8/9', '7/4', '6'] -> ((8/9 - (5/9 / 7/4)) / (1/7 / 6))
[15808] ['8/9', '7/6', '7/2', '4', '9/2'] -> ((4 + (8/9 * 9/2)) / (7/6 / 7/2))
[15809] ['1/7', '5/4', '9/4', '9/4', '6'] -> (((9/4 + 9/4) / 1/7) - (5/4 * 6))
[15810] ['8/7', '5/3', '9/4', '9/4', '3'] -> ((8/7 * (5/3 + 3)) * (9/4 + 9/4))
[15811] ['1/6', '5/9', '8/9', '7/3', '4'] -> ((4 + ((5/9 + 7/3) / 1/6)) / 8/9)
[15812] ['1/2', '1/2', '3/5', '3/4', '1'] -> ((1 / 1/2) / ((1/2 / 3/5) - 3/4))
[15813] ['1/4', '2/5', '4/7', '8/5', '2'] -> ((2/5 + (2 / (4/7 / 8/5))) / 1/4)
[15814] ['3/7', '5/6', '7/8', '5/4', '4'] -> (4 / ((5/4 / 7/8) - (3/7 + 5/6)))
[15815] ['1/6', '1/4', '7/8', '7/3', '5'] -> (((7/8 + 7/3) / 1/6) - (1/4 - 5))
[15816] ['1/7', '2/7', '4/9', '9/4', '9'] -> ((((9 - 2/7) / 9/4) - 4/9) / 1/7)
[15817] ['4/3', '3/2', '8/5', '7/4', '2'] -> (3/2 / ((7/4 / 4/3) - (2 / 8/5)))
[15818] ['8/9', '6/5', '6/5', '5/4', '4'] -> (4 / (5/4 * (6/5 - (8/9 * 6/5))))
[15819] ['1/4', '2/5', '4/7', '5/3', '2'] -> (5/3 * (2/5 + (2 / (1/4 * 4/7))))
[15820] ['8/7', '5/3', '9/4', '8/3', '3'] -> ((9/4 + 3) * (8/3 + (8/7 * 5/3)))
[15821] ['3/7', '5/6', '7/8', '4/3', '4'] -> ((5/6 / (4/3 - (3/7 + 7/8))) - 4)
[15822] ['1/2', '1/2', '3/5', '4/5', '1'] -> ((1/2 / (1/2 - (3/5 * 4/5))) - 1)
[15823] ['1/7', '5/4', '7/3', '7/3', '6'] -> (6 / ((7/3 * (5/4 - 1/7)) - 7/3))
[15824] ['1/3', '3/5', '6/7', '8/3', '4'] -> ((8/3 + (4 / 3/5)) / (1/3 / 6/7))
[15825] ['1/7', '2/7', '4/9', '7/2', '9'] -> ((7/2 - ((2/7 / 4/9) / 9)) / 1/7)
[15826] ['2/7', '2/5', '6/5', '8/3', '8'] -> ((6/5 * (2/5 + 8)) * (8/3 - 2/7))
[15827] ['1/7', '5/4', '7/3', '8/3', '6'] -> (6 / ((1/7 + 5/4) - (8/3 / 7/3)))
[15828] ['1/8', '1/4', '5/9', '4/5', '5'] -> (5/9 * ((4/5 / 1/4) + (5 / 1/8)))
[15829] ['3/7', '5/6', '7/8', '3/2', '4'] -> (4 / (7/8 * (5/6 - (3/7 * 3/2))))
[15830] ['8/9', '6/5', '6/5', '3/2', '4'] -> ((4 / 3/2) / ((6/5 / 6/5) - 8/9))
[15831] ['1/6', '5/9', '9/8', '7/6', '4'] -> (7/6 / ((1/6 * 9/8) - (5/9 / 4)))
[15832] ['8/7', '5/3', '7/3', '7/3', '3'] -> (8/7 / ((5/3 / 7/3) + (7/3 - 3)))
[15833] ['1/7', '2/7', '1/2', '1/2', '9'] -> ((2/7 * 9) / ((1/2 * 1/2) - 1/7))
[15834] ['2/7', '2/5', '6/5', '9/2', '8'] -> (((2/5 + 8) / 2/7) - (6/5 * 9/2))
[15835] ['1/3', '5/6', '9/7', '8/3', '3'] -> ((5/6 + 8/3) * (3 + (9/7 / 1/3)))
[15836] ['1/7', '5/4', '5/2', '7/2', '6'] -> ((5/2 / 7/2) * (6 / (1/7 * 5/4)))
[15837] ['8/9', '6/5', '6/5', '8/5', '4'] -> (4 / (6/5 * (8/9 - (6/5 / 8/5))))
[15838] ['1/4', '2/5', '4/7', '2', '8/3'] -> (8/3 * (1/4 + (2 / (2/5 * 4/7))))
[15839] ['3/7', '5/6', '7/8', '8/5', '4'] -> (4 / (((5/6 / 7/8) / 8/5) - 3/7))
[15840] ['2/7', '2/5', '5/4', '5/4', '8'] -> (8 * (5/4 + (5/4 / (2/7 / 2/5))))
[15841] ['1/7', '2/7', '1/2', '5/9', '9'] -> ((1/7 + (5/9 * 9)) / (1/2 - 2/7))
[15842] ['1/8', '1/4', '5/9', '7/8', '5'] -> (5 / (5/9 * (7/8 - (1/8 / 1/4))))
[15843] ['8/7', '5/3', '7/3', '8/3', '3'] -> ((7/3 * 8/3) * ((5/3 * 3) - 8/7))
[15844] ['1/3', '5/6', '9/7', '3', '7/2'] -> (9/7 * (((3 + 7/2) / 1/3) - 5/6))
[15845] ['5/6', '7/8', '9/8', '7/5', '6'] -> (6 / ((7/5 / 7/8) - (9/8 / 5/6)))
[15846] ['4/3', '3/2', '7/4', '2', '7/3'] -> ((4/3 + (2 * 7/3)) / (7/4 - 3/2))
[15847] ['1/7', '5/4', '8/3', '8/3', '6'] -> (5/4 + ((8/3 + 6) / (1/7 * 8/3)))
[15848] ['1/7', '2/7', '1/2', '3/5', '9'] -> ((1/2 + (2/7 / 1/7)) * (3/5 + 9))
[15849] ['1/3', '5/6', '9/7', '3', '9/2'] -> (((9/2 / 9/7) - 5/6) / (1/3 / 3))
[15850] ['1/4', '2/5', '4/7', '2', '9/2'] -> ((9/2 / (4/7 - 2/5)) - (1/4 + 2))
[15851] ['5/6', '7/8', '9/8', '8/5', '6'] -> (6 * (8/5 + ((7/8 + 9/8) / 5/6)))
[15852] ['1/3', '3/5', '7/8', '8/7', '4'] -> (8/7 + (4 / (7/8 * (1/3 * 3/5))))
[15853] ['1/7', '2/7', '1/2', '4/5', '9'] -> (9 / (2/7 + ((1/7 * 1/2) / 4/5)))
[15854] ['4/3', '3/2', '9/5', '9/5', '2'] -> ((9/5 * 2) / (3/2 - (9/5 / 4/3)))
[15855] ['1/3', '5/6', '4/3', '7/5', '3'] -> (4/3 / (((5/6 * 7/5) / 3) - 1/3))
[15856] ['3/7', '5/6', '7/8', '9/4', '4'] -> (4 / ((7/8 / 3/7) - (5/6 * 9/4)))
[15857] ['1/6', '1/4', '8/9', '7/4', '5'] -> ((1/6 + 5) / (1/4 * (7/4 - 8/9)))
[15858] ['2/9', '3/7', '3/4', '9/2', '5'] -> ((((9/2 / 3/7) - 5) / 2/9) - 3/4)
[15859] ['1/7', '5/4', '8/3', '9/2', '6'] -> (((6 / 1/7) - (8/3 * 9/2)) / 5/4)
[15860] ['1/4', '2/5', '3/5', '5/7', '2'] -> ((3/5 * 2) / (2/5 - (1/4 / 5/7)))
[15861] ['2/7', '2/5', '5/4', '7/4', '8'] -> (8 * ((7/4 / 2/7) - (5/4 / 2/5)))
[15862] ['1/3', '3/5', '7/8', '6/5', '4'] -> (3/5 / ((6/5 / (1/3 * 4)) - 7/8))
[15863] ['5/6', '7/8', '9/8', '7/4', '6'] -> ((7/4 + (7/8 * 6)) / (9/8 - 5/6))
[15864] ['1/6', '5/9', '9/8', '9/5', '4'] -> (9/5 / ((4 * (1/6 / 5/9)) - 9/8))
[15865] ['1/3', '5/6', '4/3', '8/5', '3'] -> ((4/3 + (5/6 * 8/5)) / (1/3 / 3))
[15866] ['4/3', '3/2', '9/5', '2', '7/3'] -> (4/3 / (2 - (7/3 * (3/2 / 9/5))))
[15867] ['1/7', '9/7', '9/7', '9/7', '6'] -> (6 * ((1/7 + 9/7) + (9/7 + 9/7)))
[15868] ['1/7', '2/7', '1/2', '7/5', '9'] -> ((9 - (1/7 + 2/7)) / (1/2 / 7/5))
[15869] ['1/2', '1/2', '3/5', '1', '8/5'] -> ((8/5 * (1/2 + 1)) / (3/5 - 1/2))
[15870] ['8/7', '5/3', '5/2', '3', '9/2'] -> (8/7 * (5/2 + (3 * (5/3 + 9/2))))
[15871] ['1/8', '1/4', '5/9', '5/4', '5'] -> (((1/4 + 5) - (5/4 / 5/9)) / 1/8)
[15872] ['1/3', '5/6', '4/3', '7/4', '3'] -> (3 / ((5/6 / (1/3 * 4/3)) - 7/4))
[15873] ['3/7', '5/6', '7/8', '5/2', '4'] -> (3/7 * ((5/2 / (7/8 - 5/6)) - 4))
[15874] ['2/7', '2/5', '5/4', '9/4', '8'] -> (((8 - (2/5 * 5/4)) / 2/7) - 9/4)
[15875] ['5/6', '7/8', '9/8', '9/4', '6'] -> ((9/4 / (9/8 - (7/8 / 5/6))) - 6)
[15876] ['2/9', '3/7', '7/9', '5/6', '5'] -> ((3/7 + (5/6 / 7/9)) + (5 / 2/9))
[15877] ['4/3', '3/2', '9/5', '2', '7/2'] -> ((3/2 + 7/2) * (2 * (4/3 * 9/5)))
[15878] ['1/8', '1/4', '5/9', '9/7', '5'] -> (5 / (5/9 - (1/4 + (1/8 / 9/7))))
[15879] ['1/2', '1/2', '3/5', '1', '7/4'] -> (1 / ((1/2 * 7/4) - (1/2 / 3/5)))
[15880] ['8/9', '6/5', '5/4', '5/4', '4'] -> (4 / (6/5 * (5/4 - (8/9 * 5/4))))
[15881] ['8/7', '5/3', '3', '7/2', '7/2'] -> (8/7 * (7/2 + (7/2 * (5/3 * 3))))
[15882] ['3/7', '5/6', '7/8', '4', '9/2'] -> ((4 + 9/2) / (7/8 * (5/6 - 3/7)))
[15883] ['1/7', '9/7', '9/7', '8/5', '6'] -> (9/7 / ((1/7 * 6) - (9/7 / 8/5)))
[15884] ['5/6', '7/8', '9/8', '5/2', '6'] -> ((6 + (7/8 + 9/8)) / (5/6 / 5/2))
[15885] ['1/7', '2/7', '1/2', '9/5', '9'] -> ((1/7 + (9 / 9/5)) / (1/2 - 2/7))
[15886] ['2/9', '3/7', '7/9', '8/9', '5'] -> (((5 / 7/9) - 3/7) / (2/9 / 8/9))
[15887] ['1/4', '2/5', '3/5', '9/7', '2'] -> (2/5 / (1/4 - ((3/5 / 9/7) / 2)))
[15888] ['8/7', '5/3', '3', '9/2', '9/2'] -> (8/7 * ((5/3 * 9/2) + (3 * 9/2)))
[15890] ['1/7', '9/7', '9/7', '9/5', '6'] -> ((9/7 - (9/7 / 9/5)) / (1/7 / 6))
[15889] ['1/7', '2/7', '1/2', '9/4', '9'] -> (((9 / 9/4) - (2/7 / 1/2)) / 1/7)
[15891] ['1/6', '1/4', '9/8', '5/4', '5'] -> (5 / (5/4 - (9/8 + (1/6 - 1/4))))
[15892] ['1/3', '3/5', '7/8', '9/4', '4'] -> (4 / ((1/3 / 3/5) - (7/8 / 9/4)))
[15893] ['8/7', '7/4', '7/4', '7/4', '3'] -> ((7/4 * 3) / (7/4 - (7/4 / 8/7)))
[15894] ['2/7', '2/5', '9/7', '9/7', '8'] -> ((2/5 + 8) * (9/7 + (2/7 + 9/7)))
[15895] ['1/8', '1/4', '5/9', '8/5', '5'] -> ((5 + (1/4 * 8/5)) / (1/8 / 5/9))
[15896] ['1/7', '2/7', '1/2', '7/3', '9'] -> (9 * ((7/3 / 1/2) - (2/7 / 1/7)))
[15897] ['1/6', '1/4', '9/8', '9/7', '5'] -> (5 / ((9/8 / 9/7) - (1/6 / 1/4)))
[15898] ['1/2', '1/2', '3/5', '1', '7/2'] -> ((1/2 + 7/2) / (1 - (1/2 / 3/5)))
[15899] ['3/7', '5/6', '8/9', '7/6', '4'] -> ((3/7 * 4) / (5/6 - (8/9 / 7/6)))
[15900] ['8/7', '7/4', '7/4', '9/5', '3'] -> ((8/7 * 7/4) / (7/4 - (3 / 9/5)))
[15901] ['1/4', '2/5', '5/8', '5/8', '2'] -> (((5/8 / 5/8) + (2 / 2/5)) / 1/4)
[15902] ['1/3', '5/6', '7/5', '9/5', '3'] -> ((7/5 + 9/5) * (3 / (1/3 / 5/6)))
[15903] ['1/7', '2/7', '5/9', '4/7', '9'] -> ((4/7 + (9 * (1/7 + 5/9))) / 2/7)
[15904] ['1/2', '1/2', '5/8', '3/4', '1'] -> ((1/2 + 1) / (1/2 * (3/4 - 5/8)))
[15905] ['2/9', '3/7', '7/9', '7/5', '5'] -> ((7/5 - (3/7 * 7/9)) / (2/9 / 5))
[15906] ['1/4', '2/5', '5/8', '4/5', '2'] -> (((2 / 5/8) - 4/5) / (1/4 * 2/5))
[15907] ['1/6', '1/4', '9/8', '5/2', '5'] -> (((9/8 / 1/4) - (5/2 / 5)) / 1/6)
[15908] ['8/7', '7/4', '7/4', '3', '7/2'] -> ((8/7 * 3) * (7/2 + (7/4 + 7/4)))
[15909] ['1/8', '1/4', '5/9', '8/3', '5'] -> ((8/3 + 5) / (1/4 + (1/8 * 5/9)))
[15910] ['2/7', '2/5', '9/7', '7/3', '8'] -> (8 / (7/3 - (9/7 + (2/7 / 2/5))))
[15911] ['3/7', '5/6', '8/9', '4/3', '4'] -> ((4 / 3/7) / ((5/6 + 8/9) - 4/3))
[15912] ['8/9', '6/5', '5/4', '7/3', '4'] -> ((4 / (6/5 - 8/9)) / (5/4 / 7/3))
[15913] ['1/7', '2/7', '5/9', '2/3', '9'] -> (((2/7 * 9) - 2/3) / (1/7 * 5/9))
[15914] ['5/6', '7/8', '8/7', '7/4', '6'] -> ((8/7 / (7/8 - 5/6)) - (6 / 7/4))
[15915] ['8/7', '7/4', '9/5', '9/4', '3'] -> ((3 / (8/7 - (9/5 / 7/4))) - 9/4)
[15916] ['2/9', '3/7', '7/9', '5/3', '5'] -> ((5/3 + (5 / 3/7)) / (7/9 - 2/9))
[15917] ['1/6', '1/4', '8/7', '6/5', '5'] -> (((6/5 / 8/7) - 1/4) / (1/6 / 5))
[15918] ['4/3', '8/5', '5/3', '2', '8/3'] -> ((8/5 + 2) * (5/3 * (4/3 + 8/3)))
[15919] ['1/4', '2/5', '5/8', '8/9', '2'] -> ((2 / (2/5 - 1/4)) / (5/8 * 8/9))
[15920] ['1/2', '1/2', '5/8', '8/9', '1'] -> ((1/2 + 1) / (5/8 - (1/2 / 8/9)))
[15921] ['1/6', '1/4', '8/7', '5/4', '5'] -> ((5 - (1/4 + 5/4)) / (1/6 / 8/7))
[15922] ['2/9', '3/7', '7/9', '7/4', '5'] -> ((7/4 + (7/9 / 2/9)) * (5 - 3/7))
[15923] ['1/7', '2/7', '5/9', '3/4', '9'] -> ((1/7 + (5/9 * 9)) / (2/7 * 3/4))
[15924] ['1/3', '3/5', '8/9', '6/5', '4'] -> ((6/5 * 4) / ((3/5 * 8/9) - 1/3))
[15925] ['8/7', '7/4', '9/5', '5/2', '3'] -> ((9/5 + 3) * (5/2 * (8/7 * 7/4)))
[15926] ['1/2', '1/2', '5/8', '1', '9/8'] -> ((1/2 + 1) / (5/8 - (1/2 * 9/8)))
[15927] ['1/7', '9/7', '7/5', '5/3', '6'] -> (6 * ((9/7 / (1/7 * 5/3)) - 7/5))
[15928] ['4/3', '8/5', '5/3', '2', '7/2'] -> ((2 * 7/2) / (4/3 - (5/3 / 8/5)))
[15929] ['8/9', '6/5', '5/4', '7/2', '4'] -> ((6/5 * 5/4) / (4 - (7/2 / 8/9)))
[15930] ['1/4', '2/5', '5/8', '9/8', '2'] -> ((2 / (2/5 - 1/4)) / (5/8 / 9/8))
[15931] ['2/9', '3/7', '7/9', '9/5', '5'] -> ((9/5 - 3/7) * (5 / (2/9 / 7/9)))
[15932] ['3/7', '5/6', '8/9', '5/3', '4'] -> (4 / (3/7 * (8/9 - (5/6 / 5/3))))
[15933] ['8/7', '7/4', '9/5', '8/3', '3'] -> ((9/5 * 8/3) * (3 + (8/7 * 7/4)))
[15934] ['1/6', '1/4', '8/7', '7/5', '5'] -> ((5 / (1/6 * 7/5)) / (8/7 - 1/4))
[15935] ['4/3', '8/5', '7/4', '7/4', '2'] -> (7/4 / (2 - ((4/3 + 7/4) / 8/5)))
[15936] ['1/7', '9/7', '7/5', '9/4', '6'] -> (6 / (9/4 - (7/5 * (1/7 + 9/7))))
[15937] ['2/9', '3/7', '7/9', '9/4', '5'] -> (9/4 * ((5 / 3/7) - (2/9 + 7/9)))
[15938] ['1/8', '1/4', '4/7', '7/9', '5'] -> (5 / (7/9 * (1/8 + (1/4 * 4/7))))
[15939] ['1/3', '5/6', '8/5', '8/5', '3'] -> ((8/5 + 8/5) * (3 / (1/3 / 5/6)))
[15940] ['1/4', '2/5', '5/8', '7/6', '2'] -> (2 / ((1/4 / 2/5) + (5/8 - 7/6)))
[15941] ['1/2', '1/2', '5/8', '1', '5/4'] -> (1 / ((1/2 / (5/4 - 1/2)) - 5/8))
[15942] ['1/6', '5/9', '8/7', '5/2', '4'] -> ((8/7 + 4) * (1/6 + (5/2 / 5/9)))
[15943] ['1/6', '1/4', '8/7', '8/5', '5'] -> (((5 / (8/7 - 1/4)) - 8/5) / 1/6)
[15944] ['8/9', '6/5', '9/7', '7/5', '4'] -> ((6/5 * 4) / ((7/5 / 9/7) - 8/9))
[15945] ['1/7', '9/7', '7/5', '8/3', '6'] -> (7/5 * ((8/3 * 6) - (1/7 - 9/7)))
[15946] ['1/4', '2/5', '5/8', '5/4', '2'] -> (((2 / 2/5) - 5/4) / (1/4 * 5/8))
[15947] ['1/8', '1/4', '4/7', '4/5', '5'] -> ((1/4 + 4/5) * (5 / (1/8 / 4/7)))
[15948] ['2/7', '2/5', '4/3', '7/4', '8'] -> (8 / (2/5 * (4/3 - (2/7 * 7/4))))
[15949] ['4/3', '8/5', '7/4', '2', '7/3'] -> (2 / ((4/3 / 8/5) - (7/4 / 7/3)))
[15950] ['1/7', '2/7', '5/9', '8/9', '9'] -> (9 / (2/7 + ((1/7 * 5/9) / 8/9)))
[15951] ['1/6', '5/9', '8/7', '7/2', '4'] -> ((4 - (1/6 * 8/7)) / (5/9 / 7/2))
[15952] ['5/6', '7/8', '7/6', '5/3', '6'] -> (6 / ((7/8 / 7/6) - (5/6 / 5/3)))
[15953] ['1/7', '9/7', '7/5', '7/2', '6'] -> ((9/7 / 1/7) + (6 / (7/5 / 7/2)))
[15954] ['2/7', '2/5', '4/3', '9/5', '8'] -> ((8 / (2/7 / 2/5)) / (9/5 - 4/3))
[15955] ['1/3', '3/5', '8/9', '9/5', '4'] -> ((8/9 * 9/5) * (4 / (3/5 - 1/3)))
[15956] ['1/8', '1/4', '4/7', '5/6', '5'] -> (5 / ((4/7 * (5/6 - 1/4)) - 1/8))
[15957] ['1/7', '2/7', '5/9', '9/8', '9'] -> (9 / (2/7 + (9/8 * (1/7 * 5/9))))
[15958] ['1/6', '5/9', '8/7', '4', '9/2'] -> ((4 - 8/7) / (5/9 / (1/6 + 9/2)))
[15959] ['4/3', '8/5', '9/5', '9/5', '2'] -> ((2 * (4/3 * 9/5)) / (9/5 - 8/5))
[15960] ['2/9', '3/7', '4/5', '4/5', '5'] -> (((4/5 / 3/7) - 4/5) / (2/9 / 5))
[15961] ['2/7', '2/5', '4/3', '9/4', '8'] -> ((2/5 * 9/4) * ((8 / 2/7) - 4/3))
[15962] ['1/7', '9/7', '7/5', '9/2', '6'] -> (((9/7 / 6) + (9/2 / 7/5)) / 1/7)
[15963] ['1/7', '2/7', '5/9', '8/7', '9'] -> (8/7 / ((1/7 * 5/9) - (2/7 / 9)))
[15964] ['3/7', '5/6', '8/9', '8/3', '4'] -> (4 / ((5/6 / 3/7) + (8/9 - 8/3)))
[15965] ['1/4', '2/5', '5/8', '7/4', '2'] -> ((2/5 + (2 / (5/8 / 7/4))) / 1/4)
[15966] ['1/7', '9/7', '3/2', '8/5', '6'] -> ((9/7 / ((1/7 + 3/2) - 8/5)) - 6)
[15967] ['3/7', '5/6', '8/9', '7/2', '4'] -> (((7/2 - 5/6) / (3/7 / 4)) - 8/9)
[15968] ['1/2', '1/2', '5/8', '1', '9/4'] -> ((9/4 / (1/2 * 1/2)) / (1 - 5/8))
[15969] ['1/3', '5/6', '5/3', '7/4', '3'] -> (3 / ((1/3 - 5/3) + (5/6 * 7/4)))
[15970] ['8/9', '6/5', '9/7', '9/5', '4'] -> ((9/5 / ((6/5 / 8/9) - 9/7)) - 4)
[15971] ['1/7', '9/7', '3/2', '9/5', '6'] -> (((9/7 / 1/7) / (9/5 - 3/2)) - 6)
[15972] ['1/8', '1/4', '4/7', '9/8', '5'] -> (((5 - (9/8 / 4/7)) / 1/8) - 1/4)
[15973] ['2/9', '3/7', '4/5', '6/7', '5'] -> ((3/7 + (6/7 / 4/5)) + (5 / 2/9))
[15974] ['8/7', '7/4', '5/2', '8/3', '3'] -> (8/7 / (3 - ((5/2 + 8/3) / 7/4)))
[15975] ['5/6', '7/8', '6/5', '9/7', '6'] -> (6 / (7/8 * (9/7 - (5/6 * 6/5))))
[15976] ['1/2', '1/2', '2/3', '2/3', '1'] -> ((1 / 1/2) / ((1/2 / 2/3) - 2/3))
[15977] ['1/8', '1/4', '4/7', '7/6', '5'] -> (5 / (7/6 * (1/4 - (1/8 * 4/7))))
[15978] ['8/7', '7/4', '5/2', '3', '9/2'] -> ((8/7 * 7/4) * (9/2 + (5/2 * 3)))
[15979] ['1/7', '2/7', '5/9', '9/7', '9'] -> (((5/9 * 9) - (2/7 + 9/7)) / 1/7)
[15980] ['1/6', '5/9', '7/6', '8/5', '4'] -> ((1/6 + 4) / ((7/6 / 8/5) - 5/9))
[15981] ['1/3', '5/6', '7/4', '7/4', '3'] -> ((7/4 - (5/6 - 7/4)) / (1/3 / 3))
[15982] ['4/3', '8/5', '2', '9/4', '8/3'] -> ((8/5 * 9/4) * (4/3 + (2 * 8/3)))
[15983] ['8/9', '6/5', '9/7', '7/3', '4'] -> ((4 / (7/3 - (8/9 + 9/7))) - 6/5)
[15984] ['1/6', '1/4', '7/6', '9/5', '5'] -> ((7/6 + (1/4 / 1/6)) * (9/5 * 5))
[15985] ['1/3', '3/5', '9/8', '6/5', '4'] -> ((6/5 * 4) / ((3/5 / 9/8) - 1/3))
[15986] ['1/6', '5/9', '7/6', '5/3', '4'] -> ((5/3 / 5/9) / ((7/6 / 4) - 1/6))
[15987] ['5/6', '7/8', '6/5', '7/5', '6'] -> (6 / (6/5 * (5/6 - (7/8 / 7/5))))
[15988] ['8/7', '9/5', '9/5', '9/5', '3'] -> ((9/5 * 3) / (9/5 - (9/5 / 8/7)))
[15989] ['1/3', '5/6', '7/4', '7/3', '3'] -> (7/3 / (7/4 * (1/3 - (5/6 / 3))))
[15990] ['8/9', '6/5', '9/7', '5/2', '4'] -> (((5/2 * 4) / (9/7 - 8/9)) - 6/5)
[15991] ['1/7', '9/7', '8/5', '7/3', '6'] -> (8/5 * ((7/3 / (1/7 / 9/7)) - 6))
[15992] ['1/2', '1/2', '2/3', '6/7', '1'] -> (1 / (1/2 * (2/3 - (1/2 / 6/7))))
[15993] ['1/6', '5/9', '7/6', '9/5', '4'] -> (4 * ((7/6 / 1/6) - (5/9 * 9/5)))
[15994] ['2/9', '3/7', '4/5', '8/7', '5'] -> (5 * ((8/7 / 2/9) - (3/7 * 4/5)))
[15995] ['1/8', '1/4', '4/7', '4/3', '5'] -> ((5 / (1/8 + 4/3)) / (1/4 * 4/7))
[15996] ['1/7', '9/7', '8/5', '5/2', '6'] -> ((6 - (9/7 / 5/2)) / (1/7 * 8/5))
[15997] ['1/2', '1/2', '2/3', '1', '7/6'] -> (1 / (1/2 * (2/3 - (1/2 * 7/6))))
[15998] ['1/6', '5/9', '7/6', '9/4', '4'] -> (7/6 / (((1/6 + 9/4) / 4) - 5/9))
[15999] ['1/3', '3/5', '9/8', '4/3', '4'] -> (9/8 * (4/3 + (4 / (1/3 * 3/5))))
[16000] ['4/3', '8/5', '2', '7/3', '7/2'] -> (8/5 * ((7/2 * (2 * 7/3)) - 4/3))
[16001] ['3/7', '5/6', '9/8', '9/7', '4'] -> ((4 + (9/7 / 3/7)) / (9/8 - 5/6))
[16002] ['1/4', '2/5', '2/3', '8/9', '2'] -> (2/3 / ((1/4 + 2) - (8/9 / 2/5)))
[16003] ['5/6', '7/8', '6/5', '8/3', '6'] -> (6 * (6/5 + (8/3 / (5/6 / 7/8))))
[16004] ['3/7', '5/6', '9/8', '4/3', '4'] -> ((4 / (3/7 * 4/3)) / (9/8 - 5/6))
[16005] ['1/8', '1/4', '4/7', '8/5', '5'] -> (5 * ((1/4 / 1/8) + (8/5 / 4/7)))
[16006] ['1/6', '1/4', '6/5', '8/3', '5'] -> ((6/5 * 8/3) * (5 / (1/6 / 1/4)))
[16007] ['8/7', '9/5', '9/5', '8/3', '3'] -> ((9/5 / 9/5) / (8/3 - (3 / 8/7)))
[16008] ['1/7', '9/7', '8/5', '9/2', '6'] -> ((8/5 * (1/7 + 9/7)) * (9/2 + 6))
[16009] ['1/3', '5/6', '9/5', '9/4', '3'] -> ((3 / (1/3 * 5/6)) / (9/4 - 9/5))
[16010] ['8/9', '6/5', '4/3', '3/2', '4'] -> ((6/5 + 3/2) * (4 * (8/9 + 4/3)))
[16011] ['1/6', '5/9', '6/5', '7/5', '4'] -> (6/5 / ((7/5 / 4) - (1/6 / 5/9)))
[16012] ['1/3', '3/5', '9/8', '9/5', '4'] -> ((4 / (3/5 - 1/3)) / (9/8 / 9/5))
[16013] ['1/3', '5/6', '9/5', '7/3', '3'] -> ((9/5 / (1/3 / 5/6)) * (7/3 + 3))
[16014] ['2/9', '3/7', '4/5', '9/7', '5'] -> ((5 * (9/7 + (4/5 / 2/9))) - 3/7)
[16015] ['8/9', '6/5', '4/3', '7/4', '4'] -> (6/5 / ((4 / (8/9 + 4/3)) - 7/4))
[16016] ['1/3', '3/5', '9/8', '7/3', '4'] -> ((7/3 + (4 / 3/5)) / (1/3 * 9/8))
[16017] ['1/2', '1/2', '2/3', '1', '9/5'] -> ((2/3 / 1/2) / ((1 / 9/5) - 1/2))
[16018] ['1/7', '2/7', '4/7', '4/7', '9'] -> ((4/7 + 4/7) * (9 / (1/7 + 2/7)))
[16019] ['1/8', '1/4', '4/7', '5/2', '5'] -> ((5/2 + 5) / ((1/4 / 4/7) - 1/8))
[16020] ['1/6', '5/9', '6/5', '9/4', '4'] -> ((9/4 / (1/6 * 5/9)) - (6/5 / 4))
[16021] ['5/6', '7/8', '5/4', '7/4', '6'] -> ((5/4 / (7/4 - (5/6 + 7/8))) - 6)
[16022] ['4/3', '5/3', '5/3', '2', '9/4'] -> (2 / ((4/3 - 9/4) + (5/3 / 5/3)))
[16023] ['1/3', '5/6', '7/3', '7/3', '3'] -> ((7/3 + 3) / (1/3 / (7/3 - 5/6)))
[16024] ['1/8', '1/4', '4/7', '8/3', '5'] -> ((5 / (1/8 * 4/7)) / (1/4 + 8/3))
[16025] ['3/7', '5/6', '9/8', '7/4', '4'] -> (4 / (5/6 - (7/4 * (3/7 / 9/8))))
[16026] ['2/9', '3/7', '4/5', '3/2', '5'] -> ((4/5 / 3/7) / ((3/2 / 5) - 2/9))
[16027] ['8/9', '6/5', '4/3', '8/3', '4'] -> (((8/9 * 4) / (4/3 - 6/5)) - 8/3)
[16028] ['1/2', '1/2', '2/3', '1', '8/3'] -> ((8/3 * (1/2 + 1)) / (2/3 - 1/2))
[16029] ['2/7', '2/5', '3/2', '9/4', '8'] -> ((2/5 * 8) * (9/4 + (3/2 / 2/7)))
[16030] ['1/6', '5/9', '6/5', '4', '9/2'] -> (4 * ((1/6 / 5/9) + (6/5 + 9/2)))
[16031] ['8/9', '6/5', '4/3', '7/2', '4'] -> ((6/5 * 4) * (7/2 + (4/3 / 8/9)))
[16032] ['4/3', '5/3', '5/3', '2', '9/2'] -> (9/2 * ((2 * (5/3 + 5/3)) - 4/3))
[16033] ['1/8', '1/4', '3/5', '5/7', '5'] -> ((5 / 5/7) / ((1/4 / 3/5) - 1/8))
[16034] ['8/7', '9/5', '7/3', '7/3', '3'] -> ((9/5 + 3) * (7/3 + (8/7 * 7/3)))
[16035] ['1/3', '3/5', '8/7', '8/7', '4'] -> (8/7 + ((8/7 * 4) / (1/3 * 3/5)))
[16036] ['2/7', '2/5', '3/2', '7/3', '8'] -> (8 / (2/5 * (3/2 - (2/7 * 7/3))))
