[310276] ['1/3', '3/5', '2/3', '5/7', '9'] -> (9 / 5/7 - 3/5) / (1/3 / 2/3)
[317704] ['6/7', '5/3', '7/4', '8/3', '7'] -> 6/7 * 7 / (5/3 * 7/4 - 8/3)
[317705] ['1/3', '3/7', '4/9', '1', '4/3'] -> (1 + 4/3 / (3/7 * 4/9)) / 1/3
[317706] ['1/5', '4/9', '9/7', '9/4', '3'] -> 3 / (9/7 * 1/5 * 4/9) - 9/4
[317707] ['1/3', '8/7', '7/4', '9/2', '9'] -> 8/7 / (1/3 - 9/2 / (7/4 * 9))
[317708] ['1/8', '1/6', '1', '9/8', '8/7'] -> 1 / (1/6 / (1/8 * 8/7) - 9/8)
[317709] ['3/7', '8/5', '5/2', '5/2', '5'] -> 8/5 * ((5/2 + 5) / 3/7 - 5/2)
[317710] ['6/7', '5/3', '7/4', '9/2', '7'] -> 7 * (9/2 * 5/3 / 7/4 - 6/7)
[317711] ['1/7', '5/4', '7/3', '7/3', '8'] -> 7/3 / 1/7 - (7/3 - 5/4 * 8)
[317712] ['1/3', '8/7', '9/5', '9/5', '9'] -> 8/7 * (9/5 + 9 * (1/3 + 9/5))
[317713] ['1/3', '3/7', '4/9', '1', '8/5'] -> 1 / (1/3 / 3/7 / 8/5 - 4/9)
[317714] ['1/3', '1/3', '9/5', '5/2', '5'] -> 5/2 * (5 / 1/3 - 9/5 / 1/3)
[317715] ['4/9', '5/7', '5/3', '5/2', '9'] -> 4/9 * 9 / (5/2 - 5/3 / 5/7)
[317716] ['3/7', '8/5', '5/2', '9/2', '5'] -> (5/2 + 9/2) * 5 * 3/7 * 8/5
[317717] ['1/3', '3/7', '4/9', '1', '5/3'] -> (5/3 / (1/3 * 3/7) - 1) / 4/9
[317718] ['1/7', '5/4', '7/3', '8/3', '8'] -> 8 * (5/4 * 8/3 - 1/7 * 7/3)
[317719] ['3/7', '8/5', '8/3', '8/3', '5'] -> 8/3 + 8/3 + 5 / (3/7 / 8/5)
[317720] ['5/9', '9/7', '4/3', '3/2', '2'] -> 4/3 / (3/2 / 9/7 - 5/9 * 2)
[317721] ['1/5', '4/9', '9/7', '8/3', '3'] -> 8/3 / (3 / 9/7 - 4/9 / 1/5)
[317722] ['1/3', '8/7', '9/5', '7/3', '9'] -> 8/7 * 9/5 * (9 + 1/3 + 7/3)
[317723] ['1/3', '1/3', '9/5', '7/2', '5'] -> 5 * (7/2 * (9/5 - 1/3) - 1/3)
[317724] ['1/8', '2/7', '2/5', '9/7', '8'] -> 8 + (9/7 + 2/7 / 2/5) / 1/8
[317725] ['6/7', '5/3', '9/5', '7/3', '7'] -> 9/5 * 6/7 * 5/3 * (7/3 + 7)
[317726] ['1/7', '7/9', '9/8', '2', '7/3'] -> 7/3 / (1/7 * 7/9) / (2 - 9/8)
[317727] ['1/3', '8/7', '9/5', '5/2', '9'] -> 8/7 * 5/2 * (9 - 1/3 * 9/5)
[317728] ['3/7', '8/5', '8/3', '9/2', '5'] -> 9/2 * 5 * (8/5 / 3/7 - 8/3)
[317729] ['1/3', '8/7', '9/5', '8/3', '9'] -> 9/5 * (8/3 + 8/7 * (1/3 + 9))
[317730] ['6/7', '5/3', '9/4', '9/4', '7'] -> 7 * (9/4 * (6/7 + 5/3) - 9/4)
[317731] ['1/3', '1/3', '9/4', '7/2', '5'] -> 7/2 * 5 / (1/3 + 1/3) - 9/4
[317732] ['5/9', '9/7', '4/3', '7/4', '2'] -> 2 / (4/3 - 7/4 * 5/9 * 9/7)
[317733] ['1/7', '5/4', '5/2', '5/2', '8'] -> 8 + (5/2 + 5/2 / 1/7) / 5/4
[317734] ['1/3', '8/7', '9/5', '7/2', '9'] -> 9/5 * (1/3 + 9 + 8/7 * 7/2)
[317735] ['1/3', '3/7', '4/9', '1', '5/2'] -> 5/2 / (3/7 - 1/3) - 1 / 4/9
[317736] ['1/3', '1/3', '7/3', '7/2', '5'] -> (1/3 + 5) * 7/2 / (1/3 * 7/3)
[317737] ['1/5', '4/9', '4/3', '7/4', '3'] -> (3 / (1/5 * 4/9) - 7/4) / 4/3
[317738] ['6/7', '5/3', '9/4', '9/2', '7'] -> 7 * (6/7 * 5/3 + 9/2 / 9/4)
[317739] ['1/3', '8/7', '9/5', '9/2', '9'] -> 8/7 * 9/2 * (9 / 9/5 - 1/3)
[317740] ['4/7', '3/5', '8/9', '8/3', '7'] -> 7 * (8/9 + 8/3 * 4/7 / 3/5)
[317741] ['1/3', '3/7', '4/9', '1', '8/3'] -> 1/3 * 8/3 / (4/9 / 3/7 - 1)
[317742] ['7/9', '4/5', '1', '5/4', '9/4'] -> 5/4 / 9/4 / (4/5 - 7/9) - 1
[317743] ['1/8', '1/6', '1', '8/7', '6/5'] -> 1 / (1/6 / 8/7 - 1/8 / 6/5)
[317744] ['1/7', '5/4', '8/3', '8/3', '8'] -> 8/3 + (8 + 8/3 / 1/7) / 5/4
[317745] ['1/3', '8/7', '9/4', '7/3', '9'] -> 9 / (1/3 / 8/7 - (9/4 - 7/3))
[317746] ['1/3', '3/7', '4/9', '1', '7/2'] -> (1/3 + 1) / (7/2 * (4/9 - 3/7))
[317747] ['4/9', '5/7', '7/4', '5/2', '9'] -> 5/2 + 5/7 * 7/4 + 9 / 4/9
[317748] ['1/7', '7/9', '9/8', '2', '9/2'] -> 2 / 7/9 / (9/8 / 9/2 - 1/7)
[317749] ['6/7', '5/3', '5/2', '5/2', '7'] -> 6/7 * 7 * (5/2 + 5/2 / 5/3)
[317750] ['3/7', '5/3', '5/3', '9/4', '5'] -> 9/4 * (5 / 3/7 - 5/3 / 5/3)
[317751] ['1/3', '8/7', '9/4', '5/2', '9'] -> 9/4 * (5/2 + (1/3 + 9) / 8/7)
[317752] ['4/7', '3/5', '8/9', '9/2', '7'] -> 7 * (9/2 - 4/7 / 3/5 / 8/9)
[317753] ['6/7', '5/3', '8/3', '8/3', '7'] -> 6/7 * 5/3 * 8/3 * 7 - 8/3
[317754] ['1/7', '7/9', '8/7', '7/6', '2'] -> 8/7 * 7/6 * 2 / (1/7 * 7/9)
[317755] ['1/8', '2/7', '2/5', '7/3', '8'] -> (7/3 + 2/7 / 2/5) * (8 - 1/8)
[317756] ['4/9', '5/7', '7/4', '7/2', '9'] -> 5/7 * (7/4 + 7/2) + 9 / 4/9
[317757] ['1/5', '4/9', '7/5', '7/5', '3'] -> (1/5 + 7/5) / (7/5 - 4/9 * 3)
[317758] ['4/7', '3/5', '9/8', '8/7', '7'] -> 7 / (9/8 - 4/7 / 3/5 / 8/7)
[317759] ['5/9', '9/7', '4/3', '2', '9/2'] -> 4/3 / (2 - 9/2 * 5/9 / 9/7)
[317760] ['1/7', '9/7', '9/7', '9/7', '8'] -> 8 + (9/7 + 9/7 / 9/7) / 1/7
[317761] ['1/5', '4/9', '7/5', '3/2', '3'] -> 3/2 + (3 + 7/5 / 1/5) / 4/9
[317762] ['1/3', '3/8', '3/8', '5/7', '5'] -> (3/8 / 3/8 + 5 / 5/7) / 1/3
[317763] ['1/8', '1/6', '1', '8/7', '5/3'] -> (5/3 + 8/7 * (1/6 + 1)) / 1/8
[317764] ['1/7', '7/9', '8/7', '9/7', '2'] -> (2 + 7/9 * 9/7) / (1/7 / 8/7)
[317765] ['1/8', '2/7', '2/5', '7/2', '8'] -> (2/7 / 2/5 + 8 / 7/2) / 1/8
[317766] ['1/3', '8/7', '8/3', '9/2', '9'] -> 9/2 * (1/3 * 9 + 8/3 / 8/7)
[317767] ['3/7', '5/3', '7/4', '9/5', '5'] -> 9/5 * 5/3 * 7/4 * (5 - 3/7)
[317768] ['1/7', '9/7', '9/7', '8/5', '8'] -> 8/5 * (8 + 9/7 / (1/7 * 9/7))
[317769] ['6/7', '7/4', '7/4', '9/5', '7'] -> 6/7 * (7/4 / (9/5 - 7/4) - 7)
[317770] ['1/8', '2/7', '2/5', '9/2', '8'] -> (9/2 - 1/8) * 8 * (2/7 + 2/5)
[317771] ['1/5', '4/9', '7/5', '7/4', '3'] -> (3 + 7/5 / (4/9 * 7/4)) / 1/5
[317772] ['3/7', '5/3', '7/4', '7/3', '5'] -> (7/3 + 5/3 * 7/4) * (5 - 3/7)
[317773] ['1/3', '7/6', '7/6', '6/5', '9'] -> (9 - (7/6 + 7/6)) / (1/3 / 6/5)
[317774] ['1/3', '3/8', '3/8', '5/4', '5'] -> (3/8 + 5/4) / (1/3 / 5) - 3/8
[317775] ['1/7', '9/7', '9/7', '9/5', '8'] -> 9/7 / (1/7 - 9/7 / 9/5 / 8)
[317776] ['3/7', '5/3', '7/4', '5/2', '5'] -> 5 / (5/2 * 3/7 * 7/4 - 5/3)
[317777] ['6/7', '7/4', '9/5', '9/5', '7'] -> (7/4 + 7) * (9/5 - (6/7 - 9/5))
[317778] ['1/7', '9/7', '9/7', '9/4', '8'] -> 9/7 * 8 / (9/7 / 9/4 - 1/7)
[317779] ['6/7', '7/4', '9/5', '9/4', '7'] -> 7 / (7/4 - 9/4 / (6/7 * 9/5))
[317780] ['1/8', '2/7', '3/7', '5/6', '8'] -> (8 + 3/7 / (1/8 * 2/7)) / 5/6
[317781] ['1/5', '4/9', '3/2', '3/2', '3'] -> 3/2 + 3 / (3/2 * 1/5 * 4/9)
[317782] ['1/7', '7/9', '8/7', '9/5', '2'] -> 8/7 / 1/7 / (2 / 9/5 - 7/9)
[317783] ['6/7', '7/4', '9/5', '5/2', '7'] -> 7 * (6/7 + 5/2 / (7/4 / 9/5))
[317784] ['1/8', '2/7', '3/7', '6/5', '8'] -> 6/5 * (8 + 3/7 / (1/8 * 2/7))
[317785] ['3/7', '5/3', '9/5', '9/5', '5'] -> 5/3 * 9/5 + 5 / (3/7 / 9/5)
[317786] ['1/8', '1/6', '1', '7/6', '9/5'] -> 7/6 / 1/8 / (1 / 9/5 - 1/6)
[317787] ['1/3', '7/6', '6/5', '7/4', '9'] -> 7/4 / 7/6 + 9 / (1/3 * 6/5)
[317788] ['1/7', '7/9', '8/7', '2', '9/4'] -> 8/7 / ((2 - 1/7) / 9/4 - 7/9)
[317789] ['5/9', '9/7', '7/5', '2', '8/3'] -> 8/3 / (5/9 * (2 - 9/7 * 7/5))
[317790] ['1/7', '9/7', '4/3', '8/5', '8'] -> 8/5 * (9/7 / 1/7 + 8 / 4/3)
[317791] ['4/9', '5/7', '9/4', '7/2', '9'] -> (4/9 + 5/7 / 9/4) * 7/2 * 9
[317792] ['3/7', '5/3', '9/5', '9/4', '5'] -> (9/4 + 5/3 * 9/5) * (5 - 3/7)
[317793] ['1/7', '9/7', '4/3', '7/4', '8'] -> 8 / (7/4 * (4/3 + 1/7 - 9/7))
[317794] ['1/8', '2/7', '3/7', '8/5', '8'] -> 8/5 / 1/8 + 8 / (2/7 + 3/7)
[317795] ['3/7', '5/3', '9/5', '5/2', '5'] -> (5/3 + 5/2 / 3/7) * (5 - 9/5)
[317796] ['1/8', '1/6', '1', '6/5', '9/7'] -> 1 / (1/6 / 6/5 - 1/8 / 9/7)
[317797] ['4/9', '5/7', '7/3', '7/3', '9'] -> (5/7 + 9 / 7/3) / (4/9 / 7/3)
[317798] ['1/3', '7/6', '5/4', '7/5', '9'] -> 9 * (1/3 + 7/5 + 7/6 / 5/4)
[317799] ['1/5', '4/9', '3/2', '3', '9/2'] -> (9/2 + 3/2 / 1/5) / 4/9 - 3
[317800] ['1/7', '9/7', '7/5', '3/2', '8'] -> 7/5 * 3/2 * 8 * (1/7 + 9/7)
[317801] ['1/7', '7/9', '8/7', '2', '9/2'] -> 8/7 / 1/7 / (7/9 - 2 / 9/2)
[317802] ['6/7', '7/4', '9/4', '8/3', '7'] -> 9/4 * (6/7 * 7 + 7/4 * 8/3)
[317803] ['1/8', '1/6', '1', '6/5', '7/4'] -> 6/5 * (1 / 1/6 + 7/4 / 1/8)
[317804] ['3/7', '5/3', '9/5', '7/2', '5'] -> (5/3 + 3/7 * 5) * 9/5 * 7/2
[317805] ['1/3', '7/6', '5/4', '9/5', '9'] -> 9 / (5/4 * (9/5 - (1/3 + 7/6)))
[317806] ['1/3', '3/7', '1/2', '1', '8/3'] -> 8/3 / (1/2 * (1 - 1/3 / 3/7))
[317807] ['6/7', '7/4', '7/3', '7/3', '7'] -> 7 * 6/7 * 7/3 / (7/3 - 7/4)
[317808] ['4/9', '5/7', '7/3', '7/2', '9'] -> 4/9 * 9 / (5/7 * 7/2 - 7/3)
[317809] ['4/7', '3/5', '9/8', '9/2', '7'] -> 7 * (9/2 - 9/8 * 4/7 / 3/5)
[317810] ['1/5', '4/9', '8/5', '7/4', '3'] -> (3 / 4/9 - 8/5) / 1/5 - 7/4
[317811] ['3/7', '5/3', '9/4', '9/4', '5'] -> 9/4 / 3/7 + 5 * 5/3 * 9/4
[317812] ['1/3', '7/6', '5/4', '8/3', '9'] -> (8/3 + 9) / (5/4 * 1/3 * 7/6)
[317813] ['7/9', '4/5', '1', '4/3', '5/3'] -> 4/3 / ((5/3 - 1) / 4/5 - 7/9)
[317814] ['1/3', '3/8', '2/5', '7/8', '5'] -> 2/5 * 5 / (3/8 - 1/3 * 7/8)
[317815] ['4/9', '5/7', '7/3', '9/2', '9'] -> 7/3 * (4/9 * 9/2 - (5/7 - 9))
[317816] ['1/7', '7/9', '7/6', '9/7', '2'] -> (2 + 7/9 / 7/6) / (1/7 / 9/7)
[317817] ['6/7', '7/4', '7/3', '8/3', '7'] -> 6/7 * 7 * (8/3 + 7/3 / 7/4)
[317818] ['3/7', '5/3', '9/4', '7/3', '5'] -> (7/3 + 5 / 3/7) / (9/4 - 5/3)
[317819] ['1/3', '7/6', '5/4', '9/2', '9'] -> (7/6 - 5/4 / 9/2) / (1/3 / 9)
[317820] ['1/7', '9/7', '7/5', '8/3', '8'] -> (9/7 + 8 / (7/5 * 8/3)) / 1/7
[317821] ['4/9', '5/7', '5/2', '5/2', '9'] -> 4/9 * 9 * (5/2 + 5/2 / 5/7)
[317822] ['1/8', '1/6', '1', '5/4', '9/7'] -> 5/4 / (1/8 - 1/6 / (1 + 9/7))
[317823] ['1/3', '3/7', '5/9', '4/7', '1'] -> 3/7 / (4/7 - 5/9) - 1 / 1/3
[317824] ['5/9', '9/7', '3/2', '2', '9/4'] -> 2 / (5/9 * 9/4 - 3/2 / 9/7)
[317825] ['6/7', '7/4', '7/3', '9/2', '7'] -> 7 * (6/7 * 7/4 + 9/2 / 7/3)
[317826] ['4/7', '3/5', '8/7', '6/5', '7'] -> 7 * (4/7 + 8/7) / (3/5 / 6/5)
[317827] ['3/7', '5/3', '9/4', '5/2', '5'] -> 5/2 / (3/7 - 5/3 / 5) - 9/4
[317828] ['1/8', '1/6', '1', '5/4', '5/3'] -> 5/3 / (1/6 - 1/8 / 5/4) - 1
[317829] ['1/3', '7/6', '9/7', '7/5', '9'] -> 7/6 * (9/7 + 9 / (1/3 * 7/5))
[317830] ['1/5', '4/9', '5/3', '7/4', '3'] -> 5/3 / (1/5 * 4/9) + 7/4 * 3
[317831] ['1/3', '3/8', '2/5', '8/7', '5'] -> 2/5 * 5 / (3/8 - 1/3 / 8/7)
[317832] ['1/8', '2/7', '4/9', '2/3', '8'] -> (2/3 / (1/8 * 2/7) - 8) / 4/9
[317833] ['3/7', '5/3', '9/4', '7/2', '5'] -> 7/2 * (3/7 / 9/4 + 5/3 + 5)
[317834] ['6/7', '7/4', '5/2', '8/3', '7'] -> 6/7 * 7 * (7/4 + 8/3) - 5/2
[317835] ['1/7', '9/7', '3/2', '9/5', '8'] -> 8 / (9/7 / 3/2 / 9/5 - 1/7)
[317836] ['4/7', '3/5', '8/7', '9/7', '7'] -> 8/7 * 7 / (9/7 - 4/7 / 3/5)
[317837] ['1/3', '7/6', '9/7', '7/4', '9'] -> 9 / 7/4 / (1/3 + 7/6 - 9/7)
[317838] ['1/7', '7/9', '7/6', '5/3', '2'] -> 7/9 / 7/6 + 2 / (1/7 / 5/3)
[317839] ['1/3', '3/8', '2/5', '7/6', '5'] -> (5 / 2/5 - 7/6 / 1/3) / 3/8
[317840] ['4/7', '3/5', '8/7', '4/3', '7'] -> 7 * (4/7 / 3/5 + 8/7 + 4/3)
[317841] ['3/7', '5/3', '7/3', '7/3', '5'] -> (5/3 + 7/3) * (5 + 3/7 * 7/3)
[317842] ['1/3', '7/6', '9/7', '9/4', '9'] -> 9 / (1/3 * 7/6) / (9/4 - 9/7)
[317843] ['1/7', '7/9', '7/6', '9/5', '2'] -> 9/5 * (2 / 1/7 - 7/9 / 7/6)
[317844] ['4/7', '3/5', '8/7', '3/2', '7'] -> 7 * (4/7 + 3/2 / (3/5 / 8/7))
[317845] ['6/7', '9/5', '9/5', '9/4', '7'] -> 7 * 6/7 * 9/5 / (9/4 - 9/5)
[317846] ['4/9', '5/7', '7/2', '7/2', '9'] -> 4/9 * 9 * (7/2 + 5/7 * 7/2)
[317847] ['7/9', '4/5', '1', '7/5', '8/5'] -> 8/5 / (7/9 * (4/5 - 1 / 7/5))
[317848] ['1/3', '3/7', '5/9', '4/5', '1'] -> 5/9 / (4/5 - 1/3 / 3/7) - 1
[317849] ['1/8', '1/6', '1', '9/7', '9/5'] -> 1 / 9/7 / (1/8 - 1/6 / 9/5)
[317850] ['1/7', '7/9', '7/6', '2', '9/4'] -> 2 / 1/7 / (7/9 * 9/4 - 7/6)
[317851] ['5/9', '9/7', '8/5', '8/5', '2'] -> 8/5 / (8/5 / (9/7 * 2) - 5/9)
[317852] ['6/7', '9/5', '9/5', '8/3', '7'] -> 8/3 * (7 * 6/7 * 9/5 - 9/5)
[317853] ['4/9', '5/7', '7/2', '9/2', '9'] -> 5/7 * 9/2 * (9 - 4/9) - 7/2
[317854] ['1/8', '2/7', '4/9', '7/8', '8'] -> 7/8 / (1/8 / 4/9) * (8 - 2/7)
[317855] ['4/7', '3/5', '8/7', '7/4', '7'] -> (7/4 + 8/7 / 4/7) * (7 - 3/5)
[317856] ['1/7', '7/9', '7/6', '2', '5/2'] -> 2 / (1/7 * 7/9) * (5/2 - 7/6)
[317857] ['1/3', '3/8', '2/5', '7/3', '5'] -> (2/5 * 5 + 7/3 / 1/3) / 3/8
[317858] ['1/3', '3/7', '5/9', '6/7', '1'] -> (1/3 + 1) / (5/9 - 3/7 / 6/7)
[317859] ['1/3', '7/6', '7/5', '5/3', '9'] -> (1/3 + 9) / (5/3 * (7/5 - 7/6))
[317860] ['1/3', '3/7', '5/9', '7/8', '1'] -> 1/3 / 7/8 / (1 - (3/7 + 5/9))
[317861] ['1/8', '2/7', '4/9', '9/8', '8'] -> 8 / 2/7 - 9/8 / (1/8 / 4/9)
[317862] ['4/7', '3/5', '8/7', '7/3', '7'] -> (4/7 + 8/7) * (7/3 + 7 / 3/5)
[317863] ['1/8', '1/6', '1', '4/3', '9/5'] -> (1 + 4/3) / (1/6 - 1/8 / 9/5)
[317864] ['4/9', '3/4', '3/4', '6/7', '9'] -> (3/4 + 9 / 4/9) / (3/4 / 6/7)
[317865] ['7/9', '4/5', '1', '7/5', '7/3'] -> (7/5 + 7/3) / (7/9 * (1 - 4/5))
[317866] ['1/7', '7/9', '6/5', '5/4', '2'] -> 5/4 * (6/5 + 2 / (1/7 * 7/9))
[317867] ['1/5', '4/9', '7/4', '8/3', '3'] -> 8/3 / (1/5 * 4/9) / (3 - 7/4)
[317868] ['1/3', '7/6', '7/5', '7/3', '9'] -> 7/5 / (1/3 * 7/6) * (9 - 7/3)
[317869] ['6/7', '9/5', '9/4', '5/2', '7'] -> 9/5 * (9/4 + (5/2 + 7) / 6/7)
[317870] ['4/9', '3/4', '3/4', '7/8', '9'] -> 9 * 4/9 * 3/4 / (7/8 - 3/4)
[317871] ['4/7', '3/5', '8/7', '5/2', '7'] -> 5/2 * (3/5 + 7 + 8/7 / 4/7)
[317872] ['1/3', '3/7', '5/9', '1', '7/6'] -> (1/3 + 1) / (5/9 - 3/7 * 7/6)
[317873] ['5/9', '9/7', '8/5', '2', '9/4'] -> 2 / 5/9 / (9/4 / 9/7 - 8/5)
[317874] ['1/7', '7/9', '6/5', '9/7', '2'] -> (9/7 + 2 / (7/9 * 6/5)) / 1/7
[317875] ['1/8', '1/6', '1', '7/5', '3/2'] -> 7/5 / (1/8 - 1/6 / (1 + 3/2))
[317876] ['1/5', '4/9', '7/4', '3', '9/2'] -> 9/2 / 1/5 / (7/4 / 4/9 - 3)
[317877] ['3/7', '7/4', '7/4', '7/4', '5'] -> (7/4 + 7/4 + 7/4) * (5 - 3/7)
[317878] ['4/7', '3/5', '8/7', '7/2', '7'] -> 4/7 / (7 - (8/7 + 7/2 / 3/5))
[317879] ['7/9', '4/5', '1', '7/5', '9/2'] -> (1 + 7/5) / (9/2 * (4/5 - 7/9))
[317880] ['1/7', '9/7', '5/3', '7/2', '8'] -> 8 * (1/7 + 9/7) / (5/3 / 7/2)
[317881] ['5/9', '9/7', '8/5', '2', '5/2'] -> 8/5 / (2 / (9/7 * 5/2) - 5/9)
[317882] ['1/8', '2/7', '4/9', '4/3', '8'] -> 4/3 / 8 / (4/9 - 1/8 / 2/7)
[317883] ['6/7', '9/5', '9/4', '7/2', '7'] -> 9/5 * (9/4 + 7 + 7/2 / 6/7)
[317884] ['1/8', '1/6', '1', '7/5', '5/3'] -> 5/3 / (7/5 - 1/6 / 1/8) - 1
[317885] ['7/9', '4/5', '1', '3/2', '8/5'] -> 8/5 / (1 - 3/2 * 7/9 * 4/5)
[317886] ['3/7', '7/4', '7/4', '9/5', '5'] -> (9/5 - 3/7) * 5 * (7/4 + 7/4)
[317887] ['4/9', '3/4', '3/4', '9/7', '9'] -> 4/9 * 9 / (3/4 - 3/4 / 9/7)
[317888] ['1/3', '3/7', '5/9', '1', '4/3'] -> 4/3 / (5/9 / (3/7 + 1) - 1/3)
[317889] ['1/3', '3/8', '3/7', '4/5', '5'] -> (5 / (3/7 / 4/5) - 1/3) / 3/8
[317890] ['1/8', '1/6', '1', '7/5', '7/4'] -> 1 / 7/5 / (1/8 - 1/6 / 7/4)
[317891] ['1/3', '7/6', '8/5', '5/3', '9'] -> 1/3 * 9 / (7/6 - 5/3 / 8/5)
[317892] ['7/9', '4/5', '1', '3/2', '5/3'] -> 4/5 / (3/2 - (1 + 7/9 / 5/3))
[317893] ['1/5', '4/9', '9/5', '3', '7/2'] -> 3 * (7/2 + (1/5 + 9/5) / 4/9)
[317894] ['3/7', '7/4', '7/4', '9/4', '5'] -> 9/4 * (5 / 3/7 - 7/4 / 7/4)
[317895] ['1/7', '9/7', '7/4', '9/4', '8'] -> (9/4 - (1/7 - 7/4)) / (9/7 / 8)
[317896] ['4/7', '3/5', '7/6', '6/5', '7'] -> 7 / (7/6 - 3/5 / (4/7 * 6/5))
[317897] ['1/8', '2/7', '4/9', '3/2', '8'] -> 3/2 / (1/8 * 2/7) - 8 / 4/9
[317898] ['6/7', '9/5', '7/3', '8/3', '7'] -> 9/5 * 8/3 * (7 - 6/7 * 7/3)
[317899] ['1/3', '7/6', '8/5', '7/4', '9'] -> 9 / (7/4 - (7/6 + 1/3 / 8/5))
[317900] ['1/3', '3/8', '3/7', '5/6', '5'] -> 1/3 / (5/6 / (3/7 * 5) - 3/8)
[317901] ['1/5', '4/9', '9/5', '3', '9/2'] -> 4/9 * 9/2 * (3 + 9/5 / 1/5)
[317902] ['7/9', '4/5', '1', '3/2', '9/4'] -> 3/2 / 9/4 / (1 - 7/9 / 4/5)
[317903] ['1/8', '1/6', '1', '7/5', '7/3'] -> 1 / (7/3 * 1/8 / 7/5 - 1/6)
[317904] ['5/9', '9/7', '8/5', '2', '9/2'] -> 8/5 / (2 / (9/2 - 9/7) - 5/9)
[317905] ['1/3', '3/8', '3/7', '7/8', '5'] -> (1/3 + 5 / 3/7) / (7/8 - 3/8)
[317906] ['1/8', '2/7', '4/9', '5/3', '8'] -> 5/3 / (4/9 / (2/7 * 8) - 1/8)
[317907] ['6/7', '9/5', '5/2', '8/3', '7'] -> 9/5 * (5/2 + 8/3 + 7 / 6/7)
[317908] ['1/3', '3/7', '5/9', '1', '5/3'] -> (1 + 5/3 / (3/7 * 5/9)) / 1/3
[317909] ['1/5', '4/9', '9/4', '5/2', '3'] -> 3 / 9/4 / (1/5 * 5/2 - 4/9)
[317910] ['3/7', '7/4', '7/4', '9/2', '5'] -> 3/7 * (7/4 + 7/4) + 9/2 * 5
[317911] ['7/9', '4/5', '1', '3/2', '8/3'] -> 8/3 / (7/9 / (3/2 - 4/5) - 1)
[317912] ['6/7', '9/5', '5/2', '9/2', '7'] -> 9/2 + 5/2 * (9/5 + 6/7 * 7)
[317913] ['4/7', '3/5', '7/6', '7/5', '7'] -> 7 / (7/5 / 3/5 - 7/6 / 4/7)
[317914] ['1/3', '7/6', '8/5', '7/2', '9'] -> 8/5 / (7/6 - 1/3) * (7/2 + 9)
[317915] ['1/8', '2/7', '4/9', '7/4', '8'] -> 8 / 4/9 - (1/8 - 7/4 / 2/7)
[317916] ['1/3', '3/8', '3/7', '9/8', '5'] -> (3/8 + 5 + 9/8 / 3/7) / 1/3
[317917] ['1/7', '7/9', '6/5', '2', '5/2'] -> (2 / 7/9 - 6/5) / (1/7 / 5/2)
[317918] ['3/7', '7/4', '9/5', '9/5', '5'] -> (9/5 + 9/5) * 5 / (3/7 * 7/4)
[317919] ['1/7', '9/7', '9/5', '9/5', '8'] -> 8 + (9/7 + 9/5 / 9/5) / 1/7
[317920] ['4/9', '3/4', '7/9', '7/6', '9'] -> (9 + 4/9 * 3/4) / (7/6 - 7/9)
[317921] ['1/5', '4/9', '9/4', '8/3', '3'] -> 9/4 / 1/5 + (8/3 + 3) / 4/9
[317922] ['6/7', '9/5', '8/3', '8/3', '7'] -> 9/5 * (7 * 6/7 * 8/3 - 8/3)
[317923] ['1/3', '7/6', '8/5', '9/2', '9'] -> 8/5 * (1/3 + 7/6 + 9/2 + 9)
[317924] ['5/9', '9/7', '5/3', '2', '9/4'] -> 2 / (5/3 / (5/9 * 9/7) - 9/4)
[317925] ['1/8', '1/6', '1', '8/5', '7/4'] -> (1 + 8/5 * (1/8 + 7/4)) / 1/6
[317926] ['4/7', '3/5', '7/6', '5/3', '7'] -> 4/7 * 7 / (7/6 - 3/5 * 5/3)
[317927] ['1/3', '7/6', '5/3', '9/5', '9'] -> 9/5 * (1/3 + 9) / (7/6 / 5/3)
[317928] ['1/5', '4/9', '9/4', '3', '9/2'] -> 3 / 9/2 / (9/4 - 4/9 / 1/5)
[317929] ['1/7', '7/9', '6/5', '2', '7/2'] -> 2 / (7/9 / 7/2 - 1/7) - 6/5
[317930] ['1/3', '3/8', '3/7', '5/4', '5'] -> (5 / (3/7 * 5/4) - 1/3) / 3/8
[317931] ['6/7', '9/5', '8/3', '9/2', '7'] -> 9/2 + 9/5 * (8/3 + 7 / 6/7)
[317932] ['1/7', '9/7', '9/5', '7/2', '8'] -> (1/7 + 9/7 / 9/5) * 7/2 * 8
[317933] ['1/5', '4/9', '7/3', '5/2', '3'] -> (7/3 + 3) / (5/2 * 1/5 * 4/9)
[317934] ['1/8', '1/6', '1', '8/5', '5/2'] -> (1 / 1/8 - 8/5 * 5/2) / 1/6
[317935] ['1/3', '3/8', '3/7', '7/5', '5'] -> 3/7 * 7/5 * 5 / (1/3 * 3/8)
[317936] ['1/8', '2/7', '4/9', '8/3', '8'] -> (8/3 / 2/7 - 8) / (1/8 * 4/9)
[317937] ['1/3', '3/7', '5/9', '1', '9/2'] -> (1 / 3/7 - 5/9) / (1/3 / 9/2)
[317938] ['1/5', '4/9', '7/3', '8/3', '3'] -> 8/3 * (7/3 + 3 / (1/5 / 4/9))
[317939] ['1/7', '9/7', '9/5', '9/2', '8'] -> 8 / (9/7 / (9/2 - 9/5) - 1/7)
