[334884] ['4/7', '7/5', '2', '5/2', '8/3'] -> 7/5 * 5/2 * 8/3 * (4/7 + 2)
[349952] ['1', '8/7', '4/3', '7/3', '8/3'] -> 1 / (7/3 / 8/7 - 8/3 / 4/3)
[349953] ['2/3', '3/4', '8/9', '8/5', '7'] -> 2/3 * 7 / (3/4 - 8/9 / 8/5)
[349954] ['1', '8/7', '4/3', '7/3', '9/2'] -> 8/7 * 9/2 * (7/3 + 1 + 4/3)
[349955] ['5/9', '5/8', '2/3', '8/7', '5'] -> 2/3 * 5 / (5/8 - 5/9 / 8/7)
[349956] ['2/3', '3/4', '8/9', '7/3', '7'] -> (7/3 + 7) / (8/9 - 2/3 * 3/4)
[349957] ['5/9', '5/8', '2/3', '7/6', '5'] -> 5 / (5/8 * (7/6 - 5/9 / 2/3))
[349958] ['3/8', '5/4', '7/4', '9/5', '5'] -> (5/4 * 9/5 + 7/4 + 5) / 3/8
[349959] ['2/3', '3/4', '8/9', '5/2', '7'] -> 8/9 * (3/4 + 7 * 5/2 / 2/3)
[349960] ['5/9', '5/8', '2/3', '9/7', '5'] -> 5 / (5/8 / (5/9 * 9/7) - 2/3)
[349961] ['3/8', '5/4', '7/4', '9/4', '5'] -> 3/8 + (5/4 + 9/4) * (7/4 + 5)
[349962] ['2/3', '3/4', '9/8', '9/8', '7'] -> 7 / (2/3 + 9/8 - 9/8 / 3/4)
[349963] ['2/3', '3/4', '9/8', '7/6', '7'] -> (7 / ((2/3 * 7/6) * 9/8) - 3/4))
[349964] ['5/9', '5/8', '2/3', '7/4', '5'] -> (5 * 7/4 / 5/8 - 2/3) / 5/9
[349965] ['5/9', '5/8', '2/3', '7/2', '5'] -> 2/3 / (7/2 - 5/8 * (5/9 + 5))
[349966] ['2/3', '3/4', '9/8', '9/7', '7'] -> 7 * (9/8 / 3/4 + 9/7 / 2/3)
[349967] ['5/9', '5/8', '5/7', '5/7', '5'] -> (5 / (5/9 * (5/7 / 5/7)) - 5/8))
[349968] ['3/8', '9/7', '9/7', '9/7', '5'] -> (9/7 + 9/7 + 9/7 * 5) / 3/8
[349969] ['1', '8/7', '7/5', '3/2', '9/4'] -> 8/7 / (1 / 7/5 - 3/2 / 9/4)
[349970] ['5/9', '5/8', '5/7', '6/7', '5'] -> 5/7 * 5 / (5/8 - 5/9 * 6/7)
[349971] ['2/3', '3/4', '8/7', '8/7', '7'] -> 7 * (8/7 + 8/7 / (2/3 * 3/4))
[349972] ['1', '8/7', '7/5', '3/2', '7/3'] -> 1 / (3/2 - 7/3 / (8/7 * 7/5))
[349973] ['3/8', '9/7', '9/7', '7/5', '5'] -> 9/7 / (5 * 3/8 / 7/5 - 9/7)
[349974] ['5/9', '5/8', '5/7', '8/9', '5'] -> (5 / (5/7 * (5/9 + 5/8)) - 8/9))
[349975] ['1', '8/7', '7/5', '3/2', '5/2'] -> 5/2 / (8/7 * 7/5 - 3/2) - 1
[349976] ['3/8', '9/7', '9/7', '7/4', '5'] -> (9/7 * 5 - 9/7) * 7/4 / 3/8
[349977] ['5/9', '5/8', '5/7', '7/6', '5'] -> 5/7 * 5 / (5/8 - 5/9 / 7/6)
[349978] ['3/8', '9/7', '9/7', '9/4', '5'] -> (5 - 9/7 / 9/7) * 9/4 / 3/8
[349979] ['2/3', '3/4', '8/7', '8/5', '7'] -> 8/7 * 7 / (3/4 - 2/3 / 8/5)
[349980] ['5/9', '5/8', '5/7', '6/5', '5'] -> 5 / (5/8 / 5/7 - 5/9 * 6/5)
[349981] ['3/8', '9/7', '9/7', '5/2', '5'] -> (9/7 + 9/7 / 5/2) * 5 / 3/8
[349982] ['5/9', '5/8', '5/7', '5/4', '5'] -> 5 / (5/9 * (5/4 - 5/8 / 5/7))
[349983] ['5/9', '5/8', '5/7', '7/5', '5'] -> (5 / (5/9 * (5/7 * 7/5)) - 5/8))
[349984] ['3/8', '9/7', '9/7', '7/2', '5'] -> (9/7 / (3/8 * (5 / 7/2)) - 9/7))
[349985] ['1', '8/7', '7/5', '8/5', '7/2'] -> 7/2 * (8/7 + 8/5) / (7/5 - 1)
[349986] ['3/8', '9/7', '9/7', '9/2', '5'] -> 9/7 / (5 * (9/7 - 3/8) - 9/2)
[349987] ['1', '8/7', '7/5', '5/3', '5/3'] -> 5/3 / (5/3 - 8/7 * 7/5) - 1
[349988] ['5/9', '5/8', '5/7', '5/3', '5'] -> 5 / (5/7 * (5/8 - 5/9 / 5/3))
[349989] ['2/3', '3/4', '7/6', '9/5', '7'] -> 7 / (7/6 * (2/3 - 3/4 / 9/5))
[349990] ['2/3', '3/4', '7/6', '9/4', '7'] -> 7 * (7/6 + 9/4) - (2/3 - 3/4)
[349991] ['3/8', '9/7', '4/3', '8/5', '5'] -> 5 * (4/3 / 3/8 + 8/5 / 9/7)
[349992] ['3/8', '9/7', '4/3', '5/3', '5'] -> (5/3 * 5 - 4/3) * 9/7 / 3/8
[349993] ['2/3', '3/4', '6/5', '5/4', '7'] -> (7 / (5/4 * (3/4 * 6/5)) - 2/3))
[349994] ['1', '8/7', '7/5', '5/3', '7/3'] -> 8/7 / (1 / 7/5 + 5/3 - 7/3)
[349995] ['1', '8/7', '7/5', '5/3', '5/2'] -> 8/7 / (1 / 7/5 - 5/3 / 5/2)
[349996] ['3/8', '9/7', '4/3', '9/4', '5'] -> (5 + 9/4 / 9/7) * 4/3 / 3/8
[349997] ['1', '8/7', '7/5', '5/3', '9/2'] -> 7/5 * 9/2 * (5/3 + 1 + 8/7)
[349998] ['3/8', '9/7', '4/3', '5/2', '5'] -> 9/7 * ((5/2 + 5) / 3/8 - 4/3)
[349999] ['5/9', '5/8', '3/4', '7/9', '5'] -> (5/9 / (7/9 - 3/4) - 5) / 5/8
[350000] ['1', '8/7', '7/5', '7/4', '9/5'] -> 9/5 / (1 / 8/7 - 7/5 / 7/4)
[350001] ['5/9', '5/8', '3/4', '4/5', '5'] -> (5 / ((5/9 * 5/8) * 3/4) * 4/5))
[350002] ['1', '8/7', '7/5', '7/4', '9/4'] -> 9/4 / (7/4 / (8/7 * 7/5) - 1)
[350003] ['3/8', '9/7', '7/5', '7/5', '5'] -> 7/5 / (5 * 3/8 / 9/7 - 7/5)
[350004] ['5/9', '5/8', '3/4', '5/6', '5'] -> 5 / (5/9 * 3/4 + 5/8 - 5/6)
[350005] ['3/8', '9/7', '7/5', '3/2', '5'] -> 9/7 * 7/5 / (3/8 - 3/2 / 5)
[350006] ['1', '8/7', '7/5', '7/4', '7/3'] -> 8/7 / (1 - 7/3 / (7/5 * 7/4))
[350007] ['5/9', '5/8', '3/4', '7/8', '5'] -> 5 / (7/8 - 3/4 * 5/9 / 5/8)
[350008] ['2/3', '3/4', '5/4', '8/5', '7'] -> 7 / (2/3 - 3/4 / (5/4 * /5)
)[350009] ['3/8', '9/7', '7/5', '7/4', '5'] -> 7/5 / (7/4 / 5 - 3/8 / 9/7)
[350010] ['5/9', '5/8', '3/4', '7/6', '5'] -> 5 / (3/4 * (7/6 - 5/9 / 5/8))
[350011] ['5/9', '5/8', '3/4', '7/3', '5'] -> (5 * 7/3 / 3/4 - 5/9) / 5/8
[350012] ['1', '8/7', '7/5', '9/5', '7/2'] -> (7/5 + 9/5) * 7/2 * (1 + 8/7)
[350013] ['5/9', '5/8', '3/4', '7/2', '5'] -> (7/2 - 5/8 / 3/4) * 5 / 5/9
[350014] ['3/8', '9/7', '3/2', '3/2', '5'] -> 9/7 / (3/2 / (5 - 3/2) - 3/8)
[350015] ['2/3', '3/4', '9/7', '9/4', '7'] -> 7 * (9/7 / 2/3 - (3/4 - 9/4))
[350016] ['2/3', '3/4', '9/7', '5/2', '7'] -> 9/7 * 7 * (5/2 / 3/4 - 2/3)
[350017] ['3/8', '9/7', '3/2', '5/3', '5'] -> 5 / (5/3 - (3/8 + 3/2) / 9/7)
[350018] ['5/9', '5/8', '7/9', '7/6', '5'] -> 5 / (7/6 * 5/9 / 7/9 - 5/8)
[350019] ['5/9', '5/8', '7/9', '6/5', '5'] -> 7/9 * 5 / (5/8 - 5/9 / 6/5)
[350020] ['3/8', '9/7', '3/2', '9/4', '5'] -> 5 / ((9/4 - 3/2) / 9/7 - 3/8)
[350021] ['1', '8/7', '7/5', '7/3', '7/3'] -> 8/7 / ((1 + 7/3) / 7/5 - 7/3)
[350022] ['5/9', '5/8', '7/9', '9/7', '5'] -> (5 / (5/9 * (7/9 * 9/7)) - 5/8))
[350023] ['2/3', '3/4', '4/3', '9/4', '7'] -> 4/3 * (3/4 + 9/4 * (2/3 + 7))
[350024] ['1', '8/7', '7/5', '7/3', '7/2'] -> 8/7 / (1 / 7/5 - 7/3 / 7/2)
[350025] ['3/8', '9/7', '3/2', '8/3', '5'] -> 8/3 / (3/2 / 3/8 - 5 / 9/7)
[350026] ['5/9', '5/8', '7/9', '3/2', '5'] -> (5 / ((5/8 * 3/2) * 7/9) - 5/9))
[350027] ['3/8', '9/7', '3/2', '7/2', '5'] -> (5 - (3/2 - 7/2)) * 9/7 / 3/8
[350028] ['1', '8/7', '7/5', '5/2', '8/3'] -> 8/7 * 7/5 / (8/3 / 5/2 - 1)
[350029] ['5/9', '5/8', '7/9', '7/4', '5'] -> 5 / (5/9 + 5/8 + 7/9 - 7/4)
[350030] ['2/3', '3/4', '7/5', '5/3', '7'] -> (7/5 + 7) / (3/4 - 2/3 / 5/3)
[350031] ['1', '8/7', '7/5', '5/2', '7/2'] -> 8/7 * 5/2 * 7/2 * (1 + 7/5)
[350032] ['5/9', '5/8', '7/9', '9/5', '5'] -> 5 / (5/9 + 7/9 - 5/8 * 9/5)
[350033] ['2/3', '3/4', '7/5', '7/4', '7'] -> (7/4 + 3/4 / 7/5) * 7 / 2/3
[350034] ['3/8', '9/7', '8/5', '5/3', '5'] -> 9/7 * 8/5 * (5 / 3/8 - 5/3)
[350035] ['5/9', '5/8', '7/9', '9/4', '5'] -> 5 * (5/9 + 7/9) * 9/4 / 5/8
[350036] ['1', '8/7', '7/5', '8/3', '8/3'] -> 8/7 / (8/3 - (1 + 8/3) / 7/5)
[350037] ['5/9', '5/8', '7/9', '5/2', '5'] -> (5/9 + 5/2 * (7/9 + 5)) / 5/8
[350038] ['3/8', '9/7', '8/5', '9/5', '5'] -> 5 / (3/8 * (9/5 - 8/5 / 9/7))
[350039] ['2/3', '3/4', '7/5', '7/2', '7'] -> 2/3 + 7/2 * 7 / (3/4 * 7/5)
[350040] ['1', '8/7', '7/5', '7/2', '9/2'] -> 7/5 * (1 + 8/7) * (7/2 + 9/2)
[350041] ['5/9', '5/8', '7/9', '9/2', '5'] -> (7/9 * 5 - 5/9) * 9/2 / 5/8
[350042] ['3/8', '9/7', '8/5', '5/2', '5'] -> 9/7 * 8/5 * (5 + 5/2 / 3/8)
[350043] ['5/9', '5/8', '4/5', '4/5', '5'] -> (5 / (5/9 * (4/5 / 4/5)) - 5/8))
[350044] ['1', '8/7', '3/2', '3/2', '8/5'] -> 3/2 / (3/2 / 8/5 - 1 / 8/7)
[350045] ['3/8', '9/7', '8/5', '8/3', '5'] -> 9/7 * (5 * 8/5 / 3/8 - 8/3)
[350046] ['5/9', '5/8', '4/5', '5/6', '5'] -> 5 / (5/9 / (4/5 * /6) - 5/8)
[350047] ['2/3', '3/4', '8/5', '5/3', '7'] -> (7 * 8/5 * 5/3 - 2/3) / 3/4
[350048] ['2/3', '3/4', '8/5', '9/5', '7'] -> 7 / (2/3 + 3/4 - 9/5 / 8/5)
[350049] ['1', '8/7', '3/2', '3/2', '7/2'] -> (1 + 7/2) / (3/2 - 3/2 / 8/7)
[350050] ['2/3', '3/4', '8/5', '8/3', '7'] -> (7 - 8/5) * (2/3 + 8/3) / 3/4
[350051] ['3/8', '9/7', '5/3', '7/3', '5'] -> 5 * 9/7 / 3/8 * 7/3 / 5/3
[350052] ['5/9', '5/8', '4/5', '7/6', '5'] -> (4/5 + 7/6 / 5/8) * 5 / 5/9
[350053] ['2/3', '3/4', '8/5', '7/2', '7'] -> 8/5 * ((7/2 + 7) / 2/3 - 3/4)
[350054] ['3/8', '9/7', '5/3', '5/2', '5'] -> 5/3 / (5/2 / 9/7 - 3/8 * 5)
[350055] ['5/9', '5/8', '4/5', '6/5', '5'] -> 5 / (6/5 * 5/9 / 4/5 - 5/8)
[350056] ['2/3', '3/4', '5/3', '7/3', '7'] -> (5/3 + 7/3 / 7) / (3/4 - 2/3)
[350057] ['5/9', '5/8', '4/5', '5/4', '5'] -> (5 / (5/9 * (4/5 * 5/4)) - 5/8))
[350058] ['2/3', '3/4', '5/3', '9/2', '7'] -> (5/3 * 9/2 + 7 / 2/3) / 3/4
[350059] ['5/9', '5/8', '4/5', '9/7', '5'] -> 5 / (5/9 / 4/5 - 5/8 / 9/7)
[350060] ['1', '8/7', '3/2', '8/5', '5/2'] -> 5/2 / (3/2 - 8/5 / 8/7) - 1
[350061] ['3/8', '9/7', '5/3', '9/2', '5'] -> 9/7 * (5/3 + 5 + 9/2 / 3/8)
[350062] ['2/3', '3/4', '7/4', '9/5', '7'] -> 3/4 + 9/5 * (2/3 + 7/4 * 7)
[350063] ['5/9', '5/8', '4/5', '7/5', '5'] -> (5 / ((5/9 * 5/8) * 7/5) - 4/5))
[350064] ['1', '8/7', '3/2', '8/5', '8/3'] -> 1 / (3/2 - 8/3 / (8/7 * 8/5))
[350065] ['3/8', '9/7', '7/4', '9/5', '5'] -> 9/5 / (9/7 * 7/4 / 5 - 3/8)
[350066] ['1', '8/7', '3/2', '8/5', '7/2'] -> (8/7 + 8/5) * 7/2 * (1 + 3/2)
[350067] ['2/3', '3/4', '7/4', '5/2', '7'] -> 2/3 + 5/2 * (7 + 7/4 / 3/4)
[350068] ['3/8', '9/7', '7/4', '8/3', '5'] -> 9/7 * 7/4 * (5 / 3/8 - 8/3)
[350069] ['2/3', '3/4', '9/5', '7/3', '7'] -> (7 + 2/3 + 7/3) * 9/5 / 3/4
[350070] ['5/9', '5/8', '4/5', '9/5', '5'] -> 5 / (5/9 * (9/5 - (5/8 + 4/5)))
[350071] ['3/8', '9/7', '9/5', '9/5', '5'] -> 5 / (9/5 / (9/7 + 9/5) - 3/8)
[350072] ['1', '8/7', '3/2', '5/3', '9/4'] -> 1 / (9/4 / 3/2 - 5/3 / 8/7)
[350073] ['5/9', '5/8', '4/5', '9/4', '5'] -> 5 / (5/9 - 5/8 / (4/5 * /4)
)[350074] ['1', '8/7', '3/2', '5/3', '5/2'] -> 8/7 * (1 + 5/2) / (5/3 - 3/2)
[350075] ['3/8', '9/7', '9/5', '5/2', '5'] -> (5 - 9/5 / 9/7) * 5/2 / 3/8
[350076] ['5/9', '5/8', '4/5', '7/2', '5'] -> (7/2 - 4/5) * (5/9 + 5) / 5/8
[350077] ['5/9', '5/8', '4/5', '9/2', '5'] -> 5 * (4/5 + 9/2 * 5/9 / 5/8)
[350078] ['2/3', '7/9', '7/9', '4/5', '7'] -> 2/3 * 7 / (7/9 / 4/5 - 7/9)
[350079] ['1', '8/7', '3/2', '7/4', '7/3'] -> 1 / (8/7 * 7/3 - 3/2 * 7/4)
[350080] ['2/3', '7/9', '7/9', '7/8', '7'] -> (7 / (7/8 * (7/9 / 7/9)) - 2/3))
[350081] ['1', '8/7', '3/2', '7/4', '5/2'] -> 8/7 / (1 - 5/2 / (3/2 * 7/4))
[350082] ['1', '8/7', '3/2', '7/4', '8/3'] -> (1 / (7/4 * 8/3) - (8/7 + 3/2)))
[350083] ['2/3', '7/9', '7/9', '8/7', '7'] -> 8/7 * 7 / (7/9 / 7/9 - 2/3)
[350084] ['1', '8/7', '3/2', '7/4', '7/2'] -> 8/7 * 7/2 / (7/4 / 3/2 - 1)
[350085] ['3/8', '9/7', '7/3', '5/2', '5'] -> 9/7 * 7/3 / (5/2 / 5 - 3/8)
[350086] ['1', '8/7', '3/2', '7/4', '9/2'] -> (3/2 + 9/2) / (7/4 * (8/7 - 1))
[350087] ['5/9', '5/8', '6/7', '6/7', '5'] -> (5 / (5/9 * (6/7 / 6/7)) - 5/8))
[350088] ['2/3', '7/9', '7/9', '5/4', '7'] -> 2/3 * 7 / (7/9 * 5/4 - 7/9)
[350089] ['3/8', '9/7', '7/3', '8/3', '5'] -> 8/3 + (5 + 9/7 * 7/3) / 3/8
[350090] ['5/9', '5/8', '6/7', '7/8', '5'] -> 5 / (5/8 - 7/8 * 5/9 * 6/7)
[350091] ['2/3', '7/9', '7/9', '3/2', '7'] -> (3/2 + 7/9 / 2/3) * 7 / 7/9
[350092] ['3/8', '9/7', '5/2', '5/2', '5'] -> 5 / (3/8 * (5/2 - 5/2 / 9/7))
[350093] ['2/3', '7/9', '7/9', '8/5', '7'] -> (7/9 + 7) * 8/5 / (2/3 * 7/9)
[350094] ['1', '8/7', '3/2', '9/5', '7/2'] -> 8/7 * 7/2 / (1 - 3/2 / 9/5)
[350095] ['2/3', '7/9', '7/9', '7/4', '7'] -> 2/3 * 7 / (7/4 - (7/9 + 7/9))
[350096] ['5/9', '5/8', '6/7', '7/6', '5'] -> (5 / (5/9 * (6/7 * 7/6)) - 5/8))
[350097] ['3/8', '9/7', '5/2', '7/2', '5'] -> 5 * 9/7 / 3/8 * 7/2 / 5/2
[350098] ['1', '8/7', '3/2', '9/4', '9/4'] -> (3/2 + 9/4) / (8/7 - 1) - 9/4
[350099] ['5/9', '5/8', '6/7', '6/5', '5'] -> (5 / (6/5 * (5/8 / 6/7)) - 5/9))
[350100] ['2/3', '7/9', '7/9', '9/4', '7'] -> 9/4 * (2/3 + (7/9 + 7) / 7/9)
[350101] ['3/8', '9/7', '8/3', '8/3', '5'] -> 9/7 * (8/3 + 8/3 + 5 / 3/8)
[350102] ['2/3', '7/9', '7/9', '5/2', '7'] -> (7/9 / 2/3 + 5/2 * 7) / 7/9
[350103] ['5/9', '5/8', '6/7', '7/5', '5'] -> 5 / (7/5 * (5/8 - 5/9 * 6/7))
[350104] ['3/8', '4/3', '4/3', '4/3', '5'] -> (4/3 + 4/3 + 4/3 + 5) / 3/8
[350105] ['2/3', '7/9', '4/5', '7/8', '7'] -> 7 / (7/8 / 7/9 - 2/3 / 4/5)
[350106] ['3/8', '4/3', '4/3', '7/5', '5'] -> 5 * (4/3 + 7/5 / 3/8) - 4/3
[350107] ['1', '8/7', '3/2', '5/2', '8/3'] -> 3/2 / (5/2 / 8/3 - 1 / 8/7)
[350108] ['1', '8/7', '3/2', '8/3', '8/3'] -> 3/2 * (8/3 / (8/7 - 1) - 8/3)
[350109] ['2/3', '7/9', '4/5', '6/5', '7'] -> (6/5 + 2/3 + 4/5) * 7 / 7/9
[350110] ['1', '8/7', '3/2', '7/2', '7/2'] -> 8/7 * 7/2 * (7/2 + 1 + 3/2)
[350111] ['5/9', '5/8', '6/7', '7/3', '5'] -> 5 / (5/9 * 6/7 - 5/8 / 7/3)
[350112] ['3/8', '4/3', '4/3', '9/2', '5'] -> 4/3 + 4/3 * (5 + 9/2 / 3/8)
[350113] ['5/9', '5/8', '6/7', '5/2', '5'] -> (5/2 + 5 / 6/7) / (5/9 * 5/8)
[350114] ['5/9', '5/8', '6/7', '8/3', '5'] -> (5 * 8/3 / 6/7 - 5/9) / 5/8
[350115] ['2/3', '7/9', '4/5', '7/5', '7'] -> 4/5 * 7 / (7/5 - 7/9 / 2/3)
[350116] ['3/8', '4/3', '7/5', '5/3', '5'] -> (4/3 * 5 + 7/5 * 5/3) / 3/8
[350117] ['5/9', '5/8', '6/7', '7/2', '5'] -> (5 / ((5/8 - 5/9) * 6/7) * 7/2))
[350118] ['1', '8/7', '8/5', '8/5', '5/2'] -> 5/2 * (8/5 / (8/7 - 1) - 8/5)
[350119] ['5/9', '5/8', '6/7', '9/2', '5'] -> (9/2 + 5 / (5/9 * 6/7)) / 5/8
[350120] ['3/8', '4/3', '7/5', '7/4', '5'] -> 5 / (7/5 * (7/4 - 4/3) - 3/8)
[350121] ['5/9', '5/8', '7/8', '7/8', '5'] -> (5 / (5/9 * (7/8 / 7/8)) - 5/8))
[350122] ['1', '8/7', '8/5', '8/5', '7/2'] -> (8/5 + 8/5) * 7/2 * (1 + 8/7)
[350123] ['2/3', '7/9', '4/5', '7/4', '7'] -> 7 / (7/4 - 7/9 / (2/3 * 4/5))
[350124] ['5/9', '5/8', '7/8', '9/8', '5'] -> (5 / (5/9 * (5/8 + 7/8)) - 9/8))
[350125] ['1', '8/7', '8/5', '5/3', '9/5'] -> (1 / (5/3 * 8/5) - (9/5 / 8/7)))
[350126] ['2/3', '7/9', '4/5', '5/2', '7'] -> (2/3 + 4/5 * 5/2) * 7 / 7/9
[350127] ['5/9', '5/8', '7/8', '8/7', '5'] -> (5 / (5/9 * (7/8 * 8/7)) - 5/8))
[350128] ['2/3', '7/9', '4/5', '7/2', '7'] -> (7/2 - 2/3 / 4/5) * 7 / 7/9
[350129] ['5/9', '5/8', '7/8', '6/5', '5'] -> 6/5 * 5 / (5/8 / 5/9 - 7/8)
[350130] ['3/8', '4/3', '3/2', '7/4', '5'] -> 5 / (3/8 - 4/3 + 7/4 / 3/2)
[350131] ['2/3', '7/9', '4/5', '9/2', '7'] -> 7 * (9/2 - 2/3 / (7/9 * /5)
)[350132] ['5/9', '5/8', '7/8', '5/4', '5'] -> 5 / (5/9 * (7/8 - 5/8 / 5/4))
[350133] ['5/9', '5/8', '7/8', '9/7', '5'] -> 5 / (5/9 / 5/8 - 7/8 / 9/7)
[350134] ['5/9', '5/8', '7/8', '4/3', '5'] -> 5 / (7/8 - 5/9 / (5/8 * /3)
)[350135] ['3/8', '4/3', '8/5', '9/4', '5'] -> 5 * (9/4 / 3/8 - 8/5 / 4/3)
[350136] ['1', '8/7', '8/5', '7/4', '9/5'] -> 8/7 * 9/5 / (1 - 8/5 / 7/4)
[350137] ['3/8', '4/3', '8/5', '7/3', '5'] -> (8/5 * 5 - (4/3 - 7/3)) / 3/8
[350138] ['5/9', '5/8', '7/8', '9/5', '5'] -> (5 + 5/9 * 9/5) / (7/8 - 5/8)
[350139] ['3/8', '4/3', '8/5', '8/3', '5'] -> 8/5 * 5 / (4/3 - 3/8 * 8/3)
[350140] ['2/3', '7/9', '5/6', '7/4', '7'] -> 7 / (5/6 * 7/4 - 7/9 / 2/3)
[350141] ['1', '8/7', '8/5', '7/4', '8/3'] -> 8/7 / (1 - 8/3 / (8/5 * 7/4))
[350142] ['5/9', '5/8', '8/9', '8/9', '5'] -> (5 / (5/9 * (8/9 / 8/9)) - 5/8))
[350143] ['3/8', '4/3', '5/3', '7/2', '5'] -> (7/2 / 3/8 - 4/3) * 5 / 5/3
[350144] ['3/8', '4/3', '7/4', '9/5', '5'] -> 5 / (7/4 - (4/3 + 3/8 / 9/5))
[350145] ['5/9', '5/8', '8/9', '7/6', '5'] -> 5 / (5/9 - 5/8 - (8/9 - 7/6))
[350146] ['3/8', '4/3', '7/4', '7/3', '5'] -> 5 / (4/3 - 3/8 - 7/4 / 7/3)
[350147] ['2/3', '7/9', '6/7', '8/7', '7'] -> (8/7 + 2/3 + 6/7) * 7 / 7/9
[350148] ['3/8', '4/3', '9/5', '9/5', '5'] -> 5 / (3/8 * 9/5 + 4/3 - 9/5)
[350149] ['2/3', '7/9', '6/7', '6/5', '7'] -> (6/7 + 6/5) * (7/9 + 7) / 2/3
[350150] ['5/9', '5/8', '8/9', '5/3', '5'] -> 5 / (5/8 / (8/9 - 5/9) - 5/3)
[350151] ['2/3', '7/9', '6/7', '5/4', '7'] -> 7 / (5/4 / 6/7 - 7/9 / 2/3)
[350152] ['3/8', '4/3', '9/4', '9/4', '5'] -> (5 + 9/4 + 9/4) / 3/8 - 4/3
[350153] ['5/9', '5/8', '8/9', '7/3', '5'] -> 8/9 + (5/9 + 7/3) * 5 / 5/8
[350154] ['3/8', '4/3', '9/4', '5/2', '5'] -> 4/3 * 9/4 / (5/2 / 5 - 3/8)
[350155] ['2/3', '7/9', '6/7', '5/3', '7'] -> 7 * (6/7 / 2/3 + 5/3 / 7/9)
[350156] ['2/3', '7/9', '6/7', '7/4', '7'] -> 7 * (2/3 + 6/7) * 7/4 / 7/9
[350157] ['5/9', '5/8', '9/8', '9/8', '5'] -> (5 / (5/9 * (9/8 / 9/8)) - 5/8))
[350158] ['3/8', '4/3', '7/3', '5/2', '5'] -> (7/3 - 4/3 / 5/2) * 5 / 3/8
[350159] ['1', '8/7', '8/5', '7/3', '5/2'] -> 8/5 / (8/7 * 7/3 / 5/2 - 1)
[350160] ['2/3', '7/9', '6/7', '9/5', '7'] -> (7/9 + 7) * (9/5 + 6/7 / 2/3)
[350161] ['2/3', '7/9', '6/7', '9/4', '7'] -> 6/7 / 9/4 * 7 / (7/9 - 2/3)
[350162] ['3/8', '4/3', '7/2', '7/2', '5'] -> (5 + 7/2 + 7/2) / (3/8 * 4/3)
[350163] ['1', '8/7', '8/5', '5/2', '8/3'] -> 8/5 / (1 - 8/3 / (8/7 * 5/2))
[350164] ['2/3', '7/9', '7/8', '6/5', '7'] -> 7 / (7/9 - 2/3 * 7/8 / 6/5)
[350165] ['2/3', '7/9', '7/8', '5/4', '7'] -> 7 / (7/8 / 7/9 - 2/3 * 5/4)
[350166] ['3/8', '7/5', '7/5', '9/4', '5'] -> (5 - 7/5 / 7/5) * 9/4 / 3/8
[350167] ['3/8', '7/5', '7/5', '7/3', '5'] -> 7/5 / (3/8 * 7/5 - 7/3 / 5)
[350168] ['5/9', '5/8', '9/8', '9/4', '5'] -> (5 - 5/9) * (9/8 + 9/4) / 5/8
[350169] ['2/3', '7/9', '7/8', '7/5', '7'] -> (2/3 + 7) / (7/8 - 7/9 / 7/5)
[350170] ['1', '8/7', '8/5', '8/3', '9/2'] -> 8/5 * 9/2 * (1 + 8/3 / 8/7)
[350171] ['3/8', '7/5', '3/2', '3/2', '5'] -> (5 * 7/5 * 3/2 - 3/2) / 3/8
[350172] ['5/9', '5/8', '9/8', '7/2', '5'] -> (5 * 7/2 / 9/8 - 5/9) / 5/8
[350173] ['2/3', '7/9', '7/8', '5/2', '7'] -> (7/8 + 5/2) * (7 - (2/3 - 7/9))
[350174] ['5/9', '5/8', '8/7', '8/7', '5'] -> (5 / (5/9 * (8/7 / 8/7)) - 5/8))
[350175] ['2/3', '7/9', '7/8', '9/2', '7'] -> (7 / ((2/3 * 9/2) * 7/8) - 7/9))
[350176] ['3/8', '7/5', '3/2', '9/5', '5'] -> 3/2 / (7/5 / (5 - 9/5) - 3/8)
[350177] ['1', '8/7', '5/3', '5/3', '9/4'] -> 8/7 / (1 / (9/4 - 5/3) - 5/3)
[350178] ['3/8', '7/5', '3/2', '7/3', '5'] -> 5 / (3/8 + 3/2 - 7/3 / 7/5)
[350179] ['1', '8/7', '5/3', '5/3', '7/3'] -> 8/7 / (1 - 5/3 + 5/3 / 7/3)
[350180] ['2/3', '7/9', '8/9', '6/5', '7'] -> 7 / (7/9 / 2/3 - 8/9) - 6/5
[350181] ['3/8', '7/5', '3/2', '5/2', '5'] -> (7/5 * (5/2 + 5) - 3/2) / 3/8
[350182] ['2/3', '7/9', '8/9', '5/4', '7'] -> 7 / (2/3 - 5/4 + 7/9 / 8/9)
[350183] ['1', '8/7', '5/3', '5/3', '5/2'] -> 1 / (5/2 / 5/3 - 5/3 / 8/7)
[350184] ['5/9', '5/8', '8/7', '3/2', '5'] -> 5 / (3/2 * (5/8 - 5/9 / 8/7))
[350185] ['3/8', '7/5', '3/2', '9/2', '5'] -> (9/2 / ((3/8 * 5) * 3/2) - 7/5))
[350186] ['2/3', '7/9', '8/9', '7/5', '7'] -> (7 / (7/5 * (7/9 / 8/9)) - 2/3))
[350187] ['1', '8/7', '5/3', '5/3', '7/2'] -> 8/7 / (1 - (5/3 + 5/3) / 7/2)
