[98496] ['4/7', '3/4', '4/3', '9/4', '5'] -> ((4/3 * 9/4) * ((5 / 4/7) - 3/4))
[112120] ['1/8', '1/6', '2/5', '7/8', '7'] -> (7 / ((2/5 * (1/6 + 7/8)) - 1/8))
[112121] ['1/4', '2/7', '4/9', '9/4', '4'] -> (((4/9 * 9/4) / (2/7 - 1/4)) - 4)
[112122] ['4/9', '3/5', '7/8', '5/3', '3'] -> (3/5 / ((7/8 / 3) - (4/9 / 5/3)))
[112123] ['3/5', '3/5', '7/6', '7/5', '5'] -> ((3/5 + 5) / ((7/6 / 7/5) - 3/5))
[112124] ['1/8', '5/9', '5/6', '6/7', '6'] -> (6 / (5/6 - (6/7 * (1/8 + 5/9))))
[112125] ['1/5', '7/9', '6/5', '5/3', '9'] -> ((6/5 * 9) * ((7/9 / 1/5) - 5/3))
[112126] ['1/7', '2/9', '2/3', '7/5', '3'] -> (((3 + (1/7 + 2/3)) * 7/5) / 2/9)
[112127] ['2/3', '7/9', '5/4', '3', '9/2'] -> (2/3 / ((7/9 - 9/2) + (5/4 * 3)))
[112128] ['5/9', '4/5', '9/7', '5/3', '9'] -> (9/7 * ((4/5 + 5/3) + (9 / 5/9)))
[112129] ['3/5', '3/5', '7/6', '3/2', '5'] -> (((5 / (3/2 - 7/6)) - 3/5) / 3/5)
[112130] ['1/5', '6/5', '9/7', '9/2', '7'] -> ((((1/5 + 7) * 9/2) / 9/7) - 6/5)
[112131] ['2/7', '3/5', '5/6', '7/5', '7'] -> (5/6 * (((7/5 + 7) / 2/7) - 3/5))
[112132] ['1/7', '2/9', '2/3', '3/2', '3'] -> (2/3 + ((3 + (2/9 * 3/2)) / 1/7))
[112133] ['1/5', '7/9', '6/5', '9/4', '9'] -> (6/5 / ((1/5 * 9) - (7/9 * 9/4)))
[112134] ['1/4', '2/7', '4/9', '4', '9/2'] -> (((4/9 * 9/2) / (1/4 * 2/7)) - 4)
[112135] ['3/8', '3/7', '3/2', '2', '5/2'] -> ((((2 + 5/2) / 3/7) - 3/2) / 3/8)
[112136] ['1/5', '6/5', '4/3', '7/4', '7'] -> (7 / (((1/5 + 7/4) / 6/5) - 4/3))
[112137] ['1/7', '1/6', '7/9', '8/5', '4'] -> ((1/6 + (4 / 8/5)) / (1/7 * 7/9))
[112138] ['2/9', '4/9', '7/9', '8/5', '8'] -> (((8 / 8/5) - (4/9 - 7/9)) / 2/9)
[112139] ['1/7', '2/9', '2/3', '9/4', '3'] -> (((9/4 * 2/3) / 1/7) + (3 / 2/9))
[112140] ['2/7', '3/5', '5/6', '9/5', '7'] -> ((7 / 2/7) - (5/6 - (3/5 / 9/5)))
[112141] ['3/8', '3/7', '8/5', '8/5', '2'] -> (8/5 + ((8/5 + 2) / (3/8 * 3/7)))
[112142] ['1/4', '2/7', '1/2', '3/5', '4'] -> (4 / (2/7 * (1/2 / 3/5)) - 1/4))
[112143] ['3/8', '3/8', '7/8', '1', '8/5'] -> (3/8 / (7/8 - ((3/8 + 1) / 8/5)))
[112144] ['1/5', '7/9', '6/5', '7/2', '9'] -> ((7/2 * (1/5 + (7/9 * 9))) - 6/5)
[112145] ['5/9', '4/5', '9/7', '7/3', '9'] -> (((9/7 * 7/3) + (9 / 5/9)) / 4/5)
[112146] ['1/7', '2/9', '2/3', '3', '7/2'] -> (((3 / (1/7 * 7/2)) - 2/3) / 2/9)
[112147] ['3/8', '3/8', '7/8', '1', '5/3'] -> (1 / (5/3 - (7/8 + (3/8 + 3/8))))
[112148] ['3/5', '3/5', '7/6', '7/3', '5'] -> ((3/5 + 5) / ((3/5 * 7/3) - 7/6))
[112149] ['2/7', '3/5', '5/6', '9/4', '7'] -> (((7 + (3/5 * 5/6)) / 2/7) - 9/4)
[112150] ['1/5', '6/5', '7/5', '9/4', '7'] -> (((1/5 + 7/5) * (9/4 * 7)) - 6/5)
[112151] ['2/9', '4/9', '4/5', '9/8', '8'] -> ((((8 / 9/8) - 4/9) * 4/5) / 2/9)
[112152] ['3/8', '3/8', '7/8', '1', '7/4'] -> (3/8 / (1 - (3/8 * (7/8 + 7/4))))
[112153] ['5/9', '4/5', '9/7', '8/3', '9'] -> ((8/3 + (5/9 * 4/5)) * (9 - 9/7))
[112154] ['1/7', '2/9', '5/7', '5/7', '3'] -> ((((5/7 + 5/7) / 2/9) - 3) / 1/7)
[112155] ['1/5', '7/9', '5/4', '9/7', '9'] -> ((9 - 9/7) / (5/4 * (1/5 / 7/9)))
[112156] ['1/7', '1/6', '7/9', '5/2', '4'] -> (((4 - (1/6 / 7/9)) / 1/7) - 5/2)
[112157] ['2/7', '3/5', '5/6', '5/2', '7'] -> (3/5 + (((2/7 + 5/2) * 7) / 5/6))
[112158] ['2/9', '4/9', '4/5', '7/6', '8'] -> (8 / (7/6 - ((2/9 + 4/9) / 4/5)))
[112159] ['1/8', '1/6', '2/5', '9/4', '7'] -> (2/5 * ((9/4 / 1/8) + (7 / 1/6)))
[112160] ['1/5', '6/5', '7/5', '8/3', '7'] -> ((1/5 + 7/5) + (7 * (6/5 * 8/3)))
[112161] ['1/7', '2/9', '5/7', '3/4', '3'] -> ((3 - 1/7) / (3/4 * (2/9 * 5/7)))
[112162] ['1/5', '7/9', '5/4', '4/3', '9'] -> (5/4 * (1/5 + (9 * (7/9 + 4/3))))
[112163] ['3/5', '3/5', '7/6', '9/2', '5'] -> (9/2 * (7/6 + (5 / (3/5 + 3/5))))
[112164] ['2/3', '7/9', '9/7', '8/3', '3'] -> ((8/3 * 3) / ((7/9 * 9/7) - 2/3))
[112165] ['3/5', '8/9', '9/7', '3/2', '4'] -> (4 / (3/5 * (3/2 / 9/7)) - 8/9))
[112166] ['1/8', '1/6', '2/5', '7/3', '7'] -> (((7/3 / (2/5 - 1/6)) - 7) / 1/8)
[112167] ['1/4', '2/7', '1/2', '8/9', '4'] -> ((4 / (2/7 - (1/4 * 1/2))) - 8/9)
[112168] ['3/8', '3/8', '8/9', '8/9', '1'] -> (1 / (8/9 * (3/8 / 8/9)) - 3/8))
[112169] ['1/8', '5/9', '6/7', '6/7', '6'] -> (6/7 + ((6 + (6/7 / 1/8)) / 5/9))
[112170] ['2/3', '7/9', '9/7', '3', '7/2'] -> (7/2 * (2/3 + (3 * (7/9 + 9/7))))
[112171] ['3/5', '3/5', '6/5', '5/4', '5'] -> ((6/5 * 5) / (5/4 - (3/5 / 3/5)))
[112172] ['4/9', '3/5', '8/9', '6/5', '3'] -> ((8/9 / (3/5 - 4/9)) * (6/5 + 3))
[112173] ['1/8', '1/6', '2/5', '8/3', '7'] -> (2/5 * (8/3 + ((1/6 + 7) / 1/8)))
[112174] ['2/9', '4/9', '4/5', '7/4', '8'] -> ((4/5 * 8) * (7/4 + (4/9 / 2/9)))
[112175] ['3/8', '3/7', '8/5', '2', '7/2'] -> (3/7 / (3/8 - (2 / (8/5 * 7/2))))
[112176] ['1/8', '5/9', '6/7', '7/8', '6'] -> (6/7 / ((7/8 / (6 - 5/9)) - 1/8))
[112177] ['4/9', '3/5', '8/9', '5/4', '3'] -> (3 / (5/4 * (3/5 - (4/9 / 8/9))))
[112178] ['1/7', '2/9', '5/7', '6/7', '3'] -> (((3 / 1/7) - (6/7 / 2/9)) / 5/7)
[112179] ['2/9', '4/9', '4/5', '9/4', '8'] -> (9/4 * ((2/9 + 4/9) + (8 / 4/5)))
[112180] ['1/8', '1/6', '3/7', '4/9', '7'] -> (7 * (3/7 + (1/6 / (1/8 * 4/9))))
[112181] ['1/4', '2/7', '1/2', '5/4', '4'] -> ((5/4 / (1/4 * 1/2)) + (4 / 2/7))
[112182] ['3/8', '3/8', '8/9', '1', '9/7'] -> (1 / ((3/8 * 8/9) - (3/8 / 9/7)))
[112183] ['3/5', '3/5', '6/5', '7/5', '5'] -> ((5 / (7/5 - 6/5)) - (3/5 / 3/5))
[112184] ['5/9', '4/5', '4/3', '5/2', '9'] -> (5/2 * ((4/5 * 9) + (4/3 / 5/9)))
[112185] ['1/8', '5/9', '6/7', '8/9', '6'] -> (((6 * (5/9 / 6/7)) - 8/9) / 1/8)
[112186] ['2/9', '4/9', '4/5', '7/2', '8'] -> (4/5 * ((4/9 / 2/9) + (7/2 * 8)))
[112187] ['1/7', '2/9', '5/7', '7/8', '3'] -> (5/7 / (1/7 * 7/8) - (2/9 * 3)))
[112188] ['4/9', '3/5', '8/9', '4/3', '3'] -> (8/9 / (3 - ((4/9 + 4/3) / 3/5)))
[112189] ['2/7', '3/5', '6/7', '9/8', '7'] -> ((2/7 + 7) / ((6/7 / 3/5) - 9/8))
[112190] ['1/4', '2/7', '1/2', '8/5', '4'] -> (4 / (2/7 - (1/4 / (1/2 + 8/5))))
[112191] ['3/5', '3/5', '6/5', '8/5', '5'] -> (((5 * (3/5 + 6/5)) * 8/5) / 3/5)
[112192] ['1/7', '2/9', '5/7', '8/7', '3'] -> (8/7 / (3 * (2/9 * 5/7)) - 1/7))
[112193] ['1/5', '6/5', '5/3', '7/4', '7'] -> (6/5 / (1/5 - (7/4 / (5/3 * 7))))
[112194] ['1/5', '7/9', '5/4', '9/4', '9'] -> (9 + ((5/4 + (7/9 * 9/4)) / 1/5))
[112195] ['3/8', '3/7', '5/3', '9/5', '2'] -> ((2 + ((9/5 * 5/3) / 3/7)) / 3/8)
[112196] ['4/9', '3/5', '8/9', '3/2', '3'] -> (4/9 / (3 - (3/2 + (8/9 / 3/5))))
[112197] ['3/5', '3/5', '6/5', '7/4', '5'] -> (6/5 / ((5 * (3/5 * 3/5)) - 7/4))
[112198] ['1/8', '1/6', '3/7', '6/7', '7'] -> ((7 - 3/7) / (1/6 + (1/8 * 6/7)))
[112199] ['2/3', '7/9', '7/5', '7/4', '3'] -> (2/3 / ((7/4 / 3) - (7/9 / 7/5)))
[112200] ['2/9', '4/9', '5/6', '8/7', '8'] -> ((8/7 / (4/9 * 5/6)) * (8 - 2/9))
[112201] ['2/7', '3/5', '6/7', '5/4', '7'] -> (((5/4 * 6/7) / 2/7) * (7 - 3/5))
[112202] ['1/4', '2/7', '1/2', '8/3', '4'] -> (((4 - (1/2 / 2/7)) * 8/3) / 1/4)
[112203] ['3/5', '3/5', '6/5', '7/3', '5'] -> (5 * (3/5 + (7/3 * (3/5 + 6/5))))
[112204] ['3/5', '8/9', '9/7', '8/3', '4'] -> (9/7 * (8/9 + ((4 * 8/3) / 3/5)))
[112205] ['2/9', '4/9', '5/6', '9/7', '8'] -> (8 / (9/7 * (4/9 - (2/9 * 5/6))))
[112206] ['1/8', '5/9', '6/7', '9/7', '6'] -> (6/7 / ((1/8 * 6) - (5/9 * 9/7)))
[112207] ['2/7', '3/5', '6/7', '9/7', '7'] -> (((9/7 + 7) - (6/7 / 3/5)) / 2/7)
[112208] ['4/9', '3/5', '8/9', '7/4', '3'] -> (8/9 / (4/9 * 3) - (7/4 / 3/5)))
[112209] ['3/8', '3/8', '8/9', '1', '5/2'] -> (((1 + 5/2) / (3/8 * 3/8)) - 8/9)
[112210] ['1/4', '2/7', '5/9', '4/7', '4'] -> ((2/7 + 4) / (5/9 * (4/7 - 1/4)))
[112211] ['3/5', '3/5', '6/5', '8/3', '5'] -> ((((6/5 * 5) - 3/5) * 8/3) / 3/5)
[112212] ['1/5', '6/5', '7/4', '5/2', '7'] -> (6/5 / (5/2 - (7 * (1/5 * 7/4))))
[112213] ['2/3', '7/9', '7/5', '5/2', '3'] -> (5/2 * ((7/5 / (7/9 - 2/3)) - 3))
[112214] ['1/7', '2/9', '5/7', '8/5', '3'] -> (8/5 / (3 * 2/9) - (1/7 / 5/7)))
[112215] ['3/5', '3/5', '6/5', '7/2', '5'] -> (((3/5 + 7/2) * (6/5 * 5)) - 3/5)
[112216] ['1/7', '1/6', '4/5', '7/3', '4'] -> ((1/6 + 7/3) * (4 + (4/5 / 1/7)))
[112217] ['2/9', '4/9', '6/7', '7/8', '8'] -> ((6/7 * 8) / ((4/9 / 7/8) - 2/9))
[112218] ['3/5', '3/5', '5/4', '5/4', '5'] -> (5 / (5/4 - (5/4 / (3/5 + 3/5))))
[112219] ['4/9', '3/5', '8/9', '7/3', '3'] -> (8/9 / ((7/3 / 3) - (4/9 / 3/5)))
[112220] ['3/8', '3/8', '1', '9/8', '9/7'] -> (1 / ((3/8 / 9/8) - (3/8 / 9/7)))
[112221] ['1/7', '2/9', '5/7', '7/4', '3'] -> (3 / (7/4 * (5/7 - (1/7 / 2/9))))
[112222] ['1/8', '5/9', '6/7', '8/5', '6'] -> ((((6 / 6/7) - 8/5) * 5/9) / 1/8)
[112223] ['3/8', '3/7', '7/4', '2', '9/4'] -> (((7/4 + 2) + (9/4 / 3/7)) / 3/8)
[112224] ['3/8', '3/8', '1', '9/8', '4/3'] -> (9/8 / ((3/8 * 3/8) * 4/3) - 1))
[112225] ['2/9', '4/9', '6/7', '9/8', '8'] -> (8 / (9/8 * (4/9 / 6/7)) - 2/9))
[112226] ['5/9', '4/5', '7/5', '9/2', '9'] -> ((5/9 * 9/2) * (9 - (4/5 - 7/5)))
[112227] ['1/7', '2/9', '5/7', '9/5', '3'] -> (2/9 + ((3 + (5/7 / 9/5)) / 1/7))
[112228] ['1/5', '7/9', '9/7', '3/2', '9'] -> ((7/9 / 3/2) * (9/7 + (9 / 1/5)))
[112229] ['2/7', '3/5', '6/7', '9/4', '7'] -> ((7 / (3/5 - (2/7 / 6/7))) - 9/4)
[112230] ['2/3', '7/9', '7/5', '3', '9/2'] -> (((3 + (7/9 / 7/5)) * 9/2) / 2/3)
[112231] ['1/8', '1/6', '3/7', '8/5', '7'] -> (8/5 * ((7 / 3/7) - (1/6 / 1/8)))
[112232] ['4/9', '3/5', '8/9', '8/3', '3'] -> ((((8/3 / 3/5) - 8/9) * 3) / 4/9)
[112233] ['1/7', '1/6', '4/5', '4', '9/2'] -> ((1/6 + 9/2) * (1/7 + (4 / 4/5)))
[112234] ['1/8', '5/9', '6/7', '5/3', '6'] -> (((6/7 * (6 - 5/9)) - 5/3) / 1/8)
[112235] ['1/4', '2/7', '5/9', '3/4', '4'] -> ((((4 / 2/7) - 1/4) / 5/9) - 3/4)
[112236] ['2/7', '3/5', '6/7', '7/3', '7'] -> (7/3 * (2/7 + ((7 * 6/7) / 3/5)))
[112237] ['5/9', '4/5', '3/2', '8/5', '9'] -> (8/5 * ((9 / 5/9) - (4/5 * 3/2)))
[112238] ['4/9', '3/5', '8/9', '3', '7/2'] -> (4/9 / (((3 - 8/9) / 3/5) - 7/2))
[112239] ['1/4', '2/7', '5/9', '4/5', '4'] -> (4 / ((1/4 + 4/5) * 2/7) * 5/9))
[112240] ['1/7', '1/6', '5/6', '8/9', '4'] -> (8/9 * ((4 / 1/7) - (1/6 + 5/6)))
[112241] ['3/5', '8/9', '4/3', '7/3', '4'] -> (4 / ((4/3 / (3/5 * 8/9)) - 7/3))
[112242] ['1/5', '6/5', '8/3', '7/2', '7'] -> ((1/5 + 7) / (7/2 - (6/5 * 8/3)))
[112243] ['2/9', '4/9', '6/7', '3/2', '8'] -> ((6/7 * 8) * (3/2 + (4/9 / 2/9)))
[112244] ['2/3', '7/9', '3/2', '7/3', '3'] -> ((7/3 + 3) / ((2/3 * 3/2) - 7/9))
[112245] ['3/8', '3/7', '9/5', '9/5', '2'] -> (9/5 / (3/7 * (3/8 + 9/5)) - 2))
[112246] ['1/5', '7/9', '9/7', '9/5', '9'] -> ((9 / (1/5 * 9/5)) - (7/9 * 9/7))
[112247] ['2/7', '3/5', '6/7', '8/3', '7'] -> ((7 / 3/5) + ((6/7 + 8/3) / 2/7))
[112248] ['3/8', '3/8', '1', '9/8', '9/5'] -> (1 / (((9/8 - 3/8) / 9/5) - 3/8))
[112249] ['1/4', '2/7', '5/9', '6/7', '4'] -> (4 / (2/7 - (6/7 * (1/4 * 5/9))))
[112250] ['5/9', '4/5', '3/2', '9/4', '9'] -> ((3/2 + 9/4) + (9 / (5/9 * 4/5)))
[112251] ['1/7', '2/9', '3/4', '7/9', '3'] -> ((1/7 + (3 / 7/9)) / (2/9 * 3/4))
[112252] ['2/9', '4/9', '6/7', '9/5', '8'] -> (8 / (9/5 * (4/9 - (2/9 / 6/7))))
[112253] ['1/5', '5/4', '5/4', '9/7', '7'] -> ((5/4 / 1/5) + (7 * (5/4 + 9/7)))
[112254] ['1/8', '5/9', '6/7', '7/3', '6'] -> (((6 / (1/8 + 5/9)) * 7/3) / 6/7)
[112255] ['1/5', '7/9', '9/7', '9/4', '9'] -> ((9/7 - 7/9) * (9/4 + (9 / 1/5)))
[112256] ['3/8', '3/8', '1', '9/8', '5/2'] -> ((3/8 + 9/8) / (1 - (3/8 * 5/2)))
[112257] ['5/9', '4/5', '3/2', '7/3', '9'] -> (((7/3 + 9) / (5/9 * 4/5)) - 3/2)
[112258] ['3/5', '3/5', '5/4', '5/2', '5'] -> (3/5 / (((5/4 * 5/2) / 5) - 3/5))
[112259] ['3/5', '8/9', '7/5', '3/2', '4'] -> (4 / ((3/2 * (7/5 - 8/9)) - 3/5))
[112260] ['1/5', '5/4', '5/4', '4/3', '7'] -> ((5/4 + 5/4) * (4/3 * (1/5 + 7)))
[112261] ['1/4', '2/7', '5/9', '8/9', '4'] -> (4 / (2/7 * (8/9 + (1/4 - 5/9))))
[112262] ['3/8', '3/7', '9/5', '2', '5/2'] -> (9/5 / ((3/8 / 3/7) - (2 / 5/2)))
[112263] ['1/5', '7/9', '9/7', '5/2', '9'] -> ((7/9 * 9/7) + (5/2 * (1/5 + 9)))
[112264] ['4/9', '3/5', '9/8', '6/5', '3'] -> ((6/5 + 3) / (9/8 * (3/5 - 4/9)))
[112265] ['1/7', '2/9', '3/4', '7/8', '3'] -> ((3/4 / (7/8 * 1/7) * 2/9)) - 3)
[112266] ['3/5', '3/5', '5/4', '7/2', '5'] -> (3/5 / (5 - (3/5 + (5/4 * 7/2))))
[112267] ['5/9', '4/5', '8/5', '8/5', '9'] -> (8/5 / ((4/5 - 5/9) - (8/5 / 9)))
[112268] ['4/9', '3/5', '9/8', '5/4', '3'] -> (3 / (5/4 * (3/5 - (4/9 * 9/8))))
[112269] ['3/5', '3/5', '9/7', '9/7', '5'] -> (((9/7 + 9/7) * (3/5 + 5)) / 3/5)
[112270] ['3/5', '8/9', '7/5', '5/3', '4'] -> (4 * (8/9 + ((7/5 + 5/3) / 3/5)))
[112271] ['2/3', '7/9', '8/5', '7/3', '3'] -> (2/3 / (((7/9 + 3) / 8/5) - 7/3))
[112272] ['1/8', '1/6', '4/9', '7/8', '7'] -> (((7 * 1/6) / 1/8) / (4/9 * 7/8))
[112273] ['1/4', '2/7', '5/9', '7/6', '4'] -> (4 / (2/7 - ((1/4 * 5/9) / 7/6)))
[112274] ['2/9', '4/9', '7/8', '6/5', '8'] -> ((6/5 / (4/9 * 7/8)) * (8 - 2/9))
[112275] ['5/9', '4/5', '8/5', '7/4', '9'] -> (7/4 + ((8/5 + (9 / 5/9)) / 4/5))
[112276] ['1/5', '5/4', '5/4', '7/3', '7'] -> ((1/5 + 7) * (7/3 + (5/4 / 5/4)))
[112277] ['2/3', '7/9', '8/5', '5/2', '3'] -> (2/3 / (7/9 - (3 / (8/5 * 5/2))))
[112278] ['3/5', '8/9', '7/5', '9/5', '4'] -> ((7/5 + 9/5) * (4 / (3/5 * 8/9)))
[112279] ['1/4', '2/7', '5/9', '6/5', '4'] -> ((6/5 / (1/4 * 2/7)) + (4 / 5/9))
[112280] ['1/7', '2/9', '3/4', '4/3', '3'] -> (((4/3 / 1/7) - (3 / 3/4)) / 2/9)
[112281] ['1/8', '5/9', '7/8', '9/8', '6'] -> (7/8 / (9/8 * 1/8) - (5/9 / 6)))
[112282] ['5/9', '4/5', '8/5', '9/5', '9'] -> ((4/5 + 8/5) * (9 + (5/9 * 9/5)))
[112283] ['1/8', '1/6', '4/9', '9/8', '7'] -> ((7 - 4/9) / (1/8 + (1/6 / 9/8)))
[112284] ['1/5', '7/9', '4/3', '4/3', '9'] -> (((4/3 / 1/5) + (4/3 * 9)) / 7/9)
[112285] ['1/5', '5/4', '5/4', '5/2', '7'] -> ((5/2 + (7 / 1/5)) / (5/4 * 5/4))
[112286] ['2/7', '3/5', '7/8', '6/5', '7'] -> ((6/5 * 7) / (3/5 - (2/7 * 7/8)))
[112287] ['3/8', '3/7', '2', '9/4', '5/2'] -> (3/8 + (((2 + 5/2) * 9/4) / 3/7))
[112288] ['1/7', '1/6', '6/7', '7/8', '4'] -> (((1/7 / (7/8 - 6/7)) - 4) / 1/6)
[112289] ['1/7', '2/9', '3/4', '7/5', '3'] -> ((7/5 / (2/9 * 3/4)) * (3 - 1/7))
[112290] ['1/8', '1/6', '4/9', '8/7', '7'] -> ((((7 * 1/6) / 1/8) * 8/7) / 4/9)
[112291] ['1/5', '5/4', '5/4', '8/3', '7'] -> (8/3 * ((1/5 * 5/4) + (5/4 * 7)))
[112292] ['3/8', '3/7', '2', '9/4', '8/3'] -> (2 / ((8/3 * (3/8 / 3/7)) - 9/4))
[112293] ['2/3', '7/9', '8/5', '3', '9/2'] -> ((3 - 7/9) * ((9/2 * 8/5) / 2/3))
[112294] ['5/9', '4/5', '8/5', '5/2', '9'] -> ((5/9 * 9) * (4/5 + (8/5 * 5/2)))
[112295] ['2/9', '4/9', '7/8', '3/2', '8'] -> (8 * (((2/9 + 3/2) / 4/9) - 7/8))
[112296] ['1/5', '5/4', '9/7', '9/7', '7'] -> ((7 - (9/7 / 9/7)) / (1/5 * 5/4))
[112297] ['3/5', '8/9', '7/5', '5/2', '4'] -> (3/5 / ((4 / 5/2) - (7/5 / 8/9)))
[112298] ['1/7', '1/6', '6/7', '6/5', '4'] -> ((6/5 * 4) * ((6/7 / 1/6) - 1/7))
[112299] ['3/5', '3/5', '9/7', '7/4', '5'] -> ((3/5 + (9/7 / 3/5)) * (7/4 * 5))
[112300] ['2/9', '4/9', '7/8', '8/5', '8'] -> (8 / (8/5 * (7/8 - (2/9 + 4/9))))
[112301] ['1/4', '2/7', '5/9', '3/2', '4'] -> (4 / (2/7 * (5/9 * 3/2)) - 1/4))
[112302] ['5/9', '4/5', '8/5', '7/2', '9'] -> ((5/9 * 9) * ((8/5 * 7/2) - 4/5))
[112303] ['1/7', '2/9', '3/4', '5/3', '3'] -> (((5/3 / (2/9 - 1/7)) - 3) / 3/4)
[112304] ['3/5', '8/9', '7/5', '7/2', '4'] -> (4 / ((3/5 * (7/2 - 8/9)) - 7/5))
[112305] ['3/8', '3/7', '2', '7/3', '8/3'] -> (8/3 / ((7/3 / 3/7) - (2 / 3/8)))
[112306] ['1/5', '5/4', '9/7', '3/2', '7'] -> ((9/7 / 3/2) * (7 / (1/5 * 5/4)))
[112307] ['3/5', '3/5', '9/7', '7/3', '5'] -> (((5 * (9/7 * 7/3)) - 3/5) / 3/5)
[112308] ['2/7', '3/5', '7/8', '5/3', '7'] -> ((7 - (3/5 * 5/3)) / (2/7 * 7/8))
[112309] ['1/8', '1/6', '4/9', '8/5', '7'] -> (8/5 * ((7 / 4/9) - (1/8 / 1/6)))
[112310] ['2/3', '7/9', '7/4', '7/4', '3'] -> (2/3 / (7/9 * 7/4) - (3 / 7/4)))
[112311] ['3/8', '3/7', '2', '7/3', '7/2'] -> (((7/2 + (3/7 * 7/3)) * 2) / 3/8)
[112312] ['1/5', '5/4', '9/7', '8/5', '7'] -> (9/7 / ((5/4 / 7) - (1/5 / 8/5)))
[112313] ['5/9', '4/5', '5/3', '7/4', '9'] -> (5/3 * ((7/4 / 5/9) + (9 / 4/5)))
[112314] ['3/8', '3/8', '1', '8/7', '5/2'] -> ((5/2 + (1 / 8/7)) / (3/8 * 3/8))
[112315] ['1/7', '2/9', '3/4', '7/3', '3'] -> ((7/3 + (3 / 1/7)) / (2/9 + 3/4))
[112316] ['1/5', '7/9', '4/3', '9/2', '9'] -> (4/3 / (1/5 * 7/9) - (9/2 / 9)))
[112317] ['1/7', '1/6', '6/7', '9/4', '4'] -> (((6/7 + (1/6 * 4)) * 9/4) / 1/7)
[112318] ['3/5', '8/9', '3/2', '7/4', '4'] -> (4 / (3/5 * (7/4 / 3/2)) - 8/9))
[112319] ['1/8', '1/6', '4/9', '7/4', '7'] -> (7 + ((7/4 + (1/6 / 4/9)) / 1/8))
[112320] ['1/8', '5/9', '7/8', '9/4', '6'] -> (6 / ((5/9 * 9/4) - (1/8 + 7/8)))
[112321] ['1/4', '2/7', '5/9', '9/5', '4'] -> (((5/9 * 9/5) / (2/7 - 1/4)) - 4)
[112322] ['3/5', '3/5', '9/7', '8/3', '5'] -> (5 * (3/5 + (9/7 * (3/5 + 8/3))))
[112323] ['1/5', '7/9', '7/5', '7/5', '9'] -> ((((9 * 7/9) / 1/5) - 7/5) / 7/5)
[112324] ['3/5', '8/9', '3/2', '9/5', '4'] -> ((3/5 * 4) / ((8/9 * 9/5) - 3/2))
[112325] ['5/9', '4/5', '5/3', '5/2', '9'] -> ((4/5 * 5/2) * (9 + (5/3 / 5/9)))
[112326] ['3/8', '3/7', '2', '5/2', '8/3'] -> ((((5/2 * 2) / 3/7) - 8/3) / 3/8)
[112327] ['1/8', '5/9', '7/8', '7/3', '6'] -> (((6 * 5/9) / 1/8) - (7/3 / 7/8))
[112328] ['1/4', '2/7', '5/9', '9/4', '4'] -> (4 / (5/9 - (1/4 / (2/7 * /4)))
)[112329] ['1/7', '2/9', '3/4', '8/3', '3'] -> (((8/3 / 1/7) - (2/9 * 3)) / 3/4)
[112330] ['3/8', '3/8', '1', '8/7', '9/2'] -> (9/2 / (3/8 * (1 / 8/7)) - 3/8))
[112331] ['1/5', '7/9', '7/5', '7/4', '9'] -> ((7/5 + (7/9 * 9)) / (1/5 * 7/4))
[112332] ['3/8', '3/7', '2', '5/2', '9/2'] -> (9/2 / ((5/2 * (3/8 / 3/7)) - 2))
[112333] ['2/9', '4/9', '8/9', '7/5', '8'] -> ((7/5 * ((8 / 4/9) - 2/9)) - 8/9)
[112334] ['1/5', '5/4', '9/7', '5/2', '7'] -> (9/7 / (5/2 * 1/5) - (5/4 / 7)))
[112335] ['2/3', '7/9', '7/4', '3', '7/2'] -> (3 / (7/2 - (7/4 / (2/3 * 7/9))))
[112336] ['5/9', '4/5', '5/3', '7/2', '9'] -> (5/3 / (5/9 - (7/2 / (4/5 * 9))))
[112337] ['1/7', '2/9', '3/4', '3', '9/2'] -> (((9/2 / 1/7) - (3 / 2/9)) / 3/4)
[112338] ['1/5', '7/9', '7/5', '9/4', '9'] -> ((9 + (7/5 / 7/9)) / (1/5 * 9/4))
[112339] ['1/8', '1/6', '1/2', '5/9', '7'] -> ((1/2 + (1/6 * 7)) / (1/8 * 5/9))
[112340] ['2/7', '3/5', '7/8', '8/3', '7'] -> (((8/3 / 2/7) + (7 / 3/5)) / 7/8)
[112341] ['3/8', '3/8', '1', '7/6', '5/4'] -> ((1 + (3/8 / 3/8)) / (5/4 - 7/6))
[112342] ['2/3', '7/9', '7/4', '3', '9/2'] -> (2/3 / ((7/9 + 9/2) - (7/4 * 3)))
[112343] ['3/5', '3/5', '4/3', '7/3', '5'] -> ((4/3 + (7/3 * (3/5 + 5))) / 3/5)
[112344] ['1/4', '2/7', '5/9', '4', '9/2'] -> ((4 / 2/7) + ((9/2 * 5/9) / 1/4))
[112345] ['3/5', '8/9', '8/5', '8/5', '4'] -> ((8/5 + 8/5) * (4 / (3/5 * 8/9)))
[112346] ['1/5', '7/9', '7/5', '5/2', '9'] -> (5/2 * ((9 * (7/9 * 7/5)) - 1/5))
[112347] ['2/7', '3/5', '7/8', '7/2', '7'] -> ((7/2 + (2/7 * 7/8)) * (7 - 3/5))
[112348] ['2/3', '7/9', '9/5', '9/5', '3'] -> ((9/5 + 3) / (9/5 * (7/9 - 2/3)))
