[319141] ['4/9', '7/9', '4/3', '7/5', '9'] -> (4/3 + 4/9 / 7/9) * 7/5 * 9
[327329] ['4/5', '7/8', '7/8', '1', '9/5'] -> 9/5 / (7/8 * (1 - 4/5 / 7/8))
[327330] ['4/7', '7/9', '8/7', '3/2', '2'] -> (4/7 + 8/7) / (2 - 3/2 / 7/9)
[327331] ['9/8', '9/8', '9/4', '9/2', '7'] -> (9/8 + 9/4 * (9/2 + 7)) / 9/8
[327332] ['1/8', '5/9', '3/4', '6/7', '8'] -> 8 / (6/7 * (5/9 - 1/8 / 3/4))
[327333] ['1/8', '3/8', '3/5', '5/7', '1'] -> (3/5 / 3/8 + 1 / 5/7) / 1/8
[327334] ['4/5', '7/8', '7/8', '1', '9/4'] -> 9/4 * (7/8 / (7/8 - 4/5) - 1)
[327335] ['1/3', '3/5', '8/9', '7/4', '5'] -> 3/5 / (1/3 / 8/9 - 7/4 / 5)
[327336] ['4/7', '8/9', '5/4', '7/3', '7'] -> (7/3 + 4/7 * 5/4) / (8/9 / 7)
[327337] ['4/9', '5/8', '5/4', '9/4', '5'] -> 5 / (5/4 * (4/9 - 5/8 / 9/4))
[327338] ['9/8', '9/8', '7/3', '7/3', '7'] -> 7 / (9/8 * (7/3 - 7/3 / 9/8))
[327339] ['1/3', '2/3', '6/7', '7/8', '1'] -> 1/3 / 2/3 / (7/8 / 6/7 - 1)
[327340] ['1/8', '3/8', '3/5', '3/4', '1'] -> (3/4 / (1/8 * 3/5) - 1) / 3/8
[327341] ['1/5', '7/9', '8/9', '9/7', '3'] -> 9/7 * ((8/9 + 3) / 1/5 - 7/9)
[327342] ['1/8', '5/9', '3/4', '8/7', '8'] -> 8 / 8/7 / (5/9 * 3/4 - 1/8)
[327343] ['1/6', '1/5', '2/7', '5/9', '2'] -> (1/5 + 2 / 2/7) / (1/6 / 5/9)
[327344] ['1/6', '1/3', '5/4', '9/5', '8'] -> 8 + (1/3 + 9/5) / (1/6 / 5/4)
[327345] ['9/8', '9/8', '7/3', '8/3', '7'] -> (7 + 9/8 / 9/8) / (8/3 - 7/3)
[327346] ['4/9', '5/8', '5/4', '5/2', '5'] -> (5/4 + 5/2 + 5 / 4/9) / 5/8
[327347] ['1/8', '3/8', '3/5', '5/6', '1'] -> (1 / (1/8 * 5/6) - 3/5) / 3/8
[327348] ['4/7', '8/9', '5/4', '8/3', '7'] -> (8/3 - 8/9) * (5/4 + 7 / 4/7)
[327349] ['9/8', '9/8', '7/3', '7/2', '7'] -> 7 / (7/2 * (7/3 - (9/8 + 9/8)))
[327350] ['1/3', '2/3', '6/7', '1', '5/4'] -> 2/3 / 1/3 / (5/4 - 1 / 6/7)
[327351] ['4/7', '8/9', '5/4', '7/2', '7'] -> 8/9 * 7/2 * (7 + 4/7 * 5/4)
[327352] ['1/6', '1/5', '2/7', '5/8', '2'] -> 2 / (2/7 * (1/6 + 1/5 * 5/8))
[327353] ['9/8', '9/8', '7/3', '9/2', '7'] -> 9/8 + 9/2 + 7 * 9/8 * 7/3
[327354] ['4/5', '7/8', '7/8', '1', '9/2'] -> 9/2 / (4/5 * (1 - 7/8 * 7/8))
[327355] ['1/5', '7/9', '8/9', '7/4', '3'] -> 7/4 * (3 / 1/5 - 7/9) - 8/9
[327356] ['4/9', '5/8', '5/4', '9/2', '5'] -> 9/2 * (4/9 + 5) - 5/8 / 5/4
[327357] ['9/8', '9/8', '5/2', '5/2', '7'] -> 9/8 - 5/2 + 7 * (9/8 + 5/2)
[327358] ['4/7', '7/9', '8/7', '2', '5/2'] -> (4/7 + 8/7) / (2 / 7/9 - 5/2)
[327359] ['1/8', '5/9', '3/4', '8/5', '8'] -> 8/5 / (1/8 / 3/4) + 8 / 5/9
[327360] ['9/8', '9/8', '5/2', '8/3', '7'] -> 7 / (9/8 - 5/2 / (9/8 * 8/3))
[327361] ['1/3', '3/5', '9/8', '5/4', '5'] -> 5 / 1/3 / (9/8 / 3/5 - 5/4)
[327362] ['4/7', '7/9', '8/7', '2', '7/2'] -> 4/7 / (7/9 * (7/2 - 2) - 8/7)
[327363] ['1/6', '1/5', '2/7', '7/9', '2'] -> (2/7 / 1/5 + 2 / 7/9) / 1/6
[327364] ['1/8', '3/8', '3/5', '1', '5/4'] -> (1 + 5/4 / (3/8 / 3/5)) / 1/8
[327365] ['4/7', '8/9', '9/7', '3/2', '7'] -> 7 * (4/7 / 8/9 + 9/7 + 3/2)
[327366] ['1/5', '7/9', '8/9', '5/2', '3'] -> 8/9 * 3 / (7/9 / 5/2 - 1/5)
[327367] ['1/3', '2/3', '6/7', '1', '7/4'] -> 1 / (7/4 / 6/7 - 2/3 / 1/3)
[327368] ['1/8', '5/9', '3/4', '7/3', '8'] -> 7/3 / (1/8 / 3/4 - 5/9 / 8)
[327369] ['1/3', '3/5', '9/8', '3/2', '5'] -> 5 / (1/3 / 3/5) / (3/2 - 9/8)
[327370] ['1/6', '1/5', '2/7', '7/8', '2'] -> 2 / (1/5 * (1/6 + 2/7 * 7/8))
[327371] ['1/8', '5/9', '3/4', '5/2', '8'] -> (5/2 + (1/8 + 8) / 3/4) / 5/9
[327372] ['9/8', '9/8', '7/2', '9/2', '7'] -> 7/2 * 7 - (9/8 + 9/8) / 9/2
[327373] ['1/8', '3/8', '3/5', '1', '4/3'] -> (4/3 / 1/8 - 1 / 3/5) / 3/8
[327374] ['4/9', '5/8', '9/7', '8/5', '5'] -> 5 / (5/8 / 9/7 - 4/9 / 8/5)
[327375] ['1/3', '3/5', '9/8', '9/5', '5'] -> 9/5 / (9/8 / (1/3 * 5) - 3/5)
[327376] ['1/6', '1/3', '7/5', '3/2', '8'] -> (1/3 + 8) * (7/5 + 3/2) - 1/6
[327377] ['1/3', '2/3', '6/7', '1', '7/3'] -> (7/3 / (1 - 6/7) - 1/3) / 2/3
[327378] ['4/5', '7/8', '8/9', '1', '4/3'] -> 1 / (7/8 - 8/9 / (4/5 * 4/3))
[327379] ['1/6', '1/5', '2/7', '9/8', '2'] -> 2 / (2/7 * (9/8 - 1/6 / 1/5))
[327380] ['1/8', '5/9', '7/9', '7/9', '8'] -> (8 + (5/9 + 7/9) / 1/8) / 7/9
[327381] ['1/3', '2/3', '6/7', '1', '5/2'] -> 2/3 / (1 - 5/2 * 1/3 / 6/7)
[327382] ['4/7', '7/9', '7/6', '3/2', '2'] -> 4/7 * 7/6 / (7/9 - 3/2 / 2)
[327383] ['4/5', '7/8', '8/9', '1', '7/5'] -> 4/5 / (8/9 - 7/8) / (1 + 7/5)
[327384] ['1/6', '1/5', '2/7', '7/6', '2'] -> (2 + 2/7 / 1/5) / (1/6 / 7/6)
[327385] ['1/8', '3/8', '3/5', '1', '7/3'] -> (7/3 + 1 / 3/8) / (1/8 / 3/5)
[327386] ['1/3', '2/3', '6/7', '1', '9/2'] -> (1 + 2/3 / 6/7) / (1/3 / 9/2)
[327387] ['1/3', '3/5', '9/8', '5/2', '5'] -> 5 / (1/3 * (5/2 - 9/8 / 3/5))
[327388] ['1/8', '5/9', '7/9', '7/8', '8'] -> 8 / (7/9 - 7/8 - (1/8 - 5/9))
[327389] ['4/7', '8/9', '9/7', '7/3', '7'] -> (7/3 - (4/7 - 9/7)) / (8/9 / 7)
[327390] ['9/8', '8/7', '8/7', '9/7', '7'] -> 7 * (8/7 + 8/7 + 9/7 / 9/8)
[327391] ['1/6', '1/3', '7/5', '8/3', '8'] -> 8 / (1/3 * 7/5 - 1/6) - 8/3
[327392] ['1/3', '2/3', '7/8', '7/8', '1'] -> 1 / (1/3 - 7/8 + 2/3 * 7/8)
[327393] ['4/7', '8/9', '9/7', '5/2', '7'] -> 7 * (4/7 + 5/2 * 8/9 * 9/7)
[327394] ['1/6', '1/3', '7/5', '9/2', '8'] -> 8 * ((1/6 + 9/2) / 7/5 - 1/3)
[327395] ['9/8', '8/7', '8/7', '4/3', '7'] -> (8/7 + 8/7) * 7 * 9/8 * 4/3
[327396] ['1/6', '1/5', '2/7', '9/7', '2'] -> (2/7 / 1/5 + 9/7 * 2) / 1/6
[327397] ['1/8', '3/8', '3/5', '1', '9/2'] -> 3/5 * (1 + (3/8 + 9/2) / 1/8)
[327398] ['1/3', '3/5', '9/8', '7/2', '5'] -> 3/5 * 5 / (7/2 - 9/8 / 1/3)
[327399] ['1/8', '5/9', '7/9', '8/7', '8'] -> (8 + 8/7 / 1/8) / (5/9 / 7/9)
[327400] ['4/5', '7/8', '8/9', '1', '9/5'] -> 1 / ((4/5 + 7/8) / 9/5 - 8/9)
[327401] ['1/5', '7/9', '9/8', '7/5', '3'] -> 3 / (1/5 * 7/9) / (9/8 / 7/5)
[327402] ['9/8', '8/7', '8/7', '7/5', '7'] -> (8/7 + 7) / (8/7 - 9/8 / 7/5)
[327403] ['1/8', '5/9', '7/9', '7/6', '8'] -> (8 + 7/9 / (1/8 * 7/6)) / 5/9
[327404] ['1/8', '3/8', '5/8', '5/7', '1'] -> 3/8 / 1/8 / (1 - 5/8 / 5/7)
[327405] ['1/6', '1/3', '8/5', '9/4', '8'] -> 8 * (8/5 * (9/4 - 1/6) - 1/3)
[327406] ['4/7', '7/9', '7/6', '2', '9/4'] -> 4/7 / (7/6 - 2 / (7/9 * 9/4))
[327407] ['1/5', '7/9', '9/8', '8/5', '3'] -> 8/5 / 9/8 / (7/9 / 3 - 1/5)
[327408] ['1/8', '3/8', '5/8', '7/9', '1'] -> 1 / (1/8 * (5/8 - 3/8 * 7/9))
[327409] ['1/3', '3/5', '8/7', '5/4', '5'] -> (3/5 + 5) * 5/4 / (1/3 / 8/7)
[327410] ['4/7', '8/9', '4/3', '8/5', '7'] -> 7 * (4/7 + 4/3) / (8/9 / 8/5)
[327411] ['4/9', '5/8', '9/7', '7/2', '5'] -> 5 * (4/9 + 7/2 / (5/8 * 9/7))
[327412] ['1/3', '2/3', '7/8', '1', '9/5'] -> 1 / (9/5 * (7/8 - 2/3) - 1/3)
[327413] ['1/8', '3/8', '5/8', '6/7', '1'] -> 1 / (5/8 - (1/8 + 3/8) / 6/7)
[327414] ['9/8', '8/7', '8/7', '9/4', '7'] -> 7 * (8/7 + 9/4 / (9/8 / 8/7))
[327415] ['1/8', '3/8', '5/8', '8/9', '1'] -> (1 + 5/8 / 3/8) / (1/8 * 8/9)
[327416] ['4/7', '8/9', '4/3', '9/5', '7'] -> 7 * (9/5 * (8/9 + 4/3) - 4/7)
[327417] ['1/6', '1/3', '7/4', '9/5', '8'] -> 8 * (1/6 / (9/5 - 7/4) - 1/3)
[327418] ['1/5', '7/9', '9/8', '9/5', '3'] -> 3 / (1/5 * 9/5) / (9/8 - 7/9)
[327419] ['4/9', '5/8', '4/3', '7/5', '5'] -> 7/5 * 5 / (5/8 - 4/9 / 4/3)
[327420] ['1/6', '1/5', '2/7', '2', '7/3'] -> (2 / (1/5 * 7/3) - 2/7) / 1/6
[327421] ['1/8', '3/8', '5/8', '1', '9/8'] -> (1 + 5/8 / 3/8) / (1/8 / 9/8)
[327422] ['4/9', '5/8', '4/3', '3/2', '5'] -> (5 / (5/8 / 3/2) - 4/3) / 4/9
[327423] ['4/5', '7/8', '1', '9/8', '9/8'] -> (9/8 + 9/8) / (7/8 / 4/5 - 1)
[327424] ['1/5', '7/9', '9/8', '9/4', '3'] -> 3 / 1/5 / (7/9 * 9/4 - 9/8)
[327425] ['1/3', '2/3', '8/9', '1', '9/7'] -> 8/9 / 1/3 / (1 / 9/7 - 2/3)
[327426] ['4/7', '8/9', '4/3', '5/2', '7'] -> 7 * (4/3 / 8/9 - (4/7 - 5/2))
[327427] ['9/8', '8/7', '8/7', '8/3', '7'] -> 9/8 * 8/3 * (7 + 8/7 / 8/7)
[327428] ['1/3', '3/5', '8/7', '7/4', '5'] -> 8/7 / 5 / (3/5 / 7/4 - 1/3)
[327429] ['9/8', '8/7', '8/7', '7/2', '7'] -> 7/2 * (8/7 + 7 - 9/8 * 8/7)
[327430] ['1/6', '1/3', '9/5', '7/3', '8'] -> 8 / (1/6 * 9/5) - (1/3 + 7/3)
[327431] ['1/8', '3/8', '5/8', '1', '9/7'] -> 1 / (1/8 * (5/8 - 3/8 / 9/7))
[327432] ['4/5', '7/8', '1', '9/8', '7/6'] -> (7/8 + 9/8) / (1 / 4/5 - 7/6)
[327433] ['4/9', '5/8', '4/3', '9/4', '5'] -> 5 / (5/8 * (4/3 - 4/9 * 9/4))
[327434] ['1/3', '2/3', '8/9', '1', '3/2'] -> (1/3 + 1) / (2/3 + 8/9 - 3/2)
[327435] ['1/5', '7/9', '9/8', '5/2', '3'] -> 3 / 9/8 / (7/9 / 5/2 - 1/5)
[327436] ['1/8', '5/9', '7/9', '9/2', '8'] -> (5/9 + 8 / 9/2) / (1/8 * 7/9)
[327437] ['1/3', '3/5', '8/7', '9/5', '5'] -> 8/7 * (3/5 + (9/5 + 5) / 1/3)
[327438] ['1/3', '2/3', '8/9', '1', '8/5'] -> 1 / (2/3 / 8/5 - 1/3 / 8/9)
[327439] ['1/3', '3/5', '8/7', '7/3', '5'] -> 8/7 * 7/3 * 5 / (1/3 / 3/5)
[327440] ['4/7', '7/9', '6/5', '3/2', '2'] -> 2 / (4/7 * 3/2 - 7/9) - 6/5
[327441] ['4/9', '5/8', '4/3', '7/2', '5'] -> 4/3 / (5 * 4/9 / 5/8 - 7/2)
[327442] ['9/8', '8/7', '7/6', '5/4', '7'] -> 8/7 * 7 / (7/6 * 5/4 - 9/8)
[327443] ['1/8', '5/9', '4/5', '5/6', '8'] -> (8 + 5/6 / (1/8 / 4/5)) / 5/9
[327444] ['1/8', '3/8', '2/3', '7/9', '1'] -> 2/3 / (7/9 - 1 - (1/8 - 3/8))
[327445] ['1/5', '7/9', '9/8', '3', '9/2'] -> 3 / (9/2 - 9/8 / (1/5 / 7/9))
[327446] ['1/8', '3/8', '2/3', '4/5', '1'] -> 1 / (2/3 - (1/8 + 3/8) / 4/5)
[327447] ['1/6', '3/8', '3/8', '3/5', '8'] -> 3/8 / 3/5 * 8 / (3/8 - 1/6)
[327448] ['1/6', '1/5', '1/3', '5/9', '2'] -> ((1/3 + 2) / 5/9 - 1/5) / 1/6
[327449] ['9/8', '8/7', '7/6', '7/5', '7'] -> 7 / 7/5 / (8/7 * 7/6 - 9/8)
[327450] ['4/9', '5/8', '7/5', '3/2', '5'] -> 5 / (5/8 * 7/5 - 4/9 * 3/2)
[327451] ['1/3', '2/3', '1', '9/8', '9/8'] -> 1 / (9/8 - (1/3 + 2/3 * 9/8))
[327452] ['1/3', '3/5', '8/7', '7/2', '5'] -> 7/2 * (5 / 3/5 - (1/3 + 8/7))
[327453] ['1/6', '1/5', '1/3', '4/7', '2'] -> 2 / 1/5 / (1/3 / 4/7 - 1/6)
[327454] ['9/8', '8/7', '7/6', '3/2', '7'] -> (7/6 + 3/2) * 7 * 9/8 * 8/7
[327455] ['1/3', '3/5', '8/7', '9/2', '5'] -> 8/7 * 9/2 * 5 * (1/3 + 3/5)
[327456] ['1/6', '3/8', '3/8', '3/4', '8'] -> 3/4 / (3/8 * 1/6 * 3/8) - 8
[327457] ['1/8', '5/9', '4/5', '7/6', '8'] -> 7/6 / (1/8 * 5/9) - (4/5 - 8)
[327458] ['1/6', '3/8', '3/8', '7/9', '8'] -> 3/8 * 8 / (3/8 * 7/9 - 1/6)
[327459] ['4/5', '7/8', '1', '9/8', '7/3'] -> 1 / (4/5 * (7/3 - 7/8) - 9/8)
[327460] ['9/8', '8/7', '7/6', '7/4', '7'] -> 7 / (9/8 + 7/6 - 8/7 * 7/4)
[327461] ['1/8', '5/9', '4/5', '6/5', '8'] -> (8 + 4/5 / (1/8 * 6/5)) / 5/9
[327462] ['1/6', '1/5', '1/3', '6/7', '2'] -> (1/3 / 1/5 + 2 / 6/7) / 1/6
[327463] ['1/8', '5/9', '4/5', '5/4', '8'] -> 4/5 / (1/8 / 5/9) * (8 - 5/4)
[327464] ['1/3', '3/5', '7/6', '4/3', '5'] -> 4/3 / (7/6 / (3/5 * 5) - 1/3)
[327465] ['4/9', '5/8', '7/5', '9/5', '5'] -> 5 / 5/8 / (7/5 / 9/5 - 4/9)
[327466] ['1/5', '7/9', '8/7', '4/3', '3'] -> (4/3 + 3 / 1/5) / (7/9 / 8/7)
[327467] ['1/6', '3/8', '3/8', '6/7', '8'] -> 8 * (3/8 + 3/8 / (1/6 * 6/7))
[327468] ['1/8', '3/8', '2/3', '1', '8/5'] -> (3/8 + 1 / 2/3) / (1/8 / 8/5)
[327469] ['4/7', '8/9', '7/5', '7/2', '7'] -> (7/5 + 7) * (7/2 - 4/7 / 8/9)
[327470] ['1/6', '3/8', '3/8', '7/8', '8'] -> (3/8 + 3/8 / 1/6) / (7/8 / 8)
[327471] ['1/8', '5/9', '4/5', '4/3', '8'] -> (8 - 4/5) / (4/3 * 1/8 / 5/9)
[327472] ['1/3', '3/5', '7/6', '8/5', '5'] -> 3/5 / (7/6 / 5 - 1/3 / 8/5)
[327473] ['4/9', '5/8', '7/5', '7/3', '5'] -> (5 + 7/3 / 7/5) / (4/9 * 5/8)
[327474] ['1/3', '2/3', '1', '9/8', '9/5'] -> 1 / 9/8 / (2/3 / 9/5 - 1/3)
[327475] ['4/7', '8/9', '7/5', '9/2', '7'] -> 7 * (4/7 + 9/2 * 8/9 / 7/5)
[327476] ['1/5', '7/9', '8/7', '8/5', '3'] -> (3 + 8/5 / (7/9 * 8/7)) / 1/5
[327477] ['4/7', '8/9', '3/2', '3/2', '7'] -> 4/7 * 7 / (3/2 - 8/9 * 3/2)
[327478] ['1/6', '3/8', '3/8', '9/7', '8'] -> 3/8 * 8 / (3/8 / 9/7 - 1/6)
[327479] ['1/3', '2/3', '1', '9/8', '5/2'] -> (5/2 + 1/3 / 2/3) / (9/8 - 1)
[327480] ['4/9', '5/8', '7/5', '5/2', '5'] -> 5/2 * (5 / 4/9 - 7/5) - 5/8
[327481] ['1/8', '5/9', '4/5', '8/5', '8'] -> 8 / (5/9 * (4/5 - 1/8 * 8/5))
[327482] ['4/7', '8/9', '3/2', '7/4', '7'] -> 7 / (3/2 * (7/4 - 8/9 / 4/7))
[327483] ['1/6', '3/8', '3/8', '9/5', '8'] -> 8 / (1/6 + 3/8 - 3/8 / 9/5)
[327484] ['1/5', '7/9', '8/7', '9/5', '3'] -> 8/7 * 9/5 * 3 / (1/5 / 7/9)
[327485] ['4/7', '8/9', '3/2', '9/5', '7'] -> (4/7 + 8/9 * 3/2) * 9/5 * 7
[327486] ['4/9', '5/8', '3/2', '8/5', '5'] -> 5 / (5/8 - 4/9 * 3/2 / 8/5)
[327487] ['1/6', '1/5', '3/8', '3/8', '2'] -> 2 / (1/6 / 1/5 - (3/8 + 3/8))
[327488] ['1/8', '3/8', '5/7', '7/8', '1'] -> (3/8 + (7/8 + 1) / 5/7) / 1/8
[327489] ['9/8', '8/7', '6/5', '8/5', '7'] -> 8/7 * 7 * (6/5 + 9/8 * 8/5)
[327490] ['4/9', '5/8', '3/2', '7/4', '5'] -> 5 * (7/4 / (4/9 * 5/8) - 3/2)
[327491] ['1/6', '3/8', '2/5', '1/2', '8'] -> 8 / (3/8 / 1/2 - 1/6 / 2/5)
[327492] ['1/3', '2/3', '1', '8/7', '5/3'] -> 5/3 / 1/3 / (1 / 8/7 - 2/3)
[327493] ['1/5', '7/9', '8/7', '8/3', '3'] -> (3 + 8/3 / 1/5) / (7/9 / 8/7)
[327494] ['4/7', '7/9', '5/4', '2', '7/3'] -> 7/3 / (5/4 / (2 - 4/7) - 7/9)
[327495] ['1/3', '3/5', '6/5', '7/2', '5'] -> (7/2 + 5 - 3/5 / 6/5) / 1/3
[327496] ['9/8', '8/7', '6/5', '7/4', '7'] -> 8/7 * 7 / (7/4 / 6/5 - 9/8)
[327497] ['1/8', '5/9', '5/6', '8/9', '8'] -> 8 / (1/8 + 5/6 - 5/9 / 8/9)
[327498] ['4/5', '7/8', '1', '8/7', '9/4'] -> 9/4 / 7/8 / (1 / 4/5 - 8/7)
[327499] ['4/9', '5/8', '3/2', '7/2', '5'] -> 3/2 / 4/9 + 5 * (5/8 + 7/2)
[327500] ['1/8', '3/8', '5/7', '1', '7/6'] -> (5/7 + 1 / (3/8 * 7/6)) / 1/8
[327501] ['4/7', '7/9', '5/4', '2', '8/3'] -> 2 / (5/4 / 7/9 - 4/7 * 8/3)
[327502] ['9/8', '8/7', '6/5', '9/5', '7'] -> (6/5 + 9/5) / (7 * (8/7 - 9/8))
[327503] ['1/3', '2/3', '1', '8/7', '8/3'] -> 1 / (1/3 / 8/7 - 2/3 / 8/3)
[327504] ['1/5', '7/9', '7/6', '7/6', '3'] -> (7/6 + 3 / (1/5 / 7/6)) / 7/9
[327505] ['1/8', '3/8', '5/7', '1', '6/5'] -> (1 + 6/5 / 3/8) / (1/8 / 5/7)
[327506] ['1/6', '3/8', '2/5', '3/4', '8'] -> (8 + 3/4 / 3/8) / (1/6 / 2/5)
[327507] ['4/7', '7/9', '5/4', '2', '7/2'] -> 7/2 / 7/9 / (5/4 / 4/7 - 2)
[327508] ['9/8', '8/7', '6/5', '9/4', '7'] -> 8/7 * 7 * (9/8 + 9/4 / 6/5)
[327509] ['1/3', '3/5', '5/4', '5/3', '5'] -> (5/3 + 5 / 3/5) / (1/3 * 5/4)
[327510] ['1/5', '7/9', '7/6', '6/5', '3'] -> (3 + 6/5 / (7/9 / 7/6)) / 1/5
[327511] ['1/8', '5/9', '5/6', '5/4', '8'] -> (8 + 5/6 / (1/8 * 5/4)) / 5/9
[327512] ['1/6', '3/8', '2/5', '7/9', '8'] -> 8 / (1/6 / 3/8 / 2/5 - 7/9)
[327513] ['4/9', '5/8', '8/5', '7/4', '5'] -> 5 / 4/9 / (7/4 / 8/5 - 5/8)
[327514] ['1/5', '7/9', '7/6', '9/7', '3'] -> 7/6 * (9/7 + 3 / (1/5 * 7/9))
[327515] ['9/8', '8/7', '6/5', '5/2', '7'] -> 6/5 * 5/2 / (7 * (8/7 - 9/8))
[327516] ['4/5', '7/8', '1', '8/7', '9/2'] -> 9/2 / (4/5 * (1 - 7/8 / 8/7))
[327517] ['1/5', '7/9', '7/6', '4/3', '3'] -> 4/3 / (1/5 * (7/6 + 3) - 7/9)
[327518] ['1/6', '3/8', '2/5', '8/9', '8'] -> 8/9 / 2/5 + (1/6 + 8) / 3/8
[327519] ['1/3', '2/3', '1', '7/6', '3/2'] -> (7/6 + 3/2) / (1/3 * (1 - 2/3))
[327520] ['1/6', '1/5', '3/8', '7/6', '2'] -> (1/6 - 7/6 + 2 / 1/5) / 3/8
[327521] ['1/8', '3/8', '5/7', '1', '3/2'] -> 3/2 / (1/8 / (1 - 5/7) - 3/8)
[327522] ['9/8', '8/7', '6/5', '7/2', '7'] -> 6/5 * 7/2 * (7 - 9/8 * 8/7)
[327523] ['1/8', '5/9', '5/6', '8/5', '8'] -> 5/6 * 8/5 / (1/8 - 5/9 / 8)
[327524] ['4/7', '8/9', '8/5', '8/3', '7'] -> 8/3 / 7 / (4/7 - 8/9 / 8/5)
[327525] ['4/5', '7/8', '1', '7/6', '5/4'] -> 5/4 / (4/5 - 7/8 / 7/6) - 1
[327526] ['1/3', '3/5', '5/4', '7/2', '5'] -> 3/5 + (5 + 7/2 / 5/4) / 1/3
[327527] ['1/6', '3/8', '2/5', '9/8', '8'] -> 8 / (9/8 - (3/8 + 1/6 / 2/5))
[327528] ['4/7', '7/9', '9/7', '3/2', '2'] -> 9/7 / (3/2 / 4/7 - 2 / 7/9)
[327529] ['1/8', '5/9', '5/6', '7/4', '8'] -> 8 * (7/4 / 5/9 - 1/8 / 5/6)
[327530] ['1/3', '2/3', '1', '7/6', '5/3'] -> (1/3 + 1) / (7/6 - 2/3 * 5/3)
[327531] ['1/5', '7/9', '7/6', '8/5', '3'] -> 8/5 / (7/9 / 7/6 - 1/5 * 3)
[327532] ['4/7', '8/9', '8/5', '7/2', '7'] -> 8/9 * 7 * (7/2 + 4/7 / 8/5)
[327533] ['4/9', '5/8', '8/5', '9/2', '5'] -> 5 * (8/5 + 9/2 * 4/9 / 5/8)
[327534] ['1/8', '3/8', '5/7', '1', '7/4'] -> (7/4 / (1/8 / 5/7) - 1) / 3/8
[327535] ['1/5', '7/9', '7/6', '5/3', '3'] -> 7/9 / 7/6 + (5/3 + 3) / 1/5
[327536] ['9/8', '8/7', '5/4', '9/7', '7'] -> 9/7 / (9/8 / 7 + 8/7 - 5/4)
[327537] ['4/7', '7/9', '9/7', '7/4', '2'] -> 2 / 7/9 / (4/7 + 9/7 - 7/4)
[327538] ['1/3', '2/3', '1', '7/6', '7/3'] -> (1/3 + 7/3) / (2/3 * (7/6 - 1))
[327539] ['4/5', '7/8', '1', '7/6', '3/2'] -> 3/2 / (1 - 7/8 / (4/5 * 7/6))
[327540] ['1/3', '2/3', '1', '7/6', '5/2'] -> 2/3 / (1 - 5/2 * 1/3 * 7/6)
[327541] ['4/9', '5/8', '5/3', '9/5', '5'] -> 5 / 9/5 / (4/9 * 5/3 - 5/8)
[327542] ['1/6', '1/5', '3/8', '7/4', '2'] -> (7/4 / (1/5 * 2) - 3/8) / 1/6
[327543] ['4/5', '7/8', '1', '7/6', '5/3'] -> 1 / (5/3 / 4/5 - (7/8 + 7/6))
[327544] ['1/8', '5/9', '6/7', '6/7', '8'] -> (6/7 + 8) / (6/7 * (5/9 - 1/8))
[327545] ['1/8', '3/8', '5/7', '1', '9/4'] -> 9/4 / (3/8 / (5/7 + 1) - 1/8)
[327546] ['1/8', '5/9', '6/7', '7/8', '8'] -> 8 / (5/9 * 6/7 - 1/8 / 7/8)
[327547] ['1/5', '7/9', '7/6', '7/3', '3'] -> 7/6 / (7/9 - 7/3 / (1/5 + 3))
[327548] ['1/8', '3/8', '5/7', '1', '7/3'] -> 7/3 * ((3/8 + 1) / 1/8 - 5/7)
[327549] ['4/5', '7/8', '1', '7/6', '9/4'] -> 4/5 / (9/4 / (7/8 + 1) - 7/6)
[327550] ['1/6', '3/8', '2/5', '9/4', '8'] -> 9/4 + 1/6 / 2/5 + 8 / 3/8
[327551] ['1/5', '7/9', '7/6', '5/2', '3'] -> (7/6 + 5/2 + 3 / 1/5) / 7/9
[327552] ['1/6', '1/5', '3/8', '2', '8/3'] -> 2 / 1/5 / (8/3 - 3/8 / 1/6)
[327553] ['4/7', '8/9', '5/3', '7/3', '7'] -> 7 / (5/3 / 4/7 - 7/3 / 8/9)
[327554] ['1/8', '3/8', '5/7', '1', '5/2'] -> (5/2 / 5/7 - 3/8) / 1/8 - 1
[327555] ['9/8', '8/7', '5/4', '9/5', '7'] -> 5/4 * 7 * (8/7 + 9/5 / 9/8)
[327556] ['4/9', '5/8', '7/4', '9/4', '5'] -> 5 / 5/8 / (7/4 / 9/4 - 4/9)
[327557] ['1/6', '1/5', '3/8', '2', '7/2'] -> (1/6 + 2 / 3/8) / 1/5 - 7/2
[327558] ['1/3', '3/5', '9/7', '8/3', '5'] -> (3/5 + 5) * (8/3 + 1/3 + 9/7)
[327559] ['1/6', '3/8', '2/5', '7/2', '8'] -> (8 * 3/8 / 2/5 - 7/2) / 1/6
[327560] ['1/8', '5/9', '6/7', '7/6', '8'] -> (6/7 + 8) * 7/6 / (5/9 - 1/8)
[327561] ['4/9', '5/8', '7/4', '7/3', '5'] -> 5 / (4/9 * 5/8) / (7/4 / 7/3)
[327562] ['9/8', '8/7', '5/4', '9/4', '7'] -> 7 * (8/7 * 5/4 + 9/4 / 9/8)
[327563] ['1/3', '3/5', '9/7', '7/2', '5'] -> 7/2 * (3/5 * 5 + 9/7 / 1/3)
[327564] ['4/7', '8/9', '5/3', '9/2', '7'] -> 7 * (9/2 - 5/3 * 4/7 / 8/9)
