[216690] ['1/6', '1/6', '2/7', '3/8', '7'] -> (2/7 + 1/6 / 1/6) * 7 / 3/8
[232693] ['1/9', '1/8', '4/7', '8/7', '2'] -> (4/7 / 1/9 - 2) / 1/8 - 8/7
[232694] ['2/9', '2/9', '1', '9/4', '7/3'] -> (1 + 2/9 / 2/9) / (7/3 - 9/4)
[232695] ['1/2', '4/7', '2/3', '3/4', '6'] -> 6 / (3/4 / 2/3 - 1/2 / 4/7)
[232696] ['1/9', '1/8', '4/7', '6/5', '2'] -> (2 / (6/5 * (1/9 / 4/7)) - 1/8))
[232697] ['1/4', '2/3', '5/7', '5/2', '3'] -> 3 + 5/2 / (5/7 * 1/4 * 2/3)
[232698] ['3/7', '5/6', '5/4', '7/3', '7'] -> 7 * (3/7 + 7/3 + 5/6 / 5/4)
[232699] ['3/4', '3/4', '5/3', '9/5', '6'] -> 6 * (3/4 / 3/4 + 5/3 * 9/5)
[232700] ['3/8', '7/6', '9/7', '5/3', '8'] -> (9/7 * 5/3 + 8 / 7/6) / 3/8
[232701] ['1/7', '3/4', '3/4', '7/8', '1'] -> (3/4 / ((1/7 * 7/8) * 1) - 3/4))
[232702] ['1/8', '2/5', '9/7', '5/2', '9'] -> (9 / (5/2 - 2/5) - 9/7) / 1/8
[232703] ['8/9', '7/6', '6/5', '7/2', '8'] -> 8 * ((7/6 + 7/2) / 6/5 - 8/9)
[232704] ['9/8', '8/5', '8/5', '8/5', '9'] -> (8/5 + 8/5) * 9 / 9/8 - 8/5
[232705] ['3/4', '3/4', '7/4', '9/5', '6'] -> (3/4 + 3/4) / (9/5 - 7/4) - 6
[232706] ['1/8', '2/5', '9/7', '8/3', '9'] -> (9 - 8/3 / 2/5) * 9/7 / 1/8
[232707] ['1/2', '4/7', '2/3', '9/8', '6'] -> (1/2 + 6 / 4/7) / (9/8 - 2/3)
[232708] ['3/8', '7/6', '9/7', '9/5', '8'] -> 7/6 * 9/5 * (8 + 9/7 / 3/8)
[232709] ['1/6', '2/5', '6/7', '7/3', '7'] -> 6/7 * (7/3 / (1/6 * 2/5) - 7)
[232710] ['1/9', '1/8', '4/7', '3/2', '2'] -> 3/2 / (1/9 - 1/8 / (4/7 + 2))
[232711] ['1/7', '3/4', '3/4', '1', '8/7'] -> 8/7 * 3/4 / 1/7 / (1 - 3/4)
[232712] ['8/7', '8/7', '7/3', '7/3', '5'] -> 7/3 * 8/7 * 7/3 * (5 - 8/7)
[232713] ['1/6', '2/5', '6/7', '8/3', '7'] -> 6/7 / (1/6 / 2/5 - 8/3 / 7)
[232714] ['1/4', '2/3', '3/4', '6/7', '3'] -> (3/4 + 3 / (2/3 * 6/7)) / 1/4
[232715] ['5/6', '6/7', '8/9', '8/7', '2'] -> (8/7 + 2) / (6/7 / 8/9 - 5/6)
[232716] ['3/4', '3/4', '9/5', '5/2', '6'] -> 9/5 * 6 / (3/4 - 3/4 / 5/2)
[232717] ['9/8', '8/5', '8/5', '5/2', '9'] -> 9 / (5/2 - (9/8 + 8/5 / 8/5))
[232718] ['1/6', '2/5', '6/7', '7/2', '7'] -> (7 + 6/7 * 7/2) * 2/5 / 1/6
[232719] ['8/7', '8/7', '5/2', '5/2', '5'] -> 5 * (5/2 + 5/2) - 8/7 / 8/7
[232720] ['3/7', '5/6', '9/7', '7/5', '7'] -> 7/5 + (9/7 + 7 / 5/6) / 3/7
[232721] ['1/2', '4/7', '2/3', '8/5', '6'] -> (6 / 4/7 - 1/2) * 8/5 / 2/3
[232722] ['1/7', '3/4', '3/4', '1', '5/4'] -> (3/4 + 3/4 / 1/7) / (5/4 - 1)
[232723] ['3/8', '7/6', '4/3', '8/5', '8'] -> (8 / (8/5 * (3/8 + 7/6)) - 4/3))
[232724] ['1/5', '3/4', '7/9', '6/7', '6'] -> (6 / ((1/5 * 7/9) * 3/4) + 6/7))
[232725] ['1/7', '3/4', '3/4', '1', '9/7'] -> (1 + 9/7) * (3/4 + 3/4) / 1/7
[232727] ['1/5', '2/5', '5/7', '8/7', '2'] -> (2/5 + (8/7 + 2) / 5/7) / 1/5
[232726] ['1/8', '2/5', '4/3', '3/2', '9'] -> (9 / 4/3 - 3/2 / 2/5) / 1/8
[232728] ['1/6', '2/5', '7/8', '7/8', '7'] -> 7 / (2/5 * (7/8 - 1/6 * 7/8))
[232729] ['8/7', '8/7', '8/3', '8/3', '5'] -> 8/3 * 8/3 / 8/7 * (5 - 8/7)
[232730] ['3/4', '3/4', '7/3', '7/2', '6'] -> 6 / (3/4 - 3/4 * 7/3 / 7/2)
[232731] ['1/4', '2/3', '3/4', '9/7', '3'] -> (2/3 + 3 / 3/4) * 9/7 / 1/4
[232732] ['8/7', '8/7', '8/3', '7/2', '5'] -> 8/7 * 8/3 * (7/2 + 5 / 8/7)
[232733] ['3/8', '7/6', '4/3', '9/5', '8'] -> (7/6 + 3/8 * 4/3) * 9/5 * 8
[232734] ['1/5', '3/4', '7/9', '7/8', '6'] -> 7/9 * (3/4 / 7/8 + 6 / 1/5)
[232735] ['1/2', '4/7', '2/3', '5/2', '6'] -> (6 / 4/7 - 5/2) / (1/2 * 2/3)
[232736] ['1/8', '2/5', '4/3', '9/4', '9'] -> 9 * (9/4 + 4/3 * 1/8 / 2/5)
[232737] ['3/4', '3/4', '7/3', '9/2', '6'] -> 7/3 * 6 / (3/4 - 3/4 / 9/2)
[232738] ['8/7', '8/7', '7/2', '7/2', '5'] -> 8/7 * 7/2 + 5 * 8/7 * 7/2
[232739] ['1/5', '3/4', '7/9', '9/8', '6'] -> 3/4 / 9/8 + 6 * 7/9 / 1/5
[232740] ['1/7', '3/4', '3/4', '1', '3/2'] -> 3/2 / (1/7 * (1 - 3/4 * 3/4))
[232741] ['3/4', '3/4', '5/2', '5/2', '6'] -> 6 * (5/2 + 5/2 - 3/4 / 3/4)
[232742] ['1/4', '2/3', '3/4', '9/5', '3'] -> (3 / 3/4 - 2/3) * 9/5 / 1/4
[232743] ['8/9', '7/6', '5/4', '7/2', '8'] -> 7/2 + 8 * (5/4 + 7/6 / 8/9)
[232744] ['1/2', '4/7', '5/7', '5/7', '6'] -> (5/7 + 4/7 + 5/7) * 6 / 1/2
[232745] ['1/6', '2/5', '7/8', '8/7', '7'] -> 7 / (2/5 * (7/8 - 1/6 / 8/7))
[232746] ['1/8', '2/5', '4/3', '7/3', '9'] -> (9 - 7/3 / 2/5) / 1/8 - 4/3
[232747] ['1/5', '3/4', '7/9', '8/7', '6'] -> 7/9 * (3/4 * 8/7 + 6 / 1/5)
[232748] ['3/8', '7/6', '7/5', '8/5', '8'] -> 7/5 * 8 / (3/8 * 7/6) - 8/5
[232749] ['2/9', '1/4', '1/4', '1/4', '1'] -> 1 / (2/9 * (1/4 - 1/4 * 1/4))
[232750] ['3/7', '5/6', '9/7', '7/3', '7'] -> (9/7 * 7 - 3/7) * 7/3 / 5/6
[232751] ['1/4', '2/3', '7/9', '7/9', '3'] -> (3 + 7/9 / 7/9) / (1/4 * 2/3)
[232752] ['1/5', '3/4', '7/9', '7/6', '6'] -> 7/6 / 7/9 + 6 * 3/4 / 1/5
[232753] ['1/8', '2/5', '4/3', '8/3', '9'] -> (9 - (8/3 + 4/3 / 2/5)) / 1/8
[232754] ['1/5', '2/5', '5/7', '7/5', '2'] -> 2 / (1/5 * 2/5) - 5/7 * 7/5
[232755] ['1/2', '4/7', '5/7', '4/5', '6'] -> 6 / (4/7 / 1/2 - 5/7 / 4/5)
[232756] ['1/6', '2/5', '7/8', '6/5', '7'] -> 2/5 / (1/6 - 7/8 * 6/5 / 7)
[232757] ['1/9', '1/8', '4/7', '2', '7/2'] -> 7/2 / 4/7 - (1/8 - 2 / 1/9)
[232758] ['1/7', '3/4', '3/4', '1', '9/4'] -> 9/4 / (3/4 - 3/4 / (1/7 + 1))
[232759] ['5/6', '6/7', '8/9', '7/4', '2'] -> (2 / ((6/7 * 7/4) * 8/9) - 5/6))
[232760] ['1/5', '2/5', '5/7', '3/2', '2'] -> (2/5 + 2 / 5/7) * 3/2 / 1/5
[232761] ['8/7', '7/6', '7/6', '5/4', '5'] -> (5 / (5/4 * (8/7 * 7/6)) - 7/6))
[232762] ['1/8', '2/5', '7/5', '7/5', '9'] -> 9 / (1/8 / 7/5 + 2/5 / 7/5)
[232763] ['3/7', '5/6', '4/3', '4/3', '7'] -> (7 / 3/7 - 4/3) * 4/3 / 5/6
[232764] ['3/4', '7/9', '7/9', '5/6', '6'] -> (6 / (7/9 * (5/6 / 7/9)) - 3/4))
[232765] ['1/9', '1/8', '4/7', '2', '9/2'] -> (2 / 4/7 - 1/9 * 9/2) / 1/8
[232766] ['9/8', '8/5', '7/4', '9/2', '9'] -> (9 + 7/4 * 9/2) * 8/5 / 9/8
[232767] ['1/5', '2/5', '5/7', '5/3', '2'] -> 5/3 * (2/5 + 2 / (1/5 * 5/7))
[232768] ['1/6', '2/5', '7/8', '9/7', '7'] -> (7/8 + 7) * (9/7 / 2/5 - 1/6)
[232769] ['1/4', '2/3', '7/9', '8/7', '3'] -> (8/7 + 2/3 / 7/9) * 3 / 1/4
[232770] ['3/7', '5/6', '4/3', '7/5', '7'] -> 7 * (3/7 + 7/5 + 4/3 / 5/6)
[232771] ['3/8', '7/6', '7/5', '7/3', '8'] -> (7/3 + 8 * 7/6 / 7/5) / 3/8
[232772] ['5/6', '6/7', '8/9', '2', '7/3'] -> 6/7 / (5/6 / 2 - 8/9 / 7/3)
[232773] ['1/5', '3/4', '7/9', '7/5', '6'] -> 7/5 / (7/9 * (1/5 - 3/4 / 6))
[232774] ['3/7', '5/6', '4/3', '8/5', '7'] -> 4/3 * (7 / (3/7 * 5/6) - 8/5)
[232775] ['1/7', '3/4', '3/4', '1', '7/2'] -> 1 - (3/4 + 3/4) + 7/2 / 1/7
[232776] ['1/6', '2/5', '7/8', '4/3', '7'] -> (1/6 + (4/3 + 7) / 2/5) / 7/8
[232777] ['8/9', '7/6', '9/7', '9/5', '8'] -> 7/6 * 9/7 * 9/5 * (8/9 + 8)
[232778] ['2/9', '1/4', '1/4', '4/7', '1'] -> (1 / (2/9 * (1/4 / 4/7)) - 1/4))
[232779] ['1/4', '2/3', '7/9', '6/5', '3'] -> 6/5 / (2/3 / (3 - 7/9) - 1/4)
[232780] ['1/7', '3/4', '3/4', '1', '9/2'] -> (9/2 / ((1/7 * 3/4) * 3/4) + 1))
[232781] ['1/5', '3/4', '7/9', '3/2', '6'] -> 3/2 / (7/9 - 3/4) - 6 / 1/5
[232782] ['5/6', '6/7', '8/9', '2', '8/3'] -> 8/3 / (6/7 * (2 - 5/6) - 8/9)
[232783] ['1/8', '2/5', '3/2', '5/3', '9'] -> 9 / (3/2 / 5/3 - (1/8 + 2/5))
[232784] ['1/9', '1/8', '3/5', '6/7', '2'] -> (2 / (6/7 * (1/8 / 3/5)) - 1/9))
[232785] ['1/5', '2/5', '5/7', '2', '7/3'] -> 7/3 * (2/5 * 5/7 + 2 / 1/5)
[232786] ['1/5', '3/4', '7/9', '8/5', '6'] -> (6 + 8/5 / 1/5) / (3/4 * 7/9)
[232787] ['9/8', '8/5', '9/4', '7/2', '9'] -> (9 + 9/4 * 7/2) * 8/5 / 9/8
[232788] ['3/8', '7/6', '7/5', '9/2', '8'] -> (8 + 9/2 / 3/8) * 7/5 / 7/6
[232789] ['1/8', '2/5', '3/2', '7/4', '9'] -> (9 - 3/2 / 2/5) / (1/8 * 7/4)
[232790] ['1/6', '2/5', '7/8', '7/4', '7'] -> (7/4 + 7) / (7/8 * 1/6 / 2/5)
[232791] ['2/9', '1/4', '1/4', '7/9', '1'] -> 7/9 / (1/4 - 2/9) - 1 / 1/4
[232792] ['8/7', '7/6', '7/6', '9/5', '5'] -> (7/6 + 7/6) * 5 * 8/7 * 9/5
[232793] ['1/5', '3/4', '7/9', '5/3', '6'] -> 6 / (3/4 * 7/9 - 1/5 * 5/3)
[232794] ['1/2', '4/7', '3/4', '3/4', '6'] -> (3/4 + 3/4 + 6 / 4/7) / 1/2
[232795] ['1/8', '2/5', '3/2', '7/3', '9'] -> (7/3 - 3/2) * 9 * 2/5 / 1/8
[232796] ['9/8', '8/5', '9/4', '9/2', '9'] -> 8/5 * (9 + (9/4 + 9/2) / 9/8)
[232797] ['5/6', '6/7', '8/9', '2', '9/2'] -> 5/6 / (8/9 - 6/7) - 9/2 / 2
[232798] ['3/8', '7/6', '3/2', '8/5', '8'] -> (7/6 + 8 / 3/8) * 8/5 / 3/2
[232799] ['8/9', '7/6', '4/3', '7/5', '8'] -> (4/3 + 8) / (7/5 * (7/6 - 8/9))
[232800] ['1/9', '1/8', '3/5', '7/6', '2'] -> 7/6 * 2 / (1/8 / 3/5 - 1/9)
[232801] ['1/5', '3/4', '7/9', '7/4', '6'] -> (6 - 3/4) / 1/5 - 7/4 / 7/9
[232802] ['9/8', '8/5', '7/3', '7/3', '9'] -> 9 * (7/3 / 8/5 - (9/8 - 7/3))
[232803] ['1/4', '2/3', '7/9', '7/4', '3'] -> 2/3 + 3 * (7/9 + 7/4 / 1/4)
[232804] ['1/6', '2/5', '7/8', '7/3', '7'] -> (7 + 7/3 / 7/8) / 2/5 - 1/6
[232805] ['3/4', '7/9', '7/9', '7/5', '6'] -> 7/9 * 6 / (3/4 - 7/9 / 7/5)
[232806] ['1/2', '4/7', '3/4', '4/5', '6'] -> (6 / (4/7 * (3/4 / 4/5)) - 1/2))
[232807] ['1/5', '2/5', '5/7', '2', '8/3'] -> 8/3 / (2/5 / (2 - 5/7) - 1/5)
[232808] ['1/7', '3/4', '7/9', '1', '9/8'] -> (1 / ((1/7 * 7/9) * 9/8) - 3/4))
[232809] ['3/7', '5/6', '7/5', '8/5', '7'] -> (3/7 + 7) / (8/5 / 7/5 - 5/6)
[232810] ['8/7', '7/6', '7/6', '8/3', '5'] -> 8/3 * (7/6 + 7/6) * (5 - 8/7)
[232811] ['1/5', '3/4', '7/9', '9/4', '6'] -> (3/4 + 6) * 7/9 / 1/5 - 9/4
[232812] ['1/4', '2/3', '7/9', '9/5', '3'] -> 9/5 / (1/4 * 2/3) * (3 - 7/9)
[232813] ['1/9', '1/8', '3/5', '5/4', '2'] -> 5/4 * 3/5 / 1/8 + 2 / 1/9
[232814] ['8/9', '7/6', '4/3', '8/5', '8'] -> 4/3 / 8/5 * 8 / (7/6 - 8/9)
[232815] ['8/7', '7/6', '7/6', '7/2', '5'] -> 8/7 * 7/2 * (5 + 7/6 / 7/6)
[232816] ['1/8', '2/5', '8/5', '7/4', '9'] -> 9 / (1/8 + 2/5 + 8/5 - 7/4)
[232817] ['1/7', '3/4', '7/9', '1', '7/6'] -> (1 / ((1/7 * 3/4) * 7/6) - 7/9))
[232818] ['3/8', '7/6', '8/5', '5/3', '8'] -> 3/8 * 8 / (7/6 - 5/3 / 8/5)
[232819] ['1/4', '2/3', '7/9', '9/4', '3'] -> 3 * (9/4 / 1/4 - 7/9) - 2/3
[232820] ['3/7', '5/6', '7/5', '7/4', '7'] -> (7 / (7/4 * (5/6 / 7/5)) - 3/7))
[232821] ['3/4', '7/9', '7/9', '5/3', '6'] -> 6 / (3/4 * 5/3 - 7/9 / 7/9)
[232822] ['1/6', '2/5', '8/9', '8/9', '7'] -> (8/9 * 7 - 8/9 / 2/5) / 1/6
[232823] ['1/5', '3/4', '7/9', '9/2', '6'] -> 6 / (3/4 / 1/5 - 7/9 * 9/2)
[232824] ['1/9', '1/8', '3/5', '3/2', '2'] -> 3/2 + 2 / (1/8 * (1/9 + 3/5))
[232825] ['1/7', '3/4', '7/9', '1', '5/4'] -> (1 + 5/4 / 3/4) / (1/7 * 7/9)
[232826] ['1/5', '2/5', '3/4', '6/7', '2'] -> 2 / (3/4 - (1/5 + 2/5 / 6/7))
[232827] ['1/8', '2/5', '5/3', '5/3', '9'] -> (9 / 5/3 - 2/5) / (1/8 * 5/3)
[232828] ['3/8', '7/6', '8/5', '7/3', '8'] -> 8 * (3/8 + 7/6 + 7/3 / 8/5)
[232829] ['3/7', '5/6', '7/5', '9/4', '7'] -> 5/6 * 9/4 * 7 * (3/7 + 7/5)
[232830] ['1/7', '3/4', '7/9', '1', '4/3'] -> (4/3 + 1 / 3/4) / (1/7 * 7/9)
[232831] ['1/6', '2/5', '8/9', '9/8', '7'] -> (7 / 9/8 - 8/9 / 2/5) / 1/6
[232832] ['1/5', '3/4', '4/5', '4/5', '6'] -> (6 - 3/4 * (4/5 + 4/5)) / 1/5
[232833] ['1/9', '1/8', '3/5', '7/4', '2'] -> (7/4 / 3/5 - 1/8 * 2) / 1/9
[232834] ['3/8', '7/6', '8/5', '7/2', '8'] -> 8/5 * (7/6 + 8) + 7/2 / 3/8
[232835] ['1/5', '2/5', '3/4', '8/9', '2'] -> (2 / ((1/5 + 2/5) * 8/9) - 3/4))
[232836] ['3/7', '5/6', '7/5', '7/3', '7'] -> 7/5 + 7 * (3/7 + 7/3 / 5/6)
[232837] ['8/9', '7/6', '7/5', '7/4', '8'] -> (7/5 + 7/4) * (8/9 + 8) / 7/6
[232838] ['1/8', '2/5', '5/3', '7/2', '9'] -> (7/2 + 9) / (5/3 * 1/8 / 2/5)
[232839] ['1/9', '1/8', '3/5', '2', '9/4'] -> (9/4 + 2 * 1/8 / 3/5) / 1/9
[232840] ['1/2', '4/7', '3/4', '8/5', '6'] -> 6 / (4/7 * (3/4 - 1/2 / 8/5))
[232841] ['5/6', '6/7', '9/8', '5/3', '2'] -> (5/3 + 2) / (9/8 - 5/6 / 6/7)
[232842] ['1/6', '2/5', '8/9', '7/6', '7'] -> 7/6 + 8/9 / 1/6 + 7 / 2/5
[232843] ['9/8', '8/5', '7/2', '7/2', '9'] -> 8/5 * (7/2 + 7/2 + 9 / 9/8)
[232844] ['1/9', '1/8', '3/5', '2', '7/3'] -> (7/3 + 2 / 3/5) / (1/9 + 1/8)
[232845] ['8/9', '7/6', '7/5', '9/5', '8'] -> (9/5 + 8) / (7/5 / 8/9 - 7/6)
[232846] ['1/2', '4/7', '3/4', '5/3', '6'] -> (1/2 + 6 * 5/3 / 4/7) / 3/4
[232847] ['1/5', '2/5', '3/4', '8/7', '2'] -> 2 / (2/5 / 8/7 - 1/5 / 3/4)
[232848] ['1/8', '2/5', '7/4', '9/5', '9'] -> 7/4 / (1/8 + 2/5) * (9 - 9/5)
[232849] ['1/7', '3/4', '7/9', '1', '5/3'] -> 5/3 / (3/4 - 7/9 / (1/7 + 1))
[232850] ['3/8', '7/6', '5/3', '7/4', '8'] -> (5/3 + 8 - 7/6 / 7/4) / 3/8
[232851] ['1/9', '1/8', '3/5', '2', '5/2'] -> 5/2 / (3/5 * (1/9 + 1/8 / 2))
[232852] ['1/6', '2/5', '8/9', '6/5', '7'] -> 7 / (1/6 * (2/5 + 6/5 / 8/9))
[232853] ['9/8', '8/5', '7/2', '9/2', '9'] -> 8/5 * (7/2 + 9) + 9/2 / 9/8
[232854] ['8/9', '7/6', '7/5', '9/4', '8'] -> 9/4 * (8/9 + 8) * 7/5 / 7/6
[232855] ['1/7', '3/4', '7/9', '1', '7/4'] -> (1 + 7/4) / (1/7 * 7/9) - 3/4
[232856] ['1/8', '2/5', '7/4', '9/4', '9'] -> 7/4 / 1/8 + 9 / (2/5 * 9/4)
[232857] ['1/4', '2/3', '4/5', '4/3', '3'] -> 3 / (1/4 * (4/3 - 2/3 / 4/5))
[232858] ['3/4', '7/9', '4/5', '6/7', '6'] -> (6 / (7/9 * (6/7 / 4/5)) - 3/4))
[232859] ['1/2', '4/7', '3/4', '9/5', '6'] -> (6 / 4/7 - 1/2) * 9/5 / 3/4
[232860] ['9/8', '8/5', '9/2', '9/2', '9'] -> 9/2 * 9 / (9/2 / 8/5 - 9/8)
[232861] ['2/9', '1/4', '1/4', '1', '9/4'] -> (1 + 2/9 * 9/4) / (1/4 * 1/4)
[232862] ['5/6', '6/7', '9/8', '2', '7/3'] -> 7/3 / (5/6 / 6/7 + 9/8 - 2)
[232863] ['1/8', '2/5', '7/4', '7/3', '9'] -> (9 + (7/4 / (7/3 * 1/8) * 2/5)))
[232864] ['1/2', '4/7', '3/4', '7/3', '6'] -> 6 / (1/2 - 4/7 + 3/4 / 7/3)
[232865] ['3/7', '5/6', '3/2', '9/4', '7'] -> 3/2 + (3/7 + 9/4) * 7 / 5/6
[232866] ['3/4', '7/9', '4/5', '7/8', '6'] -> 7/8 / (7/9 - 3/4) - 6 / 4/5
[232867] ['3/8', '7/6', '5/3', '8/3', '8'] -> 8 / (8/3 * (5/3 - (3/8 + 7/6)))
[232868] ['1/6', '2/5', '8/9', '9/7', '7'] -> (9/7 / 2/5 - 1/6) * 7 / 8/9
[232869] ['1/9', '1/8', '3/5', '2', '9/2'] -> 2 / (3/5 * (1/9 + 1/8 / 9/2))
[232870] ['8/7', '7/6', '6/5', '7/3', '5'] -> (7/6 + 7/3) * 5 * 8/7 * 6/5
[232871] ['1/5', '2/5', '7/9', '7/9', '2'] -> 2 / (1/5 * 2/5) - 7/9 / 7/9
[232872] ['3/8', '7/6', '5/3', '9/2', '8'] -> (8 + 9/2 * 5/3 / 3/8) / 7/6
[232873] ['9/8', '5/3', '5/3', '7/3', '9'] -> (9 + 5/3 + 7/3) / (5/3 - 9/8)
[232874] ['5/6', '6/7', '9/8', '2', '7/2'] -> 7/2 / (5/6 - 2 + 9/8 / 6/7)
[232875] ['1/9', '1/8', '5/8', '5/8', '2'] -> (5/8 / 1/9 - (5/8 + 2)) / 1/8
[232876] ['1/2', '4/7', '7/9', '7/9', '6'] -> 6 / (4/7 - 1/2 / (7/9 + 7/9))
[232877] ['3/8', '7/6', '7/4', '7/4', '8'] -> 8 * (3/8 + 7/4 * 7/4 / 7/6)
[232878] ['3/7', '5/6', '8/5', '8/5', '7'] -> 8/5 * (7 / 3/7 - 5/6 * 8/5)
[232879] ['9/8', '5/3', '5/3', '7/2', '9'] -> 9 / (7/2 - 5/3 * 9/8 * 5/3)
[232880] ['1/8', '2/5', '9/5', '9/4', '9'] -> 9 / (9/4 * 2/5 / 9/5 - 1/8)
[232881] ['8/7', '7/6', '6/5', '8/3', '5'] -> 6/5 * 5 * (8/3 + 8/7 * 7/6)
[232882] ['8/9', '7/6', '3/2', '3/2', '8'] -> 3/2 + 8 * (3/2 + 7/6 / 8/9)
[232883] ['1/4', '2/3', '4/5', '3', '7/2'] -> (7/2 + 3 * 2/3 / 4/5) / 1/4
[232884] ['1/9', '1/8', '5/8', '5/7', '2'] -> (2 / (1/9 * (5/8 / 5/7)) - 1/8))
[232885] ['5/6', '6/7', '9/8', '2', '9/2'] -> 9/2 / ((2 - 9/8) / 6/7 - 5/6)
[232886] ['3/8', '7/6', '7/4', '9/5', '8'] -> 9/5 * 8 * (7/6 * 7/4 - 3/8)
[232887] ['3/7', '5/6', '8/5', '7/4', '7'] -> 7 * 3/7 / 5/6 / (7/4 - 8/5)
[232888] ['8/7', '7/6', '6/5', '9/2', '5'] -> 5 * (9/2 * 8/7 * 7/6 - 6/5)
[232889] ['1/8', '2/5', '9/5', '7/3', '9'] -> 9 * (2/5 / 1/8 + 9/5 - 7/3)
[232890] ['1/4', '2/3', '4/5', '3', '9/2'] -> 4/5 * (3 + 9/2 / (1/4 * 2/3))
[232891] ['1/6', '2/5', '8/9', '8/5', '7'] -> ((8/5 + 7) / 2/5 - 1/6) / 8/9
[232892] ['3/4', '7/9', '4/5', '7/6', '6'] -> 7/6 / (7/9 * (4/5 - 3/4)) - 6
[232893] ['8/7', '7/6', '5/4', '5/4', '5'] -> (5 / (7/6 * (8/7 * 5/4)) - 5/4))
[232894] ['9/8', '5/3', '7/4', '9/5', '9'] -> 9 / (9/8 - 9/5 + 7/4 / 5/3)
[232895] ['1/4', '2/3', '5/6', '5/6', '3'] -> (3 + 5/6 / 5/6) / (1/4 * 2/3)
[232896] ['1/2', '4/7', '7/9', '5/6', '6'] -> (6 / (1/2 * (5/6 / 7/9)) - 4/7))
[232897] ['2/9', '1/4', '2/7', '3/8', '1'] -> 1 / (3/8 * 2/9 / 2/7 - 1/4)
[232898] ['1/7', '3/4', '4/5', '5/6', '1'] -> (1 / (1/7 * (5/6 / 4/5)) - 3/4))
[232899] ['1/8', '2/5', '9/4', '9/4', '9'] -> (9 + 9/4 / (1/8 * 2/5)) / 9/4
[232900] ['3/7', '5/6', '8/5', '9/4', '7'] -> 7 * (3/7 + 9/4 * 5/6 * 8/5)
[232901] ['3/4', '7/9', '4/5', '5/4', '6'] -> 4/5 / (7/9 - 3/4) - 6 / 5/4
[232902] ['1/9', '1/8', '5/8', '6/7', '2'] -> (5/8 / 1/8 - 2 / 6/7) / 1/9
[232903] ['3/8', '7/6', '9/5', '7/3', '8'] -> 9/5 * (8 + 7/3 / (3/8 * 7/6))
[232904] ['1/2', '4/7', '7/9', '8/9', '6'] -> 6 / (1/2 * 4/7) * 8/9 / 7/9
[232905] ['9/8', '5/3', '7/4', '5/2', '9'] -> 5/2 * (9 + 7/4 / 5/3) - 9/8
[232906] ['8/9', '7/6', '8/5', '9/5', '8'] -> 8 / ((8/9 + 8/5) / 7/6 - 9/5)
[232907] ['8/7', '7/6', '5/4', '3/2', '5'] -> 5 / (5/4 * (3/2 - 8/7 * 7/6))
[232908] ['3/7', '5/6', '8/5', '7/3', '7'] -> 8/5 + (7/3 + 7 / 3/7) / 5/6
[232909] ['1/2', '4/7', '7/9', '9/8', '6'] -> (6 / ((1/2 * 4/7) * 7/9) * 9/8))
[232910] ['1/6', '2/5', '8/9', '9/4', '7'] -> 7 / (9/4 / 2/5 - 8/9 / 1/6)
[232911] ['9/8', '5/3', '9/5', '7/3', '9'] -> 9 / (5/3 * 9/5 - 9/8 * 7/3)
[232912] ['1/5', '3/4', '6/7', '9/8', '6'] -> 6/7 * (6 / 1/5 - 9/8) - 3/4
[232913] ['3/7', '5/6', '8/5', '8/3', '7'] -> 5/6 * (8/3 + 7 * 8/5 / 3/7)
[232914] ['3/8', '7/6', '9/5', '7/2', '8'] -> (8 - 7/2 / 7/6) * 9/5 / 3/8
[232915] ['1/4', '2/3', '5/6', '7/5', '3'] -> (3 / (1/4 * (5/6 * 7/5)) - 2/3))
[232916] ['3/4', '7/9', '4/5', '7/5', '6'] -> 6 / (7/5 / 7/9 - (3/4 + 4/5))
[232917] ['1/9', '1/8', '5/8', '6/5', '2'] -> 6/5 * 5/8 / 1/8 + 2 / 1/9
[232918] ['8/7', '7/6', '5/4', '5/3', '5'] -> (5 / ((7/6 * 5/3) * 5/4) - 8/7))
[232919] ['2/9', '1/4', '2/7', '5/9', '1'] -> (5/9 / 2/9 + 1 / 2/7) / 1/4
[232920] ['1/7', '3/4', '4/5', '1', '6/5'] -> 6/5 / (3/4 - 4/5 / (1/7 + 1))
[232921] ['1/8', '2/5', '7/3', '5/2', '9'] -> 7/3 * 9 / (2/5 * 5/2 - 1/8)
[232922] ['5/6', '6/7', '7/6', '5/4', '2'] -> 6/7 / (2 - (5/4 + 5/6 / 7/6))
[232923] ['5/6', '6/7', '7/6', '9/7', '2'] -> 2 / (9/7 * 5/6 / 6/7 - 7/6)
[232924] ['1/4', '2/3', '6/7', '8/9', '3'] -> (6/7 + 3) * (2/3 + 8/9) / 1/4
[232925] ['1/8', '2/5', '7/3', '7/2', '9'] -> (9 - 7/2 / 7/3) * 2/5 / 1/8
[232926] ['1/5', '3/4', '6/7', '5/4', '6'] -> 6/7 * (6 / 1/5 - (3/4 + 5/4))
[232927] ['1/6', '2/5', '9/8', '9/8', '7'] -> (7 - 9/8 / 2/5) / 1/6 - 9/8
[232928] ['1/9', '1/8', '5/8', '7/5', '2'] -> (2 / (1/9 * (5/8 * 7/5)) - 1/8))
[232929] ['1/5', '2/5', '7/9', '9/7', '2'] -> 2 / (1/5 * 2/5) - 7/9 * 9/7
