[283681] ['1/3', '2/5', '5/9', '5/4', '3'] -> (1/3 + 3) / (5/9 / 2/5 - 5/4)
[291493] ['4/9', '4/5', '6/7', '5/3', '8'] -> (4/5 * 5/3 + 8 / 6/7) / 4/9
[291494] ['1/7', '1/3', '4/9', '7/5', '8'] -> (7/5 * (8 - 1/7) - 1/3) / 4/9
[291495] ['1/9', '4/9', '1', '5/4', '9/2'] -> 1 + (5/4 + 9/2) / (1/9 / 4/9)
[291496] ['7/9', '7/8', '7/8', '7/4', '7'] -> 7 / (7/9 * (7/8 - 7/8 / 7/4))
[291497] ['2/7', '3/4', '6/5', '7/3', '9'] -> 7/3 * (2/7 + 9 / (3/4 * 6/5))
[291498] ['1/8', '2/7', '3/5', '3/2', '2'] -> 3/5 * (3/2 / (1/8 * 2/7) - 2)
[291499] ['1/7', '1/4', '5/9', '3/2', '2'] -> 2 / 1/7 / (5/9 * 3/2 - 1/4)
[291500] ['4/9', '4/5', '6/7', '9/5', '8'] -> (8 / (4/9 * 6/7) - 9/5) / 4/5
[291501] ['2/3', '1', '5/4', '7/4', '9/5'] -> 1 / (2/3 * 5/4) / (9/5 - 7/4)
[291502] ['1/7', '1/3', '4/9', '3/2', '8'] -> 8 * (1/3 / 1/7 + 4/9 * 3/2)
[291503] ['2/7', '3/4', '6/5', '5/2', '9'] -> 9 / (6/5 * 5/2 - 3/4 / 2/7)
[291504] ['1/6', '5/7', '8/9', '7/3', '3'] -> 3 / (8/9 / (5/7 + 7/3) - 1/6)
[291505] ['1/8', '2/7', '3/5', '8/5', '2'] -> (8/5 / 2/7 - (3/5 + 2)) / 1/8
[291506] ['1/7', '1/4', '5/9', '8/5', '2'] -> 2 / 5/9 / (1/4 / 1/7 - 8/5)
[291507] ['1/9', '3/5', '5/4', '9/2', '8'] -> 8 / 1/9 / (9/2 / 5/4 - 3/5)
[291508] ['1/4', '7/9', '4/5', '7/3', '6'] -> 6 * (1/4 + 7/3 / (7/9 * 4/5))
[291509] ['3/7', '3/7', '4/5', '7/6', '5'] -> 4/5 * 5 / (7/6 - 3/7 / 3/7)
[291510] ['7/9', '7/8', '7/8', '5/2', '7'] -> (7 - 7/9) / (7/8 / (7/8 + 5/2))
[291511] ['1/7', '1/4', '5/9', '5/3', '2'] -> 2 / (1/7 * (1/4 + 5/9 / 5/3))
[291512] ['2/9', '4/5', '4/5', '7/8', '2'] -> 4/5 / (2/9 * 2) / (7/8 - 4/5)
[291513] ['1/9', '4/9', '1', '9/7', '3/2'] -> 4/9 / 1/9 / (3/2 / 9/7 - 1)
[291514] ['1/2', '4/5', '6/7', '4/3', '2'] -> 4/5 / (1/2 - 4/3 / (6/7 + 2))
[291515] ['4/9', '4/5', '6/7', '8/3', '8'] -> 8 * (6/7 + 8/3 / (4/9 + 4/5))
[291516] ['2/3', '1', '5/4', '7/4', '7/2'] -> 1 / (2/3 - 5/4 * 7/4 / 7/2)
[291517] ['1/4', '7/9', '4/5', '8/3', '6'] -> 1/4 * 8/3 / (4/5 - 7/9) - 6
[291518] ['7/9', '7/8', '7/8', '9/2', '7'] -> 7 / (7/8 / 9/2 - (7/9 - 7/8))
[291519] ['1/9', '3/5', '9/7', '4/3', '8'] -> 9/7 * 8 * (1/9 + 4/3 / 3/5)
[291520] ['1/2', '4/5', '6/7', '7/5', '2'] -> 6/7 * 2 / (4/5 / 7/5 - 1/2)
[291521] ['1/7', '1/3', '4/9', '9/4', '8'] -> 8 * (1/3 / (1/7 * 4/9) - 9/4)
[291522] ['2/7', '3/4', '6/5', '9/2', '9'] -> 3/4 + 9/2 / 2/7 + 9 / 6/5
[291523] ['1/8', '2/7', '3/5', '9/5', '2'] -> (3/5 / 2/7 + 9/5 / 2) / 1/8
[291524] ['1/9', '4/9', '1', '9/7', '5/3'] -> (5/3 / (1/9 * 9/7) - 1) / 4/9
[291525] ['3/7', '3/7', '4/5', '9/7', '5'] -> 5 * (4/5 + (3/7 + 9/7) / 3/7)
[291526] ['2/7', '5/9', '1', '8/7', '9/2'] -> 8/7 / (5/9 - 2/7 - 1 / 9/2)
[291527] ['1/2', '4/5', '6/7', '3/2', '2'] -> 6/7 / (3/2 / (4/5 + 2) - 1/2)
[291528] ['3/7', '5/9', '5/6', '9/5', '9'] -> (9 / 3/7 - 5/9 * 9/5) / 5/6
[291529] ['1/6', '5/7', '9/8', '7/6', '3'] -> 3 / (9/8 - (1/6 + 5/7 * 7/6))
[291530] ['2/3', '1', '5/4', '9/5', '5/2'] -> 1 / 5/4 / (5/2 - (2/3 + 9/5))
[291531] ['1/4', '7/9', '5/6', '6/7', '6'] -> 6 * (7/9 * 6/7 + 5/6 / 1/4)
[291532] ['3/7', '5/9', '5/6', '9/4', '9'] -> 5/6 + 9/4 * (9 + 5/9 / 3/7)
[291533] ['1/2', '4/5', '6/7', '9/5', '2'] -> 4/5 / (2 / 6/7 - (1/2 + 9/5))
[291534] ['2/3', '1', '5/4', '9/5', '7/2'] -> 9/5 * (7/2 / (5/4 - 1) - 2/3)
[291535] ['1/4', '7/9', '5/6', '7/8', '6'] -> (5/6 + 1/4 * 6) / (7/8 - 7/9)
[291536] ['1/7', '1/3', '1/2', '5/9', '8'] -> 1/3 / (1/2 - 5/9 / (1/7 * 8))
[291537] ['1/7', '1/4', '5/9', '2', '8/3'] -> (2 / 1/7 - 1/4 * 8/3) / 5/9
[291538] ['4/9', '4/5', '7/8', '8/7', '8'] -> 8 / (4/9 + 4/5) / (8/7 - 7/8)
[291539] ['3/7', '5/9', '5/6', '7/3', '9'] -> 7/3 + 5/9 / 5/6 + 9 / 3/7
[291540] ['7/9', '7/8', '8/9', '5/4', '7'] -> 7 / 7/8 / (8/9 * 5/4 - 7/9)
[291541] ['2/7', '3/4', '5/4', '5/2', '9'] -> 3/4 * (5/4 / 5/2 + 9 / 2/7)
[291542] ['1/6', '5/7', '9/8', '4/3', '3'] -> 3 / ((4/3 - 9/8) / 5/7 - 1/6)
[291543] ['1/7', '1/4', '5/9', '2', '9/2'] -> 2 / 1/7 + 9/2 / (1/4 / 5/9)
[291544] ['1/9', '4/9', '1', '9/7', '8/3'] -> (4/9 + 8/3) * (1 / 1/9 - 9/7)
[291545] ['3/7', '3/7', '4/5', '9/5', '5'] -> 9/5 / (3/7 * 4/5) * (5 - 3/7)
[291546] ['1/7', '1/3', '1/2', '3/4', '8'] -> 8 * (1/3 / 1/7 + 1/2 / 3/4)
[291547] ['3/7', '5/9', '5/6', '7/2', '9'] -> 5/6 * 7/2 * (9 - 3/7 / 5/9)
[291548] ['2/3', '1', '5/4', '9/4', '7/2'] -> 7/2 / (1 / 5/4 - 2/3) - 9/4
[291549] ['1/9', '4/9', '1', '9/7', '7/2'] -> (1 + 9/7) * 7/2 / (4/9 - 1/9)
[291550] ['2/7', '3/4', '9/7', '9/7', '9'] -> (9 + (9/7 + 9/7) / 2/7) / 3/4
[291551] ['7/9', '7/8', '8/9', '9/5', '7'] -> 7 * (7/9 + 8/9) / (7/8 / 9/5)
[291552] ['1/7', '1/4', '4/7', '4/5', '2'] -> (2 + 4/7 / 1/4) / (1/7 / 4/5)
[291553] ['1/8', '2/7', '5/8', '3/4', '2'] -> (5/8 + 3/4 / 2/7) / 1/8 - 2
[291554] ['7/9', '7/8', '8/9', '9/4', '7'] -> 7 / (7/9 + 7/8 + 8/9 - 9/4)
[291555] ['2/7', '3/4', '9/7', '7/5', '9'] -> (9 / 7/5 - 9/7) / (2/7 * 3/4)
[291556] ['1/6', '5/7', '9/8', '8/5', '3'] -> 8/5 + 3 / (9/8 * 1/6 * 5/7)
[291557] ['1/7', '1/4', '4/7', '7/8', '2'] -> (2 / 1/7 - 1/4 / 7/8) / 4/7
[291558] ['4/9', '4/5', '7/8', '7/5', '8'] -> (7/5 / (7/8 - 4/5) - 8) / 4/9
[291559] ['3/7', '3/7', '4/5', '8/3', '5'] -> (4/5 + 3/7 / 3/7) * 8/3 * 5
[291560] ['1/8', '2/7', '5/8', '4/5', '2'] -> (2 + 4/5 / 2/7) / (1/8 / 5/8)
[291561] ['2/3', '1', '5/4', '5/2', '5/2'] -> 1 / (2/3 + 5/2 - 5/4 * 5/2)
[291562] ['3/7', '3/7', '4/5', '7/2', '5'] -> (7/2 + (3/7 + 5) / 4/5) / 3/7
[291563] ['1/6', '5/7', '9/8', '7/4', '3'] -> 3 * (5/7 * 7/4 + 9/8 / 1/6)
[291564] ['1/2', '4/5', '7/8', '9/8', '2'] -> 9/8 / (7/8 / (4/5 * 2) - 1/2)
[291565] ['1/8', '2/7', '5/8', '5/6', '2'] -> 2 / (5/8 * 5/6 - 1/8 / 2/7)
[291566] ['1/9', '4/9', '1', '4/3', '9/5'] -> (1 + 4/3 / (4/9 * 9/5)) / 1/9
[291567] ['1/7', '1/4', '4/7', '9/8', '2'] -> 1/4 + (4/7 + 9/8) / (1/7 / 2)
[291568] ['2/3', '1', '5/4', '5/2', '7/2'] -> (5/2 + 7/2) / (1 / 2/3 - 5/4)
[291569] ['4/9', '4/5', '7/8', '5/3', '8'] -> (8 + 4/5 * 5/3) / (4/9 * 7/8)
[291570] ['1/6', '5/7', '9/8', '9/5', '3'] -> (9/5 + 3 / (1/6 * 5/7)) / 9/8
[291571] ['1/8', '2/7', '5/8', '7/8', '2'] -> (2/7 + 2 + 5/8 / 7/8) / 1/8
[291572] ['1/9', '3/5', '4/3', '5/3', '8'] -> (4/3 - 3/5 * 5/3) / (1/9 / 8)
[291573] ['1/2', '4/5', '7/8', '7/6', '2'] -> 2 / (7/6 / 4/5 - (1/2 + 7/8))
[291574] ['2/3', '1', '5/4', '7/2', '7/2'] -> 1 / (5/4 * (7/2 - 2/3) - 7/2)
[291575] ['7/9', '7/8', '9/8', '5/4', '7'] -> 7 / 7/8 / (5/4 / 9/8 - 7/9)
[291576] ['3/7', '3/7', '5/6', '7/8', '5'] -> 5 / ((7/8 - 3/7) / 3/7 - 5/6)
[291577] ['1/7', '1/4', '4/7', '7/5', '2'] -> (2 / 7/5 - 4/7) / (1/7 * 1/4)
[291578] ['1/8', '2/7', '5/8', '9/8', '2'] -> (2 - 2/7) / (1/8 / (5/8 + 9/8))
[291579] ['1/9', '3/5', '4/3', '7/3', '8'] -> (1/9 + 7/3 / 3/5) / (4/3 / 8)
[291580] ['3/7', '5/9', '6/7', '8/5', '9'] -> 9 / (6/7 - 3/7 / 5/9 / 8/5)
[291581] ['2/3', '1', '9/7', '9/7', '4/3'] -> 2/3 * 9/7 / (1 - 9/7 / 4/3)
[291582] ['1/8', '2/7', '5/8', '7/6', '2'] -> 2 / (7/6 * 2/7 * 5/8 - 1/8)
[291583] ['1/9', '3/5', '4/3', '5/2', '8'] -> 4/3 / 1/9 + 8 * 3/5 * 5/2
[291584] ['1/2', '4/5', '7/8', '8/5', '2'] -> 1/2 / (7/8 - 4/5) * (8/5 + 2)
[291585] ['1/6', '5/7', '9/8', '3', '7/2'] -> (5/7 + 3) / (9/8 / 7/2 - 1/6)
[291586] ['1/7', '1/4', '3/5', '3/5', '2'] -> 2 / (1/7 / 3/5) / (3/5 - 1/4)
[291587] ['1/8', '2/7', '5/8', '6/5', '2'] -> 2 / (5/8 / 6/5 - 1/8 / 2/7)
[291588] ['3/7', '5/9', '6/7', '9/4', '9'] -> (3/7 + 9) / (5/9 * 9/4 - 6/7)
[291589] ['1/9', '3/5', '4/3', '7/2', '8'] -> 3/5 * (4/3 / 1/9 + 7/2 * 8)
[291590] ['1/9', '4/9', '1', '7/5', '7/3'] -> (1 / 1/9 + 7/3 / 7/5) / 4/9
[291591] ['7/9', '7/8', '9/8', '9/5', '7'] -> (7/9 + 7) * (9/5 + 9/8 / 7/8)
[291592] ['1/8', '2/7', '5/8', '5/4', '2'] -> (5/8 - 2 + 5/4 / 2/7) / 1/8
[291593] ['1/4', '7/9', '6/7', '9/4', '6'] -> 6 * (1/4 + 6/7 + 9/4 / 7/9)
[291594] ['1/7', '1/3', '5/9', '7/9', '8'] -> 8 / (1/7 * 7/9 - (1/3 - 5/9))
[291595] ['2/9', '4/5', '5/6', '7/6', '2'] -> 2 / (5/6 * (7/6 - 4/5) - 2/9)
[291596] ['2/3', '1', '9/7', '9/7', '7/4'] -> 2/3 / ((1 + 9/7) / 9/7 - 7/4)
[291597] ['3/7', '3/7', '5/6', '9/7', '5'] -> (3/7 + 9/7) * 5 / (3/7 * 5/6)
[291598] ['2/7', '3/4', '7/5', '9/5', '9'] -> (9 - 9/5) / (7/5 * 2/7 * 3/4)
[291599] ['1/2', '4/5', '7/8', '2', '9/4'] -> 9/4 / (7/8 / 4/5 - 1/2 * 2)
[291600] ['3/7', '5/9', '6/7', '8/3', '9'] -> ((8/3 + 9) / 5/9 - 3/7) / 6/7
[291601] ['4/9', '4/5', '8/9', '9/8', '8'] -> 4/9 / (9/8 - 8/9 / 4/5) - 8
[291602] ['7/9', '7/8', '9/8', '5/2', '7'] -> (7/9 + 5/2 / 9/8) / (7/8 / 7)
[291603] ['2/9', '4/5', '5/6', '5/4', '2'] -> 2 / (2/9 * 5/6) / (5/4 - 4/5)
[291604] ['1/4', '7/9', '6/7', '9/2', '6'] -> 6/7 / (1/4 - 6 + 9/2 / 7/9)
[291605] ['2/7', '3/4', '7/5', '5/2', '9'] -> 9 * (2/7 + 5/2 / (3/4 * 7/5))
[291606] ['7/9', '7/8', '9/8', '7/2', '7'] -> (7 / (9/8 / 7/2) - 7/9) / 7/8
[291607] ['3/7', '5/9', '6/7', '9/2', '9'] -> (5/9 * 9 - 3/7) / (6/7 / 9/2)
[291608] ['1/6', '5/7', '8/7', '9/5', '3'] -> ((8/7 + 3) / 5/7 - 9/5) / 1/6
[291609] ['2/3', '1', '9/7', '9/7', '8/3'] -> 9/7 * 8/3 / (1 - 2/3 * 9/7)
[291610] ['1/7', '1/4', '3/5', '6/7', '2'] -> 6/7 / (1/4 / (2 - 3/5) - 1/7)
[291611] ['1/7', '1/3', '5/9', '8/9', '8'] -> 8/9 + 8 * (5/9 + 1/3 / 1/7)
[291612] ['1/8', '2/7', '5/8', '8/5', '2'] -> 8/5 / 1/8 + 2 / (2/7 * 5/8)
[291613] ['1/9', '4/9', '1', '3/2', '9/5'] -> 4/9 / 1/9 / (1 - 3/2 / 9/5)
[291614] ['1/9', '3/5', '3/2', '3/2', '8'] -> 3/2 / 3/5 + 8 + 3/2 / 1/9
[291615] ['1/8', '2/7', '5/8', '5/3', '2'] -> 2 / ((5/8 - 1/8) / 2/7 - 5/3)
[291616] ['7/9', '7/8', '8/7', '7/6', '7'] -> 7 / (7/8 - 7/9 / 8/7 / 7/6)
[291617] ['3/7', '3/7', '5/6', '9/5', '5'] -> (9/5 * 5 - 3/7) / (3/7 * 5/6)
[291618] ['4/9', '4/5', '8/9', '9/4', '8'] -> 9/4 * ((8/9 + 8) / 4/5 - 4/9)
[291619] ['1/6', '5/7', '8/7', '8/3', '3'] -> 8/3 * (5/7 * 3 + 8/7 / 1/6)
[291620] ['3/7', '5/9', '7/8', '9/8', '9'] -> 9 * (5/9 * 9/8 + 7/8 / 3/7)
[291621] ['3/7', '3/7', '5/6', '9/4', '5'] -> 3/7 / 5/6 / (9/4 / 5 - 3/7)
[291622] ['2/7', '3/4', '3/2', '5/3', '9'] -> (9 / 2/7 - 3/2) / (3/4 * 5/3)
[291623] ['2/9', '4/5', '5/6', '5/3', '2'] -> (4/5 + 2 / 5/6) / (2/9 / 5/3)
[291624] ['1/4', '7/9', '7/8', '4/3', '6'] -> 4/3 / (7/8 - (7/9 + 1/4 / 6))
[291625] ['1/9', '4/9', '1', '8/5', '5/3'] -> 5/3 / (1 / 8/5 - (1/9 + 4/9))
[291626] ['3/7', '5/9', '7/8', '8/7', '9'] -> (9 + 8/7 / 3/7) / (5/9 * 7/8)
[291627] ['2/3', '1', '9/7', '4/3', '3/2'] -> 4/3 / (3/2 - (2/3 + 1 / 9/7))
[291628] ['1/7', '1/4', '3/5', '8/7', '2'] -> (2 + 8/7 / 1/7) / (1/4 / 3/5)
[291629] ['1/7', '1/3', '5/9', '4/3', '8'] -> 8 / (1/7 / 1/3) / (4/3 - 5/9)
[291630] ['1/9', '3/5', '3/2', '9/4', '8'] -> 8 / 3/5 / (3/2 / 9/4 - 1/9)
[291631] ['1/6', '5/7', '7/6', '6/5', '3'] -> (3 + 6/5 * 5/7 * 7/6) / 1/6
[291632] ['1/7', '1/3', '5/9', '7/5', '8'] -> 8 / (1/7 / 1/3) / (5/9 * 7/5)
[291633] ['2/9', '4/5', '5/6', '2', '5/2'] -> (5/6 + 5/2) * 2 / (2/9 / 4/5)
[291634] ['1/8', '2/7', '5/8', '2', '8/3'] -> 2 / (2/7 * (5/8 - 1/8 * 8/3))
[291635] ['7/9', '7/8', '8/7', '4/3', '7'] -> (8/7 + 4/3 / 7/8) / (7/9 / 7)
[291636] ['1/9', '3/5', '3/2', '7/3', '8'] -> 1/9 + (7/3 + 3/2 * 8) / 3/5
[291637] ['1/2', '4/5', '8/9', '7/5', '2'] -> 4/5 / (8/9 * (2 - 7/5) - 1/2)
[291638] ['4/9', '4/5', '9/8', '5/4', '8'] -> 8 / 5/4 / (4/5 / 9/8 - 4/9)
[291639] ['3/7', '5/9', '7/8', '9/7', '9'] -> 3/7 * 9 / (7/8 - 5/9 * 9/7)
[291640] ['7/9', '7/8', '8/7', '7/5', '7'] -> 7 / (7/9 * 7/5) / (8/7 - 7/8)
[291641] ['1/9', '3/5', '3/2', '7/2', '8'] -> 8 / (1/9 * 3/5) / (3/2 + 7/2)
[291642] ['1/9', '4/9', '1', '8/5', '7/3'] -> (1 / 1/9 - 7/3) / (4/9 / 8/5)
[291643] ['1/7', '1/4', '3/5', '4/3', '2'] -> (4/3 / 1/7 - 2 / 3/5) / 1/4
[291644] ['4/9', '4/5', '9/8', '9/7', '8'] -> (9/8 + 9/7) * 8 * (4/9 + 4/5)
[291645] ['1/6', '5/7', '7/6', '8/5', '3'] -> 7/6 * 8/5 * 3 / (1/6 / 5/7)
[291646] ['1/9', '3/5', '3/2', '9/2', '8'] -> 8 * (1/9 * 9/2 + 3/2 / 3/5)
[291647] ['7/9', '7/8', '8/7', '3/2', '7'] -> 7 / (3/2 * (7/8 - 7/9 / 8/7))
[291648] ['3/7', '5/9', '7/8', '4/3', '9'] -> (9 + 4/3 / 7/8) / 3/7 - 5/9
[291649] ['1/2', '4/5', '8/9', '5/3', '2'] -> 4/5 * 5/3 / (1/2 - 8/9 / 2)
[291650] ['1/4', '7/9', '7/8', '9/4', '6'] -> 6 / (7/8 / (7/9 * 9/4) - 1/4)
[291651] ['2/7', '3/4', '8/5', '9/5', '9'] -> (9 - 9/5) / 2/7 - 3/4 * 8/5
[291652] ['1/7', '1/4', '3/5', '8/5', '2'] -> (1/4 * 8/5 + 2 / 1/7) / 3/5
[291653] ['4/9', '4/5', '9/8', '3/2', '8'] -> 8 / 4/9 / (3/2 / 4/5 - 9/8)
[291654] ['2/7', '3/4', '8/5', '9/4', '9'] -> 9 / (8/5 * 2/7 * 3/4) - 9/4
[291655] ['1/7', '1/4', '3/5', '5/3', '2'] -> 2 / (1/7 * 5/3) / (3/5 - 1/4)
[291656] ['4/9', '4/5', '9/8', '5/3', '8'] -> 5/3 / (4/9 * 9/8) * (8 - 4/5)
[291657] ['1/7', '1/3', '5/9', '9/4', '8'] -> 8 / (1/7 * 9/4) - (1/3 + 5/9)
[291658] ['1/8', '2/7', '2/3', '9/8', '2'] -> (9/8 / 1/8 + 2 / 2/7) / 2/3
[291659] ['1/9', '4/9', '1', '5/3', '8/3'] -> 8/3 / (5/3 - (1 + 1/9 + 4/9))
[291660] ['1/7', '1/4', '3/5', '7/4', '2'] -> 1/4 + (2 + 7/4 / 1/7) / 3/5
[291661] ['3/7', '3/7', '6/7', '6/5', '5'] -> 5 * (6/7 / 3/7 + 6/5 / 3/7)
[291662] ['7/9', '7/8', '8/7', '9/4', '7'] -> 7 / (7/9 / 8/7 - 7/8 / 9/4)
[291663] ['1/6', '5/7', '7/6', '5/2', '3'] -> ((5/2 + 3) / 7/6 - 5/7) / 1/6
[291664] ['2/3', '1', '9/7', '7/5', '7/4'] -> 2/3 / (1 - 7/4 / (9/7 * 7/5))
[291665] ['1/7', '1/4', '3/5', '2', '7/3'] -> 2 / (1/4 / 3/5 - 1/7 * 7/3)
[291666] ['1/7', '1/3', '5/9', '8/3', '8'] -> 8 * (5/9 / 1/7 - 1/3 * 8/3)
[291667] ['1/9', '4/9', '1', '5/3', '9/2'] -> (4/9 * 9/2 - (1 - 5/3)) / 1/9
[291668] ['7/9', '7/8', '8/7', '5/2', '7'] -> 8/7 * (7/8 + 5/2) * (7 - 7/9)
[291669] ['1/4', '7/9', '8/9', '9/7', '6'] -> 6 * (9/7 / 1/4 - 8/9 / 7/9)
[291670] ['4/9', '4/5', '9/8', '7/3', '8'] -> 8 * (9/8 + 7/3 / (4/9 + 4/5))
[291671] ['3/7', '5/9', '7/8', '9/4', '9'] -> 5/9 * 9 / (9/4 - 7/8 / 3/7)
[291672] ['3/7', '3/7', '6/7', '9/7', '5'] -> (5 * (6/7 + 9/7) - 3/7) / 3/7
[291673] ['4/9', '4/5', '9/8', '5/2', '8'] -> 5/2 * (8 + 4/5 / (4/9 * 9/8))
[291674] ['1/7', '1/4', '3/5', '2', '8/3'] -> 1/4 * 8/3 + 2 / (1/7 * 3/5)
[291675] ['1/7', '1/3', '4/7', '3/5', '8'] -> 8 * (1/7 + 4/7 / (1/3 * 3/5))
[291676] ['1/8', '2/7', '2/3', '3/2', '2'] -> 2 / (2/3 / 1/8 - 3/2 / 2/7)
[291677] ['7/9', '7/8', '8/7', '9/2', '7'] -> 7/9 * 9/2 * (7 / 7/8 - 8/7)
[291678] ['1/7', '1/4', '3/5', '2', '9/2'] -> 3/5 * (9/2 / (1/4 - 1/7) - 2)
[291679] ['1/9', '4/9', '1', '7/4', '5/2'] -> 1 / (5/2 * 1/9 * 7/4 - 4/9)
[291680] ['2/7', '3/4', '5/3', '9/5', '9'] -> 9 / (5/3 * 9/5 - 3/4 / 2/7)
[291681] ['7/9', '7/8', '7/6', '5/4', '7'] -> 7 / (7/9 / 7/6 + 7/8 - 5/4)
[291682] ['1/6', '5/7', '6/5', '3/2', '3'] -> (6/5 + 3 / (5/7 * 3/2)) / 1/6
[291683] ['2/7', '5/9', '1', '5/4', '7/3'] -> 2/7 / (5/4 - (1 + 5/9 / 7/3))
[291684] ['3/7', '3/7', '6/7', '8/5', '5'] -> 5 * (3/7 + 6/7) / (3/7 / 8/5)
[291685] ['1/7', '1/4', '5/8', '2/3', '2'] -> 2 / (1/7 * 2/3) / (1/4 + 5/8)
[291686] ['2/7', '3/4', '5/3', '7/3', '9'] -> 7/3 * (5/3 + 9 - 2/7 / 3/4)
[291687] ['2/9', '4/5', '6/7', '8/5', '2'] -> (4/5 + 8/5 / 6/7) / (2/9 / 2)
[291688] ['1/8', '2/7', '2/3', '2', '9/2'] -> (1/8 * 2 + 9/2 / 2/7) / 2/3
[291689] ['3/7', '3/7', '6/7', '7/4', '5'] -> 6/7 / (3/7 + 7/4 - 3/7 * 5)
[291690] ['1/2', '4/5', '9/8', '5/4', '2'] -> (1/2 + 2 / 4/5) / (5/4 - 9/8)
[291691] ['1/6', '5/7', '6/5', '7/4', '3'] -> 5/7 * 7/4 * (6/5 + 3 / 1/6)
[291692] ['7/9', '7/8', '7/6', '9/5', '7'] -> 7/9 * 7 / (7/8 - 7/6 / 9/5)
[291693] ['3/7', '5/9', '8/9', '8/9', '9'] -> (9 / 3/7 - (5/9 - 8/9)) / 8/9
[291694] ['4/9', '4/5', '8/7', '9/7', '8'] -> 8 / (8/7 / 9/7 - 4/9 / 4/5)
[291695] ['2/3', '1', '9/7', '3/2', '5/3'] -> 3/2 / (5/3 / (1 + 9/7) - 2/3)
[291696] ['2/7', '3/4', '5/3', '7/2', '9'] -> (9 - 7/2) / (2/7 * 3/4) - 5/3
[291697] ['7/9', '7/8', '7/6', '9/4', '7'] -> 7 / (7/8 + 7/6 - 7/9 * 9/4)
[291698] ['1/4', '7/9', '9/8', '9/7', '6'] -> 9/7 / (1/4 * 6 - 9/8 / 7/9)
[291699] ['1/6', '5/7', '6/5', '9/4', '3'] -> 3 / (1/6 * 5/7) / (9/4 - 6/5)
[291700] ['1/8', '2/7', '5/7', '7/9', '2'] -> (2 / 7/9 - (2/7 - 5/7)) / 1/8
[291701] ['3/7', '5/9', '8/9', '9/8', '9'] -> 9/8 * (9 / 3/7 - (5/9 - 8/9))
[291702] ['3/7', '3/7', '6/7', '5/2', '5'] -> (5 * 6/7 * 5/2 - 3/7) / 3/7
[291703] ['1/9', '3/5', '9/5', '9/4', '8'] -> 3/5 / (1/9 * 9/4 - 9/5 / 8)
[291704] ['1/7', '1/4', '5/8', '6/7', '2'] -> 6/7 / (1/4 / 2 - 1/7 * 5/8)
[291705] ['1/2', '4/5', '9/8', '7/5', '2'] -> 4/5 / ((2 - 7/5) / 9/8 - 1/2)
[291706] ['1/4', '7/9', '9/8', '4/3', '6'] -> 4/3 * (1/4 + 6) / (9/8 - 7/9)
[291707] ['2/7', '3/4', '7/4', '7/4', '9'] -> (7/4 + 7/4 * (2/7 + 9)) / 3/4
[291708] ['3/7', '3/7', '6/7', '8/3', '5'] -> (6/7 * 5 - 3/7) / (3/7 / 8/3)
[291709] ['1/2', '4/5', '9/8', '3/2', '2'] -> 3/2 / (1/2 / 4/5 - 9/8 / 2)
[291710] ['1/9', '3/5', '9/5', '5/2', '8'] -> 8 / (1/9 * 5/2) / (9/5 - 3/5)
[291711] ['7/9', '7/8', '6/5', '5/4', '7'] -> 7 / (5/4 * 7/9 * 6/5 - 7/8)
[291712] ['2/9', '4/5', '6/7', '2', '7/3'] -> (6/7 + 2) * 7/3 / (2/9 / 4/5)
[291713] ['2/3', '1', '9/7', '3/2', '9/4'] -> 2/3 / (1 / 9/7 + 3/2 - 9/4)
[291714] ['7/9', '7/8', '6/5', '9/7', '7'] -> 7 / (9/7 * (7/8 - 7/9 / 6/5))
[291715] ['3/7', '5/9', '8/9', '6/5', '9'] -> (6/5 + 8/9 / 5/9) * (9 - 3/7)
[291716] ['4/9', '4/5', '8/7', '5/3', '8'] -> (8 + 4/5 * 5/3) / (4/9 / 8/7)
[291717] ['3/7', '3/7', '7/8', '9/8', '5'] -> (5 + 3/7 / 3/7) / (9/8 - 7/8)
[291718] ['1/9', '4/9', '1', '9/4', '7/2'] -> 1 + (9/4 + 7/2) / (1/9 / 4/9)
[291719] ['2/9', '4/5', '6/7', '2', '8/3'] -> (8/3 - 4/5) / (2/9 / (6/7 + 2))
[291720] ['7/9', '7/8', '6/5', '4/3', '7'] -> 7 / 7/8 / (4/3 / 6/5 - 7/9)
[291721] ['1/9', '3/5', '9/4', '5/2', '8'] -> 5/2 * (8 + 9/4 * (1/9 + 3/5))
[291722] ['2/7', '5/9', '1', '9/7', '5/3'] -> (1 + 9/7) * 5/3 / (2/7 * 5/9)
[291723] ['3/7', '3/7', '7/8', '8/7', '5'] -> (5 - 8/7) / (7/8 * 3/7 * 3/7)
[291724] ['2/3', '1', '9/7', '3/2', '8/3'] -> 8/3 / 2/3 / (3/2 / 9/7 - 1)
[291725] ['1/8', '2/7', '5/7', '7/5', '2'] -> (7/5 + 2 - 2/7 / 5/7) / 1/8
[291726] ['3/7', '5/9', '8/9', '4/3', '9'] -> 9 / (3/7 / 8/9) / (4/3 - 5/9)
[291727] ['1/2', '4/5', '9/8', '2', '9/4'] -> 9/4 / (2 - (1/2 + 9/8 / 4/5))
[291728] ['1/6', '5/7', '5/4', '4/3', '3'] -> (5/4 / 5/7 + 3 / 4/3) / 1/6
