[19700] ['2', '7/3', '5/2', '5/2', '8/3'] -> (7/3 + (5/2 * (2 + (5/2 * 8/3))))
[33146] ['3/8', '4/7', '5/6', '3', '9/2'] -> (((5/6 * 9/2) + (3 / 4/7)) / 3/8)
[33147] ['9/7', '7/4', '5/2', '5/2', '4'] -> (((9/7 + 5/2) * (7/4 * 4)) - 5/2)
[33148] ['1/4', '4/5', '7/8', '2', '7/2'] -> ((((2 + 7/2) / 4/5) - 7/8) / 1/4)
[33149] ['2/7', '5/6', '5/4', '3/2', '8'] -> ((5/6 + 3/2) * (2/7 + (5/4 * 8)))
[33150] ['1/6', '3/5', '9/7', '9/7', '5'] -> (((3/5 * 5) + (9/7 / 9/7)) / 1/6)
[33151] ['3/8', '3/7', '7/8', '7/3', '4'] -> (4 / (7/3 * (7/8 - (3/8 + 3/7))))
[33152] ['1/8', '4/7', '7/9', '9/5', '5'] -> (((5 / (7/9 * 9/5)) - 4/7) / 1/8)
[33153] ['1/9', '1/8', '3/5', '5/2', '4'] -> ((4 / 1/9) - ((5/2 * 3/5) / 1/8))
[33154] ['1/6', '4/9', '5/7', '7/9', '6'] -> (((6 / 4/9) - 1/6) / (5/7 * 7/9))
[33155] ['2/9', '4/5', '4/5', '7/3', '5'] -> ((((4/5 * 7/3) - 4/5) * 5) / 2/9)
[33156] ['1/9', '2/9', '2/7', '4/3', '3'] -> ((4/3 * 3) / ((1/9 / 2/7) - 2/9))
[33157] ['4/9', '5/8', '6/7', '7/4', '4'] -> (((5/8 + (7/4 / 6/7)) * 4) / 4/9)
[33158] ['8/9', '5/4', '4/3', '7/5', '6'] -> (6 / ((5/4 * 7/5) - (4/3 / 8/9)))
[33159] ['1/7', '3/5', '5/8', '4/5', '9'] -> (3/5 / ((5/8 * 9) - (4/5 / 1/7)))
[33160] ['2/7', '5/6', '5/4', '8/5', '8'] -> (8 / (2/7 * (5/4 * 8/5)) - 5/6))
[33161] ['1/9', '1/8', '3/5', '8/3', '4'] -> (4 / ((1/8 / 3/5) - (1/9 / 8/3)))
[33162] ['1/5', '2/9', '5/6', '9/8', '4'] -> (((4 + (2/9 / 5/6)) * 9/8) / 1/5)
[33163] ['3/8', '3/7', '7/8', '8/3', '4'] -> ((8/3 + (4 / 3/7)) / (7/8 - 3/8))
[33164] ['1/7', '3/5', '5/8', '5/6', '9'] -> (((3/5 / 1/7) + (9 / 5/6)) / 5/8)
[33165] ['1/8', '4/7', '7/9', '7/3', '5'] -> ((4/7 + (5 / 7/9)) / (1/8 * 7/3))
[33166] ['2/7', '5/6', '5/4', '7/4', '8'] -> ((5/4 / 7/4) * (8 / (2/7 * 5/6)))
[33167] ['1/6', '4/9', '5/7', '4/5', '6'] -> ((1/6 + (6 / (5/7 * 4/5))) / 4/9)
[33168] ['9/7', '7/4', '7/2', '4', '9/2'] -> (7/4 * ((7/2 * 4) - (9/7 / 9/2)))
[33169] ['1/2', '1', '8/7', '6/5', '9/4'] -> (((1/2 + 1) / (6/5 - 8/7)) - 9/4)
[33170] ['1/9', '1/8', '3/5', '7/2', '4'] -> ((7/2 - (4 * (1/8 / 3/5))) / 1/9)
[33171] ['1/6', '4/9', '5/7', '5/6', '6'] -> (6 / (4/9 - (5/6 * (1/6 / 5/7))))
[33172] ['2/7', '5/6', '5/4', '9/4', '8'] -> (8 * ((5/4 / (2/7 * 5/6)) - 9/4))
[33173] ['1/9', '2/9', '2/7', '5/3', '3'] -> (((5/3 - (2/9 / 2/7)) * 3) / 1/9)
[33174] ['3/8', '3/7', '7/8', '7/2', '4'] -> ((3/7 + ((7/2 + 4) / 7/8)) / 3/8)
[33175] ['1/5', '2/9', '5/6', '9/7', '4'] -> (((4 - (2/9 / 5/6)) * 9/7) / 1/5)
[33176] ['3/8', '4/7', '6/7', '7/5', '3'] -> (3 / (7/5 * (3/8 + 4/7)) - 6/7))
[33177] ['1/6', '3/5', '9/7', '5/3', '5'] -> ((5/3 + (5 * (3/5 / 9/7))) / 1/6)
[33178] ['2/9', '4/5', '5/6', '6/7', '5'] -> (((5/6 + (5 / 6/7)) * 4/5) / 2/9)
[33179] ['1/8', '4/7', '7/9', '8/3', '5'] -> ((8/3 + 5) / ((4/7 * 7/9) - 1/8))
[33180] ['1/6', '4/9', '5/7', '6/7', '6'] -> (6/7 + ((6 + (5/7 / 1/6)) / 4/9))
[33181] ['4/9', '5/8', '6/7', '5/2', '4'] -> (4 / (6/7 * (4/9 - (5/8 / 5/2))))
[33182] ['9/7', '9/5', '9/5', '9/4', '4'] -> ((9/5 / ((9/7 * 9/5) - 9/4)) - 4)
[33183] ['2/9', '4/5', '5/6', '7/8', '5'] -> ((5/6 + 5) / (7/8 * (2/9 / 4/5)))
[33184] ['1/6', '4/9', '5/7', '7/8', '6'] -> (6 / ((5/7 * 7/8) - (1/6 / 4/9)))
[33185] ['2/7', '5/6', '5/4', '9/2', '8'] -> (8 / (9/2 - (5/4 + (5/6 / 2/7))))
[33186] ['1/9', '2/9', '2/7', '5/2', '3'] -> (((3 / 2/7) - 5/2) / (1/9 + 2/9))
[33187] ['2/9', '4/5', '5/6', '9/8', '5'] -> ((5/6 + (5 * (4/5 * 9/8))) / 2/9)
[33188] ['1/8', '4/7', '7/9', '9/2', '5'] -> ((5 - (9/2 * (4/7 * 7/9))) / 1/8)
[33189] ['1/6', '3/5', '9/7', '7/3', '5'] -> ((((3/5 * 5) - 9/7) * 7/3) / 1/6)
[33190] ['2/9', '4/5', '5/6', '8/7', '5'] -> ((5/6 + 5) * ((8/7 * 4/5) / 2/9))
[33191] ['4/9', '5/8', '6/7', '4', '9/2'] -> ((9/2 + (4 / (4/9 * 6/7))) / 5/8)
[33192] ['1/8', '4/7', '4/5', '5/6', '5'] -> (((5 - (4/5 / 4/7)) * 5/6) / 1/8)
[33193] ['1/2', '1', '8/7', '5/4', '4/3'] -> (1 / (1/2 * 5/4) - (4/3 / 8/7)))
[33194] ['8/9', '5/4', '7/5', '9/4', '6'] -> (6 / ((8/9 * 9/4) - (5/4 * 7/5)))
[33195] ['3/8', '3/7', '8/9', '5/4', '4'] -> ((4 / ((3/7 * 5/4) - 3/8)) - 8/9)
[33196] ['4/9', '5/8', '7/8', '7/8', '4'] -> (4 / (4/9 * (7/8 / 7/8)) - 5/8))
[33197] ['1/4', '4/5', '8/9', '5/3', '2'] -> (4/5 / ((8/9 / 5/3) - (1/4 * 2)))
[33198] ['1/6', '4/9', '5/7', '6/5', '6'] -> (6 / (4/9 - (1/6 / (5/7 * /5)))
)[33199] ['1/9', '2/9', '1/3', '4/5', '3'] -> ((1/3 + 3) * (4/5 / (2/9 - 1/9)))
[33200] ['2/9', '4/5', '5/6', '9/7', '5'] -> ((4/5 * 9/7) * (5/6 + (5 / 2/9)))
[33201] ['1/5', '2/9', '6/7', '8/9', '4'] -> ((4 / (1/5 * 6/7)) - (2/9 - 8/9))
[33202] ['2/7', '5/6', '9/7', '9/2', '8'] -> (((9/7 * (5/6 + 8)) - 9/2) / 2/7)
[33203] ['3/8', '3/7', '8/9', '7/5', '4'] -> ((4 / (3/7 - (3/8 / 7/5))) - 8/9)
[33204] ['4/9', '5/8', '7/8', '8/7', '4'] -> (4 / (4/9 * (7/8 * 8/7)) - 5/8))
[33205] ['1/4', '4/5', '8/9', '9/5', '2'] -> ((4/5 + (9/5 * (8/9 + 2))) / 1/4)
[33206] ['1/2', '1', '8/7', '5/4', '5/3'] -> (8/7 / (1 - (5/3 / (1/2 + 5/4))))
[33207] ['1/9', '1/8', '5/8', '5/4', '4'] -> (((4 - 5/4) / 1/9) - (1/8 + 5/8))
[33208] ['1/9', '2/9', '1/3', '8/7', '3'] -> (((3 - (2/9 / 1/3)) * 8/7) / 1/9)
[33209] ['1/7', '3/5', '5/8', '8/5', '9'] -> (3/5 * (5/8 + (9 / (1/7 * 8/5))))
[33210] ['2/7', '5/6', '4/3', '4/3', '8'] -> (((8 / 2/7) - 4/3) / (5/6 * 4/3))
[33211] ['3/8', '3/7', '8/9', '3/2', '4'] -> (((4 / (3/7 * 8/9)) - 3/2) / 3/8)
[33212] ['1/2', '1', '8/7', '5/4', '7/4'] -> ((1/2 + 7/4) / ((5/4 / 8/7) - 1))
[33213] ['1/9', '1/8', '5/8', '9/7', '4'] -> (4 / ((1/9 * 5/8) + (1/8 / 9/7)))
[33214] ['1/6', '3/5', '4/3', '9/4', '5'] -> (((5 / (3/5 * 4/3)) - 9/4) / 1/6)
[33215] ['1/7', '3/5', '5/8', '5/3', '9'] -> (5/8 * (3/5 + (9 / (1/7 * 5/3))))
[33216] ['1/9', '2/9', '1/3', '6/5', '3'] -> ((1/3 / 2/9) + (3 / (1/9 * 6/5)))
[33217] ['1/4', '4/5', '8/9', '2', '7/3'] -> ((7/3 / (8/9 - 4/5)) - (1/4 + 2))
[33218] ['1/7', '3/5', '5/8', '7/4', '9'] -> ((3/5 + 9) / (7/4 * (1/7 / 5/8)))
[33219] ['4/9', '5/8', '7/8', '5/4', '4'] -> (4 / (4/9 * (7/8 - (5/8 / 5/4))))
[33220] ['3/8', '4/7', '7/8', '7/5', '3'] -> (4/7 / ((7/8 / 3) - (3/8 / 7/5)))
[33221] ['1/6', '4/9', '5/7', '3/2', '6'] -> ((1/6 + ((3/2 + 6) / 5/7)) / 4/9)
[33222] ['1/2', '1', '8/7', '5/4', '9/4'] -> (((5/4 + 9/4) / (8/7 - 1)) - 1/2)
[33223] ['8/9', '5/4', '3/2', '8/5', '6'] -> (6 / (8/5 - (3/2 / (8/9 * 5/4))))
[33224] ['1/7', '3/5', '5/8', '9/5', '9'] -> (((3/5 / 1/7) + (9/5 + 9)) / 5/8)
[33225] ['1/4', '4/5', '8/9', '2', '8/3'] -> ((2 + (8/3 / 4/5)) / (1/4 * 8/9))
[33226] ['1/6', '4/9', '5/7', '8/5', '6'] -> (8/5 + (6 / (5/7 * (1/6 / 4/9))))
[33227] ['8/9', '5/4', '3/2', '5/3', '6'] -> ((5/3 / (8/9 - (5/4 / 3/2))) - 6)
[33228] ['2/7', '5/6', '4/3', '9/4', '8'] -> (((8 + (5/6 - 4/3)) / 2/7) - 9/4)
[33229] ['1/5', '2/9', '6/7', '9/7', '4'] -> (((6/7 + 4) / 1/5) - (2/9 * 9/7))
[33230] ['2/9', '4/5', '6/7', '7/8', '5'] -> (((5 * 4/5) / 2/9) / (6/7 * 7/8))
[33231] ['9/7', '9/5', '7/3', '7/2', '4'] -> (4 / ((7/2 * (9/7 / 9/5)) - 7/3))
[33232] ['1/9', '2/9', '1/3', '9/4', '3'] -> ((1/3 / (1/9 - (2/9 / 9/4))) - 3)
[33233] ['1/6', '3/5', '7/5', '9/4', '5'] -> (((5 / (7/5 - 3/5)) - 9/4) / 1/6)
[33234] ['1/9', '1/8', '5/8', '7/4', '4'] -> (7/4 / (1/9 * (5/8 + (1/8 / 4))))
[33235] ['1/4', '4/5', '8/9', '2', '7/2'] -> ((8/9 + (2 / 1/4)) * (7/2 - 4/5))
[33236] ['3/8', '3/7', '8/9', '9/4', '4'] -> (3/8 + ((9/4 * 4) / (3/7 * 8/9)))
[33237] ['1/9', '2/9', '3/8', '2/5', '3'] -> (3 / ((1/9 / 2/5) + (2/9 - 3/8)))
[33238] ['8/9', '5/4', '3/2', '5/2', '6'] -> ((5/2 / ((8/9 * 3/2) - 5/4)) - 6)
[33239] ['1/5', '2/9', '6/7', '7/5', '4'] -> (((7/5 * 6/7) / 1/5) + (4 / 2/9))
[33240] ['9/7', '9/5', '5/2', '5/2', '4'] -> (4 * (5/2 + ((5/2 * 9/5) / 9/7)))
[33241] ['1/9', '1/8', '5/8', '9/5', '4'] -> (4 / (((5/8 - 1/8) / 9/5) - 1/9))
[33242] ['4/9', '5/8', '7/8', '3/2', '4'] -> (4 / ((4/9 * 3/2) * 7/8) - 5/8))
[33243] ['1/7', '3/5', '5/8', '8/3', '9'] -> ((3/5 * 5/8) + (9 / (1/7 * 8/3)))
[33244] ['3/8', '4/7', '7/8', '5/2', '3'] -> (((5/2 + (4/7 * 7/8)) * 3) / 3/8)
[33245] ['8/9', '5/4', '3/2', '7/2', '6'] -> (8/9 * ((6 * (5/4 + 7/2)) - 3/2))
[33246] ['2/7', '5/6', '7/5', '3/2', '8'] -> (((8 * (2/7 + 3/2)) * 7/5) / 5/6)
[33247] ['3/8', '3/7', '8/9', '5/2', '4'] -> (((4 + (5/2 / 3/8)) / 3/7) - 8/9)
[33248] ['1/5', '2/9', '6/7', '3/2', '4'] -> (((4 / (6/7 - 2/9)) - 3/2) / 1/5)
[33249] ['1/9', '1/8', '5/8', '5/2', '4'] -> (((5/8 + 5/2) / 1/9) - (1/8 + 4))
[33250] ['1/9', '2/9', '3/8', '3/5', '3'] -> (3 / ((3/8 / 3/5) - (1/9 / 2/9)))
[33251] ['4/9', '5/8', '7/8', '7/4', '4'] -> ((5/8 + 7/8) / (4 - (7/4 / 4/9)))
[33252] ['1/8', '4/7', '4/5', '7/3', '5'] -> ((4/5 / 7/3) * (5 / (1/8 * 4/7)))
[33253] ['1/6', '4/9', '5/7', '7/3', '6'] -> ((5/7 / ((4/9 / 7/3) - 1/6)) - 6)
[33254] ['1/9', '2/9', '3/8', '5/7', '3'] -> (3 / ((5/7 * (1/9 + 3/8)) - 2/9))
[33255] ['3/8', '3/7', '8/9', '7/2', '4'] -> (4 / ((3/7 - 3/8) * 8/9) * 7/2))
[33256] ['1/2', '1', '8/7', '9/7', '8/5'] -> (9/7 / ((1 / 8/5) - (1/2 * 8/7)))
[33257] ['8/9', '5/4', '8/5', '8/5', '6'] -> (6 / (5/4 * (8/5 / 8/9)) - 8/5))
[33258] ['2/7', '5/6', '7/5', '8/5', '8'] -> ((8 + (8/5 / 2/7)) / (7/5 - 5/6))
[33259] ['1/9', '1/8', '5/8', '7/2', '4'] -> (4 / (1/9 * (5/8 / 1/8)) - 7/2))
[33260] ['1/5', '2/9', '6/7', '7/4', '4'] -> (7/4 * ((4 / 2/9) - (6/7 / 1/5)))
[33261] ['2/7', '5/6', '7/5', '5/3', '8'] -> (8 / ((2/7 * 7/5) * 5/3) - 5/6))
[33262] ['8/9', '5/4', '8/5', '5/3', '6'] -> ((6 + (8/5 * 5/3)) / (5/4 - 8/9))
[33263] ['1/7', '3/5', '2/3', '5/7', '9'] -> (2/3 + ((9 + (5/7 / 1/7)) / 3/5))
[33264] ['1/9', '1/8', '5/8', '4', '9/2'] -> (((1/9 * 9/2) + (5/8 * 4)) / 1/8)
[33265] ['3/8', '3/7', '8/9', '4', '9/2'] -> (((4 / 3/7) + (9/2 / 3/8)) / 8/9)
[33266] ['1/5', '2/9', '6/7', '9/5', '4'] -> (4 / ((2/9 * 9/5) - (1/5 / 6/7)))
[33267] ['9/7', '9/5', '8/3', '7/2', '4'] -> (4 / (8/3 - (7/2 * (9/7 / 9/5))))
[33268] ['2/9', '4/5', '6/7', '9/7', '5'] -> (6/7 + (((9/7 * 5) * 4/5) / 2/9))
[33269] ['8/9', '5/4', '8/5', '7/4', '6'] -> (6 * (7/4 + ((8/5 * 5/4) / 8/9)))
[33270] ['1/6', '3/5', '5/3', '7/4', '5'] -> (5 / (1/6 * (7/4 / 3/5)) - 5/3))
[33271] ['2/7', '5/6', '7/5', '9/5', '8'] -> ((7/5 * 8) * (9/5 + (2/7 / 5/6)))
[33272] ['9/7', '9/5', '8/3', '4', '9/2'] -> (9/5 * (4 + ((9/2 * 8/3) / 9/7)))
[33273] ['3/8', '4/7', '8/9', '8/7', '3'] -> (3 / (8/7 - (3/8 + (4/7 / 8/9))))
[33274] ['1/2', '1', '8/7', '9/7', '9/4'] -> (9/7 / (1/2 * 9/4) - (1 + 8/7)))
[33275] ['1/6', '3/5', '5/3', '9/4', '5'] -> (5 / (1/6 * (9/4 - (3/5 * 5/3))))
[33276] ['9/7', '9/5', '7/2', '7/2', '4'] -> (4 * (7/2 + (7/2 * (9/7 / 9/5))))
[33277] ['4/9', '5/8', '7/8', '7/2', '4'] -> (4 / (4/9 * (5/8 - (7/8 / 7/2))))
[33278] ['1/2', '1', '8/7', '9/7', '7/3'] -> (1 / ((1/2 * 7/3) - (9/7 / 8/7)))
[33279] ['1/9', '2/9', '3/8', '7/5', '3'] -> (3 / (((1/9 + 3/8) / 7/5) - 2/9))
[33280] ['8/9', '5/4', '8/5', '7/2', '6'] -> (5/4 * ((7/2 * 6) - (8/5 / 8/9)))
[33281] ['1/6', '4/9', '3/4', '8/7', '6'] -> (6 / (4/9 - (1/6 / (3/4 * /7)))
)[33282] ['3/8', '4/7', '8/9', '6/5', '3'] -> ((3 / (3/8 * (8/9 - 4/7))) - 6/5)
[33283] ['3/8', '3/7', '9/8', '5/4', '4'] -> ((9/8 / ((3/8 * 5/4) - 3/7)) - 4)
[33284] ['1/9', '1/8', '2/3', '6/5', '4'] -> (2/3 / (4 * 1/9) - (1/8 / 6/5)))
[33285] ['4/9', '5/8', '8/9', '8/9', '4'] -> (4 / (4/9 * (8/9 / 8/9)) - 5/8))
[33286] ['1/7', '3/5', '2/3', '7/8', '9'] -> (9 / (7/8 * (2/3 - (1/7 / 3/5))))
[33287] ['1/4', '4/5', '9/8', '7/4', '2'] -> (9/8 / (1/4 * (7/4 / 4/5)) - 2))
[33288] ['9/7', '9/5', '4', '9/2', '9/2'] -> (4 * ((9/2 / 9/7) + (9/2 / 9/5)))
[33289] ['2/7', '5/6', '7/5', '7/2', '8'] -> (8 / (5/6 * (7/5 - (2/7 * 7/2))))
[33290] ['1/6', '3/5', '7/4', '9/5', '5'] -> (5 / (1/6 * (9/5 / 3/5)) - 7/4))
[33291] ['1/9', '2/9', '3/8', '8/5', '3'] -> (3 / (3/8 - (1/9 + (2/9 / 8/5))))
[33292] ['1/8', '4/7', '5/6', '9/8', '5'] -> (5 / ((5/6 / 4/7) - (1/8 + 9/8)))
[33293] ['2/9', '4/5', '6/7', '7/4', '5'] -> ((7/4 * 5) * ((4/5 / 2/9) - 6/7))
[33294] ['1/2', '1', '8/7', '4/3', '7/5'] -> (8/7 / ((1 / 7/5) - (1/2 * 4/3)))
[33295] ['1/4', '4/5', '9/8', '9/5', '2'] -> (9/5 / ((4/5 / 1/4) - (9/8 + 2)))
[33296] ['4/9', '5/8', '8/9', '9/8', '4'] -> (4 / (4/9 * (8/9 * 9/8)) - 5/8))
[33297] ['1/6', '3/5', '7/4', '9/4', '5'] -> (3/5 / ((1/6 * 9/4) - (7/4 / 5)))
[33298] ['1/9', '1/8', '2/3', '7/5', '4'] -> (((7/5 + 4) * (2/3 - 1/9)) / 1/8)
[33299] ['2/7', '5/6', '3/2', '8/5', '8'] -> (8/5 + (8 / (3/2 * (2/7 * 5/6))))
[33300] ['1/6', '3/5', '7/4', '7/3', '5'] -> ((((5 * 3/5) / 1/6) * 7/3) / 7/4)
[33301] ['4/9', '5/8', '8/9', '8/7', '4'] -> (4 / ((5/8 * 8/9) - (4/9 / 8/7)))
[33302] ['1/9', '1/8', '2/3', '8/5', '4'] -> ((2/3 + 4) / (1/8 + (1/9 / 8/5)))
[33303] ['1/8', '4/7', '5/6', '5/4', '5'] -> (5/4 / ((1/8 / 4/7) - (5/6 / 5)))
[33304] ['4/9', '5/8', '8/9', '7/6', '4'] -> (4 / (7/6 - (4/9 + (5/8 * 8/9))))
[33305] ['1/5', '2/9', '7/8', '8/9', '4'] -> (8/9 + ((2/9 + (4 / 1/5)) / 7/8))
[33306] ['2/7', '5/6', '3/2', '9/4', '8'] -> ((3/2 / 9/4) + ((8 * 5/6) / 2/7))
[33307] ['1/6', '3/5', '7/4', '7/2', '5'] -> (7/2 / ((7/4 / (3/5 + 5)) - 1/6))
[33308] ['1/2', '1', '8/7', '4/3', '9/4'] -> (1 / ((4/3 / 8/7) - (1/2 * 9/4)))
[33309] ['1/9', '2/9', '2/5', '5/9', '3'] -> (((3 + (2/5 / 2/9)) * 5/9) / 1/9)
[33310] ['3/8', '3/7', '9/8', '5/2', '4'] -> (4 * (5/2 + ((3/8 + 9/8) / 3/7)))
[33311] ['1/6', '4/9', '7/9', '7/9', '6'] -> ((6 - (7/9 + (4/9 + 7/9))) / 1/6)
[33312] ['4/9', '5/8', '8/9', '5/4', '4'] -> (4 / (5/8 * (8/9 / 5/4)) - 4/9))
[33313] ['8/9', '5/4', '7/4', '9/5', '6'] -> (6 / ((9/5 * (8/9 * 5/4)) - 7/4))
[33314] ['9/7', '9/4', '7/3', '7/2', '4'] -> ((7/2 * 4) / (7/3 - (9/4 / 9/7)))
[33315] ['3/8', '3/7', '9/8', '7/2', '4'] -> ((9/8 / 7/2) * (4 / (3/7 - 3/8)))
[33316] ['1/6', '4/9', '7/9', '4/5', '6'] -> (6 / (((7/9 - 4/9) / 4/5) - 1/6))
[33317] ['1/7', '3/5', '2/3', '7/5', '9'] -> (9 * ((2/3 / 1/7) - (3/5 + 7/5)))
[33318] ['1/9', '1/8', '5/7', '7/9', '4'] -> (((1/9 / 7/9) + (5/7 * 4)) / 1/8)
[33319] ['8/9', '5/4', '7/4', '7/3', '6'] -> (6 / ((7/3 / (8/9 * 7/4)) - 5/4))
[33320] ['1/9', '2/9', '2/5', '2/3', '3'] -> (((1/9 + (2/3 / 2/5)) * 3) / 2/9)
[33321] ['3/8', '3/7', '9/8', '4', '9/2'] -> (9/8 * ((4 / 3/7) + (9/2 / 3/8)))
[33322] ['8/9', '5/4', '7/4', '5/2', '6'] -> (6 * (7/4 + (5/2 / (8/9 * 5/4))))
[33323] ['1/8', '4/7', '5/6', '5/3', '5'] -> (4/7 * ((5/3 / 5/6) + (5 / 1/8)))
[33324] ['3/8', '4/7', '8/9', '7/3', '3'] -> (((7/3 + 3) / (3/8 * 4/7)) - 8/9)
[33325] ['2/7', '5/6', '8/5', '9/5', '8'] -> (((8/5 / 2/7) + (9/5 * 8)) / 5/6)
[33326] ['4/9', '5/8', '8/9', '5/3', '4'] -> (((4 * 5/3) / 5/8) / (8/9 - 4/9))
[33327] ['1/9', '2/9', '2/5', '7/9', '3'] -> ((7/9 / (1/9 * 2/9)) - (3 / 2/5))
[33328] ['1/8', '4/7', '5/6', '7/4', '5'] -> ((4/7 * 7/4) / ((5/6 / 5) - 1/8))
[33329] ['8/9', '5/4', '7/4', '7/2', '6'] -> (6 / ((8/9 * (7/2 - 5/4)) - 7/4))
[33330] ['3/8', '3/7', '8/7', '7/5', '4'] -> (3/7 / ((8/7 / 4) - (3/8 / 7/5)))
[33331] ['1/6', '3/5', '7/3', '7/3', '5'] -> (((3/5 * 5) + (7/3 / 7/3)) / 1/6)
[33332] ['8/9', '5/4', '7/4', '9/2', '6'] -> (7/4 / ((5/4 / 8/9) - (6 / 9/2)))
[33333] ['1/7', '3/5', '2/3', '5/2', '9'] -> (((5/2 * 3/5) / 1/7) + (9 / 2/3))
[33334] ['1/6', '4/9', '7/9', '7/5', '6'] -> ((((6 / 4/9) - 1/6) * 7/5) / 7/9)
[33335] ['1/5', '2/9', '7/8', '7/5', '4'] -> (7/5 / ((2/9 * (1/5 + 4)) - 7/8))
[33336] ['2/9', '4/5', '7/8', '6/5', '5'] -> (((5 / 2/9) - (6/5 / 4/5)) / 7/8)
[33337] ['9/7', '9/4', '4', '9/2', '9/2'] -> (4 / ((9/2 / (9/4 - 9/7)) - 9/2))
[33338] ['2/7', '5/6', '8/5', '7/2', '8'] -> (8 / ((5/6 * 8/5) - (2/7 * 7/2)))
[33339] ['1/6', '4/9', '7/9', '8/5', '6'] -> ((1/6 * 6) / ((7/9 / 8/5) - 4/9))
[33340] ['1/9', '2/9', '2/5', '9/8', '3'] -> (3 / ((1/9 / (2/9 * /5)) - 9/8))
[33341] ['3/8', '3/7', '8/7', '7/4', '4'] -> ((8/7 + 4) / (3/7 - (3/8 / 7/4)))
[33342] ['2/9', '4/5', '7/8', '5/4', '5'] -> ((4/5 + (7/8 / 5/4)) + (5 / 2/9))
[33343] ['1/5', '2/9', '7/8', '8/5', '4'] -> (4 / (2/9 * (7/8 - (1/5 / 8/5))))
[33344] ['1/7', '3/5', '5/7', '5/7', '9'] -> ((((5/7 * 9) - 5/7) * 3/5) / 1/7)
[33345] ['4/9', '5/8', '9/8', '8/7', '4'] -> (4 / ((5/8 / 9/8) - (4/9 / 8/7)))
[33346] ['1/2', '1', '8/7', '7/5', '5/2'] -> (((7/5 * 5/2) / (8/7 - 1)) - 1/2)
[33347] ['9/7', '7/3', '5/2', '5/2', '4'] -> (7/3 * ((9/7 + 5/2) + (5/2 + 4)))
[33348] ['1/6', '5/8', '5/8', '5/7', '5'] -> (((5/8 / 5/7) + (5/8 * 5)) / 1/6)
[33349] ['1/4', '4/5', '8/7', '7/4', '2'] -> (((2 + (8/7 / 4/5)) * 7/4) / 1/4)
[33350] ['1/8', '4/7', '5/6', '9/2', '5'] -> (4/7 * ((9/2 / 1/8) + (5 / 5/6)))
[33351] ['1/9', '2/9', '2/5', '9/7', '3'] -> (((9/7 + 3) * (2/9 + 2/5)) / 1/9)
[33352] ['1/2', '1', '8/7', '7/5', '8/3'] -> (8/7 / (1 - (8/3 * (1/2 / 7/5))))
[33353] ['2/7', '5/6', '5/3', '9/4', '8'] -> (((8 - (5/6 / 5/3)) / 2/7) - 9/4)
[33354] ['1/6', '5/8', '5/8', '3/4', '5'] -> ((((5/8 / 1/6) - 3/4) * 5) / 5/8)
[33355] ['1/9', '1/8', '5/7', '9/7', '4'] -> (((1/9 * 9/7) + (5/7 * 4)) / 1/8)
[33356] ['8/9', '5/4', '7/3', '7/3', '6'] -> (6 * (((7/3 + 7/3) / 8/9) - 5/4))
[33357] ['2/9', '4/5', '7/8', '7/5', '5'] -> (7/5 / ((2/9 * (5 - 4/5)) - 7/8))
[33358] ['1/7', '3/5', '5/7', '4/5', '9'] -> (9 * (1/7 + ((5/7 + 4/5) / 3/5)))
[33359] ['1/8', '4/7', '6/7', '9/8', '5'] -> (((6/7 * 4/7) / 1/8) * (9/8 + 5))
[33360] ['9/7', '5/2', '5/2', '8/3', '4'] -> (8/3 / (4 - ((5/2 + 5/2) / 9/7)))
[33361] ['1/5', '2/9', '7/8', '7/3', '4'] -> ((4 + (7/3 / 1/5)) / (7/8 - 2/9))
[33362] ['8/9', '5/4', '7/3', '5/2', '6'] -> (7/3 + (6 * (5/2 + (8/9 * 5/4))))
[33363] ['2/7', '5/6', '7/4', '7/4', '8'] -> (8 / (7/4 * (5/6 / 7/4)) - 2/7))
[33364] ['1/9', '2/9', '2/5', '9/4', '3'] -> (3 / (9/4 * (1/9 / 2/5)) - 2/9))
[33365] ['2/9', '4/5', '7/8', '3/2', '5'] -> (3/2 / ((4/5 * 5) - (7/8 / 2/9)))
[33366] ['9/7', '5/2', '5/2', '7/2', '4'] -> (4 + (7/2 * (5/2 + (9/7 * 5/2))))
[33367] ['1/7', '3/5', '5/7', '5/6', '9'] -> (((5/7 / 1/7) + (9 / 3/5)) / 5/6)
[33368] ['2/7', '5/6', '7/4', '9/5', '8'] -> ((((8 * 5/6) / 2/7) * 9/5) / 7/4)
[33369] ['1/6', '4/9', '4/5', '9/8', '6'] -> (6 / ((4/9 - 1/6) * 4/5) * 9/8))
[33370] ['1/6', '5/8', '5/8', '8/9', '5'] -> (5/8 / (1/6 - (5/8 / (8/9 * )))
)[33371] ['3/8', '4/7', '9/8', '7/4', '3'] -> ((3/8 + 9/8) / ((7/4 / 4/7) - 3))
[33372] ['9/7', '5/2', '5/2', '4', '9/2'] -> (4 + (9/2 * (5/2 + (5/2 / 9/7))))
[33373] ['1/5', '2/9', '7/8', '8/3', '4'] -> ((4 / (2/9 * (7/8 - 1/5))) - 8/3)
[33374] ['2/9', '4/5', '7/8', '5/3', '5'] -> (5 / ((2/9 / 5/3) - (4/5 - 7/8)))
