[275787] ['1/8', '8/9', '3/2', '2', '7/2'] -> (((3/2 * 7/2) - (2 / 8/9)) / 1/8)
[289277] ['2/7', '2/3', '4/5', '8/5', '9'] -> ((9 + (8/5 / (2/7 * 4/5))) / 2/3)
[289278] ['1/9', '3/7', '1', '9/8', '7/2'] -> ((1 / 1/9) / ((3/7 * 7/2) - 9/8))
[289279] ['1/7', '1/4', '6/5', '7/3', '8'] -> ((6/5 * 7/3) * (8 + (1/7 / 1/4)))
[289280] ['1/4', '5/8', '3/2', '9/5', '6'] -> (3/2 / (1/4 - ((5/8 * 9/5) / 6)))
[289281] ['1/2', '5/7', '3/2', '2', '7/2'] -> ((2 / 7/2) / (1/2 - (5/7 / 3/2)))
[289282] ['3/7', '1/2', '5/9', '6/5', '9'] -> (5/9 * (6/5 + (9 / (3/7 * 1/2))))
[289283] ['1/9', '3/7', '1', '9/8', '9/2'] -> (1 / ((9/2 * (1/9 / 3/7)) - 9/8))
[289284] ['1/8', '1/4', '2/7', '2', '9/2'] -> (((1/8 + (2 / 2/7)) / 1/4) - 9/2)
[289285] ['1/4', '5/8', '8/5', '9/5', '6'] -> (6 / ((9/5 / 8/5) - (1/4 + 5/8)))
[289286] ['2/5', '9/7', '8/3', '8/3', '5'] -> ((9/7 * 5) * (8/3 + (2/5 * 8/3)))
[289287] ['1/7', '1/4', '6/5', '7/2', '8'] -> (1/4 + ((1/7 + 8) / (6/5 / 7/2)))
[289288] ['1/9', '3/7', '1', '8/7', '7/6'] -> ((8/7 / 1/9) / ((1 / 7/6) - 3/7))
[289289] ['1/6', '5/8', '5/7', '4/5', '3'] -> ((4/5 + (3 / 5/8)) / (1/6 / 5/7))
[289290] ['2/7', '2/3', '4/5', '5/2', '9'] -> ((9 + (5/2 / (2/7 / 4/5))) / 2/3)
[289291] ['3/7', '1/2', '5/9', '7/5', '9'] -> ((3/7 + (9 / (5/9 * 7/5))) / 1/2)
[289292] ['1/4', '5/8', '5/3', '7/2', '6'] -> ((7/2 + (6 * (1/4 + 5/3))) / 5/8)
[289293] ['7/9', '4/5', '3/2', '3/2', '7'] -> ((7 / 7/9) / ((3/2 / 4/5) - 3/2))
[289294] ['1/9', '3/7', '1', '8/7', '5/4'] -> (3/7 / (8/7 - (5/4 / (1/9 + 1))))
[289295] ['1/7', '1/4', '5/4', '5/4', '8'] -> (5/4 + ((5/4 + (1/4 * 8)) / 1/7))
[289296] ['1/7', '2/9', '5/7', '8/9', '2'] -> ((2/9 + (2 * (5/7 + 8/9))) / 1/7)
[289297] ['7/9', '4/5', '3/2', '8/5', '7'] -> (7 * ((4/5 / 7/9) + (3/2 * 8/5)))
[289298] ['2/7', '2/3', '4/5', '9/2', '9'] -> ((4/5 * 9/2) * (9 - (2/3 / 2/7)))
[289299] ['2/5', '4/3', '4/3', '4/3', '5'] -> (4/3 * (4/3 + (5 / (2/5 / 4/3))))
[289300] ['2/9', '5/7', '9/5', '2', '7/3'] -> (7/3 * ((5/7 * 9/5) + (2 / 2/9)))
[289301] ['1/4', '5/8', '7/4', '5/2', '6'] -> (6 * ((1/4 - 5/8) + (7/4 * 5/2)))
[289302] ['1/7', '1/4', '5/4', '7/5', '8'] -> (((5/4 / 7/5) - 1/7) / (1/4 / 8))
[289303] ['1/6', '5/8', '5/7', '9/8', '3'] -> ((3 - 5/7) / (1/6 / (5/8 + 9/8)))
[289304] ['1/7', '2/9', '5/7', '8/7', '2'] -> ((8/7 / 2/9) / ((5/7 / 2) - 1/7))
[289305] ['4/9', '5/7', '6/5', '8/5', '8'] -> ((8/5 + (8 / 5/7)) / (4/9 * 6/5))
[289306] ['2/7', '2/3', '5/6', '6/7', '9'] -> ((6/7 + (9 / (2/3 + 5/6))) / 2/7)
[289307] ['1/2', '5/7', '8/5', '2', '8/3'] -> ((8/5 / 1/2) / ((2 / 5/7) - 8/3))
[289308] ['1/8', '1/4', '3/8', '2/5', '2'] -> (((1/4 / 2/5) + (3/8 + 2)) / 1/8)
[289309] ['7/9', '4/5', '3/2', '7/4', '7'] -> (7 / (7/4 - (3/2 * (7/9 / 4/5))))
[289310] ['1/4', '5/8', '9/5', '9/4', '6'] -> (6 / (((5/8 * 9/5) / 9/4) - 1/4))
[289311] ['1/7', '2/9', '5/7', '7/6', '2'] -> (2 / (7/6 * (5/7 - (1/7 / 2/9))))
[289312] ['1/7', '1/4', '5/4', '9/5', '8'] -> ((1/4 + 8) + (9/5 / (1/7 / 5/4)))
[289313] ['1/9', '4/7', '5/6', '5/6', '8'] -> ((8 / 4/7) / ((5/6 * 5/6) - 1/9))
[289314] ['1/9', '3/7', '1', '8/7', '5/3'] -> (5/3 / (1/9 * (1 - (3/7 / 8/7))))
[289315] ['2/7', '2/3', '5/6', '8/9', '9'] -> (2/3 + ((8/9 * 9) / (2/7 / 5/6)))
[289316] ['7/9', '4/5', '3/2', '9/4', '7'] -> (7 / (7/9 * (9/4 - (3/2 / 4/5))))
[289317] ['3/7', '1/2', '5/9', '9/5', '9'] -> (((9 / 5/9) - (9/5 / 3/7)) / 1/2)
[289318] ['2/5', '4/3', '4/3', '7/3', '5'] -> ((2/5 + 5) * (4/3 + (4/3 * 7/3)))
[289319] ['4/9', '5/7', '6/5', '7/4', '8'] -> ((5/7 * 7/4) * (6/5 + (8 / 4/9)))
[289320] ['2/7', '1/2', '1', '9/8', '7/3'] -> (1 / ((2/7 * 7/3) + (1/2 - 9/8)))
[289321] ['1/8', '1/4', '3/8', '4/5', '2'] -> (1/4 + ((3/8 + 2) / (1/8 * 4/5)))
[289322] ['4/9', '5/7', '6/5', '9/5', '8'] -> (5/7 * (6/5 + (8 / (4/9 / 9/5))))
[289323] ['1/7', '1/4', '9/7', '8/5', '8'] -> (8/5 + (8 / (1/4 * (1/7 + 9/7))))
[289324] ['2/5', '4/3', '4/3', '5/2', '5'] -> ((4/3 * 4/3) * (5/2 * (2/5 + 5)))
[289325] ['1/6', '5/8', '5/7', '7/5', '3'] -> ((5/7 * 7/5) / ((5/8 / 3) - 1/6))
[289326] ['1/9', '4/7', '5/6', '8/9', '8'] -> (((5/6 + 8/9) / (4/7 / 8)) - 1/9)
[289327] ['3/7', '1/2', '5/9', '7/3', '9'] -> ((5/9 + (7/3 / 3/7)) + (9 / 1/2))
[289328] ['2/7', '2/3', '5/6', '4/3', '9'] -> (9 * ((4/3 / (2/3 - 2/7)) - 5/6))
[289329] ['2/9', '5/7', '2', '9/4', '7/3'] -> (9/4 * ((5/7 * 7/3) + (2 / 2/9)))
[289330] ['1/7', '1/4', '9/7', '9/5', '8'] -> (8 * (1/7 + (9/7 / (1/4 * 9/5))))
[289331] ['1/9', '4/7', '5/6', '9/8', '8'] -> (((5/6 / 4/7) - 9/8) / (1/9 / 8))
[289332] ['2/7', '1/2', '1', '9/8', '8/3'] -> ((8/3 / 2/7) / ((1 / 9/8) - 1/2))
[289333] ['3/7', '1/2', '5/9', '5/2', '9'] -> ((5/2 / (5/9 - 1/2)) - (9 / 3/7))
[289334] ['4/9', '5/7', '6/5', '5/2', '8'] -> ((5/7 + 5/2) * (8 - (4/9 * 6/5)))
[289335] ['7/9', '4/5', '3/2', '9/2', '7'] -> ((4/5 * 7) * ((9/2 / 7/9) - 3/2))
[289336] ['1/6', '5/8', '5/7', '8/5', '3'] -> ((3 / (5/7 - 5/8)) - (8/5 / 1/6))
[289337] ['1/7', '1/4', '9/7', '7/3', '8'] -> (8 / ((7/3 / 1/4) - (9/7 / 1/7)))
[289338] ['2/5', '4/3', '7/5', '7/4', '5'] -> ((2/5 * 5) / (4/3 - (7/4 / 7/5)))
[289339] ['3/7', '1/2', '5/9', '8/3', '9'] -> (((8/3 / (5/9 - 3/7)) - 9) / 1/2)
[289340] ['1/2', '5/7', '5/3', '2', '7/2'] -> (((2 + 7/2) / (5/7 - 1/2)) - 5/3)
[289341] ['1/9', '3/7', '1', '8/7', '9/2'] -> ((8/7 / 3/7) / ((1 / 9/2) - 1/9))
[289342] ['2/3', '1', '9/8', '8/7', '5/4'] -> (2/3 / (1 - (5/4 / (9/8 * 8/7))))
[289343] ['1/9', '4/7', '5/6', '6/5', '8'] -> ((8 / 4/7) / ((5/6 / 6/5) - 1/9))
[289344] ['1/2', '5/7', '5/3', '2', '9/2'] -> (2 / ((5/3 / 5/7) - (1/2 * 9/2)))
[289345] ['1/9', '3/7', '1', '7/6', '7/6'] -> (((3/7 * 7/6) + (1 + 7/6)) / 1/9)
[289346] ['4/9', '5/7', '6/5', '9/2', '8'] -> ((5/7 * 9/2) * (8 - (4/9 * 6/5)))
[289347] ['2/7', '1/2', '1', '8/7', '6/5'] -> (8/7 / ((1 / 6/5) - (2/7 + 1/2)))
[289348] ['2/5', '4/3', '7/5', '7/2', '5'] -> ((7/5 + 5) * (7/2 / (4/3 - 2/5)))
[289349] ['1/7', '2/9', '5/7', '2', '9/4'] -> ((2 + (5/7 / (2/9 * 9/4))) / 1/7)
[289350] ['2/9', '5/7', '2', '7/3', '5/2'] -> ((2 + (5/7 / 5/2)) / (2/9 / 7/3))
[289351] ['3/7', '1/2', '4/7', '4/7', '9'] -> (4/7 / (4/7 - (1/2 + (3/7 / 9))))
[289352] ['1/7', '1/4', '4/3', '8/5', '8'] -> (8/5 + (8 / (1/4 + (1/7 / 4/3))))
[289353] ['1/9', '4/7', '5/6', '5/4', '8'] -> (5/6 / ((5/4 / (4/7 + 8)) - 1/9))
[289354] ['2/7', '1/2', '1', '8/7', '5/4'] -> ((2/7 + 1) / (1/2 * (5/4 - 8/7)))
[289355] ['2/3', '1', '9/8', '8/7', '7/5'] -> (1 / ((9/8 / 7/5) - (2/3 * 8/7)))
[289356] ['1/8', '1/4', '2/5', '5/9', '2'] -> ((2 / (1/8 + 1/4)) / (2/5 * 5/9))
[289357] ['2/9', '5/7', '2', '7/3', '8/3'] -> (8/3 / (2 - (2/9 + (5/7 * 7/3))))
[289358] ['1/9', '4/7', '5/6', '4/3', '8'] -> ((4/3 / (1/9 / 5/6)) + (8 / 4/7))
[289359] ['4/9', '5/7', '5/4', '9/7', '8'] -> (8 / (4/9 * (9/7 + (5/7 - 5/4))))
[289360] ['1/8', '1/4', '2/5', '4/7', '2'] -> ((1/4 + (2 / 2/5)) / (1/8 / 4/7))
[289361] ['3/7', '1/2', '4/7', '7/9', '9'] -> ((4/7 * 9) / ((1/2 / 7/9) - 3/7))
[289362] ['2/7', '1/2', '1', '8/7', '8/5'] -> ((1 + 8/7) * (8/5 / (2/7 * 1/2)))
[289363] ['1/7', '2/9', '5/7', '2', '7/2'] -> ((5/7 / (1/7 * 2/9)) - (2 - 7/2))
[289364] ['2/3', '1', '9/8', '8/7', '8/5'] -> ((1 / 8/7) / ((9/8 / 8/5) - 2/3))
[289365] ['1/8', '1/4', '2/5', '2/3', '2'] -> (2 / ((1/8 - 2/3) + (1/4 / 2/5)))
[289366] ['1/9', '3/7', '1', '7/6', '8/5'] -> ((3/7 + 1) * (8/5 / (1/9 / 7/6)))
[289367] ['1/7', '2/9', '5/7', '2', '9/2'] -> ((5/7 + (2/9 * 9/2)) / (1/7 / 2))
[289368] ['1/2', '5/7', '7/4', '2', '8/3'] -> (2 / ((1/2 * 8/3) - (5/7 * 7/4)))
[289369] ['4/9', '5/7', '5/4', '7/5', '8'] -> ((8 / (4/9 * 7/5)) / (5/4 - 5/7))
[289370] ['1/7', '1/4', '4/3', '7/2', '8'] -> ((8 / 4/3) / ((1/7 * 7/2) - 1/4))
[289371] ['2/3', '1', '9/8', '8/7', '9/5'] -> (1 / ((9/8 / 9/5) - (2/3 / 8/7)))
[289372] ['7/9', '4/5', '5/3', '5/3', '7'] -> ((5/3 + 5/3) * (7 / (7/9 / 4/5)))
[289373] ['1/6', '5/8', '5/7', '3', '9/2'] -> (3 / ((5/8 / 5/7) - (1/6 * 9/2)))
[289374] ['1/9', '3/7', '1', '7/6', '5/3'] -> ((1/9 + (5/3 / 3/7)) / (7/6 - 1))
[289375] ['4/9', '5/7', '5/4', '3/2', '8'] -> ((8 / (4/9 * 5/7)) - (3/2 / 5/4))
[289376] ['2/5', '4/3', '5/3', '5/3', '5'] -> ((4/3 * (2/5 + 5)) * (5/3 + 5/3))
[289377] ['2/7', '2/3', '6/7', '8/5', '9'] -> ((2/3 * 9) / ((6/7 / 8/5) - 2/7))
[289378] ['3/7', '1/2', '3/5', '3/5', '9'] -> (((9 / (3/7 / 3/5)) - 3/5) / 1/2)
[289379] ['2/9', '5/7', '2', '8/3', '7/2'] -> ((8/3 / 2/9) / ((5/7 * 7/2) - 2))
[289380] ['1/7', '1/4', '7/5', '5/3', '8'] -> (8 / (1/4 * (1/7 + (5/3 / 7/5))))
[289381] ['1/7', '2/9', '3/4', '7/8', '2'] -> ((2 / 3/4) / ((2/9 / 7/8) - 1/7))
[289382] ['1/8', '1/4', '2/5', '9/8', '2'] -> (((2 / 2/5) - (1/8 - 9/8)) / 1/4)
[289383] ['2/7', '1/2', '1', '7/6', '7/6'] -> (((7/6 / 2/7) / (7/6 - 1)) - 1/2)
[289384] ['2/3', '1', '9/8', '8/7', '7/2'] -> ((1 / (2/3 * 7/2)) / (8/7 - 9/8))
[289385] ['7/9', '4/5', '5/3', '5/2', '7'] -> (((7/9 + 7) * (4/5 + 5/2)) - 5/3)
[289386] ['1/8', '1/4', '2/5', '8/7', '2'] -> ((2 + (1/4 / 2/5)) / (1/8 / 8/7))
[289387] ['1/9', '4/7', '5/6', '8/3', '8'] -> ((4/7 + 8) * (8/3 + (1/9 / 5/6)))
[289388] ['2/3', '1', '9/8', '8/7', '9/2'] -> (9/2 / ((1 / (2/3 * 8/7)) - 9/8))
[289389] ['4/9', '5/7', '5/4', '9/4', '8'] -> (8 / ((5/4 / (5/7 * 9/4)) - 4/9))
[289390] ['3/7', '1/2', '3/5', '7/9', '9'] -> ((3/7 + (9 / 3/5)) / (1/2 / 7/9))
[289391] ['1/8', '1/4', '2/5', '7/6', '2'] -> (2 / (((1/8 / 1/4) / 2/5) - 7/6))
[289392] ['1/4', '2/3', '5/7', '5/4', '6'] -> (6 * ((1/4 / (5/7 - 2/3)) - 5/4))
[289393] ['2/3', '1', '9/8', '7/6', '7/6'] -> ((7/6 + (2/3 + 7/6)) / (9/8 - 1))
[289394] ['4/9', '5/7', '5/4', '7/3', '8'] -> ((8 / (4/9 / 5/7)) / (5/4 / 7/3))
[289395] ['2/7', '2/3', '7/8', '8/9', '9'] -> ((9 / (2/3 - 2/7)) / (7/8 / 8/9))
[289396] ['1/7', '2/9', '3/4', '7/6', '2'] -> (2 / ((2/9 / 7/6) - (1/7 * 3/4)))
[289397] ['7/9', '4/5', '5/3', '7/2', '7'] -> (4/5 / ((7/2 / 7) - (7/9 / 5/3)))
[289398] ['2/9', '5/7', '2', '9/2', '9/2'] -> ((2/9 + 2) * (9/2 + (9/2 / 5/7)))
[289399] ['1/2', '5/7', '9/5', '2', '7/2'] -> ((7/2 / (5/7 * (2 - 9/5))) - 1/2)
[289400] ['1/7', '1/4', '7/5', '8/3', '8'] -> (8 / ((8/3 * (1/4 / 7/5)) - 1/7))
[289401] ['1/9', '4/7', '6/7', '7/8', '8'] -> ((8 / 6/7) / ((4/7 * 7/8) - 1/9))
[289402] ['4/9', '5/7', '5/4', '5/2', '8'] -> (8 / (4/9 * (5/2 - (5/4 / 5/7))))
[289403] ['2/7', '2/3', '7/8', '6/5', '9'] -> (9 / (7/8 * (2/3 - (2/7 / 6/5))))
[289404] ['1/7', '2/9', '3/4', '5/4', '2'] -> (2 / (5/4 - (3/4 / (1/7 / 2/9))))
[289405] ['1/8', '1/4', '2/5', '3/2', '2'] -> ((3/2 - 1/4) / (1/8 / (2/5 + 2)))
[289406] ['2/3', '1', '9/8', '7/6', '9/7'] -> ((2/3 * 9/7) / (1 - (9/8 / 7/6)))
[289407] ['4/9', '5/7', '5/4', '8/3', '8'] -> (((8 / 5/7) - 8/3) / (4/9 / 5/4))
[289408] ['1/6', '5/8', '7/9', '7/8', '3'] -> ((5/8 + (3 / (7/9 / 7/8))) / 1/6)
[289409] ['2/9', '3/4', '3/4', '5/6', '2'] -> (2 / ((2/9 * 3/4) + (3/4 - 5/6)))
[289410] ['1/2', '5/7', '2', '9/4', '7/3'] -> (2 / (9/4 - (1/2 + (5/7 * 7/3))))
[289411] ['1/7', '2/9', '3/4', '7/5', '2'] -> ((2 / (2/9 - 1/7)) / (3/4 * 7/5))
[289412] ['1/9', '4/7', '6/7', '8/7', '8'] -> ((8 / 6/7) / ((4/7 / 8/7) - 1/9))
[289413] ['2/9', '3/4', '3/4', '6/7', '2'] -> (2 / ((6/7 * (2/9 + 3/4)) - 3/4))
[289414] ['1/9', '3/7', '1', '6/5', '3/2'] -> (((3/2 / 3/7) - (1 / 6/5)) / 1/9)
[289415] ['1/7', '1/4', '3/2', '8/5', '8'] -> ((3/2 - 1/4) * (8 + (8/5 / 1/7)))
[289416] ['2/7', '1/2', '1', '7/6', '7/4'] -> (2/7 / ((1/2 * 7/6) - (1 / 7/4)))
[289417] ['7/9', '4/5', '7/4', '7/3', '7'] -> (((7 / (4/5 / 7/3)) - 7/4) / 7/9)
[289418] ['2/3', '1', '9/8', '7/6', '8/5'] -> (8/5 * ((2/3 / (7/6 - 9/8)) - 1))
[289419] ['2/7', '2/3', '7/8', '3/2', '9'] -> (9 * ((2/7 + 2/3) + (3/2 / 7/8)))
[289420] ['1/7', '2/9', '3/4', '8/5', '2'] -> ((2 / (2/9 - 1/7)) - (3/4 * 8/5))
[289421] ['2/9', '3/4', '3/4', '8/9', '2'] -> (2 / ((3/4 * (2/9 + 8/9)) - 3/4))
[289422] ['3/7', '1/2', '3/5', '5/4', '9'] -> (((9 - 3/5) / (3/7 / 5/4)) - 1/2)
[289423] ['1/6', '5/8', '7/9', '5/4', '3'] -> (((5/8 + 7/9) / (1/6 / 3)) - 5/4)
[289424] ['2/5', '4/3', '9/5', '7/2', '5'] -> (4/3 / ((2/5 * 5) - (7/2 / 9/5)))
[289425] ['1/8', '1/4', '3/7', '4/9', '2'] -> (2 / (3/7 * (1/4 - (1/8 * 4/9))))
[289426] ['1/2', '5/7', '2', '9/4', '8/3'] -> (2 / (((8/3 - 9/4) / 5/7) - 1/2))
[289427] ['2/7', '1/2', '1', '7/6', '9/4'] -> ((9/4 + (1/2 / 2/7)) / (7/6 - 1))
[289428] ['2/7', '2/3', '7/8', '8/5', '9'] -> (((9 / 7/8) - 2/7) / (2/3 / 8/5))
[289429] ['2/9', '3/4', '3/4', '9/8', '2'] -> ((2 / 2/9) / ((3/4 + 3/4) - 9/8))
[289430] ['1/7', '2/9', '3/4', '7/4', '2'] -> (2 / ((1/7 * 7/4) - (2/9 * 3/4)))
[289431] ['3/7', '1/2', '3/5', '4/3', '9'] -> ((3/5 + 9) * (4/3 + (1/2 / 3/7)))
[289432] ['1/8', '1/4', '3/7', '1/2', '2'] -> ((1/2 * 2) / ((1/8 / 3/7) - 1/4))
[289433] ['1/6', '5/8', '7/9', '4/3', '3'] -> (3 / ((1/6 - 5/8) + (7/9 / 4/3)))
[289434] ['2/7', '2/3', '7/8', '5/3', '9'] -> (9 / ((7/8 / (2/7 / 2/3)) - 5/3))
[289435] ['4/9', '5/7', '9/7', '7/5', '8'] -> (8 / ((7/5 * (5/7 / 9/7)) - 4/9))
[289436] ['2/5', '4/3', '9/4', '9/4', '5'] -> (5 * ((2/5 / 4/3) + (9/4 + 9/4)))
[289437] ['7/9', '4/5', '7/4', '9/2', '7'] -> (7 / (7/9 - (7/4 / (4/5 * 9/2))))
[289438] ['2/3', '1', '9/8', '7/6', '9/2'] -> (9/2 / ((1 / 2/3) - (9/8 * 7/6)))
[289439] ['1/4', '2/3', '5/7', '9/2', '6'] -> (6 * ((9/2 / (1/4 + 5/7)) - 2/3))
[289440] ['2/7', '2/3', '7/8', '7/2', '9'] -> (9 * (7/2 - (7/8 * (2/7 + 2/3))))
[289441] ['2/7', '1/2', '1', '7/6', '7/2'] -> ((1 + (7/2 / 1/2)) / (2/7 * 7/6))
[289442] ['1/6', '5/8', '7/9', '8/5', '3'] -> (8/5 + ((7/9 * 3) / (1/6 * 5/8)))
[289443] ['4/9', '5/7', '9/7', '5/3', '8'] -> ((8 + (9/7 - 5/3)) / (4/9 * 5/7))
[289444] ['1/9', '3/7', '1', '6/5', '7/3'] -> ((6/5 * 7/3) * ((1 / 1/9) - 3/7))
[289445] ['1/8', '1/4', '3/7', '3/4', '2'] -> (((3/4 / 3/7) - 1/4) / (1/8 / 2))
[289446] ['3/7', '1/2', '3/5', '5/3', '9'] -> (((9 / (3/7 * 5/3)) - 3/5) / 1/2)
[289447] ['2/7', '1/2', '1', '7/6', '9/2'] -> (((9/2 / 1/2) - 1) / (2/7 * 7/6))
[289448] ['2/5', '4/3', '7/3', '5/2', '5'] -> (7/3 + ((2/5 + 4/3) * (5/2 * 5)))
[289449] ['2/7', '2/3', '8/9', '8/9', '9'] -> ((2/3 * 9) * (8/9 + (8/9 / 2/7)))
[289450] ['1/9', '3/7', '1', '6/5', '5/2'] -> ((1 / (1/9 * 3/7)) + (6/5 * 5/2))
[289451] ['3/7', '1/2', '3/5', '7/4', '9'] -> ((9 / 7/4) / ((3/7 / 3/5) - 1/2))
[289452] ['1/2', '5/7', '2', '7/3', '8/3'] -> ((7/3 / (2 - (5/7 * 8/3))) - 1/2)
[289453] ['2/3', '1', '9/8', '6/5', '7/5'] -> (6/5 / ((7/5 * (2/3 * 9/8)) - 1))
[289454] ['1/6', '5/8', '7/9', '7/4', '3'] -> ((7/4 / 7/9) + ((5/8 + 3) / 1/6))
[289455] ['4/9', '5/7', '9/7', '7/4', '8'] -> (8 * (7/4 + (5/7 / (4/9 * 9/7))))
[289456] ['2/5', '4/3', '7/3', '7/2', '5'] -> ((7/3 * 7/2) + ((4/3 + 5) / 2/5))
[289457] ['1/7', '1/4', '8/5', '8/5', '8'] -> (8/5 + ((8/5 * 8) / (1/7 / 1/4)))
[289458] ['1/7', '2/9', '3/4', '2', '9/2'] -> (((2 + 9/2) / 2/9) - (3/4 / 1/7))
[289459] ['1/9', '4/7', '7/8', '9/8', '8'] -> (8 / (((4/7 * 7/8) / 9/8) - 1/9))
[289460] ['2/3', '1', '9/8', '6/5', '3/2'] -> (1 / (2/3 - ((9/8 / 6/5) / 3/2)))
[289461] ['1/9', '3/7', '1', '6/5', '7/2'] -> ((1 / (3/7 - (1/9 * 7/2))) - 6/5)
[289462] ['1/2', '5/7', '2', '5/2', '5/2'] -> ((5/2 + (5/2 / 5/7)) / (1/2 / 2))
[289463] ['2/5', '4/3', '5/2', '5/2', '5'] -> (5/2 * ((4/3 * (5/2 + 5)) - 2/5))
[289464] ['1/7', '1/4', '8/5', '5/3', '8'] -> ((1/4 * 5/3) * (8/5 + (8 / 1/7)))
[289465] ['1/2', '5/7', '2', '5/2', '8/3'] -> (8/3 * (2 + (5/2 / (1/2 * 5/7))))
[289466] ['3/7', '1/2', '3/5', '9/4', '9'] -> (((1/2 * 9) / (3/5 - 3/7)) - 9/4)
[289467] ['4/9', '5/7', '9/7', '5/2', '8'] -> ((8 * (5/2 + (5/7 / 9/7))) - 4/9)
[289468] ['1/7', '1/4', '8/5', '7/4', '8'] -> ((8/5 * 7/4) * (8 + (1/7 / 1/4)))
[289469] ['2/3', '1', '9/8', '6/5', '9/4'] -> ((2/3 * 9/4) / (1 - (9/8 / 6/5)))
[289470] ['1/7', '2/9', '7/9', '5/6', '2'] -> ((2/9 + 2) / (5/6 * (1/7 * 7/9)))
[289471] ['3/7', '1/2', '3/5', '7/3', '9'] -> ((7/3 / (1/2 / 3/5)) * (9 - 3/7))
[289472] ['2/7', '1/2', '1', '6/5', '7/5'] -> ((7/5 / (2/7 * (6/5 - 1))) - 1/2)
[289473] ['1/6', '5/8', '7/9', '3', '7/2'] -> (3 / ((7/2 * (1/6 / 7/9)) - 5/8))
[289474] ['1/8', '1/4', '3/7', '6/5', '2'] -> (2 / ((1/8 / 3/7) - (1/4 / 6/5)))
[289475] ['1/7', '1/4', '8/5', '9/4', '8'] -> (8/5 + (8 / (1/7 * (1/4 + 9/4))))
[289476] ['2/5', '4/3', '7/2', '9/2', '5'] -> (((5 + (4/3 * 9/2)) / 2/5) - 7/2)
[289477] ['2/7', '1/2', '1', '6/5', '3/2'] -> (1 / (3/2 - (1/2 / (2/7 * 6/5))))
[289478] ['3/7', '1/2', '3/5', '8/3', '9'] -> ((8/3 + 9) / (1/2 / (3/7 + 3/5)))
[289479] ['2/5', '4/3', '9/2', '9/2', '5'] -> ((9/2 + 9/2) * (5 * (2/5 * 4/3)))
[289480] ['1/2', '5/7', '2', '8/3', '9/2'] -> (8/3 * (2 + ((1/2 + 9/2) / 5/7)))
[289481] ['1/7', '2/9', '7/9', '9/8', '2'] -> ((2 / 7/9) / ((2/9 * 9/8) - 1/7))
[289482] ['1/8', '1/4', '3/7', '4/3', '2'] -> (((4/3 / 1/8) - (2 / 3/7)) / 1/4)
[289483] ['2/7', '1/2', '1', '6/5', '5/3'] -> (6/5 / ((1/2 / (2/7 * 5/3)) - 1))
[289484] ['1/2', '5/7', '2', '7/2', '9/2'] -> (7/2 * ((1/2 * 5/7) + (2 + 9/2)))
[289485] ['2/5', '7/5', '7/5', '3/2', '5'] -> ((7/5 + (2/5 + 7/5)) * (3/2 * 5))
[289486] ['1/7', '1/4', '8/5', '8/3', '8'] -> ((1/4 + 8/3) * (8 + (1/7 * 8/5)))
[289487] ['2/3', '1', '9/8', '6/5', '9/2'] -> ((9/2 / 9/8) / ((1 / 6/5) - 2/3))
[289488] ['7/9', '4/5', '7/3', '5/2', '7'] -> ((7/3 + 7) * (5/2 / (7/9 / 4/5)))
[289489] ['2/5', '7/5', '7/5', '5/3', '5'] -> (5/3 * (2/5 + (5 * (7/5 + 7/5))))
[289490] ['1/6', '5/8', '4/5', '9/8', '3'] -> (((9/8 / 5/8) - (4/5 - 3)) / 1/6)
[289491] ['1/2', '3/4', '3/4', '3/4', '2'] -> ((3/4 * 2) / ((3/4 * 3/4) - 1/2))
[289492] ['1/7', '2/9', '7/9', '5/4', '2'] -> (2 / (2/9 - (5/4 * (1/7 * 7/9))))
[289493] ['2/9', '3/4', '7/9', '7/6', '2'] -> (2 / (((2/9 + 3/4) / 7/9) - 7/6))
[289494] ['2/7', '2/3', '8/9', '7/2', '9'] -> ((8/9 * 9) / ((2/7 * 7/2) - 2/3))
[289495] ['2/3', '1', '9/8', '5/4', '9/7'] -> (1 / ((9/8 / 9/7) - (2/3 * 5/4)))
[289496] ['2/7', '1/2', '1', '6/5', '7/3'] -> (2/7 / ((1 / 7/3) - (1/2 / 6/5)))
[289497] ['1/9', '3/7', '1', '5/4', '9/5'] -> (5/4 * ((1 / (1/9 * 3/7)) - 9/5))
[289498] ['2/9', '3/4', '7/9', '5/4', '2'] -> (2 / (((2/9 + 7/9) / 3/4) - 5/4))
[289499] ['2/5', '7/5', '7/5', '9/5', '5'] -> (((7/5 + 7/5) + (9/5 + 5)) / 2/5)
[289500] ['2/7', '2/3', '8/9', '9/2', '9'] -> ((9/2 / 2/7) + (9 - (2/3 / 8/9)))
[289501] ['1/8', '1/4', '3/7', '2', '5/2'] -> (5/2 / (1/4 - ((1/8 / 3/7) / 2)))
[289502] ['1/9', '3/7', '1', '5/4', '7/3'] -> ((3/7 + 1) * (7/3 / (1/9 * 5/4)))
[289503] ['1/2', '3/4', '3/4', '8/9', '2'] -> ((1/2 + 2) / (3/4 * (8/9 - 3/4)))
[289504] ['1/7', '1/4', '5/3', '5/3', '8'] -> (((5/3 + (1/4 * 8)) / 1/7) - 5/3)
[289505] ['1/6', '5/8', '4/5', '7/5', '3'] -> ((4/5 + (3 / 5/8)) / (1/6 * 7/5))
