[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> 9/5 * (4/9 + 3/2) * (8 - 8/7)
[309594] ['1/8', '1/7', '6/5', '5/4', '8'] -> (8 - 5/4) / (1/8 + 1/7) - 6/5
[309595] ['3/4', '5/6', '5/6', '1', '7/4'] -> (7/4 / (5/6 - 3/4) - 1) / 5/6
[309596] ['1/5', '1/3', '3/5', '5/7', '3'] -> (1/5 + 3) / (3/5 - 1/3 / 5/7)
[309597] ['5/9', '7/8', '8/5', '7/3', '7'] -> (7/3 / (7 * (5/9 * 8/5)) - 7/8))
[309598] ['5/9', '7/9', '9/8', '4/3', '2'] -> (7/9 + 2) / (5/9 * (4/3 - 9/8))
[309599] ['1/8', '1/7', '6/5', '9/7', '8'] -> 8 / (9/7 - 1/7 / (1/8 * 6/5))
[309600] ['4/9', '1/2', '8/7', '9/4', '9'] -> 9 / (9/4 * 4/9 / 8/7 - 1/2)
[309601] ['1/9', '1', '6/5', '5/3', '7/2'] -> (1 / 6/5 - (5/3 - 7/2)) / 1/9
[309602] ['1/5', '1/3', '3/5', '7/9', '3'] -> (1/5 + 3) / (3/5 * 7/9 - 1/3)
[309603] ['3/4', '5/6', '5/6', '1', '9/5'] -> 1 / (5/6 * (9/5 - 3/4) - 5/6)
[309604] ['2/7', '1', '6/5', '3/2', '9/4'] -> 3/2 / (2/7 * (6/5 - 1)) - 9/4
[309605] ['3/7', '4/5', '8/7', '3/2', '5'] -> 5 * (4/5 + 3/2 * 8/7 / 3/7)
[309606] ['2/7', '6/7', '9/8', '5/4', '5'] -> 5 / (2/7 / 6/7 + 9/8 - 5/4)
[309607] ['1/9', '1', '6/5', '5/3', '9/2'] -> 5/3 * (1 / 1/9 + 6/5 * 9/2)
[309608] ['5/6', '8/7', '9/7', '8/5', '7'] -> 7 * (8/7 / 5/6 + 9/7 * 8/5)
[309609] ['4/9', '1/2', '8/7', '7/2', '9'] -> 7/2 * (9 * 4/9 / 1/2 - 8/7)
[309610] ['5/9', '7/9', '9/8', '8/5', '2'] -> 2 / (9/8 - (5/9 + 7/9 / 8/5))
[309611] ['1/9', '1', '6/5', '7/4', '7/4'] -> (7/4 + 7/4 - 1 / 6/5) / 1/9
[309612] ['1/8', '1/7', '6/5', '3/2', '8'] -> (3/2 / 1/7 - 8) * 6/5 / 1/8
[309613] ['5/9', '7/8', '8/5', '9/2', '7'] -> 5/9 * 9/2 * (8/5 + 7 / 7/8)
[309614] ['1/7', '3/4', '7/9', '7/6', '8'] -> 8 / (1/7 * (7/9 + 7/6 / 3/4))
[309615] ['5/6', '8/7', '9/7', '5/3', '7'] -> 7 / (5/6 - 5/3 + 9/7 / 8/7)
[309616] ['1/5', '1/3', '3/5', '5/4', '3'] -> 3 / (5/4 - 3/5 / (1/5 + 1/3))
[309617] ['3/4', '5/6', '6/7', '8/9', '1'] -> 3/4 * 8/9 / (1 - 5/6 / 6/7)
[309618] ['1/8', '1/7', '6/5', '8/5', '8'] -> (1/7 + 8 / (6/5 + 8/5)) / 1/8
[309619] ['1/5', '1/3', '3/5', '9/7', '3'] -> (1/5 + 3) / (3/5 / 9/7 - 1/3)
[309620] ['3/4', '5/6', '6/7', '1', '9/8'] -> (3/4 / (9/8 * 1) - (5/6 / 6/7)))
[309621] ['2/7', '6/7', '9/8', '3/2', '5'] -> 6/7 / (9/8 / (5 - 3/2) - 2/7)
[309622] ['1/7', '3/4', '7/9', '5/4', '8'] -> 8 / (7/9 * (1/7 + 5/4) - 3/4)
[309623] ['1/3', '4/7', '8/9', '9/7', '9'] -> 8/9 * 9 * (9/7 + 4/7 / 1/3)
[309624] ['4/9', '1/2', '7/6', '9/7', '9'] -> 9 / (7/6 * 9/7 - 1/2 / 4/9)
[309625] ['1/8', '1/7', '6/5', '5/3', '8'] -> 8 / (1/7 * 5/3) - 6/5 / 1/8
[309626] ['2/7', '1', '6/5', '3/2', '9/2'] -> 6/5 * ((3/2 + 9/2) / 2/7 - 1)
[309627] ['3/4', '5/6', '6/7', '1', '6/5'] -> 6/5 / (3/4 / (5/6 * /7) - 1)
[309628] ['2/7', '6/7', '9/8', '8/5', '5'] -> 5 * (6/7 / 2/7 + 9/8 * 8/5)
[309629] ['1/3', '4/7', '8/9', '4/3', '9'] -> (1/3 + 9 * 4/3 / 4/7) / 8/9
[309630] ['1/7', '3/4', '7/9', '4/3', '8'] -> 8 + 4/3 / (7/9 * 1/7 * 3/4)
[309631] ['1/8', '1/7', '6/5', '7/4', '8'] -> 8 / (1/8 + 7/4 * 1/7 / 6/5)
[309632] ['5/9', '7/9', '9/8', '2', '7/3'] -> (7/9 / (7/3 * 9/8) - (5/9 * 2)))
[309633] ['1/5', '1/3', '3/5', '3', '9/2'] -> 3 + (1/3 + 3/5) * 9/2 / 1/5
[309634] ['3/4', '5/6', '6/7', '1', '9/7'] -> 1 / (6/7 / 9/7 - 3/4 * 5/6)
[309635] ['4/9', '1/2', '7/6', '5/3', '9'] -> (7/6 * (5/3 + 9) - 4/9) / 1/2
[309636] ['5/9', '7/9', '9/8', '2', '5/2'] -> 2 * 5/2 / (5/9 + 7/9 - 9/8)
[309637] ['2/7', '6/7', '9/8', '9/5', '5'] -> 5 * 6/7 / 2/7 * 9/5 / 9/8
[309638] ['5/6', '8/7', '9/7', '5/2', '7'] -> 8/7 / (9/7 - 5/6) * (5/2 + 7)
[309639] ['1/9', '1', '6/5', '7/4', '7/2'] -> (1 + 7/2 / (6/5 * 7/4)) / 1/9
[309640] ['5/9', '7/8', '5/3', '9/2', '7'] -> (5/3 + 7) / (5/9 - 7/8 / 9/2)
[309641] ['3/7', '4/5', '7/6', '9/7', '5'] -> 4/5 / (9/7 - (7/6 + 3/7 / 5))
[309642] ['1/5', '1/3', '5/8', '3/4', '3'] -> 3 / (1/3 * 3/4 - 1/5 * 5/8)
[309643] ['5/6', '8/7', '9/7', '8/3', '7'] -> (5/6 + 8/3) * (7 + 8/7 - 9/7)
[309644] ['5/9', '7/8', '7/4', '7/4', '7'] -> 7 / (7/4 - 5/9 * (7/8 + 7/4))
[309645] ['2/7', '6/7', '9/8', '7/3', '5'] -> 5 / (7/3 * (6/7 - 2/7) - 9/8)
[309646] ['1/8', '1/7', '6/5', '7/3', '8'] -> (1/7 + 8 / (6/5 * 7/3)) / 1/8
[309647] ['1/7', '4/7', '5/8', '5/6', '2'] -> (4/7 + 2) * 5/6 / (1/7 * 5/8)
[309648] ['3/4', '5/6', '6/7', '1', '3/2'] -> 1 / ((3/2 - 3/4) / 6/7 - 5/6)
[309649] ['1/9', '1', '6/5', '9/5', '9/5'] -> (1 + (6/5 + 9/5) / 9/5) / 1/9
[309650] ['1/3', '4/7', '8/9', '9/4', '9'] -> (1/3 + 9) * (4/7 + 8/9 * 9/4)
[309651] ['5/6', '8/7', '4/3', '4/3', '7'] -> (4/3 + 8/7 * 4/3) * 7 / 5/6
[309652] ['5/9', '7/9', '9/8', '2', '9/2'] -> 9/2 / (9/8 * (5/9 - 7/9 / 2))
[309653] ['1/3', '4/7', '8/9', '7/3', '9'] -> 8/9 + 7/3 * (9 + 1/3 + 4/7)
[309654] ['5/6', '8/7', '4/3', '7/5', '7'] -> 8/7 * 7 * (7/5 + 4/3 / 5/6)
[309655] ['3/4', '5/6', '6/7', '1', '5/3'] -> 1 / (3/4 / 6/7 + 5/6 - 5/3)
[309656] ['3/7', '4/5', '7/6', '8/5', '5'] -> (4/5 + 8/5) * 5 / (3/7 * 7/6)
[309657] ['1/9', '1', '6/5', '9/4', '9/4'] -> (1 / (1/9 * 9/4) - (9/4 / 6/5)))
[309658] ['2/7', '1', '6/5', '8/5', '8/3'] -> 1 / (8/3 - 6/5 / (2/7 * 8/5))
[309659] ['2/7', '6/7', '8/7', '8/7', '5'] -> (6/7 + 5 + 8/7 / 8/7) / 2/7
[309660] ['4/9', '1/2', '6/5', '7/4', '9'] -> 7/4 / (1/2 - 4/9) - 9 / 6/5
[309661] ['2/7', '1', '6/5', '8/5', '7/2'] -> (1 + 7/2) * 8/5 / 2/7 - 6/5
[309662] ['1/8', '1/7', '6/5', '9/2', '8'] -> 6/5 * (8 / 1/7 - 9/2 / 1/8)
[309663] ['2/7', '6/7', '8/7', '5/4', '5'] -> 6/7 * 5 / (2/7 + 8/7 - 5/4)
[309664] ['5/9', '7/9', '8/7', '5/4', '2'] -> 2 / (5/4 - (5/9 + 7/9) / 8/7)
[309665] ['1/7', '4/7', '5/8', '6/5', '2'] -> (4/7 + 2) / (6/5 * 1/7 * 5/8)
[309666] ['1/5', '1/3', '5/8', '9/4', '3'] -> 9/4 / (5/8 * (1/3 - 1/5)) - 3
[309667] ['1/9', '1', '6/5', '7/3', '7/3'] -> 6/5 / (7/3 / (7/3 - 1/9) - 1)
[309668] ['3/4', '5/6', '7/8', '7/8', '1'] -> (1 + 7/8 / 7/8) / (5/6 - 3/4)
[309669] ['1/3', '4/7', '9/8', '7/6', '9'] -> (9 / (9/8 * (4/7 * 7/6)) - 1/3))
[309670] ['5/9', '7/8', '9/5', '7/3', '7'] -> (7 / (7/3 * (5/9 * 9/5)) - 7/8))
[309671] ['4/9', '1/2', '5/4', '9/7', '9'] -> 9 / (5/4 - 1/2 / (4/9 * 9/7))
[309672] ['1/5', '1/3', '5/8', '3', '7/2'] -> (3 / (1/3 * 7/2) - (5/8 / 1/5)))
[309673] ['5/9', '7/9', '8/7', '3/2', '2'] -> 3/2 * 2 / (7/9 / 8/7 - 5/9)
[309674] ['3/7', '4/5', '7/6', '5/2', '5'] -> 5 * (5/2 / 3/7 - 4/5) - 7/6
[309675] ['3/4', '5/6', '7/8', '1', '8/7'] -> (1 + 7/8 * 8/7) / (5/6 - 3/4)
[309676] ['5/6', '8/7', '7/5', '3/2', '7'] -> 8/7 * 7 / (3/2 - 5/6 * 7/5)
[309677] ['2/7', '6/7', '8/7', '5/3', '5'] -> (8/7 + 6/7 * (5/3 + 5)) / 2/7
[309678] ['3/7', '4/5', '7/6', '8/3', '5'] -> 4/5 / (8/3 / 5 - 3/7 * 7/6)
[309679] ['1/8', '1/7', '5/4', '5/3', '8'] -> 8 * (5/4 / (1/8 + 1/7) - 5/3)
[309680] ['3/4', '5/6', '7/8', '1', '6/5'] -> 5/6 / (6/5 - 7/8 / 3/4) - 1
[309681] ['5/9', '7/8', '9/5', '7/2', '7'] -> (7 - 5/9 * 9/5) * 7/2 / 7/8
[309682] ['3/7', '4/5', '7/6', '7/2', '5'] -> 5 * (3/7 * 7/6 + 4/5 + 7/2)
[309683] ['2/7', '6/7', '8/7', '7/4', '5'] -> (8/7 * (7/4 + 5) - 6/7) / 2/7
[309684] ['4/9', '1/2', '5/4', '7/4', '9'] -> (5/4 + 7/4) * 9 * 4/9 / 1/2
[309685] ['2/7', '1', '6/5', '5/3', '8/3'] -> (8/3 / (2/7 * (5/3 / 6/5)) - 1))
[309686] ['3/4', '5/6', '7/8', '1', '9/7'] -> 7/8 / (5/6 - 3/4) * (1 + 9/7)
[309687] ['3/7', '4/5', '7/6', '9/2', '5'] -> 5 * (4/5 + 9/2 - 3/7 * 7/6)
[309688] ['4/9', '1/2', '5/4', '9/5', '9'] -> (9 / (5/4 * (4/9 * 9/5)) - 1/2))
[309689] ['1/9', '1', '6/5', '8/3', '7/2'] -> (1 + 8/3) / (1/9 * 6/5) - 7/2
[309690] ['5/9', '7/9', '8/7', '2', '9/4'] -> (2 / (7/9 * (5/9 * 9/4)) - 8/7))
[309691] ['1/7', '3/4', '4/5', '5/4', '8'] -> 8 / 4/5 + (3/4 + 5/4) / 1/7
[309692] ['5/6', '8/7', '7/5', '7/3', '7'] -> 8/7 * (7/5 + 7 * 7/3 / 5/6)
[309693] ['1/9', '1', '6/5', '8/3', '9/2'] -> (1 / 6/5 - (8/3 - 9/2)) / 1/9
[309694] ['2/7', '1', '6/5', '5/3', '9/2'] -> 5/3 * 9/2 * (6/5 / 2/7 - 1)
[309695] ['5/9', '7/8', '9/4', '7/3', '7'] -> 5/9 * 7 / (7/3 / 9/4 - 7/8)
[309696] ['1/7', '3/4', '4/5', '9/7', '8'] -> (9/7 - 3/4) * 8 * 4/5 / 1/7
[309697] ['3/4', '5/6', '7/8', '1', '9/5'] -> (9/5 + 1 / 5/6) / (7/8 - 3/4)
[309698] ['1/3', '4/7', '9/8', '9/4', '9'] -> (1/3 + 9) * (4/7 + 9/4 / 9/8)
[309699] ['1/7', '4/7', '2/3', '8/9', '2'] -> (4/7 + 2) * 8/9 / (1/7 * 2/3)
[309700] ['1/5', '1/3', '2/3', '7/6', '3'] -> 1/3 + 7/6 + 3 / (1/5 * 2/3)
[309701] ['3/7', '4/5', '6/5', '4/3', '5'] -> (4/5 + 6/5 / 3/7) * 4/3 * 5
[309702] ['1/9', '1', '6/5', '7/2', '9/2'] -> 9/2 * (1 + 6/5 * (1/9 + 7/2))
[309703] ['2/7', '1', '6/5', '7/4', '9/5'] -> 6/5 / (7/4 + 9/5 - 1 / 2/7)
[309704] ['1/8', '1/7', '9/7', '8/5', '8'] -> 9/7 / 8/5 * 8 / (1/8 + 1/7)
[309705] ['1/7', '3/4', '4/5', '7/5', '8'] -> 4/5 / 7/5 * 8 * 3/4 / 1/7
[309706] ['5/9', '7/8', '9/4', '7/2', '7'] -> 9/4 * (7 + 5/9 + 7/2) - 7/8
[309707] ['1/7', '4/7', '2/3', '6/5', '2'] -> (2 + 4/7 / 2/3) * 6/5 / 1/7
[309708] ['5/6', '8/7', '3/2', '3/2', '7'] -> (3/2 + 7 * (8/7 + 3/2)) / 5/6
[309709] ['2/7', '6/7', '7/6', '7/6', '5'] -> (6/7 + 5 + 7/6 / 7/6) / 2/7
[309710] ['5/9', '7/9', '7/6', '7/6', '2'] -> (7/9 / (7/6 * (7/6 / 2)) - 5/9))
[309711] ['1/5', '1/3', '2/3', '9/7', '3'] -> 9/7 * (1/3 + (2/3 + 3) / 1/5)
[309712] ['5/9', '7/8', '9/4', '9/2', '7'] -> 7/8 + 5/9 * 9/2 * (9/4 + 7)
[309713] ['1/3', '4/7', '9/8', '5/2', '9'] -> 9 * ((5/2 - 1/3) / 4/7 - 9/8)
[309714] ['5/6', '8/7', '3/2', '8/5', '7'] -> (8/7 + 8/5) * 7 * 5/6 * 3/2
[309715] ['3/4', '5/6', '8/9', '8/9', '1'] -> (1 + 8/9 / 8/9) / (5/6 - 3/4)
[309716] ['4/9', '1/2', '9/7', '5/3', '9'] -> (9 / 9/7 - 5/3) / (4/9 * 1/2)
[309717] ['3/7', '4/5', '6/5', '8/5', '5'] -> 5 * (6/5 / 3/7 + 8/5 / 4/5)
[309718] ['5/6', '8/7', '3/2', '9/4', '7'] -> 8/7 * 9/4 * (7 + 5/6 + 3/2)
[309719] ['2/7', '6/7', '7/6', '7/5', '5'] -> (6/7 + 5 * 7/5 / 7/6) / 2/7
[309720] ['3/4', '5/6', '8/9', '1', '8/7'] -> 1 / (3/4 * (5/6 - 8/9 / 8/7))
[309721] ['1/9', '1', '5/4', '5/4', '7/5'] -> (1 + 7/5) * (5/4 / 1/9 - 5/4)
[309722] ['5/6', '8/7', '3/2', '5/2', '7'] -> (5/2 - (8/7 - 3/2)) * 7 / 5/6
[309723] ['3/7', '4/5', '6/5', '5/3', '5'] -> (4/5 + 6/5 / 3/7) * (5/3 + 5)
[309724] ['1/8', '1/7', '4/3', '7/5', '8'] -> 1/7 / (1/8 - 4/3 / 7/5 *
)[309725] ['1/5', '1/3', '2/3', '3', '7/2'] -> (2/3 + 3) / (1/3 - 1/5) - 7/2
[309726] ['1/7', '4/7', '5/7', '5/7', '2'] -> (4/7 + 2 * (5/7 + 5/7)) / 1/7
[309727] ['3/4', '5/6', '8/9', '1', '6/5'] -> (6/5 / (3/4 * (8/9 / 5/6)) - 1))
[309728] ['1/8', '1/7', '4/3', '3/2', '8'] -> 8 / (3/2 - 4/3 * 1/8 / 1/7)
[309729] ['5/9', '7/8', '5/2', '8/3', '7'] -> (7 / 7/8 - 8/3) * 5/2 / 5/9
[309730] ['1/3', '4/7', '8/7', '7/5', '9'] -> (4/7 + 9 / 7/5) * 8/7 / 1/3
[309731] ['5/9', '7/9', '7/6', '3/2', '2'] -> (7/6 + 3/2) * 2 / (7/9 - 5/9)
[309732] ['2/7', '6/7', '7/6', '5/3', '5'] -> 6/7 * (5 * 5/3 / 2/7 - 7/6)
[309733] ['1/7', '3/4', '4/5', '8/3', '8'] -> 8/3 * 3/4 / 1/7 + 8 / 4/5
[309734] ['3/7', '4/5', '6/5', '7/4', '5'] -> 6/5 / (3/7 * (5 - 4/5) - 7/4)
[309735] ['2/7', '1', '6/5', '9/5', '9/4'] -> 6/5 / (9/5 - 9/4 / (2/7 + 1))
[309736] ['1/7', '4/7', '5/7', '4/5', '2'] -> (4/7 / 4/5 + 5/7 + 2) / 1/7
[309737] ['4/9', '1/2', '9/7', '5/2', '9'] -> 1/2 / 9/7 + 5/2 * (4/9 + 9)
[309738] ['1/7', '3/4', '4/5', '7/2', '8'] -> 7/2 * (4/5 * (3/4 + 8) - 1/7)
[309739] ['5/9', '7/8', '5/2', '7/2', '7'] -> (7 / (5/9 * (7/2 / 5/2)) - 7/8))
[309740] ['1/8', '1/7', '4/3', '7/4', '8'] -> 8 / (7/4 * (4/3 - 1/7 / 1/8))
[309741] ['5/6', '8/7', '8/5', '7/4', '7'] -> 7 / (5/6 * (7/4 - 8/5 / 8/7))
[309742] ['3/7', '4/5', '6/5', '9/5', '5'] -> 4/5 / (9/5 / 3/7 - 5 / 6/5)
[309743] ['5/9', '7/9', '7/6', '7/4', '2'] -> 2 / (7/4 * 5/9 / 7/9 - 7/6)
[309744] ['1/7', '4/7', '5/7', '5/6', '2'] -> (4/7 + 2 + 5/7 / 5/6) / 1/7
[309745] ['1/3', '4/7', '8/7', '9/5', '9'] -> 8/7 / 9/5 * 9 / (4/7 - 1/3)
[309746] ['1/7', '3/4', '4/5', '9/2', '8'] -> 9/2 / 1/7 - 8 * 3/4 / 4/5
[309747] ['1/5', '1/3', '5/7', '6/7', '3'] -> (5/7 + 3 + 6/7 / 1/5) / 1/3
[309748] ['5/9', '7/9', '7/6', '9/5', '2'] -> (5/9 + 7/9) / (7/6 - 2 / 9/5)
[309749] ['2/7', '6/7', '7/6', '7/3', '5'] -> 7/6 + 7/3 + (6/7 + 5) / 2/7
[309750] ['5/6', '8/7', '8/5', '9/4', '7'] -> 8/5 * 9/4 * 7 * 5/6 * 8/7
[309751] ['1/8', '1/7', '4/3', '5/2', '8'] -> 8 / (1/7 * (5/2 - 1/8 * 4/3))
[309752] ['1/7', '4/7', '5/7', '7/8', '2'] -> (2 + 5/7 / (4/7 * 7/8)) / 1/7
[309753] ['4/9', '1/2', '9/7', '9/2', '9'] -> 9 * ((9/2 - 1/2) / 9/7 - 4/9)
[309754] ['1/3', '4/7', '7/6', '7/6', '9'] -> 4/7 * 9 * (7/6 + 7/6 / 1/3)
[309755] ['5/6', '8/7', '8/5', '5/2', '7'] -> (8/5 * 5/2 - 8/7) * 7 / 5/6
[309756] ['1/8', '1/7', '4/3', '8/3', '8'] -> 8 / 1/7 - (4/3 + 8/3) / 1/8
[309757] ['2/7', '1', '6/5', '9/5', '9/2'] -> (6/5 + 9/5) * (9/2 + 1 / 2/7)
[309758] ['2/7', '6/7', '7/6', '8/3', '5'] -> 6/7 * (7/6 + (8/3 + 5) / 2/7)
[309759] ['2/7', '1', '6/5', '9/4', '9/4'] -> 9/4 / (2/7 + 1 - 6/5) - 9/4
[309760] ['5/6', '8/7', '8/5', '7/2', '7'] -> 5/6 * (8/7 + 8/5) * (7/2 + 7)
[309761] ['3/4', '5/6', '1', '9/8', '8/7'] -> (9/8 + 1 / 8/7) / (5/6 - 3/4)
[309762] ['1/7', '3/4', '5/6', '9/8', '8'] -> 8 / (1/7 * (5/6 + 9/8 / 3/4))
[309763] ['1/3', '4/7', '7/6', '9/7', '9'] -> 4/7 * 9 / (1/3 + 7/6 - 9/7)
[309764] ['5/6', '8/7', '5/3', '5/3', '7'] -> 8/7 * 7 / (5/3 / 5/6 - 5/3)
[309765] ['5/9', '7/9', '6/5', '6/5', '2'] -> (6/5 + 2) / (5/9 + 7/9 - 6/5)
[309766] ['1/9', '1', '5/4', '9/7', '5/3'] -> (1/9 + 1) / (5/3 / 9/7 - 5/4)
[309767] ['1/7', '3/4', '5/6', '7/6', '8'] -> 8 / (1/7 + 5/6 - 3/4 / 7/6)
[309768] ['2/7', '6/7', '6/5', '7/5', '5'] -> 6/7 * 5 * (7/5 + 6/5 / 2/7)
[309769] ['1/8', '1/7', '7/5', '5/3', '8'] -> (7/5 / 1/7 - 8) * 5/3 / 1/8
[309770] ['1/7', '4/7', '5/7', '3/2', '2'] -> (2 * (4/7 + 3/2) - 5/7) / 1/7
[309771] ['1/9', '1', '5/4', '9/7', '7/4'] -> 5/4 + (7/4 + 1 / 9/7) / 1/9
[309772] ['1/7', '4/7', '5/7', '5/3', '2'] -> 4/7 / (1/7 + 5/7 - 5/3 / 2)
[309773] ['5/9', '8/9', '8/9', '9/7', '7'] -> 8/9 * 9/7 * 7 / (8/9 - 5/9)
[309774] ['1/7', '3/4', '5/6', '6/5', '8'] -> (6/5 / 1/7 + 8 / 5/6) / 3/4
[309775] ['2/7', '6/7', '6/5', '7/4', '5'] -> 6/7 / (7/4 - 5 * 2/7 * 6/5)
[309776] ['5/9', '8/9', '8/9', '4/3', '7'] -> 7 / ((5/9 + 8/9) / 8/9 - 4/3)
[309777] ['1/9', '1', '5/4', '9/7', '9/4'] -> 5/4 + (1 + 9/4) / (1/9 * 9/7)
[309778] ['1/3', '4/7', '7/6', '7/4', '9'] -> (4/7 * 7/4 + 9 / 1/3) / 7/6
[309779] ['5/9', '7/9', '6/5', '5/3', '2'] -> (6/5 + 2) * 5/3 / (7/9 - 5/9)
[309780] ['1/5', '1/3', '5/7', '7/4', '3'] -> 7/4 * (3 + 5/7 / (1/5 * 1/3))
[309781] ['1/8', '1/7', '7/5', '8/3', '8'] -> 8/3 + 8 / (7/5 * (1/8 + 1/7))
[309782] ['5/6', '8/7', '5/3', '8/3', '7'] -> 5/3 * 7 * (8/3 / 5/6 - 8/7)
[309783] ['2/7', '6/7', '6/5', '7/3', '5'] -> (6/7 + 6/5 / 7/3) * 5 / 2/7
[309784] ['1/7', '3/4', '5/6', '4/3', '8'] -> (4/3 / 1/7 + 8 / 3/4) / 5/6
[309785] ['2/7', '1', '6/5', '7/3', '8/3'] -> 8/3 * (1 / 6/5 + 7/3 / 2/7)
[309786] ['1/5', '1/3', '5/7', '9/5', '3'] -> (1/3 * 9/5 + 3 / 5/7) / 1/5
[309787] ['1/7', '4/7', '5/7', '2', '7/3'] -> 4/7 / (5/7 / 2 - 1/7 * 7/3)
[309788] ['1/3', '4/7', '7/6', '9/4', '9'] -> 9 / ((1/3 + 7/6) / 4/7 - 9/4)
[309789] ['5/9', '8/9', '8/9', '8/5', '7'] -> 8/5 + (8/9 + 8/9) * 7 / 5/9
[309790] ['1/5', '1/3', '5/7', '9/4', '3'] -> 3 / (5/7 - 1/5 / 1/3) - 9/4
[309791] ['3/7', '4/5', '5/4', '9/5', '5'] -> 9/5 * (5 / (3/7 * 4/5) - 5/4)
[309792] ['3/4', '5/6', '1', '9/8', '7/2'] -> (1 + 7/2) / (5/6 * 9/8 - 3/4)
[309793] ['2/7', '6/7', '5/4', '5/4', '5'] -> (6/7 + 5 + 5/4 / 5/4) / 2/7
[309794] ['1/7', '4/7', '5/7', '2', '8/3'] -> 4/7 / (1/7 * 8/3 - 5/7 / 2)
[309795] ['5/9', '8/9', '8/9', '5/3', '7'] -> (7 + 8/9 / 8/9) * 5/3 / 5/9
[309796] ['5/9', '7/9', '6/5', '2', '7/3'] -> (5/9 + 7/9) / (2 - 7/3 / 6/5)
[309797] ['1/5', '1/3', '5/7', '7/3', '3'] -> 3 * (7/3 * 5/7 / 1/5 - 1/3)
[309798] ['3/4', '5/6', '1', '8/7', '8/7'] -> (1 + 8/7 / 8/7) / (5/6 - 3/4)
[309799] ['1/7', '3/4', '5/6', '8/5', '8'] -> 8/5 / 1/7 + 8 / (3/4 * 5/6)
[309800] ['3/7', '4/5', '5/4', '5/2', '5'] -> 5 / (5/2 / 4/5 - 5/4 / 3/7)
[309801] ['5/6', '8/7', '7/4', '8/3', '7'] -> (7 - 7/4) * (8/7 + 8/3) / 5/6
[309802] ['1/8', '1/7', '3/2', '9/4', '8'] -> 8 / (1/7 * (9/4 + 1/8 / 3/2))
[309803] ['5/9', '7/9', '6/5', '2', '8/3'] -> 5/9 * 6/5 / (7/9 - 2 / 8/3)
[309804] ['1/5', '1/3', '5/7', '3', '7/2'] -> 7/2 * (1/5 + 3) * 5/7 / 1/3
[309805] ['2/7', '1', '6/5', '5/2', '8/3'] -> 6/5 / (5/2 / (8/3 - 2/7) - 1)
[309806] ['1/7', '4/7', '3/4', '7/9', '2'] -> 1/7 * 2 / (3/4 * 7/9 - 4/7)
[309807] ['2/7', '6/7', '5/4', '5/3', '5'] -> 5 / (5/3 / (2/7 + 6/7) - 5/4)
[309808] ['1/5', '1/3', '5/7', '3', '9/2'] -> 9/2 * (3 + 1/3 / (1/5 * 5/7))
[309809] ['1/8', '1/7', '3/2', '7/3', '8'] -> 3/2 * 7/3 * (8 - 1/7 / 1/8)
[309810] ['1/3', '4/7', '6/5', '9/7', '9'] -> ((9/7 + 9) / 6/5 - 4/7) / 1/3
[309811] ['2/7', '1', '6/5', '5/2', '7/2'] -> 6/5 * ((5/2 + 7/2) / 2/7 - 1)
[309812] ['5/9', '8/9', '8/9', '7/3', '7'] -> 5/9 + 8/9 + 7 * (8/9 + 7/3)
[309813] ['4/9', '1/2', '8/5', '9/5', '9'] -> (4/9 + 8/5 / 9/5) * 9 / 1/2
[309814] ['1/7', '3/4', '5/6', '9/4', '8'] -> 8 / (1/7 * (9/4 - (3/4 - 5/6)))
[309815] ['3/7', '4/5', '5/4', '7/2', '5'] -> 5/4 + (7/2 + 5 / 4/5) / 3/7
[309816] ['1/5', '1/3', '3/4', '7/9', '3'] -> 1/5 * (1/3 + 3) / (7/9 - 3/4)
[309817] ['1/7', '4/7', '3/4', '7/8', '2'] -> (4/7 + 2 + 3/4 / 7/8) / 1/7
[309818] ['2/7', '1', '6/5', '5/2', '9/2'] -> 6/5 * 5/2 * (9/2 + 1 / 2/7)
[309819] ['5/9', '8/9', '8/9', '5/2', '7'] -> (8/9 * 7 - 8/9) * 5/2 / 5/9
[309820] ['5/9', '7/9', '5/4', '5/4', '2'] -> (2 / (5/4 * (7/9 / 5/4)) - 5/9))
[309821] ['2/7', '6/7', '5/4', '7/3', '5'] -> 5/4 + 7/3 + 5 / (2/7 * 6/7)
[309822] ['1/7', '3/4', '5/6', '7/3', '8'] -> 8 / (5/6 / (3/4 * 7/3) - 1/7)
[309823] ['1/9', '1', '5/4', '7/5', '5/3'] -> (1 + 7/5 * 5/3) / (1/9 * 5/4)
[309824] ['4/9', '1/2', '8/5', '7/3', '9'] -> 1/2 + 9 * (7/3 + 4/9 / 8/5)
[309825] ['1/3', '4/7', '6/5', '3/2', '9'] -> 9 / (3/2 * (4/7 - 1/3)) - 6/5
[309826] ['3/7', '4/5', '9/7', '9/7', '5'] -> (9/7 + 9/7) * 5 * 4/5 / 3/7
[309827] ['4/9', '1/2', '8/5', '5/2', '9'] -> 5/2 * (8/5 + 9 * 4/9 / 1/2)
[309828] ['1/5', '1/3', '3/4', '7/8', '3'] -> 3 / (1/5 * (7/8 - 1/3 * 3/4))
[309829] ['1/7', '3/4', '5/6', '5/2', '8'] -> 8 / (5/6 / (5/2 - 3/4) - 1/7)
[309830] ['1/8', '1/7', '8/5', '7/4', '8'] -> (1/7 + 8 / (8/5 * 7/4)) / 1/8
