[177301] ['4/7', '5/6', '5/3', '5/2', '6'] -> (5/2 + 6 / (4/7 / 5/3)) / 5/6
[183771] ['3/7', '3/7', '3/5', '3/4', '6'] -> 6 / (3/4 / 3/5 - 3/7 / 3/7)
[183772] ['1/5', '1/5', '2/3', '1', '5/2'] -> 5/2 / (1/5 / 2/3 - 1/5) - 1
[183773] ['7/9', '6/7', '6/5', '7/2', '5'] -> 7/2 * (5 / (7/9 / 6/5) - 6/7)
[183774] ['4/7', '7/8', '9/7', '5/2', '3'] -> 3 / 7/8 / (4/7 * 5/2 - 9/7)
[183775] ['5/7', '7/5', '9/5', '9/4', '9'] -> 9 / (9/5 / (7/5 - 5/7) - 9/4)
[183776] ['3/7', '3/7', '3/5', '4/5', '6'] -> 6 / (3/7 / 3/7 - 3/5 / 4/5)
[183777] ['4/7', '7/8', '9/7', '8/3', '3'] -> 9/7 / (7/8 - 4/7) * (8/3 + 3)
[183778] ['1/9', '2/5', '2/5', '9/8', '9'] -> (9/8 * (9 - 1/9) - 2/5) / 2/5
[183779] ['4/7', '8/3', '7/2', '7/2', '6'] -> 8/3 * 6 * (7/2 - 4/7 * 7/2)
[183780] ['3/7', '2/3', '2', '5/2', '5/2'] -> 2/3 + (5/2 + 5/2) / (3/7 / 2)
[183781] ['1/8', '5/6', '1', '9/8', '7/3'] -> (7/3 / (1/8 / 9/8) - 1) / 5/6
[183782] ['2/3', '9/8', '2', '7/2', '7/2'] -> 2 / 2/3 / (9/8 - 7/2 / 7/2)
[183783] ['3/7', '4/7', '6/7', '7/8', '1'] -> 3/7 / (1 / 4/7 - (6/7 + 7/8))
[183784] ['1/4', '8/7', '8/5', '5/3', '7'] -> 5/3 * (8/7 * 7 + 8/5 / 1/4)
[183785] ['2/5', '3/7', '5/9', '5/8', '7'] -> 7 * 3/7 / 5/9 / (5/8 - 2/5)
[183786] ['3/7', '3/7', '3/5', '6/7', '6'] -> (6/7 + 6) / (3/7 / 3/5 - 3/7)
[183787] ['2/3', '8/7', '8/7', '8/7', '2'] -> (8/7 + 8/7) / (2/3 - 8/7 / 2)
[183788] ['5/6', '9/8', '7/5', '4', '9/2'] -> 7/5 / (9/8 - 4 / (5/6 * 9/2))
[183789] ['1/8', '5/6', '1', '8/7', '7/6'] -> (1 + 8/7) * 7/6 / (1/8 * 5/6)
[183790] ['4/7', '7/2', '7/2', '7/2', '6'] -> 7/2 / 7/2 + 7/2 * (4/7 + 6)
[183791] ['2/5', '3/7', '5/9', '2/3', '7'] -> 7 * (3/7 + 2/3 / (2/5 * 5/9))
[183792] ['3/7', '2/3', '2', '8/3', '8/3'] -> 2 * (8/3 + 8/3 / (3/7 * 2/3))
[183793] ['1/4', '8/7', '8/5', '9/5', '7'] -> (8/5 + 8/7 / 1/4) / (9/5 / 7)
[183794] ['5/6', '9/8', '3/2', '3/2', '4'] -> (4 + 3/2 + 3/2) / (9/8 - 5/6)
[183795] ['2/5', '3/7', '5/9', '5/7', '7'] -> (7 - 5/7 / 3/7) / (2/5 * 5/9)
[183796] ['4/7', '9/2', '9/2', '9/2', '6'] -> 9/2 + 9/2 + 9/2 + 6 / 4/7
[183797] ['3/7', '4/7', '6/7', '1', '7/6'] -> 1 / (7/6 / 4/7 - 6/7 / 3/7)
[183798] ['1/5', '1/5', '5/7', '7/8', '1'] -> 5/7 / (1/5 / 7/8 - 1/5) - 1
[183799] ['1/4', '8/7', '8/5', '9/4', '7'] -> (1/4 + 9/4) * (8/5 + 8/7 * 7)
[183800] ['5/6', '9/8', '3/2', '8/5', '4'] -> 3/2 * 4 / (8/5 - 9/8 / 5/6)
[183801] ['3/7', '3/7', '3/5', '8/7', '6'] -> 8/7 * 6 / (3/7 / 3/5 - 3/7)
[183802] ['4/7', '7/8', '4/3', '5/3', '3'] -> 4/3 / (5/3 / 3 - 4/7 * 7/8)
[183803] ['4/7', '6/7', '9/8', '7/2', '8'] -> (8 + 4/7 - 6/7) / (9/8 / 7/2)
[183804] ['7/9', '6/7', '5/4', '8/5', '5'] -> 6/7 / 5 / (5/4 / 7/9 - 8/5)
[183805] ['7/9', '6/7', '5/4', '5/3', '5'] -> 5 / (5/4 / (7/9 * 6/7) - 5/3)
[183806] ['3/7', '4/7', '6/7', '1', '7/5'] -> 6/7 / (3/7 / 4/7 - 1 / 7/5)
[183807] ['1/9', '2/5', '2/5', '7/4', '9'] -> 9 / (1/9 / 2/5) / (7/4 - 2/5)
[183808] ['2/3', '8/7', '8/7', '9/5', '2'] -> 2/3 * 8/7 / (8/7 - 2 / 9/5)
[183809] ['3/7', '3/7', '3/5', '5/4', '6'] -> 6 / (3/7 / 3/7 - 3/5 * 5/4)
[183810] ['1/5', '1/5', '5/7', '1', '7/6'] -> 5/7 / (1/5 - 1/5 / 7/6) - 1
[183811] ['5/6', '9/8', '8/5', '8/5', '4'] -> 4 / 5/6 / (9/8 * 8/5 - 8/5)
[183812] ['2/5', '3/7', '5/9', '5/6', '7'] -> (5/6 + 3/7 / 2/5) / (5/9 / 7)
[183813] ['1/9', '2/5', '2/5', '9/5', '9'] -> (1/9 * 9/5 + 2/5 + 9) / 2/5
[183814] ['1/3', '3/7', '5/6', '5/2', '6'] -> 6 / 3/7 + (5/6 + 5/2) / 1/3
[183815] ['3/7', '3/7', '3/5', '9/7', '6'] -> (9/7 / 3/5 - 3/7) / (3/7 / 6)
[183816] ['5/6', '9/8', '8/5', '5/3', '4'] -> 4 / (5/3 - 8/5 * 5/6 * 9/8)
[183817] ['3/7', '4/7', '6/7', '1', '8/5'] -> (3/7 + 6/7) / (1 / 8/5 - 4/7)
[183818] ['2/5', '3/7', '5/9', '6/7', '7'] -> 7 * (6/7 / (2/5 * 5/9) - 3/7)
[183819] ['5/7', '7/5', '7/3', '7/3', '9'] -> 9 * (7/3 / 5/7 - 7/5 / 7/3)
[183820] ['3/7', '5/7', '5/7', '7/8', '2'] -> 5/7 / 5/7 / (7/8 / 3/7 - 2)
[183821] ['4/7', '7/8', '4/3', '3', '7/2'] -> 4/7 / 4/3 / (7/8 - 3 / 7/2)
[183822] ['5/6', '9/8', '8/5', '7/4', '4'] -> 4 / (8/5 * (7/4 - 9/8) - 5/6)
[183823] ['3/7', '4/7', '6/7', '1', '5/3'] -> 6/7 / 3/7 / (1 / 4/7 - 5/3)
[183824] ['1/8', '5/6', '1', '8/7', '5/3'] -> 8/7 * (1 + (5/6 + 5/3) / 1/8)
[183825] ['1/9', '2/5', '2/5', '9/2', '9'] -> 1/9 * 9/2 + (2/5 + 9) / 2/5
[183826] ['5/7', '7/5', '7/3', '7/2', '9'] -> 5/7 * 7/2 * (9 + 7/5 / 7/3)
[183827] ['7/9', '6/7', '5/4', '7/3', '5'] -> (7/3 + 5) / (7/9 * (5/4 - 6/7))
[183828] ['4/7', '6/7', '7/6', '9/2', '8'] -> 9/2 * (8 - (7/6 + 6/7 / 4/7))
[183829] ['3/5', '3/5', '3/5', '6/5', '6'] -> (6/5 + 3/5 + 3/5) / (3/5 / 6)
[183830] ['5/7', '7/5', '7/3', '9/2', '9'] -> 9 + 9/2 * (7/3 + 5/7 * 7/5)
[183831] ['1/3', '3/7', '6/7', '7/5', '6'] -> (6 / 7/5 - 6/7) / (1/3 * 3/7)
[183832] ['3/7', '3/7', '3/5', '7/2', '6'] -> (3/7 + 3/7 / 3/5) * 7/2 * 6
[183833] ['4/7', '7/8', '7/5', '5/3', '3'] -> 3 / (5/3 * (7/8 - 4/7 * 7/5))
[183834] ['5/7', '7/5', '5/2', '5/2', '9'] -> 5/2 * 9 + 5/2 - 5/7 * 7/5
[183835] ['2/3', '8/7', '7/6', '7/6', '2'] -> 8/7 / ((2 - 7/6) / 7/6 - 2/3)
[183836] ['5/6', '9/8', '8/5', '5/2', '4'] -> 9/8 * 8/5 * 4 * (5/6 + 5/2)
[183837] ['3/5', '3/5', '3/5', '4/3', '6'] -> 3/5 * 6 / (3/5 - 3/5 / 4/3)
[183838] ['1/3', '3/7', '6/7', '9/5', '6'] -> (6 - 1/3 * 6/7) / (3/7 / 9/5)
[183839] ['7/9', '6/7', '5/4', '8/3', '5'] -> 6/7 / ((5/4 + 8/3) / 7/9 - 5)
[183840] ['3/5', '3/5', '3/5', '7/5', '6'] -> (7/5 + 3/5 / 3/5) / (3/5 / 6)
[183841] ['4/7', '7/8', '7/5', '9/5', '3'] -> 3 / (9/5 - (7/8 + 4/7 * 7/5))
[183842] ['3/7', '5/7', '5/7', '5/4', '2'] -> 2 / (5/4 / 5/7 - 5/7 / 3/7)
[183843] ['3/5', '3/5', '3/5', '3/2', '6'] -> (6 / (3/5 / 3/2) - 3/5) / 3/5
[183844] ['1/8', '5/6', '1', '8/7', '7/3'] -> 1 + (5/6 + 7/3 / 8/7) / 1/8
[183845] ['4/7', '6/7', '6/5', '7/2', '8'] -> 4/7 / 6/7 + 8 / (6/5 / 7/2)
[183846] ['2/5', '3/7', '5/9', '6/5', '7'] -> (7 / 3/7 - 6/5 / 2/5) / 5/9
[183847] ['1/3', '3/7', '7/8', '7/6', '6'] -> 6 * (1/3 + 7/6) / (3/7 * 7/8)
[183848] ['2/3', '8/7', '7/6', '4/3', '2'] -> 2/3 / (7/6 / (2 - 8/7) - 4/3)
[183849] ['1/9', '2/5', '3/7', '3/5', '9'] -> 9 / 3/7 - (3/5 - 2/5 / 1/9)
[183850] ['3/5', '3/5', '3/5', '7/4', '6'] -> 6 / ((3/5 + 3/5) / 3/5 - 7/4)
[183851] ['4/7', '7/8', '7/5', '7/3', '3'] -> 3 / 7/3 / (7/8 / 7/5 - 4/7)
[183852] ['5/6', '9/8', '5/3', '9/5', '4'] -> (4 + 5/3 * 9/5) / (9/8 - 5/6)
[183853] ['5/7', '7/5', '8/3', '9/2', '9'] -> 9/2 * (9 - (8/3 + 5/7 * 7/5))
[183854] ['1/8', '5/6', '1', '8/7', '7/2'] -> 7/2 / (1 - (1/8 + 5/6 / 8/7))
[183855] ['3/5', '3/5', '3/5', '7/3', '6'] -> 6 * (7/3 + 3/5 / (3/5 * 3/5))
[183856] ['5/6', '9/8', '5/3', '9/4', '4'] -> 5/3 * 4 * (9/4 + 9/8 / 5/6)
[183857] ['2/5', '3/7', '5/9', '9/7', '7'] -> (7 / 5/9 - 9/7 / 3/7) / 2/5
[183858] ['4/7', '6/7', '5/4', '9/2', '8'] -> 8 / (4/7 - 6/7 * 5/4 / 9/2)
[183859] ['3/7', '4/7', '7/8', '1', '9/8'] -> 1 / (7/8 / (3/7 / 4/7) - 9/8)
[183860] ['3/5', '3/5', '3/5', '8/3', '6'] -> 8/3 * (6 / 3/5 - 3/5 / 3/5)
[183861] ['3/7', '3/7', '5/8', '5/4', '6'] -> (3/7 + 6) / (3/7 * (5/4 - 5/8))
[183862] ['1/3', '3/7', '7/8', '4/3', '6'] -> (4/3 + 1/3 / 7/8) / (3/7 / 6)
[183863] ['5/6', '9/8', '5/3', '7/3', '4'] -> (7/3 + 4) / (5/6 * 5/3 - 9/8)
[183864] ['3/5', '3/5', '3/5', '7/2', '6'] -> 6 * (7/2 + 3/5 / (3/5 + 3/5))
[183865] ['7/9', '6/7', '9/7', '8/5', '5'] -> 5 / (7/9 / 8/5) / (9/7 - 6/7)
[183866] ['4/7', '6/7', '9/7', '7/5', '8'] -> 7/5 * (8 / (4/7 / 9/7) - 6/7)
[183867] ['1/4', '8/7', '9/5', '8/3', '7'] -> 9/5 * 7 * (8/7 / 1/4 - 8/3)
[183868] ['3/7', '4/7', '7/8', '1', '8/7'] -> 1 / (7/8 / 3/7 - 8/7 / 4/7)
[183869] ['3/5', '3/5', '3/5', '9/2', '6'] -> 6 * (9/2 - 3/5 / (3/5 + 3/5))
[183870] ['5/7', '3/2', '3/2', '3/2', '9'] -> (3/2 + 9) * (3/2 - (5/7 - 3/2))
[183871] ['1/9', '2/5', '3/7', '7/9', '9'] -> 7/9 / (1/9 / 2/5) * (9 - 3/7)
[183872] ['2/5', '3/7', '5/9', '3/2', '7'] -> 7 * (3/2 + 3/7 / (2/5 * 5/9))
[183873] ['4/7', '6/7', '9/7', '8/5', '8'] -> (8 - 8/5) / (4/7 / (6/7 + 9/7))
[183874] ['5/6', '9/8', '5/3', '8/3', '4'] -> 5/3 * 8/3 * 4 / (5/6 / 9/8)
[183875] ['3/7', '5/7', '5/7', '2', '9/4'] -> 2 / (5/7 / (3/7 * 5/7) - 9/4)
[183876] ['2/3', '8/7', '7/6', '2', '9/4'] -> 8/7 / 2/3 / (2 - 9/4 / 7/6)
[183877] ['5/7', '3/2', '3/2', '8/5', '9'] -> 8/5 * 9 / (3/2 / 5/7 - 3/2)
[183878] ['4/7', '7/8', '3/2', '3/2', '3'] -> 3/2 / 7/8 / (4/7 - 3/2 / 3)
[183879] ['1/9', '2/5', '3/7', '5/6', '9'] -> 5/6 / (1/9 / 2/5) + 9 / 3/7
[183880] ['5/6', '9/8', '7/4', '7/4', '4'] -> 4 / (9/8 / 7/4 - 5/6 / 7/4)
[183881] ['5/7', '3/2', '3/2', '5/3', '9'] -> 3/2 + 3/2 + 9 / (5/7 / 5/3)
[183882] ['1/3', '3/7', '7/8', '5/3', '6'] -> 7/8 * 6 * (5/3 / 1/3 - 3/7)
[183883] ['2/3', '8/7', '7/6', '2', '5/2'] -> 8/7 / (2 / 7/6 - 2/3 * 5/2)
[183884] ['1/9', '2/5', '3/7', '6/7', '9'] -> (6/7 / (1/9 * 2/5) - 9) / 3/7
[183885] ['5/7', '3/2', '3/2', '9/5', '9'] -> 9 * (3/2 + 3/2 / (5/7 * 9/5))
[183886] ['1/5', '1/5', '3/4', '8/9', '1'] -> 1 / (1/5 / 3/4 - 1/5 / 8/9)
[183887] ['1/8', '5/6', '1', '7/6', '7/2'] -> (7/2 - 1 / (5/6 + 7/6)) / 1/8
[183888] ['3/7', '5/7', '5/7', '2', '8/3'] -> (3/7 + 5/7) / (5/7 + 2 - 8/3)
[183889] ['3/7', '4/7', '7/8', '1', '8/5'] -> 1 / (7/8 - 4/7 / (3/7 * 8/5))
[183890] ['3/7', '3/7', '5/8', '9/4', '6'] -> (6 + (3/7 + 9/4) / 5/8) / 3/7
[183891] ['5/6', '9/8', '7/4', '7/3', '4'] -> 4 / (5/6 - 7/4 / (9/8 * 7/3))
[183892] ['1/3', '3/7', '7/8', '5/2', '6'] -> 5/2 / (7/8 * (3/7 - 1/3)) - 6
[183893] ['3/5', '3/5', '5/8', '8/7', '6'] -> 6 / (3/5 / 3/5 / 8/7 - 5/8)
[183894] ['4/7', '6/7', '7/5', '7/5', '8'] -> 8 / (7/5 / 7/5 - 4/7 / 6/7)
[183895] ['7/9', '6/7', '9/7', '8/3', '5'] -> (9/7 + 5 / 7/9) / (6/7 / 8/3)
[183896] ['3/7', '5/7', '5/7', '2', '9/2'] -> 9/2 * (2 + (5/7 + 5/7) / 3/7)
[183897] ['1/4', '8/7', '7/3', '5/2', '7'] -> 8/7 * (7/3 + 7) * (5/2 - 1/4)
[183898] ['4/7', '7/8', '3/2', '7/3', '3'] -> 3 / (7/3 * (3/2 - (4/7 + 7/8)))
[183899] ['3/7', '3/7', '5/8', '9/2', '6'] -> 3/7 / (3/7 * (6 - 9/2) - 5/8)
[183900] ['5/6', '9/8', '7/4', '8/3', '4'] -> 5/6 + 4 * (9/8 + 7/4 * 8/3)
[183901] ['3/7', '5/7', '3/4', '3/4', '2'] -> 3/7 / (3/4 - (5/7 + 3/4) / 2)
[183902] ['2/5', '3/7', '5/9', '7/3', '7'] -> (7/3 + 3/7 * 7) / (2/5 * 5/9)
[183903] ['5/7', '3/2', '8/5', '5/3', '9'] -> 8/5 + (5/3 + 9) / (5/7 / 3/2)
[183904] ['1/3', '3/7', '8/9', '9/8', '6'] -> 6 / (9/8 - 1/3 / 3/7 / 8/9)
[183905] ['3/7', '3/7', '2/3', '4/5', '6'] -> 6 / (3/7 / 4/5 - 3/7 * 2/3)
[183906] ['3/5', '3/5', '5/8', '9/7', '6'] -> 6 / (3/5 / (9/7 - 3/5) - 5/8)
[183907] ['1/9', '2/5', '3/7', '7/6', '9'] -> 1/9 / 2/5 + (7/6 + 9) / 3/7
[183908] ['2/5', '3/7', '5/9', '5/2', '7'] -> 7 * (5/2 / 5/9 - 3/7 / 2/5)
[183909] ['5/6', '9/8', '9/5', '9/5', '4'] -> 4 / (5/6 * (9/5 - 9/5 / 9/8))
[183910] ['1/4', '8/7', '7/3', '9/2', '7'] -> 8/7 * (9/2 / 1/4 + 7 / 7/3)
[183911] ['3/7', '5/7', '3/4', '4/5', '2'] -> 2 * 3/7 / 5/7 / (4/5 - 3/4)
[183912] ['1/5', '1/5', '3/4', '1', '5/3'] -> 5/3 / (1/5 / 3/4 - 1/5) - 1
[183913] ['2/3', '8/7', '6/5', '8/5', '2'] -> 8/7 / (2 / (6/5 + 8/5) - 2/3)
[183914] ['1/9', '2/5', '3/7', '6/5', '9'] -> 2/5 / (1/9 * 6/5) + 9 / 3/7
[183915] ['3/5', '3/5', '5/8', '7/4', '6'] -> 6 * (3/5 + 3/5 + 7/4 / 5/8)
[183916] ['5/7', '3/2', '8/5', '9/5', '9'] -> 3/2 * (8/5 + 9/5 + 9 / 5/7)
[183917] ['3/7', '3/7', '2/3', '8/7', '6'] -> ((8/7 + 6) / 2/3 - 3/7) / 3/7
[183918] ['1/3', '3/7', '8/9', '6/5', '6'] -> 6 / (3/7 * (8/9 - 1/3)) - 6/5
[183919] ['2/5', '3/7', '5/9', '8/3', '7'] -> 8/3 / (3/7 - 2/5) / (5/9 * 7)
[183920] ['4/7', '7/8', '8/5', '7/4', '3'] -> 3 / 4/7 / (7/4 / 8/5 - 7/8)
[183921] ['3/7', '4/7', '7/8', '1', '9/2'] -> (3/7 + 4/7 * 9/2) / (1 - 7/8)
[183922] ['3/7', '3/7', '2/3', '6/5', '6'] -> (6 / 2/3 - 3/7) / (3/7 / 6/5)
[183923] ['5/6', '9/8', '9/5', '7/3', '4'] -> 9/5 / (4 - (9/8 + 7/3 / 5/6))
[183924] ['1/8', '5/6', '1', '5/4', '9/7'] -> 1 / ((5/4 - 1/8) / 9/7 - 5/6)
[183925] ['3/7', '5/7', '3/4', '8/9', '2'] -> 2 / (3/7 / 5/7) / (8/9 - 3/4)
[183926] ['1/3', '3/7', '8/9', '5/4', '6'] -> 6 / (5/4 / 3/7 - 8/9 / 1/3)
[183927] ['3/5', '3/5', '5/8', '7/3', '6'] -> (3/5 / 3/5 + 7/3 * 6) / 5/8
[183928] ['1/9', '2/5', '3/7', '9/7', '9'] -> (9 - 3/7) / (9/7 * 1/9 / 2/5)
[183929] ['1/4', '8/7', '8/3', '9/2', '7'] -> 8/3 * 9/2 * 7 * 1/4 * 8/7
[183930] ['3/7', '3/7', '2/3', '7/5', '6'] -> 2/3 + 6 / (7/5 * 3/7 * 3/7)
[183931] ['5/7', '3/2', '8/5', '7/3', '9'] -> 8/5 + 3/2 * (7/3 + 9 / 5/7)
[183932] ['4/7', '7/8', '8/5', '9/4', '3'] -> 3 / (7/8 / 4/7 - 9/4 / 8/5)
[183933] ['1/3', '3/7', '8/9', '9/7', '6'] -> (6 + 9/7 / 3/7) / (1/3 / 8/9)
[183934] ['1/8', '5/6', '1', '5/4', '7/5'] -> 1 / (1/8 - 5/4 + 5/6 * 7/5)
[183935] ['3/7', '5/7', '3/4', '8/7', '2'] -> 8/7 / (5/7 / 3/4 / 2 - 3/7)
[183936] ['3/7', '3/7', '2/3', '9/5', '6'] -> (6 - 3/7 * 2/3) / (3/7 / 9/5)
[183937] ['3/5', '3/5', '5/8', '9/2', '6'] -> 3/5 / ((9/2 - 3/5) / 6 - 5/8)
[183938] ['3/7', '5/7', '3/4', '7/6', '2'] -> 2 / (3/4 / (3/7 / 5/7) - 7/6)
[183939] ['3/7', '4/7', '8/9', '1', '6/5'] -> 4/7 / 3/7 / (8/9 - 1 / 6/5)
[183940] ['2/3', '8/7', '6/5', '2', '7/3'] -> 8/7 / (2 / (6/5 * 7/3) - 2/3)
[183941] ['1/4', '7/6', '7/6', '9/7', '7'] -> (7 - (7/6 + 7/6)) / (1/4 / 9/7)
[183942] ['1/5', '1/5', '3/4', '1', '7/2'] -> (1/5 + 1) / (3/4 - 1/5 * 7/2)
[183943] ['3/5', '3/5', '2/3', '5/7', '6'] -> 2/3 + 6 / (5/7 * 3/5 * 3/5)
[183944] ['4/7', '7/8', '8/5', '5/2', '3'] -> 8/5 * 5/2 * 3 / (4/7 * 7/8)
[183945] ['2/5', '3/7', '4/7', '5/8', '7'] -> (7 - (3/7 + 4/7)) / (2/5 * 5/8)
[183946] ['5/7', '3/2', '5/3', '5/3', '9'] -> (5/3 + 5/3 / 5/7) / (3/2 / 9)
[183947] ['1/3', '3/7', '8/9', '7/5', '6'] -> (3/7 + 6) * 7/5 / (1/3 / 8/9)
[183948] ['3/7', '3/7', '2/3', '9/4', '6'] -> 6 / (3/7 * (9/4 - 2/3) - 3/7)
[183949] ['5/6', '9/8', '9/4', '7/2', '4'] -> 7/2 / (5/6 * (4 - 9/8) - 9/4)
[183950] ['4/7', '6/7', '8/5', '7/3', '8'] -> 7/3 * (8 + 8/5 * (4/7 + 6/7))
[183951] ['1/4', '7/6', '7/6', '7/5', '7'] -> (7/6 / 7/6 + 7 / 7/5) / 1/4
[183952] ['2/5', '3/7', '4/7', '2/3', '7'] -> 2/3 + 4/7 * 7 / (2/5 * 3/7)
[183953] ['5/7', '3/2', '5/3', '7/4', '9'] -> 9 * (7/4 * (5/7 + 5/3) - 3/2)
[183954] ['3/7', '3/7', '5/7', '5/7', '6'] -> 6 * (3/7 + 5/7) / (5/7 - 3/7)
[183955] ['1/3', '3/7', '8/9', '3/2', '6'] -> (1/3 + 6 / (3/7 / 3/2)) / 8/9
[183956] ['3/7', '4/7', '8/9', '1', '4/3'] -> (4/3 + 4/7 / 3/7) / (1 - 8/9)
[183957] ['3/5', '3/5', '2/3', '8/7', '6'] -> 6 / (3/5 - 3/5 * 2/3 / 8/7)
[183958] ['1/8', '5/6', '1', '9/7', '7/5'] -> (1 / 5/6 + 9/7 * 7/5) / 1/8
[183959] ['3/7', '5/7', '3/4', '4/3', '2'] -> 2 / (4/3 - 3/4 / (3/7 / 5/7))
[183960] ['1/4', '7/6', '7/6', '3/2', '7'] -> 7 / (7/6 * (3/2 - 1/4) - 7/6)
[183961] ['3/7', '3/7', '5/7', '3/4', '6'] -> 3/7 * 6 / (5/7 * 3/4 - 3/7)
[183962] ['5/7', '3/2', '5/3', '9/5', '9'] -> (3/2 + 9) * (5/3 * 9/5 - 5/7)
[183963] ['2/5', '3/7', '4/7', '3/4', '7'] -> ((3/7 + 7) / 2/5 - 4/7) / 3/4
[183964] ['5/6', '9/8', '5/2', '8/3', '4'] -> 4 * (9/8 * 8/3 + 5/2 / 5/6)
[183965] ['1/8', '5/6', '1', '9/7', '8/5'] -> (1 + 5/6 * 8/5) / (1/8 / 9/7)
[183966] ['3/5', '3/5', '2/3', '4/3', '6'] -> 4/3 * 6 / (3/5 / 3/5 - 2/3)
[183967] ['3/7', '4/7', '8/9', '1', '3/2'] -> 4/7 / (3/7 * (8/9 + 3/2) - 1)
[183968] ['4/7', '6/7', '5/3', '9/5', '8'] -> 8 * (4/7 / 5/3 + 6/7 + 9/5)
[183969] ['5/7', '3/2', '5/3', '9/4', '9'] -> 9/4 * (9 + 5/3 / 5/7) - 3/2
[183970] ['5/6', '9/8', '5/2', '7/2', '4'] -> (7/2 + 9/8 * 4) / (5/6 / 5/2)
[183971] ['1/5', '1/5', '7/9', '8/9', '1'] -> 7/9 + 1 + 8/9 / (1/5 * 1/5)
[183972] ['3/7', '3/7', '5/7', '4/5', '6'] -> 6 / (3/7 - 5/7 + 3/7 / 4/5)
[183973] ['4/7', '7/8', '5/3', '7/4', '3'] -> 7/4 / 7/8 / (3 - 5/3 / 4/7)
[183974] ['3/7', '5/7', '3/4', '8/5', '2'] -> (8/5 + 2) / (3/4 - 3/7 / 5/7)
[183975] ['2/3', '8/7', '5/4', '4/3', '2'] -> 4/3 * (2 / (5/4 - 8/7) - 2/3)
[183976] ['3/7', '4/7', '8/9', '1', '8/5'] -> 3/7 / (4/7 / 8/9 - 1 / 8/5)
[183977] ['3/7', '3/7', '5/7', '5/6', '6'] -> 5/7 / (3/7 + 3/7 - 5/6) - 6
[183978] ['5/6', '8/7', '8/7', '8/7', '4'] -> 8/7 * 4 / (8/7 - 5/6 * 8/7)
[183979] ['2/5', '3/7', '4/7', '6/7', '7'] -> 7 * (4/7 / 2/5 + 6/7 / 3/7)
[183980] ['5/7', '3/2', '5/3', '7/3', '9'] -> 7/3 * (3/2 * (9 - 5/3) - 5/7)
[183981] ['1/8', '5/6', '1', '9/7', '9/5'] -> (1 + 9/5) * 9/7 / (1/8 / 5/6)
[183982] ['1/4', '7/6', '7/6', '9/4', '7'] -> 9/4 * (7/6 / 1/4 + 7 / 7/6)
[183983] ['1/9', '2/5', '3/7', '7/3', '9'] -> (7/3 - 3/7) * (9 + 2/5 / 1/9)
[183984] ['7/9', '6/7', '7/5', '8/5', '5'] -> 5 / (7/5 / 8/5 - 7/9 * 6/7)
[183985] ['4/7', '6/7', '7/4', '9/5', '8'] -> 9/5 * (7/4 * 8 - 4/7 / 6/7)
[183986] ['3/7', '5/7', '3/4', '5/3', '2'] -> 5/7 / ((5/3 - 3/4) / 2 - 3/7)
[183987] ['3/7', '4/7', '8/9', '1', '7/4'] -> 3/7 / ((4/7 + 1) / 8/9 - 7/4)
[183988] ['1/9', '2/5', '3/7', '5/2', '9'] -> (9 / 5/2 - 2/5 / 3/7) / 1/9
[183989] ['3/7', '4/7', '8/9', '1', '9/5'] -> 3/7 * 8/9 / (4/7 - 1 / 9/5)
[183990] ['1/3', '3/7', '8/9', '8/3', '6'] -> 8/9 * 6 + 8/3 / (1/3 * 3/7)
[183991] ['4/7', '6/7', '9/5', '9/4', '8'] -> (8 - 6/7 / 9/4) / (4/7 / 9/5)
[183992] ['7/9', '6/7', '7/5', '9/5', '5'] -> (7/5 + 9/5) * 5 / (7/9 * 6/7)
[183993] ['1/8', '5/6', '1', '9/7', '5/2'] -> (5/2 + 5/6 - 1) / (1/8 / 9/7)
[183994] ['4/7', '6/7', '9/5', '7/3', '8'] -> 9/5 * 8 * (7/3 - 4/7 / 6/7)
[183995] ['2/5', '3/7', '4/7', '7/6', '7'] -> 4/7 * (7/6 + 7 / (2/5 * 3/7))
[183996] ['3/7', '4/7', '8/9', '1', '7/3'] -> (1 + 7/3) / (8/9 - 3/7 / 4/7)
[183997] ['1/4', '7/6', '6/5', '9/7', '7'] -> (7 / 6/5 - 7/6) / (1/4 / 9/7)
[183998] ['5/7', '3/2', '7/4', '7/3', '9'] -> 7/4 * 9 * (7/3 - 5/7) - 3/2
[183999] ['1/8', '5/6', '1', '9/7', '8/3'] -> (5/6 * 8/3 + 1 / 9/7) / 1/8
[184000] ['5/6', '8/7', '8/7', '3/2', '4'] -> 4 / (5/6 - 8/7 / 8/7 / 3/2)
[184001] ['3/7', '3/7', '5/7', '5/3', '6'] -> (5/3 * 6 - (3/7 - 5/7)) / 3/7
[184002] ['7/9', '6/7', '7/5', '9/4', '5'] -> (7/5 + 5) * (6/7 + 9/4 / 7/9)
[184003] ['3/5', '3/5', '5/7', '7/8', '6'] -> 6 / 7/8 / (3/5 / 3/5 - 5/7)
[184004] ['4/7', '6/7', '9/5', '8/3', '8'] -> 8 / (9/5 - 6/7 / 4/7) - 8/3
[184005] ['5/7', '3/2', '7/4', '5/2', '9'] -> 7/4 * (5/7 + 3/2 + 5/2 + 9)
[184006] ['2/3', '8/7', '5/4', '2', '7/3'] -> (8/7 + 2) / (2/3 - 5/4 / 7/3)
