[78797] ['1/8', '2/9', '5/6', '8/7', '4'] -> (4 / ((5/6 / 8/7) - (1/8 / 2/9)))
[97374] ['2/9', '5/8', '8/5', '7/4', '4'] -> (4 / (2/9 * (7/4 - (5/8 * 8/5))))
[97375] ['1/5', '4/7', '5/6', '9/7', '7'] -> (((7 / 1/5) - 9/7) / (4/7 + 5/6))
[97376] ['5/8', '5/8', '7/8', '1', '5/4'] -> ((5/8 + 5/4) / (5/8 * (1 - 7/8)))
[97377] ['5/8', '5/7', '9/8', '3/2', '3'] -> (3 / ((5/8 / 5/7) - (9/8 / 3/2)))
[97378] ['4/7', '3/4', '3/4', '7/8', '5'] -> ((3/4 / 7/8) * (5 / (3/4 - 4/7)))
[97379] ['1/9', '4/5', '9/5', '7/2', '7'] -> ((9/5 + (7 / 1/9)) / (7/2 - 4/5))
[97380] ['1/2', '8/9', '7/6', '7/5', '9'] -> ((8/9 * 9) / ((7/6 / 7/5) - 1/2))
[97381] ['2/7', '3/8', '3/5', '9/4', '7'] -> ((3/5 * 7) * ((9/4 / 3/8) - 2/7))
[97382] ['1/3', '7/9', '8/7', '8/7', '2'] -> (8/7 / ((7/9 / 1/3) - (8/7 * 2)))
[97383] ['2/9', '2/9', '5/9', '7/4', '8'] -> (8 * (7/4 + (5/9 / (2/9 + 2/9))))
[97384] ['3/7', '6/7', '3/2', '3/2', '3'] -> ((3/7 + 3) / ((3/2 / 3/2) - 6/7))
[97385] ['1/5', '4/7', '5/6', '4/3', '7'] -> (4/7 / ((4/3 / 7) - (1/5 * 5/6)))
[97386] ['1/9', '4/5', '9/5', '9/2', '7'] -> (((9/2 - 9/5) * (1/9 + 7)) / 4/5)
[97387] ['1/8', '4/5', '7/6', '3', '9/2'] -> (9/2 * (1/8 + ((7/6 + 3) / 4/5)))
[97388] ['1/8', '5/8', '8/7', '9/4', '4'] -> (9/4 / ((5/8 / (4 - 8/7)) - 1/8))
[97389] ['1/3', '7/9', '8/7', '7/6', '2'] -> ((8/7 * 7/6) / ((7/9 / 2) - 1/3))
[97390] ['1/8', '2/9', '5/7', '5/7', '6'] -> (6 / (2/9 * (1/8 + (5/7 / 5/7))))
[97391] ['5/8', '5/8', '7/8', '1', '4/3'] -> ((1 / 5/8) / ((7/8 / 5/8) - 4/3))
[97392] ['3/7', '6/7', '3/2', '5/3', '3'] -> ((3/7 + 3) / (6/7 * (5/3 - 3/2)))
[97393] ['4/7', '7/6', '5/3', '4', '9/2'] -> ((4 * (5/3 + 9/2)) - (4/7 * 7/6))
[97394] ['2/9', '2/9', '5/9', '5/2', '8'] -> ((8 * (5/9 + 5/2)) - (2/9 + 2/9))
[97395] ['1/2', '8/9', '7/6', '9/5', '9'] -> ((8/9 * 9/5) * (9 * (1/2 + 7/6)))
[97396] ['4/7', '3/4', '3/4', '8/7', '5'] -> ((3/4 * 8/7) * (5 / (3/4 - 4/7)))
[97397] ['1/5', '4/7', '5/6', '5/3', '7'] -> (((7 * 4/7) / 1/5) / (5/3 - 5/6))
[97398] ['2/9', '2/9', '4/7', '4/7', '8'] -> (8 * (((2/9 + 4/7) / 2/9) - 4/7))
[97399] ['2/7', '3/8', '3/5', '8/3', '7'] -> ((7 / (3/8 - 2/7)) / (3/5 + 8/3))
[97400] ['4/7', '7/6', '7/4', '9/5', '4'] -> ((7/6 + 7/4) * (9/5 * (4/7 + 4)))
[97401] ['1/2', '8/9', '7/6', '5/2', '9'] -> ((9 * (7/6 + (8/9 / 1/2))) - 5/2)
[97402] ['1/8', '5/8', '7/6', '7/6', '4'] -> (4 * ((5/8 / 1/8) + (7/6 / 7/6)))
[97403] ['4/7', '7/6', '7/4', '5/2', '4'] -> (7/4 / (7/6 - (5/2 / (4/7 * 4))))
[97404] ['5/8', '5/8', '7/8', '1', '7/4'] -> ((7/4 + (5/8 + 5/8)) / (1 - 7/8))
[97405] ['1/8', '5/8', '7/6', '9/7', '4'] -> (((9/7 - (5/8 / 7/6)) * 4) / 1/8)
[97406] ['2/9', '2/9', '4/7', '5/8', '8'] -> (((2/9 / 2/9) + (8 / 4/7)) / 5/8)
[97407] ['5/8', '5/8', '7/8', '1', '9/5'] -> (9/5 / (7/8 - (1 / (5/8 + 5/8))))
[97408] ['4/7', '7/6', '7/4', '8/3', '4'] -> ((8/3 / ((7/6 / 7/4) - 4/7)) - 4)
[97409] ['1/8', '5/8', '7/6', '4/3', '4'] -> (4 / (7/6 - (4/3 * (1/8 + 5/8))))
[97410] ['2/9', '5/8', '5/3', '5/3', '4'] -> (4 + ((5/3 * 5/3) / (2/9 * 5/8)))
[97411] ['3/7', '6/7', '8/5', '5/3', '3'] -> ((6/7 + 3) * ((5/3 * 8/5) / 3/7))
[97412] ['2/7', '3/8', '5/8', '5/8', '7'] -> (((2/7 + (5/8 / 5/8)) * 7) / 3/8)
[97413] ['2/9', '2/9', '4/7', '5/7', '8'] -> (((5/7 + (2/9 / 2/9)) * 8) / 4/7)
[97414] ['5/8', '5/7', '9/8', '3', '7/2'] -> (3 / ((5/8 * 5/7) - (9/8 / 7/2)))
[97415] ['2/9', '5/8', '5/3', '7/4', '4'] -> ((5/3 + 4) / (5/8 - (2/9 * 7/4)))
[97416] ['1/8', '5/8', '7/6', '8/5', '4'] -> ((8/5 + 4) / (7/6 * (1/8 / 5/8)))
[97417] ['1/2', '8/9', '6/5', '4/3', '9'] -> (4/3 + (6/5 * (8/9 + (9 / 1/2))))
[97418] ['4/7', '7/6', '9/5', '9/5', '4'] -> ((9/5 + 4) / ((7/6 / 4/7) - 9/5))
[97419] ['2/7', '3/8', '5/8', '2/3', '7'] -> (2/7 / ((3/8 / 7) + (5/8 - 2/3)))
[97420] ['5/8', '5/7', '8/7', '8/7', '3'] -> (3 / ((8/7 / 8/7) - (5/8 / 5/7)))
[97421] ['5/8', '5/8', '7/8', '1', '8/3'] -> (1 / ((8/3 * (7/8 - 5/8)) - 5/8))
[97422] ['2/9', '2/9', '4/7', '3/4', '8'] -> (8 / ((4/7 * (2/9 + 3/4)) - 2/9))
[97423] ['3/7', '6/7', '8/5', '9/5', '3'] -> ((8/5 * 3) / ((6/7 / 3/7) - 9/5))
[97424] ['1/3', '7/9', '8/7', '5/3', '2'] -> ((8/7 / 1/3) / ((5/3 / 7/9) - 2))
[97425] ['1/8', '4/5', '5/4', '3', '9/2'] -> (3 * ((5/4 / (1/8 * 4/5)) - 9/2))
[97426] ['1/8', '5/8', '7/6', '9/5', '4'] -> (4 / ((1/8 + 7/6) - (5/8 * 9/5)))
[97427] ['4/7', '7/6', '9/5', '9/4', '4'] -> ((4/7 * 7/6) / (9/4 - (4 / 9/5)))
[97428] ['1/9', '4/5', '5/2', '5/2', '7'] -> ((4/5 / 1/9) / ((7 / 5/2) - 5/2))
[97429] ['1/3', '7/9', '8/7', '7/4', '2'] -> (1/3 / ((7/9 * 8/7) - (7/4 / 2)))
[97430] ['1/5', '4/7', '5/6', '7/2', '7'] -> (7 * ((7/2 / 5/6) - (1/5 + 4/7)))
[97431] ['1/8', '5/8', '7/6', '9/4', '4'] -> ((((5/8 * 4) - 7/6) * 9/4) / 1/8)
[97432] ['3/7', '6/7', '8/5', '5/2', '3'] -> ((8/5 * 5/2) * ((3 * 6/7) / 3/7))
[97433] ['2/9', '2/9', '4/7', '5/6', '8'] -> ((8 - 2/9) / (5/6 * (2/9 / 4/7)))
[97434] ['1/5', '3/7', '7/9', '8/9', '9'] -> ((9 / 3/7) - (8/9 - (7/9 / 1/5)))
[97435] ['5/8', '5/7', '8/7', '7/5', '3'] -> ((3 / 5/8) / ((8/7 / 5/7) - 7/5))
[97436] ['1/8', '2/9', '5/7', '7/6', '6'] -> (((5/7 * 7/6) / (1/8 * 2/9)) - 6)
[97437] ['4/7', '7/6', '9/5', '8/3', '4'] -> ((9/5 * 4) * (8/3 + (4/7 * 7/6)))
[97438] ['2/7', '3/8', '5/8', '5/6', '7'] -> ((7 / 2/7) - (5/6 * (3/8 / 5/8)))
[97439] ['2/9', '2/9', '4/7', '6/7', '8'] -> (8 / ((2/9 / 2/9) - (4/7 / 6/7)))
[97440] ['1/3', '7/9', '8/7', '2', '9/4'] -> ((1/3 / 7/9) / (8/7 - (9/4 / 2)))
[97441] ['1/2', '8/9', '6/5', '7/4', '9'] -> (9 * ((6/5 * (8/9 + 7/4)) - 1/2))
[97442] ['1/5', '3/7', '7/9', '9/8', '9'] -> (9 / (1/5 * (3/7 + (9/8 / 7/9))))
[97443] ['1/9', '4/5', '5/2', '9/2', '7'] -> ((4/5 + 7) + (9/2 / (1/9 * 5/2)))
[97444] ['4/7', '7/6', '9/5', '7/2', '4'] -> (9/5 * ((7/2 * 4) - (4/7 * 7/6)))
[97445] ['2/9', '2/9', '4/7', '7/8', '8'] -> (8 / (2/9 + (7/8 * (2/9 * 4/7))))
[97446] ['3/7', '6/7', '8/5', '3', '7/2'] -> ((8/5 * 7/2) * (3 + (3/7 + 6/7)))
[97447] ['5/8', '5/7', '8/7', '5/3', '3'] -> (5/7 / ((8/7 * 5/3) - (5/8 * 3)))
[97448] ['1/8', '2/9', '5/7', '6/5', '6'] -> (((6 / 5/7) - (6/5 / 2/9)) / 1/8)
[97449] ['5/8', '5/8', '8/9', '1', '6/5'] -> (1 / ((6/5 * (5/8 * 8/9)) - 5/8))
[97450] ['1/8', '5/8', '6/5', '4/3', '4'] -> ((4 - (4/3 * (5/8 * 6/5))) / 1/8)
[97451] ['3/7', '6/7', '5/3', '5/3', '3'] -> ((3/7 + 3) / ((5/3 / 5/3) - 6/7))
[97452] ['1/3', '7/9', '8/7', '2', '9/2'] -> ((8/7 * 2) * ((9/2 * 7/9) / 1/3))
[97453] ['5/8', '5/7', '8/7', '7/4', '3'] -> (3 / ((7/4 * (8/7 - 5/7)) - 5/8))
[97454] ['4/7', '7/6', '9/4', '9/4', '4'] -> ((7/6 * (4/7 + 4)) * (9/4 + 9/4))
[97455] ['2/9', '5/8', '7/4', '7/2', '4'] -> (((7/4 + (7/2 / 2/9)) / 5/8) - 4)
[97456] ['2/7', '3/8', '5/8', '6/5', '7'] -> ((7 / 2/7) - ((3/8 / 5/8) / 6/5))
[97457] ['1/8', '5/8', '6/5', '8/5', '4'] -> ((6/5 / 8/5) / ((5/8 / 4) - 1/8))
[97458] ['1/5', '4/7', '6/7', '8/7', '7'] -> ((6/7 * 7) * (8/7 + (4/7 / 1/5)))
[97459] ['2/9', '2/9', '4/7', '7/6', '8'] -> (8 / ((2/9 / 2/9) - (4/7 * 7/6)))
[97460] ['1/8', '2/9', '5/7', '7/5', '6'] -> (6 / (2/9 * (1/8 + (5/7 * 7/5))))
[97461] ['1/5', '3/7', '7/9', '9/7', '9'] -> ((7/9 * 9) * (9/7 + (3/7 / 1/5)))
[97462] ['2/9', '2/9', '4/7', '6/5', '8'] -> (((6/5 * 4/7) / 2/9) * (8 - 2/9))
[97463] ['3/7', '6/7', '5/3', '3', '7/2'] -> (7/2 * (3/7 + (5/3 * (6/7 + 3))))
[97464] ['2/9', '2/9', '4/7', '5/4', '8'] -> (8 * (5/4 + ((2/9 / 2/9) / 4/7)))
[97465] ['1/2', '8/9', '5/4', '8/5', '9'] -> (((8/5 + (8/9 * 9)) * 5/4) / 1/2)
[97466] ['1/5', '4/7', '6/7', '9/7', '7'] -> (6/7 * (((7 - 9/7) / 1/5) - 4/7))
[97467] ['3/7', '6/7', '7/4', '9/5', '3'] -> ((6/7 / 3/7) / (7/4 - (3 / 9/5)))
[97468] ['1/3', '7/9', '7/6', '8/5', '2'] -> (2 / (((7/9 / 7/6) / 8/5) - 1/3))
[97469] ['2/9', '5/8', '9/5', '7/3', '4'] -> ((9/5 * 4) + (7/3 / (2/9 * 5/8)))
[97470] ['2/7', '3/8', '5/8', '7/5', '7'] -> ((3/8 - (5/8 * 7/5)) + (7 / 2/7))
[97471] ['5/8', '5/7', '8/7', '3', '7/2'] -> ((8/7 + (5/7 / 5/8)) * (3 * 7/2))
[97472] ['1/8', '2/9', '5/7', '5/3', '6'] -> ((6 + (5/3 / 5/7)) / (1/8 + 2/9))
[97473] ['2/9', '2/9', '4/7', '4/3', '8'] -> (4/7 * ((4/3 / 2/9) + (8 / 2/9)))
[97474] ['1/9', '5/6', '5/6', '7/8', '7'] -> (7 / ((1/9 + 7/8) - (5/6 * 5/6)))
[97475] ['1/5', '3/7', '7/9', '8/5', '9'] -> ((7/9 * 8/5) * ((9 * 3/7) / 1/5))
[97476] ['1/8', '5/8', '6/5', '7/2', '4'] -> ((5/8 * 6/5) * (4 + (7/2 / 1/8)))
[97477] ['5/8', '5/7', '7/6', '7/6', '3'] -> (3 / ((7/6 / 7/6) - (5/8 / 5/7)))
[97478] ['2/9', '5/8', '9/5', '8/3', '4'] -> ((4 / (2/9 * 5/8)) - (9/5 * 8/3))
[97479] ['3/7', '6/7', '7/4', '8/3', '3'] -> (3 / (8/3 - ((3/7 + 7/4) / 6/7)))
[97480] ['1/8', '2/9', '5/7', '7/4', '6'] -> ((6 / 2/9) / ((5/7 * 7/4) - 1/8))
[97481] ['4/7', '3/4', '7/9', '7/8', '5'] -> (5 / (3/4 * (7/9 - (4/7 * 7/8))))
[97482] ['1/2', '8/9', '5/4', '9/5', '9'] -> (((5/4 * 8/9) / 1/2) * (9/5 + 9))
[97483] ['1/3', '7/9', '7/6', '2', '9/4'] -> (2 / ((1/3 * 9/4) - (7/9 / 7/6)))
[97484] ['5/8', '5/7', '7/6', '6/5', '3'] -> ((3 / (5/7 - 5/8)) / (7/6 * 6/5))
[97485] ['1/5', '3/7', '7/9', '7/4', '9'] -> (7/4 * ((3/7 / 1/5) + (9 / 7/9)))
[97486] ['4/7', '6/5', '6/5', '9/7', '4'] -> (6/5 / (((6/5 + 9/7) / 4) - 4/7))
[97487] ['1/5', '4/7', '6/7', '7/4', '7'] -> ((4/7 + (7 / (1/5 * 7/4))) / 6/7)
[97488] ['2/7', '3/8', '5/8', '9/4', '7'] -> (((9/4 - (2/7 * 3/8)) * 7) / 5/8)
[97489] ['3/7', '6/7', '9/5', '9/4', '3'] -> (6/7 / ((3/7 * 3) - (9/4 / 9/5)))
[97490] ['1/9', '5/6', '5/6', '7/6', '7'] -> (((7 / (5/6 + 7/6)) - 5/6) / 1/9)
[97491] ['5/8', '5/7', '7/6', '5/4', '3'] -> (3 / (7/6 * (5/4 - (5/7 / 5/8))))
[97492] ['2/9', '2/9', '4/7', '8/5', '8'] -> (8/5 * ((2/9 / 2/9) + (8 / 4/7)))
[97493] ['1/8', '5/8', '5/4', '7/5', '4'] -> ((((4 - 5/4) / 5/8) - 7/5) / 1/8)
[97494] ['1/8', '2/9', '5/7', '9/4', '6'] -> (((9/4 / (2/9 - 1/8)) - 6) / 5/7)
[97495] ['1/5', '3/7', '7/9', '9/4', '9'] -> (9/4 * (9 + ((7/9 * 3/7) / 1/5)))
[97496] ['2/9', '5/8', '9/4', '4', '9/2'] -> ((9/4 * 4) / ((2/9 * 9/2) - 5/8))
[97497] ['1/2', '8/9', '5/4', '7/2', '9'] -> ((8/9 * 9) * (5/4 + (1/2 * 7/2)))
[97498] ['5/8', '5/7', '7/6', '4/3', '3'] -> (3 / ((5/8 - 4/3) + (5/7 * 7/6)))
[97499] ['4/7', '3/4', '7/9', '8/7', '5'] -> (5 / (3/4 * (7/9 - (4/7 / 8/7))))
[97500] ['1/2', '8/9', '5/4', '9/2', '9'] -> (8/9 * (9/2 + ((9 * 5/4) / 1/2)))
[97501] ['2/7', '3/8', '5/8', '8/3', '7'] -> ((5/8 + (2/7 + 3/8)) * (8/3 * 7))
[97502] ['1/3', '7/9', '6/5', '5/4', '2'] -> (2 / ((6/5 * (1/3 + 7/9)) - 5/4))
[97503] ['2/9', '2/9', '4/7', '9/5', '8'] -> ((4/7 + 8) * (9/5 + (2/9 / 2/9)))
[97504] ['1/8', '5/8', '5/4', '7/3', '4'] -> (4 / ((5/4 / (5/8 - 1/8)) - 7/3))
[97505] ['3/7', '6/7', '9/5', '3', '9/2'] -> ((9/5 + 3) * (9/2 + (3/7 / 6/7)))
[97506] ['1/5', '4/7', '6/7', '9/2', '7'] -> ((9/2 * 7) - (6/7 / (1/5 * 4/7)))
[97507] ['2/9', '5/8', '5/2', '7/2', '4'] -> ((7/2 + 4) / ((5/8 / 2/9) - 5/2))
[97508] ['1/5', '3/7', '7/9', '9/2', '9'] -> ((7/9 * 9/2) * (9 - (3/7 / 1/5)))
[97509] ['1/8', '2/9', '5/7', '7/2', '6'] -> ((5/7 / (1/8 * 2/9)) - (6 / 7/2))
[97510] ['1/9', '5/6', '5/6', '3/2', '7'] -> (3/2 * (7 + (5/6 / (1/9 * 5/6))))
[97511] ['1/3', '7/9', '6/5', '4/3', '2'] -> (4/3 / (2 - (7/9 / (1/3 * 6/5))))
[97512] ['1/2', '8/9', '9/7', '7/5', '9'] -> ((8/9 * 7/5) * (9/7 + (9 / 1/2)))
[97513] ['5/8', '5/8', '1', '9/8', '6/5'] -> (1 / ((6/5 * (5/8 / 9/8)) - 5/8))
[97514] ['1/8', '4/5', '4/3', '3', '7/2'] -> (((7/2 / (1/8 * 4/5)) - 3) / 4/3)
[97515] ['4/7', '6/5', '6/5', '7/4', '4'] -> ((6/5 * 4) / (6/5 - (4/7 * 7/4)))
[97516] ['1/8', '5/8', '9/7', '9/7', '4'] -> (4 * ((5/8 / 1/8) + (9/7 / 9/7)))
[97517] ['1/9', '5/6', '5/6', '8/5', '7'] -> ((5/6 * 8/5) / (5/6 - (1/9 * 7)))
[97518] ['1/3', '7/9', '6/5', '7/5', '2'] -> ((7/5 / ((7/9 / 2) - 1/3)) - 6/5)
[97519] ['1/2', '8/9', '9/7', '8/5', '9'] -> ((8/9 + 8/5) * (9 + (1/2 * 9/7)))
[97520] ['5/8', '5/8', '1', '9/8', '5/4'] -> ((5/8 + 5/4) / (5/8 * (9/8 - 1)))
[97521] ['3/7', '6/7', '5/2', '5/2', '3'] -> ((3/7 + 3) / ((5/2 / 5/2) - 6/7))
[97522] ['2/9', '5/8', '7/2', '4', '9/2'] -> (((2/9 * 9/2) + (7/2 * 4)) / 5/8)
[97523] ['5/8', '5/8', '1', '9/8', '9/7'] -> (9/7 / (5/8 - (1 / (5/8 + 9/8))))
[97524] ['2/9', '2/9', '3/5', '3/5', '8'] -> (8 / (3/5 - (3/5 * (2/9 + 2/9))))
[97525] ['4/7', '6/5', '6/5', '9/5', '4'] -> (4 * (9/5 + ((6/5 + 6/5) / 4/7)))
[97526] ['1/8', '5/8', '9/7', '4/3', '4'] -> (9/7 * (((4 * 5/8) / 1/8) - 4/3))
[97527] ['1/3', '7/9', '6/5', '5/3', '2'] -> ((6/5 + 2) / ((7/9 / 5/3) - 1/3))
[97528] ['1/5', '3/7', '4/5', '7/6', '9'] -> ((4/5 * 9) / ((3/7 * 7/6) - 1/5))
[97529] ['1/2', '8/9', '9/7', '7/4', '9'] -> (((7/4 * 8/9) / 1/2) * (9 - 9/7))
[97530] ['2/9', '2/9', '3/5', '5/8', '8'] -> ((8 + (2/9 / 2/9)) / (3/5 * 5/8))
[97531] ['1/3', '7/9', '6/5', '7/4', '2'] -> (6/5 / ((2 / (1/3 + 7/9)) - 7/4))
[97532] ['1/9', '5/6', '5/6', '9/5', '7'] -> (9/5 * ((5/6 / 1/9) + (5/6 * 7)))
[97533] ['3/7', '7/8', '7/8', '7/8', '3'] -> (3 / (7/8 - (3/7 * (7/8 + 7/8))))
[97534] ['5/8', '5/8', '1', '9/8', '4/3'] -> (1 / ((4/3 * (9/8 - 5/8)) - 5/8))
[97535] ['4/7', '3/4', '7/9', '3/2', '5'] -> ((5 / (3/4 - 4/7)) / (7/9 * 3/2))
[97536] ['1/5', '3/7', '4/5', '5/4', '9'] -> (9 * ((5/4 / 3/7) - (1/5 / 4/5)))
[97537] ['1/8', '5/8', '9/7', '7/5', '4'] -> (9/7 / ((1/8 * 4) - (5/8 / 7/5)))
[97538] ['3/7', '7/8', '7/8', '8/9', '3'] -> (((3/7 * 7/8) / (8/9 - 7/8)) - 3)
[97539] ['1/9', '5/6', '5/6', '9/4', '7'] -> ((7 - (5/6 / 5/6)) / (1/9 * 9/4))
[97540] ['4/7', '3/4', '7/9', '8/5', '5'] -> (((5 / (4/7 * 3/4)) * 8/5) / 7/9)
[97541] ['2/7', '3/8', '2/3', '5/4', '7'] -> (7 * (((2/7 + 5/4) / 3/8) - 2/3))
[97542] ['1/8', '2/9', '3/4', '9/7', '6'] -> ((6 / (1/8 + 3/4)) / (2/9 * 9/7))
[97543] ['2/9', '2/3', '2/3', '6/5', '4'] -> (((4 + (2/3 * 2/3)) * 6/5) / 2/9)
[97544] ['3/7', '7/8', '7/8', '9/8', '3'] -> (3 / ((3/7 * 7/8) + (7/8 - 9/8)))
[97545] ['4/7', '6/5', '6/5', '7/3', '4'] -> ((6/5 / (7/3 - (4/7 * 4))) - 6/5)
[97546] ['1/9', '5/6', '5/6', '7/3', '7'] -> (((5/6 * 7) - (5/6 + 7/3)) / 1/9)
[97547] ['5/8', '5/7', '7/6', '3', '7/2'] -> ((7/2 * (5/7 + 3)) / (7/6 - 5/8))
[97548] ['1/5', '3/7', '4/5', '7/4', '9'] -> (((9 / 7/4) - (3/7 * 4/5)) / 1/5)
[97549] ['4/7', '6/5', '6/5', '5/2', '4'] -> (5/2 * (6/5 + ((4 * 6/5) / 4/7)))
[97550] ['3/7', '7/8', '7/8', '8/7', '3'] -> ((3/7 + 3) / (8/7 - (7/8 / 7/8)))
[97551] ['1/3', '7/9', '6/5', '2', '5/2'] -> (2 / (7/9 - (5/2 * (1/3 / 6/5))))
[97552] ['5/8', '5/8', '1', '9/8', '7/4'] -> ((7/4 + (5/8 + 5/8)) / (9/8 - 1))
[97553] ['4/7', '3/4', '7/9', '9/5', '5'] -> (5 * (3/4 + (9/5 / (4/7 * 7/9))))
[97554] ['1/5', '4/7', '7/8', '5/4', '7'] -> (7/8 * ((7 / (1/5 * 5/4)) - 4/7))
[97555] ['1/8', '5/8', '9/7', '5/3', '4'] -> (4 / (((5/8 / 9/7) / 5/3) - 1/8))
[97556] ['1/3', '7/9', '6/5', '2', '8/3'] -> (8/3 / ((7/9 / 2) - (1/3 / 6/5)))
[97557] ['2/9', '2/9', '3/5', '7/8', '8'] -> ((8 - 2/9) / (7/8 * (2/9 / 3/5)))
[97558] ['2/7', '3/8', '2/3', '3/2', '7'] -> (((2/7 + (2/3 * 3/2)) * 7) / 3/8)
[97559] ['4/7', '3/4', '7/9', '9/4', '5'] -> ((((5 * 9/4) / 7/9) - 3/4) / 4/7)
[97560] ['1/8', '2/9', '3/4', '9/5', '6'] -> ((6 / (2/9 * 9/5)) / (3/4 - 1/8))
[97561] ['5/8', '5/8', '1', '9/8', '9/4'] -> (9/4 / ((5/8 * (5/8 + 9/8)) - 1))
[97562] ['2/9', '2/3', '2/3', '9/5', '4'] -> (((9/5 * (4 - 2/3)) - 2/3) / 2/9)
[97563] ['1/5', '3/7', '4/5', '9/2', '9'] -> (4/5 / ((9/2 / 9) - (1/5 / 3/7)))
[97564] ['3/7', '7/8', '7/8', '5/4', '3'] -> (3 / ((5/4 / 7/8) - (3/7 + 7/8)))
[97565] ['1/8', '4/5', '3/2', '3', '7/2'] -> (4/5 * ((3 / 3/2) + (7/2 / 1/8)))
[97566] ['1/5', '4/7', '7/8', '4/3', '7'] -> ((7 / 1/5) / ((4/3 / 4/7) - 7/8))
[97567] ['5/8', '5/8', '1', '9/8', '7/3'] -> (1 / ((5/8 + 5/8) + (9/8 - 7/3)))
[97568] ['2/9', '2/3', '2/3', '9/4', '4'] -> (((4 * (2/3 * 9/4)) - 2/3) / 2/9)
[97569] ['1/9', '5/6', '6/7', '7/8', '7'] -> (5/6 / ((7/8 / (6/7 * 7)) - 1/9))
[97570] ['1/5', '3/7', '5/6', '5/6', '9'] -> ((((9 / 3/7) - 5/6) / 5/6) - 1/5)
[97571] ['1/8', '2/9', '7/9', '4/5', '6'] -> (((7/9 - (2/9 / 4/5)) * 6) / 1/8)
[97572] ['2/9', '2/9', '3/5', '8/7', '8'] -> (((8/7 * 3/5) / 2/9) * (8 - 2/9))
[97573] ['3/7', '7/8', '7/8', '4/3', '3'] -> ((3 / 3/7) / ((7/8 * 4/3) - 7/8))
[97574] ['5/8', '5/7', '6/5', '3/2', '3'] -> ((3 / 5/7) / ((6/5 / 3/2) - 5/8))
[97575] ['1/5', '4/7', '7/8', '3/2', '7'] -> (3/2 + (((7/8 + 7) * 4/7) / 1/5))
[97576] ['1/5', '3/7', '5/6', '6/7', '9'] -> (6/7 + (9 / (5/6 * (1/5 / 3/7))))
[97577] ['4/7', '3/4', '7/9', '7/2', '5'] -> (7/2 * ((4/7 * 3/4) + (5 / 7/9)))
[97578] ['4/7', '6/5', '5/4', '4/3', '4'] -> (4 / (4/7 * (4/3 - (5/4 / 6/5))))
[97579] ['2/9', '2/3', '5/7', '5/7', '4'] -> (2/3 / (((5/7 / 5/7) / 4) - 2/9))
[97580] ['2/7', '3/8', '2/3', '7/3', '7'] -> ((7/3 + (7 * (2/7 + 2/3))) / 3/8)
[97581] ['5/8', '5/7', '6/5', '8/5', '3'] -> (3 / ((5/8 / 5/7) - (6/5 / 8/5)))
[97582] ['1/8', '2/9', '7/9', '6/7', '6'] -> ((6 - ((6/7 * 7/9) / 2/9)) / 1/8)
[97583] ['4/7', '3/4', '7/9', '9/2', '5'] -> (9/2 * (5 + (7/9 * (4/7 * 3/4))))
[97584] ['3/7', '7/8', '7/8', '3/2', '3'] -> (3 / (3/7 * (7/8 - (7/8 / 3/2))))
[97585] ['2/9', '2/9', '3/5', '5/4', '8'] -> ((8 / (2/9 + 2/9)) / (3/5 * 5/4))
[97586] ['5/8', '5/8', '1', '8/7', '8/7'] -> ((1 + 8/7) / ((5/8 * 8/7) - 5/8))
[97587] ['1/8', '4/5', '5/3', '7/4', '3'] -> (3 / ((7/4 / 5/3) - (1/8 + 4/5)))
[97588] ['1/8', '5/8', '9/7', '7/2', '4'] -> ((9/7 * 7/2) * (4 / (1/8 + 5/8)))
[97589] ['1/9', '5/6', '6/7', '7/6', '7'] -> ((6/7 * 7) + ((5/6 + 7/6) / 1/9))
[97590] ['1/8', '2/9', '7/9', '7/8', '6'] -> (6 / ((1/8 + 2/9) + (7/9 - 7/8)))
[97591] ['2/7', '3/8', '5/7', '5/7', '7'] -> (((2/7 + (5/7 / 5/7)) * 7) / 3/8)
[97592] ['2/9', '2/3', '5/7', '4/5', '4'] -> ((4 / (2/9 * 5/7)) - (4/5 / 2/3))
[97593] ['1/3', '7/9', '5/4', '9/5', '2'] -> (2 / ((7/9 / 1/3) - (5/4 * 9/5)))
[97594] ['1/5', '4/7', '7/8', '7/3', '7'] -> (7 / ((7/8 / 1/5) - (7/3 / 4/7)))
[97595] ['5/8', '5/8', '1', '8/7', '7/6'] -> ((1 + 8/7) / (5/8 - (5/8 / 7/6)))
[97596] ['2/7', '3/8', '5/7', '5/6', '7'] -> (5/7 / ((2/7 - 3/8) + (5/6 / 7)))
[97597] ['2/9', '2/3', '5/7', '5/6', '4'] -> ((2/3 + ((4 * 5/6) / 5/7)) / 2/9)
[97598] ['2/9', '2/9', '3/5', '5/3', '8'] -> (8 / (3/5 - ((2/9 + 2/9) / 5/3)))
[97599] ['3/7', '7/8', '7/8', '7/4', '3'] -> (3 / ((7/8 / 7/4) - (3/7 * 7/8)))
[97600] ['1/2', '8/9', '7/5', '7/2', '9'] -> ((8/9 * 9) * (1/2 + (7/2 / 7/5)))
[97601] ['1/5', '3/7', '5/6', '8/7', '9'] -> (((9 + (8/7 / 5/6)) / 3/7) - 1/5)
[97602] ['4/7', '6/5', '5/4', '9/5', '4'] -> (6/5 / ((4 / 5/4) - (9/5 / 4/7)))
