[59098] ['1/9', '1/7', '4/5', '9/5', '7'] -> (((7 - 4/5) / (1/7 * 9/5)) - 1/9)
[77187] ['1/6', '5/6', '9/7', '8/3', '9'] -> ((9/7 + 9) * ((5/6 / 1/6) - 8/3))
[77188] ['2/7', '3/8', '5/8', '7/3', '5'] -> (((7/3 + 5) / 2/7) - (5/8 / 3/8))
[77189] ['2/5', '7/6', '7/6', '9/5', '4'] -> (4 / (9/5 - (7/6 + (2/5 * 7/6))))
[77190] ['1/5', '7/9', '7/6', '9/4', '5'] -> ((7/6 / (1/5 - (7/9 / 5))) - 9/4)
[77191] ['1/8', '1/4', '5/9', '7/8', '3'] -> ((5/9 + 3) * ((7/8 / 1/8) - 1/4))
[77192] ['1/9', '2/5', '2/3', '6/7', '7'] -> ((2/3 + (6/7 * 7)) / (1/9 / 2/5))
[77193] ['2/7', '3/8', '5/8', '5/2', '5'] -> (((5/2 / (2/7 * 5/8)) - 5) / 3/8)
[77194] ['3/7', '3/7', '1/2', '9/4', '3'] -> (3 / ((1/2 * 9/4) - (3/7 / 3/7)))
[77195] ['1/9', '5/8', '8/5', '8/5', '5'] -> ((8/5 + (8/5 / 1/9)) + (5 / 5/8))
[77196] ['1/6', '5/6', '9/7', '7/2', '9'] -> ((9/7 + 9) * (7/2 * (5/6 - 1/6)))
[77197] ['5/9', '8/9', '8/7', '3/2', '4'] -> (4 / (3/2 - (5/9 + (8/9 / 8/7))))
[77198] ['1/7', '1/2', '7/8', '9/2', '5'] -> ((9/2 / 7/8) / ((1/7 * 5) - 1/2))
[77199] ['2/5', '7/6', '7/6', '5/2', '4'] -> ((4 / (2/5 / 5/2)) - (7/6 / 7/6))
[77200] ['3/7', '3/7', '1/2', '7/3', '3'] -> ((3/7 + (3 / 7/3)) / (1/2 - 3/7))
[77201] ['1/9', '5/8', '8/5', '5/3', '5'] -> ((8/5 * (5/8 + 5)) + (5/3 / 1/9))
[77202] ['1/8', '1/5', '7/4', '7/4', '4'] -> (((7/4 / 1/5) - (7/4 + 4)) / 1/8)
[77203] ['2/7', '3/8', '5/8', '8/3', '5'] -> (5 / ((2/7 * (8/3 - 5/8)) - 3/8))
[77204] ['1/7', '1/2', '8/9', '9/8', '5'] -> ((5 + (9/8 / (1/7 / 8/9))) / 1/2)
[77205] ['1/5', '4/9', '4/9', '9/8', '8'] -> ((4/9 + (4/9 / 1/5)) * (9/8 * 8))
[77206] ['2/5', '7/6', '7/6', '7/2', '4'] -> (4 * (7/2 + (7/6 / (2/5 * 7/6))))
[77207] ['5/9', '8/9', '8/7', '5/3', '4'] -> ((8/9 / ((5/9 + 8/7) - 5/3)) - 4)
[77208] ['2/7', '3/8', '5/8', '9/2', '5'] -> ((9/2 * (5/8 + 5)) - (3/8 / 2/7))
[77209] ['1/9', '5/8', '8/5', '9/5', '5'] -> ((5 / (1/9 * 9/5)) - (5/8 * 8/5))
[77210] ['5/9', '8/9', '8/7', '7/4', '4'] -> ((8/7 * 7/4) * (4 / (8/9 - 5/9)))
[77211] ['4/7', '1', '9/7', '5/3', '5/3'] -> (9/7 / ((5/3 / (1 + 5/3)) - 4/7))
[77212] ['2/5', '7/6', '7/6', '4', '9/2'] -> (4 / ((2/5 * (9/2 - 7/6)) - 7/6))
[77213] ['2/7', '3/8', '2/3', '2/3', '5'] -> (5 / ((2/3 / (2/7 / 3/8)) - 2/3))
[77214] ['3/7', '3/7', '5/9', '3/5', '3'] -> ((3/7 + 3) / (3/5 * (3/7 * 5/9)))
[77215] ['1/7', '1/2', '8/9', '6/5', '5'] -> ((5 / (1/7 * (1/2 + 8/9))) - 6/5)
[77216] ['1/9', '5/7', '9/8', '8/5', '6'] -> (((6 / 9/8) - 8/5) / (1/9 / 5/7))
[77217] ['1/8', '1/5', '9/5', '9/5', '4'] -> (9/5 / ((1/8 * (4 - 9/5)) - 1/5))
[77218] ['3/7', '3/7', '5/9', '5/8', '3'] -> (3 / ((5/8 / 5/9) - (3/7 / 3/7)))
[77219] ['1/5', '7/9', '6/5', '8/5', '5'] -> (8/5 / ((1/5 * 5) - (7/9 * 6/5)))
[77220] ['1/9', '2/5', '2/3', '3/2', '7'] -> (3/2 + (7 / (2/5 * (1/9 + 2/3))))
[77221] ['1/8', '1/8', '4/9', '4/5', '4'] -> ((4/5 - 1/8) / (1/8 / (4/9 + 4)))
[77222] ['4/7', '1', '9/7', '5/3', '7/3'] -> ((1 + 9/7) / (7/3 - (4/7 + 5/3)))
[77223] ['1/9', '5/7', '9/8', '5/3', '6'] -> ((6 + (5/3 / (1/9 * 5/7))) / 9/8)
[77224] ['1/9', '5/8', '5/3', '5/3', '5'] -> ((5 - (5/3 + 5/3)) / (1/9 * 5/8))
[77225] ['1/8', '1/8', '4/9', '5/6', '4'] -> ((5/6 + (1/8 * 4)) / (1/8 * 4/9))
[77226] ['5/9', '8/9', '8/7', '7/3', '4'] -> (8/9 / (4 - (7/3 * (5/9 + 8/7))))
[77227] ['4/7', '1', '9/7', '5/3', '5/2'] -> ((1 + 9/7) / ((5/3 / 5/2) - 4/7))
[77228] ['1/9', '2/5', '2/3', '7/4', '7'] -> (2/3 / ((1/9 / 2/5) - (7/4 / 7)))
[77229] ['1/8', '1/8', '4/9', '6/7', '4'] -> (4 / (6/7 * (4/9 - (1/8 + 1/8))))
[77230] ['1/5', '4/9', '4/9', '7/4', '8'] -> (8 * ((4/9 / 1/5) + (4/9 * 7/4)))
[77231] ['1/7', '1/2', '8/9', '4/3', '5'] -> (((5 - (4/3 / 8/9)) / 1/7) - 1/2)
[77232] ['3/7', '3/7', '5/9', '3/4', '3'] -> ((3/7 / ((3/7 / 3/4) - 5/9)) - 3)
[77233] ['1/9', '2/5', '2/3', '9/5', '7'] -> ((7 / (1/9 / 2/5)) - (2/3 * 9/5))
[77234] ['2/7', '3/8', '2/3', '5/6', '5'] -> (5 / (((5/6 - 2/3) / 2/7) - 3/8))
[77235] ['4/7', '1', '9/7', '5/3', '7/2'] -> ((1 + 9/7) / (4/7 - (5/3 / 7/2)))
[77236] ['1/9', '5/7', '9/8', '9/5', '6'] -> ((6 - 9/5) / (9/8 * (1/9 / 5/7)))
[77237] ['1/6', '5/6', '8/5', '7/4', '9'] -> (8/5 / ((7/4 / (5/6 * 9)) - 1/6))
[77238] ['1/5', '7/9', '6/5', '9/4', '5'] -> ((6/5 * 9/4) * (5 + (7/9 / 1/5)))
[77239] ['5/9', '8/9', '8/7', '8/3', '4'] -> (8/9 / (5/9 - (8/3 / (8/7 + 4))))
[77240] ['1/8', '1/5', '9/4', '8/3', '4'] -> ((9/4 / (1/8 / 1/5)) * (8/3 + 4))
[77241] ['1/9', '5/8', '5/3', '7/2', '5'] -> (5 / ((5/3 * 7/2) - (5/8 / 1/9)))
[77242] ['1/5', '4/9', '4/9', '7/3', '8'] -> (8 / ((4/9 / 1/5) + (4/9 - 7/3)))
[77243] ['5/9', '8/9', '8/7', '7/2', '4'] -> ((4 + (8/7 * 7/2)) / (8/9 - 5/9))
[77244] ['3/7', '3/7', '5/9', '4/5', '3'] -> ((3/7 / ((5/9 * 4/5) - 3/7)) - 3)
[77245] ['1/6', '5/6', '8/5', '7/3', '9'] -> ((8/5 * 9) * (7/3 + (1/6 - 5/6)))
[77246] ['1/8', '1/5', '9/4', '7/2', '4'] -> (((4 / (7/2 - 9/4)) - 1/5) / 1/8)
[77247] ['1/5', '7/9', '6/5', '8/3', '5'] -> ((5 * (1/5 + 6/5)) / (7/9 / 8/3))
[77248] ['1/6', '5/6', '8/5', '7/2', '9'] -> (9 / (7/2 - (5/6 / (1/6 * 8/5))))
[77249] ['1/7', '1/2', '8/9', '5/3', '5'] -> (((5 / 1/7) - 5/3) / (1/2 + 8/9))
[77250] ['1/9', '5/8', '7/4', '9/5', '5'] -> ((9/5 / 1/9) + (5 + (7/4 / 5/8)))
[77251] ['4/7', '1', '9/7', '7/4', '9/5'] -> (9/7 / ((7/4 / (1 + 9/5)) - 4/7))
[77252] ['1/5', '4/9', '4/9', '9/2', '8'] -> (9/2 * (8 - (4/9 + (4/9 / 1/5))))
[77253] ['1/8', '1/4', '4/7', '9/8', '3'] -> (3 * (1/8 + (9/8 / (1/4 * 4/7))))
[77254] ['5/9', '8/9', '7/6', '6/5', '4'] -> (4 / ((8/9 / (5/9 * 6/5)) - 7/6))
[77255] ['2/5', '7/6', '5/4', '7/5', '4'] -> (4 / (2/5 * (5/4 - (7/6 / 7/5))))
[77256] ['1/8', '1/5', '7/3', '5/2', '4'] -> ((5/2 / (1/5 - 1/8)) - (7/3 * 4))
[77257] ['2/7', '3/8', '2/3', '9/7', '5'] -> ((5 - (2/7 - 9/7)) / (3/8 * 2/3))
[77258] ['2/7', '8/5', '2', '7/3', '7/2'] -> ((7/3 * (8/5 * 2)) * (7/2 - 2/7))
[77259] ['3/7', '3/7', '5/9', '9/8', '3'] -> ((3/7 + 3) / (9/8 * (5/9 - 3/7)))
[77260] ['1/9', '2/5', '5/7', '3/4', '7'] -> ((5/7 / 3/4) * (7 / (1/9 / 2/5)))
[77261] ['1/6', '5/6', '7/4', '7/4', '9'] -> (((5/6 * 9) - (7/4 + 7/4)) / 1/6)
[77262] ['5/9', '8/9', '7/6', '4/3', '4'] -> (4 / ((7/6 - 4/3) - (5/9 - 8/9)))
[77263] ['1/9', '5/8', '7/4', '7/3', '5'] -> ((7/3 - 1/9) / (5/8 / (7/4 + 5)))
[77264] ['1/5', '7/9', '5/4', '9/7', '5'] -> ((5 + (7/9 * 9/7)) / (1/5 * 5/4))
[77265] ['1/8', '1/4', '4/7', '5/4', '3'] -> (3 + ((1/4 + 5/4) / (1/8 * 4/7)))
[77266] ['1/7', '1/2', '8/9', '9/4', '5'] -> ((9/4 / (1/7 / 8/9)) + (5 / 1/2))
[77267] ['2/5', '7/6', '5/4', '9/4', '4'] -> (2/5 / (((4 - 7/6) / 5/4) - 9/4))
[77268] ['1/6', '5/6', '7/4', '9/5', '9'] -> ((7/4 / 1/6) + (9 * (5/6 * 9/5)))
[77269] ['2/7', '3/8', '2/3', '3/2', '5'] -> (5 / ((3/8 / (2/7 * 3/2)) - 2/3))
[77270] ['1/8', '1/8', '4/9', '8/5', '4'] -> ((4 / ((1/8 / 4/9) - 1/8)) - 8/5)
[77271] ['2/7', '8/5', '2', '5/2', '8/3'] -> ((5/2 * 8/3) * ((8/5 / 2/7) - 2))
[77272] ['1/6', '5/6', '7/4', '5/2', '9'] -> (((5/6 + 5/2) * (9 - 7/4)) - 1/6)
[77273] ['1/8', '1/8', '4/9', '7/4', '4'] -> ((4 / 4/9) + ((1/8 + 7/4) / 1/8))
[77274] ['1/9', '2/5', '5/7', '5/6', '7'] -> ((5/7 - (2/5 * 5/6)) / (1/9 / 7))
[77275] ['3/7', '3/7', '5/9', '5/4', '3'] -> ((3/7 / ((5/9 / 5/4) - 3/7)) - 3)
[77276] ['2/5', '7/6', '5/4', '8/3', '4'] -> (4 / ((8/3 * (2/5 * 5/4)) - 7/6))
[77277] ['1/5', '4/9', '1/2', '3/4', '8'] -> ((4/9 / 3/4) * (1/2 + (8 / 1/5)))
[77278] ['3/7', '3/7', '5/9', '9/7', '3'] -> (((3 / 3/7) - 9/7) / (3/7 * 5/9))
[77279] ['1/9', '5/8', '7/4', '9/2', '5'] -> (5/8 + (9/2 * (5 + (1/9 * 7/4))))
[77280] ['1/8', '1/8', '4/9', '9/4', '4'] -> ((4 / 1/8) - (9/4 / (1/8 / 4/9)))
[77281] ['2/7', '3/8', '2/3', '9/4', '5'] -> (((9/4 / (2/7 * 3/8)) - 5) / 2/3)
[77282] ['2/7', '8/5', '2', '8/3', '8/3'] -> ((8/5 + 2) * ((8/3 / 2/7) - 8/3))
[77283] ['1/5', '4/9', '1/2', '5/6', '8'] -> ((8 * (1/5 * 5/6)) / (1/2 - 4/9))
[77284] ['1/9', '5/7', '8/7', '7/5', '6'] -> (8/7 * ((7/5 / 1/9) + (6 / 5/7)))
[77285] ['1/5', '7/9', '5/4', '5/3', '5'] -> (((5 / 1/5) - 5/3) / (7/9 * 5/4))
[77286] ['1/7', '1/2', '8/9', '7/2', '5'] -> (8/9 * ((1/2 * 5) + (7/2 / 1/7)))
[77287] ['1/9', '2/5', '5/7', '8/9', '7'] -> (((1/9 + 7) / (2/5 * 5/7)) - 8/9)
[77288] ['1/9', '5/8', '9/5', '9/5', '5'] -> (9/5 / ((1/9 * 9/5) - (5/8 / 5)))
[77289] ['3/7', '3/7', '5/9', '4/3', '3'] -> ((3/7 / ((3/7 * 4/3) - 5/9)) - 3)
[77290] ['1/8', '2/9', '2/9', '2/5', '4'] -> (4 + ((2/9 / 2/5) / (1/8 * 2/9)))
[77291] ['2/7', '8/5', '2', '8/3', '7/2'] -> ((8/5 * (2 + 8/3)) * (7/2 - 2/7))
[77292] ['2/5', '7/6', '9/7', '4/3', '4'] -> ((4/3 / (2/5 * (9/7 - 7/6))) - 4)
[77293] ['1/6', '5/6', '9/4', '7/2', '9'] -> (((5/6 + 9/4) / 1/6) - (7/2 - 9))
[77294] ['1/5', '7/9', '5/4', '7/4', '5'] -> ((5/4 - (7/4 / 7/9)) + (5 / 1/5))
[77295] ['1/7', '1/2', '9/8', '9/8', '5'] -> ((5 + (9/8 / (1/7 * 9/8))) / 1/2)
[77296] ['1/8', '1/8', '4/9', '7/2', '4'] -> ((4 / 1/8) - (1/8 + (7/2 / 4/9)))
[77297] ['2/7', '3/8', '2/3', '9/2', '5'] -> (3/8 + ((9/2 * 5) / (2/7 + 2/3)))
[77298] ['1/8', '1/8', '4/9', '4', '9/2'] -> ((4 + (4/9 * 9/2)) / (1/8 + 1/8))
[77299] ['2/5', '7/6', '9/7', '8/5', '4'] -> ((9/7 * 8/5) * (4 / (2/5 / 7/6)))
[77300] ['1/9', '5/7', '8/7', '9/5', '6'] -> ((8/7 * 6) / ((5/7 / 9/5) - 1/9))
[77301] ['1/6', '6/7', '6/7', '6/7', '9'] -> ((6/7 + 6/7) / (1/6 - (6/7 / 9)))
[77302] ['1/8', '2/9', '2/9', '3/5', '4'] -> ((4 + (2/9 / 2/9)) / (1/8 / 3/5))
[77303] ['2/7', '8/5', '2', '7/2', '9/2'] -> (8/5 * ((2 / 2/7) + (7/2 + 9/2)))
[77304] ['5/9', '8/9', '6/5', '9/7', '4'] -> ((4 / ((5/9 + 8/9) - 9/7)) - 6/5)
[77305] ['1/5', '4/9', '1/2', '7/6', '8'] -> (((1/2 / 1/5) - 7/6) / (4/9 / 8))
[77306] ['2/7', '3/8', '5/7', '7/9', '5'] -> ((5/7 / 5) / ((3/8 * 7/9) - 2/7))
[77307] ['1/7', '1/2', '9/8', '5/4', '5'] -> (((5 - 5/4) / 1/7) - (9/8 / 1/2))
[77308] ['5/9', '8/9', '6/5', '7/5', '4'] -> ((6/5 * 4) / ((8/9 / 5/9) - 7/5))
[77309] ['1/9', '2/5', '5/7', '9/7', '7'] -> ((7 - (1/9 * 9/7)) / (2/5 * 5/7))
[77310] ['1/9', '5/7', '8/7', '7/2', '6'] -> (((5/7 / 1/9) + (7/2 * 6)) / 8/7)
[77311] ['2/7', '3/8', '5/7', '6/7', '5'] -> (6/7 / ((5/7 / 5) - (2/7 * 3/8)))
[77312] ['5/9', '8/9', '6/5', '3/2', '4'] -> (4 / (3/2 - (8/9 / (5/9 * 6/5))))
[77313] ['1/9', '5/8', '9/5', '9/2', '5'] -> ((5 / 1/9) / ((9/2 / 9/5) - 5/8))
[77314] ['1/8', '1/8', '1/2', '7/9', '4'] -> (4 / ((7/9 * (1/2 - 1/8)) - 1/8))
[77315] ['1/9', '2/5', '5/7', '4/3', '7'] -> ((5/7 * 4/3) * (7 / (1/9 / 2/5)))
[77316] ['4/7', '1', '9/7', '9/4', '8/3'] -> ((1 + 9/7) * (8/3 / (4/7 / 9/4)))
[77317] ['1/7', '1/2', '9/8', '9/7', '5'] -> (9/7 / ((1/7 * (5 - 9/8)) - 1/2))
[77318] ['1/8', '2/9', '2/9', '4/5', '4'] -> (4/5 * (((4 - 2/9) / 1/8) - 2/9))
[77319] ['2/5', '7/6', '9/7', '7/2', '4'] -> ((4 / (2/5 * 7/2)) / (9/7 - 7/6))
[77320] ['1/6', '6/7', '6/7', '9/8', '9'] -> ((6/7 / 6/7) / (1/6 - (9/8 / 9)))
[77321] ['3/7', '3/7', '5/9', '7/3', '3'] -> ((7/3 - 3/7) * (3 / (3/7 * 5/9)))
[77322] ['1/9', '5/7', '8/7', '9/2', '6'] -> (6 / (1/9 + ((5/7 / 8/7) / 9/2)))
[77323] ['2/7', '5/3', '5/3', '9/5', '2'] -> (9/5 * (5/3 + (2 / (2/7 / 5/3))))
[77324] ['1/5', '4/9', '1/2', '7/5', '8'] -> ((8 + (7/5 / 1/2)) / (1/5 / 4/9))
[77325] ['5/9', '8/9', '6/5', '5/3', '4'] -> ((6/5 * 5/3) * (4 / (8/9 - 5/9)))
[77326] ['1/6', '6/7', '6/7', '8/7', '9'] -> (8/7 / ((1/6 * 6/7) - (6/7 / 9)))
[77327] ['1/8', '2/9', '2/9', '6/7', '4'] -> (4 / (6/7 * (2/9 - (1/8 * 2/9))))
[77328] ['1/8', '1/8', '1/2', '9/7', '4'] -> (4 / (((1/2 - 1/8) / 9/7) - 1/8))
[77329] ['1/9', '5/8', '9/4', '7/3', '5'] -> ((7/3 / 1/9) / ((5/8 * 5) - 9/4))
[77330] ['1/9', '5/7', '7/6', '7/6', '6'] -> (6 + ((7/6 + (5/7 * 7/6)) / 1/9))
[77331] ['2/5', '7/6', '4/3', '5/3', '4'] -> (4 / ((7/6 / 5/3) - (2/5 * 4/3)))
[77332] ['1/5', '4/9', '1/2', '8/5', '8'] -> ((8/5 / (1/2 - (1/5 / 4/9))) - 8)
[77333] ['1/7', '1/2', '9/8', '3/2', '5'] -> (5 / (1/7 * (9/8 + (1/2 / 3/2))))
[77334] ['2/7', '3/8', '5/7', '7/6', '5'] -> (5 / ((2/7 + 3/8) + (5/7 - 7/6)))
[77335] ['1/8', '2/9', '2/9', '8/7', '4'] -> (4 / ((2/9 / 8/7) - (1/8 * 2/9)))
[77336] ['4/7', '1', '9/7', '7/3', '5/2'] -> ((1 + 9/7) / (4/7 * (5/2 - 7/3)))
[77337] ['1/6', '6/7', '6/7', '4/3', '9'] -> (4/3 / (1/6 - ((6/7 / 6/7) / 9)))
[77338] ['1/9', '5/8', '7/3', '7/3', '5'] -> ((7/3 * (7/3 + (5 / 5/8))) - 1/9)
[77339] ['1/5', '4/9', '1/2', '7/4', '8'] -> ((8 / 4/9) / ((1/2 / 1/5) - 7/4))
[77340] ['4/7', '1', '9/7', '7/3', '8/3'] -> ((9/7 * 8/3) / (4/7 - (1 / 7/3)))
[77341] ['3/7', '3/7', '4/7', '3/5', '3'] -> ((3/7 + 3) / ((3/7 / 3/5) - 4/7))
[77342] ['5/9', '8/9', '6/5', '8/3', '4'] -> ((6/5 / (8/9 - 5/9)) * (8/3 + 4))
[77343] ['1/9', '5/7', '7/6', '9/7', '6'] -> ((5/7 + 9/7) / ((7/6 / 6) - 1/9))
[77344] ['1/9', '5/8', '7/3', '5/2', '5'] -> (5 / ((7/3 * 5/2) - (5/8 / 1/9)))
[77345] ['4/7', '1', '9/7', '7/3', '7/2'] -> ((1 + 9/7) / ((7/3 / 7/2) - 4/7))
[77346] ['1/9', '2/5', '5/7', '7/3', '7'] -> ((5/7 / (1/9 / 2/5)) * (7/3 + 7))
[77347] ['1/6', '6/7', '6/7', '5/3', '9'] -> (9 * ((1/6 * 6/7) + (6/7 + 5/3)))
[77348] ['5/9', '8/9', '6/5', '7/2', '4'] -> (8/9 / (4 - (7/2 + (5/9 / 6/5))))
[77349] ['2/7', '3/8', '5/7', '9/4', '5'] -> ((5 - (2/7 + 5/7)) / (3/8 / 9/4))
[77350] ['1/8', '1/8', '5/9', '5/8', '4'] -> (((1/8 + 4) - (5/8 / 5/9)) / 1/8)
[77351] ['1/7', '1/2', '9/8', '7/3', '5'] -> ((5 / (1/7 * 7/3)) / (9/8 - 1/2))
[77352] ['1/8', '2/9', '2/9', '8/5', '4'] -> (4 / ((1/8 * 2/9) + (2/9 / 8/5)))
[77353] ['1/9', '5/8', '5/2', '5/2', '5'] -> (((5/2 / 1/9) - (5/2 + 5)) / 5/8)
[77354] ['4/7', '1', '9/7', '5/2', '7/2'] -> ((5/2 + 7/2) / (4/7 / (1 + 9/7)))
[77355] ['1/8', '1/8', '5/9', '5/7', '4'] -> (4 / (5/9 * (1/8 + (1/8 / 5/7))))
[77356] ['1/5', '4/9', '1/2', '7/2', '8'] -> ((7/2 + (1/2 / 1/5)) + (8 / 4/9))
[77357] ['2/5', '7/6', '7/5', '7/4', '4'] -> ((4 / (2/5 / 7/5)) / (7/4 - 7/6))
[77358] ['1/9', '5/8', '5/2', '7/2', '5'] -> ((5/2 / (1/9 * 5/8)) / (5 - 7/2))
[77359] ['1/8', '2/9', '2/9', '5/3', '4'] -> ((4 + (2/9 / 2/9)) / (1/8 * 5/3))
[77360] ['1/9', '5/7', '7/6', '3/2', '6'] -> (6 + ((5/7 + (3/2 / 7/6)) / 1/9))
[77361] ['1/8', '1/8', '5/9', '3/4', '4'] -> (4 / ((5/9 * 3/4) - (1/8 + 1/8)))
[77362] ['2/7', '5/3', '7/4', '2', '7/3'] -> (2 / ((7/4 * (5/3 - 2/7)) - 7/3))
[77363] ['5/9', '8/9', '5/4', '4/3', '4'] -> (4 / (5/4 - ((5/9 + 8/9) / 4/3)))
[77364] ['2/7', '3/8', '5/7', '9/2', '5'] -> ((5 * (2/7 / 3/8)) / (5/7 / 9/2))
[77365] ['1/7', '1/2', '9/8', '8/3', '5'] -> (((5 / (1/7 * 8/3)) - 9/8) / 1/2)
[77366] ['1/6', '6/7', '6/7', '7/3', '9'] -> ((7/3 / 1/6) + (9 + (6/7 / 6/7)))
[77367] ['4/7', '1', '9/7', '8/3', '8/3'] -> (9/7 / (((8/3 - 1) / 8/3) - 4/7))
[77368] ['1/9', '2/5', '5/7', '9/2', '7'] -> ((7 / (2/5 * 5/7)) - (1/9 * 9/2))
[77369] ['1/9', '5/8', '8/3', '8/3', '5'] -> (((5 / 5/8) - (8/3 + 8/3)) / 1/9)
[77370] ['2/7', '3/8', '3/4', '3/4', '5'] -> (((3/8 / 3/4) + (5 / 2/7)) / 3/4)
[77371] ['5/9', '8/9', '5/4', '7/5', '4'] -> (4 / ((5/4 * (7/5 - 5/9)) - 8/9))
[77372] ['1/9', '5/7', '7/6', '5/3', '6'] -> (6 + (5/3 / (7/6 * (1/9 * 5/7))))
[77373] ['1/7', '1/2', '9/8', '7/2', '5'] -> (((1/2 * 5) + (7/2 / 1/7)) / 9/8)
[77374] ['1/8', '1/8', '5/9', '6/7', '4'] -> (4 / (6/7 * (1/8 + (1/8 * 5/9))))
[77375] ['1/9', '2/5', '3/4', '3/4', '7'] -> (7 / (1/9 * (3/4 + (3/4 / 2/5))))
[77376] ['2/7', '3/8', '3/4', '7/9', '5'] -> (5 / (3/8 - (7/9 * (2/7 * 3/4))))
[77377] ['2/7', '5/3', '9/5', '9/5', '2'] -> (5/3 * (9/5 + (2 / (2/7 / 9/5))))
[77378] ['1/5', '4/9', '5/9', '3/4', '8'] -> ((8 / (1/5 / 4/9)) / (5/9 / 3/4))
[77379] ['5/9', '8/9', '5/4', '8/5', '4'] -> ((5/4 * 8/5) * (4 / (8/9 - 5/9)))
[77380] ['2/5', '7/6', '3/2', '5/3', '4'] -> (4 / (7/6 - (5/3 * (2/5 * 3/2))))
[77381] ['3/7', '3/7', '4/7', '6/5', '3'] -> ((4/7 * 3) / (3/7 - (3/7 / 6/5)))
[77382] ['1/9', '2/5', '3/4', '5/6', '7'] -> ((3/4 * 7) + (5/6 / (1/9 * 2/5)))
[77383] ['1/7', '1/2', '8/7', '6/5', '5'] -> ((8/7 * 6/5) * (5 / (1/7 / 1/2)))
[77384] ['4/7', '1', '9/7', '7/2', '9/2'] -> ((9/7 / (1 - 4/7)) * (7/2 + 9/2))
[77385] ['2/5', '7/6', '3/2', '7/4', '4'] -> (4 / ((7/6 / (2/5 * 7/4)) - 3/2))
[77386] ['1/8', '1/4', '5/8', '7/3', '3'] -> (((3 * (7/3 - 1/8)) - 5/8) / 1/4)
[77387] ['1/8', '2/9', '1/4', '2/5', '4'] -> (4 / (2/9 * (1/8 + (1/4 / 2/5))))
[77388] ['2/7', '3/8', '3/4', '4/5', '5'] -> (5 * ((3/4 / 3/8) + (4/5 / 2/7)))
[77389] ['1/9', '5/8', '7/2', '9/2', '5'] -> ((7/2 - (1/9 * 9/2)) / (5/8 / 5))
[77390] ['1/6', '6/7', '7/8', '8/7', '9'] -> ((9 + ((6/7 + 8/7) / 1/6)) / 7/8)
[77391] ['1/8', '2/9', '1/4', '3/7', '4'] -> ((1/4 / 3/7) * (4 / (2/9 - 1/8)))
[77392] ['1/7', '1/2', '8/7', '7/5', '5'] -> ((7/5 - (1/7 - 8/7)) / (1/2 / 5))
[77393] ['2/7', '5/3', '9/5', '2', '5/2'] -> ((9/5 * 5/2) * ((2 / 2/7) - 5/3))
[77394] ['1/5', '7/9', '4/3', '4/3', '5'] -> ((7/9 - (4/3 * 4/3)) + (5 / 1/5))
[77395] ['4/7', '1', '4/3', '4/3', '3/2'] -> (1 / ((4/3 + 4/3) - (3/2 / 4/7)))
[77396] ['2/7', '3/8', '3/4', '5/6', '5'] -> (3/8 + ((3/4 + (5 / 5/6)) / 2/7))
[77397] ['1/7', '1/2', '8/7', '5/3', '5'] -> (8/7 / ((5/3 / 5) - (1/7 / 1/2)))
[77398] ['5/9', '8/9', '5/4', '8/3', '4'] -> ((8/3 * 4) / (8/9 - (5/9 / 5/4)))
[77399] ['1/5', '7/9', '4/3', '7/5', '5'] -> ((5 + ((4/3 + 7/5) / 1/5)) / 7/9)
[77400] ['3/7', '3/7', '4/7', '5/3', '3'] -> ((3/7 + 3) / ((3/7 * 5/3) - 4/7))
[77401] ['1/9', '5/7', '6/5', '6/5', '6'] -> ((6/5 / (5/7 - (1/9 * 6))) - 6/5)
[77402] ['1/8', '1/4', '2/3', '6/7', '3'] -> (2/3 / (1/8 - ((1/4 / 6/7) / 3)))
[77403] ['1/8', '1/8', '5/9', '3/2', '4'] -> (4 / ((1/8 / 1/8) - (5/9 * 3/2)))
[77404] ['1/5', '4/9', '5/9', '7/6', '8'] -> (((7/6 - 5/9) / (1/5 / 8)) - 4/9)
[77405] ['2/7', '3/8', '3/4', '6/7', '5'] -> ((5 + (6/7 / (2/7 * 3/4))) / 3/8)
[77406] ['2/7', '5/3', '9/5', '2', '7/2'] -> ((5/3 * 9/5) * (7/2 * (2/7 + 2)))
[77407] ['1/9', '2/3', '2/3', '3/4', '5'] -> (2/3 / (2/3 - (1/9 * (3/4 + 5))))
[77408] ['3/7', '3/7', '4/7', '7/4', '3'] -> ((3/7 + 3/7) / (7/4 - (4/7 * 3)))
[77409] ['1/9', '2/5', '3/4', '9/8', '7'] -> ((2/5 * ((7 / 1/9) - 9/8)) - 3/4)
[77410] ['1/7', '1/2', '8/7', '9/4', '5'] -> ((5 - 8/7) / (9/4 * (1/7 * 1/2)))
[77411] ['2/7', '5/3', '9/5', '2', '9/2'] -> ((5/3 * (2/7 + 2)) * (9/5 + 9/2))
[77412] ['1/9', '5/7', '6/5', '5/4', '6'] -> (5/4 * ((6/5 / 1/9) + (6 / 5/7)))
[77413] ['2/7', '3/8', '3/4', '7/8', '5'] -> (((5 / 2/7) - (3/8 - 7/8)) / 3/4)
[77414] ['1/5', '4/9', '5/9', '5/4', '8'] -> (((4/9 / 5/4) + (5/9 * 8)) / 1/5)
