[256088] ['2/5', '7/6', '5/4', '9/7', '8'] -> ((((8 * 7/6) / 2/5) * 9/7) / 5/4)
[274642] ['1/4', '1/4', '3/7', '1', '9/8'] -> (1 / (((1/4 + 1/4) / 3/7) - 9/8))
[274643] ['1/9', '8/7', '7/6', '5/4', '2'] -> ((2 + (8/7 * 7/6)) / (1/9 * 5/4))
[274644] ['1/9', '2/9', '3/7', '1', '7/2'] -> (7/2 * (1 + ((2/9 + 3/7) / 1/9)))
[274645] ['3/7', '7/8', '5/4', '9/4', '8'] -> ((8 - (5/4 - 9/4)) / (3/7 * 7/8))
[274646] ['2/7', '7/8', '4/3', '5/2', '3'] -> (((4/3 * 3) + (5/2 / 7/8)) / 2/7)
[274647] ['1/6', '5/7', '1', '7/4', '5/2'] -> ((7/4 * ((5/2 / 1/6) - 5/7)) - 1)
[274648] ['2/9', '5/2', '5/2', '8/3', '6'] -> (5/2 * ((8/3 / 2/9) - (6 / 5/2)))
[274649] ['1/2', '7/9', '8/9', '9/8', '7'] -> (7 / (9/8 - (1/2 * (7/9 + 8/9))))
[274650] ['2/9', '3/7', '5/8', '7/8', '2'] -> (((5/8 + (7/8 / 3/7)) * 2) / 2/9)
[274651] ['1/9', '4/9', '3/5', '7/8', '6'] -> (6 / (7/8 - (4/9 / (1/9 + 3/5))))
[274652] ['1/5', '4/9', '5/7', '5/4', '7'] -> (1/5 + ((5/4 + (7 / 4/9)) / 5/7))
[274653] ['2/7', '7/8', '4/3', '3', '7/2'] -> (3 / (7/8 - (7/2 * (2/7 / 4/3))))
[274654] ['1/2', '7/9', '8/9', '7/6', '7'] -> (7 / ((7/9 / 8/9) - (1/2 * 7/6)))
[274655] ['1/4', '1/4', '3/7', '1', '5/4'] -> (((5/4 / (3/7 - 1/4)) - 1) / 1/4)
[274656] ['2/7', '3/8', '9/8', '8/5', '9'] -> (3/8 + ((9/8 + (9 / 8/5)) / 2/7))
[274657] ['1/9', '2/9', '4/9', '5/9', '1'] -> (1 + ((5/9 + (4/9 / 2/9)) / 1/9))
[274659] ['1/5', '4/9', '5/7', '9/7', '7'] -> (((7 - 5/7) / (1/5 * 9/7)) - 4/9)
[274658] ['3/7', '7/8', '5/4', '9/2', '8'] -> (7/8 + (5/4 * (8 + (9/2 / 3/7))))
[274660] ['2/7', '7/8', '4/3', '3', '9/2'] -> ((3 + (9/2 / (7/8 * 4/3))) / 2/7)
[274661] ['1/2', '7/9', '8/9', '6/5', '7'] -> ((6/5 * (7/9 + 7)) / (8/9 - 1/2))
[274662] ['2/5', '5/8', '9/5', '7/2', '9'] -> (9 / ((9/5 / 2/5) - (5/8 + 7/2)))
[274663] ['4/9', '7/8', '7/5', '5/3', '2'] -> (7/5 / (((2 - 4/9) / 5/3) - 7/8))
[274664] ['2/7', '7/8', '7/5', '7/5', '3'] -> (3 / (7/5 - (7/8 + (2/7 * 7/5))))
[274665] ['1/8', '6/7', '8/5', '5/3', '2'] -> ((8/5 + (2 / (6/7 * 5/3))) / 1/8)
[274666] ['1/6', '5/7', '1', '9/5', '7/3'] -> ((1 + (7/3 * (5/7 * 9/5))) / 1/6)
[274667] ['2/9', '8/3', '8/3', '8/3', '6'] -> ((8/3 + 8/3) / ((8/3 / 6) - 2/9))
[274668] ['2/9', '3/7', '5/8', '8/7', '2'] -> (3/7 / ((8/7 / (2 - 2/9)) - 5/8))
[274669] ['1/2', '7/9', '8/9', '9/7', '7'] -> ((9/7 * 7) / ((7/9 / 8/9) - 1/2))
[274670] ['2/7', '7/8', '7/5', '3/2', '3'] -> (3 / ((7/5 * (2/7 + 7/8)) - 3/2))
[274671] ['1/2', '7/9', '8/9', '4/3', '7'] -> ((4/3 * 7) / ((1/2 + 7/9) - 8/9))
[274672] ['2/9', '8/3', '8/3', '9/2', '6'] -> ((8/3 * 9/2) / (6 * (2/9 / 8/3)))
[274673] ['1/9', '8/7', '7/6', '2', '9/2'] -> ((2 / 1/9) + (9/2 * (8/7 * 7/6)))
[274674] ['1/5', '4/9', '5/7', '3/2', '7'] -> (3/2 + ((1/5 + (7 / 5/7)) / 4/9))
[274675] ['2/7', '7/8', '7/5', '5/3', '3'] -> (3 / ((7/8 / 5/3) - (2/7 * 7/5)))
[274676] ['1/9', '2/9', '4/9', '5/7', '1'] -> (4/9 / ((2/9 / (5/7 + 1)) - 1/9))
[274677] ['1/8', '6/7', '8/5', '9/5', '2'] -> (8/5 / (1/8 * (2 / 6/7)) - 9/5))
[274678] ['1/9', '8/7', '6/5', '6/5', '2'] -> (((6/5 + 2) / (1/9 * 8/7)) - 6/5)
[274679] ['2/7', '2/7', '3/4', '1', '6/5'] -> (2/7 / (1 - (3/4 + (2/7 / 6/5))))
[274680] ['3/7', '7/8', '9/7', '5/3', '8'] -> ((9/7 * 8) * (3/7 + (5/3 / 7/8)))
[274681] ['1/8', '6/7', '8/5', '2', '9/4'] -> (((9/4 + (2 / 8/5)) * 6/7) / 1/8)
[274682] ['2/5', '5/8', '7/3', '7/2', '9'] -> ((7/3 / 7/2) * (9 / (2/5 * 5/8)))
[274683] ['4/9', '7/8', '7/5', '2', '7/3'] -> ((2 + 7/3) / ((7/8 / 7/5) - 4/9))
[274684] ['1/9', '4/9', '3/5', '7/3', '6'] -> ((((1/9 + 7/3) * 6) / 3/5) - 4/9)
[274685] ['1/5', '4/9', '5/7', '7/4', '7'] -> ((1/5 + 7/4) + (7 / (4/9 * 5/7)))
[274686] ['1/9', '8/7', '6/5', '5/4', '2'] -> ((8/7 * 5/4) * ((2 / 1/9) - 6/5))
[274687] ['2/9', '3/7', '5/8', '9/7', '2'] -> (2 / (2/9 * (5/8 * 9/7)) - 3/7))
[274688] ['2/7', '2/7', '3/4', '1', '9/7'] -> ((1 + 9/7) / ((2/7 / 3/4) - 2/7))
[274689] ['2/7', '7/8', '7/5', '7/3', '3'] -> (3 / (7/5 * (7/8 / 7/3)) - 2/7))
[274690] ['3/7', '7/8', '9/7', '9/5', '8'] -> ((((7/8 * 8) - 9/7) * 9/5) / 3/7)
[274691] ['1/4', '1/4', '3/7', '1', '9/5'] -> (9/5 / (1/4 - (1/4 / (3/7 + 1))))
[274692] ['2/9', '7/2', '9/2', '9/2', '6'] -> ((7/2 + 9/2) / (2/9 * (6 - 9/2)))
[274693] ['2/7', '7/8', '7/5', '5/2', '3'] -> (3 / ((5/2 * (2/7 * 7/5)) - 7/8))
[274694] ['2/9', '3/7', '5/8', '4/3', '2'] -> (((2 / 3/7) - 4/3) / (2/9 * 5/8))
[274695] ['1/4', '1/4', '3/7', '1', '9/4'] -> (((9/4 / 3/7) - (1/4 - 1)) / 1/4)
[274696] ['1/9', '2/9', '4/9', '7/8', '1'] -> (1 / (1/9 * (7/8 - (2/9 / 4/9))))
[274697] ['2/9', '9/2', '9/2', '9/2', '6'] -> ((9/2 + (9/2 / 2/9)) - (9/2 / 6))
[274698] ['1/9', '8/7', '6/5', '9/7', '2'] -> (((8/7 + (2 / 6/5)) / 1/9) - 9/7)
[274699] ['2/9', '3/7', '5/8', '7/5', '2'] -> (2 / ((2/9 * 3/7) * 5/8) * 7/5))
[274700] ['1/6', '5/7', '1', '9/4', '7/3'] -> (1 / (1/6 * (9/4 / 7/3)) - 5/7))
[274701] ['1/2', '7/9', '9/8', '8/7', '7'] -> ((8/7 * 7) / (7/9 - (1/2 / 9/8)))
[274702] ['1/9', '2/9', '4/9', '1', '9/8'] -> ((1 + (4/9 / 2/9)) / (1/9 * 9/8))
[274703] ['1/5', '4/9', '5/7', '7/3', '7'] -> ((7/3 - 1/5) * ((7 * 5/7) / 4/9))
[274704] ['1/9', '4/9', '5/8', '3/4', '6'] -> (4/9 / (1/9 - (5/8 / (3/4 + 6))))
[274705] ['3/7', '7/8', '4/3', '7/5', '8'] -> (7/5 * ((8 / 3/7) - (4/3 / 7/8)))
[274706] ['1/2', '7/9', '9/8', '7/6', '7'] -> (7 / ((7/9 * 9/8) - (1/2 * 7/6)))
[274707] ['2/5', '5/8', '7/2', '7/2', '9'] -> (9 / (5/8 * (7/2 / 7/2)) - 2/5))
[274708] ['2/7', '7/8', '7/5', '3', '7/2'] -> (7/5 / ((3 / (7/2 - 2/7)) - 7/8))
[274709] ['2/7', '3/8', '8/7', '7/2', '9'] -> (8/7 / ((7/2 / 3/8) - (2/7 + 9)))
[274710] ['1/9', '4/9', '5/8', '7/9', '6'] -> ((6 - (1/9 - 7/9)) / (4/9 * 5/8))
[274711] ['3/7', '7/8', '4/3', '8/5', '8'] -> (8/5 * (((8 * 7/8) / 3/7) - 4/3))
[274712] ['1/9', '2/9', '4/9', '1', '5/4'] -> ((2/9 + 4/9) / (1/9 * (5/4 - 1)))
[274713] ['2/5', '5/8', '7/2', '9/2', '9'] -> (9 / (5/8 * (9/2 - (2/5 + 7/2))))
[274714] ['1/5', '4/9', '5/7', '8/3', '7'] -> (8/3 / (1/5 - (4/9 / (5/7 * )))
)[274715] ['2/7', '7/8', '7/5', '3', '9/2'] -> (((9/2 + (3 / 2/7)) * 7/5) / 7/8)
[274716] ['1/9', '4/9', '5/8', '4/5', '6'] -> (6 / ((5/8 * 4/5) - (1/9 / 4/9)))
[274717] ['1/2', '7/9', '9/8', '5/4', '7'] -> (7 / (7/9 * (1/2 + 9/8)) - 5/4))
[274718] ['1/9', '8/7', '6/5', '8/5', '2'] -> (((8/5 * 2) / (1/9 * 8/7)) - 6/5)
[274719] ['1/4', '1/4', '4/9', '5/9', '1'] -> ((1 + (5/9 / (1/4 * 4/9))) / 1/4)
[274720] ['3/7', '7/8', '4/3', '7/4', '8'] -> (((4/3 * 7/4) + (8 / 3/7)) / 7/8)
[274721] ['2/5', '5/8', '9/2', '9/2', '9'] -> (9 / (5/8 * (9/2 / 9/2)) - 2/5))
[274722] ['1/6', '5/7', '1', '9/4', '7/2'] -> (1 / (1/6 * (5/7 * 7/2)) - 9/4))
[274723] ['1/9', '4/9', '5/8', '6/7', '6'] -> (6 / (6/7 * (5/8 + (1/9 - 4/9))))
[274724] ['1/8', '6/7', '5/3', '5/3', '2'] -> (5/3 / ((1/8 - 2) + (5/3 / 6/7)))
[274725] ['1/9', '2/9', '4/9', '1', '7/5'] -> (4/9 / (1/9 - (2/9 / (1 + 7/5))))
[274726] ['4/9', '7/8', '3/2', '7/4', '2'] -> (2 / (3/2 * (7/8 / 7/4)) - 4/9))
[274727] ['1/9', '2/9', '4/9', '1', '8/5'] -> (((1 + (2/9 + 4/9)) * 8/5) / 1/9)
[274728] ['2/9', '3/7', '5/8', '2', '7/3'] -> (2 / (2/9 * (3/7 * 7/3)) - 5/8))
[274729] ['1/4', '1/4', '2/7', '5/6', '6'] -> (((6 / 2/7) - (1/4 / 1/4)) / 5/6)
[274730] ['1/9', '1/4', '7/3', '5/2', '8'] -> (((8 * (1/4 * 5/2)) - 7/3) / 1/9)
[274731] ['1/4', '1/4', '4/9', '7/9', '1'] -> (((7/9 / (1/4 * 4/9)) - 1) / 1/4)
[274732] ['2/7', '7/8', '3/2', '5/2', '3'] -> (((5/2 * 3) - 3/2) / (2/7 * 7/8))
[274733] ['1/8', '6/7', '5/3', '2', '9/4'] -> (6/7 * (((9/4 * 5/3) / 1/8) - 2))
[274734] ['1/4', '1/4', '2/7', '9/8', '6'] -> (6 * ((1/4 * 1/4) + (9/8 / 2/7)))
[274735] ['3/7', '7/8', '7/5', '3/2', '8'] -> ((7/5 * 8) * (3/7 + (3/2 / 7/8)))
[274736] ['2/7', '7/8', '3/2', '8/3', '3'] -> (8/3 * (3 + (3/2 / (2/7 * 7/8))))
[274737] ['4/9', '7/8', '3/2', '2', '5/2'] -> ((2 * 5/2) / (7/8 - (4/9 * 3/2)))
[274738] ['2/5', '2/3', '2/3', '7/8', '9'] -> (((2/3 + (2/3 / 2/5)) * 9) / 7/8)
[274739] ['1/4', '1/4', '4/9', '5/6', '1'] -> (5/6 / ((1/4 * 1/4) * 1) - 4/9))
[274740] ['1/9', '1/4', '5/2', '5/2', '8'] -> ((5/2 * (5/2 + 8)) - (1/4 / 1/9))
[274741] ['1/4', '1/4', '2/7', '6/5', '6'] -> (6/5 * ((6 / 2/7) - (1/4 / 1/4)))
[274742] ['1/2', '7/9', '9/8', '5/2', '7'] -> ((7 * (1/2 + 5/2)) / (7/9 * 9/8))
[274743] ['1/5', '4/9', '3/4', '6/7', '7'] -> ((4/9 + (7 / (3/4 + 6/7))) / 1/5)
[274744] ['2/9', '3/7', '5/8', '2', '7/2'] -> (2 / ((5/8 / 7/2) - (2/9 * 3/7)))
[274745] ['1/8', '6/7', '5/3', '2', '7/3'] -> (((2 / 6/7) - (5/3 - 7/3)) / 1/8)
[274746] ['3/7', '7/8', '7/5', '7/4', '8'] -> ((3/7 + 7/5) * ((7/4 * 8) - 7/8))
[274747] ['4/9', '7/8', '3/2', '2', '7/2'] -> (((3/2 + (2 / 4/9)) * 7/2) / 7/8)
[274748] ['1/9', '4/9', '5/8', '5/3', '6'] -> (5/3 / ((4/9 - 6) + (5/8 / 1/9)))
[274749] ['2/5', '2/3', '2/3', '9/8', '9'] -> ((9/8 * (2/3 + 2/3)) + (9 / 2/5))
[274750] ['1/9', '8/7', '6/5', '2', '5/2'] -> (8/7 * ((6/5 * 5/2) + (2 / 1/9)))
[274751] ['1/4', '1/4', '2/7', '5/4', '6'] -> (5/4 + ((6 + (1/4 + 1/4)) / 2/7))
[274752] ['1/9', '2/9', '4/9', '1', '7/2'] -> ((7/2 + (1 / 2/9)) / (4/9 - 1/9))
[274753] ['2/5', '2/3', '2/3', '8/7', '9'] -> ((2/3 + (2/3 / 2/5)) * (8/7 * 9))
[274754] ['1/4', '1/4', '4/9', '1', '9/8'] -> ((1 + (4/9 * 9/8)) / (1/4 * 1/4))
[274755] ['3/7', '7/8', '7/5', '9/5', '8'] -> (8 * ((9/5 / (7/5 - 7/8)) - 3/7))
[274756] ['2/7', '7/8', '8/5', '9/5', '3'] -> (((8/5 * 3) + (9/5 / 7/8)) / 2/7)
[274757] ['2/7', '3/8', '7/6', '7/2', '9'] -> ((2/7 * 7/6) / ((7/2 / 9) - 3/8))
[274758] ['1/9', '2/9', '4/9', '1', '9/2'] -> ((2/9 + (4/9 * (1 + 9/2))) / 1/9)
[274759] ['2/9', '3/7', '2/3', '2/3', '2'] -> ((2 + (2/3 / 3/7)) / (2/9 * 2/3))
[274760] ['4/9', '7/8', '8/5', '8/5', '2'] -> (8/5 / (4/9 * (7/8 * 2)) - 8/5))
[274761] ['1/2', '7/9', '8/7', '6/5', '7'] -> ((8/7 / 6/5) * (7 / (7/9 - 1/2)))
[274762] ['3/7', '7/8', '7/5', '9/4', '8'] -> ((7/5 * 8) * ((9/4 / 7/8) - 3/7))
[274763] ['1/5', '4/9', '3/4', '9/8', '7'] -> (7 / (1/5 * (9/8 + (4/9 * 3/4))))
[274764] ['2/9', '3/7', '2/3', '5/7', '2'] -> (((2 / 2/3) - 5/7) / (2/9 * 3/7))
[274765] ['2/5', '2/3', '2/3', '9/7', '9'] -> ((2/3 + (2/3 / 2/5)) * (9/7 + 9))
[274766] ['4/9', '7/8', '8/5', '5/3', '2'] -> (5/3 / ((4/9 + 7/8) - (2 / 8/5)))
[274767] ['1/2', '7/9', '8/7', '9/7', '7'] -> (7 / ((7/9 / 8/7) - (1/2 / 9/7)))
[274768] ['2/5', '2/3', '2/3', '4/3', '9'] -> ((2/3 * 9) * (2/3 + (4/3 / 2/5)))
[274769] ['1/9', '2/9', '1/2', '3/5', '1'] -> (3/5 * ((1 / (1/9 * 2/9)) - 1/2))
[274770] ['1/4', '1/4', '2/7', '9/4', '6'] -> (6 * (9/4 + ((1/4 + 1/4) / 2/7)))
[274771] ['1/5', '4/9', '3/4', '6/5', '7'] -> ((7 - (1/5 - 6/5)) / (4/9 * 3/4))
[274772] ['1/8', '6/7', '9/5', '9/5', '2'] -> (((9/5 / 6/7) + (9/5 / 2)) / 1/8)
[274773] ['1/2', '7/9', '8/7', '3/2', '7'] -> (((3/2 + (7 / 7/9)) * 8/7) / 1/2)
[274774] ['3/7', '7/8', '7/5', '5/2', '8'] -> (5/2 * (8 + (7/8 * (3/7 + 7/5))))
[274775] ['1/4', '1/4', '4/9', '1', '8/5'] -> (1 / (4/9 * (1/4 - (1/4 / 8/5))))
[274776] ['1/9', '2/7', '2/7', '3/8', '8'] -> (8 / (3/8 * (2/7 / 2/7)) - 1/9))
[274777] ['2/7', '7/8', '8/5', '3', '7/2'] -> (3 + (8/5 * (7/8 + (7/2 / 2/7))))
[274778] ['1/2', '7/9', '8/7', '8/5', '7'] -> ((1/2 + 7) * (8/7 + (8/5 / 7/9)))
[274779] ['2/7', '3/8', '6/5', '8/5', '9'] -> (3/8 + (9 / (8/5 * (2/7 / 6/5))))
[274780] ['1/9', '8/7', '5/4', '9/7', '2'] -> ((2 + (8/7 * 5/4)) / (1/9 * 9/7))
[274781] ['2/9', '3/7', '2/3', '7/8', '2'] -> (2 / (7/8 * (3/7 - (2/9 / 2/3))))
[274782] ['2/7', '7/8', '8/5', '3', '9/2'] -> (8/5 * ((9/2 / (2/7 * 7/8)) - 3))
[274783] ['1/5', '4/9', '3/4', '9/7', '7'] -> ((3/4 / 1/5) + ((7 * 9/7) / 4/9))
[274784] ['1/9', '2/9', '1/2', '4/5', '1'] -> (1 / (1/2 * (2/9 - (1/9 / 4/5))))
[274785] ['1/9', '2/7', '2/7', '2/5', '8'] -> ((2/7 + (2/7 / 1/9)) * (2/5 + 8))
[274786] ['1/9', '4/9', '5/7', '7/9', '6'] -> (4/9 / (1/9 - ((5/7 * 7/9) / 6)))
[274787] ['2/5', '2/3', '5/7', '3/4', '9'] -> ((9 * (2/3 / 5/7)) / (3/4 - 2/5))
[274788] ['1/9', '8/7', '5/4', '4/3', '2'] -> (4/3 / (1/9 * (2 / 8/7)) - 5/4))
[274789] ['1/9', '4/9', '5/7', '4/5', '6'] -> (6 / (4/9 - (1/9 / (5/7 * /5)))
)[274790] ['2/9', '3/7', '2/3', '9/8', '2'] -> (2 / (2/3 - (9/8 * (2/9 / 3/7))))
[274791] ['1/5', '4/9', '3/4', '4/3', '7'] -> (3/4 * ((7 / 1/5) - (4/3 / 4/9)))
[274792] ['4/9', '7/8', '8/5', '2', '7/3'] -> (7/3 / (((2 - 4/9) / 8/5) - 7/8))
[274793] ['2/7', '7/8', '5/3', '7/4', '3'] -> (2/7 / ((3 / 7/8) - (5/3 + 7/4)))
[274794] ['1/4', '1/4', '4/9', '1', '9/4'] -> (((1 + (9/4 / 4/9)) / 1/4) - 1/4)
[274795] ['1/9', '2/7', '2/7', '4/7', '8'] -> (((8 * 2/7) / 1/9) / (2/7 + 4/7))
[274796] ['1/9', '4/9', '5/7', '5/6', '6'] -> ((5/6 / (1/9 * 5/7)) + (6 / 4/9))
[274797] ['1/4', '1/4', '1/3', '5/9', '6'] -> ((6 + (1/3 / 1/4)) / (5/9 - 1/4))
[274798] ['3/7', '7/8', '3/2', '8/5', '8'] -> ((3/2 + (3/7 * 7/8)) * (8/5 * 8))
[274799] ['2/7', '7/8', '5/3', '9/5', '3'] -> ((3 + (5/3 * 9/5)) / (2/7 * 7/8))
[274800] ['1/5', '4/9', '3/4', '7/5', '7'] -> ((1/5 + 7/5) * ((7 / 4/9) - 3/4))
[274801] ['1/9', '2/9', '1/2', '1', '9/8'] -> (1 / (2/9 - (1/9 * (1/2 + 9/8))))
[274802] ['1/8', '6/7', '2', '9/4', '9/4'] -> ((((9/4 * 2) / 6/7) - 9/4) / 1/8)
[274803] ['1/9', '8/7', '5/4', '3/2', '2'] -> (8/7 * (((2 * 5/4) / 1/9) - 3/2))
[274804] ['4/9', '7/8', '8/5', '2', '8/3'] -> (8/3 / ((8/5 * (4/9 + 7/8)) - 2))
[274805] ['1/9', '4/9', '5/7', '6/7', '6'] -> (((6 / (4/9 - 1/9)) - 6/7) / 5/7)
[274806] ['3/7', '7/8', '3/2', '5/3', '8'] -> (8 / ((7/8 * (3/7 + 5/3)) - 3/2))
[274807] ['2/5', '2/3', '5/7', '5/6', '9'] -> (((9 + (2/3 / 5/7)) / 2/5) - 5/6)
[274808] ['1/9', '2/9', '1/2', '1', '8/7'] -> (1 / (1/2 * (2/9 / 8/7)) - 1/9))
[274809] ['2/7', '7/8', '5/3', '5/2', '3'] -> (5/2 / (5/3 * (7/8 / 2/7)) - 3))
[274810] ['2/5', '2/3', '5/7', '7/8', '9'] -> (((9 * 2/3) / 2/5) / (5/7 * 7/8))
[274811] ['1/2', '7/9', '7/6', '7/5', '7'] -> ((7 / (7/9 - 1/2)) - (7/5 / 7/6))
[274812] ['1/4', '1/4', '1/2', '3/5', '1'] -> (1 / (1/4 - ((1/4 * 1/2) / 3/5)))
[274813] ['4/9', '7/8', '8/5', '2', '9/2'] -> (2 / ((4/9 / 8/5) - (7/8 / 9/2)))
[274814] ['1/9', '2/9', '1/2', '1', '5/4'] -> (1 / (1/2 * (2/9 - (1/9 * 5/4))))
[274815] ['1/2', '7/9', '7/6', '5/3', '7'] -> ((7/9 / 7/6) + ((7 * 5/3) / 1/2))
[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[274817] ['2/7', '7/8', '5/3', '3', '7/2'] -> ((7/2 + ((3 * 5/3) / 2/7)) / 7/8)
[274818] ['2/5', '2/3', '5/7', '9/8', '9'] -> (9 / (5/7 * (9/8 - (2/5 / 2/3))))
[274819] ['2/9', '3/7', '2/3', '3/2', '2'] -> (((2 + (2/3 / 3/7)) * 3/2) / 2/9)
[274820] ['3/7', '7/8', '3/2', '8/3', '8'] -> ((3/2 - (3/7 * 7/8)) * (8/3 * 8))
[274821] ['2/7', '7/8', '5/3', '3', '9/2'] -> ((3 - 5/3) * (9/2 / (2/7 * 7/8)))
[274822] ['1/2', '7/9', '7/6', '5/2', '7'] -> ((5/2 - 7/6) * (7 / (1/2 * 7/9)))
[274823] ['1/4', '1/4', '1/2', '4/5', '1'] -> ((1/2 + 1) / ((1/4 / 4/5) - 1/4))
[274824] ['1/9', '4/9', '5/7', '6/5', '6'] -> ((6 / (5/7 * (4/9 - 1/9))) - 6/5)
[274825] ['2/5', '2/3', '5/7', '7/6', '9'] -> ((2/3 + (5/7 * 7/6)) + (9 / 2/5))
[274826] ['2/7', '7/8', '7/4', '7/4', '3'] -> (3 / ((2/7 * (7/4 + 7/4)) - 7/8))
[274827] ['2/9', '3/7', '2/3', '8/5', '2'] -> (2 / (3/7 * (2/3 / 8/5)) - 2/9))
[274828] ['2/7', '3/8', '5/4', '7/5', '9'] -> (9 * (2/7 + (5/4 / (3/8 * 7/5))))
[274829] ['1/9', '8/7', '5/4', '2', '9/4'] -> (8/7 * ((9/4 / 1/9) - (5/4 - 2)))
[274830] ['1/5', '4/9', '3/4', '7/3', '7'] -> ((4/9 / 1/5) + ((7 * 7/3) / 3/4))
[274831] ['1/9', '4/9', '5/7', '5/4', '6'] -> (6 / (4/9 - (5/4 * (1/9 / 5/7))))
[274832] ['4/9', '7/8', '5/3', '2', '9/4'] -> ((4/9 * 9/4) / (7/8 - (5/3 / 2)))
[274833] ['2/5', '2/3', '5/7', '6/5', '9'] -> ((6/5 + (9 * (2/3 / 5/7))) / 2/5)
[274834] ['2/9', '3/7', '2/3', '7/4', '2'] -> (2/3 / (7/4 * (2/9 * 2)) - 3/7))
[274835] ['1/2', '7/9', '6/5', '6/5', '7'] -> ((6/5 + ((7 * 6/5) / 7/9)) / 1/2)
[274836] ['1/4', '1/4', '1/3', '8/5', '6'] -> (((6 - (1/4 / 1/4)) * 8/5) / 1/3)
[274837] ['1/5', '4/9', '3/4', '5/2', '7'] -> ((1/5 + 5/2) * ((7 / 3/4) - 4/9))
[274838] ['3/7', '7/8', '8/5', '7/3', '8'] -> ((7/8 + (3/7 * 7/3)) * (8/5 * 8))
[274839] ['1/2', '7/9', '6/5', '5/4', '7'] -> (5/4 * (6/5 + (7 / (1/2 * 7/9))))
[274840] ['4/9', '7/8', '5/3', '2', '7/2'] -> ((5/3 + 7/2) * (2 / (7/8 - 4/9)))
[274841] ['1/8', '6/7', '2', '9/2', '9/2'] -> (((9/2 / 6/7) - (9/2 / 2)) / 1/8)
[274842] ['2/5', '2/3', '5/7', '9/7', '9'] -> ((9/7 + 9) / (5/7 * (2/5 / 2/3)))
[274843] ['1/9', '2/7', '2/7', '6/5', '8'] -> ((8 / (2/7 + (1/9 * 2/7))) - 6/5)
[274844] ['2/5', '2/3', '5/7', '4/3', '9'] -> (9 * ((2/5 + 4/3) + (2/3 / 5/7)))
[274845] ['1/2', '7/9', '6/5', '4/3', '7'] -> ((7 / (1/2 * (4/3 - 7/9))) - 6/5)
[274846] ['2/7', '7/8', '9/5', '9/5', '3'] -> (((9/5 / 7/8) + (9/5 + 3)) / 2/7)
[274847] ['1/4', '1/4', '3/8', '4/9', '6'] -> ((1/4 + 6) / (3/8 * (1/4 + 4/9)))
[274848] ['1/8', '7/8', '7/8', '9/8', '2'] -> (((9/8 + 2) / 1/8) - (7/8 / 7/8))
[274849] ['1/9', '8/7', '5/4', '2', '9/2'] -> ((9/2 / (5/4 - 8/7)) - (2 / 1/9))
[274850] ['2/7', '3/8', '5/4', '8/3', '9'] -> (8/3 / ((5/4 / (2/7 * 9)) - 3/8))
[274851] ['1/9', '2/7', '2/7', '9/7', '8'] -> (8 / (((2/7 + 2/7) / 9/7) - 1/9))
[274852] ['1/9', '2/9', '5/9', '5/8', '1'] -> (1 / ((5/9 - 5/8) - (1/9 - 2/9)))
[274853] ['1/4', '1/4', '3/8', '5/9', '6'] -> ((6 - (1/4 / 1/4)) / (3/8 * 5/9))
[274854] ['3/7', '7/8', '5/3', '5/3', '8'] -> ((8 + (5/3 / 5/3)) / (3/7 * 7/8))
[274855] ['1/5', '4/9', '7/9', '5/6', '7'] -> (((7 * 4/9) / 1/5) / (7/9 * 5/6))
[274856] ['2/5', '2/3', '5/7', '9/5', '9'] -> (((9/5 + (9 / 5/7)) * 2/3) / 2/5)
[274857] ['1/9', '8/7', '9/7', '9/7', '2'] -> (((9/7 + 9/7) / 1/9) - (8/7 - 2))
[274858] ['1/2', '7/9', '6/5', '8/5', '7'] -> (((7 / (1/2 * 7/9)) * 8/5) / 6/5)
[274859] ['1/4', '1/4', '3/8', '5/7', '6'] -> ((1/4 + ((1/4 + 6) / 5/7)) / 3/8)
[274860] ['1/4', '1/4', '1/2', '1', '7/3'] -> (1 / ((7/3 * (1/4 * 1/2)) - 1/4))
[274861] ['2/9', '3/7', '5/7', '5/7', '2'] -> ((2 + ((5/7 + 5/7) / 3/7)) / 2/9)
[274862] ['1/8', '7/8', '7/8', '9/7', '2'] -> (((7/8 + (2 / 7/8)) / 1/8) - 9/7)
[274863] ['1/9', '2/9', '5/9', '7/9', '1'] -> ((1 + (7/9 / 1/9)) / (5/9 - 2/9))
[274864] ['1/2', '7/9', '6/5', '5/3', '7'] -> ((5/3 + 7) / (7/9 - (1/2 / 6/5)))
[274865] ['1/4', '1/4', '3/8', '7/9', '6'] -> ((6 + (1/4 / 1/4)) / (3/8 * 7/9))
[274866] ['1/5', '4/9', '7/9', '7/8', '7'] -> (((7/9 + (4/9 / 1/5)) * 7) / 7/8)
[274867] ['3/7', '7/8', '5/3', '9/4', '8'] -> ((((9/4 - 7/8) * 8) / 3/7) - 5/3)
[274868] ['1/9', '2/7', '2/7', '5/3', '8'] -> ((5/3 / 1/9) + (8 + (2/7 / 2/7)))
[274869] ['1/9', '4/9', '5/7', '8/3', '6'] -> (8/3 * (4/9 + ((1/9 + 6) / 5/7)))
[274870] ['1/5', '4/9', '7/9', '8/9', '7'] -> (((8/9 / 1/5) - (7/9 - 7)) / 4/9)
