[195031] ['3/4', '7/9', '8/7', '4/3', '8'] -> 8 / (3/4 * (4/3 - 7/9 * 8/7))
[202798] ['3/7', '1', '9/7', '7/2', '7/2'] -> (7/2 + 1 + 7/2) / (3/7 / 9/7)
[202799] ['3/4', '7/9', '7/6', '9/5', '2'] -> 2 / (7/6 / (7/9 * 9/5) - 3/4)
[202800] ['5/8', '7/9', '9/7', '9/5', '6'] -> 6 / (5/8 * 7/9) / (9/5 - 9/7)
[202801] ['2/9', '3/4', '7/9', '8/7', '3'] -> 3 / ((2/9 + 7/9) / 8/7 - 3/4)
[202802] ['2/5', '4/5', '7/8', '9/7', '7'] -> 9/7 * 7 / (7/8 - 2/5 / 4/5)
[202803] ['1/6', '3/5', '2/3', '2', '9/2'] -> (2 - 2/3 / 3/5) / (1/6 / 9/2)
[202804] ['3/7', '8/9', '8/9', '3/2', '6'] -> 6 * (8/9 + 3/2 / (3/7 / 8/9))
[202805] ['1/7', '2/3', '4/5', '9/5', '7'] -> (4/5 + 9/5 / 2/3) * (7 - 1/7)
[202806] ['1/9', '4/5', '7/8', '5/2', '9'] -> 4/5 * (7/8 + 5/2) * (9 - 1/9)
[202807] ['3/8', '2/5', '5/6', '5/4', '6'] -> 5/4 / (3/8 - 2/5 * 5/6) - 6
[202808] ['3/7', '8/9', '8/9', '8/5', '6'] -> 8/5 * (8/9 / 8/9 + 6 / 3/7)
[202809] ['1/6', '3/5', '5/7', '3/4', '2'] -> 2 / (1/6 / 5/7 + 3/5 - 3/4)
[202810] ['1/7', '1/4', '1/4', '1', '9/4'] -> (1 / 1/4 - 1/4) / 1/7 - 9/4
[202811] ['5/6', '8/9', '9/8', '8/5', '5'] -> 5 / (5/6 - 8/9 * 9/8 / 8/5)
[202812] ['2/5', '4/5', '7/8', '7/4', '7'] -> (7 + 4/5 * 7/4) / (2/5 * 7/8)
[202813] ['4/5', '5/6', '9/7', '4/3', '9'] -> 9 / (9/7 * (4/3 - 5/6 / 4/5))
[202814] ['2/9', '3/4', '7/9', '5/4', '3'] -> (3 * (7/9 + 5/4) - 3/4) / 2/9
[202815] ['5/8', '7/9', '4/3', '4/3', '6'] -> 6 / (5/8 * 4/3 - 7/9 / 4/3)
[202816] ['3/7', '8/9', '8/9', '7/4', '6'] -> 6 / (8/9 / 8/9 - 3/7 * 7/4)
[202817] ['2/9', '3/4', '7/9', '9/7', '3'] -> (3 + 7/9 * 9/7) / (2/9 * 3/4)
[202818] ['5/8', '5/8', '7/8', '7/3', '8'] -> (8 + 5/8 / 5/8) / (7/8 / 7/3)
[202819] ['5/6', '8/9', '9/8', '5/3', '5'] -> 5/3 / (9/8 - (8/9 + 5/6 / 5))
[202820] ['1/7', '1/4', '1/4', '1', '5/2'] -> (1 + 5/2) / 1/7 - (1/4 + 1/4)
[202821] ['3/7', '8/9', '8/9', '9/5', '6'] -> 9/5 * (8/9 + 6 / (3/7 / 8/9))
[202822] ['3/8', '2/5', '5/6', '3/2', '6'] -> 3/2 / (3/8 / 5/6 - 2/5) - 6
[202823] ['3/4', '7/9', '6/5', '9/7', '2'] -> 2 / (9/7 * 7/9 / 6/5 - 3/4)
[202824] ['5/8', '5/8', '8/9', '8/9', '8'] -> 8 / 5/8 / (8/9 / 5/8 - 8/9)
[202825] ['1/7', '1/4', '1/4', '1', '8/3'] -> 8/3 * (1/4 + (1/4 + 1) / 1/7)
[202826] ['4/5', '5/6', '9/7', '8/5', '9'] -> (8/5 + 4/5 / 9/7) / (5/6 / 9)
[202827] ['2/9', '3/4', '7/9', '8/5', '3'] -> 3 / (3/4 - (2/9 + 7/9) / 8/5)
[202828] ['3/8', '2/5', '5/6', '9/5', '6'] -> 6 / (2/5 * (5/6 - 3/8 / 9/5))
[202829] ['1/9', '4/5', '8/9', '9/8', '9'] -> 9 / (1/9 / 4/5 - (8/9 - 9/8))
[202830] ['1/5', '3/7', '1', '7/5', '8/3'] -> 8/3 + (1 + 7/5 / 3/7) / 1/5
[202831] ['2/5', '4/5', '7/8', '9/2', '7'] -> 7/8 + 9/2 / 4/5 + 7 / 2/5
[202832] ['5/6', '8/9', '9/8', '9/4', '5'] -> (5 + 8/9 * 9/4) / (9/8 - 5/6)
[202833] ['4/5', '5/6', '9/7', '5/3', '9'] -> (9/7 + 9) * (5/3 + 4/5 * 5/6)
[202834] ['2/9', '3/4', '7/9', '9/5', '3'] -> 9/5 / (2/9 * 3/4) * (3 - 7/9)
[202835] ['3/8', '2/5', '5/6', '5/2', '6'] -> 6 / (3/8 * 2/5) / (5/2 - 5/6)
[202836] ['1/7', '2/3', '5/6', '9/8', '7'] -> 1/7 / (5/6 - 2/3 - 9/8 / 7)
[202837] ['3/4', '7/9', '6/5', '5/3', '2'] -> (5/3 + 2) / (7/9 - 3/4 / 6/5)
[202838] ['3/4', '7/9', '6/5', '7/4', '2'] -> 2 / (6/5 * (3/4 + 7/9) - 7/4)
[202839] ['5/6', '8/9', '9/8', '5/2', '5'] -> 5/6 / (5/2 * (8/9 + 9/8) - 5)
[202840] ['3/7', '8/9', '8/9', '8/3', '6'] -> (8/3 - 8/9) / (3/7 / 6) - 8/9
[202841] ['1/6', '3/5', '5/7', '8/7', '2'] -> 8/7 / (3/5 * 5/7 / 2 - 1/6)
[202842] ['5/8', '7/9', '7/5', '7/5', '6'] -> 6 / 5/8 / (7/5 / 7/9 - 7/5)
[202843] ['1/6', '3/5', '5/7', '7/6', '2'] -> 2 / (1/6 * 3/5) / (5/7 * 7/6)
[202844] ['1/7', '1/4', '2/7', '4/5', '1'] -> (2/7 + 1 / 1/4) / (1/7 / 4/5)
[202845] ['7/9', '4/5', '7/3', '9/2', '8'] -> 9/2 * (7/9 + 7/3) + 8 / 4/5
[202846] ['3/7', '1', '4/3', '7/5', '7/5'] -> (1 + 3/7 * 7/5) / (7/5 - 4/3)
[202847] ['2/5', '4/5', '8/9', '7/6', '7'] -> 7 / (7/6 - 8/9) - (2/5 + 4/5)
[202848] ['3/8', '2/5', '6/7', '9/8', '6'] -> 9/8 / (3/8 / 6/7 - 2/5) - 6
[202849] ['1/7', '2/3', '5/6', '9/7', '7'] -> (2/3 + 5/6) * (7 + 9/7 / 1/7)
[202850] ['3/4', '7/9', '6/5', '2', '5/2'] -> 2 / (7/9 - 3/4) / (6/5 * 5/2)
[202851] ['1/7', '1/4', '2/7', '7/8', '1'] -> (1 / 7/8 - 2/7) / (1/7 * 1/4)
[202852] ['2/9', '3/4', '4/5', '9/8', '3'] -> (9/8 + 3 / (2/9 * 4/5)) / 3/4
[202853] ['5/8', '5/8', '8/9', '3/2', '8'] -> 8 / (8/9 * 3/2 - 5/8 / 5/8)
[202854] ['2/5', '4/5', '8/9', '6/5', '7'] -> 6/5 * 7 / (4/5 - 2/5 / 8/9)
[202855] ['1/5', '3/7', '1', '3/2', '9/5'] -> (9/5 / 3/7 - 1) / (1/5 / 3/2)
[202856] ['4/5', '5/6', '9/7', '5/2', '9'] -> 4/5 * 9/7 * (5/6 + 5/2 * 9)
[202857] ['1/7', '2/3', '5/6', '4/3', '7'] -> 1/7 * 7 / (2/3 - 5/6 / 4/3)
[202858] ['1/9', '4/5', '8/9', '3/2', '9'] -> 9 + 8/9 * 3/2 / (1/9 * 4/5)
[202859] ['3/8', '2/5', '6/7', '7/6', '6'] -> 6 / 2/5 / (6/7 * 7/6 - 3/8)
[202860] ['5/8', '5/8', '8/9', '8/5', '8'] -> 8 / 8/9 / (5/8 * 8/5 - 5/8)
[202861] ['1/6', '3/5', '5/7', '9/7', '2'] -> ((9/7 + 2) / 5/7 - 3/5) / 1/6
[202862] ['3/7', '8/9', '9/8', '8/7', '6'] -> 9/8 * 6 * (8/9 + 8/7 / 3/7)
[202863] ['5/8', '5/8', '8/9', '5/3', '8'] -> (5/3 + 5/8 / 5/8) / (8/9 / 8)
[202864] ['2/9', '3/4', '4/5', '5/4', '3'] -> (3 + 4/5 * 5/4) / (2/9 * 3/4)
[202865] ['4/5', '5/6', '9/7', '7/2', '9'] -> (9/7 + 9) * 7/2 * 4/5 * 5/6
[202866] ['1/9', '4/5', '8/9', '7/4', '9'] -> 8/9 * (7/4 / 1/9 + 9 / 4/5)
[202867] ['1/7', '1/4', '2/7', '1', '7/5'] -> (1/7 + 1 / 7/5) / (2/7 - 1/4)
[202868] ['3/8', '2/5', '6/7', '5/4', '6'] -> (6/7 + 6) * (3/8 + 5/4 / 2/5)
[202869] ['2/5', '4/5', '8/9', '7/5', '7'] -> (7/5 + 7) / (4/5 - 2/5 / 8/9)
[202870] ['5/8', '5/8', '8/9', '9/5', '8'] -> 8 / (8/9 - 5/8 / 5/8 / 9/5)
[202871] ['5/8', '7/9', '7/5', '7/3', '6'] -> 7/5 / (5/8 * 7/9) * (7/3 + 6)
[202872] ['7/9', '4/5', '8/3', '7/2', '8'] -> (8/3 + 7/9 * 8) * (7/2 - 4/5)
[202873] ['2/5', '4/5', '8/9', '8/5', '7'] -> (4/5 + 7 + 8/5 / 8/9) / 2/5
[202874] ['5/8', '5/8', '8/9', '7/2', '8'] -> 8/9 * (7/2 * 8 - 5/8 / 5/8)
[202875] ['1/5', '3/7', '1', '3/2', '7/2'] -> 3/2 * 7/2 * (1 / 1/5 - 3/7)
[202876] ['1/9', '4/5', '8/9', '7/2', '9'] -> 4/5 * 7/2 * (9 - 1/9) - 8/9
[202877] ['4/5', '5/6', '4/3', '9/4', '9'] -> 5/6 * 9/4 * (4/5 + 4/3 * 9)
[202878] ['3/8', '2/5', '6/7', '9/7', '6'] -> (6/7 + 9/7 / 3/8) * (6 - 2/5)
[202879] ['1/6', '3/5', '5/7', '8/5', '2'] -> 8/5 / (3/5 / 2 - 1/6 / 5/7)
[202880] ['1/7', '2/3', '5/6', '8/3', '7'] -> 8/3 / 2/3 / (1/7 * 7 - 5/6)
[202881] ['1/7', '1/4', '2/7', '1', '9/4'] -> (1/4 + 1 / 2/7) / 1/7 - 9/4
[202882] ['5/8', '5/8', '8/9', '9/2', '8'] -> 8 * (8/9 * 9/2 - 5/8 / 5/8)
[202883] ['3/7', '1', '4/3', '7/5', '8/3'] -> 3/7 * 8/3 / (1 - 4/3 / 7/5)
[202884] ['2/9', '3/4', '4/5', '7/4', '3'] -> (7/4 + 3 / 4/5) / 2/9 - 3/4
[202885] ['1/5', '3/7', '1', '3/2', '9/2'] -> (1 + 9/2) / 1/5 - 3/2 / 3/7
[202886] ['5/8', '7/9', '7/5', '9/2', '6'] -> 6 / (5/8 / 7/9) / (7/5 / 9/2)
[202887] ['4/5', '5/6', '7/5', '7/5', '9'] -> 9 * ((7/5 + 7/5) / 4/5 - 5/6)
[202888] ['3/7', '8/9', '9/8', '3/2', '6'] -> 6 * (8/9 + 3/2 / (3/7 * 9/8))
[202889] ['5/8', '5/8', '9/8', '8/7', '8'] -> (5/8 + 8) / (9/8 / 8/7 - 5/8)
[202890] ['2/9', '3/4', '4/5', '9/4', '3'] -> 3 / (3/4 - 9/4 * 2/9 / 4/5)
[202891] ['4/5', '5/6', '7/5', '3/2', '9'] -> 9 * (3/2 + (4/5 + 5/6) / 7/5)
[202892] ['1/7', '2/3', '6/7', '6/5', '7'] -> (6/7 + 6/5) * (7 + 2/3 / 1/7)
[202893] ['3/4', '7/9', '5/4', '2', '5/2'] -> 2 / (3/4 * 7/9 - 5/4 / 5/2)
[202894] ['5/8', '5/8', '9/8', '7/6', '8'] -> 8 / (7/6 * (5/8 + 5/8) - 9/8)
[202895] ['3/8', '2/5', '6/7', '3/2', '6'] -> 6 * (3/2 / (2/5 * 6/7) - 3/8)
[202896] ['3/7', '8/9', '9/8', '8/5', '6'] -> 8/5 * (8/9 * 9/8 + 6 / 3/7)
[202897] ['1/6', '3/5', '5/7', '9/5', '2'] -> (2 / 5/7 - (3/5 - 9/5)) / 1/6
[202898] ['3/7', '1', '4/3', '3/2', '3/2'] -> 4/3 / (1 / (3/7 * 3/2) - 3/2)
[202899] ['4/5', '5/6', '7/5', '5/3', '9'] -> (5/6 + 5/3) * (9 - (4/5 - 7/5))
[202900] ['5/8', '5/8', '9/8', '6/5', '8'] -> (9/8 + 5/8 * 6/5) / (5/8 / 8)
[202901] ['2/5', '4/5', '8/9', '8/3', '7'] -> (8/3 + 8/9 * (4/5 + 7)) / 2/5
[202902] ['1/7', '1/4', '1/3', '2/5', '1'] -> 1 / 1/7 / (1/4 / 2/5 - 1/3)
[202903] ['3/7', '8/9', '9/8', '5/3', '6'] -> 6 * (5/3 + 9/8 / (3/7 / 8/9))
[202904] ['2/9', '3/4', '4/5', '3', '7/2'] -> 4/5 * (3/4 + (3 + 7/2) / 2/9)
[202905] ['3/7', '8/9', '9/8', '7/4', '6'] -> 6 / (8/9 * 9/8 - 3/7 * 7/4)
[202906] ['2/9', '3/4', '4/5', '3', '9/2'] -> 4/5 * (3 + 9/2 / (2/9 * 3/4))
[202907] ['3/8', '2/5', '6/7', '5/3', '6'] -> 6 / 6/7 / (2/5 * 5/3 - 3/8)
[202908] ['1/7', '1/4', '1/3', '1/2', '1'] -> 1 / (1/7 * 1/2) / (1/4 + 1/3)
[202909] ['1/7', '2/3', '6/7', '8/5', '7'] -> (6/7 + 7) * 8/5 / (2/3 - 1/7)
[202910] ['4/5', '5/6', '7/5', '9/4', '9'] -> 5/6 * 9 * (7/5 + 4/5 * 9/4)
[202911] ['3/7', '8/9', '9/8', '9/5', '6'] -> 9/5 * (8/9 + 6 / (3/7 * 9/8))
[202912] ['1/6', '3/5', '5/7', '2', '5/2'] -> (3/5 + 2 * 5/2) / (1/6 / 5/7)
[202913] ['5/8', '7/9', '3/2', '7/3', '6'] -> 7/3 / (5/8 - 7/9 + 3/2 / 6)
[202914] ['5/8', '5/8', '9/8', '5/3', '8'] -> 9/8 * 8 * (5/3 + 5/8 / 5/8)
[202915] ['1/7', '2/3', '6/7', '9/5', '7'] -> 2/3 + 7 / (9/5 * 1/7 / 6/7)
[202916] ['1/5', '3/7', '1', '8/5', '5/2'] -> 8/5 / (1/5 / 3/7 - 1 / 5/2)
[202917] ['2/5', '4/5', '9/8', '7/6', '7'] -> 7 / (9/8 + 7/6 - 4/5 / 2/5)
[202918] ['1/9', '4/5', '9/8', '3/2', '9'] -> 9 + 3/2 / (9/8 * 1/9 * 4/5)
[202919] ['5/6', '8/9', '8/7', '9/2', '5'] -> (9/2 + 5/6 + 8/9) * (5 - 8/7)
[202920] ['3/7', '1', '4/3', '3/2', '9/4'] -> 4/3 * 3/2 / (1 / 3/7 - 9/4)
[202921] ['7/9', '5/6', '5/6', '7/4', '8'] -> 8 / ((7/4 - 7/9) / 5/6 - 5/6)
[202922] ['1/7', '1/4', '1/3', '7/9', '1'] -> (1 - 1/3) / (7/9 * 1/7 * 1/4)
[202923] ['1/5', '3/7', '1', '8/5', '8/3'] -> 8/5 / 1/5 / (8/3 - 1 / 3/7)
[202924] ['5/8', '5/8', '9/8', '9/4', '8'] -> 8 * (5/8 / 5/8 + 9/4 / 9/8)
[202925] ['3/8', '2/5', '6/7', '7/3', '6'] -> (6 - 6/7 / 2/5) / (3/8 / 7/3)
[202926] ['1/6', '3/5', '5/7', '2', '7/2'] -> 5/7 * (3/5 + (2 + 7/2) / 1/6)
[202927] ['1/9', '4/5', '9/8', '5/3', '9'] -> (9 + 4/5 / 1/9) / (9/8 / 5/3)
[202928] ['5/6', '8/9', '7/6', '7/6', '5'] -> (5/6 + 7/6 * 5) / (7/6 - 8/9)
[202929] ['2/5', '4/5', '9/8', '5/4', '7'] -> 9/8 + 5/4 * (4/5 + 7 / 2/5)
[202930] ['7/9', '5/6', '5/6', '9/4', '8'] -> 8 / (7/9 - 5/6 / 5/6 / 9/4)
[202931] ['5/8', '5/8', '9/8', '7/3', '8'] -> 8 / (5/8 * (7/3 - 9/8 / 5/8))
[202932] ['1/7', '2/3', '7/8', '9/8', '7'] -> (7 + 9/8 / (1/7 * 7/8)) / 2/3
[202933] ['4/5', '5/6', '8/5', '7/4', '9'] -> 9 * (7/4 / (4/5 / 8/5) - 5/6)
[202934] ['5/8', '7/9', '8/5', '5/3', '6'] -> (8/5 + 6 / 5/8) / (7/9 / 5/3)
[202935] ['5/8', '5/8', '9/8', '9/2', '8'] -> 8 * (9/2 / 9/8 - 5/8 / 5/8)
[202936] ['3/7', '1', '4/3', '3/2', '8/3'] -> 1 / (8/3 - 3/2 / (3/7 * 4/3))
[202937] ['1/9', '4/5', '9/8', '7/4', '9'] -> (7/4 / 1/9 + 9 / 4/5) / 9/8
[202938] ['1/6', '3/5', '3/4', '7/9', '2'] -> 2 / 3/5 / (1/6 + 3/4 - 7/9)
[202939] ['4/5', '5/6', '8/5', '9/5', '9'] -> 8/5 * 9/5 * (9 - 4/5 * 5/6)
[202940] ['3/7', '8/9', '9/8', '7/2', '6'] -> 7/2 * (3/7 + 6 / 8/9) - 9/8
[202941] ['2/5', '4/5', '9/8', '8/5', '7'] -> (4/5 + 7 + 9/8 * 8/5) / 2/5
[202942] ['3/8', '2/5', '6/7', '9/2', '6'] -> (6 / 2/5 - 9/2) / (3/8 / 6/7)
[202943] ['1/7', '2/3', '7/8', '7/6', '7'] -> 7 / ((7/8 - 2/3) / 1/7 - 7/6)
[202944] ['5/8', '5/8', '8/7', '7/6', '8'] -> 8 / (8/7 * 7/6 - 5/8 / 5/8)
[202945] ['3/7', '1', '4/3', '3/2', '9/2'] -> (9/2 + 3/2 / 3/7) / (4/3 - 1)
[202946] ['2/9', '3/4', '5/6', '7/4', '3'] -> (7/4 * 3 - (3/4 - 5/6)) / 2/9
[202947] ['5/8', '7/9', '8/5', '9/4', '6'] -> (7/9 + 5/8 * 8/5) * 9/4 * 6
[202948] ['1/9', '4/5', '9/8', '9/4', '9'] -> 4/5 * (9/8 + 9/4) * (9 - 1/9)
[202949] ['2/5', '4/5', '9/8', '5/3', '7'] -> 7 / (9/8 - 5/3 * 2/5 / 4/5)
[202950] ['3/4', '7/9', '9/7', '2', '5/2'] -> 9/7 / 3/4 / (2 / 7/9 - 5/2)
[202951] ['7/9', '5/6', '6/7', '8/9', '8'] -> 8 / (8/9 - 6/7 * 7/9 * 5/6)
[202952] ['1/5', '3/7', '1', '5/3', '9/4'] -> 9/4 * (1 / 3/7 + 5/3 / 1/5)
[202953] ['3/7', '8/9', '8/7', '7/6', '6'] -> 6 * (8/9 + 7/6 / (3/7 / 8/7))
[202954] ['3/7', '1', '4/3', '8/5', '8/5'] -> 8/5 / ((8/5 - 1) / 3/7 - 4/3)
[202955] ['1/7', '1/4', '1/3', '1', '3/2'] -> 1 / (1/7 * 1/4) / (3/2 - 1/3)
[202956] ['3/4', '7/9', '9/7', '2', '8/3'] -> (2 + 8/3) / (7/9 - 3/4 / 9/7)
[202957] ['3/8', '2/5', '7/8', '8/7', '6'] -> 6 / 2/5 / (7/8 * 8/7 - 3/8)
[202958] ['1/7', '2/3', '7/8', '5/4', '7'] -> 1/7 * 7 / (7/8 - 2/3 * 5/4)
[202959] ['7/9', '5/6', '6/7', '6/5', '8'] -> 8 / (5/6 * 6/5 - 7/9 * 6/7)
[202960] ['4/5', '5/6', '5/3', '9/4', '9'] -> 9 * (5/6 + 5/3 / 4/5) - 9/4
[202961] ['3/4', '7/9', '9/7', '2', '7/2'] -> 9/7 / (3/4 * 7/2 - 2 / 7/9)
[202962] ['3/7', '1', '4/3', '8/5', '5/3'] -> 8/5 / (1 / (3/7 * 5/3) - 4/3)
[202963] ['5/8', '5/8', '8/7', '7/5', '8'] -> (8/7 + 5/8 / 5/8) * 7/5 * 8
[202964] ['2/9', '3/4', '5/6', '3', '7/2'] -> 3 * (3/4 + 7/2 + 5/6 / 2/9)
[202965] ['2/5', '4/5', '9/8', '9/4', '7'] -> (7 + 4/5 + 9/4) / 2/5 - 9/8
[202966] ['5/8', '7/9', '8/5', '9/2', '6'] -> 6 * (9/2 / (5/8 / 7/9) - 8/5)
[202967] ['3/7', '8/9', '8/7', '5/4', '6'] -> (6 + 8/7 / 3/7) / (5/4 - 8/9)
[202968] ['2/9', '3/4', '6/7', '7/8', '3'] -> 3 / (2/9 * 3/4) / (6/7 * 7/8)
[202969] ['7/9', '5/6', '6/7', '5/4', '8'] -> 8 * (7/9 + 5/4 + 5/6 / 6/7)
[202971] ['1/5', '3/7', '1', '5/3', '8/3'] -> 1 / 3/7 + (5/3 + 8/3) / 1/5
[202970] ['2/5', '4/5', '9/8', '7/3', '7'] -> (7 - (4/5 - 7/3)) / (2/5 / 9/8)
[202972] ['5/8', '7/9', '5/3', '5/3', '6'] -> (5/3 + 5/3 * 6) / (5/8 * 7/9)
[202973] ['1/7', '1/4', '1/3', '1', '5/3'] -> (1 / 1/4 - 1/3) / 1/7 - 5/3
[202974] ['5/6', '8/9', '7/6', '7/3', '5'] -> 5 * (7/3 + (8/9 + 7/6) / 5/6)
[202975] ['1/7', '2/3', '7/8', '8/5', '7'] -> 7 / (2/3 / 8/5 - 1/7 * 7/8)
[202976] ['1/6', '3/5', '3/4', '5/4', '2'] -> (3/4 + 5/4 * (3/5 + 2)) / 1/6
[202977] ['3/7', '1', '4/3', '8/5', '9/5'] -> 8/5 / (4/3 * 9/5 - 1 / 3/7)
[202978] ['1/9', '4/5', '8/7', '8/7', '9'] -> 8/7 / (8/7 / (4/5 * 9) - 1/9)
[202979] ['2/9', '3/4', '6/7', '8/9', '3'] -> 3 / (6/7 - 3/4) - 8/9 / 2/9
[202980] ['1/7', '1/4', '1/3', '1', '9/5'] -> (1 + 1/3 / 1/7) / (1/4 / 9/5)
[202981] ['2/5', '4/5', '9/8', '5/2', '7'] -> 9/8 + 5/2 * (2/5 + 7 / 4/5)
[202982] ['5/8', '5/8', '8/7', '7/4', '8'] -> 8 * (5/8 / 5/8 + 8/7 * 7/4)
[202983] ['7/9', '5/6', '6/7', '7/5', '8'] -> 8 / 6/7 / (5/6 * 7/5 - 7/9)
[202984] ['4/5', '5/6', '7/4', '9/2', '9'] -> 9 * (5/6 * (4/5 + 9/2) - 7/4)
[202985] ['5/6', '8/9', '7/6', '7/2', '5'] -> 7/6 + 5 * (7/2 + 8/9 / 5/6)
[202986] ['1/7', '2/3', '7/8', '9/5', '7'] -> (7 + 2/3 / 1/7) / (7/8 / 9/5)
[202987] ['1/9', '4/5', '8/7', '7/6', '9'] -> 9 + 8/7 * 7/6 / (1/9 * 4/5)
[202988] ['1/6', '3/5', '3/4', '4/3', '2'] -> 2 / (1/6 - 4/3 + 3/4 / 3/5)
[202989] ['3/8', '2/5', '7/8', '7/4', '6'] -> 3/8 + 6 * (7/4 + 7/8 / 2/5)
[202990] ['3/4', '7/9', '4/3', '7/4', '2'] -> 4/3 / (2 - 7/9 * (3/4 + 7/4))
[202991] ['2/9', '3/4', '6/7', '7/6', '3'] -> (3 + 6/7 * 7/6) / (2/9 * 3/4)
[202992] ['2/5', '4/5', '9/8', '8/3', '7'] -> (8/3 + (4/5 + 7) / 9/8) / 2/5
[202993] ['5/8', '7/9', '5/3', '7/3', '6'] -> (6 + 7/3 / 7/9) / (5/8 / 5/3)
[202994] ['1/7', '2/3', '7/8', '9/4', '7'] -> 7 / (1/7 * (9/4 + 2/3 - 7/8))
[202995] ['5/8', '5/8', '8/7', '9/4', '8'] -> (9/4 + 5/8 + 5/8) * (8 - 8/7)
[202996] ['1/7', '1/4', '1/3', '1', '9/2'] -> (1/3 / 1/7 - 1) / (1/4 / 9/2)
[202997] ['3/4', '7/9', '4/3', '9/5', '2'] -> 4/3 / (2 * 3/4 / 9/5 - 7/9)
[202998] ['5/8', '7/9', '5/3', '5/2', '6'] -> 5/3 / (5/8 * 7/9 - 5/2 / 6)
[202999] ['3/7', '8/9', '8/7', '5/3', '6'] -> 6 / ((5/3 - 3/7) / 8/9 - 8/7)
[203000] ['1/7', '2/3', '7/8', '5/2', '7'] -> (7 - 5/2) / (7/8 * 1/7 / 2/3)
[203001] ['2/5', '4/5', '8/7', '8/7', '7'] -> 7 * (8/7 + 8/7 / (2/5 / 4/5))
[203002] ['4/5', '5/6', '7/3', '5/2', '9'] -> 4/5 * 9 / (7/3 / 5/6 - 5/2)
[203003] ['2/9', '3/4', '6/7', '5/4', '3'] -> (3 + (3/4 + 5/4) / 6/7) / 2/9
[203004] ['1/6', '3/5', '3/4', '2', '9/4'] -> 3/4 * 2 + 9/4 / (1/6 * 3/5)
[203005] ['1/6', '3/5', '3/4', '2', '7/3'] -> 7/3 / (3/4 / 2 - 1/6 / 3/5)
[203006] ['3/8', '2/5', '7/8', '8/3', '6'] -> 7/8 / 3/8 + (8/3 + 6) / 2/5
[203007] ['5/6', '8/9', '6/5', '4/3', '5'] -> 5 / (4/3 - 6/5 * 5/6 / 8/9)
[203008] ['3/7', '1', '4/3', '8/5', '9/2'] -> 8/5 * (1 + 9/2 / (3/7 / 4/3))
[203009] ['2/9', '3/4', '6/7', '7/5', '3'] -> 7/5 * (3 / (2/9 * 3/4) - 6/7)
[203010] ['5/8', '7/9', '5/3', '9/2', '6'] -> 5/3 / (5/8 + 7/9 - 6 / 9/2)
[203011] ['1/7', '1/4', '3/8', '1/2', '1'] -> (1/2 / 1/4 + 1 / 1/7) / 3/8
[203012] ['2/5', '4/5', '8/7', '4/3', '7'] -> (8/7 * 7 - 4/5) / (2/5 / 4/3)
[203013] ['5/6', '8/9', '6/5', '7/5', '5'] -> 5 / (5/6 - 8/9 / 7/5) - 6/5
[203014] ['3/4', '7/9', '7/5', '7/5', '2'] -> 7/5 / 3/4 / (7/9 - 7/5 / 2)
[203015] ['3/8', '2/5', '8/9', '8/9', '6'] -> 6 / 2/5 / (8/9 / 8/9 - 3/8)
[203016] ['7/9', '5/6', '7/8', '7/8', '8'] -> 7/8 * 8 / (7/8 / 7/9 - 5/6)
[203017] ['1/9', '4/5', '8/7', '7/5', '9'] -> 8/7 / (1/9 - 4/5 / 7/5 / 9)
[203018] ['5/8', '5/8', '7/6', '9/7', '8'] -> 8 / (7/6 * (9/7 - 5/8 / 5/8))
[203019] ['2/9', '3/4', '6/7', '3/2', '3'] -> (3 + 3/2 / (3/4 * 6/7)) / 2/9
[203020] ['1/5', '3/7', '1', '7/4', '7/2'] -> (7/4 + 7/2) * (1 / 1/5 - 3/7)
[203021] ['1/6', '3/5', '7/9', '4/5', '2'] -> (2 / 1/6 - 4/5) / (3/5 * 7/9)
[203022] ['3/4', '7/9', '7/5', '3/2', '2'] -> 2 / (3/2 * 7/9 / 7/5 - 3/4)
[203023] ['2/9', '3/4', '6/7', '8/5', '3'] -> 8/5 * (3 / (2/9 * 6/7) - 3/4)
[203024] ['2/5', '4/5', '8/7', '7/4', '7'] -> (7 + 4/5 * 7/4) / (2/5 / 8/7)
[203025] ['3/8', '2/5', '8/9', '9/8', '6'] -> 6 / 2/5 / (8/9 * 9/8 - 3/8)
[203026] ['7/9', '5/6', '7/8', '8/7', '8'] -> 8 / 8/7 / (7/8 / 7/9 - 5/6)
[203027] ['3/4', '7/9', '7/5', '8/5', '2'] -> 2 / (7/9 - 3/4) / (7/5 + 8/5)
[203028] ['5/6', '8/9', '6/5', '8/5', '5'] -> 5 / (5/6 * (8/5 - 6/5 / 8/9))
[203029] ['5/8', '5/8', '7/6', '7/4', '8'] -> 8 / (5/8 / 5/8 - 7/6 / 7/4)
[203030] ['2/5', '4/5', '8/7', '9/5', '7'] -> 8/7 * 7 * (9/5 + 2/5 + 4/5)
[203031] ['1/9', '4/5', '8/7', '5/3', '9'] -> 8/7 * (9 + 5/3 / (1/9 / 4/5))
[203032] ['1/5', '3/7', '1', '9/5', '9/5'] -> (1 + 9/5) * (9/5 / 1/5 - 3/7)
[203033] ['5/8', '7/9', '7/4', '7/3', '6'] -> (7/3 + 6) / (7/4 - (5/8 + 7/9))
