[345736] ['1/5', '1/4', '5/9', '5/8', '8'] -> 8 / (5/9 * (1/5 + 1/4 / 5/8))
[352288] ['5/9', '6/7', '5/2', '7/2', '5'] -> 7/2 * (5 / 5/9 - 6/7 * 5/2)
[352289] ['5/7', '3/4', '3/4', '9/7', '7'] -> 7 * (5/7 + (3/4 + 9/7) / 3/4)
[352290] ['5/9', '6/7', '5/2', '9/2', '5'] -> 6/7 * 5 * (9/2 / 5/9 - 5/2)
[352291] ['5/9', '6/7', '7/2', '7/2', '5'] -> 6/7 * (5 / (5/9 / 7/2) - 7/2)
[352292] ['2/5', '1/2', '7/9', '9/7', '5'] -> 5 / (2/5 * 1/2) - 7/9 * 9/7
[352293] ['5/9', '6/7', '7/2', '9/2', '5'] -> 7/2 * (5 / 5/9 - 6/7) - 9/2
[352294] ['5/7', '3/4', '3/4', '5/2', '7'] -> 3/4 + 3/4 + 7 * (5/7 + 5/2)
[352295] ['5/7', '3/4', '3/4', '8/3', '7'] -> (3/4 + 5/7 * 3/4) * 8/3 * 7
[352296] ['5/7', '3/4', '3/4', '7/2', '7'] -> 7 * (7/2 - (5/7 - 3/4)) - 3/4
[352297] ['2/5', '1/2', '7/9', '5/3', '5'] -> (2/5 + 5/3 / 1/2) / (7/9 / 5)
[352298] ['5/7', '3/4', '7/9', '6/7', '7'] -> 6/7 * 7 / (3/4 / 7/9 - 5/7)
[352299] ['2/5', '1/2', '7/9', '7/2', '5'] -> 5 * (2/5 + 7/2 / 7/9) - 1/2
[352300] ['2/5', '1/2', '7/9', '9/2', '5'] -> 5 * (9/2 * (2/5 + 7/9) - 1/2)
[352301] ['5/7', '3/4', '7/9', '7/6', '7'] -> 7 / 7/6 / (3/4 / 7/9 - 5/7)
[352302] ['2/5', '1/2', '4/5', '8/9', '5'] -> (4/5 + 5 / 1/2) / (2/5 / 8/9)
[352303] ['5/9', '7/8', '7/8', '5/3', '5'] -> (5/3 + 7/8 / 7/8) / (5/9 / 5)
[352304] ['2/5', '1/2', '4/5', '8/7', '5'] -> 8/7 / (2/5 * 1/2) * (5 - 4/5)
[352305] ['5/9', '7/8', '7/8', '7/4', '5'] -> 5 / (5/9 * (7/8 - 7/8 / 7/4))
[352306] ['5/7', '3/4', '7/9', '3/2', '7'] -> 7 / (3/2 * (3/4 - 5/7 * 7/9))
[352307] ['5/7', '3/4', '7/9', '8/5', '7'] -> (7/9 + 7) / (3/4 / (5/7 + 8/5))
[352308] ['5/9', '7/8', '7/8', '7/3', '5'] -> (5 + 7/3 / 7/8) / (7/8 - 5/9)
[352309] ['2/5', '1/2', '4/5', '9/4', '5'] -> (2/5 + 4/5) / (1/2 - 9/4 / 5)
[352310] ['5/9', '7/8', '7/8', '9/2', '5'] -> 9/2 * (5/9 + 5) - 7/8 / 7/8
[352311] ['5/7', '3/4', '7/9', '9/4', '7'] -> 7 * (5/7 * 3/4 + 9/4 / 7/9)
[352312] ['2/5', '1/2', '5/6', '9/8', '5'] -> 5 / (2/5 * 5/6) / (9/8 - 1/2)
[352313] ['2/5', '1/2', '5/6', '8/7', '5'] -> 5 / (1/2 - 2/5 * 5/6 / 8/7)
[352314] ['5/9', '7/8', '8/9', '9/8', '5'] -> 5 / (5/9 - 9/8 + 7/8 * 8/9)
[352315] ['5/9', '7/8', '8/9', '7/6', '5'] -> 5 / (5/9 * 7/8 + 8/9 - 7/6)
[352316] ['5/9', '7/8', '8/9', '6/5', '5'] -> 6/5 * 5 / (7/8 - 5/9 / 8/9)
[352317] ['2/5', '1/2', '5/6', '7/5', '5'] -> (1/2 + 7/5 / 2/5) / (5/6 / 5)
[352318] ['2/5', '1/2', '5/6', '9/4', '5'] -> (5 + 2/5 * 5/6) / (1/2 / 9/4)
[352319] ['2/5', '1/2', '6/7', '6/7', '5'] -> 5 / (2/5 * 1/2) - 6/7 / 6/7
[352320] ['2/5', '1/2', '6/7', '7/8', '5'] -> 5 / 2/5 / (7/8 / 6/7 - 1/2)
[352321] ['5/9', '7/8', '8/9', '7/3', '5'] -> 7/3 / (5/9 / 5 + 7/8 - 8/9)
[352322] ['2/5', '1/2', '6/7', '7/6', '5'] -> 5 / (2/5 * 1/2) - 6/7 * 7/6
[352323] ['5/9', '7/8', '8/9', '5/2', '5'] -> 5 / (5/9 / 5/2 + 7/8 - 8/9)
[352324] ['2/5', '1/2', '6/7', '6/5', '5'] -> (6/5 + 5 / 1/2) / (2/5 / 6/7)
[352325] ['2/5', '1/2', '6/7', '9/7', '5'] -> (9/7 + 5 / (2/5 / 6/7)) / 1/2
[352326] ['5/9', '7/8', '9/8', '9/8', '5'] -> 5 / (5/9 - 9/8 + 7/8 / 9/8)
[352327] ['2/5', '1/2', '6/7', '3/2', '5'] -> (3/2 + 5 / 2/5) / (1/2 / 6/7)
[352328] ['2/5', '1/2', '6/7', '8/5', '5'] -> 5 / (1/2 - 2/5 / 6/7 / 8/5)
[352329] ['2/5', '1/2', '6/7', '9/5', '5'] -> (5 / 6/7 - 1/2) / (2/5 / 9/5)
[352330] ['5/7', '3/4', '4/5', '5/2', '7'] -> 7 * (5/7 + 5/2) / (3/4 / 4/5)
[352331] ['5/9', '7/8', '9/8', '4/3', '5'] -> (7/8 + 9/8) * 5 / (5/9 / 4/3)
[352332] ['5/7', '3/4', '4/5', '8/3', '7'] -> 7 * (8/3 + 4/5 * 5/7 / 3/4)
[352333] ['5/7', '3/4', '4/5', '7/2', '7'] -> 7/2 * (3/4 + 7 - 5/7 / 4/5)
[352334] ['5/7', '3/4', '4/5', '9/2', '7'] -> 4/5 * 9/2 * 7 * 5/7 / 3/4
[352335] ['5/7', '3/4', '5/6', '5/6', '7'] -> 5/7 * 7 / (5/6 - 3/4 * 5/6)
[352336] ['5/7', '3/4', '5/6', '6/7', '7'] -> 7 / (5/6 / 5/7 - 3/4 / 6/7)
[352337] ['5/9', '7/8', '9/8', '9/5', '5'] -> (5 + 5/9 * 9/5) / (9/8 - 7/8)
[352338] ['2/5', '1/2', '7/8', '7/8', '5'] -> 5 / (2/5 * 1/2) - 7/8 / 7/8
[352339] ['5/9', '7/8', '9/8', '9/4', '5'] -> 5 / (5/9 * (7/8 - 9/8 / 9/4))
[352340] ['2/5', '1/2', '7/8', '8/7', '5'] -> 5 / (2/5 * 1/2) - 7/8 * 8/7
[352341] ['5/7', '3/4', '5/6', '6/5', '7'] -> 5/7 * 7 / (5/6 - 3/4 / 6/5)
[352342] ['5/9', '7/8', '9/8', '9/2', '5'] -> 7/8 + 5/9 * 9/8 + 9/2 * 5
[352343] ['5/7', '3/4', '5/6', '9/7', '7'] -> (5/7 + 7) / (5/6 * 9/7 - 3/4)
[352344] ['5/9', '7/8', '8/7', '7/6', '5'] -> 5 / (5/9 / 7/6 + 7/8 - 8/7)
[352345] ['2/5', '1/2', '7/8', '9/4', '5'] -> 5 * (9/4 + (2/5 + 7/8) / 1/2)
[352346] ['5/7', '3/4', '5/6', '7/5', '7'] -> 7 / (5/6 * (7/5 - 3/4 / 5/7))
[352347] ['2/5', '1/2', '7/8', '7/3', '5'] -> 5 / (7/3 - (7/8 + 1/2 / 2/5))
[352348] ['5/7', '3/4', '5/6', '3/2', '7'] -> (5/6 + 3/2) / (3/4 / (5/7 + 7))
[352349] ['5/9', '7/8', '8/7', '7/5', '5'] -> 5 / (5/9 * 7/5) / (8/7 - 7/8)
[352350] ['2/5', '1/2', '7/8', '5/2', '5'] -> (5/2 - 2/5) * 5 / (1/2 * 7/8)
[352351] ['5/7', '3/4', '5/6', '7/4', '7'] -> 7 / (7/4 * 5/7 * 5/6 - 3/4)
[352352] ['5/7', '3/4', '5/6', '9/4', '7'] -> (7 * (5/7 + 9/4) - 3/4) / 5/6
[352353] ['5/9', '7/8', '8/7', '5/3', '5'] -> (5/3 + 7/8 * 8/7) / (5/9 / 5)
[352354] ['5/9', '7/8', '8/7', '7/3', '5'] -> (5 + 8/7 * 7/3) / (7/8 - 5/9)
[352355] ['5/7', '3/4', '6/7', '9/8', '7'] -> (5/7 + 7) / (6/7 * (9/8 - 3/4))
[352356] ['2/5', '1/2', '8/9', '5/3', '5'] -> (1/2 + 5 / (2/5 / 5/3)) / 8/9
[352357] ['5/9', '7/8', '7/6', '7/6', '5'] -> (7/6 + 7/6) * 5 / (5/9 * 7/8)
[352358] ['5/9', '7/8', '7/6', '5/4', '5'] -> 5 / (5/4 / 5/9 - (7/8 + 7/6))
[352359] ['5/7', '3/4', '6/7', '4/3', '7'] -> 7 * (4/3 + (5/7 + 6/7) / 3/4)
[352360] ['5/9', '7/8', '7/6', '9/7', '5'] -> 5 / (5/9 * 9/7) / (7/6 - 7/8)
[352361] ['2/5', '1/2', '8/9', '7/3', '5'] -> (7/3 / 1/2 - 2/5) / (8/9 / 5)
[352362] ['5/7', '3/4', '6/7', '3/2', '7'] -> 7 / (3/4 * 3/2 - 5/7 / 6/7)
[352363] ['5/9', '7/8', '7/6', '7/5', '5'] -> 5 / (7/8 - 7/5 * 5/9 / 7/6)
[352364] ['5/9', '7/8', '7/6', '3/2', '5'] -> (5 + 7/6 + 3/2) / (7/8 - 5/9)
[352365] ['2/5', '1/2', '9/8', '9/8', '5'] -> 5 / (2/5 * 1/2) - 9/8 / 9/8
[352366] ['5/9', '7/8', '7/6', '8/5', '5'] -> 5 / (5/9 * (7/8 + 8/5) - 7/6)
[352367] ['5/7', '3/4', '6/7', '7/4', '7'] -> 3/4 + 7 * (7/4 + 5/7 + 6/7)
[352368] ['5/9', '7/8', '7/6', '5/3', '5'] -> 5 / 5/9 / (7/8 + 7/6 - 5/3)
[352369] ['2/5', '1/2', '9/8', '7/6', '5'] -> 5 * 2/5 * 1/2 / (7/6 - 9/8)
[352370] ['5/7', '3/4', '6/7', '7/3', '7'] -> (5/7 + 7/3) * (7 + 3/4 / 6/7)
[352371] ['5/7', '3/4', '6/7', '5/2', '7'] -> 7 * ((5/7 + 5/2) / 3/4 - 6/7)
[352372] ['5/9', '7/8', '7/6', '9/4', '5'] -> 5 * (7/8 / 7/6 + 9/4 / 5/9)
[352373] ['2/5', '1/2', '9/8', '7/5', '5'] -> (2/5 + 5) / (1/2 + 9/8 - 7/5)
[352374] ['5/9', '7/8', '7/6', '7/3', '5'] -> 5 / (5/9 * (7/8 - 7/6 / 7/3))
[352375] ['2/5', '1/2', '9/8', '3/2', '5'] -> 3/2 / (9/8 / (2/5 * 5) - 1/2)
[352376] ['5/7', '3/4', '7/8', '8/9', '7'] -> 5/7 * 7 / (7/8 - 3/4 * 8/9)
[352377] ['5/9', '7/8', '7/6', '5/2', '5'] -> 7/6 / 7/8 / (5/9 - 5/2 / 5)
[352378] ['2/5', '1/2', '9/8', '7/4', '5'] -> 5 * (7/4 + (2/5 + 9/8) / 1/2)
[352379] ['5/9', '7/8', '7/6', '7/2', '5'] -> (7/2 - 7/6) * 5 / (5/9 * 7/8)
[352380] ['2/5', '1/2', '8/7', '8/7', '5'] -> 5 / (2/5 * 1/2) - 8/7 / 8/7
[352381] ['5/9', '7/8', '6/5', '4/3', '5'] -> 5 / (5/9 * 6/5 + 7/8 - 4/3)
[352382] ['2/5', '1/2', '8/7', '7/6', '5'] -> 5 / 2/5 / (7/6 / 8/7 - 1/2)
[352383] ['5/7', '3/4', '7/8', '7/4', '7'] -> (7/8 + 7) * (5/7 + 7/4 / 3/4)
[352384] ['5/9', '7/8', '6/5', '3/2', '5'] -> 5 / 5/9 / (3/2 / 6/5 - 7/8)
[352385] ['5/7', '3/4', '7/8', '9/5', '7'] -> 7 / (7/8 - 3/4 / (5/7 * 9/5))
[352386] ['5/7', '3/4', '7/8', '8/3', '7'] -> 8/3 * (5/7 + 7) / (3/4 / 7/8)
[352387] ['2/5', '1/2', '8/7', '5/3', '5'] -> 5 / (5/3 / 8/7 - 1/2 / 2/5)
[352388] ['5/7', '3/4', '7/8', '9/2', '7'] -> 7/8 * 9/2 * (7 - 5/7) - 3/4
[352389] ['5/9', '7/8', '6/5', '7/2', '5'] -> (7/2 + 5 / 6/5) / (7/8 - 5/9)
[352390] ['2/5', '1/2', '8/7', '5/2', '5'] -> (5/2 - 2/5) * 5 / (1/2 / 8/7)
[352391] ['5/7', '3/4', '8/9', '7/6', '7'] -> 7 * 5/7 / 3/4 / (7/6 - 8/9)
[352392] ['2/5', '1/2', '8/7', '7/2', '5'] -> 5 * (2/5 / 1/2 + 8/7 * 7/2)
[352393] ['2/5', '1/2', '7/6', '7/6', '5'] -> 5 / (2/5 * 1/2) - 7/6 / 7/6
[352394] ['2/5', '1/2', '7/6', '6/5', '5'] -> (6/5 + 5 / 1/2) / (2/5 * 7/6)
[352395] ['5/9', '7/8', '5/4', '3/2', '5'] -> 5 / (7/8 - 3/2 * 5/9 / 5/4)
[352396] ['2/5', '1/2', '7/6', '9/7', '5'] -> (9/7 + 5 / (2/5 * 7/6)) / 1/2
[352397] ['5/7', '3/4', '8/9', '3/2', '7'] -> 7 * 5/7 / 3/2 / (8/9 - 3/4)
[352398] ['5/9', '7/8', '5/4', '9/4', '5'] -> 5 / (5/4 * (5/9 - 7/8 / 9/4))
[352399] ['2/5', '1/2', '7/6', '3/2', '5'] -> (3/2 + 5 / 2/5) / (1/2 * 7/6)
[352400] ['5/9', '7/8', '5/4', '7/3', '5'] -> 5 / (5/4 / 5/9 - 7/8 * 7/3)
[352401] ['5/7', '3/4', '8/9', '7/4', '7'] -> (5/7 + 7/4 / 3/4) / (8/9 / 7)
[352402] ['2/5', '1/2', '7/6', '7/4', '5'] -> 2/5 * 5 / (7/4 - (1/2 + 7/6))
[352403] ['2/5', '1/2', '7/6', '9/5', '5'] -> (7/6 * 5 - 1/2) / (2/5 / 9/5)
[352404] ['2/5', '1/2', '7/6', '9/4', '5'] -> 2/5 * 5 / (7/6 / 1/2 - 9/4)
[352405] ['5/9', '7/8', '5/4', '7/2', '5'] -> 5 / (5/9 * (7/2 - 7/8) - 5/4)
[352406] ['2/5', '1/2', '7/6', '8/3', '5'] -> (1/2 + 7/6) * 8/3 * (2/5 + 5)
[352407] ['5/9', '7/8', '5/4', '9/2', '5'] -> 5 / (5/9 * 7/8 - 5/4 / 9/2)
[352408] ['5/7', '3/4', '8/9', '8/3', '7'] -> 7 * (8/9 + 8/3 * 5/7 / 3/4)
[352409] ['5/7', '3/4', '8/9', '9/2', '7'] -> 7 * (9/2 - 5/7 / 3/4 / 8/9)
[352410] ['5/9', '7/8', '9/7', '3/2', '5'] -> 5 / (5/9 * (3/2 - 7/8 * 9/7))
[352411] ['5/7', '3/4', '9/8', '7/6', '7'] -> 7/6 * (5/7 + 7) / (9/8 - 3/4)
[352412] ['5/9', '7/8', '9/7', '8/5', '5'] -> 5 / (5/9 * 8/5 - 7/8 / 9/7)
[352413] ['5/9', '7/8', '9/7', '5/3', '5'] -> 5 / 5/3 / (7/8 / 9/7 - 5/9)
[352414] ['5/7', '3/4', '9/8', '9/7', '7'] -> (7 + 5/7 + 9/7) / (9/8 - 3/4)
[352415] ['5/7', '3/4', '9/8', '7/5', '7'] -> 7 / (7/5 / 3/4 - 9/8 / 5/7)
[352416] ['2/5', '1/2', '5/4', '9/5', '5'] -> 9/5 / (1/2 * (2/5 - 5/4 / 5))
[352417] ['5/9', '7/8', '9/7', '7/3', '5'] -> 7/8 * 5 * (9/7 + 7/3 / 5/9)
[352418] ['2/5', '1/2', '5/4', '7/3', '5'] -> 2/5 * 5 / (5/4 - 1/2 * 7/3)
[352419] ['2/5', '1/2', '9/7', '9/7', '5'] -> 5 / (2/5 * 1/2) - 9/7 / 9/7
[352420] ['5/7', '3/4', '9/8', '7/4', '7'] -> 9/8 * 7 * (5/7 + 7/4 / 3/4)
[352421] ['2/5', '1/2', '9/7', '4/3', '5'] -> 4/3 / 5 / (2/5 - 1/2 / 9/7)
[352422] ['5/7', '3/4', '9/8', '9/5', '7'] -> 7 * 5/7 * 9/5 / (9/8 - 3/4)
[352423] ['5/9', '7/8', '4/3', '8/5', '5'] -> 5 / (7/8 - 8/5 * 5/9 / 4/3)
[352424] ['5/7', '3/4', '9/8', '7/3', '7'] -> 7 / ((3/4 + 9/8) / 5/7 - 7/3)
[352425] ['5/9', '7/8', '4/3', '7/4', '5'] -> 4/3 * 7/4 * 5 / (5/9 * 7/8)
[352426] ['5/7', '3/4', '9/8', '5/2', '7'] -> 9/8 / 3/4 + 7 * (5/7 + 5/2)
[352427] ['2/5', '1/2', '9/7', '5/3', '5'] -> 9/7 * 5 * (2/5 + 5/3 / 1/2)
[352428] ['5/7', '3/4', '8/7', '8/7', '7'] -> 8/7 / (3/4 - 5/7) - 8/7 * 7
[352429] ['5/9', '7/8', '4/3', '7/2', '5'] -> (7/2 / 7/8 - 4/3) / (5/9 / 5)
[352430] ['5/7', '3/4', '8/7', '7/6', '7'] -> (8/7 + 7) / (3/4 * (7/6 - 5/7))
[352431] ['5/9', '7/8', '7/5', '7/5', '5'] -> 5 / (5/9 / 7/5) / (7/5 - 7/8)
[352432] ['2/5', '1/2', '9/7', '8/3', '5'] -> 9/7 * ((8/3 + 5) / 2/5 - 1/2)
[352433] ['5/9', '7/8', '7/5', '3/2', '5'] -> 5 / (5/9 * 3/2 - 7/8 / 7/5)
[352434] ['5/7', '3/4', '8/7', '9/7', '7'] -> 8/7 * 7 / (9/7 - 5/7 / 3/4)
[352435] ['5/7', '3/4', '8/7', '4/3', '7'] -> 7 * (5/7 / 3/4 + 8/7 + 4/3)
[352436] ['5/9', '7/8', '7/5', '8/5', '5'] -> 5 / (5/9 * (8/5 - 7/8 * 7/5))
[352437] ['5/9', '7/8', '7/5', '5/3', '5'] -> 7/5 * 5/3 * 5 / (5/9 * 7/8)
[352438] ['2/5', '1/2', '4/3', '7/4', '5'] -> 2/5 * 5 / (1/2 + 4/3 - 7/4)
[352439] ['5/7', '3/4', '8/7', '8/5', '7'] -> (7 - 3/4) / (5/7 / (8/7 + 8/5))
[352440] ['5/9', '7/8', '7/5', '7/4', '5'] -> 5 / 5/9 / (7/4 / 7/5 - 7/8)
[352441] ['5/9', '7/8', '7/5', '9/5', '5'] -> 5 / (5/9 - 7/8 / 7/5 / 9/5)
[352442] ['5/7', '3/4', '7/6', '7/6', '7'] -> (7/6 + 7/6) / (3/4 / (5/7 + 7))
[352443] ['2/5', '1/2', '7/5', '7/3', '5'] -> 7/3 * (2/5 / 7/5 + 5 / 1/2)
[352444] ['5/7', '3/4', '7/6', '6/5', '7'] -> 7 / (7/6 - 3/4 / (5/7 * 6/5))
[352445] ['2/5', '1/2', '3/2', '3/2', '5'] -> 5 / (2/5 * 1/2) - 3/2 / 3/2
[352446] ['5/7', '3/4', '7/6', '9/7', '7'] -> 7 / 7/6 / (3/4 * 9/7 - 5/7)
[352447] ['5/9', '7/8', '7/5', '7/2', '5'] -> (7/5 + 7/2 / 7/8) * (5 - 5/9)
[352448] ['5/7', '3/4', '7/6', '7/5', '7'] -> 7 / 7/6 / (5/7 * 7/5 - 3/4)
[352449] ['5/7', '3/4', '7/6', '3/2', '7'] -> 7 / (3/4 * 3/2 - 5/7 * 7/6)
[352450] ['5/9', '7/8', '3/2', '5/3', '5'] -> 5 / (5/9 / 5/3) / (3/2 - 7/8)
[352451] ['2/5', '1/2', '7/4', '7/4', '5'] -> 5 / (2/5 * 1/2) - 7/4 / 7/4
[352452] ['5/7', '3/4', '7/6', '5/3', '7'] -> 7/6 / (3/4 - 5/7) - (5/3 + 7)
[352453] ['2/5', '1/2', '7/4', '9/5', '5'] -> 5 * (1/2 / 2/5 + 7/4 + 9/5)
[352454] ['5/9', '7/8', '3/2', '9/4', '5'] -> 7/8 + (5/9 + 3/2) * 9/4 * 5
[352455] ['2/5', '1/2', '7/4', '7/3', '5'] -> 2/5 * 5 / (7/3 - (1/2 + 7/4))
[352456] ['5/9', '7/8', '3/2', '5/2', '5'] -> (5 / (5/9 / 5/2) - 3/2) / 7/8
[352457] ['5/7', '3/4', '7/6', '7/3', '7'] -> (5/7 + 7/3) * (7 + 3/4 * 7/6)
[352458] ['2/5', '1/2', '7/4', '8/3', '5'] -> 8/3 * (5 / 2/5 - 7/4 / 1/2)
[352459] ['5/9', '7/8', '3/2', '7/2', '5'] -> 5 / (5/9 * 7/8) / (3/2 / 7/2)
[352460] ['5/7', '3/4', '7/6', '5/2', '7'] -> 7 / (5/2 * (7/6 - 3/4 / 5/7))
[352461] ['2/5', '1/2', '9/5', '9/5', '5'] -> 5 / (2/5 * 1/2) - 9/5 / 9/5
[352462] ['2/5', '1/2', '9/5', '9/4', '5'] -> (2/5 + 5) / (1/2 * (9/4 - 9/5))
[352463] ['5/7', '3/4', '7/6', '9/2', '7'] -> 3/4 * 7 * (5/7 + 9/2 / 7/6)
[352464] ['2/5', '1/2', '9/5', '7/3', '5'] -> 9/5 / (2/5 * 1/2) * (5 - 7/3)
[352465] ['2/5', '1/2', '9/4', '5/2', '5'] -> (2/5 + 9/4) / (1/2 / 5) - 5/2
[352466] ['5/7', '3/4', '6/5', '9/7', '7'] -> (5/7 + 7) / (9/7 / 6/5 - 3/4)
[352467] ['5/9', '7/8', '8/5', '5/2', '5'] -> 8/5 * (7/8 + 5/2) * (5 - 5/9)
[352468] ['2/5', '1/2', '7/3', '9/2', '5'] -> 2/5 * 5 / (7/3 - 1/2 * 9/2)
[352469] ['2/5', '5/9', '5/9', '5/9', '5'] -> ((5/9 + 5) / 2/5 - 5/9) / 5/9
[352470] ['5/7', '3/4', '6/5', '7/4', '7'] -> 7 / (7/4 * 5/7 / 6/5 - 3/4)
[352471] ['2/5', '5/9', '5/9', '2/3', '5'] -> (5/9 / 2/3 + 5 / 2/5) / 5/9
[352472] ['5/7', '3/4', '6/5', '5/2', '7'] -> 7 * (3/4 + (5/7 + 5/2) / 6/5)
[352473] ['5/7', '3/4', '6/5', '7/2', '7'] -> 6/5 / (3/4 - 7/2 / (5/7 * 7))
[352474] ['5/9', '7/8', '7/4', '9/4', '5'] -> 5 / 5/9 / (7/8 + 7/4 - 9/4)
[352475] ['5/9', '7/8', '7/4', '7/3', '5'] -> 5 / (5/9 / 7/3) / (7/4 - 7/8)
[352476] ['2/5', '5/9', '5/9', '8/9', '5'] -> (5 - (5/9 - 8/9)) / (2/5 * 5/9)
[352477] ['5/9', '7/8', '7/4', '7/2', '5'] -> 5 / (5/9 * (7/8 - 7/4 / 7/2))
[352478] ['5/7', '3/4', '5/4', '9/5', '7'] -> (5/7 + 5/4) * 9/5 * 7 - 3/4
[352479] ['5/9', '7/8', '9/5', '7/3', '5'] -> 9/5 / (7/8 - 5 + 7/3 / 5/9)
[352480] ['5/7', '3/4', '5/4', '7/3', '7'] -> 7/3 * ((5/4 + 7) / 3/4 - 5/7)
[352481] ['2/5', '5/9', '5/9', '3/2', '5'] -> (5/9 * 3/2 + 5 / 2/5) / 5/9
[352482] ['5/7', '3/4', '5/4', '9/2', '7'] -> 7 * 5/7 / 3/4 / (5/4 / 9/2)
[352483] ['2/5', '5/9', '5/9', '5/3', '5'] -> (5 + 5/9 / 5/3) / (2/5 * 5/9)
[352484] ['5/9', '7/8', '9/4', '7/3', '5'] -> 5 / (7/3 - (7/8 + 5/9 * 9/4))
[352485] ['2/5', '5/9', '5/9', '9/5', '5'] -> 9/5 * ((5/9 + 5) / 2/5 - 5/9)
[352486] ['5/7', '3/4', '9/7', '3/2', '7'] -> 7 / (3/2 * (3/4 - 5/7 / 9/7))
[352487] ['5/9', '7/8', '9/4', '8/3', '5'] -> (5 + 8/3 * (7/8 + 9/4)) / 5/9
[352488] ['5/7', '3/4', '9/7', '5/3', '7'] -> 5/3 * (5/7 + 7) / (9/7 - 3/4)
[352489] ['2/5', '5/9', '5/9', '8/3', '5'] -> 8/3 / (2/5 * 5/9 - 5/9 / 5)
[352490] ['5/9', '7/8', '9/4', '7/2', '5'] -> 5 / (5/9 * (7/2 - (7/8 + 9/4)))
[352491] ['5/7', '3/4', '9/7', '7/4', '7'] -> 7 * (5/7 + 7/4 + 3/4 * 9/7)
[352492] ['5/9', '7/8', '9/4', '9/2', '5'] -> 5 / (5/9 * (7/8 - 9/4 / 9/2))
[352493] ['5/7', '3/4', '9/7', '9/5', '7'] -> (9/7 + 5/7 * 9/5) / (3/4 / 7)
[352494] ['5/9', '7/8', '7/3', '7/3', '5'] -> 7/3 / (5 * 5/9 * 7/8 - 7/3)
[352495] ['5/7', '3/4', '9/7', '5/2', '7'] -> (5/2 * (5/7 + 7) - 9/7) / 3/4
[352496] ['5/7', '3/4', '4/3', '4/3', '7'] -> (5/7 + 7) * (4/3 + 4/3 / 3/4)
[352497] ['5/9', '7/8', '8/3', '8/3', '5'] -> (5/9 + 8/3 * (8/3 + 5)) / 7/8
[352498] ['2/5', '5/9', '4/7', '6/7', '5'] -> 6/7 / 4/7 + 5 / (2/5 * 5/9)
[352499] ['5/7', '3/4', '4/3', '7/2', '7'] -> (4/3 + 5/7 / 3/4) * (7/2 + 7)
[352500] ['5/9', '7/8', '8/3', '9/2', '5'] -> (8/3 * 9/2 + 5 / 5/9) / 7/8
[352501] ['2/5', '5/9', '4/7', '8/9', '5'] -> 2/5 * 5 / (5/9 / 4/7 - 8/9)
[352502] ['5/7', '3/4', '7/5', '7/5', '7'] -> (7/5 + 7) / (7/5 - 3/4 / 5/7)
[352503] ['5/7', '3/4', '7/5', '3/2', '7'] -> (5/7 + 7) / (3/2 / 7/5 - 3/4)
[352504] ['5/9', '8/9', '8/9', '8/9', '5'] -> (8/9 + 8/9 + 8/9) / (5/9 / 5)
[352505] ['5/7', '3/4', '7/5', '5/2', '7'] -> (7 - 7/5) / (3/4 / (5/7 + 5/2))
[352506] ['5/9', '8/9', '8/9', '6/5', '5'] -> 8/9 * 5 / (8/9 / 6/5 - 5/9)
[352507] ['5/9', '8/9', '8/9', '4/3', '5'] -> (4/3 + 5) / (8/9 - 5/9 / 8/9)
[352508] ['5/9', '8/9', '8/9', '3/2', '5'] -> (8/9 + 8/9) * 5 / (5/9 / 3/2)
[352509] ['5/9', '8/9', '8/9', '5/3', '5'] -> (5/3 + 8/9 / 8/9) / (5/9 / 5)
[352510] ['5/7', '3/4', '3/2', '8/3', '7'] -> 8/3 * 7 * (3/2 / 3/4 - 5/7)
[352511] ['5/9', '8/9', '8/9', '9/5', '5'] -> 8/9 * 9/5 * 5 / (8/9 - 5/9)
[352512] ['5/7', '3/4', '8/5', '8/5', '7'] -> (8/5 + 8/5 / 5/7) * (7 - 3/4)
[352513] ['5/7', '3/4', '8/5', '9/5', '7'] -> (9/5 + 7 * (5/7 + 8/5)) / 3/4
[352514] ['5/7', '3/4', '8/5', '7/3', '7'] -> 7 / (7/3 * 5/7 / 8/5 - 3/4)
[352515] ['5/9', '8/9', '8/9', '7/2', '5'] -> 8/9 / (8/9 / (5 - 7/2) - 5/9)
[352516] ['5/9', '8/9', '9/8', '8/7', '5'] -> 5 / (5/9 - 9/8 + 8/9 / 8/7)
[352517] ['5/9', '8/9', '9/8', '7/6', '5'] -> (8/9 + 5/9 / 5) / (7/6 - 9/8)
[352518] ['5/7', '3/4', '5/3', '5/3', '7'] -> (5/3 + 7 / (5/7 / 5/3)) / 3/4
[352519] ['2/5', '5/9', '3/5', '4/5', '5'] -> (3/5 + 5 / 5/9) / (4/5 - 2/5)
[352520] ['5/9', '8/9', '9/8', '7/5', '5'] -> (5 + 8/9 / 5/9) / (7/5 - 9/8)
[352521] ['5/7', '3/4', '5/3', '7/3', '7'] -> 7/3 * (7 / 3/4 - (5/7 - 5/3))
[352522] ['5/7', '3/4', '5/3', '5/2', '7'] -> 5/7 * 7 / (3/4 * 5/2 - 5/3)
[352523] ['2/5', '5/9', '3/5', '8/9', '5'] -> (2/5 + 8/9) / (3/5 - 5/9) - 5
