[106381] ['2/9', '9/8', '7/4', '7/2', '4'] -> (4 + 7/2 / 7/4) / (2/9 * 9/8)
[113268] ['3/5', '5/8', '7/8', '9/2', '5'] -> 5 * (3/5 + 9/2) - (5/8 + 7/8)
[113269] ['1/4', '2/7', '6/5', '5/3', '4'] -> 6/5 * 5/3 / (1/4 * 2/7) - 4
[113270] ['1/8', '1/6', '8/7', '7/5', '7'] -> (7 - 8/7) / (1/8 + 1/6 / 7/5)
[113271] ['1/5', '7/5', '9/4', '9/4', '7'] -> 7 / (1/5 * 7/5) - 9/4 / 9/4
[113272] ['1/7', '2/9', '5/3', '9/4', '3'] -> (5/3 - 1/7) * (9/4 + 3 / 2/9)
[113273] ['1/5', '5/6', '6/7', '9/7', '9'] -> 9 * (5/6 / 1/5 - 9/7 / 6/7)
[113274] ['2/9', '1/2', '4/5', '6/7', '8'] -> 6/7 * (8 / (1/2 - 2/9) - 4/5)
[113275] ['1/8', '4/7', '5/8', '2/3', '6'] -> 6 / (4/7 * (5/8 - 1/8 / 2/3))
[113276] ['2/3', '4/5', '3', '9/2', '9/2'] -> 9/2 * (4/5 * (3 + 9/2) - 2/3)
[113277] ['3/8', '2/5', '1/2', '1', '7/2'] -> ((1/2 + 7/2) / 2/5 - 1) / 3/8
[113278] ['3/8', '4/9', '4/5', '4/5', '2'] -> 4/5 / 3/8 / (4/9 * 2 - 4/5)
[113279] ['2/7', '5/8', '5/8', '3/2', '7'] -> 7 / 2/7 - (3/2 - 5/8 / 5/8)
[113280] ['5/9', '6/7', '7/8', '9/5', '9'] -> (9/5 + 9 / 5/9) / (6/7 * 7/8)
[113281] ['1/8', '4/7', '5/8', '3/4', '6'] -> 6 / (5/8 * 3/4 - 1/8 / 4/7)
[113282] ['2/3', '5/6', '5/6', '5/6', '3'] -> (3 + 5/6 / 5/6) / (5/6 - 2/3)
[113283] ['2/9', '1/2', '4/5', '7/8', '8'] -> 8 / (2/9 * (7/8 + 1/2 / 4/5))
[113284] ['1/7', '1/5', '1/4', '5/6', '4'] -> 5/6 * (1/5 / 1/4 + 4 / 1/7)
[113285] ['1/7', '2/9', '5/3', '8/3', '3'] -> 8/3 / (1/7 * (2/9 + 5/3 / 3))
[113286] ['3/5', '8/7', '8/7', '8/3', '4'] -> 8/7 + (8/7 + 4) / (3/5 / 8/3)
[113287] ['3/8', '2/5', '5/9', '5/9', '1'] -> 1 / (3/8 - 5/9 + 2/5 * 5/9)
[113288] ['3/8', '4/9', '4/5', '6/7', '2'] -> 6/7 * (2 / (4/9 - 3/8) - 4/5)
[113289] ['1/8', '1/6', '8/7', '7/4', '7'] -> 8/7 / (1/8 / 7/4 - 1/6 / 7)
[113290] ['2/3', '5/6', '5/6', '8/9', '3'] -> (2/3 + 5/6) / (8/9 - 5/6) - 3
[113291] ['3/5', '5/8', '8/9', '7/6', '5'] -> 5 / 3/5 / (5/8 + 8/9 - 7/6)
[113292] ['2/7', '5/8', '5/8', '7/4', '7'] -> 7 / 2/7 - (7/4 - (5/8 + 5/8))
[113293] ['2/9', '1/2', '4/5', '8/7', '8'] -> (4/5 + 8/7 / 1/2) * (8 - 2/9)
[113294] ['1/7', '2/9', '7/4', '7/4', '3'] -> 3 / 2/9 - (7/4 - 7/4 / 1/7)
[113295] ['3/8', '2/5', '5/9', '5/8', '1'] -> 1 / (2/5 * 5/8 - 3/8 * 5/9)
[113296] ['1/8', '4/7', '5/8', '5/6', '6'] -> (6 - 5/8 / 5/6) / (1/8 / 4/7)
[113297] ['3/8', '4/9', '4/5', '8/9', '2'] -> 2 * (8/9 / (4/9 - 3/8) - 4/5)
[113298] ['2/3', '5/6', '5/6', '7/6', '3'] -> 3 / (7/6 - 5/6 / (2/3 / 5/6))
[113299] ['4/9', '5/8', '5/7', '9/5', '3'] -> 3 / 5/7 / (4/9 * 9/5 - 5/8)
[113300] ['1/4', '2/7', '6/5', '8/3', '4'] -> (8/3 / 2/7 - 4 / 6/5) / 1/4
[113301] ['1/5', '5/6', '6/7', '7/4', '9'] -> 9 * (5/6 / 1/5 - 6/7 * 7/4)
[113302] ['2/9', '1/2', '4/5', '7/6', '8'] -> (8 / (1/2 - 2/9) - 4/5) / 7/6
[113303] ['2/7', '5/8', '5/8', '9/5', '7'] -> 5/8 - 5/8 * 9/5 + 7 / 2/7
[113304] ['3/8', '2/5', '5/9', '5/7', '1'] -> 1 / (3/8 * 5/7) / (5/9 - 2/5)
[113305] ['2/3', '5/6', '5/6', '6/5', '3'] -> (3 + 5/6 * 6/5) / (5/6 - 2/3)
[113306] ['4/9', '5/8', '5/7', '9/4', '3'] -> 3 / (4/9 * 9/4 - 5/8 / 5/7)
[113307] ['1/7', '2/9', '7/4', '9/4', '3'] -> 3 / (1/7 * 2/9) / (7/4 * 9/4)
[113308] ['3/8', '2/5', '5/9', '3/4', '1'] -> 1 / (5/9 * (3/8 - 2/5 * 3/4))
[113309] ['1/7', '1/5', '1/4', '7/6', '4'] -> 7/6 * (1/7 / 1/4 + 4 / 1/5)
[113310] ['2/9', '1/2', '4/5', '5/4', '8'] -> 8 / (2/9 * (1/2 + 4/5 * 5/4))
[113311] ['1/5', '5/6', '6/7', '7/3', '9'] -> 6/7 + 9 / (7/3 * 1/5 * 5/6)
[113312] ['1/5', '7/5', '5/2', '8/3', '7'] -> 8/3 / (7/5 / (7 - 5/2) - 1/5)
[113313] ['1/8', '4/7', '5/8', '7/6', '6'] -> 6 / (4/7 * 5/8 - 1/8 / 7/6)
[113314] ['1/7', '2/9', '7/4', '5/2', '3'] -> (5/2 / (2/9 * 7/4) - 3) / 1/7
[113315] ['2/7', '5/8', '5/8', '5/2', '7'] -> 7 / 2/7 - (5/8 + 5/8) / 5/2
[113316] ['1/5', '5/6', '6/7', '8/3', '9'] -> 9 + (5/6 + 8/3) / (1/5 / 6/7)
[113317] ['1/8', '4/7', '5/8', '6/5', '6'] -> (6 - 5/8 * 6/5) / (1/8 / 4/7)
[113318] ['1/7', '2/9', '7/4', '8/3', '3'] -> 8/3 / 2/9 + 3 / (1/7 * 7/4)
[113319] ['2/7', '5/8', '5/8', '8/3', '7'] -> (2/7 + 5/8 / 5/8) * 8/3 * 7
[113320] ['2/9', '1/2', '4/5', '7/5', '8'] -> 8 / (2/9 * (4/5 + 1/2 * 7/5))
[113321] ['1/5', '5/6', '6/7', '7/2', '9'] -> 5/6 * 9 * (1/5 + 6/7 * 7/2)
[113322] ['2/3', '5/6', '5/6', '7/5', '3'] -> 3 / (5/6 * (7/5 - 5/6 / 2/3))
[113323] ['3/5', '5/8', '8/9', '8/5', '5'] -> 5 / (3/5 * 5/8) / (8/9 / 8/5)
[113324] ['3/5', '8/7', '7/6', '7/5', '4'] -> 4 / (3/5 + 7/6 - 8/7 * 7/5)
[113325] ['1/4', '2/7', '5/4', '3/2', '4'] -> 4 / 2/7 / (5/4 / 3/2 - 1/4)
[113326] ['1/8', '4/7', '5/8', '4/3', '6'] -> 6 / (5/8 / 4/3 - 1/8 / 4/7)
[113327] ['2/3', '5/6', '5/6', '3/2', '3'] -> (3/2 + 5/6 * 3) / (5/6 - 2/3)
[113328] ['1/8', '1/6', '7/6', '5/3', '7'] -> (7/6 / 1/8 + 5/3 - 7) / 1/6
[113329] ['3/5', '5/8', '8/9', '5/3', '5'] -> 5 / (8/9 / (5/3 - 3/5) - 5/8)
[113330] ['2/7', '5/8', '5/8', '9/2', '7'] -> 9/2 / 2/7 + 7 + 5/8 + 5/8
[113331] ['1/7', '2/9', '9/5', '9/5', '3'] -> (9/5 / 1/7 - 3) / (2/9 * 9/5)
[113332] ['2/3', '5/6', '5/6', '8/5', '3'] -> 5/6 * 8/5 * 3 / (5/6 - 2/3)
[113333] ['3/5', '8/7', '7/6', '8/5', '4'] -> 4 / 7/6 / (3/5 + 8/7 - 8/5)
[113334] ['1/7', '1/5', '1/4', '5/3', '4'] -> 1/5 / (1/4 / 5/3 - 1/7) - 4
[113335] ['4/9', '5/8', '3/4', '3/4', '3'] -> 3 / (4/9 * (3/4 - 5/8 * 3/4))
[113336] ['2/9', '1/2', '4/5', '7/4', '8'] -> 1/2 / (7/4 / (8 - 4/5) - 2/9)
[113337] ['3/5', '8/7', '7/6', '5/3', '4'] -> 4 / (7/6 * (8/7 - 3/5 * 5/3))
[113338] ['2/7', '5/8', '2/3', '5/7', '7'] -> 7 / (2/3 - 5/7 - (2/7 - 5/8))
[113339] ['4/9', '5/8', '3/4', '7/9', '3'] -> 4/9 * 3 / (5/8 / 3/4 - 7/9)
[113340] ['3/5', '5/8', '8/9', '9/5', '5'] -> 5 / (8/9 - (3/5 + 5/8) / 9/5)
[113341] ['1/7', '2/9', '9/5', '7/3', '3'] -> 7/3 / (2/9 - 1/7) - 9/5 * 3
[113342] ['2/3', '5/6', '5/6', '9/5', '3'] -> 5/6 / (5/6 - 2/3) * (9/5 + 3)
[113343] ['1/5', '3/2', '8/5', '8/5', '7'] -> (8/5 / 8/5 + 7 / 1/5) / 3/2
[113344] ['1/8', '4/7', '5/8', '9/5', '6'] -> 4/7 / (5/8 / (6 - 9/5) - 1/8)
[113345] ['3/8', '4/9', '4/5', '2', '8/3'] -> 8/3 / (4/9 - 3/8) / (4/5 * 2)
[113346] ['4/9', '5/8', '3/4', '5/6', '3'] -> 3 / (4/9 * 3/4 + 5/8 - 5/6)
[113347] ['2/7', '5/8', '2/3', '4/5', '7'] -> 7 * 2/7 / 5/8 / (4/5 - 2/3)
[113348] ['1/5', '3/2', '8/5', '7/4', '7'] -> 1/5 + (3/2 + 7) * 8/5 * 7/4
[113349] ['1/5', '5/6', '7/8', '6/5', '9'] -> 9 / (1/5 * (7/8 + 5/6 * 6/5))
[113350] ['1/7', '1/5', '1/4', '5/2', '4'] -> 5/2 * (4 + 1/5 / (1/7 * 1/4))
[113351] ['1/8', '1/6', '6/5', '3/2', '7'] -> (7 / (1/6 + 3/2) - 6/5) / 1/8
[113352] ['1/4', '2/7', '9/7', '9/7', '4'] -> 9/7 / 9/7 / (2/7 - 1/4) - 4
[113353] ['2/9', '1/2', '4/5', '5/2', '8'] -> 8 / 2/9 / (4/5 * 5/2 - 1/2)
[113354] ['3/5', '8/7', '7/6', '9/5', '4'] -> 4 / (7/6 * (9/5 - 8/7) - 3/5)
[113355] ['1/7', '2/9', '9/5', '8/3', '3'] -> 8/3 / (3 / 9/5 - 2/9 / 1/7)
[113356] ['1/5', '5/6', '7/8', '5/4', '9'] -> 9 * (7/8 / (1/5 * 5/4) - 5/6)
[113357] ['3/5', '5/8', '8/9', '5/2', '5'] -> 5/2 * (3/5 + 5 / (5/8 * 8/9))
[113358] ['1/5', '3/2', '8/5', '9/4', '7'] -> 8/5 * 7 / (3/2 / 9/4 - 1/5)
[113359] ['1/4', '2/7', '9/7', '8/5', '4'] -> 8/5 * (2/7 - 9/7 + 4 / 1/4)
[113360] ['1/7', '2/9', '9/5', '3', '7/2'] -> (3 / 9/5 - 1/7) / (2/9 / 7/2)
[113361] ['3/8', '4/9', '5/6', '5/6', '2'] -> 2 / (4/9 / 5/6 - 3/8 / 5/6)
[113362] ['4/9', '5/8', '3/4', '8/9', '3'] -> 4/9 * 3 / (8/9 - 5/8 / 3/4)
[113363] ['1/8', '1/6', '6/5', '7/4', '7'] -> 7 + 6/5 * (1/6 + 7/4 / 1/8)
[113364] ['2/3', '5/6', '6/7', '8/9', '3'] -> 2/3 * 3 / (5/6 / 6/7 - 8/9)
[113365] ['1/7', '2/9', '9/5', '3', '9/2'] -> 9/2 / 1/7 - 3 / (2/9 * 9/5)
[113366] ['2/9', '1/2', '5/6', '6/7', '8'] -> 8 / (6/7 * (5/6 - 2/9 / 1/2))
[113367] ['3/5', '5/8', '9/8', '9/8', '5'] -> (9/8 + 9/8 / 3/5) / (5/8 / 5)
[113368] ['2/3', '5/6', '6/7', '9/8', '3'] -> (2/3 + 3) / (9/8 - 5/6 / 6/7)
[113369] ['3/8', '2/5', '5/9', '1', '5/2'] -> (5/2 + 1 / 2/5) / (3/8 * 5/9)
[113370] ['1/5', '5/6', '7/8', '4/3', '9'] -> (1/5 + 9 / 5/6) / (4/3 - 7/8)
[113371] ['1/7', '1/5', '2/7', '3/7', '4'] -> (4 + (1/7 + 3/7) / 1/5) / 2/7
[113372] ['5/9', '6/7', '8/9', '7/4', '9'] -> 9 * (5/9 / 8/9 + 7/4 / 6/7)
[113373] ['2/7', '5/8', '2/3', '5/4', '7'] -> (2/7 + 5/4 / 5/8) / (2/3 / 7)
[113374] ['1/8', '1/6', '6/5', '7/3', '7'] -> 7/3 / 7 / (1/6 / 6/5 - 1/8)
[113375] ['1/5', '3/2', '5/3', '9/4', '7'] -> 5/3 * 9/4 * (7 - 1/5) - 3/2
[113376] ['3/8', '2/5', '5/9', '1', '7/2'] -> 7/2 / 3/8 / (5/9 / 2/5 - 1)
[113377] ['2/7', '5/8', '2/3', '4/3', '7'] -> (7 / (2/7 / 2/3) - 4/3) / 5/8
[113378] ['1/8', '1/6', '6/5', '5/2', '7'] -> (1/6 * 6/5 + 7 / 5/2) / 1/8
[113379] ['4/9', '5/8', '3/4', '6/5', '3'] -> 3 / (4/9 * 5/8) / (6/5 - 3/4)
[113380] ['2/9', '1/2', '5/6', '9/7', '8'] -> 9/7 / (1/2 * 5/6) * (8 - 2/9)
[113381] ['1/5', '5/6', '7/8', '3/2', '9'] -> 9 / (5/6 / 3/2) / (7/8 - 1/5)
[113382] ['1/5', '3/2', '5/3', '8/3', '7'] -> (7 / 1/5 - (5/3 - 8/3)) / 3/2
[113383] ['2/3', '5/6', '6/7', '7/5', '3'] -> 7/5 * (3 / (5/6 - 2/3) - 6/7)
[113384] ['3/5', '8/7', '6/5', '9/7', '4'] -> 4 / ((3/5 + 8/7) / 6/5 - 9/7)
[113385] ['3/8', '2/5', '5/9', '1', '9/2'] -> (9/2 + 1 / (2/5 * 5/9)) / 3/8
[113386] ['1/7', '2/9', '9/4', '3', '9/2'] -> 3 * (9/2 + 9/4 / (1/7 / 2/9))
[113387] ['4/9', '5/8', '3/4', '5/4', '3'] -> (3/4 + 3) / (5/8 / 4/9 - 5/4)
[113388] ['2/3', '5/6', '6/7', '3/2', '3'] -> 3/2 / (5/6 - 2/3 / 6/7) - 3
[113389] ['2/9', '1/2', '5/6', '7/5', '8'] -> (5/6 * 7/5 - 1/2) / (2/9 / 8)
[113390] ['3/8', '4/9', '5/6', '8/5', '2'] -> (8/5 + 2 / 5/6) / (3/8 * 4/9)
[113391] ['1/7', '1/5', '2/7', '7/8', '4'] -> (2/7 + (1/7 + 4) / 1/5) / 7/8
[113392] ['1/7', '2/9', '7/3', '5/2', '3'] -> (7/3 / 1/7 - 3) / (2/9 * 5/2)
[113393] ['1/8', '1/6', '6/5', '9/2', '7'] -> (9/2 / 1/8 - 7) / 6/5 - 1/6
[113394] ['2/3', '5/6', '6/7', '8/5', '3'] -> 3 / (6/7 * (2/3 - 5/6 / 8/5))
[113395] ['1/8', '4/7', '2/3', '5/4', '6'] -> (5/4 + 2/3 * 6) / (1/8 / 4/7)
[113396] ['3/8', '4/9', '5/6', '9/5', '2'] -> (9/5 + 2) / (4/9 / 5/6 - 3/8)
[113397] ['4/9', '5/8', '3/4', '4/3', '3'] -> 3 / (4/9 * (3/4 - 5/8 / 4/3))
[113398] ['1/5', '3/2', '7/4', '7/3', '7'] -> 7 / (1/5 * 7/4) / (7/3 - 3/2)
[113399] ['2/9', '1/2', '6/7', '9/8', '8'] -> 8 / (1/2 / 6/7 - 2/9 * 9/8)
[113400] ['1/7', '2/9', '5/2', '5/2', '3'] -> 5/2 / (2/9 - 1/7) - 5/2 * 3
[113401] ['3/5', '8/7', '6/5', '8/5', '4'] -> (6/5 + 8/5) / (3/5 / (8/7 + 4))
[113402] ['1/5', '5/6', '7/8', '5/2', '9'] -> (5/2 - 1/5 * 5/6) / (7/8 / 9)
[113403] ['1/7', '1/5', '2/7', '9/8', '4'] -> (1/7 + 4 / 1/5) / (9/8 - 2/7)
[113404] ['5/9', '6/7', '9/8', '8/7', '9'] -> 5/9 * 9 / (8/7 / 6/7 - 9/8)
[113405] ['1/5', '3/2', '7/4', '7/2', '7'] -> (3/2 + 7 / 7/4) / 1/5 - 7/2
[113406] ['3/5', '5/8', '9/8', '5/3', '5'] -> (9/8 / (5/8 - 3/5) - 5) / 5/3
[113407] ['1/4', '2/7', '7/5', '7/4', '4'] -> (2/7 + 4) * (7/4 / 1/4 - 7/5)
[113408] ['2/3', '5/6', '6/7', '9/4', '3'] -> 3 / (9/4 * (5/6 - 2/3 / 6/7))
[113409] ['1/5', '3/2', '7/4', '9/2', '7'] -> (1/5 + 7) * (9/2 - 7/4 / 3/2)
[113410] ['1/7', '2/9', '5/2', '3', '7/2'] -> 7/2 * (5/2 * 3 - 1/7 / 2/9)
[113411] ['5/9', '6/7', '9/8', '7/6', '9'] -> 9 / (6/7 * 7/6 - 5/9 * 9/8)
[113412] ['1/8', '1/6', '5/4', '5/3', '7'] -> ((7 - 1/8) / 1/6 - 5/4) / 5/3
[113413] ['2/9', '1/2', '6/7', '6/5', '8'] -> 8 / (1/2 * (6/7 - 2/9)) - 6/5
[113414] ['3/5', '8/7', '6/5', '7/4', '4'] -> 4 * 3/5 / 7/4 / (6/5 - 8/7)
[113415] ['2/3', '5/6', '6/7', '7/3', '3'] -> 6/7 / (3 / 7/3 - 5/6 / 2/3)
[113416] ['1/5', '5/6', '7/8', '7/2', '9'] -> 9 / (5/6 * (1/5 + 7/8 / 7/2))
[113417] ['1/7', '2/9', '5/2', '3', '9/2'] -> 5/2 / (2/9 - 1/7) - (3 + 9/2)
[113418] ['1/4', '2/7', '7/5', '7/3', '4'] -> (4 / 7/5 - 2/7) / (1/4 / 7/3)
[113419] ['2/7', '5/8', '2/3', '8/3', '7'] -> 7 / (5/8 - 8/3 + 2/3 / 2/7)
[113420] ['1/8', '1/6', '5/4', '9/5', '7'] -> 7 / 1/6 - 9/5 / (1/8 / 5/4)
[113421] ['3/5', '5/8', '9/8', '7/3', '5'] -> 5 * (3/5 + 7/3 / (5/8 / 9/8))
[113422] ['1/5', '3/2', '9/5', '9/5', '7'] -> (9/5 / 9/5 + 7 / 1/5) / 3/2
[113423] ['2/3', '5/6', '6/7', '5/2', '3'] -> 2/3 / ((3 - 5/6) / 6/7 - 5/2)
[113424] ['1/5', '5/6', '7/8', '9/2', '9'] -> (9/2 + 9) / (5/6 * (7/8 - 1/5))
[113425] ['3/8', '2/5', '4/7', '6/7', '1'] -> 6/7 / 4/7 / (1 - 3/8 / 2/5)
[113426] ['2/7', '5/8', '2/3', '9/2', '7'] -> 2/7 / 2/3 / (9/2 / 7 - 5/8)
[113427] ['4/9', '5/8', '3/4', '3', '7/2'] -> 3 * (7/2 / 4/9 - (5/8 - 3/4))
[113428] ['1/8', '4/7', '2/3', '7/4', '6'] -> (2/3 * 6 - 4/7 * 7/4) / 1/8
[113429] ['1/7', '2/9', '8/3', '3', '7/2'] -> 8/3 / (1/7 / 3 + 2/9 / 7/2)
[113430] ['3/5', '8/7', '6/5', '7/3', '4'] -> (8/7 + 4) * 7/3 / (3/5 / 6/5)
[113431] ['1/8', '1/6', '9/7', '4/3', '7'] -> 9/7 * 7 * (4/3 + 1/6 / 1/8)
[113432] ['2/7', '5/8', '5/7', '5/7', '7'] -> (5/7 * 7 - 5/7) / (2/7 * 5/8)
[113433] ['2/9', '1/2', '6/7', '8/5', '8'] -> (8 / (6/7 * 8/5) - 1/2) / 2/9
[113434] ['1/4', '2/7', '3/2', '3/2', '4'] -> 3/2 / 3/2 / (2/7 - 1/4) - 4
[113435] ['4/9', '5/8', '7/9', '7/9', '3'] -> 3 * (4/9 + 7/9) / (7/9 - 5/8)
[113436] ['2/3', '5/6', '7/8', '7/8', '3'] -> (3 + 7/8 / 7/8) / (5/6 - 2/3)
[113437] ['1/7', '1/5', '2/7', '7/3', '4'] -> 4 / (1/7 / 1/5 / 2/7 - 7/3)
[113438] ['1/5', '3/2', '9/4', '8/3', '7'] -> (1/5 + 7) * (8/3 + 3/2 / 9/4)
[113439] ['2/7', '5/8', '5/7', '4/5', '7'] -> (5/7 + 7) / (5/8 * (4/5 - 2/7))
[113440] ['1/4', '2/7', '3/2', '9/5', '4'] -> 4 / 2/7 / (3/2 / 9/5 - 1/4)
[113441] ['1/7', '2/9', '3', '9/2', '9/2'] -> 2/9 * 3 * (9/2 + 9/2 / 1/7)
[113442] ['2/3', '5/6', '7/8', '8/7', '3'] -> (3 + 7/8 * 8/7) / (5/6 - 2/3)
[113443] ['2/7', '5/8', '5/7', '5/6', '7'] -> 7 / (5/8 - 5/6 * 2/7 / 5/7)
[113444] ['3/8', '4/9', '6/7', '9/7', '2'] -> 2 / 3/8 / (6/7 / 9/7 - 4/9)
[113445] ['1/5', '3/2', '9/4', '9/2', '7'] -> 9/2 * 7 - 9/4 / (1/5 * 3/2)
[113446] ['1/7', '1/4', '1/4', '1/4', '3'] -> (1/4 + 1/4 / 1/7) / (1/4 / 3)
[113447] ['4/9', '5/8', '7/9', '8/9', '3'] -> 3 / (8/9 - 5/8 * (4/9 + 7/9))
[113448] ['2/9', '1/2', '6/7', '9/5', '8'] -> 9/5 / (1/2 / 6/7) * (8 - 2/9)
[113449] ['1/8', '4/7', '2/3', '9/2', '6'] -> (2/3 + 6 / (4/7 * 9/2)) / 1/8
[113450] ['2/7', '5/8', '5/7', '6/7', '7'] -> 5/7 * 6/7 * 7 / (2/7 * 5/8)
[113451] ['1/8', '1/6', '9/7', '9/5', '7'] -> (7 / (9/5 - 1/6) - 9/7) / 1/8
[113452] ['1/7', '1/5', '1/3', '3/7', '4'] -> (3/7 / 1/5 - 1/7) / (1/3 / 4)
[113453] ['2/3', '5/6', '7/8', '7/5', '3'] -> (7/5 + 3 / 5/6) / (7/8 - 2/3)
[113454] ['1/7', '1/4', '1/4', '3/8', '3'] -> 3 / (1/7 * (3/8 + 1/4 + 1/4))
[113455] ['5/9', '6/7', '9/8', '7/4', '9'] -> 9 * (5/9 * 9/8 + 7/4 / 6/7)
[113456] ['2/9', '1/2', '6/7', '9/4', '8'] -> 8 / (2/9 * 6/7) / (9/4 - 1/2)
[113457] ['4/9', '5/8', '7/9', '7/6', '3'] -> 7/9 * 3 / (7/6 - (4/9 + 5/8))
[113458] ['1/8', '1/6', '9/7', '9/4', '7'] -> 7 * (9/7 + 9/4) - 1/8 / 1/6
[113459] ['1/7', '1/4', '1/4', '2/5', '3'] -> 3 / (1/7 * (1/4 + 1/4 / 2/5))
[113460] ['1/4', '2/7', '8/5', '9/5', '4'] -> (2/7 + 4) * (9/5 / 1/4 - 8/5)
[113461] ['2/3', '5/6', '7/8', '7/4', '3'] -> 3 / (7/4 * (5/6 - 2/3 / 7/8))
[113462] ['3/8', '4/9', '6/7', '8/5', '2'] -> 2 / (6/7 * (3/8 - 4/9 / 8/5))
[113463] ['1/5', '5/6', '8/9', '8/5', '9'] -> (8/5 - 8/9 / 5/6) / (1/5 / 9)
[113464] ['1/8', '4/7', '5/7', '5/6', '6'] -> (6 * 5/7 * 5/6 - 4/7) / 1/8
[113465] ['1/4', '2/7', '8/5', '9/4', '4'] -> (1/4 + 9/4) * (4 + 8/5 / 2/7)
[113466] ['3/8', '4/9', '6/7', '5/3', '2'] -> (5/3 + 2 / 6/7) / (3/8 * 4/9)
[113467] ['1/8', '1/6', '9/7', '7/2', '7'] -> (7/2 - 1/6 * 7) / (1/8 / 9/7)
[113468] ['1/4', '2/7', '8/5', '8/3', '4'] -> 8/3 * (1/4 + 4 / (2/7 * 8/5))
[113469] ['4/9', '5/8', '7/9', '8/5', '3'] -> 3 / (4/9 / 8/5 + 5/8 - 7/9)
[113470] ['2/9', '1/2', '7/8', '8/7', '8'] -> 8 / (2/9 * (1/2 + 7/8 * 8/7))
[113471] ['2/3', '5/6', '8/9', '8/9', '3'] -> (3 + 8/9 / 8/9) / (5/6 - 2/3)
[113472] ['1/7', '1/5', '1/3', '5/7', '4'] -> 1/7 / 1/3 + (5/7 + 4) / 1/5
[113473] ['2/7', '5/8', '5/7', '7/5', '7'] -> (7 / 7/5 - 5/7) / (2/7 * 5/8)
[113474] ['1/7', '1/4', '1/4', '5/8', '3'] -> 3 / (1/4 - 1/7 * (1/4 + 5/8))
[113475] ['1/5', '3/2', '7/2', '7/2', '7'] -> (7/2 / 7/2 + 7 / 1/5) / 3/2
[113476] ['1/8', '4/7', '5/7', '7/6', '6'] -> 6 / (1/8 / 7/6 - (4/7 - 5/7))
[113477] ['3/5', '8/7', '5/4', '9/5', '4'] -> 9/5 / (3/5 * (5/4 - 8/7)) - 4
[113478] ['1/5', '5/6', '8/9', '9/5', '9'] -> 9 * (8/9 / 5/6 - (1/5 - 9/5))
[113479] ['1/8', '1/6', '4/3', '7/5', '7'] -> (4/3 / 1/6 - 7 / 7/5) / 1/8
[113480] ['4/9', '5/8', '7/9', '7/4', '3'] -> 3 / (5/8 / (7/9 - 4/9) - 7/4)
[113481] ['2/9', '1/2', '7/8', '5/4', '8'] -> 8 / (2/9 * (7/8 + 1/2 * 5/4))
[113482] ['2/3', '5/6', '8/9', '7/6', '3'] -> 2/3 * 3 / (5/6 * 7/6 - 8/9)
[113483] ['1/5', '8/5', '8/5', '8/5', '7'] -> 8/5 * 7 + 8/5 / (1/5 / 8/5)
[113484] ['3/8', '2/5', '4/7', '1', '9/5'] -> 9/5 / (3/8 - 1 + 2/5 / 4/7)
[113485] ['3/5', '5/8', '8/7', '9/4', '5'] -> 8/7 * 5 * (3/5 + 9/4 / 5/8)
[113486] ['2/9', '1/2', '7/8', '9/7', '8'] -> 8 / (9/7 * 2/9 / 7/8) - 1/2
[113487] ['2/7', '5/8', '5/7', '5/3', '7'] -> 5/7 / 5/8 / (2/7 - 5/3 / 7)
[113488] ['1/7', '1/5', '1/3', '4/5', '4'] -> (4/5 / 1/7 - 4) / (1/5 * 1/3)
[113489] ['1/5', '8/5', '8/5', '5/3', '7'] -> (7 + 8/5 / 8/5) / (1/5 * 5/3)
[113490] ['3/5', '5/8', '8/7', '7/3', '5'] -> 7/3 / (3/5 * 5/8) * (5 - 8/7)
[113491] ['5/9', '6/7', '9/8', '9/2', '9'] -> (9/2 + 9 / 6/7) / (5/9 * 9/8)
[113492] ['1/8', '4/7', '5/7', '7/5', '6'] -> (6 / 7/5 - (4/7 + 5/7)) / 1/8
[113493] ['1/5', '5/6', '9/8', '9/8', '9'] -> 9 / (1/5 * 5/6) / (9/8 + 9/8)
[113494] ['2/7', '5/8', '5/7', '9/5', '7'] -> (5/7 + 7) / (9/5 * 2/7 * 5/8)
[113495] ['3/8', '4/9', '6/7', '2', '7/2'] -> (2 - 6/7) * 7/2 / (3/8 * 4/9)
[113496] ['5/9', '6/7', '8/7', '8/7', '9'] -> (8/7 + 8/7 * 9) / (5/9 * 6/7)
[113497] ['2/9', '1/2', '7/8', '3/2', '8'] -> 3/2 / (1/2 * 8 - 7/8 / 2/9)
[113498] ['4/9', '5/8', '7/9', '3', '7/2'] -> 3 / (5/8 - 7/9 / (4/9 * 7/2))
[113499] ['1/8', '1/6', '7/5', '3/2', '7'] -> 7 / (1/8 * 7/5) / (1/6 + 3/2)
[113500] ['3/5', '8/7', '5/4', '4', '9/2'] -> 8/7 * 4 * (9/2 + 3/5 * 5/4)
[113501] ['1/7', '1/5', '1/3', '6/7', '4'] -> 4 / (1/3 - 1/5) - 6/7 / 1/7
[113502] ['1/5', '8/5', '8/5', '9/4', '7'] -> 8/5 * (1/5 + 8/5 * (9/4 + 7))
[113503] ['5/9', '6/7', '8/7', '7/6', '9'] -> (7/6 + 9 / 6/7) / (5/9 / 8/7)
