[257086] ['4/9', '4/5', '7/8', '8/3', '7'] -> (7 + 8/3 / 4/5) / (7/8 - 4/9)
[264420] ['2/9', '2/3', '7/8', '8/5', '6'] -> (6 / (2/9 * 8/5) - 7/8) / 2/3
[264421] ['1/9', '1/8', '4/7', '7/8', '1'] -> 1 / 1/9 / (4/7 * 7/8 - 1/8)
[264422] ['2/9', '7/9', '1', '6/5', '7/4'] -> 6/5 / (1 / (7/9 - 2/9) - 7/4)
[264423] ['1/8', '5/9', '7/8', '4/3', '2'] -> 4/3 / (5/9 - (1/8 + 7/8) / 2)
[264424] ['2/9', '1/4', '2/3', '9/7', '2'] -> 2/9 / (2/3 / 9/7 / 2 - 1/4)
[264425] ['1/6', '4/9', '7/9', '7/9', '1'] -> 1/6 / (4/9 - 7/9 / (7/9 + 1))
[264426] ['2/5', '3/7', '5/9', '7/3', '9'] -> 9 + (5/9 + 7/3 / 3/7) / 2/5
[264427] ['1/5', '2/7', '5/8', '7/2', '7'] -> (7/2 + 7) / (5/8 * 1/5 / 2/7)
[264428] ['3/7', '5/9', '5/2', '9/2', '8'] -> 8 / (5/2 - 3/7 * (5/9 + 9/2))
[264429] ['1/9', '1/4', '8/7', '7/6', '6'] -> (7/6 / (1/9 / 8/7) - 6) / 1/4
[264430] ['2/9', '7/9', '1', '6/5', '9/5'] -> (6/5 + 9/5) / (2/9 / (7/9 + 1))
[264431] ['4/9', '3/5', '2', '8/3', '7/2'] -> (2 + 7/2) / (3/5 / 8/3) - 4/9
[264432] ['2/7', '5/8', '5/8', '8/7', '3'] -> 8/7 / (5/8 / 5/8 / 3 - 2/7)
[264433] ['1/4', '4/5', '9/7', '4/3', '9'] -> 9/7 * (4/5 + 4/3) * (9 - 1/4)
[264434] ['1/8', '5/9', '7/8', '3/2', '2'] -> 2 / (1/8 - 7/8 + 5/9 * 3/2)
[264435] ['4/9', '9/7', '9/4', '7/2', '7'] -> (9/7 + 4/9 * 9/4) * (7/2 + 7)
[264436] ['2/5', '3/7', '5/9', '8/3', '9'] -> 8/3 / (2/5 * 3/7) - (5/9 - 9)
[264437] ['3/7', '5/9', '8/3', '7/2', '8'] -> (8/3 + 8) / (7/2 * (5/9 - 3/7))
[264438] ['1/9', '1/8', '4/7', '1', '6/5'] -> 1 / (1/9 - 1/8 * 4/7) - 6/5
[264439] ['1/6', '4/9', '7/9', '7/8', '1'] -> 4/9 / 1/6 / (1 - 7/9 / 7/8)
[264440] ['1/9', '3/5', '8/9', '7/6', '2'] -> 2 / (8/9 / (1/9 + 3/5) - 7/6)
[264441] ['1/8', '5/9', '7/8', '8/5', '2'] -> 2 / (5/9 * (1/8 + 8/5) - 7/8)
[264442] ['1/5', '2/7', '2/3', '5/7', '7'] -> 2/3 * (2/7 + 5/7 + 7 / 1/5)
[264443] ['2/9', '7/9', '1', '6/5', '5/2'] -> (7/9 + 1) * 5/2 / (2/9 / 6/5)
[264444] ['1/4', '4/5', '9/7', '8/5', '9'] -> 8/5 + 9 / (9/7 * 1/4 / 4/5)
[264445] ['2/9', '2/3', '7/8', '7/2', '6'] -> 7/8 * 6 + (2/3 + 7/2) / 2/9
[264446] ['1/6', '4/9', '7/9', '1', '9/8'] -> 4/9 / 1/6 / (1 / 9/8 - 7/9)
[264447] ['4/9', '9/7', '7/3', '5/2', '7'] -> 7 * 4/9 * 9/7 / (5/2 - 7/3)
[264448] ['1/9', '1/4', '8/7', '3/2', '6'] -> 6 + (1/4 + 3/2) / (1/9 / 8/7)
[264449] ['2/7', '5/8', '5/8', '5/4', '3'] -> (5/8 + 5/4 / 2/7) / (5/8 / 3)
[264450] ['1/9', '3/5', '8/9', '5/4', '2'] -> (2 + 5/4 * 3/5 * 8/9) / 1/9
[264451] ['1/8', '5/9', '7/8', '5/3', '2'] -> 5/3 / (7/8 - (5/9 + 1/8 * 2))
[264452] ['2/9', '7/9', '1', '6/5', '7/2'] -> (1 / 6/5 + 7/2 / 7/9) / 2/9
[264453] ['1/4', '4/5', '9/7', '5/3', '9'] -> (9/7 + 9) * (1/4 + 5/3 / 4/5)
[264454] ['1/5', '2/7', '2/3', '7/9', '7'] -> (7 + 2/3 / (1/5 * 2/7)) / 7/9
[264455] ['1/4', '7/9', '7/9', '8/9', '1'] -> (7/9 / (8/9 - 7/9) - 1) / 1/4
[264456] ['3/7', '5/9', '9/2', '9/2', '8'] -> 3/7 * 8 * (9/2 + 5/9 * 9/2)
[264457] ['1/6', '4/9', '7/9', '1', '6/5'] -> 4/9 / ((1 - 7/9) / 6/5 - 1/6)
[264458] ['2/9', '1/4', '5/7', '5/6', '2'] -> 2 / (1/4 / 5/7 - 2/9 / 5/6)
[264459] ['4/9', '5/8', '5/8', '3/4', '2'] -> 3/4 / (5/8 / 4/9 + 5/8 - 2)
[264460] ['2/9', '7/9', '1', '6/5', '9/2'] -> (6/5 * (7/9 + 9/2) - 1) / 2/9
[264461] ['3/7', '4/7', '4/7', '4/7', '8'] -> 8 / (4/7 / 3/7 - 4/7 / 4/7)
[264462] ['1/5', '2/7', '2/3', '5/6', '7'] -> 7 / 2/7 - (2/3 - 1/5 * 5/6)
[264463] ['1/8', '5/9', '7/8', '9/5', '2'] -> 5/9 * 9/5 + (7/8 + 2) / 1/8
[264464] ['1/6', '4/9', '7/9', '1', '9/7'] -> 7/9 / (1/6 * 4/9) * (1 + 9/7)
[264465] ['2/9', '1/4', '5/7', '7/8', '2'] -> 2 / 2/9 / (5/7 * 7/8 - 1/4)
[264466] ['1/9', '1/4', '8/7', '9/5', '6'] -> (6 / (8/7 * 9/5) - 1/4) / 1/9
[264467] ['1/8', '5/9', '7/8', '2', '9/4'] -> (5/9 * 9/4 + 7/8 * 2) / 1/8
[264468] ['1/9', '3/5', '8/9', '2', '7/3'] -> (2 - 8/9) * (3/5 + 7/3 / 1/9)
[264469] ['1/4', '4/5', '9/7', '9/5', '9'] -> (4/5 - 9/5 + 9 / 9/7) / 1/4
[264470] ['3/7', '4/7', '4/7', '5/6', '8'] -> 8 / (3/7 - 4/7 + 4/7 * 5/6)
[264471] ['2/5', '3/7', '4/7', '7/8', '9'] -> 9 / (4/7 + 7/8 - 3/7 / 2/5)
[264472] ['4/9', '9/7', '9/2', '9/2', '7'] -> 4/9 * 7 * (9/2 - (9/7 - 9/2))
[264473] ['4/9', '5/8', '5/8', '5/6', '2'] -> 5/6 / (5/8 / 2 - 4/9 * 5/8)
[264474] ['1/9', '3/5', '8/9', '2', '5/2'] -> 8/9 * 2 * 5/2 / (1/9 / 3/5)
[264475] ['1/5', '2/7', '2/3', '8/9', '7'] -> (2/3 / 1/5 - 2/7) / (8/9 / 7)
[264476] ['1/6', '4/9', '7/9', '1', '8/5'] -> 1 / ((7/9 - 4/9) / 8/5 - 1/6)
[264477] ['1/9', '1/4', '8/7', '5/2', '6'] -> 8/7 * (5/2 / 1/9 - 1/4 * 6)
[264478] ['2/7', '5/8', '5/8', '9/5', '3'] -> (3 / (2/7 * 5/8) - 9/5) / 5/8
[264479] ['3/7', '4/7', '4/7', '6/5', '8'] -> 8 / (3/7 - 4/7 + 4/7 / 6/5)
[264480] ['2/5', '3/7', '4/7', '8/9', '9'] -> 4/7 / (3/7 * 8/9) + 9 / 2/5
[264481] ['1/4', '4/5', '9/7', '7/3', '9'] -> 9 + 9/7 * 7/3 / (1/4 * 4/5)
[264482] ['1/6', '4/9', '7/9', '1', '7/4'] -> 1 / (7/9 - (4/9 + 1/6 * 7/4))
[264483] ['1/5', '2/7', '2/3', '8/7', '7'] -> (1/5 + 7) * (8/7 / 2/7 - 2/3)
[264484] ['2/9', '1/4', '5/7', '6/5', '2'] -> 2 / (1/4 / 5/7 - 2/9 * 6/5)
[264485] ['4/9', '5/8', '5/8', '8/9', '2'] -> 2 / (4/9 - 5/8 - (5/8 - 8/9))
[264486] ['2/5', '3/7', '4/7', '9/8', '9'] -> 9/8 / (3/7 / 4/7) + 9 / 2/5
[264487] ['3/7', '4/7', '4/7', '8/5', '8'] -> 8/5 * (3/7 + 4/7 + 8 / 4/7)
[264488] ['1/6', '4/9', '7/9', '1', '9/5'] -> (1 + 4/9 + 7/9) / (1/6 / 9/5)
[264489] ['1/4', '7/9', '7/9', '1', '8/5'] -> 1 / (7/9 - 1/4 - 7/9 / 8/5)
[264490] ['1/8', '5/9', '8/9', '8/7', '2'] -> (2 + 5/9 / 8/9) / (1/8 / 8/7)
[264491] ['4/9', '4/3', '4/3', '9/5', '7'] -> 4/3 * 9/5 * (7 + 4/3 / 4/9)
[264492] ['2/9', '2/3', '9/8', '8/5', '6'] -> (6 - 2/3 / 8/5) / 2/9 - 9/8
[264493] ['2/7', '5/8', '5/8', '5/2', '3'] -> 5/2 / (5/8 / (2/7 * 3) - 5/8)
[264494] ['3/7', '4/7', '4/7', '7/4', '8'] -> 8 / (4/7 / 3/7 - 4/7 * 7/4)
[264495] ['1/9', '3/5', '9/8', '8/7', '2'] -> (2 / (9/8 - 3/5) - 8/7) / 1/9
[264496] ['2/9', '7/9', '1', '5/4', '7/4'] -> (5/4 + 7/4) / (2/9 / (7/9 + 1))
[264497] ['1/9', '1/4', '7/6', '9/7', '6'] -> 9/7 / (1/9 / 7/6 - 1/4 / 6)
[264498] ['3/7', '4/7', '4/7', '9/5', '8'] -> (4/7 + 8) * (9/5 + 3/7 + 4/7)
[264499] ['1/9', '1/8', '3/5', '3/5', '1'] -> ((1 - 3/5) / 1/9 - 3/5) / 1/8
[264500] ['2/7', '5/8', '5/8', '3', '7/2'] -> 5/8 + 5/8 + (3 + 7/2) / 2/7
[264501] ['1/8', '5/9', '8/9', '7/5', '2'] -> 8/9 / 5/9 + 2 / (1/8 / 7/5)
[264502] ['1/4', '4/5', '4/3', '3/2', '9'] -> (3/2 - 1/4) * 9 * (4/5 + 4/3)
[264503] ['4/9', '4/3', '7/5', '7/5', '7'] -> (7 + 7/5 / 7/5) / (4/9 / 4/3)
[264504] ['1/9', '3/5', '9/8', '5/4', '2'] -> (2 + 5/4 * 3/5 / 9/8) / 1/9
[264505] ['1/5', '2/7', '2/3', '9/4', '7'] -> 9/4 * (2/3 + 7 / (1/5 / 2/7))
[264506] ['3/7', '4/7', '3/5', '5/8', '8'] -> (8 + 3/7 + 4/7) / (3/5 * 5/8)
[264507] ['1/9', '1/4', '7/6', '8/5', '6'] -> 1/4 / (7/6 / 8/5 / 6 - 1/9)
[264508] ['1/9', '1/8', '3/5', '5/7', '1'] -> 1 / (5/7 * (1/8 - 1/9 * 3/5))
[264509] ['1/4', '4/5', '4/3', '7/3', '9'] -> (7/3 - 4/3 / 4/5) / (1/4 / 9)
[264510] ['2/7', '5/8', '2/3', '5/7', '3'] -> 3 / (5/7 / (2/7 + 2/3) - 5/8)
[264511] ['1/9', '1/8', '3/5', '3/4', '1'] -> 1 / (1/9 * 3/5) / (3/4 - 1/8)
[264512] ['2/9', '7/9', '1', '5/4', '5/2'] -> (5/2 + 7/9 / 2/9) / (5/4 - 1)
[264513] ['2/9', '2/3', '8/7', '9/7', '6'] -> 6 / 2/9 - (9/7 + 8/7 / 2/3)
[264514] ['1/9', '1/4', '7/6', '7/4', '6'] -> (1/4 + 7/4) / (7/6 / 6 - 1/9)
[264515] ['4/9', '5/8', '5/8', '4/3', '2'] -> 4/3 / (5/8 / 5/8 / 2 - 4/9)
[264516] ['2/7', '5/8', '2/3', '3/4', '3'] -> (3 / (2/7 * 2/3) - 3/4) / 5/8
[264517] ['1/4', '7/9', '7/9', '1', '8/3'] -> 8/3 / ((1 - 7/9) / 1/4 - 7/9)
[264518] ['1/9', '3/5', '9/8', '7/5', '2'] -> 7/5 / (1/9 * 3/5) / (2 - 9/8)
[264519] ['2/9', '7/9', '1', '5/4', '8/3'] -> 8/3 / (2/9 / (5/4 - 1) - 7/9)
[264520] ['2/7', '5/8', '2/3', '7/9', '3'] -> (2/7 + 3) / (5/8 / 7/9 - 2/3)
[264521] ['1/5', '2/7', '5/7', '3/4', '7'] -> (1/5 + 7) / (3/4 * 2/7 / 5/7)
[264522] ['4/9', '4/3', '7/5', '9/4', '7'] -> (4/3 + 7) / (4/9 / 7/5) - 9/4
[264523] ['1/6', '4/9', '4/5', '1', '8/7'] -> 1 / (1/6 / (8/7 - 4/5) - 4/9)
[264524] ['1/8', '5/9', '9/8', '8/7', '2'] -> (2 + 5/9 * 9/8) / (1/8 / 8/7)
[264525] ['2/7', '5/8', '2/3', '4/5', '3'] -> (3 / (2/7 * 5/8) - 4/5) / 2/3
[264526] ['3/7', '4/7', '3/5', '7/6', '8'] -> (4/7 / 3/5 + 7/6 * 8) / 3/7
[264527] ['4/9', '4/3', '7/5', '7/3', '7'] -> 7 * (4/9 / 7/5 + 4/3 * 7/3)
[264528] ['1/9', '3/5', '9/8', '7/4', '2'] -> 7/4 / (1/9 * 3/5) - 9/8 * 2
[264529] ['1/5', '2/7', '5/7', '7/9', '7'] -> (2/7 + 5/7 / 1/5) * (7 - 7/9)
[264530] ['2/9', '7/9', '1', '5/4', '9/2'] -> (7/9 + 9/2) / 2/9 - (1 - 5/4)
[264531] ['1/4', '7/9', '4/5', '5/6', '1'] -> 4/5 * 5/6 / (1/4 + 7/9 - 1)
[264532] ['1/4', '4/5', '7/5', '7/4', '9'] -> 9 * (7/4 / (7/5 - 4/5) - 1/4)
[264533] ['4/9', '5/8', '5/8', '5/3', '2'] -> 5/3 / (5/8 - 2 * 4/9 * 5/8)
[264534] ['1/6', '4/9', '4/5', '1', '6/5'] -> (4/5 / 4/9 + 1 + 6/5) / 1/6
[264535] ['1/5', '2/7', '5/7', '5/6', '7'] -> (1/5 + 7) * (5/6 + 5/7 / 2/7)
[264536] ['3/7', '4/7', '3/5', '9/7', '8'] -> (9/7 / 3/5 - 3/7) / (4/7 / 8)
[264537] ['2/7', '5/8', '2/3', '7/8', '3'] -> (2/7 + 3) / (2/3 / 7/8 - 5/8)
[264538] ['1/9', '3/5', '9/8', '2', '5/2'] -> 5/2 / (1/9 / 3/5) / (9/8 / 2)
[264539] ['1/5', '2/7', '5/7', '6/7', '7'] -> (1/5 + 7) / 2/7 - 6/7 / 5/7
[264540] ['1/8', '5/9', '9/8', '9/7', '2'] -> (5/9 + 2 / 9/8) / (1/8 / 9/7)
[264541] ['4/9', '4/3', '3/2', '8/5', '7'] -> 3/2 * 8/5 * (7 + 4/3 / 4/9)
[264542] ['1/6', '4/9', '4/5', '1', '5/4'] -> 1/6 / ((5/4 - 4/9) / 4/5 - 1)
[264543] ['1/9', '1/8', '3/5', '1', '5/4'] -> 1 / (1/8 - 5/4 * 1/9 * 3/5)
[264544] ['3/7', '4/7', '3/5', '7/4', '8'] -> 8 * (7/4 + 3/7 / 4/7 / 3/5)
[264545] ['1/9', '1/4', '6/5', '7/5', '6'] -> (1/4 * 6 + 7/5 / 6/5) / 1/9
[264546] ['2/9', '2/3', '8/7', '9/2', '6'] -> 2/3 * 8/7 * (9/2 + 6 / 2/9)
[264547] ['1/8', '5/9', '9/8', '7/5', '2'] -> 2 / (5/9 * (7/5 - (1/8 + 9/8)))
[264548] ['4/9', '5/8', '5/8', '2', '7/3'] -> 2 / (7/3 - 5/8 / (4/9 * 5/8))
[264549] ['2/9', '1/4', '3/4', '6/7', '2'] -> (3/4 / 1/4 + 2 / 6/7) / 2/9
[264550] ['2/7', '5/8', '2/3', '6/5', '3'] -> 3 / (2/3 * 2/7 * 5/8) - 6/5
[264551] ['1/9', '1/4', '6/5', '8/5', '6'] -> (8/5 / (1/9 * 6/5) - 6) / 1/4
[264552] ['1/9', '3/5', '9/8', '2', '9/2'] -> 2 / 3/5 / (9/8 / 9/2 - 1/9)
[264553] ['1/5', '2/7', '5/7', '8/9', '7'] -> (2/7 + 5/7 / 1/5) * 8/9 * 7
[264554] ['2/5', '3/7', '5/8', '5/8', '9'] -> 9 / (3/7 * (5/8 + 2/5 * 5/8))
[264555] ['1/8', '5/9', '9/8', '3/2', '2'] -> 2 / (5/9 * (3/2 - 9/8) - 1/8)
[264556] ['1/6', '4/9', '4/5', '1', '7/5'] -> (1 / 4/9 + 7/5 / 4/5) / 1/6
[264557] ['1/9', '1/8', '3/5', '1', '3/2'] -> 1 / (1/8 / 3/5 - 1/9 * 3/2)
[264558] ['4/9', '4/3', '8/5', '5/3', '7'] -> (7 + 4/3 - 5/3) / (4/9 / 8/5)
[264559] ['4/9', '5/8', '5/8', '2', '8/3'] -> 8/3 / (5/8 / 5/8 - 4/9 * 2)
[264560] ['1/9', '3/5', '8/7', '8/7', '2'] -> (2 / (3/5 / 8/7) - 8/7) / 1/9
[264561] ['1/5', '2/7', '5/7', '9/8', '7'] -> (2/7 + 5/7 / 1/5) / (9/8 / 7)
[264562] ['2/7', '5/8', '2/3', '4/3', '3'] -> 3 / (2/3 / (2/7 / 5/8) - 4/3)
[264563] ['2/5', '3/7', '5/8', '3/4', '9'] -> 3/4 / (2/5 * 5/8) + 9 / 3/7
[264564] ['1/4', '7/9', '4/5', '1', '6/5'] -> 4/5 / 6/5 / (1/4 + 7/9 - 1)
[264565] ['2/9', '1/4', '3/4', '6/5', '2'] -> 2 / 2/9 / (3/4 / 6/5 - 1/4)
[264566] ['1/5', '2/7', '5/7', '8/7', '7'] -> (7 / 1/5 - 5/7) / (2/7 + 8/7)
[264567] ['1/9', '1/8', '3/5', '1', '5/3'] -> 1/9 + (1 + 5/3 / 1/8) / 3/5
[264568] ['2/9', '2/3', '7/6', '8/5', '6'] -> (7/6 + (2/3 + 6) / 8/5) / 2/9
[264569] ['1/9', '3/5', '8/7', '6/5', '2'] -> 8/7 * (2 / (1/9 / 6/5) - 3/5)
[264570] ['1/6', '4/9', '4/5', '1', '5/3'] -> (1 + 5/3 / (4/9 / 4/5)) / 1/6
[264571] ['2/7', '5/8', '2/3', '3/2', '3'] -> 3/2 / (5/8 / (2/7 * 3) - 2/3)
[264572] ['1/9', '1/8', '3/5', '1', '7/4'] -> 1 / 3/5 / (1/9 * 7/4 - 1/8)
[264573] ['1/5', '2/7', '5/7', '6/5', '7'] -> (7 - (6/5 + 2/7 + 5/7)) / 1/5
[264574] ['3/7', '4/7', '5/8', '6/7', '8'] -> (8 + (4/7 + 6/7) / 5/8) / 3/7
[264575] ['1/4', '4/5', '8/5', '9/2', '9'] -> 9 * 4/5 * 9/2 / (8/5 - 1/4)
[264576] ['1/9', '1/4', '5/4', '9/7', '6'] -> 6 * (1/9 + 5/4 / (1/4 * 9/7))
[264577] ['1/9', '1/8', '3/5', '1', '9/4'] -> 1 / (1/9 * 9/4 - 1/8 / 3/5)
[264578] ['1/5', '2/7', '5/7', '5/4', '7'] -> (7 - (2/7 + 5/7)) / (1/5 * 5/4)
[264579] ['1/9', '3/5', '8/7', '9/7', '2'] -> 8/7 / (1/9 * 3/5) / (2 - 9/7)
[264580] ['2/9', '7/9', '1', '9/7', '8/3'] -> (1 + 7/9 * 9/7) / (2/9 / 8/3)
[264581] ['3/7', '4/7', '5/8', '7/6', '8'] -> 8 / (7/6 - 5/8 / (3/7 / 4/7))
[264582] ['1/8', '5/9', '9/8', '2', '9/2'] -> 9/2 / (5/9 * 9/8 / 2 - 1/8)
[264583] ['2/9', '1/4', '3/4', '8/5', '2'] -> 2 / (3/4 * (1/4 - 2/9 / 8/5))
[264584] ['1/9', '1/8', '3/5', '1', '8/3'] -> (3/5 + 8/3 / (1/9 + 1)) / 1/8
[264585] ['1/5', '2/7', '5/7', '4/3', '7'] -> 4/3 * (1/5 + 7) / (2/7 / 5/7)
[264586] ['1/4', '4/5', '5/3', '7/2', '9'] -> (7/2 + 9) / (5/3 * 1/4 / 4/5)
[264587] ['3/7', '4/7', '5/8', '6/5', '8'] -> 8 / (4/7 / 5/8 / 6/5 - 3/7)
[264588] ['2/9', '2/3', '6/5', '4/3', '6'] -> 4/3 * 6 / (2/3 / 6/5 - 2/9)
[264589] ['2/9', '1/4', '3/4', '9/5', '2'] -> 2 / 9/5 / (2/9 / 3/4 - 1/4)
[264590] ['1/6', '4/9', '4/5', '1', '7/2'] -> 7/2 / (1/6 * 4/5) - 1 / 4/9
[264591] ['1/9', '1/8', '3/5', '1', '9/2'] -> 9/2 * (1/9 + 1) / (1/8 / 3/5)
[264592] ['1/8', '5/9', '8/7', '7/6', '2'] -> 2 / (1/8 * (8/7 - 5/9 / 7/6))
[264593] ['2/5', '3/7', '5/8', '9/8', '9'] -> 9 / (3/7 * (9/8 - 2/5 * 5/8))
[264594] ['1/4', '7/9', '4/5', '1', '5/3'] -> 5/3 / (1/4 / 4/5) / (1 - 7/9)
[264595] ['4/9', '4/3', '7/4', '9/4', '7'] -> (7/4 + 7) / (4/9 / 4/3) - 9/4
[264596] ['1/9', '3/5', '8/7', '8/5', '2'] -> 2 * (8/5 / (1/9 * 8/7) - 3/5)
[264597] ['1/8', '5/9', '8/7', '6/5', '2'] -> 2 / (8/7 * 1/8 * 5/9) - 6/5
[264598] ['2/7', '5/8', '2/3', '5/2', '3'] -> 3 + 5/2 / (2/3 * 2/7 * 5/8)
[264599] ['2/9', '2/3', '6/5', '7/3', '6'] -> (6 - 2/3 * 7/3) / (2/9 / 6/5)
[264600] ['2/9', '1/4', '7/9', '7/8', '2'] -> (2 + 7/9 / (2/9 * 7/8)) / 1/4
[264601] ['1/6', '4/9', '5/6', '5/6', '1'] -> 1 / 1/6 / (5/6 * 5/6 - 4/9)
[264602] ['1/9', '1/4', '9/7', '8/5', '6'] -> (6 / (9/7 * 8/5) - 1/4) / 1/9
[264603] ['1/9', '3/5', '8/7', '5/3', '2'] -> 5/3 / (1/9 / 8/7) * (2 - 3/5)
[264604] ['2/9', '2/3', '6/5', '5/2', '6'] -> 5/2 * (6 + 6/5 / (2/9 / 2/3))
[264605] ['2/7', '5/8', '2/3', '8/3', '3'] -> (8/3 + 2/3 / 2/7) / (5/8 / 3)
[264606] ['3/7', '4/7', '5/8', '9/2', '8'] -> 9/2 + (8 + 4/7 * 5/8) / 3/7
[264607] ['1/5', '2/7', '5/7', '9/2', '7'] -> 5/7 / (1/5 * 2/7) + 9/2 + 7
[264608] ['4/9', '5/8', '2/3', '8/5', '2'] -> 2/3 / 5/8 / (4/9 + 8/5 - 2)
[264609] ['1/9', '1/8', '5/8', '7/9', '1'] -> (7/9 / 1/9 + 1 / 1/8) / 5/8
[264610] ['4/9', '4/3', '7/4', '8/3', '7'] -> 8/3 / (4/9 - 4/3 * 7/4 / 7)
[264611] ['2/5', '3/7', '5/8', '5/4', '9'] -> 9 * (5/4 / 3/7 - 2/5 * 5/8)
[264612] ['2/9', '1/4', '7/9', '6/5', '2'] -> 7/9 * 2 / (1/4 - 2/9 / 6/5)
[264613] ['2/9', '7/9', '1', '4/3', '9/5'] -> 4/3 / (7/9 / (1 + 9/5) - 2/9)
[264614] ['2/7', '5/8', '2/3', '3', '9/2'] -> 9/2 / (5/8 / 2/7 - 2/3 * 3)
[264615] ['1/9', '3/5', '8/7', '2', '9/4'] -> 2 / (8/7 * 1/9 * 3/5) - 9/4
[264616] ['1/4', '4/5', '9/4', '9/4', '9'] -> (9/4 + 9 / 4/5) / (1/4 * 9/4)
[264617] ['1/9', '1/8', '5/8', '4/5', '1'] -> 1 / 1/9 / (5/8 * 4/5 - 1/8)
[264618] ['4/9', '5/8', '2/3', '9/5', '2'] -> 2 / 5/8 / (4/9 * 9/5 - 2/3)
[264619] ['2/9', '1/4', '7/9', '9/7', '2'] -> (2 / 2/9 - 9/7) / (1/4 / 7/9)
[264620] ['1/9', '1/4', '9/7', '5/2', '6'] -> 5/2 / (1/4 / 9/7 - 1/9) - 6
[264621] ['3/7', '4/7', '2/3', '9/8', '8'] -> 8 / (4/7 / 2/3 / 9/8 - 3/7)
[264622] ['1/4', '7/9', '4/5', '1', '8/3'] -> 1/4 * 8/3 / (1 - 7/9 / 4/5)
[264623] ['2/7', '5/8', '5/7', '7/9', '3'] -> 3 / 7/9 / (5/8 * 5/7 - 2/7)
[264624] ['1/6', '4/9', '5/6', '1', '6/5'] -> 1 / 1/6 / (5/6 / 6/5 - 4/9)
[264625] ['4/9', '5/8', '2/3', '2', '7/3'] -> 4/9 * (7/3 / (2/3 - 5/8) - 2)
[264626] ['1/9', '1/4', '9/7', '8/3', '6'] -> 9/7 * 6 * (8/3 + 1/9 / 1/4)
[264627] ['4/9', '4/3', '9/5', '7/3', '7'] -> 9/5 * (7/3 * 7 - 4/3 / 4/9)
[264628] ['2/5', '3/7', '5/8', '3/2', '9'] -> (2/5 + 3/2 / 5/8) * (9 - 3/7)
[264629] ['1/4', '4/5', '9/4', '8/3', '9'] -> 4/5 * (9 / 1/4 - 9/4 * 8/3)
[264630] ['1/6', '4/9', '5/6', '1', '5/4'] -> 1 / (5/4 - (5/6 + 1/6 / 4/9))
[264631] ['3/7', '4/7', '2/3', '8/5', '8'] -> 8 / (3/7 / 4/7 - 2/3 / 8/5)
[264632] ['2/9', '1/4', '7/9', '7/4', '2'] -> 2 / (7/4 - (7/9 + 2/9 / 1/4))
[264633] ['1/9', '1/4', '9/7', '7/2', '6'] -> 6 / (7/2 * 1/9 * 9/7 - 1/4)
[264634] ['4/9', '4/3', '9/5', '5/2', '7'] -> 5/2 * (9/5 * 7 - 4/3 / 4/9)
[264635] ['1/4', '4/5', '9/4', '9/2', '9'] -> 9 / (9/4 / (4/5 * 9/2) - 1/4)
[264636] ['2/7', '5/8', '5/7', '7/8', '3'] -> 2/7 / (7/8 - (5/8 + 5/7 / 3))
[264637] ['3/7', '4/7', '5/7', '5/7', '8'] -> 8 / (4/7 / 3/7 - 5/7 / 5/7)
[264638] ['2/9', '2/3', '9/7', '7/5', '6'] -> 2/3 * 7/5 * (6 / 2/9 - 9/7)
[264639] ['1/5', '2/7', '3/4', '8/9', '7'] -> 7 * (3/4 / 1/5 - 2/7 / 8/9)
[264640] ['4/9', '5/8', '5/7', '3/4', '2'] -> 3/4 / (2 - 5/8 / (4/9 * 5/7))
[264641] ['2/7', '5/8', '5/7', '8/9', '3'] -> 3 / (5/8 * 5/7 - 2/7 / 8/9)
[264642] ['4/9', '4/3', '9/5', '8/3', '7'] -> 9/5 * (4/9 + 4/3 * (8/3 + 7))
[264643] ['1/6', '4/9', '5/6', '1', '3/2'] -> 3/2 / (1/6 / 4/9) / (1 - 5/6)
[264644] ['1/4', '4/5', '7/3', '7/3', '9'] -> ((9 - 7/3) / 4/5 - 7/3) / 1/4
[264645] ['2/5', '3/7', '5/8', '9/5', '9'] -> 9 / (3/7 * 5/8) / (9/5 - 2/5)
[264646] ['1/5', '2/7', '3/4', '8/7', '7'] -> (8/7 + 2/7 / 1/5) / (3/4 / 7)
[264647] ['4/9', '4/3', '9/5', '7/2', '7'] -> 4/3 / (4/9 + 7/2 - 7 / 9/5)
[264648] ['1/4', '7/9', '5/6', '8/9', '1'] -> (8/9 + 7/9 / 1/4) / (1 - 5/6)
[264649] ['1/6', '4/9', '5/6', '1', '8/5'] -> (1 + 8/5 / (4/9 / 5/6)) / 1/6
[264650] ['1/8', '5/9', '8/7', '2', '9/4'] -> (5/9 * 9/4 + 2 / 8/7) / 1/8
[264651] ['1/9', '1/8', '5/8', '1', '3/2'] -> (5/8 / 1/8 - 1) / (1/9 * 3/2)
[264652] ['2/5', '3/7', '5/8', '9/4', '9'] -> 9 * (9/4 / 5/8 - 2/5 / 3/7)
[264653] ['1/4', '4/5', '7/3', '9/2', '9'] -> 9 * (1/4 + 7/3 / 4/5) - 9/2
[264654] ['2/7', '5/8', '5/7', '5/4', '3'] -> 3 / (5/8 - 5/4 * 2/7 / 5/7)
[264655] ['1/6', '4/9', '5/6', '1', '5/3'] -> 1 / (5/6 / 4/9 - (1/6 + 5/3))
[264656] ['1/4', '7/9', '5/6', '1', '9/8'] -> (5/6 + 9/8 / 1/4) / (1 - 7/9)
