[141841] ['3/4', '9/7', '7/5', '8/5', '3'] -> 8/5 / (7/5 / (3 - 9/7) - 3/4)
[148589] ['2/7', '4/9', '3/5', '4', '9/2'] -> 4 / (2/7 * 4/9) - 9/2 / 3/5
[148590] ['2/9', '5/6', '8/9', '8/5', '7'] -> 8/9 / 5/6 / (8/5 - 2/9 * 7)
[148591] ['2/3', '5/6', '7/6', '9/7', '5'] -> (9/7 + 5) / (5/6 - 2/3 / 7/6)
[148592] ['3/5', '8/7', '6/5', '4/3', '9'] -> 9 / (6/5 / 4/3 - 3/5 / 8/7)
[148593] ['2/9', '3/4', '8/9', '9/5', '9'] -> 9 * (2/9 + 8/9) / (3/4 / 9/5)
[148594] ['1/7', '2/5', '7/5', '8/5', '6'] -> (6 + 2/5 - 8/5) / (1/7 * 7/5)
[148595] ['2/5', '4/7', '3/4', '5/3', '2'] -> 2 / (5/3 * (3/4 - 2/5 / 4/7))
[148596] ['2/3', '5/6', '7/6', '4/3', '5'] -> 5 * 2/3 / 5/6 / (4/3 - 7/6)
[148597] ['5/9', '5/9', '4/3', '8/5', '3'] -> (5/9 + 3) / (5/9 * (8/5 - 4/3))
[148598] ['1/3', '6/7', '7/5', '9/4', '7'] -> 9/4 * (7/5 * (6/7 + 7) - 1/3)
[148599] ['1/7', '5/3', '7/4', '9/5', '3'] -> (3 + 5/3 * 9/5) / (1/7 * 7/4)
[148600] ['1/7', '2/5', '7/5', '5/3', '6'] -> (6 - 2/5 / 7/5) / (1/7 * 5/3)
[148601] ['1/7', '8/9', '9/8', '5/3', '4'] -> 4 * (9/8 / 1/7 - 5/3 / 8/9)
[148602] ['1/2', '2/3', '8/7', '9/5', '8'] -> 9/5 * (8 / (1/2 * 8/7) - 2/3)
[148603] ['1/7', '2/5', '7/5', '9/4', '6'] -> 6 / (9/4 - 2/5 / (1/7 * 7/5))
[148604] ['2/3', '5/6', '7/6', '5/3', '5'] -> 5 / (5/3 - 7/6 / (2/3 / 5/6))
[148605] ['2/7', '4/9', '5/8', '5/7', '4'] -> 4 / (4/9 * (5/7 + 2/7 - 5/8))
[148606] ['2/5', '4/9', '1', '9/7', '8/5'] -> 8/5 / (2/5 + 4/9 - 1 / 9/7)
[148607] ['1/8', '8/9', '4/3', '7/2', '7'] -> 4/3 / 7/2 * 7 / (1/8 * 8/9)
[148608] ['7/9', '8/9', '9/7', '5/3', '3'] -> 8/9 / 7/9 / (3 - (9/7 + 5/3))
[148609] ['1/7', '8/9', '9/8', '7/4', '4'] -> (4 - 8/9 * 9/8 / 7/4) / 1/7
[148610] ['1/3', '6/7', '7/5', '7/2', '7'] -> (6/7 * 7/2 + 7 / 7/5) / 1/3
[148611] ['2/7', '4/9', '5/8', '3/4', '4'] -> 4 / (4/9 - 2/7) - 3/4 / 5/8
[148612] ['1/7', '2/5', '7/5', '9/2', '6'] -> 6 * (9/2 - 7/5 * 1/7 / 2/5)
[148613] ['1/7', '5/3', '7/4', '3', '7/2'] -> (7/4 + 7/2) * 3 * (5/3 - 1/7)
[148614] ['5/9', '5/9', '4/3', '7/3', '3'] -> (7/3 + 3) / (4/3 - (5/9 + 5/9))
[148615] ['2/9', '5/6', '9/8', '9/8', '7'] -> 7 / (2/9 / 5/6) - (9/8 + 9/8)
[148616] ['1/2', '2/3', '6/5', '3/2', '8'] -> 8 / (3/2 * 2/3 / 6/5 - 1/2)
[148617] ['2/3', '5/6', '7/6', '8/3', '5'] -> 2/3 + 5 * (8/3 + 5/6 + 7/6)
[148618] ['1/7', '5/3', '7/4', '3', '9/2'] -> (3 - 5/3) * 9/2 / (1/7 * 7/4)
[148619] ['3/5', '8/7', '6/5', '8/3', '9'] -> 8/7 * (3/5 + 6/5) * (8/3 + 9)
[148620] ['1/7', '8/9', '9/8', '9/4', '4'] -> 4 / (1/7 * (9/4 - 9/8)) - 8/9
[148621] ['7/9', '8/9', '9/7', '9/4', '3'] -> 8/9 / 7/9 / (3 / 9/4 - 9/7)
[148622] ['5/7', '8/9', '9/7', '5/3', '4'] -> 4 * (5/7 + 5/3) / (9/7 - 8/9)
[148623] ['5/9', '5/9', '4/3', '3', '7/2'] -> 4/3 / (7/2 / 3 - (5/9 + 5/9))
[148624] ['1/7', '2/5', '3/2', '7/4', '6'] -> 6 * (1/7 * 7/4 + 3/2 / 2/5)
[148625] ['1/3', '6/7', '3/2', '5/3', '7'] -> (3/2 - 5/3 + 7 / 6/7) / 1/3
[148626] ['3/5', '8/7', '6/5', '7/2', '9'] -> 7/2 * ((3/5 + 9) / 6/5 - 8/7)
[148627] ['1/8', '8/9', '7/5', '5/3', '7'] -> 7/5 * 7 / (8/9 / 5/3 - 1/8)
[148628] ['2/9', '3/4', '9/8', '9/5', '9'] -> 9/8 / 3/4 + 9 / (2/9 * 9/5)
[148629] ['1/7', '8/9', '9/8', '7/3', '4'] -> 9/8 + (4 + 7/3 / 1/7) / 8/9
[148630] ['1/2', '2/3', '5/4', '9/7', '8'] -> (5/4 * 8 - 2/3) / (1/2 / 9/7)
[148631] ['2/3', '5/6', '6/5', '4/3', '5'] -> 4/3 * 5 / (5/6 - 2/3 / 6/5)
[148632] ['2/9', '5/6', '9/8', '7/6', '7'] -> 5/6 / (2/9 - 9/8 * 7/6 / 7)
[148633] ['2/7', '4/9', '5/8', '7/8', '4'] -> 4 / (4/9 * (5/8 - 2/7 * 7/8))
[148634] ['1/3', '6/7', '3/2', '9/5', '7'] -> (3/2 + 9/5 / 6/7) * (7 - 1/3)
[148635] ['7/9', '8/9', '9/7', '8/3', '3'] -> 9/7 / (8/3 / 7/9 - 3 / 8/9)
[148636] ['3/5', '8/7', '5/4', '5/4', '9'] -> 8/7 * (5/4 + 5/4) * (9 - 3/5)
[148637] ['2/9', '5/6', '9/8', '6/5', '7'] -> (7 - 5/6 * 6/5) / (2/9 * 9/8)
[148638] ['5/9', '5/9', '7/5', '8/5', '3'] -> 3 / (5/9 / 5/9 - 7/5 / 8/5)
[148639] ['1/2', '2/3', '9/7', '7/5', '8'] -> 8 / (9/7 - 2/3 / (1/2 * 7/5))
[148640] ['1/8', '8/9', '7/5', '9/4', '7'] -> (7 / 7/5 - 8/9 * 9/4) / 1/8
[148641] ['1/7', '2/5', '3/2', '8/3', '6'] -> 3/2 / (1/7 * 2/5) - 6 / 8/3
[148642] ['5/9', '5/9', '7/5', '5/3', '3'] -> (5/9 + 3) / (5/9 * (5/3 - 7/5))
[148643] ['2/3', '5/6', '6/5', '8/5', '5'] -> 8/5 * 5 / (5/6 * 6/5 - 2/3)
[148644] ['2/7', '4/9', '5/8', '8/7', '4'] -> 4 / (4/9 * (5/8 - 2/7 / 8/7))
[148645] ['1/7', '8/9', '8/7', '7/6', '4'] -> 8/7 / (8/9 / 7/6 / 4 - 1/7)
[148646] ['1/2', '2/3', '9/7', '5/3', '8'] -> 9/7 * ((5/3 + 8) / 1/2 - 2/3)
[148647] ['1/8', '8/9', '7/5', '8/3', '7'] -> 7 / 7/5 / (8/9 / 8/3 - 1/8)
[148648] ['1/7', '8/9', '8/7', '6/5', '4'] -> (4 - 8/7 / 6/5) / (1/7 * 8/9)
[148649] ['5/7', '8/9', '4/3', '4/3', '4'] -> 4/3 / (5/7 - 8/9 / 4/3) - 4
[148650] ['7/9', '8/9', '4/3', '9/5', '3'] -> 8/9 / (4/3 - 3 * 7/9 / 9/5)
[148651] ['1/8', '8/9', '7/5', '7/2', '7'] -> 8/9 * (7 + 7/2 / (1/8 * 7/5))
[148652] ['2/9', '5/6', '9/8', '7/5', '7'] -> 7 / (2/9 * 5/6) / (9/8 * 7/5)
[148653] ['2/3', '5/6', '6/5', '7/3', '5'] -> 5 * (6/5 + (2/3 + 7/3) / 5/6)
[148654] ['2/5', '4/9', '1', '4/3', '3/2'] -> 1 / (3/2 / 4/9 - 4/3 / 2/5)
[148655] ['1/7', '2/5', '8/5', '5/2', '6'] -> (2/5 + 6 / 1/7) / 8/5 - 5/2
[148656] ['5/9', '5/9', '7/5', '7/3', '3'] -> (7/3 + 3) / (5/9 * 7/5 - 5/9)
[148657] ['2/7', '4/9', '5/8', '9/7', '4'] -> 4 / (4/9 * (9/7 - (2/7 + 5/8)))
[148658] ['7/9', '8/9', '4/3', '3', '9/2'] -> 8/9 / (4/3 / 9/2 - 7/9 / 3)
[148659] ['1/7', '2/5', '8/5', '8/3', '6'] -> 6 / (1/7 * (8/5 + 2/5 / 8/3))
[148660] ['1/3', '6/7', '8/5', '5/2', '7'] -> 8/5 / 7 / (6/7 / 5/2 - 1/3)
[148661] ['2/9', '3/4', '8/7', '7/5', '9'] -> 7/5 * (8/7 / 2/9 + 9 / 3/4)
[148662] ['7/9', '8/9', '7/5', '7/5', '3'] -> 3 / (7/5 / 7/5 - 7/9 / 8/9)
[148663] ['1/8', '8/9', '3/2', '8/5', '7'] -> 3/2 + 7 / (1/8 * (8/9 + 8/5))
[148664] ['1/3', '6/7', '8/5', '8/3', '7'] -> 8/5 * 7 * (8/3 + 1/3 - 6/7)
[148665] ['1/7', '5/3', '5/2', '8/3', '3'] -> (5/2 * 8/3 - 3) / 1/7 - 5/3
[148666] ['2/9', '3/4', '8/7', '3/2', '9'] -> (9 + 3/2 / 2/9) / (3/4 / 8/7)
[148667] ['1/7', '2/5', '5/3', '5/3', '6'] -> 2/5 * 6 * (5/3 / 1/7 - 5/3)
[148668] ['2/5', '4/7', '7/9', '6/5', '2'] -> (6/5 + 2) / (7/9 * (4/7 - 2/5))
[148669] ['2/9', '5/6', '9/8', '7/4', '7'] -> (5/6 + 7 * 9/8 / 7/4) / 2/9
[148670] ['3/5', '8/7', '5/4', '9/2', '9'] -> (9 + 9/2 / 5/4) / (3/5 / 8/7)
[148671] ['2/9', '3/4', '8/7', '8/5', '9'] -> (8/7 + 8/5) * 9 * (2/9 + 3/4)
[148672] ['1/7', '8/9', '8/7', '9/5', '4'] -> (8/9 + 4 * 8/7 / 9/5) / 1/7
[148673] ['1/2', '2/3', '7/5', '7/4', '8'] -> 8 / (7/4 * 2/3 / 7/5 - 1/2)
[148674] ['1/7', '5/3', '8/3', '8/3', '3'] -> 8/3 / 1/7 / (5/3 - 8/3 / 3)
[148675] ['7/9', '8/9', '7/5', '9/5', '3'] -> (9/5 + 3) / (7/9 * 7/5 - 8/9)
[148676] ['2/3', '5/6', '5/4', '7/3', '5'] -> 5 / (5/6 / 7/3) / (5/4 - 2/3)
[148677] ['1/8', '8/9', '3/2', '7/2', '7'] -> 3/2 / (1/8 * 8/9) + 7/2 + 7
[148678] ['5/7', '8/9', '4/3', '7/3', '4'] -> 4 / (5/7 * 7/3 - 4/3 / 8/9)
[148679] ['1/7', '5/3', '8/3', '3', '9/2'] -> 3 / (9/2 - 5/3 / (1/7 * 8/3))
[148680] ['1/7', '8/9', '8/7', '5/2', '4'] -> 8/9 * (5/2 + 4 / (1/7 * 8/7))
[148681] ['2/5', '4/9', '1', '4/3', '7/2'] -> (7/2 / (2/5 / 4/3) - 1) / 4/9
[148682] ['5/9', '5/9', '3/2', '5/3', '3'] -> (3 + 5/9 / 5/9) / (5/3 - 3/2)
[148683] ['3/5', '8/7', '9/7', '7/4', '9'] -> 9 / (3/5 * (7/4 - 9/7 / 8/7))
[148684] ['2/9', '5/6', '9/8', '7/3', '7'] -> 7 / (5/6 / 2/9 - (9/8 + 7/3))
[148685] ['1/2', '2/3', '7/5', '8/3', '8'] -> (7/5 - 1/2) * 8 * (2/3 + 8/3)
[148686] ['1/8', '8/9', '8/5', '8/5', '7'] -> (7 - 8/5) / (8/5 * 1/8 / 8/9)
[148687] ['5/7', '8/9', '4/3', '5/2', '4'] -> 4/3 / (8/9 * 4 - 5/2 / 5/7)
[148688] ['2/5', '4/9', '1', '4/3', '9/2'] -> 4/3 * (1 / (4/9 - 2/5) - 9/2)
[148689] ['3/5', '8/7', '9/7', '9/5', '9'] -> 9 / (3/5 / 8/7) / (9/7 / 9/5)
[148690] ['1/7', '5/3', '3', '7/2', '7/2'] -> 7/2 / 3 - (5/3 - 7/2 / 1/7)
[148691] ['2/7', '4/9', '5/8', '7/4', '4'] -> (5/8 + 7/4 / 2/7) * (4 - 4/9)
[148692] ['7/9', '8/9', '7/5', '5/2', '3'] -> 5/2 * (7/5 / (8/9 - 7/9) - 3)
[148693] ['2/9', '3/4', '8/7', '7/3', '9'] -> 7/3 / (2/9 / 8/7) + 9 / 3/4
[148694] ['1/8', '8/9', '8/5', '5/3', '7'] -> 8/5 * 5/3 / (8/9 / 1/8 - 7)
[148695] ['1/7', '2/5', '5/3', '9/2', '6'] -> 5/3 * 9/2 * (6 - 2/5 / 1/7)
[148696] ['3/5', '8/7', '9/7', '7/3', '9'] -> (9/7 + 9) / (7/3 - 8/7 / 3/5)
[148697] ['2/9', '5/6', '9/8', '7/2', '7'] -> 7 * (5/6 / 2/9 - 9/8 / 7/2)
[148698] ['7/9', '8/9', '7/5', '8/3', '3'] -> 8/3 * 3 / (8/9 - 7/9 / 7/5)
[148699] ['1/7', '7/4', '7/4', '7/4', '3'] -> (7/4 + 7/4 / 1/7) / (7/4 / 3)
[148700] ['5/9', '5/9', '3/2', '9/4', '3'] -> (3/2 + 9/4) / (5/9 / (5/9 + 3))
[148701] ['1/7', '8/9', '7/6', '7/6', '4'] -> 8/9 * (4 / 1/7 - 7/6 / 7/6)
[148702] ['5/7', '8/9', '4/3', '7/2', '4'] -> 4 / (7/2 * (5/7 - 8/9 / 4/3))
[148703] ['2/5', '4/7', '7/9', '8/5', '2'] -> 2 / (4/7 - 2/5) / (7/9 / 8/5)
[148704] ['2/7', '4/9', '5/8', '9/4', '4'] -> (4/9 * 9/4 + 4 / 2/7) / 5/8
[148705] ['2/9', '3/4', '8/7', '8/3', '9'] -> 8/3 / (2/9 / 8/7 - 3/4 / 9)
[148706] ['3/5', '8/7', '9/7', '7/2', '9'] -> 3/5 * 7/2 * (9 + 8/7 + 9/7)
[148707] ['5/9', '5/9', '3/2', '5/2', '3'] -> (5/9 + 3) * 5/2 / (5/9 / 3/2)
[148708] ['2/9', '5/6', '8/7', '7/6', '7'] -> (5/6 * 7 - 7/6) / (2/9 / 8/7)
[148709] ['2/9', '3/4', '8/7', '7/2', '9'] -> 7/2 * (9 / 3/4 - 8/7 / 2/9)
[148710] ['1/7', '2/5', '7/4', '7/3', '6'] -> (7/4 - 1/7) * 7/3 * (2/5 + 6)
[148711] ['7/9', '8/9', '7/5', '3', '9/2'] -> 9/2 * (3 + 7/5 * (7/9 + 8/9))
[148712] ['1/3', '6/7', '7/4', '8/3', '7'] -> 7 / (8/3 - (1/3 + 7/4 / 6/7))
[148713] ['1/8', '8/9', '8/5', '7/3', '7'] -> 7/3 * 7 / (1/8 + 8/9 / 8/5)
[148714] ['1/2', '2/3', '9/5', '7/3', '8'] -> 9/5 * (2/3 + 8 + 7/3 / 1/2)
[148715] ['5/7', '8/9', '7/5', '3/2', '4'] -> 4 / 3/2 / (5/7 * 7/5 - 8/9)
[148716] ['5/9', '5/9', '3/2', '3', '7/2'] -> (7/2 - (5/9 - 3/2)) / (5/9 / 3)
[148717] ['7/9', '8/9', '3/2', '8/5', '3'] -> 3 / (3/2 - (8/9 + 7/9 / 8/5))
[148718] ['1/3', '6/7', '9/5', '9/5', '7'] -> 9/5 / 1/3 + 7 * (6/7 + 9/5)
[148719] ['2/9', '5/6', '8/7', '5/4', '7'] -> 8/7 / 5/4 * 7 / (2/9 / 5/6)
[148720] ['1/2', '2/3', '9/5', '7/2', '8'] -> 9/5 * (8 * 1/2 * 7/2 - 2/3)
[148721] ['1/8', '8/9', '8/5', '5/2', '7'] -> 5/2 * (1/8 + 8/5 + 7 / 8/9)
[148722] ['2/7', '4/9', '5/8', '7/2', '4'] -> 4 / 4/9 / (2/7 * 7/2 - 5/8)
[148723] ['7/9', '8/9', '3/2', '5/3', '3'] -> 8/9 / (5/3 / 3 - 7/9 / 3/2)
[148724] ['2/5', '4/9', '1', '7/5', '9/4'] -> (1 + 7/5) / (9/4 * (4/9 - 2/5))
[148725] ['5/7', '8/9', '7/5', '8/5', '4'] -> 4 / (7/5 / 8/5 - 5/7) - 8/9
[148726] ['2/9', '5/6', '8/7', '9/7', '7'] -> 8/7 / (5/6 * 7 - 9/7 / 2/9)
[148727] ['5/9', '5/9', '8/5', '8/5', '3'] -> 8/5 / 5/9 / (3 - 8/5 / 5/9)
[148728] ['2/5', '4/7', '7/9', '2', '7/3'] -> 4/7 * 7/3 / (2 - 7/9 / 2/5)
[148729] ['1/7', '7/4', '9/5', '7/3', '3'] -> (7/3 + 3 / 1/7) / (7/4 / 9/5)
[148730] ['1/3', '6/7', '9/5', '7/3', '7'] -> 7/3 * 6/7 * 9/5 * (7 - 1/3)
[148731] ['1/7', '2/5', '9/5', '7/3', '6'] -> (6 + 2/5 / 7/3) / (1/7 * 9/5)
[148732] ['1/2', '5/7', '5/7', '5/7', '8'] -> (5/7 + 5/7 / 1/2) / (5/7 / 8)
[148733] ['7/9', '8/9', '3/2', '7/4', '3'] -> 3 / (3/2 * (7/4 - (7/9 + 8/9)))
[148734] ['5/9', '5/9', '8/5', '5/3', '3'] -> 5/3 * 3 / (5/9 - 5/9 / 8/5)
[148735] ['2/7', '4/9', '5/8', '4', '9/2'] -> 4 / (2/7 * (4/9 + 5/8 / 9/2))
[148736] ['2/9', '5/6', '8/7', '7/5', '7'] -> 8/7 / (2/9 / 5/6) * (7 - 7/5)
[148737] ['1/7', '2/5', '9/5', '5/2', '6'] -> 6 / (1/7 / 2/5) / (5/2 - 9/5)
[148738] ['2/7', '4/9', '2/3', '3/4', '4'] -> 4 * (3/4 + 2/3 / (2/7 * 4/9))
[148739] ['3/5', '8/7', '4/3', '9/5', '9'] -> 8/7 * (9 * 4/3 * 9/5 - 3/5)
[148740] ['2/9', '5/6', '8/7', '8/5', '7'] -> (8/7 * 7 - 8/5) / (2/9 / 5/6)
[148741] ['1/7', '7/4', '9/5', '8/3', '3'] -> 8/3 * 7/4 * 9/5 * (3 - 1/7)
[148742] ['2/3', '5/6', '4/3', '7/5', '5'] -> 5 / (7/5 * 5/6 / 4/3 - 2/3)
[148743] ['5/9', '5/9', '8/5', '9/5', '3'] -> 3 / (9/5 / 8/5 - 5/9 / 5/9)
[148744] ['1/2', '5/7', '5/7', '6/7', '8'] -> 8 * (5/7 / 1/2 + 5/7 + 6/7)
[148745] ['2/9', '3/4', '7/6', '7/5', '9'] -> 2/9 * 9 / (7/6 / 7/5 - 3/4)
[148746] ['1/7', '2/5', '9/5', '8/3', '6'] -> 6 * (9/5 + 8/3) - 2/5 / 1/7
[148747] ['3/5', '8/7', '4/3', '9/4', '9'] -> 9 / (8/7 - 3/5 * 4/3) - 9/4
[148748] ['1/3', '6/7', '9/5', '7/2', '7'] -> 7/2 * (1/3 + 7 - 6/7 / 9/5)
[148749] ['7/9', '8/9', '8/5', '8/5', '3'] -> 3 / (8/5 / 8/5 - 7/9 / 8/9)
[148750] ['1/8', '8/9', '5/3', '7/4', '7'] -> (8/9 * (7 - 7/4) - 5/3) / 1/8
[148751] ['1/7', '8/9', '7/6', '9/4', '4'] -> 4 / (1/7 / 7/6) / (9/4 - 8/9)
[148752] ['2/9', '3/4', '7/6', '8/5', '9'] -> 8/5 * (3/4 + 9 + 7/6 / 2/9)
[148753] ['2/7', '4/9', '2/3', '5/6', '4'] -> 4 / (2/7 / 2/3) / (5/6 - 4/9)
[148754] ['2/5', '4/9', '1', '3/2', '5/3'] -> 5/3 / (3/2 * (4/9 - 2/5)) - 1
[148755] ['2/9', '5/6', '8/7', '9/5', '7'] -> 8/7 / 9/5 * 7 / (2/9 * 5/6)
[148756] ['5/9', '5/9', '8/5', '5/2', '3'] -> 3 / (5/9 / 8/5 - 5/9 / 5/2)
[148757] ['1/2', '5/7', '5/7', '6/5', '8'] -> 8 / (5/7 / 5/7 / 6/5 - 1/2)
[148758] ['2/9', '5/6', '8/7', '9/4', '7'] -> 8/7 * 7 / (5/6 - 2/9 * 9/4)
[148759] ['3/5', '8/7', '4/3', '5/2', '9'] -> 9 * (3/5 * 5/2 + 4/3 / 8/7)
[148760] ['2/5', '4/7', '4/5', '5/6', '2'] -> 2 / (5/6 * (4/5 - 2/5 / 4/7))
[148761] ['1/7', '2/5', '9/4', '9/4', '6'] -> 2/5 * (9/4 + (9/4 + 6) / 1/7)
[148762] ['2/9', '3/4', '7/6', '9/5', '9'] -> 9/5 * ((7/6 + 9) / 3/4 - 2/9)
[148763] ['2/3', '5/6', '7/5', '3/2', '5'] -> (7/5 + 3/2 / 5/6) / (2/3 / 5)
[148764] ['5/9', '5/9', '8/5', '8/3', '3'] -> 8/3 * 3 / (5/9 * 8/5 - 5/9)
[148765] ['1/2', '5/7', '5/7', '5/4', '8'] -> (8 + 5/7 / 5/4) / (1/2 * 5/7)
[148766] ['1/7', '7/4', '9/4', '8/3', '3'] -> (8/3 + 3 / (7/4 * 9/4)) / 1/7
[148767] ['2/7', '4/9', '2/3', '7/6', '4'] -> 2/3 * 4 / (4/9 - 2/7 * 7/6)
[148768] ['5/9', '5/9', '8/5', '3', '7/2'] -> 8/5 + (5/9 + 3) / (5/9 / 7/2)
[148769] ['2/3', '5/6', '7/5', '8/5', '5'] -> (7/5 + 5) / (8/5 * (5/6 - 2/3))
[148770] ['3/5', '8/7', '4/3', '7/2', '9'] -> 8/7 * 7/2 + 9 / (3/5 / 4/3)
[148771] ['1/2', '5/7', '5/7', '9/7', '8'] -> (8 - (5/7 - 9/7)) / (1/2 * 5/7)
[148772] ['1/3', '6/7', '7/3', '5/2', '7'] -> (7/3 - 5/2 + 7 / 6/7) / 1/3
[148773] ['2/9', '3/4', '6/5', '6/5', '9'] -> 6/5 / (2/9 * 9 - (3/4 + 6/5))
[148774] ['5/9', '5/9', '8/5', '3', '9/2'] -> 8/5 * 3 * 9/2 * (5/9 + 5/9)
[148775] ['1/7', '7/4', '7/3', '7/3', '3'] -> (7/3 / 1/7 - 7/3) / (7/4 / 3)
[148776] ['2/3', '5/6', '7/5', '5/3', '5'] -> (7/5 + 5) / (2/3 / (5/6 + 5/3))
[148777] ['2/9', '5/6', '8/7', '8/3', '7'] -> (8/7 * 7 + 8/3 / 2/9) / 5/6
[148778] ['1/7', '8/9', '6/5', '6/5', '4'] -> 8/9 * (4 / 1/7 - 6/5 / 6/5)
[148779] ['1/3', '6/7', '7/3', '8/3', '7'] -> 6/7 * (1/3 + 8/3) * (7/3 + 7)
[148780] ['1/2', '5/7', '5/7', '7/5', '8'] -> (5/7 + 5/7 / 1/2) * 7/5 * 8
[148781] ['3/5', '8/7', '4/3', '9/2', '9'] -> 8/7 * (4/3 * 9/2 + 9 / 3/5)
[148782] ['2/3', '5/6', '7/5', '7/4', '5'] -> 7/5 / 7/4 * 5 / (5/6 - 2/3)
[148783] ['1/7', '8/9', '6/5', '5/4', '4'] -> 4 / (5/4 * 1/7 * 8/9) - 6/5
[148784] ['2/9', '5/6', '8/7', '7/2', '7'] -> (5/6 - 7/2 + 8/7 * 7) / 2/9
[148785] ['2/7', '4/9', '2/3', '3/2', '4'] -> 2/3 + (4/9 + 4) / (2/7 / 3/2)
[148786] ['1/2', '5/7', '5/7', '7/4', '8'] -> 8 * (1/2 + 7/4 * (5/7 + 5/7))
[148787] ['2/3', '5/6', '7/5', '9/5', '5'] -> (7/5 + 9/5) * 5 * (2/3 + 5/6)
[148788] ['1/7', '2/5', '9/4', '9/2', '6'] -> (6 - 9/2) / (1/7 * 2/5) - 9/4
[148789] ['2/9', '3/4', '6/5', '4/3', '9'] -> (9 + 4/3 / 2/9) / (3/4 / 6/5)
[148790] ['1/8', '8/9', '7/4', '9/4', '7'] -> ((7/4 + 7) / 9/4 - 8/9) / 1/8
[148791] ['2/5', '4/7', '4/5', '6/5', '2'] -> 6/5 * 2 / (4/5 - 2/5 / 4/7)
[148792] ['3/5', '8/7', '7/5', '7/5', '9'] -> 7/5 + 7/5 * (8/7 + 9 / 3/5)
[148793] ['1/7', '8/9', '6/5', '4/3', '4'] -> 8/9 / 4/3 + 4 / (1/7 * 6/5)
[148794] ['7/9', '8/9', '8/5', '3', '9/2'] -> (3 + 9/2) / (7/9 / (8/9 + 8/5))
[148795] ['2/9', '3/4', '6/5', '7/4', '9'] -> 3/4 * (9 / (2/9 * 6/5) - 7/4)
[148796] ['2/7', '4/9', '2/3', '9/4', '4'] -> (4 - 2/3) / (2/7 * 4/9) - 9/4
[148797] ['1/2', '5/7', '5/7', '7/3', '8'] -> 8 / (7/3 - 5/7 / (1/2 * 5/7))
[148798] ['1/8', '8/9', '7/4', '5/2', '7'] -> 8/9 * ((7/4 + 5/2) / 1/8 - 7)
[148799] ['1/3', '7/8', '7/8', '6/5', '7'] -> 6/5 * (7 / 1/3 - 7/8 / 7/8)
[148800] ['2/5', '4/9', '1', '8/5', '9/2'] -> 1 + (4/9 + 8/5) / (2/5 / 9/2)
[148801] ['3/5', '8/7', '7/5', '9/4', '9'] -> 9 / (3/5 + 8/7 - 7/5) - 9/4
[148802] ['2/9', '3/4', '6/5', '9/4', '9'] -> 6/5 * (9/4 * (2/9 + 9) - 3/4)
[148803] ['1/7', '7/4', '8/3', '3', '7/2'] -> 8/3 * (7/2 + 7/4 * (1/7 + 3))
[148804] ['1/3', '7/8', '7/8', '9/7', '7'] -> (9/7 * 7 - 7/8 / 7/8) / 1/3
[148805] ['7/9', '8/9', '5/3', '5/2', '3'] -> 8/9 * 3 / (7/9 - 5/3 / 5/2)
[148806] ['2/5', '4/7', '4/5', '3/2', '2'] -> (2/5 + 2) / (3/2 - 4/5 / 4/7)
[148807] ['2/7', '4/9', '2/3', '5/2', '4'] -> 4 / (5/2 - 4/9 / (2/7 * 2/3))
[148808] ['2/3', '5/6', '3/2', '9/5', '5'] -> 5 * (2/3 + 5/6 + 3/2 + 9/5)
[148809] ['1/7', '7/4', '8/3', '3', '9/2'] -> 8/3 * 9/2 + 3 / (1/7 * 7/4)
[148810] ['2/9', '5/6', '7/6', '8/5', '7'] -> 5/6 * 8/5 / (2/9 - 7/6 / 7)
[148811] ['1/3', '7/8', '7/8', '3/2', '7'] -> 7 / (7/8 / 3/2 - 1/3 * 7/8)
[148812] ['1/2', '5/7', '3/4', '5/6', '8'] -> 8 / (3/4 / 1/2 - 5/6 / 5/7)
[148813] ['2/5', '4/7', '4/5', '5/3', '2'] -> 2 / (2/5 / (4/5 - 4/7) - 5/3)
[148814] ['1/8', '8/9', '9/5', '9/4', '7'] -> 7 / ((9/4 - 1/8) / 9/5 - 8/9)
[148815] ['3/5', '8/7', '3/2', '3/2', '9'] -> 8/7 * (9 / (3/5 / 3/2) - 3/2)
[148816] ['1/7', '9/5', '9/5', '9/4', '3'] -> (3 / 1/7 - 9/5) / (9/5 / 9/4)
[148817] ['5/7', '8/9', '3/2', '5/2', '4'] -> 3/2 / (4 - 5/2 / (5/7 * 8/9))
[148818] ['7/9', '8/9', '7/4', '9/4', '3'] -> 9/4 / (7/4 - (7/9 + 8/9)) - 3
[148819] ['2/9', '5/6', '7/6', '9/5', '7'] -> 5/6 * (9/5 + 7 / (2/9 * 7/6))
[148820] ['1/3', '7/8', '7/8', '8/5', '7'] -> 7 / (7/8 / 7/8 / 8/5 - 1/3)
[148821] ['2/9', '3/4', '5/4', '9/7', '9'] -> (9 / 9/7 - 5/4 / 3/4) / 2/9
[148822] ['2/7', '4/9', '5/7', '7/9', '4'] -> 4 / ((5/7 - 4/9) / 2/7 - 7/9)
[148823] ['2/3', '5/6', '8/5', '9/5', '5'] -> 8/5 * 9/5 * (5/6 + 5 / 2/3)
[148824] ['1/7', '2/5', '5/2', '9/2', '6'] -> 6 / 1/7 / (5/2 / 2/5 - 9/2)
