[328006] ['1/6', '3/8', '5/7', '5/4', '8'] -> 8 / (5/7 * (1/6 + 3/8 / 5/4))
[334312] ['1/8', '5/9', '2/3', '7/8', '1'] -> (1 + (2/3 + 7/8) / 1/8) / 5/9
[334313] ['4/9', '6/7', '7/4', '9/4', '5'] -> 6/7 * 7/4 / (9/4 / 4/9 - 5)
[334314] ['5/6', '8/9', '1', '7/4', '9/2'] -> 9/2 / (5/6 / 8/9 + 1 - 7/4)
[334315] ['7/6', '8/5', '9/5', '9/5', '7'] -> 9/5 + 7 * (9/5 + 8/5 / 7/6)
[334316] ['3/5', '5/7', '7/9', '9/7', '7'] -> (9/7 + 7 / 7/9) / (3/5 * 5/7)
[334317] ['1/3', '9/8', '8/7', '8/5', '5'] -> 8/5 / (1/3 / 8/7 - 9/8 / 5)
[334318] ['4/9', '6/7', '7/4', '7/3', '5'] -> 6/7 * (7/4 + 5 / (4/9 / 7/3))
[334319] ['1/6', '3/8', '2/5', '6/7', '2'] -> (2 / (6/7 - 2/5) - 3/8) / 1/6
[334320] ['1/8', '5/9', '2/3', '1', '9/8'] -> ((2/3 + 9/8) / 1/8 - 1) / 5/9
[334321] ['7/6', '8/5', '9/5', '9/4', '7'] -> 9/4 * (7/6 * 8/5 + 9/5 + 7)
[334322] ['2/9', '2/9', '3/7', '5/3', '3'] -> 3 / (2/9 * 3/7) - 5/3 / 2/9
[334323] ['1/6', '3/8', '2/5', '8/9', '2'] -> 2 / (1/6 / 2/5 - 3/8 * 8/9)
[334324] ['7/6', '8/5', '9/5', '7/3', '7'] -> 8/5 * 9/5 * (7/3 + 7 / 7/6)
[334325] ['3/5', '5/7', '7/9', '8/5', '7'] -> (7 - 7/9) / (3/5 / (5/7 + 8/5))
[334326] ['1/6', '3/8', '2/5', '9/8', '2'] -> 2 / (1/6 / 2/5 - 3/8 / 9/8)
[334327] ['5/6', '8/9', '1', '9/5', '8/3'] -> 8/9 / (5/6 + 1 - 9/5) - 8/3
[334328] ['1/8', '4/5', '4/5', '4/5', '8'] -> 8 + (4/5 + 4/5) / (1/8 * 4/5)
[334329] ['3/5', '5/7', '7/9', '5/3', '7'] -> (5/3 + 7 / 3/5) / (5/7 * 7/9)
[334330] ['1/3', '9/8', '8/7', '5/2', '5'] -> (9/8 + 5/2 + 5 / 8/7) / 1/3
[334331] ['4/7', '9/7', '2', '9/4', '5/2'] -> 9/7 / (5/2 * (9/4 - 2) - 4/7)
[334332] ['1/8', '5/9', '2/3', '1', '8/5'] -> (8/5 + 1 / (1/8 * 5/9)) / 2/3
[334333] ['5/6', '8/9', '1', '9/4', '9/4'] -> 8/9 / (1 - 5/6) * (9/4 + 9/4)
[334334] ['3/5', '5/7', '7/9', '9/5', '7'] -> (9/5 + 7 / (5/7 * 7/9)) / 3/5
[334335] ['1/6', '3/8', '2/5', '4/3', '2'] -> 2 / (3/8 * 4/3 - 1/6 / 2/5)
[334336] ['4/7', '9/7', '2', '9/4', '7/2'] -> 9/7 / ((7/2 - 9/4) / 2 - 4/7)
[334337] ['2/9', '2/9', '3/7', '3', '7/2'] -> (3 / 2/9 - 7/2 / 3/7) / 2/9
[334338] ['7/6', '8/5', '9/4', '7/2', '7'] -> 8/5 * 9/4 * (7 - 7/6 / 7/2)
[334339] ['1/3', '9/8', '7/6', '7/6', '5'] -> 5 / (1/3 - 9/8 + 7/6 / 7/6)
[334340] ['1/8', '5/9', '2/3', '1', '9/4'] -> 5/9 / ((1 - 2/3) / 9/4 - 1/8)
[334341] ['2/9', '2/9', '4/9', '5/9', '3'] -> (5/9 + 3) / (2/9 * (2/9 + 4/9))
[334342] ['5/6', '8/9', '1', '9/4', '7/2'] -> 5/6 * 7/2 / (1 - 8/9) - 9/4
[334343] ['3/5', '5/7', '7/9', '5/2', '7'] -> (5/7 + 5/2) * (7 + 3/5 * 7/9)
[334344] ['7/6', '8/5', '9/4', '9/2', '7'] -> 7/6 / (8/5 - 7 / 9/2) - 9/4
[334345] ['1/8', '4/5', '4/5', '7/6', '8'] -> 8 / ((7/6 - 4/5) / 4/5 - 1/8)
[334346] ['1/6', '4/7', '8/9', '5/2', '8'] -> 8 / (1/6 * (5/2 - 4/7)) - 8/9
[334347] ['1/6', '3/8', '2/5', '7/4', '2'] -> 2/5 / (1/6 * 3/8) * (7/4 + 2)
[334348] ['4/7', '9/7', '2', '7/3', '5/2'] -> 4/7 * 7/3 / (2 - 5/2 / 9/7)
[334349] ['7/6', '8/5', '7/3', '7/3', '7'] -> 7 / (7/6 - 7/3 + 7/3 / 8/5)
[334350] ['1/8', '4/5', '4/5', '5/4', '8'] -> 8 + (4/5 + 4/5) / (1/8 / 5/4)
[334351] ['3/5', '5/7', '7/9', '8/3', '7'] -> (8/3 + 5/7 / 3/5) * (7 - 7/9)
[334352] ['1/8', '5/9', '5/7', '5/7', '1'] -> (5/7 / 5/9 + 5/7 + 1) / 1/8
[334353] ['1/6', '4/7', '8/9', '8/3', '8'] -> 8/9 / 1/6 + (8/3 + 8) / 4/7
[334354] ['2/9', '2/9', '4/9', '5/8', '3'] -> 2/9 / (4/9 / 3 - 2/9 * 5/8)
[334355] ['7/6', '8/5', '7/3', '8/3', '7'] -> (7/3 + 8/3 / 8/5) / (7/6 / 7)
[334356] ['1/3', '9/8', '7/6', '7/5', '5'] -> 7/5 * 5 / (1/3 + 9/8 - 7/6)
[334357] ['3/5', '5/7', '7/9', '7/2', '7'] -> 5/7 * 7/2 * (3/5 + 7 / 7/9)
[334358] ['2/9', '2/9', '4/9', '2/3', '3'] -> (3 / (2/9 / 4/9) - 2/3) / 2/9
[334359] ['1/6', '3/8', '2/5', '2', '7/3'] -> (7/3 / 1/6 - 2 / 2/5) / 3/8
[334360] ['5/6', '8/9', '1', '5/2', '5/2'] -> (5/2 / (1 - 8/9) - 5/2) / 5/6
[334361] ['3/5', '5/7', '7/9', '9/2', '7'] -> 5/7 * 9/2 * (7 + 3/5 * 7/9)
[334362] ['1/6', '4/7', '9/8', '9/8', '8'] -> (8 - 9/8 / 9/8) / (1/6 / 4/7)
[334363] ['1/3', '9/8', '7/6', '8/5', '5'] -> 5 / (8/5 * (7/6 - 1/3) - 9/8)
[334364] ['1/6', '3/8', '2/5', '2', '8/3'] -> (2 / 2/5 - 3/8 * 8/3) / 1/6
[334365] ['7/6', '8/5', '5/2', '5/2', '7'] -> (5/2 + 7) / (5/2 / 8/5 - 7/6)
[334366] ['4/7', '9/7', '2', '8/3', '8/3'] -> 2 / (4/7 / 9/7) * (8/3 + 8/3)
[334367] ['7/6', '8/5', '5/2', '7/2', '7'] -> 7 / (7/6 - 7/2 / (8/5 * 5/2))
[334368] ['5/6', '8/9', '1', '5/2', '9/2'] -> (5/2 + 9/2) / (1 / 8/9 - 5/6)
[334369] ['2/9', '2/9', '4/9', '4/5', '3'] -> 4/9 * 3 / (2/9 / 4/5 - 2/9)
[334370] ['3/5', '5/7', '4/5', '7/8', '7'] -> 3/5 * 7 / (4/5 - 5/7 * 7/8)
[334371] ['4/9', '6/7', '9/4', '7/2', '5'] -> 7/2 * (4/9 * 9/4 + 6/7 + 5)
[334372] ['1/6', '3/8', '3/7', '4/9', '2'] -> 1/6 / (4/9 - 3/8 / 3/7 / 2)
[334373] ['4/7', '9/7', '2', '7/2', '7/2'] -> 7/2 * (2 * (4/7 + 7/2) - 9/7)
[334374] ['1/3', '9/8', '7/6', '7/3', '5'] -> 5 / (1/3 * (9/8 - 7/6 / 7/3))
[334375] ['2/9', '2/9', '4/9', '6/7', '3'] -> (3 + 4/9 / (2/9 * 6/7)) / 2/9
[334376] ['3/5', '5/7', '4/5', '8/9', '7'] -> 3/5 / 7 / (5/7 / 8/9 - 4/5)
[334377] ['5/6', '8/9', '1', '7/2', '7/2'] -> (7/2 + 7/2) / (1 / 8/9 - 5/6)
[334378] ['4/9', '6/7', '9/4', '9/2', '5'] -> 9/4 / 6/7 + (9/2 + 5) / 4/9
[334379] ['1/8', '4/5', '5/6', '7/8', '8'] -> 8 / (1/8 + 7/8 - 4/5 * 5/6)
[334380] ['1/3', '9/8', '7/6', '5/2', '5'] -> 9/8 * ((5/2 + 5) / 1/3 - 7/6)
[334381] ['2/9', '2/9', '4/9', '7/6', '3'] -> (3 + 7/6 / (2/9 / 4/9)) / 2/9
[334382] ['1/8', '5/9', '5/7', '8/9', '1'] -> (8/9 / 5/9 + 1 / 5/7) / 1/8
[334383] ['3/5', '5/7', '4/5', '7/6', '7'] -> 4/5 * 7 / (5/7 * 7/6 - 3/5)
[334384] ['7/6', '5/3', '5/3', '5/3', '7'] -> (5/3 + 7/6 + 5/3) * (7 - 5/3)
[334385] ['4/9', '6/7', '7/3', '5/2', '5'] -> (7/3 + 5/2 + 5 / 6/7) / 4/9
[334386] ['2/9', '2/9', '4/9', '5/4', '3'] -> 4/9 * 3 / (2/9 * 5/4 - 2/9)
[334387] ['1/6', '3/8', '3/7', '5/8', '2'] -> 2 / (3/8 / 3/7 - (1/6 + 5/8))
[334388] ['3/5', '5/7', '4/5', '6/5', '7'] -> 4/5 / 7 / (3/5 - 5/7 / 6/5)
[334389] ['5/6', '1', '9/8', '9/8', '7/6'] -> 7/6 / (5/6 * 9/8 - 1 / 9/8)
[334390] ['1/3', '9/8', '6/5', '5/4', '5'] -> (5/4 + 5 * 9/8 * 6/5) / 1/3
[334391] ['1/6', '3/8', '3/7', '2/3', '2'] -> 2/3 / 2 / (1/6 / 3/7 - 3/8)
[334392] ['1/6', '4/7', '9/8', '7/4', '8'] -> 8 / (7/4 - (9/8 + 1/6 / 4/7))
[334393] ['1/6', '3/8', '3/7', '3/4', '2'] -> 2 / (3/8 - 3/4 * 1/6 / 3/7)
[334394] ['5/6', '1', '9/8', '9/8', '4/3'] -> 9/8 * 4/3 / (1 - 5/6 * 9/8)
[334395] ['1/8', '4/5', '5/6', '7/5', '8'] -> (4/5 + 8 + 7/5 / 1/8) / 5/6
[334396] ['1/6', '4/7', '9/8', '9/5', '8'] -> 8 / (9/8 / 9/5 - 1/6 / 4/7)
[334397] ['2/9', '2/9', '4/9', '8/5', '3'] -> 2/9 / (4/9 / 3 - 2/9 / 8/5)
[334398] ['7/6', '5/3', '5/3', '7/2', '7'] -> (7 + 5/3 / 5/3) / (7/6 / 7/2)
[334399] ['5/6', '1', '9/8', '9/8', '7/5'] -> 7/5 / (9/8 - 1 / (5/6 * 9/8))
[334400] ['1/6', '3/8', '3/7', '7/9', '2'] -> (2 / 1/6 - 3/7) / (3/8 / 7/9)
[334401] ['5/6', '1', '9/8', '9/8', '3/2'] -> 3/2 / 9/8 / (1 / 9/8 - 5/6)
[334402] ['1/8', '4/5', '5/6', '7/4', '8'] -> 7/4 / (1/8 * 5/6) - (4/5 - 8)
[334403] ['3/5', '5/7', '4/5', '8/5', '7'] -> (7 / 5/7 - 4/5) / (3/5 / 8/5)
[334404] ['7/6', '5/3', '7/4', '9/5', '7'] -> (7/6 + 7/4) * (9/5 + 7) - 5/3
[334405] ['1/8', '5/9', '5/7', '1', '4/3'] -> 5/7 / (1/8 * 5/9) * (1 + 4/3)
[334406] ['5/6', '1', '9/8', '9/8', '8/5'] -> 9/8 * 8/5 / (1 / 5/6 - 9/8)
[334407] ['4/7', '4/3', '4/3', '2', '8/3'] -> 4/3 / (4/3 * 8/3 - 2 / 4/7)
[334408] ['1/6', '4/7', '9/8', '5/2', '8'] -> 5/2 * 8 / (9/8 - 1/6 / 4/7)
[334409] ['4/7', '4/3', '4/3', '2', '7/2'] -> (4/3 + 4/3) * 7/2 * (4/7 + 2)
[334410] ['2/9', '2/9', '4/9', '5/2', '3'] -> (5/2 + 3 / 2/9) / (2/9 + 4/9)
[334411] ['5/6', '1', '9/8', '9/8', '7/4'] -> (7/4 + 9/8 + 9/8) / (1 - 5/6)
[334412] ['3/5', '5/7', '4/5', '7/4', '7'] -> 7/4 * (5/7 + (4/5 + 7) / 3/5)
[334413] ['7/6', '5/3', '7/4', '9/2', '7'] -> (7 * (5/3 + 9/2) - 7/6) / 7/4
[334414] ['1/6', '3/8', '3/7', '8/9', '2'] -> 1/6 * 2 / (8/9 - 3/8 / 3/7)
[334415] ['4/9', '6/7', '8/3', '7/2', '5'] -> (6/7 * 7/2 + 8/3 + 5) / 4/9
[334416] ['4/7', '4/3', '7/5', '7/5', '2'] -> 2 * 4/7 * 7/5 / (7/5 - 4/3)
[334417] ['1/6', '4/7', '9/8', '9/2', '8'] -> 4/7 * 9/8 * 8 * (1/6 + 9/2)
[334418] ['2/9', '2/9', '1/2', '4/7', '3'] -> 3 / (2/9 / 2/9 - 1/2 / 4/7)
[334419] ['4/7', '4/3', '7/5', '3/2', '2'] -> 4/7 / ((4/3 + 3/2) / 7/5 - 2)
[334420] ['4/9', '6/7', '7/2', '7/2', '5'] -> 5 + 7/2 * (7/2 + 6/7 / 4/9)
[334421] ['1/8', '5/9', '5/7', '1', '5/3'] -> 5/3 / (5/7 * (1 - 1/8) - 5/9)
[334422] ['3/5', '5/7', '4/5', '7/3', '7'] -> (5/7 + 7) * 7/3 / (3/5 / 4/5)
[334423] ['7/6', '5/3', '9/5', '7/3', '7'] -> 9/5 / (7/6 / 5/3) * (7/3 + 7)
[334424] ['2/9', '2/9', '1/2', '3/5', '3'] -> 1/2 + (2/9 + 3 / 3/5) / 2/9
[334425] ['1/6', '4/7', '8/7', '8/5', '8'] -> (8/7 + 8 * 4/7 / 8/5) / 1/6
[334426] ['1/3', '9/8', '5/4', '8/5', '5'] -> 5 / (8/5 - (9/8 + 1/3 / 5/4))
[334427] ['3/5', '5/7', '4/5', '5/2', '7'] -> 5/2 * (3/5 - 4/5 + 7 / 5/7)
[334428] ['7/6', '5/3', '9/5', '8/3', '7'] -> 8/3 * (5/3 * 9/5 + 7 / 7/6)
[334429] ['4/7', '4/3', '7/5', '7/4', '2'] -> 2 / (7/4 - 4/3 / (4/7 * 7/5))
[334430] ['1/6', '4/7', '8/7', '7/4', '8'] -> (4/7 - 8/7 + 8 / 7/4) / 1/6
[334431] ['2/9', '2/9', '1/2', '7/9', '3'] -> (2/9 + 7/9 / 1/2) / (2/9 / 3)
[334432] ['3/5', '5/7', '4/5', '8/3', '7'] -> (8/3 - 4/5) / (3/5 / (5/7 + 7))
[334433] ['7/6', '5/3', '9/4', '9/4', '7'] -> 7 * (5/3 + 9/4) - (7/6 + 9/4)
[334434] ['1/8', '4/5', '6/7', '9/7', '8'] -> 6/7 / (9/7 - 8 * 1/8 / 4/5)
[334435] ['4/7', '4/3', '7/5', '9/5', '2'] -> 4/7 * 2 / (4/3 - 9/5 / 7/5)
[334436] ['1/3', '9/8', '5/4', '7/2', '5'] -> (7/2 + 5 * 9/8 / 5/4) / 1/3
[334437] ['2/9', '2/9', '1/2', '4/5', '3'] -> 3 / ((1/2 - 2/9) / 4/5 - 2/9)
[334438] ['2/9', '2/9', '1/2', '5/6', '3'] -> (1/2 + 5/6) / (2/9 * 2/9) - 3
[334439] ['5/6', '1', '9/8', '8/7', '4/3'] -> 4/3 / (5/6 - 1 / 9/8 / 8/7)
[334440] ['7/6', '5/3', '9/4', '9/2', '7'] -> 7 * (5/3 / 7/6 + 9/2 / 9/4)
[334441] ['1/6', '4/7', '7/6', '6/5', '8'] -> 8 / (4/7 / 6/5 - 1/6 / 7/6)
[334442] ['1/6', '3/8', '3/7', '2', '7/2'] -> 2 / (3/8 / 3/7 / 7/2 - 1/6)
[334443] ['4/7', '4/3', '7/5', '2', '9/4'] -> 2 / ((9/4 - 4/3) / 7/5 - 4/7)
[334444] ['2/9', '2/9', '1/2', '6/7', '3'] -> (2/9 + 3 / 1/2) / (2/9 / 6/7)
[334445] ['1/8', '4/5', '6/7', '7/5', '8'] -> 8 + (4/5 + 6/7 * 7/5) / 1/8
[334446] ['2/9', '2/9', '1/2', '7/8', '3'] -> 3 / (2/9 - 7/8 * 2/9 * 1/2)
[334447] ['1/6', '3/8', '4/9', '4/9', '2'] -> 4/9 / 4/9 / (3/8 - 1/6 * 2)
[334448] ['3/5', '5/7', '5/6', '7/8', '7'] -> 7 / (7/8 / 3/5 - 5/6 / 5/7)
[334449] ['1/8', '4/5', '6/7', '3/2', '8'] -> 3/2 / (1/8 * 6/7) + 8 / 4/5
[334450] ['1/3', '9/8', '9/7', '3/2', '5'] -> 5 / (1/3 * (3/2 - 9/8 / 9/7))
[334451] ['5/6', '1', '9/8', '8/7', '8/5'] -> 1 / (8/5 * 5/6 / 8/7 - 9/8)
[334452] ['1/8', '5/9', '3/4', '3/4', '1'] -> 1 / (1/8 * (3/4 - 5/9 * 3/4))
[334453] ['2/9', '2/9', '1/2', '8/7', '3'] -> 3 / (2/9 - 2/9 * 1/2 / 8/7)
[334454] ['1/3', '9/8', '9/7', '5/3', '5'] -> 5 / (9/7 * (1/3 + 9/8) - 5/3)
[334455] ['7/6', '7/4', '7/4', '9/5', '7'] -> (7/4 / (9/5 - 7/4) - 7) / 7/6
[334456] ['5/6', '1', '9/8', '8/7', '7/4'] -> 1 / (8/7 * 7/4 - (5/6 + 9/8))
[334457] ['4/7', '4/3', '7/5', '2', '9/2'] -> 7/5 * 2 * 9/2 * (4/7 + 4/3)
[334458] ['3/5', '5/7', '5/6', '8/7', '7'] -> (7 + 3/5 * 5/7) / (8/7 - 5/6)
[334459] ['1/8', '5/9', '3/4', '6/7', '1'] -> 1 / (6/7 * (3/4 - 5/9) - 1/8)
[334460] ['5/6', '1', '9/8', '8/7', '9/5'] -> 9/5 / (9/8 - 1 / (5/6 * 8/7))
[334461] ['1/6', '4/7', '7/6', '9/4', '8'] -> (8 + 7/6 / 1/6) / 4/7 - 9/4
[334462] ['1/6', '3/8', '4/9', '5/8', '2'] -> 1/6 / (3/8 / 2 + 4/9 - 5/8)
[334463] ['4/7', '4/3', '3/2', '3/2', '2'] -> 2 / (4/3 / 4/7 - 3/2 * 3/2)
[334464] ['7/6', '7/4', '9/5', '9/5', '7'] -> 7 / (7/4 * (7/6 - 9/5 / 9/5))
[334465] ['1/8', '4/5', '6/7', '9/4', '8'] -> 6/7 * (9/4 / 1/8 + 8 / 4/5)
[334466] ['3/5', '5/7', '5/6', '6/5', '7'] -> (6/5 + 5/7 / 5/6) / (3/5 / 7)
[334467] ['1/3', '9/8', '9/7', '9/4', '5'] -> 5 / 1/3 / (9/4 / 9/7 - 9/8)
[334468] ['1/6', '3/8', '4/9', '6/7', '2'] -> 2 / 6/7 / (1/6 + 3/8 - 4/9)
[334469] ['2/9', '2/9', '1/2', '3', '7/2'] -> 3 * (2/9 / 2/9 + 7/2 / 1/2)
[334470] ['4/7', '4/3', '3/2', '7/4', '2'] -> 4/7 / (2 * 4/3 / 7/4 - 3/2)
[334471] ['1/8', '4/5', '6/7', '5/2', '8'] -> (1/8 + 5/2) * (8 / 4/5 - 6/7)
[334472] ['7/6', '7/4', '9/5', '7/2', '7'] -> (7/2 * 7 - 7/6) / (7/4 / 9/5)
[334473] ['3/5', '5/7', '5/6', '9/7', '7'] -> (5/7 + 9/7 / 3/5) / (5/6 / 7)
[334474] ['1/6', '4/7', '6/5', '7/5', '8'] -> 8 / (1/6 * (6/5 + 4/7 * 7/5))
[334475] ['4/7', '4/3', '3/2', '2', '9/4'] -> 4/3 / (2 / (4/7 * 9/4) - 3/2)
[334476] ['7/6', '7/4', '9/5', '9/2', '7'] -> (9/2 - 7/6) * 7 / (7/4 / 9/5)
[334477] ['5/6', '1', '9/8', '7/6', '9/7'] -> 7/6 * 9/7 / (1 - 5/6 * 9/8)
[334478] ['1/8', '4/5', '6/7', '9/2', '8'] -> (9/2 - 1/8) * 8 * 4/5 * 6/7
[334479] ['1/3', '9/8', '4/3', '7/5', '5'] -> (7/5 + 4/3 / 1/3) / (9/8 / 5)
[334480] ['1/6', '4/7', '6/5', '5/3', '8'] -> (5/3 - 6/5) / (1/6 / (4/7 + 8))
[334481] ['1/8', '5/9', '3/4', '1', '8/5'] -> (3/4 * 8/5 + 1 / 5/9) / 1/8
[334482] ['1/6', '3/8', '4/9', '5/3', '2'] -> 5/3 / (3/8 - (1/6 + 4/9) / 2)
[334483] ['1/8', '4/5', '7/8', '7/8', '8'] -> 8 / 4/5 + (7/8 + 7/8) / 1/8
[334484] ['2/9', '2/9', '5/9', '4/5', '3'] -> 2/9 / (5/9 / 4/5 / 3 - 2/9)
[334485] ['4/7', '4/3', '8/5', '8/5', '2'] -> 8/5 / (8/5 / (4/7 * 2) - 4/3)
[334486] ['1/6', '4/7', '6/5', '7/4', '8'] -> 6/5 * 7/4 * (8 + 4/7 / 1/6)
[334487] ['1/8', '5/9', '3/4', '1', '7/4'] -> 7/4 / (1/8 * (1 - 5/9 * 3/4))
[334488] ['5/6', '1', '9/8', '7/6', '8/5'] -> (8/5 + 7/6 / 5/6) / (9/8 - 1)
[334489] ['7/6', '7/4', '5/2', '5/2', '7'] -> 7 / (7/4 * (7/6 - 5/2 / 5/2))
[334490] ['1/3', '9/8', '4/3', '9/5', '5'] -> 9/5 / (9/8 * (1/3 - 4/3 / 5))
[334491] ['3/5', '5/7', '5/6', '5/3', '7'] -> (5/3 + 5/7 / 3/5) / (5/6 / 7)
[334492] ['1/8', '4/5', '7/8', '9/8', '8'] -> 9/8 / (1/8 / 4/5 - 7/8 / 8)
[334493] ['5/6', '1', '9/8', '7/6', '7/4'] -> 7/4 / (7/6 * (1 - 5/6 * 9/8))
[334494] ['3/5', '5/7', '5/6', '7/4', '7'] -> 7 / (5/7 * 7/4) / (5/6 - 3/5)
[334495] ['1/6', '4/7', '6/5', '7/3', '8'] -> 6/5 * (8 / (1/6 * 7/3) - 4/7)
[334496] ['1/3', '9/8', '7/5', '7/5', '5'] -> 5 / (1/3 - 9/8 + 7/5 / 7/5)
[334497] ['2/9', '2/9', '5/9', '8/7', '3'] -> 2/9 / (2/9 / 8/7 - 5/9 / 3)
[334498] ['1/8', '5/9', '3/4', '1', '5/2'] -> 1 / (5/9 * 3/4 / 5/2 - 1/8)
[334499] ['5/6', '1', '9/8', '7/6', '9/4'] -> 9/4 / (7/6 * 5/6 * 9/8 - 1)
[334500] ['1/8', '4/5', '7/8', '7/6', '8'] -> 8 / (4/5 * (7/6 + 1/8 - 7/8))
[334501] ['2/9', '2/9', '5/9', '7/6', '3'] -> ((2/9 + 3) / 2/9 - 7/6) / 5/9
[334502] ['1/6', '4/7', '6/5', '5/2', '8'] -> 6/5 * (4/7 + 8) * (5/2 - 1/6)
[334503] ['1/8', '5/9', '3/4', '1', '9/2'] -> 1 / 3/4 / (9/2 - 5/9 / 1/8)
[334504] ['7/6', '9/5', '9/5', '8/3', '7'] -> 8/3 * (7 / (7/6 / 9/5) - 9/5)
[334505] ['4/7', '4/3', '8/5', '2', '7/3'] -> 4/7 / (2 / 7/3 - 4/3 / 8/5)
[334506] ['5/6', '1', '9/8', '7/6', '9/2'] -> (1 + 9/2) / (7/6 - 5/6 * 9/8)
[334507] ['1/8', '5/9', '7/9', '7/9', '1'] -> (1 + 5/9 + 7/9) / (1/8 * 7/9)
[334508] ['4/9', '7/8', '8/9', '5/4', '5'] -> 5 / (4/9 + 7/8 - 8/9 * 5/4)
[334509] ['1/6', '4/7', '6/5', '7/2', '8'] -> 6/5 * (8 + 7/2 / (1/6 / 4/7))
[334510] ['1/3', '9/8', '7/5', '5/3', '5'] -> 5 / (9/8 / 5/3 - 1/3 * 7/5)
[334511] ['4/7', '4/3', '8/5', '2', '5/2'] -> 8/5 / (2 / (4/7 * 5/2) - 4/3)
[334512] ['4/9', '7/8', '8/9', '9/7', '5'] -> 5 / (4/9 + 8/9 - 7/8 * 9/7)
[334513] ['1/6', '4/7', '6/5', '9/2', '8'] -> 4/7 * 6/5 * (8 + 9/2 / 1/6)
[334514] ['2/9', '2/9', '5/9', '4/3', '3'] -> (3 / 2/9 - 2/9 / 4/3) / 5/9
[334515] ['7/6', '9/5', '9/4', '9/4', '7'] -> 9/5 * (9/4 * 7 - 7/6) - 9/4
[334516] ['1/3', '9/8', '7/5', '9/4', '5'] -> 5 / (9/4 - 7/5 * (1/3 + 9/8))
[334517] ['1/8', '5/9', '7/9', '7/8', '1'] -> 1 / 1/8 / (7/9 / 7/8 - 5/9)
[334518] ['1/8', '4/5', '7/8', '9/4', '8'] -> 9/4 / (7/8 / 4/5 - 1/8 * 8)
[334519] ['3/5', '5/7', '6/7', '6/7', '7'] -> (6/7 + 6/7 / 5/7) / (3/5 / 7)
[334520] ['5/6', '1', '9/8', '6/5', '9/7'] -> 6/5 / (9/8 / (5/6 * 9/7) - 1)
[334521] ['1/6', '4/7', '5/4', '5/4', '8'] -> (8 - 5/4 / 5/4) / (1/6 / 4/7)
[334522] ['4/7', '4/3', '8/5', '2', '9/2'] -> (4/3 + 9/2) * 8/5 * (4/7 + 2)
[334523] ['1/8', '5/9', '7/9', '1', '9/8'] -> (7/9 + 1 / 9/8) / (1/8 * 5/9)
[334524] ['7/6', '9/5', '9/4', '7/3', '7'] -> 7 / 9/4 / (7/3 / 9/5 - 7/6)
[334525] ['1/6', '3/8', '1/2', '8/5', '2'] -> 2 / (3/8 * 1/2 - 1/6 / 8/5)
[334526] ['1/8', '4/5', '7/8', '7/3', '8'] -> (7/3 + 1/8 + 7/8) * (8 - 4/5)
[334527] ['2/9', '2/9', '5/9', '8/5', '3'] -> (3 - (2/9 - 5/9)) / (2/9 / 8/5)
[334528] ['4/7', '4/3', '5/3', '5/3', '2'] -> 2 / (4/3 + 5/3 - 5/3 / 4/7)
[334529] ['3/5', '5/7', '6/7', '7/8', '7'] -> 7 / 7/8 / (5/7 / 3/5 - 6/7)
[334530] ['5/6', '1', '9/8', '6/5', '4/3'] -> 4/3 / 5/6 / (6/5 / 9/8 - 1)
[334531] ['1/8', '4/5', '7/8', '8/3', '8'] -> 8/3 * (8 / 4/5 - (1/8 + 7/8))
[334532] ['1/6', '4/7', '5/4', '7/5', '8'] -> (8 / (5/4 * 7/5) - 4/7) / 1/6
[334533] ['1/6', '3/8', '5/9', '5/9', '2'] -> 5/9 / 5/9 / (3/8 - 1/6 * 2)
[334534] ['4/9', '7/8', '8/9', '7/4', '5'] -> 5 / (8/9 - 7/4 * 4/9 * 7/8)
[334535] ['1/8', '4/5', '7/8', '7/2', '8'] -> (8 - 7/2 / (4/5 * 7/8)) / 1/8
[334536] ['5/6', '1', '9/8', '6/5', '8/5'] -> 8/5 / 6/5 / (1 / 9/8 - 5/6)
[334537] ['1/3', '9/8', '3/2', '8/5', '5'] -> 8/5 / (1/3 - 3/2 / (9/8 * 5))
[334538] ['4/7', '4/3', '5/3', '2', '9/4'] -> 2 / (4/3 * 9/4 - 5/3 / 4/7)
[334539] ['1/8', '5/9', '7/9', '1', '7/4'] -> (1 + 5/9 / 7/9) / (1/8 / 7/4)
[334540] ['3/5', '5/7', '6/7', '8/7', '7'] -> 8/7 * 7 / (5/7 / 3/5 - 6/7)
[334541] ['1/3', '9/8', '3/2', '9/5', '5'] -> 9/5 / (1/3 * 9/8 - 3/2 / 5)
[334542] ['1/8', '4/5', '8/9', '8/9', '8'] -> 8 + (8/9 + 8/9 / 4/5) / 1/8
[334543] ['7/6', '9/5', '7/3', '8/3', '7'] -> 9/5 * 8/3 * (7 - 7/3 / 7/6)
[334544] ['5/6', '1', '9/8', '6/5', '9/4'] -> 5/6 * 9/4 / (6/5 - 9/8) - 1
[334545] ['4/9', '7/8', '8/9', '8/3', '5'] -> 5 / (7/8 - 8/3 + 8/9 / 4/9)
[334546] ['1/3', '9/8', '3/2', '7/3', '5'] -> 5 / ((7/3 - 1/3) / 3/2 - 9/8)
[334547] ['7/6', '9/5', '7/3', '7/2', '7'] -> 9/5 * (7/3 * 7 - 7/2 / 7/6)
