[157593] ['2/7', '5/8', '4/5', '3/2', '4'] -> (((3/2 + (4 / 2/7)) / 5/8) - 4/5)
[172077] ['2/5', '2/3', '4/5', '9/4', '6'] -> (((9/4 * 4/5) / 2/5) * (6 - 2/3))
[172078] ['3/7', '4/9', '5/4', '3/2', '2'] -> ((2 / 3/7) / ((4/9 + 5/4) - 3/2))
[172079] ['1/7', '1/3', '7/5', '7/3', '7'] -> ((7/3 * (1/7 + 7/5)) * (7 - 1/3))
[172080] ['2/7', '5/6', '7/6', '6/5', '6'] -> ((6 + (6/5 * (5/6 / 7/6))) / 2/7)
[172081] ['1/4', '4/7', '4/7', '3/2', '7'] -> (((7 - (4/7 * 3/2)) / 1/4) - 4/7)
[172082] ['5/9', '9/7', '9/7', '9/5', '8'] -> (8 * (9/7 + (5/9 * (9/7 + 9/5))))
[172083] ['7/9', '5/3', '5/3', '8/3', '4'] -> (8/3 / ((7/9 + 5/3) + (5/3 - 4)))
[172084] ['6/7', '8/9', '7/4', '8/3', '3'] -> ((8/9 + 8/3) * (7/4 * (6/7 + 3)))
[172085] ['1/9', '1/5', '7/8', '5/3', '9'] -> ((1/5 * 5/3) / (1/9 - (7/8 / 9)))
[172086] ['5/7', '5/7', '5/7', '8/7', '9'] -> (9 / ((5/7 / 5/7) - (5/7 / 8/7)))
[172087] ['5/8', '8/7', '2', '5/2', '8/3'] -> ((2 + 8/3) * (8/7 + (5/2 / 5/8)))
[172088] ['3/4', '4/5', '9/8', '5/2', '5'] -> (5 * ((4/5 + 5/2) + (9/8 / 3/4)))
[172089] ['4/7', '3/5', '7/8', '3', '7/2'] -> ((3 / (3/5 - 4/7)) / (7/8 + 7/2))
[172090] ['2/5', '1', '9/7', '9/5', '7/3'] -> ((1 + 9/7) * ((7/3 * 9/5) / 2/5))
[172091] ['1/9', '1/5', '7/8', '9/4', '9'] -> (9 / ((9/4 * (1/9 / 1/5)) - 7/8))
[172092] ['7/9', '5/3', '7/4', '7/4', '4'] -> (((7/4 + (5/3 * 7/4)) * 4) / 7/9)
[172093] ['3/8', '3/4', '7/5', '9/2', '7'] -> (7 / (7/5 * (3/8 - (3/4 / 9/2))))
[172094] ['1/7', '1/3', '7/5', '9/2', '7'] -> (9/2 * (7 - (1/3 / (1/7 * 7/5))))
[172095] ['5/7', '5/7', '5/7', '5/4', '9'] -> ((9 * (5/7 + 5/7)) / (5/4 - 5/7))
[172096] ['2/5', '2/3', '5/6', '8/7', '6'] -> (6 / ((2/3 / 8/7) - (2/5 * 5/6)))
[172097] ['3/7', '4/9', '5/4', '7/4', '2'] -> (((5/4 + (7/4 / 3/7)) * 2) / 4/9)
[172098] ['2/5', '1', '9/7', '9/5', '8/3'] -> ((1 + 9/5) * ((8/3 * 9/7) / 2/5))
[172099] ['1/7', '1/3', '3/2', '8/5', '7'] -> (1/7 / ((3/2 / 7) - (1/3 / 8/5)))
[172100] ['2/5', '2/3', '5/6', '7/6', '6'] -> (6 / ((5/6 / 2/5) - (2/3 + 7/6)))
[172101] ['4/7', '5/7', '4/5', '7/2', '6'] -> ((4/7 + (5/7 * 4/5)) * (7/2 * 6))
[172102] ['5/7', '5/7', '5/7', '4/3', '9'] -> (((9 * (5/7 + 5/7)) * 4/3) / 5/7)
[172103] ['7/9', '5/3', '7/4', '5/2', '4'] -> ((5/3 + (4 * (7/4 + 5/2))) / 7/9)
[172104] ['2/5', '2/3', '5/6', '9/7', '6'] -> (9/7 * (2/3 + (6 / (2/5 * 5/6))))
[172105] ['5/8', '7/6', '7/6', '7/6', '2'] -> ((7/6 / 7/6) / (5/8 - (7/6 / 2)))
[172106] ['4/7', '5/7', '5/6', '9/8', '6'] -> ((5/7 + 6) / ((4/7 + 5/6) - 9/8))
[172107] ['7/9', '5/3', '7/4', '4', '9/2'] -> (9/2 * ((7/9 / (7/4 - 5/3)) - 4))
[172108] ['2/5', '2/3', '5/6', '7/4', '6'] -> (6 / ((2/3 / (2/5 * 5/6)) - 7/4))
[172109] ['1/9', '1/5', '8/9', '8/9', '9'] -> ((8/9 * 9) / (8/9 - (1/9 / 1/5)))
[172110] ['5/7', '5/7', '5/7', '8/5', '9'] -> ((5/7 * 9) / (5/7 - (5/7 / 8/5)))
[172111] ['1/4', '4/7', '3/5', '3/5', '7'] -> (7 * ((3/5 / (1/4 * 3/5)) - 4/7))
[172112] ['3/7', '4/9', '5/4', '2', '8/3'] -> (2 / ((3/7 * (4/9 + 8/3)) - 5/4))
[172113] ['4/7', '5/7', '5/6', '8/7', '6'] -> ((8/7 * 6) / ((5/7 / 5/6) - 4/7))
[172114] ['1/7', '1/3', '8/5', '5/3', '7'] -> ((8/5 * 7) * (5/3 + (1/7 + 1/3)))
[172115] ['5/7', '5/7', '5/7', '5/3', '9'] -> (((5/7 + (5/7 * 5/3)) * 9) / 5/7)
[172116] ['3/8', '3/4', '8/5', '5/2', '7'] -> (((5/2 * 8/5) / 3/4) + (7 / 3/8))
[172117] ['2/7', '5/6', '6/5', '7/5', '6'] -> ((7/5 * (2/7 + 6)) / (6/5 - 5/6))
[172118] ['1/7', '1/3', '8/5', '7/4', '7'] -> (7 / (7/4 - (1/3 / (1/7 * 8/5))))
[172119] ['3/7', '4/9', '5/4', '2', '7/2'] -> (((5/4 * 2) + (7/2 / 3/7)) / 4/9)
[172120] ['2/5', '2/3', '6/7', '6/7', '6'] -> (((6/7 / 6/7) + (6 / 2/5)) / 2/3)
[172121] ['4/7', '3/5', '8/9', '7/5', '3'] -> (3 / ((4/7 * 7/5) - (3/5 / 8/9)))
[172122] ['1/4', '4/7', '3/5', '2/3', '7'] -> (((7 * (4/7 / 3/5)) - 2/3) / 1/4)
[172123] ['7/9', '5/3', '9/5', '7/3', '4'] -> (4 * ((5/3 * 9/5) + (7/3 / 7/9)))
[172124] ['1/7', '1/3', '8/5', '9/4', '7'] -> (7 / (1/7 * (9/4 - (1/3 / 8/5))))
[172125] ['1/9', '1/5', '8/9', '5/4', '9'] -> (9 / ((1/9 / 8/9) + (1/5 * 5/4)))
[172126] ['2/7', '5/6', '6/5', '3/2', '6'] -> ((6/5 + (3/2 / 5/6)) + (6 / 2/7))
[172127] ['3/7', '4/9', '9/7', '9/7', '2'] -> ((2 + (9/7 + 9/7)) / (3/7 * 4/9))
[172128] ['3/8', '3/4', '5/3', '9/5', '7'] -> ((9/5 * 7) / (3/4 - (3/8 / 5/3)))
[172129] ['5/7', '5/7', '5/7', '7/3', '9'] -> (9 * ((5/7 / 5/7) + (5/7 * 7/3)))
[172130] ['4/7', '5/7', '5/6', '7/5', '6'] -> ((5/7 / ((5/6 / 7/5) - 4/7)) - 6)
[172131] ['7/9', '5/3', '9/4', '7/3', '4'] -> ((7/3 / ((7/9 * 9/4) - 5/3)) - 4)
[172132] ['3/7', '4/9', '9/7', '4/3', '2'] -> ((4/3 * 2) / (4/9 - (3/7 / 9/7)))
[172133] ['6/7', '8/9', '9/4', '3', '7/2'] -> (7/2 * (6/7 + (3 * (8/9 * 9/4))))
[172134] ['5/8', '7/6', '7/6', '5/3', '2'] -> (2 / ((5/8 / (5/3 - 7/6)) - 7/6))
[172135] ['1/7', '1/3', '8/5', '8/3', '7'] -> (7 * (8/3 + (8/5 * (1/7 + 1/3))))
[172136] ['1/9', '1/5', '8/9', '4/3', '9'] -> ((8/9 + 4/3) * (9 + (1/5 / 1/9)))
[172137] ['4/7', '5/7', '5/6', '3/2', '6'] -> ((5/7 / ((4/7 * 3/2) - 5/6)) - 6)
[172138] ['5/7', '5/7', '5/7', '7/2', '9'] -> (7/2 * (9 - (5/7 + (5/7 + 5/7))))
[172139] ['1/4', '4/7', '3/5', '4/5', '7'] -> ((7 + (4/5 / 4/7)) / (3/5 - 1/4))
[172140] ['6/7', '8/9', '9/4', '3', '9/2'] -> (9/2 * (3 + ((9/4 * 8/9) / 6/7)))
[172141] ['1/7', '1/3', '8/5', '7/2', '7'] -> (7 / ((1/7 * 7/2) - (1/3 / 8/5)))
[172142] ['3/8', '3/4', '7/4', '7/4', '7'] -> ((7 * (7/4 + 7/4)) - (3/8 / 3/4))
[172143] ['2/5', '2/3', '6/7', '7/6', '6'] -> (((6/7 * 7/6) + (6 / 2/5)) / 2/3)
[172144] ['1/7', '1/3', '8/5', '9/2', '7'] -> ((8/5 * 9/2) * (7 * (1/7 + 1/3)))
[172145] ['1/4', '4/7', '3/5', '5/6', '7'] -> (((7 / 4/7) - 1/4) / (3/5 * 5/6))
[172146] ['1/9', '1/5', '8/9', '7/4', '9'] -> (9 / (1/5 * (7/4 + (1/9 / 8/9))))
[172147] ['4/7', '5/7', '5/6', '5/3', '6'] -> ((5/3 * 6) / ((5/7 / 4/7) - 5/6))
[172148] ['2/7', '5/6', '6/5', '9/4', '6'] -> ((6 / (2/7 * 5/6)) / (9/4 - 6/5))
[172149] ['5/7', '5/7', '3/4', '5/6', '9'] -> (9 / ((5/7 / 5/7) - (3/4 * 5/6)))
[172150] ['2/5', '2/3', '6/7', '5/4', '6'] -> (6 / (5/4 * (2/3 - (2/5 / 6/7))))
[172151] ['5/8', '7/6', '7/6', '2', '5/2'] -> (5/2 / (2 - (7/6 + (5/8 * 7/6))))
[172152] ['4/7', '5/7', '5/6', '9/5', '6'] -> (6 / ((5/6 * 9/5) - (5/7 / 4/7)))
[172153] ['2/5', '2/3', '6/7', '4/3', '6'] -> (2/3 + ((4/3 * 6) / (2/5 * 6/7)))
[172154] ['5/8', '7/6', '7/6', '2', '7/2'] -> (7/2 / ((5/8 * 7/6) - (7/6 / 2)))
[172155] ['1/7', '1/3', '5/3', '9/4', '7'] -> (((5/3 / 1/3) + (7 / 1/7)) / 9/4)
[172156] ['3/4', '4/5', '8/7', '7/2', '5'] -> (((8/7 + (4/5 * 5)) * 7/2) / 3/4)
[172157] ['5/7', '5/7', '3/4', '7/8', '9'] -> (9 / ((5/7 * 3/4) + (5/7 - 7/8)))
[172158] ['2/5', '2/3', '6/7', '7/5', '6'] -> ((2/5 + 6) / (7/5 * (6/7 - 2/3)))
[172159] ['2/7', '5/6', '6/5', '8/3', '6'] -> ((6/5 * (5/6 + 8/3)) * (6 - 2/7))
[172160] ['3/8', '3/4', '9/5', '9/5', '7'] -> (9/5 / ((3/8 * 7) - (3/4 + 9/5)))
[172161] ['3/4', '4/5', '8/7', '9/2', '5'] -> ((4/5 * 8/7) * (5 * (3/4 + 9/2)))
[172162] ['5/8', '7/6', '7/6', '2', '9/2'] -> ((2 * 9/2) / ((7/6 / 7/6) - 5/8))
[172163] ['1/7', '1/3', '5/3', '5/2', '7'] -> ((1/3 / 1/7) + (5/2 * (5/3 + 7)))
[172164] ['4/7', '5/7', '5/6', '7/3', '6'] -> (6 / (7/3 - (5/6 + (5/7 / 4/7))))
[172165] ['7/9', '5/3', '8/3', '8/3', '4'] -> ((8/3 + 8/3) * (4 / (5/3 - 7/9)))
[172166] ['4/7', '3/5', '8/9', '8/3', '3'] -> ((8/3 / (3/5 - 4/7)) / (8/9 + 3))
[172167] ['3/7', '4/9', '9/7', '2', '9/4'] -> (((9/4 + (9/7 / 4/9)) * 2) / 3/7)
[172168] ['1/4', '4/7', '3/5', '8/7', '7'] -> (1/4 + ((8/7 + 7) / (4/7 * 3/5)))
[172169] ['5/8', '7/6', '6/5', '6/5', '2'] -> ((6/5 / 6/5) / (5/8 - (7/6 / 2)))
[172170] ['5/9', '9/7', '7/5', '5/2', '8'] -> (5/2 * ((9/7 * (5/9 + 8)) - 7/5))
[172171] ['2/5', '2/3', '6/7', '5/3', '6'] -> ((6/7 + 6) * ((5/3 / 2/5) - 2/3))
[172172] ['4/7', '5/7', '5/6', '7/2', '6'] -> ((6 * (7/2 + (5/7 * 5/6))) - 4/7)
[172173] ['5/7', '5/7', '3/4', '6/5', '9'] -> (9 / ((5/7 / 5/7) - (3/4 / 6/5)))
[172174] ['6/7', '8/9', '3', '7/2', '9/2'] -> ((8/9 * 9/2) * (3 + (6/7 * 7/2)))
[172175] ['3/4', '4/5', '7/6', '5/4', '5'] -> (5 / ((5/4 / 3/4) - (7/6 / 4/5)))
[172176] ['3/8', '3/4', '9/5', '7/2', '7'] -> (9/5 * (7/2 + ((3/8 + 7) / 3/4)))
[172177] ['7/9', '5/3', '7/2', '4', '9/2'] -> (((4 - 5/3) * (7/2 + 9/2)) / 7/9)
[172178] ['6/7', '8/9', '3', '9/2', '9/2'] -> (3 + (((9/2 * 9/2) * 8/9) / 6/7))
[172179] ['1/9', '1/5', '9/8', '5/4', '9'] -> (9 / ((1/9 * 9/8) + (1/5 * 5/4)))
[172180] ['1/7', '1/3', '7/4', '9/5', '7'] -> ((7/4 - 1/7) * (7 * (1/3 + 9/5)))
[172181] ['5/7', '5/7', '3/4', '7/5', '9'] -> (((9 * (5/7 + 5/7)) * 7/5) / 3/4)
[172182] ['3/7', '4/9', '9/7', '2', '7/2'] -> (((7/2 + (2 / 4/9)) * 9/7) / 3/7)
[172183] ['2/5', '1', '9/7', '8/3', '9/2'] -> ((9/7 * 8/3) * (9/2 + (1 / 2/5)))
[172184] ['3/4', '4/5', '7/6', '4/3', '5'] -> ((4/5 * 5) / (7/6 - (3/4 * 4/3)))
[172185] ['2/5', '2/3', '6/7', '7/3', '6'] -> (2/3 + ((7/3 + (6 / 6/7)) / 2/5))
[172186] ['5/7', '5/7', '3/4', '8/5', '9'] -> ((5/7 + (5/7 / 3/4)) * (8/5 * 9))
[172187] ['1/7', '1/3', '7/4', '8/3', '7'] -> (((7 - 1/3) / (1/7 * 7/4)) - 8/3)
[172188] ['6/7', '9/8', '9/8', '7/6', '3'] -> ((6/7 + 3) / (9/8 - (9/8 / 7/6)))
[172189] ['1/9', '1/5', '9/8', '4/3', '9'] -> ((9 * (1/9 / 1/5)) / (4/3 - 9/8))
[172190] ['1/4', '4/7', '3/5', '5/3', '7'] -> (7 * (((5/3 * 3/5) / 1/4) - 4/7))
[172191] ['3/7', '4/9', '4/3', '7/5', '2'] -> ((4/3 * 2) / (3/7 - (4/9 / 7/5)))
[172192] ['1/9', '1/5', '9/8', '7/5', '9'] -> (9 / (1/5 + (7/5 * (1/9 * 9/8))))
[172193] ['2/7', '5/6', '5/4', '5/2', '6'] -> (5/2 / (5/6 - (5/4 / (2/7 * 6))))
[172194] ['1/7', '1/3', '9/5', '9/5', '7'] -> (((1/7 + (9/5 / 9/5)) * 7) / 1/3)
[172195] ['5/8', '7/6', '6/5', '9/5', '2'] -> (9/5 / (((7/6 * 6/5) / 2) - 5/8))
[172196] ['3/4', '4/5', '7/6', '7/4', '5'] -> ((4/5 * 5) / ((3/4 + 7/6) - 7/4))
[172197] ['5/7', '5/7', '3/4', '7/4', '9'] -> ((9 * (7/4 + (5/7 / 5/7))) - 3/4)
[172198] ['6/7', '9/8', '9/8', '9/7', '3'] -> ((9/7 * 3) / (9/8 - (6/7 * 9/8)))
[172199] ['3/7', '4/9', '4/3', '3/2', '2'] -> ((4/3 / (4/9 - 3/7)) / (3/2 + 2))
[172200] ['5/8', '7/6', '6/5', '2', '9/4'] -> (2 / ((9/4 / 6/5) - (5/8 + 7/6)))
[172201] ['2/7', '5/6', '5/4', '8/3', '6'] -> (6 / (5/4 - (2/7 * (5/6 + 8/3))))
[172202] ['2/5', '2/3', '6/7', '7/2', '6'] -> (7/2 * ((6 / 2/3) - (6/7 / 2/5)))
[172203] ['1/4', '4/7', '3/5', '9/5', '7'] -> (7 * ((4/7 * 9/5) + (3/5 / 1/4)))
[172204] ['1/9', '1/5', '9/8', '7/4', '9'] -> (9 / (1/5 * (7/4 + (1/9 * 9/8))))
[172205] ['1/7', '1/3', '9/5', '7/3', '7'] -> ((9/5 * 7) * (7/3 - (1/7 / 1/3)))
[172206] ['2/5', '2/3', '6/7', '9/2', '6'] -> (9/2 * ((6 / 6/7) - (2/3 / 2/5)))
[172207] ['3/4', '4/5', '7/6', '9/4', '5'] -> (4/5 / ((3/4 - 7/6) + (9/4 / 5)))
[172208] ['1/7', '1/3', '9/5', '5/2', '7'] -> ((9/5 - (1/7 / 1/3)) * (5/2 * 7))
[172209] ['4/7', '5/7', '7/8', '8/9', '6'] -> ((6 * (4/7 / 8/9)) / (7/8 - 5/7))
[172210] ['1/9', '1/5', '9/8', '9/4', '9'] -> ((9 / 1/9) / ((9/8 / 1/5) - 9/4))
[172211] ['1/4', '4/7', '3/5', '5/2', '7'] -> ((3/5 * 5/2) * ((7 * 4/7) / 1/4))
[172212] ['2/5', '2/3', '7/8', '8/9', '6'] -> (((6 / (2/5 * 8/9)) - 7/8) / 2/3)
[172213] ['2/5', '1', '4/3', '4/3', '8/5'] -> (8/5 / ((2/5 * (4/3 + 4/3)) - 1))
[172214] ['4/7', '3/5', '9/8', '5/3', '3'] -> (3 / (5/3 * (9/8 - (3/5 / 4/7))))
[172215] ['2/7', '5/6', '9/7', '9/7', '6'] -> (((6 / 2/7) - (9/7 / 9/7)) / 5/6)
[172216] ['7/9', '7/4', '9/5', '9/5', '4'] -> (((7/9 * 9/5) / (9/5 - 7/4)) - 4)
[172217] ['3/4', '4/5', '7/6', '7/3', '5'] -> (5 * ((7/3 / (7/6 - 3/4)) - 4/5))
[172218] ['4/7', '5/7', '7/8', '9/8', '6'] -> ((6 * (4/7 * 9/8)) / (7/8 - 5/7))
[172219] ['5/8', '7/6', '6/5', '2', '9/2'] -> (6/5 + (((7/6 + 2) * 9/2) / 5/8))
[172220] ['3/8', '7/9', '7/9', '8/7', '7'] -> (((7/9 / 7/9) + (8/7 * 7)) / 3/8)
[172221] ['1/4', '4/7', '3/5', '8/3', '7'] -> ((7 / (3/5 * (1/4 / 4/7))) - 8/3)
[172222] ['1/7', '1/3', '9/5', '7/2', '7'] -> ((7 - 1/3) / (7/2 * (1/7 / 9/5)))
[172223] ['2/5', '2/3', '7/8', '9/8', '6'] -> ((((6 * 9/8) / 2/5) - 7/8) / 2/3)
[172224] ['3/4', '4/5', '7/6', '5/2', '5'] -> ((5 * (4/5 * 5/2)) / (7/6 - 3/4))
[172225] ['2/7', '5/6', '9/7', '8/5', '6'] -> ((2/7 + 6) / (5/6 * (8/5 - 9/7)))
[172226] ['3/7', '4/9', '4/3', '2', '7/3'] -> (4/3 / ((7/3 * (3/7 / 2)) - 4/9))
[172227] ['5/9', '9/7', '3/2', '9/2', '8'] -> ((9/2 * ((8 / 9/7) - 5/9)) - 3/2)
[172228] ['2/5', '2/3', '7/8', '7/6', '6'] -> (6 * (2/3 + (7/6 / (2/5 * 7/8))))
[172229] ['3/4', '4/5', '7/6', '8/3', '5'] -> (((8/3 + (4/5 * 7/6)) * 5) / 3/4)
[172230] ['6/7', '9/8', '9/8', '9/4', '3'] -> (9/8 / (3 - ((9/4 * 9/8) / 6/7)))
[172231] ['4/7', '5/7', '7/8', '9/7', '6'] -> ((5/7 + 9/7) * (6 / (4/7 * 7/8)))
[172232] ['2/7', '5/6', '9/7', '5/3', '6'] -> (6 * ((9/7 / 2/7) - (5/6 / 5/3)))
[172233] ['5/8', '7/6', '5/4', '7/5', '2'] -> (2 / ((7/6 / (5/8 * 7/5)) - 5/4))
[172234] ['1/4', '4/7', '5/8', '5/8', '7'] -> (7 * ((5/8 / (1/4 * 5/8)) - 4/7))
[172235] ['2/5', '2/3', '7/8', '5/4', '6'] -> (6 / (2/3 * (7/8 - (2/5 * 5/4))))
[172236] ['4/7', '3/5', '9/8', '7/3', '3'] -> ((3 / 3/5) / ((4/7 * 7/3) - 9/8))
[172237] ['3/8', '7/9', '7/9', '4/3', '7'] -> (7 / ((7/9 / 4/3) - (3/8 * 7/9)))
[172238] ['3/7', '4/9', '4/3', '2', '8/3'] -> (8/3 * (2 + (4/3 / (3/7 * 4/9))))
[172239] ['2/7', '5/6', '9/7', '7/4', '6'] -> (9/7 / ((7/4 / 6) - (2/7 * 5/6)))
[172240] ['1/7', '1/3', '9/4', '5/2', '7'] -> ((5/2 / (1/7 - (1/3 / 7))) - 9/4)
[172241] ['1/9', '1/5', '8/7', '8/7', '9'] -> ((8/7 / 1/5) / (1/9 + (8/7 / 9)))
[172242] ['5/9', '9/7', '8/5', '5/3', '8'] -> ((5/9 + (8/5 / 9/7)) * (5/3 * 8))
[172243] ['6/7', '9/8', '9/8', '5/2', '3'] -> (3 / (((9/8 + 9/8) / 6/7) - 5/2))
[172244] ['2/5', '1', '4/3', '4/3', '8/3'] -> ((4/3 + (8/3 / 2/5)) / (4/3 - 1))
[172245] ['5/7', '5/7', '7/9', '8/9', '9'] -> (9 * ((5/7 / 5/7) + (7/9 + 8/9)))
[172246] ['2/7', '5/6', '9/7', '9/4', '6'] -> ((2/7 + 6) / (5/6 - (9/7 / 9/4)))
[172247] ['1/7', '1/3', '9/4', '7/2', '7'] -> ((7 / 7/2) / ((1/3 / 1/7) - 9/4))
[172248] ['5/8', '7/6', '5/4', '9/5', '2'] -> ((2 / 5/4) / ((7/6 / 5/8) - 9/5))
[172249] ['1/9', '1/5', '8/7', '6/5', '9'] -> (9 / ((1/5 / (1/9 * 8/7)) - 6/5))
[172250] ['3/4', '4/5', '6/5', '4/3', '5'] -> (5 / (4/3 - (6/5 * (3/4 / 4/5))))
[172251] ['4/7', '5/7', '7/8', '7/4', '6'] -> ((6 / 7/8) / ((4/7 * 7/4) - 5/7))
[172252] ['1/7', '1/3', '9/4', '9/2', '7'] -> (7 * (9/2 - (9/4 * (1/7 + 1/3))))
[172253] ['2/5', '1', '4/3', '4/3', '9/2'] -> (1 / ((9/2 / 4/3) - (4/3 / 2/5)))
[172254] ['3/4', '4/5', '6/5', '7/5', '5'] -> ((6/5 * 5) / ((3/4 * 7/5) - 4/5))
[172255] ['2/5', '2/3', '7/8', '5/3', '6'] -> ((((5/3 / 2/5) - 2/3) * 6) / 7/8)
[172256] ['5/9', '9/7', '8/5', '9/5', '8'] -> (8/5 * ((8 / (9/5 - 9/7)) - 5/9))
[172257] ['7/9', '7/4', '9/4', '5/2', '4'] -> (4 * ((7/9 * 9/4) + (7/4 + 5/2)))
[172258] ['4/7', '3/5', '9/8', '3', '9/2'] -> (3 * ((9/2 / (9/8 - 3/5)) - 4/7))
[172259] ['4/7', '5/7', '7/8', '9/5', '6'] -> ((6 + (5/7 * 9/5)) / (7/8 - 4/7))
[172260] ['3/7', '4/9', '7/5', '8/5', '2'] -> ((8/5 / 3/7) / (2 - (4/9 + 7/5)))
[172261] ['2/5', '1', '4/3', '7/5', '3/2'] -> ((1 + (2/5 * 3/2)) / (7/5 - 4/3))
[172262] ['3/4', '4/5', '6/5', '5/3', '5'] -> (5 / ((3/4 / (6/5 - 4/5)) - 5/3))
[172263] ['5/8', '7/6', '5/4', '2', '7/2'] -> (7/2 / (7/6 * (2 - (5/8 + 5/4))))
[172264] ['1/9', '1/5', '8/7', '4/3', '9'] -> (((9 - (4/3 / 1/5)) * 8/7) / 1/9)
[172265] ['7/9', '7/4', '9/4', '4', '9/2'] -> ((9/4 + 9/2) * (4 - (7/9 / 7/4)))
[172266] ['1/4', '4/7', '5/8', '6/5', '7'] -> (((1/4 + (7 / 4/7)) * 6/5) / 5/8)
[172267] ['1/7', '1/3', '5/2', '8/3', '7'] -> ((8/3 + (1/3 * 5/2)) * (7 - 1/7))
[172268] ['2/5', '2/3', '7/8', '9/4', '6'] -> ((6 / 2/5) / ((2/3 * 9/4) - 7/8))
[172269] ['4/7', '5/7', '8/9', '8/9', '6'] -> (6 / ((5/7 / 4/7) - (8/9 / 8/9)))
[172270] ['5/8', '7/6', '9/7', '9/7', '2'] -> ((9/7 / 9/7) / (5/8 - (7/6 / 2)))
[172271] ['5/9', '9/7', '8/5', '9/2', '8'] -> (9/2 * ((8 / 9/7) - (5/9 * 8/5)))
[172272] ['1/9', '1/5', '8/7', '3/2', '9'] -> (((9 / (1/9 + 1/5)) - 3/2) / 8/7)
[172273] ['3/4', '4/5', '6/5', '9/4', '5'] -> ((4/5 + 6/5) * (3/4 + (9/4 * 5)))
[172274] ['2/5', '1', '4/3', '7/5', '9/5'] -> ((7/5 + 9/5) / (2/5 * (4/3 - 1)))
[172275] ['6/7', '9/8', '8/7', '3/2', '3'] -> ((6/7 * 3/2) / (3 * (8/7 - 9/8)))
[172276] ['3/8', '7/9', '7/9', '9/2', '7'] -> ((9/2 + (7 / (7/9 + 7/9))) / 3/8)
[172277] ['1/7', '3/8', '3/8', '3/8', '7'] -> ((3/8 / 7) / (1/7 - (3/8 * 3/8)))
[172278] ['3/4', '4/5', '6/5', '7/3', '5'] -> (((4/5 + (6/5 * 7/3)) * 5) / 3/4)
[172279] ['5/7', '5/7', '7/9', '3/2', '9'] -> ((7/9 + (5/7 / 5/7)) * (3/2 * 9))
[172280] ['2/7', '5/6', '4/3', '8/3', '6'] -> ((6 + ((4/3 + 8/3) / 2/7)) / 5/6)
[172281] ['5/8', '7/6', '9/7', '7/5', '2'] -> ((2 / (5/8 * 7/6)) / (7/5 - 9/7))
[172282] ['7/9', '7/4', '5/2', '7/2', '4'] -> (((4 * 7/2) / 7/9) / (5/2 - 7/4))
[172283] ['3/4', '4/5', '6/5', '8/3', '5'] -> ((6/5 + (3/4 * 4/5)) * (8/3 * 5))
[172284] ['2/5', '2/3', '8/9', '8/9', '6'] -> (((8/9 / 8/9) + (6 / 2/5)) / 2/3)
[172285] ['2/7', '5/6', '4/3', '7/2', '6'] -> ((7/2 + (5/6 - 4/3)) + (6 / 2/7))
[172286] ['6/7', '9/8', '8/7', '9/5', '3'] -> (3 / ((6/7 / 8/7) - (9/8 / 9/5)))
[172287] ['1/4', '4/7', '5/8', '7/4', '7'] -> ((4/7 / 5/8) * ((7 / 1/4) - 7/4))
[172288] ['7/9', '7/4', '8/3', '8/3', '4'] -> (8/3 / ((7/9 + 4) - (7/4 * 8/3)))
[172289] ['2/7', '5/6', '4/3', '9/2', '6'] -> (6 / (9/2 - (4/3 + (5/6 / 2/7))))
[172290] ['5/8', '7/6', '9/7', '8/5', '2'] -> ((8/5 / 7/6) / ((9/7 / 5/8) - 2))
[172291] ['1/7', '3/8', '3/8', '1/2', '7'] -> (1/2 * ((7 / 1/7) - (3/8 / 3/8)))
[172292] ['2/5', '2/3', '8/9', '9/8', '6'] -> (((8/9 * 9/8) + (6 / 2/5)) / 2/3)
[172293] ['4/7', '3/5', '8/7', '7/4', '3'] -> ((8/7 / 4/7) / (3 - (7/4 / 3/5)))
[172294] ['3/8', '7/9', '4/5', '8/9', '7'] -> (7 / ((3/8 + 8/9) - (7/9 / 4/5)))
[172295] ['5/9', '9/7', '5/3', '7/2', '8'] -> ((5/9 + 5/3) + ((8 * 7/2) / 9/7))
[172296] ['7/9', '7/4', '7/2', '7/2', '4'] -> ((7/2 * (7/2 + 4)) - (7/4 / 7/9))
[172297] ['2/5', '1', '4/3', '7/5', '9/2'] -> ((9/2 + (7/5 / 2/5)) / (4/3 - 1))
[172298] ['5/8', '7/6', '9/7', '5/3', '2'] -> (9/7 / ((5/8 - 2) + (5/3 / 7/6)))
[172299] ['2/7', '5/6', '7/5', '7/5', '6'] -> (((6 / 2/7) - (7/5 / 7/5)) / 5/6)
[172300] ['3/4', '4/5', '5/4', '7/5', '5'] -> ((7/5 / (4/5 - 3/4)) - (5 / 5/4))
[172301] ['7/9', '7/4', '7/2', '4', '9/2'] -> (4 / ((7/4 / 9/2) - (7/9 / 7/2)))
[172302] ['4/7', '3/5', '8/7', '9/4', '3'] -> ((3 / ((3/5 * 8/7) - 4/7)) - 9/4)
[172303] ['2/5', '1', '4/3', '3/2', '5/3'] -> ((5/3 / (2/5 * (3/2 - 4/3))) - 1)
[172304] ['2/5', '2/3', '8/9', '5/4', '6'] -> (6 / ((2/3 / 8/9) - (2/5 * 5/4)))
