[196991] ['2/9', '3/5', '2/3', '7/5', '3'] -> (((3 * (3/5 + 7/5)) - 2/3) / 2/9)
[214291] ['2/3', '4/5', '8/7', '9/4', '6'] -> ((6 / (2/3 * (8/7 - 4/5))) - 9/4)
[214292] ['6/7', '6/7', '6/7', '6/7', '9'] -> (6/7 + (9 * (6/7 + (6/7 + 6/7))))
[214293] ['1/7', '5/4', '4/3', '7/5', '7'] -> ((1/7 + 7) / (5/4 - (4/3 / 7/5)))
[214294] ['1/4', '1/4', '5/9', '9/4', '3'] -> (3 / (9/4 * (5/9 - (1/4 + 1/4))))
[214295] ['1/5', '5/8', '1', '7/6', '8/3'] -> (1 / (((7/6 - 5/8) / 1/5) - 8/3))
[214296] ['1/7', '2/5', '5/6', '1', '9/7'] -> (((9/7 / 1/7) - 1) / (2/5 * 5/6))
[214297] ['7/9', '5/6', '2', '7/3', '9/2'] -> (((9/2 * (2 + 7/3)) - 5/6) / 7/9)
[214298] ['3/8', '2/3', '7/5', '7/4', '6'] -> (6 * (2/3 + (7/4 / (3/8 * 7/5))))
[214299] ['6/7', '3/2', '3/2', '7/4', '5'] -> (5 / ((3/2 * 3/2) - (7/4 / 6/7)))
[214300] ['6/7', '6/7', '6/7', '7/8', '9'] -> (9 / (7/8 - (6/7 / (6/7 + 6/7))))
[214301] ['1/8', '1/7', '2/5', '3/2', '9'] -> (((9 / 2/5) - 3/2) / (1/8 / 1/7))
[214302] ['1/7', '5/4', '4/3', '3/2', '7'] -> (3/2 / ((1/7 * 7) - (5/4 / 4/3)))
[214303] ['2/3', '4/5', '8/7', '7/3', '6'] -> (6 * (2/3 + (7/3 / (4/5 / 8/7))))
[214304] ['1/4', '1/4', '5/9', '3', '7/2'] -> (((1/4 + 7/2) / (1/4 * 5/9)) - 3)
[214305] ['4/9', '3/5', '3/4', '7/6', '6'] -> (6 / (((7/6 - 3/4) / 3/5) - 4/9))
[214306] ['4/5', '7/6', '5/4', '5/4', '8'] -> (8 / (4/5 - (7/6 / (5/4 + 5/4))))
[214307] ['2/3', '2/3', '6/7', '7/8', '8'] -> ((8 / (2/3 * 2/3)) / (6/7 * 7/8))
[214308] ['1/7', '5/4', '4/3', '8/5', '7'] -> (8/5 / ((4/3 / 5/4) - (1/7 * 7)))
[214309] ['1/4', '1/4', '5/9', '3', '9/2'] -> (3 / (1/4 * (5/9 - (1/4 / 9/2))))
[214310] ['2/3', '4/5', '8/7', '8/3', '6'] -> ((8/7 * 6) * (8/3 + (2/3 / 4/5)))
[214311] ['4/9', '3/5', '3/4', '5/4', '6'] -> ((6 / (4/9 * 3/5)) / (3/4 * 5/4))
[214312] ['1/5', '5/8', '1', '6/5', '5/4'] -> ((6/5 + ((1 + 5/4) / 5/8)) / 1/5)
[214313] ['1/6', '7/6', '6/5', '3/2', '2'] -> (2 / ((1/6 + 7/6) - (3/2 / 6/5)))
[214314] ['4/5', '7/6', '5/4', '9/7', '8'] -> (8 / (7/6 * (9/7 - (4/5 * 5/4))))
[214315] ['7/9', '5/6', '2', '8/3', '9/2'] -> ((2 / (5/6 - 7/9)) - (8/3 * 9/2))
[214316] ['1/4', '1/4', '4/7', '5/8', '3'] -> ((3 / (1/4 * 4/7)) / (1/4 + 5/8))
[214317] ['1/7', '5/4', '4/3', '7/4', '7'] -> (4/3 * ((7/4 / 1/7) - (5/4 - 7)))
[214318] ['3/7', '4/9', '1/2', '8/3', '7'] -> (7 * (3/7 + (8/3 / (4/9 / 1/2))))
[214319] ['7/9', '5/6', '2', '7/2', '7/2'] -> ((7/2 - 5/6) * (7/2 / (7/9 / 2)))
[214320] ['3/8', '2/3', '7/5', '5/2', '6'] -> (6 * ((2/3 / 5/2) + (7/5 / 3/8)))
[214321] ['1/4', '1/4', '4/7', '2/3', '3'] -> ((3 / 2/3) / ((1/4 / 4/7) - 1/4))
[214322] ['6/7', '6/7', '6/7', '9/7', '9'] -> ((9/7 + (6/7 / 6/7)) / (6/7 / 9))
[214323] ['2/3', '2/3', '6/7', '6/5', '8'] -> ((2/3 + 6/5) * (6/7 + (8 / 2/3)))
[214324] ['7/9', '5/6', '2', '7/2', '9/2'] -> ((2 * 7/2) * (9/2 - (5/6 / 7/9)))
[214325] ['2/3', '4/5', '7/6', '5/4', '6'] -> ((2/3 * 6) / (7/6 - (4/5 * 5/4)))
[214326] ['3/7', '4/9', '1/2', '7/2', '7'] -> (3/7 * ((7/2 / (1/2 - 4/9)) - 7))
[214327] ['1/6', '7/6', '6/5', '2', '9/4'] -> (((2 * 9/4) - 7/6) / (1/6 / 6/5))
[214328] ['4/5', '7/6', '5/4', '9/4', '8'] -> ((5/4 * 9/4) * ((7/6 * 8) - 4/5))
[214329] ['1/4', '1/4', '4/7', '7/9', '3'] -> ((4/7 * 3) / ((1/4 / 7/9) - 1/4))
[214330] ['2/3', '2/3', '6/7', '5/4', '8'] -> ((8 / (2/3 * 6/7)) / (5/4 - 2/3))
[214331] ['4/9', '3/5', '1', '6/5', '9/7'] -> (6/5 / ((3/5 / (4/9 * 9/7)) - 1))
[214332] ['7/9', '5/6', '2', '9/2', '9/2'] -> ((2 * 9/2) * ((7/9 * 9/2) - 5/6))
[214333] ['1/5', '5/8', '1', '6/5', '7/4'] -> (6/5 / ((1/5 - 7/4) + (1 / 5/8)))
[214334] ['1/7', '2/5', '5/6', '1', '9/5'] -> ((2/5 + ((1 + 9/5) / 1/7)) / 5/6)
[214335] ['6/7', '6/7', '6/7', '8/5', '9'] -> ((6/7 * 9) / (6/7 - (6/7 / 8/5)))
[214336] ['1/4', '1/4', '4/7', '4/5', '3'] -> (3 / ((1/4 / 4/7) - (1/4 / 4/5)))
[214337] ['6/7', '3/2', '8/5', '7/4', '5'] -> ((3/2 + (6/7 * 7/4)) * (8/5 * 5))
[214338] ['2/3', '2/3', '6/7', '7/5', '8'] -> (7/5 * ((8 / (2/3 * 2/3)) - 6/7))
[214339] ['4/9', '3/5', '3/4', '5/2', '6'] -> (((5/2 / (3/4 - 3/5)) - 6) / 4/9)
[214340] ['2/3', '4/5', '7/6', '4/3', '6'] -> ((4/3 * 6) / (7/6 - (2/3 / 4/5)))
[214341] ['1/5', '5/8', '1', '6/5', '7/3'] -> ((1 + (7/3 / (1/5 / 6/5))) / 5/8)
[214342] ['1/7', '5/4', '4/3', '5/2', '7'] -> ((5/4 + (5/2 / 1/7)) + (7 / 4/3))
[214343] ['6/7', '6/7', '6/7', '5/3', '9'] -> ((6/7 + (6/7 * 5/3)) / (6/7 / 9))
[214344] ['2/3', '2/3', '6/7', '8/5', '8'] -> ((2/3 + (8 / 6/7)) / (2/3 / 8/5))
[214345] ['4/9', '3/5', '1', '6/5', '5/3'] -> ((5/3 / (3/5 - (4/9 * 6/5))) - 1)
[214346] ['4/9', '3/5', '3/4', '7/2', '6'] -> ((7/2 / (3/4 * (3/5 - 4/9))) - 6)
[214347] ['1/8', '1/7', '2/5', '8/3', '9'] -> ((8/3 + 9) / (1/8 / (2/5 - 1/7)))
[214348] ['1/5', '5/8', '1', '6/5', '9/2'] -> ((1 / 5/8) / ((6/5 / 9/2) - 1/5))
[214349] ['1/4', '1/4', '4/7', '9/8', '3'] -> ((3 / (1/4 * 4/7)) / (9/8 - 1/4))
[214350] ['2/3', '4/5', '7/6', '7/4', '6'] -> (6 / ((2/3 / 4/5) + (7/6 - 7/4)))
[214351] ['3/7', '4/9', '5/9', '5/8', '7'] -> ((7 / 3/7) / ((5/8 / 5/9) - 4/9))
[214352] ['6/7', '3/2', '8/5', '9/4', '5'] -> (5 * (3/2 + (6/7 * (8/5 + 9/4))))
[214353] ['4/9', '3/5', '3/4', '9/2', '6'] -> (((6 / (4/9 * 3/5)) - 9/2) / 3/4)
[214354] ['1/8', '1/7', '2/5', '7/2', '9'] -> ((9 / (1/8 + 1/7)) / (2/5 * 7/2))
[214355] ['1/7', '5/4', '4/3', '9/2', '7'] -> ((4/3 * 9/2) / (5/4 - (1/7 * 7)))
[214356] ['1/4', '1/4', '4/7', '6/5', '3'] -> (((3 / 4/7) - 1/4) / (1/4 / 6/5))
[214357] ['2/3', '2/3', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (2/3 / 2/3)))
[214358] ['6/7', '3/2', '8/5', '7/3', '5'] -> ((8/5 * 7/3) * (5 * (6/7 * 3/2)))
[214359] ['7/9', '6/7', '6/7', '5/4', '2'] -> (2 / ((7/9 * (6/7 + 6/7)) - 5/4))
[214360] ['1/7', '2/5', '5/6', '1', '8/3'] -> (2/5 + ((1 + (8/3 / 1/7)) / 5/6))
[214361] ['1/7', '5/4', '7/5', '7/5', '7'] -> ((5/4 * (7/5 + 7/5)) * (7 - 1/7))
[214362] ['6/7', '6/7', '6/7', '7/3', '9'] -> ((6/7 / 6/7) + (7/3 * (6/7 + 9)))
[214363] ['2/3', '2/3', '7/8', '7/8', '8'] -> (8 / ((2/3 + 2/3) - (7/8 / 7/8)))
[214364] ['6/7', '3/2', '8/5', '5/2', '5'] -> ((6/7 * 5) * (5/2 + (3/2 + 8/5)))
[214365] ['1/5', '5/8', '1', '5/4', '7/5'] -> ((1 + 7/5) * (5/4 / (1/5 * 5/8)))
[214366] ['1/7', '5/4', '7/5', '3/2', '7'] -> (7 * (3/2 + (5/4 * (1/7 + 7/5))))
[214367] ['2/3', '2/3', '7/8', '8/7', '8'] -> (8 / ((2/3 + 2/3) - (7/8 * 8/7)))
[214368] ['1/8', '1/7', '3/7', '5/9', '9'] -> ((5/9 * 9) / ((1/7 / 3/7) - 1/8))
[214369] ['1/4', '1/4', '4/7', '7/5', '3'] -> ((4/7 * 3) / (1/4 - (1/4 / 7/5)))
[214370] ['1/6', '7/6', '5/4', '2', '9/2'] -> (2 / ((5/4 / 9/2) - (1/6 * 7/6)))
[214371] ['6/7', '3/2', '8/5', '8/3', '5'] -> ((6/7 * 5) * (8/5 + (3/2 * 8/3)))
[214372] ['2/3', '4/5', '7/6', '7/2', '6'] -> (6 / (2/3 - (7/6 / (4/5 * 7/2))))
[214373] ['3/8', '2/3', '8/5', '7/2', '6'] -> (((7/2 / 2/3) + (6 / 8/5)) / 3/8)
[214374] ['6/7', '6/7', '6/7', '9/2', '9'] -> (6/7 + ((6/7 + 6/7) * (9/2 + 9)))
[214375] ['1/5', '5/8', '1', '5/4', '3/2'] -> ((1 / 1/5) / ((5/4 / 3/2) - 5/8))
[214376] ['1/8', '1/7', '3/7', '3/5', '9'] -> ((3/7 / 3/5) * (9 / (1/8 + 1/7)))
[214377] ['4/5', '7/6', '9/7', '9/2', '8'] -> ((9/2 - 9/7) * (8 * (4/5 * 7/6)))
[214378] ['7/9', '6/7', '6/7', '7/5', '2'] -> ((2 / (6/7 - 7/9)) - (6/7 * 7/5))
[214379] ['1/7', '5/4', '7/5', '5/3', '7'] -> ((7/5 * (1/7 + 7)) / (5/3 - 5/4))
[214380] ['4/9', '3/5', '1', '6/5', '9/2'] -> ((1 + (6/5 * 9/2)) / (4/9 * 3/5))
[214381] ['1/8', '1/7', '3/7', '4/5', '9'] -> (9 / ((1/8 + 3/7) - (1/7 / 4/5)))
[214382] ['3/7', '4/9', '5/9', '6/7', '7'] -> (6/7 * ((5/9 / (4/9 - 3/7)) - 7))
[214383] ['6/7', '6/7', '7/8', '8/7', '9'] -> ((6/7 + 8/7) * (9 / (6/7 * 7/8)))
[214384] ['2/3', '4/5', '5/4', '5/4', '6'] -> (6 / ((5/4 / (2/3 / 4/5)) - 5/4))
[214385] ['3/8', '2/3', '5/3', '7/3', '6'] -> ((7/3 + (6 * (2/3 * 5/3))) / 3/8)
[214386] ['1/5', '5/8', '1', '9/7', '9/7'] -> ((9/7 / 5/8) / (9/7 - (1/5 + 1)))
[214387] ['7/9', '6/7', '6/7', '7/4', '2'] -> (6/7 / ((6/7 + 7/4) - (2 / 7/9)))
[214388] ['1/4', '1/4', '4/7', '5/2', '3'] -> (5/2 / (1/4 - ((1/4 / 4/7) / 3)))
[214389] ['6/7', '6/7', '7/8', '7/6', '9'] -> (9 * (7/6 + (7/8 * (6/7 + 6/7))))
[214390] ['3/7', '4/9', '5/9', '8/9', '7'] -> ((7 * (3/7 * 8/9)) / (5/9 - 4/9))
[214391] ['1/5', '5/8', '1', '9/7', '4/3'] -> ((1 + 4/3) * (9/7 / (1/5 * 5/8)))
[214392] ['2/3', '2/3', '8/9', '8/9', '8'] -> (8 / ((2/3 + 2/3) - (8/9 / 8/9)))
[214393] ['1/6', '7/6', '9/7', '5/3', '2'] -> (((9/7 * 2) + (5/3 / 7/6)) / 1/6)
[214394] ['1/7', '2/5', '6/7', '1', '8/7'] -> (1 + ((8/7 + (6/7 / 2/5)) / 1/7))
[214395] ['1/8', '1/7', '3/7', '7/5', '9'] -> (9 / ((1/8 / 7/5) - (1/7 - 3/7)))
[214396] ['6/7', '3/2', '5/3', '9/5', '5'] -> ((5/3 + 5) * (3/2 + (9/5 / 6/7)))
[214397] ['4/9', '3/5', '1', '5/4', '8/5'] -> ((8/5 / (4/9 * 3/5)) / (5/4 - 1))
[214398] ['2/3', '2/3', '8/9', '9/8', '8'] -> (8 / ((2/3 + 2/3) - (8/9 * 9/8)))
[214399] ['2/3', '4/5', '5/4', '7/5', '6'] -> (6 / (5/4 * (7/5 - (4/5 / 2/3))))
[214400] ['6/7', '6/7', '7/8', '7/5', '9'] -> (9 / ((6/7 / 6/7) - (7/8 / 7/5)))
[214401] ['7/9', '6/7', '6/7', '2', '5/2'] -> ((6/7 + 6/7) / ((2 / 7/9) - 5/2))
[214402] ['1/8', '1/7', '3/7', '9/5', '9'] -> ((9 / 9/5) / ((1/7 / 3/7) - 1/8))
[214403] ['2/3', '2/3', '8/9', '9/7', '8'] -> ((8 * (2/3 + 8/9)) / (2/3 / 9/7))
[214404] ['4/9', '3/5', '7/9', '4/3', '6'] -> ((6 / 3/5) / ((7/9 / 4/9) - 4/3))
[214405] ['7/9', '6/7', '6/7', '2', '8/3'] -> ((2 * 8/3) / ((6/7 / 6/7) - 7/9))
[214406] ['3/8', '2/3', '9/5', '9/2', '6'] -> ((9/5 * (2/3 + 6)) + (9/2 / 3/8))
[214407] ['6/7', '3/2', '5/3', '5/2', '5'] -> ((5 / 5/2) / ((3/2 / 6/7) - 5/3))
[214408] ['6/7', '6/7', '7/8', '5/3', '9'] -> ((9 * (6/7 + (5/3 / 7/8))) - 6/7)
[214409] ['2/3', '2/3', '8/9', '8/5', '8'] -> (8 / ((2/3 / 8/9) - (2/3 / 8/5)))
[214410] ['1/4', '1/4', '3/5', '6/7', '3'] -> (3 / ((1/4 / 3/5) - (1/4 / 6/7)))
[214411] ['6/7', '3/2', '5/3', '8/3', '5'] -> (8/3 * ((3/2 + 5/3) + (5 / 6/7)))
[214412] ['1/7', '5/4', '3/2', '8/5', '7'] -> ((3/2 + (5/4 * 8/5)) * (7 - 1/7))
[214413] ['2/3', '4/5', '9/7', '4/3', '6'] -> ((4/3 / (2/3 - (4/5 / 9/7))) - 6)
[214414] ['1/8', '1/7', '4/9', '5/9', '9'] -> (9 / ((5/9 / 4/9) - (1/8 / 1/7)))
[214415] ['1/7', '2/5', '6/7', '1', '5/3'] -> (((6/7 * 5/3) / (1/7 * 2/5)) - 1)
[214416] ['1/5', '5/8', '1', '9/7', '9/5'] -> (9/5 / ((1/5 / (9/7 - 1)) - 5/8))
[214417] ['4/9', '3/5', '7/9', '9/4', '6'] -> (6 / ((4/9 / (7/9 - 3/5)) - 9/4))
[214418] ['4/9', '3/5', '1', '5/4', '5/2'] -> ((5/2 / ((3/5 / 4/9) - 5/4)) - 1)
[214419] ['1/8', '1/7', '4/9', '4/7', '9'] -> (9 / ((1/8 + 4/7) - (1/7 / 4/9)))
[214420] ['6/7', '6/7', '7/8', '9/4', '9'] -> (9 / (9/4 - (7/8 + (6/7 / 6/7))))
[214421] ['3/8', '5/7', '5/7', '3/4', '6'] -> (((5/7 / 5/7) + (6 / 3/4)) / 3/8)
[214422] ['4/9', '3/5', '7/9', '7/3', '6'] -> (((7/9 + 6) + (7/3 / 3/5)) / 4/9)
[214423] ['4/9', '3/5', '1', '5/4', '8/3'] -> (8/3 / (4/9 * (1 - (3/5 * 5/4))))
[214424] ['6/7', '6/7', '7/8', '7/2', '9'] -> (9 / (7/2 * (6/7 - (6/7 * 7/8))))
[214425] ['7/9', '6/7', '7/8', '8/7', '2'] -> ((6/7 / 2) / (8/7 - (7/8 / 7/9)))
[214426] ['1/4', '1/4', '3/5', '8/7', '3'] -> ((1/4 + (3 / 3/5)) / (1/4 / 8/7))
[214427] ['6/7', '3/2', '7/4', '9/5', '5'] -> (5 * ((6/7 * 7/4) + (3/2 + 9/5)))
[214428] ['1/7', '2/5', '6/7', '1', '9/4'] -> ((6/7 / 1/7) / ((1 / 2/5) - 9/4))
[214429] ['3/8', '5/7', '5/7', '4/5', '6'] -> ((5/7 + 5/7) * (4/5 + (6 / 3/8)))
[214430] ['6/7', '6/7', '7/8', '9/2', '9'] -> ((6/7 * 9/2) / (9 * (7/8 - 6/7)))
[214431] ['4/9', '3/5', '7/9', '5/2', '6'] -> (6 / ((7/9 / 4/9) - (3/5 * 5/2)))
[214432] ['1/4', '1/4', '3/5', '7/6', '3'] -> (3 / ((1/4 / 3/5) - (1/4 * 7/6)))
[214433] ['4/5', '7/6', '3/2', '9/2', '8'] -> ((4/5 * 8) * ((7/6 * 9/2) - 3/2))
[214434] ['7/9', '6/7', '7/8', '6/5', '2'] -> ((2 / (6/7 - 7/9)) / (7/8 * 6/5))
[214435] ['1/8', '1/7', '4/9', '2/3', '9'] -> ((9 + (2/3 / 1/7)) / (1/8 + 4/9))
[214436] ['1/6', '7/6', '7/5', '7/4', '2'] -> (2 / ((1/6 + 7/6) - (7/4 / 7/5)))
[214437] ['2/3', '2/3', '8/7', '8/7', '8'] -> (8 / ((2/3 + 2/3) - (8/7 / 8/7)))
[214438] ['1/5', '5/8', '1', '9/7', '7/2'] -> ((9/7 / 5/8) / ((1 / 7/2) - 1/5))
[214439] ['6/7', '6/7', '8/9', '8/9', '9'] -> (9 / (6/7 - (6/7 / (8/9 + 8/9))))
[214440] ['1/7', '5/4', '8/5', '8/5', '7'] -> ((1/7 + (5/4 * 8/5)) * (8/5 * 7))
[214441] ['1/4', '1/4', '3/5', '4/3', '3'] -> ((4/3 * 3) / ((1/4 / 3/5) - 1/4))
[214442] ['1/8', '1/7', '4/9', '5/7', '9'] -> ((1/7 + (9 * (4/9 * 5/7))) / 1/8)
[214443] ['7/9', '6/7', '7/8', '9/7', '2'] -> (2 / (6/7 * (7/9 - (7/8 / 9/7))))
[214444] ['2/3', '2/3', '8/7', '7/5', '8'] -> ((8/7 + (2/3 / 2/3)) * (7/5 * 8))
[214445] ['1/8', '1/7', '4/9', '3/4', '9'] -> ((3/4 + (9 / 4/9)) / (1/8 / 1/7))
[214446] ['2/3', '2/3', '8/7', '3/2', '8'] -> (8 / (3/2 - ((2/3 + 2/3) / 8/7)))
[214447] ['4/5', '7/6', '5/3', '9/5', '8'] -> (9/5 * (5/3 + (8 / (4/5 / 7/6))))
[214448] ['6/7', '3/2', '9/5', '9/5', '5'] -> (5 * ((3/2 * 9/5) + (9/5 / 6/7)))
[214449] ['1/4', '1/4', '3/5', '7/4', '3'] -> ((3 + (7/4 / 1/4)) / (1/4 / 3/5))
[214450] ['4/5', '7/6', '5/3', '9/4', '8'] -> (9/4 * ((4/5 * 5/3) + (7/6 * 8)))
[214451] ['2/3', '4/5', '9/7', '5/2', '6'] -> ((9/7 * 5/2) * (6 + (2/3 + 4/5)))
[214452] ['1/5', '5/8', '1', '4/3', '7/3'] -> ((7/3 + (4/3 / 1/5)) / (1 - 5/8))
[214453] ['4/9', '3/5', '4/5', '8/7', '6'] -> (6 * ((4/5 / (3/5 - 4/9)) - 8/7))
[214454] ['1/8', '1/7', '4/9', '5/6', '9'] -> (9 * ((5/6 / (1/8 + 1/7)) - 4/9))
[214455] ['3/7', '4/9', '4/7', '4/7', '7'] -> ((4/7 + (4/7 * 7)) / (3/7 * 4/9))
[214456] ['3/8', '5/7', '5/7', '9/7', '6'] -> ((6 + (5/7 / 5/7)) / (3/8 / 9/7))
[214457] ['1/4', '1/4', '3/5', '7/3', '3'] -> (7/3 + ((1/4 + 3) / (1/4 * 3/5)))
[214458] ['2/3', '2/3', '8/7', '9/4', '8'] -> ((8/7 * 9/4) * (8 + (2/3 + 2/3)))
[214459] ['1/5', '5/8', '1', '4/3', '5/2'] -> (1 / ((5/2 * (1/5 * 4/3)) - 5/8))
[214460] ['6/7', '3/2', '9/5', '5/2', '5'] -> (5/2 * ((3/2 * 5) + (9/5 / 6/7)))
[214461] ['3/7', '4/9', '4/7', '3/5', '7'] -> (((7 / 3/5) - (3/7 + 4/7)) / 4/9)
[214462] ['1/6', '7/6', '3/2', '8/5', '2'] -> ((7/6 + (2 / 3/2)) / (1/6 / 8/5))
[214463] ['1/7', '5/4', '8/5', '5/2', '7'] -> ((8/5 * 7) * (1/7 + (5/2 / 5/4)))
[214464] ['2/3', '4/5', '9/7', '7/2', '6'] -> ((4/5 * 9/7) * (7/2 * (2/3 + 6)))
[214465] ['1/4', '1/4', '3/5', '8/3', '3'] -> (8/3 / (1/4 - ((1/4 / 3/5) / 3)))
[214466] ['1/8', '1/7', '4/9', '7/8', '9'] -> ((4/9 * 9) * ((7/8 / 1/7) - 1/8))
[214467] ['1/6', '7/6', '3/2', '7/4', '2'] -> ((2 + (7/6 / 7/4)) / (1/6 / 3/2))
[214468] ['4/9', '3/5', '4/5', '7/5', '6'] -> (4/5 / ((4/9 * 3/5) - (7/5 / 6)))
[214469] ['1/5', '5/8', '1', '4/3', '7/2'] -> (1 / (((4/3 - 5/8) / 1/5) - 7/2))
[214470] ['2/3', '4/5', '9/7', '9/2', '6'] -> ((9/2 - 9/7) * (6 + (2/3 + 4/5)))
[214471] ['6/7', '6/7', '8/9', '8/5', '9'] -> ((8/9 + 8/5) * ((9 / 6/7) - 6/7))
[214472] ['1/7', '5/4', '8/5', '7/2', '7'] -> (7 * (7/2 - ((1/7 / 5/4) / 8/5)))
[214473] ['2/3', '2/3', '7/6', '9/5', '8'] -> (9/5 * ((8 / (2/3 / 7/6)) - 2/3))
[214474] ['6/7', '3/2', '9/4', '9/4', '5'] -> ((5 / (6/7 - (3/2 / 9/4))) - 9/4)
[214475] ['1/5', '5/8', '1', '4/3', '9/2'] -> (1 / (9/2 - (4/3 + (5/8 / 1/5))))
[214476] ['4/5', '7/6', '7/4', '7/2', '8'] -> ((7/6 + 7/4) * (8 + (4/5 / 7/2)))
[214477] ['1/7', '2/5', '7/8', '1', '5/4'] -> ((5/4 / (7/8 * (1/7 * 2/5))) - 1)
[214478] ['2/3', '4/5', '4/3', '4/3', '6'] -> (6 * (2/3 + ((4/3 + 4/3) / 4/5)))
[214479] ['1/4', '1/4', '5/8', '5/7', '3'] -> (3 / ((1/4 / 1/4) - (5/8 / 5/7)))
[214480] ['6/7', '6/7', '8/9', '9/4', '9'] -> (((6/7 + 9/4) * (8/9 * 9)) - 6/7)
[214481] ['4/9', '3/5', '4/5', '5/3', '6'] -> ((3/5 + (4/5 / 4/9)) * (5/3 * 6))
[214482] ['6/7', '3/2', '9/4', '7/3', '5'] -> (3/2 + ((6/7 * 9/4) * (7/3 * 5)))
[214483] ['1/5', '5/8', '1', '7/5', '7/5'] -> ((1 + ((7/5 + 7/5) / 1/5)) / 5/8)
[214484] ['6/7', '6/7', '8/9', '7/3', '9'] -> (((6/7 * 9) * (8/9 + 7/3)) - 6/7)
[214485] ['2/3', '2/3', '6/5', '9/4', '8'] -> (9/4 * (2/3 + (8 / (2/3 * 6/5))))
[214486] ['6/7', '6/7', '8/9', '5/2', '9'] -> ((6/7 + (6/7 * 5/2)) * (8/9 * 9))
[214487] ['1/7', '5/4', '5/3', '7/4', '7'] -> ((1/7 + 7) / (5/4 - (5/3 / 7/4)))
[214488] ['1/5', '5/8', '1', '7/5', '3/2'] -> (((1 + 7/5) + (3/2 / 5/8)) / 1/5)
[214489] ['2/3', '2/3', '6/5', '7/2', '8'] -> ((6/5 * 8) * (7/2 - (2/3 / 2/3)))
[214490] ['1/4', '1/4', '5/8', '8/9', '3'] -> (3 / ((1/4 / 8/9) - (1/4 * 5/8)))
[214491] ['7/9', '6/7', '8/9', '8/9', '2'] -> ((8/9 / 2) / ((7/9 / 6/7) - 8/9))
[214492] ['1/7', '2/5', '7/8', '1', '7/5'] -> ((7/5 + (1 / 1/7)) / (2/5 * 7/8))
[214493] ['1/6', '7/6', '8/5', '2', '7/3'] -> ((2 + (7/6 / 7/3)) / (1/6 / 8/5))
[214494] ['6/7', '6/7', '8/9', '7/2', '9'] -> ((9 / 7/2) / ((6/7 / 8/9) - 6/7))
[214495] ['6/7', '3/2', '7/3', '7/3', '5'] -> (3/2 * (7/3 + (7/3 * (6/7 + 5))))
[214496] ['1/8', '1/7', '4/9', '4/3', '9'] -> ((4/3 + 9) / ((1/8 / 1/7) - 4/9))
[214497] ['4/9', '3/5', '4/5', '7/3', '6'] -> ((4/5 / 3/5) / (4/9 - (7/3 / 6)))
[214498] ['2/3', '2/3', '5/4', '5/4', '8'] -> (8 / ((2/3 + 2/3) - (5/4 / 5/4)))
[214499] ['2/3', '4/5', '7/5', '3/2', '6'] -> (6 * ((7/5 / 4/5) + (3/2 / 2/3)))
[214500] ['1/7', '5/4', '5/3', '9/5', '7'] -> ((5/3 - 1/7) * (7 * (5/4 * 9/5)))
[214501] ['3/7', '4/9', '4/7', '8/9', '7'] -> ((7 + ((4/7 + 8/9) / 4/9)) / 3/7)
[214502] ['1/4', '1/4', '5/8', '8/7', '3'] -> (1/4 / ((1/4 / 8/7) - (5/8 / 3)))
[214503] ['6/7', '6/7', '8/9', '9/2', '9'] -> ((8/9 * 9) * ((6/7 * 9/2) - 6/7))
[214504] ['7/9', '6/7', '8/9', '9/8', '2'] -> ((6/7 / 2) / ((8/9 / 7/9) - 9/8))
[214505] ['1/6', '7/6', '8/5', '2', '5/2'] -> (8/5 / (((7/6 / 2) / 5/2) - 1/6))
[214506] ['4/5', '7/6', '9/4', '5/2', '8'] -> ((4/5 * 8) / (7/6 - (9/4 / 5/2)))
[214507] ['6/7', '3/2', '7/3', '8/3', '5'] -> (7/3 * (5 + (3/2 * (6/7 + 8/3))))
[214508] ['1/8', '1/7', '4/9', '7/5', '9'] -> ((1/7 + (9 * (4/9 / 7/5))) / 1/8)
[214509] ['2/3', '2/3', '9/7', '4/3', '8'] -> ((9/7 * 8) * (4/3 + (2/3 / 2/3)))
[214510] ['1/5', '5/8', '1', '7/5', '9/4'] -> (((7/5 + (9/4 / 5/8)) / 1/5) - 1)
[214511] ['1/4', '1/4', '5/8', '7/5', '3'] -> (3 / ((1/4 / 1/4) - (5/8 * 7/5)))
[214512] ['3/7', '4/9', '4/7', '7/6', '7'] -> (4/7 / ((3/7 * 4/9) - (7/6 / 7)))
[214513] ['2/3', '2/3', '9/7', '7/5', '8'] -> (8 / (9/7 - ((2/3 + 2/3) / 7/5)))
[214514] ['1/6', '7/6', '8/5', '2', '7/2'] -> (8/5 * ((2 / 1/6) + (7/2 / 7/6)))
[214515] ['1/4', '1/4', '5/8', '5/3', '3'] -> (3 / ((1/4 + 1/4) - (5/8 / 5/3)))
[214516] ['4/9', '3/5', '5/6', '8/9', '6'] -> ((6 / (4/9 * 3/5)) / (5/6 / 8/9))
[214517] ['3/8', '5/7', '3/4', '4/5', '6'] -> (((3/4 * 4/5) + (6 / 5/7)) / 3/8)
[214518] ['7/9', '6/7', '8/9', '5/4', '2'] -> (2 / ((8/9 / (7/9 * 6/7)) - 5/4))
