[39399] ['8/7', '6/5', '4/3', '9/4', '6'] -> ((6 / (6/5 * (4/3 - 8/7))) - 9/4)
[56805] ['5/9', '1', '9/7', '7/5', '8/5'] -> (8/5 / (7/5 - (5/9 + (1 / 9/7))))
[56806] ['1/3', '8/5', '5/3', '9/4', '8'] -> ((8/5 * 9/4) * (8 + (1/3 - 5/3)))
[56807] ['1/9', '4/9', '3/4', '9/7', '4'] -> (((4/9 + (4 / 9/7)) * 3/4) / 1/9)
[56808] ['1/9', '2/7', '3/7', '3/4', '5'] -> (2/7 / (3/7 - (5 * (1/9 * 3/4))))
[56809] ['1/5', '1/3', '9/7', '9/4', '5'] -> ((5 / (1/5 * (9/7 - 1/3))) - 9/4)
[56810] ['2/7', '5/9', '6/7', '9/8', '2'] -> (2/7 / (6/7 * 9/8) - (5/9 * 2)))
[56811] ['1/9', '5/7', '7/9', '7/8', '3'] -> (((5/7 + (7/9 * 3)) * 7/8) / 1/9)
[56812] ['1/9', '1/7', '1/6', '9/8', '7'] -> ((1/7 * 7) / (1/6 - (1/9 * 9/8)))
[56813] ['1/4', '5/9', '8/7', '8/5', '5'] -> ((8/7 + 8/5) * ((5 / 5/9) - 1/4))
[56814] ['1/9', '2/7', '3/7', '4/5', '5'] -> ((((5 * 2/7) / 1/9) * 4/5) / 3/7)
[56815] ['1/5', '1/3', '9/7', '7/3', '5'] -> ((5 / 1/5) - (7/3 * (1/3 * 9/7)))
[56816] ['1/6', '1/4', '6/7', '4/3', '9'] -> (6/7 * ((9 / 1/4) - (4/3 / 1/6)))
[56817] ['1/2', '4/5', '8/9', '7/2', '4'] -> ((7/2 - 4/5) * (8/9 + (4 / 1/2)))
[56818] ['2/5', '3/7', '4/7', '7/4', '4'] -> (4 / (2/5 * (7/4 - (4/7 / 3/7))))
[56819] ['1/4', '5/9', '8/7', '5/3', '5'] -> (((5 + (5/3 / 1/4)) * 8/7) / 5/9)
[56820] ['1/6', '1/4', '6/7', '7/5', '9'] -> (9 / (1/6 + (1/4 / (6/7 * /5)))
)[56821] ['1/9', '4/9', '3/4', '9/5', '4'] -> (4 / ((3/4 / 9/5) - (1/9 / 4/9)))
[56822] ['1/9', '5/7', '7/9', '7/6', '3'] -> ((3 - 7/9) / (7/6 * (1/9 * 5/7)))
[56823] ['1/5', '5/7', '8/5', '8/3', '4'] -> (8/5 / (4 - (1/5 + (8/3 / 5/7))))
[56824] ['1/5', '1/3', '9/7', '8/3', '5'] -> (9/7 * ((1/3 + 5) + (8/3 / 1/5)))
[56825] ['1/6', '1/4', '6/7', '3/2', '9'] -> (((1/4 * 9) + (3/2 / 6/7)) / 1/6)
[56826] ['1/9', '4/9', '7/9', '7/9', '4'] -> (((4 - (4/9 / 7/9)) * 7/9) / 1/9)
[56827] ['1/4', '5/9', '8/7', '9/5', '5'] -> (8/7 * ((5/9 * 9/5) + (5 / 1/4)))
[56828] ['1/5', '1/3', '9/7', '7/2', '5'] -> (((9/7 + (1/5 * 5)) * 7/2) / 1/3)
[56829] ['1/9', '1/7', '1/6', '9/7', '7'] -> (((7 + (9/7 / 1/7)) * 1/6) / 1/9)
[56830] ['2/7', '5/9', '6/7', '3/2', '2'] -> ((2/7 * 2) / (6/7 - (5/9 * 3/2)))
[56831] ['5/9', '1', '9/7', '7/5', '8/3'] -> (8/3 / ((5/9 / 7/5) + (1 - 9/7)))
[56832] ['1/9', '5/7', '7/9', '4/3', '3'] -> ((3 + (5/7 * 7/9)) / (1/9 * 4/3))
[56833] ['1/9', '2/7', '3/7', '4/3', '5'] -> (2/7 / (3/7 - (5 * (1/9 / 4/3))))
[56834] ['1/9', '4/9', '7/9', '4/5', '4'] -> ((4 - (7/9 + (4/9 / 4/5))) / 1/9)
[56835] ['1/6', '1/4', '6/7', '5/3', '9'] -> ((5/3 + 9) / (1/4 + (1/6 / 6/7)))
[56836] ['2/5', '3/7', '3/5', '5/8', '4'] -> ((4 + (3/5 / 3/7)) / (5/8 - 2/5))
[56837] ['1/9', '5/7', '7/9', '3/2', '3'] -> (((3/2 * 7/9) / 1/9) * (3 - 5/7))
[56838] ['2/5', '3/7', '3/5', '2/3', '4'] -> ((2/5 + (4 / (3/7 * 2/3))) / 3/5)
[56839] ['1/7', '1/5', '6/5', '6/5', '5'] -> (((5 - (1/5 + 6/5)) / 1/7) - 6/5)
[56840] ['2/7', '5/9', '6/7', '7/4', '2'] -> (2 / (7/4 - ((6/7 * 5/9) / 2/7)))
[56841] ['1/9', '2/7', '3/7', '3/2', '5'] -> (((5 / 3/2) - (2/7 / 3/7)) / 1/9)
[56842] ['1/6', '1/4', '6/7', '9/5', '9'] -> ((1/6 + (9 / (6/7 * 9/5))) / 1/4)
[56843] ['1/9', '5/7', '7/9', '8/5', '3'] -> ((7/9 * 8/5) * ((3 * 5/7) / 1/9))
[56844] ['1/5', '2/7', '5/7', '8/9', '6'] -> (6 / ((2/7 / (5/7 * /9)) - 1/5))
[56845] ['1/9', '4/9', '7/9', '9/8', '4'] -> (4 / (7/9 - (1/9 + (4/9 * 9/8))))
[56846] ['1/6', '1/4', '6/7', '9/4', '9'] -> (9 * ((1/6 * 1/4) + (9/4 / 6/7)))
[56847] ['1/5', '5/7', '5/3', '5/2', '4'] -> ((5/7 + 5/2) * (4 * (1/5 + 5/3)))
[56848] ['1/5', '2/7', '5/7', '9/8', '6'] -> (6 / ((9/8 * (2/7 / 5/7)) - 1/5))
[56849] ['1/2', '4/5', '9/8', '3/2', '4'] -> (((9/8 + (3/2 / 4/5)) * 4) / 1/2)
[56850] ['2/7', '5/9', '6/7', '2', '9/4'] -> (6/7 / (9/4 * (2/7 * 2)) - 5/9))
[56851] ['1/9', '4/9', '7/9', '6/5', '4'] -> (4 / (((7/9 - 4/9) / 6/5) - 1/9))
[56852] ['1/5', '5/7', '5/3', '8/3', '4'] -> ((5/3 * 8/3) * ((4 / 5/7) - 1/5))
[56853] ['1/9', '2/7', '3/7', '9/4', '5'] -> (2/7 / (1/9 * 9/4) - (3/7 * 5)))
[56854] ['1/7', '1/5', '6/5', '8/5', '5'] -> (((5 + (1/5 - 8/5)) / 1/7) - 6/5)
[56855] ['1/2', '4/5', '9/8', '8/5', '4'] -> ((9/8 * 8/5) * (4 / (4/5 - 1/2)))
[56856] ['1/4', '5/9', '7/6', '7/6', '5'] -> ((5 + (7/6 + 7/6)) / (5/9 - 1/4))
[56857] ['2/7', '5/9', '6/7', '2', '5/2'] -> ((((2 / 5/9) - 6/7) * 5/2) / 2/7)
[56858] ['1/9', '4/9', '7/9', '5/4', '4'] -> ((4 - (7/9 + (4/9 * 5/4))) / 1/9)
[56859] ['2/5', '3/7', '3/5', '8/9', '4'] -> ((3/5 / ((2/5 / 8/9) - 3/7)) - 4)
[56860] ['1/9', '1/7', '1/6', '8/3', '7'] -> (((1/9 + 7) / 1/6) - (8/3 / 1/7))
[56861] ['1/5', '5/7', '5/3', '7/2', '4'] -> (4 / (1/5 * (5/7 * 7/2)) - 5/3))
[56862] ['1/7', '1/5', '6/5', '7/4', '5'] -> ((5 - (1/5 - 6/5)) / (1/7 * 7/4))
[56863] ['1/2', '4/5', '9/8', '5/3', '4'] -> (4 / ((9/8 / 1/2) - (5/3 / 4/5)))
[56864] ['1/5', '1/3', '7/5', '7/2', '5'] -> ((7/5 - 1/3) * (5 + (7/2 / 1/5)))
[56865] ['1/6', '1/4', '7/8', '9/7', '9'] -> (9 / ((1/4 / 1/6) - (7/8 * 9/7)))
[56866] ['5/9', '1', '9/7', '3/2', '9/4'] -> (9/7 / (3/2 - (9/4 / (5/9 + 1))))
[56867] ['1/9', '4/9', '7/9', '7/5', '4'] -> ((4/9 + (4 * (7/9 / 7/5))) / 1/9)
[56868] ['2/5', '3/7', '3/5', '6/5', '4'] -> (6/5 / (2/5 - (3/5 / (3/7 * 4))))
[56869] ['1/7', '1/5', '6/5', '9/5', '5'] -> ((((6/5 + 5) / 1/7) - 1/5) / 9/5)
[56870] ['1/9', '2/7', '4/9', '1/2', '5'] -> ((4/9 / (1/9 * 2/7)) + (5 / 1/2))
[56871] ['1/4', '5/9', '7/6', '3/2', '5'] -> ((3/2 + (7/6 * 5)) / (5/9 - 1/4))
[56872] ['1/5', '2/7', '5/7', '9/2', '6'] -> (6 * (9/2 - (5/7 * (1/5 / 2/7))))
[56873] ['1/9', '2/7', '4/9', '5/9', '5'] -> (5 + ((5/9 + (4/9 / 2/7)) / 1/9))
[56874] ['2/5', '3/7', '3/5', '3/2', '4'] -> ((2/5 + ((4 * 3/2) / 3/7)) / 3/5)
[56875] ['1/5', '5/7', '7/4', '8/3', '4'] -> ((8/3 * 4) * ((7/4 / 5/7) - 1/5))
[56876] ['1/5', '2/7', '3/4', '3/4', '6'] -> ((6 / 2/7) - (3/4 - (3/4 / 1/5)))
[56877] ['1/9', '4/9', '7/9', '9/4', '4'] -> (4 * ((7/9 / 1/9) - (4/9 * 9/4)))
[56878] ['1/4', '5/9', '7/6', '5/3', '5'] -> (5 / (1/4 * (7/6 - (5/9 / 5/3))))
[56879] ['1/2', '4/5', '9/8', '8/3', '4'] -> (4 / (4/5 * (1/2 * 8/3)) - 9/8))
[56880] ['1/5', '1/3', '8/5', '7/4', '5'] -> (((1/5 + 5) + (8/5 * 7/4)) / 1/3)
[56881] ['1/9', '2/7', '4/9', '3/5', '5'] -> ((2/7 + (4/9 / 1/9)) * (3/5 + 5))
[56882] ['2/7', '5/9', '7/8', '7/6', '2'] -> (7/6 / (7/8 * 2) - (5/9 / 2/7)))
[56883] ['1/7', '1/5', '6/5', '8/3', '5'] -> ((1/5 + (5 / 1/7)) / (8/3 - 6/5))
[56884] ['1/5', '2/7', '3/4', '7/9', '6'] -> (6 / (1/5 * (2/7 + (3/4 / 7/9))))
[56885] ['1/9', '4/9', '7/9', '7/2', '4'] -> (((4/9 + (7/9 / 7/2)) * 4) / 1/9)
[56886] ['1/5', '1/3', '5/3', '7/4', '5'] -> ((1/3 + ((5 * 5/3) / 1/5)) / 7/4)
[56887] ['1/4', '5/9', '7/6', '9/4', '5'] -> (5 * (9/4 + ((1/4 + 7/6) / 5/9)))
[56888] ['2/5', '3/7', '3/5', '9/4', '4'] -> (((3/5 / 9/4) + (4 / 3/7)) / 2/5)
[56889] ['5/9', '1', '9/7', '8/5', '5/3'] -> (5/3 / (5/9 - (1 / (9/7 * /5)))
)[56890] ['1/9', '1/7', '1/5', '3/7', '7'] -> (7 * ((1/7 / 1/9) + (3/7 / 1/5)))
[56891] ['1/5', '5/7', '9/5', '9/4', '4'] -> (((4 / 5/7) - (9/5 / 9/4)) / 1/5)
[56892] ['2/5', '3/7', '3/5', '7/3', '4'] -> ((3/7 + 3/5) * ((4 * 7/3) / 2/5))
[56893] ['1/7', '1/5', '5/4', '4/3', '5'] -> (((5 / (5/4 - 1/5)) - 4/3) / 1/7)
[56894] ['1/5', '1/3', '5/3', '7/2', '5'] -> (5 * ((7/2 * (5/3 - 1/5)) - 1/3))
[56895] ['1/4', '5/9', '7/6', '8/3', '5'] -> (5 / ((1/4 * 5/9) * 8/3) - 7/6))
[56896] ['2/7', '5/9', '7/8', '7/5', '2'] -> (2 / ((2/7 * 5/9) * 7/5) - 7/8))
[56897] ['1/5', '5/7', '9/5', '7/3', '4'] -> (7/3 * (((4 - 9/5) / 1/5) - 5/7))
[56898] ['1/9', '4/9', '4/5', '7/8', '4'] -> (4 / ((4/5 * (7/8 - 1/9)) - 4/9))
[56899] ['1/5', '1/3', '5/3', '9/2', '5'] -> ((5/3 - (1/5 / 1/3)) * (9/2 * 5))
[56900] ['1/3', '7/4', '9/5', '7/3', '8'] -> ((9/5 * 8) * (1/3 + (7/3 / 7/4)))
[56901] ['1/9', '2/7', '4/9', '5/6', '5'] -> ((5 / (4/9 - 2/7)) - (5/6 / 1/9))
[56902] ['2/5', '3/7', '3/5', '4', '9/2'] -> (2/5 + (4 * (9/2 + (3/5 / 3/7))))
[56903] ['5/9', '1', '9/7', '8/5', '9/5'] -> (8/5 / (((9/5 - 1) / 9/7) - 5/9))
[56904] ['1/2', '4/5', '8/7', '7/5', '4'] -> ((8/7 + 4) * (7/5 / (4/5 - 1/2)))
[56905] ['1/5', '1/3', '7/4', '7/4', '5'] -> (((5 * (1/5 + 7/4)) - 7/4) / 1/3)
[56906] ['1/3', '7/4', '9/5', '5/2', '8'] -> (8 * (9/5 + (5/2 / (1/3 + 7/4))))
[56907] ['2/5', '5/9', '4/7', '5/2', '3'] -> ((2/5 / (4/7 - 5/9)) - (3 / 5/2))
[56908] ['1/3', '7/4', '9/5', '8/3', '8'] -> (8 * (7/4 + (8/3 / (1/3 + 9/5))))
[56909] ['1/9', '1/7', '1/5', '3/5', '7'] -> ((((1/7 / 1/9) - 3/5) * 7) / 1/5)
[56910] ['1/9', '5/7', '4/5', '9/7', '3'] -> ((3 + (9/7 / (1/9 * 5/7))) / 4/5)
[56911] ['2/5', '3/7', '5/8', '2/3', '4'] -> (4 / (5/8 * (2/5 / 3/7)) - 2/3))
[56912] ['1/7', '1/5', '5/4', '9/5', '5'] -> (9/5 * ((5 / (1/7 + 1/5)) - 5/4))
[56913] ['1/5', '2/7', '3/4', '5/4', '6'] -> ((3/4 / (1/5 * 5/4)) + (6 / 2/7))
[56914] ['1/5', '1/3', '7/4', '7/3', '5'] -> ((1/3 - (7/3 / 7/4)) + (5 / 1/5))
[56915] ['1/5', '5/7', '9/4', '9/4', '4'] -> ((9/4 / ((1/5 * 4) - 5/7)) - 9/4)
[56916] ['1/3', '7/4', '9/5', '7/2', '8'] -> ((9/5 * 8) * ((7/2 / 7/4) - 1/3))
[56917] ['1/7', '1/5', '5/4', '9/4', '5'] -> (5/4 + ((9/4 + (1/5 * 5)) / 1/7))
[56918] ['1/9', '5/7', '4/5', '7/5', '3'] -> ((3 / 5/7) + ((4/5 + 7/5) / 1/9))
[56919] ['1/5', '1/3', '7/4', '5/2', '5'] -> (5 / (5/2 * (7/4 - (1/3 / 1/5))))
[56920] ['2/5', '3/7', '5/8', '3/4', '4'] -> (4 / (3/4 - (5/8 * (2/5 / 3/7))))
[56921] ['5/9', '1', '9/7', '8/5', '8/3'] -> (8/3 / ((5/9 * 8/5) - (1 / 9/7)))
[56922] ['1/4', '5/9', '6/5', '7/4', '5'] -> (5 * (6/5 + ((1/4 + 7/4) / 5/9)))
[56923] ['1/9', '4/9', '4/5', '7/5', '4'] -> (((7/5 - 4/5) * (4/9 + 4)) / 1/9)
[56924] ['2/7', '5/9', '7/8', '2', '7/3'] -> (7/3 / ((5/9 / (2/7 * 2)) - 7/8))
[56925] ['1/5', '2/7', '3/4', '5/3', '6'] -> (6 / ((1/5 / 2/7) - (3/4 / 5/3)))
[56926] ['1/9', '4/9', '4/5', '3/2', '4'] -> (((4 - (4/9 * 3/2)) * 4/5) / 1/9)
[56927] ['1/9', '1/7', '1/5', '7/9', '7'] -> (((7/9 + 7) * (1/7 + 1/5)) / 1/9)
[56928] ['1/5', '2/7', '3/4', '7/4', '6'] -> (6 / (1/5 * (3/4 + (2/7 * 7/4))))
[56929] ['2/5', '5/9', '3/5', '4/5', '3'] -> (((2/5 + 4/5) / (3/5 - 5/9)) - 3)
[56930] ['1/3', '7/4', '5/2', '9/2', '8'] -> (((9/2 * 5/2) / 1/3) - (7/4 + 8))
[56931] ['1/5', '1/3', '9/5', '7/2', '5'] -> ((9/5 + (5 / 1/3)) / (1/5 * 7/2))
[56932] ['2/5', '3/7', '5/8', '6/7', '4'] -> ((4 + (6/7 / 3/7)) / (2/5 * 5/8))
[56933] ['1/5', '2/7', '3/4', '9/5', '6'] -> ((9/5 + (6 / 2/7)) / (1/5 + 3/4))
[56934] ['2/5', '5/9', '3/5', '5/6', '3'] -> ((5/6 + (3 / (2/5 * 3/5))) / 5/9)
[56935] ['1/4', '5/9', '5/4', '5/4', '5'] -> (((5/4 / 5/9) - (5/4 - 5)) / 1/4)
[56936] ['1/6', '1/4', '8/7', '4/3', '9'] -> (9 * ((1/4 / 1/6) + (4/3 / 8/7)))
[56937] ['1/9', '2/7', '4/9', '3/2', '5'] -> ((5 - ((3/2 * 4/9) / 2/7)) / 1/9)
[56938] ['1/2', '4/5', '8/7', '7/2', '4'] -> (7/2 * (4 + (8/7 / (1/2 * 4/5))))
[56939] ['1/9', '4/9', '4/5', '9/4', '4'] -> ((4/9 + (4 / (4/5 * 9/4))) / 1/9)
[56940] ['1/5', '1/3', '9/4', '7/3', '5'] -> (9/4 * (7/3 + ((5 * 1/3) / 1/5)))
[56941] ['1/3', '7/4', '8/3', '9/2', '8'] -> ((1/3 + 8/3) / (8 - (7/4 * 9/2)))
[56942] ['1/5', '5/7', '7/3', '5/2', '4'] -> (4 / (1/5 * (5/2 - (5/7 * 7/3))))
[56943] ['1/9', '2/7', '4/9', '8/5', '5'] -> (((5 * 8/5) / 2/7) - (4/9 / 1/9))
[56944] ['1/9', '5/7', '4/5', '9/4', '3'] -> ((4/5 + (3 / (5/7 * 9/4))) / 1/9)
[56945] ['1/5', '1/3', '9/4', '5/2', '5'] -> ((1/3 + 5) / (5/2 * (1/5 / 9/4)))
[56946] ['1/2', '4/5', '7/6', '7/6', '4'] -> (4 / ((4/5 * (1/2 + 7/6)) - 7/6))
[56947] ['1/6', '1/4', '8/7', '3/2', '9'] -> (((9 / (1/4 + 3/2)) - 8/7) / 1/6)
[56948] ['1/9', '4/9', '4/5', '4', '9/2'] -> (9/2 * ((4 / 4/5) - (1/9 - 4/9)))
[56949] ['1/5', '5/7', '7/3', '4', '9/2'] -> (9/2 * (7/3 + (5/7 * (1/5 + 4))))
[56950] ['1/4', '5/9', '5/4', '3/2', '5'] -> (((5 / 5/9) - 3/2) / (1/4 * 5/4))
[56951] ['1/9', '2/7', '4/9', '5/3', '5'] -> (((5/3 + (4/9 / 2/7)) / 1/9) - 5)
[56952] ['1/5', '1/3', '9/4', '7/2', '5'] -> ((7/2 / (1/5 - (1/3 / 5))) - 9/4)
[56953] ['1/2', '4/5', '7/6', '5/4', '4'] -> (4 / (5/4 * (1/2 + 4/5)) - 7/6))
[56954] ['1/9', '1/7', '1/5', '8/9', '7'] -> ((8/9 / (1/7 * 1/5)) - (1/9 + 7))
[56955] ['1/6', '1/4', '8/7', '5/3', '9'] -> ((8/7 * 9) * (5/3 + (1/6 / 1/4)))
[56956] ['1/5', '5/7', '5/2', '8/3', '4'] -> (4 / (1/5 * (5/2 / 5/7)) - 8/3))
[56957] ['1/9', '2/7', '4/9', '7/4', '5'] -> (((4/9 / 1/9) + (5 / 7/4)) / 2/7)
[56958] ['5/9', '1', '9/7', '5/3', '7/2'] -> ((1 + 9/7) * ((7/2 * 5/3) / 5/9))
[56959] ['2/5', '3/7', '5/8', '6/5', '4'] -> (4 / (5/8 * (6/5 - (2/5 / 3/7))))
[56960] ['1/2', '4/5', '7/6', '4/3', '4'] -> (((7/6 + 4/3) * (4/5 + 4)) / 1/2)
[56961] ['1/9', '1/7', '1/5', '8/7', '7'] -> (((7 - 1/7) / 1/5) - (8/7 / 1/9))
[56962] ['1/7', '1/5', '9/7', '9/2', '5'] -> (((5 - 1/7) / 1/5) - (9/7 / 9/2))
[56963] ['2/5', '5/9', '3/5', '3/2', '3'] -> (3/2 + (3 / (3/5 * (2/5 * 5/9))))
[56964] ['1/9', '5/7', '4/5', '3', '9/2'] -> (4/5 / (1/9 * 9/2) - (3 / 5/7)))
[56965] ['2/7', '5/9', '8/9', '9/7', '2'] -> (9/7 / ((5/9 / 8/9) - (2/7 * 2)))
[56966] ['1/5', '3/8', '3/8', '3/8', '5'] -> ((((5 * 3/8) / 1/5) - 3/8) / 3/8)
[56967] ['1/3', '9/5', '9/4', '9/2', '8'] -> ((9/5 * 8) * ((9/2 / 9/4) - 1/3))
[56968] ['1/7', '1/5', '4/3', '4/3', '5'] -> (((5 * 4/3) / 1/5) - (4/3 / 1/7))
[56969] ['1/4', '5/9', '9/7', '9/7', '5'] -> (((5 / 5/9) - 9/7) / (1/4 * 9/7))
[56970] ['1/9', '2/7', '4/9', '7/3', '5'] -> (((5 - (4/9 - 7/3)) / 2/7) - 1/9)
[56971] ['2/5', '5/9', '3/5', '7/4', '3'] -> (2/5 / (3/5 * (7/4 / 3)) - 5/9))
[56972] ['1/9', '4/9', '5/6', '7/5', '4'] -> (4 / (((5/6 - 4/9) / 7/5) - 1/9))
[56973] ['1/5', '5/7', '8/3', '4', '9/2'] -> (((9/2 / 5/7) - (4 / 8/3)) / 1/5)
[56974] ['1/7', '1/5', '4/3', '7/5', '5'] -> (4/3 * (1/7 + (5 / (1/5 * 7/5))))
[56975] ['2/5', '5/9', '3/5', '9/5', '3'] -> ((9/5 / (2/5 - (5/9 * 3/5))) - 3)
[56976] ['1/9', '2/7', '4/9', '5/2', '5'] -> ((5/2 + (4/9 / 1/9)) + (5 / 2/7))
[56977] ['5/9', '1', '9/7', '7/4', '7/3'] -> ((5/9 + 1) / ((7/3 / 9/7) - 7/4))
[56978] ['2/7', '5/9', '8/9', '3/2', '2'] -> ((8/9 * 3/2) / (2 - (5/9 / 2/7)))
[56979] ['1/6', '1/4', '7/6', '7/6', '9'] -> ((9 + (7/6 / 7/6)) / (1/6 + 1/4))
[56980] ['2/5', '5/9', '3/5', '9/4', '3'] -> (2/5 / ((5/9 * 3) + (3/5 - 9/4)))
[56981] ['1/5', '3/4', '3/4', '3/4', '4'] -> (((3/4 + (3/4 / 1/5)) * 4) / 3/4)
[56982] ['1/9', '2/7', '4/9', '7/2', '5'] -> (((5 + (2/7 * 7/2)) * 4/9) / 1/9)
[56983] ['1/6', '1/4', '7/6', '6/5', '9'] -> (((7/6 * 9) / (1/6 + 1/4)) - 6/5)
[56984] ['1/4', '5/9', '9/7', '8/5', '5'] -> (8/5 * ((5 / (1/4 * 9/7)) - 5/9))
[56985] ['1/9', '4/9', '6/7', '6/7', '4'] -> (6/7 / ((1/9 / 4/9) - (6/7 / 4)))
[56986] ['1/7', '1/5', '4/3', '5/3', '5'] -> (((5/3 + 5) / 1/5) - (4/3 / 1/7))
[56987] ['5/9', '1', '9/7', '7/4', '8/3'] -> (8/3 / (5/9 - (1 / (9/7 * /4)))
)[56988] ['1/4', '5/9', '9/7', '5/3', '5'] -> (((5 - (5/9 / 5/3)) * 9/7) / 1/4)
[56989] ['1/5', '3/4', '3/4', '7/9', '4'] -> ((((4 / 1/5) - 3/4) / 7/9) - 3/4)
[56990] ['1/5', '2/7', '7/9', '8/7', '6'] -> (7/9 * ((6 / 1/5) - (2/7 - 8/7)))
[56991] ['1/6', '1/4', '7/6', '9/7', '9'] -> (((1/6 - 7/6) + (9 / 9/7)) / 1/4)
[56992] ['1/5', '3/8', '3/8', '5/8', '5'] -> (5 / ((3/8 / 1/5) - (5/8 / 3/8)))
[56993] ['1/9', '4/9', '6/7', '7/8', '4'] -> (((7/8 * 6/7) / 1/9) * (4 - 4/9))
[56994] ['2/7', '5/9', '8/9', '7/4', '2'] -> (2 / (7/4 * (8/9 - (2/7 + 5/9))))
[56995] ['1/7', '1/5', '4/3', '9/5', '5'] -> ((9/5 + (5 / 1/7)) / (1/5 + 4/3))
[56996] ['1/9', '2/7', '1/2', '3/5', '5'] -> (((5 / (1/9 + 2/7)) - 3/5) / 1/2)
[56997] ['2/5', '3/7', '5/8', '9/4', '4'] -> (4 / (2/5 - (5/8 / (3/7 + 9/4))))
[56998] ['1/2', '4/5', '5/4', '5/4', '4'] -> (((5/4 + 5/4) * (4/5 + 4)) / 1/2)
[56999] ['1/4', '5/9', '9/7', '9/5', '5'] -> ((((5 / 9/7) - 5/9) * 9/5) / 1/4)
[57000] ['1/5', '3/4', '3/4', '7/8', '4'] -> (((3/4 / 3/4) + (4 / 1/5)) / 7/8)
[57001] ['1/6', '1/4', '7/6', '8/5', '9'] -> (9 / (((7/6 - 1/6) / 8/5) - 1/4))
[57002] ['1/9', '4/9', '6/7', '9/8', '4'] -> ((((4 / 9/8) - 4/9) * 6/7) / 1/9)
[57003] ['2/7', '5/9', '8/9', '2', '9/4'] -> (9/4 * (5/9 + ((8/9 + 2) / 2/7)))
[57004] ['1/5', '3/4', '3/4', '8/9', '4'] -> ((3/4 + 3/4) + (4 / (1/5 * 8/9)))
[57005] ['1/9', '5/7', '5/6', '3/2', '3'] -> (((5/6 / 5/7) - (3/2 - 3)) / 1/9)
[57006] ['1/4', '5/9', '9/7', '9/4', '5'] -> (((9/4 + (5 / 9/7)) / 1/4) - 5/9)
[57007] ['1/2', '4/5', '5/4', '3/2', '4'] -> (4 / (((4/5 * 5/4) / 3/2) - 1/2))
[57008] ['2/5', '5/9', '5/8', '3/4', '3'] -> ((3/4 / (2/5 * (5/8 - 5/9))) - 3)
[57009] ['1/5', '3/4', '3/4', '9/8', '4'] -> ((3/4 + 3/4) + ((4 * 9/8) / 1/5))
[57010] ['1/5', '3/8', '3/8', '5/6', '5'] -> ((5 - (3/8 / 3/8)) / (1/5 * 5/6))
[57011] ['1/2', '4/5', '5/4', '8/5', '4'] -> ((4/5 + 8/5) * ((4 * 5/4) / 1/2))
[57012] ['1/6', '1/4', '6/5', '9/7', '9'] -> ((1/6 + (9 / (6/5 * 9/7))) / 1/4)
[57013] ['2/5', '3/7', '5/8', '7/2', '4'] -> ((((4 * 3/7) / 2/5) * 7/2) / 5/8)
[57014] ['2/5', '5/9', '5/8', '4/5', '3'] -> (3 / (5/9 * (2/5 + 5/8)) - 4/5))
[57015] ['1/5', '3/4', '3/4', '8/7', '4'] -> (8/7 * ((3/4 / 3/4) + (4 / 1/5)))
[57016] ['1/4', '5/9', '9/7', '7/3', '5'] -> (((5 / 5/9) - (9/7 * 7/3)) / 1/4)
[57017] ['1/2', '4/5', '5/4', '7/4', '4'] -> ((1/2 + 4) / (7/4 - (5/4 / 4/5)))
[57018] ['2/7', '5/9', '8/9', '2', '7/2'] -> ((7/2 * (2/7 + 2)) / (8/9 - 5/9))
[57019] ['1/6', '1/4', '6/5', '7/5', '9'] -> (9 * ((1/4 / 1/6) + (7/5 / 6/5)))
[57020] ['1/5', '3/8', '3/8', '8/9', '5'] -> ((1/5 * 5) / (3/8 - (3/8 * 8/9)))
[57021] ['2/7', '5/9', '8/9', '2', '9/2'] -> (9/2 / ((5/9 / (2/7 * 8/9)) - 2))
[57022] ['1/5', '2/7', '7/9', '7/4', '6'] -> (6 / (7/9 * (7/4 - (2/7 / 1/5))))
[57023] ['2/5', '3/7', '2/3', '5/7', '4'] -> ((2/5 * 4) / (2/3 - (3/7 / 5/7)))
[57024] ['1/4', '5/9', '9/7', '8/3', '5'] -> (((5 / 9/7) - (5/9 - 8/3)) / 1/4)
[57025] ['1/2', '4/5', '5/4', '9/4', '4'] -> (((4 / (4/5 - 1/2)) * 9/4) / 5/4)
[57026] ['1/6', '1/4', '6/5', '7/4', '9'] -> (((9 - 7/4) / (1/4 * 6/5)) - 1/6)
[57027] ['1/5', '3/4', '3/4', '9/7', '4'] -> ((9/7 * ((4 / 1/5) - 3/4)) - 3/4)
[57028] ['2/5', '5/9', '5/8', '7/8', '3'] -> (((7/8 / (5/8 - 5/9)) - 3) / 2/5)
[57029] ['2/5', '3/7', '2/3', '7/9', '4'] -> (4 / (((7/9 * 3/7) / 2/5) - 2/3))
[57030] ['1/7', '1/5', '7/5', '9/4', '5'] -> ((5 + (7/5 / (1/7 * 1/5))) / 9/4)
[57031] ['1/9', '4/9', '6/7', '5/3', '4'] -> (4 / (1/9 * (5/3 / 6/7)) - 4/9))
[57032] ['2/7', '5/9', '9/8', '8/7', '2'] -> (8/7 / (5/9 - (2 * (2/7 / 9/8))))
[57033] ['3/8', '3/8', '3/8', '4/9', '8'] -> ((8 + (3/8 / (3/8 * 3/8))) / 4/9)
