[239356] ['1/6', '5/9', '8/9', '3/2', '7'] -> 8/9 * 3/2 * 7 / (5/9 - 1/6)
[247056] ['1/9', '2/7', '2/7', '6/5', '2'] -> (2/7 / 2/7 + 2 / 6/5) / 1/9
[247057] ['1/5', '5/8', '7/9', '2', '9/2'] -> 2 / (7/9 - 5/8 / (1/5 * 9/2))
[247058] ['7/5', '7/4', '9/2', '9/2', '5'] -> 9/2 * 9/2 + 5 - 7/4 / 7/5
[247059] ['2/7', '1/3', '2/5', '9/5', '3'] -> 9/5 / (1/3 * 2/5) + 3 / 2/7
[247060] ['1/6', '1/6', '2/3', '8/9', '1'] -> 1 / (1/6 - 1/6 * 2/3 / 8/9)
[247061] ['1/8', '3/4', '4/5', '5/3', '9'] -> 9 / (5/3 * (4/5 - 1/8) - 3/4)
[247062] ['1/4', '3/8', '1', '7/6', '6/5'] -> 1/4 / 3/8 / (1 - 7/6 / 6/5)
[247063] ['9/7', '8/5', '7/4', '9/4', '8'] -> 8/5 * 7/4 * (8 + 9/7 / 9/4)
[247064] ['2/9', '2/7', '4/9', '5/2', '6'] -> 5/2 + 2/9 / 4/9 + 6 / 2/7
[247065] ['1/8', '3/4', '4/5', '7/3', '9'] -> (3/4 / 9 + 7/3 / 4/5) / 1/8
[247066] ['1/6', '1/6', '2/3', '1', '9/7'] -> (1 / (1/6 * 9/7) - 2/3) / 1/6
[247067] ['2/5', '5/8', '6/7', '9/7', '8'] -> (9/7 / 5/8 - 6/7) / (2/5 / 8)
[247068] ['6/7', '7/4', '9/5', '2', '8/3'] -> 7/4 * 9/5 * 8/3 * (6/7 + 2)
[247069] ['2/9', '3/7', '5/8', '1', '9/4'] -> 9/4 / (2/9 * 3/7) - (5/8 - 1)
[247070] ['3/8', '4/9', '5/9', '6/5', '9'] -> (6/5 + 9) / (4/9 / 5/9 - 3/8)
[247071] ['2/9', '2/7', '1/2', '1/2', '6'] -> 6 * (1/2 / 2/9 + 1/2 / 2/7)
[247072] ['7/5', '9/5', '9/5', '8/3', '5'] -> 9/5 * (5 * (7/5 + 9/5) - 8/3)
[247073] ['2/9', '3/7', '5/8', '1', '7/3'] -> (3/7 + 1) * 7/3 / (2/9 * 5/8)
[247074] ['6/7', '7/4', '9/5', '2', '7/2'] -> 2 / (7/4 - 7/2 * 6/7 / 9/5)
[247075] ['1/5', '5/8', '4/5', '7/6', '2'] -> (1/5 + 4/5) / (5/8 - 7/6 / 2)
[247076] ['2/7', '1/3', '2/5', '3', '7/2'] -> (3 - 2/7 / 2/5) / (1/3 / 7/2)
[247077] ['1/9', '2/7', '2/7', '5/3', '2'] -> (5/3 + 2 - 2/7 / 2/7) / 1/9
[247078] ['2/9', '2/7', '1/2', '5/9', '6'] -> 1/2 + 5/9 / 2/9 + 6 / 2/7
[247079] ['1/6', '1/6', '2/3', '1', '7/4'] -> 1 / (1/6 * 7/4 - 1/6 / 2/3)
[247080] ['6/7', '7/4', '2', '9/4', '9/4'] -> 9/4 / 9/4 / (7/4 / 6/7 - 2)
[247081] ['3/8', '4/9', '5/9', '4/3', '9'] -> 9 / ((4/9 + 5/9) / 4/3 - 3/8)
[247082] ['7/5', '9/5', '9/5', '9/2', '5'] -> (7/5 + 9/5) * (5 + 9/2 / 9/5)
[247083] ['1/9', '2/7', '2/7', '7/4', '2'] -> 2 / (1/9 * (7/4 - 2/7 / 2/7))
[247084] ['1/4', '3/8', '1', '7/6', '9/5'] -> 1 / (7/6 - 9/5 * (1/4 + 3/8))
[247085] ['1/6', '1/6', '2/3', '1', '9/5'] -> (2/3 + 1 / (1/6 * 9/5)) / 1/6
[247086] ['1/6', '3/4', '6/7', '9/5', '7'] -> 6/7 * 7 / (3/4 / 9/5 - 1/6)
[247087] ['4/9', '4/7', '3/4', '5/6', '7'] -> (7 / 4/7 - (3/4 + 5/6)) / 4/9
[247088] ['9/7', '8/5', '9/5', '9/4', '8'] -> 8/5 / (9/5 - 9/4 / 9/7) - 8
[247089] ['7/5', '9/5', '9/4', '5/2', '5'] -> (7/5 + 5) * (5/2 + 9/4 / 9/5)
[247090] ['2/9', '2/7', '1/2', '5/8', '6'] -> 6 / 2/9 / (1/2 / 2/7 - 5/8)
[247091] ['1/9', '2/7', '2/7', '2', '9/4'] -> (2 - 2/7) / (9/4 * 1/9 * 2/7)
[247092] ['1/6', '3/4', '6/7', '5/2', '7'] -> 7 * (5/2 / (3/4 - 1/6) - 6/7)
[247093] ['6/7', '7/4', '2', '9/4', '8/3'] -> 7/4 * 2 * (6/7 + 9/4 * 8/3)
[247094] ['4/9', '4/7', '3/4', '6/7', '7'] -> (4/7 + 7 / 3/4) / (6/7 - 4/9)
[247095] ['1/8', '3/4', '5/6', '7/5', '9'] -> 9 / (7/5 - (1/8 + 3/4 / 5/6))
[247096] ['7/5', '9/5', '9/4', '8/3', '5'] -> 9/5 / (7/5 / 8/3 - 9/4 / 5)
[247097] ['3/8', '4/9', '5/9', '7/4', '9'] -> 9 / (7/4 - (5/9 + 3/8 + 4/9))
[247098] ['9/7', '8/5', '9/5', '5/2', '8'] -> 5/2 * (8 / (9/7 / 9/5) - 8/5)
[247099] ['6/7', '7/4', '2', '9/4', '9/2'] -> (9/2 + 6/7 * 7/4) / (9/4 - 2)
[247100] ['4/9', '4/7', '3/4', '7/8', '7'] -> 7 / (7/8 - 3/4 * 4/9 / 4/7)
[247101] ['1/5', '5/8', '4/5', '2', '8/3'] -> (1/5 + 4/5) / (8/3 - (5/8 + 2))
[247102] ['1/9', '2/7', '2/7', '2', '9/2'] -> 2 / (2/7 * 2/7) - 1/9 * 9/2
[247103] ['2/9', '3/7', '2/3', '5/7', '1'] -> 2/3 / (3/7 / (5/7 + 1) - 2/9)
[247104] ['2/9', '2/7', '1/2', '4/5', '6'] -> 6 / (2/7 * 4/5) - 1/2 / 2/9
[247105] ['1/6', '3/4', '7/8', '7/8', '7'] -> 7 / (1/6 * (3/4 + 7/8 / 7/8))
[247106] ['7/5', '9/5', '9/4', '9/2', '5'] -> (9/4 + 9/2) / (9/5 / (7/5 + 5))
[247107] ['6/7', '7/4', '2', '7/3', '7/3'] -> 7/3 / 7/3 / (7/4 / 6/7 - 2)
[247108] ['4/9', '4/7', '3/4', '8/9', '7'] -> (4/7 + 8/9 / 4/9) / (3/4 / 7)
[247109] ['2/5', '5/8', '6/7', '7/3', '8'] -> (8 - 6/7 * 7/3) / (2/5 * 5/8)
[247110] ['9/7', '8/5', '9/5', '9/2', '8'] -> 9/2 * (8 / 9/7 - 8/5 / 9/5)
[247111] ['1/9', '2/7', '1/3', '3/8', '2'] -> 2 / (2/7 * (1/3 - 1/9 * 3/8))
[247112] ['1/6', '1/6', '5/7', '6/7', '1'] -> (5/7 / (1/6 * 6/7) - 1) / 1/6
[247113] ['1/4', '3/8', '1', '6/5', '8/5'] -> 1 / (3/8 - 8/5 * 1/4 / 6/5)
[247114] ['7/5', '9/5', '7/3', '5/2', '5'] -> 5/2 * (7/5 / 7/3 + 9/5 * 5)
[247115] ['6/7', '7/4', '2', '7/3', '5/2'] -> 2 / (7/4 * (7/3 - 6/7) - 5/2)
[247116] ['1/6', '1/6', '5/7', '7/8', '1'] -> 1 / (7/8 * (1/6 - 1/6 * 5/7))
[247117] ['2/7', '1/3', '3/7', '7/5', '3'] -> (3/7 + 3 / (1/3 * 7/5)) / 2/7
[247118] ['1/9', '2/7', '1/3', '2/5', '2'] -> (2 / 2/7 - 1/3) / (1/9 / 2/5)
[247119] ['2/9', '2/7', '1/2', '9/8', '6'] -> (2/9 + 6) / (2/7 / 9/8) - 1/2
[247120] ['4/9', '4/7', '3/4', '7/6', '7'] -> 7 / (3/4 * (7/6 - 4/9 / 4/7))
[247121] ['9/7', '8/5', '9/4', '7/3', '8'] -> 8/5 * (9/4 * 8 - 9/7 * 7/3)
[247122] ['7/5', '9/5', '7/3', '7/2', '5'] -> 5 * (7/5 + 9/5) / (7/3 / 7/2)
[247123] ['2/7', '1/3', '3/7', '8/5', '3'] -> (3 + 3/7 / 1/3) / (2/7 / 8/5)
[247124] ['1/6', '3/4', '7/8', '8/7', '7'] -> 7 / (1/6 * (3/4 + 7/8 * 8/7))
[247125] ['1/9', '2/7', '1/3', '4/9', '2'] -> (4/9 / (2/7 * 1/3) - 2) / 1/9
[247126] ['1/8', '3/4', '6/7', '6/5', '9'] -> 3/4 / (1/8 - 6/7 / 9) - 6/5
[247127] ['1/4', '3/8', '1', '6/5', '7/3'] -> (7/3 + 1 / 3/8) / (1/4 / 6/5)
[247128] ['6/7', '7/4', '2', '5/2', '5/2'] -> 5/2 / 5/2 / (7/4 / 6/7 - 2)
[247129] ['7/5', '9/5', '5/2', '8/3', '5'] -> 9/5 * (5/2 * (7/5 + 5) - 8/3)
[247130] ['1/6', '1/6', '5/7', '1', '7/6'] -> (7/6 / (1/6 / 5/7) - 1) / 1/6
[247131] ['1/5', '5/8', '5/6', '6/5', '2'] -> (2 + 5/6 * 6/5) / (1/5 * 5/8)
[247132] ['1/8', '3/4', '6/7', '5/4', '9'] -> 5/4 / 1/8 + 9 / (3/4 * 6/7)
[247133] ['1/9', '2/7', '1/3', '1/2', '2'] -> (1/3 / 2/7 - (1/2 - 2)) / 1/9
[247134] ['2/9', '3/7', '2/3', '8/9', '1'] -> 8/9 / ((2/3 - 2/9) / 3/7 - 1)
[247135] ['2/5', '5/8', '7/8', '7/6', '8'] -> 7/8 / 7/6 * 8 / (2/5 * 5/8)
[247136] ['5/9', '4/7', '9/8', '9/7', '6'] -> 6 / (9/8 * (9/7 - 5/9) - 4/7)
[247137] ['4/9', '4/7', '3/4', '5/4', '7'] -> (7 / 4/7 - 5/4) / 4/9 - 3/4
[247138] ['7/5', '9/5', '5/2', '9/2', '5'] -> 5 * (5/2 + 7/5 + 9/5) - 9/2
[247139] ['6/7', '7/4', '2', '8/3', '8/3'] -> 8/3 / 8/3 / (7/4 / 6/7 - 2)
[247140] ['1/8', '3/4', '6/7', '7/5', '9'] -> (6/7 + 9) / (3/4 / 7/5 - 1/8)
[247141] ['1/4', '3/8', '1', '5/4', '9/7'] -> 1/4 / 3/8 / (1 - 5/4 / 9/7)
[247142] ['6/7', '7/4', '2', '8/3', '7/2'] -> (7/4 + 7/2) * 8/3 * 6/7 * 2
[247143] ['1/9', '2/7', '1/3', '5/8', '2'] -> 2 / (2/7 * (5/8 - 1/9 / 1/3))
[247144] ['9/7', '8/5', '7/3', '7/3', '8'] -> 8/5 * (8 + 7/3 * 9/7 * 7/3)
[247145] ['7/5', '9/5', '7/2', '7/2', '5'] -> 5 * (9/5 + 7/2) - 7/2 / 7/5
[247146] ['1/5', '5/8', '5/6', '7/4', '2'] -> 2 / (1/5 * (7/4 - 5/6 / 5/8))
[247147] ['1/4', '3/8', '1', '5/4', '7/5'] -> (1 + 7/5) * 5/4 / (3/8 - 1/4)
[247148] ['2/9', '2/7', '1/2', '5/3', '6'] -> 5/3 / (1/2 / (2/7 * 6) - 2/9)
[247149] ['1/8', '3/4', '6/7', '5/3', '9'] -> 9 * (1/8 + 5/3 + 3/4 / 6/7)
[247150] ['1/6', '3/4', '7/8', '9/5', '7'] -> 7 / (7/8 - (1/6 + 3/4 / 9/5))
[247151] ['7/5', '9/5', '9/2', '9/2', '5'] -> 9/2 + 5 * (7/5 + 9/2 / 9/5)
[247152] ['2/9', '3/7', '2/3', '1', '9/7'] -> (1 + 9/7) / (3/7 - 2/9 / 2/3)
[247153] ['1/5', '5/8', '5/6', '2', '7/3'] -> 2 / (1/5 * 5/8) * (7/3 - 5/6)
[247154] ['6/7', '9/5', '9/5', '2', '9/4'] -> 9/5 * 2 / (9/4 - 9/5 / 6/7)
[247155] ['7/5', '9/4', '9/4', '7/3', '5'] -> 7/3 * (9/4 + 5 / (7/5 / 9/4))
[247156] ['1/6', '3/4', '7/8', '9/2', '7'] -> 7 / (7/8 * (1/6 + 3/4 / 9/2))
[247157] ['2/9', '2/7', '1/2', '9/4', '6'] -> 6 + (9/4 + 1/2 / 2/7) / 2/9
[247158] ['6/7', '9/5', '9/5', '2', '7/3'] -> (9/5 + 9/5) * 7/3 * (6/7 + 2)
[247159] ['7/5', '9/4', '9/4', '5/2', '5'] -> 9/4 + 9/4 + 5 * (7/5 + 5/2)
[247160] ['1/5', '5/8', '6/7', '6/7', '2'] -> (2 + 6/7 / 6/7) / (1/5 * 5/8)
[247161] ['1/9', '2/7', '1/3', '9/8', '2'] -> (1/9 + 2 / 2/7) / (1/3 / 9/8)
[247162] ['2/5', '5/8', '7/8', '7/2', '8'] -> 8 + 7/2 / (7/8 * 2/5 * 5/8)
[247163] ['1/6', '1/6', '5/7', '1', '5/2'] -> (5/2 - 1/6) / (1/6 / (5/7 + 1))
[247164] ['1/4', '3/8', '1', '9/7', '3/2'] -> (1 + 3/2 / 1/4) / (3/8 / 9/7)
[247165] ['1/9', '2/7', '1/3', '7/6', '2'] -> (2/7 * 7/6 + 1/3 + 2) / 1/9
[247166] ['1/6', '3/4', '8/9', '7/6', '7'] -> 8/9 / 7/6 * 7 / (1/6 / 3/4)
[247167] ['4/9', '4/7', '3/4', '5/2', '7'] -> 4/7 / (5/2 / 7 - 4/9 * 3/4)
[247168] ['1/8', '3/4', '7/8', '6/5', '9'] -> 9 / (1/8 + 7/8 - 3/4 / 6/5)
[247169] ['2/9', '2/7', '1/2', '7/2', '6'] -> 6 * (7/2 / (2/9 / 2/7) - 1/2)
[247170] ['7/5', '9/4', '7/3', '7/3', '5'] -> 9/4 * (7/3 + 5 / (7/5 / 7/3))
[247171] ['9/7', '8/5', '5/2', '7/2', '8'] -> 8/5 * (9/7 * 7/2 + 5/2 + 8)
[247172] ['2/9', '3/7', '2/3', '1', '7/4'] -> 2/3 / (1 - (2/9 + 3/7 * 7/4))
[247173] ['1/6', '1/6', '5/7', '1', '7/2'] -> (5/7 / 1/6 - 1 / 7/2) / 1/6
[247174] ['6/7', '9/5', '9/5', '2', '7/2'] -> (9/5 + 6/7 * 7/2) / (2 - 9/5)
[247175] ['1/9', '2/7', '1/3', '5/4', '2'] -> 2 / (5/4 - 1/9 / 2/7 / 1/3)
[247176] ['1/5', '5/8', '6/7', '8/7', '2'] -> 8/7 + (6/7 + 2) / (1/5 * 5/8)
[247177] ['1/6', '3/4', '8/9', '5/4', '7'] -> 1/6 * 7 / (3/4 * 5/4 - 8/9)
[247178] ['1/5', '5/8', '6/7', '7/6', '2'] -> (2 + 6/7 * 7/6) / (1/5 * 5/8)
[247179] ['1/8', '3/4', '7/8', '9/5', '9'] -> (9 + 1/8 + 7/8) / (3/4 / 9/5)
[247180] ['9/7', '8/5', '8/3', '7/2', '8'] -> 8/5 * 7/2 * (9/7 + 8 / 8/3)
[247181] ['7/5', '9/4', '5/2', '8/3', '5'] -> 5/2 * (9/4 * 8/3 - (7/5 - 5))
[247182] ['1/6', '1/6', '3/4', '6/7', '1'] -> 6/7 * (1 + 3/4 / (1/6 * 1/6))
[247183] ['1/6', '3/4', '8/9', '4/3', '7'] -> (7 / 4/3 - 3/4) / (1/6 / 8/9)
[247184] ['2/9', '3/7', '2/3', '1', '7/3'] -> (2/3 + 7/3 + 1 / 3/7) / 2/9
[247185] ['4/9', '4/7', '7/9', '5/6', '7'] -> 7 / (7/9 / 4/9 - 5/6 / 4/7)
[247186] ['6/7', '9/5', '2', '9/4', '9/4'] -> 9/4 / (9/5 - 6/7 * 2) - 9/4
[247187] ['2/5', '5/8', '8/9', '5/4', '8'] -> 8/9 / (2/5 * 5/8) * (8 - 5/4)
[247188] ['1/4', '3/8', '1', '9/7', '9/4'] -> (1 + 9/7) / (1/4 / (3/8 + 9/4))
[247189] ['3/8', '4/9', '4/7', '9/4', '9'] -> (4/9 + 4/7) * 9 * (3/8 + 9/4)
[247190] ['1/6', '1/6', '3/4', '1', '8/7'] -> (3/4 / 1/6 - 1) / (1/6 / 8/7)
[247191] ['2/9', '2/7', '5/9', '3/4', '6'] -> 6 * 2/9 / 2/7 / (3/4 - 5/9)
[247192] ['2/5', '5/8', '8/9', '9/7', '8'] -> 8 / (9/7 * 2/5 * 5/8) - 8/9
[247193] ['5/9', '4/7', '9/8', '9/2', '6'] -> (9/2 + 6 / 4/7) / (5/9 * 9/8)
[247194] ['1/4', '3/8', '1', '9/7', '8/3'] -> 8/3 / (1 / 9/7 - 1/4 / 3/8)
[247195] ['2/9', '2/7', '5/9', '7/9', '6'] -> (2/7 + 6 / 7/9) / (5/9 - 2/9)
[247196] ['5/9', '4/7', '8/7', '7/6', '6'] -> (7/6 + 6 / 4/7) / (5/9 / 8/7)
[247197] ['1/6', '3/4', '8/9', '5/3', '7'] -> (8/9 * 7 - 5/3 / 3/4) / 1/6
[247198] ['4/9', '4/7', '7/9', '8/9', '7'] -> 7 * (4/9 / (8/9 - 7/9) - 4/7)
[247199] ['9/7', '8/5', '7/2', '9/2', '8'] -> 8/5 * (7/2 + 8 + 9/2 / 9/7)
[247200] ['1/9', '2/7', '1/3', '2', '9/4'] -> 2 / (1/9 / (1/3 - 2/7) - 9/4)
[247201] ['2/5', '5/8', '8/9', '7/5', '8'] -> 8 / (8/9 * (7/5 - (2/5 + 5/8)))
[247202] ['1/6', '3/4', '8/9', '7/4', '7'] -> (7 - (3/4 + 7/4)) / (1/6 / 8/9)
[247203] ['3/8', '4/9', '4/7', '7/2', '9'] -> 3/8 + 7/2 / 4/9 + 9 / 4/7
[247204] ['7/5', '9/4', '8/3', '9/2', '5'] -> 8/3 * (7/5 * 5 + 9/2 / 9/4)
[247205] ['2/5', '5/8', '8/9', '3/2', '8'] -> 8 / (2/5 * 5/8) / (8/9 * 3/2)
[247206] ['2/9', '2/7', '5/9', '7/8', '6'] -> (2/9 + 6 + 5/9 / 7/8) / 2/7
[247207] ['5/9', '4/7', '8/7', '5/4', '6'] -> 6 / (5/4 / 5/9 - 8/7 / 4/7)
[247208] ['1/4', '3/8', '1', '4/3', '4/3'] -> 1 / 4/3 / (3/8 / 4/3 - 1/4)
[247209] ['2/7', '1/3', '4/9', '3', '7/2'] -> (3 - (2/7 - 1/3)) / (4/9 / 7/2)
[247210] ['1/6', '3/4', '8/9', '7/3', '7'] -> (7 - (7/3 + 3/4 * 8/9)) / 1/6
[247211] ['1/9', '2/7', '3/8', '3/8', '2'] -> 3/8 + 3/8 * 2 / (1/9 * 2/7)
[247212] ['7/5', '9/4', '7/2', '7/2', '5'] -> 7/2 * (5 + 7/2 / 7/5) - 9/4
[247213] ['4/9', '4/7', '7/9', '8/7', '7'] -> (7 - 7/9) / (4/9 / (4/7 + 8/7))
[247214] ['1/5', '5/8', '6/7', '7/4', '2'] -> 6/7 * 7/4 * 2 / (1/5 * 5/8)
[247215] ['1/4', '3/8', '1', '4/3', '7/5'] -> 1 / (1/4 + 3/8) / (7/5 - 4/3)
[247216] ['2/7', '1/3', '4/9', '3', '9/2'] -> 3 + 4/9 * 9/2 / (2/7 * 1/3)
[247217] ['9/7', '5/3', '5/3', '7/4', '8'] -> 7/4 * (5/3 * 8 - (9/7 - 5/3))
[247218] ['6/7', '9/5', '2', '9/4', '9/2'] -> 9/2 / (6/7 * (2 - 9/5)) - 9/4
[247219] ['1/6', '1/6', '3/4', '1', '9/5'] -> 1 / 1/6 / (3/4 / 9/5 - 1/6)
[247220] ['7/5', '9/4', '9/2', '9/2', '5'] -> (9/2 + 7/5 * 9/2) / (9/4 / 5)
[247221] ['2/9', '2/7', '5/9', '6/5', '6'] -> 6/5 / (2/9 / 5/9) + 6 / 2/7
[247222] ['2/5', '5/8', '8/9', '5/3', '8'] -> 8 / (5/8 - 2/5) / (8/9 * 5/3)
[247223] ['4/9', '4/7', '7/9', '7/6', '7'] -> 7 / (7/6 / 4/7 - 7/9 / 4/9)
[247224] ['6/7', '9/5', '2', '7/3', '7/3'] -> 9/5 * (6/7 + 2) * (7/3 + 7/3)
[247225] ['1/6', '3/4', '9/8', '8/7', '7'] -> 8/7 / (9/8 / (3/4 * 7) - 1/6)
[247226] ['5/9', '4/7', '8/7', '4/3', '6'] -> (4/3 + 6 / (4/7 / 8/7)) / 5/9
[247227] ['1/5', '5/8', '6/7', '2', '9/4'] -> (2 + 9/4 / 5/8) / (1/5 / 6/7)
[247228] ['2/5', '5/8', '8/9', '7/4', '8'] -> (8 + 7/4 / 5/8) / (2/5 / 8/9)
[247229] ['1/9', '2/7', '3/8', '1/2', '2'] -> (1/2 / (2/7 * 3/8) - 2) / 1/9
[247230] ['2/9', '3/7', '5/7', '7/8', '1'] -> 5/7 / (1 - (7/8 + 2/9 * 3/7))
[247231] ['5/9', '4/7', '8/7', '7/5', '6'] -> 6 / (5/9 / 4/7) / (7/5 - 8/7)
[247232] ['2/7', '1/3', '1/2', '5/8', '3'] -> 3 / (5/8 / 1/3 - 1/2 / 2/7)
[247233] ['1/9', '2/7', '3/8', '5/9', '2'] -> 2 / (2/7 * (5/9 + 1/9 - 3/8))
[247234] ['1/4', '3/8', '1', '4/3', '7/3'] -> (1 - 4/3 + 7/3 / 1/4) / 3/8
[247235] ['1/6', '3/4', '9/8', '6/5', '7'] -> 7 / (1/6 * (9/8 + 3/4 / 6/5))
[247236] ['7/5', '7/3', '7/3', '7/2', '5'] -> 7/2 * (7/3 + 5) - 7/3 / 7/5
[247237] ['1/8', '3/4', '8/9', '5/2', '9'] -> 9 * (1/8 + 3/4 * (8/9 + 5/2))
[247238] ['2/5', '5/8', '8/9', '9/5', '8'] -> 8 / (5/8 * 8/9 - 2/5 / 9/5)
[247239] ['1/6', '1/6', '7/9', '7/8', '1'] -> 1 / 7/8 / (1/6 / 7/9 - 1/6)
[247240] ['4/9', '4/7', '7/9', '4/3', '7'] -> 7 * (4/3 / (7/9 - 4/9) - 4/7)
[247241] ['2/9', '3/7', '5/7', '1', '9/8'] -> 5/7 / (9/8 - (1 + 2/9 * 3/7))
[247242] ['1/9', '2/7', '3/8', '3/5', '2'] -> 2 / (1/9 + 3/8) / (2/7 * 3/5)
[247243] ['5/9', '4/7', '8/7', '3/2', '6'] -> 3/2 + (8/7 + 6) / (5/9 * 4/7)
[247244] ['2/5', '5/8', '8/9', '9/4', '8'] -> (8 - 8/9 * 9/4) / (2/5 * 5/8)
[247245] ['6/7', '9/5', '2', '7/3', '7/2'] -> 9/5 * 7/2 * (2 * 7/3 - 6/7)
[247246] ['2/9', '2/7', '5/9', '8/5', '6'] -> 8/5 + (6 + 2/9 / 5/9) / 2/7
[247247] ['2/7', '1/3', '1/2', '7/8', '3'] -> 1/2 / 1/3 / (7/8 / 2/7 - 3)
[247248] ['1/6', '3/4', '9/8', '9/7', '7'] -> 7 / (1/6 - 3/4 + 9/8 / 9/7)
[247249] ['1/4', '3/8', '1', '7/5', '7/5'] -> (1 + 7/5) / (3/8 / 1/4 - 7/5)
[247250] ['2/9', '2/7', '5/9', '5/3', '6'] -> 5/9 + 5/3 + (2/9 + 6) / 2/7
[247251] ['3/8', '4/9', '3/5', '8/9', '9'] -> 9 * (4/9 / 3/8 + 8/9 / 3/5)
[247252] ['7/5', '7/3', '8/3', '8/3', '5'] -> 8/3 + 8/3 + 5 * (7/5 + 7/3)
[247253] ['1/9', '2/7', '3/8', '5/7', '2'] -> (2 - (2/7 + 5/7)) / (1/9 * 3/8)
[247254] ['6/7', '9/5', '2', '7/3', '9/2'] -> (9/5 + 9/2) * (2 * 7/3 - 6/7)
[247255] ['2/5', '5/8', '8/9', '7/3', '8'] -> (8 + 7/3 / 5/8) / (8/9 - 2/5)
[247256] ['9/7', '5/3', '9/5', '9/5', '8'] -> 5/3 * (9/5 + 9/7 * (9/5 + 8))
[247257] ['1/4', '3/8', '1', '7/5', '7/4'] -> (1 + 7/4 / 7/5) / (1/4 * 3/8)
[247258] ['2/5', '5/8', '8/9', '5/2', '8'] -> 8 / 8/9 / (2/5 * 5/2 - 5/8)
[247259] ['1/5', '5/8', '6/7', '2', '9/2'] -> 2 / (1/5 - 5/8 / (6/7 + 9/2))
[247260] ['7/5', '7/3', '8/3', '9/2', '5'] -> 9/2 * 5 * (7/5 + 7/3 - 8/3)
[247261] ['4/9', '4/7', '7/9', '7/4', '7'] -> (7 + 4/7 * 7/4) / (7/9 - 4/9)
[247262] ['2/7', '1/3', '1/2', '7/6', '3'] -> (1/3 + 7/6 + 3 / 2/7) / 1/2
[247263] ['5/9', '4/7', '8/7', '9/5', '6'] -> 4/7 * 6 / (8/7 - 5/9 * 9/5)
[247264] ['1/4', '3/8', '1', '7/5', '9/5'] -> 1 / (3/8 * 7/5 / 9/5 - 1/4)
[247265] ['7/5', '7/3', '7/2', '7/2', '5'] -> 7/2 + 5 * (7/2 + 7/5 / 7/3)
[247266] ['2/5', '5/8', '8/9', '8/3', '8'] -> (8 - 8/3) / (8/9 * 2/5 * 5/8)
[247267] ['4/9', '4/7', '7/9', '9/5', '7'] -> (7/9 + 7) * (9/5 + 4/7 / 4/9)
[247268] ['7/5', '5/2', '5/2', '5/2', '5'] -> (7/5 + 5) * (5/2 * 5/2 - 5/2)
[247269] ['9/7', '5/3', '9/5', '7/3', '8'] -> 9/7 * (7/3 + 5/3 * (9/5 + 8))
[247270] ['1/6', '1/6', '7/9', '1', '5/3'] -> (7/9 / 1/6 + 1 - 5/3) / 1/6
[247271] ['1/8', '3/4', '8/7', '7/6', '9'] -> 9 / (8/7 - (1/8 + 3/4 / 7/6))
[247272] ['7/5', '5/2', '5/2', '8/3', '5'] -> 8/3 * (5/2 * 5 - 7/5 * 5/2)
[247273] ['4/9', '4/7', '7/9', '9/4', '7'] -> 7 * (7/9 / 4/9 - (4/7 - 9/4))
[247274] ['2/5', '5/8', '8/9', '9/2', '8'] -> 8 + 8/9 * 9/2 / (2/5 * 5/8)
[247275] ['1/9', '2/7', '3/8', '7/8', '2'] -> (2 + 7/8 * 2/7 / 3/8) / 1/9
[247276] ['5/9', '4/7', '8/7', '7/3', '6'] -> 4/7 / ((8/7 + 7/3) / 6 - 5/9)
[247277] ['1/6', '1/6', '7/9', '1', '7/4'] -> 7/4 / (1/6 - 1/6 / (7/9 + 1))
[247278] ['7/5', '5/2', '5/2', '7/2', '5'] -> 5/2 * (7/2 + 5 - (7/5 - 5/2))
[247279] ['1/5', '5/8', '7/8', '7/6', '2'] -> 2 / ((7/8 - 5/8) / 1/5 - 7/6)
[247280] ['2/5', '5/8', '9/8', '9/8', '8'] -> (8 + 9/8 / (5/8 * 9/8)) / 2/5
[247281] ['6/7', '9/5', '2', '8/3', '9/2'] -> (9/5 + 9/2) * (8/3 - (6/7 - 2))
[247282] ['1/9', '2/7', '3/8', '8/9', '2'] -> 2 / (2/7 * 3/8) / (8/9 - 1/9)
[247283] ['2/9', '3/7', '5/7', '1', '5/3'] -> (5/7 + 5/3) / (2/9 * 3/7) - 1
[247284] ['1/6', '3/4', '8/7', '8/7', '7'] -> 7 / (1/6 * (3/4 + 8/7 / 8/7))
[247285] ['2/7', '1/3', '1/2', '5/3', '3'] -> (5/3 + 3 / 2/7) / 1/2 - 1/3
[247286] ['1/8', '3/4', '8/7', '4/3', '9'] -> 9 * (8/7 + 4/3 / (1/8 + 3/4))
[247287] ['1/6', '1/6', '7/9', '1', '9/5'] -> (7/9 + 1) / (1/6 - 1/6 / 9/5)
[247288] ['7/5', '5/2', '5/2', '9/2', '5'] -> (5/2 + 5) * (7/5 + 9/2 / 5/2)
[247289] ['2/9', '3/7', '5/7', '1', '7/4'] -> (5/7 + 1 / 3/7) / (2/9 / 7/4)
[247290] ['1/9', '2/7', '3/8', '9/8', '2'] -> (2/7 + 2) * (3/8 + 9/8 / 1/9)
[247291] ['5/9', '4/7', '8/7', '8/3', '6'] -> (8/3 * (6 - 4/7) - 8/7) / 5/9
