[276714] ['(2-i)', '(3-6i)', '3', '(4+9i)'] -> ((2-i) + ((4+9i) * ((3-6i) / 3)))
[256891] ['(1-3i)', '(2+2i)', '(3+2i)', '(5-3i)'] -> (((1-3i) + (2+2i)) + ((3+2i) * (5-3i)))
[256895] ['(1-3i)', '(2+2i)', '(3+2i)', '(6+2i)'] -> (((6+2i) * ((1-3i) + (3+2i))) - (2+2i))
[256901] ['(1-3i)', '(2+2i)', '(3+2i)', '(8-i)'] -> (6 * ((9-6i) + ((2-2i) - (7-8i))))
[256904] ['(1-3i)', '(2+2i)', '(3+2i)', '(8+4i)'] -> (((3+2i) * ((1-3i) * (2+2i))) - (8+4i))
[256907] ['(1-3i)', '(2+2i)', '(3+3i)', '(4-7i)'] -> (((2+2i) * (4-7i)) - ((1-3i) - (3+3i)))
[256908] ['(1-3i)', '(2+2i)', '(3+3i)', '(4-2i)'] -> (((1-3i) + (3+3i)) * ((2+2i) + (4-2i)))
[256909] ['(1-3i)', '(2+2i)', '(3+3i)', '4'] -> ((3+3i) * ((5-3i) + ((2-7i) - (3-6i))))
[256913] ['(1-3i)', '(2+2i)', '(3+3i)', '(5-5i)'] -> (((1-3i) + (3+3i)) + ((2+2i) * (5-5i)))
[256915] ['(1-3i)', '(2+2i)', '(3+3i)', '(5+i)'] -> ((3+3i) * ((5+i) + ((1-3i) - (2+2i))))
[256919] ['(1-3i)', '(2+2i)', '(3+3i)', '6'] -> ((2+2i) * (((1-3i) * (3+3i)) - 6))
[256921] ['(1-3i)', '(2+2i)', '(3+3i)', '(7-7i)'] -> (((2-2i) * 6) * ((8-5i) - (7-6i)))
[256923] ['(1-3i)', '(2+2i)', '(3+3i)', '(7-5i)'] -> ((3+3i) * ((7-5i) - ((1-3i) + (2+2i))))
[256925] ['(1-3i)', '(2+2i)', '(3+3i)', '(8-5i)'] -> (((1-3i) - (3+3i)) + ((2+2i) * (8-5i)))
[256926] ['(1-3i)', '(2+2i)', '(3+3i)', '8'] -> ((2+2i) * (8 + ((1-3i) - (3+3i))))
[256927] ['(1-3i)', '(2+2i)', '(3+3i)', '(8+2i)'] -> (((1-3i) + (3+3i)) * ((8+2i) - (2+2i)))
[256929] ['(1-3i)', '(2+2i)', '(3+3i)', '(8+4i)'] -> ((3+3i) * ((1-3i) + ((8+4i) / (2+2i))))
[256949] ['(1-3i)', '(2+2i)', '(3+4i)', '(7+3i)'] -> (((1-3i) * (3+4i)) + ((2+2i) + (7+3i)))
[256951] ['(1-3i)', '(2+2i)', '(3+4i)', '(8+i)'] -> ((2+2i) * ((8+i) + ((1-3i) - (3+4i))))
[256954] ['(1-3i)', '(2+2i)', '(3+4i)', '(9+i)'] -> ((2+2i) * (((1-3i) * (3+4i)) - (9+i)))
[256962] ['(1-3i)', '(2+2i)', '(3+5i)', '(4+2i)'] -> (((1-3i) * (3+5i)) + ((2+2i) + (4+2i)))
[256963] ['(1-3i)', '(2+2i)', '(3+5i)', '(4+5i)'] -> (((1-3i) * (4+5i)) + ((2+2i) + (3+5i)))
[256977] ['(1-3i)', '(2+2i)', '(3+5i)', '(8+2i)'] -> ((2+2i) * ((8+2i) + ((1-3i) - (3+5i))))
[256978] ['(1-3i)', '(2+2i)', '(3+5i)', '(8+6i)'] -> (6 * ((9+i) + ((2-2i) - (7-i))))
[256985] ['(1-3i)', '(2+2i)', '(3+6i)', '(5-7i)'] -> (((1-3i) * ((2+2i) + (3+6i))) - (5-7i))
[256988] ['(1-3i)', '(2+2i)', '(3+6i)', '(5+5i)'] -> (((2-3i) * ((9+5i) - (2-i))) - (8-9i))
[256995] ['(1-3i)', '(2+2i)', '(3+6i)', '(8+3i)'] -> ((2+2i) * ((8+3i) + ((1-3i) - (3+6i))))
[257003] ['(1-3i)', '(2+2i)', '(3+7i)', '(4-6i)'] -> ((-9i + (4+9i)) * ((2+4i) + (4-4i)))
[257004] ['(1-3i)', '(2+2i)', '(3+7i)', '(4-4i)'] -> (((1-3i) * (3+7i)) - ((4-4i) / (2+2i)))
[257009] ['(1-3i)', '(2+2i)', '(3+7i)', '(5-i)'] -> (((1-3i) + (3+7i)) * ((5-i) - (2+2i)))
[257011] ['(1-3i)', '(2+2i)', '(3+7i)', '(6-6i)'] -> ((6-6i) * ((3+7i) + ((1-3i) - (2+2i))))
[257017] ['(1-3i)', '(2+2i)', '(3+7i)', '7'] -> ((3+7i) + (7 * ((1-3i) + (2+2i))))
[257022] ['(1-3i)', '(2+2i)', '(3+7i)', '(8+4i)'] -> ((2+2i) * ((8+4i) + ((1-3i) - (3+7i))))
[257026] ['(1-3i)', '(2+2i)', '(3+7i)', '(9-4i)'] -> (((1-3i) - (3+7i)) + ((2+2i) * (9-4i)))
[257037] ['(1-3i)', '(2+2i)', '(3+8i)', '(5+i)'] -> (((1-3i) * (3+8i)) + ((2+2i) - (5+i)))
[257052] ['(1-3i)', '(2+2i)', '(3+8i)', '(8+4i)'] -> (((1-3i) * (3+8i)) - ((8+4i) / (2+2i)))
[257054] ['(1-3i)', '(2+2i)', '(3+8i)', '(8+5i)'] -> (((2-i) * (8+i)) - ((2-3i) - (9+3i)))
[257059] ['(1-3i)', '(2+2i)', '(3+9i)', '(4-2i)'] -> (((1-3i) * (3+9i)) - ((2+2i) + (4-2i)))
[257072] ['(1-3i)', '(2+2i)', '(3+9i)', '(8+2i)'] -> (((1-3i) * (3+9i)) + ((2+2i) - (8+2i)))
[257074] ['(1-3i)', '(2+2i)', '(3+9i)', '(8+6i)'] -> ((2+2i) * ((8+6i) + ((1-3i) - (3+9i))))
[257085] ['(1-3i)', '(2+2i)', '(4-9i)', '(6-i)'] -> (((1-3i) * ((6-i) - (4-9i))) - (2+2i))
[257099] ['(1-3i)', '(2+2i)', '(4-8i)', '(4-6i)'] -> (((2+2i) * ((1-3i) + (4-6i))) - (4-8i))
[257100] ['(1-3i)', '(2+2i)', '(4-8i)', '(4-2i)'] -> ((4-2i) * ((2+2i) + ((4-8i) / (1-3i))))
[257113] ['(1-3i)', '(2+2i)', '(4-8i)', '(6+6i)'] -> ((-4i - (8-4i)) * ((6+9i) - (9+9i)))
[257134] ['(1-3i)', '(2+2i)', '(4-7i)', '(5-5i)'] -> ((-i - (6-i)) * ((5-3i) - (9-3i)))
[257141] ['(1-3i)', '(2+2i)', '(4-7i)', '(6+i)'] -> (((1-3i) * ((6+i) - (4-7i))) - (2+2i))
[257162] ['(1-3i)', '(2+2i)', '(4-6i)', '(5+i)'] -> (((2+2i) * (4-6i)) - ((1-3i) - (5+i)))
[257164] ['(1-3i)', '(2+2i)', '(4-6i)', '(5+7i)'] -> (((1-3i) * (5+7i)) + ((2+2i) - (4-6i)))
[257166] ['(1-3i)', '(2+2i)', '(4-6i)', '(6+2i)'] -> (((1-3i) * ((6+2i) - (4-6i))) - (2+2i))
[257176] ['(1-3i)', '(2+2i)', '(4-6i)', '(9-9i)'] -> ((2+2i) * ((9-9i) + ((1-3i) - (4-6i))))
[257180] ['(1-3i)', '(2+2i)', '(4-6i)', '(9+i)'] -> (2 * ((5+4i) + ((2-3i) * (2+i))))
[257187] ['(1-3i)', '(2+2i)', '(4-5i)', '(5+5i)'] -> (((1-3i) + (5+5i)) + ((2+2i) * (4-5i)))
[257190] ['(1-3i)', '(2+2i)', '(4-5i)', '(6+3i)'] -> (((1-3i) * ((6+3i) - (4-5i))) - (2+2i))
[257194] ['(1-3i)', '(2+2i)', '(4-5i)', '(7-i)'] -> (((2+2i) * (4-5i)) - ((1-3i) - (7-i)))
[257197] ['(1-3i)', '(2+2i)', '(4-5i)', '(8-8i)'] -> (((2+2i) + (4-5i)) / ((1-3i) / (8-8i)))
[257202] ['(1-3i)', '(2+2i)', '(4-5i)', '(9-8i)'] -> ((2+2i) * ((9-8i) + ((1-3i) - (4-5i))))
[257210] ['(1-3i)', '(2+2i)', '(4-4i)', '(4-2i)'] -> ((4-4i) * ((2+2i) + ((4-2i) / (1-3i))))
[257214] ['(1-3i)', '(2+2i)', '(4-4i)', '(4+2i)'] -> ((2+2i) * (((1-3i) * (4+2i)) - (4-4i)))
[257218] ['(1-3i)', '(2+2i)', '(4-4i)', '(5-7i)'] -> ((4-4i) * (((1-3i) * (2+2i)) - (5-7i)))
[257220] ['(1-3i)', '(2+2i)', '(4-4i)', '(5-5i)'] -> (((2+2i) * ((1-3i) + (5-5i))) - (4-4i))
[257222] ['(1-3i)', '(2+2i)', '(4-4i)', '(5-i)'] -> ((-4i + (6+9i)) + ((9-6i) + (9+i)))
[257229] ['(1-3i)', '(2+2i)', '(4-4i)', '6'] -> (6 * (((1-3i) * (2+2i)) - (4-4i)))
[257232] ['(1-3i)', '(2+2i)', '(4-4i)', '(6+2i)'] -> ((4-4i) * ((6+2i) - ((1-3i) + (2+2i))))
[257233] ['(1-3i)', '(2+2i)', '(4-4i)', '(6+4i)'] -> (((1-3i) * ((6+4i) - (4-4i))) - (2+2i))
[257242] ['(1-3i)', '(2+2i)', '(4-4i)', '(7+3i)'] -> (((1-3i) + (7+3i)) + ((2+2i) * (4-4i)))
[257246] ['(1-3i)', '(2+2i)', '(4-4i)', '(8+8i)'] -> ((4-4i) * (((8+8i) / (2+2i)) - (1-3i)))
[257247] ['(1-3i)', '(2+2i)', '(4-4i)', '(9-7i)'] -> ((2+2i) * ((9-7i) + ((1-3i) - (4-4i))))
[257248] ['(1-3i)', '(2+2i)', '(4-4i)', '(9-3i)'] -> (((2+2i) * (4-4i)) - ((1-3i) - (9-3i)))
[257256] ['(1-3i)', '(2+2i)', '(4-3i)', '(6-2i)'] -> (((2+2i) + (6-2i)) * ((4-3i) - (1-3i)))
[257260] ['(1-3i)', '(2+2i)', '(4-3i)', '(6+5i)'] -> (((1-3i) * ((6+5i) - (4-3i))) - (2+2i))
[257263] ['(1-3i)', '(2+2i)', '(4-3i)', '(7+9i)'] -> (((3-6i) * ((4-3i) - (2-7i))) - 6)
[257268] ['(1-3i)', '(2+2i)', '(4-3i)', '(9-6i)'] -> ((2+2i) * ((9-6i) + ((1-3i) - (4-3i))))
[257272] ['(1-3i)', '(2+2i)', '(4-3i)', '(9+i)'] -> (((1-3i) + (9+i)) + ((2+2i) * (4-3i)))
[257275] ['(1-3i)', '(2+2i)', '(4-2i)', '4'] -> (4 + ((2+2i) * ((1-3i) + (4-2i))))
[257278] ['(1-3i)', '(2+2i)', '(4-2i)', '(4+6i)'] -> (((4-2i) * ((1-3i) + (4+6i))) - (2+2i))
[257279] ['(1-3i)', '(2+2i)', '(4-2i)', '(4+8i)'] -> ((4+8i) * ((1-3i) + ((2+2i) / (4-2i))))
[257281] ['(1-3i)', '(2+2i)', '(4-2i)', '(5-7i)'] -> ((2+2i) * ((5-7i) + ((4-2i) / (1-3i))))
[257282] ['(1-3i)', '(2+2i)', '(4-2i)', '(5-3i)'] -> (((2+2i) + (4-2i)) * ((5-3i) - (1-3i)))
[257286] ['(1-3i)', '(2+2i)', '(4-2i)', '6'] -> (((4-2i) * (6 - (1-3i))) - (2+2i))
[257287] ['(1-3i)', '(2+2i)', '(4-2i)', '(6+2i)'] -> ((6+2i) * ((4-2i) + ((2+2i) / (1-3i))))
[257288] ['(1-3i)', '(2+2i)', '(4-2i)', '(6+6i)'] -> (((1-3i) * ((6+6i) - (4-2i))) - (2+2i))
[257290] ['(1-3i)', '(2+2i)', '(4-2i)', '(7-5i)'] -> ((2+2i) * ((7-5i) - ((4-2i) / (1-3i))))
[257294] ['(1-3i)', '(2+2i)', '(4-2i)', '(8-2i)'] -> (((8-2i) * ((4-2i) - (1-3i))) - (2+2i))
[257295] ['(1-3i)', '(2+2i)', '(4-2i)', '(8+8i)'] -> ((2+2i) * ((8+8i) + ((1-3i) * (4-2i))))
[257297] ['(1-3i)', '(2+2i)', '(4-2i)', '(9-5i)'] -> ((2+2i) * ((9-5i) + ((1-3i) - (4-2i))))
[257302] ['(1-3i)', '(2+2i)', '(4-i)', '(5+5i)'] -> (((4-i) * ((1-3i) + (5+5i))) - (2+2i))
[257303] ['(1-3i)', '(2+2i)', '(4-i)', '(5+7i)'] -> ((2+2i) * ((5+7i) + ((1-3i) * (4-i))))
[257305] ['(1-3i)', '(2+2i)', '(4-i)', '(6-2i)'] -> ((6-2i) + ((2+2i) * ((1-3i) + (4-i))))
[257307] ['(1-3i)', '(2+2i)', '(4-i)', '(6+7i)'] -> (((1-3i) * ((6+7i) - (4-i))) - (2+2i))
[257308] ['(1-3i)', '(2+2i)', '(4-i)', '(7-i)'] -> (((4-i) * ((7-i) - (1-3i))) - (2+2i))
[257312] ['(1-3i)', '(2+2i)', '(4-i)', '(9-4i)'] -> ((2+2i) * ((9-4i) + ((1-3i) - (4-i))))
[257314] ['(1-3i)', '(2+2i)', '4', '(4+i)'] -> (((1-3i) * (2+2i)) + (4 * (4+i)))
[257315] ['(1-3i)', '(2+2i)', '4', '(4+4i)'] -> (((1-3i) * (4+4i)) + ((2+2i) * 4))
[257316] ['(1-3i)', '(2+2i)', '4', '(5-5i)'] -> (((9-i) * (-7i + (3+8i))) - (4+6i))
[257322] ['(1-3i)', '(2+2i)', '4', '(5+9i)'] -> (((1-3i) + (5+9i)) * (4 - (2+2i)))
[257323] ['(1-3i)', '(2+2i)', '4', '(6-4i)'] -> (((2+2i) * ((1-3i) + (6-4i))) - 4)
[257324] ['(1-3i)', '(2+2i)', '4', '(6+2i)'] -> (((2-2i) * (6+7i)) + ((6+i) - (8+3i)))
[257327] ['(1-3i)', '(2+2i)', '4', '(6+8i)'] -> (((1-3i) * ((6+8i) - 4)) - (2+2i))
[257329] ['(1-3i)', '(2+2i)', '4', '(7+5i)'] -> (4 * ((7+5i) + ((1-3i) - (2+2i))))
[257330] ['(1-3i)', '(2+2i)', '4', '(8-4i)'] -> ((8-4i) + ((2+2i) * ((1-3i) + 4)))
[257331] ['(1-3i)', '(2+2i)', '4', '(8-2i)'] -> (((1-3i) * 4) + ((2+2i) * (8-2i)))
[257332] ['(1-3i)', '(2+2i)', '4', '(8-i)'] -> ((4 * (8-i)) - ((1-3i) * (2+2i)))
[257337] ['(1-3i)', '(2+2i)', '4', '(9-3i)'] -> ((2+2i) * ((9-3i) + ((1-3i) - 4)))
[257338] ['(1-3i)', '(2+2i)', '4', '(9-i)'] -> (4 * ((9-i) - ((1-3i) + (2+2i))))
[257340] ['(1-3i)', '(2+2i)', '(4+i)', '(5-i)'] -> (((1-3i) + (2+2i)) + ((4+i) * (5-i)))
[257348] ['(1-3i)', '(2+2i)', '(4+i)', '(6+9i)'] -> (((1-3i) * ((6+9i) - (4+i))) - (2+2i))
[257355] ['(1-3i)', '(2+2i)', '(4+i)', '(9-2i)'] -> ((2+2i) * ((9-2i) + ((1-3i) - (4+i))))
[257357] ['(1-3i)', '(2+2i)', '(4+2i)', '(4+4i)'] -> (((2-3i) * ((7+i) - (3-5i))) - 2)
[257362] ['(1-3i)', '(2+2i)', '(4+2i)', '(6-4i)'] -> (((4+2i) * (6-4i)) - ((1-3i) * (2+2i)))
[257363] ['(1-3i)', '(2+2i)', '(4+2i)', '(6-i)'] -> (((1-3i) * (4+2i)) + ((2+2i) * (6-i)))
[257365] ['(1-3i)', '(2+2i)', '(4+2i)', '(9-i)'] -> ((2+2i) * ((9-i) + ((1-3i) - (4+2i))))
[257376] ['(1-3i)', '(2+2i)', '(4+3i)', '(7-3i)'] -> ((2+2i) * (((1-3i) * (4+3i)) - (7-3i)))
[257378] ['(1-3i)', '(2+2i)', '(4+3i)', '(9-5i)'] -> ((9-5i) + ((4+3i) * ((1-3i) + (2+2i))))
[257379] ['(1-3i)', '(2+2i)', '(4+3i)', '9'] -> (((4+4i) * 6) / ((3-6i) - (2-7i)))
[257384] ['(1-3i)', '(2+2i)', '(4+3i)', '(9+7i)'] -> (((1-3i) * (4+3i)) + ((2+2i) + (9+7i)))
[257387] ['(1-3i)', '(2+2i)', '(4+4i)', '(4+4i)'] -> ((4+4i) * ((1-3i) + ((4+4i) / (2+2i))))
[257389] ['(1-3i)', '(2+2i)', '(4+4i)', '(5-3i)'] -> (((1-3i) + (5-3i)) * ((4+4i) - (2+2i)))
[257390] ['(1-3i)', '(2+2i)', '(4+4i)', '(5-i)'] -> ((4+4i) * (((1-3i) * (2+2i)) - (5-i)))
[257391] ['(1-3i)', '(2+2i)', '(4+4i)', '(6-4i)'] -> ((4+4i) * ((6-4i) - ((1-3i) + (2+2i))))
[257393] ['(1-3i)', '(2+2i)', '(4+4i)', '(6+6i)'] -> (((1-3i) * (4+4i)) + ((2+2i) + (6+6i)))
[257396] ['(1-3i)', '(2+2i)', '(4+4i)', '(7-3i)'] -> ((2-2i) * ((7+i) + ((6+i) - (7-4i))))
[257400] ['(1-3i)', '(2+2i)', '(4+4i)', '(8-8i)'] -> ((8-8i) + ((4+4i) * ((1-3i) + (2+2i))))
[257404] ['(1-3i)', '(2+2i)', '(4+4i)', '(8+4i)'] -> (((8+4i) * ((1-3i) + (2+2i))) - (4+4i))
[257405] ['(1-3i)', '(2+2i)', '(4+4i)', '(9-9i)'] -> (((2+2i) * ((9-9i) - (1-3i))) - (4+4i))
[257407] ['(1-3i)', '(2+2i)', '(4+4i)', '(9+i)'] -> ((2+2i) * ((9+i) + ((1-3i) - (4+4i))))
[257416] ['(1-3i)', '(2+2i)', '(4+5i)', '(7+9i)'] -> (((1-3i) * (4+5i)) - ((2+2i) - (7+9i)))
[257417] ['(1-3i)', '(2+2i)', '(4+5i)', '8'] -> (8 * ((4+5i) + ((1-3i) - (2+2i))))
[257418] ['(1-3i)', '(2+2i)', '(4+5i)', '(8+6i)'] -> (((1-3i) * (8+6i)) + ((2+2i) * (4+5i)))
[257425] ['(1-3i)', '(2+2i)', '(4+5i)', '(9+2i)'] -> (((3-2i) * ((8+i) - (2-3i))) - 2)
[257428] ['(1-3i)', '(2+2i)', '(4+6i)', '(4+8i)'] -> (((1-3i) * (4+6i)) - ((2+2i) - (4+8i)))
[257434] ['(1-3i)', '(2+2i)', '(4+6i)', '(9+3i)'] -> ((2+2i) * ((9+3i) + ((1-3i) - (4+6i))))
[257444] ['(1-3i)', '(2+2i)', '(4+7i)', '(9-9i)'] -> (((1-3i) * ((2+2i) + (4+7i))) - (9-9i))
[257449] ['(1-3i)', '(2+2i)', '(4+7i)', '(9+4i)'] -> ((2+2i) * ((9+4i) + ((1-3i) - (4+7i))))
[257455] ['(1-3i)', '(2+2i)', '(4+8i)', '(6-7i)'] -> (((2+2i) * (6-7i)) + ((4+8i) / (1-3i)))
[257456] ['(1-3i)', '(2+2i)', '(4+8i)', '(6-5i)'] -> (2 * ((6+9i) + ((2-3i) * 3)))
[257458] ['(1-3i)', '(2+2i)', '(4+8i)', '(6-2i)'] -> (((1-3i) * (4+8i)) + ((2+2i) - (6-2i)))
[257460] ['(1-3i)', '(2+2i)', '(4+8i)', '6'] -> (6 * ((2+2i) - ((4+8i) / (1-3i))))
[257461] ['(1-3i)', '(2+2i)', '(4+8i)', '(6+5i)'] -> ((2+2i) - ((6+5i) / ((1-3i) / (4+8i))))
[257472] ['(1-3i)', '(2+2i)', '(4+8i)', '(8-8i)'] -> ((2+2i) * ((8-8i) + ((4+8i) / (1-3i))))
[257474] ['(1-3i)', '(2+2i)', '(4+8i)', '(8-2i)'] -> (((2+2i) * ((1-3i) + (8-2i))) - (4+8i))
[257477] ['(1-3i)', '(2+2i)', '(4+8i)', '(8+8i)'] -> (((1-9i) - (7-9i)) * ((5+6i) - (9+6i)))
[257480] ['(1-3i)', '(2+2i)', '(4+8i)', '(9+5i)'] -> ((2+2i) * ((9+5i) + ((1-3i) - (4+8i))))
[257481] ['(1-3i)', '(2+2i)', '(4+9i)', '(5-5i)'] -> ((8+4i) - ((3-5i) * ((7-2i) - 9)))
[257495] ['(1-3i)', '(2+2i)', '(4+9i)', '(9-i)'] -> (((1-3i) * (4+9i)) + ((2+2i) - (9-i)))
[257496] ['(1-3i)', '(2+2i)', '(4+9i)', '(9+6i)'] -> ((2+2i) * ((9+6i) + ((1-3i) - (4+9i))))
[257504] ['(1-3i)', '(2+2i)', '(5-9i)', '(6+7i)'] -> (((3+2i) * (6-5i)) - ((2-3i) + 2))
[257509] ['(1-3i)', '(2+2i)', '(5-9i)', '(7-i)'] -> (((1-3i) * ((7-i) - (5-9i))) - (2+2i))
[257543] ['(1-3i)', '(2+2i)', '(5-8i)', '(7-i)'] -> ((2+2i) * ((5-8i) + ((7-i) / (1-3i))))
[257544] ['(1-3i)', '(2+2i)', '(5-8i)', '7'] -> (((1-3i) * (7 - (5-8i))) - (2+2i))
[257566] ['(1-3i)', '(2+2i)', '(5-7i)', '(5+2i)'] -> ((2+2i) * (((1-3i) * (5+2i)) - (5-7i)))
[257567] ['(1-3i)', '(2+2i)', '(5-7i)', '(5+4i)'] -> ((5-7i) + ((5+4i) * ((1-3i) + (2+2i))))
[257569] ['(1-3i)', '(2+2i)', '(5-7i)', '(6-8i)'] -> (((1-3i) - (5-7i)) + ((2+2i) * (6-8i)))
[257570] ['(1-3i)', '(2+2i)', '(5-7i)', '(6-4i)'] -> (((2+2i) * (6-4i)) - ((1-3i) - (5-7i)))
[257575] ['(1-3i)', '(2+2i)', '(5-7i)', '(7-2i)'] -> (((1-3i) + (5-7i)) + ((2+2i) * (7-2i)))
[257577] ['(1-3i)', '(2+2i)', '(5-7i)', '(7+i)'] -> (((1-3i) * ((7+i) - (5-7i))) - (2+2i))
[257580] ['(1-3i)', '(2+2i)', '(5-7i)', '(8-8i)'] -> (((2+2i) * ((1-3i) + (5-7i))) - (8-8i))
[257597] ['(1-3i)', '(2+2i)', '(5-6i)', '(6-6i)'] -> (((2+2i) * ((1-3i) + (5-6i))) - (6-6i))
[257599] ['(1-3i)', '(2+2i)', '(5-6i)', '(7+2i)'] -> (((1-3i) * ((7+2i) - (5-6i))) - (2+2i))
[257607] ['(1-3i)', '(2+2i)', '(5-5i)', '(5-3i)'] -> (((2+2i) * (5-5i)) - ((1-3i) - (5-3i)))
[257609] ['(1-3i)', '(2+2i)', '(5-5i)', '(5+3i)'] -> (((3-5i) + (7-i)) + ((7+3i) + (7+3i)))
[257618] ['(1-3i)', '(2+2i)', '(5-5i)', '(7+3i)'] -> (((1-3i) * ((7+3i) - (5-5i))) - (2+2i))
[257620] ['(1-3i)', '(2+2i)', '(5-5i)', '(8-5i)'] -> ((2+2i) * ((8-5i) - ((5-5i) / (1-3i))))
[257633] ['(1-3i)', '(2+2i)', '(5-4i)', '(5+i)'] -> (((1-3i) + (5+i)) + ((2+2i) * (5-4i)))
[257634] ['(1-3i)', '(2+2i)', '(5-4i)', '(5+5i)'] -> ((2+2i) * ((5-4i) - ((5+5i) / (1-3i))))
[257637] ['(1-3i)', '(2+2i)', '(5-4i)', '(6+2i)'] -> (((6+2i) * ((5-4i) - (1-3i))) - (2+2i))
[257639] ['(1-3i)', '(2+2i)', '(5-4i)', '(7-5i)'] -> (2 * ((7-3i) + ((2-3i) + (3+6i))))
[257642] ['(1-3i)', '(2+2i)', '(5-4i)', '(7+4i)'] -> (((1-3i) * ((7+4i) - (5-4i))) - (2+2i))
[257644] ['(1-3i)', '(2+2i)', '(5-4i)', '8'] -> (8 * (((1-3i) * (2+2i)) - (5-4i)))
[257647] ['(1-3i)', '(2+2i)', '(5-3i)', '(6-9i)'] -> (((2+2i) * (6-9i)) - ((1-3i) + (5-3i)))
[257648] ['(1-3i)', '(2+2i)', '(5-3i)', '(6-3i)'] -> (((1-3i) + (5-3i)) + ((2+2i) * (6-3i)))
[257651] ['(1-3i)', '(2+2i)', '(5-3i)', '(6+6i)'] -> ((6+6i) * ((5-3i) - ((1-3i) + (2+2i))))
[257652] ['(1-3i)', '(2+2i)', '(5-3i)', '(7-7i)'] -> (((1-3i) - (5-3i)) + ((2+2i) * (7-7i)))
[257654] ['(1-3i)', '(2+2i)', '(5-3i)', '(7-i)'] -> (((1-3i) + (7-i)) + ((2+2i) * (5-3i)))
[257655] ['(1-3i)', '(2+2i)', '(5-3i)', '(7+5i)'] -> (((1-3i) * ((7+5i) - (5-3i))) - (2+2i))
[257660] ['(1-3i)', '(2+2i)', '(5-3i)', '(8+6i)'] -> ((2+2i) * ((5-3i) - ((8+6i) / (1-3i))))
[257661] ['(1-3i)', '(2+2i)', '(5-3i)', '(9-7i)'] -> (((2+2i) * (5-3i)) - ((1-3i) - (9-7i)))
[257662] ['(1-3i)', '(2+2i)', '(5-3i)', '(9+2i)'] -> (((9+2i) * ((1-3i) + (2+2i))) - (5-3i))
[257672] ['(1-3i)', '(2+2i)', '(5-2i)', '(7+6i)'] -> (((1-3i) * ((7+6i) - (5-2i))) - (2+2i))
[257679] ['(1-3i)', '(2+2i)', '(5-2i)', '(9-3i)'] -> ((2 - ((3+8i) * (6+8i))) / (2-3i))
[257692] ['(1-3i)', '(2+2i)', '(5-i)', '(7+7i)'] -> (((1-3i) * ((7+7i) - (5-i))) - (2+2i))
[257700] ['(1-3i)', '(2+2i)', '5', '(5+i)'] -> (((1-3i) - (2+2i)) + (5 * (5+i)))
[257703] ['(1-3i)', '(2+2i)', '5', '(6-6i)'] -> ((6-6i) + ((2+2i) * ((1-3i) + 5)))
[257713] ['(1-3i)', '(2+2i)', '5', '(7+8i)'] -> (((1-3i) * ((7+8i) - 5)) - (2+2i))
[257720] ['(1-3i)', '(2+2i)', '5', '(9+5i)'] -> ((9+5i) + (5 * ((1-3i) + (2+2i))))
[257722] ['(1-3i)', '(2+2i)', '(5+i)', '(6-6i)'] -> ((7-i) + ((9-8i) / ((3-5i) / (8-2i))))
[257724] ['(1-3i)', '(2+2i)', '(5+i)', '(6-2i)'] -> ((-i * 6) * ((5+2i) - (5-2i)))
[257726] ['(1-3i)', '(2+2i)', '(5+i)', '(7-8i)'] -> (((5+2i) * (-i + (5-2i))) - (7-5i))
[257732] ['(1-3i)', '(2+2i)', '(5+i)', '(7+9i)'] -> (((1-3i) * ((7+9i) - (5+i))) - (2+2i))
[257734] ['(1-3i)', '(2+2i)', '(5+i)', '(8-8i)'] -> ((8-8i) + ((2+2i) * ((1-3i) + (5+i))))
[257735] ['(1-3i)', '(2+2i)', '(5+i)', '(8-6i)'] -> (((1-3i) - (5+i)) + ((2+2i) * (8-6i)))
[257737] ['(1-3i)', '(2+2i)', '(5+i)', '(8+2i)'] -> ((8+2i) + ((5+i) * ((1-3i) + (2+2i))))
[257744] ['(1-3i)', '(2+2i)', '(5+2i)', '(6+4i)'] -> (((1-3i) * (6+4i)) + ((2+2i) * (5+2i)))
[257747] ['(1-3i)', '(2+2i)', '(5+2i)', '(7-i)'] -> ((-i - (7+4i)) + ((5-2i) * (5+3i)))
[257750] ['(1-3i)', '(2+2i)', '(5+2i)', '(7+3i)'] -> (((1-3i) + (7+3i)) * ((5+2i) - (2+2i)))
[257759] ['(1-3i)', '(2+2i)', '(5+3i)', '(6-4i)'] -> ((6-4i) + ((5+3i) * ((1-3i) + (2+2i))))
[257760] ['(1-3i)', '(2+2i)', '(5+3i)', '(6+i)'] -> ((5+3i) + ((6+i) * ((1-3i) + (2+2i))))
[257761] ['(1-3i)', '(2+2i)', '(5+3i)', '(6+2i)'] -> (((1-3i) + (5+3i)) * ((6+2i) - (2+2i)))
[257765] ['(1-3i)', '(2+2i)', '(5+3i)', '(8-6i)'] -> (6 * ((6-5i) - (-9i + (2+4i))))
[257768] ['(1-3i)', '(2+2i)', '(5+3i)', '(8+8i)'] -> (((1-3i) + (5+3i)) / ((2+2i) / (8+8i)))
[257771] ['(1-3i)', '(2+2i)', '(5+4i)', '(5+9i)'] -> (((1-3i) * (5+4i)) + ((2+2i) + (5+9i)))
[257782] ['(1-3i)', '(2+2i)', '(5+5i)', '6'] -> (6 * ((5+5i) + ((1-3i) - (2+2i))))
