[1] ['1/9', '1/9', '1/6', '3'] -> ((1/9 / 1/9) + 3) / 1/6
[8451] ['1/8', '5/9', '4/3', '7'] -> 7 / ((5/9 / 4/3) - 1/8)
[8452] ['1/9', '1/6', '2/3', '3'] -> (2/3 / 1/9) + (3 / 1/6)
[8453] ['1/8', '5/9', '4/3', '8'] -> 4/3 / (1/8 - (5/9 / 8))
[8454] ['1/8', '5/9', '5/3', '6'] -> (6 - (5/3 / 5/9)) / 1/8
[8455] ['1/8', '5/9', '9/5', '2'] -> ((5/9 * 9/5) + 2) / 1/8
[8456] ['1/8', '5/9', '9/5', '4'] -> (4 - (5/9 * 9/5)) / 1/8
[8457] ['1/8', '5/9', '9/4', '8'] -> ((8 / 9/4) - 5/9) / 1/8
[8458] ['1/9', '1/6', '2/3', '5'] -> (5 / 1/6) - (2/3 / 1/9)
[8459] ['1/8', '5/9', '7/3', '8'] -> (7/3 + 8) / (5/9 - 1/8)
[8460] ['1/8', '4/7', '5/4', '8'] -> (5/4 / 1/8) + (8 / 4/7)
[8461] ['1/8', '4/7', '9/7', '5'] -> 9/7 / ((1/8 * 5) - 4/7)
[8462] ['1/8', '4/7', '9/7', '8'] -> 9/7 / (1/8 - (4/7 / 8))
[8463] ['1/8', '4/7', '7/5', '5'] -> ((5 / 7/5) - 4/7) / 1/8
[8464] ['1/9', '1/6', '2/3', '6'] -> (2/3 + 6) / (1/6 + 1/9)
[8465] ['1/8', '4/7', '7/4', '2'] -> ((4/7 * 7/4) + 2) / 1/8
[8466] ['1/8', '4/7', '7/4', '4'] -> (4 - (4/7 * 7/4)) / 1/8
[8467] ['1/8', '4/7', '5/2', '7'] -> (4/7 * 7) + (5/2 / 1/8)
[8468] ['1/8', '4/7', '3', '9/2'] -> ((9/2 / 4/7) + 1/8) * 3
[8469] ['1/8', '4/7', '7/2', '4'] -> ((7/2 / 4/7) - 1/8) * 4
[8470] ['1/8', '4/7', '7/2', '5'] -> (5 - (4/7 * 7/2)) / 1/8
[8471] ['1/8', '4/7', '9/2', '6'] -> ((9/2 / 1/8) + 6) * 4/7
[8472] ['1/9', '1/6', '2/3', '8'] -> 8 / ((1/9 / 2/3) + 1/6)
[8473] ['1/8', '3/5', '3/5', '2'] -> ((3/5 / 3/5) + 2) / 1/8
[8474] ['1/8', '3/5', '3/5', '5'] -> 3/5 / ((1/8 * 5) - 3/5)
[8475] ['1/8', '3/5', '5/8', '6'] -> 6 / ((3/5 * 5/8) - 1/8)
[8476] ['1/8', '3/5', '3/4', '5'] -> 3/5 / ((3/4 / 5) - 1/8)
[8477] ['1/8', '3/5', '4/5', '6'] -> ((3/5 / 1/8) - 4/5) * 6
[8478] ['1/8', '3/5', '5/6', '2'] -> ((2 / 5/6) + 3/5) / 1/8
[8479] ['1/8', '3/5', '5/6', '9'] -> 9 / ((3/5 * 5/6) - 1/8)
[8480] ['1/8', '3/5', '1', '4/3'] -> ((1 / 3/5) + 4/3) / 1/8
[8481] ['1/8', '3/5', '6/5', '2'] -> ((2 * 6/5) + 3/5) / 1/8
[8482] ['1/8', '3/5', '6/5', '4'] -> ((3/5 / 1/8) + 6/5) * 4
[8483] ['1/8', '3/5', '6/5', '7'] -> ((3/5 * 7) - 6/5) / 1/8
[8484] ['1/8', '3/5', '6/5', '9'] -> 9 / ((3/5 / 6/5) - 1/8)
[8485] ['1/8', '3/5', '4/3', '8'] -> (4/3 / 1/8) + (8 / 3/5)
[8486] ['1/9', '1/6', '3/4', '6'] -> 6 / ((1/9 * 3/4) + 1/6)
[8487] ['1/8', '3/5', '7/5', '8'] -> ((3/5 + 7/5) / 1/8) + 8
[8488] ['1/8', '3/5', '7/5', '9'] -> 7/5 / (1/8 - (3/5 / 9))
[8489] ['1/8', '3/5', '8/5', '6'] -> 6 / ((3/5 / 8/5) - 1/8)
[8490] ['1/8', '3/5', '5/3', '2'] -> ((3/5 * 5/3) + 2) / 1/8
[8491] ['1/8', '3/5', '5/3', '6'] -> ((6 / 5/3) - 3/5) / 1/8
[8492] ['1/9', '1/6', '3/4', '8'] -> 8 / ((1/6 / 3/4) + 1/9)
[8493] ['1/8', '3/5', '7/4', '6'] -> (6 / 3/5) + (7/4 / 1/8)
[8494] ['1/8', '3/5', '9/5', '3'] -> 9/5 / ((3/5 / 3) - 1/8)
[8495] ['1/8', '3/5', '9/5', '5'] -> 5 / ((3/5 / 9/5) - 1/8)
[8496] ['1/8', '3/5', '5/2', '6'] -> ((6 / 5/2) + 3/5) / 1/8
[8497] ['1/8', '3/5', '5/2', '9'] -> ((9 / 5/2) - 3/5) / 1/8
[8498] ['1/8', '3/5', '4', '9/2'] -> ((9/2 / 1/8) + 4) * 3/5
[8499] ['1/9', '1/6', '7/9', '2'] -> ((7/9 / 1/6) - 2) / 1/9
[8500] ['1/8', '5/8', '5/8', '2'] -> ((5/8 / 5/8) + 2) / 1/8
[8501] ['1/8', '5/8', '5/8', '4'] -> (4 - (5/8 / 5/8)) / 1/8
[8502] ['1/8', '5/8', '2/3', '7'] -> 7 / ((2/3 * 5/8) - 1/8)
[8503] ['1/8', '5/8', '3/4', '4'] -> 3/4 / ((5/8 / 4) - 1/8)
[8504] ['1/8', '5/8', '4/5', '9'] -> 9 / ((4/5 * 5/8) - 1/8)
[8505] ['1/9', '1/6', '7/9', '5'] -> ((5 * 7/9) + 1/9) / 1/6
[8506] ['1/8', '5/8', '6/7', '7'] -> 6/7 / (1/8 - (5/8 / 7))
[8507] ['1/8', '5/8', '7/8', '8'] -> ((7/8 / 1/8) + 8) / 5/8
[8508] ['1/8', '5/8', '1', '5/4'] -> ((5/4 / 5/8) + 1) / 1/8
[8509] ['1/8', '5/8', '1', '7/5'] -> ((1 / 5/8) + 7/5) / 1/8
[8510] ['1/8', '5/8', '1', '7/4'] -> ((7/4 / 1/8) + 1) / 5/8
[8511] ['1/8', '5/8', '1', '9/4'] -> ((5/8 + 9/4) / 1/8) + 1
[8512] ['1/8', '5/8', '9/8', '8'] -> 9/8 / (1/8 - (5/8 / 8))
[8513] ['1/8', '5/8', '6/5', '9'] -> (6/5 / 1/8) + (9 / 5/8)
[8514] ['1/8', '5/8', '7/5', '8'] -> (7/5 / 1/8) + (8 / 5/8)
[8515] ['1/8', '5/8', '3/2', '3'] -> ((3/2 / 1/8) + 3) / 5/8
[8516] ['1/8', '5/8', '8/5', '4'] -> (4 - (5/8 * 8/5)) / 1/8
[8517] ['1/8', '5/8', '8/5', '5'] -> ((5 / 1/8) - 8/5) * 5/8
[8518] ['1/8', '5/8', '8/5', '7'] -> (7 / 5/8) + (8/5 / 1/8)
[8519] ['1/8', '5/8', '5/3', '6'] -> 6 / ((5/8 / 5/3) - 1/8)
[8520] ['1/8', '5/8', '7/4', '2'] -> ((2 * 5/8) + 7/4) / 1/8
[8521] ['1/8', '5/8', '7/4', '5'] -> ((5/8 + 7/4) / 1/8) + 5
[8522] ['1/8', '5/8', '9/5', '6'] -> (6 / 5/8) + (9/5 / 1/8)
[8523] ['1/8', '5/8', '2', '9/2'] -> 9/2 / ((5/8 / 2) - 1/8)
[8524] ['1/9', '1/6', '4/5', '2'] -> ((2 / 4/5) + 1/6) / 1/9
[8525] ['1/8', '5/8', '9/4', '3'] -> ((9/4 / 1/8) - 3) / 5/8
[8526] ['1/8', '5/8', '7/3', '8'] -> 8 / (5/8 - (1/8 * 7/3))
[8527] ['1/8', '5/8', '7/3', '9'] -> ((5/8 / 1/8) - 7/3) * 9
[8528] ['1/8', '5/8', '5/2', '3'] -> 3 / ((5/8 / 5/2) - 1/8)
[8529] ['1/8', '5/8', '5/2', '5'] -> ((5/2 / 1/8) - 5) / 5/8
[8530] ['1/8', '5/8', '5/2', '7'] -> (7 - (5/2 / 5/8)) / 1/8
[8531] ['1/8', '5/8', '8/3', '4'] -> ((5/8 / 1/8) + 4) * 8/3
[8532] ['1/8', '5/8', '8/3', '7'] -> 7 / (5/8 - (1/8 * 8/3))
[8533] ['1/8', '5/8', '7/2', '9'] -> ((5/8 + 7/2) / 1/8) - 9
[8534] ['1/8', '5/8', '9/2', '7'] -> ((9/2 - 5/8) / 1/8) - 7
[8535] ['1/8', '2/3', '2/3', '2'] -> ((2/3 / 2/3) + 2) / 1/8
[8536] ['1/8', '2/3', '5/7', '7'] -> 5/7 / (1/8 - (2/3 / 7))
[8537] ['1/8', '2/3', '3/4', '9'] -> 9 / ((2/3 * 3/4) - 1/8)
[8538] ['1/8', '2/3', '7/9', '6'] -> 2/3 / (7/9 - (1/8 * 6))
[8539] ['1/8', '2/3', '7/9', '8'] -> 2/3 / (1/8 - (7/9 / 8))
[8540] ['1/8', '2/3', '5/6', '4'] -> ((5/6 / 1/8) - 2/3) * 4
[8541] ['1/8', '2/3', '6/7', '2'] -> ((2 / 6/7) + 2/3) / 1/8
[8542] ['1/8', '2/3', '1', '3/2'] -> ((1 / 2/3) + 3/2) / 1/8
[8543] ['1/8', '2/3', '9/8', '7'] -> ((9/8 / 1/8) + 7) / 2/3
[8544] ['1/9', '1/6', '5/6', '3'] -> ((3 * 5/6) + 1/6) / 1/9
[8545] ['1/8', '2/3', '7/6', '2'] -> ((2 * 7/6) + 2/3) / 1/8
[8546] ['1/8', '2/3', '5/4', '6'] -> ((5/4 / 1/8) + 6) / 2/3
[8547] ['1/8', '2/3', '4/3', '9'] -> 9 / ((2/3 / 4/3) - 1/8)
[8548] ['1/8', '2/3', '3/2', '2'] -> ((2/3 * 3/2) + 2) / 1/8
[8549] ['1/8', '2/3', '3/2', '8'] -> (3/2 / 1/8) + (8 / 2/3)
[8550] ['1/8', '2/3', '8/5', '7'] -> 7 / ((2/3 / 8/5) - 1/8)
[8551] ['1/8', '2/3', '7/4', '2'] -> ((7/4 / 1/8) + 2) / 2/3
[8552] ['1/8', '2/3', '9/5', '8'] -> ((2/3 / 1/8) + 8) * 9/5
[8553] ['1/9', '1/6', '5/6', '6'] -> 6 / ((1/6 * 5/6) + 1/9)
[8554] ['1/8', '2/3', '9/4', '4'] -> (4 / 2/3) + (9/4 / 1/8)
[8555] ['1/8', '2/3', '9/4', '9'] -> (2/3 * 9) + (9/4 / 1/8)
[8556] ['1/8', '2/3', '7/3', '3'] -> 7/3 / ((2/3 / 3) - 1/8)
[8557] ['1/8', '2/3', '5/2', '4'] -> ((5/2 / 1/8) - 4) / 2/3
[8558] ['1/8', '2/3', '7/2', '6'] -> (7/2 / 1/8) - (2/3 * 6)
[8559] ['1/8', '2/3', '9/2', '5'] -> ((5 / 2/3) - 9/2) / 1/8
[8560] ['1/8', '2/3', '9/2', '6'] -> (6 - (2/3 * 9/2)) / 1/8
[8561] ['1/8', '2/3', '9/2', '8'] -> (9/2 / 1/8) - (8 / 2/3)
[8562] ['1/9', '1/6', '6/7', '2'] -> 2 / ((1/6 / 6/7) - 1/9)
[8563] ['1/8', '5/7', '5/7', '2'] -> ((5/7 / 5/7) + 2) / 1/8
[8564] ['1/8', '5/7', '5/7', '4'] -> (4 - (5/7 / 5/7)) / 1/8
[8565] ['1/8', '5/7', '6/7', '6'] -> 6/7 / ((1/8 * 6) - 5/7)
[8566] ['1/8', '5/7', '6/7', '8'] -> 6/7 / (1/8 - (5/7 / 8))
[8567] ['1/8', '5/7', '6/7', '9'] -> 5/7 / (1/8 - (6/7 / 9))
[8568] ['1/8', '5/7', '7/8', '2'] -> ((2 / 7/8) + 5/7) / 1/8
[8569] ['1/8', '5/7', '1', '8/5'] -> ((1 / 5/7) + 8/5) / 1/8
[8570] ['1/8', '5/7', '8/7', '8'] -> ((8/7 / 1/8) + 8) / 5/7
[8571] ['1/8', '5/7', '9/7', '4'] -> 9/7 / ((5/7 / 4) - 1/8)
[8572] ['1/8', '5/7', '9/7', '8'] -> ((5/7 + 9/7) / 1/8) + 8
[8573] ['1/8', '5/7', '7/5', '2'] -> ((5/7 * 7/5) + 2) / 1/8
[8574] ['1/9', '1/6', '7/8', '5'] -> 5 / (7/8 - (1/9 / 1/6))
[8575] ['1/8', '5/7', '7/5', '4'] -> (4 - (5/7 * 7/5)) / 1/8
[8576] ['1/8', '5/7', '8/5', '4'] -> ((4 / 1/8) + 8/5) * 5/7
[8577] ['1/8', '5/7', '8/5', '8'] -> (8 / 5/7) + (8/5 / 1/8)
[8578] ['1/8', '5/7', '7/4', '4'] -> ((4 / 7/4) + 5/7) / 1/8
[8579] ['1/8', '5/7', '7/4', '8'] -> ((5/7 / 1/8) + 8) * 7/4
[8580] ['1/8', '5/7', '7/3', '8'] -> (5/7 + 7/3) * (8 - 1/8)
[8581] ['1/8', '5/7', '7/2', '8'] -> ((8 / 7/2) + 5/7) / 1/8
[8582] ['1/8', '3/4', '3/4', '4'] -> (4 - (3/4 / 3/4)) / 1/8
[8583] ['1/8', '3/4', '3/4', '5'] -> ((3/4 * 5) - 3/4) / 1/8
[8584] ['1/8', '3/4', '3/4', '8'] -> 3/4 / (1/8 - (3/4 / 8))
[8585] ['1/8', '3/4', '1', '3/2'] -> ((3/2 / 3/4) + 1) / 1/8
[8586] ['1/8', '3/4', '1', '5/3'] -> ((1 / 3/4) + 5/3) / 1/8
[8587] ['1/8', '3/4', '1', '8/3'] -> ((3/4 * 8/3) + 1) / 1/8
[8588] ['1/9', '1/6', '8/9', '1'] -> 1 / (1/6 - (1/9 / 8/9))
[8589] ['1/8', '3/4', '1', '9/2'] -> 1 / ((3/4 / 9/2) - 1/8)
[8590] ['1/8', '3/4', '6/5', '5'] -> ((3/4 / 1/8) - 6/5) * 5
[8591] ['1/8', '3/4', '4/3', '2'] -> ((3/4 * 4/3) + 2) / 1/8
[8592] ['1/8', '3/4', '4/3', '4'] -> (4 - (3/4 * 4/3)) / 1/8
[8593] ['1/8', '3/4', '4/3', '5'] -> ((5 / 4/3) - 3/4) / 1/8
[8594] ['1/8', '3/4', '3/2', '2'] -> ((2 * 3/4) + 3/2) / 1/8
[8595] ['1/8', '3/4', '3/2', '5'] -> (5 - (3/2 / 3/4)) / 1/8
[8596] ['1/8', '3/4', '8/5', '6'] -> ((6 / 8/5) - 3/4) / 1/8
[8597] ['1/8', '3/4', '8/5', '9'] -> ((3/4 / 1/8) + 9) * 8/5
[8598] ['1/8', '3/4', '5/3', '8'] -> (5/3 / 1/8) + (8 / 3/4)
[8599] ['1/8', '3/4', '9/5', '7'] -> 7 / ((3/4 / 9/5) - 1/8)
[8600] ['1/8', '3/4', '9/4', '5'] -> 5 / ((3/4 / 9/4) - 1/8)
[8601] ['1/8', '3/4', '9/4', '7'] -> ((3/4 * 7) - 9/4) / 1/8
[8602] ['1/9', '1/9', '1', '8/5'] -> 1 / (1/9 - (1/9 / 8/5))
[8603] ['1/8', '3/4', '5/2', '3'] -> (3 / 3/4) + (5/2 / 1/8)
[8604] ['1/8', '3/4', '8/3', '3'] -> ((3/4 / 1/8) + 3) * 8/3
[8605] ['1/8', '3/4', '8/3', '5'] -> (5 - (3/4 * 8/3)) / 1/8
[8606] ['1/8', '3/4', '7/2', '4'] -> ((7/2 / 1/8) + 4) * 3/4
[8607] ['1/8', '3/4', '9/2', '6'] -> ((9/2 - 3/4) / 1/8) - 6
[8608] ['1/8', '3/4', '9/2', '7'] -> 7 / ((3/4 / 9/2) + 1/8)
[8609] ['1/9', '1/6', '8/9', '7'] -> 7 / ((1/9 / 8/9) + 1/6)
[8610] ['1/8', '7/9', '7/9', '2'] -> ((7/9 / 7/9) + 2) / 1/8
[8611] ['1/8', '7/9', '7/9', '4'] -> (4 - (7/9 / 7/9)) / 1/8
[8612] ['1/8', '7/9', '5/6', '9'] -> 7/9 / (1/8 - (5/6 / 9))
[8613] ['1/8', '4/5', '1', '8/5'] -> ((8/5 / 4/5) + 1) / 1/8
[8614] ['1/9', '1/6', '1', '9/8'] -> 1 / (1/6 - (1/9 * 9/8))
[8615] ['1/8', '4/5', '1', '7/4'] -> ((1 / 4/5) + 7/4) / 1/8
[8616] ['1/8', '4/5', '6/5', '8'] -> ((4/5 + 6/5) / 1/8) + 8
[8617] ['1/8', '4/5', '5/4', '2'] -> ((4/5 * 5/4) + 2) / 1/8
[8618] ['1/8', '4/5', '5/4', '4'] -> (4 - (4/5 * 5/4)) / 1/8
[8619] ['1/8', '4/5', '7/5', '8'] -> ((7/5 / 1/8) + 8) / 4/5
[8620] ['1/8', '4/5', '8/5', '3'] -> ((4/5 / 1/8) + 8/5) * 3
[8621] ['1/8', '4/5', '8/5', '9'] -> 9 / ((4/5 / 8/5) - 1/8)
[8622] ['1/8', '4/5', '5/3', '8'] -> ((4/5 / 1/8) + 8) * 5/3
[8623] ['1/8', '4/5', '7/4', '8'] -> (7/4 / 1/8) + (8 / 4/5)
[8624] ['1/8', '4/5', '9/5', '7'] -> 9/5 / ((1/8 * 7) - 4/5)
[8625] ['1/8', '4/5', '2', '7/2'] -> ((7/2 / 1/8) + 2) * 4/5
[8626] ['1/8', '4/5', '7/2', '5'] -> (7/2 / 1/8) - (4/5 * 5)
[8627] ['1/8', '7/9', '8/7', '4'] -> ((4 / 1/8) - 8/7) * 7/9
[8628] ['1/8', '7/9', '9/7', '2'] -> ((7/9 * 9/7) + 2) / 1/8
[8629] ['1/8', '7/9', '9/7', '4'] -> (4 - (7/9 * 9/7)) / 1/8
[8630] ['1/9', '1/6', '9/8', '7'] -> 7 / ((1/9 * 9/8) + 1/6)
[8631] ['1/8', '7/9', '4/3', '8'] -> ((4/3 / 1/8) + 8) / 7/9
[8632] ['1/8', '7/9', '5/3', '6'] -> ((6 * 7/9) - 5/3) / 1/8
[8633] ['1/8', '7/9', '9/5', '4'] -> ((4 / 9/5) + 7/9) / 1/8
[8634] ['1/8', '7/9', '2', '8/3'] -> ((2 / 1/8) + 8/3) / 7/9
[8635] ['1/8', '7/9', '9/4', '5'] -> ((5 / 9/4) + 7/9) / 1/8
[8636] ['1/8', '7/9', '7/3', '5'] -> 5 / ((7/9 / 7/3) - 1/8)
[8637] ['1/9', '1/6', '9/8', '9'] -> 9 / ((1/6 / 1/9) - 9/8)
[8638] ['1/8', '7/9', '7/3', '6'] -> (6 - (7/3 / 7/9)) / 1/8
[8639] ['1/8', '7/9', '7/3', '7'] -> 7/3 / ((1/8 * 7) - 7/9)
[8640] ['1/8', '7/9', '8/3', '4'] -> 4 / ((7/9 / 8/3) - 1/8)
[8641] ['1/8', '4/5', '4/5', '2'] -> ((4/5 / 4/5) + 2) / 1/8
[8642] ['1/8', '4/5', '4/5', '4'] -> (4 - (4/5 / 4/5)) / 1/8
[8643] ['1/8', '5/6', '5/6', '2'] -> ((5/6 / 5/6) + 2) / 1/8
[8644] ['1/8', '5/6', '5/6', '4'] -> (4 - (5/6 / 5/6)) / 1/8
[8645] ['1/8', '5/6', '1', '5/3'] -> ((5/3 / 5/6) + 1) / 1/8
[8646] ['1/8', '5/6', '1', '9/5'] -> ((1 / 5/6) + 9/5) / 1/8
[8647] ['1/8', '5/6', '7/6', '8'] -> ((5/6 + 7/6) / 1/8) + 8
[8648] ['1/8', '5/6', '6/5', '2'] -> ((5/6 * 6/5) + 2) / 1/8
[8649] ['1/8', '5/6', '6/5', '4'] -> (4 - (5/6 * 6/5)) / 1/8
[8650] ['1/8', '5/6', '4/3', '3'] -> ((5/6 / 1/8) + 4/3) * 3
[8651] ['1/8', '5/6', '4/3', '4'] -> ((4 - 5/6) / 1/8) - 4/3
[8652] ['1/9', '1/9', '1', '5/3'] -> (1 / 1/9) + (5/3 / 1/9)
[8653] ['1/8', '5/6', '3/2', '8'] -> ((3/2 / 1/8) + 8) / 5/6
[8654] ['1/8', '5/6', '5/3', '4'] -> ((5/3 + 5/6) / 1/8) + 4
[8655] ['1/8', '5/6', '5/3', '5'] -> (5 - (5/3 / 5/6)) / 1/8
[8656] ['1/8', '5/6', '5/3', '9'] -> 9 / ((5/6 / 5/3) - 1/8)
[8657] ['1/8', '5/6', '7/4', '6'] -> ((7/4 / 1/8) + 6) / 5/6
[8658] ['1/8', '5/6', '9/5', '4'] -> ((4 / 5/6) - 9/5) / 1/8
[8659] ['1/8', '5/6', '9/5', '8'] -> (8 / 5/6) + (9/5 / 1/8)
[8660] ['1/8', '5/6', '2', '9/4'] -> ((9/4 / 1/8) + 2) / 5/6
[8661] ['1/8', '5/6', '9/4', '4'] -> ((5/6 / 1/8) + 4) * 9/4
[8662] ['1/8', '5/6', '9/4', '5'] -> (5 / 5/6) + (9/4 / 1/8)
[8663] ['1/8', '5/6', '5/2', '6'] -> (6 - (5/2 / 5/6)) / 1/8
[8664] ['1/8', '5/6', '8/3', '6'] -> ((5/6 / 1/8) - 8/3) * 6
[8665] ['1/8', '1', '7/6', '7/3'] -> ((7/3 / 7/6) + 1) / 1/8
[8666] ['1/8', '1', '6/5', '5/3'] -> ((5/3 * 6/5) + 1) / 1/8
[8667] ['1/8', '1', '5/4', '8/5'] -> ((5/4 * 8/5) + 1) / 1/8
[8668] ['1/8', '1', '5/4', '8/3'] -> ((5/4 / 1/8) - 1) * 8/3
[8669] ['1/8', '1', '3/2', '7/3'] -> ((1 / 3/2) + 7/3) / 1/8
[8670] ['1/8', '1', '3/2', '8/3'] -> ((3/2 * 8/3) - 1) / 1/8
[8671] ['1/8', '1', '8/5', '7/4'] -> ((7/4 / 1/8) + 1) * 8/5
[8672] ['1/8', '1', '7/4', '7/2'] -> ((7/2 / 7/4) + 1) / 1/8
[8673] ['1/9', '1/8', '4/9', '3'] -> 3 / ((1/9 / 4/9) - 1/8)
[8674] ['1/8', '1', '9/4', '8/3'] -> ((1 / 1/8) + 8/3) * 9/4
[8675] ['1/8', '1', '9/4', '9/2'] -> ((9/2 / 9/4) + 1) / 1/8
[8676] ['1/8', '1', '7/3', '9/2'] -> 7/3 / ((1 / 9/2) - 1/8)
[8677] ['1/8', '1', '8/3', '9/2'] -> ((1 / 1/8) - 8/3) * 9/2
[8678] ['1/8', '9/8', '9/8', '2'] -> ((9/8 / 9/8) + 2) / 1/8
[8679] ['1/8', '9/8', '9/8', '4'] -> (4 - (9/8 / 9/8)) / 1/8
[8680] ['1/8', '9/8', '9/8', '6'] -> ((9/8 + 9/8) / 1/8) + 6
[8681] ['1/9', '1/8', '4/9', '4'] -> 4 / ((1/8 * 4/9) + 1/9)
[8682] ['1/8', '9/8', '5/4', '5'] -> ((5/4 + 9/8) / 1/8) + 5
[8683] ['1/8', '9/8', '4/3', '9'] -> ((9/8 / 1/8) + 9) * 4/3
[8684] ['1/8', '7/8', '7/8', '2'] -> ((7/8 / 7/8) + 2) / 1/8
[8685] ['1/8', '7/8', '7/8', '4'] -> (4 - (7/8 / 7/8)) / 1/8
[8686] ['1/8', '7/8', '1', '7/4'] -> ((7/4 / 7/8) + 1) / 1/8
[8687] ['1/8', '7/8', '1', '9/4'] -> ((7/8 + 9/4) / 1/8) - 1
[8688] ['1/8', '7/8', '1', '5/2'] -> ((5/2 / 1/8) + 1) / 7/8
[8689] ['1/8', '7/8', '1', '7/2'] -> ((7/2 / 7/8) - 1) / 1/8
[8690] ['1/8', '7/8', '9/8', '8'] -> ((7/8 + 9/8) / 1/8) + 8
[8691] ['1/8', '7/8', '8/7', '2'] -> ((7/8 * 8/7) + 2) / 1/8
[8692] ['1/8', '7/8', '8/7', '4'] -> (4 - (7/8 * 8/7)) / 1/8
[8693] ['1/8', '7/8', '6/5', '5'] -> 6/5 / ((7/8 / 5) - 1/8)
[8694] ['1/8', '7/8', '5/4', '2'] -> ((2 * 7/8) + 5/4) / 1/8
[8695] ['1/8', '7/8', '5/4', '7'] -> ((5/4 + 7/8) / 1/8) + 7
[8696] ['1/8', '7/8', '3/2', '5'] -> ((3/2 + 7/8) / 1/8) + 5
[8697] ['1/8', '7/8', '8/5', '8'] -> ((7/8 / 1/8) + 8) * 8/5
[8698] ['1/8', '7/8', '7/4', '3'] -> ((7/4 + 7/8) / 1/8) + 3
[8699] ['1/8', '7/8', '7/4', '5'] -> (5 - (7/4 / 7/8)) / 1/8
[8700] ['1/8', '7/8', '7/4', '7'] -> ((7/4 / 1/8) + 7) / 7/8
[8701] ['1/8', '7/8', '7/4', '9'] -> 9 / ((7/8 / 7/4) - 1/8)
[8702] ['1/8', '7/8', '9/4', '3'] -> ((9/4 / 1/8) + 3) / 7/8
[8703] ['1/8', '7/8', '9/4', '4'] -> 9/4 / ((7/8 / 4) - 1/8)
[8704] ['1/8', '7/8', '9/4', '6'] -> ((6 * 7/8) - 9/4) / 1/8
[8705] ['1/9', '1/9', '9/8', '3'] -> 3 / (9/8 - (1/9 / 1/9))
[8706] ['1/9', '1/8', '5/9', '1'] -> 1 / (1/9 - (1/8 * 5/9))
[8707] ['1/8', '7/8', '7/3', '6'] -> 6 / ((7/8 / 7/3) - 1/8)
[8708] ['1/8', '7/8', '5/2', '3'] -> ((5/2 + 7/8) / 1/8) - 3
[8709] ['1/8', '7/8', '7/2', '9'] -> 9 / ((7/8 / 7/2) + 1/8)
[8710] ['1/8', '5/6', '9/2', '9'] -> ((5/6 * 9) - 9/2) / 1/8
[8711] ['1/8', '6/7', '6/7', '2'] -> ((6/7 / 6/7) + 2) / 1/8
[8712] ['1/8', '6/7', '1', '7/3'] -> ((6/7 * 7/3) + 1) / 1/8
[8713] ['1/8', '6/7', '9/8', '7'] -> 6/7 / ((9/8 / 7) - 1/8)
[8714] ['1/8', '6/7', '8/7', '2'] -> ((2 + 6/7) / 1/8) + 8/7
[8715] ['1/8', '6/7', '8/7', '3'] -> ((6/7 / 1/8) + 8/7) * 3
[8716] ['1/8', '6/7', '8/7', '8'] -> ((6/7 + 8/7) / 1/8) + 8
[8717] ['1/8', '6/7', '7/6', '2'] -> ((6/7 * 7/6) + 2) / 1/8
[8718] ['1/8', '6/7', '7/6', '4'] -> (4 - (6/7 * 7/6)) / 1/8
[8719] ['1/8', '6/7', '9/7', '5'] -> ((5 * 6/7) - 9/7) / 1/8
[8720] ['1/8', '6/7', '9/7', '8'] -> 6/7 / ((9/7 / 8) - 1/8)
[8721] ['1/8', '6/7', '5/3', '4'] -> ((4 / 6/7) - 5/3) / 1/8
[8722] ['1/8', '6/7', '9/4', '7'] -> (6/7 * 7) + (9/4 / 1/8)
[8723] ['1/8', '6/7', '7/3', '9'] -> ((9 / 7/3) - 6/7) / 1/8
[8724] ['1/8', '6/7', '5/2', '8'] -> ((5/2 / 1/8) + 8) * 6/7
[8725] ['1/8', '6/7', '7/2', '6'] -> (6 - (6/7 * 7/2)) / 1/8
[8726] ['1/8', '8/9', '1', '9/4'] -> ((8/9 * 9/4) + 1) / 1/8
[8727] ['1/8', '8/9', '1', '7/2'] -> ((7/2 / 1/8) - 1) * 8/9
[8728] ['1/8', '8/9', '1', '9/2'] -> ((8/9 * 9/2) - 1) / 1/8
[8729] ['1/8', '8/9', '9/8', '2'] -> ((8/9 * 9/8) + 2) / 1/8
[8730] ['1/8', '8/9', '9/8', '4'] -> (4 - (8/9 * 9/8)) / 1/8
[8731] ['1/8', '8/9', '9/7', '5'] -> ((5 / 9/7) - 8/9) / 1/8
[8732] ['1/8', '8/9', '5/3', '8'] -> ((5/3 / 1/8) + 8) / 8/9
[8733] ['1/8', '8/9', '9/5', '7'] -> ((7 / 9/5) - 8/9) / 1/8
[8734] ['1/8', '8/9', '9/4', '5'] -> (5 - (8/9 * 9/4)) / 1/8
[8735] ['1/8', '8/9', '9/4', '9'] -> ((9/4 / 1/8) + 9) * 8/9
[8736] ['1/8', '8/9', '7/3', '4'] -> 7/3 / ((8/9 / 4) - 1/8)
[8737] ['1/8', '8/9', '5/2', '7'] -> ((5/2 / 1/8) + 7) * 8/9
[8738] ['1/8', '8/9', '8/3', '5'] -> 5 / ((8/9 / 8/3) - 1/8)
[8739] ['1/8', '8/9', '8/3', '6'] -> (6 - (8/3 / 8/9)) / 1/8
