[71609] ['5/9', '5/8', '8/5', '9', '9'] -> (8/5 + ((9 + (5/9 * 9)) / 5/8))
[78221] ['2/5', '1', '7/5', '9/5', '5'] -> ((7/5 + 9/5) * (5 + (1 / 2/5)))
[78222] ['1/7', '2/7', '1', '9/5', '3'] -> ((9/5 + 3) / (1/7 / (1 - 2/7)))
[78223] ['5/6', '5/6', '8/5', '6', '6'] -> ((6 + 6) / ((5/6 * 8/5) - 5/6))
[78224] ['1/4', '2/3', '5/7', '7', '7'] -> ((5/7 / (2/3 - 1/4)) * (7 + 7))
[78225] ['1/8', '4/3', '7/5', '4', '7'] -> ((7 / 7/5) / ((4/3 / 4) - 1/8))
[78226] ['1', '9/7', '4/3', '3/2', '9'] -> ((1 + 9/7) * ((4/3 * 9) - 3/2))
[78227] ['1', '7/6', '7/5', '9/2', '7'] -> ((7/5 + 7) * ((9/2 / 7/6) - 1))
[78228] ['2/5', '1', '7/5', '9/4', '5'] -> ((7/5 + 5) * (9/4 / (1 - 2/5)))
[78229] ['1/7', '1', '9/4', '9/2', '7'] -> ((9/4 / 9/2) * ((7 / 1/7) - 1))
[78230] ['5/6', '5/6', '7/4', '6', '6'] -> ((6 + (5/6 / 5/6)) / (7/4 / 6))
[78231] ['1/9', '5/8', '5/8', '5', '7'] -> (7 + ((5 + (5/8 / 1/9)) / 5/8))
[78232] ['5/7', '7/9', '9/7', '9', '9'] -> ((7/9 + (5/7 / 9/7)) * (9 + 9))
[78233] ['1/4', '2/3', '7/9', '7', '7'] -> (2/3 / ((1/4 + 7/9) - (7 / 7)))
[78234] ['2/5', '1', '7/5', '7/3', '5'] -> ((5 / ((7/5 / 7/3) - 2/5)) - 1)
[78235] ['5/8', '1', '9/7', '7/5', '2'] -> (9/7 / ((1 / 2) - (5/8 / 7/5)))
[78236] ['1/4', '1/3', '9/7', '2', '4'] -> ((4 + (1/3 * 2)) / (1/4 / 9/7))
[78237] ['1', '7/6', '3/2', '9/5', '7'] -> ((1 + 7) / (7/6 - (3/2 / 9/5)))
[78238] ['5/8', '1', '9/7', '3/2', '2'] -> (1 / (5/8 - (3/2 / (9/7 * 2))))
[78239] ['1/9', '5/8', '2/3', '5', '7'] -> (7 / ((1/9 / 2/3) + (5/8 / 5)))
[78240] ['5/6', '5/6', '9/2', '6', '6'] -> (6 / ((5/6 / 5/6) - (9/2 / 6)))
[78241] ['1/7', '1', '7/3', '9/2', '7'] -> ((9/2 * (1/7 + 1)) * (7 - 7/3))
[78242] ['7/8', '1', '1', '4/3', '7/5'] -> ((1 / 7/8) / (1 - (4/3 / 7/5)))
[78243] ['1/4', '2/3', '6/7', '7', '7'] -> ((7 / 1/4) - (7 * (2/3 * 6/7)))
[78244] ['2/5', '1', '3/2', '3/2', '5'] -> (3/2 + ((1 + 5) / (2/5 / 3/2)))
[78245] ['1/7', '1/3', '3/5', '1', '3'] -> ((3/5 + 3) * ((1 / 1/7) - 1/3))
[78246] ['2/9', '4/7', '8/3', '4', '4'] -> (((4 + (8/3 / 2/9)) / 4/7) - 4)
[78247] ['1/4', '2/3', '8/7', '7', '7'] -> (2/3 * ((8/7 * 7) + (7 / 1/4)))
[78248] ['5/9', '5/9', '7/4', '2', '2'] -> (2 / (7/4 - (5/9 + (5/9 * 2))))
[78249] ['5/7', '7/9', '8/5', '9', '9'] -> (8/5 + ((9 + (7/9 * 9)) / 5/7))
[78250] ['1', '9/7', '4/3', '7/2', '9'] -> (9 * ((1 + 9/7) + (4/3 / 7/2)))
[78251] ['1/8', '7/5', '9/4', '4', '7'] -> (7 / ((9/4 / (7/5 + 4)) - 1/8))
[78252] ['1/4', '2/3', '7/6', '7', '7'] -> ((7 / 1/4) - (7 * (2/3 / 7/6)))
[78253] ['2/9', '3/5', '3/5', '4', '4'] -> (4 / (2/9 * (3/5 + (3/5 / 4))))
[78254] ['7/8', '1', '1', '4/3', '7/3'] -> (1 / ((7/8 / 7/3) + (1 - 4/3)))
[78255] ['1/7', '1/3', '4/5', '1', '3'] -> ((3 + (1 / 1/7)) / (1/3 / 4/5))
[78256] ['1/4', '3/8', '4/7', '2', '4'] -> ((2 / (4/7 * (3/8 - 1/4))) - 4)
[78257] ['5/6', '6/7', '7/6', '6', '6'] -> (6 * ((5/6 * 6) - (6/7 * 7/6)))
[78258] ['2/5', '5/7', '1', '9/7', '6'] -> (6 * (((5/7 + 9/7) / 2/5) - 1))
[78259] ['1', '7/6', '8/5', '9/4', '7'] -> ((7 / (8/5 * (7/6 - 1))) - 9/4)
[78260] ['1/6', '1/6', '1/6', '1', '7'] -> ((7 - (1 / (1/6 + 1/6))) / 1/6)
[78261] ['5/7', '7/9', '7/4', '9', '9'] -> ((7/9 * 9) + (7/4 * (5/7 + 9)))
[78262] ['1/4', '2/3', '9/7', '7', '7'] -> ((9/7 + 7) / (1/4 + (2/3 / 7)))
[78263] ['1/7', '1/3', '1', '6/5', '3'] -> ((6/5 * 3) * ((1 / 1/7) - 1/3))
[78264] ['1/6', '1/6', '1/5', '1', '7'] -> (((1/6 + (1 / 1/5)) / 1/6) - 7)
[78265] ['5/8', '1', '9/7', '2', '5/2'] -> (9/7 / (5/8 - (2 / (1 + 5/2))))
[78266] ['1', '7/6', '8/5', '8/3', '7'] -> (8/5 * ((7 / (7/6 / 8/3)) - 1))
[78267] ['2/9', '3/5', '5/7', '4', '4'] -> (((4 / (3/5 * 5/7)) - 4) / 2/9)
[78268] ['1/9', '5/8', '7/8', '5', '7'] -> ((5 * (7 - 5/8)) - (7/8 / 1/9))
[78269] ['1/4', '2/3', '7/5', '7', '7'] -> ((7 + 7) / (7/5 * (2/3 - 1/4)))
[78270] ['5/8', '1', '9/7', '2', '8/3'] -> (1 / (5/8 - (2 / (9/7 * 8/3))))
[78271] ['5/9', '5/9', '2', '2', '8/3'] -> (8/3 / ((5/9 + 5/9) - (2 / 2)))
[78272] ['5/7', '7/9', '9/4', '9', '9'] -> (7/9 * (9 + (9/4 * (5/7 + 9))))
[78273] ['1/6', '1/6', '4/9', '1', '7'] -> ((4/9 / (1/6 * 1/6)) + (1 + 7))
[78274] ['1/9', '5/8', '9/8', '5', '7'] -> ((5 + 7) / (5/8 - (1/9 * 9/8)))
[78275] ['2/5', '1', '5/3', '9/4', '5'] -> ((5/3 * 9/4) * (5 + (2/5 + 1)))
[78276] ['2/5', '5/7', '1', '3/2', '6'] -> ((2/5 * 6) / (3/2 - (1 / 5/7)))
[78277] ['2/9', '3/5', '7/9', '4', '4'] -> ((4 + 4) / (3/5 * (7/9 - 2/9)))
[78278] ['5/6', '6/7', '7/5', '6', '6'] -> ((5/6 * 6) * (6 - (6/7 * 7/5)))
[78279] ['1', '9/7', '7/5', '7/3', '9'] -> ((1 + 7/3) * (9 - (9/7 * 7/5)))
[78280] ['7/8', '1', '1', '7/5', '3/2'] -> (1 / ((1 / 3/2) - (7/8 / 7/5)))
[78281] ['1/4', '2/3', '7/4', '7', '7'] -> (((1/4 + 7/4) + (7 + 7)) / 2/3)
[78282] ['1/6', '1/6', '3/5', '1', '7'] -> (3/5 * (((7 - 1/6) / 1/6) - 1))
[78283] ['1/7', '1/3', '1', '9/5', '3'] -> ((3 - 1/7) / (1/3 / (1 + 9/5)))
[78284] ['2/5', '5/7', '1', '5/3', '6'] -> ((2/5 + 6) / (5/3 - (1 / 5/7)))
[78285] ['5/6', '6/7', '9/5', '6', '6'] -> ((5/6 * (6/7 + 6)) * (6 - 9/5))
[78286] ['1/9', '5/8', '7/6', '5', '7'] -> (5 / (7 - (7/6 + (5/8 / 1/9))))
[78287] ['1/6', '1/6', '7/9', '1', '7'] -> (((7 / 7/9) - 1) / (1/6 + 1/6))
[78288] ['5/8', '1', '4/3', '9/5', '2'] -> (1 / (2 - (5/8 * (4/3 + 9/5))))
[78289] ['5/6', '6/7', '9/4', '6', '6'] -> ((6/7 + 6) * (5/6 + (6 / 9/4)))
[78290] ['1', '9/7', '7/5', '8/3', '9'] -> ((7/5 * (9/7 + 9)) * (8/3 - 1))
[78291] ['1/8', '8/5', '7/2', '4', '7'] -> (((7/2 / 7) + (4 / 8/5)) / 1/8)
[78292] ['1/9', '5/8', '5/4', '5', '7'] -> ((1/9 + 7) * ((5 / 5/4) - 5/8))
[78293] ['5/6', '6/7', '5/2', '6', '6'] -> (6 * ((6 / 6/7) - (5/2 / 5/6)))
[78294] ['1/4', '5/7', '5/7', '7', '7'] -> (7 * (7 - (5/7 + (5/7 / 1/4))))
[78295] ['7/8', '1', '1', '7/5', '7/3'] -> (1 / (((7/3 - 7/8) / 7/5) - 1))
[78296] ['1/8', '5/3', '7/4', '4', '7'] -> (4 / ((5/3 / 7) - (1/8 / 7/4)))
[78297] ['1/6', '1/6', '8/9', '1', '7'] -> ((8/9 / (1/6 * 1/6)) - (1 + 7))
[78298] ['5/9', '4/7', '2/3', '2', '2'] -> (2/3 / ((2 / 2) - (5/9 / 4/7)))
[78299] ['2/5', '5/7', '1', '5/2', '6'] -> ((5/2 * (5/7 + 1)) * (6 - 2/5))
[78300] ['5/6', '7/8', '7/8', '6', '6'] -> (6 * ((5/6 * 6) - (7/8 / 7/8)))
[78301] ['1', '7/6', '9/5', '9/5', '7'] -> ((9/5 + 7) / ((1 + 7/6) - 9/5))
[78302] ['1/6', '1/6', '1', '9/8', '7'] -> ((1 / 1/6) / (7 - (9/8 / 1/6)))
[78303] ['1', '9/7', '3/2', '5/3', '9'] -> ((9/7 + 9) * (5/3 + (1 / 3/2)))
[78304] ['1/4', '2/5', '7/6', '2', '4'] -> ((2 + (7/6 / 1/4)) * (4 - 2/5))
[78305] ['7/8', '1', '1', '7/5', '8/3'] -> (1 / (8/3 - (7/5 * (7/8 + 1))))
[78306] ['5/7', '4/5', '6/7', '9', '9'] -> (((6/7 / 5/7) + (9 + 9)) / 4/5)
[78307] ['1/9', '5/8', '3/2', '5', '7'] -> (7 / ((1/9 * 3/2) + (5/8 / 5)))
[78308] ['1', '7/6', '9/5', '9/4', '7'] -> ((7 / 7/6) / ((9/4 / 9/5) - 1))
[78309] ['1/8', '5/3', '7/2', '4', '7'] -> (7 / (4 - (7/2 + (1/8 * 5/3))))
[78310] ['5/8', '1', '7/5', '2', '7/3'] -> (1 / ((7/3 * (5/8 * 7/5)) - 2))
[78311] ['1/6', '1/6', '1', '6/5', '7'] -> (6/5 * ((7 / (1/6 + 1/6)) - 1))
[78312] ['5/9', '4/7', '7/9', '2', '2'] -> (2 / (2 - (5/9 + (7/9 / 4/7))))
[78313] ['1/8', '5/3', '4', '9/2', '7'] -> (7 / (9/2 - (4 + (1/8 * 5/3))))
[78314] ['1/9', '5/8', '8/5', '5', '7'] -> (7 + (8/5 * (5 + (5/8 / 1/9))))
[78315] ['1/7', '3/8', '4/5', '1', '3'] -> ((3 / 1/7) / ((1 / 4/5) - 3/8))
[78316] ['1/6', '1/6', '1', '9/7', '7'] -> (((9/7 * 7) - 1) / (1/6 + 1/6))
[78317] ['1/4', '5/7', '8/9', '7', '7'] -> (8/9 * (7 + (7 / (1/4 / 5/7))))
[78318] ['2/5', '3/4', '7/9', '1', '6'] -> (((6 / 2/5) - 1) / (3/4 * 7/9))
[78319] ['2/9', '3/5', '5/3', '4', '4'] -> ((2/9 + (5/3 / 3/5)) * (4 + 4))
[78320] ['5/8', '1', '7/5', '2', '8/3'] -> ((1 / 5/8) / (7/5 - (8/3 / 2)))
[78321] ['5/7', '4/5', '8/9', '9', '9'] -> ((9 + (9 / 5/7)) / (4/5 / 8/9))
[78322] ['1/6', '1/6', '1', '7/5', '7'] -> ((7 / (1/6 * 7/5)) - (1 / 1/6))
[78323] ['5/6', '7/8', '8/5', '6', '6'] -> (6 * (7/8 + (6 * (5/6 / 8/5))))
[78324] ['1/9', '5/8', '7/4', '5', '7'] -> (7 / (1/9 * (5 - (5/8 + 7/4))))
[78325] ['1/4', '5/7', '9/8', '7', '7'] -> ((7 + (7 / (1/4 / 5/7))) / 9/8)
[78326] ['1/8', '9/5', '9/4', '4', '7'] -> (((9/4 / 9/5) + (7 / 4)) / 1/8)
[78327] ['1', '7/6', '9/5', '8/3', '7'] -> ((9/5 * 8/3) * ((7 / 7/6) - 1))
[78328] ['5/7', '4/5', '9/8', '9', '9'] -> ((9 + (9 / 5/7)) / (4/5 * 9/8))
[78329] ['1', '9/7', '8/5', '9/5', '9'] -> ((8/5 + (9/5 / 9/7)) * (9 - 1))
[78330] ['1/6', '1/6', '1', '8/5', '7'] -> (7 / ((1 / 8/5) - (1/6 + 1/6)))
[78331] ['5/6', '7/8', '9/5', '6', '6'] -> ((6 - 9/5) * (6 * (5/6 / 7/8)))
[78332] ['1/4', '5/7', '7/6', '7', '7'] -> ((7 + 7) / ((5/7 * 7/6) - 1/4))
[78333] ['5/8', '1', '7/5', '2', '9/2'] -> (9/2 / (5/8 * (1 - (7/5 / 2))))
[78334] ['1/4', '3/7', '3/5', '2', '4'] -> (((4 / 3/7) - (2 / 3/5)) / 1/4)
[78335] ['1/8', '9/5', '7/3', '4', '7'] -> (7/3 + ((7 + (4 / 1/8)) / 9/5))
[78336] ['5/6', '7/8', '7/3', '6', '6'] -> ((6 - (7/3 / 7/8)) / (5/6 / 6))
[78337] ['1/7', '3/8', '1', '8/5', '3'] -> (8/5 * ((1 / 1/7) + (3 / 3/8)))
[78338] ['2/5', '1', '7/3', '7/3', '5'] -> ((2/5 + 5) * ((7/3 * 7/3) - 1))
[78339] ['1', '9/7', '8/5', '7/3', '9'] -> (9 / ((9/7 / 8/5) - (1 / 7/3)))
[78340] ['5/8', '1', '3/2', '5/3', '2'] -> (1 / ((3/2 - 5/8) - (5/3 / 2)))
[78341] ['1', '7/6', '9/4', '9/4', '7'] -> (9/4 + (7 * (9/4 + (1 / 7/6))))
[78342] ['2/9', '3/5', '8/3', '4', '4'] -> (((8/3 - 4) + (4 / 3/5)) / 2/9)
[78343] ['1/4', '3/7', '8/9', '2', '4'] -> (4 / (3/7 * (8/9 - (1/4 * 2))))
[78344] ['2/5', '3/4', '1', '7/4', '6'] -> (6 * ((7/4 / (3/4 - 2/5)) - 1))
[78345] ['2/9', '3/5', '7/2', '4', '4'] -> ((4 / 3/5) / (4 - (2/9 + 7/2)))
[78346] ['1/4', '5/7', '3/2', '7', '7'] -> (7 * (3/2 + (1/4 * (5/7 + 7))))
[78347] ['1/9', '2/3', '5/7', '5', '7'] -> ((7 * (5 - 5/7)) - (2/3 / 1/9))
[78348] ['1/4', '3/7', '9/8', '2', '4'] -> (4 / ((2 / 3/7) - (9/8 / 1/4)))
[78349] ['1/8', '7/3', '5/2', '4', '7'] -> (4 / ((7/3 / (1/8 * 7)) - 5/2))
[78350] ['2/9', '3/5', '4', '4', '9/2'] -> ((4 / 3/5) / (9/2 - (2/9 + 4)))
[78351] ['1/4', '5/7', '8/5', '7', '7'] -> ((5/7 * 8/5) * ((7 / 1/4) - 7))
[78352] ['2/5', '1', '5/2', '7/2', '5'] -> ((5/2 - 1) * (7/2 + (5 / 2/5)))
[78353] ['1/6', '1/5', '2/7', '1', '7'] -> ((1/5 + 7) * ((1 / 2/7) - 1/6))
[78354] ['5/7', '4/5', '4/3', '9', '9'] -> ((4/5 * 9) + (9 / (5/7 / 4/3)))
[78355] ['1', '7/6', '5/2', '5/2', '7'] -> ((5/2 - (1 - 5/2)) / (7/6 / 7))
[78356] ['1', '9/7', '5/3', '9/5', '9'] -> ((5/3 * 9/5) * (1 + (9 / 9/7)))
[78357] ['1/4', '5/7', '5/3', '7', '7'] -> ((7 + 7) / (5/3 * (1/4 / 5/7)))
[78358] ['1', '7/6', '5/2', '9/2', '7'] -> (((9/2 * 7) - (1 + 5/2)) / 7/6)
[78359] ['1/4', '5/7', '9/5', '7', '7'] -> ((7 / 5/7) + (7 + (9/5 / 1/4)))
[78360] ['1/7', '1/7', '2/9', '4', '7'] -> ((4 / 2/9) + (7 - (1/7 / 1/7)))
[78361] ['1', '9/7', '7/4', '7/4', '9'] -> ((7/4 * (9/7 + 9)) / (7/4 - 1))
[78362] ['1/7', '2/5', '4/9', '1', '3'] -> (((3 / (2/5 - 1/7)) - 1) / 4/9)
[78363] ['5/8', '1', '8/5', '9/5', '2'] -> ((1 + 2) / (5/8 * (9/5 - 8/5)))
[78364] ['5/9', '4/7', '4/3', '2', '2'] -> (4/3 / (2 - (2 * (5/9 / 4/7))))
[78365] ['2/5', '7/9', '5/6', '1', '6'] -> ((5/6 * (2/5 + 6)) / (1 - 7/9))
[78366] ['5/7', '4/5', '8/5', '9', '9'] -> ((9 / 5/7) + (9 + (4/5 + 8/5)))
[78367] ['2/9', '5/8', '3/4', '4', '4'] -> (((4 / 2/9) - (3/4 * 4)) / 5/8)
[78368] ['1/9', '2/3', '6/5', '5', '7'] -> (5 * ((1/9 * 6/5) + (2/3 * 7)))
[78369] ['1', '6/5', '6/5', '9/7', '7'] -> ((6/5 + 6/5) * (1 + (9/7 * 7)))
[78370] ['1/4', '5/7', '5/2', '7', '7'] -> ((7 * (5/7 + 7)) / (5/2 - 1/4))
[78371] ['1/7', '1/7', '4/9', '4', '7'] -> (4/9 * (4 + ((1/7 + 7) / 1/7)))
[78372] ['1', '9/7', '7/4', '9/4', '9'] -> ((7/4 + 9/4) * ((9 / 9/7) - 1))
[78373] ['2/5', '7/9', '6/7', '1', '6'] -> ((1 + (6 / 2/5)) / (7/9 * 6/7))
[78374] ['2/9', '5/8', '4/5', '4', '4'] -> ((4 / (2/9 * 5/8)) - (4/5 + 4))
[78375] ['1', '6/5', '6/5', '5/3', '7'] -> ((5/3 * (6/5 + 6/5)) * (7 - 1))
[78376] ['1/7', '2/5', '5/8', '1', '3'] -> ((3 / (1/7 * 5/8)) / (2/5 + 1))
[78377] ['5/7', '4/5', '5/3', '9', '9'] -> (4/5 * (9 + (9 / (5/7 / 5/3))))
[78378] ['1/6', '1/5', '7/9', '1', '7'] -> (((7 / 7/9) - (1 / 1/5)) / 1/6)
[78379] ['2/9', '5/8', '5/6', '4', '4'] -> ((4 / (2/9 * 5/8)) - (4 / 5/6))
[78380] ['5/6', '9/8', '5/4', '6', '6'] -> ((6 - (5/4 / 5/6)) / (9/8 / 6))
[78381] ['5/8', '1', '8/5', '2', '8/3'] -> (8/5 / (((8/3 - 2) / 5/8) - 1))
[78382] ['1/4', '3/4', '7/9', '7', '7'] -> (((7 / 1/4) - (7 / 3/4)) / 7/9)
[78383] ['5/6', '9/8', '9/7', '6', '6'] -> ((6 / 6) / ((9/8 / 9/7) - 5/6))
[78384] ['1/4', '4/9', '5/8', '2', '4'] -> (4 / (4/9 - (5/8 / (1/4 + 2))))
[78385] ['3/7', '3/7', '7/9', '1', '5'] -> (((3/7 + 5) / (1 - 7/9)) - 3/7)
[78386] ['1/7', '2/5', '3/4', '1', '3'] -> ((3 / 1/7) / ((3/4 / 2/5) - 1))
[78387] ['5/6', '9/8', '7/5', '6', '6'] -> ((6 / 6) / ((5/6 * 7/5) - 9/8))
[78388] ['5/8', '1', '8/5', '2', '9/2'] -> ((9/2 / (5/8 / 2)) / (8/5 - 1))
[78389] ['7/8', '1', '1', '5/3', '7/2'] -> (1 / ((7/8 + 1) + (5/3 - 7/2)))
[78390] ['1', '6/5', '6/5', '8/3', '7'] -> (8/3 * ((1 + 7) + (6/5 / 6/5)))
[78391] ['1/6', '1/5', '8/9', '1', '7'] -> (7 / ((1 / 8/9) - (1/6 / 1/5)))
[78392] ['1/7', '1/7', '2/3', '4', '7'] -> (2/3 * (7 + ((1/7 + 4) / 1/7)))
[78393] ['2/9', '5/8', '6/5', '4', '4'] -> ((4 / (2/9 * 5/8)) - (6/5 * 4))
[78394] ['1/7', '2/5', '6/7', '1', '3'] -> (((6/7 / 2/5) - 1) / (1/7 / 3))
[78395] ['5/9', '4/7', '2', '2', '9/4'] -> (2 / ((5/9 / 4/7) - (2 / 9/4)))
[78396] ['3/7', '3/7', '8/9', '1', '5'] -> ((((5 / 3/7) - 1) / 3/7) - 8/9)
[78397] ['5/8', '1', '5/3', '2', '8/3'] -> (1 / ((5/3 * 2) - (5/8 + 8/3)))
[78398] ['5/6', '9/8', '7/3', '6', '6'] -> ((6 + (5/6 - 7/3)) / (9/8 / 6))
[78399] ['5/7', '4/5', '7/3', '9', '9'] -> ((7/3 * (5/7 * 4/5)) * (9 + 9))
[78400] ['1', '6/5', '5/4', '9/7', '7'] -> ((6/5 * 5/4) * (7 * (1 + 9/7)))
[78401] ['2/5', '7/9', '1', '4/3', '6'] -> (((6 / 2/5) - 1) / (7/9 / 4/3))
[78402] ['5/6', '9/8', '5/2', '6', '6'] -> ((5/2 / 5/6) / (9/8 - (6 / 6)))
[78403] ['1/4', '3/4', '9/8', '7', '7'] -> ((3/4 / 1/4) / (9/8 - (7 / 7)))
[78404] ['1/4', '4/9', '6/5', '2', '4'] -> ((4 + (2 / (1/4 * 6/5))) / 4/9)
[78405] ['3/7', '3/7', '1', '8/7', '5'] -> (((5 * (1 + 8/7)) - 3/7) / 3/7)
[78406] ['1/7', '1/7', '4/5', '4', '7'] -> ((4/5 * 7) * (4 + (1/7 + 1/7)))
[78407] ['1/9', '5/7', '3/4', '5', '7'] -> (5 / (1/9 + (3/4 / (5/7 + 7))))
[78408] ['1/6', '1/5', '1', '4/3', '7'] -> ((1 + (7 / 1/5)) / (1/6 + 4/3))
[78409] ['2/9', '5/8', '4/3', '4', '4'] -> (((4 / 2/9) - (4 / 4/3)) / 5/8)
[78410] ['5/6', '8/7', '7/6', '6', '6'] -> ((6 + 6) / ((8/7 * 7/6) - 5/6))
[78411] ['3/7', '3/7', '1', '9/7', '5'] -> ((1 + 5) / (3/7 / (3/7 + 9/7)))
[78412] ['5/9', '4/7', '2', '2', '8/3'] -> ((2 + (8/3 / 4/7)) / (5/9 / 2))
[78413] ['1/9', '5/7', '4/5', '5', '7'] -> ((4/5 / 1/9) + ((5 + 7) / 5/7))
[78414] ['5/7', '4/5', '8/3', '9', '9'] -> ((5/7 * (8/3 - 4/5)) * (9 + 9))
[78415] ['1/7', '1/7', '3/2', '4', '7'] -> ((7 + ((1/7 + 4) / 1/7)) / 3/2)
[78416] ['1/4', '3/4', '5/4', '7', '7'] -> ((5/4 - (3/4 * 7)) + (7 / 1/4))
[78417] ['2/9', '5/8', '3/2', '4', '4'] -> (3/2 + ((4 + 4) / (2/9 / 5/8)))
[78418] ['7/8', '1', '1', '7/4', '7/2'] -> ((1 + (7/2 / 7/4)) / (1 - 7/8))
[78419] ['1', '6/5', '5/4', '7/3', '7'] -> (7 / (7/3 - (1 + (5/4 / 6/5))))
[78420] ['5/8', '1', '9/5', '2', '5/2'] -> ((9/5 * 2) * (5/2 / (1 - 5/8)))
[78421] ['2/5', '7/9', '1', '9/4', '6'] -> (9/4 * ((6 / (2/5 / 7/9)) - 1))
[78422] ['5/6', '8/7', '7/5', '6', '6'] -> (6 * ((6 / (5/6 * 7/5)) - 8/7))
[78423] ['2/9', '5/8', '7/4', '4', '4'] -> ((4 / 2/9) / ((5/8 * 4) - 7/4))
[78424] ['1/9', '5/7', '7/8', '5', '7'] -> ((5 / (7/8 - 5/7)) - (1/9 + 7))
[78425] ['3/7', '3/7', '1', '8/5', '5'] -> ((5 + (3/7 + 1)) / (3/7 / 8/5))
[78426] ['1/4', '3/4', '8/5', '7', '7'] -> (8/5 * ((1/4 + 3/4) + (7 + 7)))
[78427] ['5/9', '3/5', '5/8', '2', '2'] -> ((2 / (3/5 * 2)) / (5/8 - 5/9))
[78428] ['1/7', '2/5', '1', '9/7', '3'] -> ((9/7 + (3 / (2/5 + 1))) / 1/7)
[78429] ['1', '6/5', '5/4', '5/2', '7'] -> ((5/2 + (6/5 * 5/4)) * (7 - 1))
[78430] ['5/8', '1', '9/5', '2', '8/3'] -> ((2 / 5/8) / ((1 + 9/5) - 8/3))
[78431] ['2/5', '7/9', '1', '7/3', '6'] -> ((6 - 2/5) / (7/9 / (1 + 7/3)))
[78432] ['5/7', '5/6', '6/7', '9', '9'] -> (9 + (9 * (5/6 + (5/7 / 6/7))))
[78433] ['2/9', '5/8', '9/5', '4', '4'] -> (4 * ((4 / 5/8) - (2/9 * 9/5)))
[78434] ['7/8', '1', '1', '9/5', '7/3'] -> (1 / (7/8 - (7/3 / (1 + 9/5))))
[78435] ['1/4', '3/4', '9/5', '7', '7'] -> ((9/5 * (7 - (1/4 - 7))) - 3/4)
[78436] ['1/7', '1/7', '9/4', '4', '7'] -> ((4 + ((1/7 + 7) / 1/7)) / 9/4)
[78437] ['5/9', '3/5', '5/7', '2', '2'] -> (2 * ((2 / (5/7 - 5/9)) - 3/5))
[78438] ['5/6', '8/7', '9/5', '6', '6'] -> ((6 - 9/5) * (6 * (5/6 * 8/7)))
[78439] ['1/7', '2/5', '1', '3/2', '3'] -> (3 * ((3/2 / 1/7) - (1 / 2/5)))
[78440] ['5/7', '5/6', '9/8', '9', '9'] -> ((9 / 9) / ((5/6 / 5/7) - 9/8))
[78441] ['1/4', '3/4', '8/3', '7', '7'] -> ((3/4 + ((7 + 7) / 8/3)) / 1/4)
[78442] ['5/9', '3/5', '3/4', '2', '2'] -> (2 / (3/4 - (2 * (5/9 * 3/5))))
[78443] ['1', '6/5', '9/7', '7/5', '7'] -> ((1 + 7) * (6/5 + (9/7 * 7/5)))
[78444] ['5/6', '8/7', '5/2', '6', '6'] -> ((6 * ((6 / 8/7) - 5/6)) - 5/2)
[78445] ['2/9', '5/8', '8/3', '4', '4'] -> ((4 - (8/3 / 4)) / (2/9 * 5/8))
[78446] ['5/9', '3/5', '7/9', '2', '2'] -> ((2 + (2 / 3/5)) / (7/9 - 5/9))
[78447] ['5/7', '5/6', '7/6', '9', '9'] -> (9 + (9 * (5/6 + (5/7 * 7/6))))
[78448] ['1/4', '7/9', '7/9', '7', '7'] -> ((7 + 7) / (7/9 - (1/4 * 7/9)))
[78449] ['1/9', '5/7', '6/5', '5', '7'] -> (((7 - 5) / (1/9 * 5/7)) - 6/5)
[78450] ['1', '9/7', '5/2', '5/2', '9'] -> ((9 * (1 + (5/2 / 9/7))) - 5/2)
[78451] ['7/8', '1', '1', '9/4', '9/4'] -> (9/4 / ((7/8 * (9/4 - 1)) - 1))
[78452] ['2/9', '5/8', '7/2', '4', '4'] -> ((7/2 + (5/8 * 4)) + (4 / 2/9))
[78453] ['1/7', '1/6', '2/9', '4', '7'] -> ((4 / 2/9) + (7 * (1/7 / 1/6)))
[78454] ['1/7', '2/5', '1', '9/4', '3'] -> (9/4 * ((3 / (2/5 - 1/7)) - 1))
[78455] ['1/7', '1/6', '1/4', '4', '7'] -> (1/7 / ((1/6 / 4) - (1/4 / 7)))
[78456] ['1/4', '1/2', '7/5', '2', '4'] -> ((1/2 + 2) * (4 + (7/5 / 1/4)))
[78457] ['1', '9/7', '5/2', '7/2', '9'] -> ((7/2 * (9/7 + 9)) / (5/2 - 1))
[78458] ['1/6', '2/9', '4/5', '1', '7'] -> ((7 / 2/9) - (1 / (1/6 * 4/5)))
[78459] ['5/7', '5/6', '4/3', '9', '9'] -> ((5/6 * 4/3) * (9 + (9 / 5/7)))
[78460] ['1/7', '1/6', '3/8', '4', '7'] -> ((4 + (1/7 * 7)) / (3/8 - 1/6))
[78461] ['5/9', '3/5', '7/8', '2', '2'] -> (3/5 / (((2 - 7/8) / 5/9) - 2))
[78462] ['2/9', '2/3', '4/5', '4', '4'] -> ((4 + (2/3 * 4)) / (2/9 / 4/5))
[78463] ['5/6', '7/6', '7/5', '6', '6'] -> ((5/6 * 6) * (6 - (7/5 / 7/6)))
[78464] ['1', '6/5', '9/7', '7/4', '7'] -> ((6/5 * (1 + 9/7)) * (7/4 + 7))
[78465] ['1/6', '2/9', '7/8', '1', '7'] -> ((7 / 7/8) / ((2/9 / 1/6) - 1))
