[35805] ['7/6', '7/6', '9/5', '2', '8'] -> (8 / ((9/5 * (2 - 7/6)) - 7/6))
[43670] ['8/7', '5/3', '2', '9/4', '6'] -> ((8/7 * 9/4) * (6 + (5/3 * 2)))
[43671] ['4/9', '3/5', '6/7', '7', '8'] -> ((8 / (4/9 * 3/5)) - (6/7 * 7))
[43672] ['4/9', '7/5', '2', '9/4', '7'] -> ((7 / (4/9 * (2 - 7/5))) - 9/4)
[43673] ['1/7', '5/8', '1', '4/3', '4'] -> ((1 / 1/7) / (5/8 - (4/3 / 4)))
[43674] ['5/6', '9/7', '2', '8/3', '3'] -> ((2 + 8/3) / (5/6 / (9/7 + 3)))
[43675] ['4/5', '7/8', '3/2', '7', '9'] -> (9 + ((3/2 * 7) / (4/5 * 7/8)))
[43676] ['1/8', '2/3', '7/6', '9', '9'] -> (((9 / 2/3) - (7/6 * 9)) / 1/8)
[43677] ['1/7', '5/8', '1', '7/5', '4'] -> ((4 - 1) / (7/5 * (1/7 * 5/8)))
[43678] ['1/5', '2/5', '8/9', '3', '3'] -> ((3 + 3) / ((2/5 / 8/9) - 1/5))
[43679] ['3/7', '3/5', '5/4', '5', '5'] -> ((5 - 5/4) * (5 + (3/5 / 3/7)))
[43680] ['5/6', '5/6', '5/6', '5', '7'] -> ((5 + 7) / (5/6 / (5/6 + 5/6)))
[43681] ['4/9', '3/5', '8/9', '7', '8'] -> ((3/5 * 8) * (7 - (8/9 / 4/9)))
[43682] ['4/7', '5/8', '7/6', '7', '7'] -> ((7 / 7) / ((4/7 * 7/6) - 5/8))
[43683] ['1/7', '1/4', '6/5', '4', '8'] -> ((4 - 6/5) * (8 + (1/7 / 1/4)))
[43684] ['1/8', '2/3', '9/7', '9', '9'] -> ((9 - (9 / 9/7)) / (1/8 * 2/3))
[43685] ['1/5', '7/9', '1', '5/4', '9'] -> (((7/9 * 9) - 1) / (1/5 * 5/4))
[43686] ['5/6', '4/3', '8/5', '2', '3'] -> (8/5 / ((3 / (4/3 + 2)) - 5/6))
[43687] ['1/5', '2/5', '9/4', '3', '3'] -> ((3 + 3) / (9/4 - (2/5 / 1/5)))
[43688] ['1/7', '5/8', '1', '9/5', '4'] -> (((4 / 1/7) - 1) / (5/8 * 9/5))
[43689] ['5/6', '4/3', '9/5', '2', '3'] -> ((3 / (5/6 / 4/3)) / (2 - 9/5))
[43690] ['4/5', '6/7', '6/7', '4', '8'] -> ((6/7 + 6/7) * (4 + (8 / 4/5)))
[43691] ['3/7', '3/5', '9/5', '5', '5'] -> ((3/5 * 5) + (5 / (3/7 / 9/5)))
[43692] ['1/8', '2/3', '8/5', '9', '9'] -> (2/3 * ((9 / (1/8 * 8/5)) - 9))
[43693] ['1/5', '3/7', '3/7', '3', '3'] -> (3 * (3 + (3/7 / (1/5 * 3/7))))
[43694] ['8/7', '9/5', '2', '9/4', '6'] -> ((6 / (8/7 * (2 - 9/5))) - 9/4)
[43695] ['4/5', '7/8', '7/3', '7', '9'] -> (7/3 / ((7 / (4/5 * 9)) - 7/8))
[43696] ['4/9', '3/5', '7/6', '7', '8'] -> ((8 / (4/9 * 3/5)) - (7 / 7/6))
[43697] ['1/5', '7/9', '1', '7/5', '9'] -> ((9 / (7/5 * (1/5 / 7/9))) - 1)
[43698] ['5/6', '5/6', '8/5', '5', '7'] -> ((5 + 7) / ((5/6 * 8/5) - 5/6))
[43699] ['4/9', '3/2', '9/5', '2', '7'] -> (9/5 * ((2 * 7) - (4/9 * 3/2)))
[43700] ['3/7', '3/5', '9/4', '5', '5'] -> ((9/4 + (3/5 * 5)) * (5 - 3/7))
[43701] ['1/8', '2/3', '5/3', '9', '9'] -> ((9 * ((2/3 / 1/8) - 5/3)) - 9)
[43702] ['4/7', '5/8', '8/5', '7', '7'] -> ((4/7 * 7) * (7 - (5/8 * 8/5)))
[43703] ['1/5', '3/7', '1/2', '3', '3'] -> ((1/5 + 3) * (1/2 + (3 / 3/7)))
[43704] ['3/7', '3/5', '7/3', '5', '5'] -> ((7/3 * (3/7 + 3/5)) * (5 + 5))
[43705] ['1/5', '7/9', '1', '3/2', '9'] -> ((1 + (9 / (1/5 / 7/9))) / 3/2)
[43706] ['4/7', '5/8', '5/3', '7', '7'] -> (7 / ((5/3 / 7) - (4/7 - 5/8)))
[43707] ['1/8', '2/3', '9/5', '9', '9'] -> ((2/3 + (9 / 9)) / (1/8 / 9/5))
[43708] ['1/7', '9/8', '8/5', '6', '8'] -> ((8/5 * 8) * ((9/8 / 1/7) - 6))
[43709] ['4/7', '5/8', '7/4', '7', '7'] -> (((4/7 * 7/4) + (7 + 7)) / 5/8)
[43710] ['1/9', '1/5', '3/7', '4', '6'] -> ((4 / (3/7 * (1/9 + 1/5))) - 6)
[43711] ['1/5', '7/9', '1', '8/5', '9'] -> ((8/5 / 1/5) + (9 * (7/9 + 1)))
[43712] ['1/7', '2/3', '4/5', '1', '4'] -> (2/3 * (1 + (4 / (1/7 * 4/5))))
[43713] ['4/9', '3/5', '9/7', '7', '8'] -> ((3/5 * 8) * ((7 / 9/7) - 4/9))
[43714] ['5/6', '7/5', '7/4', '2', '3'] -> (2 / (3 - (7/4 + (5/6 * 7/5))))
[43715] ['5/6', '5/6', '7/2', '5', '7'] -> (7/2 * (7 - (5/6 / (5/6 + 5))))
[43716] ['4/9', '8/5', '9/5', '2', '7'] -> (2 * ((4/9 * 9/5) + (8/5 * 7)))
[43717] ['4/7', '5/8', '9/4', '7', '7'] -> (9/4 / ((5/8 / 4/7) - (7 / 7)))
[43718] ['1/7', '2/7', '3/5', '4', '8'] -> ((3/5 * 4) * (8 + (2/7 / 1/7)))
[43719] ['1/5', '3/7', '3/4', '3', '3'] -> (3/4 * ((3 / (1/5 * 3/7)) - 3))
[43720] ['4/9', '3/5', '3/2', '7', '8'] -> (8 * ((7 / (4/9 + 3/2)) - 3/5))
[43721] ['5/6', '5/6', '9/2', '5', '7'] -> (((5 / (5/6 / 9/2)) - 7) / 5/6)
[43722] ['4/7', '5/8', '7/3', '7', '7'] -> (7 / ((5/8 * 7) - (7/3 / 4/7)))
[43723] ['1/7', '2/3', '1', '5/4', '4'] -> (2/3 * (1 + (4 / (1/7 / 5/4))))
[43724] ['4/9', '8/5', '2', '9/4', '7'] -> (8/5 * ((4/9 * 9/4) + (2 * 7)))
[43725] ['1/5', '3/7', '7/9', '3', '3'] -> ((3 / 1/5) + (3 / (3/7 * 7/9)))
[43726] ['1/7', '2/7', '7/9', '4', '8'] -> ((7/9 * 8) * (4 + (1/7 - 2/7)))
[43727] ['4/5', '6/7', '3/2', '4', '8'] -> ((6/7 * 8) * ((4 / 4/5) - 3/2))
[43728] ['1/7', '9/8', '5/2', '6', '8'] -> (6 / (1/7 + (9/8 / (5/2 + 8))))
[43729] ['1/5', '7/9', '1', '8/3', '9'] -> (8/3 / (9 - ((7/9 + 1) / 1/5)))
[43730] ['1/9', '1/5', '3/4', '4', '6'] -> ((4 + 6) / (3/4 * (1/9 / 1/5)))
[43731] ['4/9', '8/5', '2', '7/3', '7'] -> ((7 + (2 - 7/3)) / (4/9 / 8/5))
[43732] ['1/5', '3/7', '5/6', '3', '3'] -> (((3 / 3/7) - 3) / (1/5 * 5/6))
[43733] ['4/5', '6/7', '5/3', '4', '8'] -> ((8 / (4/5 - (6/7 / 5/3))) - 4)
[43734] ['1/8', '5/7', '5/6', '9', '9'] -> (((9 / 5/7) - 9) / (1/8 / 5/6))
[43735] ['3/7', '5/8', '2/3', '5', '5'] -> (((2/3 * 5) + (5 / 3/7)) / 5/8)
[43736] ['4/5', '8/9', '6/5', '7', '9'] -> ((6/5 + ((7 + 9) / 8/9)) / 4/5)
[43737] ['7/6', '7/6', '6/5', '2', '6'] -> (6 * ((7/6 + 7/6) + (2 / 6/5)))
[43738] ['4/7', '5/8', '9/2', '7', '7'] -> (7 * (((7 - 9/2) / 5/8) - 4/7))
[43739] ['4/9', '3/5', '9/5', '7', '8'] -> ((9/5 + (3/5 * 7)) + (8 / 4/9))
[43740] ['4/5', '6/7', '9/5', '4', '8'] -> ((6/7 * 4) * (8 + (4/5 - 9/5)))
[43741] ['1/8', '5/7', '7/8', '9', '9'] -> ((9 + 9) / (1/8 + (5/7 * 7/8)))
[43742] ['5/6', '7/5', '2', '3', '7/2'] -> (3 * (7/5 + ((2 + 7/2) / 5/6)))
[43743] ['4/9', '8/5', '2', '7/2', '7'] -> (8/5 * ((2 / 4/9) + (7/2 + 7)))
[43744] ['7/6', '7/6', '8/5', '2', '6'] -> (6 / ((2 / 8/5) - (7/6 / 7/6)))
[43745] ['1/7', '8/7', '7/6', '6', '8'] -> (8 / (7/6 * (8/7 - (1/7 * 6))))
[43746] ['4/5', '6/7', '9/4', '4', '8'] -> ((4/5 * 9/4) * (4 + (8 / 6/7)))
[43747] ['4/9', '3/5', '7/3', '7', '8'] -> ((4/9 + 8) + ((7/3 + 7) / 3/5))
[43748] ['4/7', '2/3', '7/9', '7', '7'] -> ((7 * (4/7 * 2/3)) / (7/9 / 7))
[43749] ['3/7', '5/8', '7/9', '5', '5'] -> (5 / ((3/7 * 7/9) - (5/8 / 5)))
[43750] ['7/6', '7/6', '9/5', '2', '6'] -> (6 / ((7/6 * 7/6) - (2 / 9/5)))
[43751] ['4/5', '8/9', '4/3', '7', '9'] -> ((4/3 + ((7 + 9) / 4/5)) / 8/9)
[43752] ['5/6', '6/7', '7/4', '5', '7'] -> ((5 / (6/7 - 5/6)) / (7/4 + 7))
[43753] ['4/7', '2/3', '7/8', '7', '7'] -> ((7 * 7) / (7/8 + (2/3 / 4/7)))
[43754] ['1/7', '1/3', '4/9', '4', '8'] -> ((4 - 1/7) * (8 * (1/3 + 4/9)))
[43755] ['1/7', '8/7', '7/5', '6', '8'] -> (8 * ((6 / 7/5) - (1/7 + 8/7)))
[43756] ['1/8', '5/7', '7/6', '9', '9'] -> ((9 - (5/7 * 9)) / (1/8 / 7/6))
[43757] ['1/5', '3/7', '7/6', '3', '3'] -> (((3 / 1/5) - 3) / (3/7 * 7/6))
[43758] ['1/5', '4/5', '1', '9/7', '9'] -> (((9 / 9/7) - 1) / (1/5 / 4/5))
[43759] ['5/6', '8/5', '7/4', '2', '3'] -> (2 / ((5/6 * 8/5) + (7/4 - 3)))
[43760] ['7/6', '6/5', '5/3', '2', '6'] -> ((2 * 6) / (6/5 - (7/6 / 5/3)))
[43761] ['4/5', '7/8', '8/9', '4', '8'] -> ((8/9 + 8) * ((7/8 * 4) - 4/5))
[43762] ['1/7', '1/3', '3/5', '4', '8'] -> ((8 / (3/5 * (1/7 + 1/3))) - 4)
[43763] ['4/9', '3/5', '9/2', '7', '8'] -> ((3/5 * 8) * (7 - (4/9 * 9/2)))
[43764] ['3/7', '5/8', '9/8', '5', '5'] -> (3/7 / ((5 / (5 - 5/8)) - 9/8))
[43765] ['1/5', '3/7', '4/3', '3', '3'] -> (((3 / (1/5 * 3/7)) - 3) / 4/3)
[43766] ['7/6', '6/5', '7/4', '2', '6'] -> ((6/5 + 2) * (6 + (7/4 / 7/6)))
[43767] ['4/9', '5/8', '5/8', '7', '8'] -> ((7 - (5/8 / 5/8)) + (8 / 4/9))
[43768] ['1/7', '7/6', '7/6', '6', '8'] -> (((6 / (1/7 * 7/6)) - 8) / 7/6)
[43769] ['4/5', '8/9', '9/4', '7', '9'] -> (8/9 * ((9/4 * 7) + (9 / 4/5)))
[43770] ['1/9', '1/5', '7/4', '4', '6'] -> (6 / ((7/4 / (4 - 1/9)) - 1/5))
[43771] ['1/5', '3/7', '7/5', '3', '3'] -> ((3 + (3 * (3/7 * 7/5))) / 1/5)
[43772] ['5/6', '8/5', '2', '7/3', '3'] -> (2 / (7/3 - (3 / (5/6 * 8/5))))
[43773] ['3/7', '5/8', '7/6', '5', '5'] -> ((5 + (5 / (3/7 * 7/6))) / 5/8)
[43774] ['1/7', '7/6', '6/5', '6', '8'] -> ((8 - (6 / 7/6)) / (1/7 / 6/5))
[43775] ['4/5', '8/9', '7/3', '7', '9'] -> ((9 * (7/3 + (8/9 / 4/5))) - 7)
[43776] ['1/9', '1/5', '9/4', '4', '6'] -> (6 / ((9/4 / 1/9) - (4 / 1/5)))
[43777] ['1/7', '5/7', '1', '8/5', '4'] -> ((8/5 / (1/7 / 5/7)) * (4 - 1))
[43778] ['5/6', '7/8', '7/8', '5', '7'] -> ((7 / (5/6 / 5)) / (7/8 + 7/8))
[43779] ['5/6', '5/3', '5/3', '2', '3'] -> ((5/3 + 5/3) * (3 / (5/6 / 2)))
[43780] ['7/6', '5/4', '9/7', '2', '6'] -> (6 * ((7/6 * 9/7) + (5/4 * 2)))
[43781] ['3/7', '5/8', '5/4', '5', '5'] -> (5 / ((5/8 * 5) - (5/4 / 3/7)))
[43782] ['1/8', '5/7', '3/2', '9', '9'] -> (9 + (5/7 * (9 + (3/2 / 1/8))))
[43783] ['5/6', '5/3', '9/5', '2', '3'] -> ((9/5 + 3) * (2 * (5/6 + 5/3)))
[43784] ['1/5', '3/7', '9/4', '3', '3'] -> (((3 + 3) / (3/7 - 1/5)) - 9/4)
[43785] ['1/8', '5/7', '8/5', '9', '9'] -> ((8/5 + (9 / (5/7 * 9))) / 1/8)
[43786] ['7/6', '5/4', '7/5', '2', '6'] -> ((5/4 * 6) * (2 + (7/5 / 7/6)))
[43787] ['5/6', '5/3', '2', '5/2', '3'] -> ((5/3 + (2 * 5/2)) / (5/6 / 3))
[43788] ['4/7', '2/3', '9/4', '7', '7'] -> ((7 + (7 * (4/7 * 9/4))) / 2/3)
[43789] ['1/5', '3/7', '7/3', '3', '3'] -> (3 * (3 + (7/3 / (1/5 / 3/7))))
[43790] ['1/7', '1/3', '9/8', '4', '8'] -> (4 / (1/7 * (9/8 + (1/3 / 8))))
[43791] ['3/7', '5/8', '7/5', '5', '5'] -> ((7/5 * 5) * (5 * (3/7 / 5/8)))
[43792] ['1/7', '7/6', '8/5', '6', '8'] -> ((8 / (8/5 * (1/7 * 7/6))) - 6)
[43793] ['4/5', '7/8', '5/3', '4', '8'] -> ((4 / (5/3 * (7/8 - 4/5))) - 8)
[43794] ['1/5', '3/7', '5/2', '3', '3'] -> ((5/2 * (3/7 + 3)) * (3 - 1/5))
[43795] ['4/5', '7/8', '9/4', '4', '8'] -> (4 + ((4/5 * 8) * (7/8 + 9/4)))
[43796] ['1/8', '5/7', '9/5', '9', '9'] -> (9 / ((1/8 / 5/7) + (9/5 / 9)))
[43797] ['1/7', '7/6', '9/5', '6', '8'] -> (8 * (1/7 + (6 / (7/6 * 9/5))))
[43798] ['1/5', '5/6', '1', '4/3', '9'] -> (4/3 / ((1/5 * 5/6) - (1 / 9)))
[43799] ['1/7', '3/4', '7/9', '1', '4'] -> ((4 - (1 / 3/4)) / (1/7 * 7/9))
[43800] ['4/7', '5/7', '5/7', '7', '7'] -> ((4/7 * 7) * (7 - (5/7 / 5/7)))
[43801] ['5/6', '9/5', '9/5', '2', '3'] -> ((9/5 / ((9/5 / 2) - 5/6)) - 3)
[43802] ['4/9', '9/5', '2', '7/3', '7'] -> (2 * (7 + (9/5 * (4/9 + 7/3))))
[43803] ['4/9', '5/8', '9/8', '7', '8'] -> ((7 + (5/8 * 8)) / (4/9 * 9/8))
[43804] ['1/5', '3/7', '3', '3', '9/2'] -> ((1/5 + 3) * ((9/2 / 3/7) - 3))
[43805] ['1/8', '5/7', '7/3', '9', '9'] -> ((5/7 + 7/3) * (9 - (1/8 * 9)))
[43806] ['4/9', '5/8', '8/7', '7', '8'] -> ((4/9 * 8) * (5/8 + (7 / 8/7)))
[43807] ['1/7', '3/4', '5/6', '1', '4'] -> (((4 / (1/7 / 3/4)) - 1) / 5/6)
[43808] ['4/5', '7/8', '4', '9/2', '8'] -> ((8 * (9/2 - 7/8)) - (4 / 4/5))
[43809] ['1/8', '5/7', '5/2', '9', '9'] -> ((9 * 9) / ((5/2 / 5/7) - 1/8))
[43810] ['4/9', '9/5', '2', '8/3', '7'] -> ((8/3 - 4/9) * (7 + (9/5 + 2)))
[43811] ['4/7', '5/7', '5/6', '7', '7'] -> ((7 * (4/7 * 5/7)) / (5/6 / 7))
[43812] ['1/5', '5/6', '1', '7/4', '9'] -> ((1 / 5/6) / ((1/5 * 9) - 7/4))
[43813] ['7/6', '4/3', '9/5', '2', '6'] -> ((7/6 + 4/3) * (6 + (9/5 * 2)))
[43814] ['5/6', '9/5', '2', '7/3', '3'] -> ((9/5 / ((2 / 5/6) - 7/3)) - 3)
[43815] ['1/7', '3/8', '3/8', '4', '8'] -> (8 * ((3/8 / (1/7 * 3/8)) - 4))
[43816] ['4/5', '8/9', '9/8', '4', '8'] -> (4 * ((8 / 9/8) - (8/9 / 4/5)))
[43817] ['3/7', '5/8', '9/4', '5', '5'] -> (((5 / 3/7) - 5) / (5/8 / 9/4))
[43818] ['1/7', '6/5', '7/5', '6', '8'] -> (6 / (1/7 + ((6/5 / 7/5) / 8)))
[43819] ['4/5', '9/8', '4/3', '7', '9'] -> (9/8 * (4/3 + ((7 + 9) / 4/5)))
[43820] ['4/7', '5/7', '7/8', '7', '7'] -> ((7 + (5/7 * 7)) / (4/7 * 7/8))
[43821] ['7/6', '7/5', '3/2', '2', '6'] -> ((3/2 + 6) * (2 + (7/5 / 7/6)))
[43822] ['4/5', '8/9', '8/7', '4', '8'] -> ((8/9 + 8) * ((4 / 8/7) - 4/5))
[43823] ['1/7', '6/5', '3/2', '6', '8'] -> (6/5 * ((6 / (1/7 * 3/2)) - 8))
[43824] ['4/9', '9/5', '2', '9/2', '7'] -> (7 + (9/5 * (4/9 + (2 * 9/2))))
[43825] ['1/8', '5/7', '7/2', '9', '9'] -> ((9 + 9) / (5/7 + (1/8 / 7/2)))
[43826] ['4/9', '5/8', '5/4', '7', '8'] -> (4/9 * ((7 * 8) - (5/4 / 5/8)))
[43827] ['4/7', '5/7', '8/9', '7', '7'] -> ((5/7 + 7) * ((4/7 * 7) - 8/9))
[43828] ['1/7', '3/8', '4/9', '4', '8'] -> (8 / (3/8 * (4 - (4/9 / 1/7))))
[43829] ['5/6', '2', '7/3', '7/3', '3'] -> ((7/3 + (2 + 7/3)) / (5/6 / 3))
[43830] ['1/7', '3/4', '1', '6/5', '4'] -> (6/5 * ((4 / (1/7 / 3/4)) - 1))
[43831] ['5/6', '8/9', '9/8', '5', '7'] -> (7 / (5 * (9/8 - (8/9 / 5/6))))
[43832] ['3/7', '5/8', '8/3', '5', '5'] -> (((5 + (5 / 3/7)) / 5/8) - 8/3)
[43833] ['2/7', '5/4', '9/5', '4', '7'] -> (5/4 * ((4 / 2/7) - (9/5 - 7)))
[43834] ['4/5', '9/8', '3/2', '7', '9'] -> (3/2 + ((7 + 9) / (4/5 / 9/8)))
[43835] ['4/5', '8/9', '9/7', '4', '8'] -> (8 * ((4 / (4/5 * 9/7)) - 8/9))
[43836] ['4/7', '5/7', '7/6', '7', '7'] -> (((5/7 + 7) + (7 / 7/6)) / 4/7)
[43837] ['3/7', '5/8', '9/2', '5', '5'] -> ((5 / 3/7) / ((5 / 9/2) - 5/8))
[43838] ['4/9', '2', '9/4', '7/2', '7'] -> ((7/2 * 7) - (9/4 * (4/9 / 2)))
[43839] ['4/5', '9/8', '5/3', '7', '9'] -> ((5/3 * (4/5 * 9/8)) * (7 + 9))
[43840] ['1/7', '6/5', '7/4', '6', '8'] -> (8 * (1/7 + (6 / (6/5 * 7/4))))
[43841] ['4/7', '5/7', '6/5', '7', '7'] -> ((6/5 * 7) * (7 * (4/7 * 5/7)))
[43842] ['4/9', '5/8', '8/5', '7', '8'] -> ((7 - (5/8 * 8/5)) + (8 / 4/9))
[43843] ['5/6', '8/9', '6/5', '5', '7'] -> ((7 / (5 * (8/9 - 5/6))) - 6/5)
[43844] ['4/5', '8/9', '7/4', '4', '8'] -> ((4/5 * 8/9) * (7/4 + (4 * 8)))
[43845] ['6/7', '6/7', '8/7', '2', '3'] -> ((6/7 + (2 * 3)) / (8/7 - 6/7))
[43846] ['1/5', '4/9', '5/6', '3', '3'] -> ((3 / (1/5 / 4/9)) / (5/6 / 3))
[43847] ['1/7', '6/5', '9/5', '6', '8'] -> (((8 - 6) / (1/7 / 9/5)) - 6/5)
[43848] ['1/7', '3/4', '1', '5/3', '4'] -> ((4 / 3/4) + ((1 + 5/3) / 1/7))
[43849] ['4/9', '2', '7/3', '7/2', '7'] -> ((7/2 + (2 / 4/9)) / (7/3 / 7))
[43850] ['4/5', '9/8', '9/4', '7', '9'] -> (((9/4 * 7) + (9 / 4/5)) / 9/8)
[43851] ['2/7', '9/7', '5/3', '4', '7'] -> ((4 * (9/7 + 7)) / (5/3 - 2/7))
[43852] ['4/5', '8/9', '7/3', '4', '8'] -> (((4 / 4/5) - 7/3) / (8/9 / 8))
[43853] ['4/7', '5/7', '8/5', '7', '7'] -> ((4/7 + (5/7 * 8/5)) * (7 + 7))
[43854] ['1/7', '3/8', '7/9', '4', '8'] -> (((4 / 3/8) - 8) / (1/7 * 7/9))
[43855] ['1/7', '3/4', '1', '9/5', '4'] -> (9/5 * (4 + (1 / (1/7 * 3/4))))
[43856] ['4/5', '8/9', '5/2', '4', '8'] -> ((8/9 + 8) * (5/2 + (4/5 / 4)))
[43857] ['1/7', '6/5', '7/3', '6', '8'] -> ((7/3 * (1/7 + 8)) + (6 / 6/5))
[43858] ['7/6', '8/5', '2', '7/3', '6'] -> ((8/5 * 6) * (2 + (7/6 / 7/3)))
[43859] ['4/5', '8/9', '7/2', '4', '8'] -> ((8 / 8/9) / ((7/2 / 4/5) - 4))
[43860] ['2/7', '4/3', '7/5', '4', '7'] -> ((4/3 * 7) * ((4 / 7/5) - 2/7))
[43861] ['1/5', '4/9', '9/8', '3', '3'] -> (((3 / 1/5) - 3) / (4/9 * 9/8))
[43862] ['4/9', '2', '7/2', '7/2', '7'] -> (((2 + 7) * (7/2 - 4/9)) - 7/2)
[43863] ['3/7', '2/3', '7/8', '5', '5'] -> ((5 * 5) / (2/3 + (3/7 * 7/8)))
[43864] ['1/7', '3/8', '6/7', '4', '8'] -> (8 / (3/8 - ((1/7 / 6/7) / 4)))
[43865] ['5/6', '8/9', '8/5', '5', '7'] -> (8/5 / (((8/9 + 5) / 5/6) - 7))
[43866] ['4/7', '5/7', '8/3', '7', '7'] -> (8/3 * ((4/7 * 7) + (5/7 * 7)))
[43867] ['1/8', '3/4', '8/5', '9', '9'] -> (9 / ((3/4 / 1/8) - (9 / 8/5)))
[43868] ['4/5', '9/8', '8/3', '7', '9'] -> (4/5 * (9 + (7 * (9/8 * 8/3))))
[43869] ['2/7', '4/3', '8/5', '4', '7'] -> (4 / (2/7 - ((4/3 / 8/5) / 7)))
[43870] ['4/9', '5/8', '9/2', '7', '8'] -> ((4/9 * 9/2) * (7 + (5/8 * 8)))
[43871] ['7/6', '8/5', '2', '9/2', '6'] -> (6 * ((7/6 * 9/2) - (2 / 8/5)))
[43872] ['1/7', '6/5', '7/2', '6', '8'] -> (6/5 * (8 + (6 / (1/7 * 7/2))))
[43873] ['4/9', '2', '9/2', '9/2', '7'] -> ((4/9 * 2) * ((9/2 * 7) - 9/2))
[43874] ['1/5', '6/7', '1', '8/5', '9'] -> (9 * ((8/5 / 6/7) - (1/5 - 1)))
[43875] ['3/7', '2/3', '8/9', '5', '5'] -> (((5 + (2/3 + 5)) / 3/7) - 8/9)
[43876] ['1/8', '3/4', '7/4', '9', '9'] -> (3/4 * ((7/4 / 1/8) + (9 + 9)))
[43877] ['7/6', '5/3', '9/5', '2', '6'] -> ((5/3 / (7/6 - (2 / 9/5))) - 6)
[43878] ['1/5', '6/7', '1', '5/3', '9'] -> (6/7 * (1 + (9 / (1/5 * 5/3))))
[43879] ['6/7', '6/7', '3/2', '2', '3'] -> ((6/7 * 3) / (6/7 - (3/2 / 2)))
[43880] ['4/9', '2/3', '5/7', '7', '8'] -> (8 / (7 * (5/7 - (4/9 / 2/3))))
[43881] ['1/7', '3/8', '9/8', '4', '8'] -> ((8 + (4 / 1/7)) / (3/8 + 9/8))
[43882] ['4/5', '9/8', '9/2', '7', '9'] -> ((9/2 / 9/8) + ((7 + 9) / 4/5))
[43883] ['5/6', '8/9', '9/5', '5', '7'] -> ((7 - (8/9 - 5)) / (5/6 / 9/5))
[43884] ['4/7', '3/4', '7/9', '7', '7'] -> (((7 + (7 / 4/7)) / 7/9) - 3/4)
[43885] ['1/5', '4/9', '5/4', '3', '3'] -> ((3 / (5/4 * (1/5 * 4/9))) - 3)
[43886] ['2/7', '7/5', '5/3', '4', '7'] -> ((2/7 + 4) * (7/5 + (7 / 5/3)))
[43887] ['3/7', '2/3', '7/6', '5', '5'] -> ((5 * 5) - (3/7 + (2/3 / 7/6)))
[43888] ['1/7', '3/8', '7/6', '4', '8'] -> (8 / (3/8 - ((1/7 * 7/6) / 4)))
[43889] ['4/5', '8/7', '8/7', '7', '9'] -> (8/7 + ((7 + 9) / (4/5 / 8/7)))
[43890] ['5/6', '8/9', '9/4', '5', '7'] -> ((8/9 + (7 / 9/4)) / (5/6 / 5))
[43891] ['1/7', '7/9', '1', '8/7', '4'] -> ((7/9 * 8/7) * ((4 / 1/7) - 1))
[43892] ['6/7', '6/7', '5/3', '2', '3'] -> (2 / ((3 / (6/7 + 6/7)) - 5/3))
[43893] ['7/6', '9/5', '2', '9/4', '6'] -> (2 / ((7/6 + 9/4) - (6 / 9/5)))
[43894] ['5/6', '8/9', '7/3', '5', '7'] -> (7 + (5 * (7/3 + (8/9 / 5/6))))
[43895] ['1/5', '4/9', '7/5', '3', '3'] -> ((7/5 / (1/5 - (4/9 / 3))) - 3)
[43896] ['4/7', '3/4', '5/6', '7', '7'] -> (((3/4 + 7) + (7 / 4/7)) / 5/6)
[43897] ['2/7', '7/5', '9/4', '4', '7'] -> (7/5 * (7 + (4 * (2/7 + 9/4))))
[43898] ['1/5', '6/7', '1', '9/4', '9'] -> ((9 / (1 + (1/5 - 6/7))) - 9/4)
[43899] ['4/5', '9/8', '7/3', '4', '8'] -> ((9/8 * 8) * ((4 / 4/5) - 7/3))
[43900] ['4/7', '3/4', '6/7', '7', '7'] -> ((4/7 + (6/7 / 3/4)) * (7 + 7))
[43901] ['4/9', '2/3', '8/7', '7', '8'] -> ((8 + (8/7 * 7)) / (4/9 / 2/3))
[43902] ['2/7', '7/5', '7/3', '4', '7'] -> ((7/3 + 7) * ((4 / 7/5) - 2/7))
[43903] ['6/7', '6/7', '2', '7/3', '3'] -> ((2 * 7/3) * (3 * (6/7 + 6/7)))
[43904] ['1/7', '5/4', '9/5', '6', '8'] -> ((6 / 1/7) - (8 * (5/4 * 9/5)))
[43905] ['3/7', '2/3', '4/3', '5', '5'] -> (((5 + 5) / 3/7) - (2/3 - 4/3))
[43906] ['1/8', '7/9', '7/8', '9', '9'] -> ((1/8 + 9) + (9 * (7/9 + 7/8)))
[43907] ['1/5', '4/9', '8/5', '3', '3'] -> ((8/5 / (1/5 * 4/9)) + (3 + 3))
[43908] ['4/9', '2/3', '7/6', '7', '8'] -> (8 / (4/9 - ((2/3 * 7/6) / 7)))
[43909] ['1/7', '3/8', '7/5', '4', '8'] -> ((4 / ((3/8 / 7/5) - 1/7)) - 8)
[43910] ['4/5', '8/7', '7/5', '7', '9'] -> ((7/5 + 9) + (7 * (4/5 + 8/7)))
[43911] ['1/7', '5/4', '9/4', '6', '8'] -> ((5/4 + 9/4) * (8 * (1/7 * 6)))
[43912] ['1/5', '6/7', '1', '8/3', '9'] -> ((1 + (1/5 + 6/7)) * (8/3 + 9))
[43913] ['6/7', '7/8', '7/8', '2', '3'] -> (3 / ((7/8 * (2 - 6/7)) - 7/8))
[43914] ['3/7', '2/3', '7/5', '5', '5'] -> (2/3 + (7/5 * (5 + (5 / 3/7))))
