[26854] ['1/7', '3/7', '1', '5/2', '5'] -> (((3/7 + 1) + (5 / 5/2)) / 1/7)
[33107] ['2/9', '5/7', '8/9', '7', '8'] -> ((8 / 7) / ((2/9 + 5/7) - 8/9))
[33108] ['5/6', '1', '5/3', '7/3', '3'] -> ((1 + 3) / ((5/6 + 5/3) - 7/3))
[33109] ['4/9', '5/7', '3/2', '7', '9'] -> (9 + ((4/9 + 3/2) * (5/7 + 7)))
[33110] ['5/9', '4/7', '4/7', '2', '3'] -> ((4/7 * 2) / (3 * (4/7 - 5/9)))
[33111] ['7/9', '7/5', '2', '9/4', '8'] -> (8 / ((2 / 9/4) - (7/9 / 7/5)))
[33112] ['4/9', '3/4', '8/5', '2', '6'] -> (8/5 * ((3/4 * 2) + (6 / 4/9)))
[33113] ['9/5', '2', '9/4', '5/2', '9'] -> ((2 / 9/4) * (5/2 * (9/5 + 9)))
[33114] ['2/5', '4/9', '1/2', '7', '7'] -> ((7 / 4/9) + (7 + (1/2 / 2/5)))
[33115] ['5/9', '4/7', '3/5', '2', '3'] -> (4/7 * ((2 / (3/5 - 5/9)) - 3))
[33116] ['5/9', '9/7', '9/4', '4', '5'] -> ((4 * (9/4 + (5 / 9/7))) - 5/9)
[33117] ['5/6', '1', '7/4', '9/5', '3'] -> (1 / (3 - (5/6 * (7/4 + 9/5))))
[33118] ['4/9', '4/7', '7/8', '2', '9'] -> ((9 * (4/9 + (2 / 7/8))) - 4/7)
[33119] ['5/9', '9/7', '7/3', '4', '5'] -> (4 * ((5 / 5/9) - (9/7 * 7/3)))
[33120] ['2/9', '8/5', '8/5', '2', '7'] -> ((8/5 * (7 + (2 / 2/9))) - 8/5)
[33121] ['5/6', '5/6', '5/6', '6', '7'] -> ((5/6 + 5/6) * (6 + (7 / 5/6)))
[33122] ['4/9', '4/7', '8/9', '2', '9'] -> (9 * ((2 / (4/7 / 8/9)) - 4/9))
[33123] ['5/9', '9/7', '5/2', '4', '5'] -> (4 / (5/9 - (5/2 / (9/7 * 5))))
[33124] ['4/9', '8/7', '7/6', '5', '7'] -> (((5 + 7) - (8/7 * 7/6)) / 4/9)
[33125] ['4/9', '5/7', '9/4', '7', '9'] -> (9 * (4/9 + (7 * (5/7 / 9/4))))
[33126] ['1/4', '3/7', '9/7', '5', '5'] -> ((9/7 - (3/7 / 5)) / (1/4 / 5))
[33127] ['4/9', '4/7', '9/8', '2', '9'] -> (9 * ((2 / (4/7 * 9/8)) - 4/9))
[33128] ['4/9', '7/9', '9/7', '2', '6'] -> (6 / ((9/7 / (4/9 / 7/9)) - 2))
[33129] ['5/9', '9/7', '8/3', '4', '5'] -> (4 * ((5 / 9/7) - (5/9 - 8/3)))
[33130] ['5/9', '4/7', '7/9', '2', '3'] -> (3 / ((7/9 / (4/7 * 2)) - 5/9))
[33131] ['5/6', '1', '9/5', '7/3', '3'] -> ((7/3 + (3 / 9/5)) / (1 - 5/6))
[33132] ['5/6', '5/6', '8/9', '6', '7'] -> ((7 / ((8/9 / 5/6) - 5/6)) - 6)
[33133] ['9/5', '2', '5/2', '9/2', '9'] -> (2 * ((5/2 + 9/2) + (9 / 9/5)))
[33134] ['5/6', '1', '9/5', '3', '7/2'] -> ((1 + 3) * (9/5 + (7/2 / 5/6)))
[33135] ['2/9', '8/5', '2', '7/2', '7'] -> ((7/2 / 2/9) + (7 + (2 / 8/5)))
[33136] ['1/4', '3/7', '3/2', '5', '5'] -> ((3/2 / (1/4 * 3/7)) + (5 + 5))
[33137] ['9/5', '2', '8/3', '7/2', '9'] -> (9/5 * ((2 * 7/2) - (8/3 - 9)))
[33138] ['2/9', '5/7', '4/3', '7', '8'] -> ((5/7 + 7) * (4/3 + (2/9 * 8)))
[33139] ['9/5', '2', '8/3', '9/2', '9'] -> ((9/5 + 9) * (8/3 - (2 / 9/2)))
[33140] ['4/9', '8/7', '3/2', '5', '7'] -> (8/7 / ((5 / 7) - (4/9 * 3/2)))
[33141] ['5/6', '1', '9/4', '5/2', '3'] -> ((1 + 3) / (9/4 - (5/6 * 5/2)))
[33142] ['4/9', '3/4', '6/7', '7', '9'] -> (6/7 * ((3/4 + 7) + (9 / 4/9)))
[33143] ['2/9', '5/7', '3/2', '7', '8'] -> (8 * ((5/7 / 2/9) - (3/2 / 7)))
[33144] ['4/9', '4/5', '7/8', '2', '6'] -> ((2 / (7/8 - 4/5)) - (4/9 * 6))
[33145] ['5/6', '5/6', '9/5', '6', '7'] -> (6 * (7 - (9/5 * (5/6 + 5/6))))
[33146] ['4/5', '4/5', '8/9', '8', '9'] -> ((4/5 + 8) + (9 * (4/5 + 8/9)))
[33147] ['4/9', '4/5', '8/9', '2', '6'] -> ((2 + 6) / (8/9 - (4/9 / 4/5)))
[33148] ['1/4', '3/7', '9/5', '5', '5'] -> ((5 + (9/5 * 5)) / (1/4 / 3/7))
[33149] ['4/9', '4/7', '3/2', '2', '9'] -> (4/7 * (3/2 + (9 / (4/9 / 2))))
[33150] ['4/9', '3/4', '9/8', '7', '9'] -> ((7 + 9) / (9/8 * (4/9 / 3/4)))
[33151] ['5/6', '5/6', '9/4', '6', '7'] -> (6 + (9/4 * (7 + (5/6 / 5/6))))
[33152] ['4/9', '8/7', '9/5', '5', '7'] -> (8/7 / (4/9 - (5 / (9/5 * 7))))
[33153] ['6/7', '6/7', '6/7', '1', '3'] -> ((6/7 + (6/7 * 3)) / (1 - 6/7))
[33154] ['1/4', '3/7', '9/4', '5', '5'] -> (3/7 * ((5 * (9/4 * 5)) - 1/4))
[33155] ['2', '9/4', '7/3', '7/3', '9'] -> (9 + (9/4 * (7/3 + (2 + 7/3))))
[33156] ['4/9', '3/4', '8/7', '7', '9'] -> ((8/7 * 7) * (9 * (4/9 * 3/4)))
[33157] ['2/9', '7/4', '9/5', '2', '7'] -> (2 / (2/9 - ((7/4 / 9/5) / 7)))
[33158] ['4/5', '4/5', '8/7', '8', '9'] -> ((8 + (8/7 * (4/5 + 9))) / 4/5)
[33159] ['5/6', '5/6', '7/2', '6', '7'] -> ((6 * (7/2 + (5/6 + 5/6))) - 7)
[33160] ['4/9', '4/5', '8/7', '2', '6'] -> ((4/5 + 2) * (6 + (8/7 / 4/9)))
[33161] ['4/5', '4/5', '7/6', '8', '9'] -> ((4/5 / 4/5) / (7/6 - (9 / 8)))
[33162] ['2/9', '5/7', '7/4', '7', '8'] -> ((5/7 + 7) * (8 * (2/9 * 7/4)))
[33163] ['7/9', '8/5', '2', '7/2', '8'] -> ((8/5 + 8) * ((7/2 / 7/9) - 2))
[33164] ['4/9', '4/5', '7/6', '2', '6'] -> (((7/6 + 2) + (6 / 4/5)) / 4/9)
[33165] ['6/7', '6/7', '1', '5/4', '3'] -> (6/7 / ((6/7 / 3) + (1 - 5/4)))
[33166] ['5/9', '4/7', '4/3', '2', '3'] -> (4/3 / ((5/9 + 3) - (2 / 4/7)))
[33167] ['1/4', '3/7', '7/2', '5', '5'] -> (((5 / 7/2) - (3/7 - 5)) / 1/4)
[33168] ['2/9', '5/7', '9/5', '7', '8'] -> (8 * (2/9 + (7 * (5/7 / 9/5))))
[33169] ['4/5', '4/5', '9/7', '8', '9'] -> ((4/5 + 4/5) * (8 + (9 / 9/7)))
[33170] ['2/5', '4/9', '9/8', '7', '7'] -> ((7 / 2/5) + (7 - (4/9 * 9/8)))
[33171] ['4/9', '3/4', '8/5', '7', '9'] -> (8/5 * ((9 / 4/9) - (3/4 * 7)))
[33172] ['1/4', '3/7', '9/2', '5', '5'] -> (((1/4 + 5) * (3/7 + 5)) - 9/2)
[33173] ['5/9', '7/5', '8/3', '4', '5'] -> (8/3 / (4 - (5 * (5/9 * 7/5))))
[33174] ['4/9', '8/7', '9/2', '5', '7'] -> ((8/7 * 7) * (5 - (4/9 * 9/2)))
[33175] ['4/9', '4/7', '2', '9/4', '9'] -> (2 + (9/4 * (9 + (4/9 / 4/7))))
[33176] ['6/7', '6/7', '1', '3/2', '3'] -> (3 / (1 - (3/2 / (6/7 + 6/7))))
[33177] ['7/9', '5/3', '7/4', '2', '8'] -> (8 / (7/9 - (5/3 / (7/4 + 2))))
[33178] ['2/9', '5/7', '7/3', '7', '8'] -> (((7/3 + 8) - (5/7 * 7)) / 2/9)
[33179] ['2/9', '9/5', '2', '7/3', '7'] -> ((9/5 * 7) * (2 - (2/9 / 7/3)))
[33180] ['4/9', '4/5', '7/5', '2', '6'] -> ((2 * ((6 / 4/9) - 4/5)) - 7/5)
[33181] ['4/9', '7/6', '7/6', '5', '7'] -> ((5 * 7) / ((7/6 / 4/9) - 7/6))
[33182] ['4/9', '7/9', '7/9', '7', '9'] -> ((4/9 * 9) * (7 - (7/9 / 7/9)))
[33183] ['4/9', '4/7', '2', '5/2', '9'] -> ((4/9 * 9) * (5/2 + (2 / 4/7)))
[33184] ['2', '5/2', '9/2', '9/2', '9'] -> ((2 * (5/2 + 9)) + (9/2 / 9/2))
[33185] ['7/9', '5/3', '2', '5/2', '8'] -> (8 / ((2 / 5/2) - (7/9 / 5/3)))
[33186] ['2/9', '5/7', '7/2', '7', '8'] -> ((8 / 2/9) / ((5/7 * 7) - 7/2))
[33187] ['6/7', '6/7', '1', '9/4', '3'] -> (6/7 / (((6/7 + 9/4) / 3) - 1))
[33188] ['5/9', '4/7', '9/5', '2', '3'] -> ((2 / 5/9) / ((9/5 / 4/7) - 3))
[33189] ['5/6', '6/7', '9/4', '6', '7'] -> ((5/6 + (7 / 6/7)) / (9/4 / 6))
[33190] ['4/9', '7/9', '9/8', '7', '9'] -> (9 / (9/8 * (4/9 - (7/9 / 7))))
[33191] ['5/9', '3/2', '9/5', '4', '5'] -> ((3/2 * 4) * (5 - (5/9 * 9/5)))
[33192] ['1/9', '1/8', '1/5', '1', '9'] -> (1 / (1/9 - ((1/8 / 1/5) / 9)))
[33193] ['5/9', '4/7', '2', '9/4', '3'] -> ((2 / (4/7 - 5/9)) / (9/4 + 3))
[33194] ['4/5', '5/6', '8/9', '8', '9'] -> ((8 + (8/9 * 9)) / (4/5 * 5/6))
[33195] ['5/6', '6/7', '9/2', '6', '7'] -> (9/2 / ((7 / (6/7 + 6)) - 5/6))
[33196] ['1/9', '1/8', '2/7', '1', '9'] -> ((9 / 1/9) / ((1 / 2/7) - 1/8))
[33197] ['2/5', '4/9', '4/3', '7', '7'] -> (((7 + 7) - (4/3 / 2/5)) / 4/9)
[33198] ['5/9', '4/7', '2', '5/2', '3'] -> (3 * ((2 / 4/7) + (5/2 / 5/9)))
[33199] ['1/9', '1/9', '1/5', '3', '3'] -> (3 * (3 + ((1/9 / 1/9) / 1/5)))
[33200] ['4/5', '5/6', '9/8', '8', '9'] -> ((8 + (9 / 9/8)) / (4/5 * 5/6))
[33201] ['4/9', '4/5', '2', '5/2', '6'] -> (5/2 * (6 + (2 / (4/9 / 4/5))))
[33202] ['2/9', '3/4', '7/9', '7', '8'] -> ((8 / 2/9) - (7 / (3/4 * 7/9)))
[33203] ['6/7', '6/7', '1', '3', '9/2'] -> (((6/7 * 9/2) / (1 - 6/7)) - 3)
[33204] ['5/9', '4/7', '2', '8/3', '3'] -> (2 / ((5/9 / 4/7) - (8/3 / 3)))
[33205] ['4/9', '3/5', '7/9', '2', '9'] -> ((9 + (3/5 * (7/9 + 2))) / 4/9)
[33206] ['4/9', '4/5', '2', '8/3', '6'] -> ((8/3 / ((4/9 * 2) - 4/5)) - 6)
[33207] ['4/5', '5/6', '7/6', '8', '9'] -> (4/5 / (((9 - 8) / 5/6) - 7/6))
[33208] ['4/9', '7/6', '3/2', '5', '7'] -> ((5 + 7) / (7/6 - (4/9 * 3/2)))
[33209] ['2/9', '3/4', '4/5', '7', '8'] -> ((7 / 2/9) - (8 * (3/4 / 4/5)))
[33210] ['1/9', '1/8', '3/7', '1', '9'] -> (1 / (3/7 * (1/9 - (1/8 / 9))))
[33211] ['7/9', '7/4', '2', '9/2', '8'] -> ((7/9 * 9/2) * (8 - (2 / 7/4)))
[33212] ['5/6', '7/8', '8/7', '6', '7'] -> (8/7 / (7 - (6 + (5/6 / 7/8))))
[33213] ['1/9', '1/9', '3/7', '3', '3'] -> (3 * ((1/9 / 1/9) + (3 / 3/7)))
[33214] ['4/9', '7/9', '9/5', '7', '9'] -> (9 * ((7 / 9/5) - (4/9 + 7/9)))
[33215] ['2/9', '2', '8/3', '8/3', '7'] -> ((2/9 - 2) + (8/3 * (8/3 + 7)))
[33216] ['4/9', '7/6', '8/5', '5', '7'] -> ((5 / (4/9 / 8/5)) + (7 / 7/6))
[33217] ['2/9', '3/4', '6/7', '7', '8'] -> ((7 / 2/9) - (6/7 * (3/4 + 8)))
[33218] ['5/6', '7/8', '6/5', '6', '7'] -> (6/5 / ((7/8 / 5/6) + (6 - 7)))
[33219] ['4/9', '4/5', '2', '9/2', '6'] -> (9/2 * (2 + (6 * (4/9 / 4/5))))
[33220] ['7/9', '9/5', '2', '9/4', '8'] -> ((9/5 * 8) * (7/9 + (2 / 9/4)))
[33221] ['4/9', '7/6', '5/3', '5', '7'] -> ((5/3 + 5) / (4/9 - (7/6 / 7)))
[33222] ['4/5', '5/6', '7/5', '8', '9'] -> ((4/5 / (7/5 - 5/6)) * (8 + 9))
[33223] ['5/9', '3/5', '3/5', '2', '3'] -> (((3/5 * 2) / (3/5 - 5/9)) - 3)
[33224] ['6/7', '7/8', '1', '5/4', '3'] -> ((6/7 * 3) / (5/4 - (1 / 7/8)))
[33225] ['7/9', '9/5', '2', '5/2', '8'] -> (8 / (7/9 - (2 / (9/5 * 5/2))))
[33226] ['4/9', '5/6', '6/7', '2', '6'] -> ((2 + 6) / (6/7 * (5/6 - 4/9)))
[33227] ['1/9', '1/8', '5/8', '1', '9'] -> ((9 + (1 / 1/9)) / (1/8 + 5/8))
[33228] ['7/9', '9/5', '2', '8/3', '8'] -> (8 * ((2 / 9/5) - (7/9 - 8/3)))
[33229] ['6/7', '7/8', '1', '4/3', '3'] -> ((3 / 7/8) / ((6/7 * 4/3) - 1))
[33230] ['4/9', '7/6', '9/5', '5', '7'] -> ((9/5 * 5) * (7 * (4/9 / 7/6)))
[33231] ['4/9', '3/5', '5/4', '2', '9'] -> (((2 + 9) / 4/9) - (3/5 * 5/4))
[33232] ['4/9', '5/6', '8/7', '2', '6'] -> (6 * ((2 / (5/6 - 4/9)) - 8/7))
[33233] ['6/7', '7/8', '1', '8/5', '3'] -> (3 / ((6/7 * 7/8) - (1 / 8/5)))
[33234] ['4/9', '5/6', '6/5', '2', '6'] -> (6 / ((6/5 / (4/9 / 5/6)) - 2))
[33235] ['4/5', '6/7', '7/8', '8', '9'] -> (7/8 + ((8 + (9 / 6/7)) / 4/5))
[33236] ['1/4', '1/4', '7/9', '2', '7'] -> (7 / (7/9 * (1/4 + (1/4 / 2))))
[33237] ['4/9', '7/6', '7/2', '5', '7'] -> (((5 + 7) / 4/9) - (7/2 / 7/6))
[33238] ['4/9', '4/5', '9/8', '7', '9'] -> (((7 / 4/9) + (9 / 4/5)) / 9/8)
[33239] ['2/9', '3/4', '6/5', '7', '8'] -> (6/5 * ((8 / (2/9 / 3/4)) - 7))
[33240] ['1/9', '1/9', '7/8', '3', '3'] -> (3 / ((1/9 * (3 - 7/8)) - 1/9))
[33241] ['2/5', '4/9', '8/3', '7', '7'] -> (8/3 / ((4/9 / 2/5) - (7 / 7)))
[33242] ['4/9', '7/6', '9/2', '5', '7'] -> ((9/2 * (4/9 + (7 / 7/6))) - 5)
[33243] ['5/9', '3/5', '7/8', '2', '3'] -> ((3 + (2 / 5/9)) / (7/8 - 3/5))
[33244] ['4/9', '5/6', '9/7', '2', '6'] -> ((6 / (5/6 - 4/9)) / (9/7 / 2))
[33245] ['5/9', '7/4', '9/4', '4', '5'] -> (4 * (9/4 + (5/9 * (7/4 + 5))))
[33246] ['2/9', '3/4', '9/7', '7', '8'] -> ((8 / 2/9) - (7 / (3/4 / 9/7)))
[33247] ['5/6', '8/9', '8/9', '6', '7'] -> ((7 / 6) / ((5/6 / 8/9) - 8/9))
[33248] ['1/9', '1/9', '9/8', '3', '3'] -> ((3 + 3) / (9/8 * (1/9 + 1/9)))
[33249] ['4/9', '5/6', '7/5', '2', '6'] -> (6 * ((2 / (4/9 * 5/6)) - 7/5))
[33250] ['5/9', '3/5', '8/9', '2', '3'] -> ((8/9 / 5/9) / ((2 / 3) - 3/5))
[33251] ['1/4', '1/4', '8/9', '2', '7'] -> (8/9 * (((1/4 + 7) / 1/4) - 2))
[33252] ['1/9', '1/8', '7/8', '1', '9'] -> ((9 + (1 / 1/9)) / (7/8 - 1/8))
[33253] ['1/4', '4/9', '5/4', '5', '5'] -> ((1/4 + 5/4) + ((5 + 5) / 4/9))
[33254] ['5/9', '7/4', '7/3', '4', '5'] -> ((4 - (7/3 / 7/4)) / (5/9 / 5))
[33255] ['5/6', '8/9', '9/8', '6', '7'] -> ((7 / 6) / ((5/6 * 9/8) - 8/9))
[33256] ['4/9', '6/5', '5/4', '5', '7'] -> (6/5 * ((5/4 * 7) + (5 / 4/9)))
[33257] ['4/9', '3/5', '2', '9/4', '9'] -> (((9 - 2) / (4/9 * 3/5)) - 9/4)
[33258] ['1/9', '1/8', '8/9', '1', '9'] -> (((8/9 + 1) / 1/8) - (1/9 - 9))
[33259] ['5/9', '7/4', '5/2', '4', '5'] -> ((5 / 5/9) / ((7/4 * 5/2) - 4))
[33260] ['4/9', '6/5', '9/7', '5', '7'] -> ((9/7 * 5) * (7 * (4/9 * 6/5)))
[33261] ['5/6', '8/9', '6/5', '6', '7'] -> ((7 / ((8/9 * 6/5) - 5/6)) - 6)
[33262] ['2/5', '1/2', '5/9', '7', '7'] -> ((7 / (2/5 * 5/9)) - (1/2 + 7))
[33263] ['6/7', '8/9', '8/9', '1', '3'] -> ((8/9 / (8/9 - 6/7)) - (1 + 3))
[33264] ['4/9', '6/7', '7/8', '2', '6'] -> ((2 + 6) / (7/8 * (4/9 * 6/7)))
[33265] ['4/9', '3/5', '2', '5/2', '9'] -> (9 * (2 + (5/2 * (4/9 * 3/5))))
[33266] ['4/9', '6/5', '4/3', '5', '7'] -> ((6/5 * 5) * (7 - (4/3 / 4/9)))
[33267] ['1/9', '1/9', '3/2', '3', '3'] -> (((3 - 1/9) / 1/9) - (3 / 3/2))
[33268] ['4/5', '4/5', '8/9', '2', '8'] -> (4/5 + (8 * (2 + (4/5 / 8/9))))
[33269] ['4/5', '6/7', '7/5', '8', '9'] -> (6/7 / ((9 / (4/5 * 7/5)) - 8))
[33270] ['2/9', '3/4', '5/2', '7', '8'] -> ((7 * 8) / (5/2 - (2/9 * 3/4)))
[33271] ['1/9', '1/9', '8/5', '3', '3'] -> ((3 / 3) / (1/9 - (1/9 / 8/5)))
[33272] ['6/7', '8/9', '1', '8/7', '3'] -> ((8/9 * (6/7 + 3)) / (8/7 - 1))
[33273] ['2/5', '1/2', '2/3', '7', '7'] -> ((7 + 7) / ((1/2 / 2/5) - 2/3))
[33274] ['4/9', '4/5', '9/4', '7', '9'] -> (7 + ((4/9 + 9) * (4/5 * 9/4)))
[33275] ['2/5', '1/2', '5/7', '7', '7'] -> (7 * (7 - (5/7 / (2/5 * 1/2))))
[33276] ['4/9', '6/5', '5/3', '5', '7'] -> (5 * (7 - (5/3 + (4/9 * 6/5))))
[33277] ['1/9', '1/8', '1', '9/7', '9'] -> (1/9 / ((1 / (9 - 9/7)) - 1/8))
[33278] ['1/4', '4/9', '7/4', '5', '5'] -> (((5 + 5) / 4/9) - (1/4 - 7/4))
[33279] ['2/9', '7/9', '4/5', '7', '8'] -> (8 * ((2/9 / (4/5 - 7/9)) - 7))
[33280] ['4/9', '4/5', '5/2', '7', '9'] -> (5/2 * ((4/9 * 9) + (4/5 * 7)))
[33281] ['4/9', '6/5', '7/4', '5', '7'] -> (6/5 * ((7/4 + 7) + (5 / 4/9)))
[33282] ['4/5', '6/7', '7/4', '8', '9'] -> (9 + ((7/4 * 8) / (4/5 / 6/7)))
[33283] ['4/9', '6/7', '5/4', '2', '6'] -> (6 * ((2 / (4/9 * 6/7)) - 5/4))
[33284] ['1/9', '1/9', '9/4', '3', '3'] -> (((3 / 1/9) + (3 / 1/9)) / 9/4)
[33285] ['4/9', '5/8', '4/5', '2', '9'] -> ((9 * ((2 / 5/8) - 4/9)) - 4/5)
[33286] ['2/5', '1/2', '5/6', '7', '7'] -> ((7 + (2/5 + 7)) / (1/2 / 5/6))
[33287] ['4/5', '6/7', '9/5', '8', '9'] -> ((4/5 * 9) + (8 / (6/7 / 9/5)))
[33288] ['4/5', '5/6', '8/9', '2', '8'] -> ((2 + (4/5 * 5/6)) / (8/9 / 8))
[33289] ['5/6', '8/9', '8/3', '6', '7'] -> (6 * ((8/9 * 7) - (5/6 * 8/3)))
[33290] ['4/9', '6/7', '7/5', '2', '6'] -> (7/5 * (((2 + 6) / 4/9) - 6/7))
[33291] ['5/9', '7/3', '5/2', '4', '5'] -> ((5 * (7/3 * 4)) / (5/2 - 5/9))
[33292] ['2/9', '7/9', '6/5', '7', '8'] -> (6/5 * (((7 - 7/9) / 2/9) - 8))
[33293] ['1/4', '4/9', '7/2', '5', '5'] -> ((5 + (7/2 + 5)) / (1/4 / 4/9))
[33294] ['4/5', '6/7', '9/4', '8', '9'] -> (4/5 * (9 + (8 / (6/7 / 9/4))))
[33295] ['4/9', '5/6', '6/7', '7', '9'] -> ((9 * (4/9 / 7)) / (6/7 - 5/6))
[33296] ['1/4', '2/7', '7/9', '2', '7'] -> (2 + (7/9 * (2/7 + (7 / 1/4))))
[33297] ['5/9', '5/2', '5/2', '4', '5'] -> ((5 / (5/9 / 5/2)) - (5/2 - 4))
[33298] ['1/9', '1/8', '1/7', '3', '3'] -> (1/8 * (3 + (3 / (1/9 * 1/7))))
[33299] ['4/5', '6/7', '7/3', '8', '9'] -> (4/5 * ((9 / (7/3 / 8)) - 6/7))
[33300] ['5/6', '9/8', '8/7', '6', '7'] -> (((5/6 * 6) - 8/7) / (9/8 / 7))
[33301] ['4/5', '5/6', '9/7', '2', '8'] -> ((5/6 * 9/7) * (8 * (4/5 + 2)))
[33302] ['1/4', '2/7', '4/5', '2', '7'] -> (7 * (2 + (2/7 / (1/4 * 4/5))))
[33303] ['1/4', '1/2', '5/9', '5', '5'] -> ((5 + 5) / (5/9 * (1/4 + 1/2)))
[33304] ['4/9', '5/4', '4/3', '5', '7'] -> ((7 + (4/3 + 5)) / (4/9 * 5/4))
[33305] ['4/9', '5/6', '5/4', '7', '9'] -> ((7 + 9) / (5/4 * (4/9 / 5/6)))
[33306] ['1/9', '1/7', '1/6', '1', '9'] -> ((9 + (1 / 1/7)) / (1/9 / 1/6))
[33307] ['4/5', '6/7', '5/2', '8', '9'] -> (6/7 * ((9 / (5/2 / 8)) - 4/5))
[33308] ['1/4', '2/7', '8/9', '2', '7'] -> (2 + (8/9 * (1/4 + (7 / 2/7))))
[33309] ['1/4', '1/2', '4/7', '5', '5'] -> ((5 + (1/2 + 5)) / (1/4 / 4/7))
[33310] ['2/9', '7/9', '5/2', '7', '8'] -> (8 * (5/2 + (7/9 / (2/9 * 7))))
[33311] ['4/9', '6/7', '7/4', '2', '6'] -> (2 * ((6 / 4/9) - (6/7 * 7/4)))
[33312] ['5/9', '5/8', '4/5', '2', '3'] -> (3 / (5/9 * (5/8 - (4/5 / 2))))
[33313] ['5/9', '7/2', '7/2', '4', '5'] -> ((5 / (5/9 / 7/2)) - (7/2 + 4))
[33314] ['4/5', '6/7', '8/3', '8', '9'] -> (9 + ((8/3 + (8 / 6/7)) / 4/5))
[33315] ['4/9', '5/6', '7/5', '7', '9'] -> ((9 * (4/9 / 5/6)) / (7/5 / 7))
[33316] ['2/9', '7/9', '9/2', '7', '8'] -> ((2/9 * 8) * (9/2 + (7 / 7/9)))
[33317] ['1/4', '1/2', '5/7', '5', '5'] -> ((5 + (5 / 5/7)) / (1/4 / 1/2))
[33318] ['4/9', '5/4', '5/3', '5', '7'] -> (((5 + 7) - (5/3 / 5/4)) / 4/9)
[33319] ['2/5', '1/2', '4/3', '7', '7'] -> ((7 / 4/3) + ((1/2 + 7) / 2/5))
[33320] ['5/6', '9/8', '3/2', '6', '7'] -> (3/2 / (7 - (6 + (5/6 * 9/8))))
[33321] ['6/7', '8/9', '1', '9/4', '3'] -> (1 / ((8/9 * 3) - (9/4 / 6/7)))
[33322] ['4/5', '6/7', '7/2', '8', '9'] -> ((7/2 + (8 / 4/5)) + (9 / 6/7))
[33323] ['4/5', '6/7', '8/9', '2', '8'] -> (8/9 * ((2 / (6/7 - 4/5)) - 8))
[33324] ['1/9', '1/7', '3/8', '1', '9'] -> ((3/8 * 9) * (1/9 + (1 / 1/7)))
[33325] ['5/9', '5/8', '7/8', '2', '3'] -> ((2 * 3) / ((5/8 / 5/9) - 7/8))
[33326] ['4/9', '5/4', '7/4', '5', '7'] -> (((5 + 7) / 4/9) - (5/4 + 7/4))
[33327] ['5/6', '9/8', '8/5', '6', '7'] -> ((6 * (5/6 / 9/8)) * (7 - 8/5))
[33328] ['4/9', '6/7', '2', '7/3', '6'] -> (((2 / 6/7) + (7/3 + 6)) / 4/9)
[33329] ['4/5', '6/7', '9/2', '8', '9'] -> ((4/5 * 8) * (9 - (9/2 / 6/7)))
[33330] ['4/5', '6/7', '9/8', '2', '8'] -> (((2 / (6/7 - 4/5)) - 8) / 9/8)
[33331] ['4/7', '4/7', '6/7', '4', '5'] -> ((4 + (4/7 * 5)) / (6/7 - 4/7))
[33332] ['1/4', '1/2', '6/7', '5', '5'] -> ((1/4 + 5) * (5 - (1/2 * 6/7)))
[33333] ['6/7', '8/9', '1', '5/2', '3'] -> ((1 / (8/9 - 6/7)) - (5/2 * 3))
[33334] ['4/9', '5/4', '9/5', '5', '7'] -> (5 * ((7 / 5/4) - (4/9 * 9/5)))
[33335] ['4/9', '5/6', '9/4', '7', '9'] -> (9 + (5/6 * (9/4 + (7 / 4/9))))
[33336] ['1/4', '2/7', '7/5', '2', '7'] -> (2/7 / (1/4 - (2 / (7/5 + 7))))
[33337] ['2/9', '4/5', '6/7', '7', '8'] -> (4/5 * ((8 / 2/9) - (6/7 * 7)))
[33338] ['4/9', '5/8', '5/3', '2', '9'] -> ((5/3 / (4/9 * 5/8)) + (2 * 9))
[33339] ['4/5', '6/7', '5/4', '2', '8'] -> ((6/7 * 5/4) * (8 * (4/5 + 2)))
[33340] ['4/9', '5/4', '9/4', '5', '7'] -> ((7 - (4/9 * 9/4)) / (5/4 / 5))
[33341] ['2/5', '1/2', '7/3', '7', '7'] -> ((7/3 * ((7 / 2/5) - 7)) - 1/2)
[33342] ['5/6', '9/8', '9/5', '6', '7'] -> (9/5 / (((7 - 6) / 5/6) - 9/8))
[33343] ['6/7', '8/9', '1', '3', '9/2'] -> ((1 / (8/9 - 6/7)) - (3 + 9/2))
[33344] ['4/9', '7/8', '7/8', '2', '6'] -> (6 / ((7/8 / (4/9 * 7/8)) - 2))
[33345] ['1/9', '1/7', '3/5', '1', '9'] -> (((1 / (1/7 * 3/5)) - 9) / 1/9)
[33346] ['4/9', '5/8', '9/5', '2', '9'] -> (((9/5 * (4/9 + 9)) - 2) / 5/8)
[33347] ['6/7', '1', '9/8', '9/8', '3'] -> ((9/8 / ((1 / 6/7) - 9/8)) - 3)
[33348] ['4/5', '6/7', '9/7', '2', '8'] -> (2 * ((8 / (4/5 / 9/7)) - 6/7))
[33349] ['4/7', '4/7', '7/6', '4', '5'] -> (4/7 / ((4/7 * 5) + (7/6 - 4)))
[33350] ['2/9', '4/5', '8/9', '7', '8'] -> (((8 - (8/9 / 4/5)) / 2/9) - 7)
[33351] ['4/9', '6/7', '7/8', '7', '9'] -> ((7 / 4/9) + (9 - (6/7 * 7/8)))
