[98462] ['7/9', '8/7', '4', '4', '9/2'] -> ((7/9 * 9/2) * (4 - (8/7 - 4)))
[105408] ['1/7', '4/5', '7/3', '4', '5'] -> ((4 + (4/5 * 5)) / (1/7 * 7/3))
[105409] ['1/3', '1', '1', '7/6', '9/4'] -> (1 / ((9/4 * (7/6 - 1)) - 1/3))
[105410] ['5/9', '4/7', '4/3', '8', '8'] -> ((8 + (4/7 * (4/3 + 8))) / 5/9)
[105411] ['1/7', '4/5', '7/2', '4', '5'] -> ((4/5 + (1/7 * 4)) * (7/2 * 5))
[105412] ['3/8', '5/8', '4/5', '8', '9'] -> ((9 + (3/8 * 8)) / (5/8 * 4/5))
[105413] ['1/3', '1', '1', '6/5', '9/7'] -> (6/5 / ((1 / (9/7 - 1/3)) - 1))
[105414] ['1/3', '1', '1', '6/5', '4/3'] -> (4/3 / (1/3 * (1 - (1 / 6/5))))
[105415] ['3/8', '5/8', '6/7', '8', '9'] -> (6/7 * ((9 / (5/8 - 3/8)) - 8))
[105416] ['1/3', '1', '1', '6/5', '5/3'] -> ((5/3 / (1/3 * (6/5 - 1))) - 1)
[105417] ['1/7', '5/6', '9/7', '4', '5'] -> ((9/7 + 5) / (5/6 - (1/7 * 4)))
[105418] ['5/9', '4/7', '9/4', '8', '8'] -> ((8 / 4/7) + (8 * (5/9 * 9/4)))
[105419] ['3/8', '5/8', '7/5', '8', '9'] -> ((5/8 * 9) * (8 - (7/5 / 3/8)))
[105420] ['5/9', '4/7', '5/2', '8', '8'] -> ((5/2 - 4/7) * (8 + (5/9 * 8)))
[105421] ['1/3', '1', '1', '6/5', '5/2'] -> ((6/5 + (1 + 1)) / (1/3 / 5/2))
[105422] ['1/7', '5/6', '9/4', '4', '5'] -> ((5 / (1/7 * 5/6)) / (4 - 9/4))
[105423] ['1/3', '1', '1', '6/5', '8/3'] -> (8/3 / (((1/3 + 1) / 6/5) - 1))
[105424] ['1/7', '5/6', '7/3', '4', '5'] -> (4 / ((1/7 * 7/3) - (5/6 / 5)))
[105425] ['5/9', '3/5', '4/5', '8', '8'] -> (((3/5 * 8) + (8 / 5/9)) / 4/5)
[105426] ['1/7', '5/6', '7/2', '4', '5'] -> ((5/6 * (5 + (4 / 1/7))) - 7/2)
[105427] ['1/3', '1', '1', '5/4', '9/4'] -> (((9/4 / (5/4 - 1)) - 1) / 1/3)
[105428] ['1/3', '1', '1', '5/4', '5/2'] -> (1 / ((5/2 * (1/3 * 5/4)) - 1))
[105429] ['1/7', '6/7', '9/5', '4', '5'] -> (5 * ((9/5 + 4) - (1/7 + 6/7)))
[105430] ['1/3', '1', '1', '5/4', '7/2'] -> ((1 + 1) / (5/4 - (1/3 * 7/2)))
[105431] ['1/7', '6/7', '7/3', '4', '5'] -> ((6/7 * ((5 / 1/7) - 7/3)) - 4)
[105432] ['1/3', '1', '1', '5/4', '9/2'] -> ((9/2 * (1/3 + 1)) / (5/4 - 1))
[105433] ['1/3', '1', '1', '9/7', '9/7'] -> ((1 + 9/7) / (1/3 * (9/7 - 1)))
[105434] ['5/9', '3/5', '5/4', '8', '8'] -> (5/4 * ((3/5 * 8) + (8 / 5/9)))
[105435] ['3/8', '5/7', '7/5', '8', '9'] -> ((3/8 * 8) * (9 - (5/7 * 7/5)))
[105436] ['1/7', '7/8', '9/4', '4', '5'] -> ((5 + (4 / 1/7)) / (9/4 - 7/8))
[105437] ['3/8', '5/7', '3/2', '8', '9'] -> ((3/2 + 9) * ((3/8 * 8) - 5/7))
[105438] ['5/9', '5/8', '2/3', '8', '8'] -> ((2/3 + (8 / 8)) / (5/8 - 5/9))
[105439] ['1/3', '1', '1', '9/7', '7/3'] -> ((1 + 9/7) / ((1 / 7/3) - 1/3))
[105440] ['3/8', '5/7', '5/3', '8', '9'] -> ((3/8 * 8) + (9 / (5/7 / 5/3)))
[105441] ['1/3', '1', '1', '4/3', '4/3'] -> (1 / ((1 / (4/3 + 4/3)) - 1/3))
[105442] ['5/9', '5/8', '7/9', '8', '8'] -> ((8 / 5/8) + (8 / (5/9 / 7/9)))
[105443] ['3/8', '5/7', '9/4', '8', '9'] -> (9 + ((3/8 + 9/4) * (5/7 * 8)))
[105444] ['1/3', '1', '1', '4/3', '8/5'] -> (1 / (((1/3 + 4/3) / 8/5) - 1))
[105445] ['1/3', '1', '1', '4/3', '5/3'] -> ((1 + 5/3) / (1/3 * (4/3 - 1)))
[105446] ['1/7', '8/9', '5/4', '4', '5'] -> ((8/9 * (1/7 + 5)) * (5/4 + 4))
[105447] ['1/3', '1', '1', '4/3', '7/4'] -> ((1 + 1) / (7/4 - (1/3 + 4/3)))
[105448] ['3/8', '5/7', '7/2', '8', '9'] -> (7/2 * (9 - (8 * (3/8 * 5/7))))
[105449] ['5/9', '5/8', '7/6', '8', '8'] -> ((8 / 8) / (7/6 - (5/8 / 5/9)))
[105450] ['5/9', '5/8', '6/5', '8', '8'] -> ((8 / 8) / ((5/9 * 6/5) - 5/8))
[105451] ['5/9', '5/8', '9/7', '8', '8'] -> ((8 / 5/8) + (8 / (5/9 * 9/7)))
[105452] ['1/3', '1', '1', '7/5', '5/3'] -> ((5/3 / (7/5 - (1/3 + 1))) - 1)
[105453] ['1/7', '8/9', '8/3', '4', '5'] -> (8/3 / (8/9 - (4 / (1/7 + 5))))
[105454] ['5/9', '5/8', '3/2', '8', '8'] -> ((3/2 - (5/8 / 5/9)) * (8 * 8))
[105455] ['1/7', '9/8', '7/6', '4', '5'] -> (1/7 + (4 * (5 + (9/8 / 7/6))))
[105456] ['1/3', '1', '1', '7/5', '7/3'] -> ((1 + 7/3) / (1/3 / (1 + 7/5)))
[105457] ['1/7', '9/8', '5/4', '4', '5'] -> ((5/4 + 4) / (9/8 / (1/7 + 5)))
[105458] ['3/8', '7/9', '6/5', '8', '9'] -> ((6/5 * 9) * ((3/8 * 8) - 7/9))
[105459] ['1/7', '9/8', '9/7', '4', '5'] -> (4 * ((9/7 / 9/8) - (1/7 - 5)))
[105460] ['1/7', '9/8', '7/5', '4', '5'] -> ((4 - 1/7) * (5 / (9/8 / 7/5)))
[105461] ['1/3', '1', '1', '3/2', '8/5'] -> (8/5 / ((1 / (1 + 3/2)) - 1/3))
[105462] ['5/9', '2/3', '5/7', '8', '8'] -> ((8 + (8 / 5/9)) / (2/3 / 5/7))
[105463] ['1/3', '1', '1', '3/2', '5/3'] -> ((1 + (1 / 1/3)) / (5/3 - 3/2))
[105464] ['1/7', '9/8', '8/5', '4', '5'] -> (5 + (8/5 * (4 + (9/8 / 1/7))))
[105465] ['1/7', '9/8', '7/4', '4', '5'] -> ((9/8 + 5) * (4 - (1/7 / 7/4)))
[105466] ['3/8', '7/9', '9/5', '8', '9'] -> ((9/5 + 9) * ((3/8 * 8) - 7/9))
[105467] ['5/9', '2/3', '9/8', '8', '8'] -> ((8 / 8) / (2/3 - (5/9 * 9/8)))
[105468] ['1/3', '1', '1', '3/2', '5/2'] -> ((3/2 + 5/2) / (1/3 / (1 + 1)))
[105469] ['5/9', '2/3', '8/7', '8', '8'] -> ((((8 + 8) / 8/7) - 2/3) / 5/9)
[105470] ['5/9', '2/3', '7/6', '8', '8'] -> (8 + (8 * (7/6 + (5/9 / 2/3))))
[105471] ['5/9', '2/3', '6/5', '8', '8'] -> ((8 / 2/3) + (8 / (5/9 * 6/5)))
[105472] ['1/3', '1', '1', '8/5', '7/4'] -> (1 / ((1 / 8/5) - (1/3 * 7/4)))
[105473] ['5/9', '2/3', '9/7', '8', '8'] -> ((8 + (5/9 * 8)) / (2/3 / 9/7))
[105474] ['1/7', '9/8', '8/3', '4', '5'] -> (4 * ((9/8 / 1/7) - (5 / 8/3)))
[105475] ['3/8', '4/5', '8/9', '8', '9'] -> ((8/9 + 8) * (9 * (3/8 * 4/5)))
[105476] ['3/8', '4/5', '9/8', '8', '9'] -> (9 + ((3/8 + 9/8) / (4/5 / 8)))
[105477] ['1/3', '1', '1', '8/5', '7/2'] -> (8/5 / ((1 / (7/2 - 1)) - 1/3))
[105478] ['1/7', '8/7', '9/5', '4', '5'] -> (5 * ((1/7 - 8/7) + (9/5 + 4)))
[105479] ['5/9', '5/7', '5/7', '8', '8'] -> (8 + (8 * (5/7 + (5/7 / 5/9))))
[105480] ['3/8', '4/5', '7/6', '8', '9'] -> ((9 + (8 / 4/5)) / (7/6 - 3/8))
[105481] ['5/9', '5/7', '3/4', '8', '8'] -> ((8 + (8 / 3/4)) / (5/9 / 5/7))
[105482] ['1/7', '7/6', '5/4', '4', '5'] -> ((7/6 * 5) * (4 + (1/7 / 5/4)))
[105483] ['1/3', '1', '1', '5/3', '9/4'] -> ((1 + 5/3) / ((1 / 9/4) - 1/3))
[105484] ['1/3', '1', '1', '5/3', '7/3'] -> ((5/3 + 7/3) / (1/3 / (1 + 1)))
[105485] ['3/8', '4/5', '7/4', '8', '9'] -> ((4/5 * 9) * (8 - (7/4 / 3/8)))
[105486] ['1/3', '1', '1', '5/3', '5/2'] -> ((5/3 / ((1 / 5/2) - 1/3)) - 1)
[105487] ['1/7', '7/6', '9/5', '4', '5'] -> (4 / (9/5 - (7/6 / (1/7 * 5))))
[105488] ['1/7', '7/6', '8/3', '4', '5'] -> ((4 / 1/7) / (5 - (7/6 + 8/3)))
[105489] ['1/3', '1', '1', '5/3', '9/2'] -> ((1 + 5/3) / (1/3 - (1 / 9/2)))
[105490] ['5/9', '5/7', '9/8', '8', '8'] -> ((8 / 5/7) + (8 / (5/9 * 9/8)))
[105491] ['1/7', '7/6', '7/2', '4', '5'] -> (5 / ((1/7 * 7/2) - (7/6 / 4)))
[105492] ['1/3', '1', '1', '7/4', '9/4'] -> ((7/4 + 9/4) / (1/3 / (1 + 1)))
[105493] ['3/8', '5/6', '9/7', '8', '9'] -> (9/7 * (9 + (8 * (3/8 + 5/6))))
[105494] ['1/7', '6/5', '9/7', '4', '5'] -> ((5 * (4 - (1/7 - 6/5))) - 9/7)
[105495] ['5/9', '5/7', '9/7', '8', '8'] -> (((9/7 + 8) / 5/9) - (5/7 - 8))
[105496] ['1/7', '6/5', '4/3', '4', '5'] -> ((1/7 + 5) * (4/3 + (4 / 6/5)))
[105497] ['1/3', '1', '1', '7/4', '9/2'] -> ((9/2 + (7/4 * (1 + 1))) / 1/3)
[105498] ['5/9', '5/7', '4/3', '8', '8'] -> ((8 + (4/3 * 8)) / (5/9 / 5/7))
[105499] ['3/8', '5/6', '9/4', '8', '9'] -> (8 * (((9 - 3/8) / 9/4) - 5/6))
[105500] ['5/9', '5/7', '3/2', '8', '8'] -> ((5/7 * 3/2) * (8 + (8 / 5/9)))
[105501] ['1/7', '6/5', '9/5', '4', '5'] -> ((1/7 + 5) * (4 + (6/5 / 9/5)))
[105502] ['1/3', '1', '1', '9/5', '5/2'] -> ((1 + (5/2 * (1 + 9/5))) / 1/3)
[105503] ['5/9', '5/7', '8/5', '8', '8'] -> ((8 / 5/7) - (8/5 - (8 / 5/9)))
[105504] ['1/7', '6/5', '9/4', '4', '5'] -> ((5 / (1/7 / 6/5)) / (4 - 9/4))
[105505] ['1/3', '1', '1', '9/5', '8/3'] -> (8/3 / ((1 - 1/3) - (1 / 9/5)))
[105506] ['1/7', '6/5', '5/2', '4', '5'] -> (((4 + 5) / (1/7 * 5/2)) - 6/5)
[105507] ['5/9', '5/7', '9/4', '8', '8'] -> ((5/9 * 9/4) * (8 + (8 / 5/7)))
[105508] ['1/3', '1', '1', '9/4', '7/2'] -> ((7/2 + (9/4 * (1 + 1))) / 1/3)
[105509] ['1/7', '6/5', '7/2', '4', '5'] -> (((5 + (4 / 1/7)) / 6/5) - 7/2)
[105510] ['1/3', '1', '1', '7/3', '7/2'] -> ((1 + 7/2) * (7/3 + (1 / 1/3)))
[105511] ['1/7', '5/4', '7/3', '4', '5'] -> ((4 + (5 / 5/4)) / (1/7 * 7/3))
[105512] ['5/9', '3/4', '3/4', '8', '8'] -> ((8 + (8 / (3/4 + 3/4))) / 5/9)
[105513] ['5/9', '3/4', '5/6', '8', '8'] -> (8 + ((5/6 * 8) / (5/9 * 3/4)))
[105514] ['3/8', '8/9', '7/6', '8', '9'] -> ((9 + (8 * (3/8 + 7/6))) / 8/9)
[105515] ['3/8', '3/8', '7/9', '1', '1'] -> ((1 + 1) / (3/8 - (3/8 * 7/9)))
[105516] ['5/9', '3/4', '9/7', '8', '8'] -> ((8 / (9/7 * (3/4 - 5/9))) - 8)
[105517] ['3/8', '3/8', '5/6', '1', '1'] -> ((1 + 1) / (5/6 - (3/8 + 3/8)))
[105518] ['5/9', '3/4', '7/5', '8', '8'] -> ((8 + (8 / 3/4)) / (5/9 * 7/5))
[105519] ['5/9', '3/4', '3/2', '8', '8'] -> (8 * ((8 / (3/4 + 3/2)) - 5/9))
[105520] ['5/9', '3/4', '9/5', '8', '8'] -> ((8 / ((5/9 * 9/5) - 3/4)) - 8)
[105521] ['3/8', '8/9', '7/2', '8', '9'] -> ((3/8 + (9 / 8/9)) / (7/2 / 8))
[105522] ['3/8', '3/8', '1', '1', '9/7'] -> ((1 + 1) / (3/8 - (3/8 / 9/7)))
[105523] ['1/7', '7/5', '8/3', '4', '5'] -> (8/3 * ((7/5 / 1/7) - (4 / 5)))
[105524] ['3/8', '9/8', '7/4', '8', '9'] -> ((8 / (9/8 + 7/4)) * (9 - 3/8))
[105525] ['3/8', '3/8', '1', '1', '3/2'] -> (1 / (((1 - 3/8) / 3/2) - 3/8))
[105526] ['5/9', '7/9', '7/9', '8', '8'] -> ((8 + (8 * (5/9 + 7/9))) / 7/9)
[105527] ['5/9', '7/9', '4/3', '8', '8'] -> ((8 * 8) / (4/3 + (5/9 + 7/9)))
[105528] ['1/7', '3/2', '5/3', '4', '5'] -> (4 / (1/7 * (3/2 - (5/3 / 5))))
[105529] ['3/8', '3/8', '1', '1', '9/4'] -> (1 / ((1 / 3/8) - (3/8 + 9/4)))
[105530] ['3/8', '3/8', '1', '1', '7/3'] -> (1 / ((3/8 + 7/3) - (1 / 3/8)))
[105531] ['1/7', '3/2', '9/4', '4', '5'] -> ((1/7 + 5) * (4 + (3/2 / 9/4)))
[105532] ['5/9', '7/9', '7/2', '8', '8'] -> (8 * ((5/9 / 7/9) + (8 / 7/2)))
[105533] ['3/8', '8/7', '5/2', '8', '9'] -> (((9 / 8/7) - 3/8) / (5/2 / 8))
[105534] ['5/9', '4/5', '4/5', '8', '8'] -> ((8 / 5/9) + (8 + (4/5 + 4/5)))
[105535] ['3/8', '7/6', '5/4', '8', '9'] -> ((9 + (5/4 * 8)) / (7/6 - 3/8))
[105536] ['5/9', '4/5', '5/6', '8', '8'] -> ((8 + (8 * (4/5 * 5/6))) / 5/9)
[105537] ['1/7', '8/5', '4', '9/2', '5'] -> ((9/2 / 1/7) - (5 + (4 / 8/5)))
[105538] ['5/9', '4/5', '7/8', '8', '8'] -> ((8 / (5/9 * 8)) / (7/8 - 4/5))
[105539] ['1/7', '5/3', '7/4', '4', '5'] -> ((7/4 * (5/3 - 1/7)) * (4 + 5))
[105540] ['5/9', '4/5', '9/8', '8', '8'] -> (8 + (8 / (9/8 * (5/9 * 4/5))))
[105541] ['3/8', '7/6', '5/3', '8', '9'] -> ((9 + (3/8 * 8)) / (5/3 - 7/6))
[105542] ['1/7', '5/3', '9/4', '4', '5'] -> (9/4 * ((5/3 / 1/7) + (4 - 5)))
[105543] ['5/9', '4/5', '9/7', '8', '8'] -> ((8 + (8 / (5/9 * 9/7))) / 4/5)
[105544] ['1/7', '7/4', '9/5', '4', '5'] -> (7/4 * (4 + (5 * (1/7 + 9/5))))
[105545] ['1/7', '7/4', '7/3', '4', '5'] -> ((1/7 + 5) * ((7/4 * 4) - 7/3))
[105546] ['3/8', '2/5', '1', '1', '7/6'] -> (1 / (((7/6 - 1) / 2/5) - 3/8))
[105547] ['3/8', '6/5', '7/3', '8', '9'] -> ((8 * (3/8 * 6/5)) * (9 - 7/3))
[105548] ['3/8', '6/5', '7/2', '8', '9'] -> (9 * ((7/2 / 3/8) - (8 / 6/5)))
[105549] ['1/7', '9/5', '7/2', '4', '5'] -> (7/2 * (4 + ((1/7 + 5) / 9/5)))
[105550] ['3/8', '5/4', '7/5', '8', '9'] -> (9 * ((8 / 5/4) - (7/5 / 3/8)))
[105551] ['1/7', '9/4', '5/2', '4', '5'] -> (((5/2 + (5 / 4)) / 1/7) - 9/4)
[105552] ['5/9', '5/6', '9/8', '8', '8'] -> ((8 * 8) * ((5/6 / 5/9) - 9/8))
[105553] ['3/8', '9/7', '7/5', '8', '9'] -> (8 * ((9 / 7/5) - (9/7 / 3/8)))
[105554] ['1/7', '5/2', '8/3', '4', '5'] -> ((4 / 8/3) + (5 + (5/2 / 1/7)))
[105555] ['5/9', '5/6', '9/7', '8', '8'] -> ((5/6 * 9/7) * (8 + (8 / 5/9)))
[105556] ['3/8', '3/7', '4/7', '1', '1'] -> (1 / ((3/8 + 1) - (4/7 / 3/7)))
[105557] ['1/7', '8/3', '4', '9/2', '5'] -> ((9/2 / 1/7) - (5 / (8/3 / 4)))
[105558] ['5/9', '5/6', '7/4', '8', '8'] -> ((8 / (7/4 - (5/6 / 5/9))) - 8)
[105559] ['5/9', '5/6', '9/4', '8', '8'] -> ((9/4 * (5/9 / 5/6)) * (8 + 8))
[105560] ['3/8', '9/7', '9/2', '8', '9'] -> (8 / ((9/2 / (3/8 * 9/7)) - 9))
[105561] ['1/6', '1/6', '5/9', '4', '5'] -> ((5/9 / 1/6) + (4 * (1/6 + 5)))
[105562] ['1/6', '1/6', '4/7', '4', '5'] -> (((1/6 + 5) / 1/6) - (4 / 4/7))
[105563] ['1/6', '1/6', '5/7', '4', '5'] -> (4 * ((5 / 5/7) - (1/6 / 1/6)))
[105564] ['3/8', '3/7', '1', '1', '9/8'] -> (1 / ((1 / 3/8) - (9/8 / 3/7)))
[105565] ['3/8', '7/5', '9/4', '8', '9'] -> (9 + ((3/8 + 9/4) / (7/5 / 8)))
[105566] ['3/8', '3/7', '1', '1', '6/5'] -> (1 / ((3/8 / 3/7) - (1 / 6/5)))
[105567] ['5/9', '6/7', '5/4', '8', '8'] -> ((6/7 * 5/4) * (8 + (8 / 5/9)))
[105568] ['3/8', '7/5', '7/3', '8', '9'] -> (7/3 + ((9 + (8 / 3/8)) / 7/5))
[105569] ['1/6', '1/5', '2/9', '4', '5'] -> ((4 / 2/9) + (5 / (1/6 / 1/5)))
[105570] ['5/9', '6/7', '9/7', '8', '8'] -> ((8 + (8 * (6/7 / 9/7))) / 5/9)
[105571] ['3/8', '3/7', '1', '1', '7/5'] -> (3/7 / (1 - ((3/8 + 1) / 7/5)))
[105572] ['3/8', '7/5', '7/2', '8', '9'] -> (7/2 * (9 - (8 * (3/8 / 7/5))))
[105573] ['3/8', '3/7', '1', '1', '9/5'] -> (3/7 / (3/8 - (1 / (1 + 9/5))))
[105574] ['1/6', '1/5', '5/9', '4', '5'] -> (((1/5 + 5) / 1/6) - (4 / 5/9))
[105575] ['5/9', '6/7', '7/4', '8', '8'] -> ((8 + (8 / (6/7 * 7/4))) / 5/9)
[105576] ['3/8', '8/5', '7/3', '8', '9'] -> ((3/8 * (8/5 + 8)) * (9 - 7/3))
[105577] ['5/9', '6/7', '9/4', '8', '8'] -> ((6/7 * 9/4) * (8 + (5/9 * 8)))
[105578] ['3/8', '3/7', '1', '1', '8/3'] -> (1 / ((3/8 - 8/3) + (1 / 3/7)))
[105579] ['5/9', '6/7', '7/3', '8', '8'] -> ((8 + (8 / 7/3)) / (5/9 * 6/7))
[105580] ['3/8', '3/7', '1', '1', '7/2'] -> ((1 + (1 / 7/2)) / (3/7 - 3/8))
[105581] ['3/8', '4/9', '4/9', '1', '1'] -> ((1 / 3/8) / (1 - (4/9 + 4/9)))
[105582] ['5/9', '6/7', '9/2', '8', '8'] -> (6/7 * (8 + (8 * (5/9 * 9/2))))
[105583] ['3/8', '4/9', '4/7', '1', '1'] -> (3/8 / (1 - (1 / (4/9 + 4/7))))
[105584] ['3/8', '4/9', '5/6', '1', '1'] -> ((5/6 / (4/9 - 3/8)) * (1 + 1))
[105585] ['5/9', '7/8', '5/4', '8', '8'] -> (((8 / (5/4 - 7/8)) - 8) / 5/9)
[105586] ['1/6', '1/5', '5/2', '4', '5'] -> (5 / ((1/6 / 1/5) - (5/2 / 4)))
[105587] ['1/6', '1/5', '8/3', '4', '5'] -> (4 / ((8/3 / 5) - (1/6 + 1/5)))
[105588] ['5/9', '7/8', '9/7', '8', '8'] -> ((8 + (8 / 7/8)) / (5/9 * 9/7))
[105589] ['2/5', '2/5', '2/5', '8', '9'] -> ((2/5 + (2/5 * 9)) + (8 / 2/5))
[105590] ['3/8', '4/9', '7/8', '1', '1'] -> (1 / ((3/8 * 4/9) + (7/8 - 1)))
[105591] ['3/8', '4/9', '8/9', '1', '1'] -> (1 / ((3/8 - 4/9) - (8/9 - 1)))
[105592] ['5/9', '7/8', '4/3', '8', '8'] -> (4/3 / (((8 - 5/9) / 8) - 7/8))
[105593] ['1/6', '2/9', '2/7', '4', '5'] -> ((5 / (2/7 - 1/6)) - (4 / 2/9))
[105594] ['3/8', '4/9', '1', '1', '9/8'] -> (1 / ((3/8 * 4/9) + (1 - 9/8)))
[105595] ['2/5', '2/5', '4/7', '8', '9'] -> ((8 / 4/7) + (9 + (2/5 / 2/5)))
[105596] ['5/9', '7/8', '3/2', '8', '8'] -> ((8 / 8) / (7/8 - (5/9 * 3/2)))
[105597] ['2/5', '2/5', '5/7', '8', '9'] -> (9 + ((2/5 + 8) / (2/5 / 5/7)))
[105598] ['1/6', '2/9', '4/7', '4', '5'] -> ((5 / ((1/6 / 2/9) - 4/7)) - 4)
[105599] ['3/8', '4/9', '1', '1', '7/6'] -> (1 / ((1 / 3/8) - (7/6 / 4/9)))
[105600] ['3/8', '4/9', '1', '1', '6/5'] -> ((1 + 1) / (6/5 * (4/9 - 3/8)))
[105601] ['2/5', '2/5', '5/6', '8', '9'] -> (9 / (5/6 * (2/5 + (2/5 / 8))))
[105602] ['1/6', '2/9', '5/7', '4', '5'] -> ((5 / (1/6 * 5/7)) - (4 / 2/9))
[105603] ['3/8', '4/9', '1', '1', '5/4'] -> ((1 / (3/8 * 4/9)) / (5/4 - 1))
[105604] ['2/5', '2/5', '7/8', '8', '9'] -> (9 + (8 * (7/8 + (2/5 / 2/5))))
[105605] ['5/9', '7/8', '9/4', '8', '8'] -> ((8 * 8) * ((5/9 * 9/4) - 7/8))
[105606] ['3/8', '4/9', '1', '1', '9/5'] -> ((1 / 3/8) / ((1 / 9/5) - 4/9))
[105607] ['2/5', '2/5', '9/8', '8', '9'] -> ((9 + (2/5 + 8)) / (9/8 - 2/5))
[105608] ['1/6', '2/9', '5/4', '4', '5'] -> ((1/6 * 4) / ((5/4 / 5) - 2/9))
[105609] ['3/8', '4/9', '1', '1', '5/2'] -> ((1 / 3/8) / ((4/9 * 5/2) - 1))
[105610] ['5/9', '8/9', '6/5', '8', '8'] -> (((8 + (8 / 5/9)) / 8/9) - 6/5)
[105611] ['1/6', '2/9', '7/5', '4', '5'] -> ((5 / (1/6 / 7/5)) - (4 / 2/9))
[105612] ['2/5', '2/5', '7/4', '8', '9'] -> ((7/4 * 8) + (9 + (2/5 / 2/5)))
[105613] ['3/8', '4/9', '1', '1', '9/2'] -> ((9/2 + ((1 + 1) / 4/9)) / 3/8)
[105614] ['1/6', '2/9', '5/2', '4', '5'] -> ((4 / (1/6 + 5/2)) + (5 / 2/9))
[105615] ['3/8', '1/2', '5/9', '1', '1'] -> ((1 / 3/8) / ((5/9 / 1/2) - 1))
[105616] ['2/5', '3/7', '3/7', '8', '9'] -> (8 * ((2/5 * (9 - 3/7)) - 3/7))
[105617] ['3/8', '1/2', '3/5', '1', '1'] -> (((1 / (3/5 - 1/2)) - 1) / 3/8)
[105618] ['5/9', '8/9', '7/2', '8', '8'] -> ((8/9 + (5/9 * 8)) * (8 - 7/2))
[105619] ['2/5', '3/7', '4/9', '8', '9'] -> ((8 / (2/5 * 4/9)) - (9 / 3/7))
[105620] ['5/9', '9/8', '8/7', '8', '8'] -> ((8 + (8 / 8/7)) / (5/9 * 9/8))
[105621] ['1/6', '1/4', '5/7', '4', '5'] -> (5 / (5/7 * (1/4 + (1/6 / 4))))
[105622] ['3/8', '1/2', '3/4', '1', '1'] -> (1 / ((3/8 - 1) + (1/2 / 3/4)))
[105623] ['3/8', '1/2', '7/9', '1', '1'] -> ((1 / (3/8 * 1/2)) / (1 - 7/9))
[105624] ['3/8', '1/2', '6/7', '1', '1'] -> (1 / (1 - (3/8 + (1/2 / 6/7))))
[105625] ['2/5', '3/7', '3/5', '8', '9'] -> ((8 * 9) * ((2/5 / 3/7) - 3/5))
[105626] ['5/9', '9/8', '5/4', '8', '8'] -> (8 + ((5/4 * 8) / (5/9 * 9/8)))
[105627] ['1/6', '1/4', '7/5', '4', '5'] -> ((7/5 * 5) / (1/4 + (1/6 / 4)))
[105628] ['5/9', '9/8', '9/7', '8', '8'] -> (((8 / 9/8) + (8 / 9/7)) / 5/9)
[105629] ['2/5', '3/7', '5/8', '8', '9'] -> ((8 + (9 / 5/8)) / (2/5 / 3/7))
[105630] ['5/9', '9/8', '7/5', '8', '8'] -> ((7/5 * 8) + (8 / (5/9 * 9/8)))
[105631] ['5/9', '9/8', '3/2', '8', '8'] -> (((8 / (3/2 - 9/8)) - 8) / 5/9)
[105632] ['3/8', '1/2', '1', '1', '5/4'] -> ((1 + 1) / ((1/2 / 3/8) - 5/4))
[105633] ['1/6', '2/7', '5/9', '4', '5'] -> (((5 / 2/7) - (1/6 + 4)) / 5/9)
[105634] ['5/9', '9/8', '8/5', '8', '8'] -> (((8 + 8) / (5/9 * 9/8)) - 8/5)
[105635] ['2/5', '3/7', '4/5', '8', '9'] -> ((3/7 * 8) * (9 - (4/5 / 2/5)))
[105636] ['1/6', '2/7', '3/5', '4', '5'] -> ((5 / 2/7) - (1/6 - (4 / 3/5)))
[105637] ['1/6', '2/7', '3/4', '4', '5'] -> ((1/6 * 4) + (5 / (2/7 * 3/4)))
[105638] ['2/5', '3/7', '7/8', '8', '9'] -> ((8 * (2/5 * 7/8)) * (9 - 3/7))
[105639] ['1/6', '2/7', '7/9', '4', '5'] -> ((5 / (7/9 / 4)) - (2/7 / 1/6))
[105640] ['5/9', '9/8', '5/2', '8', '8'] -> (((5/2 * 8) / (5/9 * 9/8)) - 8)
[105641] ['3/8', '1/2', '1', '1', '9/4'] -> ((1 + 1) * (9/4 / (3/8 * 1/2)))
[105642] ['1/6', '2/7', '4/5', '4', '5'] -> ((4 + (2/7 / 1/6)) * (5 - 4/5))
[105643] ['3/8', '1/2', '1', '1', '7/3'] -> (1 / ((3/8 - 7/3) + (1 / 1/2)))
[105644] ['1/6', '2/7', '8/9', '4', '5'] -> (((5 / 2/7) - (1/6 - 4)) / 8/9)
[105645] ['3/8', '5/9', '5/9', '1', '1'] -> ((1 / 3/8) / ((5/9 + 5/9) - 1))
[105646] ['2/5', '3/7', '8/7', '8', '9'] -> ((8 * (2/5 / 8/7)) * (9 - 3/7))
[105647] ['1/6', '2/7', '9/8', '4', '5'] -> (9/8 * ((5 / 2/7) - (1/6 - 4)))
[105648] ['2/5', '3/7', '6/5', '8', '9'] -> ((6/5 / (2/5 * 3/7)) + (8 + 9))
[105649] ['5/9', '8/7', '6/5', '8', '8'] -> (((8 + 8) / (5/9 * 8/7)) - 6/5)
[105650] ['3/8', '5/9', '4/5', '1', '1'] -> ((1 / (3/8 * 5/9)) / (1 - 4/5))
[105651] ['1/6', '2/7', '9/5', '4', '5'] -> (9/5 * ((5 / 2/7) - (1/6 + 4)))
[105652] ['3/8', '5/9', '1', '1', '9/8'] -> (1 / ((3/8 + 5/9) - (1 / 9/8)))
