[53707] ['1/3', '9/7', '3/2', '3', '3'] -> ((3 + (3 / 9/7)) / (1/3 / 3/2))
[60397] ['2/7', '6/7', '9/5', '6', '6'] -> (9/5 * (6 + ((2/7 + 6) / 6/7)))
[60398] ['5/6', '6/7', '5/2', '5', '5'] -> (6/7 * ((5/2 / 5/6) + (5 * 5)))
[60399] ['1/3', '4/9', '1', '2', '9/4'] -> (2 / ((4/9 / 1/3) + (1 - 9/4)))
[60400] ['1/9', '9/8', '7/4', '7', '7'] -> ((7 - (7 / 7/4)) / (1/9 * 9/8))
[60401] ['3/5', '2/3', '7/4', '4', '8'] -> ((7/4 * 8) + (4 / (3/5 * 2/3)))
[60402] ['8/9', '8/7', '8/5', '4', '7'] -> ((4 - 8/9) * (7 + (8/7 / 8/5)))
[60403] ['3/5', '3/4', '3/4', '1', '6'] -> (6 * ((3/4 / (3/4 - 3/5)) - 1))
[60404] ['3/7', '6/7', '8/9', '1', '7'] -> ((1 + 7) / ((6/7 * 8/9) - 3/7))
[60405] ['2/9', '3/8', '5/8', '5', '8'] -> ((5 + 8) / (5/8 - (2/9 * 3/8)))
[60406] ['1/4', '7/9', '9/5', '4', '9'] -> ((9 - (7/9 + (4 / 9/5))) / 1/4)
[60407] ['2/7', '7/8', '7/8', '6', '6'] -> ((6 + 6) / (2/7 * (7/8 + 7/8)))
[60408] ['1/9', '9/8', '9/5', '7', '7'] -> (9/5 * ((1/9 + 7) + (7 / 9/8)))
[60409] ['3/5', '3/4', '7/9', '1', '6'] -> (6 / (3/5 * (1 - (3/4 * 7/9))))
[60410] ['2/7', '6/5', '7/5', '9', '9'] -> ((6/5 / 7/5) + (9 * (2/7 * 9)))
[60411] ['9/7', '9/7', '7/4', '7', '7'] -> ((7 - (9/7 / 9/7)) / (7/4 / 7))
[60412] ['5/6', '6/7', '7/2', '5', '5'] -> ((5 + (5 * (6/7 * 7/2))) / 5/6)
[60413] ['1/3', '1/2', '3/5', '1', '2'] -> (((1 / (3/5 - 1/2)) - 2) / 1/3)
[60414] ['3/5', '5/7', '3/4', '4', '8'] -> ((4 / 3/4) + (8 / (3/5 * 5/7)))
[60415] ['3/5', '3/4', '6/7', '1', '6'] -> ((6 / 3/5) / ((1 / 6/7) - 3/4))
[60416] ['5/6', '6/7', '9/2', '5', '5'] -> ((5 / 5/6) / ((9/2 / 6/7) - 5))
[60417] ['2/9', '9/8', '5/4', '2', '2'] -> ((2 / 2/9) / ((9/8 + 5/4) - 2))
[60418] ['1/4', '7/9', '7/2', '4', '9'] -> ((4 + (9 * (7/9 / 7/2))) / 1/4)
[60419] ['8/9', '8/7', '7/4', '4', '7'] -> ((8/9 * (8/7 + 4)) * (7 - 7/4))
[60420] ['2/7', '7/8', '9/8', '6', '6'] -> ((6 / 2/7) + (6 / (7/8 + 9/8)))
[60421] ['2/9', '3/8', '4/5', '5', '8'] -> ((8 / (2/9 * 3/8)) / (4/5 * 5))
[60422] ['5/6', '7/8', '7/8', '5', '5'] -> ((5 - (7/8 / 7/8)) / (5/6 / 5))
[60423] ['9/7', '9/7', '9/4', '7', '7'] -> (((9/7 * 7) - 9/7) / (9/4 / 7))
[60424] ['3/8', '5/8', '7/8', '1', '9'] -> (9 / (1 - (7/8 + (3/8 - 5/8))))
[60425] ['1/9', '1/7', '1', '9/4', '6'] -> ((1 + (1/9 / 1/7)) * (9/4 * 6))
[60426] ['8/9', '8/7', '9/5', '4', '7'] -> (7 * (8/9 + (4 * (8/7 / 9/5))))
[60427] ['2/7', '7/8', '8/7', '6', '6'] -> ((7/8 * 6) * (6 - (2/7 + 8/7)))
[60428] ['1/3', '1/2', '7/9', '1', '2'] -> (2 / ((7/9 / (1/3 + 1)) - 1/2))
[60429] ['2/9', '3/8', '6/7', '5', '8'] -> ((5 + (8 / 6/7)) / (2/9 + 3/8))
[60430] ['3/5', '5/7', '7/8', '4', '8'] -> ((8 + (4 / (5/7 * 7/8))) / 3/5)
[60431] ['8/9', '8/7', '5/2', '4', '7'] -> (8/9 * (5/2 + (7 / (8/7 / 4))))
[60432] ['1/9', '9/8', '9/2', '7', '7'] -> ((1/9 + 7) * ((9/8 * 7) - 9/2))
[60433] ['9/7', '9/7', '7/2', '7', '7'] -> (7/2 * (7 - ((9/7 / 9/7) / 7)))
[60434] ['5/6', '7/8', '9/8', '5', '5'] -> ((5 + 5) / (5/6 / (7/8 + 9/8)))
[60435] ['2/7', '6/5', '7/4', '9', '9'] -> (9 + (9 / (7/4 * (2/7 * 6/5))))
[60436] ['3/7', '6/7', '1', '8/5', '7'] -> (8/5 * (1 + (7 / (3/7 / 6/7))))
[60437] ['3/5', '3/4', '1', '8/7', '6'] -> (6 / (3/5 - (3/4 / (1 + 8/7))))
[60438] ['2/9', '3/8', '8/7', '5', '8'] -> (((8 / 8/7) - 5) / (2/9 * 3/8))
[60439] ['1/9', '1/7', '1', '9/2', '6'] -> ((1 + (1/7 / 1/9)) * (9/2 + 6))
[60440] ['3/8', '5/8', '1', '7/6', '9'] -> ((5/8 + (3/8 * 9)) / (7/6 - 1))
[60441] ['8/9', '7/6', '7/6', '4', '7'] -> (8/9 * ((4 * 7) - (7/6 / 7/6)))
[60442] ['2/9', '3/8', '7/6', '5', '8'] -> ((5 + (7/6 * 8)) / (2/9 + 3/8))
[60443] ['2/7', '6/5', '9/4', '9', '9'] -> (9 / ((9/4 / 2/7) - (9 / 6/5)))
[60444] ['3/5', '3/4', '1', '9/7', '6'] -> (6 / (3/5 * (1 - (3/4 / 9/7))))
[60445] ['2/9', '4/7', '3/2', '2', '5'] -> ((4/7 * 2) * ((5 / 2/9) - 3/2))
[60446] ['2/9', '9/8', '7/4', '2', '2'] -> ((2 + ((7/4 + 2) / 9/8)) / 2/9)
[60447] ['9/7', '4/3', '3/2', '7', '7'] -> (4/3 / (7 - (3/2 + (7 / 9/7))))
[60448] ['3/5', '5/7', '5/4', '4', '8'] -> (((4 / 5/4) + (8 / 5/7)) / 3/5)
[60449] ['3/7', '7/8', '7/8', '1', '7'] -> ((1 + (7 / 7/8)) / (3/7 * 7/8))
[60450] ['1/9', '1/6', '4/7', '1', '6'] -> (6 / ((1 / 4/7) - (1/6 / 1/9)))
[60451] ['2/9', '3/8', '7/5', '5', '8'] -> (((7/5 / 3/8) + (8 / 5)) / 2/9)
[60452] ['1/4', '4/5', '4', '9/2', '9'] -> (9 / (((9/2 - 4) / 4/5) - 1/4))
[60453] ['3/5', '3/4', '1', '7/3', '6'] -> ((6 - 3/5) / (3/4 / (1 + 7/3)))
[60454] ['5/6', '7/8', '7/5', '5', '5'] -> ((5 - 7/5) / (7/8 / (5/6 + 5)))
[60455] ['9/7', '4/3', '5/3', '7', '7'] -> ((5/3 - (9/7 - 4/3)) * (7 + 7))
[60456] ['3/7', '7/8', '1', '7/6', '7'] -> (7 / ((1 / 3/7) - (7/8 + 7/6)))
[60457] ['5/6', '7/8', '3/2', '5', '5'] -> ((5 - 3/2) * (5 / (5/6 * 7/8)))
[60458] ['1/9', '8/7', '9/7', '7', '7'] -> (7 * ((9/7 / 1/9) - (8/7 + 7)))
[60459] ['1/4', '5/6', '8/9', '4', '9'] -> (9 + (4 / (8/9 * (1/4 / 5/6))))
[60460] ['2/9', '9/8', '2', '2', '5/2'] -> (2 * (2 + (5/2 / (2/9 * 9/8))))
[60461] ['3/5', '5/7', '9/5', '4', '8'] -> ((5/7 * 8) * (9/5 + (3/5 * 4)))
[60462] ['1/9', '1/6', '4/5', '1', '6'] -> (6 / ((1/6 / 1/9) - (1 / 4/5)))
[60463] ['5/6', '7/8', '5/3', '5', '5'] -> ((5 / 5) / ((5/6 + 7/8) - 5/3))
[60464] ['9/7', '4/3', '9/4', '7', '7'] -> ((7 + 7) * ((4/3 * 9/4) - 9/7))
[60465] ['3/5', '5/7', '9/4', '4', '8'] -> (8 * ((9/4 / 5/7) - (3/5 / 4)))
[60466] ['8/9', '7/6', '5/3', '4', '7'] -> (((7/6 * 4) * (7 - 5/3)) - 8/9)
[60467] ['1/4', '5/6', '9/7', '4', '9'] -> ((9/7 + 9) * (4 * (5/6 - 1/4)))
[60468] ['3/5', '7/9', '5/6', '1', '6'] -> ((1 / (3/5 * (5/6 - 7/9))) - 6)
[60469] ['2/9', '3/8', '5/2', '5', '8'] -> ((8 * (5 - (3/8 / 2/9))) - 5/2)
[60470] ['2/7', '5/4', '9/7', '9', '9'] -> ((9/7 / (5/4 - 2/7)) * (9 + 9))
[60471] ['5/6', '7/8', '9/5', '5', '5'] -> (((5 / 5/6) - 9/5) / (7/8 / 5))
[60472] ['1/9', '8/7', '3/2', '7', '7'] -> ((7 - (7 / 3/2)) / (1/9 / 8/7))
[60473] ['3/7', '7/8', '1', '7/5', '7'] -> ((7/8 + 1) * (7 * (3/7 + 7/5)))
[60474] ['2/7', '8/9', '8/9', '6', '6'] -> ((8/9 * 6) + (6 / (2/7 / 8/9)))
[60475] ['2/7', '5/4', '4/3', '9', '9'] -> (((9 / 2/7) - 9) / (5/4 / 4/3))
[60476] ['5/6', '7/8', '7/3', '5', '5'] -> (5 / ((7/8 / 7/3) - (5/6 / 5)))
[60477] ['3/7', '7/8', '1', '8/5', '7'] -> (7 * (3/7 + (8/5 * (7/8 + 1))))
[60478] ['1/3', '5/9', '7/9', '1', '2'] -> (((2 / (7/9 - 5/9)) - 1) / 1/3)
[60479] ['9/7', '4/3', '9/2', '7', '7'] -> ((4/3 * 9/2) + (9/7 * (7 + 7)))
[60480] ['3/5', '5/7', '4', '9/2', '8'] -> (5/7 * ((9/2 * 8) - (3/5 * 4)))
[60481] ['5/6', '7/8', '8/3', '5', '5'] -> ((5 + (5 / (5/6 / 8/3))) / 7/8)
[60482] ['2/9', '2/5', '2/5', '5', '8'] -> ((2/5 + 5) * (8 * (2/9 / 2/5)))
[60483] ['1/9', '8/7', '5/3', '7', '7'] -> (((8/7 * 7) + (5/3 - 7)) / 1/9)
[60484] ['3/5', '7/9', '8/9', '1', '6'] -> (6 * ((8/9 / (7/9 - 3/5)) - 1))
[60485] ['5/6', '7/8', '9/2', '5', '5'] -> (((9/2 * 5) - 5) / (5/6 * 7/8))
[60486] ['5/6', '8/9', '8/9', '5', '5'] -> ((5 - (8/9 / 8/9)) / (5/6 / 5))
[60487] ['2/9', '8/7', '3/2', '2', '2'] -> ((8/7 * 2) * (3/2 + (2 / 2/9)))
[60488] ['2/9', '2/5', '4/7', '5', '8'] -> ((4/7 * (2/5 + 5)) * (8 - 2/9))
[60489] ['9/7', '7/5', '9/5', '7', '7'] -> ((7 * (9/7 + 7/5)) - (9/5 - 7))
[60490] ['5/6', '8/9', '9/8', '5', '5'] -> ((5 - (8/9 * 9/8)) / (5/6 / 5))
[60491] ['3/7', '8/9', '8/9', '1', '7'] -> ((7 * (3/7 * 8/9)) / (1 - 8/9))
[60492] ['8/9', '6/5', '6/5', '4', '7'] -> (8/9 * ((4 * 7) - (6/5 / 6/5)))
[60493] ['3/5', '3/4', '8/7', '4', '8'] -> ((3/4 + 8) * (4 * (3/5 * 8/7)))
[60494] ['1/4', '6/7', '5/4', '4', '9'] -> ((4 * (6/7 / 5/4)) * (9 - 1/4))
[60495] ['1/9', '1/5', '2/7', '1', '6'] -> ((1 / (1/9 * 1/5)) - (6 / 2/7))
[60496] ['1/3', '5/9', '1', '8/7', '2'] -> (1/3 / ((1 / 2) - (5/9 / 8/7)))
[60497] ['3/7', '8/9', '1', '9/8', '7'] -> ((7 * (3/7 / 9/8)) / (1 - 8/9))
[60498] ['8/9', '6/5', '5/4', '4', '7'] -> (((4 * 7) / (8/9 * 5/4)) - 6/5)
[60499] ['1/9', '8/7', '7/2', '7', '7'] -> ((7 / 1/9) / ((7 / 8/7) - 7/2))
[60500] ['9/7', '7/5', '5/2', '7', '7'] -> ((7 - 9/7) * (7/5 + (7 / 5/2)))
[60501] ['3/7', '8/9', '1', '7/6', '7'] -> ((1 + 7) / ((8/9 / 7/6) - 3/7))
[60502] ['1/3', '5/9', '1', '5/4', '2'] -> (2 / (((1 - 5/9) / 1/3) - 5/4))
[60503] ['1/4', '6/7', '7/5', '4', '9'] -> ((7/5 / (1/4 / 6/7)) * (9 - 4))
[60504] ['1/9', '7/6', '7/6', '7', '7'] -> (((7 / 1/9) - 7) / (7/6 + 7/6))
[60505] ['2/9', '3/5', '3/4', '2', '5'] -> (2 / (3/4 - (5 * (2/9 * 3/5))))
[60506] ['2/9', '2/5', '5/6', '5', '8'] -> (((5/6 - 8) + (5 / 2/5)) / 2/9)
[60507] ['2/7', '5/4', '7/2', '9', '9'] -> ((9 / (5/4 - 2/7)) / (7/2 / 9))
[60508] ['1/9', '7/6', '6/5', '7', '7'] -> ((7 / (1/9 + (7/6 / 7))) - 6/5)
[60509] ['1/4', '6/7', '8/5', '4', '9'] -> (9 * ((4 / (6/7 * 8/5)) - 1/4))
[60510] ['2/9', '3/5', '7/9', '2', '5'] -> (2 / (2/9 - (7/9 / (3/5 + 5))))
[60511] ['9/7', '7/5', '7/2', '7', '7'] -> ((7/2 * (9/7 + 7)) - (7 / 7/5))
[60512] ['3/7', '8/9', '1', '5/4', '7'] -> ((3/7 * 7) / (5/4 - (1 / 8/9)))
[60513] ['2/9', '2/5', '6/7', '5', '8'] -> (6/7 / ((5 / (2/9 + 2/5)) - 8))
[60514] ['3/8', '5/7', '1', '8/7', '9'] -> (9 * (1 + (5/7 / (3/8 * 8/7))))
[60515] ['3/5', '7/9', '1', '7/5', '6'] -> (6 * (1 + (7/5 / (3/5 * 7/9))))
[60516] ['1/4', '6/7', '5/3', '4', '9'] -> (((5/3 + 9) - (4 / 6/7)) / 1/4)
[60517] ['3/7', '8/9', '1', '9/7', '7'] -> ((9/7 + ((1 + 7) / 8/9)) / 3/7)
[60518] ['1/3', '5/9', '1', '3/2', '2'] -> ((1/3 + 1) / ((5/9 + 3/2) - 2))
[60519] ['5/6', '8/9', '3/2', '5', '5'] -> (3/2 / ((5 / 5) - (5/6 / 8/9)))
[60520] ['2/9', '3/5', '6/7', '2', '5'] -> (((3/5 * 5) + (2 / 6/7)) / 2/9)
[60521] ['2/9', '8/7', '2', '2', '7/3'] -> (((7/3 * (8/7 + 2)) - 2) / 2/9)
[60522] ['9/7', '3/2', '8/5', '7', '7'] -> ((9/7 * 8/5) * (7 + (7 / 3/2)))
[60523] ['2/7', '8/9', '9/5', '6', '6'] -> ((8/9 * 9/5) * ((6 / 2/7) - 6))
[60524] ['3/5', '7/9', '6/7', '4', '8'] -> (4 + (8 / (6/7 * (3/5 * 7/9))))
[60525] ['2/9', '2/5', '9/8', '5', '8'] -> ((8 - (2/5 * 5)) / (2/9 * 9/8))
[60526] ['1/9', '1/5', '4/5', '1', '6'] -> (6 + ((1 + (1/5 + 4/5)) / 1/9))
[60527] ['1/4', '6/7', '5/2', '4', '9'] -> ((9 / 6/7) - (5/2 - (4 / 1/4)))
[60528] ['1/9', '7/6', '5/3', '7', '7'] -> (((5/3 + 7) - (7 / 7/6)) / 1/9)
[60529] ['5/6', '8/9', '9/4', '5', '5'] -> ((9/4 / (5/6 / 8/9)) * (5 + 5))
[60530] ['9/7', '3/2', '8/3', '7', '7'] -> (((7 - 9/7) / (3/2 / 7)) - 8/3)
[60531] ['2/9', '8/7', '2', '2', '9/2'] -> ((2 + (2 / 8/7)) + (9/2 / 2/9))
[60532] ['1/3', '4/7', '4/7', '1', '2'] -> ((4/7 / 1/3) / (4/7 - (1 / 2)))
[60533] ['3/5', '7/9', '1', '9/4', '6'] -> ((6 / (1 - (3/5 / 7/9))) - 9/4)
[60534] ['1/9', '7/6', '7/4', '7', '7'] -> ((7 + (7 / 1/9)) / (7/6 + 7/4))
[60535] ['1/4', '7/8', '9/7', '4', '9'] -> ((4 / 1/4) + (9 / (7/8 * 9/7)))
[60536] ['3/5', '7/9', '8/7', '4', '8'] -> (3/5 * ((8 / (7/9 / 4)) - 8/7))
[60537] ['2/7', '9/7', '9/2', '9', '9'] -> ((9 / (2/7 * 9/7)) - (9/2 / 9))
[60538] ['8/9', '6/5', '7/2', '4', '7'] -> (6/5 * ((7/2 * 7) - (4 / 8/9)))
[60539] ['5/6', '8/9', '5/2', '5', '5'] -> (((5 * 5) - 5/2) / (5/6 / 8/9))
[60540] ['1/9', '1/5', '1', '8/7', '6'] -> (8/7 * ((6 / 1/5) - (1 / 1/9)))
[60541] ['3/5', '7/9', '1', '7/3', '6'] -> (6 * ((7/3 / (3/5 * 7/9)) - 1))
[60542] ['2/7', '9/8', '9/8', '6', '6'] -> ((6 / 9/8) + (6 / (2/7 * 9/8)))
[60543] ['2/7', '4/3', '4/3', '9', '9'] -> ((4/3 + 9) + (9 + (4/3 / 2/7)))
[60544] ['9/7', '8/5', '9/5', '7', '7'] -> (8/5 + (9/5 * (7 + (7 / 9/7))))
[60545] ['1/3', '4/7', '3/4', '1', '2'] -> (1 / (1/3 - (3/4 / (4/7 + 2))))
[60546] ['5/6', '9/8', '9/8', '5', '5'] -> ((5 - (9/8 / 9/8)) / (5/6 / 5))
[60547] ['2/9', '7/6', '5/4', '2', '2'] -> (((2 * (5/4 + 2)) - 7/6) / 2/9)
[60548] ['2/7', '9/8', '8/7', '6', '6'] -> (6 / ((2/7 * (6 - 9/8)) - 8/7))
[60549] ['3/5', '7/9', '1', '8/3', '6'] -> ((8/3 + (7/9 + 1)) * (6 - 3/5))
[60550] ['3/5', '7/9', '5/4', '4', '8'] -> ((8 + (4 / 5/4)) / (3/5 * 7/9))
[60551] ['3/7', '8/9', '1', '9/4', '7'] -> (7 * ((3/7 + 1) + (8/9 * 9/4)))
[60552] ['2/7', '4/3', '3/2', '9', '9'] -> (4/3 * ((9 / 2/7) - (3/2 * 9)))
[60553] ['1/4', '8/9', '8/7', '4', '9'] -> ((9 / (8/7 * (1/4 / 8/9))) - 4)
[60554] ['2/9', '2/5', '7/4', '5', '8'] -> ((8 - 2/9) / (7/4 / (2/5 + 5)))
[60555] ['1/3', '4/7', '4/5', '1', '2'] -> (4/7 / ((1 / (4/5 + 2)) - 1/3))
[60556] ['9/7', '8/5', '7/3', '7', '7'] -> ((9/7 * 8/5) * (7 - (7/3 - 7)))
[60557] ['2/7', '4/3', '8/5', '9', '9'] -> ((9 / 2/7) - (9 * (4/3 / 8/5)))
[60558] ['1/3', '4/7', '5/6', '1', '2'] -> (1 / (((1/3 + 5/6) / 4/7) - 2))
[60559] ['3/7', '8/9', '1', '7/2', '7'] -> (8/9 * (1 + (7/2 * (3/7 + 7))))
[60560] ['1/4', '8/9', '6/5', '4', '9'] -> (9 + (4 / (6/5 * (1/4 * 8/9))))
[60561] ['3/5', '4/5', '7/8', '1', '6'] -> (6 * ((3/5 / (1 - 7/8)) - 4/5))
[60562] ['1/9', '1/5', '1', '7/4', '6'] -> (6 / ((1 / 1/9) - (7/4 / 1/5)))
[60563] ['5/6', '9/8', '9/7', '5', '5'] -> ((5 / 5) / ((9/8 / 9/7) - 5/6))
[60564] ['3/8', '5/7', '1', '9/2', '9'] -> (3/8 + ((9/2 * 9) / (5/7 + 1)))
[60565] ['8/9', '5/4', '8/5', '4', '7'] -> ((4 * (8/9 * 5/4)) * (7 - 8/5))
[60566] ['1/9', '6/5', '4/3', '7', '7'] -> ((4/3 / (1/9 * 6/5)) + (7 + 7))
[60567] ['1/3', '4/7', '8/9', '1', '2'] -> (1/3 / (8/9 - (1 / (4/7 * 2))))
[60568] ['2/7', '4/3', '9/5', '9', '9'] -> (9/5 * ((9 + 9) - (4/3 / 2/7)))
[60569] ['2/7', '9/8', '9/7', '6', '6'] -> ((6 * ((6 / 9/8) - 9/7)) - 2/7)
[60570] ['2/9', '7/6', '7/4', '2', '2'] -> ((2 + (7/6 / 7/4)) / (2/9 / 2))
[60571] ['3/8', '3/4', '7/9', '1', '9'] -> ((9 * (7/9 + (3/4 / 3/8))) - 1)
[60572] ['2/9', '2/5', '5/2', '5', '8'] -> ((2/5 + 5) * (8 * (2/9 * 5/2)))
[60573] ['1/9', '6/5', '7/5', '7', '7'] -> ((((7/5 * 7) - 7) / 1/9) - 6/5)
[60574] ['1/3', '4/7', '1', '9/8', '2'] -> (1 / ((2 * (1/3 / 4/7)) - 9/8))
[60575] ['2/9', '5/8', '5/8', '2', '5'] -> (5 / (2/9 * (5/8 + (5/8 / 2))))
[60576] ['2/7', '4/3', '7/3', '9', '9'] -> ((9 - (9 / 7/3)) / (2/7 / 4/3))
[60577] ['8/9', '5/4', '7/4', '4', '7'] -> ((4 - 8/9) * (7 + (5/4 / 7/4)))
[60578] ['1/9', '6/5', '3/2', '7', '7'] -> (((3/2 + 7) - (7 / 6/5)) / 1/9)
[60579] ['1/9', '1/5', '1', '9/2', '6'] -> ((1 / (1/9 * 6)) + (9/2 / 1/5))
[60580] ['9/7', '5/3', '9/5', '7', '7'] -> ((7 + 7) * ((5/3 * 9/5) - 9/7))
[60581] ['2/7', '4/3', '5/2', '9', '9'] -> (9 * ((5/2 / (2/7 / 4/3)) - 9))
[60582] ['3/5', '4/5', '1', '9/7', '6'] -> (6 / (3/5 - (4/5 / (1 + 9/7))))
[60583] ['2/9', '2/5', '7/2', '5', '8'] -> (8 / (2/9 * (7/2 - (2/5 * 5))))
[60584] ['8/9', '5/4', '5/2', '4', '7'] -> ((4 * ((7 / 8/9) - 5/4)) - 5/2)
[60585] ['9/7', '5/3', '9/4', '7', '7'] -> ((9/7 + (5/3 / 7)) * (9/4 * 7))
[60586] ['5/6', '9/8', '9/4', '5', '5'] -> ((9/4 / (5/6 * 9/8)) * (5 + 5))
[60587] ['3/5', '7/9', '7/2', '4', '8'] -> (3/5 * (4 + (8 / (7/9 / 7/2))))
[60588] ['8/9', '5/4', '8/3', '4', '7'] -> (7 + (4 * (5/4 + (8/3 / 8/9))))
[60589] ['9/7', '5/3', '7/3', '7', '7'] -> ((7 + (9/7 * 7)) / (7/3 - 5/3))
[60590] ['3/7', '1', '9/8', '4/3', '7'] -> (7 / ((9/8 / 3/7) - (1 + 4/3)))
[60591] ['2/9', '5/8', '4/5', '2', '5'] -> ((2 - (5/8 * 4/5)) + (5 / 2/9))
[60592] ['1/3', '4/7', '1', '7/5', '2'] -> (4/7 / (((1 / 7/5) / 2) - 1/3))
[60593] ['3/5', '4/5', '1', '7/3', '6'] -> (6 / (7/3 - (1 / (3/5 * 4/5))))
[60594] ['3/8', '3/4', '1', '7/5', '9'] -> (((3/4 + 9) / (7/5 - 1)) - 3/8)
[60595] ['1/4', '9/8', '8/7', '4', '9'] -> ((9 / (8/7 * (1/4 * 9/8))) - 4)
[60596] ['9/7', '5/3', '5/2', '7', '7'] -> ((7 + (9/7 * 7)) / (5/3 / 5/2))
[60597] ['8/9', '5/4', '7/2', '4', '7'] -> ((5/4 + 7) + (4 / (8/9 / 7/2)))
[60598] ['2/9', '5/8', '6/7', '2', '5'] -> (2 / (6/7 * (2/9 - (5/8 / 5))))
[60599] ['3/8', '3/4', '1', '8/5', '9'] -> ((3/8 + (9 / 8/5)) / (1 - 3/4))
[60600] ['1/9', '2/9', '6/7', '1', '6'] -> ((1 + (6 / 6/7)) / (1/9 + 2/9))
[60601] ['2/7', '7/5', '5/3', '9', '9'] -> ((9 / 7/5) + (9 * (2/7 + 5/3)))
[60602] ['8/9', '5/4', '4', '9/2', '7'] -> ((4 * 7) / (8/9 + (5/4 / 9/2)))
[60603] ['2/9', '3/7', '4/7', '5', '8'] -> ((8 * (5 - (3/7 / 2/9))) - 4/7)
[60604] ['1/4', '9/8', '9/7', '4', '9'] -> (((9 / 9/7) - 1/4) / (9/8 / 4))
[60605] ['3/7', '1', '9/8', '3/2', '7'] -> (7 / ((9/8 + 3/2) - (1 / 3/7)))
[60606] ['5/6', '9/8', '7/2', '5', '5'] -> ((5 + (7/2 * 5)) / (5/6 * 9/8))
[60607] ['2/7', '9/8', '7/3', '6', '6'] -> ((6 / 9/8) - (7/3 - (6 / 2/7)))
[60608] ['3/5', '5/6', '6/7', '1', '6'] -> (6 / (5/6 * (1 - (3/5 / 6/7))))
[60609] ['2/9', '6/5', '3/2', '2', '2'] -> ((6/5 + 2) * ((2 / 2/9) - 3/2))
[60610] ['8/9', '9/7', '7/5', '4', '7'] -> ((7/5 + 7) * (4 - (8/9 * 9/7)))
[60611] ['9/7', '7/4', '9/4', '7', '7'] -> (7 * ((7 / 7/4) - (9/7 / 9/4)))
[60612] ['3/5', '5/6', '7/8', '1', '6'] -> ((6 * (3/5 * 5/6)) / (1 - 7/8))
[60613] ['2/9', '6/5', '5/3', '2', '2'] -> (((5/3 + 2) + (2 / 6/5)) / 2/9)
[60614] ['2/9', '3/7', '5/8', '5', '8'] -> (3/7 / ((5 / (8 - 2/9)) - 5/8))
[60615] ['3/7', '1', '9/8', '5/3', '7'] -> (7 * (3/7 + (9/8 * (1 + 5/3))))
[60616] ['8/9', '9/7', '8/5', '4', '7'] -> (4 * ((8/9 / 8/5) + (7 / 9/7)))
[60617] ['3/5', '5/6', '8/9', '1', '6'] -> ((1 / (3/5 * (8/9 - 5/6))) - 6)
[60618] ['2/7', '7/5', '9/4', '9', '9'] -> ((9 + (9 / 7/5)) / (2/7 * 9/4))
[60619] ['9/7', '7/4', '9/2', '7', '7'] -> (7/4 * ((7 + 7) - (9/7 / 9/2)))
[60620] ['8/9', '9/7', '9/5', '4', '7'] -> ((4 - 8/9) * (7 + (9/7 / 9/5)))
[60621] ['2/9', '6/5', '2', '2', '9/4'] -> (9/4 * ((2 / 2/9) + (2 / 6/5)))
[60622] ['1/9', '6/5', '9/2', '7', '7'] -> (((7 / 1/9) / (7 - 9/2)) - 6/5)
[60623] ['9/7', '9/5', '9/5', '7', '7'] -> ((7 + 7) / (9/5 / (9/7 + 9/5)))
[60624] ['3/5', '5/6', '7/4', '4', '8'] -> (((7/4 * 8) / (3/5 * 5/6)) - 4)
[60625] ['1/9', '5/4', '5/4', '7', '7'] -> ((7 + (5/4 / 1/9)) - (5/4 - 7))
[60626] ['9/7', '9/5', '9/4', '7', '7'] -> ((7 + (9/7 / 9/5)) / (9/4 / 7))
[60627] ['3/7', '1', '9/8', '5/2', '7'] -> (1 / (7 - (9/8 + (5/2 / 3/7))))
[60628] ['1/3', '3/5', '3/5', '1', '2'] -> ((3/5 + 1) / ((1/3 * 2) - 3/5))
[60629] ['3/5', '5/6', '9/4', '4', '8'] -> ((3/5 * 4) + (8 / (5/6 / 9/4)))
[60630] ['5/6', '8/7', '7/5', '5', '5'] -> ((8/7 * (5/6 + 5)) * (5 - 7/5))
[60631] ['2/7', '7/6', '6/5', '6', '6'] -> (6 * ((6 / (7/6 * 6/5)) - 2/7))
[60632] ['2/9', '6/5', '2', '2', '7/2'] -> (((2 * 7/2) - (2 / 6/5)) / 2/9)
[60633] ['2/9', '5/8', '8/5', '2', '5'] -> (8/5 + ((5 + (2 / 2/9)) / 5/8))
[60634] ['3/8', '7/9', '1', '8/5', '9'] -> ((9 + (1 / 3/8)) / (7/9 / 8/5))
[60635] ['1/9', '5/4', '4/3', '7', '7'] -> (((5/4 * 4/3) + (7 / 7)) / 1/9)
[60636] ['5/6', '8/7', '8/5', '5', '5'] -> ((5/6 + 5) * ((8/7 * 5) - 8/5))
[60637] ['3/5', '6/7', '7/8', '4', '8'] -> ((3/5 * 4) * (6/7 + (8 / 7/8)))
[60638] ['9/7', '9/5', '8/3', '7', '7'] -> (9/5 * ((9/7 * 7) - (8/3 - 7)))
[60639] ['1/4', '8/7', '5/3', '4', '9'] -> ((4 * (8/7 / 5/3)) * (9 - 1/4))
[60640] ['2/9', '5/4', '9/7', '2', '2'] -> (2 / ((2 / 9/7) - (2/9 + 5/4)))
[60641] ['2/9', '3/7', '8/9', '5', '8'] -> ((8 + (8/9 * 5)) / (2/9 / 3/7))
