[1] ['1', '1', '1', '1', '7'] -> (((1 + 1) + 1) * (1 + 7))
[954] ['7', '10', '13', '30', '30'] -> (((30 / 30) + 7) * (13 - 10))
[955] ['7', '10', '14', '14', '23'] -> ((((23 - 10) * 14) - 14) / 7)
[956] ['7', '10', '13', '25', '25'] -> (((25 / 25) + 7) * (13 - 10))
[957] ['7', '10', '15', '15', '29'] -> (((29 / 15) + (7 / 15)) * 10)
[958] ['7', '10', '15', '18', '22'] -> ((15 * 22) - ((10 + 7) * 18))
[959] ['7', '10', '11', '27', '27'] -> (27 - (((10 * 7) + 11) / 27))
[960] ['7', '10', '14', '21', '30'] -> (((21 / 14) - (7 / 10)) * 30)
[961] ['7', '10', '17', '18', '25'] -> (((25 * 7) + 17) / (18 - 10))
[962] ['7', '10', '18', '20', '27'] -> (((10 / 20) + (7 / 18)) * 27)
[963] ['7', '10', '19', '19', '23'] -> ((((19 * 23) - 7) / 10) - 19)
[964] ['7', '10', '19', '19', '25'] -> ((((10 * 7) + 25) / 19) + 19)
[965] ['7', '11', '11', '13', '13'] -> (((13 * 13) - (11 / 11)) / 7)
[966] ['7', '11', '11', '15', '18'] -> (((11 / 11) + 7) * (18 - 15))
[967] ['7', '10', '18', '25', '26'] -> (((10 * 25) + (26 * 7)) / 18)
[968] ['7', '10', '16', '23', '27'] -> ((((27 - 10) * 23) - 7) / 16)
[969] ['7', '11', '11', '27', '30'] -> (((11 / 11) + 7) * (30 - 27))
[970] ['7', '11', '11', '28', '30'] -> (30 / ((11 / 11) + (7 / 28)))
[971] ['7', '11', '14', '23', '27'] -> ((((14 + 27) * 7) - 23) / 11)
[972] ['7', '10', '19', '23', '29'] -> (((19 * 23) - 29) / (10 + 7))
[973] ['7', '10', '19', '27', '27'] -> (((27 * 7) + 27) / (19 - 10))
[974] ['7', '11', '16', '27', '27'] -> (16 / ((11 / 27) + (7 / 27)))
[975] ['7', '11', '17', '17', '25'] -> (((17 * 7) + 25) / (17 - 11))
[976] ['7', '11', '17', '17', '26'] -> ((((17 + 17) * 7) + 26) / 11)
[977] ['7', '11', '17', '17', '30'] -> (((30 - 17) * 11) - (17 * 7))
[978] ['7', '12', '12', '12', '27'] -> ((((27 - 12) * 12) - 12) / 7)
[979] ['7', '12', '12', '13', '27'] -> (((12 * 27) - (12 * 13)) / 7)
[980] ['7', '11', '19', '19', '25'] -> (((19 * 7) + 11) / (25 - 19))
[981] ['7', '11', '19', '19', '26'] -> ((((19 * 19) - 11) / 7) - 26)
[982] ['7', '12', '15', '23', '25'] -> (12 / ((15 / (25 - 23)) - 7))
[983] ['7', '12', '17', '17', '27'] -> (((27 / 17) + (7 / 17)) * 12)
[984] ['7', '12', '19', '26', '30'] -> (26 - (19 / ((30 / 12) + 7)))
[985] ['7', '11', '22', '27', '27'] -> (27 - (27 / ((22 / 11) + 7)))
[986] ['7', '11', '17', '21', '30'] -> ((((11 + 7) * 21) + 30) / 17)
[987] ['7', '11', '17', '23', '25'] -> (((17 * 25) - (23 * 7)) / 11)
[988] ['7', '11', '17', '23', '28'] -> ((((28 + 7) * 11) + 23) / 17)
[989] ['7', '11', '19', '27', '30'] -> ((((11 + 7) * 27) - 30) / 19)
[990] ['7', '13', '13', '13', '13'] -> (((13 * 13) - (13 / 13)) / 7)
[991] ['7', '13', '15', '15', '22'] -> ((((15 / 15) + 13) / 7) + 22)
[992] ['7', '12', '22', '25', '30'] -> ((((25 - 7) * 30) - 12) / 22)
[993] ['7', '13', '13', '13', '26'] -> (26 - (((13 / 13) + 13) / 7))
[994] ['7', '13', '13', '18', '18'] -> (((13 * 13) - (18 / 18)) / 7)
[995] ['7', '13', '13', '19', '19'] -> (((13 * 13) - (19 / 19)) / 7)
[996] ['7', '13', '13', '20', '20'] -> (((13 * 13) - (20 / 20)) / 7)
[997] ['7', '13', '13', '28', '30'] -> (30 / ((13 / 13) + (7 / 28)))
[998] ['7', '13', '13', '30', '30'] -> (((13 * 13) - (30 / 30)) / 7)
[999] ['7', '13', '14', '14', '20'] -> ((((20 * 7) + 14) / 14) + 13)
[1000] ['7', '13', '16', '16', '16'] -> (((16 / 16) + 7) * (16 - 13))
[1001] ['7', '13', '16', '16', '23'] -> (16 / ((23 / (16 - 13)) - 7))
[1002] ['7', '13', '16', '27', '27'] -> (((27 / 27) + 7) * (16 - 13))
[1003] ['7', '13', '17', '17', '22'] -> ((((17 / 17) + 13) / 7) + 22)
[1004] ['7', '13', '13', '22', '29'] -> (((29 * 7) + 13) / (22 - 13))
[1005] ['7', '13', '13', '23', '23'] -> (((13 * 13) - (23 / 23)) / 7)
[1006] ['7', '13', '13', '25', '25'] -> (((13 * 13) - (25 / 25)) / 7)
[1007] ['7', '13', '22', '22', '22'] -> ((((22 / 22) + 13) / 7) + 22)
[1008] ['7', '13', '22', '25', '25'] -> ((((25 / 25) + 13) / 7) + 22)
[1009] ['7', '14', '15', '19', '19'] -> ((((15 * 19) - 19) / 7) - 14)
[1010] ['7', '13', '15', '28', '28'] -> (((13 * 28) - (28 / 7)) / 15)
[1011] ['7', '14', '14', '22', '22'] -> ((((14 * 22) + 14) / 7) - 22)
[1012] ['7', '14', '14', '22', '29'] -> ((29 / ((7 / 14) + 14)) + 22)
[1013] ['7', '14', '14', '23', '23'] -> ((((23 + 23) * 7) + 14) / 14)
[1014] ['7', '13', '26', '29', '29'] -> (26 - (((29 / 29) + 13) / 7))
[1015] ['7', '13', '28', '28', '28'] -> (((13 / 7) - (28 / 28)) * 28)
[1016] ['7', '13', '28', '30', '30'] -> (((13 / 7) - (30 / 30)) * 28)
[1017] ['7', '13', '19', '19', '28'] -> (((13 / 7) - (19 / 19)) * 28)
[1018] ['7', '14', '14', '25', '25'] -> ((((25 + 25) * 7) - 14) / 14)
[1019] ['7', '14', '19', '19', '19'] -> (((19 / 7) - (19 / 19)) * 14)
[1020] ['7', '14', '18', '18', '29'] -> (((18 * 29) - 18) / (14 + 7))
[1021] ['7', '14', '19', '22', '22'] -> (((19 / 7) - (22 / 22)) * 14)
[1022] ['7', '14', '19', '23', '23'] -> (((19 / 7) - (23 / 23)) * 14)
[1023] ['7', '14', '19', '30', '30'] -> (((19 / 7) - (30 / 30)) * 14)
[1024] ['7', '13', '20', '29', '29'] -> (((29 * 7) + 13) / (29 - 20))
[1025] ['7', '13', '21', '21', '21'] -> (((21 * 21) - (13 * 21)) / 7)
[1026] ['7', '13', '21', '23', '30'] -> ((((30 + 7) * 13) + 23) / 21)
[1027] ['7', '13', '17', '28', '30'] -> (30 / ((13 / 7) - (17 / 28)))
[1028] ['7', '13', '18', '18', '22'] -> ((((18 / 18) + 13) / 7) + 22)
[1029] ['7', '13', '18', '18', '28'] -> (((13 / 7) - (18 / 18)) * 28)
[1030] ['7', '14', '24', '26', '30'] -> ((((14 + 7) * 26) + 30) / 24)
[1031] ['7', '15', '15', '21', '29'] -> (((29 / 15) - (7 / 21)) * 15)
[1032] ['7', '15', '15', '22', '30'] -> ((15 / ((15 / 30) + 7)) + 22)
[1033] ['7', '15', '15', '25', '28'] -> (((15 / 15) + 7) * (28 - 25))
[1034] ['7', '13', '25', '25', '28'] -> (((13 / 7) - (25 / 25)) * 28)
[1035] ['7', '13', '26', '26', '26'] -> (26 - (((26 / 26) + 13) / 7))
[1036] ['7', '15', '18', '23', '23'] -> (((23 / 23) + 7) * (18 - 15))
[1037] ['7', '15', '16', '20', '30'] -> (20 / ((16 / 15) - (7 / 30)))
[1038] ['7', '13', '22', '28', '28'] -> ((((28 / 28) + 13) / 7) + 22)
[1039] ['7', '13', '22', '29', '29'] -> ((((29 / 29) + 13) / 7) + 22)
[1040] ['7', '13', '23', '23', '26'] -> (26 - (((23 / 23) + 13) / 7))
[1041] ['7', '13', '23', '27', '28'] -> ((((13 * 28) + 27) / 23) + 7)
[1042] ['7', '13', '23', '30', '30'] -> (((30 * 7) + 30) / (23 - 13))
[1043] ['7', '16', '17', '18', '25'] -> ((((17 * 7) + 25) / 18) + 16)
[1044] ['7', '15', '22', '23', '25'] -> ((((25 * 7) + 23) / 22) + 15)
[1045] ['7', '16', '16', '26', '29'] -> (((16 / 16) + 7) * (29 - 26))
[1046] ['7', '16', '17', '17', '25'] -> (((25 - 17) * 17) - (16 * 7))
[1047] ['7', '16', '17', '17', '26'] -> (26 - (16 / ((17 / 17) + 7)))
[1048] ['7', '16', '19', '23', '23'] -> (((23 / 23) + 7) * (19 - 16))
[1049] ['7', '16', '19', '25', '25'] -> (((25 / 25) + 7) * (19 - 16))
[1050] ['7', '16', '19', '29', '29'] -> (((29 / 29) + 7) * (19 - 16))
[1051] ['7', '17', '17', '23', '30'] -> ((((23 * 30) + 7) / 17) - 17)
[1052] ['7', '16', '17', '22', '30'] -> (((30 - 22) * 17) - (16 * 7))
[1053] ['7', '18', '18', '22', '28'] -> (((18 * 7) + 18) / (28 - 22))
[1054] ['7', '18', '19', '23', '23'] -> ((((23 + 7) * 19) - 18) / 23)
[1055] ['7', '17', '18', '25', '26'] -> (((25 * 7) + 17) / (26 - 18))
[1056] ['7', '19', '22', '27', '27'] -> (((27 / 27) + 7) * (22 - 19))
[1057] ['7', '18', '28', '29', '29'] -> (18 / ((29 / 29) - (7 / 28)))
[1058] ['7', '19', '19', '19', '22'] -> (((19 / 19) + 7) * (22 - 19))
[1059] ['7', '19', '21', '24', '30'] -> ((((19 + 7) * 21) + 30) / 24)
[1060] ['7', '18', '23', '30', '30'] -> ((23 * 30) - ((30 + 7) * 18))
[1061] ['7', '18', '24', '26', '27'] -> (((26 * 27) - (18 * 7)) / 24)
[1062] ['7', '20', '22', '22', '23'] -> (((22 / 22) + 7) * (23 - 20))
[1063] ['7', '21', '21', '26', '29'] -> (((21 / 21) + 7) * (29 - 26))
[1064] ['7', '20', '23', '29', '29'] -> (((29 / 29) + 7) * (23 - 20))
[1065] ['7', '20', '30', '30', '30'] -> (((30 * 7) + 30) / (30 - 20))
[1066] ['7', '21', '21', '22', '30'] -> (((21 * 30) - (21 * 22)) / 7)
[1067] ['7', '20', '20', '20', '23'] -> (((20 / 20) + 7) * (23 - 20))
[1068] ['7', '20', '20', '25', '25'] -> ((((20 * 20) + 25) / 25) + 7)
[1069] ['7', '20', '20', '26', '29'] -> (((20 / 20) + 7) * (29 - 26))
[1070] ['7', '19', '19', '25', '28'] -> (((19 / 19) + 7) * (28 - 25))
[1071] ['7', '19', '22', '30', '30'] -> (((30 / 30) + 7) * (22 - 19))
[1072] ['7', '20', '22', '23', '30'] -> (22 / ((23 / 20) - (7 / 30)))
[1073] ['7', '20', '23', '23', '23'] -> (((23 / 23) + 7) * (23 - 20))
[1074] ['8', '8', '8', '11', '19'] -> (((8 + 8) * 11) - (19 * 8))
[1075] ['7', '27', '30', '30', '30'] -> (((30 / 30) + 7) * (30 - 27))
[1076] ['8', '8', '8', '14', '21'] -> (8 / ((8 / 8) - (14 / 21)))
[1077] ['8', '8', '8', '15', '23'] -> ((((8 + 8) * 23) - 8) / 15)
[1078] ['7', '22', '25', '25', '25'] -> (((25 / 25) + 7) * (25 - 22))
[1079] ['7', '19', '25', '28', '29'] -> (((19 * 25) + 29) / (28 - 7))
[1080] ['7', '22', '22', '22', '25'] -> (((22 / 22) + 7) * (25 - 22))
[1081] ['8', '8', '9', '9', '17'] -> ((((17 + 9) * 8) + 8) / 9)
[1082] ['8', '8', '8', '21', '28'] -> (8 / ((28 / 21) - (8 / 8)))
[1083] ['7', '18', '25', '25', '30'] -> (((25 * 30) + 18) / (25 + 7))
[1084] ['7', '18', '27', '27', '29'] -> (((29 / 27) + (7 / 27)) * 18)
[1085] ['8', '8', '8', '17', '25'] -> ((((8 + 8) * 25) + 8) / 17)
[1086] ['8', '8', '8', '18', '26'] -> (26 - (18 / ((8 / 8) + 8)))
[1087] ['8', '8', '8', '18', '27'] -> (8 / ((8 / 8) - (18 / 27)))
[1088] ['8', '8', '8', '19', '28'] -> ((((8 + 8) * 28) + 8) / 19)
[1089] ['7', '22', '25', '30', '30'] -> (((30 / 30) + 7) * (25 - 22))
[1090] ['7', '22', '28', '28', '28'] -> (((28 * 28) - (22 * 28)) / 7)
[1091] ['7', '23', '23', '23', '26'] -> (((23 / 23) + 7) * (26 - 23))
[1092] ['7', '23', '25', '25', '26'] -> (((25 / 25) + 7) * (26 - 23))
[1093] ['7', '23', '26', '26', '26'] -> (((26 / 26) + 7) * (26 - 23))
[1094] ['7', '26', '29', '29', '29'] -> (((29 / 29) + 7) * (29 - 26))
[1095] ['7', '20', '25', '26', '30'] -> ((((25 * 26) - 30) / 20) - 7)
[1096] ['8', '8', '11', '25', '30'] -> ((8 - ((25 + 30) / 11)) * 8)
[1097] ['8', '8', '11', '14', '19'] -> (((14 * 8) + (19 * 8)) / 11)
[1098] ['8', '8', '11', '14', '25'] -> (8 / ((25 / (14 - 11)) - 8))
[1099] ['8', '8', '13', '15', '15'] -> (8 / ((13 / 15) - (8 / 15)))
[1100] ['7', '22', '22', '27', '30'] -> (((22 / 22) + 7) * (30 - 27))
[1101] ['7', '22', '23', '23', '25'] -> (((23 / 23) + 7) * (25 - 22))
[1102] ['8', '8', '15', '21', '22'] -> (21 / ((22 / 8) - (15 / 8)))
[1103] ['8', '8', '15', '21', '23'] -> ((((21 + 23) * 8) + 8) / 15)
[1104] ['7', '25', '26', '26', '28'] -> (((26 / 26) + 7) * (28 - 25))
[1105] ['8', '8', '14', '14', '29'] -> ((((14 + 29) * 8) - 8) / 14)
[1106] ['8', '8', '15', '15', '29'] -> ((((15 + 29) * 8) + 8) / 15)
[1107] ['8', '8', '15', '15', '30'] -> (((15 * 8) + (30 * 8)) / 15)
[1108] ['8', '8', '13', '17', '23'] -> ((((17 + 23) * 8) - 8) / 13)
[1109] ['8', '8', '13', '18', '21'] -> (((18 * 8) + (21 * 8)) / 13)
[1110] ['8', '8', '13', '20', '21'] -> (21 / ((20 / 8) - (13 / 8)))
[1111] ['8', '8', '17', '20', '25'] -> (8 / ((25 / (20 - 17)) - 8))
[1112] ['8', '9', '9', '14', '23'] -> ((((14 * 8) + 23) / 9) + 9)
[1113] ['8', '8', '15', '23', '28'] -> (15 / ((28 / 8) - (23 / 8)))
[1114] ['8', '8', '15', '29', '30'] -> (15 / (8 - ((29 + 30) / 8)))
[1115] ['8', '9', '9', '15', '26'] -> (26 - (((9 / 9) + 15) / 8))
[1116] ['8', '9', '9', '18', '28'] -> (((28 / 9) - (8 / 18)) * 9)
[1117] ['8', '8', '19', '27', '28'] -> (27 / ((28 / 8) - (19 / 8)))
[1118] ['8', '8', '19', '27', '30'] -> (((27 * 8) + (30 * 8)) / 19)
[1119] ['8', '9', '11', '17', '26'] -> (((11 - 9) * (17 + 8)) - 26)
[1120] ['8', '8', '17', '25', '27'] -> ((((25 + 27) * 8) - 8) / 17)
[1121] ['8', '8', '17', '26', '27'] -> (27 / ((26 / 8) - (17 / 8)))
[1122] ['8', '10', '10', '10', '11'] -> (((10 / 10) + 11) * (10 - 8))
[1123] ['8', '10', '10', '11', '19'] -> (((11 / 10) + (19 / 10)) * 8)
[1124] ['8', '9', '17', '26', '26'] -> ((((17 * 26) + 8) / 9) - 26)
[1125] ['8', '9', '14', '22', '23'] -> ((((14 * 23) + 8) / 22) + 9)
[1126] ['8', '9', '14', '23', '23'] -> ((((23 - 8) * 23) - 9) / 14)
[1127] ['8', '9', '14', '25', '25'] -> (((25 - 9) * 14) - (25 * 8))
[1128] ['8', '10', '10', '27', '27'] -> (27 - (27 / ((10 / 10) + 8)))
[1129] ['8', '10', '11', '11', '11'] -> (((11 / 11) + 11) * (10 - 8))
[1130] ['8', '10', '13', '13', '18'] -> ((13 * 18) - ((13 + 8) * 10))
[1131] ['8', '9', '18', '25', '25'] -> (((18 / 9) + (25 / 25)) * 8)
[1132] ['8', '9', '18', '29', '29'] -> (((18 / 9) + (29 / 29)) * 8)
[1133] ['8', '9', '19', '19', '20'] -> ((((19 * 19) - 9) / 8) - 20)
[1134] ['8', '10', '11', '18', '18'] -> (((18 / 18) + 11) * (10 - 8))
[1135] ['8', '10', '10', '18', '19'] -> ((((10 * 8) + 10) / 18) + 19)
[1136] ['8', '10', '10', '18', '27'] -> (8 / ((10 / 10) - (18 / 27)))
[1137] ['8', '10', '15', '15', '15'] -> (8 / ((15 / 15) - (10 / 15)))
[1138] ['8', '10', '15', '15', '28'] -> (((28 / 15) + (8 / 15)) * 10)
[1139] ['8', '10', '15', '29', '29'] -> (8 / ((29 / 29) - (10 / 15)))
[1140] ['8', '10', '13', '18', '23'] -> ((((10 * 13) + 8) / 23) + 18)
[1141] ['8', '10', '17', '27', '27'] -> (((17 * 27) - 27) / (10 + 8))
[1142] ['8', '10', '17', '17', '17'] -> ((((17 * 17) - 17) / 8) - 10)
[1143] ['8', '10', '17', '17', '19'] -> ((((19 - 17) * 10) - 17) * 8)
[1144] ['8', '10', '17', '18', '18'] -> ((((18 + 8) * 17) - 10) / 18)
[1145] ['8', '11', '11', '13', '14'] -> (((11 + 8) * (13 - 11)) - 14)
[1146] ['8', '11', '11', '14', '28'] -> (((11 / 11) + (28 / 14)) * 8)
[1147] ['8', '11', '11', '18', '30'] -> (30 / ((18 / 8) - (11 / 11)))
[1148] ['8', '11', '11', '19', '27'] -> (((27 - 11) * 11) - (19 * 8))
[1149] ['8', '10', '19', '27', '27'] -> (8 / ((19 / 27) - (10 / 27)))
[1150] ['8', '12', '12', '12', '25'] -> ((((12 * 25) - 12) / 8) - 12)
[1151] ['8', '11', '19', '22', '28'] -> (((19 / 11) + (28 / 22)) * 8)
[1152] ['8', '12', '13', '13', '13'] -> (13 / ((13 / 8) - (13 / 12)))
[1153] ['8', '11', '23', '30', '30'] -> (((11 * 30) + 30) / (23 - 8))
[1154] ['8', '11', '25', '30', '30'] -> ((((11 + 8) * 30) + 30) / 25)
[1155] ['8', '11', '17', '29', '29'] -> (((17 * 29) + 11) / (29 - 8))
[1156] ['8', '12', '17', '17', '26'] -> (((26 / 17) + (8 / 17)) * 12)
[1157] ['8', '12', '26', '26', '26'] -> (26 / ((26 / 8) - (26 / 12)))
[1158] ['8', '12', '19', '19', '30'] -> (((30 / 19) + (8 / 19)) * 12)
[1159] ['8', '13', '13', '14', '21'] -> (8 / ((13 / 13) - (14 / 21)))
[1160] ['8', '12', '22', '22', '22'] -> (22 / ((22 / 8) - (22 / 12)))
[1161] ['8', '12', '25', '25', '25'] -> (25 / ((25 / 8) - (25 / 12)))
[1162] ['8', '12', '23', '23', '23'] -> (23 / ((23 / 8) - (23 / 12)))
[1163] ['8', '13', '15', '15', '22'] -> (((15 + 8) * (15 - 13)) - 22)
[1164] ['8', '13', '13', '18', '30'] -> (30 / ((18 / 8) - (13 / 13)))
[1165] ['8', '13', '13', '27', '27'] -> (27 - (27 / ((13 / 13) + 8)))
[1166] ['8', '13', '13', '29', '30'] -> ((((30 - 13) * 13) - 29) / 8)
[1167] ['8', '13', '15', '21', '28'] -> (13 / ((15 / 8) - (28 / 21)))
[1168] ['8', '13', '21', '23', '23'] -> ((((23 - 21) * 13) - 23) * 8)
[1169] ['8', '13', '13', '20', '29'] -> ((((29 - 13) * 20) - 8) / 13)
[1170] ['8', '14', '15', '17', '17'] -> ((((17 * 17) + 15) / 8) - 14)
[1171] ['8', '14', '14', '21', '29'] -> ((((29 + 8) * 14) - 14) / 21)
[1172] ['8', '14', '18', '18', '28'] -> (((18 / 18) + (28 / 14)) * 8)
[1173] ['8', '14', '14', '27', '27'] -> (27 - (27 / ((14 / 14) + 8)))
[1174] ['8', '14', '15', '15', '23'] -> ((((14 * 8) + 23) / 15) + 15)
[1175] ['8', '14', '19', '19', '28'] -> (((19 / 19) + (28 / 14)) * 8)
[1176] ['8', '13', '25', '25', '26'] -> (((25 / 25) + (26 / 13)) * 8)
[1177] ['8', '13', '25', '28', '28'] -> ((((13 * 28) + 28) / 8) - 25)
[1178] ['8', '15', '15', '15', '22'] -> ((((15 / 15) + 15) / 8) + 22)
[1179] ['8', '15', '15', '15', '26'] -> (26 - (((15 / 15) + 15) / 8))
[1180] ['8', '14', '15', '23', '23'] -> ((((23 - 14) * 23) - 15) / 8)
[1181] ['8', '14', '21', '27', '27'] -> (8 / ((27 / 27) - (14 / 21)))
[1182] ['8', '14', '21', '29', '29'] -> (8 / ((29 / 29) - (14 / 21)))
[1183] ['8', '14', '27', '27', '28'] -> (((27 / 27) + (28 / 14)) * 8)
[1184] ['8', '15', '17', '17', '20'] -> (8 / ((20 / 15) - (17 / 17)))
[1185] ['8', '13', '22', '27', '27'] -> (8 / ((22 / 27) - (13 / 27)))
[1186] ['8', '15', '20', '22', '27'] -> ((((22 - 20) * 15) - 27) * 8)
[1187] ['8', '16', '16', '18', '27'] -> (8 / ((16 / 16) - (18 / 27)))
[1188] ['8', '15', '22', '26', '26'] -> ((((26 / 26) + 15) / 8) + 22)
[1189] ['8', '15', '22', '29', '29'] -> ((((29 / 29) + 15) / 8) + 22)
[1190] ['8', '15', '21', '25', '25'] -> (21 / ((15 / 8) - (25 / 25)))
[1191] ['8', '15', '21', '29', '29'] -> (21 / ((15 / 8) - (29 / 29)))
[1192] ['8', '14', '25', '25', '28'] -> (((25 / 25) + (28 / 14)) * 8)
[1193] ['8', '15', '25', '27', '27'] -> ((((27 - 25) * 15) - 27) * 8)
[1194] ['8', '16', '25', '26', '30'] -> (((25 + 30) * 8) - (16 * 26))
[1195] ['8', '15', '23', '26', '26'] -> (((26 - 8) * 23) - (15 * 26))
[1196] ['8', '17', '22', '22', '28'] -> (((22 + 28) / (17 + 8)) + 22)
[1197] ['8', '17', '18', '18', '23'] -> (8 / ((23 / 18) - (17 / 18)))
[1198] ['8', '18', '18', '28', '29'] -> (28 / ((29 / 18) - (8 / 18)))
[1199] ['8', '17', '17', '21', '30'] -> (((21 / 17) + (30 / 17)) * 8)
[1200] ['8', '17', '17', '29', '30'] -> ((((30 - 17) * 17) - 29) / 8)
[1201] ['8', '18', '23', '23', '30'] -> (30 / ((18 / 8) - (23 / 23)))
[1202] ['8', '18', '18', '18', '26'] -> (26 - (18 / ((18 / 18) + 8)))
[1203] ['8', '18', '18', '19', '25'] -> (8 / ((25 / 18) - (19 / 18)))
[1204] ['8', '18', '19', '19', '26'] -> (26 - (18 / ((19 / 19) + 8)))
[1205] ['8', '18', '19', '19', '27'] -> (8 / ((19 / 19) - (18 / 27)))
[1206] ['8', '17', '17', '18', '23'] -> ((((18 * 8) + 17) / 23) + 17)
[1207] ['8', '17', '17', '18', '30'] -> (30 / ((18 / 8) - (17 / 17)))
[1208] ['8', '17', '17', '19', '26'] -> (((17 + 8) * (19 - 17)) - 26)
[1209] ['8', '18', '25', '25', '26'] -> (26 - (18 / ((25 / 25) + 8)))
[1210] ['8', '18', '25', '25', '30'] -> (30 / ((18 / 8) - (25 / 25)))
[1211] ['8', '17', '27', '29', '29'] -> (27 / ((17 / 8) - (29 / 29)))
[1212] ['8', '17', '28', '28', '29'] -> (((17 * 28) + 28) / (29 - 8))
[1213] ['8', '20', '23', '23', '30'] -> (8 / ((23 / 23) - (20 / 30)))
[1214] ['8', '19', '19', '20', '30'] -> (8 / ((19 / 19) - (20 / 30)))
[1215] ['8', '19', '22', '22', '27'] -> ((22 * 27) - ((22 + 8) * 19))
[1216] ['8', '21', '22', '30', '30'] -> ((((21 * 22) - 30) / 8) - 30)
[1217] ['8', '20', '29', '29', '30'] -> (8 / ((29 / 29) - (20 / 30)))
[1218] ['8', '21', '21', '23', '28'] -> ((((23 + 8) * 21) + 21) / 28)
[1219] ['8', '20', '20', '25', '25'] -> (((20 * 20) + (25 * 8)) / 25)
[1220] ['8', '20', '20', '26', '27'] -> (((26 + 27) * 8) - (20 * 20))
[1221] ['8', '20', '20', '27', '27'] -> (27 - (27 / ((20 / 20) + 8)))
[1222] ['8', '20', '20', '29', '30'] -> ((((29 + 8) * 20) - 20) / 30)
[1223] ['8', '22', '25', '25', '30'] -> ((25 * 30) - ((25 + 8) * 22))
[1224] ['8', '20', '27', '27', '30'] -> (8 / ((27 / 27) - (20 / 30)))
[1225] ['8', '22', '22', '27', '27'] -> (27 - (27 / ((22 / 22) + 8)))
[1226] ['8', '21', '28', '29', '29'] -> (8 / ((28 / 21) - (29 / 29)))
[1227] ['8', '26', '26', '27', '27'] -> (27 - (27 / ((26 / 26) + 8)))
[1228] ['8', '19', '29', '30', '30'] -> (8 / ((29 / 30) - (19 / 30)))
[1229] ['8', '20', '20', '20', '26'] -> (((20 / 8) - (26 / 20)) * 20)
[1230] ['9', '9', '9', '12', '23'] -> (((23 * 9) + (9 * 9)) / 12)
[1231] ['9', '9', '9', '17', '22'] -> ((((9 / 9) + 17) / 9) + 22)
[1232] ['9', '9', '9', '17', '26'] -> (26 - (((9 / 9) + 17) / 9))
[1233] ['9', '9', '9', '18', '19'] -> ((((9 * 9) + 9) / 18) + 19)
[1234] ['9', '9', '11', '28', '30'] -> (((9 / 9) + 11) * (30 - 28))
[1235] ['9', '9', '11', '18', '26'] -> (((11 / 9) + (26 / 18)) * 9)
[1236] ['8', '23', '28', '29', '29'] -> (((29 * 29) + 23) / (28 + 8))
[1237] ['9', '9', '9', '20', '26'] -> (26 - (20 / ((9 / 9) + 9)))
[1238] ['9', '9', '11', '23', '25'] -> (((9 / 9) + 11) * (25 - 23))
[1239] ['9', '9', '14', '15', '29'] -> ((((29 - 14) * 15) - 9) / 9)
[1240] ['9', '9', '15', '22', '26'] -> (((9 * 9) + 15) / (26 - 22))
[1241] ['9', '9', '10', '22', '22'] -> ((22 / ((9 / 9) + 10)) + 22)
[1242] ['9', '9', '10', '22', '29'] -> (((29 + 9) / (10 + 9)) + 22)
[1243] ['9', '9', '14', '19', '23'] -> ((((19 - 9) * 23) - 14) / 9)
[1244] ['9', '9', '14', '22', '22'] -> (((14 + 22) / (9 + 9)) + 22)
[1245] ['9', '9', '18', '20', '29'] -> ((((20 + 29) * 9) - 9) / 18)
[1246] ['9', '9', '15', '19', '26'] -> (((26 - 19) * 15) - (9 * 9))
[1247] ['9', '9', '13', '29', '30'] -> ((((29 + 9) * 9) - 30) / 13)
[1248] ['9', '9', '14', '14', '30'] -> (((14 - 9) * 30) - (14 * 9))
[1249] ['9', '9', '17', '21', '26'] -> ((((26 * 9) + 21) / 17) + 9)
[1250] ['9', '9', '15', '25', '29'] -> (((9 * 9) + 15) / (29 - 25))
[1251] ['9', '9', '16', '16', '18'] -> (((16 / 18) + (16 / 9)) * 9)
[1252] ['9', '9', '16', '18', '18'] -> (((18 / 9) - (9 / 18)) * 16)
[1253] ['9', '9', '17', '26', '27'] -> ((((17 * 27) - 9) / 9) - 26)
[1254] ['9', '9', '16', '19', '25'] -> (16 / ((25 / 9) - (19 / 9)))
[1255] ['9', '9', '21', '28', '28'] -> (((28 * 9) + (28 * 9)) / 21)
[1256] ['9', '9', '16', '23', '29'] -> (16 / ((29 / 9) - (23 / 9)))
[1257] ['9', '9', '21', '21', '30'] -> ((((21 * 21) + 9) / 30) + 9)
[1258] ['9', '10', '10', '17', '26'] -> (26 - (((10 / 10) + 17) / 9))
[1259] ['9', '9', '18', '23', '23'] -> ((((18 * 23) + 9) / 9) - 23)
[1260] ['9', '9', '18', '23', '25'] -> (((23 * 9) + (25 * 9)) / 18)
[1261] ['9', '9', '18', '25', '25'] -> ((((18 * 25) - 9) / 9) - 25)
[1262] ['9', '9', '18', '25', '26'] -> (((18 * 25) - (26 * 9)) / 9)
[1263] ['9', '9', '19', '19', '20'] -> ((((9 * 9) + 19) / 20) + 19)
[1264] ['9', '10', '15', '17', '30'] -> (((30 / 10) + 9) * (17 - 15))
[1265] ['9', '10', '21', '21', '21'] -> ((((21 * 21) + 9) / 10) - 21)
