[913612] ['1/7', '1/8', '2/9', '7/6', '9/2'] -> ((2/9 / ((1/7 * 7/6) - 1/8)) * 9/2)
[1001247] ['1/7', '4/3', '8/9', '9/5', '9/5'] -> (((8/9 / (9/5 - 4/3)) / 1/7) * 9/5)
[1001250] ['1/7', '4/3', '8/9', '9/7', '9/7'] -> (9/7 / (((4/3 - 1/7) / 8/9) - 9/7))
[1001253] ['1/7', '4/3', '9/2', '9/2', '9/2'] -> (((1/7 * (4/3 + 9/2)) + 9/2) * 9/2)
[1001256] ['1/7', '4/3', '9/2', '9/2', '9/7'] -> ((1/7 + (9/2 / 9/2)) / (4/3 - 9/7))
[1001257] ['1/7', '4/3', '9/2', '9/2', '9/8'] -> ((((9/2 / 1/7) + 9/2) / 4/3) / 9/8)
[1001260] ['1/7', '4/3', '9/2', '9/4', '9/7'] -> (((9/7 * 9/2) * 4/3) / (1/7 * 9/4))
[1001261] ['1/7', '4/3', '9/2', '9/4', '9/8'] -> ((4/3 * (9/2 + (9/4 / 1/7))) / 9/8)
[1001270] ['1/7', '4/3', '9/4', '9/4', '9/7'] -> ((1/7 + (9/4 / 9/4)) / (4/3 - 9/7))
[1001275] ['1/7', '4/3', '9/4', '9/7', '9/7'] -> ((4/3 * ((9/4 / 1/7) + 9/7)) + 9/7)
[1001276] ['1/7', '4/3', '9/4', '9/7', '9/8'] -> ((((4/3 * 9/4) * 9/7) / 1/7) / 9/8)
[1001279] ['1/7', '4/3', '9/5', '9/5', '9/7'] -> ((1/7 + (9/5 / 9/5)) / (4/3 - 9/7))
[1001280] ['1/7', '4/3', '9/5', '9/5', '9/8'] -> (((9/5 / (9/5 - 4/3)) / 1/7) / 9/8)
[1001284] ['1/7', '4/3', '9/7', '9/7', '9/7'] -> ((1/7 + (9/7 / 9/7)) / (4/3 - 9/7))
[1001300] ['1/7', '4/5', '4/5', '4/5', '7/2'] -> ((7/2 / 1/7) - (4/5 / (4/5 + 4/5)))
[1001309] ['1/7', '4/5', '4/5', '4/5', '8/7'] -> ((((4/5 + 4/5) + 8/7) / 1/7) / 4/5)
[1001322] ['1/7', '4/5', '4/5', '4/7', '5/7'] -> ((4/5 + 4/7) / ((1/7 + 5/7) - 4/5))
[1001334] ['1/7', '4/5', '4/5', '4/7', '8/3'] -> ((((4/5 / 1/7) / 4/7) - 4/5) * 8/3)
[1001345] ['1/7', '4/5', '4/5', '4/9', '5/3'] -> ((((4/5 / 1/7) + 4/5) / 4/9) * 5/3)
[1001351] ['1/7', '4/5', '4/5', '4/9', '6/5'] -> ((((4/5 + 4/5) / 1/7) / 4/9) - 6/5)
[1001377] ['1/7', '4/5', '4/5', '5/2', '6/7'] -> ((((4/5 + 4/5) * 5/2) / 1/7) * 6/7)
[1001382] ['1/7', '4/5', '4/5', '5/2', '7/6'] -> ((((4/5 + 4/5) * 5/2) / 1/7) / 7/6)
[1001393] ['1/7', '4/5', '4/5', '5/2', '9/8'] -> (((4/5 + (5/2 / 1/7)) / 4/5) + 9/8)
[1001413] ['1/7', '4/5', '4/5', '5/3', '9/2'] -> ((((4/5 / 1/7) / 4/5) - 5/3) * 9/2)
[1001423] ['1/7', '4/5', '4/5', '5/4', '6/5'] -> ((6/5 / 1/7) / ((4/5 + 4/5) - 5/4))
[1001424] ['1/7', '4/5', '4/5', '5/4', '6/7'] -> ((6/7 / 1/7) / (5/4 - (4/5 / 4/5)))
[1001458] ['1/7', '4/5', '4/5', '5/6', '9/2'] -> ((((4/5 / 1/7) + 4/5) * 5/6) * 9/2)
[1001463] ['1/7', '4/5', '4/5', '5/7', '5/7'] -> (4/5 / ((5/7 / (1/7 + 5/7)) - 4/5))
[1001466] ['1/7', '4/5', '4/5', '5/7', '6/5'] -> (6/5 / ((1/7 + 4/5) - (5/7 / 4/5)))
[1001498] ['1/7', '4/5', '4/5', '5/8', '8/9'] -> ((4/5 / ((4/5 - 1/7) - 5/8)) - 8/9)
[1001502] ['1/7', '4/5', '4/5', '5/8', '9/7'] -> ((9/7 / 1/7) / ((4/5 / 4/5) - 5/8))
[1001533] ['1/7', '4/5', '4/5', '6/5', '8/5'] -> ((4/5 + 6/5) * (4/5 + (8/5 / 1/7)))
[1001536] ['1/7', '4/5', '4/5', '6/5', '9/2'] -> ((((4/5 / 1/7) + 4/5) / 6/5) * 9/2)
[1001547] ['1/7', '4/5', '4/5', '6/7', '7/8'] -> (((1/7 + 4/5) + 6/7) / (7/8 - 4/5))
[1001565] ['1/7', '4/5', '4/5', '7/2', '8/3'] -> (((7/2 / 1/7) - 4/5) + (4/5 / 8/3))
[1001566] ['1/7', '4/5', '4/5', '7/2', '8/5'] -> ((((4/5 / 1/7) + 4/5) * 7/2) + 8/5)
[1001579] ['1/7', '4/5', '4/5', '7/3', '7/9'] -> (((4/5 + (4/5 * 7/3)) / 1/7) / 7/9)
[1001587] ['1/7', '4/5', '4/5', '7/3', '9/7'] -> (((4/5 + (4/5 * 7/3)) / 1/7) * 9/7)
[1001594] ['1/7', '4/5', '4/5', '7/4', '8/3'] -> ((((4/5 * 7/4) / 1/7) - 4/5) * 8/3)
[1001605] ['1/7', '4/5', '4/5', '7/5', '7/8'] -> ((((4/5 + 4/5) + 7/5) / 1/7) / 7/8)
[1001609] ['1/7', '4/5', '4/5', '7/5', '8/7'] -> ((((4/5 + 4/5) + 7/5) / 1/7) * 8/7)
[1001616] ['1/7', '4/5', '4/5', '7/6', '7/6'] -> ((4/5 / 1/7) / (7/6 - (4/5 * 7/6)))
[1001631] ['1/7', '4/5', '4/5', '7/8', '8/5'] -> ((4/5 + 8/5) / ((1/7 * 4/5) * 7/8))
[1001641] ['1/7', '4/5', '4/5', '7/9', '8/5'] -> (8/5 / (4/5 - ((1/7 + 4/5) * 7/9)))
[1001650] ['1/7', '4/5', '4/5', '8/3', '8/5'] -> ((8/3 / 4/5) * ((4/5 / 1/7) + 8/5))
[1001659] ['1/7', '4/5', '4/5', '8/5', '8/7'] -> ((((4/5 + 8/5) / 1/7) / 4/5) * 8/7)
[1001699] ['1/7', '4/5', '4/7', '4/7', '5/6'] -> ((4/7 / (1/7 + 4/7)) / (5/6 - 4/5))
[1001712] ['1/7', '4/5', '4/7', '4/7', '8/3'] -> ((((4/7 / 4/5) + 4/7) / 1/7) * 8/3)
[1001719] ['1/7', '4/5', '4/7', '4/7', '9/7'] -> (9/7 / ((1/7 / (4/5 - 4/7)) - 4/7))
[1001738] ['1/7', '4/5', '4/7', '4/9', '8/3'] -> ((1/7 / (4/7 - (4/9 / 4/5))) * 8/3)
[1001754] ['1/7', '4/5', '4/7', '5/2', '6/5'] -> (6/5 / ((4/7 / 5/2) - (1/7 / 4/5)))
[1001777] ['1/7', '4/5', '4/7', '5/3', '5/9'] -> (((4/7 + (4/5 * 5/3)) / 1/7) / 5/9)
[1001781] ['1/7', '4/5', '4/7', '5/3', '7/3'] -> ((((4/5 / 1/7) + 4/7) * 5/3) * 7/3)
[1001793] ['1/7', '4/5', '4/7', '5/3', '9/5'] -> (((4/7 + (4/5 * 5/3)) / 1/7) * 9/5)
[1001801] ['1/7', '4/5', '4/7', '5/4', '6/5'] -> (6/5 / ((4/5 - (1/7 * 5/4)) - 4/7))
[1001833] ['1/7', '4/5', '4/7', '5/6', '8/5'] -> (8/5 / ((4/5 * (5/6 - 4/7)) - 1/7))
[1001846] ['1/7', '4/5', '4/7', '5/7', '7/2'] -> ((((4/5 + 4/7) * 5/7) / 1/7) * 7/2)
[1001896] ['1/7', '4/5', '4/7', '5/9', '9/2'] -> ((((4/5 + 4/7) * 5/9) / 1/7) * 9/2)
[1001919] ['1/7', '4/5', '4/7', '6/7', '6/7'] -> (6/7 / (((1/7 + 4/7) / 4/5) - 6/7))
[1001932] ['1/7', '4/5', '4/7', '6/7', '9/4'] -> (((6/7 / (4/5 - 4/7)) / 1/7) - 9/4)
[1001939] ['1/7', '4/5', '4/7', '7/2', '7/5'] -> ((((4/5 + 4/7) * 7/2) / 1/7) / 7/5)
[1001949] ['1/7', '4/5', '4/7', '7/2', '9/5'] -> (9/5 / (((1/7 * 7/2) / 4/7) - 4/5))
[1001950] ['1/7', '4/5', '4/7', '7/2', '9/7'] -> (9/7 / (((1/7 * 7/2) / 4/5) - 4/7))
[1001959] ['1/7', '4/5', '4/7', '7/3', '8/5'] -> ((((4/5 + 4/7) * 7/3) / 1/7) + 8/5)
[1001966] ['1/7', '4/5', '4/7', '7/3', '9/8'] -> ((9/8 * ((4/7 / 4/5) + 7/3)) / 1/7)
[1001998] ['1/7', '4/5', '4/7', '7/6', '8/5'] -> (8/5 / ((4/7 * (7/6 - 4/5)) - 1/7))
[1002015] ['1/7', '4/5', '4/7', '7/8', '9/7'] -> (9/7 / ((1/7 + 4/7) * (7/8 - 4/5)))
[1002019] ['1/7', '4/5', '4/7', '7/9', '8/5'] -> (8/5 / (((4/5 - 1/7) - 4/7) * 7/9))
[1002031] ['1/7', '4/5', '4/7', '8/3', '9/2'] -> ((4/5 * ((4/7 / 1/7) + 8/3)) * 9/2)
[1002033] ['1/7', '4/5', '4/7', '8/3', '9/5'] -> ((((4/7 * 8/3) / 1/7) / 4/5) * 9/5)
[1002042] ['1/7', '4/5', '4/7', '8/5', '9/7'] -> ((9/7 * 8/5) / ((4/5 - 1/7) - 4/7))
[1002048] ['1/7', '4/5', '4/7', '8/7', '9/5'] -> ((8/7 / ((4/5 - 1/7) - 4/7)) * 9/5)
[1002059] ['1/7', '4/5', '4/7', '9/2', '9/5'] -> ((((4/5 + 4/7) * 9/2) / 1/7) / 9/5)
[1002062] ['1/7', '4/5', '4/7', '9/4', '9/4'] -> ((9/4 / ((4/5 - 1/7) - 4/7)) - 9/4)
[1002066] ['1/7', '4/5', '4/7', '9/5', '9/5'] -> ((((4/5 + 4/7) + 9/5) / 1/7) + 9/5)
[1002136] ['1/7', '4/5', '4/9', '5/3', '7/8'] -> ((((4/5 * 5/3) / 1/7) / 4/9) / 7/8)
[1002140] ['1/7', '4/5', '4/9', '5/3', '8/7'] -> ((((4/5 * 5/3) / 1/7) / 4/9) * 8/7)
[1002142] ['1/7', '4/5', '4/9', '5/3', '9/2'] -> (((4/5 / 1/7) - (4/9 / 5/3)) * 9/2)
[1002195] ['1/7', '4/5', '4/9', '5/7', '6/5'] -> (6/5 / (((4/5 - 5/7) / 4/9) - 1/7))
[1002224] ['1/7', '4/5', '4/9', '5/8', '8/3'] -> (8/3 / ((1/7 * (4/5 + 4/9)) * 5/8))
[1002235] ['1/7', '4/5', '4/9', '5/9', '6/7'] -> (6/7 / (1/7 * ((5/9 / 4/5) - 4/9)))
[1002259] ['1/7', '4/5', '4/9', '6/5', '7/8'] -> ((((4/5 / 4/9) + 6/5) / 1/7) / 7/8)
[1002263] ['1/7', '4/5', '4/9', '6/5', '8/7'] -> ((((4/5 / 4/9) + 6/5) / 1/7) * 8/7)
[1002337] ['1/7', '4/5', '4/9', '7/5', '8/5'] -> ((((4/5 / 4/9) + 7/5) / 1/7) + 8/5)
[1002379] ['1/7', '4/5', '4/9', '8/3', '8/5'] -> (((8/3 / (4/5 + 4/9)) / 1/7) * 8/5)
[1002389] ['1/7', '4/5', '4/9', '8/5', '8/9'] -> (((4/5 + (8/5 / 1/7)) / 4/9) * 8/9)
[1002390] ['1/7', '4/5', '4/9', '8/5', '9/2'] -> ((4/9 * (4/5 + (8/5 / 1/7))) * 9/2)
[1002394] ['1/7', '4/5', '4/9', '8/5', '9/8'] -> (((4/5 + (8/5 / 1/7)) / 4/9) / 9/8)
[1002403] ['1/7', '4/5', '4/9', '8/9', '9/2'] -> ((4/5 * (4/9 + (8/9 / 1/7))) * 9/2)
[1002425] ['1/7', '4/5', '5/2', '5/2', '5/4'] -> ((((5/2 / 1/7) + 5/2) - 4/5) * 5/4)
[1002431] ['1/7', '4/5', '5/2', '5/2', '6/7'] -> (((4/5 * (5/2 + 5/2)) / 1/7) * 6/7)
[1002432] ['1/7', '4/5', '5/2', '5/2', '7/2'] -> (((4/5 * 5/2) - 5/2) + (7/2 / 1/7))
[1002436] ['1/7', '4/5', '5/2', '5/2', '7/6'] -> (((4/5 * (5/2 + 5/2)) / 1/7) / 7/6)
[1002440] ['1/7', '4/5', '5/2', '5/2', '8/5'] -> ((((4/5 + 5/2) / 1/7) + 5/2) - 8/5)
[1002443] ['1/7', '4/5', '5/2', '5/2', '9/2'] -> (((4/5 * 5/2) + (5/2 / 1/7)) + 9/2)
[1002444] ['1/7', '4/5', '5/2', '5/2', '9/4'] -> (((4/5 + 5/2) * 5/2) + (9/4 / 1/7))
[1002448] ['1/7', '4/5', '5/2', '5/3', '5/3'] -> ((((4/5 * 5/2) + 5/3) / 1/7) - 5/3)
[1002465] ['1/7', '4/5', '5/2', '5/3', '8/7'] -> (8/7 / (1/7 * ((4/5 * 5/2) - 5/3)))
[1002472] ['1/7', '4/5', '5/2', '5/4', '5/4'] -> ((((4/5 * 5/2) + 5/4) / 1/7) + 5/4)
[1002475] ['1/7', '4/5', '5/2', '5/4', '5/8'] -> ((4/5 * ((5/2 / 1/7) + 5/4)) / 5/8)
[1002484] ['1/7', '4/5', '5/2', '5/4', '7/8'] -> (((4/5 * (5/2 + 5/4)) / 1/7) / 7/8)
[1002486] ['1/7', '4/5', '5/2', '5/4', '8/3'] -> ((4/5 * (5/2 + (5/4 / 1/7))) * 8/3)
[1002487] ['1/7', '4/5', '5/2', '5/4', '8/5'] -> ((4/5 * ((5/2 / 1/7) + 5/4)) * 8/5)
[1002488] ['1/7', '4/5', '5/2', '5/4', '8/7'] -> (((4/5 * (5/2 + 5/4)) / 1/7) * 8/7)
[1002498] ['1/7', '4/5', '5/2', '5/6', '5/9'] -> ((4/5 * ((5/2 / 1/7) - 5/6)) / 5/9)
[1002509] ['1/7', '4/5', '5/2', '5/6', '8/5'] -> (8/5 / (1/7 * (4/5 - (5/6 / 5/2))))
[1002513] ['1/7', '4/5', '5/2', '5/6', '9/4'] -> ((((5/2 / 1/7) / 4/5) / 5/6) - 9/4)
[1002514] ['1/7', '4/5', '5/2', '5/6', '9/5'] -> ((4/5 * ((5/2 / 1/7) - 5/6)) * 9/5)
[1002515] ['1/7', '4/5', '5/2', '5/6', '9/7'] -> (((9/7 * 4/5) * (5/2 + 5/6)) / 1/7)
[1002529] ['1/7', '4/5', '5/2', '5/7', '8/3'] -> ((((4/5 * 5/2) - 5/7) / 1/7) * 8/3)
[1002540] ['1/7', '4/5', '5/2', '5/8', '6/5'] -> ((4/5 + ((5/2 / 1/7) / 5/8)) / 6/5)
[1002545] ['1/7', '4/5', '5/2', '5/8', '7/5'] -> (((4/5 + (5/2 / 5/8)) / 1/7) / 7/5)
[1002547] ['1/7', '4/5', '5/2', '5/8', '7/8'] -> (((5/2 + (4/5 * 5/8)) / 1/7) / 7/8)
[1002551] ['1/7', '4/5', '5/2', '5/8', '8/7'] -> (((5/2 + (4/5 * 5/8)) / 1/7) * 8/7)
[1002554] ['1/7', '4/5', '5/2', '5/8', '9/4'] -> ((((5/2 / 4/5) + 5/8) / 1/7) - 9/4)
[1002578] ['1/7', '4/5', '5/2', '6/5', '6/7'] -> (((5/2 + (6/5 / 4/5)) / 1/7) * 6/7)
[1002583] ['1/7', '4/5', '5/2', '6/5', '7/6'] -> (((5/2 + (6/5 / 4/5)) / 1/7) / 7/6)
[1002587] ['1/7', '4/5', '5/2', '6/5', '8/5'] -> ((((4/5 * 5/2) + 6/5) / 1/7) + 8/5)
[1002590] ['1/7', '4/5', '5/2', '6/5', '9/2'] -> (((4/5 + (5/2 / 1/7)) + 6/5) + 9/2)
[1002591] ['1/7', '4/5', '5/2', '6/5', '9/4'] -> ((((5/2 * 6/5) / 1/7) / 4/5) - 9/4)
[1002612] ['1/7', '4/5', '5/2', '7/2', '7/2'] -> ((((4/5 * 5/2) * 7/2) - 1/7) * 7/2)
[1002615] ['1/7', '4/5', '5/2', '7/2', '7/5'] -> (((4/5 * (5/2 + 7/2)) / 1/7) / 7/5)
[1002619] ['1/7', '4/5', '5/2', '7/2', '8/3'] -> ((((7/2 / 1/7) / 5/2) - 4/5) * 8/3)
[1002624] ['1/7', '4/5', '5/2', '7/2', '9/4'] -> ((((5/2 / 1/7) + 7/2) / 4/5) - 9/4)
[1002626] ['1/7', '4/5', '5/2', '7/2', '9/7'] -> (9/7 / (1/7 * (7/2 - (5/2 / 4/5))))
[1002636] ['1/7', '4/5', '5/2', '7/3', '8/7'] -> (8/7 / (1/7 * (7/3 - (4/5 * 5/2))))
[1002653] ['1/7', '4/5', '5/2', '7/4', '9/4'] -> ((((4/5 * 5/2) + 7/4) / 1/7) - 9/4)
[1002674] ['1/7', '4/5', '5/2', '7/6', '8/5'] -> (8/5 / (((7/6 - 4/5) / 1/7) - 5/2))
[1002675] ['1/7', '4/5', '5/2', '7/6', '8/7'] -> (8/7 / (1/7 * (4/5 - (7/6 / 5/2))))
[1002679] ['1/7', '4/5', '5/2', '7/6', '9/5'] -> (((5/2 + (7/6 / 1/7)) / 4/5) * 9/5)
[1002682] ['1/7', '4/5', '5/2', '7/8', '7/8'] -> ((((5/2 / 1/7) / 4/5) - 7/8) / 7/8)
[1002686] ['1/7', '4/5', '5/2', '7/8', '8/7'] -> ((((5/2 / 1/7) / 4/5) - 7/8) * 8/7)
[1002713] ['1/7', '4/5', '5/2', '8/5', '8/7'] -> (((5/2 + (4/5 / 8/5)) / 1/7) * 8/7)
[1002715] ['1/7', '4/5', '5/2', '8/5', '9/2'] -> (((5/2 / 1/7) + (8/5 / 4/5)) + 9/2)
[1002750] ['1/7', '4/5', '5/3', '5/3', '5/6'] -> (((5/3 + 5/3) / 1/7) + (4/5 * 5/6))
[1002754] ['1/7', '4/5', '5/3', '5/3', '6/5'] -> (((5/3 + 5/3) / 1/7) + (4/5 / 6/5))
[1002761] ['1/7', '4/5', '5/3', '5/3', '7/8'] -> ((((4/5 * 5/3) + 5/3) / 1/7) / 7/8)
[1002762] ['1/7', '4/5', '5/3', '5/3', '7/9'] -> (((4/5 * (5/3 + 5/3)) / 1/7) / 7/9)
[1002770] ['1/7', '4/5', '5/3', '5/3', '9/7'] -> (((4/5 * (5/3 + 5/3)) / 1/7) * 9/7)
[1002776] ['1/7', '4/5', '5/3', '5/4', '5/9'] -> ((((5/3 / 1/7) / 4/5) - 5/4) / 5/9)
[1002778] ['1/7', '4/5', '5/3', '5/4', '6/7'] -> (6/7 / (((1/7 + 5/4) / 5/3) - 4/5))
[1002788] ['1/7', '4/5', '5/3', '5/4', '8/7'] -> (8/7 / ((1/7 * 4/5) * (5/3 - 5/4)))
[1002790] ['1/7', '4/5', '5/3', '5/4', '9/2'] -> ((((4/5 * 5/4) / 1/7) - 5/3) * 9/2)
[1002791] ['1/7', '4/5', '5/3', '5/4', '9/4'] -> (((5/3 / 1/7) - (4/5 * 5/4)) * 9/4)
[1002792] ['1/7', '4/5', '5/3', '5/4', '9/5'] -> ((((5/3 / 1/7) / 4/5) - 5/4) * 9/5)
[1002793] ['1/7', '4/5', '5/3', '5/4', '9/7'] -> ((9/7 * (5/3 + (4/5 * 5/4))) / 1/7)
[1002819] ['1/7', '4/5', '5/3', '5/7', '5/9'] -> (((4/5 * (5/3 + 5/7)) / 1/7) / 5/9)
[1002835] ['1/7', '4/5', '5/3', '5/7', '9/5'] -> (((4/5 * (5/3 + 5/7)) / 1/7) * 9/5)
[1002856] ['1/7', '4/5', '5/3', '5/8', '9/7'] -> (9/7 / (5/3 * ((4/5 - 1/7) - 5/8)))
[1002868] ['1/7', '4/5', '5/3', '5/9', '8/3'] -> (8/3 / (1/7 * ((4/5 * 5/3) - 5/9)))
[1002869] ['1/7', '4/5', '5/3', '5/9', '8/5'] -> (8/5 / (1/7 * (4/5 - (5/9 / 5/3))))
[1002873] ['1/7', '4/5', '5/3', '5/9', '9/4'] -> ((((5/3 / 1/7) / 4/5) / 5/9) - 9/4)
[1002888] ['1/7', '4/5', '5/3', '6/5', '8/7'] -> (8/7 / (1/7 * ((4/5 + 6/5) - 5/3)))
[1002904] ['1/7', '4/5', '5/3', '6/7', '8/5'] -> ((1/7 / ((5/3 - 4/5) - 6/7)) * 8/5)
[1002920] ['1/7', '4/5', '5/3', '7/2', '8/5'] -> (8/5 / (5/3 - ((4/5 / 1/7) / 7/2)))
[1002930] ['1/7', '4/5', '5/3', '7/3', '7/5'] -> ((((4/5 + 5/3) + 7/3) / 1/7) / 7/5)
[1002934] ['1/7', '4/5', '5/3', '7/3', '8/3'] -> ((((7/3 / 1/7) / 5/3) - 4/5) * 8/3)
[1002952] ['1/7', '4/5', '5/3', '7/4', '9/2'] -> ((((4/5 * 5/3) / 1/7) / 7/4) * 9/2)
[1002953] ['1/7', '4/5', '5/3', '7/4', '9/4'] -> ((5/3 * (4/5 + (7/4 / 1/7))) + 9/4)
[1002959] ['1/7', '4/5', '5/3', '7/5', '7/8'] -> (((4/5 / (5/3 - 7/5)) / 1/7) / 7/8)
[1002962] ['1/7', '4/5', '5/3', '7/5', '8/5'] -> ((5/3 * ((7/5 / 1/7) - 4/5)) * 8/5)
[1002965] ['1/7', '4/5', '5/3', '7/5', '9/2'] -> ((((4/5 / 1/7) + 7/5) - 5/3) * 9/2)
[1002966] ['1/7', '4/5', '5/3', '7/5', '9/4'] -> (((5/3 + (7/5 / 1/7)) - 4/5) * 9/4)
[1002989] ['1/7', '4/5', '5/3', '7/8', '9/4'] -> ((((4/5 * 5/3) / 1/7) / 7/8) * 9/4)
[1002996] ['1/7', '4/5', '5/3', '7/9', '8/7'] -> (8/7 / (1/7 * (4/5 - (7/9 / 5/3))))
[1003006] ['1/7', '4/5', '5/3', '8/3', '8/9'] -> ((((4/5 * 5/3) * 8/3) / 1/7) - 8/9)
[1003023] ['1/7', '4/5', '5/3', '8/7', '9/4'] -> ((((4/5 * 5/3) * 8/7) / 1/7) * 9/4)
[1003043] ['1/7', '4/5', '5/3', '9/5', '9/7'] -> ((9/7 * ((5/3 + 9/5) - 4/5)) / 1/7)
[1003054] ['1/7', '4/5', '5/4', '5/4', '6/7'] -> ((6/7 / 1/7) / (5/4 - (4/5 * 5/4)))
[1003063] ['1/7', '4/5', '5/4', '5/4', '8/5'] -> (((5/4 / 1/7) + 5/4) * (4/5 + 8/5))
[1003086] ['1/7', '4/5', '5/4', '5/6', '8/7'] -> (8/7 / ((1/7 * 4/5) * (5/4 - 5/6)))
[1003091] ['1/7', '4/5', '5/4', '5/6', '9/7'] -> (9/7 / ((1/7 * (5/4 - 4/5)) * 5/6))
[1003094] ['1/7', '4/5', '5/4', '5/7', '5/8'] -> (((5/4 + (5/7 / 4/5)) / 1/7) / 5/8)
[1003096] ['1/7', '4/5', '5/4', '5/7', '6/5'] -> (6/5 / ((1/7 + 4/5) - (5/4 * 5/7)))
[1003106] ['1/7', '4/5', '5/4', '5/7', '8/5'] -> (((5/4 + (5/7 / 4/5)) / 1/7) * 8/5)
[1003132] ['1/7', '4/5', '5/4', '5/8', '9/7'] -> (9/7 / (1/7 * ((4/5 * 5/4) - 5/8)))
[1003136] ['1/7', '4/5', '5/4', '5/9', '6/7'] -> (6/7 / ((1/7 * (5/4 - 4/5)) * 5/9))
[1003154] ['1/7', '4/5', '5/4', '6/5', '6/7'] -> (6/7 / (1/7 * ((6/5 / 4/5) - 5/4)))
[1003169] ['1/7', '4/5', '5/4', '6/5', '9/7'] -> ((9/7 * 6/5) / (1/7 * (5/4 - 4/5)))
[1003185] ['1/7', '4/5', '5/4', '6/7', '9/5'] -> (((6/7 / (5/4 - 4/5)) / 1/7) * 9/5)
[1003217] ['1/7', '4/5', '5/4', '7/3', '9/7'] -> ((9/7 * (4/5 + (7/3 / 5/4))) / 1/7)
[1003224] ['1/7', '4/5', '5/4', '7/4', '8/3'] -> ((((7/4 / 1/7) / 5/4) - 4/5) * 8/3)
[1003229] ['1/7', '4/5', '5/4', '7/4', '9/4'] -> ((((5/4 + 7/4) / 1/7) / 4/5) - 9/4)
[1003235] ['1/7', '4/5', '5/4', '7/5', '7/8'] -> (((5/4 + (7/5 / 4/5)) / 1/7) / 7/8)
[1003239] ['1/7', '4/5', '5/4', '7/5', '8/7'] -> (((5/4 + (7/5 / 4/5)) / 1/7) * 8/7)
[1003251] ['1/7', '4/5', '5/4', '7/6', '8/7'] -> (8/7 / (4/5 * ((1/7 + 7/6) - 5/4)))
[1003255] ['1/7', '4/5', '5/4', '7/6', '9/5'] -> (9/5 / ((1/7 * (5/4 - 4/5)) * 7/6))
[1003288] ['1/7', '4/5', '5/4', '8/5', '8/5'] -> ((5/4 * (4/5 + (8/5 / 1/7))) * 8/5)
[1003289] ['1/7', '4/5', '5/4', '8/5', '8/7'] -> ((((4/5 + 8/5) * 5/4) / 1/7) * 8/7)
[1003290] ['1/7', '4/5', '5/4', '8/5', '8/9'] -> (((8/5 / (5/4 - 4/5)) / 1/7) - 8/9)
[1003329] ['1/7', '4/5', '5/6', '5/6', '6/7'] -> (((5/6 / (5/6 - 4/5)) - 1/7) - 6/7)
[1003341] ['1/7', '4/5', '5/6', '5/6', '9/2'] -> (((5/6 / 1/7) + 5/6) * (4/5 * 9/2))
[1003359] ['1/7', '4/5', '5/6', '5/7', '8/5'] -> (8/5 / ((4/5 * (1/7 + 5/6)) - 5/7))
[1003380] ['1/7', '4/5', '5/6', '5/8', '8/7'] -> (8/7 / (1/7 * (5/6 - (4/5 * 5/8))))
[1003382] ['1/7', '4/5', '5/6', '5/8', '9/2'] -> (((5/6 / 1/7) - (4/5 * 5/8)) * 9/2)
[1003432] ['1/7', '4/5', '5/6', '6/7', '8/3'] -> ((((6/7 / 1/7) / 4/5) / 5/6) * 8/3)
[1003434] ['1/7', '4/5', '5/6', '6/7', '8/7'] -> (8/7 / ((6/7 - (4/5 * 5/6)) - 1/7))
[1003436] ['1/7', '4/5', '5/6', '6/7', '9/2'] -> (((6/7 / 1/7) - (4/5 * 5/6)) * 9/2)
[1003437] ['1/7', '4/5', '5/6', '6/7', '9/4'] -> ((((4/5 * 5/6) + 6/7) / 1/7) * 9/4)
[1003438] ['1/7', '4/5', '5/6', '6/7', '9/5'] -> (((5/6 + (6/7 / 4/5)) / 1/7) * 9/5)
[1003445] ['1/7', '4/5', '5/6', '7/2', '7/6'] -> (((4/5 * 5/6) + (7/2 / 1/7)) - 7/6)
[1003450] ['1/7', '4/5', '5/6', '7/2', '8/7'] -> (8/7 / (((4/5 * 5/6) / 7/2) - 1/7))
[1003461] ['1/7', '4/5', '5/6', '7/3', '7/8'] -> ((((4/5 * 5/6) + 7/3) / 1/7) / 7/8)
[1003465] ['1/7', '4/5', '5/6', '7/3', '8/7'] -> ((((4/5 * 5/6) + 7/3) / 1/7) * 8/7)
[1003468] ['1/7', '4/5', '5/6', '7/3', '9/4'] -> (((5/6 + (7/3 / 4/5)) / 1/7) - 9/4)
[1003509] ['1/7', '4/5', '5/6', '7/6', '9/7'] -> (9/7 / (((1/7 + 5/6) / 4/5) - 7/6))
[1003517] ['1/7', '4/5', '5/6', '7/8', '9/2'] -> ((((4/5 * 5/6) / 1/7) / 7/8) * 9/2)
[1003542] ['1/7', '4/5', '5/6', '8/5', '8/7'] -> (8/7 / (1/7 * (5/6 - (4/5 / 8/5))))
[1003544] ['1/7', '4/5', '5/6', '8/5', '9/2'] -> (((5/6 / 1/7) - (4/5 / 8/5)) * 9/2)
[1003551] ['1/7', '4/5', '5/6', '8/7', '9/2'] -> ((((4/5 * 5/6) * 8/7) / 1/7) * 9/2)
[1003581] ['1/7', '4/5', '5/7', '5/7', '6/7'] -> (6/7 / (((5/7 / 4/5) - 1/7) - 5/7))
[1003589] ['1/7', '4/5', '5/7', '5/7', '8/3'] -> ((((4/5 * 5/7) + 5/7) / 1/7) * 8/3)
