[1425746] ['2/5', '4/3', '4/7', '5/4', '7/5'] -> 7/5 / (2/5 * (4/3 - 5/4) / 4/7)
[1487457] ['2/7', '3/4', '4/9', '5/4', '8/3'] -> 8/3 / (5/4 / 3/4 - 4/9 / 2/7)
[1487461] ['2/7', '3/4', '4/9', '5/4', '9/2'] -> 9/2 / (5/4 / 4/9 - 3/4 / 2/7)
[1487462] ['2/7', '3/4', '4/9', '5/4', '9/4'] -> 5/4 / (3/4 * 4/9 - 2/7) - 9/4
[1487464] ['2/7', '3/4', '4/9', '5/4', '9/7'] -> 9/7 / (2/7 * 5/4 / 4/9 - 3/4)
[1487474] ['2/7', '3/4', '4/9', '5/6', '7/4'] -> 5/6 / (3/4 - 2/7 - 4/9) / 7/4
[1487486] ['2/7', '3/4', '4/9', '5/6', '9/7'] -> 9/7 / (2/7 * (5/6 - 3/4) / 4/9)
[1487489] ['2/7', '3/4', '4/9', '5/7', '5/8'] -> 5/7 / (3/4 * 4/9 - 2/7) / 5/8
[1487502] ['2/7', '3/4', '4/9', '5/7', '8/7'] -> 8/7 / (2/7 - 3/4 * 4/9 * 5/7)
[1487507] ['2/7', '3/4', '4/9', '5/7', '9/7'] -> 9/7 / (3/4 * (5/7 - 2/7 / 4/9))
[1487515] ['2/7', '3/4', '4/9', '5/8', '7/4'] -> 3/4 / (2/7 / 4/9 - 5/8) / 7/4
[1487520] ['2/7', '3/4', '4/9', '5/8', '8/3'] -> 8/3 / (2/7 * (5/8 / 3/4 - 4/9))
[1487524] ['2/7', '3/4', '4/9', '5/8', '9/2'] -> 9/2 / (2/7 * (5/8 / 4/9 - 3/4))
[1487533] ['2/7', '3/4', '4/9', '5/9', '7/3'] -> 2/7 / (4/9 - 3/4 * 5/9) * 7/3
[1487536] ['2/7', '3/4', '4/9', '5/9', '7/6'] -> 5/9 / (3/4 - 2/7 - 4/9) / 7/6
[1487563] ['2/7', '3/4', '4/9', '6/5', '9/5'] -> 9/5 / (6/5 / 4/9 - 3/4 / 2/7)
[1487568] ['2/7', '3/4', '4/9', '6/7', '7/3'] -> 7/3 / ((3/4 - 2/7) / 6/7 - 4/9)
[1487574] ['2/7', '3/4', '4/9', '6/7', '8/3'] -> 6/7 / 2/7 / 3/4 / 4/9 * 8/3
[1487578] ['2/7', '3/4', '4/9', '6/7', '9/2'] -> 9/2 / ((3/4 - 2/7) / 4/9 - 6/7)
[1487580] ['2/7', '3/4', '4/9', '6/7', '9/5'] -> 6/7 / (3/4 - 2/7 - 4/9) / 9/5
[1487590] ['2/7', '3/4', '4/9', '7/2', '8/3'] -> 8/3 / (4/9 * (2/7 * 7/2 - 3/4))
[1487603] ['2/7', '3/4', '4/9', '7/3', '7/8'] -> (3/4 + 7/3 / 4/9) / 2/7 / 7/8
[1487605] ['2/7', '3/4', '4/9', '7/3', '8/3'] -> 8/3 / ((3/4 * 4/9 - 2/7) * 7/3)
[1487607] ['2/7', '3/4', '4/9', '7/3', '8/7'] -> (3/4 + 7/3 / 4/9) / 2/7 * 8/7
[1487608] ['2/7', '3/4', '4/9', '7/3', '8/9'] -> 8/9 / (4/9 * (3/4 - 2/7 * 7/3))
[1487609] ['2/7', '3/4', '4/9', '7/3', '9/2'] -> 4/9 / (3/4 - 2/7 * 7/3) * 9/2
[1487623] ['2/7', '3/4', '4/9', '7/4', '9/2'] -> 9/2 / ((3/4 - 2/7 / 4/9) * 7/4)
[1487632] ['2/7', '3/4', '4/9', '7/5', '8/3'] -> 8/3 / (4/9 * (3/4 / 7/5 - 2/7))
[1487634] ['2/7', '3/4', '4/9', '7/5', '8/7'] -> 8/7 / (2/7 - 3/4 * 4/9 / 7/5)
[1487644] ['2/7', '3/4', '4/9', '7/6', '8/3'] -> 8/3 / (2/7 * 3/4 * 4/9 * 7/6)
[1487659] ['2/7', '3/4', '4/9', '7/8', '9/2'] -> 9/2 / (3/4 - 2/7 * 7/8 / 4/9)
[1487660] ['2/7', '3/4', '4/9', '7/8', '9/4'] -> 9/4 / ((3/4 - 2/7 / 4/9) * 7/8)
[1487665] ['2/7', '3/4', '4/9', '7/9', '8/3'] -> 8/3 / (3/4 * 4/9 - 2/7 * 7/9)
[1487667] ['2/7', '3/4', '4/9', '7/9', '8/7'] -> 8/7 / (2/7 / 3/4 + 4/9 - 7/9)
[1487668] ['2/7', '3/4', '4/9', '7/9', '8/9'] -> 8/9 / ((3/4 * 4/9 - 2/7) * 7/9)
[1487674] ['2/7', '3/4', '4/9', '8/3', '8/3'] -> (8/3 / 2/7 - 3/4 * 4/9) * 8/3
[1487676] ['2/7', '3/4', '4/9', '8/3', '8/7'] -> 8/7 / (2/7 * 3/4 - 4/9 / 8/3)
[1487677] ['2/7', '3/4', '4/9', '8/3', '8/9'] -> 8/3 / (3/4 - 2/7 / 4/9) - 8/9
[1487691] ['2/7', '3/4', '4/9', '8/7', '8/7'] -> 8/7 / (4/9 * (8/7 - 2/7 - 3/4))
[1487693] ['2/7', '3/4', '4/9', '8/7', '9/2'] -> 9/2 / (3/4 - 2/7 / 4/9 / 8/7)
[1487694] ['2/7', '3/4', '4/9', '8/7', '9/4'] -> 8/7 / (3/4 - 2/7 / 4/9) * 9/4
[1487696] ['2/7', '3/4', '4/9', '8/7', '9/7'] -> 9/7 / (3/4 / 2/7 - 8/7 / 4/9)
[1487702] ['2/7', '3/4', '4/9', '8/9', '9/7'] -> 9/7 / ((3/4 * 4/9 - 2/7) / 8/9)
[1487717] ['2/7', '3/4', '4/9', '9/7', '9/8'] -> 9/7 / (3/4 * 4/9 - 2/7) / 9/8
[1487724] ['2/7', '3/4', '5/2', '5/2', '5/8'] -> (5/2 / 2/7 + 5/2) / 3/4 / 5/8
[1487735] ['2/7', '3/4', '5/2', '5/2', '8/3'] -> 5/2 / 5/2 / (8/3 - 3/4 / 2/7)
[1487736] ['2/7', '3/4', '5/2', '5/2', '8/5'] -> (5/2 / 2/7 + 5/2) / 3/4 * 8/5
[1487772] ['2/7', '3/4', '5/2', '5/4', '5/9'] -> (5/2 / 2/7 + 5/4) / 3/4 / 5/9
[1487774] ['2/7', '3/4', '5/2', '5/4', '6/7'] -> 6/7 / (2/7 + 5/4 / 5/2 - 3/4)
[1487788] ['2/7', '3/4', '5/2', '5/4', '9/5'] -> (5/2 / 2/7 + 5/4) / 3/4 * 9/5
[1487792] ['2/7', '3/4', '5/2', '5/6', '5/7'] -> 5/7 / ((3/4 - 2/7 * 5/2) * 5/6)
[1487806] ['2/7', '3/4', '5/2', '5/6', '8/7'] -> 8/7 / (2/7 / 3/4 - 5/6 / 5/2)
[1487814] ['2/7', '3/4', '5/2', '5/7', '5/8'] -> (5/2 + 5/7) / 2/7 / 3/4 / 5/8
[1487826] ['2/7', '3/4', '5/2', '5/7', '8/5'] -> (5/2 + 5/7) / 2/7 / 3/4 * 8/5
[1487837] ['2/7', '3/4', '5/2', '5/8', '6/7'] -> 6/7 / (5/8 / 5/2 - 2/7 * 3/4)
[1487843] ['2/7', '3/4', '5/2', '5/8', '7/8'] -> 3/4 / (2/7 - 5/8 / 5/2) / 7/8
[1487852] ['2/7', '3/4', '5/2', '5/8', '9/7'] -> 9/7 / (2/7 * 3/4 * 5/8 / 5/2)
[1487862] ['2/7', '3/4', '5/2', '5/9', '7/8'] -> 5/2 / 2/7 / 3/4 / 5/9 / 7/8
[1487865] ['2/7', '3/4', '5/2', '5/9', '8/5'] -> (5/2 / 2/7 / 5/9 - 3/4) * 8/5
[1487874] ['2/7', '3/4', '5/2', '6/5', '6/7'] -> 6/7 / (2/7 - 3/4 / 5/2 / 6/5)
[1487875] ['2/7', '3/4', '5/2', '6/5', '7/2'] -> 6/5 / (3/4 / 5/2 - 2/7) / 7/2
[1487878] ['2/7', '3/4', '5/2', '6/5', '7/5'] -> 6/5 / (3/4 - 2/7 * 5/2) / 7/5
[1487917] ['2/7', '3/4', '5/2', '7/2', '8/7'] -> 8/7 / (2/7 * (7/2 - 5/2 / 3/4))
[1487932] ['2/7', '3/4', '5/2', '7/3', '8/7'] -> 8/7 / (2/7 * 3/4 + 7/3 - 5/2)
[1487934] ['2/7', '3/4', '5/2', '7/3', '9/2'] -> (5/2 - 2/7 * 3/4) * 7/3 * 9/2
[1487937] ['2/7', '3/4', '5/2', '7/3', '9/7'] -> 9/7 / ((3/4 / 2/7 - 5/2) / 7/3)
[1487946] ['2/7', '3/4', '5/2', '7/4', '8/7'] -> 8/7 / (2/7 * (5/2 - 7/4 / 3/4))
[1487948] ['2/7', '3/4', '5/2', '7/4', '9/2'] -> (5/2 / 3/4 - 2/7) * 7/4 * 9/2
[1487949] ['2/7', '3/4', '5/2', '7/4', '9/4'] -> (5/2 + 7/4 / 2/7 / 3/4) * 9/4
[1487967] ['2/7', '3/4', '5/2', '7/6', '7/8'] -> 5/2 / (7/6 - 3/4) / 2/7 / 7/8
[1487971] ['2/7', '3/4', '5/2', '7/6', '8/7'] -> 5/2 / (7/6 - 3/4) / 2/7 * 8/7
[1487974] ['2/7', '3/4', '5/2', '7/6', '9/4'] -> (3/4 + 5/2 / 2/7 + 7/6) * 9/4
[1487984] ['2/7', '3/4', '5/2', '7/8', '9/2'] -> 9/2 / (3/4 + 5/2 - 7/8 / 2/7)
[1487986] ['2/7', '3/4', '5/2', '7/8', '9/5'] -> 5/2 / 2/7 / 3/4 / 7/8 * 9/5
[1487987] ['2/7', '3/4', '5/2', '7/8', '9/7'] -> 9/7 / (2/7 * (3/4 + 5/2) - 7/8)
[1487991] ['2/7', '3/4', '5/2', '7/9', '8/5'] -> 5/2 / 2/7 / 3/4 / 7/9 * 8/5
[1487992] ['2/7', '3/4', '5/2', '7/9', '8/7'] -> 8/7 / (3/4 * (7/9 - 2/7 * 5/2))
[1487999] ['2/7', '3/4', '5/2', '8/3', '8/3'] -> (5/2 / 2/7 / 3/4 - 8/3) * 8/3
[1488004] ['2/7', '3/4', '5/2', '8/3', '9/4'] -> (5/2 / 2/7 + 8/3 - 3/4) * 9/4
[1488006] ['2/7', '3/4', '5/2', '8/3', '9/7'] -> 9/7 / (2/7 * (5/2 / 8/3 - 3/4))
[1488007] ['2/7', '3/4', '5/2', '8/3', '9/8'] -> 9/8 / ((3/4 / 2/7 - 5/2) / 8/3)
[1488014] ['2/7', '3/4', '5/2', '8/5', '9/7'] -> 9/7 / (2/7 * 3/4 / 5/2 / 8/5)
[1488020] ['2/7', '3/4', '5/2', '8/7', '9/5'] -> 5/2 * 8/7 / 2/7 / 3/4 * 9/5
[1488023] ['2/7', '3/4', '5/2', '8/9', '8/9'] -> 8/9 / (3/4 - 2/7 * 5/2) - 8/9
[1488024] ['2/7', '3/4', '5/2', '8/9', '9/2'] -> 9/2 / (5/2 / 8/9 - 3/4 / 2/7)
[1488027] ['2/7', '3/4', '5/2', '8/9', '9/7'] -> 9/7 / (2/7 * 5/2 / 8/9 - 3/4)
[1488036] ['2/7', '3/4', '5/2', '9/4', '9/7'] -> 9/7 / (2/7 * 3/4 * (5/2 - 9/4))
[1488051] ['2/7', '3/4', '5/3', '5/3', '6/7'] -> 6/7 / (2/7 + 3/4 - 5/3 / 5/3)
[1488074] ['2/7', '3/4', '5/3', '5/4', '6/7'] -> 6/7 / (5/3 - 2/7 / 3/4 - 5/4)
[1488084] ['2/7', '3/4', '5/3', '5/4', '8/7'] -> 8/7 / (3/4 + 5/4 - 2/7 - 5/3)
[1488108] ['2/7', '3/4', '5/3', '5/6', '9/2'] -> (3/4 + 5/3 + 5/6 / 2/7) * 9/2
[1488115] ['2/7', '3/4', '5/3', '5/7', '5/9'] -> 2/7 * 5/3 / (3/4 - 5/7) / 5/9
[1488116] ['2/7', '3/4', '5/3', '5/7', '6/5'] -> 6/5 / (3/4 / 5/3 - 2/7 / 5/7)
[1488127] ['2/7', '3/4', '5/3', '5/7', '8/7'] -> 8/7 / (5/7 / 5/3 - 2/7 / 3/4)
[1488131] ['2/7', '3/4', '5/3', '5/7', '9/5'] -> 2/7 * 5/3 / (3/4 - 5/7) * 9/5
[1488134] ['2/7', '3/4', '5/3', '5/8', '5/8'] -> 5/8 / (5/3 - 3/4 * 5/8 / 2/7)
[1488136] ['2/7', '3/4', '5/3', '5/8', '6/5'] -> 6/5 / (2/7 * (5/8 - 3/4 / 5/3))
[1488166] ['2/7', '3/4', '5/3', '5/9', '8/7'] -> 8/7 / (2/7 / 3/4 - 5/9 / 5/3)
[1488237] ['2/7', '3/4', '5/3', '7/3', '9/7'] -> 9/7 / (2/7 * 3/4 / (5/3 + 7/3))
[1488246] ['2/7', '3/4', '5/3', '7/4', '8/7'] -> 8/7 / (2/7 * 5/3 - 3/4 / 7/4)
[1488273] ['2/7', '3/4', '5/3', '7/6', '9/2'] -> (3/4 * 5/3 + 7/6 / 2/7) * 9/2
[1488274] ['2/7', '3/4', '5/3', '7/6', '9/4'] -> (3/4 + (5/3 + 7/6) / 2/7) * 9/4
[1488287] ['2/7', '3/4', '5/3', '7/8', '9/7'] -> 9/7 / (3/4 - (2/7 + 7/8) / 5/3)
[1488301] ['2/7', '3/4', '5/3', '8/3', '8/7'] -> 8/7 / (3/4 * 8/3 - 2/7 - 5/3)
[1488303] ['2/7', '3/4', '5/3', '8/3', '9/2'] -> (3/4 * 8/3 / 2/7 - 5/3) * 9/2
[1488324] ['2/7', '3/4', '5/3', '8/9', '9/2'] -> (5/3 / 3/4 + 8/9 / 2/7) * 9/2
[1488333] ['2/7', '3/4', '5/3', '9/2', '9/8'] -> (3/4 + 5/3 * 9/2 / 2/7) / 9/8
[1488336] ['2/7', '3/4', '5/3', '9/4', '9/7'] -> 2/7 / (3/4 - 5/3 / 9/4) / 9/7
[1488358] ['2/7', '3/4', '5/4', '5/4', '8/3'] -> 5/4 / 5/4 / (8/3 - 3/4 / 2/7)
[1488372] ['2/7', '3/4', '5/4', '5/6', '6/7'] -> 6/7 / (5/4 - 2/7 / 3/4 - 5/6)
[1488381] ['2/7', '3/4', '5/4', '5/6', '8/5'] -> 8/5 / (2/7 * (5/6 - 3/4 / 5/4))
[1488382] ['2/7', '3/4', '5/4', '5/6', '8/7'] -> 8/7 / (3/4 + 5/6 - 2/7 - 5/4)
[1488387] ['2/7', '3/4', '5/4', '5/6', '9/7'] -> 9/7 / ((5/4 - 2/7) * 5/6 - 3/4)
[1488392] ['2/7', '3/4', '5/4', '5/7', '6/5'] -> 6/5 / ((2/7 + 5/7) / 5/4 - 3/4)
[1488405] ['2/7', '3/4', '5/4', '5/7', '9/2'] -> 9/2 / (3/4 * (5/4 - 2/7 - 5/7))
[1488425] ['2/7', '3/4', '5/4', '5/8', '9/2'] -> 9/2 / (5/8 / 2/7 - 3/4 - 5/4)
[1488442] ['2/7', '3/4', '5/4', '5/9', '8/7'] -> 8/7 / (3/4 * 5/9 / 5/4 - 2/7)
[1488449] ['2/7', '3/4', '5/4', '6/5', '6/5'] -> 6/5 / (3/4 - 2/7 * (5/4 + 6/5))
[1488464] ['2/7', '3/4', '5/4', '6/5', '9/5'] -> 9/5 / (2/7 * (6/5 - 3/4 * 5/4))
[1488465] ['2/7', '3/4', '5/4', '6/5', '9/7'] -> 9/7 / ((5/4 - 2/7) / 6/5 - 3/4)
[1488493] ['2/7', '3/4', '5/4', '7/2', '8/7'] -> 8/7 / (3/4 / (7/2 - 5/4) - 2/7)
[1488495] ['2/7', '3/4', '5/4', '7/2', '9/2'] -> 9/2 / (3/4 * (5/4 - 2/7 * 7/2))
[1488498] ['2/7', '3/4', '5/4', '7/2', '9/7'] -> 9/7 / (3/4 * (5/4 / 7/2 - 2/7))
[1488508] ['2/7', '3/4', '5/4', '7/3', '8/7'] -> 8/7 / (7/3 - 2/7 - 3/4 - 5/4)
[1488547] ['2/7', '3/4', '5/4', '7/6', '8/7'] -> 8/7 / ((7/6 - 3/4) / 5/4 - 2/7)
[1488561] ['2/7', '3/4', '5/4', '7/8', '9/4'] -> 9/4 / ((5/4 - 2/7) * 7/8 - 3/4)
[1488589] ['2/7', '3/4', '5/4', '8/5', '9/5'] -> 9/5 / (2/7 * 3/4 * (8/5 - 5/4))
[1488594] ['2/7', '3/4', '5/4', '8/7', '9/2'] -> 8/7 / (5/4 - 2/7 - 3/4) * 9/2
[1488595] ['2/7', '3/4', '5/4', '8/7', '9/4'] -> 9/4 / ((5/4 - 2/7) / 8/7 - 3/4)
[1488600] ['2/7', '3/4', '5/4', '8/9', '9/2'] -> 9/2 / (2/7 * (5/4 / 8/9 - 3/4))
[1488610] ['2/7', '3/4', '5/4', '9/4', '9/4'] -> 5/4 / (3/4 / 9/4 - 2/7) - 9/4
[1488612] ['2/7', '3/4', '5/4', '9/4', '9/7'] -> 9/7 / (2/7 * 5/4 * 9/4 - 3/4)
[1488621] ['2/7', '3/4', '5/6', '5/6', '5/7'] -> 5/7 / ((2/7 + 3/4) * 5/6 - 5/6)
[1488625] ['2/7', '3/4', '5/6', '5/6', '6/7'] -> 6/7 / (2/7 + 3/4 - 5/6 / 5/6)
[1488633] ['2/7', '3/4', '5/6', '5/6', '8/3'] -> 5/6 / 5/6 / (8/3 - 3/4 / 2/7)
[1488654] ['2/7', '3/4', '5/6', '5/7', '8/3'] -> 8/3 / (5/6 / 3/4 - 2/7 - 5/7)
[1488679] ['2/7', '3/4', '5/6', '5/8', '9/4'] -> 5/8 / (5/6 - 3/4) / 2/7 - 9/4
[1488694] ['2/7', '3/4', '5/6', '5/9', '8/5'] -> 5/6 / (3/4 - 5/9) / 2/7 * 8/5
[1488703] ['2/7', '3/4', '5/6', '6/5', '6/7'] -> 6/7 / (2/7 + 3/4 - 5/6 * 6/5)
[1488723] ['2/7', '3/4', '5/6', '6/7', '7/4'] -> (2/7 + 6/7) / (5/6 - 3/4) * 7/4
[1488735] ['2/7', '3/4', '5/6', '6/7', '9/7'] -> 9/7 / (2/7 + 3/4 * 5/6 - 6/7)
[1488744] ['2/7', '3/4', '5/6', '7/2', '8/3'] -> 8/3 / (5/6 / 3/4 - 2/7 * 7/2)
[1488749] ['2/7', '3/4', '5/6', '7/2', '9/4'] -> (7/2 / 2/7 - 3/4 - 5/6) * 9/4
[1488761] ['2/7', '3/4', '5/6', '7/3', '8/7'] -> 8/7 / (2/7 * (3/4 + 7/3) - 5/6)
[1488766] ['2/7', '3/4', '5/6', '7/3', '9/7'] -> 9/7 / (3/4 * (5/6 / 7/3 - 2/7))
[1488773] ['2/7', '3/4', '5/6', '7/4', '8/3'] -> (5/6 + 7/4 / 2/7 / 3/4) * 8/3
[1488800] ['2/7', '3/4', '5/6', '7/6', '8/7'] -> 8/7 / (2/7 / 3/4 + 5/6 - 7/6)
[1488832] ['2/7', '3/4', '5/6', '8/3', '9/2'] -> 9/2 / (3/4 * (5/6 / 2/7 - 8/3))
[1488835] ['2/7', '3/4', '5/6', '8/3', '9/7'] -> 9/7 / (3/4 * (5/6 - 2/7 * 8/3))
[1488864] ['2/7', '3/4', '5/6', '9/4', '9/5'] -> 9/5 / (9/4 / 5/6 - 3/4 / 2/7)
[1488865] ['2/7', '3/4', '5/6', '9/4', '9/7'] -> 9/7 / (2/7 * (5/6 - 3/4) * 9/4)
[1488870] ['2/7', '3/4', '5/6', '9/7', '9/7'] -> 9/7 / (3/4 * (9/7 - 5/6) - 2/7)
[1488876] ['2/7', '3/4', '5/7', '5/7', '6/5'] -> 6/5 / (3/4 / 5/7 - 2/7 - 5/7)
[1488882] ['2/7', '3/4', '5/7', '5/7', '7/6'] -> (2/7 + 5/7) / (3/4 - 5/7) / 7/6
[1488885] ['2/7', '3/4', '5/7', '5/7', '8/3'] -> 5/7 / 5/7 / (8/3 - 3/4 / 2/7)
[1488896] ['2/7', '3/4', '5/7', '5/8', '6/5'] -> 5/7 / (3/4 - 5/8) / 2/7 * 6/5
[1488897] ['2/7', '3/4', '5/7', '5/8', '6/7'] -> 6/7 / (2/7 * (5/8 / 5/7 - 3/4))
[1488909] ['2/7', '3/4', '5/7', '5/8', '9/2'] -> 5/7 / 2/7 / 3/4 / 5/8 * 9/2
[1488918] ['2/7', '3/4', '5/7', '5/9', '7/3'] -> 2/7 / (5/9 / 5/7 - 3/4) * 7/3
[1488924] ['2/7', '3/4', '5/7', '5/9', '8/3'] -> 8/3 / (5/7 / 3/4 - 2/7 - 5/9)
[1488933] ['2/7', '3/4', '5/7', '6/5', '6/5'] -> 6/5 / (6/5 - 2/7 / 5/7 - 3/4)
[1488934] ['2/7', '3/4', '5/7', '6/5', '6/7'] -> 6/7 / (5/7 * (6/5 - 3/4) - 2/7)
[1488951] ['2/7', '3/4', '5/7', '6/7', '6/7'] -> 6/7 / (6/7 - 3/4 * 5/7 - 2/7)
[1488961] ['2/7', '3/4', '5/7', '6/7', '8/7'] -> 8/7 / ((6/7 - 2/7) / 3/4 - 5/7)
[1488970] ['2/7', '3/4', '5/7', '7/2', '7/4'] -> (3/4 + 5/7 + 7/2 / 2/7) * 7/4
[1488972] ['2/7', '3/4', '5/7', '7/2', '7/6'] -> 2/7 * 7/2 / (3/4 - 5/7) / 7/6
[1488975] ['2/7', '3/4', '5/7', '7/2', '8/3'] -> ((7/2 - 5/7) / 2/7 - 3/4) * 8/3
[1488977] ['2/7', '3/4', '5/7', '7/2', '8/7'] -> 8/7 / (2/7 * 7/2 - 5/7 / 3/4)
[1488979] ['2/7', '3/4', '5/7', '7/2', '9/2'] -> ((5/7 + 7/2) / 3/4 - 2/7) * 9/2
[1488997] ['2/7', '3/4', '5/7', '7/3', '9/7'] -> 9/7 / ((3/4 - 5/7) / 2/7 / 7/3)
[1489006] ['2/7', '3/4', '5/7', '7/4', '8/7'] -> 8/7 / (5/7 - 2/7 * 7/4 / 3/4)
[1489009] ['2/7', '3/4', '5/7', '7/4', '9/4'] -> (5/7 + 7/4 / 3/4) / 2/7 * 9/4
[1489018] ['2/7', '3/4', '5/7', '7/5', '8/5'] -> 8/5 / (7/5 - (2/7 + 5/7) / 3/4)
[1489045] ['2/7', '3/4', '5/7', '7/8', '9/4'] -> 9/4 / (3/4 * (2/7 + 5/7 - 7/8))
[1489046] ['2/7', '3/4', '5/7', '7/8', '9/5'] -> 9/5 / ((7/8 - 2/7) / 5/7 - 3/4)
[1489050] ['2/7', '3/4', '5/7', '7/9', '8/3'] -> 8/3 / (2/7 + 7/9 - 5/7 / 3/4)
[1489053] ['2/7', '3/4', '5/7', '7/9', '8/9'] -> 8/9 / (7/9 / 3/4 - 2/7 - 5/7)
[1489066] ['2/7', '3/4', '5/7', '8/3', '9/7'] -> 9/7 / (5/7 / 8/3 - 2/7 * 3/4)
[1489067] ['2/7', '3/4', '5/7', '8/3', '9/8'] -> 9/8 / ((3/4 - 5/7) / 2/7 / 8/3)
[1489071] ['2/7', '3/4', '5/7', '8/5', '9/2'] -> 5/7 * 8/5 / 2/7 / 3/4 * 9/2
[1489076] ['2/7', '3/4', '5/7', '8/7', '8/7'] -> 8/7 / (8/7 - 2/7 / 3/4 - 5/7)
[1489084] ['2/7', '3/4', '5/7', '8/9', '9/2'] -> 2/7 / (5/7 / 8/9 - 3/4) * 9/2
[1489096] ['2/7', '3/4', '5/7', '9/4', '9/7'] -> 9/7 / (3/4 * (5/7 - 2/7 * 9/4))
[1489098] ['2/7', '3/4', '5/7', '9/5', '9/5'] -> 9/5 / (3/4 * 5/7 / 2/7 - 9/5)
[1489107] ['2/7', '3/4', '5/8', '5/8', '6/7'] -> 6/7 / (2/7 + 3/4 - 5/8 / 5/8)
[1489115] ['2/7', '3/4', '5/8', '5/8', '8/3'] -> 5/8 / 5/8 / (8/3 - 3/4 / 2/7)
[1489122] ['2/7', '3/4', '5/8', '5/8', '9/7'] -> 9/7 / (2/7 * 5/8 + 5/8 - 3/4)
[1489143] ['2/7', '3/4', '5/8', '6/5', '6/5'] -> 6/5 / (2/7 * (3/4 + 5/8 - 6/5))
[1489148] ['2/7', '3/4', '5/8', '6/5', '7/5'] -> 6/5 / (3/4 - 5/8) / 2/7 / 7/5
[1489164] ['2/7', '3/4', '5/8', '6/7', '7/4'] -> 2/7 / (3/4 - 5/8 / 6/7) * 7/4
[1489169] ['2/7', '3/4', '5/8', '6/7', '8/3'] -> (3/4 + 6/7) / 2/7 / 5/8 * 8/3
[1489178] ['2/7', '3/4', '5/8', '7/2', '7/2'] -> (7/2 - 2/7) / 3/4 / 5/8 * 7/2
[1489185] ['2/7', '3/4', '5/8', '7/2', '8/3'] -> ((7/2 - 3/4) / 2/7 - 5/8) * 8/3
[1489187] ['2/7', '3/4', '5/8', '7/2', '8/7'] -> 8/7 / (2/7 - 5/8 / 3/4 / 7/2)
[1489195] ['2/7', '3/4', '5/8', '7/3', '7/4'] -> 3/4 / (2/7 - 5/8 / 7/3) / 7/4
[1489200] ['2/7', '3/4', '5/8', '7/3', '8/3'] -> (5/8 / 3/4 + 7/3 / 2/7) * 8/3
[1489207] ['2/7', '3/4', '5/8', '7/3', '9/7'] -> 9/7 / (5/8 / 7/3 - 2/7 * 3/4)
[1489209] ['2/7', '3/4', '5/8', '7/4', '7/4'] -> (7/4 / (3/4 - 5/8) - 2/7) * 7/4
[1489214] ['2/7', '3/4', '5/8', '7/4', '8/3'] -> (5/8 + 7/4 / 2/7) / 3/4 * 8/3
[1489218] ['2/7', '3/4', '5/8', '7/4', '9/2'] -> 9/2 / ((3/4 - 2/7) * 7/4 - 5/8)
[1489219] ['2/7', '3/4', '5/8', '7/4', '9/4'] -> 9/4 / (3/4 * (5/8 - 2/7 * 7/4))
[1489221] ['2/7', '3/4', '5/8', '7/4', '9/7'] -> 9/7 / (3/4 * (5/8 / 7/4 - 2/7))
[1489231] ['2/7', '3/4', '5/8', '7/5', '9/2'] -> 9/2 / (2/7 * 3/4 * 5/8 * 7/5)
[1489248] ['2/7', '3/4', '5/8', '7/8', '7/8'] -> 3/4 / (2/7 + 5/8 - 7/8) / 7/8
[1489258] ['2/7', '3/4', '5/8', '7/8', '9/8'] -> 9/8 / ((2/7 + 5/8) * 7/8 - 3/4)
[1489264] ['2/7', '3/4', '5/8', '7/9', '9/2'] -> 2/7 / (5/8 / 7/9 - 3/4) * 9/2
[1489267] ['2/7', '3/4', '5/8', '7/9', '9/7'] -> 9/7 / (3/4 / 7/9 - 2/7 - 5/8)
[1489270] ['2/7', '3/4', '5/8', '8/3', '8/5'] -> 5/8 / (8/3 - 3/4 / 2/7) * 8/5
[1489271] ['2/7', '3/4', '5/8', '8/3', '8/7'] -> 8/7 / ((3/4 - 5/8) * 8/3 - 2/7)
[1489276] ['2/7', '3/4', '5/8', '8/3', '9/7'] -> 9/7 / (5/8 - 2/7 * 3/4 * 8/3)
[1489284] ['2/7', '3/4', '5/8', '8/5', '9/7'] -> 9/7 / (2/7 / 8/5 - (3/4 - 5/8))
[1489292] ['2/7', '3/4', '5/8', '8/7', '9/8'] -> 9/8 / ((2/7 + 5/8) / 8/7 - 3/4)
[1489293] ['2/7', '3/4', '5/8', '8/9', '8/9'] -> 8/9 / (3/4 - 5/8) / 2/7 - 8/9
[1489299] ['2/7', '3/4', '5/8', '9/2', '9/2'] -> 9/2 / (5/8 * 9/2 - 3/4 / 2/7)
[1489307] ['2/7', '3/4', '5/8', '9/4', '9/8'] -> 9/8 / (3/4 * (9/4 - 5/8 / 2/7))
[1489311] ['2/7', '3/4', '5/8', '9/7', '9/7'] -> 9/7 / (3/4 * 9/7 - 2/7 - 5/8)
[1489324] ['2/7', '3/4', '5/9', '5/9', '8/3'] -> 5/9 / 5/9 / (8/3 - 3/4 / 2/7)
[1489343] ['2/7', '3/4', '5/9', '6/5', '8/5'] -> 8/5 / (2/7 * (3/4 - 5/9) * 6/5)
[1489361] ['2/7', '3/4', '5/9', '6/7', '8/7'] -> 8/7 / (2/7 * (3/4 - 5/9) * 6/7)
