[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> (7/4 + 8/5) / 1/7 - 5/4 + 9/5
[1092613] ['1/8', '3/2', '3/8', '6/7', '7/4'] -> (3/2 - 6/7) / 1/8 / 3/8 * 7/4
[1092616] ['1/8', '3/2', '3/8', '6/7', '7/8'] -> 7/8 * 6/7 * 3/2 / (1/8 * 3/8)
[1092620] ['1/8', '3/2', '3/8', '6/7', '8/7'] -> (3/2 / 3/8 - 6/7) / 1/8 - 8/7
[1092621] ['1/8', '3/2', '3/8', '6/7', '8/9'] -> 3/2 / ((6/7 - 3/8) * /8) - 8/9
[1092627] ['1/8', '3/2', '3/8', '7/2', '7/2'] -> 3/2 / ((1/8 - (3/8 / 7/2)) * /2
)[1092631] ['1/8', '3/2', '3/8', '7/2', '7/6'] -> 7/2 / (((3/8 / 3/2) - 1/8) * /6
)[1092632] ['1/8', '3/2', '3/8', '7/2', '7/8'] -> 3/2 * 7/2 / (3/8 - 1/8) / 7/8
[1092633] ['1/8', '3/2', '3/8', '7/2', '7/9'] -> 7/2 / ((3/8 - (1/8 * 3/2)) * /9
)[1092634] ['1/8', '3/2', '3/8', '7/2', '8/3'] -> (3/8 * 7/2 / 1/8 - 3/2) * 8/3
[1092635] ['1/8', '3/2', '3/8', '7/2', '8/5'] -> (3/2 + 7/2) * 3/8 / 1/8 * 8/5
[1092636] ['1/8', '3/2', '3/8', '7/2', '8/7'] -> 3/2 * 7/2 / (3/8 - 1/8) * 8/7
[1092637] ['1/8', '3/2', '3/8', '7/2', '8/9'] -> 7/2 / ((3/2 - 3/8) * /8) - 8/9
[1092647] ['1/8', '3/2', '3/8', '7/3', '7/8'] -> (3/2 - 3/8) * 7/3 / 1/8 / 7/8
[1092649] ['1/8', '3/2', '3/8', '7/3', '8/3'] -> (3/2 * 7/3 - 1/8) / 3/8 * 8/3
[1092651] ['1/8', '3/2', '3/8', '7/3', '8/7'] -> (3/2 - 3/8) * 7/3 / 1/8 * 8/7
[1092655] ['1/8', '3/2', '3/8', '7/3', '9/5'] -> (3/2 / 3/8 - 7/3) / 1/8 * 9/5
[1092658] ['1/8', '3/2', '3/8', '7/4', '7/4'] -> (3/2 + 3/8 / 7/4) / 1/8 * 7/4
[1092663] ['1/8', '3/2', '3/8', '7/4', '8/3'] -> (1/8 + 3/2 + 7/4) / 3/8 * 8/3
[1092666] ['1/8', '3/2', '3/8', '7/4', '8/9'] -> 7/4 / (1/8 * /2 * /8) - 8/9
[1092668] ['1/8', '3/2', '3/8', '7/4', '9/4'] -> (3/2 + 3/8) * 7/4 / 1/8 - 9/4
[1092674] ['1/8', '3/2', '3/8', '7/5', '7/8'] -> (3/2 + 3/8) * 7/5 / 1/8 / 7/8
[1092677] ['1/8', '3/2', '3/8', '7/5', '8/5'] -> 3/8 / (1/8 + 7/5 - 3/2) * 8/5
[1092683] ['1/8', '3/2', '3/8', '7/5', '9/7'] -> 9/7 / (3/8 / (3/2 * /5) - 1/8)
[1092686] ['1/8', '3/2', '3/8', '7/6', '7/8'] -> 3/2 / (1/8 * /8 * /6) * 7/8
[1092688] ['1/8', '3/2', '3/8', '7/6', '8/3'] -> 3/8 / ((3/2 - 7/6) * /8) * 8/3
[1092693] ['1/8', '3/2', '3/8', '7/6', '9/4'] -> (3/2 + 7/6) / (3/8 - 1/8) * 9/4
[1092694] ['1/8', '3/2', '3/8', '7/6', '9/5'] -> (3/2 / 3/8 + 7/6 / 1/8) * 9/5
[1092699] ['1/8', '3/2', '3/8', '7/8', '8/3'] -> (3/8 / 3/2 + 7/8) / 1/8 * 8/3
[1092700] ['1/8', '3/2', '3/8', '7/8', '8/5'] -> 3/2 * (3/8 + 7/8) / 1/8 * 8/5
[1092705] ['1/8', '3/2', '3/8', '7/8', '9/5'] -> (3/2 - 7/8) / 1/8 / 3/8 * 9/5
[1092709] ['1/8', '3/2', '3/8', '7/9', '8/3'] -> 3/2 / (3/8 * 7/9 - 1/8) * 8/3
[1092712] ['1/8', '3/2', '3/8', '7/9', '8/9'] -> 3/2 * 7/9 / 1/8 / 3/8 - 8/9
[1092723] ['1/8', '3/2', '3/8', '8/3', '9/4'] -> (3/2 / 3/8 - 8/3) / 1/8 * 9/4
[1092727] ['1/8', '3/2', '3/8', '8/5', '8/5'] -> 3/8 / (1/8 + 3/2 - 8/5) * 8/5
[1092734] ['1/8', '3/2', '3/8', '8/5', '9/8'] -> 9/8 / (3/8 / 8/5 - 1/8 * 3/2)
[1092738] ['1/8', '3/2', '3/8', '8/7', '9/4'] -> 9/4 / (3/8 / (3/2 * /7) - 1/8)
[1092740] ['1/8', '3/2', '3/8', '8/7', '9/7'] -> (3/2 / (1/8 * /8) - 8/7) / 9/7
[1092742] ['1/8', '3/2', '3/8', '8/9', '8/9'] -> (3/2 / 3/8 - 8/9) / 1/8 - 8/9
[1092743] ['1/8', '3/2', '3/8', '8/9', '9/2'] -> 3/2 * 8/9 / (3/8 - 1/8) * 9/2
[1092745] ['1/8', '3/2', '3/8', '8/9', '9/5'] -> (3/2 + 3/8) * 8/9 / 1/8 * 9/5
[1092754] ['1/8', '3/2', '3/8', '9/4', '9/5'] -> (3/2 + 3/8 / 9/4) / 1/8 * 9/5
[1092759] ['1/8', '3/2', '3/8', '9/5', '9/8'] -> (3/2 + 3/8) * 9/5 / 1/8 / 9/8
[1092768] ['1/8', '3/2', '4/3', '4/3', '5/3'] -> (4/3 / (4/3 * (5/3 - 1/8)) - 3/2))
[1092772] ['1/8', '3/2', '4/3', '4/3', '5/8'] -> (5/8 / (1/8 * 4/3) - (3/2 / 4/3)))
[1092774] ['1/8', '3/2', '4/3', '4/3', '6/5'] -> (3/2 + 4/3 / 4/3) / 1/8 * 6/5
[1092778] ['1/8', '3/2', '4/3', '4/3', '7/4'] -> 7/4 / (3/2 - 1/8 / 4/3 - 4/3)
[1092794] ['1/8', '3/2', '4/3', '4/5', '4/9'] -> (3/2 / 1/8 + 4/3) * 4/5 / 4/9
[1092796] ['1/8', '3/2', '4/3', '4/5', '5/3'] -> (4/3 + 3/2 / 4/5) / 1/8 - 5/3
[1092797] ['1/8', '3/2', '4/3', '4/5', '5/4'] -> 4/5 / (3/2 - 1/8 - 4/3) * 5/4
[1092798] ['1/8', '3/2', '4/3', '4/5', '5/6'] -> 3/2 * 4/3 / 1/8 / 4/5 / 5/6
[1092800] ['1/8', '3/2', '4/3', '4/5', '5/8'] -> 5/8 * 4/5 / (1/8 * (3/2 - 4/3))
[1092801] ['1/8', '3/2', '4/3', '4/5', '5/9'] -> (3/2 / 1/8 - 4/3) / 4/5 / 5/9
[1092816] ['1/8', '3/2', '4/3', '4/5', '9/4'] -> (3/2 / 1/8 + 4/3) * 4/5 * 9/4
[1092817] ['1/8', '3/2', '4/3', '4/5', '9/5'] -> (3/2 / 1/8 - 4/3) / 4/5 * 9/5
[1092822] ['1/8', '3/2', '4/3', '4/7', '5/2'] -> 5/2 / (1/8 * (4/3 / 4/7 - 3/2))
[1092823] ['1/8', '3/2', '4/3', '4/7', '5/3'] -> 4/3 + 3/2 / (1/8 * /7) + 5/3
[1092824] ['1/8', '3/2', '4/3', '4/7', '5/4'] -> 5/4 / (1/8 / 4/7 - (3/2 - 4/3))
[1092832] ['1/8', '3/2', '4/3', '4/7', '7/3'] -> (4/3 / 1/8 - 4/7 / 3/2) * 7/3
[1092836] ['1/8', '3/2', '4/3', '4/7', '7/8'] -> 7/8 * 4/7 / (1/8 * (3/2 - 4/3))
[1092840] ['1/8', '3/2', '4/3', '4/7', '8/7'] -> 3/2 * (4/3 + 4/7) / 1/8 + 8/7
[1092845] ['1/8', '3/2', '4/3', '4/7', '9/7'] -> 9/7 * (3/2 / 1/8 - 4/3) / 4/7
[1092849] ['1/8', '3/2', '4/3', '4/9', '5/3'] -> 3/2 / (1/8 * /9) - 4/3 - 5/3
[1092850] ['1/8', '3/2', '4/3', '4/9', '5/4'] -> (3/2 / 1/8 + 4/3) / 4/9 / 5/4
[1092851] ['1/8', '3/2', '4/3', '4/9', '5/6'] -> 5/6 / (1/8 * (4/3 + 4/9 - 3/2))
[1092853] ['1/8', '3/2', '4/3', '4/9', '5/8'] -> (3/2 / 1/8 + 4/3 / 4/9) / 5/8
[1092858] ['1/8', '3/2', '4/3', '4/9', '7/3'] -> 7/3 / (4/9 / (3/2 * /3) - 1/8)
[1092865] ['1/8', '3/2', '4/3', '4/9', '8/5'] -> (3/2 / 1/8 + 4/3 / 4/9) * 8/5
[1092867] ['1/8', '3/2', '4/3', '4/9', '8/9'] -> (3/2 + 4/3) / 1/8 + 4/9 + 8/9
[1092873] ['1/8', '3/2', '4/3', '5/2', '5/2'] -> 5/2 / (((3/2 - 1/8) - 4/3) * /2
)[1092874] ['1/8', '3/2', '4/3', '5/2', '5/3'] -> 3/2 * 4/3 * 5/2 / 1/8 / 5/3
[1092875] ['1/8', '3/2', '4/3', '5/2', '5/4'] -> 5/4 / (1/8 * (3/2 - 4/3) * 5/2)
[1092881] ['1/8', '3/2', '4/3', '5/2', '6/7'] -> 3/2 * (5/2 / 1/8 - 4/3) * 6/7
[1092882] ['1/8', '3/2', '4/3', '5/2', '7/2'] -> 7/2 / (1/8 * 5/2 - (3/2 - 4/3))
[1092883] ['1/8', '3/2', '4/3', '5/2', '7/3'] -> 3/2 / ((5/2 - 4/3) * /8) * 7/3
[1092892] ['1/8', '3/2', '4/3', '5/2', '8/9'] -> (3/2 + 5/2 / 4/3) / 1/8 * 8/9
[1092893] ['1/8', '3/2', '4/3', '5/2', '9/2'] -> (3/2 / 1/8 + 4/3) / 5/2 * 9/2
[1092896] ['1/8', '3/2', '4/3', '5/2', '9/7'] -> 9/7 * (4/3 + 5/2 - 3/2) / 1/8
[1092900] ['1/8', '3/2', '4/3', '5/3', '5/6'] -> 5/6 / (1/8 * (3/2 - 4/3) * 5/3)
[1092908] ['1/8', '3/2', '4/3', '5/3', '7/4'] -> 7/4 / (5/3 - 1/8 / 4/3 - 3/2)
[1092911] ['1/8', '3/2', '4/3', '5/3', '7/8'] -> ((3/2 + 4/3) / 1/8 - 5/3) / 7/8
[1092912] ['1/8', '3/2', '4/3', '5/3', '7/9'] -> (3/2 * 5/3 / 1/8 - 4/3) / 7/9
[1092915] ['1/8', '3/2', '4/3', '5/3', '8/7'] -> ((3/2 + 4/3) / 1/8 - 5/3) * 8/7
[1092917] ['1/8', '3/2', '4/3', '5/3', '9/2'] -> 9/2 / (1/8 * (4/3 + 5/3 - 3/2))
[1092918] ['1/8', '3/2', '4/3', '5/3', '9/4'] -> (3/2 / (1/8 * /3) + 5/3) * 9/4
[1092922] ['1/8', '3/2', '4/3', '5/4', '5/4'] -> 5/4 / (((3/2 - 1/8) - 4/3) * /4
)[1092923] ['1/8', '3/2', '4/3', '5/4', '5/6'] -> 3/2 * 4/3 * 5/4 / 1/8 / 5/6
[1092925] ['1/8', '3/2', '4/3', '5/4', '5/8'] -> 5/8 / (1/8 * (3/2 - 4/3) * 5/4)
[1092926] ['1/8', '3/2', '4/3', '5/4', '5/9'] -> (3/2 / 1/8 - 4/3) * 5/4 / 5/9
[1092927] ['1/8', '3/2', '4/3', '5/4', '6/5'] -> 3/2 * 4/3 * 5/4 / 1/8 * 6/5
[1092936] ['1/8', '3/2', '4/3', '5/4', '8/3'] -> (3/2 + 5/4 / (1/8 * /3)) * 8/3
[1092937] ['1/8', '3/2', '4/3', '5/4', '8/5'] -> 8/5 / (3/2 - 1/8 / 5/4 - 4/3)
[1092942] ['1/8', '3/2', '4/3', '5/4', '9/5'] -> (3/2 / 1/8 - 4/3) * 5/4 * 9/5
[1092948] ['1/8', '3/2', '4/3', '5/6', '5/9'] -> 3/2 * 4/3 * 5/6 / 1/8 / 5/9
[1092951] ['1/8', '3/2', '4/3', '5/6', '7/2'] -> 7/2 / (1/8 * (3/2 * 4/3 - 5/6))
[1092952] ['1/8', '3/2', '4/3', '5/6', '7/3'] -> 7/3 / (1/8 * (4/3 - 5/6 / 3/2))
[1092954] ['1/8', '3/2', '4/3', '5/6', '7/5'] -> 7/5 / (1/8 * (3/2 / 5/6 - 4/3))
[1092955] ['1/8', '3/2', '4/3', '5/6', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/3 * 5/6))
[1092956] ['1/8', '3/2', '4/3', '5/6', '7/8'] -> 7/8 / (1/8 * (3/2 / 4/3 - 5/6))
[1092958] ['1/8', '3/2', '4/3', '5/6', '8/3'] -> 8/3 / (1/8 * 4/3 * (3/2 - 5/6))
[1092961] ['1/8', '3/2', '4/3', '5/6', '8/9'] -> (3/2 + 5/6) * 4/3 / 1/8 - 8/9
[1092963] ['1/8', '3/2', '4/3', '5/6', '9/4'] -> 9/4 / (1/8 * 3/2 * (4/3 - 5/6))
[1092967] ['1/8', '3/2', '4/3', '5/7', '5/7'] -> 5/7 / ((3/2 - 1/8 - 4/3) * 5/7)
[1092971] ['1/8', '3/2', '4/3', '5/7', '6/7'] -> 6/7 / (1/8 / (3/2 - 4/3) - 5/7)
[1092972] ['1/8', '3/2', '4/3', '5/7', '7/2'] -> 7/2 * (4/3 - 5/7 / 3/2) / 1/8
[1092973] ['1/8', '3/2', '4/3', '5/7', '7/3'] -> (3/2 * 4/3 - 5/7) / 1/8 * 7/3
[1092975] ['1/8', '3/2', '4/3', '5/7', '7/5'] -> 7/5 * 5/7 / (3/2 - 1/8 - 4/3)
[1092980] ['1/8', '3/2', '4/3', '5/7', '8/5'] -> 3/2 * 4/3 / 1/8 / 5/7 + 8/5
[1092986] ['1/8', '3/2', '4/3', '5/7', '9/7'] -> 9/7 * (3/2 / 1/8 + 4/3) / 5/7
[1092988] ['1/8', '3/2', '4/3', '5/8', '5/8'] -> 5/8 / (((3/2 - 1/8) - 4/3) * /8
)[1092992] ['1/8', '3/2', '4/3', '5/8', '7/2'] -> 7/2 / (1/8 * 4/3 * (3/2 - 5/8))
[1092997] ['1/8', '3/2', '4/3', '5/8', '7/8'] -> (3/2 * 4/3 + 5/8) / 1/8 / 7/8
[1093000] ['1/8', '3/2', '4/3', '5/8', '8/5'] -> 5/8 / (3/2 - 1/8 - 4/3) * 8/5
[1093001] ['1/8', '3/2', '4/3', '5/8', '8/7'] -> (3/2 * 4/3 + 5/8) / 1/8 * 8/7
[1093006] ['1/8', '3/2', '4/3', '5/8', '9/7'] -> 9/7 * (3/2 + 4/3 * 5/8) / 1/8
[1093007] ['1/8', '3/2', '4/3', '5/8', '9/8'] -> 9/8 * (3/2 / 1/8 + 4/3) / 5/8
[1093008] ['1/8', '3/2', '4/3', '5/9', '5/9'] -> 5/9 / (((3/2 - 1/8) - 4/3) * /9
)[1093009] ['1/8', '3/2', '4/3', '5/9', '6/5'] -> 3/2 * 4/3 / 1/8 / 5/9 / 6/5
[1093011] ['1/8', '3/2', '4/3', '5/9', '7/2'] -> 7/2 / (1/8 * 3/2 * (4/3 - 5/9))
[1093012] ['1/8', '3/2', '4/3', '5/9', '7/3'] -> 7/3 / (3/2 - 1/8 * 5/9 - 4/3)
[1093014] ['1/8', '3/2', '4/3', '5/9', '7/5'] -> 7/5 / (1/8 / 5/9 - (3/2 - 4/3))
[1093015] ['1/8', '3/2', '4/3', '5/9', '7/6'] -> 7/6 / (1/8 * (4/3 + 5/9 - 3/2))
[1093018] ['1/8', '3/2', '4/3', '5/9', '8/3'] -> 5/9 / ((3/2 - 4/3) * /8) - 8/3
[1093024] ['1/8', '3/2', '4/3', '5/9', '9/5'] -> 5/9 / (3/2 - 1/8 - 4/3) * 9/5
[1093032] ['1/8', '3/2', '4/3', '6/5', '7/5'] -> 7/5 / (1/8 * (3/2 * 6/5 - 4/3))
[1093033] ['1/8', '3/2', '4/3', '6/5', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/3 / 6/5))
[1093045] ['1/8', '3/2', '4/3', '6/7', '6/7'] -> 6/7 / (((3/2 - 1/8) - 4/3) * /7
)[1093048] ['1/8', '3/2', '4/3', '6/7', '7/4'] -> 3/2 * 4/3 * 6/7 / 1/8 * 7/4
[1093049] ['1/8', '3/2', '4/3', '6/7', '7/5'] -> 7/5 * (3/2 + 6/7 / 4/3) / 1/8
[1093050] ['1/8', '3/2', '4/3', '6/7', '7/6'] -> 6/7 / (3/2 - 1/8 - 4/3) * 7/6
[1093060] ['1/8', '3/2', '4/3', '6/7', '9/7'] -> 9/7 * 4/3 * 3/2 / (1/8 * 6/7)
[1093062] ['1/8', '3/2', '4/3', '7/2', '7/2'] -> 7/2 / (((3/2 - 1/8) - 4/3) * /2
)[1093064] ['1/8', '3/2', '4/3', '7/2', '7/4'] -> 7/4 / (1/8 * (3/2 - 4/3) * 7/2)
[1093066] ['1/8', '3/2', '4/3', '7/2', '7/6'] -> 7/2 / 1/8 - 3/2 - 4/3 - 7/6
[1093072] ['1/8', '3/2', '4/3', '7/2', '8/9'] -> 4/3 * 7/2 / 1/8 / 3/2 - 8/9
[1093077] ['1/8', '3/2', '4/3', '7/2', '9/8'] -> 9/8 * 4/3 * (7/2 - 3/2) / 1/8
[1093081] ['1/8', '3/2', '4/3', '7/3', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/3) * 7/3)
[1093082] ['1/8', '3/2', '4/3', '7/3', '7/8'] -> 3/2 * 7/3 / 1/8 / 4/3 / 7/8
[1093084] ['1/8', '3/2', '4/3', '7/3', '8/3'] -> 3/2 * 7/3 / 1/8 - 4/3 - 8/3
[1093086] ['1/8', '3/2', '4/3', '7/3', '8/7'] -> 3/2 * 7/3 / 1/8 / 4/3 * 8/7
[1093090] ['1/8', '3/2', '4/3', '7/3', '9/5'] -> (4/3 + 7/3 / 1/8) / 3/2 * 9/5
[1093093] ['1/8', '3/2', '4/3', '7/4', '7/4'] -> 7/4 / (((3/2 - 1/8) - 4/3) * /4
)[1093095] ['1/8', '3/2', '4/3', '7/4', '7/6'] -> 3/2 * 4/3 * 7/4 / 1/8 / 7/6
[1093096] ['1/8', '3/2', '4/3', '7/4', '7/8'] -> 7/8 / (1/8 * (3/2 - 4/3) * 7/4)
[1093098] ['1/8', '3/2', '4/3', '7/4', '8/3'] -> (7/4 / (1/8 * /3) - 3/2) * 8/3
[1093102] ['1/8', '3/2', '4/3', '7/4', '9/2'] -> (3/2 + 7/4) / 1/8 / 4/3 + 9/2
[1093107] ['1/8', '3/2', '4/3', '7/5', '7/5'] -> 7/5 / (((3/2 - 1/8) - 4/3) * /5
)[1093117] ['1/8', '3/2', '4/3', '7/5', '9/5'] -> 9/5 / (1/8 * (3/2 * 4/3 - 7/5))
[1093120] ['1/8', '3/2', '4/3', '7/6', '7/6'] -> 7/6 / (((3/2 - 1/8) - 4/3) * /6
)[1093122] ['1/8', '3/2', '4/3', '7/6', '7/9'] -> 3/2 * 4/3 * 7/6 / 1/8 / 7/9
[1093127] ['1/8', '3/2', '4/3', '7/6', '9/2'] -> (7/6 / 1/8 - 4/3) / 3/2 * 9/2
[1093128] ['1/8', '3/2', '4/3', '7/6', '9/4'] -> (3/2 + 7/6 - 4/3) / 1/8 * 9/4
[1093130] ['1/8', '3/2', '4/3', '7/6', '9/7'] -> 3/2 * 4/3 * 7/6 / 1/8 * 9/7
[1093132] ['1/8', '3/2', '4/3', '7/8', '7/8'] -> 7/8 / (((3/2 - 1/8) - 4/3) * /8
)[1093139] ['1/8', '3/2', '4/3', '7/8', '9/4'] -> 9/4 / (1/8 * (4/3 - 7/8 / 3/2))
[1093142] ['1/8', '3/2', '4/3', '7/8', '9/8'] -> 9/8 * (3/2 + 4/3 * 7/8) / 1/8
[1093143] ['1/8', '3/2', '4/3', '7/9', '7/9'] -> 7/9 / ((3/2 - 1/8 - 4/3) * 7/9)
[1093148] ['1/8', '3/2', '4/3', '7/9', '9/2'] -> (7/9 / 1/8 - 4/3 / 3/2) * 9/2
[1093149] ['1/8', '3/2', '4/3', '7/9', '9/4'] -> (4/3 + 3/2 * 7/9 / 1/8) * 9/4
[1093150] ['1/8', '3/2', '4/3', '7/9', '9/5'] -> (4/3 / 3/2 + 7/9) / 1/8 * 9/5
[1093160] ['1/8', '3/2', '4/3', '8/3', '9/7'] -> (3/2 * 4/3 / 1/8 + 8/3) * 9/7
[1093165] ['1/8', '3/2', '4/3', '8/5', '9/2'] -> (3/2 - 4/3 / 8/5) / 1/8 * 9/2
[1093168] ['1/8', '3/2', '4/3', '8/5', '9/7'] -> 9/7 * (3/2 + 4/3 / 8/5) / 1/8
[1093176] ['1/8', '3/2', '4/3', '8/7', '9/8'] -> 9/8 * (3/2 + 4/3 / 8/7) / 1/8
[1093187] ['1/8', '3/2', '4/3', '9/2', '9/8'] -> (9/2 - 3/2 / 4/3) / 1/8 / 9/8
[1093189] ['1/8', '3/2', '4/3', '9/4', '9/5'] -> (4/3 + 9/4 / (1/8 * /2)) * 9/5
[1093200] ['1/8', '3/2', '4/5', '4/5', '4/9'] -> (4/5 / 3/2 + 4/5) / 1/8 / 4/9
[1093202] ['1/8', '3/2', '4/5', '4/5', '5/3'] -> (4/5 / (4/5 * (5/3 - 1/8)) - 3/2))
[1093204] ['1/8', '3/2', '4/5', '4/5', '5/6'] -> (3/2 + 4/5 / 4/5) / 1/8 / 5/6
[1093214] ['1/8', '3/2', '4/5', '4/5', '7/6'] -> (4/5 / ((1/8 * /5) * 3/2) - 7/6))
[1093222] ['1/8', '3/2', '4/5', '4/5', '9/4'] -> (4/5 / 3/2 + 4/5) / 1/8 * 9/4
[1093223] ['1/8', '3/2', '4/5', '4/5', '9/5'] -> (4/5 / 1/8 + 4/5) / (9/5 - 3/2)
[1093235] ['1/8', '3/2', '4/5', '4/7', '6/5'] -> 6/5 / (1/8 * (3/2 - 4/5) * 4/7)
[1093245] ['1/8', '3/2', '4/5', '4/7', '8/5'] -> (3/2 / 1/8 + 4/5) / 4/7 + 8/5
[1093249] ['1/8', '3/2', '4/5', '4/7', '9/4'] -> 3/2 / (1/8 * /5 * /7) - 9/4
[1093254] ['1/8', '3/2', '4/5', '4/9', '5/2'] -> 4/5 / (1/8 * /2 * /9) * 5/2
[1093257] ['1/8', '3/2', '4/5', '4/9', '5/6'] -> (3/2 / 1/8 + 4/5) / 4/9 * 5/6
[1093261] ['1/8', '3/2', '4/5', '4/9', '6/5'] -> (3/2 / 1/8 + 4/5) / 4/9 / 6/5
[1093279] ['1/8', '3/2', '4/5', '5/2', '5/2'] -> 3/2 + 5/2 / (1/8 * /5) - 5/2
[1093282] ['1/8', '3/2', '4/5', '5/2', '5/6'] -> 3/2 * (5/2 / 1/8 - 4/5) * 5/6
[1093284] ['1/8', '3/2', '4/5', '5/2', '5/8'] -> 5/8 * (3/2 + 4/5 + 5/2) / 1/8
[1093286] ['1/8', '3/2', '4/5', '5/2', '6/5'] -> 3/2 * (5/2 / 1/8 - 4/5) / 6/5
[1093299] ['1/8', '3/2', '4/5', '5/2', '9/2'] -> 9/2 / ((4/5 - 1/8) * 5/2 - 3/2)
[1093300] ['1/8', '3/2', '4/5', '5/2', '9/4'] -> 4/5 * 5/2 / 1/8 / 3/2 * 9/4
[1093312] ['1/8', '3/2', '4/5', '5/3', '7/2'] -> 7/2 / (1/8 * (3/2 - 4/5) * 5/3)
[1093314] ['1/8', '3/2', '4/5', '5/3', '7/4'] -> 7/4 / (1/8 * (5/3 / 4/5 - 3/2))
[1093315] ['1/8', '3/2', '4/5', '5/3', '7/5'] -> 7/5 / (1/8 * (5/3 - 3/2 * 4/5))
[1093319] ['1/8', '3/2', '4/5', '5/3', '8/3'] -> 3/2 / (1/8 * /5 * /3) * 8/3
[1093324] ['1/8', '3/2', '4/5', '5/3', '9/4'] -> (3/2 / 1/8 - 4/5 * 5/3) * 9/4
[1093329] ['1/8', '3/2', '4/5', '5/4', '5/6'] -> (3/2 + 4/5 * 5/4) / 1/8 / 5/6
[1093342] ['1/8', '3/2', '4/5', '5/4', '8/3'] -> 3/2 / ((5/4 - 4/5) * /8) - 8/3
[1093355] ['1/8', '3/2', '4/5', '5/6', '6/5'] -> 6/5 / (1/8 / 3/2 + 4/5 - 5/6)
[1093359] ['1/8', '3/2', '4/5', '5/6', '7/4'] -> 7/4 / (1/8 * (3/2 - 4/5) * 5/6)
[1093365] ['1/8', '3/2', '4/5', '5/6', '8/5'] -> 8/5 / (1/8 * 4/5 * (3/2 - 5/6))
[1093369] ['1/8', '3/2', '4/5', '5/6', '9/4'] -> (3/2 / 1/8 + 4/5) * 5/6 * 9/4
[1093378] ['1/8', '3/2', '4/5', '5/7', '7/2'] -> 7/2 * 5/7 * 4/5 * 3/2 / 1/8
[1093383] ['1/8', '3/2', '4/5', '5/7', '7/8'] -> 3/2 / (((1/8 * /5) * /7) * /8
)[1093387] ['1/8', '3/2', '4/5', '5/7', '8/7'] -> 3/2 / (1/8 * /5 * /7) * 8/7
[1093410] ['1/8', '3/2', '4/5', '5/8', '9/4'] -> 9/4 / (1/8 * 3/2 * 4/5 * 5/8)
[1093411] ['1/8', '3/2', '4/5', '5/8', '9/5'] -> 9/5 / (3/2 * (4/5 - 1/8 - 5/8))
[1093416] ['1/8', '3/2', '4/5', '5/9', '6/7'] -> (4/5 + 3/2 / 5/9) / 1/8 * 6/7
[1093427] ['1/8', '3/2', '4/5', '5/9', '8/9'] -> 3/2 / (1/8 * /5 * /9) * 8/9
[1093428] ['1/8', '3/2', '4/5', '5/9', '9/2'] -> 3/2 * 4/5 * 5/9 / 1/8 * 9/2
[1093432] ['1/8', '3/2', '4/5', '5/9', '9/8'] -> 3/2 / (((1/8 * /5) * /9) * /8
)[1093434] ['1/8', '3/2', '4/5', '6/5', '6/7'] -> (3/2 + 4/5 + 6/5) / 1/8 * 6/7
[1093437] ['1/8', '3/2', '4/5', '6/5', '7/4'] -> 6/5 / ((3/2 - 4/5) * /8) * 7/4
[1093439] ['1/8', '3/2', '4/5', '6/5', '7/6'] -> (3/2 + 4/5 + 6/5) / 1/8 / 7/6
[1093443] ['1/8', '3/2', '4/5', '6/5', '8/5'] -> 4/5 + (3/2 + 6/5) / 1/8 + 8/5
[1093445] ['1/8', '3/2', '4/5', '6/5', '8/9'] -> (3/2 + 6/5) / 1/8 / 4/5 * 8/9
[1093448] ['1/8', '3/2', '4/5', '6/5', '9/5'] -> 9/5 / (1/8 * 3/2 * (6/5 - 4/5))
[1093451] ['1/8', '3/2', '4/5', '6/7', '6/7'] -> (3/2 + 6/7 / 4/5) / 1/8 / 6/7
[1093453] ['1/8', '3/2', '4/5', '6/7', '7/3'] -> 4/5 * (3/2 / 1/8 + 6/7) * 7/3
[1093456] ['1/8', '3/2', '4/5', '6/7', '7/6'] -> (3/2 + 6/7 / 4/5) / 1/8 * 7/6
[1093465] ['1/8', '3/2', '4/5', '6/7', '9/5'] -> 9/5 / (1/8 * (3/2 - 4/5) * 6/7)
[1093466] ['1/8', '3/2', '4/5', '6/7', '9/7'] -> 9/7 / (1/8 * (3/2 - 6/7 / 4/5))
[1093494] ['1/8', '3/2', '4/5', '7/3', '9/2'] -> 4/5 * (7/3 - 3/2) / 1/8 * 9/2
[1093496] ['1/8', '3/2', '4/5', '7/3', '9/5'] -> 9/5 / ((4/5 - 1/8) * 7/3 - 3/2)
[1093505] ['1/8', '3/2', '4/5', '7/4', '8/5'] -> (3/2 / 1/8 + 4/5) * 7/4 + 8/5
[1093508] ['1/8', '3/2', '4/5', '7/4', '9/2'] -> 9/2 / ((7/4 - 3/2) / 4/5 - 1/8)
[1093515] ['1/8', '3/2', '4/5', '7/5', '7/8'] -> 3/2 * 7/5 / 1/8 / 4/5 / 7/8
[1093518] ['1/8', '3/2', '4/5', '7/5', '8/5'] -> (3/2 + 7/5) / 1/8 - 4/5 + 8/5
[1093519] ['1/8', '3/2', '4/5', '7/5', '8/7'] -> 3/2 * 7/5 / 1/8 / 4/5 * 8/7
