[1399766] ['2/5', '3/2', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 7/8) - (3/2 / 5/4)))
[1512211] ['2/7', '4/5', '4/7', '7/3', '8/7'] -> (8/7 / ((4/7 / 4/5) - (2/7 * 7/3)))
[1512214] ['2/7', '4/5', '4/7', '7/3', '9/4'] -> ((((4/7 / 4/5) + 7/3) / 2/7) * 9/4)
[1512227] ['2/7', '4/5', '4/7', '7/4', '9/2'] -> (9/2 / ((7/4 / 4/5) - (4/7 / 2/7)))
[1512229] ['2/7', '4/5', '4/7', '7/4', '9/5'] -> (9/5 / (((2/7 * 7/4) / 4/7) - 4/5))
[1512230] ['2/7', '4/5', '4/7', '7/4', '9/7'] -> (9/7 / (((2/7 * 7/4) / 4/5) - 4/7))
[1512259] ['2/7', '4/5', '4/7', '7/8', '8/3'] -> (((4/7 / (7/8 - 4/5)) / 2/7) - 8/3)
[1512263] ['2/7', '4/5', '4/7', '7/8', '9/2'] -> (9/2 / ((4/7 - (2/7 / 4/5)) * 7/8))
[1512264] ['2/7', '4/5', '4/7', '7/8', '9/4'] -> (9/4 / (((7/8 - 4/7) / 4/5) - 2/7))
[1512266] ['2/7', '4/5', '4/7', '7/8', '9/7'] -> (9/7 / (((2/7 / 4/5) + 4/7) - 7/8))
[1512279] ['2/7', '4/5', '4/7', '8/3', '8/5'] -> ((4/7 / (4/5 - (2/7 * 8/3))) * 8/5)
[1512280] ['2/7', '4/5', '4/7', '8/3', '8/7'] -> (8/7 / ((2/7 * 8/3) - (4/7 / 4/5)))
[1512288] ['2/7', '4/5', '4/7', '8/5', '8/7'] -> (8/7 / (2/7 - (4/7 / (4/5 + 8/5))))
[1512290] ['2/7', '4/5', '4/7', '8/5', '9/2'] -> ((8/5 / (4/5 - (2/7 / 4/7))) * 9/2)
[1512297] ['2/7', '4/5', '4/7', '8/7', '9/2'] -> ((8/7 / (4/7 - (2/7 / 4/5))) * 9/2)
[1512309] ['2/7', '4/5', '4/7', '9/2', '9/4'] -> ((9/2 / ((4/5 * 4/7) - 2/7)) - 9/4)
[1512384] ['2/7', '4/5', '4/9', '5/3', '7/4'] -> ((4/5 / (2/7 - (4/9 / 5/3))) / 7/4)
[1512391] ['2/7', '4/5', '4/9', '5/3', '8/7'] -> (8/7 / (((4/9 / 4/5) / 5/3) - 2/7))
[1512455] ['2/7', '4/5', '4/9', '5/7', '8/3'] -> (8/3 / (((4/9 * 5/7) / 4/5) - 2/7))
[1512485] ['2/7', '4/5', '4/9', '5/9', '6/5'] -> (((4/5 / (5/9 - 4/9)) / 2/7) - 6/5)
[1512486] ['2/7', '4/5', '4/9', '5/9', '6/7'] -> (6/7 / ((2/7 + 4/9) - (5/9 / 4/5)))
[1512512] ['2/7', '4/5', '4/9', '6/5', '8/3'] -> ((((4/5 / 2/7) + 6/5) / 4/9) * 8/3)
[1512560] ['2/7', '4/5', '4/9', '7/3', '8/3'] -> (8/3 / ((2/7 * 7/3) - (4/9 / 4/5)))
[1512562] ['2/7', '4/5', '4/9', '7/3', '8/7'] -> (8/7 / (2/7 - ((4/9 / 4/5) / 7/3)))
[1512587] ['2/7', '4/5', '4/9', '7/5', '8/3'] -> (8/3 / (((4/9 / 4/5) / 7/5) - 2/7))
[1512610] ['2/7', '4/5', '4/9', '7/8', '8/3'] -> (8/3 / ((4/5 * (4/9 - 2/7)) * 7/8))
[1512690] ['2/7', '4/5', '5/2', '5/2', '8/3'] -> (((5/2 / 2/7) + 5/2) * (4/5 * 8/3))
[1512691] ['2/7', '4/5', '5/2', '5/2', '8/5'] -> ((5/2 + 5/2) * ((8/5 / 2/7) - 4/5))
[1512692] ['2/7', '4/5', '5/2', '5/2', '8/7'] -> ((5/2 + 5/2) * (4/5 + (8/7 / 2/7)))
[1512694] ['2/7', '4/5', '5/2', '5/2', '9/2'] -> (((4/5 + 5/2) * 5/2) + (9/2 / 2/7))
[1512716] ['2/7', '4/5', '5/2', '5/3', '8/7'] -> (8/7 / (((4/5 * 5/2) - 2/7) - 5/3))
[1512718] ['2/7', '4/5', '5/2', '5/3', '9/2'] -> ((((4/5 * 5/2) / 2/7) - 5/3) * 9/2)
[1512729] ['2/7', '4/5', '5/2', '5/4', '6/7'] -> (6/7 / (((4/5 - 2/7) * 5/2) - 5/4))
[1512761] ['2/7', '4/5', '5/2', '5/6', '8/7'] -> (8/7 / ((2/7 * 5/2) - (4/5 * 5/6)))
[1512780] ['2/7', '4/5', '5/2', '5/7', '8/3'] -> (((4/5 * (5/2 + 5/7)) / 2/7) * 8/3)
[1512806] ['2/7', '4/5', '5/2', '5/8', '9/5'] -> (9/5 / (((5/8 / 2/7) / 5/2) - 4/5))
[1512821] ['2/7', '4/5', '5/2', '5/9', '8/7'] -> (8/7 / ((4/5 - (2/7 * 5/2)) * 5/9))
[1512839] ['2/7', '4/5', '5/2', '6/5', '8/7'] -> (8/7 / ((2/7 * 5/2) - (4/5 / 6/5)))
[1512846] ['2/7', '4/5', '5/2', '6/7', '6/7'] -> (6/7 / (((2/7 * 5/2) / 4/5) - 6/7))
[1512875] ['2/7', '4/5', '5/2', '7/2', '9/4'] -> ((((5/2 + 7/2) / 2/7) / 4/5) - 9/4)
[1512887] ['2/7', '4/5', '5/2', '7/3', '8/7'] -> (8/7 / ((7/3 - (4/5 * 5/2)) - 2/7))
[1512889] ['2/7', '4/5', '5/2', '7/3', '9/2'] -> (((2/7 + (4/5 * 5/2)) * 7/3) * 9/2)
[1512891] ['2/7', '4/5', '5/2', '7/3', '9/5'] -> (((5/2 + (7/3 / 2/7)) / 4/5) * 9/5)
[1512926] ['2/7', '4/5', '5/2', '7/6', '8/7'] -> (8/7 / ((4/5 - (7/6 / 5/2)) - 2/7))
[1512941] ['2/7', '4/5', '5/2', '7/8', '9/5'] -> (9/5 / ((4/5 - (2/7 * 5/2)) * 7/8))
[1512942] ['2/7', '4/5', '5/2', '7/8', '9/7'] -> (9/7 / ((2/7 * 5/2) * (7/8 - 4/5)))
[1512945] ['2/7', '4/5', '5/2', '7/9', '8/3'] -> ((((4/5 * 5/2) / 2/7) / 7/9) * 8/3)
[1512946] ['2/7', '4/5', '5/2', '7/9', '8/5'] -> (8/5 / ((4/5 - (2/7 * 5/2)) * 7/9))
[1512956] ['2/7', '4/5', '5/2', '8/3', '8/7'] -> (8/7 / (((2/7 + 4/5) * 5/2) - 8/3))
[1512961] ['2/7', '4/5', '5/2', '8/3', '9/7'] -> ((((9/7 * 8/3) * 5/2) * 4/5) / 2/7)
[1512964] ['2/7', '4/5', '5/2', '8/5', '8/7'] -> ((((4/5 + 8/5) * 5/2) / 2/7) * 8/7)
[1512966] ['2/7', '4/5', '5/2', '8/5', '9/2'] -> ((8/5 / ((4/5 / 2/7) - 5/2)) * 9/2)
[1512969] ['2/7', '4/5', '5/2', '8/5', '9/7'] -> ((9/7 * 8/5) / (4/5 - (2/7 * 5/2)))
[1512975] ['2/7', '4/5', '5/2', '8/7', '9/5'] -> ((8/7 / (4/5 - (2/7 * 5/2))) * 9/5)
[1512989] ['2/7', '4/5', '5/2', '9/4', '9/4'] -> ((9/4 / (4/5 - (2/7 * 5/2))) - 9/4)
[1512990] ['2/7', '4/5', '5/2', '9/4', '9/5'] -> (9/5 / (((5/2 - 9/4) / 2/7) - 4/5))
[1513016] ['2/7', '4/5', '5/3', '5/3', '8/7'] -> (8/7 / ((5/3 - (4/5 * 5/3)) - 2/7))
[1513025] ['2/7', '4/5', '5/3', '5/4', '5/7'] -> (5/7 / (2/7 * (5/3 - (5/4 / 4/5))))
[1513039] ['2/7', '4/5', '5/3', '5/4', '8/7'] -> (8/7 / ((4/5 * (5/3 - 5/4)) - 2/7))
[1513063] ['2/7', '4/5', '5/3', '5/6', '9/2'] -> ((4/5 * ((5/3 / 2/7) + 5/6)) * 9/2)
[1513104] ['2/7', '4/5', '5/3', '5/8', '9/2'] -> (((5/3 / 2/7) - (4/5 * 5/8)) * 9/2)
[1513119] ['2/7', '4/5', '5/3', '5/9', '8/3'] -> (8/3 / (5/3 - ((4/5 * 5/9) / 2/7)))
[1513138] ['2/7', '4/5', '5/3', '6/5', '8/5'] -> (8/5 / ((5/3 + 6/5) - (4/5 / 2/7)))
[1513141] ['2/7', '4/5', '5/3', '6/5', '9/2'] -> ((((4/5 + 6/5) / 2/7) - 5/3) * 9/2)
[1513175] ['2/7', '4/5', '5/3', '7/2', '9/4'] -> ((5/3 * (4/5 + (7/2 / 2/7))) + 9/4)
[1513195] ['2/7', '4/5', '5/3', '7/4', '7/5'] -> (((4/5 / (7/4 - 5/3)) / 2/7) / 7/5)
[1513200] ['2/7', '4/5', '5/3', '7/4', '8/5'] -> (8/5 / (5/3 - ((4/5 / 2/7) / 7/4)))
[1513201] ['2/7', '4/5', '5/3', '7/4', '8/7'] -> (8/7 / (((5/3 / 4/5) - 2/7) - 7/4))
[1513214] ['2/7', '4/5', '5/3', '7/5', '8/7'] -> (8/7 / (((5/3 - 7/5) / 4/5) - 2/7))
[1513226] ['2/7', '4/5', '5/3', '7/6', '8/7'] -> (8/7 / (2/7 * ((4/5 * 5/3) - 7/6)))
[1513239] ['2/7', '4/5', '5/3', '7/8', '9/2'] -> ((((4/5 * 5/3) / 2/7) / 7/8) * 9/2)
[1513247] ['2/7', '4/5', '5/3', '7/9', '8/7'] -> (8/7 / ((4/5 - (7/9 / 5/3)) - 2/7))
[1513259] ['2/7', '4/5', '5/3', '8/3', '9/4'] -> (((4/5 * 5/3) + (8/3 / 2/7)) * 9/4)
[1513260] ['2/7', '4/5', '5/3', '8/3', '9/5'] -> ((5/3 + ((8/3 / 2/7) / 4/5)) * 9/5)
[1513264] ['2/7', '4/5', '5/3', '8/5', '8/7'] -> (8/7 / (((8/5 / 4/5) - 2/7) - 5/3))
[1513267] ['2/7', '4/5', '5/3', '8/5', '9/4'] -> ((5/3 * (4/5 + (8/5 / 2/7))) * 9/4)
[1513271] ['2/7', '4/5', '5/3', '8/7', '8/7'] -> (8/7 / ((2/7 + (8/7 / 4/5)) - 5/3))
[1513305] ['2/7', '4/5', '5/4', '5/4', '6/7'] -> (6/7 / ((2/7 + (4/5 * 5/4)) - 5/4))
[1513328] ['2/7', '4/5', '5/4', '5/6', '7/2'] -> (((2/7 / (5/6 - 4/5)) / 5/4) * 7/2)
[1513347] ['2/7', '4/5', '5/4', '5/7', '6/5'] -> (6/5 / ((5/4 - (2/7 / 5/7)) - 4/5))
[1513348] ['2/7', '4/5', '5/4', '5/7', '6/7'] -> (6/7 / (((5/4 - 4/5) * 5/7) - 2/7))
[1513367] ['2/7', '4/5', '5/4', '5/8', '6/5'] -> (6/5 / (2/7 * ((4/5 + 5/8) - 5/4)))
[1513369] ['2/7', '4/5', '5/4', '5/8', '7/2'] -> (((5/4 / (4/5 - 5/8)) - 2/7) * 7/2)
[1513383] ['2/7', '4/5', '5/4', '5/8', '9/7'] -> (9/7 / (((2/7 / 5/4) + 5/8) - 4/5))
[1513405] ['2/7', '4/5', '5/4', '6/5', '6/7'] -> (6/7 / ((2/7 + 5/4) - (6/5 / 4/5)))
[1513422] ['2/7', '4/5', '5/4', '6/7', '6/7'] -> (6/7 / ((5/4 - (2/7 / 4/5)) - 6/7))
[1513446] ['2/7', '4/5', '5/4', '7/2', '8/3'] -> ((((7/2 / 2/7) / 5/4) - 4/5) * 8/3)
[1513452] ['2/7', '4/5', '5/4', '7/2', '9/5'] -> (9/5 / (((5/4 / 2/7) - 4/5) - 7/2))
[1513455] ['2/7', '4/5', '5/4', '7/3', '7/3'] -> (7/3 / ((5/4 / (4/5 - 2/7)) - 7/3))
[1513482] ['2/7', '4/5', '5/4', '7/4', '9/7'] -> (9/7 / (2/7 * (7/4 - (5/4 / 4/5))))
[1513495] ['2/7', '4/5', '5/4', '7/5', '9/7'] -> ((9/7 * 4/5) / (2/7 * (7/5 - 5/4)))
[1513502] ['2/7', '4/5', '5/4', '7/6', '8/7'] -> (8/7 / (2/7 * (7/6 - (4/5 * 5/4))))
[1513532] ['2/7', '4/5', '5/4', '8/3', '8/7'] -> (8/7 / (5/4 * (4/5 - (2/7 * 8/3))))
[1513535] ['2/7', '4/5', '5/4', '8/3', '9/4'] -> ((5/4 * ((8/3 / 2/7) - 4/5)) * 9/4)
[1513551] ['2/7', '4/5', '5/4', '8/7', '9/5'] -> (9/5 / ((5/4 / (2/7 + 8/7)) - 4/5))
[1513576] ['2/7', '4/5', '5/6', '5/6', '5/7'] -> (((5/6 / (5/6 - 4/5)) - 2/7) - 5/7)
[1513581] ['2/7', '4/5', '5/6', '5/6', '7/2'] -> ((5/6 / (5/6 - 4/5)) - (2/7 * 7/2))
[1513582] ['2/7', '4/5', '5/6', '5/6', '7/3'] -> (((2/7 / (5/6 - 4/5)) / 5/6) * 7/3)
[1513590] ['2/7', '4/5', '5/6', '5/6', '8/7'] -> ((8/7 / 2/7) / (5/6 - (4/5 * 5/6)))
[1513622] ['2/7', '4/5', '5/6', '5/8', '7/2'] -> ((7/2 * 2/7) / ((4/5 * 5/6) - 5/8))
[1513624] ['2/7', '4/5', '5/6', '5/8', '7/4'] -> (((2/7 / (5/6 - 4/5)) / 5/8) * 7/4)
[1513648] ['2/7', '4/5', '5/6', '5/9', '8/3'] -> (8/3 / (2/7 * (5/6 - (4/5 * 5/9))))
[1513660] ['2/7', '4/5', '5/6', '6/5', '7/3'] -> (((2/7 * 6/5) / (5/6 - 4/5)) * 7/3)
[1513684] ['2/7', '4/5', '5/6', '6/7', '8/5'] -> (((2/7 / (6/7 - 5/6)) / 4/5) * 8/5)
[1513687] ['2/7', '4/5', '5/6', '6/7', '9/2'] -> ((((4/5 * 5/6) + 6/7) / 2/7) * 9/2)
[1513692] ['2/7', '4/5', '5/6', '7/2', '7/2'] -> (7/2 / (((5/6 / 2/7) / 4/5) - 7/2))
[1513701] ['2/7', '4/5', '5/6', '7/2', '8/7'] -> (8/7 / (5/6 * (2/7 - (4/5 / 7/2))))
[1513716] ['2/7', '4/5', '5/6', '7/3', '8/7'] -> (8/7 / (5/6 * ((4/5 / 7/3) - 2/7)))
[1513742] ['2/7', '4/5', '5/6', '7/5', '8/5'] -> (8/5 / (2/7 * ((4/5 + 5/6) - 7/5)))
[1513766] ['2/7', '4/5', '5/6', '7/8', '8/7'] -> (8/7 / (2/7 * ((5/6 / 4/5) - 7/8)))
[1513783] ['2/7', '4/5', '5/6', '8/3', '8/3'] -> (8/3 / (5/6 * ((4/5 / 2/7) - 8/3)))
[1513793] ['2/7', '4/5', '5/6', '8/5', '8/7'] -> (8/7 / ((5/6 - (4/5 / 8/5)) - 2/7))
[1513795] ['2/7', '4/5', '5/6', '8/5', '9/2'] -> ((5/6 * (4/5 + (8/5 / 2/7))) * 9/2)
[1513888] ['2/7', '4/5', '5/7', '6/5', '6/5'] -> (6/5 / (((2/7 + 5/7) / 4/5) - 6/5))
[1513892] ['2/7', '4/5', '5/7', '6/5', '7/4'] -> (((6/5 / (4/5 - 5/7)) - 2/7) * 7/4)
[1513915] ['2/7', '4/5', '5/7', '6/7', '8/5'] -> (8/5 / ((2/7 + 5/7) - (4/5 / 6/7)))
[1513920] ['2/7', '4/5', '5/7', '6/7', '9/5'] -> (((2/7 + 6/7) / (4/5 - 5/7)) * 9/5)
[1513951] ['2/7', '4/5', '5/7', '7/3', '9/5'] -> ((((5/7 + 7/3) / 2/7) / 4/5) * 9/5)
[1513985] ['2/7', '4/5', '5/7', '7/6', '8/5'] -> (8/5 / ((2/7 + 5/7) - (4/5 * 7/6)))
[1513999] ['2/7', '4/5', '5/7', '7/8', '9/2'] -> (((2/7 / (7/8 - 4/5)) / 5/7) * 9/2)
[1514000] ['2/7', '4/5', '5/7', '7/8', '9/4'] -> (9/4 / (((7/8 / 4/5) - 2/7) - 5/7))
[1514018] ['2/7', '4/5', '5/7', '8/3', '9/2'] -> ((((4/5 * 5/7) * 8/3) / 2/7) * 9/2)
[1514020] ['2/7', '4/5', '5/7', '8/3', '9/5'] -> ((8/3 / ((2/7 + 5/7) - 4/5)) * 9/5)
[1514026] ['2/7', '4/5', '5/7', '8/5', '9/2'] -> (((2/7 * 8/5) / (4/5 - 5/7)) * 9/2)
[1514035] ['2/7', '4/5', '5/7', '8/7', '9/5'] -> (9/5 / (((2/7 + 5/7) / 8/7) - 4/5))
[1514062] ['2/7', '4/5', '5/8', '5/8', '6/7'] -> ((6/7 / 2/7) / (5/8 - (4/5 * 5/8)))
[1514100] ['2/7', '4/5', '5/8', '6/5', '7/2'] -> ((7/2 * 2/7) / ((4/5 / 6/5) - 5/8))
[1514111] ['2/7', '4/5', '5/8', '6/5', '9/2'] -> (9/2 / (((5/8 / 2/7) - 4/5) - 6/5))
[1514114] ['2/7', '4/5', '5/8', '6/5', '9/7'] -> (9/7 / (5/8 - (2/7 * (4/5 + 6/5))))
[1514120] ['2/7', '4/5', '5/8', '6/7', '7/5'] -> ((7/5 * 6/7) / (2/7 * (4/5 - 5/8)))
[1514130] ['2/7', '4/5', '5/8', '6/7', '9/5'] -> (9/5 / ((4/5 / (2/7 + 6/7)) - 5/8))
[1514133] ['2/7', '4/5', '5/8', '7/2', '7/2'] -> ((4/5 + ((2/7 + 7/2) / 5/8)) * 7/2)
[1514141] ['2/7', '4/5', '5/8', '7/2', '8/5'] -> (((4/5 + (7/2 / 5/8)) / 2/7) + 8/5)
[1514146] ['2/7', '4/5', '5/8', '7/2', '9/5'] -> (9/5 / ((7/2 - (4/5 / 2/7)) - 5/8))
[1514169] ['2/7', '4/5', '5/8', '7/4', '8/3'] -> ((((7/4 / 2/7) / 5/8) - 4/5) * 8/3)
[1514173] ['2/7', '4/5', '5/8', '7/4', '9/2'] -> (9/2 / (5/8 * (4/5 - (2/7 * 7/4))))
[1514179] ['2/7', '4/5', '5/8', '7/5', '7/6'] -> (((7/5 / (4/5 - 5/8)) / 2/7) / 7/6)
[1514186] ['2/7', '4/5', '5/8', '7/5', '9/2'] -> ((2/7 / (5/8 - (4/5 / 7/5))) * 9/2)
[1514191] ['2/7', '4/5', '5/8', '7/6', '7/6'] -> (7/6 / ((5/8 / (4/5 - 2/7)) - 7/6))
[1514209] ['2/7', '4/5', '5/8', '7/8', '9/2'] -> (9/2 / (((4/5 * 5/8) - 2/7) * 7/8))
[1514215] ['2/7', '4/5', '5/8', '7/9', '8/3'] -> (8/3 / (((2/7 * 4/5) * 5/8) * 7/9))
[1514228] ['2/7', '4/5', '5/8', '8/3', '9/2'] -> ((5/8 * ((8/3 / 2/7) - 4/5)) * 9/2)
[1514231] ['2/7', '4/5', '5/8', '8/3', '9/7'] -> ((9/7 * 8/3) / ((2/7 * 4/5) * 5/8))
[1514236] ['2/7', '4/5', '5/8', '8/5', '9/2'] -> (9/2 / ((5/8 / 2/7) - (8/5 / 4/5)))
[1514243] ['2/7', '4/5', '5/8', '8/7', '9/2'] -> ((8/7 / ((4/5 * 5/8) - 2/7)) * 9/2)
[1514245] ['2/7', '4/5', '5/8', '8/7', '9/5'] -> (9/5 / ((2/7 / 8/7) - (4/5 - 5/8)))
[1514260] ['2/7', '4/5', '5/8', '9/4', '9/5'] -> (9/5 / ((5/8 + 9/4) - (4/5 / 2/7)))
[1514281] ['2/7', '4/5', '5/9', '5/9', '8/7'] -> (8/7 / (((2/7 + 4/5) * 5/9) - 5/9))
[1514297] ['2/7', '4/5', '5/9', '6/5', '8/3'] -> (((4/5 + (6/5 / 2/7)) / 5/9) * 8/3)
[1514330] ['2/7', '4/5', '5/9', '7/2', '8/3'] -> (8/3 / (5/9 * ((2/7 * 7/2) - 4/5)))
[1514339] ['2/7', '4/5', '5/9', '7/3', '7/3'] -> (7/3 / (((5/9 / 2/7) / 4/5) - 7/3))
[1514359] ['2/7', '4/5', '5/9', '7/4', '8/3'] -> (8/3 / (((5/9 / 4/5) / 7/4) - 2/7))
[1514374] ['2/7', '4/5', '5/9', '7/5', '8/7'] -> (8/7 / ((5/9 * (7/5 - 4/5)) - 2/7))
[1514384] ['2/7', '4/5', '5/9', '7/6', '8/3'] -> (8/3 / ((4/5 * 5/9) - (2/7 * 7/6)))
[1514395] ['2/7', '4/5', '5/9', '7/8', '8/3'] -> (8/3 / (((2/7 * 4/5) * 5/9) * 7/8))
[1514407] ['2/7', '4/5', '5/9', '7/9', '8/7'] -> (8/7 / ((7/9 - (4/5 * 5/9)) - 2/7))
[1514416] ['2/7', '4/5', '5/9', '8/3', '8/7'] -> ((((8/3 / 2/7) / 4/5) / 5/9) * 8/7)
[1514485] ['2/7', '4/5', '6/5', '6/7', '8/3'] -> ((((6/5 + 6/7) / 2/7) / 4/5) * 8/3)
[1514487] ['2/7', '4/5', '6/5', '6/7', '8/7'] -> (8/7 / (((2/7 + 4/5) / 6/5) - 6/7))
[1514489] ['2/7', '4/5', '6/5', '6/7', '9/2'] -> ((((4/5 / 6/5) + 6/7) / 2/7) * 9/2)
[1514499] ['2/7', '4/5', '6/5', '7/2', '7/8'] -> ((6/5 / (2/7 - (4/5 / 7/2))) / 7/8)
[1514503] ['2/7', '4/5', '6/5', '7/2', '8/7'] -> ((6/5 / (2/7 - (4/5 / 7/2))) * 8/7)
[1514514] ['2/7', '4/5', '6/5', '7/3', '7/8'] -> ((6/5 / ((4/5 / 7/3) - 2/7)) / 7/8)
[1514557] ['2/7', '4/5', '6/5', '7/6', '8/7'] -> (8/7 / (((6/5 / 4/5) - 2/7) - 7/6))
[1514576] ['2/7', '4/5', '6/5', '7/9', '8/3'] -> ((((4/5 + 6/5) / 2/7) / 7/9) * 8/3)
[1514585] ['2/7', '4/5', '6/5', '8/3', '8/3'] -> ((6/5 / ((4/5 / 2/7) - 8/3)) * 8/3)
[1514589] ['2/7', '4/5', '6/5', '8/3', '9/2'] -> ((((8/3 - 4/5) / 2/7) - 6/5) * 9/2)
[1514590] ['2/7', '4/5', '6/5', '8/3', '9/4'] -> ((((4/5 / 2/7) + 6/5) * 8/3) * 9/4)
[1514592] ['2/7', '4/5', '6/5', '8/3', '9/7'] -> (((9/7 * 8/3) * (4/5 + 6/5)) / 2/7)
[1514597] ['2/7', '4/5', '6/5', '8/5', '9/2'] -> (((4/5 + (8/5 / 2/7)) / 6/5) * 9/2)
[1514602] ['2/7', '4/5', '6/5', '8/7', '8/7'] -> ((6/5 / ((8/7 - 2/7) - 4/5)) * 8/7)
[1514709] ['2/7', '4/5', '6/7', '7/6', '8/5'] -> (8/5 / (2/7 * (7/6 - (4/5 / 6/7))))
[1514710] ['2/7', '4/5', '6/7', '7/6', '8/7'] -> (8/7 / (((2/7 / 4/5) + 6/7) - 7/6))
[1514730] ['2/7', '4/5', '6/7', '7/9', '8/5'] -> (((2/7 / (4/5 - 7/9)) / 6/7) * 8/5)
[1514742] ['2/7', '4/5', '6/7', '8/3', '9/2'] -> ((8/3 / (6/7 - (2/7 / 4/5))) * 9/2)
[1514744] ['2/7', '4/5', '6/7', '8/3', '9/5'] -> (((2/7 * 8/3) / (6/7 - 4/5)) * 9/5)
[1514747] ['2/7', '4/5', '6/7', '8/5', '8/5'] -> (8/5 / ((6/7 / (4/5 - 2/7)) - 8/5))
[1514768] ['2/7', '4/5', '6/7', '9/2', '9/2'] -> ((((6/7 / 4/5) + 9/2) / 2/7) + 9/2)
[1514775] ['2/7', '4/5', '6/7', '9/4', '9/7'] -> (9/7 / (6/7 - ((2/7 * 9/4) / 4/5)))
[1514790] ['2/7', '4/5', '7/2', '7/2', '8/3'] -> (((4/5 * (7/2 - 2/7)) * 7/2) * 8/3)
[1514791] ['2/7', '4/5', '7/2', '7/2', '8/5'] -> (((7/2 + 7/2) / 2/7) - (4/5 / 8/5))
[1514805] ['2/7', '4/5', '7/2', '7/3', '8/3'] -> ((((2/7 / 4/5) + 7/2) * 7/3) * 8/3)
[1514810] ['2/7', '4/5', '7/2', '7/3', '9/4'] -> ((7/2 / (4/5 - (2/7 * 7/3))) - 9/4)
[1514848] ['2/7', '4/5', '7/2', '7/6', '9/2'] -> ((7/2 * ((2/7 / 4/5) + 7/6)) * 9/2)
[1514860] ['2/7', '4/5', '7/2', '7/8', '9/4'] -> (9/4 / ((7/8 / 4/5) - (2/7 * 7/2)))
[1514876] ['2/7', '4/5', '7/2', '8/3', '8/7'] -> (8/7 / (2/7 * (7/2 - (8/3 / 4/5))))
[1514880] ['2/7', '4/5', '7/2', '8/3', '9/5'] -> ((8/3 / ((2/7 * 7/2) - 4/5)) * 9/5)
[1514895] ['2/7', '4/5', '7/2', '8/7', '9/5'] -> (9/5 / (((2/7 * 7/2) / 8/7) - 4/5))
[1514953] ['2/7', '4/5', '7/3', '7/5', '8/5'] -> (8/5 / ((2/7 * 7/3) + (4/5 - 7/5)))
[1515004] ['2/7', '4/5', '7/3', '8/5', '8/7'] -> (8/7 / ((7/3 - (8/5 / 4/5)) - 2/7))
[1515006] ['2/7', '4/5', '7/3', '8/5', '9/2'] -> ((7/3 * (2/7 + (8/5 / 4/5))) * 9/2)
[1515024] ['2/7', '4/5', '7/3', '9/2', '9/2'] -> ((((2/7 * 7/3) / 4/5) + 9/2) * 9/2)
[1515050] ['2/7', '4/5', '7/4', '7/4', '9/5'] -> (9/5 / (((2/7 * 7/4) * 7/4) - 4/5))
[1515070] ['2/7', '4/5', '7/4', '7/6', '8/5'] -> (8/5 / (2/7 * ((4/5 * 7/4) - 7/6)))
[1515084] ['2/7', '4/5', '7/4', '7/8', '9/2'] -> (9/2 / (2/7 * (7/4 - (7/8 / 4/5))))
[1515100] ['2/7', '4/5', '7/4', '8/3', '8/5'] -> (8/5 / (7/4 * (4/5 - (2/7 * 8/3))))
[1515103] ['2/7', '4/5', '7/4', '8/3', '9/2'] -> ((7/4 * ((8/3 / 4/5) - 2/7)) * 9/2)
[1515111] ['2/7', '4/5', '7/4', '8/5', '9/2'] -> ((8/5 / (4/5 - (2/7 * 7/4))) * 9/2)
[1515114] ['2/7', '4/5', '7/4', '8/5', '9/7'] -> ((9/7 * 4/5) / (2/7 * (7/4 - 8/5)))
[1515130] ['2/7', '4/5', '7/4', '9/2', '9/4'] -> ((9/2 / ((4/5 / 7/4) - 2/7)) - 9/4)
[1515146] ['2/7', '4/5', '7/5', '7/5', '7/8'] -> (((2/7 * 7/5) + 7/5) / (7/8 - 4/5))
[1515148] ['2/7', '4/5', '7/5', '7/5', '8/3'] -> ((((7/5 + 7/5) / 2/7) - 4/5) * 8/3)
[1515161] ['2/7', '4/5', '7/5', '7/6', '8/5'] -> (8/5 / (4/5 - (2/7 * (7/5 + 7/6))))
[1515182] ['2/7', '4/5', '7/5', '7/9', '8/5'] -> (8/5 / (((7/5 - 2/7) * 7/9) - 4/5))
[1515194] ['2/7', '4/5', '7/5', '8/3', '9/2'] -> ((((4/5 * 8/3) / 2/7) / 7/5) * 9/2)
[1515221] ['2/7', '4/5', '7/5', '9/2', '9/4'] -> (((9/2 / (7/5 - 4/5)) / 2/7) - 9/4)
[1515239] ['2/7', '4/5', '7/6', '7/6', '8/5'] -> ((8/5 / 2/7) / (7/6 - (4/5 * 7/6)))
[1515250] ['2/7', '4/5', '7/6', '7/8', '8/5'] -> (8/5 / ((2/7 * 4/5) * (7/6 - 7/8)))
[1515260] ['2/7', '4/5', '7/6', '7/9', '8/5'] -> (((2/7 * 7/6) / (4/5 - 7/9)) * 8/5)
[1515321] ['2/7', '4/5', '7/8', '7/8', '9/5'] -> (9/5 / (((2/7 + 4/5) * 7/8) - 7/8))
[1515322] ['2/7', '4/5', '7/8', '7/8', '9/7'] -> (9/7 / ((4/5 * (2/7 + 7/8)) - 7/8))
[1515340] ['2/7', '4/5', '7/8', '8/3', '9/5'] -> ((((8/3 / 2/7) / 4/5) / 7/8) * 9/5)
