[1502197] ['2/7', '3/8', '3/8', '4/7', '9/8'] -> 9/8 / 3/8 / (2/7 / 4/7 - 3/8)
[1557710] ['2/9', '3/2', '7/9', '8/3', '9/5'] -> (3/2 + 7/9 / 2/9) * 8/3 * 9/5
[1557713] ['2/9', '3/2', '7/9', '8/5', '8/5'] -> 8/5 / (8/5 / 3/2 - 2/9 - 7/9)
[1557738] ['2/9', '3/2', '7/9', '9/2', '9/8'] -> 3/2 * (9/2 - 7/9) / 2/9 - 9/8
[1557757] ['2/9', '3/2', '8/3', '8/3', '9/8'] -> 8/3 * 8/3 / 2/9 / 3/2 * 9/8
[1557758] ['2/9', '3/2', '8/3', '8/5', '8/5'] -> 8/5 / (3/2 * (2/9 + 8/5) - 8/3)
[1557760] ['2/9', '3/2', '8/3', '8/5', '8/9'] -> 8/9 / (2/9 * (8/3 / 8/5 - 3/2))
[1557773] ['2/9', '3/2', '8/3', '8/9', '8/9'] -> 8/9 / (2/9 * (3/2 + 8/3) - 8/9)
[1557776] ['2/9', '3/2', '8/3', '8/9', '9/5'] -> (8/3 / 2/9 + 3/2 * 8/9) * 9/5
[1557794] ['2/9', '3/2', '8/5', '8/5', '8/5'] -> 3/2 * ((8/5 + 8/5) / 2/9 + 8/5)
[1557810] ['2/9', '3/2', '8/5', '8/9', '9/2'] -> 9/2 / ((2/9 + 3/2) / 8/5 - 8/9)
[1557817] ['2/9', '3/2', '8/5', '9/2', '9/5'] -> (3/2 + 9/2) / (2/9 / 8/5) / 9/5
[1557823] ['2/9', '3/2', '8/5', '9/4', '9/8'] -> (3/2 + 9/4) / (2/9 / 8/5) / 9/8
[1557832] ['2/9', '3/2', '8/7', '8/7', '9/2'] -> (8/7 / 2/9 - 8/7) * (3/2 + 9/2)
[1557846] ['2/9', '3/2', '8/7', '9/2', '9/7'] -> (3/2 + 9/2) / (2/9 / 8/7) / 9/7
[1557865] ['2/9', '3/2', '8/9', '9/2', '9/4'] -> (3/2 * 8/9 + 9/2) / 2/9 - 9/4
[1557868] ['2/9', '3/2', '8/9', '9/2', '9/8'] -> 3/2 * 8/9 * 9/2 / 2/9 / 9/8
[1557873] ['2/9', '3/2', '8/9', '9/5', '9/5'] -> 8/9 / (9/5 - 3/2) / 2/9 * 9/5
[1557876] ['2/9', '3/2', '8/9', '9/7', '9/7'] -> 9/7 / (2/9 * (3/2 - 9/7) / 8/9)
[1557879] ['2/9', '3/2', '9/2', '9/2', '9/2'] -> ((9/2 + 9/2) / 2/9 - 9/2) / 3/2
[1557881] ['2/9', '3/2', '9/2', '9/2', '9/5'] -> 9/2 * 9/2 + 3/2 / 2/9 / 9/5
[1557894] ['2/9', '3/2', '9/4', '9/4', '9/4'] -> (9/4 + 9/4) / 2/9 + 3/2 + 9/4
[1557897] ['2/9', '3/2', '9/4', '9/4', '9/8'] -> (3/2 + 9/4 + 9/4) / 2/9 / 9/8
[1557903] ['2/9', '3/2', '9/4', '9/8', '9/8'] -> 9/4 / (3/2 - 9/8) / 2/9 / 9/8
[1557906] ['2/9', '3/2', '9/5', '9/5', '9/8'] -> 9/5 / (9/5 - 3/2) / 2/9 / 9/8
[1557911] ['2/9', '3/2', '9/7', '9/7', '9/8'] -> 9/7 / (3/2 - 9/7) / 2/9 / 9/8
[1557917] ['2/9', '3/4', '3/4', '3/4', '3/8'] -> (3/4 + 3/4) / 2/9 / 3/4 / 3/8
[1557918] ['2/9', '3/4', '3/4', '3/4', '4/3'] -> 4/3 / (3/4 / 3/4 - 3/4) / 2/9
[1557925] ['2/9', '3/4', '3/4', '3/4', '5/6'] -> 5/6 / (2/9 + 3/4 * 3/4 - 3/4)
[1557928] ['2/9', '3/4', '3/4', '3/4', '5/9'] -> 2/9 * 3/4 / (3/4 * 3/4 - 5/9)
[1557938] ['2/9', '3/4', '3/4', '3/4', '8/3'] -> (3/4 + 3/4) * 8/3 / 2/9 / 3/4
[1557942] ['2/9', '3/4', '3/4', '3/4', '9/2'] -> (3/4 / 3/4 + 9/2) / 2/9 - 3/4
[1557947] ['2/9', '3/4', '3/4', '3/5', '3/5'] -> 3/5 / 2/9 / 3/4 / (3/4 - 3/5)
[1557949] ['2/9', '3/4', '3/4', '3/5', '3/8'] -> (3/4 + 3/4 / 3/5) / 2/9 / 3/8
[1557963] ['2/9', '3/4', '3/4', '3/5', '7/2'] -> 7/2 / ((2/9 + 3/4) * (3/4 - 3/5))
[1557971] ['2/9', '3/4', '3/4', '3/5', '8/5'] -> 8/5 / 2/9 / (3/4 - 3/4 * 3/5)
[1557989] ['2/9', '3/4', '3/4', '3/7', '5/7'] -> 5/7 / 2/9 / (3/4 * 3/4 - 3/7)
[1557993] ['2/9', '3/4', '3/4', '3/7', '6/7'] -> 3/7 / 2/9 / 3/4 / (6/7 - 3/4)
[1557994] ['2/9', '3/4', '3/4', '3/7', '7/2'] -> 7/2 / ((3/4 * 3/4 - 2/9) * 3/7)
[1558010] ['2/9', '3/4', '3/4', '3/8', '3/8'] -> 3/4 / (3/4 - 3/8) / 2/9 / 3/8
[1558014] ['2/9', '3/4', '3/4', '3/8', '4/9'] -> 3/4 / 3/8 / (3/4 - 2/9 - 4/9)
[1558016] ['2/9', '3/4', '3/4', '3/8', '5/3'] -> (5/3 / 2/9 - 3/4) / (3/4 * 3/8)
[1558017] ['2/9', '3/4', '3/4', '3/8', '5/4'] -> (3/4 + 5/4) / 2/9 / (3/4 - 3/8)
[1558018] ['2/9', '3/4', '3/4', '3/8', '5/6'] -> 5/6 / (2/9 + 3/8 - 3/4 * 3/4)
[1558031] ['2/9', '3/4', '3/4', '3/8', '8/3'] -> 3/4 * 8/3 / 2/9 / (3/4 - 3/8)
[1558034] ['2/9', '3/4', '3/4', '3/8', '8/9'] -> 3/4 / 3/8 / (2/9 + 3/4 - 8/9)
[1558043] ['2/9', '3/4', '3/4', '4/3', '4/9'] -> 4/3 / 2/9 / 3/4 / 3/4 / 4/9
[1558044] ['2/9', '3/4', '3/4', '4/3', '5/2'] -> (3/4 + 3/4 + 5/2) / (2/9 / 4/3)
[1558045] ['2/9', '3/4', '3/4', '4/3', '5/3'] -> 4/3 / (2/9 + 3/4 + 3/4 - 5/3)
[1558050] ['2/9', '3/4', '3/4', '4/3', '5/9'] -> 2/9 / 4/3 / (3/4 * 3/4 - 5/9)
[1558054] ['2/9', '3/4', '3/4', '4/3', '7/3'] -> 7/3 / 2/9 / 3/4 / (4/3 - 3/4)
[1558055] ['2/9', '3/4', '3/4', '4/3', '7/4'] -> 4/3 / 2/9 / (7/4 - 3/4 - 3/4)
[1558057] ['2/9', '3/4', '3/4', '4/3', '7/6'] -> 4/3 / (2/9 + 3/4 / 3/4 - 7/6)
[1558059] ['2/9', '3/4', '3/4', '4/3', '7/9'] -> 4/3 / (2/9 + 3/4 * 7/9 - 3/4)
[1558069] ['2/9', '3/4', '3/4', '4/5', '4/5'] -> 4/5 / 2/9 / (3/4 - 3/4 * 4/5)
[1558075] ['2/9', '3/4', '3/4', '4/5', '5/6'] -> 5/6 / (2/9 + 3/4 - 3/4 / 4/5)
[1558085] ['2/9', '3/4', '3/4', '4/5', '7/6'] -> 7/6 / ((2/9 + 3/4) * (4/5 - 3/4))
[1558103] ['2/9', '3/4', '3/4', '4/7', '5/7'] -> 5/7 / 2/9 / (3/4 * (3/4 - 4/7))
[1558114] ['2/9', '3/4', '3/4', '4/7', '7/9'] -> 2/9 / (4/7 / 3/4 - 3/4) / 7/9
[1558118] ['2/9', '3/4', '3/4', '4/7', '8/9'] -> 2/9 / (4/7 - 3/4 * 3/4) - 8/9
[1558125] ['2/9', '3/4', '3/4', '4/9', '5/2'] -> 5/2 / (2/9 + 4/9 - 3/4 * 3/4)
[1558127] ['2/9', '3/4', '3/4', '4/9', '5/4'] -> (3/4 + 5/4) / (3/4 - 2/9 - 4/9)
[1558140] ['2/9', '3/4', '3/4', '4/9', '7/9'] -> 2/9 / 3/4 / 4/9 / (7/9 - 3/4)
[1558144] ['2/9', '3/4', '3/4', '4/9', '8/9'] -> 8/9 / (3/4 * 4/9 - 2/9 / 3/4)
[1558145] ['2/9', '3/4', '3/4', '4/9', '9/2'] -> 9/2 / 3/4 / (3/4 - 2/9 / 4/9)
[1558149] ['2/9', '3/4', '3/4', '4/9', '9/8'] -> 4/9 / 2/9 / (3/4 - 3/4 / 9/8)
[1558150] ['2/9', '3/4', '3/4', '5/2', '5/2'] -> 3/4 + 3/4 + (5/2 + 5/2) / 2/9
[1558157] ['2/9', '3/4', '3/4', '5/2', '6/5'] -> 5/2 / 2/9 / 3/4 / 3/4 * 6/5
[1558158] ['2/9', '3/4', '3/4', '5/2', '6/7'] -> 5/2 / (2/9 + 3/4) / (6/7 - 3/4)
[1558159] ['2/9', '3/4', '3/4', '5/2', '7/2'] -> 7/2 / 3/4 / (3/4 - 2/9 * 5/2)
[1558162] ['2/9', '3/4', '3/4', '5/2', '7/5'] -> 7/5 / 3/4 / (3/4 / 5/2 - 2/9)
[1558166] ['2/9', '3/4', '3/4', '5/2', '8/3'] -> 3/4 * (3/4 + 5/2 / 2/9) * 8/3
[1558180] ['2/9', '3/4', '3/4', '5/3', '5/9'] -> 5/3 / 2/9 / 3/4 / 3/4 / 5/9
[1558187] ['2/9', '3/4', '3/4', '5/3', '7/6'] -> 5/3 / 2/9 / 3/4 / (7/6 - 3/4)
[1558191] ['2/9', '3/4', '3/4', '5/3', '8/5'] -> 8/5 / 2/9 / (3/4 - 3/4 / 5/3)
[1558193] ['2/9', '3/4', '3/4', '5/3', '8/9'] -> 8/9 / 2/9 / (5/3 - 3/4 - 3/4)
[1558196] ['2/9', '3/4', '3/4', '5/3', '9/5'] -> 5/3 / 2/9 / 3/4 / 3/4 * 9/5
[1558200] ['2/9', '3/4', '3/4', '5/4', '5/6'] -> 5/6 / (2/9 + 3/4 - 3/4 * 5/4)
[1558216] ['2/9', '3/4', '3/4', '5/4', '8/9'] -> (3/4 + 5/4) / (2/9 + 3/4 - 8/9)
[1558221] ['2/9', '3/4', '3/4', '5/4', '9/8'] -> (3/4 + 5/4) / 2/9 / (9/8 - 3/4)
[1558223] ['2/9', '3/4', '3/4', '5/6', '5/7'] -> 5/6 / (2/9 + 3/4) / (3/4 - 5/7)
[1558229] ['2/9', '3/4', '3/4', '5/6', '7/3'] -> 7/3 / (2/9 + 3/4 * 5/6 - 3/4)
[1558232] ['2/9', '3/4', '3/4', '5/6', '7/6'] -> 7/6 / (5/6 - 3/4 * 3/4 - 2/9)
[1558238] ['2/9', '3/4', '3/4', '5/6', '8/9'] -> 8/9 / 2/9 / (3/4 / 3/4 - 5/6)
[1558239] ['2/9', '3/4', '3/4', '5/6', '9/2'] -> (3/4 / 2/9 / 3/4 + 5/6) * 9/2
[1558257] ['2/9', '3/4', '3/4', '5/7', '8/5'] -> 8/5 / 2/9 / (3/4 / 5/7 - 3/4)
[1558276] ['2/9', '3/4', '3/4', '5/8', '8/3'] -> (8/3 / 2/9 - 3/4) / (3/4 * 5/8)
[1558279] ['2/9', '3/4', '3/4', '5/8', '8/9'] -> 3/4 * 8/9 / 2/9 / (3/4 - 5/8)
[1558284] ['2/9', '3/4', '3/4', '5/8', '9/8'] -> 3/4 / (3/4 - 5/8) / 2/9 / 9/8
[1558288] ['2/9', '3/4', '3/4', '5/9', '7/2'] -> 7/2 / 3/4 / (3/4 * 5/9 - 2/9)
[1558294] ['2/9', '3/4', '3/4', '5/9', '7/9'] -> 7/9 / 2/9 / (3/4 * (3/4 - 5/9))
[1558295] ['2/9', '3/4', '3/4', '5/9', '8/3'] -> 8/3 / (3/4 - 3/4 * 5/9 - 2/9)
[1558299] ['2/9', '3/4', '3/4', '5/9', '9/2'] -> 9/2 / 3/4 / (3/4 * (5/9 - 2/9))
[1558303] ['2/9', '3/4', '3/4', '5/9', '9/8'] -> 3/4 / (2/9 + 5/9 - 3/4) / 9/8
[1558307] ['2/9', '3/4', '3/4', '6/5', '7/3'] -> 7/3 / (2/9 + 3/4 / 6/5 - 3/4)
[1558314] ['2/9', '3/4', '3/4', '6/5', '8/5'] -> 8/5 / 2/9 / (3/4 + 3/4 - 6/5)
[1558319] ['2/9', '3/4', '3/4', '6/5', '9/5'] -> 9/5 / 2/9 / (3/4 * (6/5 - 3/4))
[1558323] ['2/9', '3/4', '3/4', '6/7', '7/2'] -> 6/7 / 2/9 / 3/4 / 3/4 * 7/2
[1558324] ['2/9', '3/4', '3/4', '6/7', '7/3'] -> 7/3 / (2/9 + 3/4 - 3/4 / 6/7)
[1558334] ['2/9', '3/4', '3/4', '6/7', '9/2'] -> (3/4 + 9/2 / 2/9) / (3/4 / 6/7)
[1558340] ['2/9', '3/4', '3/4', '7/2', '7/3'] -> 7/2 / (3/4 * 3/4 - 2/9) * 7/3
[1558343] ['2/9', '3/4', '3/4', '7/2', '7/6'] -> 7/2 / 2/9 / 3/4 / 3/4 / 7/6
[1558345] ['2/9', '3/4', '3/4', '7/2', '7/9'] -> 7/2 / 3/4 / (2/9 + 3/4 - 7/9)
[1558346] ['2/9', '3/4', '3/4', '7/2', '8/3'] -> (7/2 - 3/4 - 3/4) / 2/9 * 8/3
[1558348] ['2/9', '3/4', '3/4', '7/2', '8/7'] -> 8/7 / (3/4 / 7/2 - 2/9 * 3/4)
[1558354] ['2/9', '3/4', '3/4', '7/2', '9/8'] -> 3/4 / (2/9 * 7/2 - 3/4) / 9/8
[1558360] ['2/9', '3/4', '3/4', '7/3', '7/9'] -> 7/3 / 2/9 / 3/4 / 3/4 / 7/9
[1558361] ['2/9', '3/4', '3/4', '7/3', '8/3'] -> (7/3 / 2/9 - 3/4 - 3/4) * 8/3
[1558364] ['2/9', '3/4', '3/4', '7/3', '8/9'] -> (2/9 + 7/3 / 3/4) / (8/9 - 3/4)
[1558368] ['2/9', '3/4', '3/4', '7/3', '9/7'] -> 7/3 / 2/9 / 3/4 / 3/4 * 9/7
[1558373] ['2/9', '3/4', '3/4', '7/4', '7/8'] -> 7/4 / 3/4 / (2/9 + 3/4 - 7/8)
[1558376] ['2/9', '3/4', '3/4', '7/4', '8/5'] -> (3/4 + 7/4) / 2/9 / 3/4 * 8/5
[1558389] ['2/9', '3/4', '3/4', '7/5', '8/5'] -> 8/5 / 2/9 / (3/4 * 7/5 - 3/4)
[1558390] ['2/9', '3/4', '3/4', '7/5', '8/7'] -> 8/7 / 2/9 / (3/4 - 3/4 / 7/5)
[1558400] ['2/9', '3/4', '3/4', '7/6', '8/3'] -> 8/3 / (3/4 + 3/4 - 2/9 - 7/6)
[1558403] ['2/9', '3/4', '3/4', '7/6', '8/9'] -> 8/9 / 2/9 / (7/6 - 3/4 / 3/4)
[1558404] ['2/9', '3/4', '3/4', '7/6', '9/2'] -> (3/4 + 9/2 / 2/9) / (3/4 * 7/6)
[1558414] ['2/9', '3/4', '3/4', '7/8', '8/9'] -> 3/4 * 8/9 / 2/9 / (7/8 - 3/4)
[1558419] ['2/9', '3/4', '3/4', '7/8', '9/8'] -> 3/4 / (7/8 - 3/4) / 2/9 / 9/8
[1558423] ['2/9', '3/4', '3/4', '7/9', '8/7'] -> 8/7 / 2/9 / (3/4 / 7/9 - 3/4)
[1558424] ['2/9', '3/4', '3/4', '7/9', '8/9'] -> 8/9 / 2/9 / (3/4 - 3/4 * 7/9)
[1558425] ['2/9', '3/4', '3/4', '7/9', '9/2'] -> 9/2 / 3/4 / (2/9 + 7/9 - 3/4)
[1558431] ['2/9', '3/4', '3/4', '8/3', '8/5'] -> (8/3 / 2/9 - 3/4) / 3/4 * 8/5
[1558435] ['2/9', '3/4', '3/4', '8/3', '9/4'] -> 8/3 / 2/9 / 3/4 * (9/4 - 3/4)
[1558456] ['2/9', '3/4', '3/4', '8/9', '9/4'] -> 8/9 / (3/4 / 9/4 - 2/9 / 3/4)
[1558457] ['2/9', '3/4', '3/4', '8/9', '9/5'] -> 9/5 / (3/4 - 3/4 / (2/9 + 8/9))
[1558460] ['2/9', '3/4', '3/4', '9/2', '9/2'] -> 9/2 / 3/4 / (2/9 * 9/2 - 3/4)
[1558474] ['2/9', '3/4', '3/4', '9/8', '9/8'] -> 3/4 / (9/8 - (2/9 + 3/4) * 9/8)
[1558479] ['2/9', '3/4', '3/5', '3/5', '4/5'] -> 4/5 / 2/9 / (3/5 - 3/4 * 3/5)
[1558539] ['2/9', '3/4', '3/5', '3/8', '4/3'] -> 4/3 / (3/8 / (3/4 + 3/5) - 2/9)
[1558543] ['2/9', '3/4', '3/5', '3/8', '5/2'] -> 3/5 / 2/9 / 3/4 / 3/8 * 5/2
[1558565] ['2/9', '3/4', '3/5', '3/8', '9/5'] -> 9/5 / (3/8 - 2/9 * (3/4 + 3/5))
[1558571] ['2/9', '3/4', '3/5', '4/3', '4/9'] -> 4/9 / (2/9 * (4/3 - 3/4 / 3/5))
[1558572] ['2/9', '3/4', '3/5', '4/3', '5/2'] -> (3/5 / 3/4 + 4/3) / 2/9 * 5/2
[1558573] ['2/9', '3/4', '3/5', '4/3', '5/3'] -> 4/3 / (3/4 - 3/5) / 2/9 / 5/3
[1558589] ['2/9', '3/4', '3/5', '4/3', '8/5'] -> 8/5 / (2/9 * (3/4 - 3/5 / 4/3))
[1558599] ['2/9', '3/4', '3/5', '4/5', '4/9'] -> 3/5 / (4/5 - 3/4) / 2/9 * 4/9
[1558622] ['2/9', '3/4', '3/5', '4/5', '9/5'] -> 9/5 / (2/9 * (3/4 / 4/5 - 3/5))
[1558625] ['2/9', '3/4', '3/5', '4/7', '4/7'] -> 4/7 / (2/9 * 3/5 * (3/4 - 4/7))
[1558639] ['2/9', '3/4', '3/5', '4/7', '7/5'] -> 7/5 / (2/9 * (3/4 - 3/5) / 4/7)
[1558644] ['2/9', '3/4', '3/5', '4/7', '8/5'] -> 8/5 / (2/9 * (3/5 / 4/7 - 3/4))
[1558654] ['2/9', '3/4', '3/5', '4/9', '5/3'] -> 2/9 / (3/4 * 3/5 - 4/9) / 5/3
[1558655] ['2/9', '3/4', '3/5', '4/9', '5/4'] -> 2/9 / (3/5 - 4/9 / 3/4) / 5/4
[1558659] ['2/9', '3/4', '3/5', '4/9', '5/9'] -> 4/9 / (3/4 - 3/5) / 2/9 / 5/9
[1558672] ['2/9', '3/4', '3/5', '4/9', '8/9'] -> 8/9 / (2/9 / 3/5 - 3/4 * 4/9)
[1558679] ['2/9', '3/4', '3/5', '5/2', '5/3'] -> (5/2 / 2/9 / 3/4 - 3/5) * 5/3
[1558681] ['2/9', '3/4', '3/5', '5/2', '5/6'] -> (3/4 + 5/2 / 2/9) / 3/5 / 5/6
[1558685] ['2/9', '3/4', '3/5', '5/2', '6/5'] -> (3/4 + 5/2 / 2/9) / 3/5 * 6/5
[1558694] ['2/9', '3/4', '3/5', '5/2', '8/3'] -> 3/5 * 5/2 / 2/9 / 3/4 * 8/3
[1558695] ['2/9', '3/4', '3/5', '5/2', '8/5'] -> 8/5 / (2/9 * (3/5 - 3/4 / 5/2))
[1558730] ['2/9', '3/4', '3/5', '5/4', '5/8'] -> (3/4 + 5/4) / 2/9 / 3/5 / 5/8
[1558747] ['2/9', '3/4', '3/5', '5/4', '9/5'] -> 9/5 / (2/9 * (3/4 * 5/4 - 3/5))
[1558754] ['2/9', '3/4', '3/5', '5/6', '6/5'] -> 6/5 / (2/9 * 3/5 + 3/4 - 5/6)
[1558767] ['2/9', '3/4', '3/5', '5/6', '9/2'] -> (5/6 / (3/4 - 3/5) - 2/9) * 9/2
[1558784] ['2/9', '3/4', '3/5', '5/7', '8/3'] -> 8/3 / ((2/9 + 3/4) * (5/7 - 3/5))
[1558795] ['2/9', '3/4', '3/5', '5/8', '6/5'] -> 6/5 / ((3/4 - 3/5) / 2/9 - 5/8)
[1558800] ['2/9', '3/4', '3/5', '5/8', '7/5'] -> 7/5 / (3/5 * (2/9 + 5/8 - 3/4))
[1558804] ['2/9', '3/4', '3/5', '5/8', '8/3'] -> 3/4 / 2/9 / 3/5 / 5/8 * 8/3
[1558808] ['2/9', '3/4', '3/5', '5/8', '9/2'] -> 9/2 / (2/9 * (3/4 + 3/5) * 5/8)
[1558824] ['2/9', '3/4', '3/5', '5/9', '8/5'] -> 8/5 / (3/5 - 2/9 / 3/4 / 5/9)
[1558826] ['2/9', '3/4', '3/5', '5/9', '8/9'] -> 8/9 / (3/5 * 5/9 - 2/9 / 3/4)
[1558841] ['2/9', '3/4', '3/5', '6/5', '8/3'] -> (3/5 / 3/4 + 6/5) / 2/9 * 8/3
[1558842] ['2/9', '3/4', '3/5', '6/5', '8/5'] -> 8/5 / (2/9 * (3/4 * 6/5 - 3/5))
[1558874] ['2/9', '3/4', '3/5', '7/2', '8/3'] -> 3/5 * (7/2 / 2/9 - 3/4) * 8/3
[1558882] ['2/9', '3/4', '3/5', '7/2', '9/8'] -> (3/4 + 7/2 / 2/9 / 3/5) / 9/8
[1558899] ['2/9', '3/4', '3/5', '7/4', '7/5'] -> 7/5 / (2/9 * (3/4 - 3/5) * 7/4)
[1558903] ['2/9', '3/4', '3/5', '7/4', '8/3'] -> 8/3 / (2/9 * (7/4 - 3/4 / 3/5))
[1558904] ['2/9', '3/4', '3/5', '7/4', '8/5'] -> 8/5 / (2/9 * (3/5 * 7/4 - 3/4))
[1558916] ['2/9', '3/4', '3/5', '7/5', '8/3'] -> (3/5 + 7/5 / 2/9 / 3/4) * 8/3
[1558944] ['2/9', '3/4', '3/5', '7/8', '9/4'] -> 7/8 / (3/4 - 3/5) / 2/9 - 9/4
[1558958] ['2/9', '3/4', '3/5', '8/3', '8/3'] -> 8/3 / 2/9 / 3/4 / 3/5 - 8/3
[1558970] ['2/9', '3/4', '3/5', '8/5', '9/2'] -> 8/5 / (3/4 + 3/5) / 2/9 * 9/2
[1558985] ['2/9', '3/4', '3/5', '8/9', '9/5'] -> 9/5 / (3/4 / (2/9 + 8/9) - 3/5)
[1558990] ['2/9', '3/4', '3/5', '9/2', '9/5'] -> (3/5 + 9/2) / 2/9 - 3/4 + 9/5
[1559005] ['2/9', '3/4', '3/7', '3/7', '4/3'] -> 4/3 / 2/9 / (3/7 / 3/7 - 3/4)
[1559038] ['2/9', '3/4', '3/7', '3/8', '4/9'] -> 4/9 / (2/9 / 3/7 - 3/8 / 3/4)
[1559041] ['2/9', '3/4', '3/7', '3/8', '5/4'] -> 5/4 / ((2/9 + 3/4) * (3/7 - 3/8))
[1559047] ['2/9', '3/4', '3/7', '3/8', '6/7'] -> 6/7 / (2/9 * 3/7 * (3/4 - 3/8))
[1559048] ['2/9', '3/4', '3/7', '3/8', '7/2'] -> 3/7 / 2/9 / 3/4 / 3/8 * 7/2
[1559049] ['2/9', '3/4', '3/7', '3/8', '7/3'] -> 7/3 / (2/9 + 3/4 - 3/8 / 3/7)
[1559053] ['2/9', '3/4', '3/7', '3/8', '7/8'] -> 3/4 / 2/9 / 3/7 / 3/8 / 7/8
[1559057] ['2/9', '3/4', '3/7', '3/8', '8/7'] -> 3/4 / 2/9 / 3/7 / 3/8 * 8/7
[1559064] ['2/9', '3/4', '3/7', '4/3', '4/3'] -> 4/3 / 2/9 / (3/7 * (4/3 - 3/4))
[1559072] ['2/9', '3/4', '3/7', '4/3', '5/7'] -> 5/7 / (2/9 * (3/4 / 4/3 - 3/7))
[1559077] ['2/9', '3/4', '3/7', '4/3', '7/2'] -> 7/2 / (3/7 * (3/4 / 4/3 - 2/9))
[1559114] ['2/9', '3/4', '3/7', '4/5', '8/7'] -> 8/7 / (2/9 * (3/4 - 3/7 / 4/5))
[1559127] ['2/9', '3/4', '3/7', '4/7', '5/7'] -> 5/7 / (3/4 * (3/7 - 2/9 / 4/7))
[1559139] ['2/9', '3/4', '3/7', '4/7', '8/3'] -> 8/3 / (4/7 / 3/4 - 2/9 - 3/7)
[1559142] ['2/9', '3/4', '3/7', '4/7', '8/9'] -> 8/9 / ((4/7 - 2/9) / 3/4 - 3/7)
[1559157] ['2/9', '3/4', '3/7', '4/9', '6/7'] -> 6/7 / (3/7 * (3/4 - 2/9 - 4/9))
[1559182] ['2/9', '3/4', '3/7', '5/2', '6/7'] -> (3/4 + 5/2 / 2/9) / 3/7 * 6/7
[1559187] ['2/9', '3/4', '3/7', '5/2', '7/6'] -> (3/4 + 5/2 / 2/9) / 3/7 / 7/6
[1559193] ['2/9', '3/4', '3/7', '5/2', '8/9'] -> (3/4 + 5/2 / 2/9 / 3/7) * 8/9
[1559197] ['2/9', '3/4', '3/7', '5/2', '9/7'] -> 9/7 / (3/7 / 2/9 - 3/4 * 5/2)
[1559235] ['2/9', '3/4', '3/7', '5/4', '7/8'] -> (3/4 + 5/4) / 2/9 / 3/7 / 7/8
[1559237] ['2/9', '3/4', '3/7', '5/4', '8/3'] -> 8/3 / (2/9 * (3/4 / 3/7 - 5/4))
[1559247] ['2/9', '3/4', '3/7', '5/6', '5/7'] -> 5/7 / (3/4 * (5/6 - 2/9) - 3/7)
[1559273] ['2/9', '3/4', '3/7', '5/7', '7/2'] -> (3/7 + 5/7) / 2/9 / 3/4 * 7/2
[1559318] ['2/9', '3/4', '3/7', '5/9', '7/9'] -> 2/9 / (3/7 - 3/4 * 5/9) / 7/9
[1559319] ['2/9', '3/4', '3/7', '5/9', '8/3'] -> 8/3 / (3/7 * (5/9 - 2/9 / 3/4))
[1559324] ['2/9', '3/4', '3/7', '5/9', '9/4'] -> 3/4 / (3/7 - 2/9 / 5/9) - 9/4
[1559326] ['2/9', '3/4', '3/7', '5/9', '9/7'] -> 2/9 / (3/7 - 3/4 * 5/9) * 9/7
[1559361] ['2/9', '3/4', '3/7', '6/7', '9/7'] -> 9/7 / ((6/7 - 3/4) / 2/9 - 3/7)
[1559367] ['2/9', '3/4', '3/7', '7/2', '7/6'] -> (7/2 / 2/9 / 3/4 - 3/7) * 7/6
[1559370] ['2/9', '3/4', '3/7', '7/2', '8/3'] -> 3/7 * 7/2 / 2/9 / 3/4 * 8/3
[1559372] ['2/9', '3/4', '3/7', '7/2', '8/7'] -> 8/7 / (2/9 * (3/7 - 3/4 / 7/2))
[1559377] ['2/9', '3/4', '3/7', '7/2', '9/7'] -> 9/7 / (3/7 * (7/2 - 3/4 / 2/9))
[1559390] ['2/9', '3/4', '3/7', '7/3', '9/4'] -> (3/4 + 7/3 / 2/9) / 3/7 - 9/4
[1559400] ['2/9', '3/4', '3/7', '7/4', '8/5'] -> (7/4 / 3/7 - 3/4) / 2/9 * 8/5
[1559426] ['2/9', '3/4', '3/7', '7/6', '8/7'] -> 8/7 / (2/9 * (3/4 / 7/6 - 3/7))
[1559431] ['2/9', '3/4', '3/7', '7/6', '9/7'] -> 9/7 / ((3/4 + 3/7 - 7/6) / 2/9)
[1559435] ['2/9', '3/4', '3/7', '7/8', '8/3'] -> 3/4 / 2/9 / 3/7 / 7/8 * 8/3
[1559444] ['2/9', '3/4', '3/7', '7/9', '7/9'] -> 2/9 / (7/9 - 3/4) / 3/7 / 7/9
[1559447] ['2/9', '3/4', '3/7', '7/9', '8/7'] -> 8/7 / (3/7 - 2/9 / 3/4 / 7/9)
[1559448] ['2/9', '3/4', '3/7', '7/9', '8/9'] -> 8/9 / (3/7 * 7/9 - 2/9 / 3/4)
[1559452] ['2/9', '3/4', '3/7', '7/9', '9/7'] -> 9/7 / (3/7 * (7/9 - 3/4) / 2/9)
[1559456] ['2/9', '3/4', '3/7', '8/3', '8/7'] -> 3/4 * 8/3 / 2/9 / 3/7 * 8/7
[1559459] ['2/9', '3/4', '3/7', '8/3', '9/4'] -> (8/3 / 2/9 - 3/4) / 3/7 - 9/4
[1559485] ['2/9', '3/4', '3/7', '9/2', '9/4'] -> (2/9 * 3/4 + 9/2 / 3/7) * 9/4
