[1683872] ['3/4', '3/4', '3/5', '7/5', '9/5'] -> (3/5 + 9/5) / (3/4 + 3/4 - 7/5)
[1731434] ['3/4', '5/7', '5/8', '6/7', '7/4'] -> 3/4 / (5/8 / 5/7 - 6/7) / 7/4
[1731440] ['3/4', '5/7', '5/8', '6/7', '8/5'] -> 5/8 * 6/7 / (3/4 - 5/7) * 8/5
[1731444] ['3/4', '5/7', '5/8', '6/7', '9/4'] -> 5/7 / (6/7 - 3/4) / 5/8 * 9/4
[1731452] ['3/4', '5/7', '5/8', '7/2', '7/6'] -> 7/2 / (5/8 / 5/7 - 3/4) / 7/6
[1731459] ['3/4', '5/7', '5/8', '7/2', '9/2'] -> 5/7 * 7/2 / 3/4 / 5/8 * 9/2
[1731476] ['3/4', '5/7', '5/8', '7/3', '9/5'] -> 5/7 * 7/3 / (3/4 - 5/8) * 9/5
[1731477] ['3/4', '5/7', '5/8', '7/3', '9/7'] -> 9/7 / ((5/8 / 5/7 - 3/4) / 7/3)
[1731481] ['3/4', '5/7', '5/8', '7/4', '7/6'] -> (3/4 + 7/4) / (5/7 - 5/8) / 7/6
[1731490] ['3/4', '5/7', '5/8', '7/4', '9/5'] -> 9/5 / (7/4 - 3/4 / 5/7 - 5/8)
[1731491] ['3/4', '5/7', '5/8', '7/4', '9/7'] -> 9/7 / (5/7 * (7/4 - 5/8) - 3/4)
[1731502] ['3/4', '5/7', '5/8', '7/5', '9/4'] -> 9/4 / (3/4 * (5/7 - 5/8) * 7/5)
[1731510] ['3/4', '5/7', '5/8', '7/6', '8/5'] -> 5/8 / (3/4 - 5/7) / 7/6 * 8/5
[1731527] ['3/4', '5/7', '5/8', '7/8', '9/7'] -> 9/7 / ((3/4 - 5/7) * (5/8 + 7/8))
[1731530] ['3/4', '5/7', '5/8', '7/9', '8/3'] -> 8/3 / (3/4 / 5/8 - 7/9 / 5/7)
[1731536] ['3/4', '5/7', '5/8', '7/9', '9/5'] -> 5/7 / (5/8 / 7/9 - 3/4) * 9/5
[1731547] ['3/4', '5/7', '5/8', '8/3', '9/8'] -> 9/8 / ((5/8 / 5/7 - 3/4) / 8/3)
[1731549] ['3/4', '5/7', '5/8', '8/5', '8/7'] -> 8/7 / (5/8 * 8/5 - 5/7 / 3/4)
[1731553] ['3/4', '5/7', '5/8', '8/5', '9/5'] -> 9/5 / (3/4 / 5/7 + 5/8 - 8/5)
[1731578] ['3/4', '5/7', '5/8', '9/5', '9/5'] -> 9/5 / (5/8 * 9/5 - 3/4 / 5/7)
[1731579] ['3/4', '5/7', '5/8', '9/5', '9/7'] -> 9/7 / (5/7 * 5/8 * 9/5 - 3/4)
[1731583] ['3/4', '5/7', '5/8', '9/8', '9/8'] -> 9/8 / (5/8 * (9/8 - 3/4 / 5/7))
[1731592] ['3/4', '5/7', '5/9', '5/9', '7/8'] -> 5/9 / (5/9 / 3/4 - 5/7) / 7/8
[1731595] ['3/4', '5/7', '5/9', '5/9', '8/5'] -> (5/9 / (3/4 - 5/7) - 5/9) * 8/5
[1731597] ['3/4', '5/7', '5/9', '5/9', '8/9'] -> 8/9 / (5/9 / 5/7 - 5/9 / 3/4)
[1731604] ['3/4', '5/7', '5/9', '6/5', '6/7'] -> 6/7 / (3/4 * (5/7 - 5/9 * 6/5))
[1731606] ['3/4', '5/7', '5/9', '6/5', '7/3'] -> 5/7 / (3/4 / 6/5 - 5/9) * 7/3
[1731618] ['3/4', '5/7', '5/9', '6/5', '9/5'] -> 6/5 / (5/9 / 5/7 - 3/4) / 9/5
[1731619] ['3/4', '5/7', '5/9', '6/5', '9/7'] -> 9/7 / ((3/4 - 5/7) / 5/9 / 6/5)
[1731623] ['3/4', '5/7', '5/9', '6/7', '7/3'] -> 7/3 / (3/4 / 6/7 - 5/9 / 5/7)
[1731628] ['3/4', '5/7', '5/9', '6/7', '7/9'] -> 6/7 / (5/9 / 5/7 - 3/4) * 7/9
[1731629] ['3/4', '5/7', '5/9', '6/7', '8/3'] -> 8/3 / (5/9 - 5/7 / (3/4 + 6/7))
[1731636] ['3/4', '5/7', '5/9', '6/7', '9/7'] -> 6/7 / (5/9 / 5/7 - 3/4) / 9/7
[1731639] ['3/4', '5/7', '5/9', '7/2', '7/3'] -> 7/3 / ((5/9 / 5/7 - 3/4) * 7/2)
[1731671] ['3/4', '5/7', '5/9', '7/4', '7/6'] -> 7/6 / ((5/9 / 5/7 - 3/4) * 7/4)
[1731689] ['3/4', '5/7', '5/9', '7/5', '8/7'] -> 8/7 / (3/4 * (5/9 * 7/5 - 5/7))
[1731690] ['3/4', '5/7', '5/9', '7/5', '8/9'] -> 8/9 / ((5/9 / 3/4 - 5/7) * 7/5)
[1731698] ['3/4', '5/7', '5/9', '7/6', '7/9'] -> 7/9 / ((5/9 / 5/7 - 3/4) * 7/6)
[1731701] ['3/4', '5/7', '5/9', '7/6', '8/7'] -> 8/7 / ((7/6 - 5/7) / 3/4 - 5/9)
[1731705] ['3/4', '5/7', '5/9', '7/6', '9/5'] -> 5/9 / (3/4 - 5/7) / 7/6 * 9/5
[1731722] ['3/4', '5/7', '5/9', '7/9', '8/7'] -> 8/7 / ((3/4 - 5/7) * (5/9 + 7/9))
[1731730] ['3/4', '5/7', '5/9', '8/3', '8/5'] -> 8/5 - 8/3 / (5/9 - 5/7) / 3/4
[1731739] ['3/4', '5/7', '5/9', '8/5', '8/7'] -> 8/7 / (5/7 - 3/4 * 5/9 * 8/5)
[1731740] ['3/4', '5/7', '5/9', '8/5', '8/9'] -> 5/9 * 8/5 / (3/4 - 5/7) - 8/9
[1731744] ['3/4', '5/7', '5/9', '8/5', '9/7'] -> 9/7 / (5/7 / 5/9 / 8/5 - 3/4)
[1731750] ['3/4', '5/7', '5/9', '8/7', '9/5'] -> 8/7 / (5/9 / 3/4 - 5/7) / 9/5
[1731774] ['3/4', '5/7', '6/5', '6/5', '6/5'] -> 6/5 / (3/4 / 5/7 - 6/5 / 6/5)
[1731780] ['3/4', '5/7', '6/5', '6/5', '7/6'] -> 6/5 / (3/4 - 5/7) / 6/5 / 7/6
[1731785] ['3/4', '5/7', '6/5', '6/5', '8/7'] -> 8/7 / (6/5 / 6/5 - 5/7 / 3/4)
[1731801] ['3/4', '5/7', '6/5', '6/7', '8/5'] -> 8/5 / (3/4 * 6/5 - 5/7 / 6/7)
[1731802] ['3/4', '5/7', '6/5', '6/7', '8/7'] -> 8/7 / (3/4 * 6/7 - 5/7 / 6/5)
[1731820] ['3/4', '5/7', '6/5', '7/2', '9/2'] -> (7/2 / 3/4 / 5/7 - 6/5) * 9/2
[1731832] ['3/4', '5/7', '6/5', '7/3', '8/5'] -> 8/5 / (5/7 * 7/3 - 6/5 / 3/4)
[1731846] ['3/4', '5/7', '6/5', '7/4', '8/5'] -> 3/4 / (5/7 * 7/4 - 6/5) * 8/5
[1731849] ['3/4', '5/7', '6/5', '7/4', '9/2'] -> 9/2 / ((5/7 * 6/5 - 3/4) * 7/4)
[1731850] ['3/4', '5/7', '6/5', '7/4', '9/4'] -> 3/4 / (5/7 - 6/5 / 7/4) - 9/4
[1731851] ['3/4', '5/7', '6/5', '7/4', '9/5'] -> 9/5 / ((3/4 - 5/7) * 6/5 * 7/4)
[1731860] ['3/4', '5/7', '6/5', '7/5', '8/7'] -> 8/7 / (5/7 + 6/5 - 7/5 / 3/4)
[1731865] ['3/4', '5/7', '6/5', '7/5', '9/7'] -> 9/7 / ((3/4 + 5/7 - 7/5) / 6/5)
[1731871] ['3/4', '5/7', '6/5', '7/6', '8/5'] -> 8/5 / (3/4 * 6/5 - 5/7 * 7/6)
[1731872] ['3/4', '5/7', '6/5', '7/6', '8/7'] -> 8/7 / (3/4 / 7/6 - 5/7 / 6/5)
[1731877] ['3/4', '5/7', '6/5', '7/6', '9/7'] -> 9/7 / ((3/4 + 5/7) / 6/5 - 7/6)
[1731886] ['3/4', '5/7', '6/5', '7/8', '9/4'] -> 9/4 / ((5/7 * 6/5 - 3/4) * 7/8)
[1731890] ['3/4', '5/7', '6/5', '7/9', '7/9'] -> 5/7 * 6/5 / (7/9 - 3/4) * 7/9
[1731897] ['3/4', '5/7', '6/5', '7/9', '9/5'] -> 6/5 / (3/4 - 5/7) / 7/9 / 9/5
[1731898] ['3/4', '5/7', '6/5', '7/9', '9/7'] -> 5/7 * 6/5 / (7/9 - 3/4) / 9/7
[1731903] ['3/4', '5/7', '6/5', '8/3', '8/9'] -> 8/3 / (5/7 * 6/5 - 3/4) - 8/9
[1731904] ['3/4', '5/7', '6/5', '8/3', '9/2'] -> (6/5 / 3/4 + 8/3 / 5/7) * 9/2
[1731913] ['3/4', '5/7', '6/5', '8/5', '9/4'] -> 8/5 / (6/5 - 3/4 / 5/7) * 9/4
[1731920] ['3/4', '5/7', '6/5', '8/7', '9/4'] -> 8/7 / (5/7 * 6/5 - 3/4) * 9/4
[1731940] ['3/4', '5/7', '6/5', '9/5', '9/7'] -> 9/7 / ((3/4 - 5/7) * 9/5 / 6/5)
[1731942] ['3/4', '5/7', '6/5', '9/7', '9/7'] -> 9/7 / (3/4 / 6/5 + 5/7 - 9/7)
[1731947] ['3/4', '5/7', '6/7', '6/7', '7/3'] -> 6/7 / (5/7 / 6/7 - 3/4) * 7/3
[1731952] ['3/4', '5/7', '6/7', '6/7', '7/9'] -> 5/7 / (7/9 - 3/4) - (6/7 + 6/7)
[1731953] ['3/4', '5/7', '6/7', '6/7', '8/3'] -> 6/7 / (5/7 / 3/4 - 6/7) * 8/3
[1731957] ['3/4', '5/7', '6/7', '6/7', '9/2'] -> 6/7 / (3/4 / 6/7 - 5/7) * 9/2
[1731964] ['3/4', '5/7', '6/7', '7/2', '7/4'] -> 7/2 / (5/7 / 6/7 - 3/4) / 7/4
[1731973] ['3/4', '5/7', '6/7', '7/2', '9/2'] -> (7/2 / 3/4 - 6/7) / 5/7 * 9/2
[1731981] ['3/4', '5/7', '6/7', '7/3', '7/6'] -> 7/3 / (5/7 / 6/7 - 3/4) / 7/6
[1731996] ['3/4', '5/7', '6/7', '7/4', '7/8'] -> 7/4 / (5/7 / 6/7 - 3/4) / 7/8
[1732000] ['3/4', '5/7', '6/7', '7/4', '8/7'] -> 7/4 / (5/7 / 6/7 - 3/4) * 8/7
[1732002] ['3/4', '5/7', '6/7', '7/4', '9/2'] -> 9/2 / (3/4 * (6/7 - 5/7) * 7/4)
[1732005] ['3/4', '5/7', '6/7', '7/4', '9/7'] -> 9/7 / ((3/4 - 5/7) * 6/7 * 7/4)
[1732017] ['3/4', '5/7', '6/7', '7/5', '9/5'] -> 6/7 / (3/4 + 5/7 - 7/5) * 9/5
[1732023] ['3/4', '5/7', '6/7', '7/6', '8/3'] -> 8/3 / ((5/7 / 3/4 - 6/7) * 7/6)
[1732025] ['3/4', '5/7', '6/7', '7/6', '8/7'] -> 8/7 / (6/7 * 7/6 - 5/7 / 3/4)
[1732039] ['3/4', '5/7', '6/7', '7/8', '9/4'] -> 9/4 / (3/4 * (6/7 - 5/7) * 7/8)
[1732041] ['3/4', '5/7', '6/7', '7/8', '9/7'] -> 9/7 / (3/4 + 7/8 - 5/7 - 6/7)
[1732050] ['3/4', '5/7', '6/7', '7/9', '9/5'] -> 6/7 / (7/9 - 3/4) / 5/7 / 9/5
[1732056] ['3/4', '5/7', '6/7', '8/3', '8/9'] -> 8/3 / (6/7 - 5/7) / 3/4 - 8/9
[1732057] ['3/4', '5/7', '6/7', '8/3', '9/2'] -> (6/7 / 3/4 + 8/3) / 5/7 * 9/2
[1732073] ['3/4', '5/7', '6/7', '8/7', '9/4'] -> 8/7 / (6/7 - 5/7) / 3/4 * 9/4
[1732091] ['3/4', '5/7', '6/7', '9/4', '9/8'] -> 9/4 / (5/7 / 6/7 - 3/4) / 9/8
[1732099] ['3/4', '5/7', '7/2', '7/2', '7/3'] -> (5/7 + 7/2 + 7/2) / 3/4 * 7/3
[1732100] ['3/4', '5/7', '7/2', '7/2', '7/4'] -> (3/4 + 5/7 + 7/2 * 7/2) * 7/4
[1732102] ['3/4', '5/7', '7/2', '7/2', '7/6'] -> 7/2 / (3/4 - 5/7) / 7/2 / 7/6
[1732105] ['3/4', '5/7', '7/2', '7/2', '8/3'] -> ((7/2 - 5/7) * 7/2 - 3/4) * 8/3
[1732107] ['3/4', '5/7', '7/2', '7/2', '8/7'] -> 8/7 / (7/2 / 7/2 - 5/7 / 3/4)
[1732115] ['3/4', '5/7', '7/2', '7/3', '7/4'] -> 7/2 / (3/4 - 5/7) / 7/3 / 7/4
[1732127] ['3/4', '5/7', '7/2', '7/3', '9/7'] -> 9/7 / ((3/4 - 5/7) * 7/2 / 7/3)
[1732136] ['3/4', '5/7', '7/2', '7/4', '8/7'] -> 8/7 / (5/7 - 7/4 / 3/4 / 7/2)
[1732138] ['3/4', '5/7', '7/2', '7/4', '9/2'] -> 9/2 / ((3/4 - 5/7) * (7/2 + 7/4))
[1732139] ['3/4', '5/7', '7/2', '7/4', '9/4'] -> 7/2 * (5/7 + 7/4 / 3/4) * 9/4
[1732168] ['3/4', '5/7', '7/2', '7/8', '7/8'] -> (7/8 / (3/4 - 5/7) - 7/2) / 7/8
[1732172] ['3/4', '5/7', '7/2', '7/8', '8/7'] -> (7/8 / (3/4 - 5/7) - 7/2) * 8/7
[1732177] ['3/4', '5/7', '7/2', '7/8', '9/7'] -> 9/7 / (3/4 / 7/2 + 5/7 - 7/8)
[1732196] ['3/4', '5/7', '7/2', '8/3', '9/7'] -> 9/7 / (5/7 / 8/3 - 3/4 / 7/2)
[1732197] ['3/4', '5/7', '7/2', '8/3', '9/8'] -> 9/8 / ((3/4 - 5/7) * 7/2 / 8/3)
[1732201] ['3/4', '5/7', '7/2', '8/5', '9/2'] -> 5/7 * 7/2 * 8/5 / 3/4 * 9/2
[1732214] ['3/4', '5/7', '7/2', '8/9', '9/2'] -> 9/2 / (7/2 * (5/7 / 8/9 - 3/4))
[1732222] ['3/4', '5/7', '7/2', '9/2', '9/7'] -> (5/7 + 7/2) * 9/2 / 3/4 - 9/7
[1732226] ['3/4', '5/7', '7/2', '9/4', '9/7'] -> 9/7 / (3/4 * (5/7 - 9/4 / 7/2))
[1732228] ['3/4', '5/7', '7/2', '9/5', '9/5'] -> 9/5 / (3/4 * 5/7 * 7/2 - 9/5)
[1732237] ['3/4', '5/7', '7/3', '7/3', '7/6'] -> 7/3 / (3/4 - 5/7) / 7/3 / 7/6
[1732240] ['3/4', '5/7', '7/3', '7/3', '8/3'] -> 8/3 / (7/3 - 5/7 * 7/3 / 3/4)
[1732243] ['3/4', '5/7', '7/3', '7/3', '8/9'] -> 5/7 * (7/3 + 7/3) / (8/9 - 3/4)
[1732247] ['3/4', '5/7', '7/3', '7/3', '9/7'] -> (7/3 + 7/3) / (3/4 - 5/7 / 9/7)
[1732254] ['3/4', '5/7', '7/3', '7/4', '8/3'] -> 3/4 / (7/4 - 5/7 * 7/3) * 8/3
[1732255] ['3/4', '5/7', '7/3', '7/4', '8/5'] -> 8/5 / ((7/3 - 7/4) / 5/7 - 3/4)
[1732258] ['3/4', '5/7', '7/3', '7/4', '9/2'] -> 7/3 * (3/4 * 5/7 + 7/4) * 9/2
[1732276] ['3/4', '5/7', '7/3', '7/6', '7/6'] -> 7/3 / (5/7 * 7/6 - 3/4) / 7/6
[1732279] ['3/4', '5/7', '7/3', '7/6', '8/3'] -> 8/3 / (5/7 * 7/3 - 7/6 / 3/4)
[1732297] ['3/4', '5/7', '7/3', '7/8', '9/7'] -> 9/7 / ((3/4 - 5/7 * 7/8) / 7/3)
[1732316] ['3/4', '5/7', '7/3', '8/3', '9/7'] -> 9/7 / (3/4 / 7/3 - 5/7 / 8/3)
[1732322] ['3/4', '5/7', '7/3', '8/5', '9/4'] -> 3/4 / (5/7 - 8/5 / 7/3) - 9/4
[1732331] ['3/4', '5/7', '7/3', '8/7', '9/7'] -> 9/7 / ((3/4 - 5/7 / 8/7) / 7/3)
[1732335] ['3/4', '5/7', '7/3', '8/9', '9/4'] -> 8/9 / (3/4 - 5/7) / 7/3 * 9/4
[1732347] ['3/4', '5/7', '7/3', '9/4', '9/8'] -> 9/4 / (3/4 - 5/7) / 7/3 / 9/8
[1732356] ['3/4', '5/7', '7/4', '7/4', '7/6'] -> 7/4 / (3/4 - 5/7) / 7/4 / 7/6
[1732357] ['3/4', '5/7', '7/4', '7/4', '7/8'] -> (5/7 * 7/4 + 7/4) / (7/8 - 3/4)
[1732361] ['3/4', '5/7', '7/4', '7/4', '8/7'] -> 8/7 / (7/4 / 7/4 - 5/7 / 3/4)
[1732363] ['3/4', '5/7', '7/4', '7/4', '9/2'] -> (5/7 + 7/4 / 3/4) * 7/4 * 9/2
[1732376] ['3/4', '5/7', '7/4', '7/5', '9/2'] -> 9/2 / (3/4 * 5/7 * (7/4 - 7/5))
[1732382] ['3/4', '5/7', '7/4', '7/6', '7/8'] -> 7/4 / (5/7 * 7/6 - 3/4) / 7/8
[1732384] ['3/4', '5/7', '7/4', '7/6', '8/3'] -> 3/4 / (5/7 * 7/4 - 7/6) * 8/3
[1732391] ['3/4', '5/7', '7/4', '7/6', '9/7'] -> 9/7 / ((3/4 - 5/7) * 7/4 / 7/6)
[1732397] ['3/4', '5/7', '7/4', '7/8', '8/7'] -> 8/7 / (5/7 - 7/8 / 3/4 / 7/4)
[1732405] ['3/4', '5/7', '7/4', '7/9', '8/3'] -> 7/4 / (3/4 - 5/7 * 7/9) * 8/3
[1732423] ['3/4', '5/7', '7/4', '8/5', '8/5'] -> 8/5 / (5/7 * 7/4 / 3/4 - 8/5)
[1732438] ['3/4', '5/7', '7/4', '8/9', '8/9'] -> 8/9 / (5/7 - 8/9 / 3/4 / 7/4)
[1732440] ['3/4', '5/7', '7/4', '8/9', '9/4'] -> 9/4 / (7/4 * (5/7 / 8/9 - 3/4))
[1732464] ['3/4', '5/7', '7/5', '7/5', '8/5'] -> 8/5 / (7/5 - 5/7 * 7/5 / 3/4)
[1732465] ['3/4', '5/7', '7/5', '7/5', '8/7'] -> 8/7 / (7/5 / 7/5 - 5/7 / 3/4)
[1732475] ['3/4', '5/7', '7/5', '7/6', '8/3'] -> 8/3 / (5/7 * (7/6 / 3/4 - 7/5))
[1732481] ['3/4', '5/7', '7/5', '7/6', '9/5'] -> 9/5 / ((3/4 + 5/7 - 7/5) * 7/6)
[1732491] ['3/4', '5/7', '7/5', '7/8', '9/4'] -> 9/4 / (3/4 * (5/7 * 7/5 - 7/8))
[1732497] ['3/4', '5/7', '7/5', '7/9', '8/5'] -> 8/5 / (3/4 * 7/5 * (7/9 - 5/7))
[1732499] ['3/4', '5/7', '7/5', '7/9', '8/9'] -> 8/9 / (7/9 / 3/4 - 5/7 * 7/5)
[1732510] ['3/4', '5/7', '7/5', '8/3', '9/4'] -> 8/3 / (5/7 * 7/5 - 3/4) * 9/4
[1732516] ['3/4', '5/7', '7/5', '8/5', '8/9'] -> 8/5 / (3/4 + 5/7 - 7/5) - 8/9
[1732532] ['3/4', '5/7', '7/5', '8/9', '9/5'] -> 9/5 / (7/5 * (5/7 / 8/9 - 3/4))
[1732550] ['3/4', '5/7', '7/6', '7/6', '7/6'] -> 7/6 / (3/4 - 5/7) / 7/6 / 7/6
[1732555] ['3/4', '5/7', '7/6', '7/6', '8/7'] -> 8/7 / (7/6 / 7/6 - 5/7 / 3/4)
[1732557] ['3/4', '5/7', '7/6', '7/6', '9/2'] -> 9/2 / ((3/4 * 7/6 - 5/7) * 7/6)
[1732568] ['3/4', '5/7', '7/6', '7/8', '9/2'] -> 9/2 / ((7/6 - 5/7 / 3/4) * 7/8)
[1732573] ['3/4', '5/7', '7/6', '7/9', '7/9'] -> 7/9 / ((3/4 - 5/7) * 7/6 * 7/9)
[1732576] ['3/4', '5/7', '7/6', '7/9', '8/7'] -> 8/7 / (7/6 - 3/4 * (5/7 + 7/9))
[1732581] ['3/4', '5/7', '7/6', '7/9', '9/7'] -> 9/7 / ((3/4 - 5/7) * 7/6 / 7/9)
[1732583] ['3/4', '5/7', '7/6', '8/3', '8/3'] -> 8/3 / ((3/4 - 5/7) * 7/6 * 8/3)
[1732600] ['3/4', '5/7', '7/6', '8/7', '8/7'] -> 8/7 / ((3/4 - 5/7) * 7/6 * 8/7)
[1732602] ['3/4', '5/7', '7/6', '8/7', '9/2'] -> 8/7 / (7/6 - 5/7 / 3/4) * 9/2
[1732607] ['3/4', '5/7', '7/6', '8/9', '8/9'] -> 8/9 / ((3/4 - 5/7) * 7/6 * 8/9)
[1732608] ['3/4', '5/7', '7/6', '8/9', '9/2'] -> 9/2 / (5/7 * 7/6 / 8/9 - 3/4)
[1732609] ['3/4', '5/7', '7/6', '8/9', '9/4'] -> 8/9 / (5/7 * 7/6 - 3/4) * 9/4
[1732612] ['3/4', '5/7', '7/6', '8/9', '9/8'] -> 9/8 / ((3/4 - 5/7) * 7/6 / 8/9)
[1732618] ['3/4', '5/7', '7/6', '9/4', '9/4'] -> 9/4 / (3/4 - 5/7) / 7/6 / 9/4
[1732621] ['3/4', '5/7', '7/6', '9/4', '9/8'] -> 9/4 / (5/7 * 7/6 - 3/4) / 9/8
[1732622] ['3/4', '5/7', '7/6', '9/5', '9/5'] -> 9/5 / (3/4 - 5/7) / 7/6 / 9/5
[1732625] ['3/4', '5/7', '7/6', '9/7', '9/7'] -> 9/7 / (3/4 - 5/7) / 7/6 / 9/7
[1732627] ['3/4', '5/7', '7/6', '9/8', '9/8'] -> 9/8 / (3/4 - 5/7) / 7/6 / 9/8
[1732642] ['3/4', '5/7', '7/8', '7/9', '8/7'] -> 8/7 / (5/7 - 3/4 * 7/9 / 7/8)
[1732643] ['3/4', '5/7', '7/8', '7/9', '8/9'] -> 7/9 / (3/4 - 5/7) / 7/8 - 8/9
[1732645] ['3/4', '5/7', '7/8', '7/9', '9/4'] -> 9/4 / (3/4 * (7/8 - 5/7) * 7/9)
[1732646] ['3/4', '5/7', '7/8', '7/9', '9/5'] -> 9/5 / (7/8 / 7/9 - 3/4 / 5/7)
[1732647] ['3/4', '5/7', '7/8', '7/9', '9/7'] -> 9/7 / (5/7 * 7/8 / 7/9 - 3/4)
[1732656] ['3/4', '5/7', '7/8', '8/3', '9/7'] -> 9/7 / ((3/4 / 7/8 - 5/7) / 8/3)
[1732657] ['3/4', '5/7', '7/8', '8/3', '9/8'] -> 9/8 / ((3/4 - 5/7 * 7/8) / 8/3)
[1732666] ['3/4', '5/7', '7/8', '8/7', '8/7'] -> 8/7 / (7/8 * 8/7 - 5/7 / 3/4)
[1732679] ['3/4', '5/7', '7/8', '9/2', '9/2'] -> (5/7 * 7/8 / 3/4 + 9/2) * 9/2
[1732691] ['3/4', '5/7', '7/8', '9/7', '9/7'] -> 9/7 / (5/7 * 7/8 * 9/7 - 3/4)
[1732709] ['3/4', '5/7', '7/9', '8/3', '9/4'] -> 8/3 / (3/4 / 7/9 - 5/7) * 9/4
[1732721] ['3/4', '5/7', '7/9', '8/7', '8/7'] -> 8/7 / (5/7 - 3/4 * 7/9 * 8/7)
[1732722] ['3/4', '5/7', '7/9', '8/7', '8/9'] -> 7/9 * 8/7 / (3/4 - 5/7) - 8/9
[1732726] ['3/4', '5/7', '7/9', '8/7', '9/7'] -> 9/7 / (5/7 / 7/9 / 8/7 - 3/4)
[1732728] ['3/4', '5/7', '7/9', '8/9', '8/9'] -> 8/9 / (7/9 * (5/7 - 3/4 * 8/9))
[1732732] ['3/4', '5/7', '7/9', '8/9', '9/7'] -> 9/7 / (3/4 * (7/9 - 5/7) / 8/9)
[1732772] ['3/4', '5/7', '8/3', '8/7', '9/8'] -> 9/8 / ((3/4 - 5/7 / 8/7) / 8/3)
[1732789] ['3/4', '5/7', '8/3', '9/5', '9/7'] -> 9/7 / (5/7 * (3/4 - 9/5 / 8/3))
[1732791] ['3/4', '5/7', '8/3', '9/7', '9/7'] -> 9/7 / (3/4 * 5/7 - 9/7 / 8/3)
[1732795] ['3/4', '5/7', '8/5', '8/5', '8/7'] -> 8/7 / (8/5 / 8/5 - 5/7 / 3/4)
[1732799] ['3/4', '5/7', '8/5', '8/5', '9/5'] -> (8/5 / (3/4 - 5/7) - 8/5) / 9/5
[1732807] ['3/4', '5/7', '8/5', '8/7', '9/7'] -> 9/7 / (3/4 + 5/7 / 8/5 - 8/7)
[1732824] ['3/4', '5/7', '8/5', '9/5', '9/5'] -> 9/5 / (9/5 / 8/5 - 3/4 / 5/7)
[1732825] ['3/4', '5/7', '8/5', '9/5', '9/7'] -> 9/7 / (5/7 * 9/5 / 8/5 - 3/4)
[1732829] ['3/4', '5/7', '8/5', '9/8', '9/8'] -> 9/8 / ((9/8 - 3/4 / 5/7) / 8/5)
[1732830] ['3/4', '5/7', '8/7', '8/7', '8/7'] -> 8/7 / (8/7 / 8/7 - 5/7 / 3/4)
[1732835] ['3/4', '5/7', '8/7', '8/7', '9/7'] -> (8/7 / (3/4 - 5/7) - 8/7) / 9/7
[1732841] ['3/4', '5/7', '8/7', '8/9', '9/7'] -> 9/7 / (3/4 * 8/7 - 5/7 / 8/9)
[1732843] ['3/4', '5/7', '8/7', '9/2', '9/2'] -> (5/7 / 3/4 / 8/7 + 9/2) * 9/2
[1732855] ['3/4', '5/7', '8/7', '9/7', '9/7'] -> 9/7 / (5/7 * 9/7 / 8/7 - 3/4)
[1732862] ['3/4', '5/7', '8/9', '8/9', '9/7'] -> 8/9 / (5/7 - 3/4 * 8/9) * 9/7
[1732877] ['3/4', '5/7', '8/9', '9/7', '9/8'] -> 9/7 / (5/7 - 3/4 * 8/9) / 9/8
[1732879] ['3/4', '5/7', '9/2', '9/2', '9/2'] -> 5/7 * (3/4 + 9/2) + 9/2 * 9/2
[1732893] ['3/4', '5/7', '9/2', '9/8', '9/8'] -> (9/8 / (3/4 - 5/7) - 9/2) / 9/8
[1732912] ['3/4', '5/7', '9/7', '9/8', '9/8'] -> 9/7 / (5/7 - 3/4 / 9/8) / 9/8
[1732920] ['3/4', '5/8', '5/8', '5/8', '7/4'] -> (5/8 + 5/8 + 7/4) / (3/4 - 5/8)
[1732922] ['3/4', '5/8', '5/8', '5/8', '7/6'] -> 5/8 / (7/6 - 5/8 * 5/8 - 3/4)
[1732923] ['3/4', '5/8', '5/8', '5/8', '7/8'] -> 5/8 / (7/8 - 5/8 / 3/4) / 5/8
[1732924] ['3/4', '5/8', '5/8', '5/8', '7/9'] -> 5/8 / (5/8 - 3/4 * 7/9) / 5/8
[1732928] ['3/4', '5/8', '5/8', '5/8', '8/9'] -> 5/8 / (3/4 * 8/9 - 5/8) / 5/8
[1732931] ['3/4', '5/8', '5/8', '5/8', '9/5'] -> 5/8 / (3/4 / 9/5 - 5/8 * 5/8)
[1732932] ['3/4', '5/8', '5/8', '5/8', '9/7'] -> 5/8 / (5/8 - 3/4 / 9/7) / 5/8
[1732933] ['3/4', '5/8', '5/8', '5/8', '9/8'] -> 5/8 / (3/4 / 9/8 - 5/8) / 5/8
[1732944] ['3/4', '5/8', '5/8', '5/9', '8/3'] -> 5/8 / (3/4 - 5/8) / 5/9 * 8/3
[1732950] ['3/4', '5/8', '5/8', '5/9', '9/5'] -> 9/5 / (3/4 / 5/8 - 5/8 / 5/9)
[1732957] ['3/4', '5/8', '5/8', '6/5', '7/4'] -> (3/4 + 7/4) / (5/8 - 5/8 / 6/5)
[1732960] ['3/4', '5/8', '5/8', '6/5', '7/8'] -> 5/8 * 6/5 / (3/4 * 7/8 - 5/8)
[1732963] ['3/4', '5/8', '5/8', '6/5', '8/5'] -> 3/4 * 8/5 / (5/8 + 5/8 - 6/5)
[1732966] ['3/4', '5/8', '5/8', '6/5', '9/2'] -> 9/2 / ((5/8 - 3/4 * 5/8) * 6/5)
