[2000011] ['5/2', '5/2', '5/2', '5/2', '5/8'] -> ((((5/2 + 5/2) * 5/2) + 5/2) / 5/8)
[2100747] ['6/7', '7/3', '8/3', '9/4', '9/4'] -> ((8/3 / (9/4 - (6/7 * 7/3))) * 9/4)
[2100751] ['6/7', '7/3', '8/3', '9/5', '9/5'] -> ((8/3 / ((6/7 * 7/3) - 9/5)) * 9/5)
[2100755] ['6/7', '7/3', '8/3', '9/7', '9/8'] -> ((9/7 / (7/3 - (6/7 * 8/3))) / 9/8)
[2100779] ['6/7', '7/3', '8/5', '9/2', '9/4'] -> ((9/2 / (6/7 - (8/5 / 7/3))) - 9/4)
[2100788] ['6/7', '7/3', '8/5', '9/5', '9/7'] -> ((9/7 * 8/5) / (6/7 - (9/5 / 7/3)))
[2100793] ['6/7', '7/3', '8/7', '8/7', '8/7'] -> (8/7 / (7/3 - ((6/7 + 8/7) * 8/7)))
[2100795] ['6/7', '7/3', '8/7', '8/7', '9/2'] -> (((6/7 + 8/7) * (7/3 * 8/7)) * 9/2)
[2100800] ['6/7', '7/3', '8/7', '8/9', '8/9'] -> (8/9 / (((8/7 + 8/9) / 6/7) - 7/3))
[2100806] ['6/7', '7/3', '8/7', '9/2', '9/2'] -> ((((6/7 + 7/3) + 8/7) * 9/2) + 9/2)
[2100811] ['6/7', '7/3', '8/7', '9/4', '9/4'] -> ((8/7 / ((9/4 / 7/3) - 6/7)) * 9/4)
[2100815] ['6/7', '7/3', '8/7', '9/5', '9/5'] -> ((8/7 / (6/7 - (9/5 / 7/3))) * 9/5)
[2100821] ['6/7', '7/3', '8/9', '8/9', '8/9'] -> (((8/9 + 8/9) / (8/9 - 6/7)) / 7/3)
[2100842] ['6/7', '7/3', '9/2', '9/2', '9/2'] -> ((7/3 * ((6/7 * 9/2) + 9/2)) + 9/2)
[2100857] ['6/7', '7/3', '9/4', '9/4', '9/4'] -> (6/7 / ((9/4 / 9/4) - (9/4 / 7/3)))
[2100885] ['6/7', '7/4', '7/4', '7/4', '8/9'] -> (7/4 / ((7/4 / 6/7) - (7/4 / 8/9)))
[2100890] ['6/7', '7/4', '7/4', '7/4', '9/8'] -> (7/4 / ((7/4 / 6/7) - (7/4 * 9/8)))
[2100896] ['6/7', '7/4', '7/4', '7/5', '8/5'] -> ((7/4 * 8/5) / (7/4 - (7/5 / 6/7)))
[2100920] ['6/7', '7/4', '7/4', '7/8', '8/7'] -> (7/8 / (((7/4 / 6/7) / 8/7) - 7/4))
[2100922] ['6/7', '7/4', '7/4', '7/8', '9/2'] -> ((9/2 / 6/7) / (7/4 - (7/4 * 7/8)))
[2100928] ['6/7', '7/4', '7/4', '7/9', '8/3'] -> (8/3 / (((7/4 / 7/4) - 6/7) * 7/9))
[2100940] ['6/7', '7/4', '7/4', '8/3', '8/9'] -> ((8/3 / (7/4 + 7/4)) / (8/9 - 6/7))
[2100942] ['6/7', '7/4', '7/4', '8/3', '9/4'] -> ((8/3 / (7/4 - (6/7 * 7/4))) * 9/4)
[2100944] ['6/7', '7/4', '7/4', '8/3', '9/7'] -> ((8/3 / ((7/4 / 7/4) - 6/7)) * 9/7)
[2100946] ['6/7', '7/4', '7/4', '8/5', '8/5'] -> ((7/4 * 8/5) / ((8/5 / 6/7) - 7/4))
[2100956] ['6/7', '7/4', '7/4', '8/7', '9/2'] -> ((9/2 / 6/7) / (7/4 - (7/4 / 8/7)))
[2100961] ['6/7', '7/4', '7/4', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (7/4 / 7/4)))
[2100962] ['6/7', '7/4', '7/4', '8/9', '9/2'] -> ((9/2 / 6/7) / ((7/4 / 8/9) - 7/4))
[2100968] ['6/7', '7/4', '7/4', '9/2', '9/4'] -> (((6/7 * 7/4) + 9/2) * (7/4 + 9/4))
[2100976] ['6/7', '7/4', '7/4', '9/5', '9/5'] -> (((9/5 / 6/7) / 7/4) / (9/5 - 7/4))
[2100987] ['6/7', '7/4', '7/5', '7/5', '8/5'] -> ((7/5 + 7/5) / ((8/5 / 6/7) - 7/4))
[2100998] ['6/7', '7/4', '7/5', '7/6', '8/3'] -> (8/3 / ((7/6 / 6/7) - (7/4 / 7/5)))
[2100999] ['6/7', '7/4', '7/5', '7/6', '8/5'] -> (8/5 / ((6/7 - (7/5 / 7/4)) * 7/6))
[2101015] ['6/7', '7/4', '7/5', '7/8', '9/5'] -> (9/5 / ((7/4 * (7/5 - 6/7)) - 7/8))
[2101026] ['6/7', '7/4', '7/5', '7/9', '9/7'] -> (9/7 / (6/7 - (7/4 / (7/5 + 7/9))))
[2101028] ['6/7', '7/4', '7/5', '8/3', '8/3'] -> ((8/3 / ((6/7 * 7/4) - 7/5)) - 8/3)
[2101032] ['6/7', '7/4', '7/5', '8/3', '9/2'] -> ((7/5 * ((7/4 * 8/3) - 6/7)) * 9/2)
[2101040] ['6/7', '7/4', '7/5', '8/5', '9/2'] -> (((8/5 / (7/4 - 7/5)) / 6/7) * 9/2)
[2101048] ['6/7', '7/4', '7/5', '8/7', '9/4'] -> ((7/4 / (7/5 - (8/7 / 6/7))) - 9/4)
[2101055] ['6/7', '7/4', '7/5', '8/9', '9/5'] -> (9/5 / ((7/5 / 8/9) - (6/7 * 7/4)))
[2101076] ['6/7', '7/4', '7/6', '7/6', '8/3'] -> ((7/4 * 8/3) / ((7/6 / 6/7) - 7/6))
[2101078] ['6/7', '7/4', '7/6', '7/6', '8/7'] -> (((6/7 * 7/6) / 7/4) / (7/6 - 8/7))
[2101081] ['6/7', '7/4', '7/6', '7/6', '9/4'] -> ((7/4 + 9/4) / (7/6 - (6/7 * 7/6)))
[2101085] ['6/7', '7/4', '7/6', '7/8', '7/8'] -> (7/8 / ((7/4 * 7/6) * (7/8 - 6/7)))
[2101091] ['6/7', '7/4', '7/6', '7/8', '9/2'] -> (9/2 / (7/4 * (6/7 - (7/8 / 7/6))))
[2101115] ['6/7', '7/4', '7/6', '8/5', '8/5'] -> (8/5 / (7/6 * ((8/5 / 7/4) - 6/7)))
[2101116] ['6/7', '7/4', '7/6', '8/5', '8/7'] -> (8/7 / ((7/4 - (6/7 / 8/5)) - 7/6))
[2101119] ['6/7', '7/4', '7/6', '8/5', '9/4'] -> (9/4 / ((7/4 / 8/5) - (6/7 * 7/6)))
[2101131] ['6/7', '7/4', '7/6', '8/9', '9/2'] -> (9/2 / ((6/7 * 7/4) - (7/6 / 8/9)))
[2101161] ['6/7', '7/4', '7/8', '7/8', '9/8'] -> (9/8 / ((7/4 + 7/8) * (7/8 - 6/7)))
[2101162] ['6/7', '7/4', '7/8', '7/9', '7/9'] -> (7/9 / ((7/8 + (7/9 / 6/7)) - 7/4))
[2101165] ['6/7', '7/4', '7/8', '7/9', '8/7'] -> (((7/4 / (7/8 - 7/9)) / 6/7) * 8/7)
[2101166] ['6/7', '7/4', '7/8', '7/9', '8/9'] -> (((7/9 / (7/8 - 6/7)) / 7/4) - 8/9)
[2101174] ['6/7', '7/4', '7/8', '8/3', '8/7'] -> (8/7 / (((7/4 - 6/7) - 7/8) * 8/3))
[2101176] ['6/7', '7/4', '7/8', '8/3', '9/2'] -> (9/2 / (6/7 * (7/8 - (7/4 / 8/3))))
[2101177] ['6/7', '7/4', '7/8', '8/3', '9/4'] -> (9/4 / ((6/7 * 7/8) - (7/4 / 8/3)))
[2101184] ['6/7', '7/4', '7/8', '8/5', '9/2'] -> (9/2 / (6/7 * ((7/4 / 8/5) - 7/8)))
[2101197] ['6/7', '7/4', '7/8', '8/9', '9/2'] -> (((6/7 * 7/4) / (8/9 - 7/8)) / 9/2)
[2101211] ['6/7', '7/4', '7/8', '9/5', '9/5'] -> (9/5 / ((7/8 * 9/5) - (6/7 * 7/4)))
[2101227] ['6/7', '7/4', '7/9', '8/3', '8/3'] -> (8/3 / ((6/7 + 7/9) - (8/3 / 7/4)))
[2101231] ['6/7', '7/4', '7/9', '8/3', '9/2'] -> (((6/7 * 7/9) + (7/4 * 8/3)) * 9/2)
[2101266] ['6/7', '7/4', '7/9', '9/5', '9/5'] -> (((6/7 * 7/9) / (9/5 - 7/4)) * 9/5)
[2101274] ['6/7', '7/4', '8/3', '8/3', '8/7'] -> (((8/3 * 8/3) / 6/7) * (7/4 + 8/7))
[2101277] ['6/7', '7/4', '8/3', '8/3', '9/4'] -> ((((6/7 * 7/4) * 8/3) * 8/3) * 9/4)
[2101291] ['6/7', '7/4', '8/3', '8/7', '9/2'] -> (((8/3 / (8/7 - 6/7)) / 7/4) * 9/2)
[2101297] ['6/7', '7/4', '8/3', '8/9', '9/2'] -> (((6/7 * 7/4) * (8/3 + 8/9)) * 9/2)
[2101300] ['6/7', '7/4', '8/3', '8/9', '9/7'] -> ((6/7 / ((8/3 - 7/4) - 8/9)) / 9/7)
[2101303] ['6/7', '7/4', '8/3', '9/2', '9/4'] -> (((7/4 * (6/7 + 8/3)) + 9/2) * 9/4)
[2101305] ['6/7', '7/4', '8/3', '9/2', '9/7'] -> (9/7 / (6/7 * (7/4 - (9/2 / 8/3))))
[2101320] ['6/7', '7/4', '8/5', '8/5', '9/2'] -> (((7/4 * 8/5) * 8/5) * (6/7 + 9/2))
[2101329] ['6/7', '7/4', '8/5', '8/7', '9/5'] -> (((6/7 + 8/7) / (7/4 - 8/5)) * 9/5)
[2101343] ['6/7', '7/4', '8/5', '9/4', '9/4'] -> (9/4 / ((6/7 * 7/4) - (9/4 / 8/5)))
[2101345] ['6/7', '7/4', '8/5', '9/4', '9/7'] -> (9/7 / (6/7 - ((9/4 / 7/4) / 8/5)))
[2101375] ['6/7', '7/4', '8/7', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/7) - (6/7 * 7/4)))
[2101383] ['6/7', '7/4', '8/9', '8/9', '9/4'] -> (((8/9 / (8/9 - 6/7)) - 7/4) - 9/4)
[2101385] ['6/7', '7/4', '8/9', '8/9', '9/7'] -> ((6/7 / ((8/9 + 8/9) - 7/4)) / 9/7)
[2101387] ['6/7', '7/4', '8/9', '9/2', '9/2'] -> ((8/9 * ((6/7 * 7/4) + 9/2)) * 9/2)
[2101395] ['6/7', '7/4', '8/9', '9/4', '9/8'] -> (9/8 / (((7/4 / 6/7) / 8/9) - 9/4))
[2101399] ['6/7', '7/4', '8/9', '9/7', '9/7'] -> (9/7 / ((6/7 * 7/4) - (9/7 / 8/9)))
[2101402] ['6/7', '7/4', '9/2', '9/2', '9/2'] -> (6/7 + (((9/2 + 9/2) * 9/2) / 7/4))
[2101403] ['6/7', '7/4', '9/2', '9/2', '9/4'] -> (((6/7 * 7/4) + (9/2 * 9/2)) + 9/4)
[2101405] ['6/7', '7/4', '9/2', '9/2', '9/7'] -> ((9/2 * 9/2) + (7/4 * (6/7 + 9/7)))
[2101407] ['6/7', '7/4', '9/2', '9/4', '9/4'] -> (9/4 / (((7/4 * 9/4) / 6/7) - 9/2))
[2101409] ['6/7', '7/4', '9/2', '9/4', '9/7'] -> (9/7 / ((9/4 / 6/7) - (9/2 / 7/4)))
[2101426] ['6/7', '7/4', '9/4', '9/8', '9/8'] -> (9/8 / (((7/4 * 9/8) / 6/7) - 9/4))
[2101428] ['6/7', '7/4', '9/5', '9/5', '9/7'] -> (((6/7 * 9/5) / (9/5 - 7/4)) / 9/7)
[2101435] ['6/7', '7/4', '9/7', '9/8', '9/8'] -> (9/8 / (7/4 * ((9/8 / 6/7) - 9/7)))
[2101444] ['6/7', '7/5', '7/5', '7/5', '8/9'] -> (7/5 / ((7/5 / 6/7) - (7/5 / 8/9)))
[2101449] ['6/7', '7/5', '7/5', '7/5', '9/8'] -> (7/5 / ((7/5 / 6/7) - (7/5 * 9/8)))
[2101484] ['6/7', '7/5', '7/5', '8/3', '8/5'] -> (8/5 / ((8/3 - (6/7 * 7/5)) - 7/5))
[2101489] ['6/7', '7/5', '7/5', '8/3', '9/5'] -> ((8/3 / (7/5 - (6/7 * 7/5))) * 9/5)
[2101490] ['6/7', '7/5', '7/5', '8/3', '9/7'] -> ((8/3 / ((7/5 / 7/5) - 6/7)) * 9/7)
[2101492] ['6/7', '7/5', '7/5', '8/5', '8/5'] -> (8/5 / (7/5 - ((8/5 / 6/7) / 7/5)))
[2101495] ['6/7', '7/5', '7/5', '8/5', '9/2'] -> (((7/5 + 7/5) * 8/5) * (6/7 + 9/2))
[2101500] ['6/7', '7/5', '7/5', '8/7', '8/7'] -> ((7/5 * 8/7) / (7/5 - (8/7 / 6/7)))
[2101507] ['6/7', '7/5', '7/5', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (7/5 / 7/5)))
[2101515] ['6/7', '7/5', '7/5', '9/2', '9/5'] -> ((7/5 * (6/7 + 9/2)) * (7/5 + 9/5))
[2101520] ['6/7', '7/5', '7/5', '9/4', '9/7'] -> (9/7 / (6/7 - (9/4 / (7/5 + 7/5))))
[2101523] ['6/7', '7/5', '7/5', '9/5', '9/7'] -> ((6/7 * (7/5 + 9/5)) / (7/5 - 9/7))
[2101546] ['6/7', '7/5', '7/6', '7/8', '9/2'] -> (9/2 / ((7/8 / 6/7) - (7/6 / 7/5)))
[2101547] ['6/7', '7/5', '7/6', '7/8', '9/4'] -> ((7/8 / ((6/7 * 7/5) - 7/6)) - 9/4)
[2101553] ['6/7', '7/5', '7/6', '7/9', '8/5'] -> (8/5 / (6/7 * (7/6 - (7/5 * 7/9))))
[2101554] ['6/7', '7/5', '7/6', '7/9', '8/7'] -> (8/7 / (6/7 * ((7/6 / 7/5) - 7/9)))
[2101567] ['6/7', '7/5', '7/6', '8/3', '9/5'] -> (((8/3 / (7/5 - 7/6)) / 6/7) * 9/5)
[2101578] ['6/7', '7/5', '7/6', '8/7', '8/7'] -> (8/7 / (7/6 * (6/7 - (8/7 / 7/5))))
[2101587] ['6/7', '7/5', '7/6', '8/9', '9/4'] -> (((7/6 / (8/9 - 6/7)) / 7/5) - 9/4)
[2101588] ['6/7', '7/5', '7/6', '8/9', '9/5'] -> (9/5 / (6/7 * (7/5 - (7/6 / 8/9))))
[2101597] ['6/7', '7/5', '7/6', '9/4', '9/5'] -> (9/5 / (((6/7 * 7/5) - 7/6) * 9/4))
[2101598] ['6/7', '7/5', '7/6', '9/4', '9/7'] -> (9/7 / ((6/7 - (7/6 / 7/5)) * 9/4))
[2101609] ['6/7', '7/5', '7/8', '7/8', '8/5'] -> ((7/5 + 8/5) / (7/8 - (6/7 * 7/8)))
[2101625] ['6/7', '7/5', '7/8', '7/9', '9/7'] -> (9/7 / (6/7 - ((7/8 / 7/5) / 7/9)))
[2101628] ['6/7', '7/5', '7/8', '8/3', '8/5'] -> (8/5 / ((7/5 * (7/8 - 6/7)) * 8/3))
[2101640] ['6/7', '7/5', '7/8', '8/5', '9/4'] -> ((7/8 / ((7/5 / 6/7) - 8/5)) - 9/4)
[2101642] ['6/7', '7/5', '7/8', '8/5', '9/7'] -> (9/7 / ((7/8 - 6/7) * (7/5 + 8/5)))
[2101671] ['6/7', '7/5', '7/8', '9/8', '9/8'] -> (9/8 / (7/8 * (6/7 - (9/8 / 7/5))))
[2101673] ['6/7', '7/5', '7/9', '7/9', '8/3'] -> (8/3 / ((6/7 * 7/9) - (7/9 / 7/5)))
[2101674] ['6/7', '7/5', '7/9', '7/9', '8/5'] -> (8/5 / (7/5 - (6/7 * (7/9 + 7/9))))
[2101691] ['6/7', '7/5', '7/9', '8/5', '8/5'] -> (8/5 / ((8/5 / 6/7) - (7/5 / 7/9)))
[2101706] ['6/7', '7/5', '7/9', '8/9', '8/9'] -> (8/9 / (7/9 - ((8/9 / 6/7) / 7/5)))
[2101731] ['6/7', '7/5', '8/3', '8/3', '9/2'] -> ((((8/3 / 7/5) + 8/3) / 6/7) * 9/2)
[2101737] ['6/7', '7/5', '8/3', '8/5', '8/7'] -> (8/7 / (8/3 * ((7/5 / 8/5) - 6/7)))
[2101739] ['6/7', '7/5', '8/3', '8/5', '9/2'] -> ((8/3 * (6/7 + (8/5 / 7/5))) * 9/2)
[2101767] ['6/7', '7/5', '8/3', '9/5', '9/7'] -> ((9/7 * 8/3) / ((6/7 * 9/5) - 7/5))
[2101775] ['6/7', '7/5', '8/5', '8/5', '9/2'] -> ((7/5 * (8/5 + 8/5)) * (6/7 + 9/2))
[2101778] ['6/7', '7/5', '8/5', '8/5', '9/7'] -> ((6/7 * (8/5 + 8/5)) / (7/5 - 9/7))
[2101782] ['6/7', '7/5', '8/5', '8/7', '9/2'] -> (((6/7 * 8/5) / (7/5 - 8/7)) * 9/2)
[2101794] ['6/7', '7/5', '8/5', '9/2', '9/4'] -> (((9/2 / (8/5 - 7/5)) / 6/7) - 9/4)
[2101799] ['6/7', '7/5', '8/5', '9/4', '9/5'] -> (9/5 / (((7/5 / 6/7) - 8/5) * 9/4))
[2101802] ['6/7', '7/5', '8/5', '9/5', '9/5'] -> (9/5 / ((6/7 * 7/5) - (9/5 / 8/5)))
[2101803] ['6/7', '7/5', '8/5', '9/5', '9/7'] -> (9/7 / (6/7 - ((9/5 / 7/5) / 8/5)))
[2101805] ['6/7', '7/5', '8/5', '9/7', '9/7'] -> ((9/7 * 8/5) / (9/7 - (6/7 * 7/5)))
[2101807] ['6/7', '7/5', '8/5', '9/8', '9/8'] -> ((9/8 * 8/5) / ((6/7 * 7/5) - 9/8))
[2101818] ['6/7', '7/5', '8/7', '8/9', '9/5'] -> ((8/9 / (7/5 - (8/7 / 6/7))) * 9/5)
[2101832] ['6/7', '7/5', '8/7', '9/5', '9/8'] -> ((9/5 / (7/5 - (8/7 / 6/7))) / 9/8)
[2101835] ['6/7', '7/5', '8/7', '9/8', '9/8'] -> ((9/8 * 8/7) / (6/7 - (9/8 / 7/5)))
[2101856] ['6/7', '7/5', '8/9', '9/8', '9/8'] -> (9/8 / (((9/8 / 7/5) / 8/9) - 6/7))
[2101857] ['6/7', '7/5', '9/2', '9/2', '9/2'] -> (((9/2 / 6/7) / 7/5) + (9/2 * 9/2))
[2101861] ['6/7', '7/5', '9/2', '9/2', '9/8'] -> (((9/2 + 9/2) / 7/5) / (9/8 - 6/7))
[2101868] ['6/7', '7/5', '9/2', '9/5', '9/8'] -> ((9/2 / (9/5 - (7/5 / 6/7))) / 9/8)
[2101876] ['6/7', '7/5', '9/4', '9/5', '9/5'] -> (9/5 / (((9/4 / 6/7) / 7/5) - 9/5))
[2101891] ['6/7', '7/5', '9/8', '9/8', '9/8'] -> (9/8 / (((9/8 * 9/8) / 7/5) - 6/7))
[2101898] ['6/7', '7/6', '7/6', '7/6', '8/9'] -> (7/6 / ((7/6 / 6/7) - (7/6 / 8/9)))
[2101916] ['6/7', '7/6', '7/6', '7/9', '8/3'] -> (8/3 / (((7/6 / 7/6) - 6/7) * 7/9))
[2101918] ['6/7', '7/6', '7/6', '7/9', '8/7'] -> (((6/7 * 7/9) / 7/6) / (7/6 - 8/7))
[2101928] ['6/7', '7/6', '7/6', '8/3', '8/9'] -> ((8/3 / 7/6) / (6/7 - (8/9 / 7/6)))
[2101929] ['6/7', '7/6', '7/6', '8/3', '9/2'] -> (((6/7 * (7/6 + 7/6)) * 8/3) * 9/2)
[2101932] ['6/7', '7/6', '7/6', '8/3', '9/7'] -> ((8/3 / ((7/6 / 7/6) - 6/7)) * 9/7)
[2101947] ['6/7', '7/6', '7/6', '8/7', '9/7'] -> (((6/7 / (7/6 - 8/7)) / 7/6) / 9/7)
[2101950] ['6/7', '7/6', '7/6', '8/9', '9/2'] -> ((8/9 / (7/6 - (6/7 * 7/6))) * 9/2)
[2101959] ['6/7', '7/6', '7/6', '9/2', '9/8'] -> ((9/2 / (7/6 - (6/7 * 7/6))) / 9/8)
[2101970] ['6/7', '7/6', '7/8', '7/8', '7/8'] -> ((7/8 / (7/6 + 7/8)) / (7/8 - 6/7))
[2101977] ['6/7', '7/6', '7/8', '7/8', '9/4'] -> (9/4 / ((6/7 - (7/8 / 7/6)) * 7/8))
[2101982] ['6/7', '7/6', '7/8', '7/9', '8/3'] -> (8/3 / ((6/7 * 7/6) - (7/9 / 7/8)))
[2101985] ['6/7', '7/6', '7/8', '7/9', '8/9'] -> (8/9 / (7/6 * ((7/9 / 7/8) - 6/7)))
[2101986] ['6/7', '7/6', '7/8', '7/9', '9/2'] -> ((7/9 / (7/6 - (7/8 / 6/7))) * 9/2)
[2101989] ['6/7', '7/6', '7/8', '7/9', '9/7'] -> ((6/7 / (7/9 - (7/8 / 7/6))) / 9/7)
[2101994] ['6/7', '7/6', '7/8', '8/3', '8/9'] -> ((8/3 / (6/7 - (7/8 / 7/6))) - 8/9)
[2101996] ['6/7', '7/6', '7/8', '8/3', '9/4'] -> (((8/3 / (7/6 - 7/8)) / 6/7) * 9/4)
[2101999] ['6/7', '7/6', '7/8', '8/3', '9/8'] -> ((9/8 * 8/3) / ((6/7 * 7/6) - 7/8))
[2102011] ['6/7', '7/6', '7/8', '8/7', '9/4'] -> ((8/7 / (6/7 - (7/8 / 7/6))) * 9/4)
[2102022] ['6/7', '7/6', '7/8', '9/2', '9/4'] -> (9/4 / ((7/6 * (7/8 - 6/7)) * 9/2))
[2102024] ['6/7', '7/6', '7/8', '9/2', '9/7'] -> ((9/2 / (7/6 - (7/8 / 6/7))) / 9/7)
[2102028] ['6/7', '7/6', '7/8', '9/4', '9/7'] -> (9/7 / ((6/7 * (9/4 - 7/6)) - 7/8))
[2102029] ['6/7', '7/6', '7/8', '9/4', '9/8'] -> (9/8 / ((7/6 * (7/8 - 6/7)) * 9/4))
[2102030] ['6/7', '7/6', '7/8', '9/5', '9/5'] -> (9/5 / (((6/7 * 7/6) + 7/8) - 9/5))
[2102048] ['6/7', '7/6', '7/9', '8/3', '8/7'] -> (8/7 / (((7/6 - 6/7) * 8/3) - 7/9))
[2102050] ['6/7', '7/6', '7/9', '8/3', '9/2'] -> ((8/3 / (7/6 - (6/7 * 7/9))) * 9/2)
[2102063] ['6/7', '7/6', '7/9', '8/7', '8/7'] -> (8/7 / (7/6 * (8/7 - (6/7 / 7/9))))
[2102064] ['6/7', '7/6', '7/9', '8/7', '8/9'] -> (8/9 / (7/6 * ((7/9 * 8/7) - 6/7)))
[2102076] ['6/7', '7/6', '7/9', '9/2', '9/2'] -> ((7/6 + (7/9 * (6/7 + 9/2))) * 9/2)
[2102100] ['6/7', '7/6', '8/3', '8/5', '8/5'] -> (8/5 / ((8/3 - (6/7 * 7/6)) - 8/5))
[2102113] ['6/7', '7/6', '8/3', '8/7', '9/7'] -> ((9/7 * 8/3) / (8/7 - (6/7 * 7/6)))
[2102135] ['6/7', '7/6', '8/3', '9/8', '9/8'] -> ((9/8 * 8/3) / (9/8 - (6/7 * 7/6)))
[2102154] ['6/7', '7/6', '8/5', '8/9', '9/5'] -> (((8/5 / (8/9 - 6/7)) / 7/6) / 9/5)
[2102172] ['6/7', '7/6', '8/7', '8/7', '8/7'] -> ((8/7 / (6/7 + 8/7)) / (7/6 - 8/7))
[2102173] ['6/7', '7/6', '8/7', '8/7', '8/9'] -> ((8/7 + 8/7) / (6/7 - (8/9 / 7/6)))
[2102180] ['6/7', '7/6', '8/7', '8/9', '9/2'] -> ((8/9 / ((8/7 / 6/7) - 7/6)) * 9/2)
[2102183] ['6/7', '7/6', '8/7', '8/9', '9/7'] -> (((8/7 / (8/9 - 6/7)) / 7/6) / 9/7)
[2102185] ['6/7', '7/6', '8/7', '9/2', '9/2'] -> ((((6/7 + 8/7) + 9/2) - 7/6) * 9/2)
[2102189] ['6/7', '7/6', '8/7', '9/2', '9/8'] -> ((9/2 / ((8/7 / 6/7) - 7/6)) / 9/8)
[2102228] ['6/7', '7/6', '9/2', '9/4', '9/7'] -> (9/7 / (((6/7 + 7/6) * 9/4) - 9/2))
[2102253] ['6/7', '7/6', '9/7', '9/7', '9/8'] -> ((9/7 + 9/7) / ((9/8 / 7/6) - 6/7))
[2102255] ['6/7', '7/6', '9/8', '9/8', '9/8'] -> (6/7 / ((9/8 / 9/8) - (9/8 / 7/6)))
[2102261] ['6/7', '7/8', '7/8', '7/8', '8/9'] -> (7/8 / ((7/8 / 6/7) - (7/8 / 8/9)))
[2102263] ['6/7', '7/8', '7/8', '7/8', '9/4'] -> ((9/4 / 6/7) / (7/8 - (7/8 * 7/8)))
[2102266] ['6/7', '7/8', '7/8', '7/8', '9/8'] -> (7/8 / ((7/8 / 6/7) - (7/8 * 9/8)))
[2102268] ['6/7', '7/8', '7/8', '7/9', '8/3'] -> (8/3 / (((7/8 / 7/8) - 6/7) * 7/9))
[2102271] ['6/7', '7/8', '7/8', '7/9', '8/9'] -> ((7/8 * 8/9) / ((7/9 / 6/7) - 7/8))
[2102272] ['6/7', '7/8', '7/8', '7/9', '9/2'] -> ((7/9 / ((7/8 / 6/7) - 7/8)) * 9/2)
[2102280] ['6/7', '7/8', '7/8', '8/3', '8/9'] -> ((8/3 / (7/8 - (6/7 * 7/8))) / 8/9)
[2102284] ['6/7', '7/8', '7/8', '8/3', '9/7'] -> ((8/3 / ((7/8 / 7/8) - 6/7)) * 9/7)
[2102285] ['6/7', '7/8', '7/8', '8/3', '9/8'] -> ((8/3 / (7/8 - (6/7 * 7/8))) * 9/8)
[2102297] ['6/7', '7/8', '7/8', '8/7', '9/4'] -> ((9/4 / 6/7) / (7/8 - (7/8 / 8/7)))
[2102301] ['6/7', '7/8', '7/8', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (7/8 / 7/8)))
[2102310] ['6/7', '7/8', '7/8', '9/2', '9/7'] -> ((9/2 / ((7/8 / 6/7) - 7/8)) / 9/7)
[2102335] ['6/7', '7/8', '7/9', '8/3', '8/9'] -> (8/9 / (((7/8 - 6/7) * 7/9) * 8/3))
[2102346] ['6/7', '7/8', '7/9', '8/5', '9/5'] -> (9/5 / (((8/5 - 7/8) / 7/9) - 6/7))
[2102350] ['6/7', '7/8', '7/9', '8/7', '8/9'] -> (8/9 / (((7/9 / 6/7) - 7/8) * 8/7))
[2102358] ['6/7', '7/8', '7/9', '8/9', '9/4'] -> (((8/9 / (7/8 - 7/9)) / 6/7) * 9/4)
[2102370] ['6/7', '7/8', '7/9', '9/4', '9/8'] -> (((9/4 / (7/8 - 7/9)) / 6/7) / 9/8)
[2102379] ['6/7', '7/8', '8/3', '8/3', '8/7'] -> (8/7 / ((7/8 * 8/3) - (6/7 * 8/3)))
[2102391] ['6/7', '7/8', '8/3', '8/5', '9/5'] -> (9/5 / ((7/8 + (8/5 / 6/7)) - 8/3))
[2102396] ['6/7', '7/8', '8/3', '8/7', '9/2'] -> ((((6/7 + 8/3) + 8/7) / 7/8) * 9/2)
[2102397] ['6/7', '7/8', '8/3', '8/7', '9/4'] -> (((8/3 / (8/7 - 6/7)) / 7/8) * 9/4)
[2102400] ['6/7', '7/8', '8/3', '8/7', '9/8'] -> ((9/8 * 8/3) / (7/8 - (6/7 / 8/7)))
[2102405] ['6/7', '7/8', '8/3', '8/9', '9/7'] -> ((9/7 * 8/9) / ((7/8 - 6/7) * 8/3))
[2102412] ['6/7', '7/8', '8/3', '9/4', '9/4'] -> (9/4 / ((9/4 / 8/3) - (6/7 * 7/8)))
[2102416] ['6/7', '7/8', '8/3', '9/5', '9/5'] -> (9/5 / ((6/7 * 7/8) - (9/5 / 8/3)))
[2102432] ['6/7', '7/8', '8/5', '8/7', '9/2'] -> ((6/7 / (7/8 - (8/7 / 8/5))) * 9/2)
[2102434] ['6/7', '7/8', '8/5', '8/7', '9/5'] -> (9/5 / (7/8 - (8/5 / (6/7 + 8/7))))
[2102455] ['6/7', '7/8', '8/5', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/5) - (6/7 * 7/8)))
[2102456] ['6/7', '7/8', '8/5', '9/7', '9/8'] -> (9/8 / (7/8 * (6/7 - (9/7 / 8/5))))
