[1755806] ['3/5', '3/8', '5/3', '7/8', '8/5'] -> 8/5 / (7/8 / 3/8 - 3/5 - 5/3)
[1842681] ['3/8', '3/8', '5/2', '5/9', '7/5'] -> 7/5 / (3/8 * 5/9 - 3/8 / 5/2)
[1842683] ['3/8', '3/8', '5/2', '5/9', '7/8'] -> (5/2 / ((3/8 * /9) * 7/8) - 3/8))
[1842686] ['3/8', '3/8', '5/2', '5/9', '8/5'] -> 5/2 / (3/8 - 3/8 * 5/9) * 8/5
[1842689] ['3/8', '3/8', '5/2', '5/9', '9/2'] -> 5/2 / (3/8 * /9) + 9/2 / 3/8
[1842706] ['3/8', '3/8', '5/2', '6/5', '8/9'] -> 5/2 * 6/5 / 3/8 / 3/8 / 8/9
[1842737] ['3/8', '3/8', '5/2', '7/2', '8/5'] -> (5/2 + 7/2 - 3/8) / 3/8 * 8/5
[1842751] ['3/8', '3/8', '5/2', '7/3', '8/3'] -> (5/2 + 3/8 * 7/3) / 3/8 * 8/3
[1842752] ['3/8', '3/8', '5/2', '7/3', '8/5'] -> 8/5 / (3/8 / 3/8 - 7/3 / 5/2)
[1842759] ['3/8', '3/8', '5/2', '7/3', '9/8'] -> (3/8 + 9/8) / 3/8 / (5/2 - 7/3)
[1842769] ['3/8', '3/8', '5/2', '7/4', '9/2'] -> (5/2 - 7/4) / 3/8 / 3/8 * 9/2
[1842781] ['3/8', '3/8', '5/2', '7/5', '8/9'] -> 5/2 * 7/5 / 3/8 / 3/8 - 8/9
[1842791] ['3/8', '3/8', '5/2', '7/6', '8/5'] -> 5/2 / (7/6 - 3/8 / 3/8) * 8/5
[1842794] ['3/8', '3/8', '5/2', '7/6', '9/2'] -> (9/2 / ((3/8 * /8) * 5/2) - 7/6))
[1842801] ['3/8', '3/8', '5/2', '7/8', '8/3'] -> (5/2 / 3/8 + 7/8 / 3/8) * 8/3
[1842807] ['3/8', '3/8', '5/2', '7/8', '9/5'] -> 5/2 / ((7/8 - 3/8) * /8) * 9/5
[1842809] ['3/8', '3/8', '5/2', '7/8', '9/8'] -> (3/8 + 9/8) / (3/8 * 5/2 - 7/8)
[1842813] ['3/8', '3/8', '5/2', '7/9', '8/7'] -> 5/2 / (3/8 * /8 * /9) + 8/7
[1842821] ['3/8', '3/8', '5/2', '8/3', '8/5'] -> 8/5 / (8/3 / 5/2 - 3/8 / 3/8)
[1842823] ['3/8', '3/8', '5/2', '8/3', '8/9'] -> (5/2 / 3/8 + 8/3) / 3/8 - 8/9
[1842824] ['3/8', '3/8', '5/2', '8/3', '9/2'] -> 9/2 / (5/2 / 8/3 - 3/8 - 3/8)
[1842828] ['3/8', '3/8', '5/2', '8/3', '9/8'] -> (3/8 + 9/8) / 3/8 / (8/3 - 5/2)
[1842832] ['3/8', '3/8', '5/2', '8/5', '9/2'] -> 5/2 * 8/5 / (3/8 + 3/8) * 9/2
[1842834] ['3/8', '3/8', '5/2', '8/5', '9/5'] -> 5/2 * 8/5 / (3/8 - 3/8 / 9/5)
[1842848] ['3/8', '3/8', '5/2', '8/9', '9/7'] -> (5/2 / (3/8 * /8) + 8/9) * 9/7
[1842859] ['3/8', '3/8', '5/2', '9/5', '9/5'] -> 9/5 / ((3/8 + 3/8) * 5/2 - 9/5)
[1842864] ['3/8', '3/8', '5/2', '9/8', '9/8'] -> 9/8 / (9/8 - 3/8 * (3/8 + 5/2))
[1842870] ['3/8', '3/8', '5/3', '5/3', '5/9'] -> (5/3 / (3/8 * 5/3) - (5/9 / 3/8)))
[1842876] ['3/8', '3/8', '5/3', '5/3', '7/5'] -> (5/3 + 7/5 / 3/8) * 5/3 / 3/8
[1842881] ['3/8', '3/8', '5/3', '5/3', '8/5'] -> 5/3 / (5/3 - 8/5) - 3/8 / 3/8
[1842888] ['3/8', '3/8', '5/3', '5/3', '9/8'] -> 5/3 / ((3/8 - (3/8 / 9/8)) * /3
)[1842892] ['3/8', '3/8', '5/3', '5/4', '5/8'] -> (3/8 + 5/8) / (5/3 - 3/8 - 5/4)
[1842893] ['3/8', '3/8', '5/3', '5/4', '5/9'] -> (5/3 + 5/4 / 3/8) / 3/8 / 5/9
[1842898] ['3/8', '3/8', '5/3', '5/4', '7/4'] -> (3/8 + 3/8 + 5/4) / (7/4 - 5/3)
[1842903] ['3/8', '3/8', '5/3', '5/4', '8/3'] -> 3/8 * 8/3 / (5/3 - 3/8 - 5/4)
[1842908] ['3/8', '3/8', '5/3', '5/4', '9/4'] -> 9/4 / (3/8 - 3/8 * 5/4 / 5/3)
[1842912] ['3/8', '3/8', '5/3', '5/6', '5/6'] -> 5/3 / (((5/6 - 3/8) - 3/8) * /6
)[1842916] ['3/8', '3/8', '5/3', '5/6', '6/5'] -> 5/3 * 6/5 / (5/6 - 3/8 - 3/8)
[1842918] ['3/8', '3/8', '5/3', '5/6', '7/2'] -> 7/2 / (3/8 * 5/3 * 5/6 - 3/8)
[1842919] ['3/8', '3/8', '5/3', '5/6', '7/3'] -> (5/3 + 7/3) / (3/8 / 3/8 - 5/6)
[1842924] ['3/8', '3/8', '5/3', '5/6', '7/9'] -> (5/3 / (5/6 * 3/8) - (3/8 * 7/9)))
[1842925] ['3/8', '3/8', '5/3', '5/6', '8/3'] -> 5/3 / (3/8 - 3/8 * 5/6) - 8/3
[1842929] ['3/8', '3/8', '5/3', '5/6', '9/2'] -> 9/2 / (3/8 - 3/8 * 5/6 / 5/3)
[1842931] ['3/8', '3/8', '5/3', '5/6', '9/5'] -> 9/5 / (3/8 / (5/3 - 5/6) - 3/8)
[1842932] ['3/8', '3/8', '5/3', '5/6', '9/7'] -> (5/3 / (5/6 * 3/8) - (3/8 / 9/7)))
[1842933] ['3/8', '3/8', '5/3', '5/6', '9/8'] -> (9/8 / (3/8 * (5/6 / 5/3)) - 3/8))
[1842948] ['3/8', '3/8', '5/3', '5/7', '8/7'] -> 8/7 / (3/8 / 3/8 + 5/7 - 5/3)
[1842969] ['3/8', '3/8', '5/3', '5/8', '8/9'] -> (5/3 / (5/8 * (3/8 / 3/8)) - 8/9))
[1842971] ['3/8', '3/8', '5/3', '5/8', '9/4'] -> 9/4 / ((3/8 - 3/8 / 5/3) * 5/8)
[1842972] ['3/8', '3/8', '5/3', '5/8', '9/5'] -> 5/3 * 9/5 / (3/8 + 3/8 - 5/8)
[1842975] ['3/8', '3/8', '5/3', '5/9', '5/9'] -> (5/3 / 3/8 + 5/9) / 3/8 / 5/9
[1842976] ['3/8', '3/8', '5/3', '5/9', '6/5'] -> 6/5 / (3/8 / 5/9 - 3/8 * 5/3)
[1842988] ['3/8', '3/8', '5/3', '5/9', '8/9'] -> 5/3 / (((3/8 * /8) * /9) * /9
)[1842991] ['3/8', '3/8', '5/3', '5/9', '9/5'] -> (5/3 / 3/8 + 5/9) / 3/8 * 9/5
[1842994] ['3/8', '3/8', '5/3', '6/5', '6/5'] -> 6/5 / ((3/8 + 3/8) * 5/3 - 6/5)
[1842996] ['3/8', '3/8', '5/3', '6/5', '7/2'] -> 7/2 / (3/8 * 5/3 / 6/5 - 3/8)
[1843002] ['3/8', '3/8', '5/3', '6/5', '7/9'] -> 5/3 * 6/5 / (3/8 - 3/8 * 7/9)
[1843003] ['3/8', '3/8', '5/3', '6/5', '8/3'] -> 5/3 / (3/8 - 3/8 / 6/5) - 8/3
[1843004] ['3/8', '3/8', '5/3', '6/5', '8/5'] -> 8/5 / (5/3 - 6/5 / (3/8 + 3/8))
[1843007] ['3/8', '3/8', '5/3', '6/5', '9/2'] -> 9/2 / (3/8 - 3/8 / (5/3 * /5)
)[1843010] ['3/8', '3/8', '5/3', '6/5', '9/7'] -> 5/3 * 6/5 / (3/8 - 3/8 / 9/7)
[1843020] ['3/8', '3/8', '5/3', '6/7', '8/3'] -> 5/3 / (3/8 / 6/7 - 3/8) - 8/3
[1843024] ['3/8', '3/8', '5/3', '6/7', '9/2'] -> 9/2 / (3/8 * 5/3 - 3/8 / 6/7)
[1843035] ['3/8', '3/8', '5/3', '7/2', '7/9'] -> 7/2 / (3/8 * /8) - 5/3 + 7/9
[1843048] ['3/8', '3/8', '5/3', '7/3', '7/6'] -> (5/3 + 7/3) / (7/6 - 3/8 / 3/8)
[1843051] ['3/8', '3/8', '5/3', '7/3', '8/3'] -> 8/3 / (7/3 - 5/3 / (3/8 + 3/8))
[1843057] ['3/8', '3/8', '5/3', '7/3', '9/5'] -> (5/3 + 7/3) / (3/8 - 3/8 / 9/5)
[1843065] ['3/8', '3/8', '5/3', '7/4', '8/3'] -> (3/8 + 3/8) * 8/3 / (7/4 - 5/3)
[1843067] ['3/8', '3/8', '5/3', '7/4', '8/7'] -> 8/7 / (3/8 / 3/8 - 5/3 / 7/4)
[1843098] ['3/8', '3/8', '5/3', '7/6', '9/8'] -> (9/8 / (3/8 * (5/3 - 3/8)) - 7/6))
[1843108] ['3/8', '3/8', '5/3', '7/8', '9/7'] -> 9/7 / (7/8 / (3/8 + 5/3) - 3/8)
[1843110] ['3/8', '3/8', '5/3', '7/9', '7/9'] -> 7/9 / (7/9 / 3/8 - 3/8 - 5/3)
[1843112] ['3/8', '3/8', '5/3', '7/9', '8/5'] -> 8/5 / (3/8 * 7/9 - 3/8 / 5/3)
[1843119] ['3/8', '3/8', '5/3', '7/9', '9/8'] -> 9/8 / (3/8 / (5/3 - 7/9) - 3/8)
[1843124] ['3/8', '3/8', '5/3', '8/3', '9/2'] -> (3/8 / 3/8 + 5/3 + 8/3) * 9/2
[1843126] ['3/8', '3/8', '5/3', '8/3', '9/5'] -> (3/8 + 5/3 * 9/5) * 8/3 / 3/8
[1843131] ['3/8', '3/8', '5/3', '8/5', '8/9'] -> 5/3 * 8/5 / (3/8 / 3/8 - 8/9)
[1843133] ['3/8', '3/8', '5/3', '8/5', '9/4'] -> 8/5 / (3/8 - 3/8 / 5/3) * 9/4
[1843145] ['3/8', '3/8', '5/3', '8/9', '9/2'] -> (5/3 + 3/8 * 8/9) / 3/8 * 9/2
[1843147] ['3/8', '3/8', '5/3', '8/9', '9/5'] -> 5/3 / (3/8 * /8 * /9) * 9/5
[1843150] ['3/8', '3/8', '5/3', '9/2', '9/2'] -> (3/8 / 3/8 + 5/3) * (9/2 + 9/2)
[1843154] ['3/8', '3/8', '5/3', '9/2', '9/8'] -> (3/8 + 9/2) / 3/8 / (5/3 - 9/8)
[1843159] ['3/8', '3/8', '5/3', '9/5', '9/5'] -> (9/5 + 9/5) / (3/8 - 3/8 / 5/3)
[1843162] ['3/8', '3/8', '5/3', '9/7', '9/7'] -> (9/7 / ((3/8 * /8) * 5/3) - 9/7))
[1843169] ['3/8', '3/8', '5/4', '5/4', '5/9'] -> 5/4 / (((3/8 * 5/4) - 3/8) * /9
)[1843176] ['3/8', '3/8', '5/4', '5/4', '7/6'] -> (3/8 + 3/8 + 5/4) / (5/4 - 7/6)
[1843177] ['3/8', '3/8', '5/4', '5/4', '7/8'] -> (5/4 + 5/4 + 7/8) / 3/8 / 3/8
[1843182] ['3/8', '3/8', '5/4', '5/4', '8/9'] -> (5/4 / (5/4 * 3/8) - (3/8 * 8/9)))
[1843184] ['3/8', '3/8', '5/4', '5/4', '9/4'] -> 9/4 / ((3/8 - (3/8 / 5/4)) * /4
)[1843185] ['3/8', '3/8', '5/4', '5/4', '9/5'] -> 5/4 * 9/5 / (3/8 * 5/4 - 3/8)
[1843187] ['3/8', '3/8', '5/4', '5/4', '9/8'] -> 5/4 / ((3/8 - (3/8 / 9/8)) * /4
)[1843188] ['3/8', '3/8', '5/4', '5/6', '5/6'] -> 5/4 / ((3/8 - (3/8 * 5/6)) * /6
)[1843193] ['3/8', '3/8', '5/4', '5/6', '6/7'] -> (5/4 / (5/6 * (3/8 / 6/7)) - 3/8))
[1843198] ['3/8', '3/8', '5/4', '5/6', '7/6'] -> (5/4 / (5/6 * (3/8 * 7/6)) - 3/8))
[1843200] ['3/8', '3/8', '5/4', '5/6', '7/9'] -> (5/6 / (5/4 * (7/9 - 3/8)) - 3/8))
[1843201] ['3/8', '3/8', '5/4', '5/6', '8/3'] -> 3/8 * 8/3 / (5/4 - 3/8 - 5/6)
[1843202] ['3/8', '3/8', '5/4', '5/6', '8/5'] -> 5/4 * 8/5 / (5/6 - 3/8 - 3/8)
[1843205] ['3/8', '3/8', '5/4', '5/6', '9/2'] -> 9/2 / (3/8 * 5/4 / 5/6 - 3/8)
[1843226] ['3/8', '3/8', '5/4', '5/7', '9/2'] -> 9/2 / (5/4 * (3/8 / 5/7 - 3/8))
[1843229] ['3/8', '3/8', '5/4', '5/7', '9/7'] -> 9/7 / ((3/8 - 3/8 / 5/4) * 5/7)
[1843231] ['3/8', '3/8', '5/4', '5/8', '5/8'] -> 3/8 / ((5/4 - 5/8) * 5/8 - 3/8)
[1843237] ['3/8', '3/8', '5/4', '5/8', '7/4'] -> (5/4 + 7/4) / (3/8 + 3/8 - 5/8)
[1843241] ['3/8', '3/8', '5/4', '5/8', '7/9'] -> (5/4 / (5/8 * 3/8) - (3/8 * 7/9)))
[1843242] ['3/8', '3/8', '5/4', '5/8', '8/3'] -> (5/4 / 3/8 + 8/3) / (5/8 - 3/8)
[1843243] ['3/8', '3/8', '5/4', '5/8', '8/5'] -> (3/8 / (5/8 * (3/8 + 5/4)) - 8/5))
[1843247] ['3/8', '3/8', '5/4', '5/8', '9/4'] -> (9/4 / (3/8 * (5/4 - 3/8)) - 5/8))
[1843249] ['3/8', '3/8', '5/4', '5/8', '9/7'] -> (5/4 / (5/8 * 3/8) - (3/8 / 9/7)))
[1843271] ['3/8', '3/8', '5/4', '6/5', '6/7'] -> 5/4 * 6/5 / (3/8 / 6/7 - 3/8)
[1843276] ['3/8', '3/8', '5/4', '6/5', '7/6'] -> 5/4 * 6/5 / (3/8 * 7/6 - 3/8)
[1843280] ['3/8', '3/8', '5/4', '6/5', '8/5'] -> (3/8 + 3/8) * 8/5 / (5/4 - 6/5)
[1843283] ['3/8', '3/8', '5/4', '6/5', '9/2'] -> 9/2 / (3/8 * 5/4 * 6/5 - 3/8)
[1843288] ['3/8', '3/8', '5/4', '6/7', '6/7'] -> 6/7 / ((6/7 - 3/8) / 3/8 - 5/4)
[1843294] ['3/8', '3/8', '5/4', '6/7', '7/8'] -> 3/8 / (((5/4 - 3/8) - 6/7) * /8
)[1843298] ['3/8', '3/8', '5/4', '6/7', '8/7'] -> 3/8 * 8/7 / (5/4 - 3/8 - 6/7)
[1843310] ['3/8', '3/8', '5/4', '7/2', '7/8'] -> 3/8 / ((3/8 - (5/4 / 7/2)) * /8
)[1843314] ['3/8', '3/8', '5/4', '7/2', '8/7'] -> 3/8 * 8/7 / (3/8 - 5/4 / 7/2)
[1843320] ['3/8', '3/8', '5/4', '7/2', '9/8'] -> (3/8 + 9/8) / (3/8 * 7/2 - 5/4)
[1843330] ['3/8', '3/8', '5/4', '7/3', '8/9'] -> 7/3 / (3/8 * 5/4 - 3/8) - 8/9
[1843340] ['3/8', '3/8', '5/4', '7/4', '7/9'] -> 7/4 / (((3/8 * 5/4) - 3/8) * /9
)[1843344] ['3/8', '3/8', '5/4', '7/4', '8/9'] -> (5/4 + 7/4) / 3/8 / 3/8 / 8/9
[1843348] ['3/8', '3/8', '5/4', '7/4', '9/7'] -> 7/4 / (3/8 * 5/4 - 3/8) * 9/7
[1843353] ['3/8', '3/8', '5/4', '7/5', '7/9'] -> 7/5 / ((3/8 - (3/8 / 5/4)) * /9
)[1843358] ['3/8', '3/8', '5/4', '7/5', '9/2'] -> 9/2 / (5/4 * (3/8 * 7/5 - 3/8))
[1843361] ['3/8', '3/8', '5/4', '7/5', '9/7'] -> 7/5 / (3/8 - 3/8 / 5/4) * 9/7
[1843366] ['3/8', '3/8', '5/4', '7/6', '8/3'] -> (3/8 + 3/8) * 8/3 / (5/4 - 7/6)
[1843367] ['3/8', '3/8', '5/4', '7/6', '8/5'] -> 8/5 / (3/8 / 3/8 - 7/6 / 5/4)
[1843377] ['3/8', '3/8', '5/4', '7/8', '8/3'] -> 5/4 / (3/8 - 3/8 * 7/8) - 8/3
[1843381] ['3/8', '3/8', '5/4', '7/8', '9/2'] -> (7/8 / (3/8 * 3/8) - (5/4 / 9/2)))
[1843382] ['3/8', '3/8', '5/4', '7/8', '9/4'] -> 9/4 / (5/4 * 7/8 - 3/8 / 3/8)
[1843383] ['3/8', '3/8', '5/4', '7/8', '9/5'] -> 9/5 / (7/8 - 3/8 / (3/8 * /4)
)[1843384] ['3/8', '3/8', '5/4', '7/8', '9/7'] -> (3/8 + 3/8) / 7/8 / (9/7 - 5/4)
[1843388] ['3/8', '3/8', '5/4', '7/9', '8/5'] -> 5/4 / (3/8 - 3/8 * 7/9) * 8/5
[1843399] ['3/8', '3/8', '5/4', '8/3', '8/9'] -> 5/4 * 8/3 / (8/9 - 3/8 - 3/8)
[1843407] ['3/8', '3/8', '5/4', '8/5', '8/9'] -> 8/5 / ((3/8 - (3/8 / 5/4)) * /9
)[1843408] ['3/8', '3/8', '5/4', '8/5', '9/2'] -> 9/2 / (3/8 - 3/8 / (5/4 * /5)
)[1843411] ['3/8', '3/8', '5/4', '8/5', '9/7'] -> 5/4 * 8/5 / (3/8 - 3/8 / 9/7)
[1843412] ['3/8', '3/8', '5/4', '8/5', '9/8'] -> 8/5 / (3/8 - 3/8 / 5/4) * 9/8
[1843416] ['3/8', '3/8', '5/4', '8/7', '9/4'] -> 9/4 / (5/4 / 8/7 - 3/8 / 3/8)
[1843420] ['3/8', '3/8', '5/4', '8/9', '8/9'] -> 3/8 * 8/9 / (3/8 + 8/9 - 5/4)
[1843438] ['3/8', '3/8', '5/4', '9/7', '9/7'] -> (3/8 + 3/8 * 9/7) / (9/7 - 5/4)
[1843444] ['3/8', '3/8', '5/6', '5/6', '5/9'] -> 5/6 / ((3/8 - (3/8 * 5/6)) * /9
)[1843447] ['3/8', '3/8', '5/6', '5/6', '7/2'] -> 7/2 / (5/6 - 3/8 * 5/6 - 3/8)
[1843451] ['3/8', '3/8', '5/6', '5/6', '7/6'] -> (5/6 + 7/6) / (5/6 - 3/8 - 3/8)
[1843455] ['3/8', '3/8', '5/6', '5/6', '8/5'] -> 8/5 / ((3/8 + 3/8) / 5/6 - 5/6)
[1843457] ['3/8', '3/8', '5/6', '5/6', '8/9'] -> (5/6 / (5/6 * 3/8) - (3/8 * 8/9)))
[1843460] ['3/8', '3/8', '5/6', '5/6', '9/5'] -> 5/6 * 9/5 / (3/8 - 3/8 * 5/6)
[1843462] ['3/8', '3/8', '5/6', '5/6', '9/8'] -> 5/6 / ((3/8 - (3/8 / 9/8)) * /6
)[1843463] ['3/8', '3/8', '5/6', '5/7', '5/7'] -> (5/7 / (5/6 * (3/8 + 3/8)) - 5/7))
[1843476] ['3/8', '3/8', '5/6', '5/7', '8/5'] -> 8/5 / (3/8 + 3/8 / 5/7 - 5/6)
[1843481] ['3/8', '3/8', '5/6', '5/7', '9/5'] -> 9/5 / (3/8 / 5/7 - 3/8 / 5/6)
[1843503] ['3/8', '3/8', '5/6', '5/8', '9/8'] -> 9/8 / ((3/8 / 5/6 - 3/8) * 5/8)
[1843505] ['3/8', '3/8', '5/6', '5/9', '6/5'] -> (5/6 / (5/9 * 3/8) - (3/8 / 6/5)))
[1843506] ['3/8', '3/8', '5/6', '5/9', '6/7'] -> (5/6 / (5/9 * (3/8 / 6/7)) - 3/8))
[1843507] ['3/8', '3/8', '5/6', '5/9', '7/2'] -> 7/2 / (3/8 * (5/6 + 5/9) - 3/8)
[1843511] ['3/8', '3/8', '5/6', '5/9', '7/6'] -> (5/6 / (5/9 * (3/8 * 7/6)) - 3/8))
[1843512] ['3/8', '3/8', '5/6', '5/9', '7/8'] -> (7/8 / (3/8 * (3/8 + 5/9)) - 5/6))
[1843513] ['3/8', '3/8', '5/6', '5/9', '7/9'] -> (5/9 / (5/6 * (7/9 - 3/8)) - 3/8))
[1843518] ['3/8', '3/8', '5/6', '5/9', '9/2'] -> 9/2 / (3/8 * 5/6 / 5/9 - 3/8)
[1843519] ['3/8', '3/8', '5/6', '5/9', '9/4'] -> 5/6 / (3/8 * /8 * /9) * 9/4
[1843525] ['3/8', '3/8', '5/6', '6/5', '7/2'] -> 7/2 / (5/6 - 3/8 / 6/5 - 3/8)
[1843526] ['3/8', '3/8', '5/6', '6/5', '7/3'] -> (5/6 - 7/3) / (3/8 / 6/5 - 3/8)
[1843533] ['3/8', '3/8', '5/6', '6/5', '8/5'] -> 8/5 / ((3/8 + 3/8) * 6/5 - 5/6)
[1843535] ['3/8', '3/8', '5/6', '6/5', '8/9'] -> 5/6 * 6/5 / (3/8 - 3/8 * 8/9)
[1843540] ['3/8', '3/8', '5/6', '6/5', '9/8'] -> 5/6 * 6/5 / (3/8 - 3/8 / 9/8)
[1843541] ['3/8', '3/8', '5/6', '6/7', '6/7'] -> 6/7 / (3/8 + 3/8 - 5/6 * 6/7)
[1843543] ['3/8', '3/8', '5/6', '6/7', '7/3'] -> 6/7 / (5/6 - 3/8 - 3/8) * 7/3
[1843555] ['3/8', '3/8', '5/6', '6/7', '9/5'] -> 5/6 / (3/8 / 6/7 - 3/8) * 9/5
[1843556] ['3/8', '3/8', '5/6', '6/7', '9/7'] -> 9/7 / ((3/8 - 3/8 * 5/6) * 6/7)
[1843559] ['3/8', '3/8', '5/6', '7/2', '7/3'] -> 7/2 / ((3/8 - (3/8 * 5/6)) * /3
)[1843560] ['3/8', '3/8', '5/6', '7/2', '7/4'] -> 7/2 / (((5/6 - 3/8) - 3/8) * /4
)[1843563] ['3/8', '3/8', '5/6', '7/2', '7/8'] -> 7/2 / (((3/8 / 3/8) - 5/6) * /8
)[1843567] ['3/8', '3/8', '5/6', '7/2', '8/7'] -> 7/2 / (3/8 / 3/8 - 5/6) * 8/7
[1843568] ['3/8', '3/8', '5/6', '7/2', '8/9'] -> (5/6 - 7/2) / (8/9 - 3/8 / 3/8)
[1843569] ['3/8', '3/8', '5/6', '7/2', '9/2'] -> (3/8 / 3/8 + 5/6 + 7/2) * 9/2
[1843578] ['3/8', '3/8', '5/6', '7/3', '7/8'] -> 3/8 / ((3/8 - (5/6 / 7/3)) * /8
)[1843580] ['3/8', '3/8', '5/6', '7/3', '8/3'] -> 3/8 * 8/3 / (3/8 * 7/3 - 5/6)
[1843582] ['3/8', '3/8', '5/6', '7/3', '8/7'] -> 3/8 * 8/7 / (3/8 - 5/6 / 7/3)
[1843584] ['3/8', '3/8', '5/6', '7/3', '9/2'] -> 9/2 / (3/8 * (7/3 - 5/6) - 3/8)
[1843585] ['3/8', '3/8', '5/6', '7/3', '9/4'] -> (7/3 - 5/6) / 3/8 / 3/8 * 9/4
[1843591] ['3/8', '3/8', '5/6', '7/4', '7/6'] -> 7/4 / ((3/8 - (3/8 * 5/6)) * /6
)[1843596] ['3/8', '3/8', '5/6', '7/4', '8/7'] -> 7/4 / (5/6 - 3/8 - 3/8) * 8/7
[1843606] ['3/8', '3/8', '5/6', '7/5', '7/9'] -> 7/5 / (((3/8 / 5/6) - 3/8) * /9
)[1843613] ['3/8', '3/8', '5/6', '7/5', '9/5'] -> 9/5 / (3/8 * 7/5 - 3/8 / 5/6)
[1843619] ['3/8', '3/8', '5/6', '7/6', '8/3'] -> 3/8 * 8/3 / (3/8 + 5/6 - 7/6)
[1843625] ['3/8', '3/8', '5/6', '7/6', '9/5'] -> 5/6 / (3/8 * 7/6 - 3/8) * 9/5
[1843627] ['3/8', '3/8', '5/6', '7/6', '9/8'] -> (9/8 / ((3/8 * /8) * 7/6) - 5/6))
[1843630] ['3/8', '3/8', '5/6', '7/8', '8/3'] -> 8/3 / (7/8 / 3/8 - 5/6 / 3/8)
[1843632] ['3/8', '3/8', '5/6', '7/8', '8/7'] -> 8/7 / (3/8 / 3/8 - 5/6 / 7/8)
[1843634] ['3/8', '3/8', '5/6', '7/8', '9/2'] -> 9/2 / (7/8 - 3/8 * 5/6 - 3/8)
[1843641] ['3/8', '3/8', '5/6', '7/9', '8/5'] -> 8/5 / (3/8 / 3/8 - 7/9 / 5/6)
[1843652] ['3/8', '3/8', '5/6', '8/3', '8/9'] -> (5/6 + 8/3) / 3/8 / 3/8 - 8/9
[1843657] ['3/8', '3/8', '5/6', '8/3', '9/8'] -> (3/8 + 9/8) / (3/8 - 5/6 / 8/3)
[1843658] ['3/8', '3/8', '5/6', '8/5', '8/5'] -> 8/5 / (3/8 - 3/8 * 5/6) - 8/5
[1843660] ['3/8', '3/8', '5/6', '8/5', '8/9'] -> 8/5 / (((3/8 / 5/6) - 3/8) * /9
)[1843662] ['3/8', '3/8', '5/6', '8/5', '9/4'] -> 9/4 / (3/8 - 3/8 / (5/6 * /5)
)[1843665] ['3/8', '3/8', '5/6', '8/5', '9/8'] -> 8/5 / (3/8 / 5/6 - 3/8) * 9/8
[1843666] ['3/8', '3/8', '5/6', '8/7', '8/7'] -> 8/7 / (3/8 / 3/8 - 5/6 * 8/7)
[1843675] ['3/8', '3/8', '5/6', '8/9', '9/4'] -> 8/9 / (5/6 - 3/8 - 3/8) * 9/4
[1843680] ['3/8', '3/8', '5/6', '9/2', '9/4'] -> 9/2 / (((5/6 - 3/8) - 3/8) * /4
)[1843683] ['3/8', '3/8', '5/6', '9/2', '9/8'] -> 9/2 / (((3/8 / 3/8) - 5/6) * /8
)[1843685] ['3/8', '3/8', '5/6', '9/4', '9/5'] -> 5/6 * 9/4 / 3/8 / 3/8 * 9/5
[1843697] ['3/8', '3/8', '5/7', '5/7', '6/5'] -> 5/7 * 6/5 / (3/8 + 3/8 - 5/7)
[1843704] ['3/8', '3/8', '5/7', '5/7', '7/8'] -> 5/7 / ((5/7 - 3/8) / 3/8 - 7/8)
[1843709] ['3/8', '3/8', '5/7', '5/7', '8/9'] -> (5/7 / (5/7 * 3/8) - (3/8 * 8/9)))
[1843711] ['3/8', '3/8', '5/7', '5/7', '9/4'] -> 5/7 / (3/8 + 5/7 / 3/8 - 9/4)
[1843714] ['3/8', '3/8', '5/7', '5/7', '9/8'] -> (5/7 / (5/7 * 3/8) - (3/8 / 9/8)))
[1843730] ['3/8', '3/8', '5/7', '5/8', '9/2'] -> (9/2 / (3/8 * (5/8 / 5/7)) - 3/8))
[1843731] ['3/8', '3/8', '5/7', '5/8', '9/4'] -> 9/4 / ((3/8 / 5/7 - 3/8) * 5/8)
[1843732] ['3/8', '3/8', '5/7', '5/8', '9/5'] -> 9/5 / (3/8 / 5/8 - 3/8 / 5/7)
[1843733] ['3/8', '3/8', '5/7', '5/8', '9/7'] -> 9/7 / (3/8 * 5/7 / 5/8 - 3/8)
[1843734] ['3/8', '3/8', '5/7', '5/8', '9/8'] -> 9/8 / (3/8 - 3/8 * 5/8 / 5/7)
[1843737] ['3/8', '3/8', '5/7', '5/9', '6/7'] -> (5/7 / (5/9 * 3/8) - (3/8 * 6/7)))
[1843742] ['3/8', '3/8', '5/7', '5/9', '7/6'] -> (5/7 / (5/9 * 3/8) - (3/8 / 7/6)))
[1843743] ['3/8', '3/8', '5/7', '5/9', '7/8'] -> (5/7 / (5/9 * (3/8 / 7/8)) - 3/8))
[1843747] ['3/8', '3/8', '5/7', '5/9', '8/7'] -> (5/7 / (5/9 * (3/8 * 8/7)) - 3/8))
[1843759] ['3/8', '3/8', '5/7', '6/5', '7/5'] -> 6/5 / (((3/8 + 3/8) - 5/7) * /5
)[1843769] ['3/8', '3/8', '5/7', '6/5', '9/5'] -> 9/5 / (3/8 / 5/7 - 3/8 * 6/5)
[1843782] ['3/8', '3/8', '5/7', '6/7', '8/7'] -> 8/7 / ((5/7 - 3/8) / 3/8 - 6/7)
[1843787] ['3/8', '3/8', '5/7', '6/7', '9/7'] -> 9/7 / (3/8 * 6/7 - 3/8 * 5/7)
