[1570497] ['2/9', '3/7', '3/7', '3/8', '8/7'] -> (3/7 + 8/7) / (3/7 * (3/8 - 2/9))
[1623282] ['3/2', '3/2', '7/3', '7/3', '7/6'] -> 7/3 / (7/3 - 3/2 * 3/2) / 7/6
[1623289] ['3/2', '3/2', '7/3', '7/3', '9/2'] -> 3/2 + 3/2 + (7/3 + 7/3) * 9/2
[1623293] ['3/2', '3/2', '7/3', '7/3', '9/8'] -> (3/2 + 3/2) / (9/8 - 7/3 / 7/3)
[1623297] ['3/2', '3/2', '7/3', '7/4', '7/8'] -> 7/4 / (7/3 - 3/2 * 3/2) / 7/8
[1623299] ['3/2', '3/2', '7/3', '7/4', '8/3'] -> 3/2 * 8/3 / (3/2 - 7/3 / 7/4)
[1623301] ['3/2', '3/2', '7/3', '7/4', '8/7'] -> 7/4 / (7/3 - 3/2 * 3/2) * 8/7
[1623312] ['3/2', '3/2', '7/3', '7/5', '8/3'] -> 3/2 * 8/3 / (7/3 / 7/5 - 3/2)
[1623313] ['3/2', '3/2', '7/3', '7/5', '8/5'] -> 8/5 / (3/2 / 3/2 + 7/5 - 7/3)
[1623322] ['3/2', '3/2', '7/3', '7/6', '7/8'] -> 7/6 / (7/3 / 3/2 - 3/2) / 7/8
[1623326] ['3/2', '3/2', '7/3', '7/6', '8/7'] -> 7/6 / (7/3 / 3/2 - 3/2) * 8/7
[1623334] ['3/2', '3/2', '7/3', '7/8', '7/9'] -> 7/3 / (3/2 / 3/2 - 7/8) / 7/9
[1623336] ['3/2', '3/2', '7/3', '7/8', '8/5'] -> 8/5 / (3/2 / (3/2 - 7/8) - 7/3)
[1623338] ['3/2', '3/2', '7/3', '7/8', '8/9'] -> 7/3 / 7/8 / (3/2 / 3/2 - 8/9)
[1623339] ['3/2', '3/2', '7/3', '7/8', '9/2'] -> 3/2 * 7/3 / 7/8 * (3/2 + 9/2)
[1623342] ['3/2', '3/2', '7/3', '7/8', '9/7'] -> 7/3 * 9/7 / (3/2 / 3/2 - 7/8)
[1623348] ['3/2', '3/2', '7/3', '7/9', '8/9'] -> 3/2 * 8/9 / (7/3 - 3/2 - 7/9)
[1623355] ['3/2', '3/2', '7/3', '8/3', '8/5'] -> (3/2 + 3/2) * (7/3 + 8/3) * 8/5
[1623361] ['3/2', '3/2', '7/3', '8/3', '9/7'] -> (3/2 + 3/2) * 7/3 * 8/3 * 9/7
[1623363] ['3/2', '3/2', '7/3', '8/5', '8/5'] -> 8/5 / 3/2 / (8/5 - 7/3 / 3/2)
[1623366] ['3/2', '3/2', '7/3', '8/5', '9/2'] -> (3/2 / 3/2 + 7/3) * 8/5 * 9/2
[1623372] ['3/2', '3/2', '7/3', '8/7', '8/9'] -> 7/3 * 8/7 / (3/2 / 3/2 - 8/9)
[1623373] ['3/2', '3/2', '7/3', '8/7', '9/2'] -> 3/2 * 7/3 * 8/7 * (3/2 + 9/2)
[1623378] ['3/2', '3/2', '7/3', '8/9', '8/9'] -> 3/2 * 8/9 / (3/2 + 8/9 - 7/3)
[1623383] ['3/2', '3/2', '7/3', '8/9', '9/8'] -> 3/2 / (3/2 + 8/9 - 7/3) / 9/8
[1623391] ['3/2', '3/2', '7/3', '9/4', '9/7'] -> 9/7 / (3/2 - 3/2 * 9/4 / 7/3)
[1623397] ['3/2', '3/2', '7/3', '9/7', '9/8'] -> 7/3 * 9/7 / (9/8 - 3/2 / 3/2)
[1623406] ['3/2', '3/2', '7/4', '7/4', '8/7'] -> 3/2 / (7/4 - 3/2 * 8/7) / 7/4
[1623409] ['3/2', '3/2', '7/4', '7/4', '9/4'] -> 3/2 * (7/4 + 9/4) / (7/4 - 3/2)
[1623412] ['3/2', '3/2', '7/4', '7/4', '9/8'] -> (3/2 + 3/2) / (9/8 - 7/4 / 7/4)
[1623418] ['3/2', '3/2', '7/4', '7/5', '8/5'] -> (3/2 + 3/2 * 7/5) / (7/4 - 8/5)
[1623421] ['3/2', '3/2', '7/4', '7/5', '9/2'] -> (3/2 + 9/2) / (3/2 - 7/4 / 7/5)
[1623422] ['3/2', '3/2', '7/4', '7/5', '9/4'] -> 3/2 * 7/4 / (3/2 - 7/5) - 9/4
[1623447] ['3/2', '3/2', '7/4', '7/8', '9/7'] -> 9/7 / 3/2 / (7/4 - 3/2 / 7/8)
[1623448] ['3/2', '3/2', '7/4', '7/8', '9/8'] -> 9/8 / 3/2 / (7/4 * 7/8 - 3/2)
[1623468] ['3/2', '3/2', '7/4', '8/5', '8/5'] -> 3/2 * 3/2 * 8/5 / (7/4 - 8/5)
[1623481] ['3/2', '3/2', '7/4', '8/7', '9/7'] -> 9/7 / 3/2 / (7/4 - 3/2 * 8/7)
[1623482] ['3/2', '3/2', '7/4', '8/7', '9/8'] -> 9/8 / 3/2 / (7/4 / 8/7 - 3/2)
[1623483] ['3/2', '3/2', '7/4', '8/9', '8/9'] -> 3/2 * 8/9 / (7/4 * 8/9 - 3/2)
[1623488] ['3/2', '3/2', '7/4', '8/9', '9/8'] -> 3/2 / (7/4 * 8/9 - 3/2) / 9/8
[1623491] ['3/2', '3/2', '7/4', '9/2', '9/5'] -> 3/2 / (9/5 - 7/4) - (3/2 + 9/2)
[1623503] ['3/2', '3/2', '7/4', '9/8', '9/8'] -> 3/2 / (7/4 / 9/8 - 3/2) / 9/8
[1623509] ['3/2', '3/2', '7/5', '7/5', '8/5'] -> 3/2 / (7/5 / 7/5 - 3/2 / 8/5)
[1623528] ['3/2', '3/2', '7/5', '7/6', '9/8'] -> 3/2 / 7/6 / (9/8 - 3/2 / 7/5)
[1623551] ['3/2', '3/2', '7/5', '8/3', '8/5'] -> (3/2 + 3/2) * 8/3 * (7/5 + 8/5)
[1623564] ['3/2', '3/2', '7/5', '8/5', '9/5'] -> (3/2 + 3/2 + 9/5) / (8/5 - 7/5)
[1623566] ['3/2', '3/2', '7/5', '8/5', '9/8'] -> (7/5 + 8/5) / (9/8 - 3/2 / 3/2)
[1623567] ['3/2', '3/2', '7/5', '8/7', '8/7'] -> 3/2 * 8/7 / (8/7 - 3/2 / 7/5)
[1623577] ['3/2', '3/2', '7/5', '8/9', '9/5'] -> 3/2 * 8/9 / (3/2 - 7/5) * 9/5
[1623589] ['3/2', '3/2', '7/5', '9/5', '9/5'] -> (9/5 + 9/5) / (3/2 - 7/5) / 3/2
[1623591] ['3/2', '3/2', '7/5', '9/5', '9/8'] -> 3/2 * 9/5 / (3/2 - 7/5) / 9/8
[1623596] ['3/2', '3/2', '7/6', '7/6', '7/8'] -> (3/2 + 3/2) / (7/6 / 7/6 - 7/8)
[1623601] ['3/2', '3/2', '7/6', '7/6', '8/9'] -> (3/2 + 7/6) / (8/9 - 7/6 / 3/2)
[1623602] ['3/2', '3/2', '7/6', '7/6', '9/2'] -> (3/2 + 3/2 + 7/6 + 7/6) * 9/2
[1623606] ['3/2', '3/2', '7/6', '7/6', '9/8'] -> (3/2 + 3/2) / (9/8 - 7/6 / 7/6)
[1623607] ['3/2', '3/2', '7/6', '7/8', '7/8'] -> (3/2 + 3/2) / (7/8 - 7/8 / 7/6)
[1623609] ['3/2', '3/2', '7/6', '7/8', '8/3'] -> 3/2 * 8/3 / (3/2 - 7/6 / 7/8)
[1623613] ['3/2', '3/2', '7/6', '7/8', '9/2'] -> 9/2 / ((3/2 - 3/2 / 7/6) * 7/8)
[1623630] ['3/2', '3/2', '7/6', '8/3', '8/7'] -> 3/2 * 8/3 / (3/2 - 7/6 * 8/7)
[1623631] ['3/2', '3/2', '7/6', '8/3', '8/9'] -> 3/2 * 8/3 / (3/2 * 8/9 - 7/6)
[1623636] ['3/2', '3/2', '7/6', '8/3', '9/8'] -> 3/2 * 8/3 / (3/2 / 9/8 - 7/6)
[1623637] ['3/2', '3/2', '7/6', '8/5', '8/5'] -> 3/2 * 8/5 / (7/6 - 8/5 / 3/2)
[1623647] ['3/2', '3/2', '7/6', '8/7', '9/2'] -> 8/7 / (3/2 - 3/2 / 7/6) * 9/2
[1623650] ['3/2', '3/2', '7/6', '8/7', '9/7'] -> 9/7 / 3/2 / 3/2 / (7/6 - 8/7)
[1623651] ['3/2', '3/2', '7/6', '8/7', '9/8'] -> 3/2 / (3/2 + 9/8) / (7/6 - 8/7)
[1623652] ['3/2', '3/2', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * 8/9 - 3/2 / 3/2)
[1623656] ['3/2', '3/2', '7/6', '8/9', '9/7'] -> 9/7 / (3/2 - 3/2 / 7/6 / 8/9)
[1623661] ['3/2', '3/2', '7/6', '9/2', '9/7'] -> (3/2 + 9/2) / 7/6 / (3/2 - 9/7)
[1623662] ['3/2', '3/2', '7/6', '9/2', '9/8'] -> 9/2 / (7/6 - 3/2 / 3/2) / 9/8
[1623667] ['3/2', '3/2', '7/6', '9/5', '9/5'] -> 9/5 / (9/5 - 3/2 * 7/6) / 3/2
[1623672] ['3/2', '3/2', '7/6', '9/8', '9/8'] -> 9/8 / (7/6 - 9/8) - 3/2 - 3/2
[1623673] ['3/2', '3/2', '7/8', '7/8', '7/8'] -> (3/2 + 3/2) / (7/8 / 7/8 - 7/8)
[1623677] ['3/2', '3/2', '7/8', '7/8', '8/7'] -> (3/2 + 3/2) / (7/8 * 8/7 - 7/8)
[1623680] ['3/2', '3/2', '7/8', '7/8', '9/4'] -> 3/2 / (9/4 - 3/2 * 7/8 - 7/8)
[1623684] ['3/2', '3/2', '7/8', '7/9', '7/9'] -> (3/2 + 3/2) * 7/9 / (7/8 - 7/9)
[1623685] ['3/2', '3/2', '7/8', '7/9', '8/3'] -> 8/3 / (3/2 / 3/2 - 7/9 / 7/8)
[1623689] ['3/2', '3/2', '7/8', '7/9', '9/2'] -> 9/2 / (3/2 * 7/8 / 7/9 - 3/2)
[1623691] ['3/2', '3/2', '7/8', '7/9', '9/5'] -> (3/2 + 3/2 / 9/5) / (7/8 - 7/9)
[1623692] ['3/2', '3/2', '7/8', '7/9', '9/7'] -> (3/2 + 3/2) / (7/8 - 7/9) / 9/7
[1623696] ['3/2', '3/2', '7/8', '8/3', '8/7'] -> 8/7 / (8/3 / 7/8 - 3/2 - 3/2)
[1623698] ['3/2', '3/2', '7/8', '8/3', '9/2'] -> (3/2 + 3/2 + 7/8 * 8/3) * 9/2
[1623703] ['3/2', '3/2', '7/8', '8/5', '8/5'] -> 3/2 * 8/5 / (3/2 - 7/8 * 8/5)
[1623707] ['3/2', '3/2', '7/8', '8/5', '9/4'] -> 9/4 / 3/2 / (3/2 / 8/5 - 7/8)
[1623724] ['3/2', '3/2', '7/8', '9/2', '9/2'] -> (3/2 + 3/2) / (9/2 / 9/2 - 7/8)
[1623738] ['3/2', '3/2', '7/8', '9/8', '9/8'] -> (3/2 + 3/2) / (9/8 / 9/8 - 7/8)
[1623748] ['3/2', '3/2', '7/9', '7/9', '9/8'] -> 3/2 / (7/9 + 7/9 - 3/2) / 9/8
[1623751] ['3/2', '3/2', '7/9', '8/3', '8/7'] -> 8/3 / 7/9 / (8/7 - 3/2 / 3/2)
[1623753] ['3/2', '3/2', '7/9', '8/3', '9/2'] -> (3/2 * 7/9 + 3/2 + 8/3) * 9/2
[1623756] ['3/2', '3/2', '7/9', '8/3', '9/7'] -> 3/2 * 8/3 / 7/9 / (3/2 - 9/7)
[1623758] ['3/2', '3/2', '7/9', '8/5', '8/5'] -> 8/5 / (7/9 - 8/5 / 3/2 / 3/2)
[1623768] ['3/2', '3/2', '7/9', '8/7', '9/2'] -> 9/2 / (3/2 / 7/9 / 8/7 - 3/2)
[1623773] ['3/2', '3/2', '7/9', '8/9', '8/9'] -> (3/2 + 3/2) * 8/9 / (8/9 - 7/9)
[1623774] ['3/2', '3/2', '7/9', '8/9', '9/2'] -> 9/2 / (3/2 - 3/2 * 7/9 / 8/9)
[1623777] ['3/2', '3/2', '7/9', '8/9', '9/7'] -> (3/2 + 3/2 / 9/7) / (8/9 - 7/9)
[1623778] ['3/2', '3/2', '7/9', '8/9', '9/8'] -> (3/2 + 3/2) / (8/9 - 7/9) / 9/8
[1623780] ['3/2', '3/2', '7/9', '9/2', '9/4'] -> (3/2 + 9/2) / (7/9 * 9/4 - 3/2)
[1623783] ['3/2', '3/2', '7/9', '9/2', '9/8'] -> 9/2 / (3/2 - 3/2 * 7/9 * 9/8)
[1623784] ['3/2', '3/2', '7/9', '9/4', '9/4'] -> 3/2 / (3/2 + 7/9 - 9/4) / 9/4
[1623787] ['3/2', '3/2', '7/9', '9/4', '9/8'] -> 3/2 / 9/4 / (7/9 - 9/8 / 3/2)
[1623790] ['3/2', '3/2', '7/9', '9/5', '9/8'] -> 3/2 / (3/2 / 9/5 - 7/9) / 9/8
[1623800] ['3/2', '3/2', '8/3', '8/3', '9/5'] -> 8/3 * (3/2 + (3/2 + 8/3) * 9/5)
[1623811] ['3/2', '3/2', '8/3', '8/7', '8/7'] -> 8/7 / (8/3 * 8/7 - 3/2 - 3/2)
[1623813] ['3/2', '3/2', '8/3', '8/7', '9/2'] -> (3/2 + 3/2 + 8/3 / 8/7) * 9/2
[1623820] ['3/2', '3/2', '8/3', '8/9', '9/4'] -> (3/2 + 3/2) * (8/3 + 8/9) * 9/4
[1623823] ['3/2', '3/2', '8/3', '8/9', '9/8'] -> 8/3 / 8/9 / (9/8 - 3/2 / 3/2)
[1623832] ['3/2', '3/2', '8/3', '9/4', '9/8'] -> 3/2 * 8/3 * 9/4 / (3/2 - 9/8)
[1623833] ['3/2', '3/2', '8/3', '9/5', '9/5'] -> 3/2 * 8/3 * 9/5 / (9/5 - 3/2)
[1623836] ['3/2', '3/2', '8/3', '9/7', '9/7'] -> 3/2 * 8/3 * 9/7 / (3/2 - 9/7)
[1623838] ['3/2', '3/2', '8/3', '9/8', '9/8'] -> 8/3 * 9/8 / (9/8 - 3/2 / 3/2)
[1623839] ['3/2', '3/2', '8/5', '8/5', '8/5'] -> 3/2 / (8/5 / 8/5 - 3/2 / 8/5)
[1623840] ['3/2', '3/2', '8/5', '8/5', '8/7'] -> 3/2 * 8/5 / (3/2 - 8/5 / 8/7)
[1623857] ['3/2', '3/2', '8/5', '8/9', '9/5'] -> 3/2 * 8/9 / (8/5 - 3/2) * 9/5
[1623858] ['3/2', '3/2', '8/5', '8/9', '9/7'] -> 3/2 / (3/2 / 8/5 - 8/9) / 9/7
[1623861] ['3/2', '3/2', '8/5', '9/2', '9/4'] -> 9/2 / (3/2 + 3/2 / 8/5 - 9/4)
[1623864] ['3/2', '3/2', '8/5', '9/2', '9/8'] -> 9/2 / (3/2 / 8/5 - 9/8 / 3/2)
[1623868] ['3/2', '3/2', '8/5', '9/4', '9/8'] -> (3/2 + 9/8) / (8/5 - 3/2) - 9/4
[1623871] ['3/2', '3/2', '8/5', '9/5', '9/8'] -> 3/2 * 9/5 / (8/5 - 3/2) / 9/8
[1623874] ['3/2', '3/2', '8/5', '9/8', '9/8'] -> 3/2 / (9/8 / 9/8 - 3/2 / 8/5)
[1623877] ['3/2', '3/2', '8/7', '8/7', '9/2'] -> 8/7 * 9/2 / (3/2 * 8/7 - 3/2)
[1623880] ['3/2', '3/2', '8/7', '8/7', '9/7'] -> (3/2 + 3/2) * 8/7 / (9/7 - 8/7)
[1623891] ['3/2', '3/2', '8/7', '9/2', '9/7'] -> 9/2 / (3/2 * 9/7 / 8/7 - 3/2)
[1623893] ['3/2', '3/2', '8/7', '9/4', '9/4'] -> (9/4 + 9/4) / (3/2 - 3/2 / 8/7)
[1623900] ['3/2', '3/2', '8/7', '9/7', '9/7'] -> (3/2 + 3/2 * 9/7) / (9/7 - 8/7)
[1623906] ['3/2', '3/2', '8/9', '8/9', '9/5'] -> 3/2 * 8/9 / (8/9 - 3/2 / 9/5)
[1623908] ['3/2', '3/2', '8/9', '8/9', '9/8'] -> (3/2 + 3/2) / (9/8 - 8/9 / 8/9)
[1623909] ['3/2', '3/2', '8/9', '9/2', '9/2'] -> (3/2 + 3/2) * 8/9 * (9/2 + 9/2)
[1623914] ['3/2', '3/2', '8/9', '9/4', '9/4'] -> (9/4 + 9/4) / (3/2 / 8/9 - 3/2)
[1623918] ['3/2', '3/2', '8/9', '9/5', '9/5'] -> 3/2 * 9/5 / (9/5 - 3/2 / 8/9)
[1623920] ['3/2', '3/2', '8/9', '9/5', '9/8'] -> 3/2 / (8/9 - 3/2 / 9/5) / 9/8
[1623923] ['3/2', '3/2', '8/9', '9/8', '9/8'] -> (3/2 + 3/2) / (9/8 - 8/9 * 9/8)
[1623925] ['3/2', '3/2', '9/2', '9/2', '9/4'] -> 9/2 * (3/2 + 9/2 - 3/2 / 9/4)
[1623926] ['3/2', '3/2', '9/2', '9/2', '9/5'] -> (3/2 + 9/2) * (3/2 + 9/2 / 9/5)
[1623929] ['3/2', '3/2', '9/2', '9/4', '9/4'] -> 9/2 / ((9/4 - 3/2) * 9/4 - 3/2)
[1623931] ['3/2', '3/2', '9/2', '9/4', '9/7'] -> (3/2 + 9/2) / (9/4 / 9/7 - 3/2)
[1623933] ['3/2', '3/2', '9/2', '9/5', '9/5'] -> (9/2 + 3/2 * 9/5) / (9/5 - 3/2)
[1623938] ['3/2', '3/2', '9/2', '9/8', '9/8'] -> 9/2 / (3/2 - 3/2 / 9/8) / 9/8
[1623943] ['3/2', '3/2', '9/4', '9/5', '9/5'] -> 9/5 / (3/2 * 9/4 - 3/2 - 9/5)
[1623958] ['3/2', '3/2', '9/8', '9/8', '9/8'] -> (3/2 + 3/2) / (9/8 - 9/8 / 9/8)
[1623962] ['3/2', '3/4', '3/4', '3/4', '3/8'] -> 3/2 / (3/4 * 3/4 - 3/8 / 3/4)
[1623964] ['3/2', '3/4', '3/4', '3/4', '4/5'] -> 3/2 / (3/4 / 3/4 - 3/4 / 4/5)
[1623970] ['3/2', '3/4', '3/4', '3/4', '5/6'] -> 3/2 / (3/4 * 5/6 - 3/4 * 3/4)
[1623974] ['3/2', '3/4', '3/4', '3/4', '6/5'] -> 3/2 / (3/4 / 6/5 - 3/4 * 3/4)
[1623980] ['3/2', '3/4', '3/4', '3/4', '7/6'] -> 3/4 / (7/6 - 3/2 * 3/4) / 3/4
[1623982] ['3/2', '3/4', '3/4', '3/4', '7/9'] -> 3/4 / (7/9 - 3/4) / 3/2 / 3/4
[1623984] ['3/2', '3/4', '3/4', '3/4', '8/5'] -> 3/4 / (3/4 / 3/2 - 3/4 / 8/5)
[1623985] ['3/2', '3/4', '3/4', '3/4', '8/7'] -> (3/2 + 3/4) / (3/4 - 3/4 / 8/7)
[1623988] ['3/2', '3/4', '3/4', '3/4', '9/4'] -> 9/4 / (3/2 * 3/4 * 3/4 - 3/4)
[1623994] ['3/2', '3/4', '3/4', '3/5', '3/8'] -> 3/2 / (3/8 / 3/5 - 3/4 * 3/4)
[1623995] ['3/2', '3/4', '3/4', '3/5', '4/3'] -> 3/2 / 3/4 / (4/3 - 3/4 / 3/5)
[1624000] ['3/2', '3/4', '3/4', '3/5', '5/3'] -> 3/2 / (3/5 - 3/4 * 3/4) / 5/3
[1624001] ['3/2', '3/4', '3/4', '3/5', '5/4'] -> 3/2 / (3/5 / 3/4 - 3/4) / 5/4
[1624004] ['3/2', '3/4', '3/4', '3/5', '5/8'] -> (3/2 + 3/4) / (3/4 - 3/5) / 5/8
[1624005] ['3/2', '3/4', '3/4', '3/5', '5/9'] -> 3/2 / (3/4 - 3/5) / 3/4 / 5/9
[1624013] ['3/2', '3/4', '3/4', '3/5', '7/8'] -> 3/4 / 3/4 / (3/2 - 7/8 / 3/5)
[1624018] ['3/2', '3/4', '3/4', '3/5', '8/9'] -> 3/2 / (8/9 - 3/4) / 3/4 / 3/5
[1624019] ['3/2', '3/4', '3/4', '3/5', '9/2'] -> 9/2 / (3/2 - 3/4 / 3/5) / 3/4
[1624028] ['3/2', '3/4', '3/4', '3/7', '4/7'] -> 3/7 / 3/2 / (4/7 / 3/4 - 3/4)
[1624034] ['3/2', '3/4', '3/4', '3/7', '5/7'] -> 3/2 * 3/7 / 3/4 / (3/4 - 5/7)
[1624035] ['3/2', '3/4', '3/4', '3/7', '5/8'] -> 3/4 / 3/4 / (3/2 - 5/8 / 3/7)
[1624048] ['3/2', '3/4', '3/4', '3/7', '8/7'] -> 3/7 / 3/4 / (8/7 / 3/4 - 3/2)
[1624051] ['3/2', '3/4', '3/4', '3/7', '9/4'] -> 3/2 / (3/4 / 3/7 - 3/4 * 9/4)
[1624057] ['3/2', '3/4', '3/4', '3/8', '4/5'] -> 3/4 / (3/4 / 3/2 - 3/8 / 4/5)
[1624058] ['3/2', '3/4', '3/4', '3/8', '4/7'] -> (3/2 + 3/4) / (3/4 - 3/8 / 4/7)
[1624060] ['3/2', '3/4', '3/4', '3/8', '5/2'] -> 3/2 / (3/4 / 3/4 - 3/8 * 5/2)
[1624066] ['3/2', '3/4', '3/4', '3/8', '5/9'] -> 3/4 / (3/2 * 5/9 - 3/4) / 3/8
[1624077] ['3/2', '3/4', '3/4', '3/8', '8/5'] -> (3/2 + 3/4) / (3/4 / 8/5 - 3/8)
[1624082] ['3/2', '3/4', '3/4', '3/8', '9/5'] -> 3/4 / (3/2 / 9/5 - 3/4) / 3/8
[1624083] ['3/2', '3/4', '3/4', '3/8', '9/7'] -> 3/2 / (3/4 - 3/4 / 9/7) / 3/8
[1624090] ['3/2', '3/4', '3/4', '4/3', '5/3'] -> 3/2 / 3/4 / (4/3 - 3/4 * 5/3)
[1624100] ['3/2', '3/4', '3/4', '4/3', '7/4'] -> 3/4 / 3/2 / (4/3 - 3/4 * 7/4)
[1624118] ['3/2', '3/4', '3/4', '4/5', '5/3'] -> 3/2 / (4/5 - 3/4) / 3/4 / 5/3
[1624119] ['3/2', '3/4', '3/4', '4/5', '5/4'] -> (3/4 + 3/4) / (5/4 / 4/5 - 3/2)
[1624124] ['3/2', '3/4', '3/4', '4/5', '6/5'] -> 3/2 / 3/4 / (3/4 - 4/5 / 6/5)
[1624129] ['3/2', '3/4', '3/4', '4/5', '7/5'] -> 7/5 / (3/2 * 3/4 - 4/5 / 3/4)
[1624162] ['3/2', '3/4', '3/4', '4/7', '8/7'] -> 3/4 * 4/7 / (8/7 - 3/2 * 3/4)
[1624164] ['3/2', '3/4', '3/4', '4/7', '9/2'] -> 9/2 / (3/4 / 4/7 - 3/2 * 3/4)
[1624170] ['3/2', '3/4', '3/4', '4/9', '5/2'] -> 5/2 / (3/2 * 4/9 - 3/4 * 3/4)
[1624172] ['3/2', '3/4', '3/4', '4/9', '5/4'] -> (3/4 + 5/4) / (3/4 - 3/2 * 4/9)
[1624173] ['3/2', '3/4', '3/4', '4/9', '5/6'] -> 4/9 / (3/2 - 5/6 / 3/4 / 3/4)
[1624190] ['3/2', '3/4', '3/4', '4/9', '9/2'] -> (3/2 + 9/2) / 3/4 / 3/4 / 4/9
[1624195] ['3/2', '3/4', '3/4', '5/2', '5/2'] -> 3/2 / (5/2 - 3/4 * (3/4 + 5/2))
[1624202] ['3/2', '3/4', '3/4', '5/2', '6/5'] -> 6/5 / (3/2 / 3/4 / 5/2 - 3/4)
[1624204] ['3/2', '3/4', '3/4', '5/2', '7/2'] -> (5/2 + 7/2) / (3/4 - 3/4 / 3/2)
[1624208] ['3/2', '3/4', '3/4', '5/2', '7/6'] -> (3/2 + 5/2) / (7/6 - 3/4 / 3/4)
[1624210] ['3/2', '3/4', '3/4', '5/2', '7/9'] -> (3/2 + 5/2) / (3/4 - 3/4 * 7/9)
[1624218] ['3/2', '3/4', '3/4', '5/2', '9/7'] -> (3/2 + 5/2) / (3/4 - 3/4 / 9/7)
[1624219] ['3/2', '3/4', '3/4', '5/2', '9/8'] -> 3/4 / ((3/2 + 3/4) * 9/8 - 5/2)
[1624222] ['3/2', '3/4', '3/4', '5/3', '5/6'] -> 3/2 / 3/4 / (5/3 - 3/4 - 5/6)
[1624226] ['3/2', '3/4', '3/4', '5/3', '6/5'] -> 6/5 / (3/4 / 3/2 - 3/4 / 5/3)
[1624238] ['3/2', '3/4', '3/4', '5/3', '8/9'] -> 3/2 * 5/3 / 3/4 / (8/9 - 3/4)
[1624239] ['3/2', '3/4', '3/4', '5/3', '9/2'] -> 9/2 / 3/4 / (3/2 - 3/4 * 5/3)
[1624241] ['3/2', '3/4', '3/4', '5/3', '9/5'] -> 9/5 / (3/4 - 3/2 * 3/4 / 5/3)
[1624248] ['3/2', '3/4', '3/4', '5/4', '5/9'] -> (3/4 + 5/4) / (3/2 * 5/9 - 3/4)
[1624250] ['3/2', '3/4', '3/4', '5/4', '6/7'] -> 3/4 / 3/4 / (3/2 - 5/4 / 6/7)
[1624252] ['3/2', '3/4', '3/4', '5/4', '7/3'] -> (3/4 + 5/4) / (7/3 - 3/2 - 3/4)
[1624255] ['3/2', '3/4', '3/4', '5/4', '7/6'] -> 3/4 / 3/4 / (3/2 - 5/4 * 7/6)
[1624258] ['3/2', '3/4', '3/4', '5/4', '8/3'] -> 3/4 * 8/3 / (5/4 / 3/2 - 3/4)
[1624264] ['3/2', '3/4', '3/4', '5/4', '9/5'] -> (3/4 + 5/4) / (3/2 / 9/5 - 3/4)
[1624267] ['3/2', '3/4', '3/4', '5/6', '5/6'] -> (3/4 + 3/2 * 5/6) / (5/6 - 3/4)
[1624271] ['3/2', '3/4', '3/4', '5/6', '6/5'] -> (3/4 + 3/2 / 6/5) / (5/6 - 3/4)
[1624273] ['3/2', '3/4', '3/4', '5/6', '7/2'] -> 7/2 / 3/4 / (3/4 - 5/6 / 3/2)
[1624275] ['3/2', '3/4', '3/4', '5/6', '7/4'] -> 3/4 / 3/4 / (3/2 - 5/6 * 7/4)
[1624277] ['3/2', '3/4', '3/4', '5/6', '7/6'] -> (3/2 + 7/6) / ((5/6 - 3/4) / 3/4)
[1624283] ['3/2', '3/4', '3/4', '5/6', '8/9'] -> (3/2 + 3/4) * 8/9 / (5/6 - 3/4)
[1624292] ['3/2', '3/4', '3/4', '5/7', '6/5'] -> 6/5 / (3/4 - 3/4 / 3/2 / 5/7)
[1624295] ['3/2', '3/4', '3/4', '5/7', '7/3'] -> 3/2 / (3/4 - 5/7) / 3/4 / 7/3
[1624307] ['3/2', '3/4', '3/4', '5/7', '9/5'] -> 9/5 / (3/2 * 3/4 - 3/4 / 5/7)
[1624308] ['3/2', '3/4', '3/4', '5/7', '9/7'] -> 9/7 / (3/2 * 3/4 * 5/7 - 3/4)
[1624310] ['3/2', '3/4', '3/4', '5/8', '5/8'] -> 3/4 / (3/4 * (3/2 - 5/8) - 5/8)
[1624321] ['3/2', '3/4', '3/4', '5/8', '8/3'] -> 3/2 * 3/4 * 8/3 / (3/4 - 5/8)
[1624325] ['3/2', '3/4', '3/4', '5/8', '9/2'] -> 3/2 * 9/2 / (3/4 - 3/4 * 5/8)
[1624327] ['3/2', '3/4', '3/4', '5/8', '9/5'] -> 9/5 / (3/4 / 5/8 - 3/2 * 3/4)
[1624334] ['3/2', '3/4', '3/4', '5/9', '7/3'] -> 3/2 * 7/3 / 3/4 / (3/4 - 5/9)
[1624353] ['3/2', '3/4', '3/4', '6/5', '7/4'] -> 3/4 / 3/4 / (3/2 - 7/4 / 6/5)
[1624354] ['3/2', '3/4', '3/4', '6/5', '7/5'] -> 6/5 / (3/4 - 3/4 * 7/5 / 3/2)
[1624366] ['3/2', '3/4', '3/4', '6/5', '9/8'] -> 6/5 / (3/2 / (3/4 + 9/8) - 3/4)
[1624370] ['3/2', '3/4', '3/4', '6/7', '7/4'] -> 3/4 / (3/4 * 7/4 / 6/7 - 3/2)
[1624371] ['3/2', '3/4', '3/4', '6/7', '7/5'] -> 6/7 / (3/4 / 7/5 - 3/4 / 3/2)
[1624373] ['3/2', '3/4', '3/4', '6/7', '7/8'] -> (3/2 + 3/4) / (6/7 - 3/4) / 7/8
