[1250896] ['1/9', '5/3', '5/4', '5/7', '7/5'] -> 7/5 / (1/9 * 5/4 / (5/3 + 5/7))
[1293994] ['2/3', '2/7', '5/7', '9/2', '9/4'] -> (2/3 + 5/7) * 9/2 / 2/7 + 9/4
[1293997] ['2/3', '2/7', '5/7', '9/2', '9/8'] -> 2/7 * 9/2 / (5/7 - 2/3) / 9/8
[1294002] ['2/3', '2/7', '5/7', '9/5', '9/5'] -> 9/5 / (5/7 / (2/3 - 2/7) - 9/5)
[1294021] ['2/3', '2/7', '5/8', '5/8', '8/7'] -> 8/7 / (5/8 / 5/8 - 2/3 - 2/7)
[1294033] ['2/3', '2/7', '5/8', '5/9', '7/4'] -> (2/3 + 2/7) / (5/8 - 5/9) * 7/4
[1294034] ['2/3', '2/7', '5/8', '5/9', '7/5'] -> 2/3 / (5/8 - 5/9) / 2/7 / 7/5
[1294047] ['2/3', '2/7', '5/8', '6/5', '6/5'] -> 6/5 / (2/7 * (2/3 * 6/5 - 5/8))
[1294058] ['2/3', '2/7', '5/8', '6/5', '8/7'] -> 8/7 / (5/8 * (6/5 - 2/3) - 2/7)
[1294062] ['2/3', '2/7', '5/8', '6/5', '9/5'] -> 9/5 / (2/7 * (6/5 - 5/8 / 2/3))
[1294065] ['2/3', '2/7', '5/8', '6/7', '6/7'] -> 6/7 / (2/3 * (2/7 + 5/8 - 6/7))
[1294066] ['2/3', '2/7', '5/8', '6/7', '7/2'] -> 7/2 / ((6/7 - 5/8) / 2/7 - 2/3)
[1294071] ['2/3', '2/7', '5/8', '6/7', '7/8'] -> 7/8 / ((2/3 - 5/8) / (2/7 + 6/7))
[1294077] ['2/3', '2/7', '5/8', '6/7', '9/2'] -> 2/7 / (5/8 - 2/3 * 6/7) * 9/2
[1294090] ['2/3', '2/7', '5/8', '7/2', '8/5'] -> 8/5 / (2/3 / 5/8 - 2/7 * 7/2)
[1294093] ['2/3', '2/7', '5/8', '7/2', '9/2'] -> (2/3 + 2/7) * 7/2 / 5/8 * 9/2
[1294098] ['2/3', '2/7', '5/8', '7/3', '7/3'] -> 7/3 / (2/3 * (7/3 - 5/8 / 2/7))
[1294111] ['2/3', '2/7', '5/8', '7/3', '9/7'] -> 9/7 / (5/8 - 2/3 / 7/3 - 2/7)
[1294122] ['2/3', '2/7', '5/8', '7/4', '9/2'] -> 2/3 / (5/8 - 2/7 * 7/4) * 9/2
[1294127] ['2/3', '2/7', '5/8', '7/5', '7/5'] -> 7/5 / (2/3 * 5/8 / 2/7 - 7/5)
[1294133] ['2/3', '2/7', '5/8', '7/5', '8/7'] -> 8/7 / (7/5 - 2/3 / 5/8 - 2/7)
[1294147] ['2/3', '2/7', '5/8', '7/6', '9/2'] -> 2/7 / (5/8 - 2/3 / 7/6) * 9/2
[1294161] ['2/3', '2/7', '5/8', '7/8', '9/7'] -> 9/7 / ((2/7 + 5/8 - 7/8) / 2/3)
[1294168] ['2/3', '2/7', '5/8', '7/9', '9/2'] -> 2/7 * 7/9 / (2/3 - 5/8) * 9/2
[1294171] ['2/3', '2/7', '5/8', '7/9', '9/7'] -> 9/7 / (2/7 + 5/8 - 2/3 / 7/9)
[1294174] ['2/3', '2/7', '5/8', '8/3', '8/5'] -> 8/3 / 2/3 / 2/7 / 5/8 + 8/5
[1294177] ['2/3', '2/7', '5/8', '8/3', '9/2'] -> 9/2 / (2/3 + 5/8 / 2/7 - 8/3)
[1294183] ['2/3', '2/7', '5/8', '8/5', '8/7'] -> 8/7 / (5/8 * 8/5 - 2/3 - 2/7)
[1294185] ['2/3', '2/7', '5/8', '8/5', '9/2'] -> (2/3 / 2/7 / 5/8 + 8/5) * 9/2
[1294215] ['2/3', '2/7', '5/8', '9/7', '9/7'] -> 9/7 / (2/7 + 5/8 - 2/3 * 9/7)
[1294257] ['2/3', '2/7', '5/9', '6/7', '7/3'] -> (2/7 + 6/7) / (2/3 - 5/9) * 7/3
[1294258] ['2/3', '2/7', '5/9', '6/7', '7/4'] -> 2/3 / (6/7 - 2/7 - 5/9) / 7/4
[1294264] ['2/3', '2/7', '5/9', '6/7', '8/5'] -> 8/5 / (2/3 - 2/7 / 5/9 / 6/7)
[1294265] ['2/3', '2/7', '5/9', '6/7', '8/7'] -> 8/7 / (5/9 * 6/7 - 2/7 / 2/3)
[1294267] ['2/3', '2/7', '5/9', '6/7', '9/2'] -> (5/9 + 6/7 / 2/7) / 2/3 * 9/2
[1294271] ['2/3', '2/7', '5/9', '6/7', '9/8'] -> 6/7 / (2/3 - 5/9) / 2/7 / 9/8
[1294281] ['2/3', '2/7', '5/9', '7/2', '8/7'] -> 8/7 / (2/7 - 5/9 / 2/3 / 7/2)
[1294284] ['2/3', '2/7', '5/9', '7/2', '9/4'] -> (2/3 + 7/2) / 2/7 / 5/9 - 9/4
[1294306] ['2/3', '2/7', '5/9', '7/4', '7/8'] -> 2/3 / (5/9 / 7/4 - 2/7) / 7/8
[1294310] ['2/3', '2/7', '5/9', '7/4', '8/7'] -> 2/3 / (5/9 / 7/4 - 2/7) * 8/7
[1294311] ['2/3', '2/7', '5/9', '7/4', '8/9'] -> 8/9 / (2/3 * (5/9 - 2/7 * 7/4))
[1294317] ['2/3', '2/7', '5/9', '7/5', '7/5'] -> 7/5 / (5/9 / (2/3 - 2/7) - 7/5)
[1294334] ['2/3', '2/7', '5/9', '7/6', '8/5'] -> 8/5 / (2/3 - 2/7 * 7/6 / 5/9)
[1294358] ['2/3', '2/7', '5/9', '7/9', '9/2'] -> (2/3 + (5/9 + 7/9) / 2/7) * 9/2
[1294363] ['2/3', '2/7', '5/9', '8/3', '8/3'] -> (2/3 / 2/7 + 8/3) / 5/9 * 8/3
[1294396] ['2/3', '2/7', '5/9', '9/2', '9/7'] -> 9/7 / (2/7 / (5/9 / 2/3 + 9/2))
[1294417] ['2/3', '2/7', '6/5', '6/5', '8/3'] -> (6/5 + 6/5) * (2/3 + 8/3 / 2/7)
[1294418] ['2/3', '2/7', '6/5', '6/5', '8/5'] -> 8/5 / (6/5 + 6/5 - 2/3 / 2/7)
[1294421] ['2/3', '2/7', '6/5', '6/5', '9/2'] -> ((2/3 + 6/5) / 2/7 - 6/5) * 9/2
[1294436] ['2/3', '2/7', '6/5', '6/7', '8/7'] -> 8/7 / (2/3 + 2/7 / 6/5 - 6/7)
[1294452] ['2/3', '2/7', '6/5', '7/2', '8/7'] -> 8/7 / (2/7 / 6/5 - 2/3 / 7/2)
[1294492] ['2/3', '2/7', '6/5', '7/5', '8/3'] -> 8/3 / (2/3 / 6/5 / 7/5 - 2/7)
[1294496] ['2/3', '2/7', '6/5', '7/5', '9/2'] -> (2/3 + 6/5 / 7/5) / 2/7 * 9/2
[1294534] ['2/3', '2/7', '6/5', '8/3', '8/3'] -> 8/3 / (2/3 / 2/7 - 8/3 / 6/5)
[1294546] ['2/3', '2/7', '6/5', '8/5', '9/2'] -> (2/3 + 8/5 / 2/7 / 6/5) * 9/2
[1294551] ['2/3', '2/7', '6/5', '8/7', '8/7'] -> 8/7 / ((8/7 - 2/7) / 6/5 - 2/3)
[1294560] ['2/3', '2/7', '6/5', '8/9', '9/4'] -> 2/3 / (6/5 - 2/7 - 8/9) - 9/4
[1294589] ['2/3', '2/7', '6/7', '6/7', '8/7'] -> 8/7 / (6/7 / 6/7 - 2/3 - 2/7)
[1294591] ['2/3', '2/7', '6/7', '6/7', '9/2'] -> ((6/7 + 6/7) / 2/7 - 2/3) * 9/2
[1294602] ['2/3', '2/7', '6/7', '7/2', '7/9'] -> (2/3 + 6/7) * 7/2 / 2/7 / 7/9
[1294603] ['2/3', '2/7', '6/7', '7/2', '8/3'] -> 6/7 / (2/7 - 2/3 / 7/2) * 8/3
[1294610] ['2/3', '2/7', '6/7', '7/2', '9/7'] -> (2/3 + 6/7) * 7/2 / 2/7 * 9/7
[1294611] ['2/3', '2/7', '6/7', '7/2', '9/8'] -> (6/7 + 7/2) / 2/3 / 2/7 + 9/8
[1294632] ['2/3', '2/7', '6/7', '7/4', '8/3'] -> 6/7 / (2/3 / 7/4 - 2/7) * 8/3
[1294654] ['2/3', '2/7', '6/7', '7/6', '7/6'] -> 2/3 / (7/6 - 2/7 - 6/7) / 7/6
[1294659] ['2/3', '2/7', '6/7', '7/6', '8/7'] -> 8/7 / (6/7 * 7/6 - 2/3 - 2/7)
[1294670] ['2/3', '2/7', '6/7', '7/8', '8/7'] -> 8/7 / (2/7 * (6/7 - 2/3) * 7/8)
[1294673] ['2/3', '2/7', '6/7', '7/8', '9/4'] -> 2/3 * 2/7 / (7/8 - 6/7) * 9/4
[1294681] ['2/3', '2/7', '6/7', '7/9', '8/9'] -> 6/7 / (7/9 - 2/3) / 2/7 * 8/9
[1294686] ['2/3', '2/7', '6/7', '7/9', '9/8'] -> 6/7 / (7/9 - 2/3) / 2/7 / 9/8
[1294687] ['2/3', '2/7', '6/7', '8/3', '8/3'] -> 6/7 / (2/7 * 8/3 - 2/3) * 8/3
[1294689] ['2/3', '2/7', '6/7', '8/3', '8/7'] -> 8/7 / (2/3 / 2/7 - 6/7 * 8/3)
[1294694] ['2/3', '2/7', '6/7', '8/3', '9/7'] -> 2/3 * 9/7 / (6/7 / 8/3 - 2/7)
[1294697] ['2/3', '2/7', '6/7', '8/5', '8/7'] -> 8/7 / ((2/7 + 6/7) / 8/5 - 2/3)
[1294706] ['2/3', '2/7', '6/7', '8/7', '9/2'] -> (2/3 + 8/7 / 2/7 / 6/7) * 9/2
[1294711] ['2/3', '2/7', '6/7', '8/9', '8/9'] -> 8/9 / ((8/9 - 2/7) / 6/7 - 2/3)
[1294721] ['2/3', '2/7', '6/7', '9/2', '9/8'] -> (2/7 + 9/2) / (6/7 - 2/3) - 9/8
[1294736] ['2/3', '2/7', '7/2', '7/2', '7/6'] -> (7/2 + 7/2) / 2/7 + 2/3 - 7/6
[1294741] ['2/3', '2/7', '7/2', '7/2', '8/7'] -> 8/7 / (7/2 / 7/2 - 2/3 - 2/7)
[1294743] ['2/3', '2/7', '7/2', '7/2', '9/2'] -> (7/2 + 9/2) / (2/7 * 7/2 - 2/3)
[1294758] ['2/3', '2/7', '7/2', '7/3', '9/2'] -> (2/3 + 7/3 / 2/7 - 7/2) * 9/2
[1294774] ['2/3', '2/7', '7/2', '7/4', '9/5'] -> (7/2 / 2/7 + 7/4 - 2/3) * 9/5
[1294783] ['2/3', '2/7', '7/2', '7/5', '8/7'] -> 8/7 / (2/7 * 7/2 / 7/5 - 2/3)
[1294792] ['2/3', '2/7', '7/2', '7/6', '7/9'] -> (2/3 + 7/2 + 7/6) / 2/7 / 7/9
[1294795] ['2/3', '2/7', '7/2', '7/6', '8/7'] -> 8/7 / (2/3 - 7/6 / 7/2 - 2/7)
[1294797] ['2/3', '2/7', '7/2', '7/6', '9/2'] -> (2/3 / 2/7 + 7/2 / 7/6) * 9/2
[1294800] ['2/3', '2/7', '7/2', '7/6', '9/7'] -> (2/3 + 7/2 + 7/6) / 2/7 * 9/7
[1294802] ['2/3', '2/7', '7/2', '7/8', '7/8'] -> 7/2 / 2/3 / 2/7 / 7/8 / 7/8
[1294806] ['2/3', '2/7', '7/2', '7/8', '8/7'] -> 7/2 / 2/3 / 2/7 / 7/8 * 8/7
[1294808] ['2/3', '2/7', '7/2', '7/8', '9/2'] -> 2/3 / (2/7 * 7/2 - 7/8) * 9/2
[1294810] ['2/3', '2/7', '7/2', '7/8', '9/5'] -> (7/2 / 2/7 / 7/8 - 2/3) * 9/5
[1294811] ['2/3', '2/7', '7/2', '7/8', '9/7'] -> 9/7 / ((2/7 - 7/8 / 7/2) / 2/3)
[1294816] ['2/3', '2/7', '7/2', '7/9', '8/7'] -> 8/7 / (7/9 / 2/3 / 7/2 - 2/7)
[1294824] ['2/3', '2/7', '7/2', '8/3', '8/5'] -> 7/2 * (2/7 + 8/3 / 2/3) * 8/5
[1294835] ['2/3', '2/7', '7/2', '8/5', '9/2'] -> (2/3 + 2/7) * 7/2 * 8/5 * 9/2
[1294842] ['2/3', '2/7', '7/2', '8/7', '9/2'] -> 7/2 * (2/3 + 8/7 - 2/7) * 9/2
[1294844] ['2/3', '2/7', '7/2', '8/7', '9/5'] -> (7/2 * 8/7 / 2/7 - 2/3) * 9/5
[1294854] ['2/3', '2/7', '7/2', '9/2', '9/4'] -> (2/3 / 2/7 + 7/2) * 9/2 - 9/4
[1294856] ['2/3', '2/7', '7/2', '9/2', '9/7'] -> 9/7 / (2/7 / (7/2 + 9/2) / 2/3)
[1294873] ['2/3', '2/7', '7/3', '7/3', '7/9'] -> (2/3 + 7/3 + 7/3) / 2/7 / 7/9
[1294874] ['2/3', '2/7', '7/3', '7/3', '8/3'] -> 8/3 / (7/3 - (2/3 + 2/7) * 7/3)
[1294876] ['2/3', '2/7', '7/3', '7/3', '8/7'] -> 8/7 / (7/3 / 7/3 - 2/3 - 2/7)
[1294881] ['2/3', '2/7', '7/3', '7/3', '9/7'] -> (2/3 + 7/3 + 7/3) / 2/7 * 9/7
[1294888] ['2/3', '2/7', '7/3', '7/4', '8/3'] -> 8/3 / (2/3 * 2/7 * (7/3 - 7/4))
[1294892] ['2/3', '2/7', '7/3', '7/4', '9/2'] -> (2/3 + 7/3 / 2/7 / 7/4) * 9/2
[1294928] ['2/3', '2/7', '7/3', '7/8', '9/2'] -> (2/3 / 2/7 + 7/3) / 7/8 * 9/2
[1294931] ['2/3', '2/7', '7/3', '7/8', '9/7'] -> 9/7 / (2/7 / 2/3 - 7/8 / 7/3)
[1294934] ['2/3', '2/7', '7/3', '7/9', '8/3'] -> 8/3 / ((2/3 - 2/7) * 7/3 - 7/9)
[1294936] ['2/3', '2/7', '7/3', '7/9', '8/7'] -> 8/7 / (2/3 - 7/9 / 7/3 - 2/7)
[1294945] ['2/3', '2/7', '7/3', '8/3', '8/7'] -> 8/7 / (2/3 + 7/3 - 2/7 - 8/3)
[1294947] ['2/3', '2/7', '7/3', '8/3', '9/2'] -> 7/3 * (2/7 + 8/3 - 2/3) * 9/2
[1294948] ['2/3', '2/7', '7/3', '8/3', '9/4'] -> (7/3 + 8/3) / 2/3 / 2/7 - 9/4
[1294952] ['2/3', '2/7', '7/3', '8/5', '8/5'] -> 2/7 / (8/5 / 7/3 - 2/3) * 8/5
[1294975] ['2/3', '2/7', '7/3', '9/2', '9/5'] -> (2/3 + 7/3 / 2/7 + 9/2) * 9/5
[1294976] ['2/3', '2/7', '7/3', '9/2', '9/7'] -> 9/7 / (2/7 / (7/3 + 2/3 * 9/2))
[1294995] ['2/3', '2/7', '7/4', '7/4', '8/7'] -> 8/7 / (7/4 / 7/4 - 2/3 - 2/7)
[1294998] ['2/3', '2/7', '7/4', '7/4', '9/4'] -> (7/4 + 9/4) / (2/3 - 2/7 * 7/4)
[1295020] ['2/3', '2/7', '7/4', '7/6', '8/7'] -> 8/7 / (2/3 / 7/4 - 2/7 * 7/6)
[1295052] ['2/3', '2/7', '7/4', '8/3', '9/2'] -> 7/4 * (2/3 + 8/3 - 2/7) * 9/2
[1295053] ['2/3', '2/7', '7/4', '8/3', '9/4'] -> (2/3 / 7/4 + 8/3) / 2/7 * 9/4
[1295055] ['2/3', '2/7', '7/4', '8/3', '9/7'] -> 9/7 / (2/7 / (2/3 + 7/4 * 8/3))
[1295057] ['2/3', '2/7', '7/4', '8/5', '8/5'] -> 8/5 / ((2/3 + 2/7) * 7/4 - 8/5)
[1295058] ['2/3', '2/7', '7/4', '8/5', '8/7'] -> 8/7 / (2/7 - 2/3 / 7/4 / 8/5)
[1295067] ['2/3', '2/7', '7/4', '8/7', '9/2'] -> (2/3 / 7/4 + 8/7) / 2/7 * 9/2
[1295073] ['2/3', '2/7', '7/4', '8/9', '9/2'] -> 8/9 / (2/3 - 2/7 * 7/4) * 9/2
[1295080] ['2/3', '2/7', '7/4', '9/2', '9/5'] -> (9/2 / 2/7 - 2/3 - 7/4) * 9/5
[1295082] ['2/3', '2/7', '7/4', '9/2', '9/8'] -> 9/2 / (2/3 - 2/7 * 7/4) / 9/8
[1295084] ['2/3', '2/7', '7/4', '9/4', '9/5'] -> ((7/4 + 9/4) / 2/7 - 2/3) * 9/5
[1295098] ['2/3', '2/7', '7/5', '7/5', '8/5'] -> 8/5 / (7/5 - (2/3 + 2/7) * 7/5)
[1295111] ['2/3', '2/7', '7/5', '7/6', '8/7'] -> 8/7 / (2/7 * (7/6 / 7/5 - 2/3))
[1295131] ['2/3', '2/7', '7/5', '7/9', '8/5'] -> 8/5 / (2/7 * (7/5 - 7/9 / 2/3))
[1295139] ['2/3', '2/7', '7/5', '8/3', '8/3'] -> (2/3 + 8/3 / 7/5) / 2/7 * 8/3
[1295148] ['2/3', '2/7', '7/5', '8/5', '8/5'] -> 8/5 / (2/3 / 2/7 / 7/5 - 8/5)
[1295149] ['2/3', '2/7', '7/5', '8/5', '8/7'] -> 8/7 / (7/5 - 2/3 * 8/5 - 2/7)
[1295151] ['2/3', '2/7', '7/5', '8/5', '9/2'] -> (2/3 / 2/7 + 7/5 + 8/5) * 9/2
[1295170] ['2/3', '2/7', '7/5', '9/2', '9/4'] -> 2/3 / (7/5 / 9/2 - 2/7) - 9/4
[1295187] ['2/3', '2/7', '7/6', '7/6', '8/3'] -> 8/3 / 2/7 / (7/6 - 2/3 * 7/6)
[1295195] ['2/3', '2/7', '7/6', '7/6', '9/8'] -> (2/3 + 2/7 * 7/6) / (7/6 - 9/8)
[1295211] ['2/3', '2/7', '7/6', '7/9', '8/9'] -> 8/9 / (2/7 * 7/6 * (7/9 - 2/3))
[1295217] ['2/3', '2/7', '7/6', '8/3', '8/3'] -> 8/3 / (7/6 * (2/7 * 8/3 - 2/3))
[1295219] ['2/3', '2/7', '7/6', '8/3', '8/7'] -> 8/7 / (2/3 / 2/7 - 8/3 / 7/6)
[1295221] ['2/3', '2/7', '7/6', '8/3', '9/2'] -> 2/3 * 8/3 / 2/7 / 7/6 * 9/2
[1295224] ['2/3', '2/7', '7/6', '8/3', '9/7'] -> 9/7 / (2/7 * (7/6 - 2/3) / 8/3)
[1295226] ['2/3', '2/7', '7/6', '8/5', '8/5'] -> 8/5 / (2/7 * (2/3 + 7/6 - 8/5))
[1295241] ['2/3', '2/7', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * (8/9 - 2/7) - 2/3)
[1295287] ['2/3', '2/7', '7/8', '8/3', '9/2'] -> (2/3 / 2/7 / 7/8 + 8/3) * 9/2
[1295289] ['2/3', '2/7', '7/8', '8/3', '9/5'] -> (2/3 + 8/3) / 2/7 / 7/8 * 9/5
[1295293] ['2/3', '2/7', '7/8', '8/5', '8/7'] -> 8/7 / ((7/8 - 2/3) * 8/5 - 2/7)
[1295302] ['2/3', '2/7', '7/8', '8/7', '9/2'] -> (2/3 + 8/7 / 2/7) / 7/8 * 9/2
[1295308] ['2/3', '2/7', '7/8', '8/9', '9/2'] -> 8/9 / 2/3 / 2/7 / 7/8 * 9/2
[1295311] ['2/3', '2/7', '7/8', '8/9', '9/7'] -> 2/7 / (8/9 - 7/8) / 2/3 / 9/7
[1295314] ['2/3', '2/7', '7/8', '9/2', '9/4'] -> 9/4 / (7/8 / 2/3 / 2/7 - 9/2)
[1295317] ['2/3', '2/7', '7/8', '9/2', '9/8'] -> 9/2 / 2/3 / 2/7 / 7/8 / 9/8
[1295321] ['2/3', '2/7', '7/8', '9/4', '9/8'] -> 9/8 / (7/8 / (2/3 - 2/7) - 9/4)
[1295331] ['2/3', '2/7', '7/9', '7/9', '8/7'] -> 8/7 / (7/9 / 7/9 - 2/3 - 2/7)
[1295332] ['2/3', '2/7', '7/9', '7/9', '8/9'] -> 8/9 / (7/9 - (2/3 + 2/7) * 7/9)
[1295339] ['2/3', '2/7', '7/9', '8/3', '8/5'] -> (2/3 + 8/3) / 2/7 / 7/9 * 8/5
[1295341] ['2/3', '2/7', '7/9', '8/3', '8/9'] -> 8/9 / (2/3 * (7/9 / 2/7 - 8/3))
[1295387] ['2/3', '2/7', '8/3', '8/3', '9/2'] -> (8/3 / 2/7 - 8/3 / 2/3) * 9/2
[1295398] ['2/3', '2/7', '8/3', '8/5', '9/7'] -> 9/7 / (2/7 / (2/3 + 8/3) / 8/5)
[1295400] ['2/3', '2/7', '8/3', '8/7', '8/7'] -> 8/7 / (2/7 + 8/7 / 8/3 - 2/3)
[1295404] ['2/3', '2/7', '8/3', '8/7', '9/5'] -> (2/3 + 8/3) * 8/7 / 2/7 * 9/5
[1295409] ['2/3', '2/7', '8/3', '8/9', '9/4'] -> (8/3 / 2/7 + 8/9 / 2/3) * 9/4
[1295411] ['2/3', '2/7', '8/3', '8/9', '9/7'] -> (8/3 + 8/9) / 2/3 / 2/7 * 9/7
[1295418] ['2/3', '2/7', '8/3', '9/4', '9/4'] -> (2/3 + 8/3) * 9/4 / 2/7 - 9/4
[1295420] ['2/3', '2/7', '8/3', '9/4', '9/7'] -> 9/7 / (2/7 / (8/3 * 9/4 - 2/3))
[1295429] ['2/3', '2/7', '8/5', '8/5', '8/7'] -> 8/7 / (8/5 / 8/5 - 2/3 - 2/7)
[1295431] ['2/3', '2/7', '8/5', '8/5', '9/2'] -> (2/3 * 8/5 / 2/7 + 8/5) * 9/2
[1295438] ['2/3', '2/7', '8/5', '8/7', '9/2'] -> 8/5 * (8/7 / 2/7 - 2/3) * 9/2
[1295473] ['2/3', '2/7', '8/7', '8/9', '9/4'] -> (8/7 + 8/9) / 2/3 / 2/7 * 9/4
[1295478] ['2/3', '2/7', '8/7', '9/2', '9/4'] -> (8/7 / 2/3 + 9/2) / 2/7 + 9/4
[1295481] ['2/3', '2/7', '8/7', '9/2', '9/8'] -> 8/7 * 9/2 / 2/3 / 2/7 / 9/8
[1295500] ['2/3', '2/7', '8/9', '9/2', '9/5'] -> (8/9 * 9/2 / 2/7 - 2/3) * 9/5
[1295503] ['2/3', '2/7', '8/9', '9/4', '9/4'] -> 8/9 / (2/3 / 2/7 - 9/4) * 9/4
[1295514] ['2/3', '2/7', '9/2', '9/2', '9/4'] -> (2/3 * 9/2 + 9/2) / 2/7 - 9/4
[1295518] ['2/3', '2/7', '9/2', '9/4', '9/4'] -> 9/2 / (2/3 / 2/7 - 9/4) / 9/4
[1295521] ['2/3', '2/7', '9/2', '9/4', '9/8'] -> (9/2 / 2/7 + 9/4) / 2/3 / 9/8
[1295530] ['2/3', '2/7', '9/4', '9/4', '9/7'] -> 9/7 / ((2/3 - 2/7 * 9/4) * 9/4)
[1295531] ['2/3', '2/7', '9/4', '9/4', '9/8'] -> 9/4 / (2/3 / 2/7 - 9/4) / 9/8
[1295552] ['2/3', '2/9', '2/9', '2/9', '3/7'] -> (2/3 + 2/9 / 3/7) / 2/9 / 2/9
[1295560] ['2/3', '2/9', '2/9', '2/9', '5/4'] -> 2/3 / (5/4 - 2/9 / 2/9 - 2/9)
[1295561] ['2/3', '2/9', '2/9', '2/9', '5/6'] -> (2/3 + 2/9) / (2/9 - 2/9 * 5/6)
[1295563] ['2/3', '2/9', '2/9', '2/9', '5/8'] -> 2/9 / (2/3 * 2/9 - 2/9 * 5/8)
[1295565] ['2/3', '2/9', '2/9', '2/9', '6/5'] -> (2/3 + 2/9) / (2/9 - 2/9 / 6/5)
[1295566] ['2/3', '2/9', '2/9', '2/9', '6/7'] -> (2/3 + 2/9) / (2/9 / 6/7 - 2/9)
[1295571] ['2/3', '2/9', '2/9', '2/9', '7/6'] -> (2/3 + 2/9) / (2/9 * 7/6 - 2/9)
[1295572] ['2/3', '2/9', '2/9', '2/9', '7/8'] -> 2/3 / (2/9 / 2/9 - 7/8) / 2/9
[1295575] ['2/3', '2/9', '2/9', '2/9', '8/5'] -> 2/9 / (2/3 * 2/9 - 2/9 / 8/5)
[1295582] ['2/3', '2/9', '2/9', '2/9', '9/8'] -> 2/3 / (9/8 - 2/9 / 2/9) / 2/9
[1295588] ['2/3', '2/9', '2/9', '3/2', '4/3'] -> (2/3 + 2/9) / 2/9 / (3/2 - 4/3)
[1295591] ['2/3', '2/9', '2/9', '3/2', '4/9'] -> 3/2 + (2/3 + 4/9) / 2/9 / 2/9
[1295597] ['2/3', '2/9', '2/9', '3/2', '5/8'] -> (2/3 / 2/9 / 2/9 + 3/2) / 5/8
[1295598] ['2/3', '2/9', '2/9', '3/2', '5/9'] -> (2/3 / 2/9 + 5/9) / (2/9 / 3/2)
[1295606] ['2/3', '2/9', '2/9', '3/2', '7/8'] -> 2/9 * 3/2 / (2/3 + 2/9 - 7/8)
[1295609] ['2/3', '2/9', '2/9', '3/2', '8/5'] -> (2/3 / 2/9 / 2/9 + 3/2) * 8/5
[1295617] ['2/3', '2/9', '2/9', '3/4', '3/4'] -> 2/3 / 2/9 / 2/9 / 3/4 / 3/4
[1295620] ['2/3', '2/9', '2/9', '3/4', '3/8'] -> 2/3 / (2/9 / 3/4 - 2/9) / 3/8
[1295624] ['2/3', '2/9', '2/9', '3/4', '4/9'] -> 4/9 / (2/9 * 3/4 - 2/3 * 2/9)
[1295628] ['2/3', '2/9', '2/9', '3/4', '5/6'] -> 2/3 / 3/4 / (2/9 - 2/9 * 5/6)
[1295632] ['2/3', '2/9', '2/9', '3/4', '6/5'] -> 2/3 / 3/4 / (2/9 - 2/9 / 6/5)
[1295633] ['2/3', '2/9', '2/9', '3/4', '6/7'] -> 2/3 / 3/4 / (2/9 / 6/7 - 2/9)
[1295638] ['2/3', '2/9', '2/9', '3/4', '7/6'] -> 2/3 / 3/4 / (2/9 * 7/6 - 2/9)
[1295650] ['2/3', '2/9', '2/9', '3/5', '3/5'] -> (2/9 / 2/9 + 3/5) / (2/3 - 3/5)
[1295662] ['2/3', '2/9', '2/9', '3/5', '5/8'] -> 2/9 / (2/3 - 3/5) / 2/9 / 5/8
[1295673] ['2/3', '2/9', '2/9', '3/5', '8/3'] -> 8/3 / (2/3 / 3/5 - 2/9 / 2/9)
[1295676] ['2/3', '2/9', '2/9', '3/5', '8/9'] -> 8/9 / (2/9 / 3/5 - 2/9 / 2/3)
[1295686] ['2/3', '2/9', '2/9', '3/7', '4/7'] -> 2/3 * 4/7 / (2/9 + 2/9 - 3/7)
[1295692] ['2/3', '2/9', '2/9', '3/7', '5/7'] -> (2/3 / 2/9 - 5/7) / (2/9 * 3/7)
[1295699] ['2/3', '2/9', '2/9', '3/7', '7/4'] -> 2/3 / (2/9 + 2/9 - 3/7) / 7/4
[1295706] ['2/3', '2/9', '2/9', '3/7', '8/7'] -> 8/7 / ((2/9 / 2/3 - 2/9) * 3/7)
[1295708] ['2/3', '2/9', '2/9', '3/7', '9/2'] -> (2/3 + 2/9 / 3/7) / 2/9 * 9/2
[1295713] ['2/3', '2/9', '2/9', '3/8', '3/8'] -> (2/9 + 2/3 / 3/8) / 2/9 / 3/8
[1295718] ['2/3', '2/9', '2/9', '3/8', '5/2'] -> 2/3 * 5/2 / (2/9 + 2/9 - 3/8)
[1295719] ['2/3', '2/9', '2/9', '3/8', '5/3'] -> (2/9 / 2/3 + 5/3) / (2/9 * 3/8)
[1295739] ['2/3', '2/9', '2/9', '3/8', '9/4'] -> (2/3 + 2/9) / 2/9 / 3/8 * 9/4
[1295755] ['2/3', '2/9', '2/9', '4/3', '6/7'] -> 2/3 * 4/3 / (2/9 / 6/7 - 2/9)
[1295757] ['2/3', '2/9', '2/9', '4/3', '7/3'] -> 4/3 / 2/9 / 2/9 - 2/3 - 7/3
[1295768] ['2/3', '2/9', '2/9', '4/3', '9/4'] -> 4/3 / (2/9 * 9/4 - (2/3 - 2/9))
[1295772] ['2/3', '2/9', '2/9', '4/5', '4/5'] -> (2/3 + 4/5 / 2/9) / 2/9 / 4/5
[1295777] ['2/3', '2/9', '2/9', '4/5', '5/4'] -> (2/3 + 4/5 / 2/9) / 2/9 * 5/4
