[1064544] ['1/8', '2/3', '7/8', '9/4', '9/5'] -> (9/4 - 2/3 * 7/8) / 1/8 * 9/5
[1093024] ['1/8', '3/2', '4/3', '5/9', '9/5'] -> 5/9 / (3/2 - 1/8 - 4/3) * 9/5
[1093032] ['1/8', '3/2', '4/3', '6/5', '7/5'] -> 7/5 / (1/8 * (3/2 * 6/5 - 4/3))
[1093033] ['1/8', '3/2', '4/3', '6/5', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/3 / 6/5))
[1093045] ['1/8', '3/2', '4/3', '6/7', '6/7'] -> 6/7 / (3/2 - 1/8 - 4/3) / 6/7
[1093048] ['1/8', '3/2', '4/3', '6/7', '7/4'] -> 3/2 * 4/3 * 6/7 / 1/8 * 7/4
[1093049] ['1/8', '3/2', '4/3', '6/7', '7/5'] -> 7/5 / (1/8 / (3/2 + 6/7 / 4/3))
[1093050] ['1/8', '3/2', '4/3', '6/7', '7/6'] -> 6/7 / (3/2 - 1/8 - 4/3) * 7/6
[1093060] ['1/8', '3/2', '4/3', '6/7', '9/7'] -> 9/7 / (1/8 * 6/7 / 3/2 / 4/3)
[1093062] ['1/8', '3/2', '4/3', '7/2', '7/2'] -> 7/2 / (3/2 - 1/8 - 4/3) / 7/2
[1093064] ['1/8', '3/2', '4/3', '7/2', '7/4'] -> 7/4 / (1/8 * (3/2 - 4/3) * 7/2)
[1093066] ['1/8', '3/2', '4/3', '7/2', '7/6'] -> 7/2 / 1/8 - 3/2 - 4/3 - 7/6
[1093072] ['1/8', '3/2', '4/3', '7/2', '8/9'] -> 4/3 * 7/2 / 1/8 / 3/2 - 8/9
[1093077] ['1/8', '3/2', '4/3', '7/2', '9/8'] -> 9/8 / (1/8 / (7/2 - 3/2) / 4/3)
[1093081] ['1/8', '3/2', '4/3', '7/3', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/3) * 7/3)
[1093082] ['1/8', '3/2', '4/3', '7/3', '7/8'] -> 3/2 * 7/3 / 1/8 / 4/3 / 7/8
[1093084] ['1/8', '3/2', '4/3', '7/3', '8/3'] -> 3/2 * 7/3 / 1/8 - 4/3 - 8/3
[1093086] ['1/8', '3/2', '4/3', '7/3', '8/7'] -> 3/2 * 7/3 / 1/8 / 4/3 * 8/7
[1093090] ['1/8', '3/2', '4/3', '7/3', '9/5'] -> (4/3 + 7/3 / 1/8) / 3/2 * 9/5
[1093093] ['1/8', '3/2', '4/3', '7/4', '7/4'] -> 7/4 / (3/2 - 1/8 - 4/3) / 7/4
[1093095] ['1/8', '3/2', '4/3', '7/4', '7/6'] -> 3/2 * 4/3 * 7/4 / 1/8 / 7/6
[1093096] ['1/8', '3/2', '4/3', '7/4', '7/8'] -> 7/8 / (1/8 * (3/2 - 4/3) * 7/4)
[1093098] ['1/8', '3/2', '4/3', '7/4', '8/3'] -> (7/4 / 1/8 / 4/3 - 3/2) * 8/3
[1093102] ['1/8', '3/2', '4/3', '7/4', '9/2'] -> (3/2 + 7/4) / 1/8 / 4/3 + 9/2
[1093107] ['1/8', '3/2', '4/3', '7/5', '7/5'] -> 7/5 / (3/2 - 1/8 - 4/3) / 7/5
[1093117] ['1/8', '3/2', '4/3', '7/5', '9/5'] -> 9/5 / (1/8 * (3/2 * 4/3 - 7/5))
[1093120] ['1/8', '3/2', '4/3', '7/6', '7/6'] -> 7/6 / (3/2 - 1/8 - 4/3) / 7/6
[1093122] ['1/8', '3/2', '4/3', '7/6', '7/9'] -> 3/2 * 4/3 * 7/6 / 1/8 / 7/9
[1093127] ['1/8', '3/2', '4/3', '7/6', '9/2'] -> (7/6 / 1/8 - 4/3) / 3/2 * 9/2
[1093128] ['1/8', '3/2', '4/3', '7/6', '9/4'] -> (3/2 + 7/6 - 4/3) / 1/8 * 9/4
[1093130] ['1/8', '3/2', '4/3', '7/6', '9/7'] -> 3/2 * 4/3 * 7/6 / 1/8 * 9/7
[1093132] ['1/8', '3/2', '4/3', '7/8', '7/8'] -> 7/8 / (3/2 - 1/8 - 4/3) / 7/8
[1093139] ['1/8', '3/2', '4/3', '7/8', '9/4'] -> 9/4 / (1/8 * (4/3 - 7/8 / 3/2))
[1093142] ['1/8', '3/2', '4/3', '7/8', '9/8'] -> 9/8 / (1/8 / (3/2 + 4/3 * 7/8))
[1093143] ['1/8', '3/2', '4/3', '7/9', '7/9'] -> 7/9 / ((3/2 - 1/8 - 4/3) * 7/9)
[1093148] ['1/8', '3/2', '4/3', '7/9', '9/2'] -> (7/9 / 1/8 - 4/3 / 3/2) * 9/2
[1093149] ['1/8', '3/2', '4/3', '7/9', '9/4'] -> (4/3 + 3/2 * 7/9 / 1/8) * 9/4
[1093150] ['1/8', '3/2', '4/3', '7/9', '9/5'] -> (4/3 / 3/2 + 7/9) / 1/8 * 9/5
[1093160] ['1/8', '3/2', '4/3', '8/3', '9/7'] -> (3/2 * 4/3 / 1/8 + 8/3) * 9/7
[1093165] ['1/8', '3/2', '4/3', '8/5', '9/2'] -> (3/2 - 4/3 / 8/5) / 1/8 * 9/2
[1093168] ['1/8', '3/2', '4/3', '8/5', '9/7'] -> 9/7 / (1/8 / (3/2 + 4/3 / 8/5))
[1093176] ['1/8', '3/2', '4/3', '8/7', '9/8'] -> 9/8 / (1/8 / (3/2 + 4/3 / 8/7))
[1093187] ['1/8', '3/2', '4/3', '9/2', '9/8'] -> (9/2 - 3/2 / 4/3) / 1/8 / 9/8
[1093189] ['1/8', '3/2', '4/3', '9/4', '9/5'] -> (4/3 + 9/4 / 1/8 / 3/2) * 9/5
[1093200] ['1/8', '3/2', '4/5', '4/5', '4/9'] -> (4/5 / 3/2 + 4/5) / 1/8 / 4/9
[1093202] ['1/8', '3/2', '4/5', '4/5', '5/3'] -> 4/5 / 4/5 / (5/3 - 1/8 - 3/2)
[1093204] ['1/8', '3/2', '4/5', '4/5', '5/6'] -> (3/2 + 4/5 / 4/5) / 1/8 / 5/6
[1093214] ['1/8', '3/2', '4/5', '4/5', '7/6'] -> 4/5 / 1/8 / 4/5 / (3/2 - 7/6)
[1093222] ['1/8', '3/2', '4/5', '4/5', '9/4'] -> (4/5 / 3/2 + 4/5) / 1/8 * 9/4
[1093223] ['1/8', '3/2', '4/5', '4/5', '9/5'] -> (4/5 / 1/8 + 4/5) / (9/5 - 3/2)
[1093235] ['1/8', '3/2', '4/5', '4/7', '6/5'] -> 6/5 / (1/8 * (3/2 - 4/5) * 4/7)
[1093245] ['1/8', '3/2', '4/5', '4/7', '8/5'] -> (3/2 / 1/8 + 4/5) / 4/7 + 8/5
[1093249] ['1/8', '3/2', '4/5', '4/7', '9/4'] -> 3/2 / 1/8 / 4/5 / 4/7 - 9/4
[1093254] ['1/8', '3/2', '4/5', '4/9', '5/2'] -> 4/5 / 1/8 / 3/2 / 4/9 * 5/2
[1093257] ['1/8', '3/2', '4/5', '4/9', '5/6'] -> (3/2 / 1/8 + 4/5) / 4/9 * 5/6
[1093261] ['1/8', '3/2', '4/5', '4/9', '6/5'] -> (3/2 / 1/8 + 4/5) / 4/9 / 6/5
[1093279] ['1/8', '3/2', '4/5', '5/2', '5/2'] -> 3/2 + 5/2 / 1/8 / 4/5 - 5/2
[1093282] ['1/8', '3/2', '4/5', '5/2', '5/6'] -> 3/2 * (5/2 / 1/8 - 4/5) * 5/6
[1093284] ['1/8', '3/2', '4/5', '5/2', '5/8'] -> 5/8 / (1/8 / (3/2 + 4/5 + 5/2))
[1093286] ['1/8', '3/2', '4/5', '5/2', '6/5'] -> 3/2 * (5/2 / 1/8 - 4/5) / 6/5
[1093299] ['1/8', '3/2', '4/5', '5/2', '9/2'] -> 9/2 / ((4/5 - 1/8) * 5/2 - 3/2)
[1093300] ['1/8', '3/2', '4/5', '5/2', '9/4'] -> 4/5 * 5/2 / 1/8 / 3/2 * 9/4
[1093312] ['1/8', '3/2', '4/5', '5/3', '7/2'] -> 7/2 / (1/8 * (3/2 - 4/5) * 5/3)
[1093314] ['1/8', '3/2', '4/5', '5/3', '7/4'] -> 7/4 / (1/8 * (5/3 / 4/5 - 3/2))
[1093315] ['1/8', '3/2', '4/5', '5/3', '7/5'] -> 7/5 / (1/8 * (5/3 - 3/2 * 4/5))
[1093319] ['1/8', '3/2', '4/5', '5/3', '8/3'] -> 3/2 / 1/8 / 4/5 / 5/3 * 8/3
[1093324] ['1/8', '3/2', '4/5', '5/3', '9/4'] -> (3/2 / 1/8 - 4/5 * 5/3) * 9/4
[1093329] ['1/8', '3/2', '4/5', '5/4', '5/6'] -> (3/2 + 4/5 * 5/4) / 1/8 / 5/6
[1093342] ['1/8', '3/2', '4/5', '5/4', '8/3'] -> 3/2 / (5/4 - 4/5) / 1/8 - 8/3
[1093355] ['1/8', '3/2', '4/5', '5/6', '6/5'] -> 6/5 / (1/8 / 3/2 + 4/5 - 5/6)
[1093359] ['1/8', '3/2', '4/5', '5/6', '7/4'] -> 7/4 / (1/8 * (3/2 - 4/5) * 5/6)
[1093365] ['1/8', '3/2', '4/5', '5/6', '8/5'] -> 8/5 / (1/8 * 4/5 * (3/2 - 5/6))
[1093369] ['1/8', '3/2', '4/5', '5/6', '9/4'] -> (3/2 / 1/8 + 4/5) * 5/6 * 9/4
[1093378] ['1/8', '3/2', '4/5', '5/7', '7/2'] -> 7/2 / (1/8 / 3/2 / 4/5 / 5/7)
[1093383] ['1/8', '3/2', '4/5', '5/7', '7/8'] -> 3/2 / 1/8 / 4/5 / 5/7 / 7/8
[1093387] ['1/8', '3/2', '4/5', '5/7', '8/7'] -> 3/2 / 1/8 / 4/5 / 5/7 * 8/7
[1093410] ['1/8', '3/2', '4/5', '5/8', '9/4'] -> 9/4 / (1/8 * 3/2 * 4/5 * 5/8)
[1093411] ['1/8', '3/2', '4/5', '5/8', '9/5'] -> 9/5 / (3/2 * (4/5 - 1/8 - 5/8))
[1093416] ['1/8', '3/2', '4/5', '5/9', '6/7'] -> (4/5 + 3/2 / 5/9) / 1/8 * 6/7
[1093427] ['1/8', '3/2', '4/5', '5/9', '8/9'] -> 3/2 / 1/8 / 4/5 / 5/9 * 8/9
[1093428] ['1/8', '3/2', '4/5', '5/9', '9/2'] -> 3/2 * 4/5 * 5/9 / 1/8 * 9/2
[1093432] ['1/8', '3/2', '4/5', '5/9', '9/8'] -> 3/2 / 1/8 / 4/5 / 5/9 / 9/8
[1093434] ['1/8', '3/2', '4/5', '6/5', '6/7'] -> (3/2 + 4/5 + 6/5) / 1/8 * 6/7
[1093437] ['1/8', '3/2', '4/5', '6/5', '7/4'] -> 6/5 / (3/2 - 4/5) / 1/8 * 7/4
[1093439] ['1/8', '3/2', '4/5', '6/5', '7/6'] -> (3/2 + 4/5 + 6/5) / 1/8 / 7/6
[1093443] ['1/8', '3/2', '4/5', '6/5', '8/5'] -> 4/5 + (3/2 + 6/5) / 1/8 + 8/5
[1093445] ['1/8', '3/2', '4/5', '6/5', '8/9'] -> (3/2 + 6/5) / 1/8 / 4/5 * 8/9
[1093448] ['1/8', '3/2', '4/5', '6/5', '9/5'] -> 9/5 / (1/8 * 3/2 * (6/5 - 4/5))
[1093451] ['1/8', '3/2', '4/5', '6/7', '6/7'] -> (3/2 + 6/7 / 4/5) / 1/8 / 6/7
[1093453] ['1/8', '3/2', '4/5', '6/7', '7/3'] -> 4/5 * (3/2 / 1/8 + 6/7) * 7/3
[1093456] ['1/8', '3/2', '4/5', '6/7', '7/6'] -> (3/2 + 6/7 / 4/5) / 1/8 * 7/6
[1093465] ['1/8', '3/2', '4/5', '6/7', '9/5'] -> 9/5 / (1/8 * (3/2 - 4/5) * 6/7)
[1093466] ['1/8', '3/2', '4/5', '6/7', '9/7'] -> 9/7 / (1/8 * (3/2 - 6/7 / 4/5))
[1093494] ['1/8', '3/2', '4/5', '7/3', '9/2'] -> 4/5 * (7/3 - 3/2) / 1/8 * 9/2
[1093496] ['1/8', '3/2', '4/5', '7/3', '9/5'] -> 9/5 / ((4/5 - 1/8) * 7/3 - 3/2)
[1093505] ['1/8', '3/2', '4/5', '7/4', '8/5'] -> (3/2 / 1/8 + 4/5) * 7/4 + 8/5
[1093508] ['1/8', '3/2', '4/5', '7/4', '9/2'] -> 9/2 / ((7/4 - 3/2) / 4/5 - 1/8)
[1093515] ['1/8', '3/2', '4/5', '7/5', '7/8'] -> 3/2 * 7/5 / 1/8 / 4/5 / 7/8
[1093518] ['1/8', '3/2', '4/5', '7/5', '8/5'] -> (3/2 + 7/5) / 1/8 - 4/5 + 8/5
[1093519] ['1/8', '3/2', '4/5', '7/5', '8/7'] -> 3/2 * 7/5 / 1/8 / 4/5 * 8/7
[1093523] ['1/8', '3/2', '4/5', '7/5', '9/5'] -> 9/5 / (7/5 - 3/2 * 4/5 - 1/8)
[1093529] ['1/8', '3/2', '4/5', '7/6', '8/3'] -> (3/2 + 7/6) / 1/8 / 4/5 - 8/3
[1093535] ['1/8', '3/2', '4/5', '7/6', '9/5'] -> 7/6 / (3/2 - 4/5) / 1/8 * 9/5
[1093559] ['1/8', '3/2', '4/5', '8/3', '8/3'] -> (3/2 + 8/3) / (1/8 / 4/5) - 8/3
[1093565] ['1/8', '3/2', '4/5', '8/3', '9/5'] -> 9/5 / (4/5 / 3/2 / 8/3 - 1/8)
[1093572] ['1/8', '3/2', '4/5', '8/5', '9/4'] -> 8/5 / 1/8 / 3/2 / 4/5 * 9/4
[1093573] ['1/8', '3/2', '4/5', '8/5', '9/5'] -> (4/5 / 3/2 + 8/5 / 1/8) * 9/5
[1093581] ['1/8', '3/2', '4/5', '8/7', '9/7'] -> 9/7 / (1/8 + 8/7 / 4/5 - 3/2)
[1093589] ['1/8', '3/2', '4/5', '9/2', '9/2'] -> 3/2 / 1/8 / 4/5 + 9/2 + 9/2
[1093591] ['1/8', '3/2', '4/5', '9/2', '9/5'] -> 3/2 * 4/5 * 9/2 / 1/8 / 9/5
[1093597] ['1/8', '3/2', '4/5', '9/4', '9/8'] -> 9/8 / (1/8 * (9/4 - 3/2 / 4/5))
[1093598] ['1/8', '3/2', '4/5', '9/5', '9/5'] -> 9/5 / (1/8 * (9/5 - 3/2 * 4/5))
[1093599] ['1/8', '3/2', '4/5', '9/5', '9/7'] -> 9/7 / (1/8 / (4/5 / 3/2 + 9/5))
[1093601] ['1/8', '3/2', '4/5', '9/7', '9/7'] -> (3/2 / 4/5 + 9/7) / 1/8 - 9/7
[1093610] ['1/8', '3/2', '4/7', '4/7', '5/7'] -> ((3/2 + 4/7) / 1/8 + 4/7) / 5/7
[1093614] ['1/8', '3/2', '4/7', '4/7', '6/7'] -> 6/7 / 1/8 / (3/2 * 4/7 - 4/7)
[1093615] ['1/8', '3/2', '4/7', '4/7', '7/2'] -> ((3/2 - 4/7) / 1/8 - 4/7) * 7/2
[1093617] ['1/8', '3/2', '4/7', '4/7', '7/4'] -> 3/2 * (4/7 + 4/7) / 1/8 * 7/4
[1093618] ['1/8', '3/2', '4/7', '4/7', '7/5'] -> ((3/2 + 4/7) / 1/8 + 4/7) * 7/5
[1093619] ['1/8', '3/2', '4/7', '4/7', '7/6'] -> 4/7 / 1/8 / 4/7 / (3/2 - 7/6)
[1093629] ['1/8', '3/2', '4/7', '4/7', '9/7'] -> (4/7 / 1/8 + 4/7) / (3/2 - 9/7)
[1093630] ['1/8', '3/2', '4/7', '4/7', '9/8'] -> (4/7 + 4/7) / 1/8 * (3/2 + 9/8)
[1093636] ['1/8', '3/2', '4/7', '4/9', '5/7'] -> 5/7 / (1/8 + 4/7 - 3/2 * 4/9)
[1093638] ['1/8', '3/2', '4/7', '4/9', '5/9'] -> (3/2 / 4/7 + 4/9) / 1/8 - 5/9
[1093641] ['1/8', '3/2', '4/7', '4/9', '7/2'] -> 4/7 / 1/8 / 3/2 / 4/9 * 7/2
[1093650] ['1/8', '3/2', '4/7', '4/9', '8/7'] -> 8/7 / (1/8 * 3/2 * 4/7 * 4/9)
[1093667] ['1/8', '3/2', '4/7', '5/2', '7/3'] -> (5/2 - 4/7) / 1/8 / 3/2 * 7/3
[1093668] ['1/8', '3/2', '4/7', '5/2', '7/4'] -> (4/7 + 5/2 / 1/8) / 3/2 * 7/4
[1093669] ['1/8', '3/2', '4/7', '5/2', '7/5'] -> 7/5 / (1/8 / 3/2 / 4/7 / 5/2)
[1093671] ['1/8', '3/2', '4/7', '5/2', '7/8'] -> 7/8 / (1/8 / (3/2 + 5/2 - 4/7))
[1093672] ['1/8', '3/2', '4/7', '5/2', '7/9'] -> 3/2 * (4/7 + 5/2 / 1/8) * 7/9
[1093683] ['1/8', '3/2', '4/7', '5/3', '5/4'] -> 5/4 / (1/8 / 4/7 + 3/2 - 5/3)
[1093684] ['1/8', '3/2', '4/7', '5/3', '5/6'] -> 3/2 + 5/3 / 1/8 / 4/7 - 5/6
[1093689] ['1/8', '3/2', '4/7', '5/3', '6/7'] -> (4/7 + 3/2 * 5/3 / 1/8) / 6/7
[1093690] ['1/8', '3/2', '4/7', '5/3', '7/2'] -> 7/2 / (5/3 / (3/2 / 1/8 - 4/7))
[1093691] ['1/8', '3/2', '4/7', '5/3', '7/3'] -> (5/3 - 4/7 / 3/2) / 1/8 * 7/3
[1093694] ['1/8', '3/2', '4/7', '5/3', '7/6'] -> (4/7 + 3/2 * 5/3 / 1/8) * 7/6
[1093695] ['1/8', '3/2', '4/7', '5/3', '7/8'] -> 7/8 / (1/8 * (5/3 - 3/2) / 4/7)
[1093715] ['1/8', '3/2', '4/7', '5/4', '7/4'] -> 3/2 / 1/8 / 4/7 + 5/4 + 7/4
[1093725] ['1/8', '3/2', '4/7', '5/4', '9/4'] -> 3/2 * 5/4 / 1/8 / 4/7 - 9/4
[1093730] ['1/8', '3/2', '4/7', '5/6', '5/7'] -> 5/7 / (1/8 + 4/7 + 5/6 - 3/2)
[1093735] ['1/8', '3/2', '4/7', '5/6', '7/2'] -> 7/2 / (1/8 * (3/2 - 5/6) / 4/7)
[1093737] ['1/8', '3/2', '4/7', '5/6', '7/4'] -> (3/2 / 1/8 - 4/7) / 5/6 * 7/4
[1093747] ['1/8', '3/2', '4/7', '5/6', '9/4'] -> (3/2 + 5/6) / (1/8 / 4/7) * 9/4
[1093752] ['1/8', '3/2', '4/7', '5/7', '5/8'] -> 3/2 * 5/7 / 1/8 / 4/7 / 5/8
[1093758] ['1/8', '3/2', '4/7', '5/7', '7/4'] -> (3/2 / 1/8 + 5/7) / 4/7 + 7/4
[1093764] ['1/8', '3/2', '4/7', '5/7', '8/5'] -> 3/2 * 5/7 / 1/8 / 4/7 * 8/5
[1093767] ['1/8', '3/2', '4/7', '5/7', '9/2'] -> (5/7 / 1/8 - 4/7 / 3/2) * 9/2
[1093779] ['1/8', '3/2', '4/7', '5/8', '7/5'] -> 3/2 / 1/8 / 4/7 / 5/8 / 7/5
[1093781] ['1/8', '3/2', '4/7', '5/8', '7/8'] -> 3/2 / (1/8 + 4/7 - 5/8) / 7/8
[1093785] ['1/8', '3/2', '4/7', '5/8', '8/7'] -> 3/2 / (1/8 + 4/7 - 5/8) * 8/7
[1093787] ['1/8', '3/2', '4/7', '5/8', '9/2'] -> 9/2 / (3/2 - (1/8 + 5/8) / 4/7)
[1093794] ['1/8', '3/2', '4/7', '5/9', '6/7'] -> (3/2 / 1/8 - 4/7) / 5/9 / 6/7
[1093799] ['1/8', '3/2', '4/7', '5/9', '7/6'] -> (3/2 / 1/8 - 4/7) / 5/9 * 7/6
[1093811] ['1/8', '3/2', '4/7', '6/5', '6/5'] -> (3/2 + 6/5 / 4/7) / 1/8 / 6/5
[1093815] ['1/8', '3/2', '4/7', '6/5', '7/4'] -> (3/2 / 1/8 - 4/7) * 6/5 * 7/4
[1093833] ['1/8', '3/2', '4/7', '6/7', '7/5'] -> 7/5 / (1/8 / (4/7 + 6/7) / 3/2)
[1093837] ['1/8', '3/2', '4/7', '6/7', '8/3'] -> (3/2 - 6/7) / 1/8 / 4/7 * 8/3
[1093843] ['1/8', '3/2', '4/7', '6/7', '9/5'] -> (3/2 / 1/8 - 4/7) / 6/7 * 9/5
[1093853] ['1/8', '3/2', '4/7', '7/2', '8/3'] -> 3/2 * (7/2 / 4/7 - 1/8) * 8/3
[1093855] ['1/8', '3/2', '4/7', '7/2', '8/7'] -> (3/2 + 7/2) / (1/8 / 4/7) + 8/7
[1093858] ['1/8', '3/2', '4/7', '7/2', '9/4'] -> 4/7 * 7/2 / 1/8 / 3/2 * 9/4
[1093860] ['1/8', '3/2', '4/7', '7/2', '9/7'] -> 9/7 / (1/8 * (3/2 + 7/2) - 4/7)
[1093863] ['1/8', '3/2', '4/7', '7/3', '7/4'] -> 7/4 / ((3/2 - 1/8) / 4/7 - 7/3)
[1093866] ['1/8', '3/2', '4/7', '7/3', '7/8'] -> 7/8 / (1/8 * (3/2 / 4/7 - 7/3))
[1093873] ['1/8', '3/2', '4/7', '7/3', '9/4'] -> (3/2 / 1/8 - 4/7 * 7/3) * 9/4
[1093874] ['1/8', '3/2', '4/7', '7/3', '9/5'] -> (3/2 / 1/8 + 4/7 * 7/3) * 9/5
[1093875] ['1/8', '3/2', '4/7', '7/3', '9/7'] -> 9/7 / (1/8 + 4/7 - 3/2 / 7/3)
[1093896] ['1/8', '3/2', '4/7', '7/5', '8/5'] -> 3/2 / 1/8 / 4/7 / 7/5 * 8/5
[1093913] ['1/8', '3/2', '4/7', '7/6', '9/5'] -> (3/2 / 1/8 - 4/7) * 7/6 * 9/5
[1093925] ['1/8', '3/2', '4/7', '7/8', '9/7'] -> 9/7 / ((1/8 + 3/2) * 4/7 - 7/8)
[1093931] ['1/8', '3/2', '4/7', '7/9', '8/9'] -> 3/2 / 1/8 / 4/7 / 7/9 * 8/9
[1093932] ['1/8', '3/2', '4/7', '7/9', '9/2'] -> 3/2 * 4/7 * 7/9 / 1/8 * 9/2
[1093936] ['1/8', '3/2', '4/7', '7/9', '9/8'] -> 3/2 / 1/8 / 4/7 / 7/9 / 9/8
[1093940] ['1/8', '3/2', '4/7', '8/3', '8/9'] -> 8/3 / 1/8 / 3/2 / 4/7 - 8/9
[1093954] ['1/8', '3/2', '4/7', '8/7', '8/7'] -> 3/2 / (8/7 - 4/7) / 1/8 * 8/7
[1093956] ['1/8', '3/2', '4/7', '8/7', '9/2'] -> (4/7 / 1/8 + 8/7 / 3/2) * 9/2
[1093965] ['1/8', '3/2', '4/7', '8/9', '9/7'] -> 9/7 / (1/8 * 4/7 / 3/2 / 8/9)
[1093967] ['1/8', '3/2', '4/7', '9/2', '9/2'] -> (1/8 + 9/2 / 4/7) / 3/2 * 9/2
[1093970] ['1/8', '3/2', '4/7', '9/2', '9/7'] -> 3/2 * 4/7 * 9/2 / 1/8 / 9/7
[1093975] ['1/8', '3/2', '4/7', '9/4', '9/8'] -> 9/8 / (1/8 * (3/2 / 4/7 - 9/4))
[1093979] ['1/8', '3/2', '4/7', '9/7', '9/7'] -> 9/7 / (1/8 * (9/7 - 3/2 * 4/7))
[1093990] ['1/8', '3/2', '4/9', '4/9', '6/5'] -> (3/2 + 4/9 / 4/9) / 1/8 * 6/5
[1093991] ['1/8', '3/2', '4/9', '4/9', '6/7'] -> (3/2 / 1/8 + 4/9) / 4/9 * 6/7
[1093993] ['1/8', '3/2', '4/9', '4/9', '7/3'] -> 7/3 / (3/2 * 4/9 - 1/8 - 4/9)
[1094002] ['1/8', '3/2', '4/9', '4/9', '8/9'] -> 8/9 / 1/8 / 3/2 / (4/9 * 4/9)
[1094004] ['1/8', '3/2', '4/9', '4/9', '9/4'] -> 3/2 * (4/9 + 4/9) / 1/8 * 9/4
[1094009] ['1/8', '3/2', '4/9', '5/2', '5/3'] -> 5/3 / (1/8 * (5/2 - 3/2 - 4/9))
[1094010] ['1/8', '3/2', '4/9', '5/2', '5/4'] -> 5/2 / 1/8 / 3/2 / 4/9 / 5/4
[1094014] ['1/8', '3/2', '4/9', '5/2', '5/9'] -> 3/2 * 4/9 * 5/2 / 1/8 / 5/9
[1094018] ['1/8', '3/2', '4/9', '5/2', '7/3'] -> 5/2 / (3/2 + 4/9) / 1/8 * 7/3
[1094021] ['1/8', '3/2', '4/9', '5/2', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/9 * 5/2))
[1094030] ['1/8', '3/2', '4/9', '5/2', '9/5'] -> 3/2 * 4/9 * 5/2 / 1/8 * 9/5
[1094039] ['1/8', '3/2', '4/9', '5/3', '6/5'] -> 5/3 / 1/8 / 3/2 / 4/9 * 6/5
[1094041] ['1/8', '3/2', '4/9', '5/3', '7/2'] -> 7/2 / (1/8 * (3/2 + 4/9) / 5/3)
[1094043] ['1/8', '3/2', '4/9', '5/3', '7/4'] -> (3/2 + 5/3 / 4/9) / 1/8 / 7/4
[1094045] ['1/8', '3/2', '4/9', '5/3', '7/6'] -> 7/6 / (4/9 - 1/8 * (3/2 + 5/3))
[1094048] ['1/8', '3/2', '4/9', '5/3', '8/3'] -> 8/3 / (5/3 - 1/8 * 4/9 - 3/2)
[1094051] ['1/8', '3/2', '4/9', '5/3', '8/9'] -> (3/2 + 5/3) / 1/8 - 4/9 - 8/9
[1094052] ['1/8', '3/2', '4/9', '5/3', '9/2'] -> (5/3 / 3/2 - 4/9) / 1/8 * 9/2
[1094053] ['1/8', '3/2', '4/9', '5/3', '9/4'] -> 4/9 / (5/3 - 1/8 - 3/2) * 9/4
[1094055] ['1/8', '3/2', '4/9', '5/3', '9/7'] -> 9/7 / (1/8 / (3/2 * 4/9 + 5/3))
[1094056] ['1/8', '3/2', '4/9', '5/3', '9/8'] -> 9/8 / (1/8 * (5/3 - 3/2) / 4/9)
[1094060] ['1/8', '3/2', '4/9', '5/4', '5/8'] -> 5/4 / 1/8 / 3/2 / 4/9 / 5/8
[1094068] ['1/8', '3/2', '4/9', '5/4', '7/6'] -> 7/6 / (1/8 * (5/4 / 3/2 - 4/9))
[1094069] ['1/8', '3/2', '4/9', '5/4', '7/8'] -> (5/4 / 1/8 / 4/9 - 3/2) / 7/8
[1094072] ['1/8', '3/2', '4/9', '5/4', '8/5'] -> 5/4 / 1/8 / 3/2 / 4/9 * 8/5
[1094073] ['1/8', '3/2', '4/9', '5/4', '8/7'] -> (5/4 / 1/8 / 4/9 - 3/2) * 8/7
[1094076] ['1/8', '3/2', '4/9', '5/4', '9/4'] -> (3/2 * 4/9 + 5/4 / 1/8) * 9/4
[1094087] ['1/8', '3/2', '4/9', '5/6', '7/3'] -> 7/3 / (3/2 - 1/8 - 4/9 - 5/6)
[1094092] ['1/8', '3/2', '4/9', '5/6', '7/9'] -> 3/2 / (5/6 - 4/9) / 1/8 * 7/9
[1094093] ['1/8', '3/2', '4/9', '5/6', '8/3'] -> 8/3 / (5/6 - (1/8 + 3/2) * 4/9)
[1094106] ['1/8', '3/2', '4/9', '5/7', '6/7'] -> (3/2 + 5/7 / 4/9) / 1/8 - 6/7
[1094124] ['1/8', '3/2', '4/9', '5/8', '5/9'] -> 3/2 / 1/8 / 4/9 / 5/8 * 5/9
[1094131] ['1/8', '3/2', '4/9', '5/8', '7/6'] -> 7/6 / (1/8 * 4/9 * (3/2 - 5/8))
[1094138] ['1/8', '3/2', '4/9', '5/8', '9/2'] -> 9/2 / ((1/8 + 5/8) / 4/9 - 3/2)
[1094140] ['1/8', '3/2', '4/9', '5/8', '9/5'] -> 3/2 / 1/8 / 4/9 / 5/8 / 9/5
[1094142] ['1/8', '3/2', '4/9', '5/8', '9/8'] -> 3/2 / (5/8 - 1/8 - 4/9) / 9/8
[1094144] ['1/8', '3/2', '4/9', '5/9', '6/5'] -> (3/2 + 4/9 + 5/9) / 1/8 * 6/5
[1094145] ['1/8', '3/2', '4/9', '5/9', '6/7'] -> (3/2 + 4/9) / 1/8 / 5/9 * 6/7
