[1360820] ['2/3', '5/8', '5/9', '7/5', '7/9'] -> 7/9 / ((2/3 - 5/8) * 5/9 * 7/5)
[1413737] ['2/5', '3/5', '7/3', '7/5', '9/7'] -> (7/3 + 7/5) / (3/5 - 2/5) * 9/7
[1413759] ['2/5', '3/5', '7/3', '7/8', '9/5'] -> 7/3 / (3/5 - 2/5) / 7/8 * 9/5
[1413764] ['2/5', '3/5', '7/3', '7/9', '8/5'] -> 7/3 / (3/5 - 2/5) / 7/9 * 8/5
[1413765] ['2/5', '3/5', '7/3', '7/9', '8/7'] -> 7/3 / (7/9 - 2/5 / 3/5) * 8/7
[1413767] ['2/5', '3/5', '7/3', '7/9', '9/2'] -> ((2/5 + 7/3) / 3/5 + 7/9) * 9/2
[1413778] ['2/5', '3/5', '7/3', '8/3', '9/5'] -> 7/3 / (2/5 - 3/5 / 8/3) * 9/5
[1413784] ['2/5', '3/5', '7/3', '8/5', '9/2'] -> (2/5 + 3/5 + 7/3) * 8/5 * 9/2
[1413787] ['2/5', '3/5', '7/3', '8/5', '9/7'] -> 9/7 / ((3/5 - 2/5) / 7/3 / 8/5)
[1413793] ['2/5', '3/5', '7/3', '8/7', '9/5'] -> 7/3 * 8/7 / (3/5 - 2/5) * 9/5
[1413794] ['2/5', '3/5', '7/3', '8/7', '9/7'] -> 9/7 / ((3/5 / 8/7 - 2/5) / 7/3)
[1413804] ['2/5', '3/5', '7/3', '9/2', '9/5'] -> (7/3 / 2/5 + 9/2 / 3/5) * 9/5
[1413807] ['2/5', '3/5', '7/3', '9/4', '9/4'] -> 7/3 * 9/4 / (3/5 - 2/5) - 9/4
[1413811] ['2/5', '3/5', '7/3', '9/5', '9/5'] -> (7/3 + 9/5 / 3/5) / 2/5 * 9/5
[1413826] ['2/5', '3/5', '7/4', '7/4', '9/2'] -> ((2/5 + 7/4) / 3/5 + 7/4) * 9/2
[1413848] ['2/5', '3/5', '7/4', '7/6', '8/5'] -> 8/5 / ((2/5 - 3/5 / 7/4) * 7/6)
[1413873] ['2/5', '3/5', '7/4', '7/9', '9/4'] -> 7/4 / (3/5 * 7/9 - 2/5) - 9/4
[1413877] ['2/5', '3/5', '7/4', '8/3', '8/3'] -> 8/3 / (2/5 * 7/4 - 3/5) - 8/3
[1413881] ['2/5', '3/5', '7/4', '8/3', '9/2'] -> (2/5 / 3/5 + 7/4 * 8/3) * 9/2
[1413889] ['2/5', '3/5', '7/4', '8/5', '9/2'] -> (2/5 + 7/4 * 8/5) / 3/5 * 9/2
[1413890] ['2/5', '3/5', '7/4', '8/5', '9/4'] -> 9/4 / (7/4 / 8/5 - 2/5 - 3/5)
[1413902] ['2/5', '3/5', '7/4', '8/9', '9/2'] -> 9/2 / (2/5 * 7/4 / 8/9 - 3/5)
[1413909] ['2/5', '3/5', '7/4', '9/2', '9/5'] -> 9/5 / (3/5 * (9/2 - 7/4 / 2/5))
[1413916] ['2/5', '3/5', '7/4', '9/5', '9/5'] -> 2/5 / (9/5 - 7/4) / 3/5 * 9/5
[1413930] ['2/5', '3/5', '7/5', '7/5', '9/2'] -> (2/5 + 7/5 + 7/5) / 3/5 * 9/2
[1413960] ['2/5', '3/5', '7/5', '7/9', '8/5'] -> 8/5 / (2/5 - 3/5 * 7/9 / 7/5)
[1413961] ['2/5', '3/5', '7/5', '7/9', '8/7'] -> 7/5 / (3/5 * 7/9 - 2/5) * 8/7
[1413969] ['2/5', '3/5', '7/5', '8/3', '8/5'] -> 8/5 / (2/5 + 7/5 / 3/5 - 8/3)
[1413975] ['2/5', '3/5', '7/5', '8/3', '9/7'] -> 9/7 / ((3/5 - 2/5) / 7/5 / 8/3)
[1413995] ['2/5', '3/5', '7/5', '8/9', '9/5'] -> 9/5 / (7/5 / 8/9 - 3/5 / 2/5)
[1413998] ['2/5', '3/5', '7/5', '9/2', '9/2'] -> (7/5 + 2/5 * 9/2) / 3/5 * 9/2
[1413999] ['2/5', '3/5', '7/5', '9/2', '9/4'] -> 7/5 * 9/2 / 2/5 / 3/5 - 9/4
[1414000] ['2/5', '3/5', '7/5', '9/2', '9/5'] -> (7/5 / 2/5 + 9/2) / 3/5 * 9/5
[1414007] ['2/5', '3/5', '7/5', '9/5', '9/5'] -> (7/5 + 9/5) / 2/5 / 3/5 * 9/5
[1414016] ['2/5', '3/5', '7/6', '7/6', '8/3'] -> 8/3 / ((7/6 - 2/5) / 3/5 - 7/6)
[1414017] ['2/5', '3/5', '7/6', '7/6', '8/5'] -> 8/5 / (7/6 - 3/5 * 7/6 - 2/5)
[1414018] ['2/5', '3/5', '7/6', '7/6', '8/7'] -> 8/7 / (3/5 / 7/6 - 2/5 * 7/6)
[1414028] ['2/5', '3/5', '7/6', '7/8', '8/5'] -> 8/5 / (3/5 - 2/5 * 7/6 / 7/8)
[1414055] ['2/5', '3/5', '7/6', '8/5', '8/5'] -> 8/5 / (2/5 * (3/5 + 7/6 - 8/5))
[1414058] ['2/5', '3/5', '7/6', '8/5', '9/2'] -> 8/5 / (3/5 * 7/6 - 2/5) * 9/2
[1414070] ['2/5', '3/5', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * 8/9 - 2/5 - 3/5)
[1414073] ['2/5', '3/5', '7/6', '8/9', '9/5'] -> 9/5 / (3/5 - 2/5 * 7/6 / 8/9)
[1414077] ['2/5', '3/5', '7/6', '9/2', '9/4'] -> 7/6 * 9/2 / (3/5 - 2/5) - 9/4
[1414080] ['2/5', '3/5', '7/6', '9/2', '9/8'] -> 9/2 / (7/6 - 2/5 - 3/5) / 9/8
[1414099] ['2/5', '3/5', '7/8', '7/8', '9/5'] -> 9/5 / (2/5 * 7/8 + 3/5 - 7/8)
[1414109] ['2/5', '3/5', '7/8', '7/9', '9/5'] -> 9/5 / (7/8 * (3/5 - 2/5 / 7/9))
[1414117] ['2/5', '3/5', '7/8', '8/3', '9/4'] -> 8/3 / (3/5 - 2/5 * 7/8) * 9/4
[1414119] ['2/5', '3/5', '7/8', '8/3', '9/7'] -> 9/7 / ((3/5 - 2/5 / 7/8) / 8/3)
[1414137] ['2/5', '3/5', '7/8', '8/9', '9/2'] -> 3/5 / (8/9 - 7/8) / 2/5 / 9/2
[1414139] ['2/5', '3/5', '7/8', '8/9', '9/5'] -> 9/5 / (3/5 * 7/8 - 2/5 / 8/9)
[1414148] ['2/5', '3/5', '7/8', '9/4', '9/5'] -> 9/5 / (3/5 * 9/4 - 2/5 - 7/8)
[1414159] ['2/5', '3/5', '7/9', '7/9', '8/5'] -> 8/5 / ((3/5 - 2/5 / 7/9) * 7/9)
[1414160] ['2/5', '3/5', '7/9', '7/9', '8/7'] -> 8/7 / (2/5 / 7/9 - 3/5 * 7/9)
[1414161] ['2/5', '3/5', '7/9', '7/9', '8/9'] -> 8/9 / (2/5 - 3/5 * 7/9 * 7/9)
[1414182] ['2/5', '3/5', '7/9', '8/5', '9/7'] -> 9/7 / ((3/5 - 2/5 / 7/9) / 8/5)
[1414188] ['2/5', '3/5', '7/9', '8/7', '9/5'] -> 8/7 / (3/5 - 2/5 / 7/9) * 9/5
[1414191] ['2/5', '3/5', '7/9', '8/9', '8/9'] -> 8/9 / ((8/9 - 2/5) / 3/5 - 7/9)
[1414194] ['2/5', '3/5', '7/9', '8/9', '9/5'] -> 8/9 / (3/5 * 7/9 - 2/5) * 9/5
[1414202] ['2/5', '3/5', '7/9', '9/4', '9/4'] -> 9/4 / (3/5 - 2/5 / 7/9) - 9/4
[1414208] ['2/5', '3/5', '7/9', '9/5', '9/8'] -> 9/5 / (3/5 * 7/9 - 2/5) / 9/8
[1414215] ['2/5', '3/5', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / (8/9 - 2/5 / 3/5)
[1414218] ['2/5', '3/5', '8/3', '8/3', '9/5'] -> 9/5 / (3/5 / 8/3 - 2/5 / 8/3)
[1414226] ['2/5', '3/5', '8/3', '8/5', '9/5'] -> (8/3 + 8/5 / 3/5) / 2/5 * 9/5
[1414229] ['2/5', '3/5', '8/3', '8/7', '8/7'] -> 3/5 / (8/7 / 8/3 - 2/5) * 8/7
[1414232] ['2/5', '3/5', '8/3', '8/7', '9/4'] -> 8/3 / (3/5 - 2/5 / 8/7) * 9/4
[1414235] ['2/5', '3/5', '8/3', '8/7', '9/8'] -> 9/8 / ((3/5 / 8/7 - 2/5) / 8/3)
[1414239] ['2/5', '3/5', '8/3', '8/9', '9/5'] -> (8/3 / 3/5 + 8/9) / 2/5 * 9/5
[1414242] ['2/5', '3/5', '8/3', '9/2', '9/2'] -> 9/2 / (9/2 / 8/3 - 3/5 / 2/5)
[1414244] ['2/5', '3/5', '8/3', '9/2', '9/5'] -> 9/5 / (2/5 * 9/2 / 8/3 - 3/5)
[1414256] ['2/5', '3/5', '8/3', '9/8', '9/8'] -> 9/8 / ((9/8 - 2/5 - 3/5) / 8/3)
[1414257] ['2/5', '3/5', '8/5', '8/5', '8/5'] -> (8/5 + 8/5 + 8/5) / (3/5 - 2/5)
[1414259] ['2/5', '3/5', '8/5', '8/5', '8/9'] -> (8/5 + 8/5) / (3/5 * 8/9 - 2/5)
[1414260] ['2/5', '3/5', '8/5', '8/5', '9/2'] -> (2/5 + 8/5) * 8/5 / 3/5 * 9/2
[1414262] ['2/5', '3/5', '8/5', '8/5', '9/5'] -> (8/5 + 8/5) / 2/5 / 3/5 * 9/5
[1414264] ['2/5', '3/5', '8/5', '8/5', '9/8'] -> (8/5 + 8/5) / (3/5 / 9/8 - 2/5)
[1414265] ['2/5', '3/5', '8/5', '8/7', '8/7'] -> 8/7 / (8/7 / 8/5 - 2/5 / 3/5)
[1414273] ['2/5', '3/5', '8/5', '8/9', '9/2'] -> (8/5 + 3/5 * 8/9) / 2/5 * 9/2
[1414274] ['2/5', '3/5', '8/5', '8/9', '9/4'] -> 8/5 / (3/5 - 2/5 / 8/9) * 9/4
[1414275] ['2/5', '3/5', '8/5', '8/9', '9/5'] -> 9/5 / (2/5 / 8/9 - 3/5 / 8/5)
[1414278] ['2/5', '3/5', '8/5', '9/2', '9/2'] -> (3/5 + 8/5 * 9/2) / 2/5 + 9/2
[1414283] ['2/5', '3/5', '8/5', '9/4', '9/4'] -> 9/4 / (3/5 / 2/5 - 9/4 / 8/5)
[1414287] ['2/5', '3/5', '8/5', '9/5', '9/5'] -> 8/5 / (2/5 * 9/5 - 3/5) * 9/5
[1414290] ['2/5', '3/5', '8/5', '9/7', '9/7'] -> 9/7 / ((3/5 - 2/5 * 9/7) / 8/5)
[1414297] ['2/5', '3/5', '8/7', '8/7', '9/5'] -> 9/5 / ((8/7 - 3/5) / 8/7 - 2/5)
[1414303] ['2/5', '3/5', '8/7', '8/9', '9/5'] -> 9/5 / (3/5 / 8/7 - 2/5 / 8/9)
[1414315] ['2/5', '3/5', '8/7', '9/5', '9/5'] -> 9/5 / (9/5 / 8/7 - 3/5 / 2/5)
[1414323] ['2/5', '3/5', '8/9', '8/9', '9/4'] -> 9/4 / (3/5 - 2/5 / 8/9 / 8/9)
[1414327] ['2/5', '3/5', '8/9', '9/2', '9/2'] -> 8/9 * (3/5 / 2/5 + 9/2) * 9/2
[1414336] ['2/5', '3/5', '8/9', '9/5', '9/5'] -> 8/9 / (2/5 - 3/5 / 9/5) * 9/5
[1414339] ['2/5', '3/5', '8/9', '9/7', '9/7'] -> 9/7 / (3/5 / 2/5 - 9/7 / 8/9)
[1414353] ['2/5', '3/5', '9/2', '9/5', '9/8'] -> (3/5 + 9/5) / (2/5 / 9/2) / 9/8
[1414371] ['2/5', '3/5', '9/5', '9/7', '9/8'] -> 9/5 / (3/5 / 9/7 - 2/5) / 9/8
[1414380] ['2/5', '3/7', '3/7', '3/7', '4/5'] -> (3/7 + 3/7) * 4/5 / (3/7 - 2/5)
[1414384] ['2/5', '3/7', '3/7', '3/7', '5/3'] -> (3/7 + 3/7 / 5/3) / (3/7 - 2/5)
[1414385] ['2/5', '3/7', '3/7', '3/7', '5/4'] -> (3/7 + 3/7) / (3/7 - 2/5) / 5/4
[1414387] ['2/5', '3/7', '3/7', '3/7', '5/7'] -> 5/7 / (3/7 - 2/5) - 3/7 / 3/7
[1414388] ['2/5', '3/7', '3/7', '3/7', '5/8'] -> 3/7 / (3/7 / 2/5 - 3/7 - 5/8)
[1414400] ['2/5', '3/7', '3/7', '3/7', '8/5'] -> 8/5 / (3/7 / 3/7 - 2/5 / 3/7)
[1414416] ['2/5', '3/7', '3/7', '3/8', '5/6'] -> 3/7 / (3/7 - 3/8) / 2/5 / 5/6
[1414420] ['2/5', '3/7', '3/7', '3/8', '6/5'] -> 3/7 / (3/7 - 3/8) / 2/5 * 6/5
[1414430] ['2/5', '3/7', '3/7', '3/8', '8/5'] -> 8/5 / (2/5 / 3/8 - 3/7 / 3/7)
[1414445] ['2/5', '3/7', '3/7', '4/3', '5/6'] -> 3/7 * 4/3 / (3/7 - 2/5) / 5/6
[1414449] ['2/5', '3/7', '3/7', '4/3', '6/5'] -> 3/7 * 4/3 / (3/7 - 2/5) * 6/5
[1414467] ['2/5', '3/7', '3/7', '4/5', '4/5'] -> 3/7 * (4/5 + 4/5) / (3/7 - 2/5)
[1414475] ['2/5', '3/7', '3/7', '4/5', '5/8'] -> 3/7 / (2/5 + 3/7 - 4/5) / 5/8
[1414487] ['2/5', '3/7', '3/7', '4/5', '8/5'] -> 3/7 * 8/5 / (2/5 + 3/7 - 4/5)
[1414501] ['2/5', '3/7', '3/7', '4/7', '5/7'] -> 5/7 / (3/7 - 2/5) - 3/7 - 4/7
[1414504] ['2/5', '3/7', '3/7', '4/7', '6/5'] -> (3/7 + 6/5 / 2/5) / (4/7 - 3/7)
[1414518] ['2/5', '3/7', '3/7', '4/7', '9/4'] -> 3/7 / (3/7 - 2/5) / 4/7 - 9/4
[1414530] ['2/5', '3/7', '3/7', '4/9', '6/5'] -> 3/7 / (4/9 - 3/7) - 6/5 / 2/5
[1414535] ['2/5', '3/7', '3/7', '4/9', '7/5'] -> (3/7 + 7/5) / (2/5 * 3/7 * 4/9)
[1414539] ['2/5', '3/7', '3/7', '4/9', '8/3'] -> 8/3 / (4/9 / 2/5 - 3/7 / 3/7)
[1414540] ['2/5', '3/7', '3/7', '4/9', '8/5'] -> 8/5 / (3/7 - 3/7 * (2/5 + 4/9))
[1414541] ['2/5', '3/7', '3/7', '4/9', '8/7'] -> 8/7 / (3/7 * 4/9 / 2/5 - 3/7)
[1414571] ['2/5', '3/7', '3/7', '5/2', '9/7'] -> (3/7 + 9/7) / ((3/7 - 2/5) * 5/2)
[1414576] ['2/5', '3/7', '3/7', '5/3', '5/7'] -> (3/7 + 5/7) / ((3/7 - 2/5) * 5/3)
[1414578] ['2/5', '3/7', '3/7', '5/3', '5/9'] -> (3/7 / (3/7 - 2/5) - 5/3) / 5/9
[1414588] ['2/5', '3/7', '3/7', '5/3', '8/3'] -> 3/7 / (3/7 - 2/5) / 5/3 * 8/3
[1414589] ['2/5', '3/7', '3/7', '5/3', '8/5'] -> 8/5 / (2/5 * (5/3 - 3/7) - 3/7)
[1414594] ['2/5', '3/7', '3/7', '5/3', '9/5'] -> (3/7 / (3/7 - 2/5) - 5/3) * 9/5
[1414634] ['2/5', '3/7', '3/7', '5/6', '8/5'] -> 8/5 / 2/5 / (3/7 / 3/7 - 5/6)
[1414648] ['2/5', '3/7', '3/7', '5/7', '7/3'] -> 5/7 / (3/7 - 2/5) - 3/7 * 7/3
[1414670] ['2/5', '3/7', '3/7', '5/8', '7/5'] -> 7/5 / ((5/8 - 3/7) / 3/7 - 2/5)
[1414694] ['2/5', '3/7', '3/7', '5/9', '8/5'] -> 8/5 / (3/7 * 5/9 - 2/5 * 3/7)
[1414696] ['2/5', '3/7', '3/7', '5/9', '8/9'] -> 3/7 / (3/7 - 2/5) / 5/9 * 8/9
[1414701] ['2/5', '3/7', '3/7', '5/9', '9/8'] -> 3/7 / (3/7 - 2/5) / 5/9 / 9/8
[1414724] ['2/5', '3/7', '3/7', '6/7', '7/5'] -> (3/7 + 7/5) / (2/5 / 3/7 - 6/7)
[1414736] ['2/5', '3/7', '3/7', '6/7', '9/8'] -> (3/7 + 6/7) / (9/8 - 3/7 / 2/5)
[1414749] ['2/5', '3/7', '3/7', '7/2', '9/4'] -> (3/7 / 2/5 + 7/2) / 3/7 * 9/4
[1414778] ['2/5', '3/7', '3/7', '7/4', '9/4'] -> 3/7 * 7/4 / (3/7 - 2/5) - 9/4
[1414784] ['2/5', '3/7', '3/7', '7/5', '7/8'] -> 3/7 * 7/5 / (3/7 - 2/5) / 7/8
[1414786] ['2/5', '3/7', '3/7', '7/5', '8/3'] -> (3/7 + 7/5) / (3/7 - 2/5) / 8/3
[1414791] ['2/5', '3/7', '3/7', '7/5', '9/4'] -> (3/7 + 7/5) / 2/5 / 3/7 * 9/4
[1414799] ['2/5', '3/7', '3/7', '7/6', '8/5'] -> 8/5 / 2/5 / (7/6 - 3/7 / 3/7)
[1414820] ['2/5', '3/7', '3/7', '7/9', '8/5'] -> 8/5 / (3/7 * (2/5 / 3/7 - 7/9))
[1414829] ['2/5', '3/7', '3/7', '8/3', '8/5'] -> 8/5 / (2/5 * 8/3 - 3/7 / 3/7)
[1414850] ['2/5', '3/7', '3/7', '8/7', '9/7'] -> (3/7 + 9/7) / (8/7 - 3/7 / 2/5)
[1414855] ['2/5', '3/7', '3/7', '8/9', '9/5'] -> 3/7 * 8/9 / (3/7 - 2/5) * 9/5
[1414869] ['2/5', '3/7', '3/7', '9/5', '9/8'] -> 3/7 * 9/5 / (3/7 - 2/5) / 9/8
[1414882] ['2/5', '3/7', '3/8', '3/8', '5/7'] -> 5/7 / (3/7 - 2/5) - 3/8 / 3/8
[1414899] ['2/5', '3/7', '3/8', '3/8', '9/4'] -> (3/8 + 3/8) / (3/7 - 2/5) - 9/4
[1414901] ['2/5', '3/7', '3/8', '3/8', '9/7'] -> 9/7 / (3/8 - 2/5 * (3/7 + 3/8))
[1414919] ['2/5', '3/7', '3/8', '4/3', '7/5'] -> 7/5 / (4/3 - 3/8 / 3/7 - 2/5)
[1414933] ['2/5', '3/7', '3/8', '4/5', '4/7'] -> 3/7 * 4/5 / (2/5 - 3/8) / 4/7
[1414942] ['2/5', '3/7', '3/8', '4/5', '6/5'] -> 6/5 / (3/8 * (2/5 / 3/7 - 4/5))
[1414946] ['2/5', '3/7', '3/8', '4/5', '7/4'] -> 3/7 * 4/5 / (2/5 - 3/8) * 7/4
[1414947] ['2/5', '3/7', '3/8', '4/5', '7/5'] -> 7/5 / ((4/5 - 2/5 - 3/8) / 3/7)
[1414955] ['2/5', '3/7', '3/8', '4/5', '9/2'] -> 2/5 / (3/8 / 3/7 - 4/5) * 9/2
[1414958] ['2/5', '3/7', '3/8', '4/5', '9/7'] -> 9/7 / (3/7 * (2/5 / 4/5 - 3/8))
[1414963] ['2/5', '3/7', '3/8', '4/7', '5/3'] -> (3/7 + 4/7) / (2/5 - 3/8) / 5/3
[1414964] ['2/5', '3/7', '3/8', '4/7', '5/4'] -> 3/7 / (2/5 - 3/8) / 4/7 / 5/4
[1414969] ['2/5', '3/7', '3/8', '4/7', '6/5'] -> 6/5 / (3/7 - 2/5 * (3/8 + 4/7))
[1414974] ['2/5', '3/7', '3/8', '4/7', '7/5'] -> 7/5 / ((4/7 - 3/8) / 3/7 - 2/5)
[1414978] ['2/5', '3/7', '3/8', '4/7', '8/3'] -> 4/7 / (3/7 - 3/8) / 2/5 - 8/3
[1414979] ['2/5', '3/7', '3/8', '4/7', '8/5'] -> 8/5 / (2/5 / 3/8 - 3/7 - 4/7)
[1414996] ['2/5', '3/7', '3/8', '4/9', '6/7'] -> 6/7 / ((3/7 + 3/8) * (4/9 - 2/5))
[1415020] ['2/5', '3/7', '3/8', '5/2', '6/5'] -> 6/5 / (2/5 - 3/8 / 3/7 / 5/2)
[1415022] ['2/5', '3/7', '3/8', '5/2', '7/2'] -> 3/7 / (2/5 - 3/8) / 5/2 * 7/2
[1415045] ['2/5', '3/7', '3/8', '5/3', '6/7'] -> 6/7 / (2/5 * (3/7 - 3/8) * 5/3)
[1415047] ['2/5', '3/7', '3/8', '5/3', '7/3'] -> 3/7 / (2/5 - 3/8) / 5/3 * 7/3
[1415049] ['2/5', '3/7', '3/8', '5/3', '7/5'] -> 7/5 / ((3/7 - 2/5) * (3/8 + 5/3))
[1415059] ['2/5', '3/7', '3/8', '5/3', '9/5'] -> 9/5 / (3/7 * (2/5 - 3/8 / 5/3))
[1415071] ['2/5', '3/7', '3/8', '5/4', '7/4'] -> 3/7 / (2/5 - 3/8) / 5/4 * 7/4
[1415072] ['2/5', '3/7', '3/8', '5/4', '7/5'] -> 7/5 / (2/5 / 3/7 + 3/8 - 5/4)
[1415083] ['2/5', '3/7', '3/8', '5/4', '9/7'] -> 9/7 / (3/7 * (2/5 * 5/4 - 3/8))
[1415092] ['2/5', '3/7', '3/8', '5/6', '7/3'] -> 3/7 / (3/8 - 2/5 * 5/6) * 7/3
[1415095] ['2/5', '3/7', '3/8', '5/6', '7/6'] -> 3/7 / (2/5 - 3/8) / 5/6 * 7/6
[1415111] ['2/5', '3/7', '3/8', '5/7', '6/7'] -> 6/7 / (2/5 * (3/7 + 3/8 - 5/7))
[1415123] ['2/5', '3/7', '3/8', '5/7', '9/2'] -> 2/5 * 5/7 / (3/7 - 3/8) * 9/2
[1415125] ['2/5', '3/7', '3/8', '5/7', '9/5'] -> 9/5 / (3/8 * (3/7 / 5/7 - 2/5))
[1415140] ['2/5', '3/7', '3/8', '5/8', '8/5'] -> 8/5 / (3/8 + 5/8 - 2/5 / 3/7)
[1415141] ['2/5', '3/7', '3/8', '5/8', '8/7'] -> 3/8 / (3/7 - 2/5) / 5/8 * 8/7
[1415146] ['2/5', '3/7', '3/8', '5/8', '9/7'] -> 9/7 / (3/7 * (3/8 - 2/5 * 5/8))
[1415150] ['2/5', '3/7', '3/8', '5/9', '6/7'] -> 6/7 / (2/5 * 3/7 * 3/8 * 5/9)
[1415157] ['2/5', '3/7', '3/8', '5/9', '7/9'] -> 3/7 / (2/5 - 3/8) / 5/9 * 7/9
[1415165] ['2/5', '3/7', '3/8', '5/9', '9/7'] -> 3/7 / (2/5 - 3/8) / 5/9 / 9/7
[1415169] ['2/5', '3/7', '3/8', '6/5', '7/2'] -> 7/2 / (3/8 / (6/5 / 2/5 - 3/7))
[1415170] ['2/5', '3/7', '3/8', '6/5', '7/3'] -> 3/7 / (3/8 - 2/5 / 6/5) * 7/3
[1415173] ['2/5', '3/7', '3/8', '6/5', '7/6'] -> 3/7 * 6/5 / (2/5 - 3/8) * 7/6
[1415177] ['2/5', '3/7', '3/8', '6/5', '8/5'] -> 8/5 - 2/5 / (3/7 / 6/5 - 3/8)
[1415182] ['2/5', '3/7', '3/8', '6/5', '9/5'] -> 9/5 / (2/5 + 3/8 / 3/7 - 6/5)
[1415186] ['2/5', '3/7', '3/8', '6/7', '7/2'] -> 7/2 / (3/8 / (3/7 + 6/7 / 2/5))
[1415197] ['2/5', '3/7', '3/8', '6/7', '9/2'] -> 3/7 / (3/8 / 2/5 - 6/7) * 9/2
[1415215] ['2/5', '3/7', '3/8', '7/2', '9/5'] -> 9/5 / (2/5 * (3/7 - 3/8) * 7/2)
[1415225] ['2/5', '3/7', '3/8', '7/3', '8/5'] -> 8/5 / (2/5 / 3/8 - 3/7 * 7/3)
[1415234] ['2/5', '3/7', '3/8', '7/4', '7/5'] -> 7/5 / ((2/5 + 3/8) / 3/7 - 7/4)
[1415242] ['2/5', '3/7', '3/8', '7/4', '9/2'] -> 9/2 / (3/8 / 2/5 - 3/7 * 7/4)
[1415247] ['2/5', '3/7', '3/8', '7/5', '7/5'] -> (2/5 + 7/5) / (3/7 - 3/8) / 7/5
[1415255] ['2/5', '3/7', '3/8', '7/5', '9/2'] -> 2/5 / (3/7 - 3/8) / 7/5 * 9/2
[1415257] ['2/5', '3/7', '3/8', '7/5', '9/5'] -> 9/5 / (3/8 * (3/7 * 7/5 - 2/5))
[1415290] ['2/5', '3/7', '3/8', '7/9', '9/5'] -> 3/7 * 7/9 / (2/5 - 3/8) * 9/5
[1415294] ['2/5', '3/7', '3/8', '8/3', '8/5'] -> 8/5 / (3/8 * 8/3 - 2/5 / 3/7)
[1415303] ['2/5', '3/7', '3/8', '8/5', '8/7'] -> 3/8 * 8/5 / (3/7 - 2/5) * 8/7
[1415304] ['2/5', '3/7', '3/8', '8/5', '8/9'] -> 8/5 / 2/5 / 3/7 / 3/8 - 8/9
[1415308] ['2/5', '3/7', '3/8', '8/5', '9/7'] -> 9/7 / (3/7 * (3/8 - 2/5 / 8/5))
[1415329] ['2/5', '3/7', '3/8', '9/4', '9/5'] -> 9/5 / ((3/7 - 2/5) * (3/8 + 9/4))
[1415333] ['2/5', '3/7', '3/8', '9/5', '9/7'] -> 3/7 * 9/5 / (2/5 - 3/8) / 9/7
[1415346] ['2/5', '3/7', '4/3', '4/3', '5/7'] -> 5/7 / (3/7 - 2/5) - 4/3 / 4/3
[1415359] ['2/5', '3/7', '4/3', '4/3', '8/5'] -> 8/5 / (4/3 / 4/3 - 2/5 / 3/7)
[1415384] ['2/5', '3/7', '4/3', '4/5', '7/8'] -> 4/5 / (3/7 - 2/5) / 4/3 / 7/8
[1415386] ['2/5', '3/7', '4/3', '4/5', '8/3'] -> 4/5 / (3/7 - 2/5) - 4/3 - 8/3
[1415388] ['2/5', '3/7', '4/3', '4/5', '8/7'] -> 4/5 / (3/7 - 2/5) / 4/3 * 8/7
[1415404] ['2/5', '3/7', '4/3', '4/7', '6/5'] -> 6/5 / ((2/5 + 3/7) / 4/3 - 4/7)
[1415412] ['2/5', '3/7', '4/3', '4/7', '7/9'] -> (4/7 / (3/7 - 2/5) - 4/3) / 7/9
[1415420] ['2/5', '3/7', '4/3', '4/7', '9/7'] -> (4/7 / (3/7 - 2/5) - 4/3) * 9/7
[1415427] ['2/5', '3/7', '4/3', '4/9', '5/7'] -> 2/5 * 4/3 / (4/9 - 3/7) * 5/7
[1415435] ['2/5', '3/7', '4/3', '4/9', '7/5'] -> 2/5 * 4/3 / (4/9 - 3/7) / 7/5
[1415441] ['2/5', '3/7', '4/3', '4/9', '8/7'] -> 8/7 / (4/9 / (4/3 - 2/5) - 3/7)
[1415471] ['2/5', '3/7', '4/3', '5/2', '9/7'] -> 9/7 / ((3/7 - 2/5) * 5/2 / 4/3)
[1415480] ['2/5', '3/7', '4/3', '5/3', '6/7'] -> 4/3 / (3/7 - 2/5) / 5/3 * 6/7
[1415485] ['2/5', '3/7', '4/3', '5/3', '7/6'] -> 4/3 / (3/7 - 2/5) / 5/3 / 7/6
[1415490] ['2/5', '3/7', '4/3', '5/3', '8/7'] -> 8/7 / ((2/5 + 3/7) * 5/3 - 4/3)
[1415513] ['2/5', '3/7', '4/3', '5/4', '8/7'] -> 8/7 / ((3/7 - 2/5) * 4/3 * 5/4)
[1415521] ['2/5', '3/7', '4/3', '5/6', '5/7'] -> 5/7 / (5/6 - 3/7 / 2/5 / 4/3)
[1415523] ['2/5', '3/7', '4/3', '5/6', '5/9'] -> 4/3 / (2/5 / 3/7 - 5/6) / 5/9
[1415535] ['2/5', '3/7', '4/3', '5/6', '8/7'] -> 8/7 / (4/3 - 3/7 / 2/5 / 5/6)
[1415539] ['2/5', '3/7', '4/3', '5/6', '9/5'] -> 4/3 / (2/5 / 3/7 - 5/6) * 9/5
[1415545] ['2/5', '3/7', '4/3', '5/7', '6/5'] -> 6/5 / (3/7 / 4/3 / 5/7 - 2/5)
[1415546] ['2/5', '3/7', '4/3', '5/7', '6/7'] -> 6/7 / (3/7 / 4/3 - 2/5 * 5/7)
