[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[885659] ['1/6', '5/6', '7/2', '8/3', '9/8'] -> (((7/2 + (5/6 / 8/3)) / 1/6) + 9/8)
[885675] ['1/6', '5/6', '7/2', '8/9', '8/9'] -> ((((5/6 + 7/2) * 8/9) / 1/6) + 8/9)
[885676] ['1/6', '5/6', '7/2', '8/9', '9/2'] -> ((5/6 + ((7/2 * 8/9) / 1/6)) + 9/2)
[885677] ['1/6', '5/6', '7/2', '8/9', '9/4'] -> ((((7/2 - 5/6) - 8/9) / 1/6) * 9/4)
[885680] ['1/6', '5/6', '7/2', '8/9', '9/8'] -> ((9/8 * ((7/2 + 8/9) - 5/6)) / 1/6)
[885681] ['1/6', '5/6', '7/2', '9/2', '9/2'] -> (((5/6 - 1/6) * (7/2 + 9/2)) * 9/2)
[885689] ['1/6', '5/6', '7/2', '9/4', '9/8'] -> (((7/2 / 1/6) + (5/6 * 9/4)) + 9/8)
[885692] ['1/6', '5/6', '7/2', '9/5', '9/8'] -> ((((7/2 / 1/6) / 5/6) + 9/5) / 9/8)
[885694] ['1/6', '5/6', '7/2', '9/7', '9/8'] -> ((9/8 * (5/6 + (7/2 / 9/7))) / 1/6)
[885696] ['1/6', '5/6', '7/3', '7/3', '7/3'] -> ((((7/3 / 7/3) + 7/3) / 1/6) / 5/6)
[885698] ['1/6', '5/6', '7/3', '7/3', '7/5'] -> ((((7/3 + 7/3) / 1/6) / 5/6) / 7/5)
[885700] ['1/6', '5/6', '7/3', '7/3', '7/8'] -> ((((7/3 - 5/6) * 7/3) / 1/6) / 7/8)
[885702] ['1/6', '5/6', '7/3', '7/3', '8/3'] -> ((((5/6 + 7/3) / 1/6) + 7/3) + 8/3)
[885704] ['1/6', '5/6', '7/3', '7/3', '8/7'] -> ((((7/3 - 5/6) * 7/3) / 1/6) * 8/7)
[885705] ['1/6', '5/6', '7/3', '7/3', '8/9'] -> ((((5/6 + 7/3) / 1/6) + 7/3) / 8/9)
[885710] ['1/6', '5/6', '7/3', '7/3', '9/8'] -> ((((5/6 + 7/3) / 1/6) + 7/3) * 9/8)
[885715] ['1/6', '5/6', '7/3', '7/4', '7/9'] -> (7/9 / (1/6 * ((5/6 * 7/3) - 7/4)))
[885716] ['1/6', '5/6', '7/3', '7/4', '8/3'] -> (((5/6 + (7/4 / 1/6)) - 7/3) * 8/3)
[885717] ['1/6', '5/6', '7/3', '7/4', '8/5'] -> (8/5 / ((7/3 - (7/4 / 5/6)) - 1/6))
[885727] ['1/6', '5/6', '7/3', '7/5', '7/8'] -> (((7/3 + (5/6 * 7/5)) / 1/6) / 7/8)
[885731] ['1/6', '5/6', '7/3', '7/5', '8/7'] -> (((7/3 + (5/6 * 7/5)) / 1/6) * 8/7)
[885736] ['1/6', '5/6', '7/3', '7/5', '9/7'] -> (((9/7 * 5/6) * (7/3 + 7/5)) / 1/6)
[885738] ['1/6', '5/6', '7/3', '7/6', '7/6'] -> ((((5/6 + 7/6) * 7/3) / 1/6) / 7/6)
[885740] ['1/6', '5/6', '7/3', '7/6', '7/9'] -> ((((5/6 * 7/3) + 7/6) / 1/6) / 7/9)
[885741] ['1/6', '5/6', '7/3', '7/6', '8/3'] -> (((5/6 + (7/3 * 7/6)) / 1/6) + 8/3)
[885742] ['1/6', '5/6', '7/3', '7/6', '8/5'] -> (((7/3 + (7/6 / 5/6)) / 1/6) + 8/5)
[885744] ['1/6', '5/6', '7/3', '7/6', '8/9'] -> (((5/6 + (7/3 * 7/6)) / 1/6) / 8/9)
[885748] ['1/6', '5/6', '7/3', '7/6', '9/7'] -> ((((5/6 * 7/3) + 7/6) / 1/6) * 9/7)
[885749] ['1/6', '5/6', '7/3', '7/6', '9/8'] -> (((5/6 + (7/3 * 7/6)) / 1/6) * 9/8)
[885750] ['1/6', '5/6', '7/3', '7/8', '7/8'] -> (((5/6 + (7/3 / 7/8)) / 1/6) / 7/8)
[885754] ['1/6', '5/6', '7/3', '7/8', '8/7'] -> (((5/6 + (7/3 / 7/8)) / 1/6) * 8/7)
[885758] ['1/6', '5/6', '7/3', '7/8', '9/5'] -> ((((5/6 * 7/3) / 1/6) / 7/8) * 9/5)
[885759] ['1/6', '5/6', '7/3', '7/8', '9/7'] -> ((9/7 * 7/3) / ((1/6 + 5/6) - 7/8))
[885762] ['1/6', '5/6', '7/3', '7/9', '8/3'] -> (8/3 / (((5/6 * 7/9) / 7/3) - 1/6))
[885764] ['1/6', '5/6', '7/3', '7/9', '8/7'] -> ((7/3 / ((1/6 + 7/9) - 5/6)) * 8/7)
[885776] ['1/6', '5/6', '7/3', '8/3', '9/4'] -> (((8/3 / (7/3 - 5/6)) / 1/6) * 9/4)
[885783] ['1/6', '5/6', '7/3', '8/5', '9/2'] -> ((((1/6 + 5/6) + 7/3) * 8/5) * 9/2)
[885786] ['1/6', '5/6', '7/3', '8/5', '9/7'] -> ((((9/7 * 8/5) * 7/3) * 5/6) / 1/6)
[885788] ['1/6', '5/6', '7/3', '8/7', '8/7'] -> (((5/6 + (7/3 * 8/7)) / 1/6) * 8/7)
[885792] ['1/6', '5/6', '7/3', '8/7', '9/5'] -> ((((5/6 * 7/3) * 8/7) / 1/6) * 9/5)
[885806] ['1/6', '5/6', '7/3', '9/4', '9/4'] -> ((((5/6 * 7/3) * 9/4) / 1/6) - 9/4)
[885817] ['1/6', '5/6', '7/4', '7/4', '7/5'] -> ((7/5 / 1/6) / ((7/4 / 5/6) - 7/4))
[885818] ['1/6', '5/6', '7/4', '7/4', '7/6'] -> ((7/6 / 1/6) / (7/4 - (5/6 * 7/4)))
[885821] ['1/6', '5/6', '7/4', '7/4', '8/3'] -> ((7/4 + 7/4) / ((5/6 / 8/3) - 1/6))
[885831] ['1/6', '5/6', '7/4', '7/5', '7/6'] -> (7/6 / ((1/6 * 5/6) * (7/4 - 7/5)))
[885832] ['1/6', '5/6', '7/4', '7/5', '7/8'] -> ((((7/4 / 5/6) + 7/5) / 1/6) / 7/8)
[885834] ['1/6', '5/6', '7/4', '7/5', '8/3'] -> ((((7/4 / 1/6) / 5/6) / 7/5) * 8/3)
[885836] ['1/6', '5/6', '7/4', '7/5', '8/7'] -> ((((7/4 / 5/6) + 7/5) / 1/6) * 8/7)
[885843] ['1/6', '5/6', '7/4', '7/6', '7/6'] -> ((7/6 / 1/6) / ((5/6 * 7/4) - 7/6))
[885864] ['1/6', '5/6', '7/4', '7/8', '9/7'] -> (9/7 / ((1/6 / 7/4) + (5/6 - 7/8)))
[885867] ['1/6', '5/6', '7/4', '7/9', '8/3'] -> ((5/6 + ((7/4 * 7/9) / 1/6)) * 8/3)
[885880] ['1/6', '5/6', '7/4', '8/3', '9/2'] -> (((5/6 + (7/4 * 8/3)) - 1/6) * 9/2)
[885885] ['1/6', '5/6', '7/4', '8/5', '8/5'] -> (8/5 / (((7/4 - 8/5) / 1/6) - 5/6))
[885889] ['1/6', '5/6', '7/4', '8/5', '9/4'] -> (9/4 / (((7/4 / 8/5) - 1/6) - 5/6))
[885890] ['1/6', '5/6', '7/4', '8/5', '9/5'] -> ((((7/4 / 5/6) + 8/5) / 1/6) + 9/5)
[885906] ['1/6', '5/6', '7/4', '9/2', '9/2'] -> (((5/6 * 9/2) - (1/6 - 7/4)) * 9/2)
[885926] ['1/6', '5/6', '7/5', '7/5', '8/5'] -> (8/5 / ((7/5 - (5/6 * 7/5)) - 1/6))
[885927] ['1/6', '5/6', '7/5', '7/5', '8/7'] -> (8/7 / (((7/5 - 1/6) / 7/5) - 5/6))
[885936] ['1/6', '5/6', '7/5', '7/6', '7/9'] -> (7/9 / ((1/6 * 5/6) * (7/5 - 7/6)))
[885967] ['1/6', '5/6', '7/5', '8/3', '8/3'] -> (((8/3 - (5/6 * 7/5)) / 1/6) * 8/3)
[885974] ['1/6', '5/6', '7/5', '8/3', '9/7'] -> ((((9/7 * 8/3) * 7/5) * 5/6) / 1/6)
[885979] ['1/6', '5/6', '7/5', '8/5', '9/2'] -> (9/2 / (((7/5 - 5/6) / 8/5) - 1/6))
[885984] ['1/6', '5/6', '7/5', '8/7', '8/7'] -> (8/7 / ((5/6 * (7/5 - 8/7)) - 1/6))
[886013] ['1/6', '5/6', '7/6', '7/6', '7/8'] -> (((7/6 / (7/6 - 5/6)) / 1/6) / 7/8)
[886014] ['1/6', '5/6', '7/6', '7/6', '7/9'] -> ((7/9 / 1/6) / (7/6 - (5/6 * 7/6)))
[886016] ['1/6', '5/6', '7/6', '7/6', '8/5'] -> (8/5 / (((7/6 / 5/6) - 1/6) - 7/6))
[886019] ['1/6', '5/6', '7/6', '7/6', '9/2'] -> ((1/6 + 9/2) / (7/6 - (5/6 * 7/6)))
[886028] ['1/6', '5/6', '7/6', '7/8', '8/7'] -> (8/7 / ((7/6 - (5/6 / 7/8)) - 1/6))
[886035] ['1/6', '5/6', '7/6', '7/9', '7/9'] -> (7/9 / (1/6 * ((5/6 * 7/6) - 7/9)))
[886037] ['1/6', '5/6', '7/6', '7/9', '8/5'] -> (8/5 / ((7/6 - (7/9 / 5/6)) - 1/6))
[886046] ['1/6', '5/6', '7/6', '8/3', '8/5'] -> ((((7/6 * 8/3) / 1/6) / 5/6) + 8/5)
[886062] ['1/6', '5/6', '7/6', '8/7', '8/7'] -> (8/7 / ((7/6 - (5/6 * 8/7)) - 1/6))
[886064] ['1/6', '5/6', '7/6', '8/7', '9/2'] -> (9/2 / ((7/6 - (1/6 / 8/7)) - 5/6))
[886069] ['1/6', '5/6', '7/6', '8/9', '8/9'] -> (8/9 / (((7/6 * 8/9) - 1/6) - 5/6))
[886070] ['1/6', '5/6', '7/6', '8/9', '9/2'] -> ((8/9 / ((7/6 - 1/6) - 5/6)) * 9/2)
[886071] ['1/6', '5/6', '7/6', '8/9', '9/4'] -> ((((5/6 + 7/6) * 8/9) / 1/6) * 9/4)
[886077] ['1/6', '5/6', '7/6', '9/2', '9/5'] -> (((9/2 / (7/6 - 5/6)) - 1/6) * 9/5)
[886079] ['1/6', '5/6', '7/6', '9/2', '9/8'] -> ((9/2 / ((7/6 - 1/6) - 5/6)) / 9/8)
[886083] ['1/6', '5/6', '7/6', '9/4', '9/8'] -> ((((5/6 + 7/6) * 9/4) / 1/6) / 9/8)
[886096] ['1/6', '5/6', '7/8', '7/8', '9/2'] -> (9/2 / (((1/6 * 7/8) + 7/8) - 5/6))
[886098] ['1/6', '5/6', '7/8', '7/8', '9/5'] -> (9/5 / (7/8 - (5/6 / (1/6 + 7/8))))
[886102] ['1/6', '5/6', '7/8', '7/9', '8/3'] -> (8/3 / ((1/6 + 5/6) - (7/9 / 7/8)))
[886111] ['1/6', '5/6', '7/8', '8/3', '8/3'] -> ((((7/8 * 8/3) - 5/6) / 1/6) * 8/3)
[886119] ['1/6', '5/6', '7/8', '8/3', '9/8'] -> ((9/8 * 8/3) / ((1/6 + 5/6) - 7/8))
[886123] ['1/6', '5/6', '7/8', '8/5', '9/2'] -> (9/2 / ((7/8 - (5/6 / 8/5)) - 1/6))
[886130] ['1/6', '5/6', '7/8', '8/7', '9/2'] -> (9/2 / ((1/6 / 8/7) - (5/6 - 7/8)))
[886133] ['1/6', '5/6', '7/8', '8/7', '9/7'] -> ((9/7 * 5/6) / (1/6 * (8/7 - 7/8)))
[886150] ['1/6', '5/6', '7/8', '9/5', '9/5'] -> (9/5 / (((1/6 + 5/6) + 7/8) - 9/5))
[886160] ['1/6', '5/6', '7/9', '7/9', '8/9'] -> (8/9 / ((1/6 + (5/6 * 7/9)) - 7/9))
[886169] ['1/6', '5/6', '7/9', '8/3', '8/9'] -> ((((5/6 + 8/3) / 1/6) / 7/9) * 8/9)
[886174] ['1/6', '5/6', '7/9', '8/3', '9/8'] -> ((((5/6 + 8/3) / 1/6) / 7/9) / 9/8)
[886175] ['1/6', '5/6', '7/9', '8/5', '8/5'] -> ((1/6 / ((5/6 + 7/9) - 8/5)) * 8/5)
[886201] ['1/6', '5/6', '7/9', '9/4', '9/4'] -> ((((5/6 + 7/9) * 9/4) / 1/6) + 9/4)
[886211] ['1/6', '5/6', '8/3', '8/3', '8/3'] -> (((5/6 * (8/3 + 8/3)) / 1/6) - 8/3)
[886217] ['1/6', '5/6', '8/3', '8/3', '9/5'] -> ((8/3 * 8/3) / ((5/6 / 9/5) - 1/6))
[886224] ['1/6', '5/6', '8/3', '8/5', '9/4'] -> ((8/3 + ((5/6 * 8/5) / 1/6)) * 9/4)
[886233] ['1/6', '5/6', '8/3', '8/7', '9/7'] -> ((9/7 * 8/3) / ((8/7 - 1/6) - 5/6))
[886241] ['1/6', '5/6', '8/3', '9/2', '9/2'] -> ((8/3 / ((5/6 / 1/6) - 9/2)) * 9/2)
[886242] ['1/6', '5/6', '8/3', '9/2', '9/4'] -> ((((8/3 / 1/6) - 5/6) - 9/2) * 9/4)
[886243] ['1/6', '5/6', '8/3', '9/2', '9/5'] -> (((8/3 - 1/6) * (5/6 + 9/2)) * 9/5)
[886244] ['1/6', '5/6', '8/3', '9/2', '9/7'] -> ((9/2 / ((5/6 / 8/3) - 1/6)) / 9/7)
[886245] ['1/6', '5/6', '8/3', '9/2', '9/8'] -> (((9/2 - (5/6 / 8/3)) / 1/6) - 9/8)
[886247] ['1/6', '5/6', '8/3', '9/4', '9/5'] -> ((((8/3 * 9/4) / 1/6) / 5/6) / 9/5)
[886250] ['1/6', '5/6', '8/3', '9/5', '9/5'] -> (9/5 / (((5/6 / 1/6) / 8/3) - 9/5))
[886254] ['1/6', '5/6', '8/3', '9/7', '9/8'] -> ((((5/6 + 8/3) * 9/7) / 1/6) / 9/8)
[886255] ['1/6', '5/6', '8/3', '9/8', '9/8'] -> ((9/8 * 8/3) / ((9/8 - 1/6) - 5/6))
[886256] ['1/6', '5/6', '8/5', '8/5', '8/5'] -> ((((8/5 + 8/5) + 8/5) * 5/6) / 1/6)
[886260] ['1/6', '5/6', '8/5', '8/5', '9/4'] -> (9/4 / ((5/6 / (8/5 + 8/5)) - 1/6))
[886264] ['1/6', '5/6', '8/5', '8/7', '8/7'] -> (8/7 / ((1/6 + (8/7 / 8/5)) - 5/6))
[886273] ['1/6', '5/6', '8/5', '8/9', '9/4'] -> (((8/5 / 1/6) + (8/9 / 5/6)) * 9/4)
[886274] ['1/6', '5/6', '8/5', '8/9', '9/5'] -> ((((5/6 * 8/5) + 8/9) / 1/6) * 9/5)
[886293] ['1/6', '5/6', '8/7', '8/7', '8/9'] -> (((1/6 * 8/7) + 8/7) / (8/9 - 5/6))
[886308] ['1/6', '5/6', '8/7', '9/2', '9/7'] -> ((((5/6 + 9/2) / 1/6) - 8/7) / 9/7)
[886326] ['1/6', '5/6', '8/9', '9/2', '9/2'] -> (9/2 / ((5/6 / 8/9) - (1/6 * 9/2)))
[886330] ['1/6', '5/6', '8/9', '9/2', '9/8'] -> ((5/6 / ((8/9 / 9/2) - 1/6)) / 9/8)
[886344] ['1/6', '5/6', '9/2', '9/2', '9/7'] -> ((((9/2 - 1/6) * 9/2) - 5/6) * 9/7)
[886347] ['1/6', '5/6', '9/2', '9/4', '9/5'] -> (((9/2 + (9/4 / 5/6)) / 1/6) / 9/5)
[886350] ['1/6', '5/6', '9/2', '9/5', '9/5'] -> ((((9/2 / 5/6) + 9/5) / 1/6) / 9/5)
[886353] ['1/6', '5/6', '9/2', '9/7', '9/7'] -> ((((9/2 / 1/6) - 9/7) / 5/6) / 9/7)
[886357] ['1/6', '5/6', '9/4', '9/4', '9/5'] -> ((9/5 / 1/6) / ((9/4 / 5/6) - 9/4))
[886362] ['1/6', '5/6', '9/4', '9/5', '9/8'] -> ((((9/4 / 5/6) + 9/5) / 1/6) / 9/8)
[886377] ['1/6', '5/7', '5/7', '5/7', '5/8'] -> (5/7 / (((1/6 * 5/7) + 5/8) - 5/7))
[886381] ['1/6', '5/7', '5/7', '5/7', '7/2'] -> (((5/7 / (5/7 + 5/7)) + 7/2) / 1/6)
[886382] ['1/6', '5/7', '5/7', '5/7', '7/3'] -> ((((5/7 / 5/7) + 5/7) * 7/3) / 1/6)
[886386] ['1/6', '5/7', '5/7', '5/7', '7/8'] -> (5/7 / ((5/7 * (1/6 + 7/8)) - 5/7))
[886390] ['1/6', '5/7', '5/7', '5/7', '8/7'] -> ((8/7 / ((5/7 / 5/7) - 5/7)) / 1/6)
[886392] ['1/6', '5/7', '5/7', '5/7', '9/2'] -> ((9/2 - (5/7 / (5/7 + 5/7))) / 1/6)
[886397] ['1/6', '5/7', '5/7', '5/8', '5/8'] -> ((5/7 / 1/6) / (5/8 - (5/7 * 5/8)))
[886403] ['1/6', '5/7', '5/7', '5/8', '7/4'] -> ((((5/7 + 5/7) / 1/6) / 5/8) * 7/4)
[886410] ['1/6', '5/7', '5/7', '5/8', '8/7'] -> ((5/7 + 8/7) / ((1/6 + 5/8) - 5/7))
[886427] ['1/6', '5/7', '5/7', '5/9', '8/3'] -> ((((5/7 / 1/6) + 5/7) / 5/9) * 8/3)
[886430] ['1/6', '5/7', '5/7', '5/9', '8/9'] -> (((5/7 / (5/7 - 5/9)) / 1/6) * 8/9)
[886432] ['1/6', '5/7', '5/7', '5/9', '9/4'] -> ((((5/7 + 5/9) / 1/6) / 5/7) * 9/4)
[886435] ['1/6', '5/7', '5/7', '5/9', '9/8'] -> (((5/7 / (5/7 - 5/9)) / 1/6) / 9/8)
[886439] ['1/6', '5/7', '5/7', '6/5', '7/3'] -> ((((5/7 + 5/7) * 6/5) / 1/6) * 7/3)
[886447] ['1/6', '5/7', '5/7', '6/5', '8/7'] -> (8/7 / ((1/6 + (5/7 / 6/5)) - 5/7))
[886455] ['1/6', '5/7', '5/7', '6/7', '7/2'] -> ((((5/7 / 1/6) / 5/7) + 6/7) * 7/2)
[886457] ['1/6', '5/7', '5/7', '6/7', '7/4'] -> ((((5/7 + 5/7) + 6/7) / 1/6) * 7/4)
[886464] ['1/6', '5/7', '5/7', '6/7', '8/7'] -> (8/7 / ((1/6 + 5/7) - (5/7 / 6/7)))
[886479] ['1/6', '5/7', '5/7', '7/2', '8/5'] -> (((7/2 - (5/7 / 5/7)) / 1/6) * 8/5)
[886481] ['1/6', '5/7', '5/7', '7/2', '8/9'] -> ((((5/7 / 5/7) + 7/2) / 1/6) * 8/9)
[886484] ['1/6', '5/7', '5/7', '7/2', '9/5'] -> (((5/7 + 7/2) / 1/6) - (5/7 * 9/5))
[886486] ['1/6', '5/7', '5/7', '7/2', '9/8'] -> ((((5/7 / 5/7) + 7/2) / 1/6) / 9/8)
[886487] ['1/6', '5/7', '5/7', '7/3', '7/3'] -> ((5/7 / 1/6) * ((7/3 / 5/7) + 7/3))
[886493] ['1/6', '5/7', '5/7', '7/3', '8/3'] -> ((((7/3 - 5/7) / 1/6) - 5/7) * 8/3)
[886508] ['1/6', '5/7', '5/7', '7/4', '8/5'] -> ((((5/7 + 5/7) * 7/4) / 1/6) * 8/5)
[886514] ['1/6', '5/7', '5/7', '7/4', '9/7'] -> ((9/7 / 1/6) / ((7/4 - 5/7) - 5/7))
[886516] ['1/6', '5/7', '5/7', '7/5', '7/5'] -> (((5/7 + 5/7) * (7/5 + 7/5)) / 1/6)
[886521] ['1/6', '5/7', '5/7', '7/5', '8/5'] -> ((8/5 / 1/6) / (7/5 - (5/7 / 5/7)))
[886522] ['1/6', '5/7', '5/7', '7/5', '8/7'] -> ((8/7 / 1/6) / ((5/7 * 7/5) - 5/7))
[886533] ['1/6', '5/7', '5/7', '7/6', '8/5'] -> (8/5 / (((1/6 + 5/7) / 5/7) - 7/6))
[886534] ['1/6', '5/7', '5/7', '7/6', '8/7'] -> (8/7 / ((1/6 + 5/7) - (5/7 * 7/6)))
[886543] ['1/6', '5/7', '5/7', '7/8', '8/3'] -> (((5/7 / (7/8 - 5/7)) / 1/6) - 8/3)
[886556] ['1/6', '5/7', '5/7', '7/9', '8/9'] -> ((8/9 / 1/6) / ((5/7 / 5/7) - 7/9))
[886558] ['1/6', '5/7', '5/7', '7/9', '9/4'] -> ((((5/7 / 5/7) + 7/9) / 1/6) * 9/4)
[886563] ['1/6', '5/7', '5/7', '8/3', '8/5'] -> (((8/3 / 1/6) - (5/7 / 5/7)) * 8/5)
[886568] ['1/6', '5/7', '5/7', '8/3', '9/5'] -> ((((5/7 / 1/6) + 5/7) * 8/3) * 9/5)
[886579] ['1/6', '5/7', '5/7', '8/7', '8/7'] -> ((8/7 / 1/6) / ((5/7 + 5/7) - 8/7))
[886604] ['1/6', '5/7', '5/7', '9/7', '9/7'] -> (((5/7 + 9/7) / 1/6) * (5/7 + 9/7))
[886612] ['1/6', '5/7', '5/8', '5/8', '7/3'] -> (((5/7 + (5/8 / 5/8)) / 1/6) * 7/3)
[886613] ['1/6', '5/7', '5/8', '5/8', '7/4'] -> (((5/8 / (5/7 - 5/8)) / 1/6) / 7/4)
[886618] ['1/6', '5/7', '5/8', '5/8', '8/3'] -> ((((5/8 / 5/7) + 5/8) / 1/6) * 8/3)
[886620] ['1/6', '5/7', '5/8', '5/8', '8/7'] -> ((8/7 / 1/6) / ((5/8 / 5/8) - 5/7))
[886664] ['1/6', '5/7', '5/8', '6/7', '6/7'] -> (6/7 / (5/7 - ((1/6 + 5/8) * 6/7)))
[886674] ['1/6', '5/7', '5/8', '6/7', '8/7'] -> (8/7 / (1/6 * ((5/7 / 5/8) - 6/7)))
[886679] ['1/6', '5/7', '5/8', '6/7', '9/7'] -> (9/7 / ((1/6 * 6/7) - (5/7 - 5/8)))
[886681] ['1/6', '5/7', '5/8', '7/2', '7/2'] -> (7/2 / (((5/7 - 5/8) * 7/2) - 1/6))
[886684] ['1/6', '5/7', '5/8', '7/2', '7/5'] -> ((7/5 * 5/7) / (5/8 - (1/6 * 7/2)))
[886693] ['1/6', '5/7', '5/8', '7/2', '9/4'] -> ((((5/8 / 5/7) + 7/2) / 1/6) - 9/4)
[886700] ['1/6', '5/7', '5/8', '7/3', '7/6'] -> (((1/6 + 7/3) / (5/7 - 5/8)) / 7/6)
[886739] ['1/6', '5/7', '5/8', '7/6', '7/6'] -> (7/6 / (1/6 * (7/6 - (5/8 / 5/7))))
[886749] ['1/6', '5/7', '5/8', '7/6', '9/7'] -> (9/7 / ((1/6 / 7/6) - (5/7 - 5/8)))
[886767] ['1/6', '5/7', '5/8', '7/9', '9/2'] -> ((((5/7 * 7/9) / 1/6) / 5/8) * 9/2)
[886774] ['1/6', '5/7', '5/8', '8/3', '8/7'] -> ((((5/7 / 5/8) + 8/3) / 1/6) + 8/7)
[886782] ['1/6', '5/7', '5/8', '8/5', '8/7'] -> (8/7 / (1/6 * ((5/8 * 8/5) - 5/7)))
[886802] ['1/6', '5/7', '5/8', '9/2', '9/2'] -> ((((1/6 + 9/2) * 5/7) / 5/8) * 9/2)
[886805] ['1/6', '5/7', '5/8', '9/2', '9/7'] -> ((((5/7 * 9/2) / 1/6) / 5/8) / 9/7)
[886821] ['1/6', '5/7', '5/9', '5/9', '7/3'] -> (((5/7 + (5/9 / 5/9)) / 1/6) * 7/3)
[886822] ['1/6', '5/7', '5/9', '5/9', '7/4'] -> ((((5/7 + 5/9) / 1/6) / 5/9) * 7/4)
[886825] ['1/6', '5/7', '5/9', '5/9', '7/8'] -> (((5/9 / (5/7 - 5/9)) / 1/6) / 7/8)
[886830] ['1/6', '5/7', '5/9', '5/9', '8/9'] -> ((8/9 / 1/6) / ((5/9 / 5/7) - 5/9))
[886854] ['1/6', '5/7', '5/9', '6/7', '6/7'] -> (6/7 / ((1/6 / 6/7) - (5/7 - 5/9)))
[886866] ['1/6', '5/7', '5/9', '6/7', '9/2'] -> ((6/7 / ((1/6 + 5/9) - 5/7)) / 9/2)
[886881] ['1/6', '5/7', '5/9', '7/2', '8/9'] -> ((((5/7 * 7/2) / 1/6) / 5/9) * 8/9)
[886886] ['1/6', '5/7', '5/9', '7/2', '9/8'] -> ((((5/7 * 7/2) / 1/6) / 5/9) / 9/8)
[886894] ['1/6', '5/7', '5/9', '7/3', '8/5'] -> (8/5 / ((5/9 / 1/6) - (7/3 / 5/7)))
[886899] ['1/6', '5/7', '5/9', '7/3', '9/5'] -> (((5/9 + (5/7 * 7/3)) / 1/6) * 9/5)
[886900] ['1/6', '5/7', '5/9', '7/3', '9/7'] -> ((9/7 * ((5/9 / 5/7) + 7/3)) / 1/6)
[886907] ['1/6', '5/7', '5/9', '7/4', '8/3'] -> (8/3 / (((5/7 - 5/9) * 7/4) - 1/6))
[886913] ['1/6', '5/7', '5/9', '7/4', '9/5'] -> ((((5/7 + 5/9) * 7/4) / 1/6) * 9/5)
[886923] ['1/6', '5/7', '5/9', '7/5', '8/9'] -> (8/9 / ((1/6 * (5/7 - 5/9)) * 7/5))
[886925] ['1/6', '5/7', '5/9', '7/5', '9/4'] -> ((((5/7 + 5/9) * 7/5) / 1/6) * 9/4)
[886934] ['1/6', '5/7', '5/9', '7/6', '8/7'] -> (8/7 / ((1/6 + 7/6) - (5/7 / 5/9)))
[886943] ['1/6', '5/7', '5/9', '7/8', '8/3'] -> (8/3 / (((1/6 + 5/9) / 7/8) - 5/7))
[886947] ['1/6', '5/7', '5/9', '7/8', '9/2'] -> ((((5/9 / 1/6) / 5/7) / 7/8) * 9/2)
[886963] ['1/6', '5/7', '5/9', '8/3', '8/5'] -> (8/5 / (((1/6 * 8/3) / 5/7) - 5/9))
[886981] ['1/6', '5/7', '5/9', '8/7', '9/2'] -> ((((5/9 * 8/7) / 1/6) / 5/7) * 9/2)
[886983] ['1/6', '5/7', '5/9', '8/7', '9/5'] -> (((8/7 / (5/7 - 5/9)) / 1/6) / 9/5)
[887018] ['1/6', '5/7', '6/5', '6/5', '8/7'] -> ((8/7 / 1/6) / ((6/5 / 6/5) - 5/7))
[887027] ['1/6', '5/7', '6/5', '6/7', '7/3'] -> ((((5/7 * 6/5) + 6/7) / 1/6) * 7/3)
[887078] ['1/6', '5/7', '6/5', '7/4', '8/3'] -> ((((5/7 * 6/5) * 7/4) / 1/6) * 8/3)
[887079] ['1/6', '5/7', '6/5', '7/4', '8/5'] -> (8/5 / (((1/6 + 6/5) / 7/4) - 5/7))
[887124] ['1/6', '5/7', '6/5', '7/9', '8/3'] -> (8/3 / (((1/6 * 5/7) * 6/5) * 7/9))
[887128] ['1/6', '5/7', '6/5', '7/9', '9/2'] -> ((((7/9 / 1/6) / 5/7) - 6/5) * 9/2)
[887140] ['1/6', '5/7', '6/5', '8/3', '9/7'] -> ((9/7 * 8/3) / ((1/6 * 5/7) * 6/5))
[887143] ['1/6', '5/7', '6/5', '8/5', '8/7'] -> (8/7 / ((1/6 * 5/7) * (8/5 - 6/5)))
[887150] ['1/6', '5/7', '6/5', '8/7', '8/7'] -> (8/7 / (1/6 * (8/7 - (5/7 * 6/5))))
[887157] ['1/6', '5/7', '6/5', '8/9', '8/9'] -> (8/9 / ((1/6 * 5/7) * (6/5 - 8/9)))
[887163] ['1/6', '5/7', '6/5', '9/2', '9/2'] -> ((((1/6 + 9/2) / 5/7) - 6/5) * 9/2)
[887195] ['1/6', '5/7', '6/7', '7/2', '7/2'] -> (((5/7 + (6/7 / 1/6)) * 7/2) + 7/2)
[887197] ['1/6', '5/7', '6/7', '7/2', '7/4'] -> ((((6/7 * 7/2) - 5/7) / 1/6) * 7/4)
[887217] ['1/6', '5/7', '6/7', '7/3', '8/3'] -> (((7/3 - (5/7 / 6/7)) / 1/6) * 8/3)
[887225] ['1/6', '5/7', '6/7', '7/3', '9/8'] -> ((9/8 * (5/7 + 7/3)) / (1/6 * 6/7))
[887231] ['1/6', '5/7', '6/7', '7/4', '8/3'] -> ((((5/7 / 1/6) + 6/7) * 7/4) * 8/3)
