[1916600] ['4/3', '7/8', '8/7', '9/2', '9/4'] -> 9/4 / (7/8 / (4/3 - 8/7) - 9/2)
[1987146] ['4/9', '5/4', '7/9', '8/3', '8/3'] -> (5/4 + (7/9 + 8/3) / 4/9) * 8/3
[1987147] ['4/9', '5/4', '7/9', '8/3', '8/5'] -> 8/3 / (7/9 / 5/4 - 4/9) * 8/5
[1987158] ['4/9', '5/4', '7/9', '8/5', '9/2'] -> 9/2 / (5/4 * (7/9 / 4/9 - 8/5))
[1987164] ['4/9', '5/4', '7/9', '8/7', '8/9'] -> 8/9 / (4/9 * 7/9 * (5/4 - 8/7))
[1987165] ['4/9', '5/4', '7/9', '8/7', '9/2'] -> 4/9 / (5/4 - 8/7) / 7/9 * 9/2
[1987170] ['4/9', '5/4', '7/9', '8/9', '8/9'] -> 8/9 / (4/9 * (5/4 * 7/9 - 8/9))
[1987171] ['4/9', '5/4', '7/9', '8/9', '9/2'] -> 4/9 / (5/4 * 7/9 - 8/9) * 9/2
[1987192] ['4/9', '5/4', '8/3', '8/3', '8/5'] -> 5/4 * (8/3 + 8/3) / 4/9 * 8/5
[1987194] ['4/9', '5/4', '8/3', '8/3', '8/9'] -> (8/3 / 4/9 + 8/3) / (5/4 - 8/9)
[1987195] ['4/9', '5/4', '8/3', '8/3', '9/2'] -> (8/3 * 8/3 - 4/9) / 5/4 * 9/2
[1987198] ['4/9', '5/4', '8/3', '8/3', '9/7'] -> 8/3 / (4/9 + 8/3) / (9/7 - 5/4)
[1987224] ['4/9', '5/4', '8/3', '9/2', '9/7'] -> 9/2 / (5/4 / 4/9 - 8/3) / 9/7
[1987226] ['4/9', '5/4', '8/3', '9/4', '9/4'] -> 8/3 / (5/4 - 4/9 * 9/4) * 9/4
[1987283] ['4/9', '5/4', '8/7', '8/9', '9/7'] -> 9/7 / (4/9 * (5/4 - 8/7) / 8/9)
[1987288] ['4/9', '5/4', '8/7', '9/2', '9/7'] -> 9/7 / ((5/4 - 8/7) / 4/9 / 9/2)
[1987290] ['4/9', '5/4', '8/7', '9/4', '9/4'] -> 9/4 / (5/4 / 8/7 - 4/9 * 9/4)
[1987298] ['4/9', '5/4', '8/7', '9/7', '9/8'] -> 9/7 / (5/4 - 8/7) / 4/9 / 9/8
[1987302] ['4/9', '5/4', '8/9', '8/9', '9/4'] -> 8/9 * 9/4 / (4/9 + 8/9 - 5/4)
[1987306] ['4/9', '5/4', '8/9', '9/2', '9/2'] -> 8/9 / (4/9 - 5/4 / 9/2) * 9/2
[1987314] ['4/9', '5/4', '8/9', '9/4', '9/8'] -> 9/4 / (4/9 + 8/9 - 5/4) / 9/8
[1987318] ['4/9', '5/4', '8/9', '9/7', '9/7'] -> 9/7 / (4/9 * (5/4 / 8/9 - 9/7))
[1987325] ['4/9', '5/4', '9/2', '9/2', '9/8'] -> 9/2 / (4/9 - 5/4 / 9/2) / 9/8
[1987358] ['4/9', '5/6', '5/6', '5/6', '5/8'] -> 5/6 / (5/6 - (4/9 + 5/6) * 5/8)
[1987370] ['4/9', '5/6', '5/6', '5/6', '8/5'] -> 5/6 / (5/6 - (4/9 + 5/6) / 8/5)
[1987389] ['4/9', '5/6', '5/6', '5/7', '7/9'] -> 4/9 / (5/7 / 5/6 - 5/6) / 7/9
[1987390] ['4/9', '5/6', '5/6', '5/7', '8/3'] -> 8/3 / (4/9 + 5/6 - 5/6 / 5/7)
[1987397] ['4/9', '5/6', '5/6', '5/7', '9/7'] -> 4/9 * 9/7 / (5/7 / 5/6 - 5/6)
[1987400] ['4/9', '5/6', '5/6', '5/8', '5/9'] -> (5/6 + 5/6) / 5/8 / (5/9 - 4/9)
[1987413] ['4/9', '5/6', '5/6', '5/8', '8/9'] -> 8/9 / 4/9 / (5/6 - 5/8 / 5/6)
[1987430] ['4/9', '5/6', '5/6', '5/9', '8/5'] -> (5/6 + 5/6) * 8/5 / (5/9 - 4/9)
[1987433] ['4/9', '5/6', '5/6', '5/9', '9/2'] -> (5/6 + 9/2) / (5/9 / 5/6 - 4/9)
[1987480] ['4/9', '5/6', '5/6', '7/2', '8/3'] -> 8/3 / (5/6 + 5/6 - 4/9 * 7/2)
[1987498] ['4/9', '5/6', '5/6', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/6 / 5/6)
[1987510] ['4/9', '5/6', '5/6', '7/4', '8/5'] -> 5/6 * 8/5 / (5/6 - 4/9 * 7/4)
[1987511] ['4/9', '5/6', '5/6', '7/4', '8/7'] -> 8/7 / (4/9 - 5/6 * 5/6 / 7/4)
[1987512] ['4/9', '5/6', '5/6', '7/4', '8/9'] -> 8/9 / 4/9 / (7/4 - 5/6 - 5/6)
[1987514] ['4/9', '5/6', '5/6', '7/4', '9/4'] -> 5/6 / (5/6 / 7/4 - 4/9) - 9/4
[1987522] ['4/9', '5/6', '5/6', '7/5', '8/3'] -> 8/3 / (4/9 + 5/6 - 5/6 * 7/5)
[1987559] ['4/9', '5/6', '5/6', '7/9', '9/2'] -> 4/9 * 9/2 / (7/9 - 5/6 * 5/6)
[1987564] ['4/9', '5/6', '5/6', '8/3', '8/3'] -> (5/6 + 8/3) * 8/3 / (5/6 - 4/9)
[1987569] ['4/9', '5/6', '5/6', '8/3', '9/4'] -> 8/3 / (5/6 * 5/6 - 4/9) * 9/4
[1987573] ['4/9', '5/6', '5/6', '8/5', '8/5'] -> 8/5 / (8/5 - (4/9 + 5/6) / 5/6)
[1987576] ['4/9', '5/6', '5/6', '8/5', '9/2'] -> 8/5 / (5/6 - 4/9 / 5/6) * 9/2
[1987588] ['4/9', '5/6', '5/6', '8/9', '8/9'] -> (5/6 + 4/9 / 8/9) / (8/9 - 5/6)
[1987594] ['4/9', '5/6', '5/6', '9/2', '9/2'] -> (5/6 + 5/6) / 4/9 + 9/2 * 9/2
[1987635] ['4/9', '5/6', '5/7', '5/8', '7/3'] -> 7/3 / (5/6 / 5/7 - 4/9 - 5/8)
[1987639] ['4/9', '5/6', '5/7', '5/8', '7/8'] -> 5/6 / (5/7 - 5/8) / 4/9 / 7/8
[1987643] ['4/9', '5/6', '5/7', '5/8', '8/7'] -> 5/6 / (5/7 - 5/8) / 4/9 * 8/7
[1987646] ['4/9', '5/6', '5/7', '5/8', '9/4'] -> 4/9 / (5/8 / 5/7 - 5/6) * 9/4
[1987662] ['4/9', '5/6', '5/7', '5/9', '8/7'] -> 8/7 / (5/7 - 4/9 * 5/6 / 5/9)
[1987663] ['4/9', '5/6', '5/7', '5/9', '8/9'] -> 8/9 / (5/9 - 4/9 * 5/6 / 5/7)
[1987680] ['4/9', '5/6', '5/7', '6/5', '8/7'] -> 8/7 / (4/9 / 5/6 + 5/7 - 6/5)
[1987684] ['4/9', '5/6', '5/7', '6/5', '9/5'] -> 4/9 / (6/5 - 5/6 / 5/7) * 9/5
[1987685] ['4/9', '5/6', '5/7', '6/5', '9/7'] -> 9/7 / ((5/7 * 6/5 - 5/6) / 4/9)
[1987698] ['4/9', '5/6', '5/7', '6/7', '8/9'] -> 8/9 / (4/9 * (5/6 + 6/7) - 5/7)
[1987701] ['4/9', '5/6', '5/7', '6/7', '9/5'] -> 4/9 * 5/7 / (6/7 - 5/6) * 9/5
[1987779] ['4/9', '5/6', '5/7', '7/8', '8/9'] -> 4/9 / (7/8 - 5/7 / 5/6) - 8/9
[1987797] ['4/9', '5/6', '5/7', '8/3', '8/7'] -> 8/7 / (4/9 / 8/3 - (5/6 - 5/7))
[1987816] ['4/9', '5/6', '5/7', '8/7', '9/5'] -> (4/9 + 8/7) / (5/6 - 5/7) * 9/5
[1987817] ['4/9', '5/6', '5/7', '8/7', '9/7'] -> 9/7 / ((5/6 / 5/7 - 8/7) / 4/9)
[1987835] ['4/9', '5/6', '5/7', '9/5', '9/7'] -> 9/7 / (5/7 * (5/6 / 4/9 - 9/5))
[1987837] ['4/9', '5/6', '5/7', '9/7', '9/7'] -> 9/7 / (5/6 * 5/7 / 4/9 - 9/7)
[1987841] ['4/9', '5/6', '5/8', '5/8', '5/9'] -> 5/9 / (4/9 * (5/6 + 5/8) - 5/8)
[1987846] ['4/9', '5/6', '5/8', '5/8', '7/4'] -> 7/4 / (5/8 / 4/9 - 5/6 / 5/8)
[1987850] ['4/9', '5/6', '5/8', '5/8', '7/9'] -> 7/9 / (5/8 - 4/9 * 5/6 / 5/8)
[1987861] ['4/9', '5/6', '5/8', '5/9', '6/5'] -> 6/5 / (4/9 / 5/9 - 5/8 / 5/6)
[1987863] ['4/9', '5/6', '5/8', '5/9', '7/2'] -> 7/2 / (5/6 * (4/9 / 5/9 - 5/8))
[1987864] ['4/9', '5/6', '5/8', '5/9', '7/3'] -> 7/3 / (4/9 + 5/6 - 5/8 - 5/9)
[1987871] ['4/9', '5/6', '5/8', '5/9', '8/5'] -> 8/5 / ((5/6 - 4/9) / 5/8 - 5/9)
[1987874] ['4/9', '5/6', '5/8', '5/9', '9/2'] -> 4/9 * 5/6 / (5/8 - 5/9) * 9/2
[1987876] ['4/9', '5/6', '5/8', '5/9', '9/5'] -> 9/5 / ((5/6 - 4/9) / 5/9 - 5/8)
[1987878] ['4/9', '5/6', '5/8', '5/9', '9/8'] -> 5/6 / (5/8 - 5/9) / 4/9 / 9/8
[1987879] ['4/9', '5/6', '5/8', '6/5', '6/5'] -> 6/5 / (5/6 / 4/9 - 5/8 - 6/5)
[1987885] ['4/9', '5/6', '5/8', '6/5', '7/6'] -> 7/6 / (5/8 * (4/9 + 5/6 - 6/5))
[1987888] ['4/9', '5/6', '5/8', '6/5', '8/3'] -> 8/3 / (4/9 * (5/6 - 5/8) * 6/5)
[1987891] ['4/9', '5/6', '5/8', '6/5', '8/9'] -> 8/9 / (4/9 * (5/6 - 5/8 * 6/5))
[1987899] ['4/9', '5/6', '5/8', '6/7', '7/3'] -> 7/3 / (4/9 + 5/8 - 5/6 / 6/7)
[1987907] ['4/9', '5/6', '5/8', '6/7', '8/7'] -> 8/7 / (4/9 * (6/7 - 5/8 / 5/6))
[1987915] ['4/9', '5/6', '5/8', '7/2', '7/3'] -> 7/3 / (4/9 * 7/2 - 5/6 - 5/8)
[1987941] ['4/9', '5/6', '5/8', '7/3', '9/4'] -> 9/4 / (7/3 - 5/8 / 4/9 - 5/6)
[1987942] ['4/9', '5/6', '5/8', '7/3', '9/5'] -> (4/9 + 7/3) / (5/6 - 5/8) * 9/5
[1987964] ['4/9', '5/6', '5/8', '7/5', '8/5'] -> 8/5 / (4/9 * (5/8 + 7/5) - 5/6)
[1987968] ['4/9', '5/6', '5/8', '7/5', '9/4'] -> 4/9 / (5/8 * 7/5 - 5/6) * 9/4
[1987978] ['4/9', '5/6', '5/8', '7/6', '8/9'] -> 8/9 / (5/6 - 4/9 * (5/8 + 7/6))
[1987986] ['4/9', '5/6', '5/8', '7/8', '8/3'] -> 8/3 / (5/6 / (5/8 + 7/8) - 4/9)
[1987996] ['4/9', '5/6', '5/8', '7/9', '8/3'] -> 8/3 / (5/6 / 5/8 - 4/9 - 7/9)
[1988000] ['4/9', '5/6', '5/8', '7/9', '9/2'] -> 9/2 / (4/9 + 5/6 * 5/8 - 7/9)
[1988022] ['4/9', '5/6', '5/8', '8/7', '8/7'] -> 8/7 / (5/6 - 4/9 * (5/8 + 8/7))
[1988044] ['4/9', '5/6', '5/8', '9/5', '9/5'] -> 9/5 / ((5/6 - 4/9) * 9/5 - 5/8)
[1988046] ['4/9', '5/6', '5/8', '9/5', '9/8'] -> 9/8 / (5/8 * (5/6 / 4/9 - 9/5))
[1988049] ['4/9', '5/6', '5/8', '9/8', '9/8'] -> 9/8 / (5/6 * 5/8 / 4/9 - 9/8)
[1988083] ['4/9', '5/6', '5/9', '6/5', '9/4'] -> 6/5 / (5/9 - 4/9 / 5/6) / 9/4
[1988090] ['4/9', '5/6', '5/9', '6/7', '7/4'] -> (4/9 + 5/9) / (6/7 - 5/6) / 7/4
[1988091] ['4/9', '5/6', '5/9', '6/7', '7/5'] -> 4/9 / (6/7 - 5/6) / 5/9 / 7/5
[1988096] ['4/9', '5/6', '5/9', '6/7', '8/5'] -> 8/5 / (4/9 / 5/6 / 6/7 - 5/9)
[1988100] ['4/9', '5/6', '5/9', '6/7', '9/4'] -> 5/6 / (5/9 * 6/7 - 4/9) - 9/4
[1988109] ['4/9', '5/6', '5/9', '7/2', '7/8'] -> 7/2 / (4/9 + 5/9 - 5/6) / 7/8
[1988115] ['4/9', '5/6', '5/9', '7/2', '9/2'] -> (4/9 + 5/6 + 5/9 + 7/2) * 9/2
[1988116] ['4/9', '5/6', '5/9', '7/2', '9/4'] -> 5/6 * 7/2 / (5/9 - 4/9) - 9/4
[1988120] ['4/9', '5/6', '5/9', '7/3', '7/3'] -> 7/3 / (5/6 / 4/9 + 5/9 - 7/3)
[1988126] ['4/9', '5/6', '5/9', '7/3', '8/3'] -> 8/3 / (4/9 * (7/3 - 5/6) - 5/9)
[1988136] ['4/9', '5/6', '5/9', '7/4', '7/5'] -> 7/5 / ((5/6 - 4/9 / 5/9) * 7/4)
[1988139] ['4/9', '5/6', '5/9', '7/4', '7/9'] -> 7/9 / ((5/6 * 5/9 - 4/9) * 7/4)
[1988156] ['4/9', '5/6', '5/9', '7/5', '8/9'] -> 8/9 / (5/9 - 4/9 * 5/6 * 7/5)
[1988165] ['4/9', '5/6', '5/9', '7/6', '8/3'] -> 8/3 / (4/9 + 7/6 - 5/6 / 5/9)
[1988166] ['4/9', '5/6', '5/9', '7/6', '8/5'] -> 8/5 / (4/9 * 7/6 / 5/6 - 5/9)
[1988167] ['4/9', '5/6', '5/9', '7/6', '8/7'] -> 8/7 / (4/9 - 5/6 * 5/9 / 7/6)
[1988170] ['4/9', '5/6', '5/9', '7/6', '9/4'] -> 5/6 / (5/9 / 7/6 - 4/9) - 9/4
[1988175] ['4/9', '5/6', '5/9', '7/8', '7/9'] -> 7/9 / (4/9 + 5/6 * 5/9 - 7/8)
[1988178] ['4/9', '5/6', '5/9', '7/8', '8/7'] -> 8/7 / (4/9 + 5/9 - 5/6 / 7/8)
[1988181] ['4/9', '5/6', '5/9', '7/8', '9/4'] -> 7/8 / (5/6 - 4/9 / 5/9) - 9/4
[1988186] ['4/9', '5/6', '5/9', '7/9', '8/3'] -> 8/3 / (7/9 - 4/9 * 5/6 / 5/9)
[1988187] ['4/9', '5/6', '5/9', '7/9', '8/5'] -> 8/5 / (4/9 + 5/9 - 7/9 / 5/6)
[1988204] ['4/9', '5/6', '5/9', '8/5', '8/5'] -> 8/5 / ((5/6 - 4/9) * 8/5 - 5/9)
[1988206] ['4/9', '5/6', '5/9', '8/5', '8/9'] -> 8/9 / (4/9 * 5/6 * 8/5 - 5/9)
[1988212] ['4/9', '5/6', '5/9', '8/7', '8/7'] -> 8/7 / (4/9 + 5/9 - 5/6 * 8/7)
[1988220] ['4/9', '5/6', '5/9', '8/9', '9/2'] -> 8/9 / (4/9 + 5/9 - 5/6) * 9/2
[1988229] ['4/9', '5/6', '5/9', '9/2', '9/8'] -> 9/2 / (4/9 + 5/9 - 5/6) / 9/8
[1988231] ['4/9', '5/6', '5/9', '9/4', '9/5'] -> 9/5 / ((5/6 - 4/9 / 5/9) * 9/4)
[1988243] ['4/9', '5/6', '6/5', '6/5', '7/3'] -> 7/3 / (4/9 - 5/6 / (6/5 + 6/5))
[1988267] ['4/9', '5/6', '6/5', '6/7', '8/5'] -> 8/5 / ((4/9 + 5/6 - 6/5) * 6/7)
[1988297] ['4/9', '5/6', '6/5', '7/3', '8/3'] -> (6/5 + 7/3 / 5/6) / 4/9 * 8/3
[1988300] ['4/9', '5/6', '6/5', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/6 * 6/5)
[1988312] ['4/9', '5/6', '6/5', '7/4', '8/5'] -> 8/5 / (6/5 * (5/6 - 4/9 * 7/4))
[1988313] ['4/9', '5/6', '6/5', '7/4', '8/7'] -> 8/7 / (4/9 - 5/6 / 6/5 / 7/4)
[1988315] ['4/9', '5/6', '6/5', '7/4', '9/2'] -> 9/2 / (7/4 - 5/6 / 4/9 / 6/5)
[1988324] ['4/9', '5/6', '6/5', '7/5', '8/3'] -> 8/3 / (4/9 + 5/6 - 7/5 / 6/5)
[1988331] ['4/9', '5/6', '6/5', '7/5', '9/7'] -> 9/7 / ((6/5 / 7/5 - 5/6) / 4/9)
[1988337] ['4/9', '5/6', '6/5', '7/6', '8/5'] -> 7/6 / (4/9 + 5/6 - 6/5) * 8/5
[1988339] ['4/9', '5/6', '6/5', '7/6', '8/9'] -> 8/9 / (4/9 / 6/5 + 5/6 - 7/6)
[1988348] ['4/9', '5/6', '6/5', '7/8', '8/5'] -> 8/5 / (4/9 * (6/5 - 7/8 / 5/6))
[1988357] ['4/9', '5/6', '6/5', '7/9', '8/3'] -> 8/3 / (4/9 / 5/6 + 7/9 - 6/5)
[1988360] ['4/9', '5/6', '6/5', '7/9', '8/9'] -> 8/9 / (4/9 * (7/9 - 5/6 / 6/5))
[1988361] ['4/9', '5/6', '6/5', '7/9', '9/2'] -> 4/9 / (7/9 - 5/6 / 6/5) * 9/2
[1988371] ['4/9', '5/6', '6/5', '8/3', '9/4'] -> 8/3 / (5/6 / 6/5 - 4/9) * 9/4
[1988398] ['4/9', '5/6', '6/5', '9/2', '9/5'] -> 9/5 / ((5/6 + 6/5) / 4/9 - 9/2)
[1988438] ['4/9', '5/6', '6/7', '7/2', '8/9'] -> 8/9 / (4/9 * (6/7 - 5/6) * 7/2)
[1988439] ['4/9', '5/6', '6/7', '7/2', '9/2'] -> 4/9 / (6/7 - 5/6) / 7/2 * 9/2
[1988454] ['4/9', '5/6', '6/7', '7/3', '9/2'] -> (5/6 + 6/7 * 7/3 / 4/9) * 9/2
[1988457] ['4/9', '5/6', '6/7', '7/3', '9/7'] -> 9/7 / (6/7 - 5/6 / 4/9 / 7/3)
[1988466] ['4/9', '5/6', '6/7', '7/4', '8/7'] -> 8/7 / (6/7 * (5/6 - 4/9 * 7/4))
[1988467] ['4/9', '5/6', '6/7', '7/4', '8/9'] -> 6/7 / (5/6 / 7/4 - 4/9) * 8/9
[1988469] ['4/9', '5/6', '6/7', '7/4', '9/4'] -> 4/9 / (6/7 - 5/6) / 7/4 * 9/4
[1988472] ['4/9', '5/6', '6/7', '7/4', '9/8'] -> 6/7 / (5/6 / 7/4 - 4/9) / 9/8
[1988483] ['4/9', '5/6', '6/7', '7/5', '9/5'] -> 4/9 / (6/7 - 5/6) / 7/5 * 9/5
[1988491] ['4/9', '5/6', '6/7', '7/6', '8/7'] -> 8/7 / (4/9 * 6/7 + 5/6 - 7/6)
[1988503] ['4/9', '5/6', '6/7', '7/8', '8/9'] -> 8/9 / (4/9 * (5/6 - 6/7 * 7/8))
[1988504] ['4/9', '5/6', '6/7', '7/8', '9/2'] -> 4/9 / (5/6 - 6/7 * 7/8) * 9/2
[1988508] ['4/9', '5/6', '6/7', '7/8', '9/8'] -> 9/8 / ((6/7 - 5/6) * 7/8 / 4/9)
[1988510] ['4/9', '5/6', '6/7', '7/9', '8/3'] -> 8/3 / (5/6 * 6/7 * 7/9 - 4/9)
[1988537] ['4/9', '5/6', '6/7', '8/7', '8/9'] -> 8/9 / (4/9 * (5/6 - 6/7 / 8/7))
[1988542] ['4/9', '5/6', '6/7', '8/7', '9/8'] -> 9/8 / ((6/7 - 5/6) / 4/9 / 8/7)
[1988543] ['4/9', '5/6', '6/7', '8/9', '8/9'] -> 8/9 / (4/9 * (5/6 / 6/7 - 8/9))
[1988544] ['4/9', '5/6', '6/7', '8/9', '9/2'] -> 4/9 / (5/6 / 6/7 - 8/9) * 9/2
[1988569] ['4/9', '5/6', '7/2', '7/2', '7/8'] -> (7/2 - 5/6) * 7/2 / 4/9 / 7/8
[1988571] ['4/9', '5/6', '7/2', '7/2', '8/3'] -> 8/3 / (5/6 / 7/2 - 4/9 / 7/2)
[1988573] ['4/9', '5/6', '7/2', '7/2', '8/7'] -> (7/2 - 5/6) * 7/2 / 4/9 * 8/7
[1988584] ['4/9', '5/6', '7/2', '7/3', '7/8'] -> 7/2 * 7/3 / (5/6 - 4/9) / 7/8
[1988597] ['4/9', '5/6', '7/2', '7/4', '7/6'] -> 7/2 / (5/6 / 4/9 - 7/4) / 7/6
[1988601] ['4/9', '5/6', '7/2', '7/4', '8/5'] -> 5/6 / (7/4 / 7/2 - 4/9) * 8/5
[1988604] ['4/9', '5/6', '7/2', '7/4', '9/2'] -> (5/6 + 7/2 / 4/9 / 7/4) * 9/2
[1988613] ['4/9', '5/6', '7/2', '7/5', '8/3'] -> 8/3 / (4/9 - 5/6 * 7/5 / 7/2)
[1988614] ['4/9', '5/6', '7/2', '7/5', '8/5'] -> 8/5 / (7/5 / 4/9 / 7/2 - 5/6)
[1988616] ['4/9', '5/6', '7/2', '7/5', '8/9'] -> 8/9 / (5/6 * (4/9 - 7/5 / 7/2))
[1988628] ['4/9', '5/6', '7/2', '7/6', '8/9'] -> 8/9 / (4/9 * 5/6 - 7/6 / 7/2)
[1988640] ['4/9', '5/6', '7/2', '7/8', '9/2'] -> (4/9 + 7/2 / 7/8) / 5/6 * 9/2
[1988646] ['4/9', '5/6', '7/2', '7/9', '8/3'] -> 7/2 / (4/9 + 7/9 - 5/6) * 8/3
[1988655] ['4/9', '5/6', '7/2', '8/3', '8/3'] -> 8/3 / (4/9 * (5/6 * 7/2 - 8/3))
[1988660] ['4/9', '5/6', '7/2', '8/3', '9/4'] -> (7/2 * 8/3 - 4/9) / 5/6 * 9/4
[1988663] ['4/9', '5/6', '7/2', '8/3', '9/8'] -> (5/6 + 7/2 * 8/3) / 4/9 + 9/8
[1988666] ['4/9', '5/6', '7/2', '8/5', '8/9'] -> 8/9 / (5/6 * (8/5 - 4/9 * 7/2))
[1988674] ['4/9', '5/6', '7/2', '8/7', '9/2'] -> (4/9 + 7/2 * 8/7) / 5/6 * 9/2
[1988680] ['4/9', '5/6', '7/2', '8/9', '9/2'] -> (7/2 - 5/6) * 8/9 / 4/9 * 9/2
[1988685] ['4/9', '5/6', '7/2', '9/2', '9/2'] -> 4/9 * (7/2 - 5/6) * 9/2 * 9/2
[1988689] ['4/9', '5/6', '7/2', '9/2', '9/8'] -> (7/2 - 5/6) * 9/2 / 4/9 / 9/8
[1988699] ['4/9', '5/6', '7/2', '9/8', '9/8'] -> 7/2 / (9/8 - 5/6) / 4/9 / 9/8
[1988715] ['4/9', '5/6', '7/3', '7/4', '7/4'] -> 7/3 / (5/6 - 4/9 * 7/4) / 7/4
[1988720] ['4/9', '5/6', '7/3', '7/4', '8/3'] -> 8/3 / (4/9 * (5/6 + 7/4 - 7/3))
[1988723] ['4/9', '5/6', '7/3', '7/4', '8/9'] -> 8/9 / (4/9 * (5/6 - 7/4 / 7/3))
[1988724] ['4/9', '5/6', '7/3', '7/4', '9/2'] -> 4/9 / (5/6 - 7/4 / 7/3) * 9/2
[1988727] ['4/9', '5/6', '7/3', '7/4', '9/7'] -> 9/7 / ((5/6 / 4/9 - 7/4) / 7/3)
[1988734] ['4/9', '5/6', '7/3', '7/5', '8/5'] -> 8/5 / (7/5 / 7/3 - 4/9 / 5/6)
[1988743] ['4/9', '5/6', '7/3', '7/6', '7/8'] -> 7/3 / (4/9 + 5/6 - 7/6) / 7/8
[1988746] ['4/9', '5/6', '7/3', '7/6', '8/5'] -> 5/6 / (7/6 / 7/3 - 4/9) * 8/5
[1988747] ['4/9', '5/6', '7/3', '7/6', '8/7'] -> 7/3 / (4/9 + 5/6 - 7/6) * 8/7
[1988755] ['4/9', '5/6', '7/3', '7/8', '7/9'] -> 7/9 / ((5/6 - 4/9) * 7/3 - 7/8)
[1988759] ['4/9', '5/6', '7/3', '7/8', '8/9'] -> 4/9 * 7/3 / (7/8 - 5/6) - 8/9
[1988765] ['4/9', '5/6', '7/3', '7/9', '7/9'] -> 4/9 * 7/3 / (5/6 - 7/9) / 7/9
[1988769] ['4/9', '5/6', '7/3', '7/9', '8/9'] -> 8/9 / (4/9 * 5/6 - 7/9 / 7/3)
[1988773] ['4/9', '5/6', '7/3', '7/9', '9/7'] -> 9/7 / ((5/6 - 7/9) / 4/9 / 7/3)
[1988775] ['4/9', '5/6', '7/3', '8/3', '8/3'] -> (7/3 - 5/6) * 8/3 / 4/9 * 8/3
[1988778] ['4/9', '5/6', '7/3', '8/3', '8/9'] -> 8/9 / (4/9 * 5/6 + 7/3 - 8/3)
[1988780] ['4/9', '5/6', '7/3', '8/3', '9/4'] -> 4/9 / (7/3 / 8/3 - 5/6) * 9/4
[1988800] ['4/9', '5/6', '7/3', '8/9', '9/2'] -> 7/3 * 8/9 / (5/6 - 4/9) * 9/2
[1988803] ['4/9', '5/6', '7/3', '8/9', '9/7'] -> 9/7 / ((8/9 - 5/6) / 4/9 / 7/3)
[1988807] ['4/9', '5/6', '7/3', '9/2', '9/5'] -> (5/6 + (4/9 + 7/3) * 9/2) * 9/5
[1988808] ['4/9', '5/6', '7/3', '9/2', '9/7'] -> 9/7 / (9/2 / 7/3 - 5/6 / 4/9)
[1988809] ['4/9', '5/6', '7/3', '9/2', '9/8'] -> 7/3 * 9/2 / (5/6 - 4/9) / 9/8
[1988825] ['4/9', '5/6', '7/4', '7/4', '8/3'] -> (7/4 + 7/4) / (5/6 - 4/9) * 8/3
[1988844] ['4/9', '5/6', '7/4', '7/5', '9/5'] -> 4/9 / (5/6 - 7/5 / 7/4) * 9/5
[1988848] ['4/9', '5/6', '7/4', '7/6', '7/8'] -> 7/6 / (5/6 - 4/9 * 7/4) / 7/8
[1988852] ['4/9', '5/6', '7/4', '7/6', '8/7'] -> 7/6 / (5/6 - 4/9 * 7/4) * 8/7
[1988853] ['4/9', '5/6', '7/4', '7/6', '8/9'] -> 8/9 / ((5/6 / 7/4 - 4/9) * 7/6)
[1988860] ['4/9', '5/6', '7/4', '7/8', '7/9'] -> 7/9 / (4/9 * 7/4 * (7/8 - 5/6))
[1988861] ['4/9', '5/6', '7/4', '7/8', '8/3'] -> 8/3 / (4/9 + 7/8 / 7/4 - 5/6)
[1988862] ['4/9', '5/6', '7/4', '7/8', '8/5'] -> 5/6 / (7/8 / 7/4 - 4/9) * 8/5
[1988865] ['4/9', '5/6', '7/4', '7/8', '9/2'] -> (5/6 + 7/4 / 4/9 / 7/8) * 9/2
[1988866] ['4/9', '5/6', '7/4', '7/8', '9/4'] -> 4/9 / (7/4 - 5/6 - 7/8) * 9/4
[1988868] ['4/9', '5/6', '7/4', '7/8', '9/7'] -> 9/7 / ((7/8 - 5/6) / 4/9 / 7/4)
[1988873] ['4/9', '5/6', '7/4', '7/9', '8/7'] -> 8/7 / (7/9 - (4/9 + 5/6) / 7/4)
[1988883] ['4/9', '5/6', '7/4', '8/3', '8/9'] -> 8/9 / (4/9 * (8/3 - 5/6 - 7/4))
[1988884] ['4/9', '5/6', '7/4', '8/3', '9/2'] -> 4/9 / (8/3 - 5/6 - 7/4) * 9/2
[1988888] ['4/9', '5/6', '7/4', '8/3', '9/8'] -> 9/8 / ((5/6 / 4/9 - 7/4) / 8/3)
[1988899] ['4/9', '5/6', '7/4', '8/7', '9/2'] -> (5/6 + 7/4 * 8/7 / 4/9) * 9/2
[1988904] ['4/9', '5/6', '7/4', '8/9', '8/9'] -> 8/9 / (4/9 * 7/4 - 5/6 * 8/9)
[1988906] ['4/9', '5/6', '7/4', '8/9', '9/4'] -> 9/4 / (7/4 / 8/9 - 5/6 / 4/9)
[1988910] ['4/9', '5/6', '7/4', '9/2', '9/2'] -> 9/2 / (7/4 / 4/9 - 5/6 * 9/2)
[1988963] ['4/9', '5/6', '7/5', '7/9', '8/5'] -> 8/5 / ((4/9 + 7/9) / 5/6 - 7/5)
