[13] ['1/2', '1/2', '1/2', '1/2', '3/2'] -> 3/2 / 1/2 / 1/2 / 1/2 / 1/2
[39676] ['1/2', '1/4', '2/5', '3/2', '5/9'] -> (1/2 + 3/2) / (2/5 - 1/4) / 5/9
[39682] ['1/2', '1/4', '2/5', '3/2', '7/5'] -> 7/5 / 1/4 / (1/2 - 2/5 / 3/2)
[39694] ['1/2', '1/4', '2/5', '3/2', '9/8'] -> 3/2 / 1/4 / 2/5 / (9/8 - 1/2)
[39695] ['1/2', '1/4', '2/5', '3/4', '3/4'] -> 3/4 / (1/2 - 1/4 * 3/4 / 2/5)
[39705] ['1/2', '1/4', '2/5', '3/4', '5/4'] -> 3/4 / (1/2 - 2/5) / 1/4 / 5/4
[39723] ['1/2', '1/4', '2/5', '3/4', '9/2'] -> 9/2 / ((2/5 - 1/4) * (1/2 + 3/4))
[39724] ['1/2', '1/4', '2/5', '3/4', '9/4'] -> 9/4 / ((1/4 / 2/5 - 1/2) * 3/4)
[39733] ['1/2', '1/4', '2/5', '3/5', '4/7'] -> 3/5 / 2/5 / (1/2 - 1/4 / 4/7)
[39736] ['1/2', '1/4', '2/5', '3/5', '5/3'] -> 3/5 / 1/4 / (2/5 - 1/2 / 5/3)
[39737] ['1/2', '1/4', '2/5', '3/5', '5/4'] -> 1/2 / (1/4 / 3/5 - 2/5) / 5/4
[39738] ['1/2', '1/4', '2/5', '3/5', '5/6'] -> 1/2 / (1/4 / 2/5 - 3/5) / 5/6
[39740] ['1/2', '1/4', '2/5', '3/5', '5/8'] -> 3/5 / 2/5 / (1/2 * 5/8 - 1/4)
[39741] ['1/2', '1/4', '2/5', '3/5', '5/9'] -> 2/5 / 3/5 / (1/2 * 5/9 - 1/4)
[39744] ['1/2', '1/4', '2/5', '3/5', '7/2'] -> (1/2 + 7/2) / 1/4 / (2/5 / 3/5)
[39746] ['1/2', '1/4', '2/5', '3/5', '7/4'] -> 3/5 / 2/5 / (1/2 - 1/4 * 7/4)
[39751] ['1/2', '1/4', '2/5', '3/5', '8/3'] -> 3/5 / 2/5 / (1/4 - 1/2 / 8/3)
[39763] ['1/2', '1/4', '2/5', '3/7', '4/5'] -> 4/5 / (2/5 * (1/4 / 3/7 - 1/2))
[39770] ['1/2', '1/4', '2/5', '3/7', '5/7'] -> 3/7 / (1/2 - 2/5) / 1/4 / 5/7
[39774] ['1/2', '1/4', '2/5', '3/7', '6/7'] -> 6/7 / 1/2 / (2/5 * (3/7 - 1/4))
[39778] ['1/2', '1/4', '2/5', '3/7', '7/5'] -> 3/7 / (1/2 - 2/5) / 1/4 * 7/5
[39787] ['1/2', '1/4', '2/5', '3/7', '9/4'] -> (1/2 + 1/4) / (3/7 - 2/5) - 9/4
[39793] ['1/2', '1/4', '2/5', '3/8', '4/5'] -> (1/2 + 1/4) * 4/5 / (2/5 - 3/8)
[39798] ['1/2', '1/4', '2/5', '3/8', '5/4'] -> (1/2 + 1/4) / (2/5 - 3/8) / 5/4
[39799] ['1/2', '1/4', '2/5', '3/8', '5/6'] -> 1/4 / (2/5 - 3/8) / 1/2 / 5/6
[39801] ['1/2', '1/4', '2/5', '3/8', '5/8'] -> 3/8 / (1/2 - 2/5) / 1/4 / 5/8
[39802] ['1/2', '1/4', '2/5', '3/8', '5/9'] -> 1/2 / 1/4 / 2/5 / 3/8 / 5/9
[39806] ['1/2', '1/4', '2/5', '3/8', '7/3'] -> 7/3 / (3/8 - 1/4 / (1/2 + 2/5))
[39808] ['1/2', '1/4', '2/5', '3/8', '7/5'] -> (7/5 - 1/2) / (1/4 * 2/5 * 3/8)
[39820] ['1/2', '1/4', '2/5', '3/8', '9/8'] -> 9/8 / ((1/4 / 2/5 - 1/2) * 3/8)
[39824] ['1/2', '1/4', '2/5', '4/3', '4/9'] -> 4/3 / (1/4 / 2/5 - 1/2) / 4/9
[39837] ['1/2', '1/4', '2/5', '4/3', '7/5'] -> 7/5 / (1/4 * (1/2 + 4/3) - 2/5)
[39845] ['1/2', '1/4', '2/5', '4/3', '9/2'] -> (1/2 / 1/4 + 4/3 / 2/5) * 9/2
[39846] ['1/2', '1/4', '2/5', '4/3', '9/4'] -> 4/3 / (1/4 / 2/5 - 1/2) * 9/4
[39852] ['1/2', '1/4', '2/5', '4/5', '4/9'] -> 4/5 / (2/5 - 1/4) / 1/2 / 4/9
[39862] ['1/2', '1/4', '2/5', '4/5', '7/2'] -> 4/5 / 1/4 / 2/5 * (7/2 - 1/2)
[39874] ['1/2', '1/4', '2/5', '4/5', '9/4'] -> 4/5 / (2/5 - 1/4) / 1/2 * 9/4
[39886] ['1/2', '1/4', '2/5', '4/7', '5/9'] -> 1/2 / (1/4 / 4/7 - 2/5) / 5/9
[39903] ['1/2', '1/4', '2/5', '4/7', '9/7'] -> 9/7 / ((1/2 - 1/4) / 2/5 - 4/7)
[39909] ['1/2', '1/4', '2/5', '4/9', '5/6'] -> 2/5 / (1/2 - 4/9) / 1/4 * 5/6
[39913] ['1/2', '1/4', '2/5', '4/9', '6/5'] -> 2/5 / (1/2 - 4/9) / 1/4 / 6/5
[39936] ['1/2', '1/4', '2/5', '5/2', '5/8'] -> (1/2 / 2/5 + 5/2) / 1/4 / 5/8
[39947] ['1/2', '1/4', '2/5', '5/2', '8/3'] -> (1/2 + 2/5) * 5/2 / 1/4 * 8/3
[39948] ['1/2', '1/4', '2/5', '5/2', '8/5'] -> (1/2 / 2/5 + 5/2) / 1/4 * 8/5
[39950] ['1/2', '1/4', '2/5', '5/2', '8/9'] -> (1/2 + 5/2 / 2/5) / 1/4 * 8/9
[39952] ['1/2', '1/4', '2/5', '5/2', '9/4'] -> (1/2 + 5/2 / 1/4) / 2/5 - 9/4
[39955] ['1/2', '1/4', '2/5', '5/2', '9/8'] -> (1/2 + 5/2 / 2/5) / 1/4 / 9/8
[39957] ['1/2', '1/4', '2/5', '5/3', '5/4'] -> 1/2 / (1/4 * 5/3 - 2/5) / 5/4
[39961] ['1/2', '1/4', '2/5', '5/3', '5/9'] -> 5/3 / (1/4 / 2/5 - 1/2) / 5/9
[39964] ['1/2', '1/4', '2/5', '5/3', '7/2'] -> (1/2 + 7/2) / (1/4 * 2/5 * 5/3)
[39965] ['1/2', '1/4', '2/5', '5/3', '7/3'] -> (1/2 + 5/3) / 1/4 / 2/5 + 7/3
[39970] ['1/2', '1/4', '2/5', '5/3', '7/9'] -> (1/2 + 5/3 / 2/5) / 1/4 / 7/9
[39975] ['1/2', '1/4', '2/5', '5/3', '9/2'] -> 2/5 * 5/3 / 1/2 / 1/4 * 9/2
[39977] ['1/2', '1/4', '2/5', '5/3', '9/5'] -> 5/3 / (1/4 / 2/5 - 1/2) * 9/5
[39978] ['1/2', '1/4', '2/5', '5/3', '9/7'] -> (1/2 + 5/3 / 2/5) / 1/4 * 9/7
[39983] ['1/2', '1/4', '2/5', '5/4', '5/8'] -> (1/4 + 5/4) / (1/2 - 2/5) / 5/8
[39987] ['1/2', '1/4', '2/5', '5/4', '7/2'] -> (7/2 - 1/2) / (1/4 * 2/5 * 5/4)
[39998] ['1/2', '1/4', '2/5', '5/4', '9/2'] -> 9/2 / ((1/4 + 2/5 - 1/2) * 5/4)
[39999] ['1/2', '1/4', '2/5', '5/4', '9/4'] -> 9/4 / 1/2 / ((2/5 - 1/4) * 5/4)
[40005] ['1/2', '1/4', '2/5', '5/6', '5/8'] -> 1/4 / (1/2 * 5/6 - 2/5) / 5/8
[40011] ['1/2', '1/4', '2/5', '5/6', '7/4'] -> (1/4 + 7/4) / ((1/2 - 2/5) * 5/6)
[40022] ['1/2', '1/4', '2/5', '5/6', '9/5'] -> (1/2 + 5/6) / 1/4 / 2/5 * 9/5
[40065] ['1/2', '1/4', '2/5', '5/8', '9/8'] -> 9/8 / 1/2 / ((2/5 - 1/4) * 5/8)
[40070] ['1/2', '1/4', '2/5', '5/9', '7/3'] -> 7/3 / (2/5 * 5/9 - 1/2 * 1/4)
[40089] ['1/2', '1/4', '2/5', '6/5', '7/4'] -> (1/4 + 7/4) / ((1/2 - 2/5) / 6/5)
[40104] ['1/2', '1/4', '2/5', '6/7', '7/2'] -> 6/7 / (1/4 / 2/5 - 1/2) * 7/2
[40112] ['1/2', '1/4', '2/5', '6/7', '8/5'] -> 8/5 / (1/4 + 2/5 - 1/2 / 6/7)
[40119] ['1/2', '1/4', '2/5', '6/7', '9/8'] -> 9/8 / (1/4 / (6/7 - 2/5) - 1/2)
[40125] ['1/2', '1/4', '2/5', '7/2', '7/8'] -> (1/4 + 7/2 / 2/5) / (7/8 - 1/2)
[40133] ['1/2', '1/4', '2/5', '7/2', '9/5'] -> 9/5 / (1/4 * 7/2 - 2/5 / 1/2)
[40139] ['1/2', '1/4', '2/5', '7/3', '7/6'] -> 7/3 / 1/4 / 2/5 - 1/2 + 7/6
[40143] ['1/2', '1/4', '2/5', '7/3', '8/5'] -> 8/5 / (1/2 / 1/4 + 2/5 - 7/3)
[40146] ['1/2', '1/4', '2/5', '7/3', '9/2'] -> (7/3 / 2/5 - 1/4 / 1/2) * 9/2
[40149] ['1/2', '1/4', '2/5', '7/3', '9/7'] -> 9/7 / ((1/4 / 2/5 - 1/2) / 7/3)
[40150] ['1/2', '1/4', '2/5', '7/3', '9/8'] -> 9/8 / (1/4 / (7/3 / 2/5 - 1/2))
[40156] ['1/2', '1/4', '2/5', '7/4', '8/3'] -> (1/4 + 7/4 / 1/2 / 2/5) * 8/3
[40168] ['1/2', '1/4', '2/5', '7/5', '7/9'] -> 7/5 / (2/5 - 1/4) / 1/2 / 7/9
[40169] ['1/2', '1/4', '2/5', '7/5', '8/3'] -> (7/5 - 1/2) / 1/4 / 2/5 * 8/3
[40173] ['1/2', '1/4', '2/5', '7/5', '9/2'] -> (2/5 + 7/5 / 1/4) * (9/2 - 1/2)
[40185] ['1/2', '1/4', '2/5', '7/6', '9/2'] -> (7/6 / 2/5 - 1/4) / 1/2 * 9/2
[40193] ['1/2', '1/4', '2/5', '7/8', '8/5'] -> (1/2 + 8/5) / (1/4 * 2/5 * 7/8)
[40197] ['1/2', '1/4', '2/5', '7/8', '9/4'] -> 9/4 / (1/4 * (1/2 / 2/5 - 7/8))
[40199] ['1/2', '1/4', '2/5', '7/8', '9/7'] -> 9/7 / (1/4 / 2/5 - 1/2 / 7/8)
[40200] ['1/2', '1/4', '2/5', '7/8', '9/8'] -> 9/8 / (1/4 * 7/8 / 2/5 - 1/2)
[40202] ['1/2', '1/4', '2/5', '7/9', '8/3'] -> 8/3 / (2/5 * (7/9 - 1/4 / 1/2))
[40217] ['1/2', '1/4', '2/5', '8/3', '9/5'] -> 1/2 * 8/3 / 1/4 / 2/5 * 9/5
[40219] ['1/2', '1/4', '2/5', '8/3', '9/8'] -> 8/3 / (1/4 / 2/5 - 1/2) * 9/8
[40221] ['1/2', '1/4', '2/5', '8/5', '8/7'] -> (1/2 + 8/5) / 1/4 / 2/5 * 8/7
[40222] ['1/2', '1/4', '2/5', '8/5', '8/9'] -> 8/5 / (2/5 - 1/4) / 1/2 / 8/9
[40227] ['1/2', '1/4', '2/5', '8/5', '9/8'] -> 8/5 / (2/5 - 1/4) / 1/2 * 9/8
[40230] ['1/2', '1/4', '2/5', '8/7', '9/2'] -> 9/2 / (1/4 / 2/5 - 1/2 / 8/7)
[40233] ['1/2', '1/4', '2/5', '8/7', '9/7'] -> 9/7 / (1/4 / 2/5 - 1/2 * 8/7)
[40234] ['1/2', '1/4', '2/5', '8/7', '9/8'] -> 9/8 / (1/4 / 2/5 / 8/7 - 1/2)
[40256] ['1/2', '1/4', '2/7', '2/7', '2/7'] -> (2/7 / 1/2 + 2/7) / (2/7 - 1/4)
[40257] ['1/2', '1/4', '2/7', '2/7', '2/9'] -> 2/7 / (1/2 - 2/7) / 1/4 / 2/9
[40262] ['1/2', '1/4', '2/7', '2/7', '3/8'] -> 2/7 / (2/7 / 3/8 - 1/2 - 1/4)
[40269] ['1/2', '1/4', '2/7', '2/7', '5/4'] -> (1/2 + 2/7 * 5/4) / (2/7 - 1/4)
[40278] ['1/2', '1/4', '2/7', '2/7', '7/4'] -> (1/2 / (2/7 - 1/4) - 2/7) * 7/4
[40280] ['1/2', '1/4', '2/7', '2/7', '7/6'] -> 1/2 * 2/7 / (1/4 * 7/6 - 2/7)
[40281] ['1/2', '1/4', '2/7', '2/7', '7/8'] -> (2/7 + 1/2 / 7/8) / (2/7 - 1/4)
[40287] ['1/2', '1/4', '2/7', '2/7', '9/2'] -> 2/7 / (1/2 - 2/7) / 1/4 * 9/2
[40297] ['1/2', '1/4', '2/7', '2/9', '3/8'] -> (1/4 + 1/2 / 2/7) / 2/9 / 3/8
[40298] ['1/2', '1/4', '2/7', '2/9', '4/3'] -> 4/3 / (2/7 * (2/9 / 1/2 - 1/4))
[40300] ['1/2', '1/4', '2/7', '2/9', '4/7'] -> 4/7 / ((1/4 - 1/2 * 2/7) * 2/9)
[40303] ['1/2', '1/4', '2/7', '2/9', '5/3'] -> 5/3 / (1/4 * (2/9 / 2/7 - 1/2))
[40315] ['1/2', '1/4', '2/7', '2/9', '7/6'] -> 2/7 / (1/4 - 2/9) / 1/2 * 7/6
[40331] ['1/2', '1/4', '2/7', '3/2', '3/8'] -> 3/2 / 1/4 / 2/7 / (1/2 + 3/8)
[40336] ['1/2', '1/4', '2/7', '3/2', '5/2'] -> 3/2 / 1/4 / 2/7 + 1/2 + 5/2
[40340] ['1/2', '1/4', '2/7', '3/2', '5/7'] -> 5/7 / 1/2 / (1/4 - 2/7 / 3/2)
[40346] ['1/2', '1/4', '2/7', '3/2', '7/3'] -> (1/2 + 3/2) / (2/7 - 1/4) / 7/3
[40361] ['1/2', '1/4', '2/7', '3/4', '3/4'] -> (3/4 / 1/2 / 2/7 + 3/4) / 1/4
[40364] ['1/2', '1/4', '2/7', '3/4', '3/8'] -> 3/4 / (2/7 - 1/4) / (1/2 + 3/8)
[40373] ['1/2', '1/4', '2/7', '3/4', '5/7'] -> 5/7 / 1/4 / (1/2 - 2/7 / 3/4)
[40380] ['1/2', '1/4', '2/7', '3/4', '7/4'] -> 3/4 / (2/7 - 1/4) / 1/2 / 7/4
[40384] ['1/2', '1/4', '2/7', '3/4', '7/9'] -> 1/2 / (2/7 - 1/4) / 3/4 / 7/9
[40394] ['1/2', '1/4', '2/7', '3/5', '3/5'] -> 3/5 / (1/4 * 3/5 / 2/7 - 1/2)
[40405] ['1/2', '1/4', '2/7', '3/5', '5/7'] -> 3/5 / (2/7 - 1/4) / 1/2 * 5/7
[40408] ['1/2', '1/4', '2/7', '3/5', '6/5'] -> 6/5 / (1/2 * 2/7 * (3/5 - 1/4))
[40413] ['1/2', '1/4', '2/7', '3/5', '7/5'] -> 3/5 / (2/7 - 1/4) / 1/2 / 7/5
[40424] ['1/2', '1/4', '2/7', '3/5', '9/7'] -> 9/7 / ((1/4 + 2/7) * (3/5 - 1/2))
[40441] ['1/2', '1/4', '2/7', '3/7', '7/2'] -> (1/2 + 7/2) / 1/4 / (2/7 / 3/7)
[40443] ['1/2', '1/4', '2/7', '3/7', '7/4'] -> 3/7 / 2/7 / (1/2 - 1/4 * 7/4)
[40450] ['1/2', '1/4', '2/7', '3/7', '8/7'] -> 8/7 / (3/7 - 2/7 / (1/2 + 1/4))
[40460] ['1/2', '1/4', '2/7', '3/8', '4/7'] -> (1/2 / 1/4 + 4/7) / (2/7 * 3/8)
[40476] ['1/2', '1/4', '2/7', '3/8', '7/8'] -> 3/8 / (2/7 - 1/4) / 1/2 / 7/8
[40477] ['1/2', '1/4', '2/7', '3/8', '7/9'] -> 1/2 / 1/4 / 2/7 / 3/8 / 7/9
[40491] ['1/2', '1/4', '2/7', '4/3', '5/2'] -> 5/2 / (1/4 * (1/2 / 2/7 - 4/3))
[40492] ['1/2', '1/4', '2/7', '4/3', '5/3'] -> (1/2 + 4/3) / 1/4 / 2/7 - 5/3
[40510] ['1/2', '1/4', '2/7', '4/3', '8/9'] -> 4/3 / (1/2 - 2/7) / 1/4 - 8/9
[40517] ['1/2', '1/4', '2/7', '4/5', '4/7'] -> 4/5 / (2/7 - 1/4) * (1/2 + 4/7)
[40527] ['1/2', '1/4', '2/7', '4/5', '6/7'] -> 6/7 / (1/4 * (1/2 - 2/7 / 4/5))
[40534] ['1/2', '1/4', '2/7', '4/5', '7/9'] -> 1/2 / (1/4 / 4/5 - 2/7) / 7/9
[40541] ['1/2', '1/4', '2/7', '4/5', '9/5'] -> 9/5 / ((1/2 - 1/4) / 2/7 - 4/5)
[40545] ['1/2', '1/4', '2/7', '4/7', '4/9'] -> 4/7 / (1/2 - 2/7) / 1/4 / 4/9
[40546] ['1/2', '1/4', '2/7', '4/7', '5/2'] -> (1/2 + 5/2) / 1/4 / (2/7 / 4/7)
[40548] ['1/2', '1/4', '2/7', '4/7', '5/4'] -> (1/2 + 4/7) / (2/7 - 1/4) / 5/4
[40551] ['1/2', '1/4', '2/7', '4/7', '5/8'] -> (1/2 + 4/7) / 1/4 / 2/7 / 5/8
[40557] ['1/2', '1/4', '2/7', '4/7', '7/4'] -> (2/7 + 4/7) / (1/2 / 7/4 - 1/4)
[40562] ['1/2', '1/4', '2/7', '4/7', '8/3'] -> (1/2 / 1/4 + 4/7) / 2/7 * 8/3
[40563] ['1/2', '1/4', '2/7', '4/7', '8/5'] -> (1/2 + 4/7) / 1/4 / 2/7 * 8/5
[40566] ['1/2', '1/4', '2/7', '4/7', '9/2'] -> 4/7 / (1/4 - 1/2 * 2/7) * 9/2
[40567] ['1/2', '1/4', '2/7', '4/7', '9/4'] -> 4/7 / (1/2 - 2/7) / 1/4 * 9/4
[40569] ['1/2', '1/4', '2/7', '4/7', '9/7'] -> 9/7 / 1/4 / (1/2 + 2/7 - 4/7)
[40573] ['1/2', '1/4', '2/7', '4/9', '5/3'] -> 5/3 / (1/2 + 4/9 - 1/4 / 2/7)
[40576] ['1/2', '1/4', '2/7', '4/9', '5/7'] -> 5/7 / ((1/4 + 2/7) * (1/2 - 4/9))
[40582] ['1/2', '1/4', '2/7', '4/9', '7/3'] -> 2/7 / (1/4 - 1/2 * 4/9) * 7/3
[40585] ['1/2', '1/4', '2/7', '4/9', '7/6'] -> 2/7 / (1/2 - 4/9) / 1/4 * 7/6
[40591] ['1/2', '1/4', '2/7', '4/9', '8/9'] -> 4/9 / (2/7 - 1/4) / 1/2 - 8/9
[40608] ['1/2', '1/4', '2/7', '5/2', '7/4'] -> (1/2 + 5/2) / 1/4 / 2/7 / 7/4
[40611] ['1/2', '1/4', '2/7', '5/2', '7/8'] -> (1/4 + 5/2 / 2/7) / (7/8 - 1/2)
[40613] ['1/2', '1/4', '2/7', '5/2', '8/3'] -> (1/2 + 5/2 / 2/7 - 1/4) * 8/3
[40617] ['1/2', '1/4', '2/7', '5/2', '9/2'] -> 9/2 / (1/4 * (5/2 - 1/2 / 2/7))
[40625] ['1/2', '1/4', '2/7', '5/3', '5/7'] -> 5/7 / (1/2 * (2/7 - 1/4) * 5/3)
[40634] ['1/2', '1/4', '2/7', '5/3', '7/6'] -> 5/3 / 1/4 / 2/7 - 1/2 + 7/6
[40645] ['1/2', '1/4', '2/7', '5/3', '9/8'] -> 9/8 / (1/4 / (5/3 / 2/7 - 1/2))
[40654] ['1/2', '1/4', '2/7', '5/4', '7/3'] -> (2/7 + 5/4 / 1/2 / 1/4) * 7/3
[40659] ['1/2', '1/4', '2/7', '5/4', '7/9'] -> 1/2 / (1/4 * 5/4 - 2/7) / 7/9
[40660] ['1/2', '1/4', '2/7', '5/4', '8/3'] -> (1/4 + 5/4 / 1/2 / 2/7) * 8/3
[40674] ['1/2', '1/4', '2/7', '5/6', '6/7'] -> 6/7 / (1/4 - 2/7 / (1/2 + 5/6))
[40675] ['1/2', '1/4', '2/7', '5/6', '7/2'] -> (1/2 + 7/2) / (2/7 * (5/6 - 1/4))
[40677] ['1/2', '1/4', '2/7', '5/6', '7/4'] -> 1/2 / (1/4 - 2/7 * 5/6) / 7/4
[40681] ['1/2', '1/4', '2/7', '5/6', '7/9'] -> (1/2 + 5/6) / 1/4 / 2/7 / 7/9
[40686] ['1/2', '1/4', '2/7', '5/6', '9/2'] -> (5/6 / 2/7 - 1/4) / 1/2 * 9/2
[40693] ['1/2', '1/4', '2/7', '5/7', '5/9'] -> 5/7 / (1/2 - 2/7) / 1/4 / 5/9
[40729] ['1/2', '1/4', '2/7', '5/8', '9/5'] -> 9/5 / (1/4 / 2/7 - 1/2 / 5/8)
[40731] ['1/2', '1/4', '2/7', '5/8', '9/8'] -> 9/8 / (1/4 * 5/8 / 2/7 - 1/2)
[40734] ['1/2', '1/4', '2/7', '5/9', '6/7'] -> 2/7 / (5/9 - 1/2) / 1/4 / 6/7
[40736] ['1/2', '1/4', '2/7', '5/9', '7/3'] -> 2/7 / (1/2 * 5/9 - 1/4) * 7/3
[40739] ['1/2', '1/4', '2/7', '5/9', '7/6'] -> 2/7 / (5/9 - 1/2) / 1/4 * 7/6
[40755] ['1/2', '1/4', '2/7', '6/5', '7/4'] -> 1/2 / (1/4 - 2/7 / 6/5) / 7/4
[40762] ['1/2', '1/4', '2/7', '6/5', '8/7'] -> 8/7 / (2/7 * (1/2 / 6/5 - 1/4))
[40767] ['1/2', '1/4', '2/7', '6/5', '9/7'] -> 9/7 / (1/2 - (1/4 + 2/7) / 6/5)
[40770] ['1/2', '1/4', '2/7', '6/7', '7/2'] -> 1/2 / (1/4 / 6/7 - 2/7) / 7/2
[40774] ['1/2', '1/4', '2/7', '6/7', '7/6'] -> 1/2 / (1/4 / 2/7 - 6/7) / 7/6
[40779] ['1/2', '1/4', '2/7', '6/7', '8/7'] -> 8/7 / (1/2 / 6/7 - 1/4 - 2/7)
[40784] ['1/2', '1/4', '2/7', '6/7', '9/7'] -> 9/7 / (1/4 * (1/2 + 6/7) - 2/7)
[40787] ['1/2', '1/4', '2/7', '7/2', '7/3'] -> (1/2 + 7/2) / 1/4 / 2/7 / 7/3
[40789] ['1/2', '1/4', '2/7', '7/2', '7/5'] -> (1/2 + 2/7 + 7/2) / 1/4 * 7/5
[40797] ['1/2', '1/4', '2/7', '7/2', '9/2'] -> 9/2 / ((1/2 - 2/7) * 1/4 * 7/2)
[40817] ['1/2', '1/4', '2/7', '7/4', '7/4'] -> (7/4 / 1/2 / 1/4 - 2/7) * 7/4
[40824] ['1/2', '1/4', '2/7', '7/4', '8/7'] -> 8/7 / (1/2 / (7/4 - 1/4) - 2/7)
[40826] ['1/2', '1/4', '2/7', '7/4', '9/2'] -> 9/2 / ((1/4 - 1/2 * 2/7) * 7/4)
[40842] ['1/2', '1/4', '2/7', '7/5', '9/7'] -> 9/7 / (1/2 * (2/7 - 1/4 / 7/5))
[40845] ['1/2', '1/4', '2/7', '7/6', '7/8'] -> 1/2 / (7/6 - 2/7 / 1/4) / 7/8
[40851] ['1/2', '1/4', '2/7', '7/6', '9/2'] -> 9/2 / ((2/7 - 1/2 * 1/4) * 7/6)
[40863] ['1/2', '1/4', '2/7', '7/8', '9/4'] -> 9/4 / ((1/4 - 1/2 * 2/7) * 7/8)
[40866] ['1/2', '1/4', '2/7', '7/8', '9/8'] -> 9/8 / ((1/2 - 2/7) * 1/4 * 7/8)
[40868] ['1/2', '1/4', '2/7', '7/9', '8/3'] -> 1/2 / 1/4 / 2/7 / 7/9 * 8/3
[40880] ['1/2', '1/4', '2/7', '8/3', '8/9'] -> 8/3 / (1/4 - 1/2 * 2/7) - 8/9
[40881] ['1/2', '1/4', '2/7', '8/3', '9/2'] -> (1/4 + 1/2 / 2/7) * 8/3 * 9/2
[40884] ['1/2', '1/4', '2/7', '8/3', '9/7'] -> 9/7 / (1/4 * 2/7 / 1/2 / 8/3)
[40889] ['1/2', '1/4', '2/7', '8/5', '9/2'] -> 9/2 / (2/7 * (1/2 + 1/4 / 8/5))
[40892] ['1/2', '1/4', '2/7', '8/5', '9/7'] -> 9/7 / (2/7 / 8/5 - 1/2 * 1/4)
[40893] ['1/2', '1/4', '2/7', '8/5', '9/8'] -> 9/8 / (1/4 / 2/7 / 8/5 - 1/2)
[40895] ['1/2', '1/4', '2/7', '8/7', '8/9'] -> 8/7 / (1/2 - 2/7) / 1/4 / 8/9
[40897] ['1/2', '1/4', '2/7', '8/7', '9/4'] -> 8/7 / (1/4 - 1/2 * 2/7) * 9/4
[40899] ['1/2', '1/4', '2/7', '8/7', '9/7'] -> 9/7 / (2/7 * (1/2 / 8/7 - 1/4))
[40900] ['1/2', '1/4', '2/7', '8/7', '9/8'] -> 8/7 / (1/2 - 2/7) / 1/4 * 9/8
[40922] ['1/2', '1/4', '2/9', '2/9', '2/9'] -> (2/9 / 1/2 + 2/9) / (1/4 - 2/9)
[40924] ['1/2', '1/4', '2/9', '2/9', '3/4'] -> (1/2 + 2/9 * 3/4) / (1/4 - 2/9)
[40927] ['1/2', '1/4', '2/9', '2/9', '3/8'] -> (1/2 / 2/9 - 1/4) / 2/9 / 3/8
[40932] ['1/2', '1/4', '2/9', '2/9', '5/2'] -> (1/2 + 5/2) / ((1/4 - 2/9) / 2/9)
[40942] ['1/2', '1/4', '2/9', '2/9', '7/3'] -> 7/3 / 1/2 / (2/9 + 2/9 - 1/4)
[40956] ['1/2', '1/4', '2/9', '2/9', '9/8'] -> (2/9 + 1/2 / 9/8) / (1/4 - 2/9)
[40977] ['1/2', '1/4', '2/9', '3/2', '7/4'] -> 3/2 / (1/4 - 2/9) / (1/2 + 7/4)
[40983] ['1/2', '1/4', '2/9', '3/2', '8/5'] -> (1/2 / 2/9 + 3/2) / 1/4 * 8/5
[40991] ['1/2', '1/4', '2/9', '3/4', '3/4'] -> (3/4 / 1/2 / 2/9 - 3/4) / 1/4
[40992] ['1/2', '1/4', '2/9', '3/4', '3/5'] -> 1/2 / (2/9 - 1/4 * 3/4) / 3/5
[40998] ['1/2', '1/4', '2/9', '3/4', '4/9'] -> 3/4 / (1/4 - 2/9) / 1/2 * 4/9
[41001] ['1/2', '1/4', '2/9', '3/4', '5/4'] -> 5/4 / 1/4 / ((1/2 - 2/9) * 3/4)
[41004] ['1/2', '1/4', '2/9', '3/4', '5/8'] -> 3/4 / (1/4 - 2/9) / (1/2 + 5/8)
[41005] ['1/2', '1/4', '2/9', '3/4', '5/9'] -> 5/9 / 1/2 / (2/9 / 3/4 - 1/4)
[41009] ['1/2', '1/4', '2/9', '3/4', '7/3'] -> 7/3 / (1/4 + 2/9 - 1/2 * 3/4)
[41024] ['1/2', '1/4', '2/9', '3/5', '3/5'] -> 3/5 / (1/4 / 2/9 - 1/2 - 3/5)
[41027] ['1/2', '1/4', '2/9', '3/5', '4/3'] -> 4/3 / (2/9 / 1/4 - 1/2 / 3/5)
[41030] ['1/2', '1/4', '2/9', '3/5', '4/9'] -> 4/9 / (2/9 * (1/2 - 1/4 / 3/5))
[41031] ['1/2', '1/4', '2/9', '3/5', '5/2'] -> (1/2 / 1/4 / 2/9 + 3/5) * 5/2
[41033] ['1/2', '1/4', '2/9', '3/5', '5/4'] -> 1/2 / (1/4 - 2/9) / 3/5 / 5/4
[41036] ['1/2', '1/4', '2/9', '3/5', '5/8'] -> 1/2 / 1/4 / 2/9 / 3/5 / 5/8
[41037] ['1/2', '1/4', '2/9', '3/5', '5/9'] -> 3/5 / (1/4 - 2/9) / 1/2 * 5/9
[41046] ['1/2', '1/4', '2/9', '3/5', '7/9'] -> 7/9 / (1/4 * (1/2 - 2/9 / 3/5))
[41048] ['1/2', '1/4', '2/9', '3/5', '8/5'] -> 1/2 / 1/4 / 2/9 / 3/5 * 8/5
[41056] ['1/2', '1/4', '2/9', '3/7', '3/7'] -> 3/7 / (1/2 - 1/4 * 3/7 / 2/9)
