[241979] ['1/3', '1/4', '5/9', '6/7', '6/7'] -> 6/7 / (1/4 * (5/9 * 6/7 - 1/3))
[272946] ['1/3', '1/7', '1/9', '5/7', '7/8'] -> 7/8 / (1/9 / (1/3 / 1/7 + 5/7))
[272949] ['1/3', '1/7', '1/9', '5/7', '8/5'] -> 1/3 * 5/7 / 1/7 / 1/9 * 8/5
[272950] ['1/3', '1/7', '1/9', '5/7', '8/7'] -> 8/7 / ((1/7 + 1/9) / 1/3 - 5/7)
[272952] ['1/3', '1/7', '1/9', '5/7', '9/2'] -> (1/9 / 1/3 + 5/7 / 1/7) * 9/2
[272953] ['1/3', '1/7', '1/9', '5/7', '9/4'] -> 1/3 / (1/9 / 5/7 - 1/7) - 9/4
[272961] ['1/3', '1/7', '1/9', '5/8', '7/2'] -> 7/2 / (1/9 * 5/8 / (1/3 + 1/7))
[272964] ['1/3', '1/7', '1/9', '5/8', '7/5'] -> 1/3 / 1/7 / 1/9 / 5/8 / 7/5
[272979] ['1/3', '1/7', '1/9', '5/9', '6/7'] -> (1/3 + 5/9) / (1/7 - 1/9) * 6/7
[272981] ['1/3', '1/7', '1/9', '5/9', '7/3'] -> (1/3 + 5/9) / 1/7 / 1/9 / 7/3
[272982] ['1/3', '1/7', '1/9', '5/9', '7/4'] -> (5/9 / 1/3 - 1/7) / 1/9 * 7/4
[272984] ['1/3', '1/7', '1/9', '5/9', '7/6'] -> (1/3 + 5/9) / (1/7 - 1/9) / 7/6
[272989] ['1/3', '1/7', '1/9', '5/9', '8/7'] -> 8/7 / (1/7 * (1/9 + 5/9 - 1/3))
[272990] ['1/3', '1/7', '1/9', '5/9', '8/9'] -> (1/3 / 1/9 + 5/9) / 1/7 - 8/9
[272992] ['1/3', '1/7', '1/9', '5/9', '9/4'] -> 5/9 / (1/3 - 1/7) / 1/9 - 9/4
[273000] ['1/3', '1/7', '1/9', '6/5', '7/4'] -> 1/3 / (1/7 / 6/5 - 1/9) / 7/4
[273006] ['1/3', '1/7', '1/9', '6/5', '8/5'] -> 8/5 / (1/7 * (1/3 + 1/9 * 6/5))
[273007] ['1/3', '1/7', '1/9', '6/5', '8/7'] -> 8/7 / ((1/3 - 1/7) / 6/5 - 1/9)
[273011] ['1/3', '1/7', '1/9', '6/5', '9/5'] -> 1/3 / 1/7 / 1/9 + 6/5 + 9/5
[273023] ['1/3', '1/7', '1/9', '6/7', '8/5'] -> (1/3 / 1/9 - 6/7) / 1/7 * 8/5
[273039] ['1/3', '1/7', '1/9', '7/2', '8/5'] -> (1/3 + 1/7) * 7/2 / 1/9 * 8/5
[273040] ['1/3', '1/7', '1/9', '7/2', '8/7'] -> 8/7 / (1/7 - 1/9 / 1/3 / 7/2)
[273048] ['1/3', '1/7', '1/9', '7/3', '7/4'] -> (1/3 / 1/7 + 7/3) / 1/9 / 7/4
[273049] ['1/3', '1/7', '1/9', '7/3', '7/5'] -> (7/3 - 1/7 / 1/3) / 1/9 * 7/5
[273057] ['1/3', '1/7', '1/9', '7/3', '9/2'] -> (1/3 * 7/3 / 1/7 - 1/9) * 9/2
[273059] ['1/3', '1/7', '1/9', '7/3', '9/5'] -> (7/3 / 1/7 - 1/3 / 1/9) * 9/5
[273069] ['1/3', '1/7', '1/9', '7/4', '8/7'] -> 8/7 / (1/9 / 1/3 / 7/4 - 1/7)
[273085] ['1/3', '1/7', '1/9', '7/5', '9/4'] -> 1/3 / (1/9 * 7/5 - 1/7) - 9/4
[273101] ['1/3', '1/7', '1/9', '7/8', '7/8'] -> 1/3 / (1/7 - 1/9 / 7/8) / 7/8
[273102] ['1/3', '1/7', '1/9', '7/8', '7/9'] -> 7/9 / (1/3 * (7/8 - 1/9 / 1/7))
[273105] ['1/3', '1/7', '1/9', '7/8', '8/7'] -> 1/3 / (1/7 - 1/9 / 7/8) * 8/7
[273112] ['1/3', '1/7', '1/9', '7/9', '7/9'] -> (1/9 + 7/9) / 1/3 / 1/7 / 7/9
[273113] ['1/3', '1/7', '1/9', '7/9', '8/3'] -> 8/3 / (1/3 - 1/7 * 7/9 - 1/9)
[273120] ['1/3', '1/7', '1/9', '7/9', '9/7'] -> (1/9 + 7/9) / 1/3 / 1/7 * 9/7
[273121] ['1/3', '1/7', '1/9', '7/9', '9/8'] -> 1/3 / 1/7 / 1/9 / 7/9 / 9/8
[273129] ['1/3', '1/7', '1/9', '8/3', '9/7'] -> 9/7 / (1/7 * (1/3 + 1/9 / 8/3))
[273141] ['1/3', '1/7', '1/9', '8/7', '9/2'] -> 8/7 / (1/7 - 1/9) / 1/3 / 9/2
[273145] ['1/3', '1/7', '1/9', '8/7', '9/8'] -> (8/7 - 1/7) / 1/3 / 1/9 / 9/8
[273164] ['1/3', '1/7', '1/9', '9/7', '9/7'] -> (9/7 - 1/7) / 1/3 / 1/9 / 9/7
[273165] ['1/3', '1/7', '1/9', '9/7', '9/8'] -> 1/3 * 9/7 / 1/7 / 1/9 / 9/8
[273167] ['1/3', '1/7', '2/3', '2/3', '2/3'] -> (2/3 / 1/7 + 2/3) / 1/3 / 2/3
[273170] ['1/3', '1/7', '2/3', '2/3', '2/9'] -> 2/3 + (1/3 + 2/3 / 2/9) / 1/7
[273171] ['1/3', '1/7', '2/3', '2/3', '3/2'] -> (2/3 / 1/7 + 2/3) / 1/3 * 3/2
[273179] ['1/3', '1/7', '2/3', '2/3', '4/9'] -> 2/3 + (2/3 + 4/9) / 1/3 / 1/7
[273182] ['1/3', '1/7', '2/3', '2/3', '5/4'] -> 2/3 / 1/3 / 1/7 / (5/4 - 2/3)
[273184] ['1/3', '1/7', '2/3', '2/3', '5/7'] -> (1/3 + 1/7 + 2/3) / (5/7 - 2/3)
[273185] ['1/3', '1/7', '2/3', '2/3', '5/8'] -> 2/3 / 1/7 / 2/3 / (5/8 - 1/3)
[273193] ['1/3', '1/7', '2/3', '2/3', '7/6'] -> (2/3 + 2/3) / 1/3 / 1/7 / 7/6
[273195] ['1/3', '1/7', '2/3', '2/3', '7/9'] -> (2/3 / 1/3 + 2/3) / 1/7 / 7/9
[273202] ['1/3', '1/7', '2/3', '2/3', '9/5'] -> (2/3 / 1/3 / 1/7 - 2/3) * 9/5
[273210] ['1/3', '1/7', '2/3', '2/5', '3/5'] -> (2/3 / 1/3 / 1/7 + 2/5) / 3/5
[273218] ['1/3', '1/7', '2/3', '2/5', '5/3'] -> (2/3 / 1/3 / 1/7 + 2/5) * 5/3
[273225] ['1/3', '1/7', '2/3', '2/5', '6/7'] -> 2/3 / (1/7 / 2/5 - 1/3) * 6/7
[273230] ['1/3', '1/7', '2/3', '2/5', '7/6'] -> 2/3 / (1/7 / 2/5 - 1/3) / 7/6
[273234] ['1/3', '1/7', '2/3', '2/5', '8/5'] -> (2/3 + 2/5) / 1/3 / 1/7 + 8/5
[273235] ['1/3', '1/7', '2/3', '2/5', '8/7'] -> 8/7 / ((1/3 - 1/7 / 2/3) * 2/5)
[273242] ['1/3', '1/7', '2/3', '2/7', '2/7'] -> (2/3 / 1/3 / 2/7 - 1/7) / 2/7
[273249] ['1/3', '1/7', '2/3', '2/7', '4/3'] -> 4/3 / 1/3 / (2/3 - 1/7 / 2/7)
[273256] ['1/3', '1/7', '2/3', '2/7', '5/6'] -> (2/3 + 2/7) / 1/3 / 1/7 / 5/6
[273260] ['1/3', '1/7', '2/3', '2/7', '6/5'] -> (2/3 + 2/7) / 1/3 / 1/7 * 6/5
[273264] ['1/3', '1/7', '2/3', '2/7', '7/4'] -> (2/3 / 1/3 / 1/7 - 2/7) * 7/4
[273268] ['1/3', '1/7', '2/3', '2/7', '7/9'] -> (1/3 + 2/3 / 2/7) / 1/7 / 7/9
[273270] ['1/3', '1/7', '2/3', '2/7', '8/5'] -> 8/5 / (2/3 - 2/7 / (1/3 + 1/7))
[273274] ['1/3', '1/7', '2/3', '2/7', '9/4'] -> (2/3 + 2/7 / 1/3) / 1/7 * 9/4
[273279] ['1/3', '1/7', '2/3', '2/9', '3/2'] -> (1/3 + 2/3 / 1/7) / 2/9 + 3/2
[273294] ['1/3', '1/7', '2/3', '2/9', '5/9'] -> (2/3 / 1/7 - 2/9) / 1/3 / 5/9
[273295] ['1/3', '1/7', '2/3', '2/9', '6/5'] -> 2/3 / (2/9 - 1/7) / 1/3 - 6/5
[273302] ['1/3', '1/7', '2/3', '2/9', '7/8'] -> 2/3 / (1/7 + 2/9 - 1/3) / 7/8
[273307] ['1/3', '1/7', '2/3', '2/9', '8/9'] -> (1/3 + 2/3 / 1/7 / 2/9) / 8/9
[273310] ['1/3', '1/7', '2/3', '2/9', '9/5'] -> (2/3 / 1/7 - 2/9) / 1/3 * 9/5
[273312] ['1/3', '1/7', '2/3', '2/9', '9/8'] -> (1/3 + 2/3 / 1/7 / 2/9) * 9/8
[273318] ['1/3', '1/7', '2/3', '3/2', '4/3'] -> 4/3 / (1/3 * 2/3 / 1/7 - 3/2)
[273336] ['1/3', '1/7', '2/3', '3/2', '7/8'] -> 2/3 * 3/2 / 1/3 / 1/7 / 7/8
[273350] ['1/3', '1/7', '2/3', '3/4', '3/8'] -> 3/4 / 1/3 / 1/7 / 2/3 + 3/8
[273368] ['1/3', '1/7', '2/3', '3/4', '7/6'] -> 1/3 / (3/4 - 2/3) / 1/7 / 7/6
[273370] ['1/3', '1/7', '2/3', '3/4', '7/9'] -> 2/3 / 1/3 / 1/7 / 3/4 / 7/9
[273373] ['1/3', '1/7', '2/3', '3/4', '8/7'] -> 8/7 / (1/3 - 1/7 / 2/3 / 3/4)
[273378] ['1/3', '1/7', '2/3', '3/4', '9/7'] -> 2/3 / 1/3 / 1/7 / 3/4 * 9/7
[273385] ['1/3', '1/7', '2/3', '3/5', '4/7'] -> 4/7 / (1/7 / 2/3 / 3/5 - 1/3)
[273403] ['1/3', '1/7', '2/3', '3/5', '8/3'] -> 8/3 / (1/7 * (2/3 / 3/5 - 1/3))
[273404] ['1/3', '1/7', '2/3', '3/5', '8/5'] -> 8/5 / (1/7 * (2/3 - 1/3 * 3/5))
[273417] ['1/3', '1/7', '2/3', '3/7', '4/9'] -> 2/3 * 3/7 / (1/3 - 1/7 / 4/9)
[273427] ['1/3', '1/7', '2/3', '3/7', '7/2'] -> (2/3 / (3/7 - 1/3) - 1/7) * 7/2
[273428] ['1/3', '1/7', '2/3', '3/7', '7/3'] -> (7/3 / 1/3 - 1/7) / (2/3 * 3/7)
[273438] ['1/3', '1/7', '2/3', '3/7', '9/2'] -> (2/3 + 3/7 - 1/3) / 1/7 * 9/2
[273454] ['1/3', '1/7', '2/3', '3/8', '5/9'] -> (1/3 + 2/3 / 1/7) / 3/8 / 5/9
[273463] ['1/3', '1/7', '2/3', '3/8', '7/9'] -> (1/3 + 2/3) / 1/7 / 3/8 / 7/9
[273470] ['1/3', '1/7', '2/3', '3/8', '9/5'] -> (1/3 + 2/3 / 1/7) / 3/8 * 9/5
[273474] ['1/3', '1/7', '2/3', '4/3', '4/5'] -> (2/3 + 4/3 / 1/7) / 1/3 * 4/5
[273479] ['1/3', '1/7', '2/3', '4/3', '5/4'] -> (2/3 + 4/3 / 1/7) / 1/3 / 5/4
[273490] ['1/3', '1/7', '2/3', '4/3', '7/6'] -> 4/3 / (2/3 - 1/3) / 1/7 / 7/6
[273492] ['1/3', '1/7', '2/3', '4/3', '7/9'] -> 2/3 * 4/3 / 1/3 / 1/7 / 7/9
[273493] ['1/3', '1/7', '2/3', '4/3', '8/3'] -> (1/3 + 4/3 / 1/7 - 2/3) * 8/3
[273494] ['1/3', '1/7', '2/3', '4/3', '8/5'] -> 8/5 / (2/3 / (1/3 + 1/7) - 4/3)
[273500] ['1/3', '1/7', '2/3', '4/3', '9/7'] -> 2/3 * 4/3 / 1/3 / 1/7 * 9/7
[273512] ['1/3', '1/7', '2/3', '4/5', '6/5'] -> 4/5 / 1/3 / 1/7 / 2/3 - 6/5
[273513] ['1/3', '1/7', '2/3', '4/5', '6/7'] -> 6/7 / (1/7 * (2/3 - 1/3 / 4/5))
[273522] ['1/3', '1/7', '2/3', '4/5', '8/5'] -> 8/5 / (1/7 * (1/3 + 4/5 - 2/3))
[273531] ['1/3', '1/7', '2/3', '4/7', '4/9'] -> 2/3 * 4/7 / 1/7 / (4/9 - 1/3)
[273568] ['1/3', '1/7', '2/3', '4/9', '7/3'] -> 2/3 / (1/3 - 1/7 / 4/9) / 7/3
[273572] ['1/3', '1/7', '2/3', '4/9', '7/8'] -> 2/3 / (1/3 + 1/7 - 4/9) / 7/8
[273578] ['1/3', '1/7', '2/3', '4/9', '9/2'] -> 2/3 / 1/7 / 4/9 + 9/2 / 1/3
[273583] ['1/3', '1/7', '2/3', '5/2', '5/2'] -> (2/3 / 1/7 + 5/2) / 1/3 + 5/2
[273591] ['1/3', '1/7', '2/3', '5/2', '6/7'] -> 2/3 / (1/7 * 5/2 - 1/3) * 6/7
[273594] ['1/3', '1/7', '2/3', '5/2', '7/4'] -> (5/2 / 1/7 - 1/3) / 2/3 - 7/4
[273596] ['1/3', '1/7', '2/3', '5/2', '7/6'] -> 2/3 / (1/7 * 5/2 - 1/3) / 7/6
[273599] ['1/3', '1/7', '2/3', '5/2', '8/3'] -> 8/3 / (2/3 * (5/2 - 1/3 / 1/7))
[273603] ['1/3', '1/7', '2/3', '5/2', '9/2'] -> 2/3 / 1/3 + 5/2 / 1/7 + 9/2
[273608] ['1/3', '1/7', '2/3', '5/3', '5/3'] -> (2/3 / 1/3 + 5/3) / 1/7 - 5/3
[273613] ['1/3', '1/7', '2/3', '5/3', '5/9'] -> ((1/3 + 5/3) / 1/7 - 2/3) / 5/9
[273622] ['1/3', '1/7', '2/3', '5/3', '7/9'] -> (1/3 + 2/3 + 5/3) / 1/7 / 7/9
[273624] ['1/3', '1/7', '2/3', '5/3', '8/5'] -> 8/5 / (1/7 * (2/3 - 1/3 / 5/3))
[273627] ['1/3', '1/7', '2/3', '5/3', '9/2'] -> ((1/3 + 2/3) / 1/7 - 5/3) * 9/2
[273628] ['1/3', '1/7', '2/3', '5/3', '9/4'] -> (5/3 / 1/7 - 1/3 - 2/3) * 9/4
[273629] ['1/3', '1/7', '2/3', '5/3', '9/5'] -> ((1/3 + 5/3) / 1/7 - 2/3) * 9/5
[273630] ['1/3', '1/7', '2/3', '5/3', '9/7'] -> (1/3 + 2/3 + 5/3) / 1/7 * 9/7
[273632] ['1/3', '1/7', '2/3', '5/4', '5/4'] -> (2/3 / 1/3 + 5/4) / 1/7 + 5/4
[273651] ['1/3', '1/7', '2/3', '5/4', '9/4'] -> 5/4 / (2/3 - 1/3) / 1/7 - 9/4
[273668] ['1/3', '1/7', '2/3', '5/6', '8/3'] -> 8/3 / (1/7 * 2/3 * (1/3 + 5/6))
[273669] ['1/3', '1/7', '2/3', '5/6', '8/5'] -> 8/5 / (1/7 * (2/3 / 5/6 - 1/3))
[273673] ['1/3', '1/7', '2/3', '5/6', '9/4'] -> 5/6 / 1/3 / 1/7 / 2/3 - 9/4
[273677] ['1/3', '1/7', '2/3', '5/7', '5/7'] -> (1/7 / 1/3 + 5/7) / (5/7 - 2/3)
[273678] ['1/3', '1/7', '2/3', '5/7', '5/8'] -> 5/7 / (2/3 - 1/3) / 1/7 / 5/8
[273682] ['1/3', '1/7', '2/3', '5/7', '7/2'] -> (1/3 / (5/7 - 2/3) - 1/7) * 7/2
[273693] ['1/3', '1/7', '2/3', '5/7', '9/2'] -> (2/3 + 5/7 / 1/7 - 1/3) * 9/2
[273703] ['1/3', '1/7', '2/3', '5/8', '7/3'] -> 1/7 / (2/3 - 5/8) / 1/3 * 7/3
[273710] ['1/3', '1/7', '2/3', '5/8', '8/5'] -> 2/3 / 1/3 / 1/7 / 5/8 + 8/5
[273716] ['1/3', '1/7', '2/3', '5/8', '9/7'] -> 9/7 / (1/7 * (1/3 + 2/3 - 5/8))
[273719] ['1/3', '1/7', '2/3', '5/9', '6/5'] -> 2/3 / 1/3 / 1/7 / 5/9 - 6/5
[273732] ['1/3', '1/7', '2/3', '5/9', '9/2'] -> (5/9 / 1/7 - 1/3) / 2/3 * 9/2
[273738] ['1/3', '1/7', '2/3', '6/5', '6/7'] -> 6/7 / (1/3 / (2/3 + 6/5) - 1/7)
[273755] ['1/3', '1/7', '2/3', '6/7', '6/7'] -> 2/3 / 1/3 / 1/7 * (6/7 + 6/7)
[273757] ['1/3', '1/7', '2/3', '6/7', '7/3'] -> 6/7 / 1/7 / 2/3 * (1/3 + 7/3)
[273765] ['1/3', '1/7', '2/3', '6/7', '8/7'] -> 8/7 / (1/3 * 2/3 * 6/7 - 1/7)
[273766] ['1/3', '1/7', '2/3', '6/7', '8/9'] -> 6/7 / 1/3 / 1/7 / 2/3 * 8/9
[273769] ['1/3', '1/7', '2/3', '6/7', '9/5'] -> (6/7 / 1/3 - 2/3) / 1/7 * 9/5
[273770] ['1/3', '1/7', '2/3', '6/7', '9/7'] -> (2/3 + 6/7 / 1/3 / 1/7) * 9/7
[273771] ['1/3', '1/7', '2/3', '6/7', '9/8'] -> 6/7 / 1/3 / 1/7 / 2/3 / 9/8
[273773] ['1/3', '1/7', '2/3', '7/2', '7/3'] -> (7/2 / 1/3 - 1/7 / 2/3) * 7/3
[273777] ['1/3', '1/7', '2/3', '7/2', '7/8'] -> (7/2 - 1/3 / 2/3) / 1/7 / 7/8
[273778] ['1/3', '1/7', '2/3', '7/2', '7/9'] -> (1/3 + 2/3 * 7/2) / 1/7 / 7/9
[273786] ['1/3', '1/7', '2/3', '7/2', '9/7'] -> (1/3 + 2/3 * 7/2) / 1/7 * 9/7
[273791] ['1/3', '1/7', '2/3', '7/3', '7/6'] -> (1/3 + 7/3) / 1/7 / 2/3 / 7/6
[273793] ['1/3', '1/7', '2/3', '7/3', '7/9'] -> (2/3 + 7/3 - 1/3) / 1/7 / 7/9
[273797] ['1/3', '1/7', '2/3', '7/3', '8/9'] -> (1/3 + (2/3 + 7/3) / 1/7) / 8/9
[273798] ['1/3', '1/7', '2/3', '7/3', '9/2'] -> (1/3 / 1/7 + 2/3 + 7/3) * 9/2
[273799] ['1/3', '1/7', '2/3', '7/3', '9/4'] -> 2/3 * (7/3 / 1/7 - 1/3) * 9/4
[273800] ['1/3', '1/7', '2/3', '7/3', '9/5'] -> ((7/3 - 1/3) / 1/7 - 2/3) * 9/5
[273801] ['1/3', '1/7', '2/3', '7/3', '9/7'] -> (2/3 + 7/3 - 1/3) / 1/7 * 9/7
[273802] ['1/3', '1/7', '2/3', '7/3', '9/8'] -> (1/3 + (2/3 + 7/3) / 1/7) * 9/8
[273813] ['1/3', '1/7', '2/3', '7/4', '9/4'] -> (2/3 / 1/3 + 7/4) / 1/7 - 9/4
[273823] ['1/3', '1/7', '2/3', '7/5', '8/7'] -> 8/7 / (2/3 / 7/5 - 1/7 / 1/3)
[273830] ['1/3', '1/7', '2/3', '7/6', '7/6'] -> 2/3 + 7/6 / 1/3 / 1/7 - 7/6
[273836] ['1/3', '1/7', '2/3', '7/6', '8/9'] -> 8/9 / 1/3 / (1/7 * 2/3 * 7/6)
[273857] ['1/3', '1/7', '2/3', '7/9', '8/9'] -> 8/9 / (1/7 * (2/3 - 1/3) * 7/9)
[273867] ['1/3', '1/7', '2/3', '8/3', '9/2'] -> (1/3 + 8/3 / 1/7) / 2/3 - 9/2
[273868] ['1/3', '1/7', '2/3', '8/3', '9/4'] -> (8/3 / 1/7 - 2/3) / 1/3 / 9/4
[273880] ['1/3', '1/7', '2/3', '8/7', '8/7'] -> 8/7 / (8/7 - 1/7 / 1/3 - 2/3)
[273882] ['1/3', '1/7', '2/3', '8/7', '9/2'] -> (8/7 / (1/3 - 1/7) - 2/3) * 9/2
[273885] ['1/3', '1/7', '2/3', '8/7', '9/7'] -> 9/7 / (1/7 * (2/3 - 1/3 / 8/7))
[273887] ['1/3', '1/7', '2/3', '8/9', '8/9'] -> 8/9 / (1/7 * (2/3 * 8/9 - 1/3))
[273891] ['1/3', '1/7', '2/3', '8/9', '9/7'] -> 8/9 / (2/3 - 1/3) / 1/7 * 9/7
[273896] ['1/3', '1/7', '2/3', '9/2', '9/7'] -> (2/3 * 9/2 - 1/3) / 1/7 * 9/7
[273906] ['1/3', '1/7', '2/3', '9/7', '9/8'] -> 9/7 / (2/3 - 1/3) / 1/7 / 9/8
[273908] ['1/3', '1/7', '2/5', '2/5', '2/5'] -> (2/5 / 1/7 + 2/5) / 1/3 / 2/5
[273912] ['1/3', '1/7', '2/5', '2/5', '3/4'] -> 2/5 / 1/3 / 1/7 / (3/4 - 2/5)
[273920] ['1/3', '1/7', '2/5', '2/5', '5/2'] -> (2/5 / 1/7 + 2/5) / 1/3 * 5/2
[273925] ['1/3', '1/7', '2/5', '2/5', '5/8'] -> 2/5 / 1/7 / 2/5 / (5/8 - 1/3)
[273928] ['1/3', '1/7', '2/5', '2/5', '6/7'] -> (6/7 - 2/5) / (1/3 * 1/7 * 2/5)
[273934] ['1/3', '1/7', '2/5', '2/5', '7/8'] -> 2/5 / 1/3 / 1/7 / 2/5 / 7/8
[273945] ['1/3', '1/7', '2/5', '2/7', '2/7'] -> (2/7 + 2/7) / (1/7 / 2/5 - 1/3)
[273946] ['1/3', '1/7', '2/5', '2/7', '2/9'] -> (1/3 + 2/7 / 1/7 / 2/5) / 2/9
[273949] ['1/3', '1/7', '2/5', '2/7', '3/5'] -> (2/5 + 2/7) / 1/3 / 1/7 / 3/5
[273957] ['1/3', '1/7', '2/5', '2/7', '5/3'] -> (2/5 + 2/7) / 1/3 / 1/7 * 5/3
[273961] ['1/3', '1/7', '2/5', '2/7', '5/8'] -> 2/7 / 1/3 / 1/7 / 2/5 / 5/8
[273976] ['1/3', '1/7', '2/5', '2/7', '9/2'] -> (1/3 + 2/7 / 1/7 / 2/5) * 9/2
[274008] ['1/3', '1/7', '2/5', '2/9', '8/5'] -> 8/5 / (2/9 / (1/3 + 1/7) - 2/5)
[274012] ['1/3', '1/7', '2/5', '2/9', '9/4'] -> 1/3 / 1/7 / 2/5 / 2/9 - 9/4
[274033] ['1/3', '1/7', '2/5', '3/2', '6/7'] -> 6/7 / ((1/7 / 2/5 - 1/3) * 3/2)
[274042] ['1/3', '1/7', '2/5', '3/2', '8/5'] -> 8/5 / (1/7 * 2/5 * (3/2 - 1/3))
[274043] ['1/3', '1/7', '2/5', '3/2', '8/7'] -> 8/7 / (2/5 * (1/3 - 1/7 * 3/2))
[274052] ['1/3', '1/7', '2/5', '3/4', '3/7'] -> 3/7 / ((1/7 / 2/5 - 1/3) * 3/4)
[274079] ['1/3', '1/7', '2/5', '3/4', '9/4'] -> 3/4 / (1/7 / 1/3 - 2/5) - 9/4
[274085] ['1/3', '1/7', '2/5', '3/5', '3/8'] -> (2/5 / 1/3 / 1/7 + 3/5) / 3/8
[274087] ['1/3', '1/7', '2/5', '3/5', '4/5'] -> 4/5 / (1/7 * (1/3 / 2/5 - 3/5))
[274097] ['1/3', '1/7', '2/5', '3/5', '6/5'] -> 3/5 / (1/7 / 2/5 - 1/3) - 6/5
[274106] ['1/3', '1/7', '2/5', '3/5', '8/3'] -> (2/5 / 1/3 / 1/7 + 3/5) * 8/3
[274107] ['1/3', '1/7', '2/5', '3/5', '8/5'] -> 8/5 / (1/7 * (3/5 - 1/3 * 2/5))
[274117] ['1/3', '1/7', '2/5', '3/7', '4/3'] -> 3/7 / (1/7 / 2/5 - 1/3) * 4/3
[274119] ['1/3', '1/7', '2/5', '3/7', '4/7'] -> 4/7 / 1/3 / (3/7 - 1/7 / 2/5)
[274127] ['1/3', '1/7', '2/5', '3/7', '5/9'] -> (1/3 + 3/7) / 1/7 / 2/5 / 5/9
[274139] ['1/3', '1/7', '2/5', '3/7', '8/7'] -> 8/7 / ((1/3 - 1/7) / 2/5 - 3/7)
[274143] ['1/3', '1/7', '2/5', '3/7', '9/5'] -> (1/3 + 3/7) / 1/7 / 2/5 * 9/5
[274163] ['1/3', '1/7', '2/5', '3/8', '7/5'] -> 7/5 / (1/3 * (2/5 - 3/8) / 1/7)
[274173] ['1/3', '1/7', '2/5', '3/8', '9/5'] -> 9/5 / (1/7 * (2/5 + 1/3 * 3/8))
[274174] ['1/3', '1/7', '2/5', '3/8', '9/7'] -> 9/7 / ((3/8 - 1/7 / 2/5) / 1/3)
[274181] ['1/3', '1/7', '2/5', '4/3', '5/3'] -> (1/3 + 4/3 / 2/5) / 1/7 - 5/3
[274190] ['1/3', '1/7', '2/5', '4/3', '7/3'] -> 4/3 / (1/7 / 2/5 - 1/3) / 7/3
[274194] ['1/3', '1/7', '2/5', '4/3', '7/8'] -> (4/3 / 2/5 - 1/3) / 1/7 / 7/8
[274198] ['1/3', '1/7', '2/5', '4/3', '8/7'] -> (4/3 / 2/5 - 1/3) / 1/7 * 8/7
[274212] ['1/3', '1/7', '2/5', '4/5', '5/7'] -> 4/5 / (1/7 / 2/5 - 1/3) * 5/7
[274215] ['1/3', '1/7', '2/5', '4/5', '6/5'] -> (2/5 + 4/5) / 1/3 / 1/7 - 6/5
[274216] ['1/3', '1/7', '2/5', '4/5', '6/7'] -> 4/5 / (1/7 / 1/3 - 2/5) * 6/7
[274219] ['1/3', '1/7', '2/5', '4/5', '7/4'] -> 4/5 / 1/3 / 1/7 / 2/5 / 7/4
[274220] ['1/3', '1/7', '2/5', '4/5', '7/5'] -> 4/5 / (1/7 / 2/5 - 1/3) / 7/5
[274221] ['1/3', '1/7', '2/5', '4/5', '7/6'] -> 4/5 / (1/7 / 1/3 - 2/5) / 7/6
[274237] ['1/3', '1/7', '2/5', '4/7', '5/4'] -> 4/7 / 1/3 / 1/7 / 2/5 / 5/4
[274238] ['1/3', '1/7', '2/5', '4/7', '5/6'] -> 4/7 / (1/7 / 1/3 - 2/5) / 5/6
[274265] ['1/3', '1/7', '2/5', '4/9', '5/7'] -> 2/5 / (1/3 - 1/7 / 4/9) * 5/7
[274268] ['1/3', '1/7', '2/5', '4/9', '6/5'] -> 6/5 / (1/7 * (1/3 / 4/9 - 2/5))
[274273] ['1/3', '1/7', '2/5', '4/9', '7/5'] -> 2/5 / (1/3 - 1/7 / 4/9) / 7/5
[274277] ['1/3', '1/7', '2/5', '4/9', '8/3'] -> 8/3 / (1/7 * (4/9 / 2/5 - 1/3))
[274284] ['1/3', '1/7', '2/5', '4/9', '9/7'] -> 9/7 / ((1/7 / 2/5 - 1/3) / 4/9)
[274297] ['1/3', '1/7', '2/5', '5/2', '7/4'] -> 2/5 / (1/7 - 1/3 / 5/2) / 7/4
[274300] ['1/3', '1/7', '2/5', '5/2', '7/8'] -> 2/5 * 5/2 / 1/3 / 1/7 / 7/8
[274303] ['1/3', '1/7', '2/5', '5/2', '8/5'] -> 8/5 / (2/5 * (5/2 - 1/3 / 1/7))
[274311] ['1/3', '1/7', '2/5', '5/3', '5/3'] -> (2/5 + (1/3 + 5/3) / 1/7) * 5/3
[274312] ['1/3', '1/7', '2/5', '5/3', '5/4'] -> (1/3 + 5/3 / 1/7) / 2/5 / 5/4
[274318] ['1/3', '1/7', '2/5', '5/3', '6/7'] -> 5/3 / (2/5 - 1/3) - 1/7 - 6/7
[274327] ['1/3', '1/7', '2/5', '5/3', '8/5'] -> 8/5 / (1/7 * (5/3 - 2/5 / 1/3))
[274337] ['1/3', '1/7', '2/5', '5/4', '5/7'] -> 5/7 / ((1/7 / 2/5 - 1/3) * 5/4)
[274341] ['1/3', '1/7', '2/5', '5/4', '6/7'] -> 6/7 / ((1/7 / 1/3 - 2/5) * 5/4)
[274363] ['1/3', '1/7', '2/5', '5/6', '6/7'] -> 6/7 / (1/3 - 1/7 * 5/6 / 2/5)
[274372] ['1/3', '1/7', '2/5', '5/6', '8/5'] -> 8/5 / (1/7 * 2/5 * (1/3 + 5/6))
