[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1647239] ['3/2', '4/3', '4/3', '7/4', '8/3'] -> (4/3 + 8/3) / (4/3 - 7/4 / 3/2)
[1647246] ['3/2', '4/3', '4/3', '7/4', '9/7'] -> 3/2 * 4/3 / 7/4 / (4/3 - 9/7)
[1647248] ['3/2', '4/3', '4/3', '7/5', '7/5'] -> (4/3 / 4/3 + 7/5) / (3/2 - 7/5)
[1647265] ['3/2', '4/3', '4/3', '7/6', '8/5'] -> (4/3 + 7/6) / (3/2 - 4/3) * 8/5
[1647267] ['3/2', '4/3', '4/3', '7/6', '8/9'] -> (3/2 + 7/6) / (4/3 / 4/3 - 8/9)
[1647277] ['3/2', '4/3', '4/3', '7/8', '8/7'] -> 8/7 / (4/3 - 3/2 / (4/3 * /8)
)[1647284] ['3/2', '4/3', '4/3', '7/9', '7/9'] -> 4/3 / (3/2 * (4/3 - 7/9) - 7/9)
[1647292] ['3/2', '4/3', '4/3', '7/9', '9/7'] -> (4/3 / ((3/2 * /9) * 4/3) - 9/7))
[1647303] ['3/2', '4/3', '4/3', '8/5', '8/5'] -> 8/5 / (8/5 / 3/2 - 4/3 / 4/3)
[1647306] ['3/2', '4/3', '4/3', '8/5', '9/2'] -> (3/2 * 4/3 + 4/3) * 8/5 * 9/2
[1647308] ['3/2', '4/3', '4/3', '8/5', '9/5'] -> 9/5 / (8/5 / 4/3 - 3/2 / 4/3)
[1647311] ['3/2', '4/3', '4/3', '8/7', '8/7'] -> 8/7 / (4/3 - 3/2 * 8/7 / 4/3)
[1647318] ['3/2', '4/3', '4/3', '8/9', '8/9'] -> 4/3 / (8/9 / 4/3 + 8/9 - 3/2)
[1647319] ['3/2', '4/3', '4/3', '8/9', '9/2'] -> (4/3 + 4/3 + 8/9) * 3/2 * 9/2
[1647321] ['3/2', '4/3', '4/3', '8/9', '9/5'] -> (4/3 + 8/9) / (3/2 - 4/3) * 9/5
[1647332] ['3/2', '4/3', '4/3', '9/4', '9/8'] -> (3/2 + 9/4) * 4/3 / (4/3 - 9/8)
[1647336] ['3/2', '4/3', '4/3', '9/7', '9/7'] -> 4/3 * 9/7 / 3/2 / (4/3 - 9/7)
[1647341] ['3/2', '4/3', '4/5', '4/5', '4/9'] -> (4/3 + 4/5) / (4/5 / 3/2 - 4/9)
[1647342] ['3/2', '4/3', '4/5', '4/5', '5/2'] -> (4/5 + 4/5) / (3/2 - 4/3) * 5/2
[1647344] ['3/2', '4/3', '4/5', '4/5', '5/4'] -> (3/2 * 4/5 + 4/5) / (4/3 - 5/4)
[1647359] ['3/2', '4/3', '4/5', '4/5', '8/5'] -> 8/5 / (4/5 / 4/3 - 4/5 / 3/2)
[1647364] ['3/2', '4/3', '4/5', '4/5', '9/5'] -> 4/3 * 9/5 / (4/5 + 4/5 - 3/2)
[1647367] ['3/2', '4/3', '4/5', '4/7', '4/7'] -> 4/7 / (4/5 * (4/3 + 4/7) - 3/2)
[1647373] ['3/2', '4/3', '4/5', '4/7', '5/7'] -> 5/7 / (4/3 + 4/7 - 3/2 / 4/5)
[1647375] ['3/2', '4/3', '4/5', '4/7', '5/9'] -> 4/3 / ((3/2 - (4/5 / 4/7)) * /9
)[1647391] ['3/2', '4/3', '4/5', '4/7', '9/5'] -> 4/3 / (3/2 - 4/5 / 4/7) * 9/5
[1647400] ['3/2', '4/3', '4/5', '4/9', '5/8'] -> 4/3 / (((4/5 / 3/2) - 4/9) * /8
)[1647405] ['3/2', '4/3', '4/5', '4/9', '7/3'] -> 7/3 / (3/2 / 4/5 - 4/3 - 4/9)
[1647425] ['3/2', '4/3', '4/5', '5/2', '5/8'] -> 5/2 / (((4/3 / 4/5) - 3/2) * /8
)[1647450] ['3/2', '4/3', '4/5', '5/3', '5/9'] -> 4/3 / (((3/2 / 5/3) - 4/5) * /9
)[1647451] ['3/2', '4/3', '4/5', '5/3', '6/5'] -> 6/5 / (5/3 / 4/3 - 3/2 * 4/5)
[1647456] ['3/2', '4/3', '4/5', '5/3', '7/5'] -> 7/5 / ((3/2 + 4/5) / 4/3 - 5/3)
[1647464] ['3/2', '4/3', '4/5', '5/3', '9/2'] -> 3/2 * (4/3 + 4/5) * 5/3 * 9/2
[1647466] ['3/2', '4/3', '4/5', '5/3', '9/5'] -> 4/3 / (3/2 / 5/3 - 4/5) * 9/5
[1647474] ['3/2', '4/3', '4/5', '5/4', '6/5'] -> 6/5 / (4/5 + 5/4 - 3/2 * 4/3)
[1647484] ['3/2', '4/3', '4/5', '5/4', '8/5'] -> 8/5 / (4/3 * (5/4 - 3/2 * 4/5))
[1647491] ['3/2', '4/3', '4/5', '5/4', '9/8'] -> 4/3 / (5/4 / 4/5 - 3/2) * 9/8
[1647511] ['3/2', '4/3', '4/5', '5/6', '9/5'] -> 9/5 / (3/2 - 5/6 / 4/3 - 4/5)
[1647537] ['3/2', '4/3', '4/5', '5/8', '6/5'] -> 6/5 / (3/2 * (4/3 * 5/8 - 4/5))
[1647547] ['3/2', '4/3', '4/5', '5/8', '8/5'] -> 8/5 / (4/5 * (4/3 + 5/8) - 3/2)
[1647550] ['3/2', '4/3', '4/5', '5/8', '9/2'] -> (4/5 + (3/2 + 4/3) / 5/8) * 9/2
[1647566] ['3/2', '4/3', '4/5', '5/9', '8/5'] -> 8/5 / (3/2 * (4/5 / 4/3 - 5/9))
[1647574] ['3/2', '4/3', '4/5', '6/5', '6/5'] -> (4/5 + 6/5) / (4/3 - 3/2 / 6/5)
[1647579] ['3/2', '4/3', '4/5', '6/5', '7/5'] -> (4/5 + 4/3 * 6/5) / (3/2 - 7/5)
[1647588] ['3/2', '4/3', '4/5', '6/5', '9/4'] -> 4/5 / (6/5 - 3/2 / 4/3) * 9/4
[1647601] ['3/2', '4/3', '4/5', '6/7', '8/5'] -> 8/5 / (3/2 * 4/5 / 6/7 - 4/3)
[1647607] ['3/2', '4/3', '4/5', '6/7', '9/7'] -> 9/7 / (3/2 / 4/3 - 6/7 / 4/5)
[1647614] ['3/2', '4/3', '4/5', '7/2', '7/8'] -> 7/2 / (((4/3 / 4/5) - 3/2) * /8
)[1647618] ['3/2', '4/3', '4/5', '7/2', '8/7'] -> 7/2 / (4/3 / 4/5 - 3/2) * 8/7
[1647631] ['3/2', '4/3', '4/5', '7/3', '8/3'] -> 8/3 / (4/3 / 4/5 - 7/3 / 3/2)
[1647632] ['3/2', '4/3', '4/5', '7/3', '8/5'] -> 8/5 / (7/3 - (3/2 + 4/3) * 4/5)
[1647636] ['3/2', '4/3', '4/5', '7/3', '9/4'] -> 7/3 / (4/3 / 3/2 - 4/5) - 9/4
[1647649] ['3/2', '4/3', '4/5', '7/4', '9/2'] -> 9/2 / (7/4 / 4/5 - 3/2 * 4/3)
[1647650] ['3/2', '4/3', '4/5', '7/4', '9/4'] -> 4/3 / (3/2 / 4/5 - 7/4) * 9/4
[1647663] ['3/2', '4/3', '4/5', '7/5', '9/4'] -> 4/3 * 4/5 / (3/2 - 7/5) * 9/4
[1647666] ['3/2', '4/3', '4/5', '7/5', '9/8'] -> 9/8 * (4/3 + 4/5) / (3/2 - 7/5)
[1647674] ['3/2', '4/3', '4/5', '7/6', '9/2'] -> 9/2 / (3/2 * (7/6 / 4/5 - 4/3))
[1647681] ['3/2', '4/3', '4/5', '7/8', '8/3'] -> 3/2 * 4/3 / (7/8 - 4/5) - 8/3
[1647682] ['3/2', '4/3', '4/5', '7/8', '8/5'] -> 3/2 / ((7/8 - 4/5) * /3) * 8/5
[1647683] ['3/2', '4/3', '4/5', '7/8', '8/7'] -> 8/7 / (3/2 / 7/8 - 4/3 / 4/5)
[1647692] ['3/2', '4/3', '4/5', '7/9', '8/5'] -> 8/5 / (7/9 - 4/3 * 4/5 / 3/2)
[1647697] ['3/2', '4/3', '4/5', '7/9', '9/5'] -> 9/5 / (3/2 * 7/9 / 4/3 - 4/5)
[1647700] ['3/2', '4/3', '4/5', '8/3', '8/3'] -> 8/3 / (8/3 / 3/2 - 4/3 / 4/5)
[1647704] ['3/2', '4/3', '4/5', '8/3', '9/2'] -> (3/2 * 4/3 + 8/3 / 4/5) * 9/2
[1647706] ['3/2', '4/3', '4/5', '8/3', '9/5'] -> 9/5 / ((8/3 - 3/2) / 4/3 - 4/5)
[1647711] ['3/2', '4/3', '4/5', '8/5', '8/9'] -> (4/3 + 4/5) / (8/5 - 3/2) / 8/9
[1647713] ['3/2', '4/3', '4/5', '8/5', '9/4'] -> 4/3 * 4/5 / (8/5 - 3/2) * 9/4
[1647716] ['3/2', '4/3', '4/5', '8/5', '9/8'] -> (4/3 + 4/5) / (8/5 - 3/2) * 9/8
[1647717] ['3/2', '4/3', '4/5', '8/7', '8/7'] -> 8/7 / (3/2 * 8/7 - 4/3 / 4/5)
[1647720] ['3/2', '4/3', '4/5', '8/7', '9/4'] -> 3/2 / (8/7 / 4/3 - 4/5) - 9/4
[1647722] ['3/2', '4/3', '4/5', '8/7', '9/7'] -> 4/3 / (3/2 - 8/7 / 4/5) * 9/7
[1647725] ['3/2', '4/3', '4/5', '8/9', '9/2'] -> 8/9 / (4/3 / 4/5 - 3/2) * 9/2
[1647734] ['3/2', '4/3', '4/5', '9/2', '9/8'] -> 9/2 / (((4/3 / 4/5) - 3/2) * /8
)[1647739] ['3/2', '4/3', '4/5', '9/5', '9/5'] -> 9/5 / (9/5 - (3/2 + 4/5) / 4/3)
[1647745] ['3/2', '4/3', '4/7', '4/7', '4/7'] -> 4/7 / (4/3 * (4/7 + 4/7) - 3/2)
[1647755] ['3/2', '4/3', '4/7', '4/7', '6/7'] -> (4/7 + 4/7) / (4/3 - 3/2 * 6/7)
[1647756] ['3/2', '4/3', '4/7', '4/7', '7/2'] -> (4/7 + 4/7) / (3/2 - 4/3) * 7/2
[1647763] ['3/2', '4/3', '4/7', '4/7', '8/3'] -> 8/3 / (4/7 / 4/7 - 4/3 / 3/2)
[1647765] ['3/2', '4/3', '4/7', '4/7', '8/7'] -> 8/7 / (4/7 / 4/3 - 4/7 / 3/2)
[1647787] ['3/2', '4/3', '4/7', '4/9', '7/8'] -> 4/3 / ((4/9 - (4/7 / 3/2)) * /8
)[1647793] ['3/2', '4/3', '4/7', '4/9', '9/2'] -> 9/2 / (3/2 - 4/3 / (4/7 + 4/9))
[1647798] ['3/2', '4/3', '4/7', '5/2', '5/2'] -> (3/2 + 5/2) / (5/2 - 4/3 / 4/7)
[1647813] ['3/2', '4/3', '4/7', '5/2', '7/9'] -> 4/3 / ((3/2 - (4/7 * 5/2)) * /9
)[1647814] ['3/2', '4/3', '4/7', '5/2', '8/3'] -> 3/2 / (5/2 - 4/3 / 4/7) * 8/3
[1647818] ['3/2', '4/3', '4/7', '5/2', '9/2'] -> 9/2 / (3/2 - 5/2 / (4/3 + 4/7))
[1647826] ['3/2', '4/3', '4/7', '5/3', '5/7'] -> 5/7 / (3/2 / 4/3 + 4/7 - 5/3)
[1647838] ['3/2', '4/3', '4/7', '5/3', '8/3'] -> 8/3 / (5/3 - 4/3 / (3/2 * /7)
)[1647849] ['3/2', '4/3', '4/7', '5/4', '5/7'] -> 5/7 / (4/3 + 4/7 - 3/2 * 5/4)
[1647853] ['3/2', '4/3', '4/7', '5/4', '6/7'] -> (3/2 + 4/7) / (4/3 - 5/4) - 6/7
[1647855] ['3/2', '4/3', '4/7', '5/4', '7/3'] -> 3/2 * 4/7 / (4/3 - 5/4) * 7/3
[1647865] ['3/2', '4/3', '4/7', '5/4', '9/2'] -> 9/2 / (5/4 / 4/7 - 3/2 * 4/3)
[1647868] ['3/2', '4/3', '4/7', '5/4', '9/7'] -> 9/7 / (5/4 / (3/2 * /3) - 4/7)
[1647875] ['3/2', '4/3', '4/7', '5/6', '6/7'] -> 3/2 / (5/6 / 4/3 - 4/7) * 6/7
[1647880] ['3/2', '4/3', '4/7', '5/6', '7/6'] -> 3/2 / (((5/6 / 4/3) - 4/7) * /6
)[1647887] ['3/2', '4/3', '4/7', '5/6', '9/2'] -> 9/2 / (3/2 * (5/6 / 4/7 - 4/3))
[1647899] ['3/2', '4/3', '4/7', '5/7', '7/4'] -> 3/2 / ((4/7 - (5/7 / 4/3)) * /4
)[1647906] ['3/2', '4/3', '4/7', '5/7', '8/7'] -> 8/7 / (5/7 / 3/2 - 4/7 / 4/3)
[1647908] ['3/2', '4/3', '4/7', '5/7', '9/2'] -> 4/3 / (3/2 - 5/7 / 4/7) * 9/2
[1647911] ['3/2', '4/3', '4/7', '5/7', '9/7'] -> 9/7 / (3/2 * (4/7 - 5/7 / 4/3))
[1647922] ['3/2', '4/3', '4/7', '5/8', '7/8'] -> 3/2 / (((5/8 - 4/7) * /3) * /8
)[1647924] ['3/2', '4/3', '4/7', '5/8', '8/3'] -> 3/2 / (5/8 - 4/7) - 4/3 - 8/3
[1647925] ['3/2', '4/3', '4/7', '5/8', '8/5'] -> 8/5 / (3/2 / 5/8 - 4/3 / 4/7)
[1647926] ['3/2', '4/3', '4/7', '5/8', '8/7'] -> 3/2 / ((5/8 - 4/7) * /3) * 8/7
[1647935] ['3/2', '4/3', '4/7', '5/9', '6/7'] -> 6/7 / (5/9 / 4/3 - 4/7 / 3/2)
[1647950] ['3/2', '4/3', '4/7', '5/9', '9/7'] -> 9/7 / (3/2 * 5/9 / 4/3 - 4/7)
[1647954] ['3/2', '4/3', '4/7', '6/5', '7/2'] -> 4/7 / (4/3 - 3/2 / 6/5) * 7/2
[1647962] ['3/2', '4/3', '4/7', '6/5', '8/5'] -> 8/5 / (6/5 / (3/2 * /7) - 4/3)
[1647963] ['3/2', '4/3', '4/7', '6/5', '8/7'] -> 8/7 / (4/7 * (4/3 - 3/2 / 6/5))
[1647972] ['3/2', '4/3', '4/7', '6/7', '7/3'] -> 4/7 / (4/3 / 6/7 - 3/2) * 7/3
[1647976] ['3/2', '4/3', '4/7', '6/7', '7/8'] -> 3/2 / (((6/7 / 4/3) - 4/7) * /8
)[1647977] ['3/2', '4/3', '4/7', '6/7', '7/9'] -> 4/3 / (((3/2 - 4/7) - 6/7) * /9
)[1647982] ['3/2', '4/3', '4/7', '6/7', '9/2'] -> (3/2 + (4/3 + 6/7) / 4/7) * 9/2
[1647985] ['3/2', '4/3', '4/7', '6/7', '9/7'] -> 4/3 / (3/2 - 4/7 - 6/7) * 9/7
[1647994] ['3/2', '4/3', '4/7', '7/2', '8/3'] -> (3/2 * 4/3 + 4/7) * 7/2 * 8/3
[1648008] ['3/2', '4/3', '4/7', '7/3', '7/9'] -> 4/3 / (((3/2 / 7/3) - 4/7) * /9
)[1648023] ['3/2', '4/3', '4/7', '7/4', '8/3'] -> 8/3 / (4/7 * 7/4 - 4/3 / 3/2)
[1648048] ['3/2', '4/3', '4/7', '7/6', '8/3'] -> 8/3 / ((3/2 - 4/3) * 4/7 * 7/6)
[1648055] ['3/2', '4/3', '4/7', '7/6', '9/7'] -> 9/7 / (3/2 - 7/6 / 4/3 - 4/7)
[1648057] ['3/2', '4/3', '4/7', '7/8', '7/8'] -> 4/7 / (4/3 - 3/2 * 7/8) * 7/8
[1648062] ['3/2', '4/3', '4/7', '7/8', '8/9'] -> 4/3 / (3/2 - 4/7 - 7/8) - 8/9
[1648063] ['3/2', '4/3', '4/7', '7/8', '9/2'] -> (4/3 + 3/2 / 7/8) / 4/7 * 9/2
[1648074] ['3/2', '4/3', '4/7', '7/9', '9/4'] -> 3/2 / (((7/9 / 4/7) - 4/3) * /4
)[1648078] ['3/2', '4/3', '4/7', '8/3', '8/3'] -> 3/2 * (4/3 + 8/3 / 4/7) * 8/3
[1648087] ['3/2', '4/3', '4/7', '8/5', '8/5'] -> 8/5 / (3/2 * 8/5 - 4/3 / 4/7)
[1648118] ['3/2', '4/3', '4/7', '9/5', '9/7'] -> 9/7 / (3/2 / (4/3 * /5) - 4/7)
[1648123] ['3/2', '4/3', '4/9', '4/9', '4/9'] -> 4/3 / (3/2 - 4/9 / 4/9 - 4/9)
[1648139] ['3/2', '4/3', '4/9', '4/9', '7/9'] -> (4/3 + 4/9) / (7/9 / 3/2 - 4/9)
[1648150] ['3/2', '4/3', '4/9', '5/2', '5/3'] -> 5/3 / (3/2 + 4/9 - 5/2 / 4/3)
[1648167] ['3/2', '4/3', '4/9', '5/2', '8/7'] -> 8/7 / (4/3 - 5/2 / (3/2 + 4/9))
[1648168] ['3/2', '4/3', '4/9', '5/2', '8/9'] -> 8/9 / ((5/2 - 4/9) / 3/2 - 4/3)
[1648170] ['3/2', '4/3', '4/9', '5/2', '9/4'] -> 9/4 / (3/2 - 5/2 / (4/3 + 4/9))
[1648183] ['3/2', '4/3', '4/9', '5/3', '7/3'] -> 7/3 / (5/3 - 3/2 / 4/3 - 4/9)
[1648186] ['3/2', '4/3', '4/9', '5/3', '7/6'] -> (3/2 + 7/6) / (4/3 + 4/9 - 5/3)
[1648192] ['3/2', '4/3', '4/9', '5/3', '8/9'] -> 8/9 / (5/3 - 4/9 / 3/2 - 4/3)
[1648194] ['3/2', '4/3', '4/9', '5/3', '9/4'] -> (4/3 + 4/9) / (5/3 - 3/2) * 9/4
[1648205] ['3/2', '4/3', '4/9', '5/4', '7/2'] -> 4/3 / (4/9 + 5/4 - 3/2) * 7/2
[1648206] ['3/2', '4/3', '4/9', '5/4', '7/3'] -> 7/3 / (3/2 * 5/4 - 4/3 - 4/9)
[1648239] ['3/2', '4/3', '4/9', '5/6', '9/4'] -> 9/4 / (3/2 - 5/6 / (4/3 * /9)
)[1648242] ['3/2', '4/3', '4/9', '5/6', '9/8'] -> 3/2 / (((4/3 - 4/9) - 5/6) * /8
)[1648247] ['3/2', '4/3', '4/9', '5/7', '6/7'] -> 4/3 / (5/7 - 3/2 * 4/9) * 6/7
[1648250] ['3/2', '4/3', '4/9', '5/7', '7/4'] -> 4/3 / (((5/7 / 3/2) - 4/9) * /4
)[1648252] ['3/2', '4/3', '4/9', '5/7', '7/6'] -> 4/3 / ((5/7 - (3/2 * 4/9)) * /6
)[1648257] ['3/2', '4/3', '4/9', '5/7', '8/7'] -> 8/7 / (3/2 * 4/9 + 5/7 - 4/3)
[1648267] ['3/2', '4/3', '4/9', '5/8', '6/7'] -> 3/2 / (((5/8 / 4/9) - 4/3) * /7
)[1648273] ['3/2', '4/3', '4/9', '5/8', '7/8'] -> 7/8 / (3/2 * (5/8 / 4/3 - 4/9))
[1648278] ['3/2', '4/3', '4/9', '5/8', '8/9'] -> 8/9 / (4/3 * (4/9 - 5/8 / 3/2))
[1648280] ['3/2', '4/3', '4/9', '5/8', '9/4'] -> 9/4 / ((4/3 - 5/8) / 4/9 - 3/2)
[1648299] ['3/2', '4/3', '4/9', '5/9', '9/4'] -> 3/2 / ((4/9 - (5/9 / 4/3)) * /4
)[1648315] ['3/2', '4/3', '4/9', '6/5', '8/9'] -> 8/9 / (4/9 * (4/3 - 3/2 / 6/5))
[1648316] ['3/2', '4/3', '4/9', '6/5', '9/2'] -> 4/9 / (4/3 - 3/2 / 6/5) * 9/2
[1648336] ['3/2', '4/3', '4/9', '6/7', '9/7'] -> 9/7 / (3/2 - 6/7 / (4/3 * /9)
)[1648338] ['3/2', '4/3', '4/9', '7/2', '7/2'] -> 4/3 / ((4/9 - (3/2 / 7/2)) * /2
)[1648346] ['3/2', '4/3', '4/9', '7/2', '8/5'] -> (3/2 + 7/2) * 4/3 / 4/9 * 8/5
[1648350] ['3/2', '4/3', '4/9', '7/2', '9/4'] -> 4/3 / (7/2 - 3/2 / 4/9) * 9/4
[1648379] ['3/2', '4/3', '4/9', '7/4', '9/4'] -> 3/2 / (((4/3 + 4/9) - 7/4) * /4
)[1648383] ['3/2', '4/3', '4/9', '7/5', '7/5'] -> 7/5 / ((3/2 + 4/9) / 4/3 - 7/5)
[1648393] ['3/2', '4/3', '4/9', '7/5', '9/5'] -> 9/5 / (7/5 / (4/3 - 4/9) - 3/2)
[1648404] ['3/2', '4/3', '4/9', '7/6', '9/4'] -> 4/9 / (7/6 - 3/2 / 4/3) * 9/4
[1648414] ['3/2', '4/3', '4/9', '7/8', '9/2'] -> 3/2 / (((4/3 - 4/9) - 7/8) * /2
)[1648417] ['3/2', '4/3', '4/9', '7/8', '9/7'] -> 4/9 / (4/3 / 7/8 - 3/2) * 9/7
[1648418] ['3/2', '4/3', '4/9', '7/8', '9/8'] -> 9/8 * 4/9 / (4/3 - 3/2 * 7/8)
[1648432] ['3/2', '4/3', '4/9', '8/3', '8/9'] -> 3/2 * 8/9 / (4/3 / 8/3 - 4/9)
[1648436] ['3/2', '4/3', '4/9', '8/3', '9/7'] -> (4/9 + 8/3) / (3/2 - 4/3) * 9/7
[1648447] ['3/2', '4/3', '4/9', '8/7', '8/9'] -> 4/9 / (8/7 - 3/2 / 4/3) - 8/9
[1648451] ['3/2', '4/3', '4/9', '8/7', '9/7'] -> 4/9 / (4/3 * 8/7 - 3/2) * 9/7
[1648452] ['3/2', '4/3', '4/9', '8/7', '9/8'] -> 9/8 * 4/9 / (4/3 - 3/2 / 8/7)
[1648453] ['3/2', '4/3', '4/9', '8/9', '8/9'] -> (8/9 + 8/9) / ((3/2 - 4/3) * 4/9)
[1648460] ['3/2', '4/3', '4/9', '9/2', '9/4'] -> (4/3 + 4/9) * (3/2 + 9/2) * 9/4
[1648476] ['3/2', '4/3', '5/2', '5/2', '5/4'] -> (5/2 + 5/2) / (3/2 - 4/3) / 5/4
[1648483] ['3/2', '4/3', '5/2', '5/2', '7/2'] -> (3/2 + 5/2) / (7/2 - 4/3 * 5/2)
[1648485] ['3/2', '4/3', '5/2', '5/2', '7/4'] -> (3/2 + 5/2) * 5/2 / (7/4 - 4/3)
[1648486] ['3/2', '4/3', '5/2', '5/2', '7/5'] -> (3/2 + 5/2) / 5/2 / (7/5 - 4/3)
[1648487] ['3/2', '4/3', '5/2', '5/2', '7/6'] -> (5/2 / (5/2 * 7/6) - (3/2 / 4/3)))
[1648491] ['3/2', '4/3', '5/2', '5/2', '8/5'] -> 8/5 / (3/2 / 5/2 - 4/3 / 5/2)
[1648501] ['3/2', '4/3', '5/2', '5/3', '5/6'] -> 4/3 * 5/2 / (5/3 - 3/2) / 5/6
[1648504] ['3/2', '4/3', '5/2', '5/3', '5/9'] -> (5/2 / (3/2 - 4/3) - 5/3) / 5/9
[1648505] ['3/2', '4/3', '5/2', '5/3', '6/5'] -> 4/3 * 5/2 / (5/3 - 3/2) * 6/5
[1648507] ['3/2', '4/3', '5/2', '5/3', '7/2'] -> (3/2 + 7/2) / (5/2 / 4/3 - 5/3)
[1648515] ['3/2', '4/3', '5/2', '5/3', '8/5'] -> 8/5 / (4/3 - (3/2 + 5/3) / 5/2)
[1648518] ['3/2', '4/3', '5/2', '5/3', '9/2'] -> ((3/2 + 5/2) * 5/3 - 4/3) * 9/2
[1648520] ['3/2', '4/3', '5/2', '5/3', '9/5'] -> (5/2 / (3/2 - 4/3) - 5/3) * 9/5
[1648522] ['3/2', '4/3', '5/2', '5/3', '9/8'] -> (5/2 + 3/2 * 5/3) / (4/3 - 9/8)
[1648526] ['3/2', '4/3', '5/2', '5/4', '5/8'] -> 5/2 / (((4/3 * 5/4) - 3/2) * /8
)[1648527] ['3/2', '4/3', '5/2', '5/4', '5/9'] -> 4/3 * 5/2 / (3/2 - 5/4) / 5/9
[1648529] ['3/2', '4/3', '5/2', '5/4', '6/7'] -> 6/7 / (3/2 / (5/2 - 4/3) - 5/4)
[1648543] ['3/2', '4/3', '5/2', '5/4', '9/5'] -> 4/3 * 5/2 / (3/2 - 5/4) * 9/5
[1648550] ['3/2', '4/3', '5/2', '5/6', '6/5'] -> (5/2 + 5/6) / (3/2 - 4/3) * 6/5
[1648560] ['3/2', '4/3', '5/2', '5/6', '8/5'] -> 8/5 / (5/2 / 3/2 - 4/3 / 5/6)
[1648565] ['3/2', '4/3', '5/2', '5/6', '9/5'] -> 9/5 / (5/2 / 4/3 - 3/2 / 5/6)
[1648567] ['3/2', '4/3', '5/2', '5/6', '9/8'] -> 3/2 * (5/2 + 5/6) / (4/3 - 9/8)
[1648572] ['3/2', '4/3', '5/2', '5/7', '6/7'] -> 6/7 / ((5/2 - 3/2) / 4/3 - 5/7)
[1648578] ['3/2', '4/3', '5/2', '5/7', '7/8'] -> 5/2 / (((3/2 - 4/3) * /7) * /8
)[1648581] ['3/2', '4/3', '5/2', '5/7', '8/5'] -> 8/5 / ((5/2 - 3/2) / 5/7 - 4/3)
[1648590] ['3/2', '4/3', '5/2', '5/8', '5/9'] -> 4/3 / ((5/2 - (3/2 / 5/8)) * /9
)[1648603] ['3/2', '4/3', '5/2', '5/8', '8/9'] -> 4/3 / (((5/2 * 5/8) - 3/2) * /9
)[1648604] ['3/2', '4/3', '5/2', '5/8', '9/2'] -> (5/2 + 4/3 * (3/2 + 5/8)) * 9/2
[1648606] ['3/2', '4/3', '5/2', '5/8', '9/5'] -> 4/3 / (5/2 - 3/2 / 5/8) * 9/5
[1648608] ['3/2', '4/3', '5/2', '5/8', '9/8'] -> 4/3 / (5/2 * 5/8 - 3/2) * 9/8
[1648619] ['3/2', '4/3', '5/2', '5/9', '8/3'] -> 3/2 * 4/3 * 5/2 / 5/9 * 8/3
[1648620] ['3/2', '4/3', '5/2', '5/9', '8/5'] -> 3/2 / (5/2 - 4/3 / 5/9) * 8/5
[1648623] ['3/2', '4/3', '5/2', '5/9', '9/2'] -> (5/2 + 3/2 * (4/3 + 5/9)) * 9/2
[1648654] ['3/2', '4/3', '5/2', '6/7', '8/3'] -> 8/3 / (5/2 / 3/2 - 4/3 / 6/7)
[1648667] ['3/2', '4/3', '5/2', '7/2', '7/6'] -> 4/3 * (5/2 + 7/2) / (3/2 - 7/6)
[1648676] ['3/2', '4/3', '5/2', '7/2', '9/5'] -> 4/3 / (3/2 - 7/2 / 5/2) * 9/5
[1648685] ['3/2', '4/3', '5/2', '7/3', '8/3'] -> 8/3 / (7/3 - 4/3 * 5/2 / 3/2)
[1648686] ['3/2', '4/3', '5/2', '7/3', '8/5'] -> 8/5 / (3/2 * 7/3 / 5/2 - 4/3)
[1648692] ['3/2', '4/3', '5/2', '7/3', '9/7'] -> 9/7 / (3/2 / 4/3 - 5/2 / 7/3)
[1648698] ['3/2', '4/3', '5/2', '7/4', '7/9'] -> 4/3 / ((3/2 - (5/2 / 7/4)) * /9
)[1648700] ['3/2', '4/3', '5/2', '7/4', '8/5'] -> 5/2 / (4/3 - 7/4 / 3/2) * 8/5
[1648706] ['3/2', '4/3', '5/2', '7/4', '9/7'] -> 4/3 / (3/2 - 5/2 / 7/4) * 9/7
[1648710] ['3/2', '4/3', '5/2', '7/5', '7/8'] -> 5/2 * 7/5 / (3/2 - 4/3) / 7/8
[1648712] ['3/2', '4/3', '5/2', '7/5', '8/3'] -> 3/2 / ((7/5 - 4/3) * /2) * 8/3
[1648728] ['3/2', '4/3', '5/2', '7/6', '9/2'] -> (5/2 * (3/2 + 7/6) - 4/3) * 9/2
[1648740] ['3/2', '4/3', '5/2', '7/8', '9/4'] -> 4/3 / (5/2 - 3/2 - 7/8) * 9/4
[1648741] ['3/2', '4/3', '5/2', '7/8', '9/5'] -> 9/5 / (7/8 - 3/2 * 4/3 / 5/2)
[1648746] ['3/2', '4/3', '5/2', '7/9', '8/5'] -> 5/2 / (4/3 - 3/2 * 7/9) * 8/5
[1648752] ['3/2', '4/3', '5/2', '7/9', '9/7'] -> 9/7 / (3/2 / 7/9 - 5/2 / 4/3)
[1648763] ['3/2', '4/3', '5/2', '8/5', '8/5'] -> (3/2 + 5/2) / (8/5 - 4/3) * 8/5
[1648766] ['3/2', '4/3', '5/2', '8/5', '9/2'] -> 4/3 / ((8/5 - 3/2) * /2) * 9/2
