[540832] ['1/4', '3/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 * (3/7 / 6/7 - 1/4))
)[608052] ['1/5', '1/6', '4/3', '6/7', '8/5'] -> 8/5 / (1/5 / (1/6 * /7) - 4/3)
[608068] ['1/5', '1/6', '4/3', '7/2', '8/5'] -> 7/2 / ((4/3 - 1/6) * /5) * 8/5
[608088] ['1/5', '1/6', '4/3', '7/3', '9/5'] -> 1/5 + (4/3 + 7/3) / 1/6 + 9/5
[608108] ['1/5', '1/6', '4/3', '7/5', '7/9'] -> 7/5 / ((1/5 - (1/6 / 4/3)) * /9
)[608109] ['1/5', '1/6', '4/3', '7/5', '8/3'] -> 8/3 / (1/6 * 4/3 * 7/5 - 1/5)
[608110] ['1/5', '1/6', '4/3', '7/5', '8/5'] -> (4/3 / 1/6 + 7/5 / 1/5) * 8/5
[608116] ['1/5', '1/6', '4/3', '7/5', '9/7'] -> 7/5 / (1/5 - 1/6 / 4/3) * 9/7
[608124] ['1/5', '1/6', '4/3', '7/6', '8/9'] -> (7/6 / 1/5 - 4/3) / 1/6 * 8/9
[608127] ['1/5', '1/6', '4/3', '7/6', '9/5'] -> (1/6 + 4/3 + 7/6) / 1/5 * 9/5
[608129] ['1/5', '1/6', '4/3', '7/6', '9/8'] -> (7/6 / 1/5 - 4/3) / 1/6 / 9/8
[608133] ['1/5', '1/6', '4/3', '7/8', '8/5'] -> 8/5 / (1/5 * 4/3 * 7/8 - 1/6)
[608142] ['1/5', '1/6', '4/3', '7/9', '8/3'] -> 8/3 / (1/5 * (7/9 - 1/6 * 4/3))
[608143] ['1/5', '1/6', '4/3', '7/9', '8/5'] -> 8/5 / (1/6 * 4/3 - 1/5 * 7/9)
[608167] ['1/5', '1/6', '4/3', '8/5', '9/8'] -> 9/8 * 8/5 / (1/5 - 1/6 / 4/3)
[608179] ['1/5', '1/6', '4/3', '8/9', '9/7'] -> 9/7 * (8/9 / 1/5 - 4/3) / 1/6
[608182] ['1/5', '1/6', '4/3', '9/2', '9/4'] -> (4/3 - 1/6) * 9/2 / 1/5 - 9/4
[608183] ['1/5', '1/6', '4/3', '9/2', '9/5'] -> 9/5 / ((1/6 - 1/5 / 4/3) * 9/2)
[608199] ['1/5', '1/6', '4/5', '4/5', '5/2'] -> 4/5 * 5/2 / (1/5 / 4/5 - 1/6)
[608208] ['1/5', '1/6', '4/5', '4/5', '7/2'] -> 7/2 / (1/5 / (4/5 * /5) - 1/6)
[608213] ['1/5', '1/6', '4/5', '4/5', '7/8'] -> (4/5 / (4/5 * 7/8) - (1/6 / 1/5)))
[608215] ['1/5', '1/6', '4/5', '4/5', '8/3'] -> (4/5 + 4/5) / 1/5 + 8/3 / 1/6
[608226] ['1/5', '1/6', '4/5', '4/7', '5/2'] -> (1/5 + 4/5 / 4/7) / 1/6 * 5/2
[608234] ['1/5', '1/6', '4/5', '4/7', '6/7'] -> (4/5 / 1/5 - 4/7) / 1/6 / 6/7
[608238] ['1/5', '1/6', '4/5', '4/7', '7/5'] -> 7/5 * 4/7 / (1/6 / 1/5 - 4/5)
[608239] ['1/5', '1/6', '4/5', '4/7', '7/6'] -> (4/5 / 1/5 - 4/7) / 1/6 * 7/6
[608240] ['1/5', '1/6', '4/5', '4/7', '7/8'] -> 7/8 * (4/5 / 1/5 + 4/7) / 1/6
[608244] ['1/5', '1/6', '4/5', '4/7', '8/7'] -> 8/7 / ((1/5 / 4/5 - 1/6) * 4/7)
[608248] ['1/5', '1/6', '4/5', '4/7', '9/5'] -> 9/5 / (1/6 * (4/5 - 1/5 / 4/7))
[608249] ['1/5', '1/6', '4/5', '4/7', '9/7'] -> 9/7 / (1/6 * (4/7 - 1/5 / 4/5))
[608252] ['1/5', '1/6', '4/5', '4/9', '5/2'] -> (4/5 / 4/9 - 1/5) / 1/6 * 5/2
[608253] ['1/5', '1/6', '4/5', '4/9', '5/3'] -> 4/5 / ((4/9 - 1/6) * /5) * 5/3
[608258] ['1/5', '1/6', '4/5', '4/9', '5/9'] -> 4/9 / (((1/6 / 1/5) - 4/5) * /9
)[608264] ['1/5', '1/6', '4/5', '4/9', '7/5'] -> 7/5 / (1/6 * (4/5 - 1/5 / 4/9))
[608267] ['1/5', '1/6', '4/5', '4/9', '7/9'] -> 7/9 / (1/6 * (4/9 - 1/5 / 4/5))
[608271] ['1/5', '1/6', '4/5', '4/9', '8/9'] -> 8/9 / ((1/5 / 4/5 - 1/6) * 4/9)
[608274] ['1/5', '1/6', '4/5', '4/9', '9/5'] -> 4/9 / (1/6 / 1/5 - 4/5) * 9/5
[608276] ['1/5', '1/6', '4/5', '4/9', '9/8'] -> 9/8 * (4/5 / 1/5 - 4/9) / 1/6
[608278] ['1/5', '1/6', '4/5', '5/2', '5/3'] -> (1/5 + 5/2 / 1/6 - 4/5) * 5/3
[608279] ['1/5', '1/6', '4/5', '5/2', '5/4'] -> 5/2 / (((1/5 / 4/5) - 1/6) * /4
)[608280] ['1/5', '1/6', '4/5', '5/2', '5/6'] -> (1/5 + (4/5 + 5/2) / 1/6) / 5/6
[608291] ['1/5', '1/6', '4/5', '5/2', '7/8'] -> (1/5 + 4/5 + 5/2) / 1/6 / 7/8
[608295] ['1/5', '1/6', '4/5', '5/2', '8/7'] -> (1/5 + 4/5 + 5/2) / 1/6 * 8/7
[608298] ['1/5', '1/6', '4/5', '5/2', '9/4'] -> (1/6 + 5/2) * 4/5 / 1/5 * 9/4
[608304] ['1/5', '1/6', '4/5', '5/3', '5/6'] -> 5/3 / (((1/5 / 4/5) - 1/6) * /6
)[608305] ['1/5', '1/6', '4/5', '5/3', '5/7'] -> 4/5 / ((1/6 - (1/5 / 5/3)) * /7
)[608306] ['1/5', '1/6', '4/5', '5/3', '5/8'] -> (1/5 + (4/5 + 5/3) / 1/6) / 5/8
[608308] ['1/5', '1/6', '4/5', '5/3', '6/5'] -> 5/3 / (1/5 / 4/5 - 1/6) * 6/5
[608311] ['1/5', '1/6', '4/5', '5/3', '7/3'] -> 4/5 / (1/6 * 5/3 - 1/5) * 7/3
[608313] ['1/5', '1/6', '4/5', '5/3', '7/5'] -> 4/5 / (1/6 - 1/5 / 5/3) * 7/5
[608318] ['1/5', '1/6', '4/5', '5/3', '8/5'] -> (1/5 + (4/5 + 5/3) / 1/6) * 8/5
[608322] ['1/5', '1/6', '4/5', '5/3', '9/4'] -> (4/5 + 5/3 / 1/6) / 1/5 / 9/4
[608323] ['1/5', '1/6', '4/5', '5/3', '9/5'] -> 9/5 / (1/5 - 1/6 / (4/5 * /3)
)[608329] ['1/5', '1/6', '4/5', '5/4', '5/8'] -> 5/4 / (((1/5 / 4/5) - 1/6) * /8
)[608333] ['1/5', '1/6', '4/5', '5/4', '7/2'] -> 7/2 / (1/5 * 5/4 / 4/5 - 1/6)
[608340] ['1/5', '1/6', '4/5', '5/4', '8/3'] -> (1/5 / 4/5 + 5/4) / 1/6 * 8/3
[608356] ['1/5', '1/6', '4/5', '5/6', '7/3'] -> 7/3 / (1/6 * (5/6 - 1/5 / 4/5))
[608360] ['1/5', '1/6', '4/5', '5/6', '7/8'] -> (5/6 / 1/6 - 4/5) / 1/5 / 7/8
[608364] ['1/5', '1/6', '4/5', '5/6', '8/7'] -> (5/6 / 1/6 - 4/5) / 1/5 * 8/7
[608376] ['1/5', '1/6', '4/5', '5/7', '7/2'] -> (1/5 + 5/7) / 1/6 / 4/5 * 7/2
[608377] ['1/5', '1/6', '4/5', '5/7', '7/3'] -> (1/5 + 4/5 + 5/7) / 1/6 * 7/3
[608407] ['1/5', '1/6', '4/5', '5/8', '9/2'] -> (4/5 + 1/6 / 5/8) / 1/5 * 9/2
[608413] ['1/5', '1/6', '4/5', '5/9', '6/5'] -> 6/5 / (1/6 / 5/9 - 1/5 / 4/5)
[608425] ['1/5', '1/6', '4/5', '5/9', '8/9'] -> 8/9 / ((1/5 - 1/6 * 4/5) * 5/9)
[608426] ['1/5', '1/6', '4/5', '5/9', '9/2'] -> (4/5 + (1/5 + 5/9) / 1/6) * 9/2
[608436] ['1/5', '1/6', '4/5', '6/5', '7/5'] -> (1/5 + 7/5) / (1/6 * (6/5 - 4/5))
[608440] ['1/5', '1/6', '4/5', '6/5', '8/3'] -> 8/3 / (1/5 / 4/5 - 1/6 / 6/5)
[608444] ['1/5', '1/6', '4/5', '6/5', '9/2'] -> (6/5 - 1/6 * 4/5) / 1/5 * 9/2
[608451] ['1/5', '1/6', '4/5', '6/7', '7/3'] -> 6/7 / (1/5 / 4/5 - 1/6) * 7/3
[608453] ['1/5', '1/6', '4/5', '6/7', '7/5'] -> 4/5 / ((6/7 - (1/6 / 1/5)) * /5
)[608455] ['1/5', '1/6', '4/5', '6/7', '7/8'] -> 1/5 / (((6/7 - 4/5) * /6) * /8
)[608468] ['1/5', '1/6', '4/5', '7/2', '7/4'] -> 7/2 / (((1/5 / 4/5) - 1/6) * /4
)[608473] ['1/5', '1/6', '4/5', '7/2', '8/3'] -> (4/5 + 1/5 * 7/2) / 1/6 * 8/3
[608476] ['1/5', '1/6', '4/5', '7/2', '8/9'] -> (1/5 + 4/5 + 7/2) / 1/6 * 8/9
[608481] ['1/5', '1/6', '4/5', '7/2', '9/8'] -> (1/5 + 4/5 + 7/2) / 1/6 / 9/8
[608485] ['1/5', '1/6', '4/5', '7/3', '7/6'] -> 7/3 / (((1/5 / 4/5) - 1/6) * /6
)[608489] ['1/5', '1/6', '4/5', '7/3', '8/5'] -> (1/5 + 4/5 + 7/3 / 1/6) * 8/5
[608490] ['1/5', '1/6', '4/5', '7/3', '8/7'] -> 8/7 / (1/6 * 4/5 - 1/5 / 7/3)
[608498] ['1/5', '1/6', '4/5', '7/4', '7/5'] -> 7/5 / ((1/6 / 1/5 - 4/5) * 7/4)
[608500] ['1/5', '1/6', '4/5', '7/4', '7/8'] -> 7/4 / (((1/5 / 4/5) - 1/6) * /8
)[608502] ['1/5', '1/6', '4/5', '7/4', '8/3'] -> (7/4 - 1/5 / 4/5) / 1/6 * 8/3
[608504] ['1/5', '1/6', '4/5', '7/4', '8/7'] -> 7/4 / (1/5 / 4/5 - 1/6) * 8/7
[608507] ['1/5', '1/6', '4/5', '7/4', '9/4'] -> 7/4 / (1/5 - 1/6 * 4/5) - 9/4
[608508] ['1/5', '1/6', '4/5', '7/4', '9/5'] -> 9/5 / (1/6 * (4/5 - 1/5 * 7/4))
[608513] ['1/5', '1/6', '4/5', '7/5', '7/8'] -> 7/5 / ((1/5 - (1/6 * 4/5)) * /8
)[608516] ['1/5', '1/6', '4/5', '7/5', '8/5'] -> 8/5 / (1/6 * (7/5 - 1/5 - 4/5))
[608517] ['1/5', '1/6', '4/5', '7/5', '8/7'] -> 7/5 / (1/5 - 1/6 * 4/5) * 8/7
[608529] ['1/5', '1/6', '4/5', '7/6', '8/7'] -> 8/7 / (1/5 / (4/5 * /6) - 1/6)
[608532] ['1/5', '1/6', '4/5', '7/6', '9/4'] -> (1/6 + 4/5 + 7/6) / 1/5 * 9/4
[608543] ['1/5', '1/6', '4/5', '7/8', '9/4'] -> 7/8 / (1/6 / 1/5 - 4/5) - 9/4
[608548] ['1/5', '1/6', '4/5', '7/9', '8/3'] -> 8/3 / (7/9 - 1/6 * 4/5 / 1/5)
[608551] ['1/5', '1/6', '4/5', '7/9', '8/9'] -> 8/9 / (1/6 * (1/5 + 4/5 - 7/9))
[608553] ['1/5', '1/6', '4/5', '7/9', '9/4'] -> (1/5 + 4/5 + 7/9) / 1/6 * 9/4
[608559] ['1/5', '1/6', '4/5', '8/3', '8/7'] -> (1/5 + (4/5 + 8/3) / 1/6) * 8/7
[608562] ['1/5', '1/6', '4/5', '8/3', '9/4'] -> (4/5 / 1/6 - 8/3) / 1/5 * 9/4
[608563] ['1/5', '1/6', '4/5', '8/3', '9/5'] -> (1/5 + 4/5 / 1/6) * 8/3 * 9/5
[608569] ['1/5', '1/6', '4/5', '8/5', '9/2'] -> (4/5 + 1/6 * 8/5) / 1/5 * 9/2
[608571] ['1/5', '1/6', '4/5', '8/5', '9/5'] -> (8/5 / 1/5 - 4/5) / 1/6 / 9/5
[608579] ['1/5', '1/6', '4/5', '8/7', '9/7'] -> (4/5 / 1/5 + 8/7) / 1/6 / 9/7
[608583] ['1/5', '1/6', '4/5', '8/9', '9/4'] -> 8/9 / (1/5 / 4/5 - 1/6) * 9/4
[608584] ['1/5', '1/6', '4/5', '8/9', '9/5'] -> 8/9 / (1/5 - 1/6 * 4/5) * 9/5
[608585] ['1/5', '1/6', '4/5', '8/9', '9/7'] -> 9/7 * (4/5 / 1/5 - 8/9) / 1/6
[608588] ['1/5', '1/6', '4/5', '9/2', '9/4'] -> (1/6 + 4/5) * 9/2 / 1/5 + 9/4
[608590] ['1/5', '1/6', '4/5', '9/2', '9/7'] -> 9/7 * 4/5 * (1/6 + 9/2) / 1/5
[608593] ['1/5', '1/6', '4/5', '9/4', '9/5'] -> 9/5 / ((1/6 / 1/5 - 4/5) * 9/4)
[608595] ['1/5', '1/6', '4/5', '9/4', '9/8'] -> 9/4 / (((1/5 / 4/5) - 1/6) * /8
)[608598] ['1/5', '1/6', '4/5', '9/5', '9/8'] -> 9/5 / ((1/5 - (1/6 * 4/5)) * /8
)[608609] ['1/5', '1/6', '4/7', '4/7', '5/8'] -> (4/7 / (4/7 * 1/6) - (1/5 * 5/8)))
[608611] ['1/5', '1/6', '4/7', '4/7', '6/5'] -> (4/7 / 1/6 + 4/7) / 1/5 * 6/5
[608612] ['1/5', '1/6', '4/7', '4/7', '6/7'] -> (4/7 / 1/5 + 4/7) / 1/6 / 6/7
[608615] ['1/5', '1/6', '4/7', '4/7', '7/4'] -> (4/7 / 1/5 - 4/7) / 1/6 * 7/4
[608616] ['1/5', '1/6', '4/7', '4/7', '7/5'] -> 7/5 / (1/5 / 4/7 - 1/6 / 4/7)
[608617] ['1/5', '1/6', '4/7', '4/7', '7/6'] -> (4/7 / 1/5 + 4/7) / 1/6 * 7/6
[608618] ['1/5', '1/6', '4/7', '4/7', '7/8'] -> (4/7 / (4/7 * 7/8) - (1/6 / 1/5)))
[608621] ['1/5', '1/6', '4/7', '4/7', '8/5'] -> (4/7 / (4/7 * 1/6) - (1/5 / 8/5)))
[608627] ['1/5', '1/6', '4/7', '4/7', '9/7'] -> (4/7 / ((1/6 - 1/5) * 4/7) - 9/7))
[608640] ['1/5', '1/6', '4/7', '4/9', '7/3'] -> 4/7 / ((4/9 - 1/6) * /5) * 7/3
[608672] ['1/5', '1/6', '4/7', '5/2', '8/5'] -> 8/5 / (1/6 * 5/2 - 1/5 / 4/7)
[608711] ['1/5', '1/6', '4/7', '5/4', '7/2'] -> 7/2 * 4/7 / (1/5 * 5/4 - 1/6)
[608720] ['1/5', '1/6', '4/7', '5/4', '8/7'] -> 8/7 / (4/7 * (1/5 * 5/4 - 1/6))
[608725] ['1/5', '1/6', '4/7', '5/4', '9/7'] -> 9/7 / (1/6 * (4/7 - 1/5 * 5/4))
[608733] ['1/5', '1/6', '4/7', '5/6', '7/2'] -> ((4/7 + 5/6) / 1/5 - 1/6) * 7/2
[608749] ['1/5', '1/6', '4/7', '5/7', '5/7'] -> 4/7 / (((1/6 / 5/7) - 1/5) * /7
)[608752] ['1/5', '1/6', '4/7', '5/7', '6/5'] -> 6/5 / (5/7 / 4/7 - 1/5 / 1/6)
[608753] ['1/5', '1/6', '4/7', '5/7', '6/7'] -> (4/7 + 5/7 / 1/5) / 1/6 - 6/7
[608757] ['1/5', '1/6', '4/7', '5/7', '7/5'] -> 7/5 * 4/7 / (1/6 / 5/7 - 1/5)
[608762] ['1/5', '1/6', '4/7', '5/7', '8/5'] -> 8/5 / (1/5 - 1/6 * 4/7 / 5/7)
[608763] ['1/5', '1/6', '4/7', '5/7', '8/7'] -> 8/7 / (1/5 * 5/7 - 1/6 * 4/7)
[608776] ['1/5', '1/6', '4/7', '5/8', '7/4'] -> 4/7 / (1/6 - 1/5 * 5/8) * 7/4
[608783] ['1/5', '1/6', '4/7', '5/8', '8/7'] -> 8/7 / (1/5 - 1/6 * 4/7 / 5/8)
[608791] ['1/5', '1/6', '4/7', '5/9', '6/5'] -> 6/5 / (1/5 / 4/7 - 1/6 / 5/9)
[608794] ['1/5', '1/6', '4/7', '5/9', '7/3'] -> 4/7 / (1/6 - 1/5 * 5/9) * 7/3
[608823] ['1/5', '1/6', '4/7', '6/5', '9/4'] -> (1/6 + 6/5 / (1/5 * /7)) * 9/4
[608831] ['1/5', '1/6', '4/7', '6/7', '7/5'] -> 7/5 / (1/6 / 4/7 - 1/5 / 6/7)
[608836] ['1/5', '1/6', '4/7', '6/7', '8/5'] -> 8/5 / (1/6 * (4/7 - 1/5 * 6/7))
[608872] ['1/5', '1/6', '4/7', '7/3', '9/5'] -> 9/5 / (1/5 - 1/6 / (4/7 * /3)
)[608894] ['1/5', '1/6', '4/7', '7/5', '8/5'] -> 8/5 / (1/5 - 1/6 * 4/7 * 7/5)
[608895] ['1/5', '1/6', '4/7', '7/5', '8/7'] -> 8/7 / (1/5 / 7/5 - 1/6 * 4/7)
[608906] ['1/5', '1/6', '4/7', '7/6', '8/5'] -> 8/5 / (1/6 * (4/7 - 1/5 / 7/6))
[608931] ['1/5', '1/6', '4/7', '7/9', '9/4'] -> 1/6 / (7/9 - 1/5 - 4/7) - 9/4
[608952] ['1/5', '1/6', '4/7', '8/7', '8/7'] -> (4/7 / 1/6 + 8/7) / 1/5 + 8/7
[608957] ['1/5', '1/6', '4/7', '8/7', '9/7'] -> (8/7 / 1/5 - 4/7) / 1/6 / 9/7
[608967] ['1/5', '1/6', '4/7', '9/2', '9/5'] -> (1/6 + 9/2) * 4/7 / 1/5 * 9/5
[608986] ['1/5', '1/6', '4/9', '4/9', '5/8'] -> (4/9 / (4/9 * 1/6) - (1/5 * 5/8)))
[608993] ['1/5', '1/6', '4/9', '4/9', '7/5'] -> 7/5 / (1/5 / (4/9 + 4/9) - 1/6)
[608995] ['1/5', '1/6', '4/9', '4/9', '7/8'] -> (4/9 / (4/9 * 7/8) - (1/6 / 1/5)))
[608998] ['1/5', '1/6', '4/9', '4/9', '8/5'] -> (4/9 / (4/9 * 1/6) - (1/5 / 8/5)))
[609000] ['1/5', '1/6', '4/9', '4/9', '8/9'] -> (4/9 + 8/9) / (1/5 * (4/9 - 1/6))
[609002] ['1/5', '1/6', '4/9', '4/9', '9/4'] -> (4/9 / 1/5 - 4/9) / 1/6 * 9/4
[609003] ['1/5', '1/6', '4/9', '4/9', '9/5'] -> 9/5 / (1/5 / 4/9 - 1/6 / 4/9)
[609008] ['1/5', '1/6', '4/9', '5/2', '5/4'] -> (1/6 + 5/2) / 1/5 / 4/9 / 5/4
[609013] ['1/5', '1/6', '4/9', '5/2', '6/5'] -> 6/5 / (1/5 - 1/6 / (4/9 * /2)
)[609027] ['1/5', '1/6', '4/9', '5/2', '9/4'] -> (5/2 - 1/6) / 1/5 / 4/9 - 9/4
[609032] ['1/5', '1/6', '4/9', '5/3', '5/4'] -> 5/3 / (((4/9 - 1/6) * /5) * /4
)[609068] ['1/5', '1/6', '4/9', '5/4', '7/9'] -> 7/9 / (1/6 * (4/9 - 1/5 * 5/4))
[609069] ['1/5', '1/6', '4/9', '5/4', '8/3'] -> 8/3 / (4/9 - 1/6 / 5/4 - 1/5)
[609072] ['1/5', '1/6', '4/9', '5/4', '8/9'] -> 8/9 / (4/9 * (1/5 * 5/4 - 1/6))
[609073] ['1/5', '1/6', '4/9', '5/4', '9/2'] -> 4/9 / (1/5 * 5/4 - 1/6) * 9/2
[609080] ['1/5', '1/6', '4/9', '5/6', '5/8'] -> 5/6 / (((4/9 - 1/6) * /5) * /8
)[609082] ['1/5', '1/6', '4/9', '5/6', '6/5'] -> 6/5 / (1/6 * 5/6 - 1/5 * 4/9)
[609084] ['1/5', '1/6', '4/9', '5/6', '7/2'] -> 7/2 / ((1/6 / 4/9 - 1/5) * 5/6)
[609092] ['1/5', '1/6', '4/9', '5/6', '8/5'] -> 5/6 / ((4/9 - 1/6) * /5) * 8/5
[609094] ['1/5', '1/6', '4/9', '5/6', '8/9'] -> 8/9 / ((4/9 - 1/5) * 5/6 - 1/6)
[609102] ['1/5', '1/6', '4/9', '5/7', '5/9'] -> 4/9 / (((1/6 / 5/7) - 1/5) * /9
)[609118] ['1/5', '1/6', '4/9', '5/7', '9/5'] -> 4/9 / (1/6 / 5/7 - 1/5) * 9/5
[609132] ['1/5', '1/6', '4/9', '5/8', '8/3'] -> 8/3 / (1/6 - 1/5 * 4/9 * 5/8)
[609137] ['1/5', '1/6', '4/9', '5/8', '9/4'] -> 4/9 / (1/6 - 1/5 * 5/8) * 9/4
[609142] ['1/5', '1/6', '4/9', '5/9', '6/5'] -> 6/5 / (5/9 / 4/9 - 1/5 / 1/6)
[609145] ['1/5', '1/6', '4/9', '5/9', '7/3'] -> 7/3 / ((1/6 / 4/9 - 1/5) * 5/9)
[609151] ['1/5', '1/6', '4/9', '5/9', '8/3'] -> 8/3 / (5/9 / 1/5 - 4/9 / 1/6)
[609152] ['1/5', '1/6', '4/9', '5/9', '8/5'] -> 8/5 / (1/5 - 1/6 * 4/9 / 5/9)
[609154] ['1/5', '1/6', '4/9', '5/9', '8/9'] -> 8/9 / (1/5 * 5/9 - 1/6 * 4/9)
[609160] ['1/5', '1/6', '4/9', '6/5', '6/5'] -> 6/5 / (1/6 / 6/5 - 1/5 * 4/9)
[609162] ['1/5', '1/6', '4/9', '6/5', '7/2'] -> 6/5 / (1/6 / 4/9 - 1/5) * 7/2
[609172] ['1/5', '1/6', '4/9', '6/5', '8/9'] -> 8/9 / ((4/9 - 1/5) / 6/5 - 1/6)
[609175] ['1/5', '1/6', '4/9', '6/5', '9/5'] -> (6/5 / (1/5 * /9) - 1/6) * 9/5
[609188] ['1/5', '1/6', '4/9', '6/7', '8/7'] -> 8/7 / (1/5 * (4/9 - 1/6) * 6/7)
[609193] ['1/5', '1/6', '4/9', '6/7', '9/7'] -> 9/7 * 4/9 / (6/7 - 1/6 / 1/5)
[609201] ['1/5', '1/6', '4/9', '7/2', '7/9'] -> 4/9 / 1/5 + 7/2 / 1/6 + 7/9
[609202] ['1/5', '1/6', '4/9', '7/2', '8/3'] -> 7/2 / (1/6 / 1/5 - 4/9) * 8/3
[609212] ['1/5', '1/6', '4/9', '7/3', '7/4'] -> 7/3 / (((4/9 - 1/6) * /5) * /4
)[609217] ['1/5', '1/6', '4/9', '7/3', '8/3'] -> (7/3 / 1/5 - 4/9 / 1/6) * 8/3
[609218] ['1/5', '1/6', '4/9', '7/3', '8/5'] -> 8/5 / (1/5 * (4/9 / 1/6 - 7/3))
[609223] ['1/5', '1/6', '4/9', '7/3', '9/5'] -> 7/3 / (1/6 / 4/9 - 1/5) * 9/5
[609244] ['1/5', '1/6', '4/9', '7/5', '8/3'] -> 8/3 / (4/9 / (1/5 + 7/5) - 1/6)
[609245] ['1/5', '1/6', '4/9', '7/5', '8/5'] -> 8/5 / ((4/9 - 1/5) / 1/6 - 7/5)
[609250] ['1/5', '1/6', '4/9', '7/5', '9/5'] -> 4/9 / (1/6 * 7/5 - 1/5) * 9/5
[609254] ['1/5', '1/6', '4/9', '7/6', '7/8'] -> 7/6 / (((4/9 - 1/6) * /5) * /8
)[609258] ['1/5', '1/6', '4/9', '7/6', '8/7'] -> 7/6 / ((4/9 - 1/6) * /5) * 8/7
[609262] ['1/5', '1/6', '4/9', '7/6', '9/5'] -> 4/9 / (1/5 / 1/6 - 7/6) * 9/5
[609267] ['1/5', '1/6', '4/9', '7/8', '8/3'] -> 8/3 / (1/5 * (1/6 + 4/9 * 7/8))
[609272] ['1/5', '1/6', '4/9', '7/8', '9/4'] -> 4/9 / (7/8 - 1/6 / 1/5) * 9/4
[609286] ['1/5', '1/6', '4/9', '8/3', '8/3'] -> (4/9 / 1/6 + 8/3) / 1/5 - 8/3
[609287] ['1/5', '1/6', '4/9', '8/3', '8/5'] -> 8/5 / (1/5 * (1/6 + 4/9 / 8/3))
[609314] ['1/5', '1/6', '4/9', '8/9', '9/7'] -> 9/7 * (4/9 / 1/5 + 8/9) / 1/6
[609320] ['1/5', '1/6', '4/9', '9/2', '9/8'] -> 1/6 / 4/9 + 9/2 / 1/5 + 9/8
[609325] ['1/5', '1/6', '4/9', '9/5', '9/5'] -> 9/5 / (1/6 / (1/5 * /9) - 9/5)
[609327] ['1/5', '1/6', '4/9', '9/5', '9/8'] -> (1/5 + 9/5) / 1/6 / 4/9 / 9/8
[609331] ['1/5', '1/6', '5/2', '5/2', '5/2'] -> (5/2 / 1/5 - 5/2) / 1/6 / 5/2
[609341] ['1/5', '1/6', '5/2', '5/2', '7/3'] -> 5/2 / 1/5 - 5/2 + 7/3 / 1/6
[609344] ['1/5', '1/6', '5/2', '5/2', '7/6'] -> (5/2 + 5/2) / 1/5 + 1/6 - 7/6
[609348] ['1/5', '1/6', '5/2', '5/2', '8/5'] -> (5/2 / (5/2 * 1/6) - (1/5 / 8/5)))
[609363] ['1/5', '1/6', '5/2', '5/3', '6/7'] -> (1/5 + 5/3) * 5/2 / 1/6 * 6/7
[609368] ['1/5', '1/6', '5/2', '5/3', '7/6'] -> (1/5 + 5/3) * 5/2 / 1/6 / 7/6
[609374] ['1/5', '1/6', '5/2', '5/3', '8/9'] -> (1/5 + 5/2) * 5/3 / 1/6 * 8/9
[609379] ['1/5', '1/6', '5/2', '5/3', '9/8'] -> (1/5 + 5/2) * 5/3 / 1/6 / 9/8
[609380] ['1/5', '1/6', '5/2', '5/4', '5/4'] -> 5/2 / (((1/5 * 5/4) - 1/6) * /4
)[609381] ['1/5', '1/6', '5/2', '5/4', '5/6'] -> (5/2 / 1/5 + 5/4 / 1/6) / 5/6
[609407] ['1/5', '1/6', '5/2', '5/6', '6/5'] -> 5/2 / (1/6 * /6) + 6/5 / 1/5
[609412] ['1/5', '1/6', '5/2', '5/6', '7/5'] -> (7/5 - 1/5) * (5/2 + 5/6) / 1/6
[609417] ['1/5', '1/6', '5/2', '5/6', '8/5'] -> 8/5 / ((5/6 - 1/6) / 5/2 - 1/5)
[609429] ['1/5', '1/6', '5/2', '5/7', '6/7'] -> 6/7 / (1/6 * (5/7 - 1/5 * 5/2))
[609432] ['1/5', '1/6', '5/2', '5/7', '7/4'] -> (1/5 + 5/7) * 5/2 / 1/6 * 7/4
[609435] ['1/5', '1/6', '5/2', '5/7', '7/8'] -> 5/2 / (((1/6 / 1/5) - 5/7) * /8
)[609443] ['1/5', '1/6', '5/2', '5/7', '9/5'] -> (1/5 + 5/2 / 5/7) / 1/6 + 9/5
[609444] ['1/5', '1/6', '5/2', '5/7', '9/7'] -> (1/6 + 5/2) / 1/5 / 5/7 * 9/7
[609450] ['1/5', '1/6', '5/2', '5/8', '7/2'] -> 7/2 / (1/5 * 5/2 * 5/8 - 1/6)
[609453] ['1/5', '1/6', '5/2', '5/8', '7/5'] -> 7/5 / (1/5 * 5/8 - 1/6 / 5/2)
[609463] ['1/5', '1/6', '5/2', '5/8', '9/5'] -> 9/5 / (1/6 * (1/5 + 5/8 / 5/2))
[609464] ['1/5', '1/6', '5/2', '5/8', '9/7'] -> 9/7 * (5/2 - 1/6) / (1/5 * 5/8)
[609465] ['1/5', '1/6', '5/2', '5/8', '9/8'] -> 9/8 * (1/6 + 5/2) / (1/5 * 5/8)
[609467] ['1/5', '1/6', '5/2', '5/9', '6/5'] -> (1/6 + 5/2 / 1/5) / 5/9 + 6/5
[609474] ['1/5', '1/6', '5/2', '5/9', '7/8'] -> (5/2 - 1/6) / 1/5 / 5/9 / 7/8
[609478] ['1/5', '1/6', '5/2', '5/9', '8/7'] -> (5/2 - 1/6) / 1/5 / 5/9 * 8/7
