[272074] ['1/3', '1/7', '1/8', '5/2', '7/5'] -> ((7/5 * 1/7) / ((1/3 / 5/2) - 1/8))
[343134] ['1/3', '3/2', '4/3', '4/7', '8/7'] -> (8/7 / (1/3 - ((4/7 / 3/2) / 4/3)))
[343139] ['1/3', '3/2', '4/3', '4/7', '9/7'] -> ((4/3 / (4/7 - (1/3 * 3/2))) * 9/7)
[343143] ['1/3', '3/2', '4/3', '4/9', '5/3'] -> (5/3 / (4/9 - ((1/3 * 3/2) / 4/3)))
[343148] ['1/3', '3/2', '4/3', '4/9', '5/9'] -> ((4/3 - 4/9) / ((5/9 / 3/2) - 1/3))
[343155] ['1/3', '3/2', '4/3', '4/9', '7/6'] -> ((((3/2 + 7/6) / 1/3) * 4/3) / 4/9)
[343162] ['1/3', '3/2', '4/3', '4/9', '9/2'] -> (((4/3 / 1/3) - 4/9) * (3/2 * 9/2))
[343166] ['1/3', '3/2', '4/3', '4/9', '9/8'] -> (((4/3 / 1/3) / 4/9) / (3/2 - 9/8))
[343187] ['1/3', '3/2', '4/3', '5/2', '9/2'] -> ((1/3 + ((3/2 * 4/3) * 5/2)) * 9/2)
[343188] ['1/3', '3/2', '4/3', '5/2', '9/4'] -> ((((3/2 + 5/2) / 1/3) - 4/3) * 9/4)
[343189] ['1/3', '3/2', '4/3', '5/2', '9/5'] -> ((4/3 + ((3/2 + 5/2) / 1/3)) * 9/5)
[343196] ['1/3', '3/2', '4/3', '5/3', '5/8'] -> ((4/3 + 5/3) / (5/8 - (1/3 * 3/2)))
[343198] ['1/3', '3/2', '4/3', '5/3', '6/5'] -> ((4/3 / 5/3) / ((1/3 + 6/5) - 3/2))
[343201] ['1/3', '3/2', '4/3', '5/3', '7/3'] -> (((1/3 + 4/3) + 7/3) / (5/3 - 3/2))
[343203] ['1/3', '3/2', '4/3', '5/3', '7/5'] -> (((4/3 / 1/3) / 5/3) / (3/2 - 7/5))
[343208] ['1/3', '3/2', '4/3', '5/3', '8/5'] -> (((4/3 / 1/3) / 5/3) / (8/5 - 3/2))
[343213] ['1/3', '3/2', '4/3', '5/3', '9/5'] -> ((4/3 / 5/3) / ((1/3 + 3/2) - 9/5))
[343215] ['1/3', '3/2', '4/3', '5/3', '9/8'] -> (((4/3 + 5/3) / 1/3) / (3/2 - 9/8))
[343227] ['1/3', '3/2', '4/3', '5/4', '7/6'] -> ((3/2 - (7/6 / 1/3)) / (5/4 - 4/3))
[343235] ['1/3', '3/2', '4/3', '5/4', '9/4'] -> (((3/2 / (4/3 - 5/4)) / 1/3) / 9/4)
[343241] ['1/3', '3/2', '4/3', '5/6', '5/8'] -> (((5/6 / (3/2 - 4/3)) / 1/3) / 5/8)
[343249] ['1/3', '3/2', '4/3', '5/6', '7/6'] -> ((3/2 + (5/6 / 1/3)) / (4/3 - 7/6))
[343254] ['1/3', '3/2', '4/3', '5/6', '8/7'] -> (8/7 / (4/3 - (3/2 / (1/3 + 5/6))))
[343265] ['1/3', '3/2', '4/3', '5/7', '6/7'] -> (6/7 / ((5/7 / 4/3) - (1/3 * 3/2)))
[343286] ['1/3', '3/2', '4/3', '5/8', '7/2'] -> (((3/2 * 4/3) / (5/8 - 1/3)) * 7/2)
[343293] ['1/3', '3/2', '4/3', '5/8', '8/3'] -> (8/3 / (4/3 * ((5/8 / 3/2) - 1/3)))
[343309] ['1/3', '3/2', '4/3', '5/9', '7/6'] -> ((3/2 + 7/6) / (5/9 - (1/3 * 4/3)))
[343316] ['1/3', '3/2', '4/3', '5/9', '9/2'] -> (((1/3 + 5/9) / (3/2 - 4/3)) * 9/2)
[343321] ['1/3', '3/2', '4/3', '6/5', '6/5'] -> (6/5 / ((3/2 - (1/3 / 4/3)) - 6/5))
[343340] ['1/3', '3/2', '4/3', '6/7', '7/2'] -> ((((3/2 * 4/3) / 1/3) + 6/7) * 7/2)
[343349] ['1/3', '3/2', '4/3', '6/7', '8/7'] -> ((8/7 / 1/3) / ((3/2 - 4/3) * 6/7))
[343364] ['1/3', '3/2', '4/3', '7/2', '8/5'] -> (8/5 / (1/3 - (4/3 / (3/2 + 7/2))))
[343369] ['1/3', '3/2', '4/3', '7/2', '9/5'] -> (((3/2 + 4/3) + (7/2 / 1/3)) * 9/5)
[343373] ['1/3', '3/2', '4/3', '7/3', '7/4'] -> (((7/3 / (3/2 - 4/3)) / 1/3) / 7/4)
[343375] ['1/3', '3/2', '4/3', '7/3', '7/6'] -> ((3/2 * (1/3 + 7/3)) / (4/3 - 7/6))
[343380] ['1/3', '3/2', '4/3', '7/3', '8/7'] -> (8/7 / (((4/3 / 3/2) / 7/3) - 1/3))
[343406] ['1/3', '3/2', '4/3', '7/5', '8/5'] -> (8/5 / ((4/3 - (7/5 / 3/2)) - 1/3))
[343415] ['1/3', '3/2', '4/3', '7/6', '7/8'] -> (((7/6 / (3/2 - 4/3)) / 1/3) / 7/8)
[343419] ['1/3', '3/2', '4/3', '7/6', '8/7'] -> (((7/6 / (3/2 - 4/3)) / 1/3) * 8/7)
[343420] ['1/3', '3/2', '4/3', '7/6', '8/9'] -> (((3/2 * 8/9) / 1/3) / (4/3 - 7/6))
[343422] ['1/3', '3/2', '4/3', '7/6', '9/4'] -> ((((3/2 + 7/6) * 4/3) / 1/3) * 9/4)
[343425] ['1/3', '3/2', '4/3', '7/6', '9/8'] -> (((3/2 / (4/3 - 7/6)) / 1/3) / 9/8)
[343430] ['1/3', '3/2', '4/3', '7/8', '8/7'] -> (8/7 / (((3/2 / 7/8) - 1/3) - 4/3))
[343453] ['1/3', '3/2', '4/3', '8/3', '9/5'] -> ((4/3 + ((3/2 * 8/3) / 1/3)) * 9/5)
[343469] ['1/3', '3/2', '4/3', '8/7', '9/7'] -> ((1/3 / (8/7 - (3/2 / 4/3))) * 9/7)
[343479] ['1/3', '3/2', '4/3', '9/2', '9/5'] -> (((4/3 + (9/2 / 1/3)) - 3/2) * 9/5)
[343485] ['1/3', '3/2', '4/3', '9/4', '9/8'] -> (((4/3 * 9/4) / 1/3) / (3/2 - 9/8))
[343486] ['1/3', '3/2', '4/3', '9/5', '9/5'] -> (((4/3 / (9/5 - 3/2)) / 1/3) * 9/5)
[343504] ['1/3', '3/2', '4/5', '4/5', '7/2'] -> (((4/5 + 4/5) / 1/3) * (3/2 + 7/2))
[343515] ['1/3', '3/2', '4/5', '4/5', '9/2'] -> ((4/5 + 4/5) * (3/2 + (9/2 / 1/3)))
[343519] ['1/3', '3/2', '4/5', '4/5', '9/8'] -> ((4/5 / 4/5) / ((3/2 - 1/3) - 9/8))
[343529] ['1/3', '3/2', '4/5', '4/7', '6/5'] -> (6/5 / ((1/3 / 4/7) - (4/5 / 3/2)))
[343530] ['1/3', '3/2', '4/5', '4/7', '6/7'] -> (6/7 / ((1/3 / 4/5) - (4/7 / 3/2)))
[343539] ['1/3', '3/2', '4/5', '4/7', '8/5'] -> (8/5 / (((3/2 - 4/5) * 4/7) - 1/3))
[343544] ['1/3', '3/2', '4/5', '4/7', '9/5'] -> (9/5 / (((1/3 * 3/2) / 4/7) - 4/5))
[343545] ['1/3', '3/2', '4/5', '4/7', '9/7'] -> (9/7 / (((1/3 * 3/2) / 4/5) - 4/7))
[343547] ['1/3', '3/2', '4/5', '4/9', '4/9'] -> ((3/2 / (4/9 - (1/3 / 4/5))) * 4/9)
[343549] ['1/3', '3/2', '4/5', '4/9', '5/3'] -> ((4/5 / ((1/3 * 3/2) - 4/9)) * 5/3)
[343550] ['1/3', '3/2', '4/5', '4/9', '5/4'] -> ((3/2 / (4/5 - (1/3 / 4/9))) / 5/4)
[343555] ['1/3', '3/2', '4/5', '4/9', '6/5'] -> (6/5 / ((1/3 / 4/9) - (3/2 - 4/5)))
[343567] ['1/3', '3/2', '4/5', '4/9', '8/9'] -> (8/9 / (((4/9 / 3/2) / 4/5) - 1/3))
[343569] ['1/3', '3/2', '4/5', '4/9', '9/4'] -> ((3/2 / (4/9 - (1/3 / 4/5))) / 9/4)
[343570] ['1/3', '3/2', '4/5', '4/9', '9/5'] -> (9/5 / (3/2 * (4/5 - (1/3 / 4/9))))
[343574] ['1/3', '3/2', '4/5', '5/2', '5/3'] -> ((((3/2 + 4/5) + 5/2) / 1/3) * 5/3)
[343580] ['1/3', '3/2', '4/5', '5/2', '6/5'] -> (6/5 / (3/2 * ((1/3 * 5/2) - 4/5)))
[343589] ['1/3', '3/2', '4/5', '5/2', '8/3'] -> ((((3/2 * 4/5) * 5/2) / 1/3) * 8/3)
[343593] ['1/3', '3/2', '4/5', '5/2', '9/2'] -> ((1/3 + ((3/2 + 5/2) / 4/5)) * 9/2)
[343604] ['1/3', '3/2', '4/5', '5/3', '6/5'] -> (6/5 / (4/5 - (3/2 / (1/3 + 5/3))))
[343614] ['1/3', '3/2', '4/5', '5/3', '8/5'] -> (8/5 / (5/3 - ((4/5 / 1/3) / 3/2)))
[343640] ['1/3', '3/2', '4/5', '5/4', '9/2'] -> ((1/3 / ((5/4 / 4/5) - 3/2)) * 9/2)
[343647] ['1/3', '3/2', '4/5', '5/6', '5/8'] -> (((1/3 * 3/2) / (5/6 - 4/5)) / 5/8)
[343658] ['1/3', '3/2', '4/5', '5/6', '8/3'] -> (8/3 / (((4/5 * 5/6) / 3/2) - 1/3))
[343680] ['1/3', '3/2', '4/5', '5/7', '8/5'] -> (8/5 / ((4/5 / 3/2) - (1/3 / 5/7)))
[343681] ['1/3', '3/2', '4/5', '5/7', '8/7'] -> (8/7 / (((4/5 * 5/7) / 3/2) - 1/3))
[343690] ['1/3', '3/2', '4/5', '5/8', '6/5'] -> (6/5 / ((4/5 - (5/8 / 3/2)) - 1/3))
[343692] ['1/3', '3/2', '4/5', '5/8', '7/2'] -> (7/2 / ((1/3 * (3/2 - 4/5)) * 5/8))
[343700] ['1/3', '3/2', '4/5', '5/8', '8/5'] -> (8/5 / (4/5 * ((5/8 / 3/2) - 1/3)))
[343705] ['1/3', '3/2', '4/5', '5/8', '9/5'] -> (9/5 / ((3/2 * (4/5 - 1/3)) - 5/8))
[343718] ['1/3', '3/2', '4/5', '5/9', '8/3'] -> (8/3 / (((4/5 / 3/2) - 1/3) * 5/9))
[343721] ['1/3', '3/2', '4/5', '5/9', '8/9'] -> (8/9 / (1/3 - ((4/5 * 5/9) / 3/2)))
[343739] ['1/3', '3/2', '4/5', '6/5', '8/9'] -> (8/9 / (1/3 - (4/5 / (3/2 + 6/5))))
[343804] ['1/3', '3/2', '4/5', '7/4', '9/5'] -> (9/5 / (((1/3 * 3/2) * 7/4) - 4/5))
[343807] ['1/3', '3/2', '4/5', '7/5', '7/5'] -> (7/5 / (((3/2 - 1/3) / 4/5) - 7/5))
[343813] ['1/3', '3/2', '4/5', '7/5', '8/7'] -> (8/7 / (((4/5 / 3/2) / 7/5) - 1/3))
[343844] ['1/3', '3/2', '4/5', '7/9', '8/3'] -> (8/3 / (3/2 - ((1/3 + 7/9) / 4/5)))
[343854] ['1/3', '3/2', '4/5', '8/3', '8/5'] -> ((((3/2 * 8/3) / 1/3) / 4/5) * 8/5)
[343857] ['1/3', '3/2', '4/5', '8/3', '9/2'] -> ((1/3 + ((3/2 * 8/3) / 4/5)) * 9/2)
[343859] ['1/3', '3/2', '4/5', '8/3', '9/5'] -> ((8/3 / ((4/5 / 3/2) - 1/3)) * 9/5)
[343889] ['1/3', '3/2', '4/5', '9/4', '9/5'] -> (9/5 / (3/2 * (4/5 - (1/3 * 9/4))))
[343924] ['1/3', '3/2', '4/7', '4/7', '9/8'] -> ((4/7 / 4/7) / ((3/2 - 1/3) - 9/8))
[343936] ['1/3', '3/2', '4/7', '4/9', '7/3'] -> ((4/7 / ((1/3 * 3/2) - 4/9)) * 7/3)
[343944] ['1/3', '3/2', '4/7', '4/9', '8/7'] -> (8/7 / (((3/2 * 4/7) * 4/9) - 1/3))
[343946] ['1/3', '3/2', '4/7', '4/9', '9/2'] -> (9/2 / (3/2 - ((1/3 / 4/7) / 4/9)))
[343960] ['1/3', '3/2', '4/7', '5/2', '7/2'] -> ((((3/2 + 5/2) * 4/7) / 1/3) * 7/2)
[343961] ['1/3', '3/2', '4/7', '5/2', '7/3'] -> ((((3/2 + 5/2) - 4/7) / 1/3) * 7/3)
[343962] ['1/3', '3/2', '4/7', '5/2', '7/4'] -> ((((3/2 + 4/7) + 5/2) / 1/3) * 7/4)
[343965] ['1/3', '3/2', '4/7', '5/2', '7/8'] -> ((((3/2 + 5/2) / 1/3) / 4/7) / 7/8)
[343967] ['1/3', '3/2', '4/7', '5/2', '8/3'] -> (((5/2 / (4/7 - 1/3)) - 3/2) * 8/3)
[343985] ['1/3', '3/2', '4/7', '5/3', '7/3'] -> (((4/7 / (5/3 - 3/2)) / 1/3) * 7/3)
[344006] ['1/3', '3/2', '4/7', '5/4', '6/7'] -> (6/7 / ((1/3 * 5/4) - (4/7 / 3/2)))
[344019] ['1/3', '3/2', '4/7', '5/4', '9/4'] -> ((5/4 / ((4/7 / 3/2) - 1/3)) - 9/4)
[344021] ['1/3', '3/2', '4/7', '5/4', '9/7'] -> (9/7 / (((1/3 * 3/2) * 5/4) - 4/7))
[344046] ['1/3', '3/2', '4/7', '5/7', '5/8'] -> ((5/7 / ((4/7 / 3/2) - 1/3)) / 5/8)
[344058] ['1/3', '3/2', '4/7', '5/7', '8/5'] -> ((5/7 / ((4/7 / 3/2) - 1/3)) * 8/5)
[344072] ['1/3', '3/2', '4/7', '5/8', '7/4'] -> (7/4 / ((3/2 - (5/8 / 4/7)) - 1/3))
[344077] ['1/3', '3/2', '4/7', '5/8', '8/3'] -> (((3/2 / (5/8 - 1/3)) / 4/7) * 8/3)
[344079] ['1/3', '3/2', '4/7', '5/8', '8/7'] -> (8/7 / (4/7 * ((5/8 / 3/2) - 1/3)))
[344090] ['1/3', '3/2', '4/7', '5/9', '7/3'] -> ((4/7 / (5/9 - (1/3 * 3/2))) * 7/3)
[344096] ['1/3', '3/2', '4/7', '5/9', '8/3'] -> (8/3 / (((3/2 - 1/3) * 4/7) - 5/9))
[344098] ['1/3', '3/2', '4/7', '5/9', '8/7'] -> (8/7 / (((1/3 + 4/7) / 3/2) - 5/9))
[344110] ['1/3', '3/2', '4/7', '6/5', '7/5'] -> ((7/5 * 4/7) / ((1/3 + 6/5) - 3/2))
[344123] ['1/3', '3/2', '4/7', '6/7', '6/7'] -> (6/7 / ((3/2 / 6/7) - (4/7 / 1/3)))
[344138] ['1/3', '3/2', '4/7', '6/7', '9/7'] -> (9/7 / ((3/2 / 4/7) - (6/7 / 1/3)))
[344140] ['1/3', '3/2', '4/7', '7/2', '7/2'] -> ((4/7 * (3/2 + (7/2 / 1/3))) * 7/2)
[344142] ['1/3', '3/2', '4/7', '7/2', '7/4'] -> ((3/2 + ((4/7 + 7/2) / 1/3)) * 7/4)
[344147] ['1/3', '3/2', '4/7', '7/2', '8/3'] -> ((((3/2 * 4/7) * 7/2) / 1/3) * 8/3)
[344155] ['1/3', '3/2', '4/7', '7/2', '9/8'] -> (((3/2 + (7/2 / 4/7)) / 1/3) + 9/8)
[344156] ['1/3', '3/2', '4/7', '7/3', '7/3'] -> (7/3 / (1/3 * ((3/2 / 4/7) - 7/3)))
[344162] ['1/3', '3/2', '4/7', '7/3', '8/3'] -> (8/3 / (((4/7 / 3/2) - 1/3) * 7/3))
[344171] ['1/3', '3/2', '4/7', '7/4', '7/4'] -> ((3/2 / (7/4 - (4/7 / 1/3))) / 7/4)
[344183] ['1/3', '3/2', '4/7', '7/4', '9/7'] -> (9/7 / (3/2 * (7/4 - (4/7 / 1/3))))
[344185] ['1/3', '3/2', '4/7', '7/5', '7/5'] -> (((4/7 / (3/2 - 7/5)) / 1/3) * 7/5)
[344190] ['1/3', '3/2', '4/7', '7/5', '8/5'] -> (8/5 / (((4/7 / 3/2) - 1/3) * 7/5))
[344201] ['1/3', '3/2', '4/7', '7/6', '8/3'] -> (8/3 / (((4/7 * 7/6) / 3/2) - 1/3))
[344216] ['1/3', '3/2', '4/7', '7/8', '9/2'] -> (9/2 / (((4/7 / 1/3) - 3/2) * 7/8))
[344217] ['1/3', '3/2', '4/7', '7/8', '9/4'] -> ((1/3 / ((7/8 / 4/7) - 3/2)) * 9/4)
[344219] ['1/3', '3/2', '4/7', '7/8', '9/7'] -> ((9/7 * 1/3) / (7/8 - (3/2 * 4/7)))
[344224] ['1/3', '3/2', '4/7', '7/9', '8/7'] -> (8/7 / ((1/3 / 7/9) - (4/7 / 3/2)))
[344233] ['1/3', '3/2', '4/7', '8/3', '8/7'] -> ((((3/2 * 8/3) / 1/3) / 4/7) * 8/7)
[344250] ['1/3', '3/2', '4/7', '8/7', '9/2'] -> ((8/7 / ((4/7 / 1/3) - 3/2)) * 9/2)
[344259] ['1/3', '3/2', '4/7', '8/9', '9/7'] -> ((9/7 * 8/9) / ((4/7 / 3/2) - 1/3))
[344262] ['1/3', '3/2', '4/7', '9/2', '9/4'] -> (((3/2 + (9/2 / 1/3)) / 4/7) - 9/4)
[344265] ['1/3', '3/2', '4/7', '9/2', '9/8'] -> ((3/2 + ((9/2 / 1/3) / 4/7)) - 9/8)
[344274] ['1/3', '3/2', '4/7', '9/7', '9/8'] -> ((9/7 / ((4/7 / 3/2) - 1/3)) / 9/8)
[344276] ['1/3', '3/2', '4/9', '4/9', '4/9'] -> ((4/9 + 4/9) / (1/3 - (4/9 / 3/2)))
[344279] ['1/3', '3/2', '4/9', '4/9', '5/4'] -> ((3/2 * 4/9) / (4/9 - (1/3 * 5/4)))
[344283] ['1/3', '3/2', '4/9', '4/9', '5/9'] -> ((4/9 + 4/9) / ((5/9 / 3/2) - 1/3))
[344293] ['1/3', '3/2', '4/9', '4/9', '8/3'] -> (8/3 / ((1/3 + 4/9) - (3/2 * 4/9)))
[344301] ['1/3', '3/2', '4/9', '4/9', '9/8'] -> ((4/9 / 4/9) / ((3/2 - 1/3) - 9/8))
[344308] ['1/3', '3/2', '4/9', '5/2', '5/9'] -> ((((3/2 + 4/9) + 5/2) / 1/3) / 5/9)
[344312] ['1/3', '3/2', '4/9', '5/2', '7/3'] -> (((3/2 + 5/2) / 4/9) * (1/3 + 7/3))
[344316] ['1/3', '3/2', '4/9', '5/2', '7/8'] -> (((5/2 / (4/9 - 1/3)) - 3/2) / 7/8)
[344320] ['1/3', '3/2', '4/9', '5/2', '8/7'] -> (((5/2 / (4/9 - 1/3)) - 3/2) * 8/7)
[344321] ['1/3', '3/2', '4/9', '5/2', '8/9'] -> ((((3/2 + 5/2) / 1/3) / 4/9) * 8/9)
[344323] ['1/3', '3/2', '4/9', '5/2', '9/4'] -> ((((3/2 + 5/2) - 4/9) / 1/3) * 9/4)
[344324] ['1/3', '3/2', '4/9', '5/2', '9/5'] -> ((((3/2 + 4/9) + 5/2) / 1/3) * 9/5)
[344326] ['1/3', '3/2', '4/9', '5/2', '9/8'] -> ((((3/2 + 5/2) / 1/3) / 4/9) / 9/8)
[344328] ['1/3', '3/2', '4/9', '5/3', '5/4'] -> ((5/3 / ((1/3 * 3/2) - 4/9)) / 5/4)
[344339] ['1/3', '3/2', '4/9', '5/3', '7/6'] -> ((3/2 + 7/6) / ((1/3 * 5/3) - 4/9))
[344342] ['1/3', '3/2', '4/9', '5/3', '8/3'] -> (8/3 / ((3/2 * 4/9) - (1/3 * 5/3)))
[344343] ['1/3', '3/2', '4/9', '5/3', '8/5'] -> (8/5 / (((3/2 * 4/9) / 5/3) - 1/3))
[344346] ['1/3', '3/2', '4/9', '5/3', '9/2'] -> (((3/2 + 5/3) / (4/9 - 1/3)) - 9/2)
[344370] ['1/3', '3/2', '4/9', '5/4', '9/4'] -> ((3/2 / (4/9 - (1/3 * 5/4))) / 9/4)
[344376] ['1/3', '3/2', '4/9', '5/6', '5/8'] -> ((5/6 / ((1/3 * 3/2) - 4/9)) / 5/8)
[344381] ['1/3', '3/2', '4/9', '5/6', '7/3'] -> ((1/3 + 7/3) / ((5/6 / 3/2) - 4/9))
[344385] ['1/3', '3/2', '4/9', '5/6', '7/8'] -> (((3/2 + 5/6) / (4/9 - 1/3)) / 7/8)
[344389] ['1/3', '3/2', '4/9', '5/6', '8/7'] -> (((3/2 + 5/6) / (4/9 - 1/3)) * 8/7)
[344391] ['1/3', '3/2', '4/9', '5/6', '9/2'] -> ((3/2 + ((4/9 + 5/6) / 1/3)) * 9/2)
[344395] ['1/3', '3/2', '4/9', '5/6', '9/8'] -> ((3/2 / ((5/6 - 1/3) - 4/9)) / 9/8)
[344403] ['1/3', '3/2', '4/9', '5/7', '7/4'] -> ((3/2 / ((1/3 / 4/9) - 5/7)) / 7/4)
[344410] ['1/3', '3/2', '4/9', '5/7', '8/7'] -> (8/7 / ((5/7 - (1/3 / 3/2)) - 4/9))
[344415] ['1/3', '3/2', '4/9', '5/7', '9/7'] -> (9/7 / (3/2 * ((1/3 / 4/9) - 5/7)))
[344436] ['1/3', '3/2', '4/9', '5/8', '9/8'] -> ((3/2 / (1/3 - (4/9 * 5/8))) / 9/8)
[344441] ['1/3', '3/2', '4/9', '5/9', '7/3'] -> ((1/3 + 7/3) / ((3/2 * 4/9) - 5/9))
[344449] ['1/3', '3/2', '4/9', '5/9', '8/7'] -> (8/7 / (1/3 - (5/9 / (3/2 + 4/9))))
[344456] ['1/3', '3/2', '4/9', '6/5', '6/5'] -> (6/5 / ((6/5 / 3/2) - (1/3 / 4/9)))
[344465] ['1/3', '3/2', '4/9', '6/5', '8/3'] -> ((3/2 / (4/9 - (1/3 / 6/5))) * 8/3)
[344476] ['1/3', '3/2', '4/9', '6/7', '7/3'] -> (((3/2 + (6/7 / 4/9)) / 1/3) * 7/3)
[344485] ['1/3', '3/2', '4/9', '6/7', '8/9'] -> ((3/2 / (4/9 - (1/3 / 6/7))) * 8/9)
[344490] ['1/3', '3/2', '4/9', '6/7', '9/8'] -> ((3/2 / (4/9 - (1/3 / 6/7))) / 9/8)
[344501] ['1/3', '3/2', '4/9', '7/2', '8/9'] -> (((3/2 + (7/2 / 1/3)) / 4/9) * 8/9)
[344502] ['1/3', '3/2', '4/9', '7/2', '9/2'] -> ((4/9 * (3/2 + (7/2 / 1/3))) * 9/2)
[344504] ['1/3', '3/2', '4/9', '7/2', '9/5'] -> ((3/2 + ((4/9 + 7/2) / 1/3)) * 9/5)
[344508] ['1/3', '3/2', '4/9', '7/3', '7/4'] -> ((7/3 / ((1/3 * 3/2) - 4/9)) / 7/4)
[344515] ['1/3', '3/2', '4/9', '7/3', '8/7'] -> (8/7 / (1/3 - ((3/2 * 4/9) / 7/3)))
[344516] ['1/3', '3/2', '4/9', '7/3', '8/9'] -> (8/9 / ((4/9 * (7/3 - 3/2)) - 1/3))
[344529] ['1/3', '3/2', '4/9', '7/4', '8/7'] -> (8/7 / (((3/2 * 4/9) / 7/4) - 1/3))
[344546] ['1/3', '3/2', '4/9', '7/5', '9/5'] -> (((4/9 / (3/2 - 7/5)) / 1/3) * 9/5)
[344550] ['1/3', '3/2', '4/9', '7/6', '7/8'] -> ((7/6 / ((1/3 * 3/2) - 4/9)) / 7/8)
[344560] ['1/3', '3/2', '4/9', '7/6', '9/8'] -> ((3/2 / (4/9 - (1/3 * 7/6))) / 9/8)
[344562] ['1/3', '3/2', '4/9', '7/8', '7/9'] -> (7/9 / ((1/3 - (4/9 / 3/2)) * 7/8))
[344566] ['1/3', '3/2', '4/9', '7/8', '8/9'] -> ((3/2 / ((4/9 * 7/8) - 1/3)) * 8/9)
[344567] ['1/3', '3/2', '4/9', '7/8', '9/2'] -> (9/2 / (3/2 * (7/8 - (1/3 / 4/9))))
[344571] ['1/3', '3/2', '4/9', '7/8', '9/8'] -> ((3/2 / ((4/9 * 7/8) - 1/3)) / 9/8)
[344574] ['1/3', '3/2', '4/9', '7/9', '8/5'] -> (8/5 / ((7/9 / (3/2 + 4/9)) - 1/3))
[344578] ['1/3', '3/2', '4/9', '7/9', '9/4'] -> ((3/2 / (7/9 - (1/3 / 4/9))) / 9/4)
[344582] ['1/3', '3/2', '4/9', '8/3', '8/3'] -> ((3/2 * 8/3) / (1/3 - (4/9 / 8/3)))
[344584] ['1/3', '3/2', '4/9', '8/3', '8/7'] -> (8/7 / ((4/9 / (8/3 - 3/2)) - 1/3))
[344585] ['1/3', '3/2', '4/9', '8/3', '8/9'] -> ((((3/2 * 8/3) / 1/3) / 4/9) * 8/9)
[344587] ['1/3', '3/2', '4/9', '8/3', '9/4'] -> ((((3/2 * 8/3) - 4/9) / 1/3) * 9/4)
[344588] ['1/3', '3/2', '4/9', '8/3', '9/5'] -> (((4/9 + (3/2 * 8/3)) / 1/3) * 9/5)
[344590] ['1/3', '3/2', '4/9', '8/3', '9/8'] -> ((((3/2 * 8/3) / 1/3) / 4/9) / 9/8)
[344593] ['1/3', '3/2', '4/9', '8/5', '8/9'] -> ((3/2 / (1/3 - (4/9 / 8/5))) * 8/9)
[344598] ['1/3', '3/2', '4/9', '8/5', '9/8'] -> ((3/2 / (1/3 - (4/9 / 8/5))) / 9/8)
[344600] ['1/3', '3/2', '4/9', '8/7', '8/9'] -> ((3/2 / ((4/9 / 8/7) - 1/3)) * 8/9)
[344605] ['1/3', '3/2', '4/9', '8/7', '9/8'] -> ((3/2 / ((4/9 / 8/7) - 1/3)) / 9/8)
[344612] ['1/3', '3/2', '4/9', '9/2', '9/2'] -> ((4/9 * ((9/2 / 1/3) - 3/2)) * 9/2)
[344614] ['1/3', '3/2', '4/9', '9/2', '9/5'] -> ((((4/9 + 9/2) / 1/3) - 3/2) * 9/5)
[344621] ['1/3', '3/2', '4/9', '9/5', '9/5'] -> ((4/9 / ((1/3 + 3/2) - 9/5)) * 9/5)
[344627] ['1/3', '3/2', '5/2', '5/2', '5/2'] -> (3/2 + (((5/2 + 5/2) + 5/2) / 1/3))
[344630] ['1/3', '3/2', '5/2', '5/2', '5/6'] -> (3/2 + (((5/2 * 5/2) / 1/3) / 5/6))
[344636] ['1/3', '3/2', '5/2', '5/2', '7/2'] -> (((5/2 * 5/2) / 1/3) + (3/2 * 7/2))
[344637] ['1/3', '3/2', '5/2', '5/2', '7/3'] -> ((3/2 + 5/2) / ((1/3 + 7/3) - 5/2))
[344640] ['1/3', '3/2', '5/2', '5/2', '7/6'] -> ((3/2 + 5/2) * (5/2 + (7/6 / 1/3)))
[344641] ['1/3', '3/2', '5/2', '5/2', '7/8'] -> (((5/2 + 5/2) / 1/3) / (3/2 - 7/8))
[344642] ['1/3', '3/2', '5/2', '5/2', '7/9'] -> ((3/2 + 5/2) / (5/2 - (7/9 / 1/3)))
[344646] ['1/3', '3/2', '5/2', '5/2', '8/9'] -> ((3/2 + 5/2) / ((8/9 / 1/3) - 5/2))
[344651] ['1/3', '3/2', '5/2', '5/2', '9/8'] -> ((5/2 / 5/2) / ((3/2 - 1/3) - 9/8))
[344654] ['1/3', '3/2', '5/2', '5/3', '5/6'] -> ((((3/2 + 5/2) * 5/3) / 1/3) / 5/6)
[344658] ['1/3', '3/2', '5/2', '5/3', '6/5'] -> ((((3/2 + 5/2) * 5/3) / 1/3) * 6/5)
[344672] ['1/3', '3/2', '5/2', '5/3', '9/4'] -> (((3/2 + (5/2 / 1/3)) + 5/3) * 9/4)
[344685] ['1/3', '3/2', '5/2', '5/4', '7/4'] -> (((5/2 / 1/3) / 5/4) / (7/4 - 3/2))
[344702] ['1/3', '3/2', '5/2', '5/6', '5/9'] -> ((5/2 * ((3/2 / 1/3) + 5/6)) / 5/9)
[344706] ['1/3', '3/2', '5/2', '5/6', '7/3'] -> ((3/2 + (5/6 / 1/3)) / (5/2 - 7/3))
[344709] ['1/3', '3/2', '5/2', '5/6', '7/6'] -> ((((3/2 + 7/6) / 1/3) * 5/2) / 5/6)
