[672783] ['1/5', '2/7', '5/8', '7/5', '9/8'] -> 5/8 + 7/5 / 1/5 / 2/7 - 9/8
[725032] ['1/5', '4/9', '5/3', '5/8', '7/9'] -> 7/9 / (5/3 * (1/5 + 4/9 - 5/8))
[725039] ['1/5', '4/9', '5/3', '5/8', '9/5'] -> 9/5 / (1/5 / 4/9 - 5/8 / 5/3)
[725042] ['1/5', '4/9', '5/3', '5/9', '5/9'] -> (4/9 + 5/3 + 5/9) / 1/5 / 5/9
[725043] ['1/5', '4/9', '5/3', '5/9', '6/5'] -> (5/3 / 1/5 + 5/9) / 4/9 * 6/5
[725057] ['1/5', '4/9', '5/3', '5/9', '9/4'] -> ((5/3 + 5/9) / 1/5 - 4/9) * 9/4
[725058] ['1/5', '4/9', '5/3', '5/9', '9/5'] -> (4/9 + 5/3 + 5/9) / 1/5 * 9/5
[725070] ['1/5', '4/9', '5/3', '6/5', '8/3'] -> 1/5 / (5/3 - 4/9 - 6/5) * 8/3
[725073] ['1/5', '4/9', '5/3', '6/5', '8/9'] -> 8/9 / (4/9 / 6/5 - 1/5 * 5/3)
[725087] ['1/5', '4/9', '5/3', '6/7', '8/3'] -> 8/3 / (4/9 / 5/3 / 6/7 - 1/5)
[725098] ['1/5', '4/9', '5/3', '7/2', '7/4'] -> 5/3 / 1/5 / 4/9 + 7/2 + 7/4
[725116] ['1/5', '4/9', '5/3', '7/3', '7/8'] -> 7/3 / (4/9 - 1/5 * 5/3) / 7/8
[725119] ['1/5', '4/9', '5/3', '7/3', '8/5'] -> 5/3 / (7/3 - 4/9 / 1/5) * 8/5
[725120] ['1/5', '4/9', '5/3', '7/3', '8/7'] -> 7/3 / (4/9 - 1/5 * 5/3) * 8/7
[725121] ['1/5', '4/9', '5/3', '7/3', '8/9'] -> 8/9 / (5/3 * (1/5 * 7/3 - 4/9))
[725132] ['1/5', '4/9', '5/3', '7/4', '8/3'] -> 4/9 / (7/4 - 5/3) / 1/5 - 8/3
[725134] ['1/5', '4/9', '5/3', '7/4', '8/7'] -> 8/7 / (1/5 - 4/9 / 5/3 / 7/4)
[725137] ['1/5', '4/9', '5/3', '7/4', '9/4'] -> 7/4 / (4/9 / 5/3 - 1/5) - 9/4
[725143] ['1/5', '4/9', '5/3', '7/5', '7/8'] -> 7/5 / (4/9 / 5/3 - 1/5) / 7/8
[725145] ['1/5', '4/9', '5/3', '7/5', '8/3'] -> 8/3 / (5/3 * 7/5 - 4/9 / 1/5)
[725146] ['1/5', '4/9', '5/3', '7/5', '8/5'] -> 8/5 / (7/5 - 4/9 / 1/5 / 5/3)
[725147] ['1/5', '4/9', '5/3', '7/5', '8/7'] -> 7/5 / (4/9 / 5/3 - 1/5) * 8/7
[725149] ['1/5', '4/9', '5/3', '7/5', '9/2'] -> (5/3 + 7/5 / 1/5) / 4/9 + 9/2
[725150] ['1/5', '4/9', '5/3', '7/5', '9/4'] -> 5/3 * 7/5 / 1/5 / 4/9 - 9/4
[725157] ['1/5', '4/9', '5/3', '7/6', '8/3'] -> 8/3 / (4/9 * 7/6 / 5/3 - 1/5)
[725159] ['1/5', '4/9', '5/3', '7/6', '8/7'] -> 8/7 / (4/9 / 7/6 - 1/5 * 5/3)
[725174] ['1/5', '4/9', '5/3', '7/8', '9/5'] -> 9/5 / (7/8 / 5/3 - 1/5 / 4/9)
[725182] ['1/5', '4/9', '5/3', '7/9', '9/2'] -> ((5/3 - 4/9) / 1/5 - 7/9) * 9/2
[725187] ['1/5', '4/9', '5/3', '8/3', '8/3'] -> 8/3 / (1/5 * (8/3 - 4/9 - 5/3))
[725192] ['1/5', '4/9', '5/3', '8/3', '9/4'] -> (8/3 / 1/5 - 5/3) / 4/9 - 9/4
[725200] ['1/5', '4/9', '5/3', '8/5', '9/4'] -> (5/3 + 8/5 / 1/5) / 4/9 + 9/4
[725211] ['1/5', '4/9', '5/3', '8/9', '8/9'] -> 8/9 / (4/9 * 8/9 / 5/3 - 1/5)
[725214] ['1/5', '4/9', '5/3', '8/9', '9/5'] -> 8/9 / (4/9 / 5/3 - 1/5) * 9/5
[725218] ['1/5', '4/9', '5/3', '9/2', '9/4'] -> 5/3 / 4/9 + 9/2 / 1/5 - 9/4
[725223] ['1/5', '4/9', '5/3', '9/4', '9/5'] -> (5/3 + 4/9 * 9/4) / 1/5 * 9/5
[725228] ['1/5', '4/9', '5/3', '9/5', '9/8'] -> 9/5 / (4/9 / 5/3 - 1/5) / 9/8
[725246] ['1/5', '4/9', '5/4', '5/4', '8/3'] -> 8/3 / 1/5 / (5/4 / 5/4 - 4/9)
[725262] ['1/5', '4/9', '5/4', '5/6', '7/3'] -> 7/3 / (1/5 * 5/4 * (5/6 - 4/9))
[725268] ['1/5', '4/9', '5/4', '5/6', '8/3'] -> 8/3 / ((5/6 - 4/9) / 5/4 - 1/5)
[725271] ['1/5', '4/9', '5/4', '5/6', '8/9'] -> 8/9 / (1/5 * 4/9 * (5/4 - 5/6))
[725272] ['1/5', '4/9', '5/4', '5/6', '9/2'] -> 4/9 / (5/4 - 5/6) / 1/5 * 9/2
[725289] ['1/5', '4/9', '5/4', '5/7', '8/3'] -> 8/3 / ((4/9 / 5/4 - 1/5) * 5/7)
[725291] ['1/5', '4/9', '5/4', '5/7', '8/7'] -> 8/7 / (1/5 * 4/9 * (5/4 - 5/7))
[725300] ['1/5', '4/9', '5/4', '5/8', '6/5'] -> 6/5 / (5/8 / 5/4 - 1/5 / 4/9)
[725312] ['1/5', '4/9', '5/4', '5/8', '8/9'] -> 8/9 / (4/9 / (5/4 + 5/8) - 1/5)
[725347] ['1/5', '4/9', '5/4', '6/5', '8/5'] -> 8/5 / (4/9 * (1/5 + 6/5 - 5/4))
[725392] ['1/5', '4/9', '5/4', '7/3', '7/8'] -> 7/3 / 1/5 / 4/9 / 5/4 / 7/8
[725394] ['1/5', '4/9', '5/4', '7/3', '8/3'] -> 8/3 / (1/5 * 7/3 - 4/9 / 5/4)
[725395] ['1/5', '4/9', '5/4', '7/3', '8/5'] -> 7/3 / (4/9 / 5/4 - 1/5) * 8/5
[725408] ['1/5', '4/9', '5/4', '7/4', '8/3'] -> 7/4 / (4/9 - 1/5 * 5/4) * 8/3
[725421] ['1/5', '4/9', '5/4', '7/5', '8/3'] -> 7/5 / (4/9 / 5/4 - 1/5) * 8/3
[725433] ['1/5', '4/9', '5/4', '7/6', '8/3'] -> 4/9 / (5/4 - 7/6) / 1/5 - 8/3
[725444] ['1/5', '4/9', '5/4', '7/8', '8/3'] -> 8/3 / (4/9 * 7/8 / 5/4 - 1/5)
[725450] ['1/5', '4/9', '5/4', '7/8', '9/5'] -> 9/5 / (1/5 / 4/9 + 7/8 - 5/4)
[725458] ['1/5', '4/9', '5/4', '7/9', '9/2'] -> (4/9 + 7/9 / 5/4) / 1/5 * 9/2
[725464] ['1/5', '4/9', '5/4', '8/3', '8/5'] -> 8/5 / (1/5 - 4/9 / 5/4 / 8/3)
[725472] ['1/5', '4/9', '5/4', '8/5', '8/5'] -> 8/5 / (4/9 * (8/5 - 1/5 - 5/4))
[725488] ['1/5', '4/9', '5/4', '8/9', '9/2'] -> (4/9 + 8/9) / 1/5 / 5/4 * 9/2
[725522] ['1/5', '4/9', '5/6', '5/6', '8/5'] -> 8/5 / (4/9 / (5/6 + 5/6) - 1/5)
[725549] ['1/5', '4/9', '5/6', '5/7', '9/7'] -> 9/7 / (1/5 * (5/6 - 5/7) / 4/9)
[725551] ['1/5', '4/9', '5/6', '5/8', '5/8'] -> 5/6 / 1/5 / 4/9 / 5/8 / 5/8
[725555] ['1/5', '4/9', '5/6', '5/8', '7/2'] -> 7/2 / (5/6 * (5/8 - 1/5 / 4/9))
[725563] ['1/5', '4/9', '5/6', '5/8', '8/5'] -> 5/6 / 1/5 / 4/9 / 5/8 * 8/5
[725567] ['1/5', '4/9', '5/6', '5/8', '9/4'] -> 4/9 / (5/6 - 5/8) / 1/5 * 9/4
[725581] ['1/5', '4/9', '5/6', '5/9', '8/3'] -> 1/5 / (5/9 - 4/9 / 5/6) * 8/3
[725584] ['1/5', '4/9', '5/6', '5/9', '8/9'] -> 8/9 / (1/5 * (5/9 - 4/9 * 5/6))
[725599] ['1/5', '4/9', '5/6', '6/5', '8/3'] -> 8/3 / (1/5 * (5/6 * 6/5 - 4/9))
[725607] ['1/5', '4/9', '5/6', '6/5', '9/8'] -> (5/6 + 6/5) / 1/5 / 4/9 + 9/8
[725617] ['1/5', '4/9', '5/6', '6/7', '8/5'] -> 8/5 / (1/5 * (5/6 - 4/9) * 6/7)
[725631] ['1/5', '4/9', '5/6', '7/2', '7/9'] -> (4/9 + 7/2 / 5/6) / 1/5 + 7/9
[725632] ['1/5', '4/9', '5/6', '7/2', '8/3'] -> (7/2 / 5/6 - 1/5) / 4/9 * 8/3
[725634] ['1/5', '4/9', '5/6', '7/2', '8/7'] -> 8/7 / (1/5 - 4/9 / 5/6 / 7/2)
[725647] ['1/5', '4/9', '5/6', '7/3', '8/3'] -> (7/3 - 4/9 / 5/6) / 1/5 * 8/3
[725648] ['1/5', '4/9', '5/6', '7/3', '8/5'] -> 8/5 / (4/9 / 5/6 - 1/5 * 7/3)
[725667] ['1/5', '4/9', '5/6', '7/4', '9/5'] -> 9/5 / (1/5 + 7/4 - 5/6 / 4/9)
[725682] ['1/5', '4/9', '5/6', '7/5', '9/8'] -> (5/6 + 7/5) / 1/5 / 4/9 - 9/8
[725707] ['1/5', '4/9', '5/6', '7/9', '8/3'] -> 8/3 / (5/6 * (7/9 - 1/5 - 4/9))
[725710] ['1/5', '4/9', '5/6', '7/9', '8/9'] -> 8/9 / (5/6 * (7/9 - 1/5) - 4/9)
[725720] ['1/5', '4/9', '5/6', '8/3', '9/2'] -> (4/9 / 1/5 / 5/6 + 8/3) * 9/2
[725723] ['1/5', '4/9', '5/6', '8/3', '9/7'] -> 9/7 / (1/5 * 5/6 / (4/9 + 8/3))
[725725] ['1/5', '4/9', '5/6', '8/5', '8/5'] -> 5/6 * 8/5 / 1/5 / 4/9 * 8/5
[725728] ['1/5', '4/9', '5/6', '8/5', '9/2'] -> (8/5 - 4/9 / 5/6) / 1/5 * 9/2
[725729] ['1/5', '4/9', '5/6', '8/5', '9/4'] -> (4/9 / 5/6 + 8/5) / 1/5 * 9/4
[725730] ['1/5', '4/9', '5/6', '8/5', '9/5'] -> 9/5 / (5/6 / 4/9 - 1/5 - 8/5)
[725746] ['1/5', '4/9', '5/6', '9/2', '9/2'] -> (5/6 / 1/5 + 9/2) / 4/9 + 9/2
[725796] ['1/5', '4/9', '5/7', '5/8', '8/9'] -> 4/9 / (5/7 - 5/8) / 1/5 - 8/9
[725813] ['1/5', '4/9', '5/7', '5/9', '8/5'] -> 8/5 / (1/5 * (5/9 / 5/7 - 4/9))
[725814] ['1/5', '4/9', '5/7', '5/9', '8/7'] -> 8/7 / (1/5 * (5/9 - 4/9 * 5/7))
[725822] ['1/5', '4/9', '5/7', '6/5', '6/7'] -> 6/7 / (6/5 - 1/5 / 4/9 - 5/7)
[725848] ['1/5', '4/9', '5/7', '6/7', '8/5'] -> 8/5 / (1/5 * (5/7 - 4/9 * 6/7))
[725878] ['1/5', '4/9', '5/7', '7/3', '8/3'] -> 8/3 / (4/9 - 1/5 * 5/7 * 7/3)
[725879] ['1/5', '4/9', '5/7', '7/3', '8/5'] -> 8/5 / (4/9 / 5/7 / 7/3 - 1/5)
[725880] ['1/5', '4/9', '5/7', '7/3', '8/7'] -> 8/7 / (4/9 / 7/3 - 1/5 * 5/7)
[725905] ['1/5', '4/9', '5/7', '7/5', '8/3'] -> 8/3 / (1/5 * (5/7 * 7/5 - 4/9))
[725918] ['1/5', '4/9', '5/7', '7/6', '8/5'] -> 8/5 / (1/5 * (5/7 - 4/9 / 7/6))
[725940] ['1/5', '4/9', '5/7', '7/9', '8/7'] -> 8/7 / (1/5 * 5/7 * (7/9 - 4/9))
[725957] ['1/5', '4/9', '5/7', '8/5', '8/7'] -> 8/7 / (4/9 - 5/7 / (1/5 + 8/5))
[726000] ['1/5', '4/9', '5/8', '5/8', '7/6'] -> 7/6 / ((4/9 * 5/8 - 1/5) * 5/8)
[726028] ['1/5', '4/9', '5/8', '5/9', '9/5'] -> 9/5 / (1/5 * (4/9 + 5/9 - 5/8))
[726033] ['1/5', '4/9', '5/8', '6/5', '7/2'] -> 7/2 / ((5/8 - 1/5 / 4/9) / 6/5)
[726040] ['1/5', '4/9', '5/8', '6/5', '8/3'] -> 8/3 / (4/9 * 5/8 - 1/5 / 6/5)
[726041] ['1/5', '4/9', '5/8', '6/5', '8/5'] -> 8/5 / (1/5 * 4/9 * 5/8 * 6/5)
[726058] ['1/5', '4/9', '5/8', '6/7', '8/5'] -> 8/5 / ((4/9 * 5/8 - 1/5) * 6/7)
[726059] ['1/5', '4/9', '5/8', '6/7', '8/7'] -> 8/7 / (1/5 * 4/9 * 5/8 * 6/7)
[726083] ['1/5', '4/9', '5/8', '7/3', '7/4'] -> 7/3 / 1/5 / 4/9 / 5/8 / 7/4
[726094] ['1/5', '4/9', '5/8', '7/3', '9/5'] -> 7/3 / (5/8 - 1/5 / 4/9) * 9/5
[726125] ['1/5', '4/9', '5/8', '7/6', '7/8'] -> 7/6 / 1/5 / 4/9 / 5/8 / 7/8
[726128] ['1/5', '4/9', '5/8', '7/6', '8/5'] -> 7/6 / (4/9 * 5/8 - 1/5) * 8/5
[726129] ['1/5', '4/9', '5/8', '7/6', '8/7'] -> 7/6 / 1/5 / 4/9 / 5/8 * 8/7
[726138] ['1/5', '4/9', '5/8', '7/8', '8/3'] -> (5/8 / 1/5 + 7/8) / 4/9 * 8/3
[726142] ['1/5', '4/9', '5/8', '7/8', '9/2'] -> 9/2 / (4/9 * 5/8 * (7/8 - 1/5))
[726157] ['1/5', '4/9', '5/8', '8/3', '8/3'] -> 8/3 / (4/9 - 1/5 * 5/8 * 8/3)
[726158] ['1/5', '4/9', '5/8', '8/3', '8/5'] -> 8/5 / (4/9 / 5/8 / 8/3 - 1/5)
[726160] ['1/5', '4/9', '5/8', '8/3', '8/9'] -> (4/9 + 8/3) / 1/5 / 5/8 - 8/9
[726182] ['1/5', '4/9', '5/8', '8/9', '9/2'] -> 9/2 / (5/8 * (4/9 / 8/9 - 1/5))
[726183] ['1/5', '4/9', '5/8', '8/9', '9/4'] -> (4/9 + 8/9) / 1/5 / 5/8 * 9/4
[726184] ['1/5', '4/9', '5/8', '8/9', '9/5'] -> 9/5 / (1/5 + 4/9 / 8/9 - 5/8)
[726221] ['1/5', '4/9', '5/9', '6/5', '6/5'] -> 6/5 / (4/9 / (5/9 - 1/5) - 6/5)
[726232] ['1/5', '4/9', '5/9', '6/5', '8/7'] -> 8/7 / (4/9 - 5/9 / (1/5 + 6/5))
[726233] ['1/5', '4/9', '5/9', '6/5', '8/9'] -> 8/9 / (1/5 * (5/9 - 4/9 / 6/5))
[726235] ['1/5', '4/9', '5/9', '6/5', '9/4'] -> 6/5 / (5/9 - 4/9) / 1/5 / 9/4
[726277] ['1/5', '4/9', '5/9', '7/3', '7/9'] -> (4/9 + 7/3 / 5/9) / 1/5 + 7/9
[726278] ['1/5', '4/9', '5/9', '7/3', '8/3'] -> (7/3 / 5/9 - 1/5) / 4/9 * 8/3
[726284] ['1/5', '4/9', '5/9', '7/3', '9/5'] -> ((4/9 + 7/3) / 1/5 - 5/9) * 9/5
[726293] ['1/5', '4/9', '5/9', '7/4', '8/5'] -> (5/9 / 4/9 + 7/4) / 1/5 * 8/5
[726306] ['1/5', '4/9', '5/9', '7/5', '8/5'] -> 8/5 / (1/5 * (5/9 * 7/5 - 4/9))
[726307] ['1/5', '4/9', '5/9', '7/5', '8/7'] -> 8/7 / (1/5 * (5/9 - 4/9 / 7/5))
[726338] ['1/5', '4/9', '5/9', '7/9', '8/3'] -> 1/5 / (4/9 / 5/9 - 7/9) * 8/3
[726339] ['1/5', '4/9', '5/9', '7/9', '8/5'] -> (5/9 + 7/9) / 1/5 / 4/9 * 8/5
[726341] ['1/5', '4/9', '5/9', '7/9', '8/9'] -> 8/9 / (1/5 * 5/9 * (7/9 - 4/9))
[726352] ['1/5', '4/9', '5/9', '8/3', '9/4'] -> 4/9 * 8/3 / 1/5 / 5/9 * 9/4
[726401] ['1/5', '4/9', '6/5', '6/5', '8/3'] -> 8/3 / 1/5 / (6/5 / 6/5 - 4/9)
[726404] ['1/5', '4/9', '6/5', '6/5', '8/9'] -> (6/5 + 6/5) / 1/5 / 4/9 * 8/9
[726409] ['1/5', '4/9', '6/5', '6/5', '9/8'] -> (6/5 + 6/5) / 1/5 / 4/9 / 9/8
[726410] ['1/5', '4/9', '6/5', '6/7', '6/7'] -> (6/5 + 6/7) / 1/5 / 4/9 + 6/7
[726433] ['1/5', '4/9', '6/5', '7/2', '7/9'] -> (4/9 + 6/5 * 7/2) / 1/5 + 7/9
[726434] ['1/5', '4/9', '6/5', '7/2', '8/3'] -> (6/5 * 7/2 - 1/5) / 4/9 * 8/3
[726436] ['1/5', '4/9', '6/5', '7/2', '8/7'] -> 8/7 / (1/5 - 4/9 * 6/5 / 7/2)
[726446] ['1/5', '4/9', '6/5', '7/3', '7/6'] -> (6/5 / 4/9 + 7/3) / 1/5 - 7/6
[726449] ['1/5', '4/9', '6/5', '7/3', '8/3'] -> (7/3 - 4/9 * 6/5) / 1/5 * 8/3
[726450] ['1/5', '4/9', '6/5', '7/3', '8/5'] -> 8/5 / (4/9 * 6/5 - 1/5 * 7/3)
[726452] ['1/5', '4/9', '6/5', '7/3', '8/9'] -> 8/9 / (1/5 + 4/9 * 7/3 - 6/5)
[726458] ['1/5', '4/9', '6/5', '7/4', '7/4'] -> (6/5 / 4/9 + 7/4) / 1/5 + 7/4
[726481] ['1/5', '4/9', '6/5', '7/5', '9/4'] -> (6/5 + 7/5 / 4/9) / 1/5 + 9/4
[726512] ['1/5', '4/9', '6/5', '7/9', '8/9'] -> 8/9 / ((7/9 - 1/5) / 6/5 - 4/9)
[726518] ['1/5', '4/9', '6/5', '8/3', '8/3'] -> 8/3 / (4/9 * (6/5 / 8/3 - 1/5))
[726525] ['1/5', '4/9', '6/5', '8/3', '9/7'] -> 9/7 / (1/5 / (4/9 + 8/3) / 6/5)
[726527] ['1/5', '4/9', '6/5', '8/5', '8/5'] -> 8/5 / 1/5 / 4/9 / 6/5 * 8/5
[726530] ['1/5', '4/9', '6/5', '8/5', '9/2'] -> (8/5 - 4/9 * 6/5) / 1/5 * 9/2
[726531] ['1/5', '4/9', '6/5', '8/5', '9/4'] -> (4/9 * 6/5 + 8/5) / 1/5 * 9/4
[726554] ['1/5', '4/9', '6/5', '9/4', '9/5'] -> 6/5 / (9/4 - 4/9 / 1/5) / 9/5
[726571] ['1/5', '4/9', '6/7', '6/7', '8/3'] -> 8/3 / 1/5 / (6/7 / 6/7 - 4/9)
[726641] ['1/5', '4/9', '6/7', '7/6', '8/3'] -> 8/3 / (1/5 * (6/7 * 7/6 - 4/9))
[726653] ['1/5', '4/9', '6/7', '7/8', '8/5'] -> 8/5 / (1/5 * 4/9 * 6/7 * 7/8)
[726663] ['1/5', '4/9', '6/7', '7/9', '8/5'] -> 8/5 / ((6/7 - 1/5) * 7/9 - 4/9)
[726672] ['1/5', '4/9', '6/7', '8/3', '8/5'] -> 8/5 / (1/5 / 6/7 - 4/9 / 8/3)
[726675] ['1/5', '4/9', '6/7', '8/3', '9/2'] -> (4/9 / 1/5 + 8/3 / 6/7) * 9/2
[726678] ['1/5', '4/9', '6/7', '8/3', '9/7'] -> (6/7 + 8/3 / 1/5 / 4/9) / 9/7
[726680] ['1/5', '4/9', '6/7', '8/5', '8/5'] -> 8/5 / (6/7 * (4/9 / 8/5 - 1/5))
[726681] ['1/5', '4/9', '6/7', '8/5', '8/7'] -> 8/5 / 1/5 / 4/9 / 6/7 * 8/7
[726690] ['1/5', '4/9', '6/7', '8/7', '9/2'] -> (8/7 / 1/5 - 4/9 * 6/7) * 9/2
[726708] ['1/5', '4/9', '6/7', '9/4', '9/7'] -> 6/7 / (9/4 - 4/9 / 1/5) / 9/7
[726722] ['1/5', '4/9', '7/2', '7/2', '7/9'] -> (4/9 + 7/2) / 1/5 + 7/2 + 7/9
[726723] ['1/5', '4/9', '7/2', '7/2', '8/3'] -> 8/3 / 1/5 / (7/2 / 7/2 - 4/9)
[726766] ['1/5', '4/9', '7/2', '7/5', '8/5'] -> 8/5 / (4/9 * (7/2 - 1/5) - 7/5)
[726775] ['1/5', '4/9', '7/2', '7/6', '7/8'] -> (7/2 + 7/6 / 1/5) / 4/9 / 7/8
[726779] ['1/5', '4/9', '7/2', '7/6', '8/7'] -> (7/2 + 7/6 / 1/5) / 4/9 * 8/7
[726782] ['1/5', '4/9', '7/2', '7/6', '9/4'] -> (7/2 - 7/6) / 1/5 / 4/9 - 9/4
[726813] ['1/5', '4/9', '7/2', '8/3', '9/5'] -> (1/5 + 7/2) * 8/3 / 4/9 + 9/5
[726834] ['1/5', '4/9', '7/2', '8/9', '9/5'] -> (7/2 * 8/9 - 4/9) / 1/5 * 9/5
[726837] ['1/5', '4/9', '7/2', '9/2', '9/2'] -> 7/2 / 1/5 + 4/9 * 9/2 + 9/2
[726852] ['1/5', '4/9', '7/3', '7/3', '7/3'] -> (7/3 / 1/5 - 7/3 / 7/3) / 4/9
[726858] ['1/5', '4/9', '7/3', '7/3', '8/3'] -> 8/3 / 1/5 / (7/3 / 7/3 - 4/9)
[726869] ['1/5', '4/9', '7/3', '7/4', '7/6'] -> (7/3 / 1/5 / 4/9 + 7/4) / 7/6
[726873] ['1/5', '4/9', '7/3', '7/4', '8/5'] -> 7/3 / 1/5 / 4/9 / 7/4 * 8/5
[726883] ['1/5', '4/9', '7/3', '7/5', '7/8'] -> (7/3 + 7/5 / 1/5) / 4/9 / 7/8
[726885] ['1/5', '4/9', '7/3', '7/5', '8/3'] -> 8/3 / (4/9 - 1/5 * 7/3 / 7/5)
[726886] ['1/5', '4/9', '7/3', '7/5', '8/5'] -> 8/5 / (4/9 * 7/5 / 7/3 - 1/5)
[726907] ['1/5', '4/9', '7/3', '7/8', '7/9'] -> 7/9 / (1/5 * (4/9 * 7/3 - 7/8))
[726914] ['1/5', '4/9', '7/3', '7/8', '9/5'] -> 9/5 / (1/5 / 4/9 - 7/8 / 7/3)
[726919] ['1/5', '4/9', '7/3', '7/9', '8/5'] -> 8/5 / (1/5 / 7/9 - 4/9 / 7/3)
[726922] ['1/5', '4/9', '7/3', '7/9', '9/2'] -> (4/9 / 1/5 + 7/3 + 7/9) * 9/2
[726924] ['1/5', '4/9', '7/3', '7/9', '9/5'] -> (7/3 + 7/9 - 4/9) / 1/5 * 9/5
[726927] ['1/5', '4/9', '7/3', '8/3', '8/3'] -> 8/3 / (1/5 - 4/9 / (7/3 + 8/3))
[726932] ['1/5', '4/9', '7/3', '8/3', '9/4'] -> 7/3 / (1/5 * 8/3 - 4/9) - 9/4
[726944] ['1/5', '4/9', '7/3', '8/7', '8/7'] -> 8/7 / (1/5 * (8/7 / 4/9 - 7/3))
[726953] ['1/5', '4/9', '7/3', '8/9', '9/4'] -> 7/3 / (8/9 - 4/9) / 1/5 - 9/4
[726958] ['1/5', '4/9', '7/3', '9/2', '9/4'] -> 7/3 / 1/5 / 4/9 - 9/2 + 9/4
[726962] ['1/5', '4/9', '7/3', '9/4', '9/4'] -> (7/3 / 1/5 - 4/9 * 9/4) * 9/4
[726971] ['1/5', '4/9', '7/3', '9/8', '9/8'] -> 7/3 / 1/5 / 4/9 - 9/8 - 9/8
[726977] ['1/5', '4/9', '7/4', '7/4', '8/3'] -> 8/3 / 1/5 / (7/4 / 7/4 - 4/9)
[726991] ['1/5', '4/9', '7/4', '7/5', '8/5'] -> 8/5 / (4/9 * (7/4 - 1/5 - 7/5))
[727004] ['1/5', '4/9', '7/4', '7/6', '8/7'] -> 8/7 / (1/5 - 4/9 / (7/4 + 7/6))
[727028] ['1/5', '4/9', '7/4', '7/9', '9/4'] -> 7/4 / (7/9 - 4/9) / 1/5 - 9/4
[727081] ['1/5', '4/9', '7/5', '7/5', '8/3'] -> 8/3 / 1/5 / (7/5 / 7/5 - 4/9)
[727099] ['1/5', '4/9', '7/5', '7/6', '9/5'] -> 4/9 / (7/5 - 1/5 - 7/6) * 9/5
[727110] ['1/5', '4/9', '7/5', '7/8', '9/5'] -> 9/5 / (7/5 - 1/5 / 4/9 - 7/8)
[727115] ['1/5', '4/9', '7/5', '7/9', '8/5'] -> 8/5 / (7/9 - 4/9 * (1/5 + 7/5))
[727116] ['1/5', '4/9', '7/5', '7/9', '8/7'] -> 7/5 / (7/9 - 4/9) / 1/5 * 8/7
[727118] ['1/5', '4/9', '7/5', '7/9', '9/2'] -> (4/9 + 7/5 - 7/9) / 1/5 * 9/2
[727128] ['1/5', '4/9', '7/5', '8/3', '9/4'] -> (7/5 / 1/5 + 8/3) / 4/9 + 9/4
[727129] ['1/5', '4/9', '7/5', '8/3', '9/5'] -> 9/5 / (7/5 / 8/3 - 1/5 / 4/9)
[727161] ['1/5', '4/9', '7/5', '9/4', '9/8'] -> (7/5 / 4/9 + 9/4) / 1/5 / 9/8
[727176] ['1/5', '4/9', '7/6', '7/6', '9/4'] -> (7/6 + 7/6) / 1/5 / 4/9 - 9/4
[727183] ['1/5', '4/9', '7/6', '7/8', '8/5'] -> 7/6 / 1/5 / 4/9 / 7/8 * 8/5
[727202] ['1/5', '4/9', '7/6', '8/3', '8/5'] -> 8/5 / (1/5 * 7/6 - 4/9 / 8/3)
[727205] ['1/5', '4/9', '7/6', '8/3', '9/2'] -> (4/9 / 1/5 + 7/6 * 8/3) * 9/2
[727210] ['1/5', '4/9', '7/6', '8/5', '8/5'] -> 7/6 / (4/9 / 8/5 - 1/5) * 8/5
[727211] ['1/5', '4/9', '7/6', '8/5', '8/7'] -> 7/6 * 8/5 / 1/5 / 4/9 * 8/7
[727220] ['1/5', '4/9', '7/6', '8/7', '9/2'] -> (8/7 / 1/5 - 4/9 / 7/6) * 9/2
[727226] ['1/5', '4/9', '7/6', '8/9', '9/2'] -> (7/6 / 1/5 - 4/9 / 8/9) * 9/2
[727235] ['1/5', '4/9', '7/6', '9/2', '9/8'] -> 7/6 / 4/9 + 9/2 / 1/5 - 9/8
[727243] ['1/5', '4/9', '7/6', '9/7', '9/7'] -> 9/7 / (1/5 * (9/7 - 7/6) / 4/9)
[727248] ['1/5', '4/9', '7/8', '7/8', '8/3'] -> 8/3 / 1/5 / (7/8 / 7/8 - 4/9)
[727267] ['1/5', '4/9', '7/8', '8/3', '8/3'] -> 8/3 / (7/8 * 8/3 - 4/9 / 1/5)
[727279] ['1/5', '4/9', '7/8', '8/5', '9/2'] -> 8/5 / (7/8 - 1/5) / 4/9 * 9/2
[727281] ['1/5', '4/9', '7/8', '8/5', '9/5'] -> 9/5 / (7/8 - 4/9 * (1/5 + 8/5))
[727303] ['1/5', '4/9', '7/8', '9/4', '9/5'] -> 9/5 / (1/5 + 7/8 - 4/9 * 9/4)
[727313] ['1/5', '4/9', '7/9', '7/9', '8/3'] -> 8/3 / 1/5 / (7/9 / 7/9 - 4/9)
[727317] ['1/5', '4/9', '7/9', '7/9', '9/2'] -> ((4/9 + 7/9) / 1/5 - 7/9) * 9/2
[727322] ['1/5', '4/9', '7/9', '8/3', '8/3'] -> ((8/3 - 7/9) / 1/5 - 4/9) * 8/3
[727331] ['1/5', '4/9', '7/9', '8/5', '8/5'] -> 8/5 / ((7/9 - 4/9) / 1/5 - 8/5)
[727349] ['1/5', '4/9', '7/9', '8/9', '9/5'] -> 8/9 / (7/9 - 4/9) / 1/5 * 9/5
