[26596] ['7/6', '6/5', '8/3', '8/3', '4'] -> ((8/3 + 8/3) * (7/6 + (4 / 6/5)))
[33066] ['1/6', '3/5', '7/6', '7/3', '5'] -> ((3/5 * 5) + ((7/6 + 7/3) / 1/6))
[33067] ['1/6', '4/9', '5/8', '8/7', '6'] -> ((8/7 / (4/9 * 5/8)) * (6 - 1/6))
[33068] ['4/9', '5/8', '5/6', '4', '9/2'] -> ((5/6 / 5/8) / (9/2 - (4/9 + 4)))
[33069] ['1/9', '1/8', '3/5', '7/9', '4'] -> ((4 - 1/9) / (7/9 * (1/8 / 3/5)))
[33070] ['1/5', '2/9', '7/9', '7/2', '4'] -> (4 / ((7/9 / 1/5) - (2/9 + 7/2)))
[33071] ['2/7', '5/6', '6/5', '4/3', '8'] -> ((8 / (4/3 * (2/7 * 5/6))) - 6/5)
[33072] ['1/7', '3/5', '3/5', '7/8', '9'] -> ((3/5 + 9) / (7/8 * (3/5 - 1/7)))
[33073] ['8/9', '5/4', '5/4', '8/5', '6'] -> ((6 / 8/5) / ((5/4 / 8/9) - 5/4))
[33074] ['3/8', '4/7', '5/6', '5/4', '3'] -> ((5/4 + 3) / (5/6 - (3/8 / 4/7)))
[33075] ['9/7', '7/4', '9/5', '9/5', '4'] -> (((9/5 / 9/7) / (9/5 - 7/4)) - 4)
[33076] ['8/9', '5/4', '5/4', '5/3', '6'] -> (6 / ((5/3 / (8/9 * 5/4)) - 5/4))
[33077] ['4/9', '5/8', '6/7', '6/7', '4'] -> ((4 / 4/9) / ((6/7 / 6/7) - 5/8))
[33078] ['1/9', '2/9', '1/4', '8/5', '3'] -> (3 / ((1/9 / 8/5) + (2/9 * 1/4)))
[33079] ['1/5', '2/9', '7/9', '4', '9/2'] -> (4 / ((1/5 * (2/9 + 9/2)) - 7/9))
[33080] ['1/6', '3/5', '7/6', '9/2', '5'] -> ((7/6 - (1/6 * 3/5)) * (9/2 * 5))
[33081] ['3/8', '4/7', '5/6', '4/3', '3'] -> (4/3 / (4/7 * (3/8 - (5/6 / 3))))
[33082] ['8/9', '5/4', '5/4', '7/4', '6'] -> ((5/4 + 7/4) * (5/4 + (6 / 8/9)))
[33083] ['1/6', '4/9', '5/8', '5/4', '6'] -> (6 / (5/4 - (5/8 + (1/6 / 4/9))))
[33084] ['4/9', '5/8', '6/7', '7/8', '4'] -> ((4 / 6/7) / ((4/9 + 5/8) - 7/8))
[33085] ['1/2', '1', '8/7', '7/6', '4/3'] -> (8/7 / (4/3 - ((1/2 + 1) / 7/6)))
[33086] ['1/6', '4/9', '5/8', '9/7', '6'] -> ((1/6 * 6) / ((5/8 / 9/7) - 4/9))
[33087] ['3/8', '3/7', '7/8', '8/9', '4'] -> (4 / (3/7 * (8/9 + (3/8 - 7/8))))
[33088] ['1/2', '1', '8/7', '7/6', '7/5'] -> (8/7 / ((1/2 - 7/6) + (1 / 7/5)))
[33089] ['8/9', '5/4', '5/4', '7/2', '6'] -> ((8/9 * 6) * (7/2 + (5/4 / 5/4)))
[33090] ['1/7', '3/5', '3/5', '5/4', '9'] -> (5/4 * ((3/5 / 1/7) + (9 / 3/5)))
[33091] ['2/7', '5/6', '6/5', '7/4', '8'] -> ((8 / 5/6) / ((6/5 / 7/4) - 2/7))
[33092] ['1/2', '1', '8/7', '7/6', '3/2'] -> (1 / (3/2 - ((1/2 + 7/6) / 8/7)))
[33093] ['1/6', '3/5', '6/5', '9/4', '5'] -> ((3/5 + 6/5) * (5 / (1/6 * 9/4)))
[33094] ['1/4', '4/5', '7/8', '3/2', '2'] -> (3/2 / ((7/8 / (4/5 + 2)) - 1/4))
[33095] ['1/6', '4/9', '5/8', '8/5', '6'] -> ((6 / (5/8 * (1/6 / 4/9))) - 8/5)
[33096] ['3/8', '3/7', '7/8', '8/7', '4'] -> ((8/7 + 4) / (3/7 * (7/8 - 3/8)))
[33097] ['1/9', '2/9', '2/7', '5/9', '3'] -> ((3 + ((1/9 + 5/9) / 2/7)) / 2/9)
[33098] ['1/9', '1/8', '3/5', '6/5', '4'] -> (4 * ((6/5 / 1/9) - (3/5 / 1/8)))
[33099] ['1/7', '3/5', '3/5', '3/2', '9'] -> (3/2 * (9 + (3/5 / (1/7 * 3/5))))
[33100] ['4/9', '5/8', '6/7', '7/6', '4'] -> ((4 / 4/9) / ((6/7 * 7/6) - 5/8))
[33101] ['3/8', '4/7', '5/6', '5/3', '3'] -> ((5/6 + ((5/3 + 3) / 4/7)) / 3/8)
[33102] ['1/2', '1', '8/7', '7/6', '5/3'] -> (8/7 / ((1 / (1/2 * 7/6)) - 5/3))
[33103] ['1/6', '3/5', '6/5', '8/3', '5'] -> (5 + ((8/3 + (3/5 / 6/5)) / 1/6))
[33104] ['1/6', '4/9', '5/8', '9/5', '6'] -> (9/5 + ((1/6 + 6) / (4/9 * 5/8)))
[33105] ['2/9', '4/5', '4/5', '6/5', '5'] -> ((6/5 + (5 / (2/9 / 4/5))) / 4/5)
[33106] ['2/7', '5/6', '6/5', '9/4', '8'] -> (((5/6 + (8 / 6/5)) / 2/7) - 9/4)
[33107] ['1/9', '1/8', '3/5', '9/7', '4'] -> ((9/7 / (1/8 / 3/5)) * (4 - 1/9))
[33108] ['1/5', '2/9', '4/5', '7/6', '4'] -> ((4 * (4/5 + (7/6 / 2/9))) - 1/5)
[33109] ['8/9', '5/4', '9/7', '8/5', '6'] -> ((5/4 * 9/7) * (6 * (8/9 + 8/5)))
[33110] ['1/2', '1', '8/7', '7/6', '9/5'] -> ((8/7 * 7/6) / ((1 / 9/5) - 1/2))
[33111] ['1/6', '3/5', '5/4', '5/4', '5'] -> (((3/5 * 5) + (5/4 / 5/4)) / 1/6)
[33112] ['3/8', '3/7', '7/8', '5/4', '4'] -> (3/7 / (3/8 - (5/4 / (7/8 * 4))))
[33113] ['9/7', '7/4', '9/4', '5/2', '4'] -> (4 * ((7/4 + 5/2) + (9/4 / 9/7)))
[33114] ['2/7', '5/6', '6/5', '5/2', '8'] -> ((8 / 2/7) - (6/5 * (5/6 + 5/2)))
[33115] ['2/9', '4/5', '4/5', '5/4', '5'] -> (4/5 / ((2/9 * (5 - 5/4)) - 4/5))
[33116] ['1/4', '4/5', '7/8', '9/5', '2'] -> (9/5 / (2 - (7/8 + (1/4 + 4/5))))
[33117] ['8/9', '5/4', '9/7', '7/4', '6'] -> (6 / ((7/4 / 9/7) - (8/9 * 5/4)))
[33118] ['1/9', '2/9', '2/7', '3/4', '3'] -> ((3 / 3/4) / ((1/9 / 2/7) - 2/9))
[33119] ['1/8', '4/7', '7/9', '3/2', '5'] -> (((5 - (3/2 / 7/9)) / 1/8) - 4/7)
[33120] ['1/5', '2/9', '4/5', '9/7', '4'] -> (((4/5 / 9/7) / (2/9 - 1/5)) - 4)
[33121] ['1/2', '1', '8/7', '7/6', '5/2'] -> (1/2 / ((5/2 / 8/7) - (1 + 7/6)))
[33122] ['9/7', '7/4', '9/4', '7/2', '4'] -> ((7/4 + 7/2) * (4 + (9/7 / 9/4)))
[33123] ['4/9', '5/8', '6/7', '9/7', '4'] -> ((6/7 + (9/7 / 4/9)) / (5/8 / 4))
[33124] ['1/9', '1/8', '3/5', '7/4', '4'] -> ((1/9 + 3/5) * (7/4 + (4 / 1/8)))
[33125] ['2/7', '5/6', '6/5', '7/2', '8'] -> ((6/5 - (2/7 / 5/6)) * (7/2 * 8))
[33126] ['8/9', '5/4', '9/7', '9/5', '6'] -> (6 / (9/7 * (8/9 - (5/4 / 9/5))))
[33127] ['3/8', '3/7', '7/8', '3/2', '4'] -> (4 / ((7/8 / 3/7) - (3/8 + 3/2)))
[33128] ['1/7', '3/5', '3/5', '9/2', '9'] -> ((9/2 / 1/7) - (9 / (3/5 + 3/5)))
[33129] ['1/8', '4/7', '7/9', '8/5', '5'] -> ((7/9 * 5) * (8/5 + (4/7 / 1/8)))
[33130] ['1/6', '3/5', '5/4', '9/5', '5'] -> ((5 / 5/4) / ((3/5 / 9/5) - 1/6))
[33131] ['3/8', '4/7', '5/6', '8/3', '3'] -> (8/3 / ((5/6 / (4/7 * 3)) - 3/8))
[33132] ['8/9', '5/4', '9/7', '9/4', '6'] -> ((5/4 + 9/4) * (6 * (8/9 * 9/7)))
[33133] ['1/7', '3/5', '5/8', '5/8', '9'] -> (3/5 * (5/8 + (9 / (1/7 / 5/8))))
[33134] ['2/9', '4/5', '4/5', '8/5', '5'] -> ((5 + (4/5 / (4/5 + 8/5))) / 2/9)
[33135] ['1/4', '4/5', '7/8', '2', '5/2'] -> (((7/8 + 2) + (5/2 / 4/5)) / 1/4)
[33136] ['1/6', '4/9', '2/3', '7/5', '6'] -> (((6 / (4/9 + 2/3)) - 7/5) / 1/6)
[33137] ['1/8', '4/7', '7/9', '5/3', '5'] -> ((5 / (4/7 - 1/8)) / (7/9 / 5/3))
[33138] ['3/8', '3/7', '7/8', '7/4', '4'] -> (3/7 / (7/8 - (4 * (3/8 / 7/4))))
[33139] ['3/8', '4/7', '5/6', '3', '7/2'] -> (3 / (3/8 * (4/7 - (5/6 / 7/2))))
[33140] ['1/8', '4/7', '7/9', '7/4', '5'] -> ((7/9 / (1/8 / 4/7)) * (7/4 + 5))
[33141] ['1/9', '1/8', '3/5', '7/3', '4'] -> ((4 / (1/8 * 3/5)) / (7/3 - 1/9))
[33142] ['9/7', '7/4', '7/3', '4', '9/2'] -> ((9/2 / (9/7 / 4)) / (7/3 - 7/4))
[33143] ['2/7', '5/6', '5/4', '7/5', '8'] -> (8 / (5/6 - (7/5 * (2/7 * 5/4))))
[33144] ['1/9', '2/9', '2/7', '6/5', '3'] -> ((3 - (2/9 / 2/7)) / (1/9 / 6/5))
[33145] ['3/8', '3/7', '7/8', '9/4', '4'] -> (4 / ((3/8 - 9/4) + (7/8 / 3/7)))
[33146] ['3/8', '4/7', '5/6', '3', '9/2'] -> (((5/6 * 9/2) + (3 / 4/7)) / 3/8)
[33147] ['9/7', '7/4', '5/2', '5/2', '4'] -> (((9/7 + 5/2) * (7/4 * 4)) - 5/2)
[33148] ['1/4', '4/5', '7/8', '2', '7/2'] -> ((((2 + 7/2) / 4/5) - 7/8) / 1/4)
[33149] ['2/7', '5/6', '5/4', '3/2', '8'] -> ((5/6 + 3/2) * (2/7 + (5/4 * 8)))
[33150] ['1/6', '3/5', '9/7', '9/7', '5'] -> (((3/5 * 5) + (9/7 / 9/7)) / 1/6)
[33151] ['3/8', '3/7', '7/8', '7/3', '4'] -> (4 / (7/3 * (7/8 - (3/8 + 3/7))))
[33152] ['1/8', '4/7', '7/9', '9/5', '5'] -> (((5 / (7/9 * 9/5)) - 4/7) / 1/8)
[33153] ['1/9', '1/8', '3/5', '5/2', '4'] -> ((4 / 1/9) - (5/2 / (1/8 / 3/5)))
[33154] ['1/6', '4/9', '5/7', '7/9', '6'] -> (((6 / 4/9) - 1/6) / (5/7 * 7/9))
[33155] ['2/9', '4/5', '4/5', '7/3', '5'] -> (((4/5 * 7/3) - 4/5) / (2/9 / 5))
[33156] ['1/9', '2/9', '2/7', '4/3', '3'] -> ((4/3 * 3) / ((1/9 / 2/7) - 2/9))
[33157] ['4/9', '5/8', '6/7', '7/4', '4'] -> ((5/8 + (7/4 / 6/7)) / (4/9 / 4))
[33158] ['8/9', '5/4', '4/3', '7/5', '6'] -> (6 / ((5/4 * 7/5) - (4/3 / 8/9)))
[33159] ['1/7', '3/5', '5/8', '4/5', '9'] -> (3/5 / ((5/8 * 9) - (4/5 / 1/7)))
[33160] ['2/7', '5/6', '5/4', '8/5', '8'] -> ((8 / 2/7) / ((5/4 * 8/5) - 5/6))
[33161] ['1/9', '1/8', '3/5', '8/3', '4'] -> (4 / ((1/8 / 3/5) - (1/9 / 8/3)))
[33162] ['1/5', '2/9', '5/6', '9/8', '4'] -> ((4 + (2/9 / 5/6)) / (1/5 / 9/8))
[33163] ['3/8', '3/7', '7/8', '8/3', '4'] -> ((8/3 + (4 / 3/7)) / (7/8 - 3/8))
[33164] ['1/7', '3/5', '5/8', '5/6', '9'] -> (((3/5 / 1/7) + (9 / 5/6)) / 5/8)
[33165] ['1/8', '4/7', '7/9', '7/3', '5'] -> ((4/7 + (5 / 7/9)) / (1/8 * 7/3))
[33166] ['2/7', '5/6', '5/4', '7/4', '8'] -> ((5/4 / 7/4) * (8 / (2/7 * 5/6)))
[33167] ['1/6', '4/9', '5/7', '4/5', '6'] -> ((1/6 + (6 / (5/7 * 4/5))) / 4/9)
[33168] ['9/7', '7/4', '7/2', '4', '9/2'] -> (7/4 * ((7/2 * 4) - (9/7 / 9/2)))
[33169] ['1/2', '1', '8/7', '6/5', '9/4'] -> (((1/2 + 1) / (6/5 - 8/7)) - 9/4)
[33170] ['1/9', '1/8', '3/5', '7/2', '4'] -> ((7/2 - (4 * (1/8 / 3/5))) / 1/9)
[33171] ['1/6', '4/9', '5/7', '5/6', '6'] -> (6 / (4/9 - (5/6 * (1/6 / 5/7))))
[33172] ['2/7', '5/6', '5/4', '9/4', '8'] -> (8 * ((5/4 / (2/7 * 5/6)) - 9/4))
[33173] ['1/9', '2/9', '2/7', '5/3', '3'] -> ((5/3 - (2/9 / 2/7)) / (1/9 / 3))
[33174] ['3/8', '3/7', '7/8', '7/2', '4'] -> ((3/7 + ((7/2 + 4) / 7/8)) / 3/8)
[33175] ['1/5', '2/9', '5/6', '9/7', '4'] -> ((4 - (2/9 / 5/6)) / (1/5 / 9/7))
[33176] ['3/8', '4/7', '6/7', '7/5', '3'] -> ((3 / 7/5) / ((3/8 + 4/7) - 6/7))
[33177] ['1/6', '3/5', '9/7', '5/3', '5'] -> ((5/3 + (5 * (3/5 / 9/7))) / 1/6)
[33178] ['2/9', '4/5', '5/6', '6/7', '5'] -> ((5/6 + (5 / 6/7)) / (2/9 / 4/5))
[33179] ['1/8', '4/7', '7/9', '8/3', '5'] -> ((8/3 + 5) / ((4/7 * 7/9) - 1/8))
[33180] ['1/6', '4/9', '5/7', '6/7', '6'] -> (6/7 + ((6 + (5/7 / 1/6)) / 4/9))
[33181] ['4/9', '5/8', '6/7', '5/2', '4'] -> (4 / (6/7 * (4/9 - (5/8 / 5/2))))
[33182] ['9/7', '9/5', '9/5', '9/4', '4'] -> ((9/5 / ((9/7 * 9/5) - 9/4)) - 4)
[33183] ['2/9', '4/5', '5/6', '7/8', '5'] -> ((5/6 + 5) / (7/8 * (2/9 / 4/5)))
[33184] ['1/6', '4/9', '5/7', '7/8', '6'] -> (6 / ((5/7 * 7/8) - (1/6 / 4/9)))
[33185] ['2/7', '5/6', '5/4', '9/2', '8'] -> (8 / (9/2 - (5/4 + (5/6 / 2/7))))
[33186] ['1/9', '2/9', '2/7', '5/2', '3'] -> (((3 / 2/7) - 5/2) / (1/9 + 2/9))
[33187] ['2/9', '4/5', '5/6', '9/8', '5'] -> ((5/6 + (5 * (4/5 * 9/8))) / 2/9)
[33188] ['1/8', '4/7', '7/9', '9/2', '5'] -> ((5 - (9/2 * (4/7 * 7/9))) / 1/8)
[33189] ['1/6', '3/5', '9/7', '7/3', '5'] -> (((3/5 * 5) - 9/7) / (1/6 / 7/3))
[33190] ['2/9', '4/5', '5/6', '8/7', '5'] -> ((5/6 + 5) * (8/7 / (2/9 / 4/5)))
[33191] ['4/9', '5/8', '6/7', '4', '9/2'] -> ((9/2 + (4 / (4/9 * 6/7))) / 5/8)
[33192] ['1/8', '4/7', '4/5', '5/6', '5'] -> ((5 - (4/5 / 4/7)) / (1/8 / 5/6))
[33193] ['1/2', '1', '8/7', '5/4', '4/3'] -> ((1 / 1/2) / (5/4 - (4/3 / 8/7)))
[33194] ['8/9', '5/4', '7/5', '9/4', '6'] -> (6 / ((8/9 * 9/4) - (5/4 * 7/5)))
[33195] ['3/8', '3/7', '8/9', '5/4', '4'] -> ((4 / ((3/7 * 5/4) - 3/8)) - 8/9)
[33196] ['4/9', '5/8', '7/8', '7/8', '4'] -> ((4 / 4/9) / ((7/8 / 7/8) - 5/8))
[33197] ['1/4', '4/5', '8/9', '5/3', '2'] -> (4/5 / ((8/9 / 5/3) - (1/4 * 2)))
[33198] ['1/6', '4/9', '5/7', '6/5', '6'] -> (6 / (4/9 - ((1/6 / 5/7) / 6/5)))
[33199] ['1/9', '2/9', '1/3', '4/5', '3'] -> ((1/3 + 3) * (4/5 / (2/9 - 1/9)))
[33200] ['2/9', '4/5', '5/6', '9/7', '5'] -> ((4/5 * 9/7) * (5/6 + (5 / 2/9)))
[33201] ['1/5', '2/9', '6/7', '8/9', '4'] -> ((4 / (1/5 * 6/7)) - (2/9 - 8/9))
[33202] ['2/7', '5/6', '9/7', '9/2', '8'] -> (((9/7 * (5/6 + 8)) - 9/2) / 2/7)
[33203] ['3/8', '3/7', '8/9', '7/5', '4'] -> ((4 / (3/7 - (3/8 / 7/5))) - 8/9)
[33204] ['4/9', '5/8', '7/8', '8/7', '4'] -> ((4 / 4/9) / ((7/8 * 8/7) - 5/8))
[33205] ['1/4', '4/5', '8/9', '9/5', '2'] -> ((4/5 + (9/5 * (8/9 + 2))) / 1/4)
[33206] ['1/2', '1', '8/7', '5/4', '5/3'] -> (8/7 / (1 - (5/3 / (1/2 + 5/4))))
[33207] ['1/9', '1/8', '5/8', '5/4', '4'] -> (((4 - 5/4) / 1/9) - (1/8 + 5/8))
[33208] ['1/9', '2/9', '1/3', '8/7', '3'] -> ((3 - (2/9 / 1/3)) / (1/9 / 8/7))
[33209] ['1/7', '3/5', '5/8', '8/5', '9'] -> (3/5 * (5/8 + (9 / (1/7 * 8/5))))
[33210] ['2/7', '5/6', '4/3', '4/3', '8'] -> (((8 / 2/7) - 4/3) / (5/6 * 4/3))
[33211] ['3/8', '3/7', '8/9', '3/2', '4'] -> (((4 / (3/7 * 8/9)) - 3/2) / 3/8)
[33212] ['1/2', '1', '8/7', '5/4', '7/4'] -> ((1/2 + 7/4) / ((5/4 / 8/7) - 1))
[33213] ['1/9', '1/8', '5/8', '9/7', '4'] -> (4 / ((1/9 * 5/8) + (1/8 / 9/7)))
[33214] ['1/6', '3/5', '4/3', '9/4', '5'] -> (((5 / (3/5 * 4/3)) - 9/4) / 1/6)
[33215] ['1/7', '3/5', '5/8', '5/3', '9'] -> (5/8 * (3/5 + (9 / (1/7 * 5/3))))
[33216] ['1/9', '2/9', '1/3', '6/5', '3'] -> ((1/3 / 2/9) + (3 / (1/9 * 6/5)))
[33217] ['1/4', '4/5', '8/9', '2', '7/3'] -> ((7/3 / (8/9 - 4/5)) - (1/4 + 2))
[33218] ['1/7', '3/5', '5/8', '7/4', '9'] -> ((3/5 + 9) / (7/4 * (1/7 / 5/8)))
[33219] ['4/9', '5/8', '7/8', '5/4', '4'] -> (4 / (4/9 * (7/8 - (5/8 / 5/4))))
[33220] ['3/8', '4/7', '7/8', '7/5', '3'] -> (4/7 / ((7/8 / 3) - (3/8 / 7/5)))
[33221] ['1/6', '4/9', '5/7', '3/2', '6'] -> ((1/6 + ((3/2 + 6) / 5/7)) / 4/9)
[33222] ['1/2', '1', '8/7', '5/4', '9/4'] -> (((5/4 + 9/4) / (8/7 - 1)) - 1/2)
[33223] ['8/9', '5/4', '3/2', '8/5', '6'] -> (6 / (8/5 - (3/2 / (8/9 * 5/4))))
[33224] ['1/7', '3/5', '5/8', '9/5', '9'] -> (((3/5 / 1/7) + (9/5 + 9)) / 5/8)
[33225] ['1/4', '4/5', '8/9', '2', '8/3'] -> ((2 + (8/3 / 4/5)) / (1/4 * 8/9))
[33226] ['1/6', '4/9', '5/7', '8/5', '6'] -> (8/5 + (6 / (5/7 * (1/6 / 4/9))))
[33227] ['8/9', '5/4', '3/2', '5/3', '6'] -> ((5/3 / (8/9 - (5/4 / 3/2))) - 6)
[33228] ['2/7', '5/6', '4/3', '9/4', '8'] -> (((8 + (5/6 - 4/3)) / 2/7) - 9/4)
[33229] ['1/5', '2/9', '6/7', '9/7', '4'] -> (((6/7 + 4) / 1/5) - (2/9 * 9/7))
[33230] ['2/9', '4/5', '6/7', '7/8', '5'] -> ((5 / (2/9 / 4/5)) / (6/7 * 7/8))
[33231] ['9/7', '9/5', '7/3', '7/2', '4'] -> (4 / ((7/2 * (9/7 / 9/5)) - 7/3))
[33232] ['1/9', '2/9', '1/3', '9/4', '3'] -> ((1/3 / (1/9 - (2/9 / 9/4))) - 3)
[33233] ['1/6', '3/5', '7/5', '9/4', '5'] -> (((5 / (7/5 - 3/5)) - 9/4) / 1/6)
[33234] ['1/9', '1/8', '5/8', '7/4', '4'] -> (7/4 / (1/9 * (5/8 + (1/8 / 4))))
[33235] ['1/4', '4/5', '8/9', '2', '7/2'] -> ((8/9 + (2 / 1/4)) * (7/2 - 4/5))
[33236] ['3/8', '3/7', '8/9', '9/4', '4'] -> (3/8 + ((9/4 * 4) / (3/7 * 8/9)))
[33237] ['1/9', '2/9', '3/8', '2/5', '3'] -> (3 / ((1/9 / 2/5) + (2/9 - 3/8)))
[33238] ['8/9', '5/4', '3/2', '5/2', '6'] -> ((5/2 / ((8/9 * 3/2) - 5/4)) - 6)
[33239] ['1/5', '2/9', '6/7', '7/5', '4'] -> ((7/5 / (1/5 / 6/7)) + (4 / 2/9))
[33240] ['9/7', '9/5', '5/2', '5/2', '4'] -> (4 * (5/2 + (5/2 / (9/7 / 9/5))))
[33241] ['1/9', '1/8', '5/8', '9/5', '4'] -> (4 / (((5/8 - 1/8) / 9/5) - 1/9))
[33242] ['4/9', '5/8', '7/8', '3/2', '4'] -> ((4 / (4/9 * 3/2)) / (7/8 - 5/8))
[33243] ['1/7', '3/5', '5/8', '8/3', '9'] -> ((3/5 * 5/8) + (9 / (1/7 * 8/3)))
[33244] ['3/8', '4/7', '7/8', '5/2', '3'] -> ((5/2 + (4/7 * 7/8)) / (3/8 / 3))
[33245] ['8/9', '5/4', '3/2', '7/2', '6'] -> (8/9 * ((6 * (5/4 + 7/2)) - 3/2))
[33246] ['2/7', '5/6', '7/5', '3/2', '8'] -> ((8 * (2/7 + 3/2)) / (5/6 / 7/5))
[33247] ['3/8', '3/7', '8/9', '5/2', '4'] -> (((4 + (5/2 / 3/8)) / 3/7) - 8/9)
[33248] ['1/5', '2/9', '6/7', '3/2', '4'] -> (((4 / (6/7 - 2/9)) - 3/2) / 1/5)
[33249] ['1/9', '1/8', '5/8', '5/2', '4'] -> (((5/8 + 5/2) / 1/9) - (1/8 + 4))
[33250] ['1/9', '2/9', '3/8', '3/5', '3'] -> (3 / ((3/8 / 3/5) - (1/9 / 2/9)))
[33251] ['4/9', '5/8', '7/8', '7/4', '4'] -> ((5/8 + 7/8) / (4 - (7/4 / 4/9)))
[33252] ['1/8', '4/7', '4/5', '7/3', '5'] -> ((4/5 / 7/3) * (5 / (1/8 * 4/7)))
[33253] ['1/6', '4/9', '5/7', '7/3', '6'] -> ((5/7 / ((4/9 / 7/3) - 1/6)) - 6)
[33254] ['1/9', '2/9', '3/8', '5/7', '3'] -> (3 / ((5/7 * (1/9 + 3/8)) - 2/9))
[33255] ['3/8', '3/7', '8/9', '7/2', '4'] -> ((4 / (3/7 - 3/8)) / (8/9 * 7/2))
[33256] ['1/2', '1', '8/7', '9/7', '8/5'] -> (9/7 / ((1 / 8/5) - (1/2 * 8/7)))
[33257] ['8/9', '5/4', '8/5', '8/5', '6'] -> ((6 / 5/4) / ((8/5 / 8/9) - 8/5))
[33258] ['2/7', '5/6', '7/5', '8/5', '8'] -> ((8 + (8/5 / 2/7)) / (7/5 - 5/6))
[33259] ['1/9', '1/8', '5/8', '7/2', '4'] -> ((4 / 1/9) / ((5/8 / 1/8) - 7/2))
[33260] ['1/5', '2/9', '6/7', '7/4', '4'] -> (7/4 * ((4 / 2/9) - (6/7 / 1/5)))
[33261] ['2/7', '5/6', '7/5', '5/3', '8'] -> ((8 / (2/7 * 7/5)) / (5/3 - 5/6))
[33262] ['8/9', '5/4', '8/5', '5/3', '6'] -> ((6 + (8/5 * 5/3)) / (5/4 - 8/9))
[33263] ['1/7', '3/5', '2/3', '5/7', '9'] -> (2/3 + ((9 + (5/7 / 1/7)) / 3/5))
[33264] ['1/9', '1/8', '5/8', '4', '9/2'] -> (((1/9 * 9/2) + (5/8 * 4)) / 1/8)
[33265] ['3/8', '3/7', '8/9', '4', '9/2'] -> (((4 / 3/7) + (9/2 / 3/8)) / 8/9)
[33266] ['1/5', '2/9', '6/7', '9/5', '4'] -> (4 / ((2/9 * 9/5) - (1/5 / 6/7)))
[33267] ['9/7', '9/5', '8/3', '7/2', '4'] -> (4 / (8/3 - (7/2 * (9/7 / 9/5))))
[33268] ['2/9', '4/5', '6/7', '9/7', '5'] -> (6/7 + ((9/7 * 5) / (2/9 / 4/5)))
[33269] ['8/9', '5/4', '8/5', '7/4', '6'] -> (6 * (7/4 + (8/5 / (8/9 / 5/4))))
[33270] ['1/6', '3/5', '5/3', '7/4', '5'] -> ((5 / 1/6) / ((7/4 / 3/5) - 5/3))
[33271] ['2/7', '5/6', '7/5', '9/5', '8'] -> ((7/5 * 8) * (9/5 + (2/7 / 5/6)))
[33272] ['9/7', '9/5', '8/3', '4', '9/2'] -> (9/5 * (4 + (9/2 / (9/7 / 8/3))))
[33273] ['3/8', '4/7', '8/9', '8/7', '3'] -> (3 / (8/7 - (3/8 + (4/7 / 8/9))))
[33274] ['1/2', '1', '8/7', '9/7', '9/4'] -> ((9/7 / 1/2) / (9/4 - (1 + 8/7)))
[33275] ['1/6', '3/5', '5/3', '9/4', '5'] -> (5 / (1/6 * (9/4 - (3/5 * 5/3))))
[33276] ['9/7', '9/5', '7/2', '7/2', '4'] -> (4 * (7/2 + (7/2 * (9/7 / 9/5))))
[33277] ['4/9', '5/8', '7/8', '7/2', '4'] -> (4 / (4/9 * (5/8 - (7/8 / 7/2))))
[33278] ['1/2', '1', '8/7', '9/7', '7/3'] -> (1 / ((1/2 * 7/3) - (9/7 / 8/7)))
[33279] ['1/9', '2/9', '3/8', '7/5', '3'] -> (3 / (((1/9 + 3/8) / 7/5) - 2/9))
[33280] ['8/9', '5/4', '8/5', '7/2', '6'] -> (5/4 * ((7/2 * 6) - (8/5 / 8/9)))
[33281] ['1/6', '4/9', '3/4', '8/7', '6'] -> (6 / (4/9 - ((1/6 / 3/4) / 8/7)))
[33282] ['3/8', '4/7', '8/9', '6/5', '3'] -> ((3 / (3/8 * (8/9 - 4/7))) - 6/5)
[33283] ['3/8', '3/7', '9/8', '5/4', '4'] -> ((9/8 / ((3/8 * 5/4) - 3/7)) - 4)
[33284] ['1/9', '1/8', '2/3', '6/5', '4'] -> ((2/3 / 4) / (1/9 - (1/8 / 6/5)))
[33285] ['4/9', '5/8', '8/9', '8/9', '4'] -> ((4 / 4/9) / ((8/9 / 8/9) - 5/8))
[33286] ['1/7', '3/5', '2/3', '7/8', '9'] -> (9 / (7/8 * (2/3 - (1/7 / 3/5))))
[33287] ['1/4', '4/5', '9/8', '7/4', '2'] -> ((9/8 / 1/4) / ((7/4 / 4/5) - 2))
[33288] ['9/7', '9/5', '4', '9/2', '9/2'] -> (4 * ((9/2 / 9/7) + (9/2 / 9/5)))
[33289] ['2/7', '5/6', '7/5', '7/2', '8'] -> (8 / (5/6 * (7/5 - (2/7 * 7/2))))
[33290] ['1/6', '3/5', '7/4', '9/5', '5'] -> ((5 / 1/6) / ((9/5 / 3/5) - 7/4))
[33291] ['1/9', '2/9', '3/8', '8/5', '3'] -> (3 / (3/8 - (1/9 + (2/9 / 8/5))))
[33292] ['1/8', '4/7', '5/6', '9/8', '5'] -> (5 / ((5/6 / 4/7) - (1/8 + 9/8)))
[33293] ['2/9', '4/5', '6/7', '7/4', '5'] -> ((7/4 * 5) * ((4/5 / 2/9) - 6/7))
[33294] ['1/2', '1', '8/7', '4/3', '7/5'] -> (8/7 / ((1 / 7/5) - (1/2 * 4/3)))
