[230491] ['7/8', '8/5', '5/3', '7/2', '8'] -> (5/3 * (8 + (7/2 / (7/8 / 8/5))))
[237638] ['1/2', '3/4', '7/6', '6/5', '6'] -> ((6 / (1/2 * 6/5)) / (7/6 - 3/4))
[237639] ['1/8', '1/2', '8/9', '9/5', '9'] -> (9 / ((1/2 * 8/9) - (1/8 / 9/5)))
[237640] ['1/4', '4/5', '7/5', '8/3', '3'] -> ((3 * (8/3 + (7/5 / 1/4))) - 4/5)
[237641] ['7/6', '5/4', '8/5', '5/2', '5'] -> ((5/2 * 5) / (5/4 - (7/6 / 8/5)))
[237642] ['7/6', '5/4', '9/7', '8/5', '9'] -> ((9/7 + 9) * (8/5 * (7/6 * 5/4)))
[237643] ['1/9', '1/6', '2/9', '8/7', '2'] -> (2 / ((1/9 + 1/6) - (2/9 / 8/7)))
[237644] ['1/2', '3/4', '7/6', '7/5', '6'] -> ((6 / 3/4) / ((7/6 / 7/5) - 1/2))
[237645] ['3/4', '8/7', '9/4', '8/3', '6'] -> (6 * (9/4 + (8/3 * (3/4 / 8/7))))
[237646] ['1/4', '4/5', '7/5', '3', '9/2'] -> (9/2 * ((7/5 / 1/4) - (4/5 / 3)))
[237647] ['7/6', '5/4', '8/5', '7/2', '5'] -> (5 / (((7/2 - 7/6) / 8/5) - 5/4))
[237648] ['3/7', '6/5', '3/2', '5/3', '7'] -> (7 * (3/7 + (5/3 * (6/5 * 3/2))))
[237649] ['1/4', '4/5', '3/2', '7/4', '3'] -> (3 / ((1/4 + 7/4) - (3/2 / 4/5)))
[237650] ['9/8', '4/3', '9/5', '7/2', '8'] -> (8 / ((7/2 / (4/3 * 9/5)) - 9/8))
[237651] ['1/7', '5/6', '1', '8/5', '9/4'] -> ((9/4 / (1/7 / 8/5)) - (1 / 5/6))
[237652] ['1/5', '7/8', '8/5', '8/3', '6'] -> ((8/5 * ((8/3 * 6) - 7/8)) - 1/5)
[237653] ['7/6', '5/4', '9/7', '9/5', '9'] -> (9 / (5/4 * (9/5 - (7/6 * 9/7))))
[237654] ['3/7', '6/5', '3/2', '7/4', '7'] -> (7 * ((3/7 + 7/4) + (3/2 / 6/5)))
[237655] ['7/6', '5/4', '5/3', '9/4', '5'] -> ((9/4 / (5/4 - 7/6)) - (5 / 5/3))
[237656] ['3/7', '6/5', '3/2', '9/5', '7'] -> (7 * ((3/7 + 3/2) + (9/5 / 6/5)))
[237657] ['1/6', '1/2', '7/9', '9/5', '7'] -> (((1/6 + 7) / (7/9 - 1/2)) - 9/5)
[237658] ['1/5', '4/9', '3/4', '4/3', '2'] -> (2 / (1/5 * (3/4 - (4/9 / 4/3))))
[237659] ['1/5', '7/8', '8/5', '9/2', '6'] -> (((8/5 / 1/5) - 9/2) / (7/8 / 6))
[237660] ['3/7', '6/5', '3/2', '9/4', '7'] -> (3/2 + ((3/7 + 9/4) * (6/5 * 7)))
[237661] ['5/6', '9/7', '8/5', '7/4', '2'] -> ((2 / 7/4) / ((5/6 * 8/5) - 9/7))
[237662] ['1/9', '1/6', '1/4', '2/7', '2'] -> (((1/6 / (2/7 - 1/4)) - 2) / 1/9)
[237663] ['1/6', '1/2', '7/9', '9/4', '7'] -> ((1/6 + ((9/4 + 7) / 1/2)) / 7/9)
[237664] ['5/6', '9/7', '8/5', '9/5', '2'] -> (8/5 / ((2 / (5/6 * 9/7)) - 9/5))
[237665] ['3/7', '6/5', '3/2', '7/3', '7'] -> ((7/3 - 3/7) * (7 * (6/5 * 3/2)))
[237666] ['1/5', '4/9', '3/4', '7/5', '2'] -> (((7/5 / 4/9) - 3/4) / (1/5 / 2))
[237667] ['2/5', '3/7', '7/8', '5/4', '8'] -> (3/7 + ((8 + (5/4 / 7/8)) / 2/5))
[237668] ['3/4', '7/6', '7/6', '5/4', '6'] -> (6 * ((7/6 + 7/6) + (5/4 / 3/4)))
[237669] ['9/8', '7/5', '7/5', '8/5', '8'] -> ((8 * (8/5 + (9/8 * 7/5))) - 7/5)
[237670] ['7/6', '5/4', '4/3', '8/5', '9'] -> (9 * (7/6 + (8/5 * (5/4 / 4/3))))
[237671] ['7/6', '5/4', '7/4', '7/4', '5'] -> (5 / (5/4 * (7/6 - (7/4 / 7/4))))
[237672] ['1/5', '7/8', '5/3', '9/4', '6'] -> ((7/8 * 6) + (9/4 / (1/5 / 5/3)))
[237673] ['1/5', '4/9', '3/4', '3/2', '2'] -> ((3/2 / 1/5) / (2 - (3/4 / 4/9)))
[237674] ['3/7', '6/5', '3/2', '8/3', '7'] -> ((3/2 - 3/7) * (7 * (6/5 * 8/3)))
[237675] ['1/7', '5/6', '1', '5/3', '7/4'] -> (1 / ((7/4 * (1/7 + 5/6)) - 5/3))
[237676] ['9/8', '7/5', '7/5', '5/3', '8'] -> ((9/8 * 8) * (5/3 + (7/5 / 7/5)))
[237677] ['1/8', '1/2', '8/7', '8/5', '9'] -> ((8/7 + 8/5) * (9 - (1/8 / 1/2)))
[237678] ['3/4', '7/6', '7/6', '7/5', '6'] -> (6 / (3/4 * (7/6 - (7/6 / 7/5))))
[237679] ['7/6', '5/4', '4/3', '9/5', '9'] -> ((9 / (5/4 * 9/5)) / (4/3 - 7/6))
[237680] ['1/7', '5/6', '1', '5/3', '9/5'] -> (((9/5 / (1/7 / 5/3)) - 1) / 5/6)
[237681] ['5/6', '9/7', '8/5', '2', '5/2'] -> ((5/6 * 8/5) / (2 - (5/2 / 9/7)))
[237682] ['1/5', '4/9', '3/4', '7/4', '2'] -> (2 / (7/4 - (3/4 / (1/5 / 4/9))))
[237683] ['9/8', '7/5', '7/5', '7/4', '8'] -> ((7/5 / 7/5) + (8 * (9/8 + 7/4)))
[237684] ['1/6', '1/2', '4/5', '6/7', '7'] -> (((6/7 / 4/5) - 1/2) / (1/6 / 7))
[237685] ['1/9', '1/6', '1/4', '4/5', '2'] -> ((1/4 / 1/6) + (2 / (1/9 * 4/5)))
[237686] ['1/2', '3/4', '9/7', '5/3', '6'] -> (6 / ((1/2 * 5/3) - (3/4 / 9/7)))
[237687] ['1/5', '7/8', '5/3', '5/2', '6'] -> ((6 / 5/3) / ((7/8 / 5/2) - 1/5))
[237688] ['7/6', '5/4', '7/4', '7/3', '5'] -> ((5 / 5/4) / ((7/3 / 7/4) - 7/6))
[237689] ['2/5', '3/7', '7/8', '3/2', '8'] -> ((3/2 / (3/7 * 7/8)) + (8 / 2/5))
[237690] ['3/7', '6/5', '8/5', '8/5', '7'] -> (8/5 * ((7 / 3/7) - (8/5 / 6/5)))
[237691] ['9/8', '7/5', '7/5', '7/3', '8'] -> ((7/5 + 7/3) * (8 * (9/8 / 7/5)))
[237692] ['1/4', '4/5', '5/3', '5/2', '3'] -> ((5/2 + (5/3 * 3)) / (1/4 / 4/5))
[237693] ['2/5', '3/7', '7/8', '5/3', '8'] -> (8 / ((5/3 * (2/5 / 7/8)) - 3/7))
[237694] ['7/6', '5/4', '4/3', '9/2', '9'] -> (9 * ((7/6 * 9/2) - (5/4 + 4/3)))
[237695] ['3/4', '7/6', '7/6', '5/3', '6'] -> (6 / ((3/4 * 5/3) - (7/6 / 7/6)))
[237696] ['1/8', '1/2', '8/7', '9/4', '9'] -> (((9 / (8/7 * 9/4)) - 1/2) / 1/8)
[237697] ['9/8', '7/5', '7/5', '5/2', '8'] -> ((8 + (7/5 + 7/5)) / (9/8 / 5/2))
[237698] ['1/5', '4/9', '3/4', '2', '5/2'] -> (((3/4 / 5/2) + (2 / 4/9)) / 1/5)
[237699] ['7/6', '5/4', '7/4', '8/3', '5'] -> (5/4 / (((5 - 7/4) / 8/3) - 7/6))
[237700] ['1/4', '4/5', '5/3', '3', '7/2'] -> ((3 / 5/3) / ((1/4 * 7/2) - 4/5))
[237701] ['1/7', '5/6', '1', '5/3', '8/3'] -> (8/3 * ((1 / 1/7) + (5/3 / 5/6)))
[237702] ['1/8', '1/2', '8/7', '7/3', '9'] -> (9 * ((1/8 + 1/2) + (7/3 / 8/7)))
[237703] ['2/5', '3/7', '7/8', '7/4', '8'] -> (((7/4 + 8) / 2/5) - (3/7 * 7/8))
[237704] ['1/9', '1/6', '1/4', '8/7', '2'] -> (((1/4 / 1/9) + (2 / 8/7)) / 1/6)
[237705] ['9/8', '7/5', '7/5', '7/2', '8'] -> (((7/2 * 8) - (7/5 / 7/5)) / 9/8)
[237706] ['1/5', '7/8', '7/4', '7/4', '6'] -> (6 / (1/5 * (7/4 - (7/8 / 7/4))))
[237707] ['3/7', '6/5', '8/5', '5/2', '7'] -> ((8/5 * 7) * (5/2 - (3/7 / 6/5)))
[237708] ['1/4', '4/5', '7/4', '7/4', '3'] -> (3 / (((7/4 - 1/4) / 4/5) - 7/4))
[237709] ['7/6', '5/4', '7/5', '3/2', '9'] -> (9 / (5/4 * (3/2 - (7/5 / 7/6))))
[237710] ['2/5', '3/7', '7/8', '9/5', '8'] -> ((9/5 - 3/7) * (8 / (2/5 / 7/8)))
[237711] ['7/6', '5/4', '9/5', '9/5', '5'] -> (5 / (5/4 * (7/6 - (9/5 / 9/5))))
[237712] ['9/8', '7/5', '7/5', '9/2', '8'] -> (8 * ((9/2 / 9/8) - (7/5 / 7/5)))
[237713] ['2/9', '2/7', '7/8', '1', '9/2'] -> (((1 + (9/2 / 2/9)) / 7/8) - 2/7)
[237714] ['1/4', '4/5', '7/4', '7/3', '3'] -> ((1/4 + 7/4) / (3 - (7/3 / 4/5)))
[237715] ['3/7', '6/5', '8/5', '8/3', '7'] -> ((8/3 + (7 / (3/7 / 8/5))) / 6/5)
[237716] ['1/2', '3/4', '7/5', '9/4', '6'] -> (6 * (9/4 + (7/5 * (1/2 + 3/4))))
[237717] ['1/6', '1/2', '4/5', '9/7', '7'] -> ((4/5 * 7) * (9/7 + (1/2 / 1/6)))
[237718] ['1/8', '1/2', '7/6', '6/5', '9'] -> (7/6 / ((1/8 / 6/5) - (1/2 / 9)))
[237719] ['7/6', '5/4', '7/5', '7/3', '9'] -> ((7/5 + (7/3 * 9)) / (7/6 / 5/4))
[237720] ['2/5', '3/7', '7/8', '7/3', '8'] -> (((3/7 * 7/3) + (8 / 2/5)) / 7/8)
[237721] ['1/2', '3/4', '7/5', '7/3', '6'] -> (6 / (7/5 * (1/2 - (3/4 / 7/3))))
[237722] ['1/5', '4/9', '7/9', '6/7', '2'] -> (((7/9 * 6/7) + (2 / 1/5)) / 4/9)
[237723] ['1/9', '1/6', '2/7', '2/7', '2'] -> ((2/7 / (1/6 * 2/7)) + (2 / 1/9))
[237724] ['2/9', '2/7', '8/9', '1', '7/6'] -> ((1 / 7/6) / (2/7 - (2/9 / 8/9)))
[237725] ['1/5', '7/8', '7/4', '9/2', '6'] -> (7/8 * ((6 / 1/5) - (9/2 / 7/4)))
[237726] ['2/5', '3/7', '7/8', '5/2', '8'] -> ((8 + (2/5 * 5/2)) / (3/7 * 7/8))
[237727] ['7/6', '5/4', '9/5', '7/2', '5'] -> (5 / ((5/4 * (7/6 + 9/5)) - 7/2))
[237728] ['1/8', '1/2', '7/6', '7/5', '9'] -> (((7/6 / 7/5) - 1/2) / (1/8 / 9))
[237729] ['3/7', '6/5', '5/3', '7/4', '7'] -> (6/5 / ((7 * (3/7 / 5/3)) - 7/4))
[237730] ['1/2', '3/4', '7/5', '8/3', '6'] -> ((3/4 / ((7/5 / 8/3) - 1/2)) - 6)
[237731] ['2/5', '3/7', '7/8', '8/3', '8'] -> ((3/7 * 8/3) + (8 / (2/5 * 7/8)))
[237732] ['1/4', '4/5', '7/4', '3', '9/2'] -> (1/4 + ((4/5 + 3) * (7/4 + 9/2)))
[237733] ['1/7', '5/6', '1', '7/4', '7/2'] -> (1 / ((7/2 * (1/7 * 7/4)) - 5/6))
[237734] ['1/5', '7/8', '9/5', '9/5', '6'] -> (6 / ((9/5 / (9/5 - 1/5)) - 7/8))
[237735] ['7/6', '5/4', '7/5', '9/2', '9'] -> (5/4 * (9/2 + (9 * (7/6 * 7/5))))
[237736] ['3/4', '7/6', '6/5', '8/5', '6'] -> ((8/5 + (7/6 * 6/5)) / (3/4 / 6))
[237737] ['5/6', '9/7', '5/3', '2', '9/2'] -> (9/2 / ((5/6 / (5/3 - 9/7)) - 2))
[237738] ['7/6', '5/4', '9/4', '9/4', '5'] -> (5 / (5/4 * (7/6 - (9/4 / 9/4))))
[237739] ['1/8', '1/2', '7/6', '8/5', '9'] -> ((7/6 * 9) / (1/8 + (1/2 / 8/5)))
[237740] ['1/2', '3/4', '7/5', '9/2', '6'] -> ((9/2 / (7/5 - (1/2 + 3/4))) - 6)
[237741] ['7/6', '5/4', '3/2', '8/5', '9'] -> ((5/4 * 8/5) * (3/2 + (7/6 * 9)))
[237742] ['7/6', '5/4', '9/4', '7/3', '5'] -> (((7/6 + 5/4) / (7/3 - 9/4)) - 5)
[237743] ['3/4', '7/6', '6/5', '5/3', '6'] -> (6 / ((3/4 - 6/5) + (7/6 / 5/3)))
[237744] ['1/8', '1/2', '7/6', '9/5', '9'] -> ((9 / (1/8 * 9/5)) / (1/2 + 7/6))
[237745] ['2/5', '3/7', '7/8', '9/2', '8'] -> ((7/8 * 8) * (9/2 - (3/7 / 2/5)))
[237746] ['1/7', '5/6', '1', '9/5', '9/5'] -> (((9/5 + 9/5) / 1/7) - (1 / 5/6))
[237747] ['1/4', '4/5', '9/4', '5/2', '3'] -> ((4/5 * 5/2) * (3 + (9/4 / 1/4)))
[237748] ['7/6', '5/4', '9/4', '8/3', '5'] -> ((5 / (9/4 * (5/4 - 7/6))) - 8/3)
[237749] ['1/2', '3/4', '8/5', '7/3', '6'] -> ((1/2 / ((3/4 + 8/5) - 7/3)) - 6)
[237750] ['3/4', '7/6', '6/5', '7/3', '6'] -> ((6/5 / (7/6 - 3/4)) * (7/3 + 6))
[237751] ['9/8', '7/5', '8/5', '7/4', '8'] -> (8/5 + ((7/5 + 7/4) / (9/8 / 8)))
[237752] ['2/5', '3/7', '8/9', '9/8', '8'] -> ((8/9 / (3/7 - 2/5)) - (8 / 9/8))
[237753] ['3/7', '6/5', '5/3', '7/2', '7'] -> ((7/2 * (3/7 + 7)) - (6/5 * 5/3))
[237754] ['1/8', '1/2', '6/5', '9/7', '9'] -> ((9 / 9/7) / ((1/2 / 6/5) - 1/8))
[237755] ['3/4', '7/6', '6/5', '5/2', '6'] -> (6 * ((3/4 + 7/6) + (5/2 / 6/5)))
[237756] ['1/4', '4/5', '9/4', '8/3', '3'] -> ((9/4 * 8/3) * (1/4 + (3 / 4/5)))
[237757] ['9/8', '7/5', '8/5', '9/5', '8'] -> (9/5 / ((7/5 - 9/8) - (8/5 / 8)))
[237758] ['1/5', '7/8', '9/4', '7/2', '6'] -> (7/2 * ((9/4 / (1/5 * 7/8)) - 6))
[237759] ['1/6', '1/2', '5/6', '8/7', '7'] -> ((7 / (1/2 / 8/7)) / (5/6 - 1/6))
[237760] ['2/9', '2/7', '8/9', '1', '5/3'] -> ((1 + 5/3) / (8/9 - (2/9 / 2/7)))
[237761] ['7/6', '5/4', '7/3', '7/3', '5'] -> (5 / (5/4 * (7/6 - (7/3 / 7/3))))
[237762] ['1/5', '4/9', '7/9', '4/3', '2'] -> ((2 / 1/5) / ((7/9 / 4/9) - 4/3))
[237763] ['7/6', '5/4', '8/5', '9/4', '9'] -> (9 * ((8/5 * 9/4) - (7/6 / 5/4)))
[237764] ['2/5', '3/7', '8/9', '7/6', '8'] -> ((8/9 / 2/5) + (8 / (3/7 / 7/6)))
[237765] ['1/7', '5/6', '1', '9/5', '5/2'] -> (9/5 + ((1 + (5/2 / 1/7)) / 5/6))
[237766] ['1/5', '7/8', '7/3', '7/3', '6'] -> ((7/3 / 1/5) / (7/8 - (7/3 / 6)))
[237767] ['9/8', '7/5', '8/5', '7/2', '8'] -> ((7/5 + (8 * (9/8 + 7/2))) / 8/5)
[237768] ['1/5', '4/9', '7/9', '7/5', '2'] -> ((4/9 + (2 * (7/9 + 7/5))) / 1/5)
[237769] ['3/4', '7/6', '5/4', '7/5', '6'] -> (6 / ((5/4 / 7/5) - (3/4 / 7/6)))
[237770] ['3/7', '6/5', '7/4', '9/5', '7'] -> (6/5 + (7/4 * (3/7 + (9/5 * 7))))
[237771] ['1/4', '4/5', '7/3', '7/3', '3'] -> (3 + ((7/3 + (7/3 / 4/5)) / 1/4))
[237772] ['1/9', '1/6', '2/7', '9/8', '2'] -> (2 / (2/7 * (1/6 + (1/9 * 9/8))))
[237773] ['2/5', '3/7', '8/9', '9/7', '8'] -> (8 / (9/7 - (8/9 / (2/5 / 3/7))))
[237774] ['1/2', '7/9', '7/9', '7/9', '6'] -> ((7/9 + 7/9) * (6 / (1/2 * 7/9)))
[237775] ['1/7', '5/6', '1', '9/5', '7/2'] -> ((1 - (5/6 * 9/5)) + (7/2 / 1/7))
[237776] ['7/6', '5/4', '5/3', '5/3', '9'] -> ((9 / (5/4 / 5/3)) / (5/3 - 7/6))
[237777] ['3/7', '6/5', '7/4', '9/4', '7'] -> ((3/7 * 7) / ((9/4 / 6/5) - 7/4))
[237778] ['3/4', '7/6', '5/4', '7/4', '6'] -> (((3/4 + 7/4) / (5/4 - 7/6)) - 6)
[237779] ['1/5', '4/9', '7/9', '5/3', '2'] -> (((7/9 + 5/3) / (1/5 / 2)) - 4/9)
[237780] ['1/6', '1/2', '6/7', '8/9', '7'] -> ((6/7 + (1/2 / 1/6)) * (8/9 * 7))
[237781] ['7/6', '5/4', '5/3', '9/5', '9'] -> (9 / (9/5 * (5/3 - (7/6 * 5/4))))
[237782] ['1/9', '1/6', '2/7', '6/5', '2'] -> ((2 / (2/7 * (1/9 + 1/6))) - 6/5)
[237783] ['2/9', '2/7', '8/9', '1', '5/2'] -> ((5/2 + (1 / 2/7)) / (2/9 / 8/9))
[237784] ['7/6', '5/4', '8/3', '8/3', '5'] -> (5 / (5/4 * (7/6 - (8/3 / 8/3))))
[237785] ['2/5', '3/7', '8/9', '7/5', '8'] -> (((3/7 * 7/5) + (8 / 8/9)) / 2/5)
[237786] ['9/8', '7/5', '5/3', '9/4', '8'] -> (8 / ((7/5 * 5/3) - (9/4 / 9/8)))
[237787] ['1/4', '4/5', '7/3', '3', '9/2'] -> (((7/3 * 9/2) - 3) / (1/4 / 4/5))
[237788] ['1/2', '7/9', '7/9', '5/6', '6'] -> (6 * (7/9 + ((7/9 + 5/6) / 1/2)))
[237789] ['3/4', '7/6', '9/7', '9/7', '6'] -> ((9/7 + 9/7) * (6 / (3/4 / 7/6)))
[237790] ['1/9', '1/6', '2/7', '5/4', '2'] -> (((5/4 + 2) - (1/6 / 2/7)) / 1/9)
[237791] ['7/6', '5/4', '5/3', '8/3', '9'] -> ((8/3 + 9) / (7/6 * (5/3 - 5/4)))
[237792] ['1/8', '1/2', '9/7', '7/5', '9'] -> ((9/7 * 9) / (1/8 + (1/2 / 7/5)))
[237793] ['9/8', '7/5', '5/3', '5/2', '8'] -> ((8 * (5/2 + (9/8 / 5/3))) - 7/5)
[237794] ['1/6', '1/2', '6/7', '6/5', '7'] -> ((6/7 * 7) / ((1/2 / 6/5) - 1/6))
[237795] ['1/5', '7/8', '5/2', '5/2', '6'] -> (((5/2 / 1/5) + (5/2 + 6)) / 7/8)
[237796] ['7/6', '5/4', '7/4', '7/4', '9'] -> ((7/6 * 9) / ((5/4 * 7/4) - 7/4))
[237797] ['3/4', '7/6', '9/7', '4/3', '6'] -> ((6 / 7/6) / ((9/7 / 4/3) - 3/4))
[237798] ['1/9', '1/6', '2/7', '7/5', '2'] -> (((2/7 / 1/9) + (2 / 7/5)) / 1/6)
[237799] ['1/2', '7/9', '7/9', '9/8', '6'] -> ((1/2 * 6) / (9/8 - (7/9 / 7/9)))
[237800] ['3/7', '6/5', '7/4', '7/2', '7'] -> ((7/2 * (7 + (3/7 / 6/5))) - 7/4)
[237801] ['1/5', '4/9', '7/9', '2', '7/3'] -> (2 * ((7/3 / 1/5) - (4/9 - 7/9)))
[237802] ['2/5', '3/7', '8/9', '8/5', '8'] -> ((8 + (8/5 / 3/7)) / (8/9 - 2/5))
[237803] ['1/7', '5/6', '1', '9/4', '5/2'] -> (9/4 * (((5/2 - 5/6) / 1/7) - 1))
[237804] ['1/6', '1/2', '6/7', '5/4', '7'] -> (((6/7 * 5/4) - 1/2) / (1/6 / 7))
[237805] ['1/8', '1/2', '9/7', '3/2', '9'] -> (1/2 / ((3/2 / (9/7 + 9)) - 1/8))
[237806] ['1/4', '4/5', '8/3', '3', '9/2'] -> (9/2 * (3 + (4/5 * (1/4 + 8/3))))
[237807] ['7/6', '9/7', '9/7', '8/5', '5'] -> ((9/7 + 9/7) * (5 * (7/6 * 8/5)))
[237808] ['9/8', '7/5', '5/3', '9/2', '8'] -> (7/5 / (9/8 - (8 / (5/3 * 9/2))))
[237809] ['3/7', '6/5', '7/4', '9/2', '7'] -> ((9/2 / (3/7 - (7/4 / 7))) - 6/5)
[237810] ['1/4', '4/5', '3', '7/2', '7/2'] -> ((3 + 7/2) + (7/2 / (1/4 * 4/5)))
[237811] ['1/8', '1/2', '9/7', '8/5', '9'] -> (((9 / (1/2 + 8/5)) - 9/7) / 1/8)
[237812] ['7/6', '5/4', '9/5', '7/3', '9'] -> ((7/3 + 9) / (7/6 - (5/4 / 9/5)))
[237813] ['1/7', '5/6', '1', '9/4', '7/2'] -> (((1 + 7/2) / (1/7 / 5/6)) - 9/4)
[237814] ['1/2', '7/9', '7/9', '5/4', '6'] -> (6 / ((1/2 - 5/4) + (7/9 / 7/9)))
[237815] ['3/4', '7/6', '9/7', '5/3', '6'] -> (6 / ((7/6 * 9/7) - (3/4 * 5/3)))
[237816] ['1/4', '5/6', '5/6', '5/6', '3'] -> ((5/6 + 5/6) * (3 / (1/4 * 5/6)))
[237817] ['1/8', '1/2', '9/7', '7/4', '9'] -> ((9/7 + 9) / (1/2 - (1/8 / 7/4)))
[237818] ['7/6', '5/4', '9/5', '8/3', '9'] -> ((9 / 5/4) / ((7/6 + 9/5) - 8/3))
[237819] ['1/9', '1/6', '2/7', '5/3', '2'] -> ((1/6 + (5/3 / 2/7)) + (2 / 1/9))
[237820] ['5/6', '9/7', '2', '9/4', '8/3'] -> (2 / (8/3 - (5/6 + (9/4 / 9/7))))
[237821] ['7/6', '9/7', '9/7', '9/5', '5'] -> (5 * (9/5 + (7/6 * (9/7 + 9/7))))
[237822] ['1/2', '7/9', '7/9', '9/7', '6'] -> ((7/9 + 7/9) * (6 / (1/2 / 9/7)))
[237823] ['1/6', '1/2', '6/7', '5/3', '7'] -> ((6/7 / 1/2) / ((5/3 / 7) - 1/6))
[237824] ['1/5', '7/8', '8/3', '9/2', '6'] -> (6 * ((9/2 / (7/8 - 1/5)) - 8/3))
[237825] ['1/8', '1/2', '9/7', '9/5', '9'] -> (9 / ((1/8 / 9/7) + (1/2 / 9/5)))
[237826] ['1/7', '5/6', '1', '7/3', '5/2'] -> (((1 / 7/3) + (5/2 / 5/6)) / 1/7)
[237827] ['1/9', '1/6', '2/7', '7/4', '2'] -> (((1/6 + 2) + (2/7 * 7/4)) / 1/9)
[237828] ['1/5', '4/9', '7/9', '2', '9/2'] -> (((9/2 + (7/9 / 2)) / 1/5) - 4/9)
[237829] ['7/6', '9/7', '9/7', '9/4', '5'] -> ((9/7 / 9/4) * (5 / (9/7 - 7/6)))
[237830] ['1/2', '7/9', '7/9', '4/3', '6'] -> (6 / (((7/9 / 7/9) / 4/3) - 1/2))
[237831] ['1/4', '5/6', '5/6', '8/9', '3'] -> ((5/6 + (3 * (5/6 + 8/9))) / 1/4)
[237832] ['7/6', '5/4', '9/5', '9/2', '9'] -> (5/4 * (9 + (9/5 * (7/6 + 9/2))))
[237833] ['1/4', '5/6', '5/6', '9/8', '3'] -> (3 / ((1/4 - 9/8) + (5/6 / 5/6)))
[237834] ['1/5', '8/9', '8/9', '8/9', '6'] -> (((8/9 / 1/5) - 8/9) / (8/9 / 6))
[237835] ['1/9', '1/6', '2/7', '9/5', '2'] -> ((1/9 + (2 / (2/7 * 9/5))) / 1/6)
[237836] ['1/8', '1/2', '9/7', '5/2', '9'] -> ((1/2 + (9 / 9/7)) / (1/8 * 5/2))
[237837] ['9/8', '7/5', '7/4', '8/3', '8'] -> ((8 / 8/3) / ((7/4 / 7/5) - 9/8))
[237838] ['1/7', '5/6', '1', '7/3', '9/2'] -> (((9/2 + (7/3 / 1/7)) / 5/6) - 1)
[237839] ['3/4', '7/6', '4/3', '7/5', '6'] -> (6 / ((3/4 - 4/3) + (7/6 / 7/5)))
[237840] ['7/6', '5/4', '7/3', '7/3', '9'] -> ((7/3 * 9) / (7/3 - (7/6 * 5/4)))
[237841] ['1/9', '1/6', '2/7', '2', '9/4'] -> (2 / (((1/9 / 1/6) / 2/7) - 9/4))
[237842] ['1/5', '8/9', '8/9', '9/8', '6'] -> ((9/8 * 6) * ((8/9 / 1/5) - 8/9))
[237843] ['7/6', '9/7', '9/7', '8/3', '5'] -> ((7/6 * 8/3) * (9/7 + (9/7 * 5)))
[237844] ['3/7', '6/5', '9/4', '8/3', '7'] -> ((6/5 * 7) * (8/3 + (3/7 / 9/4)))
[237845] ['1/8', '1/2', '9/7', '7/2', '9'] -> (((9 / 9/7) - (1/2 + 7/2)) / 1/8)
[237846] ['2/9', '2/7', '1', '9/8', '3/2'] -> (1 / ((3/2 * (2/9 / 2/7)) - 9/8))
[237847] ['1/2', '7/9', '7/9', '5/3', '6'] -> (6 * ((7/9 / 1/2) + (7/9 + 5/3)))
[237848] ['7/6', '5/4', '7/3', '8/3', '9'] -> ((8/3 + (7/6 / 5/4)) * (9 - 7/3))
[237849] ['1/4', '5/6', '5/6', '6/5', '3'] -> ((5/6 + 5/6) * (3 / (1/4 / 6/5)))
[237850] ['2/5', '3/7', '8/9', '7/2', '8'] -> ((3/7 * 7/2) + (8 / (2/5 * 8/9)))
[237851] ['3/4', '7/6', '4/3', '5/3', '6'] -> (4/3 + ((7/6 + 5/3) / (3/4 / 6)))
[237852] ['1/7', '5/6', '1', '5/2', '8/3'] -> ((5/6 - 5/2) + ((1 + 8/3) / 1/7))
[237853] ['7/6', '5/4', '7/3', '7/2', '9'] -> (7/2 + ((5/4 + 9) / (7/6 / 7/3)))
[237854] ['7/6', '9/7', '9/7', '9/2', '5'] -> (9/7 * (7/6 + (5 / (9/7 / 9/2))))
[237855] ['1/5', '4/9', '4/5', '9/8', '2'] -> ((4/5 + (2 / (4/9 * 9/8))) / 1/5)
[237856] ['1/4', '5/6', '5/6', '9/7', '3'] -> ((3 + (5/6 + 5/6)) / (1/4 / 9/7))
[237857] ['5/6', '9/7', '2', '7/3', '9/2'] -> (9/7 * ((9/2 * (2 + 7/3)) - 5/6))
[237858] ['1/6', '1/2', '7/8', '5/3', '7'] -> ((5/3 - 1/6) * (7 / (1/2 * 7/8)))
[237859] ['3/4', '7/6', '4/3', '9/5', '6'] -> (6 / ((3/4 / 9/5) + (7/6 - 4/3)))
[237860] ['1/9', '1/6', '2/7', '2', '7/2'] -> ((2 / 1/9) + (7/2 / (1/6 / 2/7)))
[237861] ['7/6', '9/7', '4/3', '4/3', '5'] -> (5 / (4/3 - ((7/6 * 9/7) / 4/3)))
[237862] ['1/5', '4/9', '4/5', '7/6', '2'] -> (2 / ((1/5 / 4/9) + (4/5 - 7/6)))
[237863] ['1/4', '5/6', '5/6', '7/4', '3'] -> (3 * ((5/6 / 5/6) + (7/4 / 1/4)))
[237864] ['5/6', '9/7', '2', '5/2', '8/3'] -> (8/3 / (5/2 - (5/6 + (2 / 9/7))))
[237865] ['7/6', '9/7', '9/7', '9/7', '9'] -> ((7/6 * 9) * (9/7 + (9/7 / 9/7)))
[237866] ['1/6', '1/2', '8/9', '8/7', '7'] -> ((8/7 - 1/2) * (7 / (1/6 / 8/9)))
