[186166] ['1/8', '8/9', '1', '7/4', '9/4'] -> ((8/9 * 9/4) + ((1 + 7/4) / 1/8))
[193511] ['1/7', '1/6', '1/4', '1', '5/2'] -> (5/2 / (1/4 - (1/6 / (1/7 + 1))))
[193512] ['1/3', '3/4', '7/5', '7/4', '6'] -> (((3/4 + 6) + (7/4 / 7/5)) / 1/3)
[193513] ['3/5', '7/8', '5/3', '5/2', '6'] -> ((5/2 + (3/5 * 5/3)) / (7/8 / 6))
[193514] ['5/7', '7/4', '7/3', '9/2', '8'] -> ((5/7 * 8) / ((9/2 / 7/4) - 7/3))
[193515] ['3/5', '5/7', '9/5', '8/3', '8'] -> ((5/7 * 8) * ((9/5 * 8/3) - 3/5))
[193516] ['1/7', '1/2', '3/5', '5/8', '7'] -> ((7 / (5/8 * (3/5 - 1/7))) - 1/2)
[193517] ['3/7', '9/8', '7/6', '2', '8/3'] -> (3/7 / ((8/3 / (7/6 * 2)) - 9/8))
[193518] ['4/5', '6/7', '7/6', '7/6', '5'] -> ((4/5 * 5) / (7/6 - (6/7 * 7/6)))
[193519] ['1/5', '1/3', '1/3', '7/8', '1'] -> (1 / (1/5 * (7/8 - (1/3 + 1/3))))
[193520] ['3/5', '2/3', '9/8', '9/8', '3'] -> (3 / ((9/8 / (3/5 / 2/3)) - 9/8))
[193521] ['1/3', '3/4', '7/5', '7/3', '6'] -> ((6 / (3/4 - 1/3)) / (7/5 / 7/3))
[193522] ['3/5', '5/7', '9/4', '9/4', '8'] -> (8 * ((9/4 / (3/5 * 5/7)) - 9/4))
[193523] ['3/7', '9/8', '7/6', '2', '9/2'] -> (9/2 / (2 - (7/6 * (3/7 + 9/8))))
[193524] ['1/3', '3/4', '7/5', '5/2', '6'] -> (((3/4 * 6) + (7/5 * 5/2)) / 1/3)
[193525] ['5/7', '7/4', '8/3', '7/2', '8'] -> ((8/3 + 8) * (7/2 - (5/7 * 7/4)))
[193526] ['2/5', '4/7', '7/8', '7/2', '7'] -> (((7/2 / 2/5) + (7 / 4/7)) / 7/8)
[193527] ['1/7', '1/6', '2/7', '3/5', '1'] -> (((1 / 1/6) - 2/7) / (1/7 / 3/5))
[193528] ['4/5', '6/7', '7/6', '5/4', '5'] -> (5 / (7/6 * (5/4 - (6/7 / 4/5))))
[193529] ['1/5', '1/3', '1/3', '1', '9/8'] -> (1 / (1/3 - (1/5 * (1/3 + 9/8))))
[193530] ['3/5', '2/3', '9/8', '7/6', '3'] -> (3 / ((9/8 / 3/5) - (7/6 / 2/3)))
[193531] ['3/5', '7/8', '7/4', '7/3', '6'] -> (6 / ((7/4 / 3/5) - (7/3 / 7/8)))
[193532] ['1/3', '3/4', '7/5', '7/2', '6'] -> (6 / ((7/2 / 7/5) - (3/4 / 1/3)))
[193533] ['3/5', '5/7', '9/4', '8/3', '8'] -> ((8 / (8/3 * (5/7 - 3/5))) - 9/4)
[193534] ['5/7', '6/7', '9/7', '2', '7/2'] -> (6/7 / (9/7 - (7/2 * (5/7 / 2))))
[193535] ['1/7', '1/2', '3/5', '6/7', '7'] -> ((6/7 / (1/7 * 3/5)) + (7 / 1/2))
[193536] ['1/7', '1/6', '2/7', '8/9', '1'] -> (1 / ((1/7 / 8/9) + (1/6 - 2/7)))
[193537] ['5/7', '7/4', '9/2', '9/2', '8'] -> ((7/4 * 8) * (5/7 + (9/2 / 9/2)))
[193538] ['7/9', '4/5', '5/4', '4/3', '9'] -> (((9 / (5/4 - 4/5)) - 4/3) / 7/9)
[193539] ['4/5', '6/7', '7/6', '7/5', '5'] -> (((4/5 + 5) / (7/5 - 7/6)) - 6/7)
[193540] ['3/5', '7/8', '7/4', '7/2', '6'] -> ((7/2 + (6 / (3/5 / 7/4))) / 7/8)
[193541] ['3/5', '2/3', '9/8', '9/7', '3'] -> ((3 / 3/5) / ((9/8 / 9/7) - 2/3))
[193542] ['7/9', '4/5', '5/4', '3/2', '9'] -> ((7/9 + (4/5 * 5/4)) * (3/2 * 9))
[193543] ['3/5', '7/8', '7/4', '9/2', '6'] -> (7/8 + ((6 + (7/4 * 9/2)) / 3/5))
[193544] ['3/7', '9/8', '6/5', '7/5', '2'] -> (3/7 / (2 - (9/8 + (6/5 / 7/5))))
[193545] ['1/9', '4/7', '4/5', '7/3', '9'] -> (9 + (7/3 / (4/5 * (1/9 / 4/7))))
[193546] ['3/7', '5/8', '5/8', '9/4', '6'] -> (6 * ((9/4 / 3/7) - (5/8 + 5/8)))
[193547] ['5/7', '6/7', '4/3', '5/3', '2'] -> (6/7 / (2 - (5/7 + (5/3 / 4/3))))
[193548] ['1/7', '1/2', '3/5', '7/6', '7'] -> (((7 - 7/6) / (1/7 / 3/5)) - 1/2)
[193549] ['1/7', '1/6', '2/7', '1', '8/5'] -> (1 / ((1/7 / 8/5) - (1/6 * 2/7)))
[193550] ['5/7', '9/5', '9/5', '7/3', '8'] -> (8 / ((9/5 + 9/5) - (7/3 / 5/7)))
[193551] ['1/5', '1/3', '1/3', '1', '7/3'] -> (((1 / 1/5) - 7/3) / (1/3 * 1/3))
[193552] ['5/7', '6/7', '4/3', '2', '7/3'] -> (4/3 / (2 - (7/3 * (5/7 / 6/7))))
[193553] ['3/5', '7/8', '9/5', '5/2', '6'] -> ((6 + (3/5 + 9/5)) / (7/8 / 5/2))
[193554] ['3/5', '5/7', '7/3', '9/2', '8'] -> (9/2 * ((3/5 + 8) - (7/3 / 5/7)))
[193555] ['1/7', '1/6', '2/7', '1', '9/5'] -> (2/7 / ((1/7 / (9/5 - 1)) - 1/6))
[193556] ['1/3', '3/4', '9/5', '9/4', '6'] -> (((3/4 + 6) + (9/4 / 9/5)) / 1/3)
[193557] ['5/7', '9/5', '9/5', '8/3', '8'] -> ((5/7 * 8/3) * ((9/5 * 8) - 9/5))
[193558] ['1/5', '1/3', '1/3', '1', '5/2'] -> ((1/5 + (1 / 1/3)) / (1/3 / 5/2))
[193559] ['7/9', '4/5', '5/4', '9/5', '9'] -> ((5/4 + (7/9 / 4/5)) * (9/5 + 9))
[193560] ['3/5', '2/3', '9/8', '5/2', '3'] -> (3 / (9/8 - (5/2 * (3/5 * 2/3))))
[193561] ['3/7', '5/8', '5/8', '7/2', '6'] -> (6 / ((3/7 * 7/2) - (5/8 + 5/8)))
[193562] ['2/5', '4/7', '8/9', '9/7', '7'] -> (7 * (4/7 + (9/7 / (2/5 / 8/9))))
[193563] ['5/7', '6/7', '4/3', '2', '7/2'] -> (6/7 / ((2 / 7/2) - (5/7 / 4/3)))
[193564] ['3/5', '7/8', '9/5', '7/2', '6'] -> ((3/5 + 9/5) * (6 + (7/2 / 7/8)))
[193565] ['1/7', '1/6', '2/7', '1', '7/3'] -> (((1 / 2/7) - (1/6 / 7/3)) / 1/7)
[193566] ['3/5', '5/7', '5/2', '5/2', '8'] -> ((5/2 * ((8 / 5/7) - 3/5)) - 5/2)
[193567] ['1/7', '1/2', '3/5', '3/2', '7'] -> ((3/2 / (1/7 * 3/5)) - (1/2 - 7))
[193568] ['7/9', '4/5', '5/4', '9/4', '9'] -> (4/5 + (9 * (7/9 + (9/4 / 5/4))))
[193569] ['1/5', '1/3', '1/3', '1', '9/2'] -> ((1 / (1/3 + 1/3)) + (9/2 / 1/5))
[193570] ['3/5', '5/7', '5/2', '9/2', '8'] -> ((5/2 + 9/2) * (8 * (3/5 * 5/7)))
[193571] ['1/7', '1/6', '1/3', '1/3', '1'] -> (((1/3 / 1/7) - 1) / (1/6 * 1/3))
[193572] ['5/7', '6/7', '7/5', '3/2', '2'] -> ((2 / (5/7 / 6/7)) / (3/2 - 7/5))
[193573] ['3/7', '7/9', '1', '5/4', '5/3'] -> ((3/7 + 1) / (5/3 - (5/4 / 7/9)))
[193574] ['1/7', '1/2', '3/5', '5/3', '7'] -> (1/2 * ((7 / 1/7) - (3/5 * 5/3)))
[193575] ['3/7', '5/8', '2/3', '2/3', '6'] -> (((2/3 / 2/3) + (6 / 3/7)) / 5/8)
[193576] ['5/7', '9/5', '9/4', '9/4', '8'] -> ((9/4 + (9/4 / 5/7)) / (9/5 / 8))
[193577] ['1/9', '4/7', '5/6', '7/8', '9'] -> (9 + ((5/6 / 7/8) / (1/9 * 4/7)))
[193578] ['3/5', '5/7', '8/3', '9/2', '8'] -> ((5/7 * 9/2) * (8/3 + (3/5 * 8)))
[193579] ['4/5', '6/7', '7/6', '8/3', '5'] -> ((4/5 + (6/7 * 7/6)) * (8/3 * 5))
[193580] ['3/7', '7/9', '1', '5/4', '7/4'] -> ((5/4 + (7/4 / 3/7)) / (1 - 7/9))
[193581] ['3/5', '7/8', '9/4', '8/3', '6'] -> (8/3 * ((7/8 * 6) + (9/4 / 3/5)))
[193582] ['7/9', '4/5', '5/4', '9/2', '9'] -> ((7/9 + (4/5 * 5/4)) * (9/2 + 9))
[193583] ['3/7', '5/8', '2/3', '3/4', '6'] -> ((6 / (2/3 - 3/7)) - (3/4 / 5/8))
[193584] ['5/7', '9/5', '9/4', '7/3', '8'] -> (9/4 * ((9/5 - 7/3) + (8 / 5/7)))
[193585] ['1/9', '4/7', '5/6', '8/9', '9'] -> (9 / (((5/6 - 1/9) / 4/7) - 8/9))
[193586] ['1/3', '7/9', '7/9', '5/6', '6'] -> (((7/9 / (5/6 - 7/9)) - 6) / 1/3)
[193587] ['4/5', '6/7', '7/6', '7/2', '5'] -> (5 * (4/5 + (6/7 * (7/6 + 7/2))))
[193588] ['3/5', '2/3', '8/7', '9/7', '3'] -> (8/7 / ((9/7 / (3/5 * 3)) - 2/3))
[193589] ['1/7', '1/2', '3/5', '7/3', '7'] -> (((1/7 * 7/3) + (7 / 3/5)) / 1/2)
[193590] ['3/5', '7/8', '9/4', '9/2', '6'] -> (((9/4 * 6) + (9/2 / 3/5)) / 7/8)
[193591] ['1/3', '7/9', '7/9', '7/8', '6'] -> ((6 + (7/9 / 7/9)) / (1/3 * 7/8))
[193592] ['7/9', '4/5', '9/7', '4/3', '9'] -> (9 * ((7/9 * 9/7) + (4/3 / 4/5)))
[193593] ['3/7', '7/9', '1', '5/4', '7/3'] -> (7/3 / ((5/4 / (3/7 + 1)) - 7/9))
[193594] ['1/9', '4/7', '5/6', '7/6', '9'] -> (4/7 / ((9 * (1/9 / 7/6)) - 5/6))
[193595] ['3/5', '7/8', '7/3', '7/3', '6'] -> (((6 / (3/5 / 7/3)) - 7/3) / 7/8)
[193596] ['1/7', '1/2', '3/5', '8/3', '7'] -> ((8/3 + (1/2 / 3/5)) * (7 - 1/7))
[193597] ['2/5', '4/7', '8/9', '9/5', '7'] -> (7 * ((9/5 / (2/5 / 8/9)) - 4/7))
[193598] ['1/3', '7/9', '7/9', '9/8', '6'] -> ((6 + (7/9 / 1/3)) / (9/8 - 7/9))
[193599] ['3/7', '9/8', '6/5', '2', '9/2'] -> (9/2 / ((9/8 / (3/7 * 6/5)) - 2))
[193600] ['3/5', '7/8', '7/3', '5/2', '6'] -> ((7/3 * 5/2) * (6 * (3/5 / 7/8)))
[193601] ['3/7', '5/8', '2/3', '7/8', '6'] -> ((5/8 + (7/8 / 3/7)) / (2/3 / 6))
[193602] ['3/5', '3/4', '3/4', '8/9', '8'] -> (8 / (8/9 - (3/4 / (3/5 + 3/4))))
[193603] ['1/3', '7/9', '7/9', '8/7', '6'] -> ((6 + (7/9 / 7/9)) / (1/3 / 8/7))
[193604] ['2/5', '4/7', '8/9', '9/4', '7'] -> (7 * ((4/7 / 2/5) + (8/9 * 9/4)))
[193605] ['5/7', '9/5', '7/3', '7/3', '8'] -> (7/3 + (7/3 * (8 + (5/7 * 9/5))))
[193606] ['7/9', '4/5', '9/7', '8/5', '9'] -> ((4/5 + 8/5) * (9 + (7/9 * 9/7)))
[193607] ['5/7', '6/7', '7/5', '2', '5/2'] -> ((6/7 / 5/2) / (5/7 - (7/5 / 2)))
[193608] ['3/7', '7/9', '1', '5/4', '8/3'] -> (8/3 / ((7/9 / (1 - 3/7)) - 5/4))
[193609] ['3/5', '2/3', '8/7', '5/3', '3'] -> (3 / ((3/5 / 8/7) - (2/3 / 5/3)))
[193610] ['3/5', '7/8', '5/2', '5/2', '6'] -> ((5/2 * 6) / ((3/5 * 5/2) - 7/8))
[193611] ['1/7', '1/6', '1/3', '1', '6/5'] -> ((1 + (1/3 / 1/7)) / (1/6 / 6/5))
[193612] ['4/5', '6/7', '6/5', '7/5', '5'] -> ((7/5 + 5) / (6/5 - (4/5 / 6/7)))
[193613] ['1/9', '4/7', '5/6', '4/3', '9'] -> (((4/3 / 4/7) - 1/9) / (5/6 / 9))
[193614] ['3/5', '3/4', '3/4', '7/6', '8'] -> ((8 / (3/5 / 3/4)) / (7/6 - 3/4))
[193615] ['3/7', '5/8', '2/3', '7/6', '6'] -> (6 / ((5/8 / 7/6) - (3/7 * 2/3)))
[193616] ['5/7', '9/5', '7/3', '9/2', '8'] -> ((5/7 * 9/2) * (8 + (9/5 - 7/3)))
[193617] ['3/7', '9/8', '5/4', '3/2', '2'] -> (3/2 / ((9/8 / (3/7 * 2)) - 5/4))
[193618] ['1/7', '1/6', '1/3', '1', '5/4'] -> (((1 / (1/3 - 1/7)) - 5/4) / 1/6)
[193619] ['4/5', '6/7', '6/5', '3/2', '5'] -> (3/2 * ((6/5 / (6/7 - 4/5)) - 5))
[193620] ['1/7', '1/2', '5/8', '3/4', '7'] -> ((1/7 * 7) / ((1/2 / 3/4) - 5/8))
[193621] ['1/3', '7/9', '7/9', '7/5', '6'] -> ((7/9 + (7/9 / 7/5)) / (1/3 / 6))
[193622] ['3/5', '7/8', '5/2', '8/3', '6'] -> (3/5 / ((6 / (5/2 * 8/3)) - 7/8))
[193623] ['5/7', '6/7', '3/2', '8/5', '2'] -> ((2 / (5/7 / 6/7)) / (8/5 - 3/2))
[193624] ['1/7', '1/6', '1/3', '1', '7/5'] -> (((1 / 1/3) - 1/7) / (1/6 / 7/5))
[193625] ['1/3', '7/9', '7/9', '8/5', '6'] -> ((6 - (7/9 / 7/9)) / (1/3 / 8/5))
[193626] ['1/9', '4/7', '5/6', '3/2', '9'] -> ((1/9 * 9) / (3/2 - (5/6 / 4/7)))
[193627] ['5/7', '6/7', '3/2', '5/3', '2'] -> ((6/7 + 2) / (5/7 * (5/3 - 3/2)))
[193628] ['3/7', '9/8', '5/4', '7/4', '2'] -> (3/7 / ((9/8 / 7/4) - (5/4 / 2)))
[193629] ['1/7', '1/6', '1/3', '1', '3/2'] -> (1 + ((3/2 + (1/3 / 1/7)) / 1/6))
[193630] ['1/3', '7/9', '7/9', '9/5', '6'] -> ((6 - (7/9 + 7/9)) / (1/3 / 9/5))
[193631] ['1/9', '4/7', '5/6', '8/5', '9'] -> (9 * ((8/5 / 4/7) - (1/9 / 5/6)))
[193632] ['3/7', '5/8', '2/3', '7/5', '6'] -> ((6 / (3/7 * 5/8)) / (2/3 * 7/5))
[193633] ['5/7', '9/5', '8/3', '7/2', '8'] -> ((7/2 * (5/7 * 9/5)) * (8 - 8/3))
[193634] ['7/9', '4/5', '9/7', '8/3', '9'] -> ((8/3 - 4/5) * (9/7 + (9 / 7/9)))
[193635] ['1/3', '7/9', '7/9', '5/2', '6'] -> ((6 * (5/2 + (7/9 + 7/9))) - 1/3)
[193636] ['1/5', '1/3', '3/8', '1', '8/3'] -> ((1/3 + 8/3) / (1/5 * (1 - 3/8)))
[193637] ['5/7', '6/7', '3/2', '9/5', '2'] -> ((6/7 + 2) / ((3/2 / 9/5) - 5/7))
[193638] ['3/7', '9/8', '5/4', '2', '9/4'] -> (2 / (5/4 - (9/8 / (3/7 * 9/4))))
[193639] ['3/7', '5/8', '2/3', '8/5', '6'] -> ((6 / (3/7 * 5/8)) / (8/5 - 2/3))
[193640] ['1/3', '7/9', '4/5', '4/5', '6'] -> (4/5 / ((1/3 / 6) + (7/9 - 4/5)))
[193641] ['1/5', '1/3', '3/8', '1', '7/2'] -> (1 / (((1/3 + 3/8) / 1/5) - 7/2))
[193642] ['3/5', '2/3', '7/6', '5/4', '3'] -> ((3 / 5/4) / ((3/5 + 2/3) - 7/6))
[193643] ['4/5', '6/7', '6/5', '8/3', '5'] -> (5 * ((4/5 / 6/7) + (6/5 + 8/3)))
[193644] ['3/7', '9/8', '5/4', '2', '7/3'] -> ((2 + (3/7 * 7/3)) / (5/4 - 9/8))
[193645] ['3/5', '7/8', '9/2', '9/2', '6'] -> ((6 + ((9/2 + 9/2) / 3/5)) / 7/8)
[193646] ['3/5', '3/4', '7/9', '4/5', '8'] -> ((4/5 / (7/9 - 3/4)) - (3/5 * 8))
[193647] ['1/3', '7/9', '4/5', '6/7', '6'] -> (6 / ((7/9 * 6/7) - (1/3 / 4/5)))
[193648] ['2/5', '4/7', '9/8', '5/4', '7'] -> (7 * (((4/7 + 5/4) / 2/5) - 9/8))
[193649] ['4/5', '6/7', '6/5', '7/2', '5'] -> ((6/5 + (6/7 * 5)) / (4/5 / 7/2))
[193650] ['1/7', '1/2', '5/8', '7/5', '7'] -> (((7 - 7/5) / (1/7 / 5/8)) - 1/2)
[193651] ['2/5', '4/7', '9/8', '9/7', '7'] -> (7 * (4/7 + (9/7 / (2/5 * 9/8))))
[193652] ['3/7', '9/8', '5/4', '2', '8/3'] -> (2 / ((9/8 * 8/3) - (5/4 / 3/7)))
[193653] ['3/5', '3/4', '7/9', '6/7', '8'] -> ((6/7 + (8 / (3/5 * 7/9))) / 3/4)
[193654] ['1/7', '1/2', '5/8', '3/2', '7'] -> ((3/2 + (1/7 + 1/2)) / (5/8 / 7))
[193655] ['5/7', '9/4', '9/4', '7/3', '8'] -> (9/4 + (9/4 * (8 + (5/7 * 7/3))))
[193656] ['3/5', '2/3', '7/6', '3/2', '3'] -> ((3/2 / (7/6 - (2/3 / 3/5))) - 3)
[193657] ['5/7', '6/7', '8/5', '2', '9/4'] -> (6/7 / ((2 * (5/7 * 8/5)) - 9/4))
[193658] ['3/7', '9/8', '5/4', '2', '9/2'] -> (2 * ((9/2 / (3/7 / 5/4)) - 9/8))
[193659] ['3/7', '7/9', '1', '9/7', '7/2'] -> ((1 + 9/7) * (7/2 / (3/7 * 7/9)))
[193660] ['3/7', '5/8', '2/3', '5/2', '6'] -> (2/3 + ((6 + (5/2 / 5/8)) / 3/7))
[193661] ['7/9', '4/5', '4/3', '8/5', '9'] -> (4/5 + (9 * (4/3 + (7/9 * 8/5))))
[193662] ['1/5', '1/3', '2/5', '5/7', '1'] -> ((1/5 + (1 / 5/7)) / (2/5 - 1/3))
[193663] ['3/5', '3/4', '7/9', '8/7', '8'] -> (8/7 + (8 / (7/9 * (3/5 * 3/4))))
[193664] ['4/5', '6/7', '5/4', '4/3', '5'] -> (5 / ((4/3 / 4/5) - (5/4 / 6/7)))
[193665] ['3/5', '8/9', '8/9', '5/4', '6'] -> (6 / ((8/9 / 8/9) - (3/5 * 5/4)))
[193666] ['3/5', '2/3', '7/6', '9/4', '3'] -> (3 / (9/4 * (7/6 - (2/3 / 3/5))))
[193667] ['7/9', '4/5', '4/3', '9/5', '9'] -> (9 * (4/5 + (9/5 * (7/9 * 4/3))))
[193668] ['3/7', '5/8', '5/7', '3/4', '6'] -> ((3/4 / (5/8 - (3/7 / 5/7))) - 6)
[193669] ['1/5', '1/3', '2/5', '5/6', '1'] -> ((2/5 + (1 / 5/6)) / (1/5 * 1/3))
[193670] ['1/3', '7/9', '4/5', '4/3', '6'] -> (6 * ((7/9 / 1/3) + (4/3 / 4/5)))
[193671] ['7/9', '4/5', '4/3', '9/4', '9'] -> (9/4 * ((9 / 4/5) - (7/9 / 4/3)))
[193672] ['1/7', '1/6', '3/8', '3/4', '1'] -> (1 / ((1/6 / 1/7) - (3/8 + 3/4)))
[193673] ['3/5', '3/4', '7/9', '5/4', '8'] -> (8 / (5/4 - (3/5 * (3/4 + 7/9))))
[193674] ['5/7', '9/4', '7/3', '7/3', '8'] -> (8 + ((5/7 + 7/3) * (9/4 * 7/3)))
[193675] ['3/5', '8/9', '8/9', '4/3', '6'] -> (6 * ((8/9 + 8/9) + (4/3 / 3/5)))
[193676] ['3/5', '2/3', '7/6', '5/2', '3'] -> ((7/6 + (5/2 / 3/5)) / (2/3 / 3))
[193677] ['5/7', '6/7', '8/5', '2', '9/2'] -> ((6/7 + 9/2) * (2 / (5/7 / 8/5)))
[193678] ['1/3', '7/9', '4/5', '7/5', '6'] -> (4/5 / (1/3 - (7/5 / (7/9 * 6))))
[193679] ['4/5', '6/7', '5/4', '8/5', '5'] -> ((8/5 / (6/7 - 4/5)) - (5 / 5/4))
[193680] ['3/5', '8/9', '8/9', '7/5', '6'] -> ((7/5 + (8/9 / 8/9)) / (3/5 / 6))
[193681] ['5/7', '6/7', '5/3', '5/3', '2'] -> (((5/3 + 2) / (6/7 - 5/7)) - 5/3)
[193682] ['3/7', '5/8', '5/7', '8/9', '6'] -> (6 / ((3/7 + 5/8) - (5/7 / 8/9)))
[193683] ['5/7', '9/4', '7/3', '8/3', '8'] -> (9/4 * ((8 * (5/7 * 7/3)) - 8/3))
[193684] ['3/5', '2/3', '7/6', '3', '9/2'] -> (3 * ((9/2 / 3/5) - (2/3 - 7/6)))
[193685] ['2/5', '4/7', '9/8', '9/4', '7'] -> (7 * ((4/7 / 2/5) + (9/4 / 9/8)))
[193686] ['7/9', '4/5', '4/3', '7/2', '9'] -> (7/2 * (9 - (4/3 / (7/9 * 4/5))))
[193687] ['3/5', '3/4', '7/9', '4/3', '8'] -> (3/5 * ((4/3 / (7/9 - 3/4)) - 8))
[193688] ['5/7', '6/7', '5/3', '7/4', '2'] -> ((5/7 / 5/3) / ((7/4 / 2) - 6/7))
[193689] ['1/7', '1/2', '2/3', '7/9', '7'] -> (((2/3 / 1/7) + (7 / 1/2)) / 7/9)
[193690] ['1/7', '1/6', '3/8', '8/9', '1'] -> ((8/9 / 1/6) + (1 / (1/7 * 3/8)))
[193691] ['7/9', '4/5', '4/3', '9/2', '9'] -> (9/2 * ((7/9 * 9) - (4/3 / 4/5)))
[193692] ['1/5', '1/3', '2/5', '1', '3/2'] -> ((1 + (2/5 * 3/2)) / (1/5 * 1/3))
[193693] ['5/7', '6/7', '5/3', '9/5', '2'] -> ((2 + (6/7 / 5/7)) / (9/5 - 5/3))
[193694] ['3/5', '3/4', '7/9', '7/5', '8'] -> (8 * (3/5 + (7/5 / (3/4 * 7/9))))
[193695] ['1/7', '1/2', '2/3', '4/5', '7'] -> ((1/7 * 7) / (2/3 - (1/2 / 4/5)))
[193696] ['1/3', '7/9', '4/5', '9/5', '6'] -> ((6 * (9/5 + (7/9 / 1/3))) - 4/5)
[193697] ['3/5', '2/3', '6/5', '4/3', '3'] -> ((4/3 * 3) / (2/3 - (3/5 / 6/5)))
[193698] ['3/5', '3/4', '7/9', '3/2', '8'] -> (8 / ((3/2 / (3/5 + 3/4)) - 7/9))
[193699] ['3/7', '7/9', '1', '4/3', '5/2'] -> ((4/3 / 7/9) / ((3/7 * 5/2) - 1))
[193700] ['1/7', '1/6', '3/8', '1', '9/8'] -> (((1 / 1/7) - (9/8 / 3/8)) / 1/6)
[193701] ['1/9', '4/7', '6/7', '9/5', '9'] -> ((9/5 / (4/7 / 6/7)) * (9 - 1/9))
[193702] ['5/7', '9/4', '5/2', '8/3', '8'] -> ((9/4 * 5/2) * (8 - (8/3 / 5/7)))
[193703] ['3/5', '2/3', '6/5', '3/2', '3'] -> (((6/5 * 3/2) / (2/3 - 3/5)) - 3)
[193704] ['1/7', '1/2', '2/3', '5/6', '7'] -> ((1/2 * (2/3 + (7 / 1/7))) - 5/6)
[193705] ['7/9', '4/5', '7/5', '3/2', '9'] -> ((4/5 * 9) / ((7/5 / 7/9) - 3/2))
[193706] ['3/5', '8/9', '8/9', '7/3', '6'] -> (6 * (7/3 + (8/9 / (3/5 * 8/9))))
[193707] ['3/5', '3/4', '7/9', '7/4', '8'] -> (8 * ((7/4 / (3/5 * 7/9)) - 3/4))
[193708] ['5/7', '9/4', '5/2', '9/2', '8'] -> (8 * ((5/2 / 5/7) - (9/4 / 9/2)))
[193709] ['1/3', '7/9', '4/5', '5/2', '6'] -> (1/3 + ((7/9 + 4/5) * (5/2 * 6)))
[193710] ['5/7', '6/7', '5/3', '2', '9/2'] -> ((5/3 * 9/2) * (2 + (6/7 / 5/7)))
[193711] ['3/5', '2/3', '6/5', '7/4', '3'] -> ((6/5 / 3/5) / (2/3 - (7/4 / 3)))
[193712] ['1/5', '1/3', '2/5', '1', '7/2'] -> ((1 + (7/2 / (1/5 / 2/5))) / 1/3)
[193713] ['3/5', '3/4', '7/9', '9/4', '8'] -> (8 * ((3/4 / 3/5) + (7/9 * 9/4)))
[193714] ['3/5', '8/9', '8/9', '7/2', '6'] -> ((8/9 + 8/9) * (7/2 + (6 / 3/5)))
[193715] ['4/5', '6/7', '5/4', '7/2', '5'] -> (7/2 * ((4/5 * 5/4) + (6/7 + 5)))
[193716] ['2/5', '4/7', '8/7', '8/7', '7'] -> (7 * ((8/7 / 2/5) - (4/7 - 8/7)))
[193717] ['3/7', '5/8', '5/7', '9/2', '6'] -> ((5/8 / 5/7) * (3/7 + (9/2 * 6)))
[193718] ['1/7', '1/6', '3/8', '1', '4/3'] -> (1/7 / (1/6 - (3/8 / (1 + 4/3))))
[193719] ['5/7', '9/4', '8/3', '7/2', '8'] -> ((9/4 * 7/2) * ((5/7 * 8) - 8/3))
[193720] ['1/3', '7/9', '4/5', '9/2', '6'] -> ((4/5 * 9/2) * (6 * (1/3 + 7/9)))
[193721] ['1/9', '4/7', '7/8', '9/8', '9'] -> (9 / ((4/7 * 7/8) - (1/9 * 9/8)))
[193722] ['3/5', '8/9', '8/9', '9/2', '6'] -> ((8/9 + 8/9) * (6 + (9/2 / 3/5)))
[193723] ['4/5', '6/7', '5/4', '9/2', '5'] -> (5 * ((4/5 - 5/4) + (9/2 / 6/7)))
[193724] ['3/5', '3/4', '7/9', '7/3', '8'] -> ((7/9 + ((7/3 + 8) / 3/5)) / 3/4)
[193725] ['1/7', '1/2', '2/3', '5/4', '7'] -> ((1/7 * 7) / (2/3 - (1/2 * 5/4)))
[193726] ['2/5', '4/7', '8/7', '7/6', '7'] -> (7/6 * (4/7 + (7 / (2/5 / 8/7))))
[193727] ['5/7', '6/7', '7/4', '2', '9/4'] -> (((7/4 + 2) / (6/7 - 5/7)) - 9/4)
[193728] ['7/9', '4/5', '7/5', '9/4', '9'] -> (((7/5 / (4/5 - 7/9)) - 9) / 9/4)
[193729] ['1/7', '1/6', '3/8', '1', '8/5'] -> (((1 / (1/7 * 8/5)) - 3/8) / 1/6)
[193730] ['1/5', '1/3', '3/7', '1/2', '1'] -> ((1/3 + (1 / (1/5 * 3/7))) / 1/2)
[193731] ['3/7', '9/8', '4/3', '2', '7/3'] -> (3/7 / (((4/3 * 2) / 7/3) - 9/8))
[193732] ['5/7', '9/4', '7/2', '7/2', '8'] -> ((9/4 * 8) + (7/2 + (5/7 * 7/2)))
[193733] ['3/5', '2/3', '5/4', '5/4', '3'] -> (3 / (5/4 - (5/4 * (3/5 / 2/3))))
[193734] ['3/5', '3/4', '7/9', '5/2', '8'] -> ((8 / (3/4 * 5/2)) / (7/9 - 3/5))
[193735] ['1/5', '1/3', '3/7', '5/9', '1'] -> ((1/3 + (1 / 3/7)) / (1/5 * 5/9))
[193736] ['1/7', '1/6', '3/8', '1', '5/3'] -> (((5/3 / 1/7) - 1) / (1/6 / 3/8))
[193737] ['1/7', '1/2', '2/3', '8/5', '7'] -> (2/3 + (7 / (1/7 * (1/2 + 8/5))))
[193738] ['1/5', '1/3', '3/7', '3/5', '1'] -> ((1 + (3/5 / (1/5 * 3/7))) / 1/3)
[193739] ['5/7', '7/3', '7/3', '7/3', '8'] -> (8 * ((7/3 + 7/3) - (5/7 * 7/3)))
