[124111] ['1/8', '1/3', '4/5', '3/2', '7'] -> (((3/2 / (1/8 * 4/5)) - 7) / 1/3)
[130402] ['5/8', '2/3', '7/3', '7/2', '5'] -> (5 / ((7/2 / 7/3) - (5/8 + 2/3)))
[130403] ['3/8', '6/7', '8/9', '4/3', '2'] -> ((4/3 / ((6/7 / 2) - 3/8)) - 8/9)
[130404] ['1/8', '4/9', '1/2', '8/5', '7'] -> ((4/9 + (1/2 / 1/8)) * (7 - 8/5))
[130405] ['1/4', '7/9', '6/7', '8/5', '4'] -> (4 / (((7/9 * 6/7) / 8/5) - 1/4))
[130406] ['1/3', '3/8', '4/9', '8/5', '7'] -> ((1/3 * 7) / (3/8 - (4/9 / 8/5)))
[130407] ['4/7', '4/5', '5/3', '5/2', '9'] -> ((4/7 + 4/5) * (5/2 + (5/3 * 9)))
[130408] ['2/9', '3/7', '3/4', '8/3', '7'] -> ((8/3 - (2/9 * 3/7)) / (3/4 / 7))
[130409] ['1/7', '1/6', '2/9', '3/2', '6'] -> (6 * (1/7 + (3/2 / (1/6 + 2/9))))
[130410] ['1/8', '4/9', '1/2', '5/3', '7'] -> (5/3 / ((4/9 + 1/2) - (1/8 * 7)))
[130411] ['3/8', '6/7', '8/9', '7/5', '2'] -> (2 / (3/8 * (6/7 - (8/9 / 7/5))))
[130412] ['2/9', '3/7', '7/9', '4/5', '7'] -> ((7 - (3/7 * 7/9)) / (2/9 / 4/5))
[130413] ['1/4', '7/9', '6/7', '7/4', '4'] -> ((4 / 6/7) / ((7/9 / 7/4) - 1/4))
[130414] ['1/2', '1/2', '5/6', '7/5', '3'] -> (1/2 / ((5/6 / (3 - 7/5)) - 1/2))
[130415] ['2/9', '4/3', '7/4', '7/4', '8'] -> (((4/3 / 7/4) + (8 / 7/4)) / 2/9)
[130416] ['5/8', '9/5', '7/3', '7/2', '4'] -> (9/5 * (4 + ((7/3 + 7/2) / 5/8)))
[130417] ['2/9', '3/8', '8/9', '9/4', '9'] -> (9 * (9/4 + (3/8 * (2/9 + 8/9))))
[130418] ['1/7', '1/6', '2/9', '7/4', '6'] -> ((6 - (1/6 / (1/7 * 7/4))) / 2/9)
[130419] ['1/4', '7/9', '6/7', '9/5', '4'] -> ((4 - (7/9 * 6/7)) / (1/4 / 9/5))
[130420] ['2/9', '3/7', '7/9', '5/6', '7'] -> ((7/9 * (3/7 + (7 / 2/9))) - 5/6)
[130421] ['1/2', '1/2', '5/6', '8/5', '3'] -> (3 / (1/2 - ((1/2 / 5/6) / 8/5)))
[130422] ['1/8', '4/9', '1/2', '7/2', '7'] -> (((7/2 + 7) / 4/9) - (1/8 - 1/2))
[130423] ['1/3', '3/8', '4/9', '7/3', '7'] -> ((7/3 * 7) / ((3/8 / 1/3) - 4/9))
[130424] ['5/8', '5/7', '5/7', '3/4', '5'] -> (((5/7 / (3/4 - 5/7)) - 5) / 5/8)
[130425] ['5/7', '7/6', '9/7', '7/3', '3'] -> ((9/7 + 7/3) * (3 / (7/6 - 5/7)))
[130426] ['1/4', '7/9', '6/7', '9/4', '4'] -> ((6/7 * 9/4) * (4 / (1/4 / 7/9)))
[130427] ['2/9', '3/7', '7/9', '7/8', '7'] -> ((3/7 * 7) / ((2/9 + 7/9) - 7/8))
[130428] ['1/7', '4/9', '4/9', '2/3', '4'] -> ((4 + (4/9 / 1/7)) / (4/9 * 2/3))
[130429] ['5/8', '5/7', '5/7', '7/9', '5'] -> (5 / (7/9 * (5/7 - (5/8 * 5/7))))
[130430] ['1/7', '1/6', '2/9', '5/2', '6'] -> (6 / (1/7 * (5/2 - (1/6 / 2/9))))
[130431] ['1/2', '1/2', '5/6', '9/4', '3'] -> ((9/4 / (1/2 - (1/2 * 5/6))) - 3)
[130432] ['5/8', '9/5', '5/2', '4', '9/2'] -> ((9/2 / 5/8) / ((9/5 + 5/2) - 4))
[130433] ['2/9', '4/3', '9/5', '9/5', '8'] -> ((4/3 * 9/5) / ((9/5 / 2/9) - 8))
[130434] ['1/2', '1/2', '5/6', '7/3', '3'] -> ((7/3 + (5/6 / 1/2)) / (1/2 / 3))
[130435] ['2/9', '3/7', '7/9', '8/7', '7'] -> (8/7 / (3/7 * (2/9 - (7/9 / 7))))
[130436] ['1/3', '3/8', '1/2', '8/7', '7'] -> ((7 + (8/7 * (3/8 + 1/2))) / 1/3)
[130437] ['3/8', '3/4', '7/9', '1', '7/5'] -> (1 / (((3/4 * 7/9) / 7/5) - 3/8))
[130438] ['1/8', '4/9', '5/9', '3/5', '7'] -> (((4/9 / (3/5 - 5/9)) - 7) / 1/8)
[130439] ['1/4', '7/9', '7/8', '7/8', '4'] -> (((7/8 / 7/9) + (7/8 + 4)) / 1/4)
[130440] ['3/8', '6/7', '8/9', '2', '9/4'] -> ((2 / (3/8 + 9/4)) / (8/9 - 6/7))
[130441] ['1/2', '1/2', '6/7', '6/7', '3'] -> (6/7 / ((6/7 / 3) - (1/2 * 1/2)))
[130442] ['1/7', '4/9', '4/9', '7/9', '4'] -> (4/9 + (4 * (4/9 + (7/9 / 1/7))))
[130443] ['1/3', '3/8', '1/2', '9/5', '7'] -> ((1/3 * 7) / (3/8 - (1/2 / 9/5)))
[130444] ['5/8', '5/7', '5/7', '6/5', '5'] -> (5 / (((5/7 / 5/7) / 6/5) - 5/8))
[130445] ['1/4', '7/9', '7/8', '8/9', '4'] -> ((7/9 / (1/4 - (7/8 / 4))) - 8/9)
[130446] ['5/7', '7/6', '4/3', '9/5', '3'] -> ((4/3 * 3) / (9/5 - (7/6 / 5/7)))
[130447] ['5/8', '9/4', '9/4', '9/4', '4'] -> ((9/4 * 4) / ((9/4 / 9/4) - 5/8))
[130448] ['2/9', '3/7', '7/9', '5/4', '7'] -> ((7 - (3/7 * 7/9)) / (2/9 * 5/4))
[130449] ['1/7', '1/6', '1/4', '5/9', '6'] -> ((1/6 / 1/4) + (6 / (1/7 / 5/9)))
[130450] ['2/9', '3/8', '9/8', '8/5', '9'] -> ((3/8 + (9 / 8/5)) / (2/9 * 9/8))
[130451] ['3/8', '6/7', '8/9', '2', '5/2'] -> ((2 / ((3/8 * 5/2) - 6/7)) - 8/9)
[130452] ['1/3', '3/8', '5/9', '4/7', '7'] -> ((1/3 + (4/7 * 7)) / (5/9 - 3/8))
[130453] ['1/8', '4/9', '5/9', '3/4', '7'] -> ((4/9 * ((7 / 1/8) - 3/4)) - 5/9)
[130454] ['3/8', '3/4', '7/9', '1', '9/4'] -> (1 / ((3/4 / 9/4) - (3/8 * 7/9)))
[130455] ['2/9', '3/7', '7/9', '4/3', '7'] -> ((7 - (4/3 + (3/7 * 7/9))) / 2/9)
[130456] ['3/8', '6/7', '8/9', '2', '7/2'] -> (7/2 * (6/7 + (2 / (3/8 * 8/9))))
[130457] ['5/7', '7/6', '4/3', '8/3', '3'] -> (4/3 / ((8/3 / 3) - (5/7 * 7/6)))
[130458] ['5/8', '5/7', '5/7', '3/2', '5'] -> ((5/7 * 5) / (5/8 - (5/7 / 3/2)))
[130459] ['2/9', '3/7', '7/9', '7/5', '7'] -> (((3/7 * 7/9) + (7 / 7/5)) / 2/9)
[130460] ['5/8', '9/4', '7/3', '7/3', '4'] -> ((9/4 * 4) / ((7/3 / 7/3) - 5/8))
[130461] ['1/7', '5/9', '8/9', '9/8', '3'] -> (9/8 * ((3 / 1/7) - (5/9 - 8/9)))
[130462] ['4/7', '4/5', '9/5', '7/3', '9'] -> (7/3 * (9 + (9/5 * (4/7 / 4/5))))
[130463] ['1/8', '4/9', '5/9', '4/5', '7'] -> (((5/9 * (7 - 4/5)) - 4/9) / 1/8)
[130464] ['2/9', '3/7', '7/9', '3/2', '7'] -> (7/9 * ((7 / 2/9) - (3/7 * 3/2)))
[130465] ['1/3', '3/8', '5/9', '4/5', '7'] -> (7 / (3/8 * (1/3 + (5/9 * 4/5))))
[130466] ['1/7', '5/9', '8/9', '8/7', '3'] -> ((8/9 * 8/7) / ((5/9 / 3) - 1/7))
[130467] ['5/8', '5/7', '5/7', '9/5', '5'] -> ((9/5 * 5) / ((5/7 / 5/7) - 5/8))
[130468] ['2/9', '3/7', '7/9', '8/5', '7'] -> ((7/9 + 7) * (8/5 / (2/9 / 3/7)))
[130469] ['5/7', '7/6', '7/5', '7/5', '3'] -> ((7/5 + (3 / 5/7)) / (7/5 - 7/6))
[130470] ['3/8', '3/4', '4/5', '4/5', '1'] -> (4/5 / (((1 - 3/8) / 3/4) - 4/5))
[130471] ['1/7', '5/9', '8/9', '7/6', '3'] -> ((5/9 + 3) / (7/6 * (1/7 * 8/9)))
[130472] ['5/8', '9/4', '4', '9/2', '9/2'] -> ((9/4 * 4) / ((9/2 / 9/2) - 5/8))
[130473] ['2/9', '7/5', '7/5', '8/5', '8'] -> (8/5 / ((2/9 * (8 - 7/5)) - 7/5))
[130474] ['1/2', '1/2', '6/7', '9/4', '3'] -> ((9/4 / ((1/2 / 6/7) - 1/2)) - 3)
[130475] ['2/9', '3/7', '7/9', '7/4', '7'] -> ((2/9 * 7) / ((7/9 / 3/7) - 7/4))
[130476] ['4/7', '4/5', '9/5', '9/2', '9'] -> (9/5 / ((9/2 / (4/7 * 9)) - 4/5))
[130477] ['5/8', '7/3', '7/3', '7/3', '4'] -> ((7/3 / 7/3) / (5/8 - (7/3 / 4)))
[130478] ['1/2', '1/2', '6/7', '5/2', '3'] -> ((5/2 + (3 / 6/7)) / (1/2 * 1/2))
[130479] ['1/7', '4/9', '4/9', '7/4', '4'] -> ((4 - ((4/9 / 4/9) / 7/4)) / 1/7)
[130480] ['2/9', '7/5', '7/5', '9/5', '8'] -> (8 / (((7/5 / 7/5) / 9/5) - 2/9))
[130481] ['3/8', '6/7', '9/8', '7/5', '2'] -> (6/7 / (((2 - 3/8) / 7/5) - 9/8))
[130482] ['3/8', '3/4', '4/5', '8/9', '1'] -> ((1 / (3/8 * 4/5)) / (8/9 - 3/4))
[130483] ['5/8', '7/3', '7/3', '8/3', '4'] -> ((7/3 / 7/3) / ((8/3 / 4) - 5/8))
[130484] ['5/8', '5/7', '3/4', '7/9', '5'] -> (5 / (5/8 - (7/9 * (5/7 * 3/4))))
[130485] ['1/3', '3/8', '5/9', '7/5', '7'] -> (((1/3 / 5/9) + (7/5 + 7)) / 3/8)
[130486] ['1/7', '4/9', '4/9', '9/4', '4'] -> ((9/4 * 4) * ((4/9 / 1/7) - 4/9))
[130487] ['5/8', '7/3', '7/3', '7/2', '4'] -> (((7/3 / 7/3) + (7/2 * 4)) / 5/8)
[130488] ['1/7', '5/9', '8/9', '3/2', '3'] -> (3 / (1/7 * (3/2 - (5/9 / 8/9))))
[130489] ['2/9', '3/7', '4/5', '5/6', '7'] -> (7 * (3/7 + (5/6 / (2/9 / 4/5))))
[130490] ['1/3', '3/8', '5/9', '9/5', '7'] -> (7 / ((5/9 * 9/5) - (1/3 + 3/8)))
[130491] ['1/7', '1/6', '1/4', '5/4', '6'] -> (6 + ((5/4 + (1/4 / 1/7)) / 1/6))
[130492] ['5/8', '5/7', '3/4', '5/6', '5'] -> (5 / ((5/8 + 3/4) - (5/6 / 5/7)))
[130493] ['1/2', '1/2', '7/8', '7/5', '3'] -> (3 / (7/8 * (1/2 - (1/2 / 7/5))))
[130494] ['2/9', '7/5', '7/5', '5/2', '8'] -> (8 / (2/9 * (5/2 - (7/5 / 7/5))))
[130495] ['1/7', '4/9', '4/9', '7/3', '4'] -> ((4 - 4/9) / (7/3 * (1/7 * 4/9)))
[130496] ['4/7', '4/5', '9/4', '7/2', '9'] -> ((9 / (4/7 - (4/5 / 7/2))) - 9/4)
[130497] ['1/8', '4/9', '5/9', '9/5', '7'] -> (9/5 / ((1/8 * 7) - (4/9 / 5/9)))
[130498] ['2/9', '7/5', '7/5', '7/2', '8'] -> ((8 / (2/9 / 7/5)) / (7/2 - 7/5))
[130499] ['1/4', '7/9', '7/8', '9/4', '4'] -> ((4 + (9/4 * (7/9 / 7/8))) / 1/4)
[130500] ['1/2', '1/2', '7/8', '5/3', '3'] -> (3 / ((5/3 * (7/8 - 1/2)) - 1/2))
[130501] ['1/7', '4/9', '4/9', '5/2', '4'] -> (4 / ((4/9 / 1/7) - (4/9 + 5/2)))
[130502] ['1/7', '5/9', '8/9', '5/3', '3'] -> (((5/9 / 5/3) + (3 / 1/7)) / 8/9)
[130503] ['5/8', '5/7', '3/4', '8/9', '5'] -> (5 / ((5/8 / 5/7) - (3/4 * 8/9)))
[130504] ['5/7', '7/6', '7/5', '8/3', '3'] -> ((5/7 * 7/5) / (7/6 - (3 / 8/3)))
[130505] ['1/3', '3/8', '4/7', '3/5', '7'] -> ((1/3 + (4/7 / 3/5)) / (3/8 / 7))
[130506] ['1/4', '7/9', '7/8', '5/2', '4'] -> ((7/8 + 5/2) * (4 + (7/9 / 1/4)))
[130507] ['1/7', '4/9', '4/9', '8/3', '4'] -> ((4/9 + (4 / 1/7)) / (4/9 * 8/3))
[130508] ['2/9', '7/5', '7/5', '9/2', '8'] -> (((9/2 * (8 - 2/9)) - 7/5) / 7/5)
[130509] ['3/8', '6/7', '9/8', '2', '9/4'] -> (2 / ((9/8 / (6/7 - 3/8)) - 9/4))
[130510] ['1/2', '1/2', '7/8', '7/3', '3'] -> (3 / ((7/8 / 7/3) - (1/2 * 1/2)))
[130511] ['2/9', '3/8', '8/7', '5/2', '9'] -> (8/7 * ((5/2 / (2/9 * 3/8)) - 9))
[130512] ['5/8', '7/3', '7/2', '7/2', '4'] -> ((7/2 / 7/2) / (5/8 - (7/3 / 4)))
[130513] ['1/8', '4/9', '5/9', '9/2', '7'] -> (((7 + (5/9 - 9/2)) / 1/8) - 4/9)
[130514] ['1/4', '7/9', '7/8', '8/3', '4'] -> (8/3 / ((1/4 * 4) - (7/9 / 7/8)))
[130515] ['1/7', '1/6', '1/4', '9/5', '6'] -> ((1/6 / 1/4) + (6 / (1/7 * 9/5)))
[130516] ['1/2', '1/2', '8/9', '8/7', '3'] -> (3 / ((1/2 / 8/9) - (1/2 / 8/7)))
[130517] ['3/8', '3/4', '4/5', '1', '7/4'] -> (3/4 / (7/4 - ((3/8 + 1) / 4/5)))
[130518] ['3/8', '6/7', '9/8', '2', '5/2'] -> (2 / ((9/8 / 3/8) - (5/2 / 6/7)))
[130519] ['2/9', '7/5', '3/2', '5/3', '8'] -> (((8 - (7/5 * 5/3)) / 2/9) - 3/2)
[130520] ['4/7', '4/5', '5/2', '5/2', '9'] -> ((5/2 * (4/5 + 5/2)) + (9 / 4/7))
[130521] ['1/7', '5/9', '8/9', '9/4', '3'] -> (8/9 / (1/7 - (5/9 / (9/4 + 3))))
[130522] ['5/7', '7/6', '3/2', '7/4', '3'] -> ((3 / 3/2) / ((5/7 * 7/4) - 7/6))
[130523] ['5/8', '5/2', '4', '9/2', '9/2'] -> ((4 - (5/8 / 5/2)) + (9/2 * 9/2))
[130524] ['3/8', '3/4', '4/5', '1', '9/4'] -> (1 / (((3/4 / 4/5) / 9/4) - 3/8))
[130525] ['3/8', '6/7', '9/8', '2', '7/2'] -> (7/2 * (6/7 + (2 / (3/8 / 9/8))))
[130526] ['1/2', '1/2', '8/9', '9/7', '3'] -> ((8/9 * 3) / (1/2 - (1/2 / 9/7)))
[130527] ['1/7', '1/6', '1/4', '9/2', '6'] -> ((9/2 / 1/7) - (6 + (1/4 / 1/6)))
[130528] ['2/9', '3/8', '7/6', '6/5', '9'] -> (9 / ((7/6 / 6/5) - (2/9 + 3/8)))
[130529] ['5/7', '7/6', '3/2', '9/4', '3'] -> ((3 / 7/6) / ((5/7 * 9/4) - 3/2))
[130530] ['1/4', '7/9', '8/9', '8/7', '4'] -> (((8/9 + 4) / (1/4 * 7/9)) - 8/7)
[130531] ['2/9', '3/7', '4/5', '9/7', '7'] -> ((7 - (3/7 / 9/7)) / (2/9 / 4/5))
[130532] ['5/8', '7/2', '7/2', '7/2', '4'] -> (((7/2 / 7/2) + (7/2 * 4)) / 5/8)
[130533] ['3/8', '6/7', '8/7', '8/7', '2'] -> (6/7 / ((3/8 * (8/7 + 2)) - 8/7))
[130534] ['1/7', '4/9', '1/2', '2/3', '4'] -> (4 / (1/7 * (1/2 + (4/9 / 2/3))))
[130535] ['3/8', '3/4', '4/5', '1', '7/2'] -> (((3/8 + 1) / (4/5 - 3/4)) - 7/2)
[130536] ['5/8', '7/2', '7/2', '4', '9/2'] -> (((7/2 * 4) - (7/2 - 9/2)) / 5/8)
[130537] ['1/7', '1/6', '2/7', '5/8', '6'] -> (6 / ((5/8 * (1/7 / 1/6)) - 2/7))
[130538] ['3/8', '6/7', '8/7', '7/6', '2'] -> (8/7 / ((7/6 * 2) - (6/7 / 3/8)))
[130539] ['1/7', '5/9', '9/8', '9/8', '3'] -> ((5/9 + 3) * ((9/8 / 1/7) - 9/8))
[130540] ['1/8', '4/9', '4/7', '5/7', '7'] -> ((4/9 * ((7 / 1/8) - 5/7)) - 4/7)
[130541] ['1/3', '3/8', '4/7', '5/4', '7'] -> (7 / (5/4 - (3/8 + (1/3 / 4/7))))
[130542] ['4/7', '4/5', '7/2', '7/2', '9'] -> (4/5 * ((7/2 * (4/7 + 9)) - 7/2))
[130543] ['1/2', '1/2', '8/9', '7/4', '3'] -> (1/2 / ((7/4 / 3) - (1/2 / 8/9)))
[130544] ['1/4', '7/9', '8/9', '7/5', '4'] -> (7/5 * ((8/9 / 7/9) + (4 / 1/4)))
[130545] ['2/3', '2/3', '2/3', '2/3', '4'] -> (4 / (2/3 - (2/3 / (2/3 + 2/3))))
[130546] ['1/7', '5/9', '9/8', '8/7', '3'] -> ((8/7 / 9/8) / ((5/9 / 3) - 1/7))
[130547] ['1/7', '1/6', '2/7', '7/8', '6'] -> ((1/7 / 2/7) / (1/6 - (7/8 / 6)))
[130548] ['3/8', '3/4', '5/6', '5/6', '1'] -> (((5/6 / (5/6 - 3/4)) - 1) / 3/8)
[130549] ['1/3', '3/8', '4/7', '7/5', '7'] -> ((7 / 7/5) / ((1/3 / 4/7) - 3/8))
[130550] ['2/3', '2/3', '2/3', '5/7', '4'] -> (((2/3 + 2/3) / (5/7 - 2/3)) - 4)
[130551] ['2/9', '3/7', '4/5', '8/5', '7'] -> ((3/7 * 7) * (4/5 + (8/5 / 2/9)))
[130552] ['1/8', '4/9', '4/7', '7/9', '7'] -> ((7 - (7/9 / 4/9)) / (1/8 / 4/7))
[130553] ['1/7', '5/9', '9/8', '7/6', '3'] -> ((5/9 + 3) / (7/6 * (1/7 / 9/8)))
[130554] ['1/7', '1/6', '2/7', '8/9', '6'] -> ((((1/7 + 6) / 2/7) - 1/6) / 8/9)
[130555] ['2/3', '2/3', '2/3', '4/5', '4'] -> (4 / ((2/3 / 2/3) - (2/3 / 4/5)))
[130556] ['3/8', '6/7', '8/7', '9/7', '2'] -> ((2 / (3/8 / 9/7)) / (8/7 - 6/7))
[130557] ['1/4', '7/9', '8/9', '9/5', '4'] -> (9/5 * (8/9 + (4 / (1/4 / 7/9))))
[130558] ['5/8', '5/7', '3/4', '7/2', '5'] -> ((5/7 + 5) * (7/2 / (5/8 / 3/4)))
[130559] ['2/3', '2/3', '2/3', '6/7', '4'] -> ((2/3 * 4) / ((2/3 / 6/7) - 2/3))
[130560] ['1/7', '4/9', '1/2', '5/6', '4'] -> (((1/2 / 1/7) - 5/6) / (4/9 / 4))
[130561] ['5/7', '7/6', '8/5', '7/4', '3'] -> ((3 / (5/7 * 7/6)) / (7/4 - 8/5))
[130562] ['3/8', '6/7', '8/7', '4/3', '2'] -> ((2 / (3/8 / 6/7)) / (4/3 - 8/7))
[130563] ['3/8', '3/4', '5/6', '8/9', '1'] -> (((3/8 + 1) / (8/9 - 5/6)) - 3/4)
[130564] ['2/9', '3/8', '7/6', '9/5', '9'] -> ((2/9 + (7/6 / 3/8)) * (9 - 9/5))
[130565] ['2/3', '2/3', '2/3', '9/8', '4'] -> (4 / (2/3 - (9/8 * (2/3 * 2/3))))
[130566] ['1/2', '1/2', '9/8', '9/8', '3'] -> (3 / (((9/8 - 1/2) / 1/2) - 9/8))
[130567] ['5/7', '7/6', '8/5', '9/5', '3'] -> (8/5 / (3 - (7/6 * (5/7 + 9/5))))
[130568] ['1/7', '4/9', '1/2', '6/7', '4'] -> ((6/7 / 1/7) + (4 / (4/9 * 1/2)))
[130569] ['5/8', '5/7', '7/9', '7/9', '5'] -> (5 / (5/7 * (7/9 - (5/8 * 7/9))))
[130570] ['1/7', '1/6', '2/7', '7/5', '6'] -> ((2/7 + 6) / (1/7 + (1/6 / 7/5)))
[130571] ['1/4', '7/9', '9/8', '9/8', '4'] -> (((7/9 * 9/8) + (9/8 + 4)) / 1/4)
[130572] ['1/2', '1/2', '9/8', '8/7', '3'] -> (3 / ((1/2 * 9/8) - (1/2 / 8/7)))
[130573] ['2/3', '2/3', '2/3', '7/6', '4'] -> ((2/3 * 4) / ((2/3 * 7/6) - 2/3))
[130574] ['3/8', '3/4', '5/6', '1', '7/6'] -> (1 / ((5/6 - 7/6) - (3/8 - 3/4)))
[130575] ['1/7', '4/9', '1/2', '7/8', '4'] -> (4 / (4/9 * (1/2 - (1/7 * 7/8))))
[130576] ['1/8', '4/9', '4/7', '7/8', '7'] -> (7 / (4/9 * (7/8 - (1/8 / 4/7))))
[130577] ['4/7', '5/6', '5/6', '7/8', '9'] -> ((9 / 7/8) / ((5/6 / 5/6) - 4/7))
[130578] ['3/8', '6/7', '8/7', '5/3', '2'] -> ((6/7 / 3/8) / (2 - (8/7 * 5/3)))
[130579] ['5/8', '5/7', '7/9', '4/5', '5'] -> ((5 / 7/9) / ((5/7 / 4/5) - 5/8))
[130580] ['1/7', '1/6', '2/7', '8/5', '6'] -> (6 / (((1/7 / 1/6) / 8/5) - 2/7))
[130581] ['2/9', '3/8', '7/6', '8/3', '9'] -> (9 + (8/3 * (3/8 + (7/6 / 2/9))))
[130582] ['1/7', '5/9', '9/8', '4/3', '3'] -> ((3 / (1/7 * 9/8)) / (4/3 - 5/9))
[130583] ['5/7', '7/6', '8/5', '7/3', '3'] -> (3 / (7/6 - (7/3 * (5/7 / 8/5))))
[130584] ['3/8', '6/7', '8/7', '7/4', '2'] -> ((3/8 * 8/7) / ((7/4 / 2) - 6/7))
[130585] ['1/8', '4/9', '4/7', '9/8', '7'] -> (7 * ((9/8 / (1/8 / 4/9)) - 4/7))
[130586] ['5/8', '5/7', '7/9', '6/7', '5'] -> (5 / ((5/8 / 5/7) - (7/9 * 6/7)))
[130587] ['1/7', '4/9', '1/2', '8/7', '4'] -> (4 / (4/9 * (1/2 - (1/7 / 8/7))))
[130588] ['3/8', '3/4', '5/6', '1', '9/7'] -> (1 / (((3/8 + 3/4) / 9/7) - 5/6))
[130589] ['1/7', '5/9', '9/8', '7/5', '3'] -> ((3 / (1/7 * 5/9)) / (9/8 * 7/5))
[130590] ['2/9', '3/7', '4/5', '5/2', '7'] -> (7 * ((4/5 / 2/9) - (3/7 / 5/2)))
[130591] ['1/3', '3/8', '3/5', '7/9', '7'] -> (7 / ((3/5 * (1/3 + 7/9)) - 3/8))
[130592] ['2/3', '2/3', '2/3', '3/2', '4'] -> (4 / ((2/3 / 2/3) + (2/3 - 3/2)))
[130593] ['3/8', '6/7', '8/7', '9/5', '2'] -> (2 / (3/8 * (6/7 - (8/7 / 9/5))))
[130594] ['1/8', '4/9', '4/7', '7/6', '7'] -> ((7 + (4/7 * 7/6)) / (4/9 - 1/8))
[130595] ['5/7', '7/6', '8/5', '5/2', '3'] -> (8/5 / (((3 - 7/6) / 5/7) - 5/2))
[130596] ['1/4', '7/9', '9/8', '6/5', '4'] -> (4 / ((6/5 * (9/8 - 7/9)) - 1/4))
[130597] ['5/8', '5/7', '7/9', '7/8', '5'] -> ((5 / 7/9) / ((5/7 / 5/8) - 7/8))
[130598] ['3/8', '3/4', '5/6', '1', '7/5'] -> (1 / ((5/6 * 7/5) - (3/8 + 3/4)))
[130599] ['4/7', '5/6', '5/6', '8/7', '9'] -> ((8/7 * 9) / ((5/6 / 5/6) - 4/7))
[130600] ['1/7', '1/6', '1/3', '3/8', '6'] -> ((1/3 + (1/6 / 1/7)) / (3/8 / 6))
[130601] ['2/9', '3/7', '4/5', '8/3', '7'] -> (7 * ((2/9 * 3/7) + (8/3 / 4/5)))
[130602] ['1/4', '7/9', '9/8', '5/4', '4'] -> ((5/4 + 4) / (9/8 * (1/4 * 7/9)))
[130603] ['1/7', '5/9', '9/8', '3/2', '3'] -> (3 / (1/7 * (3/2 - (5/9 * 9/8))))
[130604] ['2/9', '7/5', '5/3', '7/3', '8'] -> (8 * (2/9 + (7/3 / (7/5 / 5/3))))
[130605] ['4/7', '5/6', '5/6', '6/5', '9'] -> ((9 / (5/6 - (4/7 * 5/6))) - 6/5)
[130606] ['1/2', '1/2', '9/8', '7/3', '3'] -> ((9/8 / (1/2 * 1/2)) * (7/3 + 3))
[130607] ['2/9', '3/7', '4/5', '7/2', '7'] -> (4/5 * ((7 / 2/9) - (3/7 * 7/2)))
[130608] ['5/8', '5/7', '7/9', '6/5', '5'] -> (5 / ((5/8 / 7/9) - (5/7 / 6/5)))
[130609] ['3/8', '6/7', '8/7', '2', '9/2'] -> ((2 * 9/2) / ((6/7 / 8/7) - 3/8))
[130610] ['1/8', '4/9', '4/7', '5/4', '7'] -> ((4/7 / 4/9) / ((5/4 / 7) - 1/8))
[130611] ['3/8', '3/4', '5/6', '1', '5/3'] -> (1 / ((3/4 * 5/3) - (3/8 + 5/6)))
[130612] ['1/2', '1/2', '9/8', '8/3', '3'] -> ((3 + (9/8 * 8/3)) / (1/2 * 1/2))
[130613] ['1/7', '5/9', '9/8', '5/3', '3'] -> (9/8 * ((5/9 / 5/3) + (3 / 1/7)))
[130614] ['5/7', '7/6', '8/5', '3', '9/2'] -> (8/5 + (3 * (7/6 + (9/2 / 5/7))))
[130615] ['2/9', '7/5', '5/3', '7/2', '8'] -> ((5/3 / 7/2) * (8 / (2/9 / 7/5)))
[130616] ['1/7', '1/6', '1/3', '5/9', '6'] -> ((6 * (1/6 + (5/9 / 1/7))) - 1/3)
[130617] ['2/9', '3/7', '4/5', '9/2', '7'] -> ((9/2 / 2/9) + (7 * (3/7 / 4/5)))
[130618] ['5/8', '5/7', '7/9', '9/7', '5'] -> (5 / (5/7 * (7/9 - (5/8 / 9/7))))
[130619] ['1/7', '4/9', '1/2', '3/2', '4'] -> (4 / (1/7 * (1/2 + (4/9 * 3/2))))
[130620] ['1/2', '1/2', '8/7', '7/6', '3'] -> (3 / (1/2 - ((1/2 / 8/7) / 7/6)))
[130621] ['3/8', '3/4', '5/6', '1', '7/3'] -> (1 / ((7/3 * (3/4 - 3/8)) - 5/6))
[130622] ['5/8', '5/7', '7/9', '7/5', '5'] -> (5 / (7/9 * (5/7 - (5/8 / 7/5))))
[130623] ['1/8', '4/9', '4/7', '4/3', '7'] -> (4/3 / ((7 * (1/8 * 4/7)) - 4/9))
[130624] ['1/4', '7/9', '9/8', '8/5', '4'] -> (8/5 * (7/9 + (4 / (1/4 * 9/8))))
[130625] ['2/9', '3/8', '6/5', '9/5', '9'] -> ((3/8 + 9) * (9/5 * (2/9 + 6/5)))
[130626] ['2/3', '2/3', '5/7', '7/8', '4'] -> (4 / (7/8 * (2/3 - (2/3 * 5/7))))
[130627] ['2/9', '7/5', '7/4', '7/4', '8'] -> (8 / ((7/4 / (7/5 + 7/4)) - 2/9))
[130628] ['5/8', '5/7', '7/9', '3/2', '5'] -> (5 / ((3/2 * (5/7 * 7/9)) - 5/8))
[130629] ['1/2', '1/2', '8/7', '5/4', '3'] -> (1/2 / ((1/2 / 8/7) - (5/4 / 3)))
[130630] ['1/4', '7/9', '9/8', '7/4', '4'] -> ((4 + (7/4 / (7/9 * 9/8))) / 1/4)
