[44326] ['1/3', '3/7', '3/2', '7/4', '8'] -> (8 * (3/7 + (3/2 / (1/3 * 7/4))))
[51197] ['1/7', '1/7', '5/3', '9/5', '5'] -> ((5/3 + (1/7 / 1/7)) * (9/5 * 5))
[51198] ['1/5', '4/7', '5/8', '5/3', '4'] -> (4 / (4/7 * (5/8 - (1/5 * 5/3))))
[51199] ['1/9', '5/9', '9/7', '8/3', '3'] -> ((3 / 9/7) / ((5/9 / 8/3) - 1/9))
[51200] ['1/5', '4/7', '5/8', '7/4', '4'] -> ((4 - (4/7 * 7/4)) / (1/5 * 5/8))
[51201] ['1/9', '1/9', '2/7', '6/5', '7'] -> ((7 / ((1/9 / 2/7) - 1/9)) - 6/5)
[51202] ['1/9', '1/5', '6/7', '4/3', '5'] -> (((1/9 + 5) / 1/5) - (4/3 / 6/7))
[51203] ['5/9', '5/6', '1', '9/5', '9/5'] -> (9/5 / ((5/6 / (1 - 5/9)) - 9/5))
[51204] ['2/7', '3/7', '9/8', '9/5', '2'] -> (2 / ((2/7 * 9/8) - (3/7 / 9/5)))
[51205] ['1/9', '5/9', '9/7', '3', '7/2'] -> ((9/7 / ((5/9 / 7/2) - 1/9)) - 3)
[51206] ['1/2', '4/7', '7/5', '7/5', '4'] -> ((7/5 + 7/5) * (4/7 + (4 / 1/2)))
[51207] ['1/9', '1/5', '6/7', '7/5', '5'] -> ((7/5 + 5) / (6/7 * (1/9 + 1/5)))
[51208] ['1/7', '1/7', '5/3', '5/2', '5'] -> ((1/7 + 5) / (5/2 * (1/7 / 5/3)))
[51209] ['1/9', '1/9', '2/7', '9/7', '7'] -> ((1/9 / 2/7) * ((7 / 1/9) - 9/7))
[51210] ['1/6', '1/6', '6/7', '4/3', '9'] -> (6/7 + (9 / (1/6 + (1/6 * 4/3))))
[51211] ['1/2', '4/7', '7/5', '3/2', '4'] -> (4 / (7/5 * (1/2 - (4/7 / 3/2))))
[51212] ['1/9', '3/8', '7/9', '8/7', '4'] -> ((8/7 / 1/9) + (4 / (3/8 * 7/9)))
[51213] ['1/9', '1/5', '6/7', '3/2', '5'] -> ((3/2 + (5 * (1/5 / 6/7))) / 1/9)
[51214] ['1/5', '1/5', '7/5', '9/4', '6'] -> (6 + ((1/5 + 7/5) / (1/5 / 9/4)))
[51215] ['1/5', '4/7', '5/8', '7/3', '4'] -> ((4 / (1/5 * 4/7)) / (5/8 * 7/3))
[51216] ['1/5', '1/4', '5/9', '4/3', '5'] -> (((5 / 1/4) - (4/3 / 1/5)) / 5/9)
[51217] ['1/4', '2/5', '7/4', '8/3', '5'] -> (8/3 * ((2/5 * 5) + (7/4 / 1/4)))
[51218] ['1/9', '1/9', '2/7', '4/3', '7'] -> (4/3 / (1/9 - ((1/9 / 2/7) / 7)))
[51219] ['1/5', '1/5', '7/5', '7/3', '6'] -> ((1/5 + (7/5 / 7/3)) / (1/5 / 6))
[51220] ['3/8', '8/9', '8/5', '5/2', '4'] -> ((4 + (8/5 * 5/2)) / (3/8 * 8/9))
[51221] ['1/6', '1/6', '6/7', '3/2', '9'] -> (9 * (3/2 + ((1/6 / 1/6) / 6/7)))
[51222] ['1/9', '1/5', '6/7', '8/5', '5'] -> ((6/7 / 8/5) * ((5 / 1/9) - 1/5))
[51223] ['1/9', '5/9', '4/3', '8/5', '3'] -> ((8/5 / 1/9) / (3 - (4/3 / 5/9)))
[51224] ['1/3', '5/7', '9/8', '5/3', '8'] -> ((9/8 * 8) * (1/3 + (5/3 / 5/7)))
[51225] ['1/4', '2/5', '9/5', '9/5', '5'] -> ((9/5 + (2/5 + 9/5)) + (5 / 1/4))
[51226] ['1/5', '1/4', '5/9', '3/2', '5'] -> (5 / (3/2 * (1/4 - (1/5 * 5/9))))
[51227] ['1/5', '1/5', '7/5', '5/2', '6'] -> (6 + (5/2 * (1/5 + (7/5 / 1/5))))
[51228] ['2/5', '3/7', '5/9', '8/5', '3'] -> (((8/5 / (5/9 - 3/7)) - 3) / 2/5)
[51229] ['1/5', '4/7', '5/8', '7/2', '4'] -> (4 * ((7/2 / 4/7) - (1/5 * 5/8)))
[51230] ['3/8', '8/9', '8/5', '7/2', '4'] -> ((4 + (7/2 / 3/8)) / (8/9 / 8/5))
[51231] ['2/7', '3/7', '8/7', '6/5', '2'] -> (8/7 / ((2 * (2/7 / 6/5)) - 3/7))
[51232] ['1/4', '2/5', '9/5', '7/3', '5'] -> (2/5 / ((7/3 / 5) - (1/4 * 9/5)))
[51233] ['1/2', '4/7', '7/5', '7/3', '4'] -> (4/7 / ((4 / 7/5) - (1/2 + 7/3)))
[51234] ['1/5', '1/5', '7/5', '7/2', '6'] -> (6 * ((7/2 * (7/5 - 1/5)) - 1/5))
[51235] ['2/5', '3/7', '5/9', '5/3', '3'] -> (((3 / 3/7) - 5/3) / (2/5 * 5/9))
[51236] ['1/5', '4/7', '2/3', '2/3', '4'] -> (2/3 + ((2/3 * 4) / (1/5 * 4/7)))
[51237] ['1/9', '1/9', '2/7', '7/4', '7'] -> ((2/7 * 7) / ((1/9 * 7/4) - 1/9))
[51238] ['1/9', '1/5', '6/7', '9/5', '5'] -> ((5 - ((1/5 + 9/5) / 6/7)) / 1/9)
[51239] ['1/2', '4/7', '7/5', '8/3', '4'] -> (4/7 / (1/2 - (8/3 / (7/5 * 4))))
[51240] ['1/7', '1/7', '7/4', '5/2', '5'] -> ((5 - (1/7 + (5/2 / 7/4))) / 1/7)
[51241] ['1/4', '2/5', '9/4', '9/4', '5'] -> (1/4 + ((5 + (9/4 + 9/4)) / 2/5))
[51242] ['2/7', '3/7', '8/7', '7/5', '2'] -> (8/7 / ((2/7 / (2 - 7/5)) - 3/7))
[51243] ['1/9', '3/8', '7/9', '8/5', '4'] -> (8/5 / ((7/9 / (3/8 + 4)) - 1/9))
[51244] ['3/8', '8/9', '5/3', '5/3', '4'] -> (4 / ((3/8 + 5/3) - (5/3 / 8/9)))
[51245] ['5/9', '5/6', '1', '9/4', '8/3'] -> (8/3 / ((5/6 / (9/4 - 1)) - 5/9))
[51246] ['1/6', '1/6', '6/7', '9/4', '9'] -> ((9/4 + (9 * (1/6 / 6/7))) / 1/6)
[51247] ['1/2', '4/7', '7/5', '7/2', '4'] -> ((4/7 + (4 / 7/5)) / (1/2 / 7/2))
[51248] ['1/9', '1/9', '2/7', '9/4', '7'] -> ((7 / 2/7) - (9/4 * (1/9 + 1/9)))
[51249] ['1/4', '2/5', '9/4', '7/3', '5'] -> ((5 * ((9/4 * 7/3) - 2/5)) - 1/4)
[51250] ['1/9', '3/8', '7/9', '5/3', '4'] -> (5/3 / ((3/8 - 1/9) - (7/9 / 4)))
[51251] ['1/9', '5/9', '7/5', '7/5', '3'] -> (((5/9 * 3) + (7/5 / 7/5)) / 1/9)
[51252] ['1/5', '4/7', '2/3', '7/9', '4'] -> ((4/7 + (4 / 1/5)) / (2/3 / 7/9))
[51253] ['1/6', '1/6', '7/8', '7/8', '9'] -> ((9 - (7/8 / 7/8)) / (1/6 + 1/6))
[51254] ['1/9', '3/8', '7/9', '7/4', '4'] -> ((7/4 * 4) / (7/9 - (1/9 + 3/8)))
[51255] ['1/5', '4/7', '2/3', '4/5', '4'] -> (4 / ((2/3 / 4/7) - (1/5 + 4/5)))
[51256] ['1/9', '5/9', '7/5', '3/2', '3'] -> (((3 / 5/9) - 7/5) / (1/9 * 3/2))
[51257] ['1/3', '5/7', '9/8', '7/2', '8'] -> (7/2 * ((9/8 * 8) - (5/7 / 1/3)))
[51258] ['3/8', '8/9', '5/3', '9/4', '4'] -> (9/4 / ((5/3 / (8/9 * 4)) - 3/8))
[51259] ['1/7', '1/7', '7/4', '9/2', '5'] -> (5 + ((1/7 + (9/2 / 7/4)) / 1/7))
[51260] ['1/9', '3/8', '7/9', '9/5', '4'] -> ((9/5 / (3/8 * 7/9)) * (4 - 1/9))
[51261] ['1/9', '1/9', '2/7', '9/2', '7'] -> (1/9 * ((7 / (1/9 * 2/7)) - 9/2))
[51262] ['2/5', '3/7', '5/9', '5/2', '3'] -> (((5/2 / 3/7) + (3 / 2/5)) / 5/9)
[51263] ['1/5', '1/4', '4/7', '4/7', '5'] -> ((1/5 + (4/7 / 4/7)) / (1/4 / 5))
[51264] ['1/9', '1/5', '6/7', '7/2', '5'] -> (5 * ((1/5 / 1/9) + (6/7 * 7/2)))
[51265] ['1/6', '1/6', '7/8', '8/7', '9'] -> ((9 - (7/8 * 8/7)) / (1/6 + 1/6))
[51266] ['1/2', '4/7', '3/2', '9/4', '4'] -> ((4/7 + 4) * (9/4 + (3/2 / 1/2)))
[51267] ['1/9', '3/8', '7/9', '9/4', '4'] -> (((4 / 9/4) - 7/9) / (1/9 * 3/8))
[51268] ['1/5', '1/5', '7/4', '9/5', '6'] -> (6 / ((9/5 / 1/5) - (7/4 / 1/5)))
[51269] ['1/4', '2/5', '7/3', '9/2', '5'] -> (((5 / (2/5 / 9/2)) - 1/4) / 7/3)
[51270] ['1/9', '1/5', '6/7', '9/2', '5'] -> ((9/2 + (5 / (1/9 + 1/5))) / 6/7)
[51271] ['1/5', '1/4', '4/7', '5/8', '5'] -> ((1/4 + 5) / (5/8 * (1/5 / 4/7)))
[51272] ['1/5', '1/5', '7/4', '7/3', '6'] -> (6 / ((1/5 / 1/5) - (7/4 / 7/3)))
[51273] ['1/6', '1/6', '7/8', '9/7', '9'] -> ((9 / (1/6 + 1/6)) / (7/8 * 9/7))
[51274] ['1/9', '1/9', '1/3', '4/5', '7'] -> ((4/5 / (1/9 + 1/9)) * (7 - 1/3))
[51275] ['1/7', '1/7', '9/5', '5/2', '5'] -> (((9/5 - 1/7) / (1/7 / 5/2)) - 5)
[51276] ['2/5', '3/7', '5/9', '3', '9/2'] -> ((3 / (2/5 * 5/9)) + (9/2 / 3/7))
[51277] ['1/2', '4/7', '8/5', '5/3', '4'] -> (4 / ((5/3 / 8/5) - (1/2 / 4/7)))
[51278] ['3/8', '8/9', '7/4', '5/2', '4'] -> (5/2 / ((7/4 / 4) - (3/8 * 8/9)))
[51279] ['1/9', '1/5', '7/8', '9/8', '5'] -> ((5 / 1/5) - (7/8 + (1/9 * 9/8)))
[51280] ['1/5', '1/5', '7/4', '7/2', '6'] -> (6 / (7/4 * (1/5 - (1/5 / 7/2))))
[51281] ['1/6', '1/6', '7/8', '7/5', '9'] -> (9 / ((1/6 / 1/6) - (7/8 / 7/5)))
[51282] ['1/3', '5/7', '7/6', '5/4', '8'] -> (8 / (((5/7 * 7/6) / 5/4) - 1/3))
[51283] ['2/7', '3/7', '7/6', '7/5', '2'] -> (2/7 / (3/7 - ((7/6 / 7/5) / 2)))
[51284] ['1/4', '3/7', '3/7', '5/9', '5'] -> ((3/7 + (3/7 / 5/9)) / (1/4 / 5))
[51285] ['5/9', '5/6', '1', '8/3', '9/2'] -> ((8/3 * 9/2) / ((5/6 / 5/9) - 1))
[51286] ['1/9', '1/9', '1/3', '9/8', '7'] -> ((1/9 + 7) * (9/8 / (1/9 / 1/3)))
[51287] ['1/2', '4/7', '8/5', '7/4', '4'] -> ((8/5 * 7/4) * (4/7 + (4 / 1/2)))
[51288] ['1/6', '1/6', '7/8', '8/5', '9'] -> (1/6 / ((1/6 / 8/5) - (7/8 / 9)))
[51289] ['1/9', '5/9', '7/5', '3', '9/2'] -> ((5/9 * 9/2) * ((7/5 / 1/9) - 3))
[51290] ['1/5', '1/5', '9/5', '7/2', '6'] -> ((9/5 / (1/5 * 1/5)) - (7/2 * 6))
[51291] ['1/5', '4/7', '2/3', '9/7', '4'] -> ((4/7 + (4 / 1/5)) / (2/3 * 9/7))
[51292] ['1/6', '1/6', '7/8', '5/3', '9'] -> (5/3 / ((7/8 / 9) - (1/6 * 1/6)))
[51293] ['1/7', '1/7', '9/4', '9/4', '5'] -> ((9/4 + 5) + ((1/7 + 9/4) / 1/7))
[51294] ['1/9', '1/9', '1/3', '5/4', '7'] -> ((7 - 1/3) / (5/4 * (1/9 + 1/9)))
[51295] ['1/5', '1/4', '4/7', '5/6', '5'] -> (5 / ((5/6 / 4/7) - (1/4 / 1/5)))
[51296] ['1/5', '4/7', '2/3', '3/2', '4'] -> (2/3 + (4 / (3/2 * (1/5 * 4/7))))
[51297] ['1/9', '3/8', '4/5', '8/7', '4'] -> ((4 / (1/9 + 3/8)) / (8/7 - 4/5))
[51298] ['1/4', '3/7', '3/7', '7/9', '5'] -> ((3/7 + 5) / (3/7 * (7/9 - 1/4)))
[51299] ['1/7', '1/7', '9/4', '8/3', '5'] -> ((9/4 * 8/3) * (5 - (1/7 / 1/7)))
[51300] ['1/5', '1/5', '9/4', '7/3', '6'] -> (((6 / 9/4) - (1/5 - 7/3)) / 1/5)
[51301] ['1/9', '1/9', '1/3', '7/5', '7'] -> ((1/3 + (7 / 7/5)) / (1/9 + 1/9))
[51302] ['1/9', '1/5', '7/8', '5/4', '5'] -> ((5 / (1/9 / 1/5)) / (5/4 - 7/8))
[51303] ['1/3', '5/7', '7/6', '7/4', '8'] -> (8 * (7/6 + (7/4 * (1/3 + 5/7))))
[51304] ['1/9', '1/9', '1/3', '7/4', '7'] -> ((1/3 + 7) / (1/9 + (1/9 * 7/4)))
[51305] ['1/6', '1/6', '7/8', '5/2', '9'] -> ((5/2 / 1/6) / ((1/6 * 9) - 7/8))
[51306] ['1/4', '3/7', '3/7', '8/9', '5'] -> (((3/7 + 5) / (1/4 * 8/9)) - 3/7)
[51307] ['2/5', '3/7', '4/7', '5/6', '3'] -> ((3/7 + 3) / (5/6 * (4/7 - 2/5)))
[51308] ['1/7', '1/7', '9/4', '9/2', '5'] -> ((9/2 / (1/7 + (1/7 / 5))) - 9/4)
[51309] ['1/2', '4/7', '8/5', '8/3', '4'] -> (4/7 / (1/2 - (8/3 / (8/5 + 4))))
[51310] ['1/9', '5/9', '3/2', '9/4', '3'] -> ((9/4 - 3/2) / (1/9 / (5/9 + 3)))
[51311] ['1/5', '1/5', '7/3', '7/2', '6'] -> (1/5 + (6 * (7/2 + (1/5 * 7/3))))
[51312] ['1/3', '5/7', '7/6', '9/4', '8'] -> ((1/3 / 7/6) + (8 * (5/7 + 9/4)))
[51313] ['1/5', '4/7', '2/3', '7/4', '4'] -> ((2/3 * 7/4) * (4/7 + (4 / 1/5)))
[51314] ['1/9', '1/9', '1/3', '9/5', '7'] -> ((1/9 + 7) / (1/9 + (1/3 / 9/5)))
[51315] ['1/2', '4/7', '8/5', '4', '9/2'] -> (9/2 * (8/5 + (4 / (1/2 + 4/7))))
[51316] ['1/6', '1/6', '7/8', '9/2', '9'] -> ((9/2 / 9) / (1/6 - (1/6 * 7/8)))
[51317] ['1/4', '3/7', '3/7', '7/6', '5'] -> ((5 + (7/6 * (3/7 + 3/7))) / 1/4)
[51318] ['1/7', '1/7', '7/3', '7/2', '5'] -> ((1/7 + 5) / (7/2 * (1/7 / 7/3)))
[51319] ['2/7', '3/7', '6/5', '5/4', '2'] -> (2/7 / ((3/7 + 5/4) - (2 / 6/5)))
[51320] ['2/5', '3/7', '4/7', '7/8', '3'] -> (3 / ((4/7 / 2/5) - (3/7 + 7/8)))
[51321] ['5/9', '6/7', '6/7', '1', '8/7'] -> (8/7 / (1 - (5/9 * (6/7 + 6/7))))
[51322] ['1/3', '5/7', '7/6', '9/2', '8'] -> (8 + ((9/2 + (5/7 * 7/6)) / 1/3))
[51323] ['1/9', '1/9', '1/3', '9/2', '7'] -> ((7 + (9/2 * (1/9 + 1/9))) / 1/3)
[51324] ['3/8', '8/9', '9/4', '9/4', '4'] -> (((9/4 + 9/4) + (4 / 8/9)) / 3/8)
[51325] ['1/5', '2/9', '2/9', '2/9', '6'] -> (((2/9 / 1/5) - 2/9) / (2/9 / 6))
[51326] ['1/9', '3/8', '4/5', '8/5', '4'] -> ((4 - (4/5 / (3/8 * 8/5))) / 1/9)
[51327] ['1/6', '1/6', '8/9', '7/6', '9'] -> ((7/6 + (1/6 - 8/9)) / (1/6 / 9))
[51328] ['1/4', '3/7', '3/7', '3/2', '5'] -> ((5 - (3/7 / 3/7)) / (1/4 / 3/2))
[51329] ['1/7', '1/7', '8/3', '7/2', '5'] -> (((5 / 7/2) - 1/7) / (1/7 / 8/3))
[51330] ['1/3', '5/7', '6/5', '7/5', '8'] -> (8 * ((5/7 / 1/3) + (6/5 / 7/5)))
[51331] ['2/5', '3/7', '4/7', '9/8', '3'] -> (3 / ((3/7 + 9/8) - (4/7 / 2/5)))
[51332] ['1/9', '3/8', '4/5', '5/3', '4'] -> ((5/3 + 4) / (3/8 - (1/9 / 4/5)))
[51333] ['1/7', '1/7', '7/2', '7/2', '5'] -> ((7/2 - 5) + ((1/7 + 7/2) / 1/7))
[51334] ['1/9', '1/9', '3/8', '1/2', '7'] -> ((7 + ((1/9 / 1/9) / 1/2)) / 3/8)
[51335] ['3/8', '8/9', '9/4', '7/2', '4'] -> (3/8 + (7/2 * (9/4 + (4 / 8/9))))
[51336] ['1/9', '5/9', '8/5', '7/3', '3'] -> ((8/5 / 1/9) + ((7/3 + 3) / 5/9))
[51337] ['1/4', '3/7', '3/7', '9/5', '5'] -> ((3/7 + (3/7 * 9/5)) / (1/4 / 5))
[51338] ['1/5', '4/7', '2/3', '4', '9/2'] -> (2/3 + ((4 * 9/2) / (1/5 + 4/7)))
[51339] ['1/9', '1/9', '3/8', '4/7', '7'] -> (7 / ((1/9 + 3/8) - (1/9 / 4/7)))
[51340] ['1/2', '4/7', '7/4', '9/5', '4'] -> (4 / (9/5 - (7/4 / (1/2 + 4/7))))
[51341] ['1/5', '1/4', '4/7', '3/2', '5'] -> ((5 / 1/5) - (4/7 * (1/4 + 3/2)))
[51342] ['1/9', '5/9', '8/5', '5/2', '3'] -> (5/2 * ((5/9 / 1/9) + (8/5 + 3)))
[51343] ['2/5', '3/7', '4/7', '5/4', '3'] -> ((4/7 * 3) / ((2/5 * 5/4) - 3/7))
[51344] ['1/7', '1/6', '1/6', '1/6', '5'] -> (((1/6 + 5) - (1/6 / 1/7)) / 1/6)
[51345] ['1/5', '2/9', '2/9', '1/2', '6'] -> ((6 / (1/5 / 2/9)) / (1/2 - 2/9))
[51346] ['1/9', '3/8', '4/5', '7/3', '4'] -> ((4 / (1/9 + 3/8)) / (4/5 / 7/3))
[51347] ['1/9', '1/9', '3/8', '3/5', '7'] -> (3/8 + (7 / (1/9 + (1/9 / 3/5))))
[51348] ['1/4', '3/7', '3/7', '7/2', '5'] -> (((3/7 * 5) - 3/7) / (1/4 / 7/2))
[51349] ['1/5', '4/7', '5/7', '7/9', '4'] -> ((4/7 + (4 / 5/7)) / (1/5 / 7/9))
[51350] ['1/7', '1/6', '1/6', '1/5', '5'] -> ((1/6 - (1/6 / 1/7)) + (5 / 1/5))
[51351] ['3/8', '8/9', '7/3', '7/2', '4'] -> ((7/3 + (8/9 * (7/2 + 4))) / 3/8)
[51352] ['2/5', '3/7', '4/7', '7/5', '3'] -> ((3/7 + 7/5) * (3 / (2/5 * 4/7)))
[51353] ['1/9', '1/5', '8/9', '9/8', '5'] -> ((5 / 1/5) - (9/8 - (1/9 / 8/9)))
[51354] ['1/5', '1/4', '4/7', '7/4', '5'] -> ((1/5 + (4/7 * 7/4)) / (1/4 / 5))
[51355] ['5/9', '6/7', '6/7', '1', '8/5'] -> (6/7 / (1 - (6/7 / (5/9 * 8/5))))
[51356] ['1/4', '3/7', '4/9', '4/9', '5'] -> (((5 / 4/9) - (1/4 / 3/7)) / 4/9)
[51357] ['1/6', '1/6', '8/9', '7/3', '9'] -> (((1/6 + 1/6) + (7/3 * 9)) / 8/9)
[51358] ['1/9', '1/9', '3/8', '4/5', '7'] -> ((1/9 + ((1/9 + 7) / 4/5)) / 3/8)
[51359] ['3/8', '8/9', '5/2', '5/2', '4'] -> (4 * (3/8 + ((5/2 + 5/2) / 8/9)))
[51360] ['1/5', '2/9', '2/9', '5/8', '6'] -> (6 / (2/9 + (5/8 * (1/5 * 2/9))))
[51361] ['1/5', '4/7', '5/7', '7/8', '4'] -> (7/8 * ((4 / (1/5 * 5/7)) - 4/7))
[51362] ['1/7', '1/6', '1/6', '1/3', '5'] -> ((5 - 1/3) / (1/6 / (1/7 / 1/6)))
[51363] ['1/5', '1/4', '4/7', '9/5', '5'] -> ((9/5 + (4/7 * (1/4 + 5))) / 1/5)
[51364] ['2/7', '3/7', '6/5', '2', '7/2'] -> ((7/2 - 2/7) / (3/7 / (6/5 + 2)))
[51365] ['1/9', '3/8', '4/5', '7/2', '4'] -> (4/5 * ((7/2 / 1/9) - (3/8 * 4)))
[51366] ['1/9', '5/9', '5/3', '7/3', '3'] -> ((7/3 + 3) / ((5/9 / 5/3) - 1/9))
[51367] ['2/5', '3/7', '4/7', '7/4', '3'] -> (3 / ((3/7 / (2/5 * 4/7)) - 7/4))
[51368] ['1/9', '1/9', '3/8', '6/7', '7'] -> (6/7 / (3/8 * (1/9 - (1/9 / 7))))
[51369] ['2/7', '3/7', '6/5', '2', '9/2'] -> (((3/7 / 6/5) + (2 + 9/2)) / 2/7)
[51370] ['1/5', '2/9', '2/9', '3/4', '6'] -> ((6 + (2/9 / 1/5)) / (2/9 / 3/4))
[51371] ['3/8', '8/9', '7/2', '7/2', '4'] -> ((7/2 / 3/8) / ((8/9 + 7/2) - 4))
[51372] ['1/9', '3/8', '4/5', '4', '9/2'] -> ((4/5 * ((4 / 1/9) - 3/8)) - 9/2)
[51373] ['1/9', '1/9', '3/8', '7/8', '7'] -> (((1/9 / 1/9) + (7 / 7/8)) / 3/8)
[51374] ['1/4', '3/7', '4/9', '4/7', '5'] -> (((5 / (4/9 / 4/7)) - 3/7) / 1/4)
[51375] ['1/2', '4/7', '9/5', '8/3', '4'] -> (9/5 * (4 + (8/3 / (1/2 * 4/7))))
[51376] ['1/5', '4/7', '5/7', '6/5', '4'] -> ((4/7 + (4 / 1/5)) / (5/7 * 6/5))
[51377] ['1/9', '5/9', '7/4', '7/4', '3'] -> (((5/9 * 3) + (7/4 / 7/4)) / 1/9)
[51378] ['3/8', '9/8', '9/8', '8/7', '4'] -> (9/8 / ((3/8 / 8/7) - (9/8 / 4)))
[51379] ['2/5', '3/7', '4/7', '5/2', '3'] -> ((4/7 / 5/2) * (3 / (3/7 - 2/5)))
[51380] ['1/2', '4/7', '9/5', '4', '9/2'] -> (4 * (9/5 + (9/2 / (1/2 + 4/7))))
[51381] ['1/9', '1/5', '8/9', '7/4', '5'] -> (((1/9 + 5) / 1/5) - (8/9 * 7/4))
[51382] ['1/5', '4/7', '5/7', '5/4', '4'] -> (5/4 * ((4 / 1/5) - (4/7 / 5/7)))
[51383] ['1/4', '3/7', '4/9', '5/8', '5'] -> (5 / ((3/7 * (4/9 + 5/8)) - 1/4))
[51384] ['1/5', '1/4', '4/7', '7/2', '5'] -> ((4/7 + (1/5 / 1/4)) * (7/2 * 5))
[51385] ['2/5', '3/7', '4/7', '8/3', '3'] -> (3 * ((4/7 / 3/7) + (8/3 / 2/5)))
[51386] ['1/9', '3/8', '5/6', '8/7', '4'] -> ((5/6 + (3/8 * 4)) / (1/9 / 8/7))
[51387] ['1/5', '4/7', '5/7', '9/7', '4'] -> ((4/7 + (4 / 5/7)) / (1/5 * 9/7))
[51388] ['1/9', '5/9', '7/4', '7/3', '3'] -> ((5/9 + 3) / (7/3 * (1/9 / 7/4)))
[51389] ['1/3', '5/7', '5/4', '9/5', '8'] -> (5/4 * ((8 / (5/7 - 1/3)) - 9/5))
[51390] ['1/4', '3/7', '4/9', '2/3', '5'] -> ((2/3 * 5) / ((1/4 / 3/7) - 4/9))
[51391] ['1/5', '1/4', '4/7', '9/2', '5'] -> ((5 * (9/2 + (1/5 / 4/7))) - 1/4)
[51392] ['1/9', '3/8', '5/6', '7/6', '4'] -> (4 / (3/8 * (7/6 + (1/9 - 5/6))))
[51393] ['1/7', '1/6', '1/6', '3/4', '5'] -> ((1/7 + 5) * (1/6 + (3/4 / 1/6)))
[51394] ['1/3', '5/7', '5/4', '7/3', '8'] -> (8 * ((7/3 / 5/7) - (1/3 / 5/4)))
[51395] ['1/4', '3/7', '4/9', '5/7', '5'] -> (((5 / 4/9) - (1/4 + 5/7)) / 3/7)
[51396] ['1/2', '4/7', '9/4', '8/3', '4'] -> (4 / ((8/3 / 4/7) - (9/4 / 1/2)))
[51397] ['2/5', '3/7', '4/7', '3', '9/2'] -> ((9/2 / (4/7 - 3/7)) - (3 / 2/5))
[51398] ['1/6', '1/6', '9/8', '9/5', '9'] -> (9 / ((1/6 / 1/6) - (9/8 / 9/5)))
[51399] ['3/8', '9/8', '9/8', '7/4', '4'] -> ((9/8 + (4 * (9/8 * 7/4))) / 3/8)
[51400] ['1/5', '4/7', '5/7', '5/3', '4'] -> ((4/7 + 4) / (1/5 * (5/3 - 5/7)))
[51401] ['1/5', '2/9', '2/9', '7/6', '6'] -> ((2/9 * 6) / (7/6 - (2/9 / 1/5)))
[51402] ['1/4', '3/7', '4/9', '3/4', '5'] -> (((5 / 3/7) - (1/4 + 3/4)) / 4/9)
[51403] ['1/2', '4/7', '9/4', '4', '9/2'] -> ((9/2 / (9/4 * (4/7 - 1/2))) - 4)
[51404] ['1/6', '1/6', '8/7', '8/7', '9'] -> ((9 - (8/7 / 8/7)) / (1/6 + 1/6))
[51405] ['3/8', '9/8', '9/8', '9/5', '4'] -> ((4 + (9/8 / 9/8)) / (3/8 / 9/5))
[51406] ['1/5', '4/7', '5/7', '7/4', '4'] -> (7/4 * ((4 / (1/5 / 5/7)) - 4/7))
[51407] ['1/9', '1/5', '8/9', '7/2', '5'] -> (((5 - 1/9) / (1/5 * 8/9)) - 7/2)
[51408] ['2/5', '3/7', '3/5', '5/8', '3'] -> (3 / ((3/7 * (3/5 + 5/8)) - 2/5))
[51409] ['1/7', '1/6', '1/6', '5/6', '5'] -> ((5 / 1/6) - (1/6 + (5/6 / 1/7)))
[51410] ['1/9', '5/9', '9/5', '9/4', '3'] -> ((5/9 * 9/4) * (3 + (9/5 / 1/9)))
[51411] ['3/8', '9/8', '9/8', '7/3', '4'] -> ((9/8 * 4) * (7/3 + (9/8 / 3/8)))
[51412] ['1/9', '1/5', '9/8', '9/8', '5'] -> ((5 / 1/5) - (9/8 - (1/9 * 9/8)))
[51413] ['2/7', '3/7', '9/7', '9/7', '2'] -> ((9/7 + (2 / (2/7 / 9/7))) / 3/7)
[51414] ['1/9', '1/9', '3/8', '7/3', '7'] -> ((1/9 / 1/9) / (3/8 - (7/3 / 7)))
[51415] ['1/6', '1/6', '8/7', '4/3', '9'] -> ((8/7 * 9) * (4/3 + (1/6 / 1/6)))
[51416] ['1/5', '4/7', '5/7', '9/4', '4'] -> (((4 + (5/7 / 4/7)) / 1/5) - 9/4)
[51417] ['1/7', '1/6', '1/6', '7/8', '5'] -> (5 / ((1/6 + 1/6) - (1/7 * 7/8)))
[51418] ['1/9', '5/9', '9/5', '5/2', '3'] -> ((5/2 * 3) * ((5/9 / 1/9) - 9/5))
[51419] ['1/5', '2/9', '2/9', '5/3', '6'] -> ((6 - (2/9 / (1/5 * 5/3))) / 2/9)
[51420] ['3/8', '9/8', '8/7', '8/7', '4'] -> (8/7 / ((3/8 / 9/8) - (8/7 / 4)))
[51421] ['1/2', '3/5', '3/5', '3/5', '4'] -> (4 / ((3/5 / 3/5) - (1/2 / 3/5)))
[51422] ['1/4', '3/7', '4/9', '6/7', '5'] -> ((((5 / 4/9) - 6/7) / 3/7) - 1/4)
[51423] ['1/9', '1/9', '3/8', '7/2', '7'] -> ((7 / (1/9 + 1/9)) / (3/8 * 7/2))
[51424] ['2/7', '3/7', '9/7', '3/2', '2'] -> (2 * (3/2 + (9/7 / (2/7 * 3/7))))
