[35461] ['3/8', '4/9', '7/4', '7/3', '4'] -> ((4 / 4/9) / ((7/4 / 7/3) - 3/8))
[43301] ['5/9', '5/8', '1', '5/4', '3/2'] -> (1 / ((3/2 * (5/9 / 5/4)) - 5/8))
[43302] ['1/9', '2/5', '5/9', '5/2', '3'] -> (((2/5 * 5/2) + (5/9 * 3)) / 1/9)
[43303] ['7/6', '9/4', '9/4', '7/3', '6'] -> (6 * ((9/4 + 9/4) - (7/6 / 7/3)))
[43304] ['3/8', '6/7', '5/4', '9/4', '3'] -> ((5/4 + 9/4) * (3 / (3/8 / 6/7)))
[43305] ['1/5', '2/5', '9/8', '7/3', '4'] -> ((7/3 - 1/5) * (4 / (2/5 / 9/8)))
[43306] ['1/6', '6/5', '9/7', '9/2', '5'] -> (5 * ((9/7 * (1/6 + 9/2)) - 6/5))
[43307] ['1/6', '7/9', '7/6', '9/7', '6'] -> (((6 / 9/7) - (7/9 / 7/6)) / 1/6)
[43308] ['1/9', '2/9', '5/7', '7/4', '4'] -> (4 / ((7/4 * (2/9 * 5/7)) - 1/9))
[43309] ['1/5', '2/5', '9/8', '5/2', '4'] -> ((4 * (1/5 + 5/2)) / (2/5 * 9/8))
[43310] ['1/4', '1/4', '5/6', '8/9', '5'] -> (1/4 + ((5 + (5/6 / 8/9)) / 1/4))
[43311] ['1/3', '3/7', '3/5', '9/7', '8'] -> (1/3 + ((8 + (9/7 / 3/5)) / 3/7))
[43312] ['2/7', '1/3', '5/9', '2', '9/2'] -> (9/2 * ((2 / 2/7) - (5/9 / 1/3)))
[43313] ['1/9', '1/7', '1/5', '8/9', '5'] -> (((8/9 - 1/5) / (1/7 / 5)) - 1/9)
[43314] ['1/6', '6/5', '4/3', '7/4', '5'] -> ((6/5 * 5) / (7/4 - (1/6 + 4/3)))
[43315] ['7/6', '7/3', '7/3', '7/3', '6'] -> ((7/3 + 7/3) * (6 / (7/3 - 7/6)))
[43316] ['3/8', '6/7', '5/4', '8/3', '3'] -> (8/3 / ((5/4 / (6/7 * 3)) - 3/8))
[43317] ['1/9', '2/5', '4/7', '3/5', '3'] -> (2/5 / (3/5 - (3 * (1/9 / 4/7))))
[43318] ['4/9', '9/8', '8/7', '7/2', '4'] -> (7/2 * ((4 / (4/9 * 9/8)) - 8/7))
[43319] ['1/3', '3/7', '3/5', '8/5', '8'] -> ((8/5 + 8) / (3/7 * (1/3 + 3/5)))
[43320] ['2/7', '1/3', '4/7', '3/5', '2'] -> (((2/7 / (3/5 - 4/7)) - 2) / 1/3)
[43321] ['1/6', '7/9', '7/6', '9/5', '6'] -> (((7/9 / 7/6) + (6 / 9/5)) / 1/6)
[43322] ['7/6', '7/3', '5/2', '5/2', '6'] -> (7/3 * (6 + ((5/2 + 5/2) / 7/6)))
[43323] ['4/9', '9/8', '8/7', '4', '9/2'] -> ((4/9 / (8/7 - 9/8)) - (4 / 9/2))
[43324] ['1/9', '2/5', '4/7', '2/3', '3'] -> ((3 + (2/3 / 2/5)) / (1/9 / 4/7))
[43325] ['1/4', '1/4', '5/6', '4/3', '5'] -> ((4/3 + (5/6 / 5)) / (1/4 * 1/4))
[43326] ['1/5', '2/5', '8/7', '9/7', '4'] -> ((2/5 + 8/7) * (4 / (1/5 * 9/7)))
[43327] ['1/8', '6/7', '5/3', '7/3', '5'] -> (5 / ((6/7 * 7/3) - (1/8 + 5/3)))
[43328] ['1/6', '6/5', '7/5', '3/2', '5'] -> (((7/5 / 1/6) - 6/5) / (3/2 / 5))
[43329] ['3/8', '6/7', '9/7', '8/5', '3'] -> ((9/7 * 3) / ((6/7 / 8/5) - 3/8))
[43330] ['5/9', '5/8', '1', '9/7', '4/3'] -> ((5/9 / 5/8) / ((4/3 / 9/7) - 1))
[43331] ['1/3', '3/7', '3/5', '7/4', '8'] -> (7/4 * (((3/7 + 8) / 3/5) - 1/3))
[43332] ['1/9', '2/9', '5/7', '7/2', '4'] -> ((4 / 7/2) / ((2/9 * 5/7) - 1/9))
[43333] ['3/8', '2/3', '6/5', '8/5', '4'] -> (4 / (2/3 - (8/5 * (3/8 / 6/5))))
[43334] ['1/7', '6/7', '7/8', '9/7', '9'] -> ((9 + (9/7 / 1/7)) / (6/7 * 7/8))
[43335] ['1/8', '6/7', '5/3', '8/3', '5'] -> (6/7 * ((5/3 + 5) + (8/3 / 1/8)))
[43336] ['1/4', '1/4', '5/6', '7/4', '5'] -> ((1/4 + 7/4) / (1/4 - (5/6 / 5)))
[43337] ['3/8', '6/7', '9/7', '9/5', '3'] -> ((9/7 + 3) * (9/5 / (3/8 * 6/7)))
[43338] ['1/6', '7/9', '6/5', '9/7', '6'] -> (((6 / 6/5) - (7/9 * 9/7)) / 1/6)
[43339] ['5/9', '5/8', '1', '9/7', '3/2'] -> (1 / ((3/2 / 9/7) - (5/8 / 5/9)))
[43340] ['1/4', '1/4', '5/6', '9/5', '5'] -> (1/4 / ((5/6 / (5 - 9/5)) - 1/4))
[43341] ['1/9', '2/5', '4/7', '4/5', '3'] -> (((4/5 / (1/9 * 4/7)) - 3) / 2/5)
[43342] ['1/6', '6/5', '7/5', '8/3', '5'] -> (5 * (7/5 + (6/5 * (1/6 + 8/3))))
[43343] ['6/5', '6/5', '6/5', '3/2', '6'] -> (6 / ((3/2 / 6/5) - (6/5 / 6/5)))
[43344] ['4/9', '9/8', '7/6', '9/7', '4'] -> ((4 / 4/9) / ((7/6 * 9/7) - 9/8))
[43345] ['2/7', '1/3', '4/7', '7/5', '2'] -> ((4/7 * 2) / (2/7 - (1/3 / 7/5)))
[43346] ['1/5', '2/5', '8/7', '5/3', '4'] -> ((8/7 + 4) / (2/5 / (1/5 + 5/3)))
[43347] ['6/5', '6/5', '6/5', '8/5', '6'] -> (6 / ((6/5 / 6/5) - (6/5 / 8/5)))
[43348] ['1/9', '2/5', '4/7', '5/6', '3'] -> ((5/6 / (1/9 * 2/5)) + (3 / 4/7))
[43349] ['1/4', '1/4', '6/7', '6/7', '5'] -> ((6/7 / (1/4 * 6/7)) + (5 / 1/4))
[43350] ['1/8', '6/7', '7/4', '7/4', '5'] -> ((((7/4 + 5) / 7/4) - 6/7) / 1/8)
[43351] ['1/9', '2/9', '3/4', '8/7', '4'] -> ((3/4 * 4) / (2/9 - (1/9 / 8/7)))
[43352] ['2/7', '1/3', '4/7', '5/3', '2'] -> (4/7 / ((2/7 / 1/3) - (5/3 / 2)))
[43353] ['1/5', '2/5', '8/7', '9/5', '4'] -> (9/5 / ((1/5 / 8/7) - (2/5 / 4)))
[43354] ['1/3', '3/7', '3/5', '8/3', '8'] -> (8/3 * (3/7 + (8 / (1/3 + 3/5))))
[43355] ['3/8', '6/7', '4/3', '4/3', '3'] -> (4/3 / ((4/3 / 3/8) - (3 / 6/7)))
[43356] ['3/8', '2/3', '5/4', '7/5', '4'] -> ((5/4 * 7/5) * (4 / (2/3 - 3/8)))
[43357] ['1/9', '1/7', '1/5', '3/2', '5'] -> (5 * ((1/5 / (1/7 - 1/9)) - 3/2))
[43358] ['6/5', '6/5', '6/5', '9/4', '6'] -> (6 / (9/4 - ((6/5 + 6/5) / 6/5)))
[43359] ['1/5', '2/5', '8/7', '9/4', '4'] -> (9/4 + ((4 + (2/5 / 8/7)) / 1/5))
[43360] ['1/9', '2/9', '3/4', '9/7', '4'] -> ((4 + (1/9 / 3/4)) / (2/9 / 9/7))
[43361] ['4/9', '9/8', '7/6', '8/5', '4'] -> ((9/8 + (7/6 / 4/9)) * (8/5 * 4))
[43362] ['1/7', '6/7', '7/8', '9/2', '9'] -> (((9/2 / 1/7) - (9 / 6/7)) / 7/8)
[43363] ['1/9', '1/7', '1/5', '5/3', '5'] -> ((5 - (5/3 / (1/7 / 1/5))) / 1/9)
[43364] ['3/8', '2/3', '5/4', '9/5', '4'] -> (9/5 * (((5/4 + 4) / 3/8) - 2/3))
[43365] ['5/9', '5/8', '1', '9/7', '7/3'] -> ((9/7 * 7/3) / ((5/8 / 5/9) - 1))
[43366] ['1/5', '2/5', '8/7', '5/2', '4'] -> (8/7 * ((2/5 * 5/2) + (4 / 1/5)))
[43367] ['1/4', '1/4', '6/7', '7/6', '5'] -> ((7/6 / (1/4 / 6/7)) + (5 / 1/4))
[43368] ['1/9', '2/9', '3/4', '8/5', '4'] -> (((2/9 * 3/4) + (4 / 8/5)) / 1/9)
[43369] ['1/5', '2/5', '7/6', '7/6', '4'] -> ((4 / 7/6) / ((2/5 / 7/6) - 1/5))
[43370] ['1/7', '6/7', '8/9', '7/6', '9'] -> (8/9 / ((1/7 / 6/7) - (7/6 / 9)))
[43371] ['1/9', '2/9', '3/4', '9/5', '4'] -> (((4 / 9/5) - 2/9) / (1/9 * 3/4))
[43372] ['3/8', '2/3', '9/7', '9/7', '4'] -> ((9/7 + (4 / (2/3 / 9/7))) / 3/8)
[43373] ['3/8', '6/7', '4/3', '7/4', '3'] -> ((6/7 + 3) * (7/4 / (3/8 / 4/3)))
[43374] ['2/7', '1/3', '3/5', '5/7', '2'] -> ((2/7 + 2) / ((3/5 * 5/7) - 1/3))
[43375] ['1/3', '3/7', '5/8', '4/5', '8'] -> (((1/3 / 5/8) + (8 / 3/7)) / 4/5)
[43376] ['1/4', '1/4', '6/7', '9/7', '5'] -> ((6/7 / 1/4) / ((9/7 / 1/4) - 5))
[43377] ['1/8', '6/7', '9/5', '7/3', '5'] -> (((5 * (9/5 / 7/3)) - 6/7) / 1/8)
[43378] ['1/4', '1/4', '6/7', '4/3', '5'] -> ((1/4 + 5) * (4/3 / (1/4 / 6/7)))
[43379] ['2/7', '1/3', '3/5', '3/4', '2'] -> (2 / ((3/4 / 3/5) - (1/3 / 2/7)))
[43380] ['3/8', '6/7', '4/3', '9/4', '3'] -> (9/4 * (4/3 + (3 / (3/8 * 6/7))))
[43381] ['4/9', '9/8', '6/5', '6/5', '4'] -> (4 / (6/5 - (4/9 * (9/8 + 6/5))))
[43382] ['1/8', '6/7', '9/5', '5/2', '5'] -> ((5/2 - 9/5) * (5 / (1/8 / 6/7)))
[43383] ['5/9', '5/8', '1', '4/3', '3/2'] -> ((4/3 / 5/9) / ((1 / 5/8) - 3/2))
[43384] ['1/6', '7/9', '5/4', '3/2', '6'] -> (6 / ((1/6 + 5/4) - (7/9 * 3/2)))
[43385] ['3/8', '6/7', '4/3', '7/3', '3'] -> (3 / (6/7 - ((3/8 + 4/3) / 7/3)))
[43386] ['1/9', '2/9', '7/9', '9/7', '4'] -> (9/7 * ((4 / 2/9) - (1/9 - 7/9)))
[43387] ['1/7', '6/7', '8/9', '3/2', '9'] -> (9 / (3/2 - ((1/7 + 6/7) / 8/9)))
[43388] ['5/9', '5/8', '1', '4/3', '8/5'] -> (1 / ((8/5 * (5/9 / 4/3)) - 5/8))
[43389] ['4/9', '9/8', '6/5', '5/4', '4'] -> ((4 / 4/9) / ((6/5 * 5/4) - 9/8))
[43390] ['1/9', '2/5', '4/7', '9/7', '3'] -> ((4/7 / 1/9) / ((9/7 / 2/5) - 3))
[43391] ['1/3', '3/7', '5/8', '8/9', '8'] -> (8/9 * ((8 / (5/8 - 1/3)) - 3/7))
[43392] ['1/8', '6/7', '9/5', '7/2', '5'] -> ((9/5 / 7/2) * (5 / (1/8 * 6/7)))
[43393] ['3/8', '2/3', '9/7', '7/4', '4'] -> (((9/7 + 4) / (3/8 / 7/4)) - 2/3)
[43394] ['1/7', '6/7', '8/9', '8/5', '9'] -> (9 / ((6/7 / 8/5) - (1/7 / 8/9)))
[43395] ['1/9', '2/9', '7/9', '7/5', '4'] -> ((7/5 * ((4 / 2/9) - 7/9)) - 1/9)
[43396] ['3/8', '6/7', '4/3', '8/3', '3'] -> ((6/7 + 3) * (8/3 + (4/3 / 3/8)))
[43397] ['5/9', '5/8', '1', '4/3', '7/4'] -> (7/4 / ((5/8 / (1 - 5/9)) - 4/3))
[43398] ['2/7', '1/3', '3/5', '7/8', '2'] -> (2 / ((7/8 * (2/7 / 3/5)) - 1/3))
[43399] ['6/5', '6/5', '9/7', '8/3', '6'] -> ((9/7 * 8/3) * (6 + (6/5 / 6/5)))
[43400] ['1/9', '1/7', '2/9', '2/9', '5'] -> (((2/9 / 1/7) + (2/9 * 5)) / 1/9)
[43401] ['1/8', '6/7', '9/5', '9/2', '5'] -> (((9/5 / 6/7) + (9/2 / 5)) / 1/8)
[43402] ['1/4', '1/4', '6/7', '9/4', '5'] -> ((5 - (1/4 - 9/4)) / (1/4 / 6/7))
[43403] ['3/8', '6/7', '4/3', '3', '9/2'] -> (3 * ((9/2 / (6/7 - 3/8)) - 4/3))
[43404] ['1/6', '6/5', '7/3', '9/2', '5'] -> (6/5 * ((9/2 * 5) - (1/6 + 7/3)))
[43405] ['4/9', '9/8', '6/5', '7/5', '4'] -> ((4 / 4/9) / ((9/8 * 7/5) - 6/5))
[43406] ['5/9', '5/8', '1', '4/3', '7/3'] -> ((1 / 5/8) / ((4/3 / 5/9) - 7/3))
[43407] ['1/9', '1/7', '2/9', '1/4', '5'] -> (((1/9 / 1/7) + (2/9 + 5)) / 1/4)
[43408] ['1/6', '7/9', '5/4', '7/3', '6'] -> (6 / (((7/9 * 5/4) / 7/3) - 1/6))
[43409] ['3/8', '2/3', '9/7', '5/2', '4'] -> (4 / ((5/2 / 9/7) - (2/3 / 3/8)))
[43410] ['6/5', '6/5', '4/3', '7/4', '6'] -> (6 * (6/5 + (7/4 * (6/5 * 4/3))))
[43411] ['1/3', '3/7', '5/8', '5/4', '8'] -> (5/4 * ((1/3 / 5/8) + (8 / 3/7)))
[43412] ['5/9', '5/8', '1', '4/3', '5/2'] -> (1 / (5/2 - (4/3 + (5/8 / 5/9))))
[43413] ['3/8', '2/3', '9/7', '8/3', '4'] -> (9/7 * (8/3 + (4 / (3/8 * 2/3))))
[43414] ['1/8', '6/7', '9/4', '5/2', '5'] -> (6/7 * ((5 * (9/4 * 5/2)) - 1/8))
[43415] ['1/4', '1/4', '6/7', '8/3', '5'] -> ((1/4 * 8/3) + (5 / (1/4 * 6/7)))
[43416] ['5/9', '5/8', '1', '4/3', '8/3'] -> ((1 + 8/3) / (4/3 - (5/9 + 5/8)))
[43417] ['1/6', '7/9', '5/4', '8/3', '6'] -> ((7/9 / 1/6) + (8/3 * (5/4 + 6)))
[43418] ['1/9', '1/7', '2/9', '2/5', '5'] -> (5 * ((2/9 / 1/9) + (2/5 / 1/7)))
[43419] ['3/8', '2/3', '9/7', '7/2', '4'] -> ((4 + (7/2 / (3/8 / 9/7))) / 2/3)
[43420] ['6/5', '6/5', '7/5', '9/5', '6'] -> (((6/5 + 9/5) * (7/5 * 6)) - 6/5)
[43421] ['1/4', '1/4', '6/7', '9/2', '5'] -> (9/2 * ((5 / 6/7) - (1/4 + 1/4)))
[43422] ['1/9', '2/9', '4/5', '7/8', '4'] -> (7/8 + ((1/9 + 4) / (2/9 * 4/5)))
[43423] ['1/7', '6/7', '9/8', '7/6', '9'] -> (6/7 / (1/7 - ((9/8 / 7/6) / 9)))
[43424] ['1/9', '1/7', '2/9', '4/9', '5'] -> (((1/9 / 1/7) - (4/9 - 5)) / 2/9)
[43425] ['3/8', '2/3', '9/7', '4', '9/2'] -> ((4 + (2/3 * 9/2)) / (3/8 / 9/7))
[43426] ['1/9', '2/5', '4/7', '9/5', '3'] -> ((2/5 / 1/9) / ((9/5 / 4/7) - 3))
[43427] ['2/7', '1/3', '3/5', '5/4', '2'] -> (((2 / 2/7) - 3/5) / (1/3 / 5/4))
[43428] ['6/5', '6/5', '7/5', '9/4', '6'] -> (6 * ((9/4 * (6/5 + 6/5)) - 7/5))
[43429] ['4/9', '9/8', '6/5', '9/4', '4'] -> (4 * ((9/8 / 6/5) + (9/4 / 4/9)))
[43430] ['3/8', '6/7', '7/5', '7/4', '3'] -> (3 / (((7/4 - 3/8) / 7/5) - 6/7))
[43431] ['1/6', '5/4', '5/4', '7/5', '5'] -> (((7/5 * (5 - 5/4)) - 5/4) / 1/6)
[43432] ['1/4', '1/4', '7/8', '8/9', '5'] -> ((5 + (8/9 * (1/4 + 7/8))) / 1/4)
[43433] ['1/6', '7/9', '9/7', '9/7', '6'] -> ((6 - (7/9 * (9/7 + 9/7))) / 1/6)
[43434] ['1/3', '3/7', '5/8', '3/2', '8'] -> (1/3 + (8 * (3/2 + (5/8 / 3/7))))
[43435] ['1/9', '2/9', '4/5', '9/8', '4'] -> (((4 / 9/8) - 2/9) / (1/9 / 4/5))
[43436] ['1/7', '6/7', '9/8', '6/5', '9'] -> (9 / ((9/8 / (6/7 - 1/7)) - 6/5))
[43437] ['1/8', '6/7', '9/4', '9/2', '5'] -> (((5 / 6/7) - 9/2) / (1/8 / 9/4))
[43438] ['1/3', '3/7', '5/8', '8/5', '8'] -> ((8/5 / (1/3 * 3/7)) + (8 / 5/8))
[43439] ['2/7', '1/3', '3/5', '9/7', '2'] -> (2 / ((2/7 / (9/7 - 3/5)) - 1/3))
[43440] ['3/8', '6/7', '7/5', '9/4', '3'] -> (7/5 * ((3 / (3/8 / 9/4)) - 6/7))
[43441] ['4/9', '9/8', '6/5', '5/2', '4'] -> ((6/5 * 5/2) * (4 / (4/9 * 9/8)))
[43442] ['1/8', '6/7', '7/3', '5/2', '5'] -> (5 / (5/2 - (7/3 * (1/8 + 6/7))))
[43443] ['5/9', '5/8', '1', '7/5', '8/5'] -> ((7/5 + 8/5) / ((5/8 / 5/9) - 1))
[43444] ['1/7', '6/7', '9/8', '7/5', '9'] -> ((1/7 * 9) / (6/7 - (9/8 / 7/5)))
[43445] ['3/8', '2/3', '4/3', '9/5', '4'] -> ((4/3 * 9/5) * ((4 / 3/8) - 2/3))
[43446] ['1/4', '1/4', '7/8', '9/7', '5'] -> (((9/7 + 5) - (1/4 / 7/8)) / 1/4)
[43447] ['2/7', '1/3', '3/5', '7/5', '2'] -> ((2/7 + 2) / ((3/5 / 7/5) - 1/3))
[43448] ['1/5', '2/5', '9/7', '5/3', '4'] -> ((4 * (1/5 + 5/3)) / (2/5 / 9/7))
[43449] ['5/9', '5/8', '1', '7/5', '5/3'] -> (5/3 / (5/9 * (1 - (5/8 * 7/5))))
[43450] ['3/8', '6/7', '7/5', '5/2', '3'] -> ((7/5 * 5/2) * (3 / (3/8 / 6/7)))
[43451] ['1/9', '2/9', '4/5', '9/7', '4'] -> ((2/9 + (4 / 9/7)) / (1/9 / 4/5))
[43452] ['1/7', '6/7', '9/8', '5/3', '9'] -> (9 / (5/3 - (9/8 + (1/7 / 6/7))))
[43453] ['6/5', '6/5', '5/3', '7/4', '6'] -> (6 / (6/5 * (5/3 - (7/4 / 6/5))))
[43454] ['1/4', '1/4', '7/8', '7/5', '5'] -> ((1/4 + (7/8 / 1/4)) * (7/5 + 5))
[43455] ['1/5', '2/5', '9/7', '7/4', '4'] -> ((4 + (1/5 + 9/7)) / (2/5 / 7/4))
[43456] ['1/7', '6/7', '9/8', '5/2', '9'] -> (9 / (5/2 - (9/8 + (1/7 + 6/7))))
[43457] ['3/8', '2/3', '7/5', '5/3', '4'] -> (7/5 / ((3/8 / 5/3) - (2/3 / 4)))
[43458] ['6/5', '6/5', '7/4', '7/3', '6'] -> (6 / ((6/5 / 6/5) - (7/4 / 7/3)))
[43459] ['1/4', '1/4', '7/8', '9/5', '5'] -> ((9/5 * 5) / (7/8 - (1/4 + 1/4)))
[43460] ['2/7', '1/3', '3/5', '5/3', '2'] -> (((3/5 * 5/3) + (2 / 2/7)) / 1/3)
[43461] ['1/9', '1/7', '2/9', '7/9', '5'] -> ((5 - (7/9 + (2/9 / 1/7))) / 1/9)
[43462] ['4/9', '9/8', '5/4', '9/7', '4'] -> (4 / (4/9 * (5/4 - (9/8 / 9/7))))
[43463] ['1/8', '6/7', '5/2', '8/3', '5'] -> ((((5 / 6/7) - 5/2) / 1/8) - 8/3)
[43464] ['3/8', '6/7', '7/5', '3', '9/2'] -> ((7/5 / (3/8 / 6/7)) * (3 + 9/2))
[43465] ['5/9', '5/8', '1', '7/5', '9/4'] -> ((1 / 5/8) / ((7/5 / 9/4) - 5/9))
[43466] ['1/6', '7/9', '9/7', '8/3', '6'] -> ((9/7 + (1/6 / 7/9)) * (8/3 * 6))
[43467] ['1/5', '2/5', '9/7', '7/3', '4'] -> ((9/7 * 7/3) * (4 / (1/5 / 2/5)))
[43468] ['2/7', '1/3', '3/5', '9/5', '2'] -> ((9/5 / 3/5) + (2 / (2/7 * 1/3)))
[43469] ['1/9', '2/5', '3/5', '5/7', '3'] -> (((3/5 / 1/9) + (3 / 5/7)) / 2/5)
[43470] ['1/8', '6/7', '5/2', '7/2', '5'] -> ((6/7 + ((5/2 + 5) / 7/2)) / 1/8)
[43471] ['3/8', '2/3', '7/5', '9/4', '4'] -> (2/3 + ((9/4 + 4) / (3/8 / 7/5)))
[43472] ['1/9', '2/9', '4/5', '7/2', '4'] -> (4 * (7/2 + (2/9 / (1/9 * 4/5))))
[43473] ['1/5', '2/5', '9/7', '5/2', '4'] -> ((1/5 + 4) * (5/2 + (9/7 / 2/5)))
[43474] ['1/6', '7/9', '9/7', '9/2', '6'] -> (6 / ((7/9 * 9/7) - (1/6 * 9/2)))
[43475] ['4/9', '9/8', '5/4', '3/2', '4'] -> (3/2 / (4 - (9/8 + (5/4 / 4/9))))
[43476] ['1/4', '1/4', '8/9', '8/9', '5'] -> ((8/9 / (1/4 * 8/9)) + (5 / 1/4))
[43477] ['6/5', '6/5', '7/4', '9/2', '6'] -> (6/5 / ((6/5 * (6 - 9/2)) - 7/4))
[43478] ['2/7', '1/3', '3/5', '2', '9/4'] -> ((2 / (2/7 * (3/5 - 1/3))) - 9/4)
[43479] ['3/8', '6/7', '3/2', '7/4', '3'] -> ((3/2 + (6/7 * 7/4)) / (3/8 / 3))
[43480] ['1/5', '2/5', '9/7', '8/3', '4'] -> ((9/7 * 4) * (8/3 + (2/5 / 1/5)))
[43481] ['1/8', '6/7', '5/2', '9/2', '5'] -> (5/2 / (((9/2 - 1/8) / 6/7) - 5))
[43482] ['1/4', '1/4', '8/9', '9/8', '5'] -> ((9/8 / (1/4 / 8/9)) + (5 / 1/4))
[43483] ['1/7', '6/7', '8/7', '7/5', '9'] -> ((8/7 * 7/5) * (9 + (6/7 / 1/7)))
[43484] ['3/8', '2/3', '7/5', '7/2', '4'] -> (4 * ((7/2 / (3/8 * 7/5)) - 2/3))
[43485] ['1/9', '1/7', '2/9', '9/8', '5'] -> (5 / (1/7 * (9/8 + (1/9 + 2/9))))
[43486] ['3/8', '6/7', '3/2', '9/5', '3'] -> ((3/2 + (3 / 6/7)) / (3/8 / 9/5))
[43487] ['2/7', '1/3', '3/5', '2', '7/3'] -> (7/3 * (2/7 + (2 / (1/3 * 3/5))))
[43488] ['1/9', '2/5', '3/5', '6/7', '3'] -> (6/7 * ((2/5 + 3/5) + (3 / 1/9)))
[43489] ['1/9', '2/9', '5/6', '9/8', '4'] -> ((5/6 * 4) / ((2/9 * 9/8) - 1/9))
[43490] ['4/9', '9/8', '5/4', '5/3', '4'] -> (4 / (4/9 * (9/8 - (5/4 / 5/3))))
[43491] ['1/7', '6/7', '8/7', '8/5', '9'] -> (9 / ((1/7 / 8/5) - (6/7 - 8/7)))
[43492] ['1/6', '7/9', '4/3', '9/5', '6'] -> (((6 / (1/6 * 9/5)) - 4/3) / 7/9)
[43493] ['1/8', '6/7', '8/3', '9/2', '5'] -> (6/7 * ((5 / 1/8) - (8/3 * 9/2)))
[43494] ['4/9', '9/8', '5/4', '7/4', '4'] -> ((5/4 + 7/4) * (4 / (4/9 * 9/8)))
[43495] ['1/9', '2/9', '5/6', '9/7', '4'] -> (4 / (9/7 * (2/9 - (1/9 * 5/6))))
[43496] ['1/4', '1/4', '8/9', '5/4', '5'] -> ((1/4 + 5/4) + (5 / (1/4 * 8/9)))
[43497] ['6/5', '6/5', '7/3', '9/2', '6'] -> (6 + (9/2 * (6/5 + (6/5 * 7/3))))
[43498] ['1/3', '3/7', '2/3', '6/5', '8'] -> (2/3 + ((1/3 + 8) / (3/7 / 6/5)))
[43499] ['1/9', '2/5', '3/5', '5/4', '3'] -> ((((2/5 + 3) / 1/9) - 3/5) / 5/4)
[43500] ['5/9', '5/8', '1', '3/2', '8/3'] -> (1 / (8/3 - (3/2 + (5/8 / 5/9))))
[43501] ['1/4', '1/4', '8/9', '9/7', '5'] -> ((1/4 + 5) * (9/7 / (1/4 / 8/9)))
[43502] ['1/8', '6/7', '7/2', '9/2', '5'] -> (((6/7 * 5) - (9/2 / 7/2)) / 1/8)
[43503] ['1/9', '1/7', '2/9', '4/3', '5'] -> (((5 - (2/9 + 4/3)) / 1/7) - 1/9)
[43504] ['3/8', '2/3', '8/5', '9/5', '4'] -> (8/5 + ((2/3 + 4) / (3/8 / 9/5)))
[43505] ['6/5', '6/5', '8/3', '9/2', '6'] -> ((6/5 * 8/3) / ((6 / 9/2) - 6/5))
[43506] ['1/6', '5/4', '9/7', '9/2', '5'] -> ((5 * (1/6 + 9/2)) / (5/4 / 9/7))
[43507] ['1/4', '1/4', '8/9', '7/5', '5'] -> (((7/5 * 5) - 1/4) / (1/4 / 8/9))
[43508] ['3/8', '6/7', '8/5', '9/5', '3'] -> (3 / ((9/5 / 6/7) - (3/8 + 8/5)))
[43509] ['1/6', '7/9', '7/5', '5/3', '6'] -> (6 + ((7/5 * 5/3) / (1/6 * 7/9)))
[43510] ['1/9', '2/5', '3/5', '9/7', '3'] -> (((2/5 + (3 / 9/7)) / 1/9) - 3/5)
[43511] ['2/7', '1/3', '5/8', '2/3', '2'] -> ((2 / 2/7) / ((1/3 + 5/8) - 2/3))
[43512] ['1/9', '2/9', '6/7', '9/8', '4'] -> ((4 / 9/8) / ((2/9 / 6/7) - 1/9))
[43513] ['1/8', '7/8', '7/8', '7/8', '5'] -> ((5 - ((7/8 + 7/8) / 7/8)) / 1/8)
[43514] ['1/4', '1/4', '8/9', '8/5', '5'] -> ((8/5 - 1/4) * (5 / (1/4 / 8/9)))
[43515] ['4/9', '9/8', '5/4', '7/2', '4'] -> (4 * (7/2 + (5/4 / (4/9 * 9/8))))
[43516] ['3/8', '6/7', '8/5', '9/4', '3'] -> ((3 + (9/4 / 6/7)) / (3/8 / 8/5))
[43517] ['1/9', '1/7', '2/9', '8/5', '5'] -> (8/5 / (2/9 - ((1/9 / 1/7) / 5)))
[43518] ['3/8', '2/3', '8/5', '4', '9/2'] -> ((9/2 + (4 / 8/5)) / (2/3 - 3/8))
[43519] ['2/7', '1/3', '5/8', '3/4', '2'] -> (3/4 / ((5/8 / (2 - 2/7)) - 1/3))
[43520] ['1/3', '3/7', '2/3', '5/2', '8'] -> (((5/2 + 8) / 3/7) - (1/3 / 2/3))
[43521] ['1/6', '7/9', '7/5', '9/4', '6'] -> (((9/4 * 6) - 1/6) / (7/9 / 7/5))
[43522] ['1/8', '7/8', '7/8', '5/4', '5'] -> (((5 / 5/4) - (7/8 / 7/8)) / 1/8)
[43523] ['1/4', '1/4', '8/9', '9/4', '5'] -> (((1/4 / 9/4) + (8/9 + 5)) / 1/4)
[43524] ['2/7', '1/3', '5/8', '4/5', '2'] -> ((2 / (2/7 * 5/8)) / (4/5 - 1/3))
[43525] ['1/5', '2/5', '5/3', '9/4', '4'] -> ((2/5 / 1/5) / (4 - (5/3 + 9/4)))
[43526] ['1/3', '3/7', '2/3', '9/2', '8'] -> (((1/3 + (8 / 3/7)) / 2/3) - 9/2)
[43527] ['1/8', '7/8', '7/8', '9/7', '5'] -> ((5 - (7/8 + (7/8 * 9/7))) / 1/8)
[43528] ['6/5', '5/4', '9/7', '4/3', '6'] -> (5/4 * ((6/5 / (4/3 - 9/7)) - 6))
[43529] ['1/9', '2/9', '6/7', '8/5', '4'] -> ((8/5 / (2/9 / 6/7)) * (4 - 1/9))
