[70921] ['1/5', '4/7', '9/7', '9/7', '6'] -> (((9/7 / 1/5) + (9/7 + 6)) / 4/7)
[77467] ['1/5', '7/9', '7/5', '7/2', '5'] -> (1/5 + (7/2 * (5 + (7/5 / 7/9))))
[77468] ['1/8', '2/9', '2/7', '1/2', '4'] -> (((4 / 2/7) - 1/2) / (1/8 / 2/9))
[77469] ['1/9', '5/7', '5/4', '9/7', '6'] -> ((6 / (1/9 / 5/7)) / (5/4 * 9/7))
[77470] ['1/8', '1/4', '5/7', '5/2', '3'] -> ((3 - 5/7) / (1/4 / (1/8 + 5/2)))
[77471] ['1/7', '1/2', '6/5', '7/4', '5'] -> ((6/5 * 5) / (1/2 - (1/7 * 7/4)))
[77472] ['1/8', '2/9', '2/7', '4/7', '4'] -> ((4 - 2/7) / (2/9 * (1/8 + 4/7)))
[77473] ['1/8', '1/8', '4/7', '9/8', '4'] -> ((4 + (1/8 + 9/8)) / (1/8 / 4/7))
[77474] ['1/9', '5/7', '5/4', '4/3', '6'] -> ((6 - 4/3) / (5/4 * (1/9 / 5/7)))
[77475] ['1/5', '7/9', '3/2', '8/5', '5'] -> (8/5 / (3/2 * (1/5 - (7/9 / 5))))
[77476] ['1/9', '2/3', '5/7', '7/8', '5'] -> ((2/3 / 7/8) / ((5/7 / 5) - 1/9))
[77477] ['2/7', '3/8', '3/4', '7/2', '5'] -> ((3/8 + 7/2) + ((3/4 + 5) / 2/7))
[77478] ['2/5', '7/6', '9/4', '5/2', '4'] -> ((9/4 * 5/2) * ((7/6 * 4) - 2/5))
[77479] ['1/6', '6/7', '8/9', '5/4', '9'] -> (9 / (((5/4 - 1/6) / 6/7) - 8/9))
[77480] ['1/8', '1/8', '4/7', '7/6', '4'] -> ((4 / (1/8 + 1/8)) / (4/7 * 7/6))
[77481] ['2/7', '7/4', '7/4', '2', '7/3'] -> (2 / (7/3 - (7/4 + (2/7 * 7/4))))
[77482] ['2/7', '3/8', '7/9', '7/9', '5'] -> (5 / (3/8 * (7/9 - (2/7 * 7/9))))
[77483] ['1/8', '1/4', '3/4', '7/9', '3'] -> ((1/4 / (1/8 * 3)) / (7/9 - 3/4))
[77484] ['1/9', '5/7', '5/4', '7/5', '6'] -> (6 / (1/9 * (5/4 + (5/7 * 7/5))))
[77485] ['1/6', '6/7', '8/9', '9/7', '9'] -> (9 / (1/6 * (9/7 + (6/7 / 8/9))))
[77486] ['1/8', '2/9', '2/7', '2/3', '4'] -> ((4 / (2/7 - 1/8)) - (2/9 + 2/3))
[77487] ['1/5', '7/9', '3/2', '9/5', '5'] -> ((3/2 * 9/5) * (5 + (7/9 / 1/5)))
[77488] ['3/7', '3/7', '3/5', '6/5', '3'] -> ((6/5 * (3/7 + 3)) / (3/5 - 3/7))
[77489] ['1/9', '5/7', '5/4', '3/2', '6'] -> ((3/2 / 1/9) + (6 / (5/7 / 5/4)))
[77490] ['2/5', '7/6', '9/4', '4', '9/2'] -> (9/2 * ((9/4 / 2/5) - (7/6 / 4)))
[77491] ['1/9', '2/5', '7/9', '6/7', '7'] -> ((7/9 + 7) * (6/7 / (1/9 / 2/5)))
[77492] ['4/7', '1', '4/3', '3/2', '8/5'] -> (1 / (3/2 - (4/3 / (4/7 * 8/5))))
[77493] ['1/6', '6/7', '8/9', '4/3', '9'] -> ((1/6 + (9 / 6/7)) / (4/3 - 8/9))
[77494] ['2/7', '7/4', '7/4', '2', '7/2'] -> (7/4 * ((7/2 / (2 - 7/4)) - 2/7))
[77495] ['4/7', '1', '4/3', '3/2', '5/3'] -> ((4/3 * 3/2) / ((1 / 4/7) - 5/3))
[77496] ['1/9', '5/7', '5/4', '5/3', '6'] -> ((5/3 / 5/7) / ((5/4 / 6) - 1/9))
[77497] ['1/5', '7/9', '3/2', '7/3', '5'] -> ((3/2 * 5) * (1/5 + (7/3 / 7/9)))
[77498] ['5/9', '8/9', '7/5', '9/4', '4'] -> (7/5 + ((8/9 + 9/4) / (5/9 / 4)))
[77499] ['1/7', '1/2', '5/4', '8/5', '5'] -> ((8/5 / (1/7 / 5/4)) + (5 / 1/2))
[77500] ['2/5', '7/6', '5/2', '4', '9/2'] -> ((2/5 * 5/2) / (7/6 - (9/2 / 4)))
[77501] ['1/9', '2/5', '7/9', '8/7', '7'] -> (8/7 + ((1/9 + 7) / (2/5 * 7/9)))
[77502] ['2/7', '3/8', '7/9', '8/7', '5'] -> (((3/8 * 8/7) + (5 / 7/9)) / 2/7)
[77503] ['1/5', '7/9', '3/2', '5/2', '5'] -> (3/2 + ((5 + (5/2 / 1/5)) / 7/9))
[77504] ['1/6', '6/7', '8/9', '5/3', '9'] -> (9 * ((5/3 / 6/7) - (1/6 - 8/9)))
[77505] ['1/9', '2/3', '5/7', '9/7', '5'] -> ((((5 - 5/7) / 9/7) - 2/3) / 1/9)
[77506] ['2/5', '7/6', '8/3', '8/3', '4'] -> (8/3 * ((4 / (2/5 / 7/6)) - 8/3))
[77507] ['1/5', '4/9', '4/7', '4/3', '8'] -> ((4/7 + 8) * ((4/3 / 4/9) - 1/5))
[77508] ['2/7', '3/8', '7/9', '7/6', '5'] -> ((5 / (2/7 * 3/8)) / (7/9 + 7/6))
[77509] ['1/9', '2/5', '7/9', '7/6', '7'] -> ((7/9 + 7) / (7/6 * (1/9 / 2/5)))
[77510] ['5/9', '8/9', '7/5', '8/3', '4'] -> ((8/9 / 5/9) / ((7/5 + 8/3) - 4))
[77511] ['2/5', '7/6', '8/3', '7/2', '4'] -> (4 + ((8/3 * 7/2) / (2/5 * 7/6)))
[77512] ['1/8', '1/4', '7/9', '5/6', '3'] -> (((5/6 / 1/8) + (3 / 1/4)) / 7/9)
[77513] ['1/9', '2/5', '7/9', '6/5', '7'] -> (7 * ((2/5 / (1/9 * 7/9)) - 6/5))
[77514] ['1/8', '2/9', '2/7', '9/8', '4'] -> (4 / (((1/8 / 2/7) / 9/8) - 2/9))
[77515] ['1/8', '1/8', '4/7', '5/2', '4'] -> (((5/2 / 4/7) - 4) / (1/8 * 1/8))
[77516] ['2/7', '7/4', '9/5', '2', '8/3'] -> ((8/3 + (2 / 7/4)) / (2/7 / 9/5))
[77517] ['1/7', '1/2', '5/4', '8/3', '5'] -> ((1/2 + 5/4) * (8/3 * (1/7 + 5)))
[77518] ['1/5', '4/9', '4/7', '3/2', '8'] -> ((8 / (4/9 * 4/7)) - (3/2 / 1/5))
[77519] ['2/5', '7/6', '7/2', '7/2', '4'] -> ((7/2 * 4) / (7/2 - (7/6 / 2/5)))
[77520] ['1/9', '2/3', '5/7', '3/2', '5'] -> ((3/2 / 1/9) + (5 / (2/3 * 5/7)))
[77521] ['3/7', '3/7', '3/5', '9/4', '3'] -> (((3 / 3/5) - 3/7) / (3/7 / 9/4))
[77522] ['1/8', '2/9', '2/7', '7/6', '4'] -> ((7/6 + 4) / ((1/8 / 2/7) - 2/9))
[77523] ['1/5', '4/9', '4/7', '8/5', '8'] -> ((8 + (8/5 / 4/7)) / (1/5 / 4/9))
[77524] ['1/8', '1/8', '4/7', '7/2', '4'] -> ((4 + (4/7 * 7/2)) / (1/8 + 1/8))
[77525] ['1/7', '1/2', '9/7', '9/7', '5'] -> ((5 + (9/7 / (1/7 * 9/7))) / 1/2)
[77526] ['2/7', '3/8', '7/9', '9/7', '5'] -> (5 / (3/8 * (7/9 - (2/7 / 9/7))))
[77527] ['2/5', '6/5', '6/5', '6/5', '4'] -> ((6/5 + 6/5) / (2/5 - (6/5 / 4)))
[77528] ['1/9', '5/7', '5/4', '7/2', '6'] -> (6 + (7/2 / (5/4 * (1/9 / 5/7))))
[77529] ['1/9', '2/3', '5/7', '5/3', '5'] -> (((5/3 / (1/9 * 5/7)) - 5) / 2/3)
[77530] ['1/5', '4/9', '4/7', '5/3', '8'] -> (8 / (4/7 - (4/9 / (1/5 + 5/3))))
[77531] ['1/9', '5/7', '5/4', '9/2', '6'] -> ((9/2 / (1/9 * 5/4)) - (6 / 5/7))
[77532] ['2/5', '6/5', '6/5', '5/4', '4'] -> (6/5 / ((2/5 / 4) + (6/5 - 5/4)))
[77533] ['1/6', '6/7', '8/9', '7/2', '9'] -> (8/9 * (9 + (7/2 / (1/6 / 6/7))))
[77534] ['1/9', '2/3', '5/7', '7/4', '5'] -> ((5 / (1/9 / 2/3)) / (5/7 * 7/4))
[77535] ['5/9', '8/9', '3/2', '9/5', '4'] -> ((4 / 3/2) / ((5/9 * 9/5) - 8/9))
[77536] ['1/8', '1/8', '3/5', '5/8', '4'] -> ((1/8 + (5/8 * (3/5 + 4))) / 1/8)
[77537] ['1/9', '2/5', '7/9', '5/3', '7'] -> (5/3 * ((2/5 + 7) + (7/9 / 1/9)))
[77538] ['1/8', '1/8', '3/5', '2/3', '4'] -> (((4 / 3/5) - 2/3) / (1/8 + 1/8))
[77539] ['1/8', '2/9', '2/7', '4/3', '4'] -> (((4/3 / 2/7) - 4) / (1/8 * 2/9))
[77540] ['1/9', '2/3', '5/7', '9/5', '5'] -> ((5/7 + 5) * ((2/3 / 1/9) - 9/5))
[77541] ['1/9', '2/5', '7/9', '7/4', '7'] -> (7 / (7/9 - (7/4 * (1/9 / 2/5))))
[77542] ['4/7', '1', '4/3', '8/5', '9/4'] -> ((1 / 4/7) / ((9/4 / 8/5) - 4/3))
[77543] ['2/5', '6/5', '6/5', '7/4', '4'] -> ((6/5 + (4 * (6/5 * 7/4))) / 2/5)
[77544] ['1/6', '6/7', '9/8', '7/6', '9'] -> ((6/7 * 7/6) / (1/6 - (9/8 / 9)))
[77545] ['1/9', '2/3', '5/7', '9/4', '5'] -> ((1/9 + (5 / 5/7)) / (2/3 / 9/4))
[77546] ['1/9', '2/5', '7/9', '9/5', '7'] -> (((7/9 * 7) - 1/9) / (2/5 / 9/5))
[77547] ['4/7', '1', '4/3', '8/5', '5/2'] -> (8/5 / (1 - (4/3 / (4/7 * 5/2))))
[77548] ['1/7', '1/2', '9/7', '8/3', '5'] -> (8/3 * (((1/7 + 5) / 1/2) - 9/7))
[77549] ['2/7', '3/8', '7/9', '7/4', '5'] -> (5 / ((2/7 * 7/4) - (3/8 * 7/9)))
[77550] ['1/8', '1/4', '7/9', '3', '7/2'] -> ((7/2 / (1/8 * 7/9)) - (3 / 1/4))
[77551] ['3/7', '3/7', '5/8', '2/3', '3'] -> (3 / ((3/7 * (5/8 + 2/3)) - 3/7))
[77552] ['1/6', '6/7', '9/8', '5/4', '9'] -> ((1/6 * 9) / ((9/8 / 6/7) - 5/4))
[77553] ['1/9', '5/7', '9/7', '7/4', '6'] -> (7/4 * ((5/7 / 1/9) + (9/7 + 6)))
[77554] ['2/7', '7/4', '2', '8/3', '8/3'] -> (((2 * 8/3) + (8/3 / 7/4)) / 2/7)
[77555] ['1/9', '2/3', '5/7', '7/2', '5'] -> ((2/3 + (5 / (5/7 * 7/2))) / 1/9)
[77556] ['1/5', '7/9', '5/3', '5/2', '5'] -> ((5/3 + 5) / (7/9 - (1/5 * 5/2)))
[77557] ['1/8', '2/9', '2/7', '9/5', '4'] -> (((2/9 / 2/7) + (4 / 9/5)) / 1/8)
[77558] ['3/7', '3/7', '5/8', '4/5', '3'] -> ((3 / 5/8) / ((3/7 / 3/7) - 4/5))
[77559] ['5/9', '8/9', '8/5', '5/2', '4'] -> ((4 + (8/5 * 5/2)) / (8/9 - 5/9))
[77560] ['4/7', '1', '4/3', '8/5', '9/2'] -> ((1 + (4/3 / 4/7)) * (8/5 * 9/2))
[77561] ['1/5', '7/9', '5/3', '9/2', '5'] -> ((5 + (7/9 / 1/5)) / (5/3 / 9/2))
[77562] ['1/9', '2/3', '3/4', '5/6', '5'] -> (5 / (3/4 * (5/6 + (1/9 - 2/3))))
[77563] ['2/7', '7/4', '2', '9/2', '9/2'] -> ((9/2 / 2/7) + (9/2 + (7/4 + 2)))
[77564] ['2/7', '3/8', '7/9', '7/3', '5'] -> (5 / (((3/8 + 7/9) / 7/3) - 2/7))
[77565] ['1/8', '2/9', '2/7', '9/4', '4'] -> ((4 / 2/7) - (1/8 - (9/4 / 2/9)))
[77566] ['1/5', '4/9', '3/5', '5/8', '8'] -> (((8 / 4/9) - (3/5 / 1/5)) / 5/8)
[77567] ['2/7', '3/8', '7/9', '5/2', '5'] -> ((5 / (2/7 * 3/8)) / (7/9 * 5/2))
[77568] ['1/6', '6/7', '9/8', '8/5', '9'] -> ((9 / (9/8 - 6/7)) - (8/5 / 1/6))
[77569] ['1/9', '2/5', '4/5', '5/6', '7'] -> (((7 * (2/5 / 4/5)) - 5/6) / 1/9)
[77570] ['3/7', '3/7', '5/8', '8/9', '3'] -> ((3/7 + 3) / (5/8 - (3/7 / 8/9)))
[77571] ['1/8', '2/9', '2/7', '7/3', '4'] -> (((2/7 / 2/9) + (4 / 7/3)) / 1/8)
[77572] ['1/7', '1/2', '4/3', '9/4', '5'] -> (((9/4 / 1/7) - (5 / 4/3)) / 1/2)
[77573] ['2/5', '6/5', '5/4', '8/3', '4'] -> (4 / (5/4 * (6/5 - (2/5 * 8/3))))
[77574] ['1/5', '4/9', '3/5', '5/7', '8'] -> (8 / (5/7 * (1/5 + (4/9 * 3/5))))
[77575] ['1/6', '6/7', '9/8', '5/3', '9'] -> (5/3 / ((1/6 / 6/7) - (9/8 / 9)))
[77576] ['2/7', '3/8', '7/9', '8/3', '5'] -> (5 / (7/9 * (3/8 - (2/7 / 8/3))))
[77577] ['3/7', '3/7', '5/8', '9/8', '3'] -> ((3/7 + 3) / (5/8 - (3/7 * 9/8)))
[77578] ['1/9', '2/3', '3/4', '6/5', '5'] -> (6/5 / ((2/3 / 5) - (1/9 * 3/4)))
[77579] ['1/8', '1/8', '3/5', '5/4', '4'] -> ((((4 / 5/4) - 1/8) / 1/8) - 3/5)
[77580] ['1/5', '7/9', '7/4', '7/3', '5'] -> ((7/3 - 1/5) * (5 / (7/9 / 7/4)))
[77581] ['1/9', '5/7', '4/3', '7/5', '6'] -> (4/3 / (((5/7 * 7/5) / 6) - 1/9))
[77582] ['2/5', '6/5', '9/7', '9/7', '4'] -> ((4 * (2/5 * 9/7)) / (9/7 - 6/5))
[77583] ['1/6', '6/7', '9/8', '7/4', '9'] -> ((9/8 / 1/6) + (7/4 * (6/7 + 9)))
[77584] ['1/5', '4/9', '3/5', '5/6', '8'] -> ((1/5 * 8) / (3/5 - (4/9 / 5/6)))
[77585] ['5/9', '8/9', '5/3', '9/4', '4'] -> ((5/3 * 9/4) * (4 / (5/9 / 8/9)))
[77586] ['1/8', '2/9', '2/7', '4', '9/2'] -> ((9/2 / (2/7 * (1/8 / 2/9))) - 4)
[77587] ['1/9', '2/5', '4/5', '8/9', '7'] -> ((4/5 + 7) * (8/9 / (2/5 - 1/9)))
[77588] ['2/7', '9/5', '9/5', '2', '8/3'] -> ((2 * 8/3) * ((9/5 / 2/7) - 9/5))
[77589] ['1/9', '2/3', '3/4', '5/4', '5'] -> ((5 - (2/3 + (5/4 / 3/4))) / 1/9)
[77590] ['1/7', '1/2', '4/3', '7/2', '5'] -> (((1/2 - 7/2) + (5 / 1/7)) / 4/3)
[77591] ['1/8', '1/4', '4/5', '9/4', '3'] -> (4/5 * ((9/4 / 1/8) + (3 / 1/4)))
[77592] ['3/7', '3/7', '5/8', '7/5', '3'] -> (3 / ((3/7 / 3/7) - (5/8 * 7/5)))
[77593] ['1/9', '5/7', '4/3', '8/5', '6'] -> (8/5 / ((4/3 / 6) - (1/9 / 5/7)))
[77594] ['1/5', '7/9', '7/4', '8/3', '5'] -> (8/3 / (1/5 - ((7/9 / 7/4) / 5)))
[77595] ['1/9', '2/3', '3/4', '9/7', '5'] -> (2/3 / ((3/4 / 9/7) - (1/9 * 5)))
[77596] ['1/8', '2/9', '1/3', '2/5', '4'] -> (1/3 / (((2/9 / 2/5) / 4) - 1/8))
[77597] ['1/9', '2/5', '4/5', '9/8', '7'] -> ((4/5 + 7) / (9/8 * (2/5 - 1/9)))
[77598] ['4/7', '1', '4/3', '5/3', '8/3'] -> ((8/3 / 4/3) / ((1 / 4/7) - 5/3))
[77599] ['1/7', '1/2', '7/5', '7/5', '5'] -> ((5 + (7/5 / (1/7 * 7/5))) / 1/2)
[77600] ['1/5', '4/9', '3/5', '7/8', '8'] -> (((3/5 / 1/5) + (8 / 4/9)) / 7/8)
[77601] ['2/5', '6/5', '9/7', '8/5', '4'] -> ((9/7 + (6/5 / 2/5)) * (8/5 + 4))
[77602] ['1/8', '1/8', '3/5', '7/4', '4'] -> (7/4 / (1/8 - ((1/8 / 3/5) / 4)))
[77603] ['1/6', '6/7', '9/8', '9/4', '9'] -> ((9 * (1/6 + (9/4 / 6/7))) - 9/8)
[77604] ['1/9', '2/3', '3/4', '5/3', '5'] -> ((5 / (1/9 / 2/3)) / (3/4 * 5/3))
[77605] ['1/8', '2/9', '1/3', '3/5', '4'] -> (4 + ((1/3 / 3/5) / (1/8 * 2/9)))
[77606] ['3/7', '3/7', '5/8', '8/5', '3'] -> (3/7 / ((5/8 / (3 - 8/5)) - 3/7))
[77607] ['5/9', '8/9', '7/4', '7/3', '4'] -> ((7/3 / ((5/9 * 7/4) - 8/9)) - 4)
[77608] ['1/7', '1/2', '7/5', '5/3', '5'] -> ((5/3 * (1/7 + 5)) / (1/2 / 7/5))
[77609] ['1/5', '4/9', '3/5', '8/7', '8'] -> (8/7 * ((3/5 / 1/5) + (8 / 4/9)))
[77610] ['2/7', '9/5', '2', '9/4', '9/4'] -> ((9/4 / ((2/7 + 9/5) - 2)) - 9/4)
[77611] ['1/9', '5/7', '4/3', '7/4', '6'] -> (4/3 / ((5/7 / 6) - (1/9 / 7/4)))
[77612] ['1/8', '1/8', '3/5', '9/4', '4'] -> (9/4 / (3/5 * (1/8 + (1/8 / 4))))
[77613] ['1/9', '2/5', '4/5', '7/6', '7'] -> ((4/5 / (1/9 * 2/5)) + (7 / 7/6))
[77614] ['1/8', '1/4', '5/6', '8/9', '3'] -> ((5/6 / (1/8 * 1/4)) - (8/9 * 3))
[77615] ['2/5', '6/5', '9/7', '9/5', '4'] -> (6/5 / (2/5 - (9/5 / (9/7 * 4))))
[77616] ['3/7', '3/7', '5/8', '5/3', '3'] -> ((3/7 * 3) / (3/7 - (5/8 / 5/3)))
[77617] ['1/9', '2/3', '3/4', '9/5', '5'] -> (2/3 / (1/9 - ((3/4 / 9/5) / 5)))
[77618] ['1/7', '1/2', '7/5', '7/4', '5'] -> (((7/5 * 5) - 1/7) / (1/2 / 7/4))
[77619] ['1/8', '1/8', '3/5', '7/3', '4'] -> ((7/3 / ((1/8 / 3/5) - 1/8)) - 4)
[77620] ['5/9', '8/9', '7/4', '4', '9/2'] -> (9/2 / ((5/9 / 8/9) - (7/4 / 4)))
[77621] ['1/9', '2/5', '4/5', '6/5', '7'] -> (((4/5 - 2/5) / (1/9 / 7)) - 6/5)
[77622] ['1/5', '4/9', '3/5', '5/4', '8'] -> (8 / (3/5 * (1/5 + (4/9 / 5/4))))
[77623] ['3/7', '3/7', '5/8', '9/5', '3'] -> (3 / ((5/8 * 9/5) - (3/7 / 3/7)))
[77624] ['1/8', '1/8', '3/5', '8/3', '4'] -> ((4 / (3/5 * (1/8 + 1/8))) - 8/3)
[77625] ['1/6', '6/7', '9/8', '9/2', '9'] -> (9/2 / ((1/6 * 9) - (9/8 / 6/7)))
[77626] ['1/7', '1/2', '7/5', '9/5', '5'] -> ((7/5 + (9/5 / 1/7)) + (5 / 1/2))
[77627] ['3/7', '3/7', '5/8', '5/2', '3'] -> ((5/2 / (3/7 * 5/8)) * (3 - 3/7))
[77628] ['1/8', '1/4', '5/6', '9/7', '3'] -> (9/7 * ((5/6 / 1/8) + (3 / 1/4)))
[77629] ['2/5', '6/5', '9/7', '7/3', '4'] -> (4 * ((6/5 / 2/5) + (9/7 * 7/3)))
[77630] ['1/8', '1/8', '3/5', '4', '9/2'] -> ((9/2 + (1/8 * 4)) / (1/8 / 3/5))
[77631] ['1/9', '5/7', '4/3', '5/2', '6'] -> ((4/3 + (6 / 5/2)) / (1/9 / 5/7))
[77632] ['1/5', '4/9', '3/5', '9/7', '8'] -> (3/5 + (9/7 * (1/5 + (8 / 4/9))))
[77633] ['2/7', '9/5', '2', '9/4', '9/2'] -> ((9/4 / 9/5) + ((2 + 9/2) / 2/7))
[77634] ['1/9', '2/3', '7/9', '5/6', '5'] -> ((1/9 + (7/9 * 5)) / (5/6 - 2/3))
[77635] ['1/8', '2/9', '1/3', '6/5', '4'] -> ((4 - (1/3 / 2/9)) / (1/8 / 6/5))
[77636] ['1/5', '4/9', '3/5', '8/5', '8'] -> (8/5 * ((8 / 4/9) - (3/5 / 1/5)))
[77637] ['1/6', '6/7', '8/7', '9/7', '9'] -> (9 * (((8/7 + 9/7) / 6/7) - 1/6))
[77638] ['3/7', '3/7', '2/3', '2/3', '3'] -> ((3/7 / ((2/3 * 2/3) - 3/7)) - 3)
[77639] ['2/7', '3/8', '4/5', '6/5', '5'] -> (((4/5 / 2/7) + (6/5 + 5)) / 3/8)
[77640] ['1/8', '1/8', '5/8', '6/7', '4'] -> ((4 + (1/8 - 5/8)) / (1/8 / 6/7))
[77641] ['1/8', '2/9', '1/3', '9/7', '4'] -> (((2/9 - 1/3) + (4 / 9/7)) / 1/8)
[77642] ['1/9', '5/7', '7/5', '7/5', '6'] -> (6 + ((7/5 + 7/5) / (1/9 / 5/7)))
[77643] ['2/7', '9/5', '2', '7/3', '5/2'] -> ((9/5 * 7/3) * (5/2 * (2/7 + 2)))
[77644] ['2/5', '6/5', '7/5', '7/5', '4'] -> (4 / ((2/5 - 7/5) + (7/5 / 6/5)))
[77645] ['5/9', '8/9', '9/5', '7/2', '4'] -> (8/9 * (9/5 + (4 / (5/9 / 7/2))))
[77646] ['2/7', '3/8', '4/5', '5/4', '5'] -> (5 * ((5/4 / 2/7) - (3/8 - 4/5)))
[77647] ['1/8', '1/8', '5/8', '8/9', '4'] -> (8/9 * ((4 / 1/8) - (5/8 / 1/8)))
[77648] ['1/9', '2/5', '4/5', '9/4', '7'] -> ((2/5 + (4/5 * 7)) / (1/9 * 9/4))
[77649] ['1/8', '2/9', '1/3', '7/5', '4'] -> ((7/5 + 4) / (1/8 / (2/9 + 1/3)))
[77650] ['1/6', '6/7', '8/7', '8/5', '9'] -> (8/5 * ((8/7 / 1/6) - (6/7 - 9)))
[77651] ['2/5', '6/5', '7/5', '7/4', '4'] -> (((6/5 + 7/5) + (7/4 * 4)) / 2/5)
[77652] ['3/7', '3/7', '2/3', '5/6', '3'] -> ((3 + (3/7 / 3/7)) / (5/6 - 2/3))
[77653] ['2/7', '9/5', '2', '7/3', '7/2'] -> ((9/5 * (2/7 + 2)) * (7/3 + 7/2))
[77654] ['1/8', '1/8', '5/8', '7/6', '4'] -> ((4 + (1/8 - 5/8)) / (1/8 * 7/6))
[77655] ['1/7', '1/2', '3/2', '9/5', '5'] -> (5 * ((9/5 / (1/7 / 1/2)) - 3/2))
[77656] ['1/8', '1/4', '6/7', '3/2', '3'] -> (3/2 / ((1/8 / 6/7) - (1/4 / 3)))
[77657] ['1/6', '6/7', '8/7', '5/3', '9'] -> (9 * ((8/7 + 5/3) - (1/6 * 6/7)))
[77658] ['1/5', '4/9', '3/5', '7/2', '8'] -> ((3/5 / 1/5) / (8 - (7/2 / 4/9)))
[77659] ['1/9', '5/7', '7/5', '7/4', '6'] -> ((6 / (1/9 * 5/7)) / (7/5 + 7/4))
[77660] ['3/7', '3/7', '2/3', '6/7', '3'] -> ((3/7 + 3) / ((2/3 * 6/7) - 3/7))
[77661] ['2/5', '6/5', '7/5', '7/3', '4'] -> ((6/5 * 4) / ((7/5 / 7/3) - 2/5))
[77662] ['1/5', '4/9', '3/5', '9/2', '8'] -> (((4/9 * 9/2) - 1/5) / (3/5 / 8))
[77663] ['2/7', '9/5', '2', '5/2', '5/2'] -> (2 + (5/2 * (5/2 + (9/5 / 2/7))))
[77664] ['1/9', '2/5', '4/5', '7/2', '7'] -> ((7/2 / 1/9) - (7 + (2/5 / 4/5)))
[77665] ['2/5', '6/5', '7/5', '5/2', '4'] -> (4 / ((7/5 / 6/5) - (2/5 * 5/2)))
[77666] ['1/9', '5/7', '7/5', '9/5', '6'] -> (6 + ((5/7 + (9/5 / 7/5)) / 1/9))
[77667] ['1/8', '1/4', '6/7', '5/3', '3'] -> (((3 - 1/4) / (1/8 * 6/7)) - 5/3)
[77668] ['1/5', '4/9', '5/8', '5/8', '8'] -> (8 / (4/9 * (5/8 + (1/5 * 5/8))))
[77669] ['4/7', '1', '4/3', '9/5', '8/3'] -> ((4/3 / (9/5 - (1 / 4/7))) - 8/3)
[77670] ['1/9', '2/5', '4/5', '9/2', '7'] -> ((4/5 + 7) + (9/2 / (1/9 / 2/5)))
[77671] ['3/7', '3/7', '2/3', '7/6', '3'] -> ((3/7 + 3) / ((2/3 / 7/6) - 3/7))
[77672] ['1/9', '2/3', '7/9', '8/5', '5'] -> ((2/3 * 8/5) / ((7/9 / 5) - 1/9))
[77673] ['1/8', '1/8', '5/8', '5/3', '4'] -> ((5/8 + 4) / (1/8 * (5/3 - 1/8)))
[77674] ['1/6', '6/7', '7/6', '7/6', '9'] -> (6/7 + (9 / (1/6 * (7/6 + 7/6))))
[77675] ['2/5', '6/5', '3/2', '7/4', '4'] -> (4 / (7/4 - ((2/5 + 3/2) / 6/5)))
[77676] ['1/9', '2/5', '5/6', '5/6', '7'] -> ((5/6 + (5/6 * 7)) / (1/9 / 2/5))
[77677] ['1/8', '2/9', '3/8', '3/7', '4'] -> ((4 / 2/9) / ((3/8 / 3/7) - 1/8))
[77678] ['5/9', '8/9', '7/3', '5/2', '4'] -> (4 / ((7/3 - 5/2) - (5/9 - 8/9)))
[77679] ['4/7', '1', '4/3', '9/5', '7/2'] -> ((4/3 / 7/2) / (4/7 - (1 / 9/5)))
[77680] ['3/7', '3/7', '2/3', '5/4', '3'] -> ((3/7 * 2/3) / (3/7 - (5/4 / 3)))
[77681] ['1/7', '1/2', '8/5', '9/5', '5'] -> (1/2 * (9/5 + ((8/5 + 5) / 1/7)))
[77682] ['4/7', '1', '4/3', '9/5', '9/2'] -> ((1 + 9/5) * (9/2 * (4/7 + 4/3)))
[77683] ['1/9', '2/5', '5/6', '6/7', '7'] -> ((6/7 - 2/5) * (7 / (1/9 / 5/6)))
[77684] ['1/9', '5/7', '7/5', '9/2', '6'] -> ((9/2 * 6) * ((5/7 * 7/5) - 1/9))
[77685] ['2/7', '3/8', '4/5', '7/4', '5'] -> ((3/8 + 7/4) + (5 / (2/7 * 4/5)))
[77686] ['2/7', '9/5', '2', '8/3', '8/3'] -> ((9/5 * 2) * ((8/3 / 2/7) - 8/3))
[77687] ['1/9', '2/3', '7/9', '7/4', '5'] -> (2/3 / (7/9 - (1/9 * (7/4 + 5))))
[77688] ['1/6', '6/7', '7/6', '4/3', '9'] -> (4/3 / (1/6 - ((6/7 * 7/6) / 9)))
[77689] ['1/5', '4/9', '5/8', '4/5', '8'] -> ((4/5 + 8) / (4/9 * (1/5 + 5/8)))
[77690] ['5/9', '8/9', '5/2', '7/2', '4'] -> (5/2 * (4 + (7/2 / (5/9 / 8/9))))
[77691] ['1/9', '5/7', '3/2', '3/2', '6'] -> ((3/2 / 1/9) + ((3/2 + 6) / 5/7))
[77692] ['2/7', '9/5', '2', '8/3', '7/2'] -> (8/3 / ((2 / 9/5) - (2/7 * 7/2)))
[77693] ['2/5', '6/5', '8/5', '9/4', '4'] -> (((8/5 * 9/4) - 6/5) / (2/5 / 4))
[77694] ['1/9', '2/5', '5/6', '9/8', '7'] -> ((9/8 * (1/9 + 7)) / (2/5 * 5/6))
[77695] ['1/5', '7/9', '5/2', '9/2', '5'] -> ((5/2 - (7/9 * 9/2)) + (5 / 1/5))
