[115246] ['1/4', '3/8', '4/7', '3/4', '4'] -> (((4 / 4/7) - 1/4) / (3/8 * 3/4))
[122223] ['5/8', '4/5', '4/5', '3/2', '4'] -> (4 / (5/8 * (4/5 - (4/5 / 3/2))))
[122224] ['1/7', '2/7', '6/5', '9/7', '4'] -> ((4 * (1/7 + 9/7)) / (2/7 / 6/5))
[122225] ['3/8', '5/9', '1', '6/5', '7/2'] -> ((7/2 + (1 / 6/5)) / (5/9 - 3/8))
[122226] ['5/8', '4/5', '4/5', '8/5', '4'] -> ((4/5 + 4) / ((5/8 * 8/5) - 4/5))
[122227] ['1/7', '2/5', '5/8', '7/8', '3'] -> (3 / ((2/5 * 5/8) - (1/7 * 7/8)))
[122228] ['1/4', '1/2', '9/5', '7/2', '4'] -> ((7/2 + ((1/2 + 4) / 9/5)) / 1/4)
[122229] ['5/7', '3/4', '5/4', '4/3', '3'] -> (((5/4 / (3/4 - 5/7)) - 3) / 4/3)
[122230] ['1/8', '2/7', '7/9', '9/7', '7'] -> (((2/7 * 7) + (7/9 * 9/7)) / 1/8)
[122231] ['3/5', '6/7', '8/5', '7/2', '5'] -> (7/2 * ((8/5 + 5) - (3/5 - 6/7)))
[122232] ['2/9', '3/4', '4/5', '7/6', '8'] -> (4/5 * (((8 - 7/6) / 2/9) - 3/4))
[122233] ['1/7', '2/7', '6/5', '4/3', '4'] -> (((2/7 + (4 / 6/5)) / 1/7) - 4/3)
[122234] ['5/8', '4/5', '4/5', '5/3', '4'] -> (4/5 / ((5/8 * 4) - (4/5 + 5/3)))
[122235] ['4/7', '3/5', '6/7', '5/4', '9'] -> ((3/5 + 9) / (6/7 - (4/7 / 5/4)))
[122236] ['2/7', '6/7', '6/5', '7/3', '7'] -> (7 * ((2/7 / 6/5) + (6/7 + 7/3)))
[122237] ['2/9', '2/7', '4/3', '9/4', '7'] -> ((4/3 / 2/9) / (9/4 - (2/7 * 7)))
[122238] ['3/8', '5/9', '1', '5/4', '5/4'] -> ((5/4 / (3/8 * 5/9)) / (5/4 - 1))
[122239] ['1/8', '2/7', '7/9', '7/5', '7'] -> (7 / (7/9 * (2/7 + (1/8 / 7/5))))
[122240] ['1/8', '5/6', '7/6', '8/5', '6'] -> ((6 - (8/5 + (7/6 / 5/6))) / 1/8)
[122241] ['1/4', '5/9', '5/9', '5/9', '4'] -> ((4 + ((5/9 + 5/9) / 5/9)) / 1/4)
[122242] ['3/8', '5/9', '1', '5/4', '9/7'] -> (1 / ((5/4 / 9/7) - (3/8 + 5/9)))
[122243] ['1/7', '2/5', '5/8', '8/7', '3'] -> (3 / ((2/5 * 5/8) - (1/7 / 8/7)))
[122244] ['5/7', '3/4', '5/4', '8/5', '3'] -> ((8/5 * 3) / (5/4 - (3/4 / 5/7)))
[122245] ['2/9', '2/7', '4/3', '5/2', '7'] -> (((2/7 * 7) + (4/3 * 5/2)) / 2/9)
[122246] ['1/8', '2/7', '7/9', '3/2', '7'] -> ((3/2 + (7 / 7/9)) / (1/8 / 2/7))
[122247] ['4/7', '3/5', '6/7', '5/3', '9'] -> ((3/5 + 9) * (5/3 / (4/7 / 6/7)))
[122248] ['5/8', '4/5', '4/5', '7/3', '4'] -> ((4/5 / 4/5) / (5/8 - (7/3 / 4)))
[122249] ['2/7', '6/7', '6/5', '7/2', '7'] -> ((6/5 * 7/2) * ((6/7 * 7) - 2/7))
[122250] ['1/4', '5/9', '5/9', '3/5', '4'] -> ((4 / (1/4 * 3/5)) / (5/9 + 5/9))
[122251] ['3/8', '5/8', '6/7', '6/5', '2'] -> (2 / ((5/8 / 6/5) - (3/8 / 6/7)))
[122252] ['2/9', '1/4', '1/4', '5/4', '9'] -> (9 / ((1/4 + 5/4) - (1/4 / 2/9)))
[122253] ['1/7', '2/7', '6/5', '7/2', '4'] -> ((6/5 + (2/7 / 1/7)) * (7/2 + 4))
[122254] ['4/7', '3/5', '6/7', '9/4', '9'] -> ((3/5 + 9) * (4/7 + (6/7 * 9/4)))
[122255] ['2/9', '2/7', '4/3', '7/2', '7'] -> (4/3 / ((7 * (2/9 + 2/7)) - 7/2))
[122256] ['1/7', '2/5', '5/8', '5/4', '3'] -> (5/4 + ((3 + (2/5 * 5/8)) / 1/7))
[122257] ['3/8', '5/8', '6/7', '5/4', '2'] -> (2 / (5/4 - ((3/8 + 5/8) / 6/7)))
[122258] ['2/9', '3/4', '4/5', '7/5', '8'] -> ((8 - (4/5 + (7/5 / 3/4))) / 2/9)
[122259] ['1/4', '5/9', '5/9', '3/4', '4'] -> (4 / (5/9 * (3/4 - (1/4 / 5/9))))
[122260] ['2/9', '2/7', '4/3', '9/2', '7'] -> ((7 - (2/7 * (4/3 + 9/2))) / 2/9)
[122261] ['5/7', '3/4', '5/4', '5/2', '3'] -> (3 / ((3/4 * 5/2) - (5/4 / 5/7)))
[122262] ['2/7', '6/7', '5/4', '4/3', '7'] -> (6/7 / ((2/7 / 4/3) - (5/4 / 7)))
[122263] ['3/8', '5/8', '6/7', '4/3', '2'] -> (4/3 / (2 - (5/8 / (3/8 * 6/7))))
[122264] ['1/7', '2/7', '5/4', '7/5', '4'] -> (((4 * (5/4 * 7/5)) - 1/7) / 2/7)
[122265] ['1/7', '2/5', '5/8', '4/3', '3'] -> (3 / ((5/8 / (4/3 - 1/7)) - 2/5))
[122266] ['1/8', '2/7', '7/9', '7/4', '7'] -> ((7 / 7/9) / ((2/7 * 7/4) - 1/8))
[122267] ['4/7', '3/5', '6/7', '5/2', '9'] -> (9 * ((5/2 / 3/5) - (6/7 / 4/7)))
[122268] ['3/8', '5/8', '6/7', '7/5', '2'] -> ((6/7 * 2) / ((5/8 / 7/5) - 3/8))
[122269] ['1/7', '2/7', '5/4', '5/3', '4'] -> ((4 + (1/7 / 5/4)) / (2/7 / 5/3))
[122270] ['3/8', '5/9', '1', '5/4', '9/4'] -> (5/4 / ((3/8 * (5/9 + 9/4)) - 1))
[122271] ['5/8', '4/5', '5/6', '8/9', '4'] -> ((4 / 5/8) / ((8/9 / 5/6) - 4/5))
[122272] ['2/9', '1/4', '1/4', '9/5', '9'] -> (9 / ((1/4 / (2/9 * 9/5)) - 1/4))
[122273] ['1/8', '2/7', '7/9', '9/5', '7'] -> (7 / ((1/8 / 9/5) + (2/7 * 7/9)))
[122274] ['2/7', '6/7', '5/4', '8/5', '7'] -> ((5/4 * 7) * (8/5 + (2/7 + 6/7)))
[122275] ['3/8', '5/8', '6/7', '3/2', '2'] -> (2 / ((3/2 / 6/7) - (5/8 / 3/8)))
[122276] ['3/8', '5/9', '1', '5/4', '7/3'] -> (7/3 / (1 - (5/9 * (3/8 + 5/4))))
[122277] ['4/7', '3/5', '6/7', '8/3', '9'] -> ((4/7 + (6/7 * 8/3)) * (9 - 3/5))
[122278] ['1/7', '2/5', '5/8', '8/5', '3'] -> (3 / (1/7 * (5/8 + (2/5 / 8/5))))
[122279] ['2/9', '1/4', '1/4', '5/2', '9'] -> ((9 * (2/9 + 5/2)) - (1/4 + 1/4))
[122280] ['1/4', '5/9', '5/9', '8/9', '4'] -> (((5/9 + 5/9) + (8/9 + 4)) / 1/4)
[122281] ['5/8', '4/5', '5/6', '8/7', '4'] -> ((4 / (4/5 - 5/8)) / (5/6 * 8/7))
[122282] ['4/7', '3/5', '6/7', '7/2', '9'] -> ((6/7 + (4/7 * 7/2)) * (9 - 3/5))
[122283] ['1/7', '2/7', '5/4', '9/4', '4'] -> (((5/4 + 9/4) - (2/7 / 4)) / 1/7)
[122284] ['2/9', '3/4', '5/6', '5/6', '8'] -> (8 / (((2/9 + 3/4) / 5/6) - 5/6))
[122285] ['2/9', '1/4', '1/4', '7/2', '9'] -> ((7/2 - (2/9 * 9)) / (1/4 * 1/4))
[122286] ['2/7', '6/7', '5/4', '7/3', '7'] -> ((6/7 * 7) / ((5/4 / 7/3) - 2/7))
[122287] ['3/5', '6/7', '7/4', '7/4', '5'] -> (6/7 / (7/4 - (5 * (3/5 / 7/4))))
[122288] ['1/8', '5/6', '5/4', '7/4', '6'] -> (7/4 / ((1/8 * (5/4 + 6)) - 5/6))
[122289] ['2/9', '1/4', '2/7', '2/7', '9'] -> (((2/9 * 9) - 2/7) / (1/4 * 2/7))
[122290] ['1/7', '2/5', '5/8', '7/4', '3'] -> (((3 + (7/4 / 1/7)) / 5/8) - 2/5)
[122291] ['1/7', '2/7', '5/4', '7/2', '4'] -> (4 * (7/2 + (5/4 / (1/7 / 2/7))))
[122292] ['1/4', '5/9', '5/9', '7/6', '4'] -> ((5/9 / 5/9) / ((7/6 / 4) - 1/4))
[122293] ['4/9', '6/7', '7/8', '9/4', '3'] -> ((3 / 7/8) / ((4/9 * 9/4) - 6/7))
[122294] ['1/8', '2/7', '7/9', '9/2', '7'] -> ((7 + (7/9 * 9/2)) / (1/8 / 2/7))
[122295] ['5/8', '4/5', '5/6', '7/4', '4'] -> (4 / ((5/6 * (7/4 - 4/5)) - 5/8))
[122296] ['2/7', '6/7', '9/7', '8/5', '7'] -> (6/7 / (9/7 - (7 * (2/7 / 8/5))))
[122297] ['1/8', '2/7', '4/5', '4/5', '7'] -> (((2/7 * 7) + (4/5 / 4/5)) / 1/8)
[122298] ['1/8', '5/6', '9/7', '9/7', '6'] -> (9/7 / (((5/6 * 9/7) / 6) - 1/8))
[122299] ['3/5', '6/7', '7/4', '5/2', '5'] -> ((3/5 + (6/7 * 5/2)) * (7/4 * 5))
[122300] ['1/7', '2/7', '9/7', '8/5', '4'] -> (8/5 * (4 + ((2/7 + 9/7) / 1/7)))
[122301] ['4/9', '6/7', '7/8', '5/2', '3'] -> (5/2 / (4/9 - (7/8 / (6/7 * 3))))
[122302] ['5/8', '4/5', '5/6', '9/4', '4'] -> ((4/5 / (5/6 - 5/8)) * (9/4 + 4))
[122303] ['2/7', '6/7', '9/7', '5/3', '7'] -> (((9/7 + 7) - (6/7 * 5/3)) / 2/7)
[122304] ['1/8', '2/7', '4/5', '6/7', '7'] -> (7 / (((2/7 / 4/5) / 6/7) - 1/8))
[122305] ['2/9', '3/4', '5/6', '7/5', '8'] -> (((8 - 7/5) / (2/9 / 5/6)) - 3/4)
[122306] ['1/4', '5/9', '5/9', '7/5', '4'] -> ((7/5 + 4) / (1/4 / (5/9 + 5/9)))
[122307] ['1/8', '5/6', '9/7', '4/3', '6'] -> (9/7 / ((5/6 / (6 - 4/3)) - 1/8))
[122308] ['2/9', '2/7', '7/5', '5/2', '7'] -> (((5/2 + (7 / 2/9)) / 7/5) - 2/7)
[122309] ['5/8', '4/5', '5/6', '7/3', '4'] -> ((5/6 + (7/3 / 4/5)) / (5/8 / 4))
[122310] ['1/7', '2/5', '5/8', '3', '7/2'] -> ((3 / (1/7 * 2/5)) / (5/8 * 7/2))
[122311] ['4/9', '6/7', '7/8', '3', '7/2'] -> (7/2 * ((3 / (4/9 * 7/8)) - 6/7))
[122312] ['2/7', '6/7', '9/7', '9/5', '7'] -> (((9/7 / 9/5) - (6/7 - 7)) / 2/7)
[122313] ['1/4', '5/9', '5/9', '8/5', '4'] -> (8/5 * ((4 / 1/4) - (5/9 / 5/9)))
[122314] ['3/5', '6/7', '7/4', '9/2', '5'] -> ((5 * (3/5 + 9/2)) - (6/7 * 7/4))
[122315] ['4/7', '3/5', '7/8', '9/7', '9'] -> ((9 / (3/5 * 7/8)) / (9/7 - 4/7))
[122316] ['3/5', '6/7', '9/5', '9/5', '5'] -> (5 * (3/5 + ((9/5 + 9/5) / 6/7)))
[122317] ['5/8', '4/5', '6/7', '7/8', '4'] -> (((5/8 * 4/5) / (7/8 - 6/7)) - 4)
[122318] ['2/7', '6/7', '9/7', '9/4', '7'] -> (6/7 / (2/7 - (9/4 / (9/7 * 7))))
[122319] ['1/4', '5/9', '5/9', '9/5', '4'] -> ((4 + (9/5 * (5/9 + 5/9))) / 1/4)
[122320] ['1/7', '2/7', '4/3', '7/5', '4'] -> (((4 / 7/5) - 2/7) / (1/7 / 4/3))
[122321] ['3/5', '6/7', '9/5', '9/4', '5'] -> (9/5 / (3/5 - (9/4 / (6/7 * 5))))
[122322] ['4/7', '3/5', '7/8', '5/3', '9'] -> ((9 / 7/8) / ((3/5 * 5/3) - 4/7))
[122323] ['2/9', '3/4', '6/7', '6/5', '8'] -> ((8 / (2/9 + 3/4)) / (6/5 - 6/7))
[122324] ['2/7', '6/7', '9/7', '8/3', '7'] -> (2/7 + ((6/7 * 7) * (9/7 + 8/3)))
[122325] ['3/8', '5/8', '7/8', '9/7', '2'] -> ((3/8 / 7/8) / ((9/7 / 2) - 5/8))
[122326] ['1/8', '2/7', '4/5', '5/4', '7'] -> (((2/7 * 7) + (4/5 * 5/4)) / 1/8)
[122327] ['2/9', '2/7', '3/2', '5/3', '7'] -> (((7 + (2/9 * 3/2)) / 2/7) - 5/3)
[122328] ['1/7', '2/5', '2/3', '6/7', '3'] -> ((3 + (6/7 / 2/5)) / (1/7 / 2/3))
[122329] ['2/7', '6/7', '4/3', '7/5', '7'] -> (7 * ((2/7 / (7/5 - 4/3)) - 6/7))
[122330] ['5/7', '3/4', '4/3', '3', '7/2'] -> ((4/3 + (5/7 / 3/4)) * (3 * 7/2))
[122331] ['1/8', '5/6', '9/7', '7/3', '6'] -> ((9/7 + 6) * (7/3 / (5/6 - 1/8)))
[122332] ['2/9', '1/4', '2/7', '5/6', '9'] -> ((9 * ((5/6 / 2/7) - 2/9)) - 1/4)
[122333] ['1/7', '2/7', '7/5', '7/4', '4'] -> ((2/7 + 4) / (7/4 * (1/7 / 7/5)))
[122334] ['3/8', '5/8', '7/8', '5/3', '2'] -> ((3/8 + 5/8) / (7/8 - (5/3 / 2)))
[122335] ['4/9', '6/7', '8/9', '5/4', '3'] -> (3 / ((5/4 / 6/7) - (4/9 + 8/9)))
[122336] ['1/8', '5/6', '9/7', '5/2', '6'] -> (((5/6 - 5/2) + (6 / 9/7)) / 1/8)
[122338] ['5/7', '3/4', '7/5', '3/2', '3'] -> (3 / ((3/4 * 3/2) - (5/7 * 7/5)))
[122337] ['5/8', '4/5', '6/7', '9/7', '4'] -> (4 / ((6/7 / 9/7) - (5/8 * 4/5)))
[122339] ['3/8', '5/8', '7/8', '9/5', '2'] -> ((3/8 / 5/8) / ((9/5 / 2) - 7/8))
[122340] ['3/8', '5/9', '1', '4/3', '5/3'] -> ((5/3 / (3/8 * 5/9)) / (4/3 - 1))
[122341] ['2/9', '3/4', '6/7', '8/5', '8'] -> (8/5 + (8 / (2/9 * (3/4 + 6/7))))
[122342] ['2/9', '2/7', '3/2', '5/2', '7'] -> (3/2 + ((5/2 * 7) / (2/9 / 2/7)))
[122343] ['5/7', '3/4', '7/5', '8/5', '3'] -> (3 / (3/4 - ((5/7 * 7/5) / 8/5)))
[122344] ['3/8', '5/8', '7/8', '2', '9/4'] -> (2 / (7/8 - (5/8 + (3/8 / 9/4))))
[122345] ['3/5', '6/7', '9/4', '5/2', '5'] -> ((3/5 * 5) / ((9/4 / 6/7) - 5/2))
[122346] ['1/4', '5/9', '4/7', '2/3', '4'] -> (2/3 / ((1/4 * 4) - (5/9 / 4/7)))
[122347] ['1/8', '5/6', '9/7', '7/2', '6'] -> (((9/7 * 7/2) / (1/8 / 5/6)) - 6)
[122348] ['3/8', '5/8', '7/8', '2', '7/3'] -> ((3/8 + 5/8) / ((7/8 * 7/3) - 2))
[122349] ['2/9', '3/4', '6/7', '5/3', '8'] -> (((8 * (3/4 / 6/7)) - 5/3) / 2/9)
[122350] ['2/9', '2/7', '3/2', '7/2', '7'] -> ((7 + (2/7 * 7/2)) / (2/9 * 3/2))
[122351] ['5/8', '4/5', '6/7', '7/5', '4'] -> ((4/5 / (7/5 - (6/7 / 5/8))) - 4)
[122352] ['3/8', '5/9', '1', '4/3', '5/2'] -> ((1 + (4/3 * 5/2)) / (5/9 - 3/8))
[122353] ['1/8', '2/7', '4/5', '9/5', '7'] -> (((2/7 * 7) - (4/5 - 9/5)) / 1/8)
[122354] ['4/7', '3/5', '8/9', '8/7', '9'] -> (((9 / 3/5) - (8/7 / 8/9)) / 4/7)
[122355] ['1/8', '5/6', '4/3', '7/5', '6'] -> ((6 - (7/5 + (4/3 / 5/6))) / 1/8)
[122356] ['2/9', '2/7', '8/5', '5/3', '7'] -> ((8/5 * 5/3) * (7 / (2/9 / 2/7)))
[122357] ['4/9', '6/7', '8/9', '7/4', '3'] -> ((3 * (4/9 / 7/4)) / (8/9 - 6/7))
[122358] ['3/5', '6/7', '9/4', '9/2', '5'] -> ((9/2 / 6/7) + (5 / (3/5 / 9/4)))
[122359] ['3/8', '5/9', '1', '7/5', '7/5'] -> ((7/5 / 3/8) / ((5/9 + 1) - 7/5))
[122360] ['2/9', '1/4', '2/7', '4/3', '9'] -> (4/3 / (2/7 * (2/9 - (1/4 / 9))))
[122361] ['2/7', '6/7', '7/5', '7/3', '7'] -> ((7/5 + 7/3) * (7 + (2/7 - 6/7)))
[122362] ['5/7', '3/4', '7/5', '5/2', '3'] -> ((3 / (3/4 - 5/7)) / (7/5 * 5/2))
[122363] ['3/8', '5/9', '1', '7/5', '8/5'] -> ((1 / (3/8 * 5/9)) / (8/5 - 7/5))
[122364] ['1/7', '2/7', '7/5', '4', '9/2'] -> (7/5 * ((4 * (9/2 - 1/7)) - 2/7))
[122365] ['4/7', '3/5', '8/9', '6/5', '9'] -> (((9 / 4/7) - (6/5 / 8/9)) / 3/5)
[122366] ['2/7', '6/7', '7/5', '8/3', '7'] -> ((7/5 * 8/3) * (7 + (2/7 - 6/7)))
[122367] ['1/7', '2/5', '2/3', '7/5', '3'] -> ((3 + ((2/5 / 2/3) / 7/5)) / 1/7)
[122368] ['1/8', '2/7', '4/5', '8/3', '7'] -> ((2/7 / (1/8 - (4/5 / 7))) - 8/3)
[122369] ['2/9', '3/4', '6/7', '7/2', '8'] -> ((8 / (2/9 / 3/4)) - (6/7 * 7/2))
[122370] ['3/8', '5/8', '8/9', '7/6', '2'] -> (3/8 / (((5/8 + 7/6) / 8/9) - 2))
[122371] ['3/5', '6/7', '7/3', '7/2', '5'] -> (7/2 * ((6/7 - 7/3) + (5 / 3/5)))
[122372] ['1/4', '5/9', '4/7', '6/7', '4'] -> ((4 - (4/7 / 6/7)) / (1/4 * 5/9))
[122373] ['4/9', '6/7', '8/9', '5/2', '3'] -> ((8/9 / 4/9) / (3 - (5/2 / 6/7)))
[122374] ['1/7', '2/5', '2/3', '3/2', '3'] -> ((2/5 + 2/3) * (3/2 + (3 / 1/7)))
[122375] ['2/9', '1/4', '2/7', '8/5', '9'] -> ((8/5 / 2/9) + (9 / (1/4 + 2/7)))
[122376] ['1/7', '2/7', '3/2', '9/5', '4'] -> (4 / (2/7 - ((1/7 * 3/2) / 9/5)))
[122377] ['3/5', '6/7', '7/3', '9/2', '5'] -> (5 * (9/2 + ((3/5 / 6/7) / 7/3)))
[122378] ['1/8', '2/7', '4/5', '7/2', '7'] -> (4/5 * ((2/7 * 7) + (7/2 / 1/8)))
[122379] ['3/8', '5/8', '8/9', '6/5', '2'] -> ((2 / 3/8) / ((8/9 / 5/8) - 6/5))
[122380] ['4/7', '3/5', '8/9', '9/7', '9'] -> ((8/9 * 9) / (9/7 - (4/7 / 3/5)))
[122381] ['5/7', '3/4', '7/5', '3', '9/2'] -> ((3 + (5/7 * 7/5)) / (3/4 / 9/2))
[122382] ['2/7', '6/7', '3/2', '9/5', '7'] -> (((7 / 3/2) - 6/7) / (2/7 / 9/5))
[122383] ['3/5', '6/7', '5/2', '8/3', '5'] -> ((5/2 - (3/5 / 6/7)) * (8/3 * 5))
[122384] ['1/4', '5/9', '4/7', '9/8', '4'] -> (4 / (5/9 - ((1/4 / 4/7) / 9/8)))
[122385] ['4/9', '6/7', '8/9', '3', '9/2'] -> (9/2 * (3 + (8/9 / (4/9 * 6/7))))
[122386] ['1/7', '2/7', '8/5', '5/3', '4'] -> ((8/5 + (2/7 / 1/7)) * (5/3 * 4))
[122387] ['1/7', '2/5', '2/3', '9/4', '3'] -> (2/3 + (3 / (9/4 * (1/7 * 2/5))))
[122388] ['4/9', '6/7', '9/8', '9/8', '3'] -> (9/8 / (3 - (9/8 / (4/9 * 6/7))))
[122389] ['3/8', '5/9', '1', '7/5', '5/2'] -> (7/5 / (3/8 * (5/9 - (1 / 5/2))))
[122390] ['1/7', '2/7', '8/5', '7/4', '4'] -> ((8/5 * 4) * (7/4 + (2/7 / 1/7)))
[122391] ['5/8', '4/5', '6/7', '8/3', '4'] -> ((4 / (6/7 * (4/5 - 5/8))) - 8/3)
[122392] ['3/5', '6/7', '5/2', '9/2', '5'] -> (6/7 * (5/2 + (5 * (3/5 + 9/2))))
[122393] ['1/8', '2/7', '5/6', '8/9', '7'] -> (((1/8 + 7) / 2/7) - (5/6 / 8/9))
[122394] ['2/9', '1/4', '2/7', '9/4', '9'] -> (9 / ((1/4 / 2/7) - (2/9 * 9/4)))
[122395] ['2/9', '3/4', '7/8', '7/6', '8'] -> (8 / (2/9 * (3/4 + (7/8 / 7/6))))
[122396] ['2/7', '6/7', '8/5', '5/3', '7'] -> (7 * ((2/7 / (5/3 - 8/5)) - 6/7))
[122397] ['1/7', '2/7', '8/5', '9/5', '4'] -> ((4 + (8/5 / (1/7 * 2/7))) / 9/5)
[122398] ['5/8', '4/5', '6/7', '7/2', '4'] -> ((6/7 * 7/2) * (4 / (5/8 * 4/5)))
[122399] ['3/5', '6/7', '8/3', '8/3', '5'] -> (8/3 / ((8/3 / 6/7) - (3/5 * 5)))
[122400] ['3/8', '5/8', '8/9', '3/2', '2'] -> (2 / ((5/8 / 3/2) - (3/8 * 8/9)))
[122401] ['2/7', '6/7', '8/5', '7/4', '7'] -> ((8/5 + (2/7 + 6/7)) * (7/4 + 7))
[122402] ['3/5', '6/7', '8/3', '7/2', '5'] -> ((8/3 * 7/2) * (5 * (3/5 * 6/7)))
[122403] ['5/8', '4/5', '6/7', '4', '9/2'] -> (6/7 * ((9/2 / (5/8 / 4)) - 4/5))
[122404] ['2/7', '6/7', '8/5', '9/4', '7'] -> ((8/5 * 9/4) * (7 - (2/7 / 6/7)))
[122405] ['1/7', '2/7', '8/5', '9/4', '4'] -> ((9/4 * 4) / (2/7 + (1/7 / 8/5)))
[122406] ['3/8', '5/9', '1', '7/5', '9/2'] -> ((1 + 7/5) + (9/2 / (3/8 * 5/9)))
[122407] ['2/9', '3/4', '7/8', '9/7', '8'] -> ((8 / (2/9 / 3/4)) / (7/8 * 9/7))
[122408] ['2/9', '1/4', '2/7', '8/3', '9'] -> ((9 + (8/3 / 2/9)) / (1/4 / 2/7))
[122409] ['1/8', '2/7', '5/6', '6/5', '7'] -> (((2/7 * 7) + (5/6 * 6/5)) / 1/8)
[122410] ['1/4', '5/9', '4/7', '4/3', '4'] -> ((4 + (4/3 / (1/4 * 4/7))) / 5/9)
[122411] ['4/9', '6/7', '9/8', '6/5', '3'] -> ((3 / (4/9 * (9/8 - 6/7))) - 6/5)
[122412] ['2/7', '6/7', '8/5', '7/3', '7'] -> ((8/5 * 7/3) * (7 + (2/7 - 6/7)))
[122413] ['3/8', '5/9', '1', '3/2', '3/2'] -> (3/2 / (3/8 * (1 - (5/9 * 3/2))))
[122414] ['2/9', '1/4', '2/7', '9/2', '9'] -> ((2/9 / 1/4) * ((9 / 2/7) - 9/2))
[122415] ['3/5', '6/7', '7/2', '7/2', '5'] -> ((6/7 * 5) * (7/2 + (3/5 * 7/2)))
[122416] ['2/9', '2/7', '5/3', '9/4', '7'] -> (9/4 * (5/3 + (7 / (2/9 / 2/7))))
[122417] ['2/7', '6/7', '8/5', '8/3', '7'] -> (8/5 * (7 + (8/3 / (2/7 / 6/7))))
[122418] ['3/8', '5/9', '1', '3/2', '7/4'] -> (1 / (7/4 - (3/2 + (3/8 * 5/9))))
[122419] ['2/9', '1/4', '1/3', '2/5', '9'] -> (9 + ((1/3 / 2/5) / (2/9 * 1/4)))
[122420] ['3/8', '5/8', '8/9', '9/5', '2'] -> ((3/8 / 5/8) / ((9/5 / 8/9) - 2))
[122421] ['4/9', '6/7', '9/8', '9/7', '3'] -> (9/7 / ((6/7 / 4/9) + (9/8 - 3)))
[122422] ['2/9', '3/4', '7/8', '8/5', '8'] -> ((8/5 + 8) * ((3/4 / 2/9) - 7/8))
[122423] ['1/7', '2/7', '8/5', '8/3', '4'] -> ((8/5 + (2/7 / 1/7)) * (8/3 + 4))
[122424] ['5/7', '3/4', '8/5', '7/4', '3'] -> (8/5 / ((7/4 / (5/7 * 3)) - 3/4))
[122425] ['3/5', '7/8', '7/8', '7/8', '5'] -> ((3/5 * 5) / ((7/8 / 7/8) - 7/8))
[122426] ['1/8', '2/7', '5/6', '8/5', '7'] -> ((8/5 + (2/7 * 7)) / (1/8 / 5/6))
[122427] ['2/9', '1/4', '1/3', '3/5', '9'] -> ((2/9 * 9) / ((1/4 / 3/5) - 1/3))
[122428] ['2/7', '6/7', '5/3', '7/4', '7'] -> (7 / (7/4 - (5/3 / (2/7 + 6/7))))
[122429] ['5/8', '4/5', '7/8', '5/4', '4'] -> ((5/4 * (4/5 + 4)) / (7/8 - 5/8))
[122430] ['3/8', '5/8', '8/9', '2', '7/2'] -> ((2 * 7/2) / (5/8 - (3/8 * 8/9)))
[122431] ['1/7', '2/7', '5/3', '5/3', '4'] -> ((4 / 2/7) - (5/3 - (5/3 / 1/7)))
[122432] ['2/9', '2/7', '5/3', '8/3', '7'] -> (8/3 / ((2/7 * 7) - (2/9 + 5/3)))
[122433] ['2/9', '3/4', '7/8', '9/4', '8'] -> (8 * ((7/8 / (2/9 * 3/4)) - 9/4))
[122434] ['5/7', '3/4', '8/5', '7/3', '3'] -> (3 / ((5/7 / 8/5) - (3/4 / 7/3)))
[122435] ['1/7', '2/5', '5/7', '8/9', '3'] -> (3 / ((2/5 * 5/7) - (1/7 / 8/9)))
[122436] ['3/5', '7/8', '7/8', '9/8', '5'] -> ((3/5 * 5) / (9/8 - (7/8 / 7/8)))
[122437] ['1/4', '5/9', '4/7', '9/5', '4'] -> (((4 / 4/7) - (5/9 * 9/5)) / 1/4)
[122438] ['1/8', '2/7', '5/6', '9/5', '7'] -> ((5/6 * 9/5) * (7 / (1/8 / 2/7)))
[122439] ['1/7', '2/5', '5/7', '9/8', '3'] -> (3 / ((2/5 * 5/7) - (1/7 * 9/8)))
[122440] ['2/9', '3/4', '7/8', '5/2', '8'] -> ((8 - (5/2 / 3/4)) / (2/9 * 7/8))
[122441] ['3/5', '7/8', '7/8', '8/7', '5'] -> ((3/5 * 5) / ((7/8 * 8/7) - 7/8))
[122442] ['1/8', '5/6', '5/3', '9/5', '6'] -> (5/3 / ((5/6 / 6) - (1/8 / 9/5)))
[122443] ['3/8', '5/8', '9/8', '8/7', '2'] -> (3/8 / ((9/8 / 2) - (5/8 / 8/7)))
[122444] ['2/7', '6/7', '5/3', '5/2', '7'] -> ((((7 / 2/7) - 5/2) / 6/7) - 5/3)
[122445] ['5/8', '4/5', '7/8', '7/5', '4'] -> (4 / ((5/8 / (7/5 - 4/5)) - 7/8))
[122446] ['1/7', '2/7', '5/3', '4', '9/2'] -> (4 / ((1/7 * 9/2) - (2/7 * 5/3)))
[122447] ['1/8', '2/7', '5/6', '9/4', '7'] -> (((2/7 * 7) + (9/4 / 1/8)) / 5/6)
[122448] ['3/8', '5/9', '1', '8/5', '7/2'] -> (((7/2 / 3/8) - 1) / (5/9 / 8/5))
[122449] ['3/5', '7/8', '7/8', '7/6', '5'] -> ((3/5 * 5) / (7/8 - (7/8 / 7/6)))
[122450] ['1/4', '5/9', '4/7', '7/3', '4'] -> (4 / (((5/9 / 4/7) / 7/3) - 1/4))
[122451] ['2/9', '3/4', '7/8', '8/3', '8'] -> (8 / (2/9 * (8/3 - (7/8 / 3/4))))
