[336871] ['1/8', '3/5', '5/7', '1', '7/5'] -> ((3/5 + (7/5 * (5/7 + 1))) / 1/8)
[343174] ['1/2', '5/8', '7/6', '7/4', '5'] -> ((5 / (1/2 * 5/8)) / (7/6 / 7/4))
[343175] ['1/5', '1/5', '5/8', '7/4', '8'] -> (((1/5 / 1/5) + (7/4 * 8)) / 5/8)
[343176] ['1/7', '1/5', '3/5', '3/4', '8'] -> ((3/4 * 8) * ((3/5 / 1/7) - 1/5))
[343177] ['1/2', '5/8', '7/6', '9/5', '5'] -> ((5 * (1/2 + 7/6)) / (5/8 / 9/5))
[343178] ['1/9', '1/8', '1/5', '7/5', '8'] -> (8 / (1/9 * (7/5 + (1/5 / 1/8))))
[343179] ['1/2', '5/8', '7/6', '9/4', '5'] -> ((5 + (1/2 + 7/6)) / (5/8 / 9/4))
[343180] ['1/5', '1/5', '5/8', '7/3', '8'] -> ((1/5 + 8) / (1/5 * (7/3 - 5/8)))
[343181] ['5/8', '5/8', '8/9', '7/3', '7'] -> ((5/8 + (7 * (5/8 + 7/3))) / 8/9)
[343182] ['3/5', '7/8', '7/8', '5/4', '2'] -> (3/5 / (((2 - 7/8) / 5/4) - 7/8))
[343183] ['2/9', '3/7', '3/4', '8/7', '3'] -> (3/7 / (8/7 - (3/4 / (2/9 * 3))))
[343184] ['1/2', '5/8', '7/6', '7/2', '5'] -> (5 / ((1/2 - 5/8) + (7/6 / 7/2)))
[343185] ['3/8', '5/9', '5/7', '5/6', '5'] -> ((5 / 5/7) / ((5/9 / 5/6) - 3/8))
[343186] ['1/5', '1/5', '2/3', '5/7', '8'] -> (2/3 + (8 / (1/5 + (1/5 * 5/7))))
[343187] ['5/8', '5/8', '8/9', '5/2', '7'] -> (((5/2 * 7) - 5/8) / (5/8 / 8/9))
[343188] ['1/2', '5/8', '6/5', '6/5', '5'] -> ((6/5 * 5) / ((5/8 * 6/5) - 1/2))
[343189] ['1/7', '1/5', '3/5', '8/9', '8'] -> (((8 / 8/9) - (3/5 / 1/7)) / 1/5)
[343190] ['2/9', '3/7', '3/4', '7/6', '3'] -> ((3/7 + 3) * (7/6 / (2/9 * 3/4)))
[343191] ['7/8', '1', '9/8', '7/6', '5/3'] -> ((5/3 + (7/6 / 7/8)) / (9/8 - 1))
[343192] ['1/9', '1/8', '1/5', '9/4', '8'] -> (((8 / 9/4) - (1/9 / 1/5)) / 1/8)
[343193] ['5/8', '5/8', '8/9', '8/3', '7'] -> ((7 + (5/8 / 5/8)) / (8/9 / 8/3))
[343194] ['3/8', '5/9', '5/7', '8/9', '5'] -> ((5/9 + (8/9 / 5/7)) / (3/8 / 5))
[343195] ['1/5', '1/5', '2/3', '6/7', '8'] -> (2/3 + (8 / (6/7 * (1/5 + 1/5))))
[343196] ['1/7', '1/5', '3/5', '5/4', '8'] -> (8 * (5/4 + (3/5 / (1/7 + 1/5))))
[343197] ['1/2', '5/8', '6/5', '4/3', '5'] -> ((6/5 * 5) / (5/8 - (1/2 / 4/3)))
[343198] ['1/9', '1/8', '1/5', '5/2', '8'] -> ((1/5 + 5/2) * (8 + (1/9 / 1/8)))
[343199] ['5/8', '5/8', '8/9', '9/2', '7'] -> ((8/9 * 9/2) * (7 - (5/8 / 5/8)))
[343200] ['1/5', '1/5', '2/3', '8/9', '8'] -> (8 / ((8/9 / 2/3) - (1/5 / 1/5)))
[343201] ['2/9', '3/7', '3/4', '4/3', '3'] -> ((3 + (4/3 / (3/7 / 3/4))) / 2/9)
[343202] ['1/7', '1/5', '3/5', '4/3', '8'] -> (((3/5 / 1/7) - 1/5) / (4/3 / 8))
[343203] ['7/8', '1', '9/8', '7/6', '8/3'] -> (1 / ((7/8 * 8/3) - (9/8 + 7/6)))
[343204] ['3/8', '5/9', '5/7', '6/5', '5'] -> ((5 / 5/7) / ((5/9 * 6/5) - 3/8))
[343205] ['3/5', '7/8', '7/8', '7/4', '2'] -> (2 / (7/4 - (7/8 / (3/5 * 7/8))))
[343206] ['1/2', '5/8', '6/5', '7/3', '5'] -> (5 / ((5/8 * (7/3 - 6/5)) - 1/2))
[343207] ['1/5', '1/5', '2/3', '9/7', '8'] -> ((2/3 - 1/5) * (8 / (1/5 / 9/7)))
[343208] ['3/5', '7/8', '7/8', '9/5', '2'] -> ((3/5 * 2) / (9/5 - (7/8 + 7/8)))
[343209] ['1/9', '1/8', '2/9', '3/7', '8'] -> ((8 - (2/9 / 1/8)) / (1/9 / 3/7))
[343210] ['5/8', '5/8', '9/8', '7/6', '7'] -> ((9/8 + 7) / (5/8 * (7/6 - 5/8)))
[343211] ['1/2', '5/8', '6/5', '8/3', '5'] -> ((6/5 * 8/3) * ((5 / 5/8) - 1/2))
[343212] ['3/5', '7/8', '7/8', '2', '9/4'] -> (2 / ((7/8 / 3/5) + (7/8 - 9/4)))
[343213] ['5/8', '5/8', '9/8', '6/5', '7'] -> (7 / (9/8 - ((5/8 / 5/8) / 6/5)))
[343214] ['2/9', '3/7', '3/4', '5/3', '3'] -> (5/3 / ((3/4 / (3 - 3/7)) - 2/9))
[343215] ['7/8', '1', '9/8', '6/5', '4/3'] -> (4/3 / ((1 / 6/5) - (7/8 / 9/8)))
[343216] ['1/5', '1/5', '2/3', '9/4', '8'] -> (8 / (1/5 + ((1/5 / 2/3) / 9/4)))
[343217] ['1/7', '1/5', '3/5', '9/4', '8'] -> ((((8 - 1/5) / 1/7) - 3/5) / 9/4)
[343218] ['1/9', '1/8', '2/9', '3/5', '8'] -> ((8 + (1/9 / 1/8)) / (2/9 / 3/5))
[343219] ['5/8', '5/8', '9/8', '5/4', '7'] -> ((7 + (9/8 + 5/4)) / (5/8 * 5/8))
[343220] ['1/5', '1/5', '5/7', '5/7', '8'] -> (((5/7 * 8) - (1/5 + 5/7)) / 1/5)
[343221] ['7/8', '1', '9/8', '6/5', '7/5'] -> ((7/5 / 7/8) / ((6/5 / 9/8) - 1))
[343222] ['2/9', '3/7', '3/4', '9/4', '3'] -> (((3/4 + (9/4 / 3/7)) / 2/9) - 3)
[343223] ['1/5', '1/5', '5/7', '3/4', '8'] -> (8 / (5/7 * (1/5 + (1/5 / 3/4))))
[343224] ['3/5', '7/8', '7/8', '2', '7/2'] -> (7/2 / (7/8 - (7/8 / (3/5 * 2))))
[343225] ['2/9', '3/7', '3/4', '7/3', '3'] -> ((3 + (3/7 * 7/3)) / (2/9 * 3/4))
[343226] ['5/8', '5/8', '9/8', '5/3', '7'] -> (7 / (5/8 - ((5/8 / 9/8) / 5/3)))
[343227] ['1/7', '1/5', '5/8', '2/3', '8'] -> (8 / ((1/5 / 1/7) - (2/3 / 5/8)))
[343228] ['1/5', '1/5', '5/7', '4/5', '8'] -> ((5/7 * 8) * (1/5 + (4/5 / 1/5)))
[343229] ['1/9', '1/8', '2/9', '7/6', '8'] -> ((1/9 / 2/9) / ((7/6 / 8) - 1/8))
[343230] ['1/2', '5/8', '9/7', '4/3', '5'] -> ((4/3 + (5 / 5/8)) / (1/2 / 9/7))
[343231] ['1/2', '5/8', '9/7', '7/5', '5'] -> ((9/7 * 5) / (5/8 - (1/2 / 7/5)))
[343232] ['1/9', '1/8', '2/9', '6/5', '8'] -> ((2/9 / (1/9 - (1/8 / 6/5))) - 8)
[343233] ['1/7', '1/5', '5/8', '7/9', '8'] -> (8 / (7/9 * (1/5 + (1/7 / 5/8))))
[343234] ['1/5', '1/5', '5/7', '7/8', '8'] -> (((8 * (5/7 * 7/8)) - 1/5) / 1/5)
[343235] ['5/8', '5/8', '9/8', '5/2', '7'] -> (((5/2 * 7) - 5/8) / (5/8 * 9/8))
[343236] ['3/5', '7/8', '8/9', '7/6', '2'] -> (2 / (3/5 * (8/9 - (7/8 / 7/6))))
[343237] ['5/8', '5/8', '9/8', '7/2', '7'] -> ((7 - (9/8 - 7/2)) / (5/8 * 5/8))
[343238] ['1/7', '1/5', '5/8', '4/5', '8'] -> ((8 + ((1/5 + 4/5) / 1/7)) / 5/8)
[343239] ['5/8', '5/8', '9/8', '9/2', '7'] -> ((7 - (5/8 / 5/8)) / (9/8 / 9/2))
[343240] ['2/9', '3/7', '7/9', '9/8', '3'] -> ((3 / 9/8) / ((3/7 * 7/9) - 2/9))
[343241] ['3/5', '7/8', '8/9', '6/5', '2'] -> (3/5 / (((2 - 6/5) / 8/9) - 7/8))
[343242] ['1/7', '1/5', '5/8', '6/7', '8'] -> ((8 / (1/5 / 5/8)) - (1/7 + 6/7))
[343243] ['1/2', '5/8', '9/7', '9/5', '5'] -> (5 / ((5/8 / 9/7) - (1/2 / 9/5)))
[343244] ['2/9', '3/7', '7/9', '7/6', '3'] -> (((3 / 3/7) - 7/9) / (2/9 * 7/6))
[343245] ['5/8', '5/8', '8/7', '7/6', '7'] -> (7 / (7/6 - ((5/8 / 5/8) / 8/7)))
[343246] ['3/8', '5/9', '3/4', '6/5', '5'] -> (5 * (6/5 + (3/4 / (3/8 * 5/9))))
[343247] ['1/5', '1/5', '5/7', '9/7', '8'] -> (8 * ((1/5 / 1/5) + (5/7 + 9/7)))
[343248] ['7/8', '1', '9/8', '5/4', '9/4'] -> (((7/8 + 9/4) / (5/4 - 9/8)) - 1)
[343249] ['2/9', '3/7', '7/9', '5/4', '3'] -> ((2/9 / 7/9) / (3/7 - (5/4 / 3)))
[343250] ['1/5', '1/5', '5/7', '7/5', '8'] -> (((8 / 7/5) - (1/5 + 5/7)) / 1/5)
[343251] ['5/8', '5/8', '8/7', '5/4', '7'] -> ((5/8 + 5/4) * (7 / (5/8 / 8/7)))
[343252] ['3/5', '7/8', '8/9', '4/3', '2'] -> (3/5 / ((2 / (8/9 + 4/3)) - 7/8))
[343253] ['3/8', '5/9', '3/4', '3/2', '5'] -> (5 / (5/9 * (3/2 - (3/8 + 3/4))))
[343254] ['5/8', '5/8', '8/7', '9/7', '7'] -> (7 * ((5/8 / 5/8) + (8/7 + 9/7)))
[343255] ['2/9', '3/7', '7/9', '4/3', '3'] -> (((4/3 / 3/7) - (7/9 - 3)) / 2/9)
[343256] ['5/8', '5/8', '8/7', '4/3', '7'] -> ((8/7 * 7) / (4/3 - (5/8 / 5/8)))
[343257] ['1/2', '5/8', '9/7', '9/2', '5'] -> (((9/2 / 9/7) - 1/2) / (5/8 / 5))
[343258] ['1/9', '1/8', '1/4', '4/7', '8'] -> ((8 / (4/7 - 1/4)) - (1/9 / 1/8))
[343259] ['3/5', '7/8', '8/9', '8/5', '2'] -> (3/5 / ((8/5 / (8/9 * 2)) - 7/8))
[343260] ['1/7', '1/5', '5/8', '9/7', '8'] -> ((9/7 * 8) / (1/5 + (1/7 / 5/8)))
[343261] ['1/2', '5/8', '4/3', '7/5', '5'] -> (5 / ((5/8 * 7/5) - (1/2 * 4/3)))
[343262] ['2/9', '3/7', '7/9', '8/5', '3'] -> ((3 + (3/7 * 7/9)) / (2/9 / 8/5))
[343263] ['3/8', '5/9', '3/4', '7/2', '5'] -> (3/8 + ((7/2 * 5) / (5/9 / 3/4)))
[343264] ['1/7', '1/5', '5/8', '4/3', '8'] -> (8 / (1/7 * (1/5 + (4/3 / 5/8))))
[343265] ['1/5', '1/5', '5/7', '7/3', '8'] -> (1/5 / (((5/7 * 7/3) / 8) - 1/5))
[343266] ['2/9', '3/7', '7/9', '7/4', '3'] -> ((2/9 * 3) / (7/9 - (3/7 * 7/4)))
[343267] ['1/9', '1/8', '1/4', '6/7', '8'] -> ((8 / 6/7) / ((1/8 / 1/4) - 1/9))
[343268] ['7/8', '1', '9/8', '9/7', '7/4'] -> (9/7 / (9/8 - ((7/8 + 1) / 7/4)))
[343269] ['1/2', '5/8', '7/5', '5/3', '5'] -> (5 / (((5/3 - 1/2) / 7/5) - 5/8))
[343270] ['5/8', '5/8', '8/7', '5/2', '7'] -> ((5/2 - 5/8) * (7 / (5/8 / 8/7)))
[343271] ['1/7', '1/5', '5/8', '7/4', '8'] -> (((1/7 / 5/8) + (8 / 7/4)) / 1/5)
[343272] ['5/8', '5/8', '8/7', '8/3', '7'] -> (8/3 * ((5/8 / 5/8) + (8/7 * 7)))
[343273] ['3/5', '7/8', '8/9', '2', '5/2'] -> (3/5 / ((2 / (8/9 * 5/2)) - 7/8))
[343274] ['2/9', '3/7', '7/9', '5/2', '3'] -> (((3 / 2/9) - (5/2 / 7/9)) / 3/7)
[343275] ['1/5', '1/5', '3/4', '5/6', '8'] -> (((8 * (3/4 * 5/6)) - 1/5) / 1/5)
[343276] ['1/9', '1/8', '1/4', '6/5', '8'] -> ((1/8 + (1/4 / 6/5)) / (1/9 / 8))
[343277] ['5/8', '5/8', '7/6', '7/6', '7'] -> (7 / ((7/6 * (5/8 + 5/8)) - 7/6))
[343278] ['7/8', '1', '9/8', '9/7', '5/2'] -> ((1 + (5/2 / 7/8)) / (9/7 - 9/8))
[343279] ['2/9', '3/7', '4/5', '4/5', '3'] -> ((3 + (4/5 / (3/7 * 4/5))) / 2/9)
[343280] ['1/9', '1/8', '1/4', '9/7', '8'] -> ((8 / (1/4 * 9/7)) - (1/9 / 1/8))
[343281] ['5/8', '5/8', '7/6', '5/4', '7'] -> (7 / (7/6 * (5/4 - (5/8 / 5/8))))
[343282] ['3/5', '7/8', '8/9', '2', '9/2'] -> (9/2 / ((7/8 / (2 - 8/9)) - 3/5))
[343283] ['3/8', '5/9', '7/9', '3/2', '5'] -> (5 / ((3/8 + 5/9) + (7/9 - 3/2)))
[343284] ['1/7', '1/5', '5/8', '7/2', '8'] -> (7/2 * (8 - ((1/7 / 1/5) / 5/8)))
[343285] ['1/2', '5/8', '7/5', '9/2', '5'] -> (((5 * (9/2 - 7/5)) - 1/2) / 5/8)
[343286] ['5/8', '5/8', '7/6', '4/3', '7'] -> (7 / ((5/8 - 7/6) + (5/8 * 4/3)))
[343287] ['3/8', '5/9', '7/9', '8/5', '5'] -> ((5/9 + (7/9 * 8/5)) / (3/8 / 5))
[343288] ['1/5', '1/5', '3/4', '7/3', '8'] -> (((7/3 * (8 - 1/5)) - 1/5) / 3/4)
[343289] ['3/8', '5/9', '7/9', '5/3', '5'] -> (5 / ((3/8 / 5/9) - (7/9 / 5/3)))
[343290] ['5/8', '5/8', '7/6', '5/3', '7'] -> (7 / (7/6 * (5/8 - (5/8 / 5/3))))
[343291] ['3/8', '5/9', '7/9', '7/4', '5'] -> ((7/4 + 5) / (3/8 / (5/9 + 7/9)))
[343292] ['1/9', '1/8', '1/4', '5/2', '8'] -> (8 / (1/9 * (5/2 + (1/8 / 1/4))))
[343293] ['5/8', '5/8', '7/6', '9/5', '7'] -> ((9/5 + (7 / 5/8)) / (7/6 - 5/8))
[343294] ['7/8', '1', '9/8', '4/3', '9/5'] -> (1 / (7/8 - ((9/8 * 4/3) / 9/5)))
[343295] ['2/9', '3/7', '4/5', '5/4', '3'] -> ((3 + (5/4 / (3/7 / 4/5))) / 2/9)
[343296] ['3/8', '5/9', '7/9', '7/3', '5'] -> ((7/3 + (5 * (5/9 + 7/9))) / 3/8)
[343297] ['5/8', '5/8', '7/6', '7/3', '7'] -> (7 / (5/8 * (7/3 - (7/6 / 5/8))))
[343298] ['1/9', '1/8', '2/7', '3/8', '8'] -> ((1/9 + (3/8 / 1/8)) * (8 - 2/7))
[343299] ['3/8', '5/9', '7/9', '8/3', '5'] -> (((5/9 + 7/9) + (8/3 + 5)) / 3/8)
[343300] ['1/2', '5/8', '9/5', '9/5', '5'] -> (9/5 / ((1/2 * 5) - (5/8 + 9/5)))
[343301] ['2/9', '3/7', '4/5', '4/3', '3'] -> (((3 / 3/7) - (4/3 / 4/5)) / 2/9)
[343302] ['1/5', '1/5', '7/9', '7/8', '8'] -> (8 / (7/9 * (1/5 + (1/5 / 7/8))))
[343303] ['3/8', '5/9', '7/9', '7/2', '5'] -> ((5/9 + 7/9) + ((7/2 + 5) / 3/8))
[343304] ['1/7', '1/5', '2/3', '7/6', '8'] -> (8 * (1/7 + (2/3 / (1/5 * 7/6))))
[343305] ['1/5', '1/5', '7/9', '8/7', '8'] -> (8 / (7/9 * (1/5 + (1/5 * 8/7))))
[343306] ['2/9', '3/7', '4/5', '3/2', '3'] -> (4/5 * ((3 / (2/9 * 3/7)) - 3/2))
[343307] ['1/7', '1/5', '2/3', '6/5', '8'] -> (8 / ((2/3 / (1/5 + 6/5)) - 1/7))
[343308] ['7/8', '1', '9/8', '7/5', '9/5'] -> ((7/5 + (9/5 / 9/8)) / (1 - 7/8))
[343309] ['2/9', '3/7', '4/5', '8/5', '3'] -> (3 + (8/5 / (4/5 * (2/9 * 3/7))))
[343310] ['3/8', '5/9', '4/5', '7/8', '5'] -> (4/5 / ((3/8 * 5/9) - (7/8 / 5)))
[343311] ['5/8', '5/8', '6/5', '4/3', '7'] -> (7 / (4/3 - ((5/8 + 5/8) / 6/5)))
[343312] ['1/7', '1/5', '2/3', '9/7', '8'] -> ((9/7 + (1/7 / 1/5)) / (2/3 / 8))
[343313] ['1/2', '5/8', '9/4', '5/2', '5'] -> (((5/8 + (5/2 * 5)) / 1/2) - 9/4)
[343314] ['1/9', '1/8', '2/7', '2/3', '8'] -> ((8 - (2/3 / 2/7)) / (1/9 + 1/8))
[343315] ['5/8', '5/8', '6/5', '3/2', '7'] -> (((7 / 5/8) - 6/5) / (5/8 / 3/2))
[343316] ['1/9', '1/8', '2/7', '5/7', '8'] -> (8 / (1/9 * (5/7 + (2/7 / 1/8))))
[343317] ['5/8', '5/8', '6/5', '8/5', '7'] -> ((6/5 * 7) / (8/5 - (5/8 + 5/8)))
[343318] ['1/7', '1/5', '2/3', '7/4', '8'] -> (8 / ((1/7 / 1/5) - (2/3 / 7/4)))
[343319] ['3/8', '5/9', '4/5', '7/6', '5'] -> (5 * ((7/6 / (3/8 * 5/9)) - 4/5))
[343320] ['2/9', '3/7', '4/5', '5/2', '3'] -> (3 + ((4/5 * 5/2) / (2/9 * 3/7)))
[343321] ['1/2', '5/8', '7/2', '7/2', '5'] -> ((5 / (5/8 / 7/2)) - (1/2 + 7/2))
[343322] ['5/8', '5/8', '6/5', '7/3', '7'] -> ((7 / 7/3) / ((5/8 * 6/5) - 5/8))
[343323] ['1/9', '1/8', '2/7', '5/6', '8'] -> (((8 * (1/8 / 2/7)) - 5/6) / 1/9)
[343324] ['5/8', '5/8', '6/5', '5/2', '7'] -> ((6/5 * 5/2) * (7 + (5/8 / 5/8)))
[343325] ['2/9', '3/7', '4/5', '8/3', '3'] -> (3 * (2/9 + (8/3 / (3/7 * 4/5))))
[343326] ['1/7', '1/5', '2/3', '7/3', '8'] -> (8 * ((2/3 / 1/5) - (1/7 * 7/3)))
[343327] ['7/8', '1', '9/8', '3/2', '9/5'] -> (1 / ((9/8 / 9/5) - (7/8 / 3/2)))
[343328] ['1/5', '1/5', '7/9', '9/5', '8'] -> (7/9 + ((1/5 + (8 / 9/5)) / 1/5))
[343329] ['1/2', '2/3', '2/3', '5/6', '5'] -> ((2/3 / 5/6) * (5 / (2/3 - 1/2)))
[343330] ['7/8', '1', '9/8', '3/2', '7/3'] -> (1 / ((7/3 / 7/8) - (9/8 + 3/2)))
[343331] ['1/7', '1/5', '2/3', '8/3', '8'] -> ((8 / (1/7 / 2/3)) - (8/3 / 1/5))
[343332] ['3/5', '7/8', '8/7', '7/4', '2'] -> (2 / (7/4 - (8/7 / (3/5 / 7/8))))
[343333] ['1/9', '1/8', '2/7', '9/8', '8'] -> ((8 / (2/7 * 9/8)) - (1/9 / 1/8))
[343334] ['1/2', '2/3', '2/3', '6/7', '5'] -> (5 / (((1/2 / 2/3) / 6/7) - 2/3))
[343335] ['7/8', '1', '9/8', '3/2', '8/3'] -> (8/3 / ((7/8 / 9/8) - (1 / 3/2)))
[343336] ['1/7', '1/5', '5/7', '5/7', '8'] -> (8 * ((1/7 - 5/7) + (5/7 / 1/5)))
[343337] ['1/2', '2/3', '2/3', '7/6', '5'] -> (5 / ((7/6 * (1/2 / 2/3)) - 2/3))
[343338] ['1/5', '1/5', '4/5', '8/7', '8'] -> ((4/5 / (1/5 - (1/5 / 8/7))) - 8)
[343339] ['5/8', '5/8', '5/4', '7/4', '7'] -> ((5/4 + 7/4) * (7 + (5/8 / 5/8)))
[343340] ['3/8', '5/9', '4/5', '7/3', '5'] -> ((4/5 / 3/8) / (5/9 - (7/3 / 5)))
[343341] ['1/2', '2/3', '2/3', '6/5', '5'] -> ((2/3 * 6/5) * (5 / (2/3 - 1/2)))
[343342] ['5/8', '5/8', '5/4', '9/5', '7'] -> ((9/5 + ((5/4 + 7) / 5/8)) / 5/8)
[343343] ['1/7', '1/5', '5/7', '6/7', '8'] -> ((6/7 * 8) / (1/7 + (1/5 * 5/7)))
[343344] ['3/8', '5/9', '4/5', '7/2', '5'] -> (((4/5 * 5) + (7/2 / 3/8)) / 5/9)
[343345] ['5/8', '5/8', '5/4', '9/4', '7'] -> (5/4 + (7 * (9/4 + (5/8 / 5/8))))
[343346] ['2/9', '3/7', '5/6', '6/5', '3'] -> ((3 + (6/5 / (3/7 / 5/6))) / 2/9)
[343347] ['1/2', '2/3', '2/3', '7/4', '5'] -> (5 / (1/2 * (7/4 - (2/3 + 2/3))))
[343348] ['3/8', '5/9', '4/5', '9/2', '5'] -> ((9/2 / (3/8 * 4/5)) + (5 / 5/9))
[343349] ['1/9', '1/8', '2/7', '3/2', '8'] -> (2/7 * ((3/2 / 1/8) + (8 / 1/9)))
[343350] ['3/8', '5/9', '5/6', '7/8', '5'] -> (5 / ((7/8 * (5/9 / 5/6)) - 3/8))
[343351] ['5/8', '5/8', '5/4', '8/3', '7'] -> ((5/4 + (5/8 * 7)) / (5/8 / 8/3))
[343352] ['1/2', '2/3', '5/7', '3/4', '5'] -> (5 / (5/7 * (2/3 - (1/2 * 3/4))))
[343353] ['1/5', '1/5', '5/6', '7/8', '8'] -> ((1/5 + 8) / (1/5 * (5/6 + 7/8)))
[343354] ['1/7', '1/5', '5/7', '7/6', '8'] -> (8 / (7/6 * (1/7 + (1/5 * 5/7))))
[343355] ['3/8', '5/9', '5/6', '8/9', '5'] -> ((5 / 5/6) / ((5/9 / 8/9) - 3/8))
[343356] ['3/5', '7/8', '7/6', '4/3', '2'] -> (2 / (4/3 - (7/8 / (3/5 * 7/6))))
[343357] ['3/8', '5/9', '5/6', '8/7', '5'] -> (5 / (((5/9 / 5/6) / 8/7) - 3/8))
[343358] ['2/9', '3/7', '5/6', '5/3', '3'] -> (3 + (5/3 / (5/6 * (2/9 * 3/7))))
[343359] ['1/9', '1/8', '2/7', '9/4', '8'] -> (8 / ((1/9 / 2/7) - (1/8 / 9/4)))
[343360] ['1/7', '1/5', '5/7', '7/4', '8'] -> (8 / ((5/7 / (1/7 + 1/5)) - 7/4))
[343361] ['1/5', '1/5', '5/6', '6/5', '8'] -> (8 / ((1/5 * 5/6) + (1/5 / 6/5)))
[343362] ['5/8', '5/8', '9/7', '3/2', '7'] -> ((9/7 + (5/8 / 5/8)) * (3/2 * 7))
[343363] ['3/5', '7/8', '7/6', '5/3', '2'] -> ((3/5 * 5/3) / ((7/8 + 7/6) - 2))
[343364] ['1/2', '2/3', '5/7', '9/8', '5'] -> (5 / (((9/8 - 1/2) / 5/7) - 2/3))
[343365] ['2/9', '3/7', '5/6', '9/4', '3'] -> (((5/6 * 3) / (2/9 * 3/7)) - 9/4)
[343366] ['3/8', '5/9', '5/6', '7/5', '5'] -> ((7/5 * 5) / ((5/9 / 5/6) - 3/8))
[343367] ['7/8', '1', '9/8', '7/4', '7/3'] -> (1 / ((7/3 * (7/8 / 7/4)) - 9/8))
[343368] ['1/5', '1/5', '5/6', '8/5', '8'] -> (8 / ((5/6 * 8/5) - (1/5 / 1/5)))
[343369] ['1/7', '1/5', '5/7', '7/3', '8'] -> ((5/7 / 1/5) / ((7/3 / 8) - 1/7))
[343370] ['5/8', '5/8', '9/7', '8/5', '7'] -> ((9/7 * 7) / ((5/8 * 8/5) - 5/8))
[343371] ['1/9', '1/8', '2/7', '7/2', '8'] -> ((7/2 * (1/9 / 1/8)) * (8 - 2/7))
[343372] ['1/5', '1/5', '5/6', '7/4', '8'] -> (8 / ((5/6 / (1/5 + 1/5)) - 7/4))
[343373] ['1/7', '1/5', '5/7', '5/2', '8'] -> (8 + ((1/5 + 5/7) / (1/7 / 5/2)))
[343374] ['3/8', '5/9', '5/6', '8/5', '5'] -> (8/5 * (((5/6 + 5) / 3/8) - 5/9))
[343375] ['1/2', '2/3', '5/7', '7/6', '5'] -> ((5/7 + 5) / (2/3 - (1/2 / 7/6)))
[343376] ['3/5', '7/8', '7/6', '9/5', '2'] -> ((9/5 * 2) / ((7/8 / 7/6) - 3/5))
[343377] ['1/9', '1/8', '2/7', '9/2', '8'] -> ((8 / 2/7) - (9/2 * (1/9 / 1/8)))
[343378] ['5/8', '5/8', '9/7', '5/3', '7'] -> ((9/7 * 7) * (5/3 + (5/8 / 5/8)))
[343379] ['3/8', '5/9', '5/6', '7/4', '5'] -> ((5/9 / 5/6) + (5 / (3/8 / 7/4)))
[343380] ['3/5', '7/8', '7/6', '2', '9/4'] -> ((7/8 / ((3/5 * 2) - 7/6)) - 9/4)
[343381] ['7/8', '1', '9/8', '9/5', '9/4'] -> (9/5 / ((9/4 / (7/8 + 1)) - 9/8))
[343382] ['3/5', '7/8', '7/6', '2', '7/3'] -> (7/3 / ((7/6 / (3/5 * 2)) - 7/8))
[343383] ['1/9', '1/8', '1/3', '3/7', '8'] -> ((1/3 + (8 * (1/8 / 3/7))) / 1/9)
[343384] ['2/9', '3/7', '6/7', '6/7', '3'] -> ((3 + (6/7 / (3/7 * 6/7))) / 2/9)
[343385] ['1/2', '2/3', '5/7', '9/7', '5'] -> (5 / ((1/2 / (9/7 - 5/7)) - 2/3))
[343386] ['1/5', '1/5', '6/7', '6/7', '8'] -> (8 * (6/7 + (6/7 / (1/5 + 1/5))))
[343387] ['7/8', '1', '9/8', '9/5', '7/3'] -> ((9/5 * (1 + 7/3)) / (9/8 - 7/8))
[343388] ['5/8', '5/8', '9/7', '9/4', '7'] -> ((7 * (5/8 + (9/7 * 9/4))) - 5/8)
[343389] ['3/8', '5/9', '5/6', '7/2', '5'] -> (7/2 / (3/8 * (5/9 - (5/6 / 5))))
[343390] ['1/2', '2/3', '5/7', '3/2', '5'] -> ((3/2 + (5 / (2/3 * 5/7))) / 1/2)
[343391] ['1/9', '1/8', '1/3', '4/7', '8'] -> ((8 - 1/3) / (1/8 + (1/9 / 4/7)))
[343392] ['1/7', '1/5', '3/4', '4/5', '8'] -> (8 / ((1/5 / 1/7) - (4/5 / 3/4)))
[343393] ['2/9', '3/7', '6/7', '7/6', '3'] -> ((3 + (7/6 / (3/7 / 6/7))) / 2/9)
[343394] ['5/8', '5/8', '9/7', '7/3', '7'] -> ((9/7 * 7/3) * (7 + (5/8 / 5/8)))
[343395] ['2/9', '3/7', '6/7', '6/5', '3'] -> ((3 - (6/7 / 6/5)) / (2/9 * 3/7))
[343396] ['3/5', '7/8', '7/6', '2', '7/2'] -> ((2 * 7/2) / ((7/8 / 3/5) - 7/6))
[343397] ['7/8', '1', '9/8', '9/5', '8/3'] -> (8/3 / (((7/8 + 9/8) / 9/5) - 1))
[343398] ['3/8', '5/9', '6/7', '7/8', '5'] -> ((5 / 5/9) / ((6/7 * 7/8) - 3/8))
[343399] ['5/8', '5/8', '9/7', '7/2', '7'] -> ((9/7 + (5/8 / 5/8)) * (7/2 + 7))
[343400] ['1/2', '2/3', '5/7', '5/3', '5'] -> (2/3 + ((5/3 * 5) / (1/2 * 5/7)))
[343401] ['1/2', '2/3', '5/7', '7/4', '5'] -> ((5 / (2/3 - 1/2)) / (5/7 * 7/4))
[343402] ['1/7', '1/5', '3/4', '8/9', '8'] -> ((3/4 * 8/9) + (8 / (1/7 + 1/5)))
